,HE US Equity,HE US Equity,HE US Equity,HE US Equity,HE US Equity
2021-03-15,36.5101,37.8385,36.4965,37.3595,838688.0
2021-03-16,37.2782,37.6668,36.745,36.9258,537208.0
2021-03-17,36.9709,37.1246,36.5906,36.8715,527582.0
2021-03-18,37.0432,38.2633,36.7676,38.2542,2066374.0
2021-03-19,38.3536,38.5253,37.4951,38.5073,1433259.0
2021-03-20,38.3536,38.5253,37.4951,38.5073,1433259.0
2021-03-21,38.3536,38.5253,37.4951,38.5073,1433259.0
2021-03-22,38.2813,38.2813,37.7481,37.9921,964102.0
2021-03-23,37.6758,38.3807,37.6126,38.2813,798681.0
2021-03-24,38.1819,38.9049,37.9921,38.5524,788050.0
2021-03-25,38.7422,38.932,38.2994,38.697,693770.0
2021-03-26,38.7242,40.1701,38.435,40.1339,1848241.0
2021-03-27,38.7242,40.1701,38.435,40.1339,1848241.0
2021-03-28,38.7242,40.1701,38.435,40.1339,1848241.0
2021-03-29,40.0436,40.4502,39.8267,40.387,547005.0
2021-03-30,40.3328,40.4412,39.7905,40.2334,683088.0
2021-03-31,40.1339,40.3147,39.655,40.152,710315.0
2021-04-01,39.8809,40.4051,39.4833,40.3599,816283.0
2021-04-02,39.8809,40.4051,39.4833,40.3599,816283.0
2021-04-03,39.8809,40.4051,39.4833,40.3599,816283.0
2021-04-04,39.8809,40.4051,39.4833,40.3599,816283.0
2021-04-05,40.631,41.1913,39.7815,39.8176,889509.0
2021-04-06,39.655,39.8628,39.3116,39.6279,672216.0
2021-04-07,39.5465,39.8086,38.5976,38.679,1070903.0
2021-04-08,38.4621,39.0043,38.0012,38.4079,777482.0
2021-04-09,38.444,38.7784,38.2181,38.2994,529659.0
2021-04-10,38.444,38.7784,38.2181,38.2994,529659.0
2021-04-11,38.444,38.7784,38.2181,38.2994,529659.0
2021-04-12,38.4621,38.6699,38.3356,38.4621,362631.0
2021-04-13,38.0102,38.5253,37.956,38.3175,463517.0
2021-04-14,38.1277,38.5208,38.0825,38.2904,460014.0
2021-04-15,38.2452,38.679,38.0464,38.5615,641934.0
2021-04-16,38.6157,39.1218,38.4711,38.5524,2766691.0
2021-04-17,38.6157,39.1218,38.4711,38.5524,2766691.0
2021-04-18,38.6157,39.1218,38.4711,38.5524,2766691.0
2021-04-19,38.6609,39.0947,38.2181,38.9682,579878.0
2021-04-20,39.0224,39.2664,38.8416,38.932,368177.0
2021-04-21,38.9501,39.3116,38.9049,39.1399,427551.0
2021-04-22,39.2393,39.2664,38.679,38.688,456412.0
2021-04-23,38.7151,38.8959,38.4033,38.6247,412815.0
2021-04-24,38.7151,38.8959,38.4033,38.6247,412815.0
2021-04-25,38.7151,38.8959,38.4033,38.6247,412815.0
2021-04-26,38.697,38.8597,38.2949,38.4892,330791.0
2021-04-27,38.4892,38.4892,38.1638,38.2542,410612.0
2021-04-28,38.3627,38.5976,38.115,38.4621,397045.0
2021-04-29,38.5073,38.9591,38.4892,38.7874,259792.0
2021-04-30,38.8416,39.0043,38.6609,38.9139,568423.0
2021-05-01,38.8416,39.0043,38.6609,38.9139,568423.0
2021-05-02,38.8416,39.0043,38.6609,38.9139,568423.0
2021-05-03,39.0766,39.3387,38.8507,39.0405,279740.0
2021-05-04,39.0947,39.5511,38.8145,39.5104,313276.0
2021-05-05,39.2573,39.2664,38.4169,38.8236,462663.0
2021-05-06,39.0133,39.4471,38.5344,39.2845,489232.0
2021-05-07,39.3025,40.9563,37.9108,40.8388,486940.0
2021-05-08,39.3025,40.9563,37.9108,40.8388,486940.0
2021-05-09,39.3025,40.9563,37.9108,40.8388,486940.0
2021-05-10,41.0467,41.5437,40.9383,40.9834,315720.0
2021-05-11,40.9925,41.0467,39.9713,39.9894,1155402.0
2021-05-12,39.9984,40.6536,39.5827,39.6188,703325.0
2021-05-13,39.4562,40.753,39.3658,40.2153,1265506.0
2021-05-14,40.4683,41.0105,40.2785,40.3057,913625.0
2021-05-15,40.4683,41.0105,40.2785,40.3057,913625.0
2021-05-16,40.4683,41.0105,40.2785,40.3057,913625.0
2021-05-17,40.3689,40.7574,39.9984,40.0978,495589.0
2021-05-18,39.9622,40.1791,39.5827,40.0436,637203.0
2021-05-19,39.9707,40.1711,39.5427,39.9889,473592.0
2021-05-20,40.0982,40.294,39.8022,39.8887,289954.0
2021-05-21,39.8979,40.2712,39.7886,40.1802,310405.0
2021-05-22,39.8979,40.2712,39.7886,40.1802,310405.0
2021-05-23,39.8979,40.2712,39.7886,40.1802,310405.0
2021-05-24,40.2439,40.4443,39.8113,39.8432,369239.0
2021-05-25,39.6793,39.9798,39.06,39.0691,348933.0
2021-05-26,39.1602,39.315,38.9416,39.1329,339392.0
2021-05-27,39.3605,39.3605,38.723,38.7504,560781.0
2021-05-28,38.978,39.2877,38.9234,39.2057,315552.0
2021-05-29,38.978,39.2877,38.9234,39.2057,315552.0
2021-05-30,38.978,39.2877,38.9234,39.2057,315552.0
2021-05-31,38.978,39.2877,38.9234,39.2057,315552.0
2021-06-01,39.3423,39.3696,38.8688,39.0054,334631.0
2021-06-02,39.3241,39.4971,38.8688,39.2148,365012.0
2021-06-03,39.06,39.5882,39.0509,39.4334,763052.0
2021-06-04,39.5973,39.6246,39.2057,39.4971,288995.0
2021-06-05,39.5973,39.6246,39.2057,39.4971,288995.0
2021-06-06,39.5973,39.6246,39.2057,39.4971,288995.0
2021-06-07,39.5882,39.7157,39.2786,39.4698,341783.0
2021-06-08,39.5336,39.6155,39.1329,39.5336,381552.0
2021-06-09,39.6155,40.5262,39.4516,40.3896,597492.0
2021-06-10,40.59,40.6577,40.3714,40.508,364519.0
2021-06-11,40.5353,40.8359,40.335,40.8359,306073.0
2021-06-12,40.5353,40.8359,40.335,40.8359,306073.0
2021-06-13,40.5353,40.8359,40.335,40.8359,306073.0
2021-06-14,40.7175,40.8359,40.2895,40.3805,288407.0
2021-06-15,40.335,40.6155,40.211,40.4807,236930.0
2021-06-16,40.5262,40.6993,39.825,39.8979,274668.0
2021-06-17,39.8432,39.9252,39.57,39.6246,263465.0
2021-06-18,39.4971,39.4971,38.1129,38.1948,684105.0
2021-06-19,39.4971,39.4971,38.1129,38.1948,684105.0
2021-06-20,39.4971,39.4971,38.1129,38.1948,684105.0
2021-06-21,38.2859,39.2421,38.2313,39.1238,312526.0
2021-06-22,39.0236,39.0873,38.6411,38.6957,321156.0
2021-06-23,38.6229,38.9963,37.7759,38.0218,460186.0
2021-06-24,38.0582,38.4589,37.8215,38.3952,253585.0
2021-06-25,38.3952,39.0691,38.2495,38.9963,596892.0
2021-06-26,38.3952,39.0691,38.2495,38.9963,596892.0
2021-06-27,38.3952,39.0691,38.2495,38.9963,596892.0
2021-06-28,38.8961,38.9416,38.4772,38.7322,272604.0
2021-06-29,38.7777,38.9872,38.04,38.1129,422528.0
2021-06-30,38.0218,38.6866,37.8032,38.5045,570423.0
2021-07-01,38.6866,39.0691,38.5864,38.7322,356432.0
2021-07-02,38.8597,38.8597,38.4908,38.6229,211321.0
2021-07-03,38.8597,38.8597,38.4908,38.6229,211321.0
2021-07-04,38.8597,38.8597,38.4908,38.6229,211321.0
2021-07-05,38.8597,38.8597,38.4908,38.6229,211321.0
2021-07-06,38.6684,38.6684,37.9216,38.5591,405903.0
2021-07-07,38.4316,38.8323,38.1766,38.5682,251188.0
2021-07-08,38.3588,38.5318,38.0673,38.1857,252392.0
2021-07-09,38.295,38.7504,38.1038,38.7139,348324.0
2021-07-10,38.295,38.7504,38.1038,38.7139,348324.0
2021-07-11,38.295,38.7504,38.1038,38.7139,348324.0
2021-07-12,38.5409,38.7959,38.3223,38.7413,210658.0
2021-07-13,38.5591,38.8323,37.9581,38.0218,298737.0
2021-07-14,38.04,38.4316,37.7213,38.2495,267555.0
2021-07-15,38.122,39.3605,37.8943,39.3241,546242.0
2021-07-16,39.3696,39.8432,38.9416,39.0873,429579.0
2021-07-17,39.3696,39.8432,38.9416,39.0873,429579.0
2021-07-18,39.3696,39.8432,38.9416,39.0873,429579.0
2021-07-19,38.7868,39.1602,38.5136,38.805,372681.0
2021-07-20,38.8323,39.8341,38.7139,39.3696,522553.0
2021-07-21,39.2786,39.5427,38.8414,38.8505,292268.0
2021-07-22,38.7595,38.9689,38.5955,38.8688,226421.0
2021-07-23,38.9872,39.3788,38.8597,39.3332,185666.0
2021-07-24,38.9872,39.3788,38.8597,39.3332,185666.0
2021-07-25,38.9872,39.3788,38.8597,39.3332,185666.0
2021-07-26,39.4334,39.6975,39.2604,39.3605,208174.0
2021-07-27,39.1511,39.9161,38.8688,39.7977,199575.0
2021-07-28,39.4243,40.0071,39.3696,39.8432,207703.0
2021-07-29,40.0618,40.1893,39.8523,39.9161,181106.0
2021-07-30,39.7795,40.1711,39.4243,39.4698,433998.0
2021-07-31,39.7795,40.1711,39.4243,39.4698,433998.0
2021-08-01,39.7795,40.1711,39.4243,39.4698,433998.0
2021-08-02,39.5882,40.0982,39.4152,39.8614,273750.0
2021-08-03,39.907,39.9525,39.6338,39.9161,314080.0
2021-08-04,39.7977,39.8068,39.0509,39.6246,252931.0
2021-08-05,39.8432,40.0162,39.5609,39.9434,148355.0
2021-08-06,40.1164,40.3623,39.6702,39.9161,182012.0
2021-08-07,40.1164,40.3623,39.6702,39.9161,182012.0
2021-08-08,40.1164,40.3623,39.6702,39.9161,182012.0
2021-08-09,39.7704,40.2803,38.2586,40.0527,222404.0
2021-08-10,40.0618,40.4352,39.8068,40.1255,186778.0
2021-08-11,40.2895,40.7812,40.2075,40.4989,178468.0
2021-08-12,40.5809,40.681,40.0709,40.5262,258322.0
2021-08-13,40.4443,40.845,39.9525,40.7266,691008.0
2021-08-14,40.4443,40.845,39.9525,40.7266,691008.0
2021-08-15,40.4443,40.845,39.9525,40.7266,691008.0
2021-08-16,40.9816,41.4643,40.7903,41.0636,289534.0
2021-08-17,40.9816,41.1956,40.5262,41.1546,316816.0
2021-08-18,41.2647,41.2647,40.8151,40.9986,198812.0
2021-08-19,40.9528,41.2005,40.7692,41.0537,269407.0
2021-08-20,40.8335,41.2005,40.8335,41.0904,266272.0
2021-08-21,40.8335,41.2005,40.8335,41.0904,266272.0
2021-08-22,40.8335,41.2005,40.8335,41.0904,266272.0
2021-08-23,41.0078,41.1088,40.6488,40.8335,358830.0
2021-08-24,40.8243,40.8243,40.1407,40.3196,326611.0
2021-08-25,40.2554,40.4068,39.6222,40.0535,395866.0
2021-08-26,39.9617,39.9617,39.4892,39.8425,291311.0
2021-08-27,39.9067,40.2921,39.769,40.0719,360813.0
2021-08-28,39.9067,40.2921,39.769,40.0719,360813.0
2021-08-29,39.9067,40.2921,39.769,40.0719,360813.0
2021-08-30,40.0168,40.1728,39.8516,40.0994,269567.0
2021-08-31,40.1269,40.4205,39.7415,40.0076,659344.0
2021-09-01,40.1453,40.2278,39.769,40.1911,316499.0
2021-09-02,40.2829,40.4848,40.0994,40.338,239773.0
2021-09-03,40.2737,40.2737,39.5121,39.5121,209226.0
2021-09-04,40.2737,40.2737,39.5121,39.5121,209226.0
2021-09-05,40.2737,40.2737,39.5121,39.5121,209226.0
2021-09-06,40.2737,40.2737,39.5121,39.5121,209226.0
2021-09-07,39.4754,39.5029,38.4936,38.5027,341479.0
2021-09-08,38.4477,39.5763,38.411,39.402,433004.0
2021-09-09,39.2919,39.8012,39.1818,39.2093,368370.0
2021-09-10,39.1084,39.4295,38.1265,38.1449,324608.0
2021-09-11,39.1084,39.4295,38.1265,38.1449,324608.0
2021-09-12,39.1084,39.4295,38.1265,38.1449,324608.0
2021-09-13,38.4477,38.4477,37.5943,37.6861,286932.0
2021-09-14,37.8421,37.9247,37.3649,37.8696,1479865.0
2021-09-15,37.8696,38.3743,37.5943,38.3376,548312.0
2021-09-16,38.3559,38.5027,37.8925,37.9338,356454.0
2021-09-17,37.9705,38.2458,37.6494,37.7595,1363419.0
2021-09-18,37.9705,38.2458,37.6494,37.7595,1363419.0
2021-09-19,37.9705,38.2458,37.6494,37.7595,1363419.0
2021-09-20,37.5576,37.7228,37.0713,37.475,717108.0
2021-09-21,37.4659,37.7044,37.42,37.4475,431965.0
2021-09-22,37.5301,37.8421,37.1539,37.6218,431820.0
2021-09-23,37.6769,38.0164,37.2915,37.5026,318277.0
2021-09-24,37.5576,37.865,37.3924,37.7503,288183.0
2021-09-25,37.5576,37.865,37.3924,37.7503,288183.0
2021-09-26,37.5576,37.865,37.3924,37.7503,288183.0
2021-09-27,37.8788,38.6496,37.6586,38.0164,433722.0
2021-09-28,38.0348,38.1265,37.5851,37.9247,324666.0
2021-09-29,38.0164,38.4431,37.8635,38.2183,291849.0
2021-09-30,38.3651,38.4293,37.4475,37.4659,368416.0
2021-10-01,37.6494,37.9981,36.9795,37.7411,390885.0
2021-10-02,37.6494,37.9981,36.9795,37.7411,390885.0
2021-10-03,37.6494,37.9981,36.9795,37.7411,390885.0
2021-10-04,37.732,38.6129,37.3466,38.466,294341.0
2021-10-05,38.5027,38.5486,37.9705,38.2275,593951.0
2021-10-06,37.9338,38.0439,36.952,38.0256,544518.0
2021-10-07,38.0715,38.3559,37.576,37.631,430474.0
2021-10-08,37.42,37.5393,37.0346,37.2548,398243.0
2021-10-09,37.42,37.5393,37.0346,37.2548,398243.0
2021-10-10,37.42,37.5393,37.0346,37.2548,398243.0
2021-10-11,37.0162,37.0438,35.805,36.016,1002370.0
2021-10-12,35.9793,36.5666,35.8417,36.4106,633375.0
2021-10-13,36.3739,36.8511,36.0803,36.7226,544876.0
2021-10-14,36.8419,37.7778,36.7777,37.7595,743927.0
2021-10-15,37.9981,38.9616,37.8604,38.9432,3554274.0
2021-10-16,37.9981,38.9616,37.8604,38.9432,3554274.0
2021-10-17,37.9981,38.9616,37.8604,38.9432,3554274.0
2021-10-18,38.723,38.723,37.6218,37.732,560386.0
2021-10-19,37.9981,38.0439,37.4842,37.9889,249414.0
2021-10-20,38.0164,38.6679,37.9981,38.466,366570.0
2021-10-21,38.4202,38.4477,37.9338,37.9614,240011.0
2021-10-22,37.9705,38.2504,37.7044,38.1632,188395.0
2021-10-23,37.9705,38.2504,37.7044,38.1632,188395.0
2021-10-24,37.9705,38.2504,37.7044,38.1632,188395.0
2021-10-25,38.0439,38.0439,37.4659,37.6127,502524.0
2021-10-26,37.7136,37.8237,37.2777,37.319,288296.0
2021-10-27,37.5117,37.6586,37.1355,37.3282,396657.0
2021-10-28,37.319,37.631,37.1263,37.3466,241974.0
2021-10-29,37.1997,37.5209,36.9887,37.2181,497400.0
2021-10-30,37.1997,37.5209,36.9887,37.2181,497400.0
2021-10-31,37.1997,37.5209,36.9887,37.2181,497400.0
2021-11-01,37.3099,38.0164,37.1447,37.8237,449324.0
2021-11-02,37.8971,37.8971,37.2456,37.3466,418439.0
2021-11-03,37.3741,38.2183,37.319,38.1541,358353.0
2021-11-04,38.1632,38.4844,37.1447,37.7503,403120.0
2021-11-05,37.9705,38.2366,37.631,37.9155,251329.0
2021-11-06,37.9705,38.2366,37.631,37.9155,251329.0
2021-11-07,37.9705,38.2366,37.631,37.9155,251329.0
2021-11-08,37.9522,38.0793,36.4748,36.796,319295.0
2021-11-09,36.8327,37.0254,36.5941,36.8694,250361.0
2021-11-10,37.0071,37.5026,37.0071,37.3099,245449.0
2021-11-11,37.2181,37.2181,36.6675,36.8419,290889.0
2021-11-12,36.7318,36.8786,36.4748,36.6675,235660.0
2021-11-13,36.7318,36.8786,36.4748,36.6675,235660.0
2021-11-14,36.7318,36.8786,36.4748,36.6675,235660.0
2021-11-15,36.8786,37.2273,36.7731,37.2181,241193.0
2021-11-16,37.264,37.3649,36.5666,36.7318,363619.0
2021-11-17,36.7501,36.7501,36.1904,36.6308,265295.0
2021-11-18,36.7777,36.7777,35.8967,36.0436,289728.0
2021-11-19,36.0711,36.4014,35.9518,36.2913,383133.0
2021-11-20,36.0711,36.4014,35.9518,36.2913,383133.0
2021-11-21,36.0711,36.4014,35.9518,36.2913,383133.0
2021-11-22,36.3931,37.1984,36.2636,37.004,249460.0
2021-11-23,37.004,37.3372,36.8096,37.0966,233862.0
2021-11-24,37.1521,37.1521,36.606,36.9207,346124.0
2021-11-25,37.1521,37.1521,36.606,36.9207,346124.0
2021-11-26,36.532,36.5459,35.736,35.8748,152125.0
2021-11-27,36.532,36.5459,35.736,35.8748,152125.0
2021-11-28,36.532,36.5459,35.736,35.8748,152125.0
2021-11-29,36.097,36.5042,35.8037,36.3931,346788.0
2021-11-30,36.1803,36.3284,35.1159,35.1621,458235.0
2021-12-01,35.4028,36.5798,35.4028,35.8285,522179.0
2021-12-02,36.0322,36.6106,35.6157,36.2636,279162.0
2021-12-03,36.3839,36.6893,36.0507,36.2358,349336.0
2021-12-04,36.3839,36.6893,36.0507,36.2358,349336.0
2021-12-05,36.3839,36.6893,36.0507,36.2358,349336.0
2021-12-06,36.6708,37.5223,36.6708,37.2261,489838.0
2021-12-07,37.0966,37.1938,36.6245,36.9022,445732.0
2021-12-08,37.0781,37.763,36.9948,37.4483,369549.0
2021-12-09,37.3465,37.4853,36.8559,37.3187,371662.0
2021-12-10,37.4853,37.9759,37.1614,37.4946,550840.0
2021-12-11,37.4853,37.9759,37.1614,37.4946,550840.0
2021-12-12,37.4853,37.9759,37.1614,37.4946,550840.0
2021-12-13,37.4761,38.235,37.3557,37.8926,592083.0
2021-12-14,37.8833,38.8089,37.6612,38.2628,718290.0
2021-12-15,38.4664,39.2624,38.4386,39.0217,616609.0
2021-12-16,38.957,39.5308,38.7904,38.994,300431.0
2021-12-17,38.6793,38.7904,37.0781,37.2261,1152642.0
2021-12-18,38.6793,38.7904,37.0781,37.2261,1152642.0
2021-12-19,38.6793,38.7904,37.0781,37.2261,1152642.0
2021-12-20,37.0225,37.4659,36.7449,37.3835,369947.0
2021-12-21,37.6427,37.9666,37.3557,37.4946,300542.0
2021-12-22,37.6056,37.7074,37.365,37.6334,203553.0
2021-12-23,37.7722,37.8093,37.2447,37.3094,167437.0
2021-12-24,37.7722,37.8093,37.2447,37.3094,167437.0
2021-12-25,37.7722,37.8093,37.2447,37.3094,167437.0
2021-12-26,37.7722,37.8093,37.2447,37.3094,167437.0
2021-12-27,37.2817,37.6704,37.0503,37.6612,326395.0
2021-12-28,37.6704,38.272,37.6704,38.1887,182750.0
2021-12-29,38.0684,38.4664,38.0036,38.3831,164791.0
2021-12-30,38.5775,38.67,38.1147,38.5034,184386.0
2021-12-31,38.4664,38.6052,38.198,38.4109,150717.0
2022-01-01,38.4664,38.6052,38.198,38.4109,150717.0
2022-01-02,38.4664,38.6052,38.198,38.4109,150717.0
2022-01-03,38.4479,38.5867,37.7537,38.1795,221231.0
2022-01-04,38.3924,39.0773,38.3924,38.8644,351357.0
2022-01-05,38.9847,39.4753,38.8227,38.8737,333884.0
2022-01-06,38.8737,39.1883,38.6978,39.0125,317989.0
2022-01-07,39.0958,39.79,38.8829,39.5586,349596.0
2022-01-08,39.0958,39.79,38.8829,39.5586,349596.0
2022-01-09,39.0958,39.79,38.8829,39.5586,349596.0
2022-01-10,39.6604,39.8177,39.1527,39.4105,251132.0
2022-01-11,39.3827,39.4475,38.5127,39.068,287795.0
2022-01-12,38.9292,39.0588,38.7256,38.7996,256524.0
2022-01-13,38.8922,39.3457,38.8366,39.1328,183500.0
2022-01-14,39.3087,39.4105,38.8367,38.9477,170244.0
2022-01-15,39.3087,39.4105,38.8367,38.9477,170244.0
2022-01-16,39.3087,39.4105,38.8367,38.9477,170244.0
2022-01-17,39.3087,39.4105,38.8367,38.9477,170244.0
2022-01-18,38.6885,38.9477,38.2905,38.8922,386673.0
2022-01-19,38.8922,39.1698,38.5219,38.7626,234652.0
2022-01-20,39.3272,39.5771,38.9662,39.2161,433433.0
2022-01-21,39.2254,39.7807,38.9014,38.9847,362523.0
2022-01-22,39.2254,39.7807,38.9014,38.9847,362523.0
2022-01-23,39.2254,39.7807,38.9014,38.9847,362523.0
2022-01-24,38.8089,38.994,37.8555,38.9014,458495.0
2022-01-25,38.4849,38.9847,38.1332,38.7811,445977.0
2022-01-26,38.8181,39.2624,38.1702,38.3924,465833.0
2022-01-27,38.5404,39.105,37.9759,38.1054,315229.0
2022-01-28,37.9851,38.7441,37.7445,38.7256,388691.0
2022-01-29,37.9851,38.7441,37.7445,38.7256,388691.0
2022-01-30,37.9851,38.7441,37.7445,38.7256,388691.0
2022-01-31,38.4849,39.3642,38.3183,39.3364,545633.0
2022-02-01,39.2624,39.4753,38.4942,38.7811,302935.0
2022-02-02,38.7811,39.5401,38.5682,39.5308,502983.0
2022-02-03,39.6511,39.6696,38.9107,39.0958,305743.0
2022-02-04,38.9384,39.2531,38.5775,38.8644,299885.0
2022-02-05,38.9384,39.2531,38.5775,38.8644,299885.0
2022-02-06,38.9384,39.2531,38.5775,38.8644,299885.0
2022-02-07,38.7996,39.1073,38.4201,38.9014,245606.0
2022-02-08,39.0958,39.392,39.0495,39.2254,455076.0
2022-02-09,39.429,39.7761,39.1976,39.392,346882.0
2022-02-10,39.0588,39.2795,38.2535,38.3553,264404.0
2022-02-11,38.3276,38.5867,37.9851,38.2165,327857.0
2022-02-12,38.3276,38.5867,37.9851,38.2165,327857.0
2022-02-13,38.3276,38.5867,37.9851,38.2165,327857.0
2022-02-14,38.3183,38.5867,37.5316,38.1887,376874.0
2022-02-15,38.0777,38.235,36.5968,36.9948,675208.0
2022-02-16,36.8096,37.1243,36.4764,36.7819,547837.0
2022-02-17,36.5875,37.4946,36.4487,37.3187,479683.0
2022-02-18,37.1614,37.763,37.1614,37.6056,525930.0
2022-02-19,37.1614,37.763,37.1614,37.6056,525930.0
2022-02-20,37.1614,37.763,37.1614,37.6056,525930.0
2022-02-21,37.1614,37.763,37.1614,37.6056,525930.0
2022-02-22,37.7074,37.9481,37.2632,37.6704,430713.0
2022-02-23,37.9785,38.0345,37.437,37.465,482630.0
2022-02-24,37.0636,37.2036,36.3074,36.8675,546004.0
2022-02-25,37.1849,38.576,37.1849,38.4546,383183.0
2022-02-26,37.1849,38.576,37.1849,38.4546,383183.0
2022-02-27,37.1849,38.576,37.1849,38.4546,383183.0
2022-02-28,37.8758,38.3519,37.7358,38.2586,400398.0
2022-03-01,38.3332,38.6413,37.465,37.6891,364063.0
2022-03-02,37.8851,38.632,37.8851,38.2025,262369.0
2022-03-03,38.3332,39.0708,38.3332,39.0148,287999.0
2022-03-04,38.688,39.2939,38.6227,39.2575,428435.0
2022-03-05,38.688,39.2939,38.6227,39.2575,428435.0
2022-03-06,38.688,39.2939,38.6227,39.2575,428435.0
2022-03-07,39.2108,39.9017,39.0428,39.6309,500555.0
2022-03-08,39.8457,40.023,39.1361,39.5096,551034.0
2022-03-09,39.8083,40.0324,38.632,38.688,572750.0
2022-03-10,38.7254,39.6029,38.3799,39.3509,447931.0
2022-03-11,39.4909,39.8737,38.8094,38.8561,300148.0
2022-03-12,39.4909,39.8737,38.8094,38.8561,300148.0
2022-03-13,39.4909,39.8737,38.8094,38.8561,300148.0
2022-03-14,38.9774,39.2202,38.3239,38.604,318173.0
2022-03-15,38.8934,39.3602,38.4733,39.2202,389971.0
2022-03-16,39.1828,39.3602,38.6227,39.1081,290659.0
2022-03-17,39.0148,39.5049,38.7067,39.0895,286431.0
2022-03-18,38.8934,39.0615,38.0812,38.632,994531.0
2022-03-19,38.8934,39.0615,38.0812,38.632,994531.0
2022-03-20,38.8934,39.0615,38.0812,38.632,994531.0
2022-03-21,38.7067,39.1641,38.2772,38.8,317237.0
2022-03-22,38.9774,39.0979,38.576,38.8374,613179.0
2022-03-23,38.744,38.7907,37.9972,38.0718,440084.0
2022-03-24,38.1559,38.4359,37.8291,37.9785,339884.0
2022-03-25,38.1092,38.7347,37.9785,38.6973,378236.0
2022-03-26,38.1092,38.7347,37.9785,38.6973,378236.0
2022-03-27,38.1092,38.7347,37.9785,38.6973,378236.0
2022-03-28,38.6973,39.1922,38.2212,39.1268,333473.0
2022-03-29,39.2108,39.5376,38.9121,39.5282,313773.0
2022-03-30,39.5469,39.8363,39.3415,39.827,329528.0
2022-03-31,39.939,40.3405,39.4256,39.5002,401361.0
2022-04-01,39.5282,40.5365,39.5282,40.4992,385600.0
2022-04-02,39.5282,40.5365,39.5282,40.4992,385600.0
2022-04-03,39.5282,40.5365,39.5282,40.4992,385600.0
2022-04-04,40.4338,40.5179,39.4256,39.6683,348678.0
2022-04-05,39.6683,40.3685,39.5656,39.827,409853.0
2022-04-06,39.911,40.7512,39.911,40.6672,359912.0
2022-04-07,40.6766,40.8353,40.1631,40.3685,247938.0
2022-04-08,40.5832,40.9753,40.2564,40.6112,387458.0
2022-04-09,40.5832,40.9753,40.2564,40.6112,387458.0
2022-04-10,40.5832,40.9753,40.2564,40.6112,387458.0
2022-04-11,40.7886,41.0313,40.3918,40.5739,346166.0
2022-04-12,40.4618,41.0687,40.2004,40.7326,380779.0
2022-04-13,40.7139,41.0127,40.2938,40.7139,237614.0
2022-04-14,40.6672,41.3487,40.6672,40.966,309319.0
2022-04-15,40.6672,41.3487,40.6672,40.966,309319.0
2022-04-16,40.6672,41.3487,40.6672,40.966,309319.0
2022-04-17,40.6672,41.3487,40.6672,40.966,309319.0
2022-04-18,40.966,41.19,40.4058,40.6392,236896.0
2022-04-19,40.7606,41.0687,40.6486,40.938,233393.0
2022-04-20,41.3114,41.7502,40.7326,41.5075,220408.0
2022-04-21,41.3581,41.6568,41.1714,41.2834,204393.0
2022-04-22,41.19,41.19,40.4898,40.5645,457926.0
2022-04-23,41.19,41.19,40.4898,40.5645,457926.0
2022-04-24,41.19,41.19,40.4898,40.5645,457926.0
2022-04-25,40.7699,40.8726,39.4302,40.2284,296415.0
2022-04-26,40.0324,40.4805,39.7803,39.8457,371109.0
2022-04-27,39.8737,40.3311,39.3789,39.6123,352834.0
2022-04-28,40.0044,40.0884,39.5236,39.7056,248952.0
2022-04-29,39.6309,39.6309,38.2586,38.3799,366158.0
2022-04-30,39.6309,39.6309,38.2586,38.3799,366158.0
2022-05-01,39.6309,39.6309,38.2586,38.3799,366158.0
2022-05-02,38.5666,38.9027,37.6284,37.9505,338276.0
2022-05-03,38.1559,38.9868,37.9785,38.4733,289101.0
2022-05-04,38.5666,39.4722,38.4733,39.3695,291480.0
2022-05-05,39.2108,39.3695,38.4079,38.6507,272790.0
2022-05-06,38.5666,38.9681,38.4079,38.9681,434460.0
2022-05-07,38.5666,38.9681,38.4079,38.9681,434460.0
2022-05-08,38.5666,38.9681,38.4079,38.9681,434460.0
2022-05-09,38.8841,39.4582,38.3613,39.2015,416480.0
2022-05-10,39.2108,39.5749,38.0158,38.6133,409420.0
2022-05-11,38.7067,39.4862,38.5713,38.7907,366629.0
2022-05-12,38.9774,39.2715,38.3519,39.1175,358907.0
2022-05-13,39.2482,39.3929,38.6787,39.2762,287963.0
2022-05-14,39.2482,39.3929,38.6787,39.2762,287963.0
2022-05-15,39.2482,39.3929,38.6787,39.2762,287963.0
2022-05-16,39.4069,39.5936,39.0054,39.5096,267280.0
2022-05-17,39.5656,39.6216,38.772,39.0241,678333.0
2022-05-18,39.4256,40.3125,38.6413,39.5096,634415.0
2022-05-19,39.3872,39.8014,38.8318,39.6037,311316.0
2022-05-20,39.6319,39.8014,38.9447,39.5284,373860.0
2022-05-21,39.6319,39.8014,38.9447,39.5284,373860.0
2022-05-22,39.6319,39.8014,38.9447,39.5284,373860.0
2022-05-23,39.8485,40.0744,39.2742,39.4719,366857.0
2022-05-24,39.406,39.792,38.86,39.6037,445268.0
2022-05-25,39.6696,40.2627,39.6131,40.112,591844.0
2022-05-26,40.3945,41.0063,40.3333,40.7428,891145.0
2022-05-27,40.6298,41.1946,40.5856,41.1476,959835.0
2022-05-28,40.6298,41.1946,40.5856,41.1476,959835.0
