,RTN US Equity,RTN US Equity,RTN US Equity,RTN US Equity,RTN US Equity
2020-03-09,170.74,177.625,167.28,168.33,3239254.0
2020-03-10,173.43,176.73,165.21,173.22,3604212.0
2020-03-11,167.72,170.23,152.53,156.75,4256171.0
2020-03-12,135.39,161.89,135.0,144.11,7874483.0
2020-03-13,153.3,156.0,140.21,149.85,4592450.0
2020-03-14,153.3,156.0,140.21,149.85,4592450.0
2020-03-15,153.3,156.0,140.21,149.85,4592450.0
2020-03-16,131.33,137.53,129.51,129.58,5099701.0
2020-03-17,131.37,133.0,115.98,128.95,6540495.0
2020-03-18,119.8,121.8,103.0,112.61,10717514.0
2020-03-19,111.65,123.22,103.05,121.34,4839368.0
2020-03-20,124.16,135.76,120.5,124.14,5141394.0
2020-03-21,124.16,135.76,120.5,124.14,5141394.0
2020-03-22,124.16,135.76,120.5,124.14,5141394.0
2020-03-23,120.35,121.99,110.332,115.54,6284108.0
2020-03-24,124.5,134.92,123.035,133.57,3597685.0
2020-03-25,135.99,152.99,131.1001,144.78,5191752.0
2020-03-26,150.16,157.97,146.42,155.2,3667054.0
2020-03-27,146.9,149.75,140.27,142.02,3552975.0
2020-03-28,146.9,149.75,140.27,142.02,3552975.0
2020-03-29,146.9,149.75,140.27,142.02,3552975.0
2020-03-30,140.02,142.5366,133.43,141.21,3766313.0
2020-03-31,140.8,140.96,130.03,131.15,4404051.0
2020-04-01,123.94,125.38,120.18,122.43,5086116.0
2020-04-02,120.65,126.85,115.0,116.96,9360245.0
2020-04-03,120.65,126.85,115.0,116.96,9360245.0
2020-04-04,120.65,126.85,115.0,116.96,9360245.0
2020-04-05,120.65,126.85,115.0,116.96,9360245.0
2020-04-06,120.65,126.85,115.0,116.96,9360245.0
2020-04-07,120.65,126.85,115.0,116.96,9360245.0
2020-04-08,120.65,126.85,115.0,116.96,9360245.0
2020-04-09,120.65,126.85,115.0,116.96,9360245.0
2020-04-10,120.65,126.85,115.0,116.96,9360245.0
2020-04-11,120.65,126.85,115.0,116.96,9360245.0
2020-04-12,120.65,126.85,115.0,116.96,9360245.0
2020-04-13,120.65,126.85,115.0,116.96,9360245.0
2020-04-14,120.65,126.85,115.0,116.96,9360245.0
2020-04-15,120.65,126.85,115.0,116.96,9360245.0
2020-04-16,120.65,126.85,115.0,116.96,9360245.0
2020-04-17,120.65,126.85,115.0,116.96,9360245.0
2020-04-18,120.65,126.85,115.0,116.96,9360245.0
2020-04-19,120.65,126.85,115.0,116.96,9360245.0
2020-04-20,120.65,126.85,115.0,116.96,9360245.0
2020-04-21,120.65,126.85,115.0,116.96,9360245.0
2020-04-22,120.65,126.85,115.0,116.96,9360245.0
2020-04-23,120.65,126.85,115.0,116.96,9360245.0
2020-04-24,120.65,126.85,115.0,116.96,9360245.0
2020-04-25,120.65,126.85,115.0,116.96,9360245.0
2020-04-26,120.65,126.85,115.0,116.96,9360245.0
2020-04-27,120.65,126.85,115.0,116.96,9360245.0
2020-04-28,120.65,126.85,115.0,116.96,9360245.0
2020-04-29,120.65,126.85,115.0,116.96,9360245.0
2020-04-30,120.65,126.85,115.0,116.96,9360245.0
2020-05-01,120.65,126.85,115.0,116.96,9360245.0
2020-05-02,120.65,126.85,115.0,116.96,9360245.0
2020-05-03,120.65,126.85,115.0,116.96,9360245.0
2020-05-04,120.65,126.85,115.0,116.96,9360245.0
2020-05-05,120.65,126.85,115.0,116.96,9360245.0
2020-05-06,120.65,126.85,115.0,116.96,9360245.0
2020-05-07,120.65,126.85,115.0,116.96,9360245.0
2020-05-08,120.65,126.85,115.0,116.96,9360245.0
2020-05-09,120.65,126.85,115.0,116.96,9360245.0
2020-05-10,120.65,126.85,115.0,116.96,9360245.0
2020-05-11,120.65,126.85,115.0,116.96,9360245.0
2020-05-12,120.65,126.85,115.0,116.96,9360245.0
2020-05-13,120.65,126.85,115.0,116.96,9360245.0
2020-05-14,120.65,126.85,115.0,116.96,9360245.0
2020-05-15,120.65,126.85,115.0,116.96,9360245.0
2020-05-16,120.65,126.85,115.0,116.96,9360245.0
2020-05-17,120.65,126.85,115.0,116.96,9360245.0
2020-05-18,120.65,126.85,115.0,116.96,9360245.0
2020-05-19,120.65,126.85,115.0,116.96,9360245.0
2020-05-20,120.65,126.85,115.0,116.96,9360245.0
2020-05-21,120.65,126.85,115.0,116.96,9360245.0
2020-05-22,120.65,126.85,115.0,116.96,9360245.0
2020-05-23,120.65,126.85,115.0,116.96,9360245.0
2020-05-24,120.65,126.85,115.0,116.96,9360245.0
2020-05-25,120.65,126.85,115.0,116.96,9360245.0
2020-05-26,120.65,126.85,115.0,116.96,9360245.0
2020-05-27,120.65,126.85,115.0,116.96,9360245.0
2020-05-28,120.65,126.85,115.0,116.96,9360245.0
2020-05-29,120.65,126.85,115.0,116.96,9360245.0
2020-05-30,120.65,126.85,115.0,116.96,9360245.0
2020-05-31,120.65,126.85,115.0,116.96,9360245.0
2020-06-01,120.65,126.85,115.0,116.96,9360245.0
2020-06-02,120.65,126.85,115.0,116.96,9360245.0
2020-06-03,120.65,126.85,115.0,116.96,9360245.0
2020-06-04,120.65,126.85,115.0,116.96,9360245.0
2020-06-05,120.65,126.85,115.0,116.96,9360245.0
2020-06-06,120.65,126.85,115.0,116.96,9360245.0
2020-06-07,120.65,126.85,115.0,116.96,9360245.0
2020-06-08,120.65,126.85,115.0,116.96,9360245.0
2020-06-09,120.65,126.85,115.0,116.96,9360245.0
2020-06-10,120.65,126.85,115.0,116.96,9360245.0
2020-06-11,120.65,126.85,115.0,116.96,9360245.0
2020-06-12,120.65,126.85,115.0,116.96,9360245.0
2020-06-13,120.65,126.85,115.0,116.96,9360245.0
2020-06-14,120.65,126.85,115.0,116.96,9360245.0
2020-06-15,120.65,126.85,115.0,116.96,9360245.0
2020-06-16,120.65,126.85,115.0,116.96,9360245.0
2020-06-17,120.65,126.85,115.0,116.96,9360245.0
2020-06-18,120.65,126.85,115.0,116.96,9360245.0
2020-06-19,120.65,126.85,115.0,116.96,9360245.0
2020-06-20,120.65,126.85,115.0,116.96,9360245.0
2020-06-21,120.65,126.85,115.0,116.96,9360245.0
2020-06-22,120.65,126.85,115.0,116.96,9360245.0
2020-06-23,120.65,126.85,115.0,116.96,9360245.0
2020-06-24,120.65,126.85,115.0,116.96,9360245.0
2020-06-25,120.65,126.85,115.0,116.96,9360245.0
2020-06-26,120.65,126.85,115.0,116.96,9360245.0
2020-06-27,120.65,126.85,115.0,116.96,9360245.0
2020-06-28,120.65,126.85,115.0,116.96,9360245.0
2020-06-29,120.65,126.85,115.0,116.96,9360245.0
2020-06-30,120.65,126.85,115.0,116.96,9360245.0
2020-07-01,120.65,126.85,115.0,116.96,9360245.0
2020-07-02,120.65,126.85,115.0,116.96,9360245.0
2020-07-03,120.65,126.85,115.0,116.96,9360245.0
2020-07-04,120.65,126.85,115.0,116.96,9360245.0
2020-07-05,120.65,126.85,115.0,116.96,9360245.0
2020-07-06,120.65,126.85,115.0,116.96,9360245.0
2020-07-07,120.65,126.85,115.0,116.96,9360245.0
2020-07-08,120.65,126.85,115.0,116.96,9360245.0
2020-07-09,120.65,126.85,115.0,116.96,9360245.0
2020-07-10,120.65,126.85,115.0,116.96,9360245.0
2020-07-11,120.65,126.85,115.0,116.96,9360245.0
2020-07-12,120.65,126.85,115.0,116.96,9360245.0
2020-07-13,120.65,126.85,115.0,116.96,9360245.0
2020-07-14,120.65,126.85,115.0,116.96,9360245.0
2020-07-15,120.65,126.85,115.0,116.96,9360245.0
2020-07-16,120.65,126.85,115.0,116.96,9360245.0
2020-07-17,120.65,126.85,115.0,116.96,9360245.0
2020-07-18,120.65,126.85,115.0,116.96,9360245.0
2020-07-19,120.65,126.85,115.0,116.96,9360245.0
2020-07-20,120.65,126.85,115.0,116.96,9360245.0
2020-07-21,120.65,126.85,115.0,116.96,9360245.0
2020-07-22,120.65,126.85,115.0,116.96,9360245.0
2020-07-23,120.65,126.85,115.0,116.96,9360245.0
2020-07-24,120.65,126.85,115.0,116.96,9360245.0
2020-07-25,120.65,126.85,115.0,116.96,9360245.0
2020-07-26,120.65,126.85,115.0,116.96,9360245.0
2020-07-27,120.65,126.85,115.0,116.96,9360245.0
2020-07-28,120.65,126.85,115.0,116.96,9360245.0
2020-07-29,120.65,126.85,115.0,116.96,9360245.0
2020-07-30,120.65,126.85,115.0,116.96,9360245.0
2020-07-31,120.65,126.85,115.0,116.96,9360245.0
2020-08-01,120.65,126.85,115.0,116.96,9360245.0
2020-08-02,120.65,126.85,115.0,116.96,9360245.0
2020-08-03,120.65,126.85,115.0,116.96,9360245.0
2020-08-04,120.65,126.85,115.0,116.96,9360245.0
2020-08-05,120.65,126.85,115.0,116.96,9360245.0
2020-08-06,120.65,126.85,115.0,116.96,9360245.0
2020-08-07,120.65,126.85,115.0,116.96,9360245.0
2020-08-08,120.65,126.85,115.0,116.96,9360245.0
2020-08-09,120.65,126.85,115.0,116.96,9360245.0
2020-08-10,120.65,126.85,115.0,116.96,9360245.0
2020-08-11,120.65,126.85,115.0,116.96,9360245.0
2020-08-12,120.65,126.85,115.0,116.96,9360245.0
2020-08-13,120.65,126.85,115.0,116.96,9360245.0
2020-08-14,120.65,126.85,115.0,116.96,9360245.0
2020-08-15,120.65,126.85,115.0,116.96,9360245.0
2020-08-16,120.65,126.85,115.0,116.96,9360245.0
2020-08-17,120.65,126.85,115.0,116.96,9360245.0
2020-08-18,120.65,126.85,115.0,116.96,9360245.0
2020-08-19,120.65,126.85,115.0,116.96,9360245.0
2020-08-20,120.65,126.85,115.0,116.96,9360245.0
2020-08-21,120.65,126.85,115.0,116.96,9360245.0
2020-08-22,120.65,126.85,115.0,116.96,9360245.0
2020-08-23,120.65,126.85,115.0,116.96,9360245.0
2020-08-24,120.65,126.85,115.0,116.96,9360245.0
2020-08-25,120.65,126.85,115.0,116.96,9360245.0
2020-08-26,120.65,126.85,115.0,116.96,9360245.0
2020-08-27,120.65,126.85,115.0,116.96,9360245.0
2020-08-28,120.65,126.85,115.0,116.96,9360245.0
2020-08-29,120.65,126.85,115.0,116.96,9360245.0
2020-08-30,120.65,126.85,115.0,116.96,9360245.0
2020-08-31,120.65,126.85,115.0,116.96,9360245.0
2020-09-01,120.65,126.85,115.0,116.96,9360245.0
2020-09-02,120.65,126.85,115.0,116.96,9360245.0
2020-09-03,120.65,126.85,115.0,116.96,9360245.0
2020-09-04,120.65,126.85,115.0,116.96,9360245.0
2020-09-05,120.65,126.85,115.0,116.96,9360245.0
2020-09-06,120.65,126.85,115.0,116.96,9360245.0
2020-09-07,120.65,126.85,115.0,116.96,9360245.0
2020-09-08,120.65,126.85,115.0,116.96,9360245.0
2020-09-09,120.65,126.85,115.0,116.96,9360245.0
2020-09-10,120.65,126.85,115.0,116.96,9360245.0
2020-09-11,120.65,126.85,115.0,116.96,9360245.0
2020-09-12,120.65,126.85,115.0,116.96,9360245.0
2020-09-13,120.65,126.85,115.0,116.96,9360245.0
2020-09-14,120.65,126.85,115.0,116.96,9360245.0
2020-09-15,120.65,126.85,115.0,116.96,9360245.0
2020-09-16,120.65,126.85,115.0,116.96,9360245.0
2020-09-17,120.65,126.85,115.0,116.96,9360245.0
2020-09-18,120.65,126.85,115.0,116.96,9360245.0
2020-09-19,120.65,126.85,115.0,116.96,9360245.0
2020-09-20,120.65,126.85,115.0,116.96,9360245.0
2020-09-21,120.65,126.85,115.0,116.96,9360245.0
2020-09-22,120.65,126.85,115.0,116.96,9360245.0
2020-09-23,120.65,126.85,115.0,116.96,9360245.0
2020-09-24,120.65,126.85,115.0,116.96,9360245.0
2020-09-25,120.65,126.85,115.0,116.96,9360245.0
2020-09-26,120.65,126.85,115.0,116.96,9360245.0
2020-09-27,120.65,126.85,115.0,116.96,9360245.0
2020-09-28,120.65,126.85,115.0,116.96,9360245.0
2020-09-29,120.65,126.85,115.0,116.96,9360245.0
2020-09-30,120.65,126.85,115.0,116.96,9360245.0
2020-10-01,120.65,126.85,115.0,116.96,9360245.0
2020-10-02,120.65,126.85,115.0,116.96,9360245.0
2020-10-03,120.65,126.85,115.0,116.96,9360245.0
2020-10-04,120.65,126.85,115.0,116.96,9360245.0
2020-10-05,120.65,126.85,115.0,116.96,9360245.0
2020-10-06,120.65,126.85,115.0,116.96,9360245.0
2020-10-07,120.65,126.85,115.0,116.96,9360245.0
2020-10-08,120.65,126.85,115.0,116.96,9360245.0
2020-10-09,120.65,126.85,115.0,116.96,9360245.0
2020-10-10,120.65,126.85,115.0,116.96,9360245.0
2020-10-11,120.65,126.85,115.0,116.96,9360245.0
2020-10-12,120.65,126.85,115.0,116.96,9360245.0
2020-10-13,120.65,126.85,115.0,116.96,9360245.0
2020-10-14,120.65,126.85,115.0,116.96,9360245.0
2020-10-15,120.65,126.85,115.0,116.96,9360245.0
2020-10-16,120.65,126.85,115.0,116.96,9360245.0
2020-10-17,120.65,126.85,115.0,116.96,9360245.0
2020-10-18,120.65,126.85,115.0,116.96,9360245.0
2020-10-19,120.65,126.85,115.0,116.96,9360245.0
2020-10-20,120.65,126.85,115.0,116.96,9360245.0
2020-10-21,120.65,126.85,115.0,116.96,9360245.0
2020-10-22,120.65,126.85,115.0,116.96,9360245.0
2020-10-23,120.65,126.85,115.0,116.96,9360245.0
2020-10-24,120.65,126.85,115.0,116.96,9360245.0
2020-10-25,120.65,126.85,115.0,116.96,9360245.0
2020-10-26,120.65,126.85,115.0,116.96,9360245.0
2020-10-27,120.65,126.85,115.0,116.96,9360245.0
2020-10-28,120.65,126.85,115.0,116.96,9360245.0
2020-10-29,120.65,126.85,115.0,116.96,9360245.0
2020-10-30,120.65,126.85,115.0,116.96,9360245.0
2020-10-31,120.65,126.85,115.0,116.96,9360245.0
2020-11-01,120.65,126.85,115.0,116.96,9360245.0
2020-11-02,120.65,126.85,115.0,116.96,9360245.0
2020-11-03,120.65,126.85,115.0,116.96,9360245.0
2020-11-04,120.65,126.85,115.0,116.96,9360245.0
2020-11-05,120.65,126.85,115.0,116.96,9360245.0
2020-11-06,120.65,126.85,115.0,116.96,9360245.0
2020-11-07,120.65,126.85,115.0,116.96,9360245.0
2020-11-08,120.65,126.85,115.0,116.96,9360245.0
2020-11-09,120.65,126.85,115.0,116.96,9360245.0
2020-11-10,120.65,126.85,115.0,116.96,9360245.0
2020-11-11,120.65,126.85,115.0,116.96,9360245.0
2020-11-12,120.65,126.85,115.0,116.96,9360245.0
2020-11-13,120.65,126.85,115.0,116.96,9360245.0
2020-11-14,120.65,126.85,115.0,116.96,9360245.0
2020-11-15,120.65,126.85,115.0,116.96,9360245.0
2020-11-16,120.65,126.85,115.0,116.96,9360245.0
2020-11-17,120.65,126.85,115.0,116.96,9360245.0
2020-11-18,120.65,126.85,115.0,116.96,9360245.0
2020-11-19,120.65,126.85,115.0,116.96,9360245.0
2020-11-20,120.65,126.85,115.0,116.96,9360245.0
2020-11-21,120.65,126.85,115.0,116.96,9360245.0
2020-11-22,120.65,126.85,115.0,116.96,9360245.0
2020-11-23,120.65,126.85,115.0,116.96,9360245.0
2020-11-24,120.65,126.85,115.0,116.96,9360245.0
2020-11-25,120.65,126.85,115.0,116.96,9360245.0
2020-11-26,120.65,126.85,115.0,116.96,9360245.0
2020-11-27,120.65,126.85,115.0,116.96,9360245.0
2020-11-28,120.65,126.85,115.0,116.96,9360245.0
2020-11-29,120.65,126.85,115.0,116.96,9360245.0
2020-11-30,120.65,126.85,115.0,116.96,9360245.0
2020-12-01,120.65,126.85,115.0,116.96,9360245.0
2020-12-02,120.65,126.85,115.0,116.96,9360245.0
2020-12-03,120.65,126.85,115.0,116.96,9360245.0
2020-12-04,120.65,126.85,115.0,116.96,9360245.0
2020-12-05,120.65,126.85,115.0,116.96,9360245.0
2020-12-06,120.65,126.85,115.0,116.96,9360245.0
2020-12-07,120.65,126.85,115.0,116.96,9360245.0
2020-12-08,120.65,126.85,115.0,116.96,9360245.0
2020-12-09,120.65,126.85,115.0,116.96,9360245.0
2020-12-10,120.65,126.85,115.0,116.96,9360245.0
2020-12-11,120.65,126.85,115.0,116.96,9360245.0
2020-12-12,120.65,126.85,115.0,116.96,9360245.0
2020-12-13,120.65,126.85,115.0,116.96,9360245.0
2020-12-14,120.65,126.85,115.0,116.96,9360245.0
2020-12-15,120.65,126.85,115.0,116.96,9360245.0
2020-12-16,120.65,126.85,115.0,116.96,9360245.0
2020-12-17,120.65,126.85,115.0,116.96,9360245.0
2020-12-18,120.65,126.85,115.0,116.96,9360245.0
2020-12-19,120.65,126.85,115.0,116.96,9360245.0
2020-12-20,120.65,126.85,115.0,116.96,9360245.0
2020-12-21,120.65,126.85,115.0,116.96,9360245.0
2020-12-22,120.65,126.85,115.0,116.96,9360245.0
2020-12-23,120.65,126.85,115.0,116.96,9360245.0
2020-12-24,120.65,126.85,115.0,116.96,9360245.0
2020-12-25,120.65,126.85,115.0,116.96,9360245.0
2020-12-26,120.65,126.85,115.0,116.96,9360245.0
2020-12-27,120.65,126.85,115.0,116.96,9360245.0
2020-12-28,120.65,126.85,115.0,116.96,9360245.0
2020-12-29,120.65,126.85,115.0,116.96,9360245.0
2020-12-30,120.65,126.85,115.0,116.96,9360245.0
2020-12-31,120.65,126.85,115.0,116.96,9360245.0
2021-01-01,120.65,126.85,115.0,116.96,9360245.0
2021-01-02,120.65,126.85,115.0,116.96,9360245.0
2021-01-03,120.65,126.85,115.0,116.96,9360245.0
2021-01-04,120.65,126.85,115.0,116.96,9360245.0
2021-01-05,120.65,126.85,115.0,116.96,9360245.0
2021-01-06,120.65,126.85,115.0,116.96,9360245.0
2021-01-07,120.65,126.85,115.0,116.96,9360245.0
2021-01-08,120.65,126.85,115.0,116.96,9360245.0
2021-01-09,120.65,126.85,115.0,116.96,9360245.0
2021-01-10,120.65,126.85,115.0,116.96,9360245.0
2021-01-11,120.65,126.85,115.0,116.96,9360245.0
2021-01-12,120.65,126.85,115.0,116.96,9360245.0
2021-01-13,120.65,126.85,115.0,116.96,9360245.0
2021-01-14,120.65,126.85,115.0,116.96,9360245.0
2021-01-15,120.65,126.85,115.0,116.96,9360245.0
2021-01-16,120.65,126.85,115.0,116.96,9360245.0
2021-01-17,120.65,126.85,115.0,116.96,9360245.0
2021-01-18,120.65,126.85,115.0,116.96,9360245.0
2021-01-19,120.65,126.85,115.0,116.96,9360245.0
2021-01-20,120.65,126.85,115.0,116.96,9360245.0
2021-01-21,120.65,126.85,115.0,116.96,9360245.0
2021-01-22,120.65,126.85,115.0,116.96,9360245.0
2021-01-23,120.65,126.85,115.0,116.96,9360245.0
2021-01-24,120.65,126.85,115.0,116.96,9360245.0
2021-01-25,120.65,126.85,115.0,116.96,9360245.0
2021-01-26,120.65,126.85,115.0,116.96,9360245.0
2021-01-27,120.65,126.85,115.0,116.96,9360245.0
2021-01-28,120.65,126.85,115.0,116.96,9360245.0
2021-01-29,120.65,126.85,115.0,116.96,9360245.0
2021-01-30,120.65,126.85,115.0,116.96,9360245.0
2021-01-31,120.65,126.85,115.0,116.96,9360245.0
2021-02-01,120.65,126.85,115.0,116.96,9360245.0
2021-02-02,120.65,126.85,115.0,116.96,9360245.0
2021-02-03,120.65,126.85,115.0,116.96,9360245.0
2021-02-04,120.65,126.85,115.0,116.96,9360245.0
2021-02-05,120.65,126.85,115.0,116.96,9360245.0
2021-02-06,120.65,126.85,115.0,116.96,9360245.0
2021-02-07,120.65,126.85,115.0,116.96,9360245.0
2021-02-08,120.65,126.85,115.0,116.96,9360245.0
2021-02-09,120.65,126.85,115.0,116.96,9360245.0
2021-02-10,120.65,126.85,115.0,116.96,9360245.0
2021-02-11,120.65,126.85,115.0,116.96,9360245.0
2021-02-12,120.65,126.85,115.0,116.96,9360245.0
2021-02-13,120.65,126.85,115.0,116.96,9360245.0
2021-02-14,120.65,126.85,115.0,116.96,9360245.0
2021-02-15,120.65,126.85,115.0,116.96,9360245.0
2021-02-16,120.65,126.85,115.0,116.96,9360245.0
2021-02-17,120.65,126.85,115.0,116.96,9360245.0
2021-02-18,120.65,126.85,115.0,116.96,9360245.0
2021-02-19,120.65,126.85,115.0,116.96,9360245.0
2021-02-20,120.65,126.85,115.0,116.96,9360245.0
2021-02-21,120.65,126.85,115.0,116.96,9360245.0
2021-02-22,120.65,126.85,115.0,116.96,9360245.0
2021-02-23,120.65,126.85,115.0,116.96,9360245.0
2021-02-24,120.65,126.85,115.0,116.96,9360245.0
2021-02-25,120.65,126.85,115.0,116.96,9360245.0
2021-02-26,120.65,126.85,115.0,116.96,9360245.0
2021-02-27,120.65,126.85,115.0,116.96,9360245.0
2021-02-28,120.65,126.85,115.0,116.96,9360245.0
2021-03-01,120.65,126.85,115.0,116.96,9360245.0
2021-03-02,120.65,126.85,115.0,116.96,9360245.0
2021-03-03,120.65,126.85,115.0,116.96,9360245.0
2021-03-04,120.65,126.85,115.0,116.96,9360245.0
2021-03-05,120.65,126.85,115.0,116.96,9360245.0
2021-03-06,120.65,126.85,115.0,116.96,9360245.0
2021-03-07,120.65,126.85,115.0,116.96,9360245.0
2021-03-08,120.65,126.85,115.0,116.96,9360245.0
2021-03-09,120.65,126.85,115.0,116.96,9360245.0
2021-03-10,120.65,126.85,115.0,116.96,9360245.0
2021-03-11,120.65,126.85,115.0,116.96,9360245.0
2021-03-12,120.65,126.85,115.0,116.96,9360245.0
2021-03-13,120.65,126.85,115.0,116.96,9360245.0
2021-03-14,120.65,126.85,115.0,116.96,9360245.0
2021-03-15,120.65,126.85,115.0,116.96,9360245.0
2021-03-16,120.65,126.85,115.0,116.96,9360245.0
2021-03-17,120.65,126.85,115.0,116.96,9360245.0
2021-03-18,120.65,126.85,115.0,116.96,9360245.0
2021-03-19,120.65,126.85,115.0,116.96,9360245.0
2021-03-20,120.65,126.85,115.0,116.96,9360245.0
2021-03-21,120.65,126.85,115.0,116.96,9360245.0
2021-03-22,120.65,126.85,115.0,116.96,9360245.0
2021-03-23,120.65,126.85,115.0,116.96,9360245.0
2021-03-24,120.65,126.85,115.0,116.96,9360245.0
2021-03-25,120.65,126.85,115.0,116.96,9360245.0
2021-03-26,120.65,126.85,115.0,116.96,9360245.0
2021-03-27,120.65,126.85,115.0,116.96,9360245.0
2021-03-28,120.65,126.85,115.0,116.96,9360245.0
2021-03-29,120.65,126.85,115.0,116.96,9360245.0
2021-03-30,120.65,126.85,115.0,116.96,9360245.0
2021-03-31,120.65,126.85,115.0,116.96,9360245.0
2021-04-01,120.65,126.85,115.0,116.96,9360245.0
2021-04-02,120.65,126.85,115.0,116.96,9360245.0
2021-04-03,120.65,126.85,115.0,116.96,9360245.0
2021-04-04,120.65,126.85,115.0,116.96,9360245.0
2021-04-05,120.65,126.85,115.0,116.96,9360245.0
2021-04-06,120.65,126.85,115.0,116.96,9360245.0
2021-04-07,120.65,126.85,115.0,116.96,9360245.0
2021-04-08,120.65,126.85,115.0,116.96,9360245.0
2021-04-09,120.65,126.85,115.0,116.96,9360245.0
2021-04-10,120.65,126.85,115.0,116.96,9360245.0
2021-04-11,120.65,126.85,115.0,116.96,9360245.0
2021-04-12,120.65,126.85,115.0,116.96,9360245.0
2021-04-13,120.65,126.85,115.0,116.96,9360245.0
2021-04-14,120.65,126.85,115.0,116.96,9360245.0
2021-04-15,120.65,126.85,115.0,116.96,9360245.0
2021-04-16,120.65,126.85,115.0,116.96,9360245.0
2021-04-17,120.65,126.85,115.0,116.96,9360245.0
2021-04-18,120.65,126.85,115.0,116.96,9360245.0
2021-04-19,120.65,126.85,115.0,116.96,9360245.0
2021-04-20,120.65,126.85,115.0,116.96,9360245.0
2021-04-21,120.65,126.85,115.0,116.96,9360245.0
2021-04-22,120.65,126.85,115.0,116.96,9360245.0
2021-04-23,120.65,126.85,115.0,116.96,9360245.0
2021-04-24,120.65,126.85,115.0,116.96,9360245.0
2021-04-25,120.65,126.85,115.0,116.96,9360245.0
2021-04-26,120.65,126.85,115.0,116.96,9360245.0
2021-04-27,120.65,126.85,115.0,116.96,9360245.0
2021-04-28,120.65,126.85,115.0,116.96,9360245.0
2021-04-29,120.65,126.85,115.0,116.96,9360245.0
2021-04-30,120.65,126.85,115.0,116.96,9360245.0
2021-05-01,120.65,126.85,115.0,116.96,9360245.0
2021-05-02,120.65,126.85,115.0,116.96,9360245.0
2021-05-03,120.65,126.85,115.0,116.96,9360245.0
2021-05-04,120.65,126.85,115.0,116.96,9360245.0
2021-05-05,120.65,126.85,115.0,116.96,9360245.0
2021-05-06,120.65,126.85,115.0,116.96,9360245.0
2021-05-07,120.65,126.85,115.0,116.96,9360245.0
2021-05-08,120.65,126.85,115.0,116.96,9360245.0
2021-05-09,120.65,126.85,115.0,116.96,9360245.0
2021-05-10,120.65,126.85,115.0,116.96,9360245.0
2021-05-11,120.65,126.85,115.0,116.96,9360245.0
2021-05-12,120.65,126.85,115.0,116.96,9360245.0
2021-05-13,120.65,126.85,115.0,116.96,9360245.0
2021-05-14,120.65,126.85,115.0,116.96,9360245.0
2021-05-15,120.65,126.85,115.0,116.96,9360245.0
2021-05-16,120.65,126.85,115.0,116.96,9360245.0
2021-05-17,120.65,126.85,115.0,116.96,9360245.0
2021-05-18,120.65,126.85,115.0,116.96,9360245.0
2021-05-19,120.65,126.85,115.0,116.96,9360245.0
2021-05-20,120.65,126.85,115.0,116.96,9360245.0
2021-05-21,120.65,126.85,115.0,116.96,9360245.0
2021-05-22,120.65,126.85,115.0,116.96,9360245.0
2021-05-23,120.65,126.85,115.0,116.96,9360245.0
2021-05-24,120.65,126.85,115.0,116.96,9360245.0
2021-05-25,120.65,126.85,115.0,116.96,9360245.0
2021-05-26,120.65,126.85,115.0,116.96,9360245.0
2021-05-27,120.65,126.85,115.0,116.96,9360245.0
2021-05-28,120.65,126.85,115.0,116.96,9360245.0
2021-05-29,120.65,126.85,115.0,116.96,9360245.0
2021-05-30,120.65,126.85,115.0,116.96,9360245.0
2021-05-31,120.65,126.85,115.0,116.96,9360245.0
2021-06-01,120.65,126.85,115.0,116.96,9360245.0
2021-06-02,120.65,126.85,115.0,116.96,9360245.0
2021-06-03,120.65,126.85,115.0,116.96,9360245.0
2021-06-04,120.65,126.85,115.0,116.96,9360245.0
2021-06-05,120.65,126.85,115.0,116.96,9360245.0
2021-06-06,120.65,126.85,115.0,116.96,9360245.0
2021-06-07,120.65,126.85,115.0,116.96,9360245.0
2021-06-08,120.65,126.85,115.0,116.96,9360245.0
2021-06-09,120.65,126.85,115.0,116.96,9360245.0
2021-06-10,120.65,126.85,115.0,116.96,9360245.0
2021-06-11,120.65,126.85,115.0,116.96,9360245.0
2021-06-12,120.65,126.85,115.0,116.96,9360245.0
2021-06-13,120.65,126.85,115.0,116.96,9360245.0
2021-06-14,120.65,126.85,115.0,116.96,9360245.0
2021-06-15,120.65,126.85,115.0,116.96,9360245.0
2021-06-16,120.65,126.85,115.0,116.96,9360245.0
2021-06-17,120.65,126.85,115.0,116.96,9360245.0
2021-06-18,120.65,126.85,115.0,116.96,9360245.0
2021-06-19,120.65,126.85,115.0,116.96,9360245.0
2021-06-20,120.65,126.85,115.0,116.96,9360245.0
2021-06-21,120.65,126.85,115.0,116.96,9360245.0
2021-06-22,120.65,126.85,115.0,116.96,9360245.0
2021-06-23,120.65,126.85,115.0,116.96,9360245.0
2021-06-24,120.65,126.85,115.0,116.96,9360245.0
2021-06-25,120.65,126.85,115.0,116.96,9360245.0
2021-06-26,120.65,126.85,115.0,116.96,9360245.0
2021-06-27,120.65,126.85,115.0,116.96,9360245.0
2021-06-28,120.65,126.85,115.0,116.96,9360245.0
2021-06-29,120.65,126.85,115.0,116.96,9360245.0
2021-06-30,120.65,126.85,115.0,116.96,9360245.0
2021-07-01,120.65,126.85,115.0,116.96,9360245.0
2021-07-02,120.65,126.85,115.0,116.96,9360245.0
