,TNET US Equity,TNET US Equity,TNET US Equity,TNET US Equity,TNET US Equity
2020-03-14,49.3266,49.3765,44.7253,47.001,905487.0
2020-03-15,49.3266,49.3765,44.7253,47.001,905487.0
2020-03-16,42.0204,46.7615,40.9425,40.9724,836694.0
2020-03-17,41.711,41.9605,37.7086,38.3973,703420.0
2020-03-18,36.0717,36.5408,27.7375,29.5141,879914.0
2020-03-19,29.4243,35.6675,28.6957,34.9239,662282.0
2020-03-20,35.2632,39.4154,35.2632,36.0917,1044102.0
2020-03-21,35.2632,39.4154,35.2632,36.0917,1044102.0
2020-03-22,35.2632,39.4154,35.2632,36.0917,1044102.0
2020-03-23,35.6924,35.902,30.9214,32.2889,993541.0
2020-03-24,33.287,36.2114,33.287,36.1815,930302.0
2020-03-25,36.3312,36.8153,33.9607,34.5845,736620.0
2020-03-26,35.0836,40.2638,34.2851,39.8845,504769.0
2020-03-27,37.8883,40.0841,36.2114,38.527,350055.0
2020-03-28,37.8883,40.0841,36.2114,38.527,350055.0
2020-03-29,37.8883,40.0841,36.2114,38.527,350055.0
2020-03-30,38.6169,39.4154,36.8402,38.8065,317703.0
2020-03-31,38.527,40.0641,36.1416,37.5888,489890.0
2020-04-01,35.5427,36.6805,34.2152,34.7941,643327.0
2020-04-02,34.315,35.5427,33.5066,34.4248,584753.0
2020-04-03,34.1254,36.0717,32.6781,33.6064,447752.0
2020-04-04,34.1254,36.0717,32.6781,33.6064,447752.0
2020-04-05,34.1254,36.0717,32.6781,33.6064,447752.0
2020-04-06,35.2932,38.1777,34.8839,37.9182,789078.0
2020-04-07,39.6549,42.0404,39.0461,39.5052,563778.0
2020-04-08,40.2438,42.1602,39.6849,41.212,564165.0
2020-04-09,42.8489,44.7478,41.5513,43.6773,402424.0
2020-04-10,42.8489,44.7478,41.5513,43.6773,402424.0
2020-04-11,42.8489,44.7478,41.5513,43.6773,402424.0
2020-04-12,42.8489,44.7478,41.5513,43.6773,402424.0
2020-04-13,42.8988,43.7871,41.6411,42.4396,336595.0
2020-04-14,43.328,45.9131,43.1483,44.1963,412898.0
2020-04-15,42.0803,43.7172,42.0803,43.0984,440813.0
2020-04-16,43.328,44.2562,42.3798,43.2581,606080.0
2020-04-17,44.5756,47.1108,44.5756,46.1626,375523.0
2020-04-18,44.5756,47.1108,44.5756,46.1626,375523.0
2020-04-19,44.5756,47.1108,44.5756,46.1626,375523.0
2020-04-20,44.915,46.2524,44.915,45.3142,472057.0
2020-04-21,43.7971,45.0148,43.2299,44.4957,534876.0
2020-04-22,45.5637,46.0827,45.2244,45.7633,363263.0
2020-04-23,45.8033,46.1426,43.4976,43.5575,449469.0
2020-04-24,44.0167,44.4009,42.759,43.0984,334354.0
2020-04-25,44.0167,44.4009,42.759,43.0984,334354.0
2020-04-26,44.0167,44.4009,42.759,43.0984,334354.0
2020-04-27,43.3479,45.2743,43.1233,44.7353,450006.0
2020-04-28,46.2724,47.8095,46.0029,46.7814,477740.0
2020-04-29,49.9055,54.5267,49.2467,53.339,1388914.0
2020-04-30,51.2829,51.5474,48.059,48.8774,630818.0
2020-05-01,48.1289,48.4882,46.8114,47.4501,488621.0
2020-05-02,48.1289,48.4882,46.8114,47.4501,488621.0
2020-05-03,48.1289,48.4882,46.8114,47.4501,488621.0
2020-05-04,46.492,48.1688,45.7934,48.1289,380082.0
2020-05-05,49.0571,50.8138,48.608,50.2848,321217.0
2020-05-06,50.0752,50.4245,47.8793,47.9891,367214.0
2020-05-07,49.3565,50.704,49.1569,50.3347,185263.0
2020-05-08,51.3627,52.0564,50.3546,51.5025,257018.0
2020-05-09,51.3627,52.0564,50.3546,51.5025,257018.0
2020-05-10,51.3627,52.0564,50.3546,51.5025,257018.0
2020-05-11,50.195,50.7539,48.7477,50.0253,289161.0
2020-05-12,50.2548,50.8936,46.9212,46.9511,271192.0
2020-05-13,46.6217,46.8912,44.3959,44.8551,224835.0
2020-05-14,43.7871,44.5357,42.2001,43.6673,372433.0
2020-05-15,43.5974,45.1146,42.5993,44.7153,270479.0
2020-05-16,43.5974,45.1146,42.5993,44.7153,270479.0
2020-05-17,43.5974,45.1146,42.5993,44.7153,270479.0
2020-05-18,46.492,49.1769,46.492,48.2886,332364.0
2020-05-19,47.0609,48.6579,47.0309,47.3903,285914.0
2020-05-20,48.5081,49.3715,47.51,48.7377,231274.0
2020-05-21,48.3984,49.7059,48.3984,48.9773,258532.0
2020-05-22,49.4663,49.4663,48.4982,49.087,200010.0
2020-05-23,49.4663,49.4663,48.4982,49.087,200010.0
2020-05-24,49.4663,49.4663,48.4982,49.087,200010.0
2020-05-25,49.4663,49.4663,48.4982,49.087,200010.0
2020-05-26,50.8138,52.3509,50.3147,51.762,367086.0
2020-05-27,53.0695,56.9322,53.0695,56.7326,557845.0
2020-05-28,57.3714,57.3714,53.4588,53.7283,328712.0
2020-05-29,52.8898,54.2173,52.5904,53.6285,365358.0
2020-05-30,52.8898,54.2173,52.5904,53.6285,365358.0
2020-05-31,52.8898,54.2173,52.5904,53.6285,365358.0
2020-06-01,53.8979,54.7164,53.5785,54.3671,346633.0
2020-06-02,54.7563,55.4949,54.0077,55.3951,262848.0
2020-06-03,56.6028,58.3295,56.3233,57.9103,334871.0
2020-06-04,57.3015,58.1299,56.6028,56.9821,247831.0
2020-06-05,59.2079,60.3707,59.2079,59.9465,478021.0
2020-06-06,59.2079,60.3707,59.2079,59.9465,478021.0
2020-06-07,59.2079,60.3707,59.2079,59.9465,478021.0
2020-06-08,60.5454,60.8847,59.4075,60.196,260670.0
2020-06-09,59.0282,59.1779,57.7407,58.3994,394925.0
2020-06-10,58.0002,58.4244,56.3733,56.7226,483817.0
2020-06-11,53.868,54.6565,50.5742,50.8038,337430.0
2020-06-12,53.1494,53.858,51.3528,53.3789,288753.0
2020-06-13,53.1494,53.858,51.3528,53.3789,288753.0
2020-06-14,53.1494,53.858,51.3528,53.3789,288753.0
2020-06-15,51.3328,54.6864,50.724,54.3671,238204.0
2020-06-16,56.8224,56.9322,53.6384,55.6846,292762.0
2020-06-17,55.954,56.6827,55.445,55.7544,257937.0
2020-06-18,55.1955,56.8623,55.0158,56.7426,360916.0
2020-06-19,56.9322,59.2378,56.7925,58.7587,593370.0
2020-06-20,56.9322,59.2378,56.7925,58.7587,593370.0
2020-06-21,56.9322,59.2378,56.7925,58.7587,593370.0
2020-06-22,58.09,58.5491,57.2716,58.3795,233771.0
2020-06-23,59.3975,59.9964,58.7587,59.4474,234259.0
2020-06-24,58.2796,58.8286,55.6646,56.6328,295860.0
2020-06-25,56.4431,58.3994,56.004,58.2796,263981.0
2020-06-26,58.3894,59.4474,57.3614,58.609,671709.0
2020-06-27,58.3894,59.4474,57.3614,58.609,671709.0
2020-06-28,58.3894,59.4474,57.3614,58.609,671709.0
2020-06-29,59.2877,59.8866,58.3795,59.657,278194.0
2020-06-30,59.0482,61.244,59.0482,60.8248,224434.0
2020-07-01,61.274,61.5734,59.7069,60.745,295287.0
2020-07-02,61.8629,62.322,61.3838,61.5934,221798.0
2020-07-03,61.8629,62.322,61.3838,61.5934,221798.0
2020-07-04,61.8629,62.322,61.3838,61.5934,221798.0
2020-07-05,61.8629,62.322,61.3838,61.5934,221798.0
2020-07-06,62.8809,62.8809,61.4237,61.6333,377663.0
2020-07-07,60.8348,61.0744,58.9384,59.1081,294652.0
2020-07-08,58.6988,59.5572,58.4493,59.5572,264797.0
2020-07-09,59.3875,59.4574,57.7706,58.6789,254380.0
2020-07-10,58.8985,60.0962,58.3894,59.7668,216186.0
2020-07-11,58.8985,60.0962,58.3894,59.7668,216186.0
2020-07-12,58.8985,60.0962,58.3894,59.7668,216186.0
2020-07-13,60.5254,61.9227,59.7069,59.8866,500902.0
2020-07-14,59.8068,61.2041,59.2278,61.1442,274217.0
2020-07-15,62.8809,63.1654,61.5135,63.0007,361238.0
2020-07-16,62.6813,63.35,61.8928,62.322,301957.0
2020-07-17,62.3919,62.8709,61.8229,62.2322,253188.0
2020-07-18,62.3919,62.8709,61.8229,62.2322,253188.0
2020-07-19,62.3919,62.8709,61.8229,62.2322,253188.0
2020-07-20,62.2322,62.2621,61.5734,61.9227,285719.0
2020-07-21,62.9109,63.5696,62.1723,62.9807,330575.0
2020-07-22,62.9807,63.2103,62.2721,63.0506,159546.0
2020-07-23,62.5815,63.6694,62.4418,62.9009,190851.0
2020-07-24,62.9209,62.9209,61.7231,61.763,280435.0
2020-07-25,62.9209,62.9209,61.7231,61.763,280435.0
2020-07-26,62.9209,62.9209,61.7231,61.763,280435.0
2020-07-27,61.6732,63.1903,61.6333,62.8909,391661.0
2020-07-28,68.8696,73.6805,68.0312,70.1671,1596706.0
2020-07-29,70.1671,70.3668,66.4937,67.9014,716498.0
2020-07-30,66.7536,68.0611,65.9851,67.6519,494436.0
2020-07-31,66.9033,67.1528,64.5078,65.8753,411749.0
2020-08-01,66.9033,67.1528,64.5078,65.8753,411749.0
2020-08-02,66.9033,67.1528,64.5078,65.8753,411749.0
2020-08-03,65.9751,66.8135,65.1167,65.1866,367991.0
2020-08-04,64.6276,65.6657,64.2184,65.3363,407790.0
2020-08-05,66.1947,67.7118,66.1947,66.8334,365898.0
2020-08-06,66.8235,67.9413,66.7736,67.7617,244200.0
2020-08-07,67.6619,68.9213,67.6619,68.5402,153079.0
2020-08-08,67.6619,68.9213,67.6619,68.5402,153079.0
2020-08-09,67.6619,68.9213,67.6619,68.5402,153079.0
2020-08-10,68.4404,69.9575,68.4404,68.9694,313676.0
2020-08-11,69.7679,70.2969,68.9295,69.3088,363182.0
2020-08-12,70.3767,70.3767,69.3387,69.6581,154062.0
2020-08-13,68.9993,70.4266,68.8396,70.1572,191872.0
2020-08-14,70.217,70.4865,69.3187,69.6581,157100.0
2020-08-15,70.217,70.4865,69.3187,69.6581,157100.0
2020-08-16,70.217,70.4865,69.3187,69.6581,157100.0
2020-08-17,69.8178,70.3568,69.2589,69.6681,257462.0
2020-08-18,69.4186,69.9875,68.4005,68.7798,312362.0
2020-08-19,68.4105,69.4186,68.0012,68.0911,168256.0
2020-08-20,67.083,68.67,66.5839,67.8515,182929.0
2020-08-21,67.5621,67.9214,67.2027,67.8914,175929.0
2020-08-22,67.5621,67.9214,67.2027,67.8914,175929.0
2020-08-23,67.5621,67.9214,67.2027,67.8914,175929.0
2020-08-24,68.5003,69.4285,68.2508,69.0193,175860.0
2020-08-25,68.9894,69.189,67.4523,67.8815,216366.0
2020-08-26,67.7218,68.4204,67.5271,67.8715,134720.0
2020-08-27,68.2508,69.3387,68.1609,68.6899,219994.0
2020-08-28,69.5782,69.718,68.7099,69.3487,183362.0
2020-08-29,69.5782,69.718,68.7099,69.3487,183362.0
2020-08-30,69.5782,69.718,68.7099,69.3487,183362.0
2020-08-31,68.8197,68.8496,67.6719,67.7118,207750.0
2020-09-01,67.2726,67.9214,66.9432,67.4523,231718.0
2020-09-02,67.5421,68.0012,67.0281,67.7018,313418.0
2020-09-03,67.8016,68.0611,64.6576,64.8073,324010.0
2020-09-04,66.025,66.0649,62.9408,63.1005,349576.0
2020-09-05,66.025,66.0649,62.9408,63.1005,349576.0
2020-09-06,66.025,66.0649,62.9408,63.1005,349576.0
2020-09-07,66.025,66.0649,62.9408,63.1005,349576.0
2020-09-08,62.1423,62.6514,60.8719,61.234,269493.0
2020-09-09,61.7131,62.7212,61.3838,62.4318,234345.0
2020-09-10,62.7113,63.3301,61.4437,61.7032,311577.0
2020-09-11,62.0824,62.2122,60.8947,61.4137,184345.0
2020-09-12,62.0824,62.2122,60.8947,61.4137,184345.0
2020-09-13,62.0824,62.2122,60.8947,61.4137,184345.0
2020-09-14,62.0026,62.5416,61.0145,61.3937,215651.0
2020-09-15,61.793,62.4418,61.4337,61.773,231439.0
2020-09-16,62.302,63.7593,61.9591,62.4018,276965.0
2020-09-17,61.4636,62.1623,61.0843,61.9527,233233.0
2020-09-18,62.5016,62.6437,60.4455,61.0145,601566.0
2020-09-19,62.5016,62.6437,60.4455,61.0145,601566.0
2020-09-20,62.5016,62.6437,60.4455,61.0145,601566.0
2020-09-21,59.4375,59.4874,57.4712,59.2079,226839.0
2020-09-22,59.677,60.0563,58.5491,60.0363,240144.0
2020-09-23,60.206,60.5254,57.4861,57.561,185366.0
2020-09-24,57.4412,59.4874,56.8024,58.3395,186332.0
2020-09-25,57.9004,59.0582,57.9004,58.6689,249197.0
2020-09-26,57.9004,59.0582,57.9004,58.6689,249197.0
2020-09-27,57.9004,59.0582,57.9004,58.6689,249197.0
2020-09-28,59.4574,61.1243,59.1779,60.1661,277824.0
2020-09-29,60.1661,60.2759,58.3295,58.8685,217159.0
2020-09-30,58.9484,60.5054,58.7787,59.2079,226027.0
2020-10-01,59.3776,60.3158,58.7288,59.5373,239402.0
2020-10-02,58.5491,61.0644,58.5491,60.4954,170608.0
2020-10-03,58.5491,61.0644,58.5491,60.4954,170608.0
2020-10-04,58.5491,61.0644,58.5491,60.4954,170608.0
2020-10-05,60.9047,61.9826,60.9047,61.8629,153565.0
2020-10-06,62.5815,63.6295,61.7231,61.8529,162235.0
2020-10-07,62.4817,64.4779,62.1723,63.9389,298281.0
2020-10-08,64.4879,65.6257,64.0088,65.2564,189217.0
2020-10-09,66.005,66.2046,64.9171,65.6357,140709.0
2020-10-10,66.005,66.2046,64.9171,65.6357,140709.0
2020-10-11,66.005,66.2046,64.9171,65.6357,140709.0
2020-10-12,65.8254,67.3924,65.7555,66.9632,169830.0
2020-10-13,66.0649,67.7317,66.0649,67.5521,201424.0
2020-10-14,67.7617,69.0492,67.7617,68.3206,224601.0
2020-10-15,67.3525,69.708,66.9832,69.4884,195716.0
2020-10-16,69.3587,70.9157,69.3587,70.0174,253322.0
2020-10-17,69.3587,70.9157,69.3587,70.0174,253322.0
2020-10-18,69.3587,70.9157,69.3587,70.0174,253322.0
2020-10-19,70.4765,71.3349,69.4385,69.688,278015.0
2020-10-20,70.4067,71.0555,69.8677,70.2969,277794.0
2020-10-21,70.1971,71.1153,69.199,69.7579,277411.0
2020-10-22,70.2969,71.4347,70.0274,71.1253,215174.0
2020-10-23,71.6843,72.4827,70.5863,72.1134,316500.0
2020-10-24,71.6843,72.4827,70.5863,72.1134,316500.0
2020-10-25,71.6843,72.4827,70.5863,72.1134,316500.0
2020-10-26,70.8259,71.4447,68.9694,70.3668,503388.0
2020-10-27,66.6737,71.4248,64.4779,69.8677,697432.0
2020-10-28,68.2408,71.5545,68.0212,70.3668,411009.0
2020-10-29,70.2669,72.0336,69.6581,70.4965,440424.0
2020-10-30,69.9775,70.3568,68.0212,68.7897,318034.0
2020-10-31,69.9775,70.3568,68.0212,68.7897,318034.0
2020-11-01,69.9775,70.3568,68.0212,68.7897,318034.0
2020-11-02,69.7479,70.7261,69.1491,69.8278,307552.0
2020-11-03,71.2551,71.285,69.8877,70.9357,498595.0
2020-11-04,70.0673,72.348,69.5383,71.7741,426476.0
2020-11-05,72.4927,75.4671,72.4927,75.0179,372000.0
2020-11-06,75.2575,75.2575,73.8052,74.2694,172129.0
2020-11-07,75.2575,75.2575,73.8052,74.2694,172129.0
2020-11-08,75.2575,75.2575,73.8052,74.2694,172129.0
2020-11-09,77.104,80.0085,76.1957,76.2756,427443.0
2020-11-10,76.595,77.0641,74.7485,75.0179,306010.0
2020-11-11,75.3972,75.3972,73.391,74.7784,223643.0
2020-11-12,74.3592,74.6986,73.0217,73.94,190142.0
2020-11-13,74.6087,75.2974,74.0548,74.9181,195864.0
2020-11-14,74.6087,75.2974,74.0548,74.9181,195864.0
2020-11-15,74.6087,75.2974,74.0548,74.9181,195864.0
2020-11-16,75.9961,76.1258,74.2145,75.7565,274968.0
2020-11-17,74.8383,75.1577,72.9718,74.5089,257834.0
2020-11-18,73.8601,75.0778,73.6106,73.6505,205961.0
2020-11-19,73.0417,75.2475,73.0417,74.8782,252579.0
2020-11-20,74.6486,75.527,73.96,74.7385,267913.0
2020-11-21,74.6486,75.527,73.96,74.7385,267913.0
2020-11-22,74.6486,75.527,73.96,74.7385,267913.0
2020-11-23,75.4671,75.8526,74.2294,75.0579,324151.0
2020-11-24,75.9562,76.8145,75.4571,76.6349,181391.0
2020-11-25,76.595,77.3934,76.2855,76.6948,256907.0
2020-11-26,76.595,77.3934,76.2855,76.6948,256907.0
2020-11-27,76.555,77.5132,76.1059,76.3654,93484.0
2020-11-28,76.555,77.5132,76.1059,76.3654,93484.0
2020-11-29,76.555,77.5132,76.1059,76.3654,93484.0
2020-11-30,76.1957,76.1957,74.439,74.8583,276922.0
2020-12-01,76.2955,78.0023,75.0878,77.8226,371401.0
2020-12-02,77.5232,77.6929,75.9362,76.2756,252138.0
2020-12-03,76.2556,77.1739,76.1857,76.3255,159309.0
2020-12-04,76.7746,78.2917,76.7746,77.2338,153374.0
2020-12-05,76.7746,78.2917,76.7746,77.2338,153374.0
2020-12-06,76.7746,78.2917,76.7746,77.2338,153374.0
2020-12-07,76.7247,77.3665,76.2955,77.0241,167328.0
2020-12-08,76.3454,77.6729,75.8364,77.633,199007.0
2020-12-09,77.8526,78.3417,75.7066,77.0441,276542.0
2020-12-10,76.7347,76.9443,75.9063,76.6848,184476.0
2020-12-11,76.5251,78.2917,76.3155,77.7628,207616.0
2020-12-12,76.5251,78.2917,76.3155,77.7628,207616.0
2020-12-13,76.5251,78.2917,76.3155,77.7628,207616.0
2020-12-14,78.3716,78.9405,77.7128,78.0322,189336.0
2020-12-15,78.8507,80.8469,78.701,79.8987,249175.0
2020-12-16,80.0484,80.4077,78.9904,80.278,222149.0
2020-12-17,81.0166,82.5936,80.4977,82.394,315962.0
2020-12-18,82.4838,83.6616,81.9947,82.6834,507839.0
2020-12-19,82.4838,83.6616,81.9947,82.6834,507839.0
2020-12-20,82.4838,83.6616,81.9947,82.6834,507839.0
2020-12-21,81.2561,82.5936,79.4895,81.835,248475.0
2020-12-22,81.9848,82.6685,81.1763,82.1744,170434.0
2020-12-23,82.7832,83.432,82.4938,82.5637,153299.0
2020-12-24,83.1126,83.1126,81.4757,81.9848,89976.0
2020-12-25,83.1126,83.1126,81.4757,81.9848,89976.0
2020-12-26,83.1126,83.1126,81.4757,81.9848,89976.0
2020-12-27,83.1126,83.1126,81.4757,81.9848,89976.0
2020-12-28,83.2124,83.4021,81.845,82.404,154173.0
2020-12-29,82.4439,82.4439,80.1682,80.6972,132550.0
2020-12-30,80.797,82.0646,80.6673,80.7271,115018.0
2020-12-31,80.6473,80.817,79.4396,80.4477,218327.0
2021-01-01,80.6473,80.817,79.4396,80.4477,218327.0
2021-01-02,80.6473,80.817,79.4396,80.4477,218327.0
2021-01-03,80.6473,80.817,79.4396,80.4477,218327.0
2021-01-04,81.316,81.8001,78.4614,79.0902,298679.0
2021-01-05,78.6012,79.3647,77.9594,78.681,279266.0
2021-01-06,79.2799,82.1944,78.9904,81.8151,281757.0
2021-01-07,82.3441,83.8812,82.3441,83.7414,128274.0
2021-01-08,84.0209,84.9192,81.7752,82.384,143468.0
2021-01-09,84.0209,84.9192,81.7752,82.384,143468.0
2021-01-10,84.0209,84.9192,81.7752,82.384,143468.0
2021-01-11,81.5456,83.1126,81.5456,82.9529,125650.0
2021-01-12,82.5836,84.4002,82.4938,84.2006,296447.0
2021-01-13,84.1806,84.5948,82.6636,82.7932,267460.0
2021-01-14,83.1925,84.1057,82.5038,83.0927,189928.0
2021-01-15,82.0746,82.0746,79.8089,80.2181,169403.0
2021-01-16,82.0746,82.0746,79.8089,80.2181,169403.0
2021-01-17,82.0746,82.0746,79.8089,80.2181,169403.0
2021-01-18,82.0746,82.0746,79.8089,80.2181,169403.0
2021-01-19,80.3578,81.5057,79.8089,81.2062,365150.0
2021-01-20,81.6454,83.1026,81.6454,82.9629,181966.0
2021-01-21,83.462,83.462,80.6573,80.7471,149972.0
2021-01-22,79.9985,80.6772,79.5797,80.5175,160803.0
2021-01-23,79.9985,80.6772,79.5797,80.5175,160803.0
2021-01-24,79.9985,80.6772,79.5797,80.5175,160803.0
2021-01-25,79.9187,81.1563,78.3716,79.739,442743.0
2021-01-26,79.8488,81.306,79.6292,80.4477,314913.0
2021-01-27,78.4914,79.2,74.1196,74.7684,437259.0
2021-01-28,75.8663,77.8526,74.8982,77.0042,321349.0
2021-01-29,76.4752,77.2338,73.96,73.9699,341700.0
2021-01-30,76.4752,77.2338,73.96,73.9699,341700.0
2021-01-31,76.4752,77.2338,73.96,73.9699,341700.0
2021-02-01,74.7385,76.585,74.7385,76.2157,236904.0
2021-02-02,77.4533,77.8526,76.555,77.643,237924.0
2021-02-03,77.3735,77.4983,76.2556,76.9942,272193.0
2021-02-04,76.9044,79.3098,76.6948,78.7209,226218.0
2021-02-05,79.5094,80.0285,76.6948,77.8127,234842.0
2021-02-06,79.5094,80.0285,76.6948,77.8127,234842.0
2021-02-07,79.5094,80.0285,76.6948,77.8127,234842.0
2021-02-08,78.3516,79.7189,77.5118,79.4995,293908.0
2021-02-09,79.4795,80.9966,79.1401,80.7271,192234.0
2021-02-10,81.346,82.4364,80.5109,82.2542,323603.0
2021-02-11,82.8032,84.9791,82.8032,83.9411,385982.0
2021-02-12,83.981,85.1987,82.8531,84.2904,435797.0
2021-02-13,83.981,85.1987,82.8531,84.2904,435797.0
2021-02-14,83.981,85.1987,82.8531,84.2904,435797.0
2021-02-15,83.981,85.1987,82.8531,84.2904,435797.0
2021-02-16,84.2205,84.6547,79.1002,79.1002,509593.0
2021-02-17,75.8963,79.749,75.1078,78.3716,386386.0
2021-02-18,77.0741,80.1732,77.0741,79.1601,373215.0
2021-02-19,78.9904,80.2381,78.9904,79.8588,435054.0
2021-02-20,78.9904,80.2381,78.9904,79.8588,435054.0
2021-02-21,78.9904,80.2381,78.9904,79.8588,435054.0
2021-02-22,78.8507,82.2542,78.8507,81.835,242900.0
2021-02-23,80.9866,84.4102,79.8787,83.6716,309513.0
2021-02-24,83.5917,85.8275,83.1326,85.4781,195505.0
2021-02-25,85.4382,86.1469,82.3341,82.4239,219334.0
2021-02-26,82.6535,83.1426,80.0384,80.1183,373717.0
2021-02-27,82.6535,83.1426,80.0384,80.1183,373717.0
2021-02-28,82.6535,83.1426,80.0384,80.1183,373717.0
2021-03-01,81.5855,83.8812,81.2691,83.5718,211173.0
2021-03-02,83.3322,83.7265,81.6454,81.6454,314752.0
2021-03-03,81.5256,83.2524,80.0883,80.1782,267065.0
2021-03-04,80.1682,80.3778,75.3623,76.1059,308074.0
2021-03-05,77.4234,79.5793,75.0679,79.4995,287732.0
2021-03-06,77.4234,79.5793,75.0679,79.4995,287732.0
2021-03-07,77.4234,79.5793,75.0679,79.4995,287732.0
2021-03-08,79.769,81.4657,78.9705,80.6772,249825.0
2021-03-09,81.9348,83.981,81.0765,83.5019,212043.0
2021-03-10,83.8812,84.7695,82.4838,83.3721,260322.0
2021-03-11,84.1007,84.7595,82.918,84.6996,186139.0
2021-03-12,84.48,87.4344,84.48,86.9653,258971.0
2021-03-13,84.48,87.4344,84.48,86.9653,258971.0
2021-03-14,84.48,87.4344,84.48,86.9653,258971.0
2021-03-15,86.8356,86.8356,83.0976,83.5218,190515.0
2021-03-16,83.5618,83.8512,82.7932,83.6117,147207.0
2021-03-17,83.442,83.5718,82.0247,82.6934,205012.0
2021-03-18,82.2143,83.1725,80.5874,80.7471,208365.0
2021-03-19,81.0166,82.5038,79.1601,80.5674,503748.0
2021-03-20,81.0166,82.5038,79.1601,80.5674,503748.0
2021-03-21,81.0166,82.5038,79.1601,80.5674,503748.0
2021-03-22,80.6074,80.6074,78.5413,79.5294,155376.0
2021-03-23,78.5213,79.8089,77.7428,78.3217,210506.0
2021-03-24,78.7708,80.3978,77.4134,77.4933,250573.0
2021-03-25,76.7746,77.8825,75.6191,77.5631,173601.0
2021-03-26,78.2718,78.7309,77.4533,78.5313,303210.0
2021-03-27,78.2718,78.7309,77.4533,78.5313,303210.0
2021-03-28,78.2718,78.7309,77.4533,78.5313,303210.0
2021-03-29,78.172,79.8787,77.1838,77.1838,188144.0
2021-03-30,77.114,78.0023,76.4552,77.3435,155453.0
2021-03-31,77.6829,78.3417,77.2837,77.8127,238197.0
2021-04-01,78.4814,79.6791,78.4814,79.2499,211640.0
2021-04-02,78.4814,79.6791,78.4814,79.2499,211640.0
2021-04-03,78.4814,79.6791,78.4814,79.2499,211640.0
2021-04-04,78.4814,79.6791,78.4814,79.2499,211640.0
2021-04-05,80.2081,81.1663,79.4396,79.7989,143720.0
2021-04-06,79.3398,80.5375,79.3398,79.5993,193816.0
2021-04-07,79.23,79.5394,77.8226,78.172,129839.0
2021-04-08,78.711,79.9286,78.6311,79.5094,193721.0
2021-04-09,79.6691,81.1364,79.2998,81.0066,211006.0
2021-04-10,79.6691,81.1364,79.2998,81.0066,211006.0
2021-04-11,79.6691,81.1364,79.2998,81.0066,211006.0
2021-04-12,81.0066,81.875,81.0066,81.845,147706.0
2021-04-13,81.835,81.9049,80.7172,81.336,149791.0
2021-04-14,81.7053,83.3422,81.7053,82.5736,124218.0
2021-04-15,83.4121,83.6716,82.1145,83.6017,103770.0
2021-04-16,84.0209,84.52,83.6416,84.1906,157215.0
2021-04-17,84.0209,84.52,83.6416,84.1906,157215.0
2021-04-18,84.0209,84.52,83.6416,84.1906,157215.0
2021-04-19,83.951,84.2704,82.5437,83.2124,181089.0
2021-04-20,83.0228,83.7514,82.0247,82.4439,210867.0
2021-04-21,82.5138,83.946,82.374,83.5318,251423.0
2021-04-22,83.981,84.8992,83.4819,83.6017,217689.0
2021-04-23,83.7414,85.8275,83.7414,85.568,142842.0
2021-04-24,83.7414,85.8275,83.7414,85.568,142842.0
2021-04-25,83.7414,85.8275,83.7414,85.568,142842.0
2021-04-26,85.7676,86.2167,84.1407,84.1407,266233.0
2021-04-27,82.5237,84.2105,76.0981,77.6031,659686.0
2021-04-28,77.1439,79.3198,77.1439,78.8307,519691.0
2021-04-29,78.7309,80.0434,78.3417,79.6093,439779.0
2021-04-30,78.7409,79.3597,77.4583,78.5612,371508.0
2021-05-01,78.7409,79.3597,77.4583,78.5612,371508.0
2021-05-02,78.7409,79.3597,77.4583,78.5612,371508.0
2021-05-03,79.6093,80.3479,79.1601,79.3497,280844.0
2021-05-04,78.8307,79.5494,78.0322,78.8507,204178.0
2021-05-05,79.0503,79.3597,77.5132,78.8906,162435.0
2021-05-06,79.0503,79.6292,78.1221,79.5993,193396.0
2021-05-07,80.1482,81.7452,79.6342,81.5755,175694.0
2021-05-08,80.1482,81.7452,79.6342,81.5755,175694.0
2021-05-09,80.1482,81.7452,79.6342,81.5755,175694.0
2021-05-10,81.5456,81.7552,79.2599,79.2998,150085.0
2021-05-11,77.7228,78.5513,76.9243,77.3435,130377.0
2021-05-12,76.7946,77.3036,75.7366,75.9462,168449.0
2021-05-13,76.2656,79.6392,76.2656,78.8906,250752.0
2021-05-14,79.4496,80.1582,78.9206,80.0883,106510.0
2021-05-15,79.4496,80.1582,78.9206,80.0883,106510.0
2021-05-16,79.4496,80.1582,78.9206,80.0883,106510.0
2021-05-17,79.2699,79.7789,78.3916,79.6093,114796.0
2021-05-18,79.0603,79.1651,77.9823,78.0622,141277.0
2021-05-19,75.9861,77.3236,75.4832,77.2537,153573.0
2021-05-20,76.4752,78.5862,75.8763,77.653,230478.0
2021-05-21,78.5712,78.5712,76.6998,77.1639,201033.0
2021-05-22,78.5712,78.5712,76.6998,77.1639,201033.0
2021-05-23,78.5712,78.5712,76.6998,77.1639,201033.0
2021-05-24,77.5232,78.691,76.9144,78.4415,256386.0
2021-05-25,78.6311,79.2998,77.5531,77.633,187795.0
2021-05-26,77.7628,77.9724,76.6649,77.3735,291316.0
2021-05-27,77.5831,77.9923,76.5051,76.5151,311461.0
2021-05-28,77.0241,77.1539,75.1178,75.1976,256612.0
