,AEP US Equity,AEP US Equity,AEP US Equity,AEP US Equity,AEP US Equity
2020-02-11,88.1727,88.5336,87.9653,88.3629,1497982.0
2020-02-12,87.9825,88.4753,87.6108,87.9912,1503509.0
2020-02-13,88.3456,89.1928,87.8788,88.9075,2555129.0
2020-02-14,89.1668,89.7979,88.968,89.6941,1377056.0
2020-02-15,89.1668,89.7979,88.968,89.6941,1377056.0
2020-02-16,89.1668,89.7979,88.968,89.6941,1377056.0
2020-02-17,89.1668,89.7979,88.968,89.6941,1377056.0
2020-02-18,89.9708,90.4468,89.759,90.1869,2121920.0
2020-02-19,90.0313,90.2387,89.4175,89.4694,1910110.0
2020-02-20,88.9939,89.893,88.2073,88.5012,3344545.0
2020-02-21,88.2159,89.1582,87.8356,87.922,3361334.0
2020-02-22,88.2159,89.1582,87.8356,87.922,3361334.0
2020-02-23,88.2159,89.1582,87.8356,87.922,3361334.0
2020-02-24,87.8529,88.4321,86.4698,86.4784,3279645.0
2020-02-25,86.6427,86.9833,84.6588,84.8619,3356560.0
2020-02-26,85.0607,85.5967,84.1877,84.2222,3258474.0
2020-02-27,84.1185,84.2914,79.3468,79.4073,5865608.0
2020-02-28,77.8254,77.8254,74.7048,77.1598,6764169.0
2020-02-29,77.8254,77.8254,74.7048,77.1598,6764169.0
2020-03-01,77.8254,77.8254,74.7048,77.1598,6764169.0
2020-03-02,77.4105,82.3864,77.2246,82.1995,4936258.0
2020-03-03,82.1217,84.5442,81.3004,82.5107,6823018.0
2020-03-04,83.3059,87.0057,83.3059,86.2882,4027236.0
2020-03-05,85.0348,86.5994,84.4729,85.3979,5285655.0
2020-03-06,82.8997,84.4729,81.1276,84.4556,5815534.0
2020-03-07,82.8997,84.4729,81.1276,84.4556,5815534.0
2020-03-08,82.8997,84.4729,81.1276,84.4556,5815534.0
2020-03-09,80.2285,85.9165,79.9778,82.0871,6660614.0
2020-03-10,84.9916,85.0002,78.8627,81.8796,5729024.0
2020-03-11,80.315,80.3582,76.1052,77.5574,4213666.0
2020-03-12,71.7484,74.3158,63.5622,71.3508,7534018.0
2020-03-13,74.7134,75.3358,70.6333,74.748,5127501.0
2020-03-14,74.7134,75.3358,70.6333,74.748,5127501.0
2020-03-15,74.7134,75.3358,70.6333,74.748,5127501.0
2020-03-16,67.9189,74.4973,67.2187,70.59,5564629.0
2020-03-17,72.3016,82.7873,72.172,78.8368,6641778.0
2020-03-18,73.4946,80.2674,70.0282,76.3126,5517910.0
2020-03-19,76.0706,76.1225,68.7834,69.8553,4741652.0
2020-03-20,69.9763,70.106,60.7354,61.7641,5611003.0
2020-03-21,69.9763,70.106,60.7354,61.7641,5611003.0
2020-03-22,69.9763,70.106,60.7354,61.7641,5611003.0
2020-03-23,61.3924,62.1013,56.3052,60.5107,5499756.0
2020-03-24,61.9457,63.7783,58.8596,62.2828,4937521.0
2020-03-25,61.7036,65.9653,59.9488,63.3547,5448598.0
2020-03-26,63.5189,71.6447,63.3201,70.7111,3903506.0
2020-03-27,68.9735,74.8517,68.4037,72.0942,3255255.0
2020-03-28,68.9735,74.8517,68.4037,72.0942,3255255.0
2020-03-29,68.9735,74.8517,68.4037,72.0942,3255255.0
2020-03-30,73.3649,74.7307,69.0081,72.3621,5390573.0
2020-03-31,71.4718,72.172,68.4981,69.1378,6250250.0
2020-04-01,66.9508,68.2128,63.8085,64.4612,3570112.0
2020-04-02,63.6486,67.0631,62.5767,66.3802,4959867.0
2020-04-03,65.5504,66.3197,61.548,62.6718,3964095.0
2020-04-04,65.5504,66.3197,61.548,62.6718,3964095.0
2020-04-05,65.5504,66.3197,61.548,62.6718,3964095.0
2020-04-06,64.7205,68.9649,64.4785,67.9362,3610275.0
2020-04-07,69.7429,70.1578,67.3743,68.0745,4037569.0
2020-04-08,68.5154,72.5005,68.2906,72.0077,2912851.0
2020-04-09,72.6042,76.3213,72.6042,74.6097,4003717.0
2020-04-10,72.6042,76.3213,72.6042,74.6097,4003717.0
2020-04-11,72.6042,76.3213,72.6042,74.6097,4003717.0
2020-04-12,72.6042,76.3213,72.6042,74.6097,4003717.0
2020-04-13,74.0305,74.8604,71.368,72.1806,2076667.0
2020-04-14,73.9354,74.6702,73.1747,74.5578,2187772.0
2020-04-15,73.5464,73.9095,71.9991,72.2757,2558973.0
2020-04-16,72.8722,73.2179,71.5582,72.6561,1802895.0
2020-04-17,73.8663,75.1802,73.1142,74.6702,2323513.0
2020-04-18,73.8663,75.1802,73.1142,74.6702,2323513.0
2020-04-19,73.8663,75.1802,73.1142,74.6702,2323513.0
2020-04-20,75.4828,75.4828,71.6014,71.6706,2331365.0
2020-04-21,70.6851,71.6101,69.9417,71.2902,3013863.0
2020-04-22,72.2238,74.0564,71.8089,73.4773,2512409.0
2020-04-23,73.3217,73.6415,71.6274,71.7657,2426428.0
2020-04-24,71.5496,72.2818,71.3971,71.9472,2828707.0
2020-04-25,71.5496,72.2818,71.3971,71.9472,2828707.0
2020-04-26,71.5496,72.2818,71.3971,71.9472,2828707.0
2020-04-27,72.4227,72.9475,72.1547,72.2843,1956191.0
2020-04-28,73.2352,74.8301,72.7857,73.1574,2129704.0
2020-04-29,74.1256,74.1688,71.636,71.8608,3387558.0
2020-04-30,71.8348,72.2498,70.7716,71.8435,3253592.0
2020-05-01,71.2211,71.4502,70.0627,70.3566,2742181.0
2020-05-02,71.2211,71.4502,70.0627,70.3566,2742181.0
2020-05-03,71.2211,71.4502,70.0627,70.3566,2742181.0
2020-05-04,70.1838,71.9775,69.5527,71.7916,2419303.0
2020-05-05,71.4372,73.1661,70.8926,72.0164,2982909.0
2020-05-06,72.8376,72.8938,67.8152,68.135,5099996.0
2020-05-07,68.7456,70.351,68.2659,68.5537,3833455.0
2020-05-08,69.0421,70.1411,68.9026,69.6526,2409219.0
2020-05-09,69.0421,70.1411,68.9026,69.6526,2409219.0
2020-05-10,69.0421,70.1411,68.9026,69.6526,2409219.0
2020-05-11,69.2078,69.7224,68.0391,69.0508,2496943.0
2020-05-12,69.3387,69.5288,67.603,67.9519,3699136.0
2020-05-13,67.5856,67.8996,66.9053,67.7949,3673661.0
2020-05-14,67.4111,68.6409,66.4897,68.1176,3766874.0
2020-05-15,67.5943,68.4316,66.8617,68.4054,8018103.0
2020-05-16,67.5943,68.4316,66.8617,68.4054,8018103.0
2020-05-17,67.5943,68.4316,66.8617,68.4054,8018103.0
2020-05-18,69.1468,70.3882,69.0683,69.6701,3470451.0
2020-05-19,69.1555,69.2253,67.2716,67.2803,2781092.0
2020-05-20,68.1002,68.5197,67.3152,67.8123,2160328.0
2020-05-21,67.6728,67.8734,67.0623,67.4809,2108573.0
2020-05-22,67.4983,68.763,67.4635,68.7107,2186396.0
2020-05-23,67.4983,68.763,67.4635,68.7107,2186396.0
2020-05-24,67.4983,68.763,67.4635,68.7107,2186396.0
2020-05-25,67.4983,68.763,67.4635,68.7107,2186396.0
2020-05-26,69.3387,70.4551,69.1729,69.705,2952494.0
2020-05-27,70.6818,71.0743,70.012,71.0307,3547610.0
2020-05-28,72.0599,74.6764,72.0599,74.2229,3752108.0
2020-05-29,74.1269,74.877,73.5339,74.3537,3445384.0
2020-05-30,74.1269,74.877,73.5339,74.3537,3445384.0
2020-05-31,74.1269,74.877,73.5339,74.3537,3445384.0
2020-06-01,74.2054,75.4122,74.0136,75.13,1711481.0
2020-06-02,75.7143,75.7405,74.3624,74.9904,1672260.0
2020-06-03,75.2782,76.7173,75.1125,75.8713,1868138.0
2020-06-04,75.348,75.4788,72.7227,73.6124,2252927.0
2020-06-05,74.1269,75.9673,73.8915,74.5805,2670668.0
2020-06-06,74.1269,75.9673,73.8915,74.5805,2670668.0
2020-06-07,74.1269,75.9673,73.8915,74.5805,2670668.0
2020-06-08,74.5107,76.8525,74.1531,76.6737,2179617.0
2020-06-09,76.1504,76.1853,73.9787,74.9294,2041674.0
2020-06-10,74.8596,75.7937,74.393,74.4584,2059876.0
2020-06-11,73.3333,73.5688,70.6469,71.3098,3910106.0
2020-06-12,72.3913,72.4175,70.3155,71.3447,2389442.0
2020-06-13,72.3913,72.4175,70.3155,71.3447,2389442.0
2020-06-14,72.3913,72.4175,70.3155,71.3447,2389442.0
2020-06-15,69.9143,71.6674,69.5131,71.3098,3116209.0
2020-06-16,72.8448,73.2766,70.8126,71.1702,3505710.0
2020-06-17,71.7372,72.1733,70.5684,71.7372,1888310.0
2020-06-18,71.397,71.8593,70.6295,71.3185,1896880.0
2020-06-19,72.0599,72.0599,69.4782,69.5218,5687998.0
2020-06-20,72.0599,72.0599,69.4782,69.5218,5687998.0
2020-06-21,72.0599,72.0599,69.4782,69.5218,5687998.0
2020-06-22,69.4259,70.7865,69.1817,70.3155,2741759.0
2020-06-23,71.083,71.493,69.8264,70.6033,3444931.0
2020-06-24,69.9754,70.612,69.5698,70.394,3337551.0
2020-06-25,70.1323,70.3024,68.6889,69.1642,3559427.0
2020-06-26,69.1729,69.9754,67.289,68.0304,4365216.0
2020-06-27,69.1729,69.9754,67.289,68.0304,4365216.0
2020-06-28,69.1729,69.9754,67.289,68.0304,4365216.0
2020-06-29,68.6584,69.3997,68.1961,69.3997,2377142.0
2020-06-30,69.5131,70.4551,68.9462,69.4608,2587029.0
2020-07-01,69.5654,71.9639,69.5218,71.5191,2378076.0
2020-07-02,72.1035,72.6442,71.7808,71.9727,1645337.0
2020-07-03,72.1035,72.6442,71.7808,71.9727,1645337.0
2020-07-04,72.1035,72.6442,71.7808,71.9727,1645337.0
2020-07-05,72.1035,72.6442,71.7808,71.9727,1645337.0
2020-07-06,72.4872,73.0193,70.7474,71.6238,2250123.0
2020-07-07,70.9086,72.0119,70.3329,71.8593,2945152.0
2020-07-08,71.6761,72.3041,71.2697,71.8854,1809379.0
2020-07-09,71.4493,71.8942,70.1934,71.5366,2034460.0
2020-07-10,71.5627,73.6472,71.5627,73.3943,3023197.0
2020-07-11,71.5627,73.6472,71.5627,73.3943,3023197.0
2020-07-12,71.5627,73.6472,71.5627,73.3943,3023197.0
2020-07-13,73.1763,74.2054,72.8536,73.9263,3378320.0
2020-07-14,73.7868,75.0602,73.6472,74.4409,3150068.0
2020-07-15,75.034,75.9149,73.6298,73.8566,2914258.0
2020-07-16,73.9525,74.6154,73.7432,74.2142,2510260.0
2020-07-17,74.8247,76.5342,74.3014,76.3249,2819876.0
2020-07-18,74.8247,76.5342,74.3014,76.3249,2819876.0
2020-07-19,74.8247,76.5342,74.3014,76.3249,2819876.0
2020-07-20,76.351,77.0845,75.5399,75.6358,2159147.0
2020-07-21,76.1243,77.2058,75.6358,76.3685,1908708.0
2020-07-22,75.9149,77.9558,75.3393,77.8686,3059261.0
2020-07-23,77.7465,78.0169,76.7958,77.3715,2707389.0
2020-07-24,77.6855,78.4355,76.447,76.7958,2085924.0
2020-07-25,77.6855,78.4355,76.447,76.7958,2085924.0
2020-07-26,77.6855,78.4355,76.447,76.7958,2085924.0
2020-07-27,76.0806,76.2464,69.1032,72.6181,22455980.0
2020-07-28,72.7227,74.3537,72.7227,73.9089,5519379.0
2020-07-29,74.1357,74.3624,73.1239,73.9612,2950504.0
2020-07-30,73.6821,75.0689,73.1937,75.0689,2684453.0
2020-07-31,74.7811,75.8539,74.2767,75.7754,2797254.0
2020-08-01,74.7811,75.8539,74.2767,75.7754,2797254.0
2020-08-02,74.7811,75.8539,74.2767,75.7754,2797254.0
2020-08-03,75.5486,75.5486,74.0921,74.8073,2088541.0
2020-08-04,74.5979,75.6969,74.2927,74.6066,2162694.0
2020-08-05,74.8683,75.1125,73.6996,73.9874,2336028.0
2020-08-06,73.2722,74.659,72.1907,74.4584,2313279.0
2020-08-07,74.0891,76.6393,74.0891,76.1556,2230752.0
2020-08-08,74.0891,76.6393,74.0891,76.1556,2230752.0
2020-08-09,74.0891,76.6393,74.0891,76.1556,2230752.0
2020-08-10,76.4546,76.4546,75.1883,75.5752,2774168.0
2020-08-11,74.9245,74.986,72.8755,73.2448,6386981.0
2020-08-12,73.6494,74.8453,73.6318,74.0011,5597439.0
2020-08-13,73.4911,73.878,73.0866,73.5702,2059609.0
2020-08-14,73.3768,73.667,72.8007,72.9458,2874921.0
2020-08-15,73.3768,73.667,72.8007,72.9458,2874921.0
2020-08-16,73.3768,73.667,72.8007,72.9458,2874921.0
2020-08-17,73.2273,73.2668,71.4157,71.4333,2988834.0
2020-08-18,71.5476,71.8158,70.4044,71.7147,3340924.0
2020-08-19,71.7499,71.7806,70.9408,71.1607,2021228.0
2020-08-20,70.9584,71.2618,69.6217,69.8328,2412273.0
2020-08-21,69.6481,70.079,68.584,69.5426,3090628.0
2020-08-22,69.6481,70.079,68.584,69.5426,3090628.0
2020-08-23,69.6481,70.079,68.584,69.5426,3090628.0
2020-08-24,69.6921,71.2046,69.2348,71.0376,2519913.0
2020-08-25,71.0991,71.1123,69.8152,70.1494,1684984.0
2020-08-26,69.525,69.8592,68.7423,69.1293,2531984.0
2020-08-27,69.2964,69.7888,68.7687,68.9182,2159844.0
2020-08-28,68.927,68.9798,67.9949,68.9006,2894275.0
2020-08-29,68.927,68.9798,67.9949,68.9006,2894275.0
2020-08-30,68.927,68.9798,67.9949,68.9006,2894275.0
2020-08-31,69.2524,70.5627,68.3994,69.3227,4966698.0
2020-09-01,69.1117,69.1557,67.9729,68.4345,3172135.0
2020-09-02,68.4258,70.8001,68.3378,70.6242,3201264.0
2020-09-03,70.932,71.4773,69.2363,69.9647,2230047.0
2020-09-04,69.9559,70.2549,68.5137,69.5162,1710178.0
2020-09-05,69.9559,70.2549,68.5137,69.5162,1710178.0
2020-09-06,69.9559,70.2549,68.5137,69.5162,1710178.0
2020-09-07,69.9559,70.2549,68.5137,69.5162,1710178.0
2020-09-08,69.5426,69.8064,68.3026,69.4546,1821792.0
2020-09-09,69.9119,71.3453,69.6393,70.2725,2124469.0
2020-09-10,69.824,69.9911,68.716,69.0501,2424081.0
2020-09-11,69.015,69.6393,68.6984,69.6041,1824198.0
2020-09-12,69.015,69.6393,68.6984,69.6041,1824198.0
2020-09-13,69.015,69.6393,68.6984,69.6041,1824198.0
2020-09-14,69.7536,71.2398,69.6569,70.6506,1979478.0
2020-09-15,70.8881,71.53,69.8152,70.3516,1667446.0
2020-09-16,70.2109,71.2134,70.0087,70.7562,2112063.0
2020-09-17,70.3604,70.4132,69.5734,70.3868,1562757.0
2020-09-18,70.2549,70.3077,69.0413,69.2788,3160410.0
2020-09-19,70.2549,70.3077,69.0413,69.2788,3160410.0
2020-09-20,70.2549,70.3077,69.0413,69.2788,3160410.0
2020-09-21,68.8918,69.9471,68.4082,69.7888,3135226.0
2020-09-22,69.4459,70.9232,69.3315,70.2197,1773710.0
2020-09-23,70.2109,70.5011,69.4195,69.6305,3406030.0
2020-09-24,69.5866,70.8515,69.1029,70.7825,3551492.0
2020-09-25,70.6242,71.1343,70.1845,70.9232,3252586.0
2020-09-26,70.6242,71.1343,70.1845,70.9232,3252586.0
2020-09-27,70.6242,71.1343,70.1845,70.9232,3252586.0
2020-09-28,71.2838,71.6971,70.7562,70.9232,1707865.0
2020-09-29,71.2398,71.7191,70.7737,71.2046,1688908.0
2020-09-30,71.7059,72.194,71.4421,71.873,2594934.0
2020-10-01,71.8378,73.069,71.4948,73.0426,2365643.0
2020-10-02,72.7524,75.285,72.3039,75.0124,3919298.0
2020-10-03,72.7524,75.285,72.3039,75.0124,3919298.0
2020-10-04,72.7524,75.285,72.3039,75.0124,3919298.0
2020-10-05,74.9685,76.7976,74.0891,76.5514,3397338.0
2020-10-06,76.1732,78.8642,75.9446,77.7649,4369675.0
2020-10-07,78.0903,78.8378,77.4659,77.9232,2257026.0
2020-10-08,78.2046,78.9873,77.7131,78.6004,1626432.0
2020-10-09,79.1016,79.1016,77.8793,78.9873,2734661.0
2020-10-10,79.1016,79.1016,77.8793,78.9873,2734661.0
2020-10-11,79.1016,79.1016,77.8793,78.9873,2734661.0
2020-10-12,78.8818,80.2492,78.187,79.5677,2301769.0
2020-10-13,79.0489,79.1104,77.7737,78.4685,3103116.0
2020-10-14,78.7323,79.1896,77.9056,78.5652,2283263.0
2020-10-15,77.8793,79.6908,77.8793,78.7411,1675210.0
2020-10-16,78.9345,80.6318,78.5828,80.4823,1966605.0
2020-10-17,78.9345,80.6318,78.5828,80.4823,1966605.0
2020-10-18,78.9345,80.6318,78.5828,80.4823,1966605.0
2020-10-19,80.4031,80.7901,79.9722,80.2712,2229692.0
2020-10-20,80.8164,80.8164,79.1632,79.7436,3647026.0
2020-10-21,79.5061,80.3504,79.2159,79.4973,2604482.0
2020-10-22,79.2951,81.52,78.9609,81.0803,3507924.0
2020-10-23,81.0363,81.177,80.4823,80.7988,3525727.0
2020-10-24,81.0363,81.177,80.4823,80.7988,3525727.0
2020-10-25,81.0363,81.177,80.4823,80.7988,3525727.0
2020-10-26,80.4295,82.8478,80.4295,82.3026,3753494.0
2020-10-27,81.8541,82.4873,80.8692,81.3705,2485842.0
2020-10-28,80.9659,82.1707,79.3039,79.427,2916323.0
2020-10-29,79.1983,80.4471,78.1255,79.6205,2215683.0
2020-10-30,79.6732,80.1481,78.0463,79.084,2415003.0
2020-10-31,79.6732,80.1481,78.0463,79.084,2415003.0
2020-11-01,79.6732,80.1481,78.0463,79.084,2415003.0
2020-11-02,79.8755,80.236,78.9433,80.2272,3171586.0
2020-11-03,80.9835,80.9835,79.5413,79.9282,2886665.0
2020-11-04,79.7172,81.0187,79.1368,79.2775,2401720.0
2020-11-05,80.0953,81.6343,79.6556,79.77,3012422.0
2020-11-06,80.1217,80.8252,79.5589,79.9546,2145669.0
2020-11-07,80.1217,80.8252,79.5589,79.9546,2145669.0
2020-11-08,80.1217,80.8252,79.5589,79.9546,2145669.0
2020-11-09,81.5683,83.5277,79.8216,80.0256,3674458.0
2020-11-10,79.8305,81.3377,79.2498,80.4955,2587122.0
2020-11-11,80.9299,82.2645,80.4423,80.8146,2094197.0
2020-11-12,80.1408,80.5753,78.7666,79.4714,1687542.0
2020-11-13,79.8128,80.2117,79.0857,79.6798,1936344.0
2020-11-14,79.8128,80.2117,79.0857,79.6798,1936344.0
2020-11-15,79.8128,80.2117,79.0857,79.6798,1936344.0
2020-11-16,79.1478,79.6266,78.0262,79.0946,4201080.0
2020-11-17,78.8198,79.068,76.683,76.8958,3052660.0
2020-11-18,77.3746,77.3835,74.5197,74.5906,2861594.0
2020-11-19,73.8813,74.2005,72.6844,73.1011,4399203.0
2020-11-20,72.516,73.4026,71.6471,73.1366,5841366.0
2020-11-21,72.516,73.4026,71.6471,73.1366,5841366.0
2020-11-22,72.516,73.4026,71.6471,73.1366,5841366.0
2020-11-23,73.7838,74.3246,73.0568,73.9523,4279729.0
2020-11-24,74.564,75.3309,73.8813,75.2024,2863974.0
2020-11-25,75.4595,75.8363,74.7237,75.69,2276418.0
2020-11-26,75.4595,75.8363,74.7237,75.69,2276418.0
2020-11-27,75.6014,75.7255,74.5942,75.2911,1154642.0
2020-11-28,75.6014,75.7255,74.5942,75.2911,1154642.0
2020-11-29,75.6014,75.7255,74.5942,75.2911,1154642.0
2020-11-30,75.2024,75.5836,74.4842,75.2645,3484524.0
2020-12-01,75.5659,76.4968,75.0162,75.5482,3362648.0
2020-12-02,75.2379,76.2043,74.5463,76.1333,1858727.0
2020-12-03,75.8851,75.9745,74.6704,75.1315,2590324.0
2020-12-04,74.9985,75.3886,73.2696,73.9345,3094164.0
2020-12-05,74.9985,75.3886,73.2696,73.9345,3094164.0
2020-12-06,74.9985,75.3886,73.2696,73.9345,3094164.0
2020-12-07,73.4558,74.5906,73.4114,74.3335,2545734.0
2020-12-08,74.1828,74.5507,73.3139,74.0232,2077189.0
2020-12-09,74.0232,74.3424,73.4407,74.1207,2491809.0
2020-12-10,74.4754,74.502,72.8883,73.1277,2449712.0
2020-12-11,72.7465,73.4824,72.5958,73.376,1884405.0
2020-12-12,72.7465,73.4824,72.5958,73.376,1884405.0
2020-12-13,72.7465,73.4824,72.5958,73.376,1884405.0
2020-12-14,74.2993,74.8921,72.8263,72.8883,2756390.0
2020-12-15,73.3228,74.8566,72.8396,74.7325,2397626.0
2020-12-16,74.6704,75.2113,73.2341,73.438,2290493.0
2020-12-17,73.8281,75.127,73.7838,74.3512,2585235.0
2020-12-18,74.1643,75.0073,73.2518,73.8459,14359243.0
2020-12-19,74.1643,75.0073,73.2518,73.8459,14359243.0
2020-12-20,74.1643,75.0073,73.2518,73.8459,14359243.0
2020-12-21,73.3316,73.6109,71.6914,72.8085,3056857.0
2020-12-22,72.6489,72.7465,71.7269,72.1702,2896215.0
2020-12-23,72.6046,72.9415,71.5496,71.5584,2435175.0
2020-12-24,71.6737,72.3298,71.2924,72.1879,758022.0
2020-12-25,71.6737,72.3298,71.2924,72.1879,758022.0
2020-12-26,71.6737,72.3298,71.2924,72.1879,758022.0
2020-12-27,71.6737,72.3298,71.2924,72.1879,758022.0
2020-12-28,72.4716,72.6135,71.523,72.0638,1617374.0
2020-12-29,72.2145,72.8617,71.8421,71.9751,1721062.0
2020-12-30,71.8599,72.4362,71.8421,72.2677,1846304.0
2020-12-31,72.2854,73.9079,72.1968,73.8281,1778627.0
2021-01-01,72.2854,73.9079,72.1968,73.8281,1778627.0
2021-01-02,72.2854,73.9079,72.1968,73.8281,1778627.0
2021-01-03,72.2854,73.9079,72.1968,73.8281,1778627.0
2021-01-04,73.8813,73.9789,71.9973,72.2943,3232971.0
2021-01-05,72.5248,72.742,71.7934,72.1968,2212296.0
2021-01-06,71.9219,73.3582,71.4786,72.7731,2713879.0
2021-01-07,73.1011,73.1011,70.8137,70.8314,2764373.0
2021-01-08,70.6363,70.9467,69.6965,70.2019,3059851.0
2021-01-09,70.6363,70.9467,69.6965,70.2019,3059851.0
2021-01-10,70.6363,70.9467,69.6965,70.2019,3059851.0
2021-01-11,70.1398,70.2374,69.005,69.8428,2372584.0
2021-01-12,69.0227,69.4749,68.1095,69.0138,3122835.0
2021-01-13,69.2089,69.5901,68.6149,69.2887,7425052.0
2021-01-14,69.2089,70.0733,68.3932,69.8916,8042711.0
2021-01-15,68.2336,71.5407,68.2336,71.3456,4258237.0
2021-01-16,68.2336,71.5407,68.2336,71.3456,4258237.0
2021-01-17,68.2336,71.5407,68.2336,71.3456,4258237.0
2021-01-18,68.2336,71.5407,68.2336,71.3456,4258237.0
2021-01-19,71.7712,71.9663,70.3792,71.5584,2816366.0
2021-01-20,71.257,71.8599,70.5477,71.5939,2588653.0
2021-01-21,71.8155,72.3564,71.1949,71.7889,3227390.0
2021-01-22,71.6471,73.11,71.6116,72.7731,3789461.0
2021-01-23,71.6471,73.11,71.6116,72.7731,3789461.0
2021-01-24,71.6471,73.11,71.6116,72.7731,3789461.0
2021-01-25,72.3298,73.6774,72.1258,73.2252,2481903.0
2021-01-26,72.8795,73.1898,71.6116,72.5426,3134681.0
2021-01-27,71.9929,73.2962,71.0087,71.319,2528354.0
2021-01-28,71.7712,72.9415,71.3811,71.4254,2118375.0
2021-01-29,71.1005,72.3652,70.7605,71.7357,3261030.0
2021-01-30,71.1005,72.3652,70.7605,71.7357,3261030.0
2021-01-31,71.1005,72.3652,70.7605,71.7357,3261030.0
2021-02-01,71.9042,72.4805,70.9378,71.9751,1901664.0
2021-02-02,72.0992,73.6154,71.6559,72.7997,2584543.0
2021-02-03,72.7908,73.1454,71.9929,72.0638,2162932.0
2021-02-04,72.117,72.9327,71.9042,72.8883,1783226.0
2021-02-05,73.1366,73.4292,72.711,72.8706,1584863.0
2021-02-06,73.1366,73.4292,72.711,72.8706,1584863.0
2021-02-07,73.1366,73.4292,72.711,72.8706,1584863.0
2021-02-08,73.0302,73.0479,71.2836,71.7978,2047349.0
2021-02-09,71.7978,71.9991,70.6883,71.4399,2148224.0
2021-02-10,71.5741,71.9857,71.082,71.592,2767315.0
2021-02-11,71.7083,71.7978,70.4825,70.6435,2284271.0
2021-02-12,70.6077,70.9835,69.9545,70.3393,1917842.0
2021-02-13,70.6077,70.9835,69.9545,70.3393,1917842.0
2021-02-14,70.6077,70.9835,69.9545,70.3393,1917842.0
2021-02-15,70.6077,70.9835,69.9545,70.3393,1917842.0
2021-02-16,70.3,70.5004,69.7129,69.9635,2233080.0
2021-02-17,70.2319,71.0014,69.9903,70.2319,2152036.0
2021-02-18,70.2498,72.2005,70.2498,72.0125,3468052.0
2021-02-19,71.6994,72.0125,70.4377,70.7598,3658477.0
2021-02-20,71.6994,72.0125,70.4377,70.7598,3658477.0
2021-02-21,71.6994,72.0125,70.4377,70.7598,3658477.0
2021-02-22,70.5719,70.7419,67.4849,68.6929,3651570.0
2021-02-23,69.1582,70.4735,68.845,69.874,3660481.0
2021-02-24,69.9456,70.0172,68.7645,68.9882,3507524.0
2021-02-25,69.8472,69.8472,67.7668,68.2723,4283819.0
2021-02-26,68.4513,69.194,66.9301,66.9749,4432612.0
2021-02-27,68.4513,69.194,66.9301,66.9749,4432612.0
