,AEP US Equity,AEP US Equity,AEP US Equity,AEP US Equity,AEP US Equity
2021-02-28,68.4513,69.194,66.9301,66.9749,4432612.0
2021-03-01,67.4849,69.4356,67.467,68.6392,3091426.0
2021-03-02,68.772,69.0329,67.9055,68.4066,3851922.0
2021-03-03,68.2097,68.4155,67.0733,68.2902,2936773.0
2021-03-04,68.2992,69.9008,68.1739,69.1224,4102503.0
2021-03-05,69.3461,70.9477,69.1224,70.5988,4182950.0
2021-03-06,69.3461,70.9477,69.1224,70.5988,4182950.0
2021-03-07,69.3461,70.9477,69.1224,70.5988,4182950.0
2021-03-08,70.5406,72.442,70.4198,72.0215,3215760.0
2021-03-09,72.3615,72.6389,71.8604,72.1199,2869049.0
2021-03-10,72.6836,72.9968,71.932,72.6568,3518760.0
2021-03-11,72.3347,73.2026,71.5652,71.583,3129913.0
2021-03-12,71.9589,72.8984,71.3057,72.5136,2637880.0
2021-03-13,71.9589,72.8984,71.3057,72.5136,2637880.0
2021-03-14,71.9589,72.8984,71.3057,72.5136,2637880.0
2021-03-15,72.5315,73.6679,72.5226,73.6232,3209478.0
2021-03-16,73.1937,74.7595,73.1937,74.7148,5104284.0
2021-03-17,74.5985,74.9027,73.3458,73.48,3034877.0
2021-03-18,73.6232,73.99,72.6881,73.9095,2349875.0
2021-03-19,74.1511,75.2875,73.3458,74.8669,9525499.0
2021-03-20,74.1511,75.2875,73.3458,74.8669,9525499.0
2021-03-21,74.1511,75.2875,73.3458,74.8669,9525499.0
2021-03-22,75.2964,75.4738,74.3882,74.8311,2854337.0
2021-03-23,75.1622,76.2002,74.7148,75.7349,2652004.0
2021-03-24,75.3501,76.4802,74.9832,76.048,2895188.0
2021-03-25,76.5312,76.8086,75.4664,75.8064,3383520.0
2021-03-26,75.5649,76.0928,74.8759,76.048,3074539.0
2021-03-27,75.5649,76.0928,74.8759,76.048,3074539.0
2021-03-28,75.5649,76.0928,74.8759,76.048,3074539.0
2021-03-29,75.6812,77.0636,75.3948,76.8086,2639800.0
2021-03-30,76.5223,76.5223,74.8938,75.8154,2428393.0
2021-03-31,75.6304,76.1375,75.2785,75.7886,3250661.0
2021-04-01,75.9675,76.576,75.4306,76.5402,2179972.0
2021-04-02,75.9675,76.576,75.4306,76.5402,2179972.0
2021-04-03,75.9675,76.576,75.4306,76.5402,2179972.0
2021-04-04,75.9675,76.576,75.4306,76.5402,2179972.0
2021-04-05,76.2538,77.596,76.1912,77.2113,1702302.0
2021-04-06,77.3007,77.6855,76.6475,77.6408,1733274.0
2021-04-07,77.775,77.9897,77.2113,77.5692,1883105.0
2021-04-08,77.6855,77.8376,76.9502,77.0144,2814823.0
2021-04-09,77.0144,77.5781,76.7907,76.8534,2952841.0
2021-04-10,77.0144,77.5781,76.7907,76.8534,2952841.0
2021-04-11,77.0144,77.5781,76.7907,76.8534,2952841.0
2021-04-12,76.9876,77.596,76.7057,76.9518,3324784.0
2021-04-13,76.6923,77.7839,76.057,77.596,2460563.0
2021-04-14,77.3109,77.9271,76.9339,77.9092,2563417.0
2021-04-15,78.0166,78.6698,77.6945,78.5669,3004334.0
2021-04-16,78.9114,79.5467,78.5356,79.2335,2378377.0
2021-04-17,78.9114,79.5467,78.5356,79.2335,2378377.0
2021-04-18,78.9114,79.5467,78.5356,79.2335,2378377.0
2021-04-19,79.2335,79.6361,78.804,79.323,2753004.0
2021-04-20,79.6361,81.0857,79.3677,80.6562,3333378.0
2021-04-21,80.3699,80.9336,79.6719,79.9493,2662681.0
2021-04-22,78.4192,79.7793,78.2268,78.6966,2755885.0
2021-04-23,79.0993,79.0993,78.1687,78.4729,3136937.0
2021-04-24,79.0993,79.0993,78.1687,78.4729,3136937.0
2021-04-25,79.0993,79.0993,78.1687,78.4729,3136937.0
2021-04-26,78.7861,78.7861,77.8824,78.3834,1743576.0
2021-04-27,78.1508,78.6608,77.9181,78.0255,2173380.0
2021-04-28,78.2224,78.3834,77.2739,77.605,4908686.0
2021-04-29,77.4886,78.8577,77.4529,78.8219,2592984.0
2021-04-30,78.965,79.4572,78.3298,79.3767,2817940.0
2021-05-01,78.965,79.4572,78.3298,79.3767,2817940.0
2021-05-02,78.965,79.4572,78.3298,79.3767,2817940.0
2021-05-03,79.6988,80.0835,79.153,79.3498,2070965.0
2021-05-04,79.1172,79.6897,78.4998,79.0814,2747087.0
2021-05-05,79.0008,79.0089,77.5781,78.2671,1906325.0
2021-05-06,78.4819,79.1306,77.9807,78.8487,1644241.0
2021-05-07,78.569,79.4533,78.4066,78.6773,2617123.0
2021-05-08,78.569,79.4533,78.4066,78.6773,2617123.0
2021-05-09,78.569,79.4533,78.4066,78.6773,2617123.0
2021-05-10,79.0022,79.688,78.7856,79.0112,4291791.0
2021-05-11,79.0292,79.4985,77.4501,77.9735,6084105.0
2021-05-12,77.8652,78.172,76.5658,76.6831,3702184.0
2021-05-13,76.7011,78.6051,76.4304,78.0727,3025772.0
2021-05-14,78.4337,78.9209,78.163,78.2893,2193732.0
2021-05-15,78.4337,78.9209,78.163,78.2893,2193732.0
2021-05-16,78.4337,78.9209,78.163,78.2893,2193732.0
2021-05-17,78.0276,78.4156,76.8365,77.1072,4317775.0
2021-05-18,77.4952,77.6667,76.8365,77.3779,3130907.0
2021-05-19,77.2335,77.6757,76.4981,77.5313,2498886.0
2021-05-20,77.4772,78.4788,77.3328,77.8381,2196678.0
2021-05-21,78.1539,78.3885,77.784,78.19,2015921.0
2021-05-22,78.1539,78.3885,77.784,78.19,2015921.0
2021-05-23,78.1539,78.3885,77.784,78.19,2015921.0
2021-05-24,78.56,78.6141,78.0009,78.1178,1551197.0
2021-05-25,78.19,78.2983,77.2407,77.5403,1845722.0
2021-05-26,77.6937,77.784,77.2155,77.3779,1985749.0
2021-05-27,77.5313,77.5674,77.1343,77.1974,2452683.0
2021-05-28,77.6035,77.9825,77.432,77.6035,2299147.0
2021-05-29,77.6035,77.9825,77.432,77.6035,2299147.0
2021-05-30,77.6035,77.9825,77.432,77.6035,2299147.0
2021-05-31,77.6035,77.9825,77.432,77.6035,2299147.0
2021-06-01,77.7569,77.8381,76.6831,76.7914,2137178.0
2021-06-02,76.9267,77.5584,76.6289,77.2877,1817704.0
2021-06-03,76.8094,77.9735,76.6741,77.5674,5428017.0
2021-06-04,77.5764,77.8652,77.2606,77.6306,1984849.0
2021-06-05,77.5764,77.8652,77.2606,77.6306,1984849.0
2021-06-06,77.5764,77.8652,77.2606,77.6306,1984849.0
2021-06-07,77.8742,77.8742,77.1523,77.3057,2206297.0
2021-06-08,77.432,77.432,73.9399,74.8693,6889950.0
2021-06-09,75.2573,76.4665,74.9686,76.2048,3277126.0
2021-06-10,76.5567,76.7417,76.0153,76.4575,2386596.0
2021-06-11,76.3763,76.8184,76.1597,76.4846,3335140.0
2021-06-12,76.3763,76.8184,76.1597,76.4846,3335140.0
2021-06-13,76.3763,76.8184,76.1597,76.4846,3335140.0
2021-06-14,76.4575,76.8726,76.3943,76.8184,1933706.0
2021-06-15,77.0621,77.211,76.5883,76.9177,2239171.0
2021-06-16,77.3057,77.5764,76.0244,76.1597,2668311.0
2021-06-17,76.0965,76.8726,75.7816,76.1507,2559895.0
2021-06-18,75.9612,76.0514,74.1565,74.3099,4480827.0
2021-06-19,75.9612,76.0514,74.1565,74.3099,4480827.0
2021-06-20,75.9612,76.0514,74.1565,74.3099,4480827.0
2021-06-21,74.4723,75.3153,74.1023,75.0678,2431369.0
2021-06-22,75.3581,75.7175,75.0588,75.131,2659406.0
2021-06-23,75.0137,75.3295,74.3279,74.5806,2674068.0
2021-06-24,74.4452,75.0769,74.1204,74.761,2694366.0
2021-06-25,74.761,76.665,74.5354,76.4936,3458720.0
2021-06-26,74.761,76.665,74.5354,76.4936,3458720.0
2021-06-27,74.761,76.665,74.5354,76.4936,3458720.0
2021-06-28,76.5567,77.1888,76.3312,76.6109,2674406.0
2021-06-29,76.5094,77.1162,75.4829,75.7356,2753708.0
2021-06-30,75.8078,76.4575,75.6363,76.3312,2687538.0
2021-07-01,76.4575,77.2606,76.2138,76.9357,2217387.0
2021-07-02,77.2245,77.2245,76.5567,76.8816,2487130.0
2021-07-03,77.2245,77.2245,76.5567,76.8816,2487130.0
2021-07-04,77.2245,77.2245,76.5567,76.8816,2487130.0
2021-07-05,77.2245,77.2245,76.5567,76.8816,2487130.0
2021-07-06,76.8545,77.0395,75.8123,76.9177,1863362.0
2021-07-07,77.017,77.3147,76.5567,77.2606,2147126.0
2021-07-08,77.3418,77.7028,76.7914,76.9809,2495266.0
2021-07-09,76.7823,77.1613,76.2048,77.053,2122872.0
2021-07-10,76.7823,77.1613,76.2048,77.053,2122872.0
2021-07-11,76.7823,77.1613,76.2048,77.053,2122872.0
2021-07-12,77.0079,77.1207,76.5026,77.0711,1651715.0
2021-07-13,76.9809,77.3508,76.5297,76.9177,2066962.0
2021-07-14,77.2425,78.0998,76.5387,77.7659,2156786.0
2021-07-15,77.5493,78.7405,77.1704,78.6683,2662385.0
2021-07-16,78.5149,79.521,78.3705,78.948,2199205.0
2021-07-17,78.5149,79.521,78.3705,78.948,2199205.0
2021-07-18,78.5149,79.521,78.3705,78.948,2199205.0
2021-07-19,79.0392,79.4624,76.7011,77.3959,3906259.0
2021-07-20,77.8562,78.3434,77.2967,77.3689,3070202.0
2021-07-21,77.2516,77.6486,76.3492,76.4485,2973540.0
2021-07-22,76.3492,78.6593,76.3492,76.5928,2972377.0
2021-07-23,76.4936,77.6892,76.4124,77.5854,3368499.0
2021-07-24,76.4936,77.6892,76.4124,77.5854,3368499.0
2021-07-25,76.4936,77.6892,76.4124,77.5854,3368499.0
2021-07-26,77.3418,79.2458,77.0621,79.1195,4389580.0
2021-07-27,78.9931,81.0018,78.7946,80.6625,3547054.0
2021-07-28,80.8141,81.0415,79.6428,80.3016,2936783.0
2021-07-29,80.2564,80.7714,80.1572,80.4369,1950598.0
2021-07-30,80.464,81.1498,79.309,79.5165,3601680.0
2021-07-31,80.464,81.1498,79.309,79.5165,3601680.0
2021-08-01,80.464,81.1498,79.309,79.5165,3601680.0
2021-08-02,79.6338,80.2023,79.1014,79.715,2309309.0
2021-08-03,80.0579,80.8791,79.6158,80.3918,2143547.0
2021-08-04,80.3106,80.3286,79.3721,80.1572,3502643.0
2021-08-05,80.3106,81.0144,79.7601,80.9062,2972680.0
2021-08-06,80.6986,81.2039,80.3918,80.6174,2106907.0
2021-08-07,80.6986,81.2039,80.3918,80.6174,2106907.0
2021-08-08,80.6986,81.2039,80.3918,80.6174,2106907.0
2021-08-09,80.7812,80.9632,80.1943,80.763,1823434.0
2021-08-10,80.6902,81.1815,80.308,80.7539,2468831.0
2021-08-11,81.1633,81.591,80.7539,81.136,3565770.0
2021-08-12,81.3089,81.4181,80.8176,80.9359,1789182.0
2021-08-13,81.5682,81.8003,80.9814,81.6092,4169844.0
2021-08-14,81.5682,81.8003,80.9814,81.6092,4169844.0
2021-08-15,81.5682,81.8003,80.9814,81.6092,4169844.0
2021-08-16,81.7657,83.0377,81.6001,82.1642,1930283.0
2021-08-17,81.9186,82.4372,81.8003,82.3826,2079621.0
2021-08-18,82.1733,82.4281,81.4454,81.6638,3398280.0
2021-08-19,82.2825,82.9558,81.9095,82.2552,2702795.0
2021-08-20,81.8458,83.247,81.6183,82.874,2681012.0
2021-08-21,81.8458,83.247,81.6183,82.874,2681012.0
2021-08-22,81.8458,83.247,81.6183,82.874,2681012.0
2021-08-23,83.1014,83.1287,81.7184,82.0004,3053715.0
2021-08-24,81.9186,81.9186,80.7084,81.1906,1690329.0
2021-08-25,81.1906,81.5273,80.5537,81.2816,2754959.0
2021-08-26,81.2361,81.3544,80.7266,81.2088,1626877.0
2021-08-27,81.2725,81.7093,81.0723,81.2452,1840050.0
2021-08-28,81.2725,81.7093,81.0723,81.2452,1840050.0
2021-08-29,81.2725,81.7093,81.0723,81.2452,1840050.0
2021-08-30,81.1724,81.8503,80.9905,81.5455,2222003.0
2021-08-31,81.4727,81.9823,81.1906,81.5,1933412.0
2021-09-01,81.8913,82.6374,81.4545,82.3462,2532371.0
2021-09-02,82.3098,82.8012,82.1642,82.7375,1512073.0
2021-09-03,82.3371,82.8831,82.1369,82.2643,1407521.0
2021-09-04,82.3371,82.8831,82.1369,82.2643,1407521.0
2021-09-05,82.3371,82.8831,82.1369,82.2643,1407521.0
2021-09-06,82.3371,82.8831,82.1369,82.2643,1407521.0
2021-09-07,82.1369,82.1369,80.6811,80.8995,1967850.0
2021-09-08,80.9814,82.8558,80.7903,82.51,3048076.0
2021-09-09,82.3389,82.6465,82.146,82.2552,1473965.0
2021-09-10,82.2188,82.2915,80.7539,80.8267,2067965.0
2021-09-11,82.2188,82.2915,80.7539,80.8267,2067965.0
2021-09-12,82.2188,82.2915,80.7539,80.8267,2067965.0
2021-09-13,81.5,81.6813,79.8622,80.3626,2408162.0
2021-09-14,80.9177,80.9177,79.6393,79.9168,1884051.0
2021-09-15,79.6165,80.1715,79.3799,79.4618,2565762.0
2021-09-16,79.1979,79.712,78.0697,78.2335,3650475.0
2021-09-17,78.2335,78.3699,76.0224,76.5228,6934687.0
2021-09-18,78.2335,78.3699,76.0224,76.5228,6934687.0
2021-09-19,78.2335,78.3699,76.0224,76.5228,6934687.0
2021-09-20,76.5183,76.6957,74.8486,75.7949,4842813.0
2021-09-21,75.9314,76.45,75.4946,75.5128,3267931.0
2021-09-22,75.7767,75.935,75.0215,75.2672,2326323.0
2021-09-23,75.158,75.8131,74.7394,74.8941,2565303.0
2021-09-24,74.8486,75.3218,74.4574,74.6575,2527284.0
2021-09-25,74.8486,75.3218,74.4574,74.6575,2527284.0
2021-09-26,74.8486,75.3218,74.4574,74.6575,2527284.0
2021-09-27,74.5938,75.3764,73.9478,74.0297,2713805.0
2021-09-28,74.2734,74.4028,73.6202,73.9569,3483753.0
2021-09-29,74.0024,75.2672,73.7658,74.7667,2177083.0
2021-09-30,74.7394,74.9805,73.8113,73.8659,2935646.0
2021-10-01,74.421,74.6757,73.5929,74.0479,3181512.0
2021-10-02,74.421,74.6757,73.5929,74.0479,3181512.0
2021-10-03,74.421,74.6757,73.5929,74.0479,3181512.0
2021-10-04,74.0115,75.8313,73.9751,75.5583,3370403.0
2021-10-05,75.4946,75.8495,75.2217,75.5401,2587023.0
2021-10-06,75.3673,77.0415,75.0761,76.9414,2697807.0
2021-10-07,77.178,77.5692,76.3954,76.5592,2263727.0
2021-10-08,76.5319,76.541,75.9587,76.0497,1879317.0
2021-10-09,76.5319,76.541,75.9587,76.0497,1879317.0
2021-10-10,76.5319,76.541,75.9587,76.0497,1879317.0
2021-10-11,75.9951,76.0497,74.8122,75.0761,2221092.0
2021-10-12,75.1216,75.4673,74.7394,75.1125,2898784.0
2021-10-13,75.2854,75.9951,74.4756,75.9405,2131265.0
2021-10-14,76.35,76.6775,75.9931,76.4773,2252182.0
2021-10-15,76.4318,76.7958,75.713,75.9678,1849018.0
2021-10-16,76.4318,76.7958,75.713,75.9678,1849018.0
2021-10-17,76.4318,76.7958,75.713,75.9678,1849018.0
2021-10-18,75.7494,75.804,74.9214,75.5128,2001959.0
2021-10-19,75.9041,76.4227,75.6944,76.2499,2223962.0
2021-10-20,76.6138,77.6328,76.541,77.2508,2330939.0
2021-10-21,77.1507,77.6102,76.9663,77.5237,1736653.0
2021-10-22,77.8149,78.1106,77.4782,77.8695,1770698.0
2021-10-23,77.8149,78.1106,77.4782,77.8695,1770698.0
2021-10-24,77.8149,78.1106,77.4782,77.8695,1770698.0
2021-10-25,77.8604,77.9423,76.9596,77.0415,1814076.0
2021-10-26,77.1707,77.6511,76.7958,76.814,2828698.0
2021-10-27,78.0135,78.0135,76.5046,76.7048,3768605.0
2021-10-28,76.7048,77.3417,75.9951,77.0779,2523804.0
2021-10-29,77.0779,77.5692,76.5504,77.0779,2897591.0
2021-10-30,77.0779,77.5692,76.5504,77.0779,2897591.0
2021-10-31,77.0779,77.5692,76.5504,77.0779,2897591.0
2021-11-01,77.0724,77.6336,76.8049,77.46,2079547.0
2021-11-02,77.5328,77.8331,76.7139,77.6147,2071379.0
2021-11-03,77.6147,78.1334,76.7594,77.2781,2067879.0
2021-11-04,77.2781,77.5237,75.34,76.3318,2690233.0
2021-11-05,76.7503,77.8595,76.6138,77.3781,1940120.0
2021-11-06,76.7503,77.8595,76.6138,77.3781,1940120.0
2021-11-07,76.7503,77.8595,76.6138,77.3781,1940120.0
2021-11-08,77.4873,77.5146,76.0224,76.3409,4155074.0
2021-11-09,76.5888,77.094,76.1939,76.2674,3267295.0
2021-11-10,76.7358,77.4406,76.6715,77.3144,4234871.0
2021-11-11,77.3144,77.3144,75.4224,75.8725,2882739.0
2021-11-12,75.7163,75.8488,75.2204,75.3306,2060979.0
2021-11-13,75.7163,75.8488,75.2204,75.3306,2060979.0
2021-11-14,75.7163,75.8488,75.2204,75.3306,2060979.0
2021-11-15,75.5418,76.1388,75.1377,76.1204,2099095.0
2021-11-16,76.1388,76.396,75.6796,75.8265,1881156.0
2021-11-17,75.6888,76.5154,75.4196,76.4511,2146938.0
2021-11-18,76.4419,76.5613,75.7623,76.0653,2122993.0
2021-11-19,76.2521,76.8552,75.8908,76.5797,2477783.0
2021-11-20,76.2521,76.8552,75.8908,76.5797,2477783.0
2021-11-21,76.2521,76.8552,75.8908,76.5797,2477783.0
2021-11-22,76.5154,78.1226,76.1939,77.4246,3014929.0
2021-11-23,77.5624,77.9481,76.7725,77.4338,2166027.0
2021-11-24,77.8471,77.8471,76.8736,76.9838,2539228.0
2021-11-25,77.8471,77.8471,76.8736,76.9838,2539228.0
2021-11-26,76.7082,77.1032,75.5786,75.8174,1636791.0
2021-11-27,76.7082,77.1032,75.5786,75.8174,1636791.0
2021-11-28,76.7082,77.1032,75.5786,75.8174,1636791.0
2021-11-29,75.9643,76.9287,75.4821,76.5154,2899192.0
2021-11-30,76.4235,76.4235,74.0999,74.4397,4122618.0
2021-12-01,74.9173,75.799,73.6774,73.7325,3494348.0
2021-12-02,74.2652,75.4959,73.9254,74.6785,3442392.0
2021-12-03,75.303,75.8328,74.4213,75.6245,2809131.0
2021-12-04,75.303,75.8328,74.4213,75.6245,2809131.0
2021-12-05,75.303,75.8328,74.4213,75.6245,2809131.0
2021-12-06,76.2005,77.7645,76.0837,76.6807,3864720.0
2021-12-07,76.4052,77.1675,75.9276,77.0664,3601962.0
2021-12-08,76.9605,77.6818,76.6531,77.1675,2343129.0
2021-12-09,77.1215,77.2593,76.3776,76.7082,2441397.0
2021-12-10,77.2501,77.3787,76.7725,77.1399,1955899.0
2021-12-11,77.2501,77.3787,76.7725,77.1399,1955899.0
2021-12-12,77.2501,77.3787,76.7725,77.1399,1955899.0
2021-12-13,77.0756,78.5084,77.0573,78.0492,3664757.0
2021-12-14,78.288,78.5727,77.691,78.1869,2341127.0
2021-12-15,78.3706,80.2902,78.2788,80.1157,3894494.0
2021-12-16,80.033,81.1811,79.9229,80.8229,3521582.0
2021-12-17,80.4463,81.0433,79.3534,79.4819,5340122.0
2021-12-18,80.4463,81.0433,79.3534,79.4819,5340122.0
2021-12-19,80.4463,81.0433,79.3534,79.4819,5340122.0
2021-12-20,78.8574,80.2029,78.5635,80.1157,3349587.0
2021-12-21,80.4922,80.6024,79.234,79.6748,2813496.0
2021-12-22,79.2615,79.9458,79.188,79.5554,1776488.0
2021-12-23,79.4636,79.8906,79.2891,79.4636,1553098.0
2021-12-24,79.4636,79.8906,79.2891,79.4636,1553098.0
2021-12-25,79.4636,79.8906,79.2891,79.4636,1553098.0
2021-12-26,79.4636,79.8906,79.2891,79.4636,1553098.0
2021-12-27,79.4452,80.0743,79.234,79.9779,1609794.0
2021-12-28,80.134,81.0984,80.134,81.0157,1507678.0
2021-12-29,81.1627,81.4474,80.9147,81.3556,1170958.0
2021-12-30,81.4107,81.5209,80.8137,81.4566,1288897.0
2021-12-31,81.4107,81.9434,81.0984,81.7138,1520824.0
2022-01-01,81.4107,81.9434,81.0984,81.7138,1520824.0
2022-01-02,81.4107,81.9434,81.0984,81.7138,1520824.0
2022-01-03,81.4015,81.5301,80.3912,81.3831,2661803.0
2022-01-04,81.2821,82.6046,81.2821,81.4199,2349254.0
2022-01-05,81.429,82.9261,81.429,82.173,3343371.0
2022-01-06,82.2005,82.9445,81.6586,81.9066,3296269.0
2022-01-07,81.7321,83.8261,81.3372,83.3945,3109644.0
2022-01-08,81.7321,83.8261,81.3372,83.3945,3109644.0
2022-01-09,81.7321,83.8261,81.3372,83.3945,3109644.0
2022-01-10,83.4955,83.9731,82.972,83.119,3206618.0
2022-01-11,82.9077,83.2384,81.9066,82.4485,2231603.0
2022-01-12,82.3842,83.0317,81.7046,82.9261,2244309.0
2022-01-13,82.8985,84.1109,82.5771,83.4496,2937664.0
2022-01-14,83.6976,83.8629,82.9169,83.5598,4088470.0
2022-01-15,83.6976,83.8629,82.9169,83.5598,4088470.0
2022-01-16,83.6976,83.8629,82.9169,83.5598,4088470.0
2022-01-17,83.6976,83.8629,82.9169,83.5598,4088470.0
2022-01-18,83.1282,83.4129,81.925,82.9536,2558946.0
2022-01-19,83.073,83.6425,82.3291,82.9353,2534990.0
2022-01-20,83.0822,83.6012,82.4944,82.5863,2361618.0
2022-01-21,83.2637,84.1844,82.4118,82.6322,3970027.0
2022-01-22,83.2637,84.1844,82.4118,82.6322,3970027.0
2022-01-23,83.2637,84.1844,82.4118,82.6322,3970027.0
2022-01-24,83.0271,83.7435,79.9733,81.8515,4777749.0
2022-01-25,81.0708,82.3475,80.8671,81.7046,2837895.0
2022-01-26,81.5209,82.4761,81.1168,81.5852,3561576.0
2022-01-27,81.8148,83.1373,81.7413,82.1087,3239753.0
2022-01-28,81.8791,82.9261,81.2545,82.7791,4460818.0
2022-01-29,81.8791,82.9261,81.2545,82.7791,4460818.0
2022-01-30,81.8791,82.9261,81.2545,82.7791,4460818.0
2022-01-31,82.0536,83.1098,81.8423,83.0271,5908991.0
2022-02-01,82.5771,82.7791,80.7391,81.1443,4817035.0
2022-02-02,81.227,82.6506,80.6484,82.5495,3518754.0
2022-02-03,82.6597,83.2108,82.3016,82.8343,2529799.0
2022-02-04,81.9893,82.9261,81.2086,81.8974,3439583.0
2022-02-05,81.9893,82.9261,81.2086,81.8974,3439583.0
2022-02-06,81.9893,82.9261,81.2086,81.8974,3439583.0
2022-02-07,81.538,83.0088,81.538,82.4852,3011372.0
2022-02-08,82.7194,83.1557,82.3934,82.8434,2415305.0
2022-02-09,83.3993,83.4919,82.5099,82.8063,2828660.0
2022-02-10,82.0744,82.4543,80.7774,80.9627,3065054.0
2022-02-11,81.1202,82.13,81.0831,81.2036,3340490.0
2022-02-12,81.1202,82.13,81.0831,81.2036,3340490.0
2022-02-13,81.1202,82.13,81.0831,81.2036,3340490.0
2022-02-14,81.463,81.5742,79.1469,79.8417,2659248.0
2022-02-15,80.0455,80.4254,78.7068,79.1561,3791289.0
2022-02-16,79.3321,79.6101,78.1648,79.1283,2622860.0
2022-02-17,78.8133,79.5638,78.0073,79.2024,3154983.0
2022-02-18,79.0301,80.0177,78.7577,79.4063,3909554.0
2022-02-19,79.0301,80.0177,78.7577,79.4063,3909554.0
2022-02-20,79.0301,80.0177,78.7577,79.4063,3909554.0
2022-02-21,79.0301,80.0177,78.7577,79.4063,3909554.0
2022-02-22,79.4063,80.2771,78.8874,79.6657,2481233.0
2022-02-23,79.6657,79.8417,78.2204,78.415,3615613.0
2022-02-24,80.7589,80.7959,78.628,80.1937,6581994.0
2022-02-25,80.7774,82.9824,80.5087,82.8805,4073657.0
2022-02-26,80.7774,82.9824,80.5087,82.8805,4073657.0
2022-02-27,80.7774,82.9824,80.5087,82.8805,4073657.0
2022-02-28,82.2134,84.2053,81.9355,83.9829,5547293.0
2022-03-01,83.705,84.9372,83.0657,83.5753,4013085.0
2022-03-02,83.2881,84.7612,83.2881,84.5295,3146513.0
2022-03-03,84.6963,87.7258,84.6963,87.068,4173651.0
2022-03-04,86.7808,89.3008,86.2435,89.2452,4675287.0
2022-03-05,86.7808,89.3008,86.2435,89.2452,4675287.0
2022-03-06,86.7808,89.3008,86.2435,89.2452,4675287.0
2022-03-07,88.9487,90.9313,88.152,90.1068,4111340.0
2022-03-08,90.394,90.8665,88.1751,88.2446,3689976.0
2022-03-09,88.8468,88.8468,87.2718,88.0223,3006258.0
2022-03-10,87.6517,89.1433,87.0773,88.9302,2897953.0
2022-03-11,89.2637,89.7038,88.2076,88.5133,2254945.0
2022-03-12,89.2637,89.7038,88.2076,88.5133,2254945.0
2022-03-13,89.2637,89.7038,88.2076,88.5133,2254945.0
2022-03-14,88.3836,89.2637,87.5868,87.7721,2948391.0
2022-03-15,88.5133,89.0877,87.8833,89.0414,3673922.0
2022-03-16,88.8653,88.9395,86.5214,88.0779,2880010.0
2022-03-17,88.2168,88.9117,87.786,87.9574,2863614.0
2022-03-18,87.9574,88.328,86.5214,87.1514,5719033.0
2022-03-19,87.9574,88.328,86.5214,87.1514,5719033.0
2022-03-20,87.9574,88.328,86.5214,87.1514,5719033.0
2022-03-21,87.0866,88.3836,87.0495,87.7258,2425965.0
2022-03-22,87.7629,88.5689,87.3552,88.2446,3653897.0
2022-03-23,88.1983,89.3795,88.0501,88.9487,2989528.0
2022-03-24,89.2081,90.0419,88.6245,89.3471,3036699.0
2022-03-25,89.2637,90.2272,89.2637,89.7177,2032224.0
2022-03-26,89.2637,90.2272,89.2637,89.7177,2032224.0
2022-03-27,89.2637,90.2272,89.2637,89.7177,2032224.0
2022-03-28,89.6621,90.4403,88.9117,90.431,2465550.0
2022-03-29,90.2921,91.5428,90.1902,91.4316,2943061.0
2022-03-30,91.4316,92.1265,90.9499,92.1079,2164105.0
2022-03-31,92.4692,93.266,92.2006,92.4322,3670720.0
2022-04-01,92.4692,94.1461,91.515,94.0442,2569156.0
2022-04-02,92.4692,94.1461,91.515,94.0442,2569156.0
2022-04-03,92.4692,94.1461,91.515,94.0442,2569156.0
2022-04-04,93.4328,93.6532,91.8763,93.2475,2580868.0
2022-04-05,93.2382,95.1467,93.2382,93.8589,2235311.0
2022-04-06,94.0257,97.1015,93.821,96.805,3364708.0
2022-04-07,96.6939,96.7495,94.9892,95.7674,3226321.0
2022-04-08,95.962,96.4808,95.1467,95.4154,2180439.0
2022-04-09,95.962,96.4808,95.1467,95.4154,2180439.0
2022-04-10,95.962,96.4808,95.1467,95.4154,2180439.0
2022-04-11,95.6562,96.1009,93.7014,93.9423,3621276.0
2022-04-12,94.0072,95.4524,93.5903,94.7854,2493924.0
2022-04-13,95.0818,95.2764,93.8404,94.7298,1737352.0
2022-04-14,95.1745,95.2023,94.3765,94.5352,2188273.0
2022-04-15,95.1745,95.2023,94.3765,94.5352,2188273.0
2022-04-16,95.1745,95.2023,94.3765,94.5352,2188273.0
2022-04-17,95.1745,95.2023,94.3765,94.5352,2188273.0
2022-04-18,94.6927,95.017,93.6551,94.1832,1818250.0
2022-04-19,94.3314,95.0911,94.0627,94.8965,1892124.0
2022-04-20,95.413,95.7396,94.7391,95.2671,2335115.0
2022-04-21,94.9985,95.8971,94.4519,94.6093,3004627.0
2022-04-22,94.4982,94.6371,92.7564,92.8769,2426475.0
2022-04-23,94.4982,94.6371,92.7564,92.8769,2426475.0
2022-04-24,94.4982,94.6371,92.7564,92.8769,2426475.0
2022-04-25,93.0992,93.6088,91.2834,93.1085,3140097.0
2022-04-26,92.8861,94.0535,91.9041,91.9412,2050841.0
2022-04-27,92.1357,93.4791,90.9777,92.2098,3435992.0
2022-04-28,92.7009,95.2023,91.2093,94.8965,4362565.0
2022-04-29,94.4333,94.7205,91.5521,91.8207,3589336.0
2022-04-30,94.4333,94.7205,91.5521,91.8207,3589336.0
