,RHI US Equity,RHI US Equity,RHI US Equity,RHI US Equity,RHI US Equity
2020-03-09,41.7347,43.3644,40.1505,40.6694,2005505.0
2020-03-10,42.1353,43.8196,39.9001,43.7923,1695933.0
2020-03-11,42.4175,42.8889,41.7984,42.3447,1937830.0
2020-03-12,39.8409,41.8985,39.0261,39.6589,1798790.0
2020-03-13,41.8348,43.0457,40.2506,43.0002,1719443.0
2020-03-14,41.8348,43.0457,40.2506,43.0002,1719443.0
2020-03-15,41.8348,43.0457,40.2506,43.0002,1719443.0
2020-03-16,38.0929,41.0678,37.8198,39.5496,1457878.0
2020-03-17,40.3053,40.6877,36.4541,37.7378,1649173.0
2020-03-18,35.2978,36.3722,32.7122,35.8532,1486128.0
2020-03-19,35.0975,37.2007,33.4314,34.7789,1235762.0
2020-03-20,35.3707,35.3707,31.301,31.8655,1565951.0
2020-03-21,35.3707,35.3707,31.301,31.8655,1565951.0
2020-03-22,35.3707,35.3707,31.301,31.8655,1565951.0
2020-03-23,31.5013,32.4482,29.4801,31.1098,1917790.0
2020-03-24,32.5665,35.9442,32.2479,35.6711,2136943.0
2020-03-25,35.7257,38.6665,33.7865,36.2993,1974344.0
2020-03-26,36.8092,39.8273,35.357,39.5678,2098138.0
2020-03-27,37.8653,38.5845,35.3616,35.5163,1697328.0
2020-03-28,37.8653,38.5845,35.3616,35.5163,1697328.0
2020-03-29,37.8653,38.5845,35.3616,35.5163,1697328.0
2020-03-30,35.6802,38.2021,35.5163,36.6999,1952797.0
2020-03-31,36.2083,36.8456,33.7319,34.3692,1874770.0
2020-04-01,32.9398,34.8608,32.2114,34.7516,2007686.0
2020-04-02,34.3055,35.7531,33.741,34.442,1726745.0
2020-04-03,34.6241,35.1249,33.9322,34.5695,1809199.0
2020-04-04,34.6241,35.1249,33.9322,34.5695,1809199.0
2020-04-05,34.6241,35.1249,33.9322,34.5695,1809199.0
2020-04-06,34.7971,35.4435,32.0791,34.7334,4580928.0
2020-04-07,36.3357,37.5181,35.6711,36.5725,3356364.0
2020-04-08,37.3554,37.9927,36.1445,37.6923,1528821.0
2020-04-09,38.5754,40.023,38.1293,39.4039,1653616.0
2020-04-10,38.5754,40.023,38.1293,39.4039,1653616.0
2020-04-11,38.5754,40.023,38.1293,39.4039,1653616.0
2020-04-12,38.5754,40.023,38.1293,39.4039,1653616.0
2020-04-13,38.9578,39.3311,36.6453,37.2644,1876659.0
2020-04-14,37.756,38.5345,37.2189,38.0018,2022006.0
2020-04-15,36.8638,38.1566,35.9898,37.492,1832294.0
2020-04-16,37.6013,37.6013,35.4617,36.7819,1671969.0
2020-04-17,38.102,39.5086,37.7924,39.3675,1555523.0
2020-04-18,38.102,39.5086,37.7924,39.3675,1555523.0
2020-04-19,38.102,39.5086,37.7924,39.3675,1555523.0
2020-04-20,37.665,38.8121,37.4283,37.5011,1815465.0
2020-04-21,35.8623,37.8926,35.7531,37.6013,1758029.0
2020-04-22,38.4115,38.5845,37.3008,37.6468,2418480.0
2020-04-23,38.5663,40.2415,38.2431,39.8591,2037727.0
2020-04-24,40.9699,42.9364,38.8167,40.1141,3303984.0
2020-04-25,40.9699,42.9364,38.8167,40.1141,3303984.0
2020-04-26,40.9699,42.9364,38.8167,40.1141,3303984.0
2020-04-27,40.3508,41.7529,40.3235,41.4342,1416733.0
2020-04-28,42.2809,43.1914,41.6026,42.1535,1430701.0
2020-04-29,43.2551,44.3203,42.9729,43.9652,2042924.0
2020-04-30,42.6451,43.4008,42.4994,43.0366,1587062.0
2020-05-01,42.2445,42.3538,40.0321,40.4054,1458007.0
2020-05-02,42.2445,42.3538,40.0321,40.4054,1458007.0
2020-05-03,42.2445,42.3538,40.0321,40.4054,1458007.0
2020-05-04,40.0594,40.5511,39.4859,40.2506,1463145.0
2020-05-05,40.8151,41.4433,40.2597,40.3872,1152973.0
2020-05-06,40.6239,40.7514,39.7863,39.9593,964803.0
2020-05-07,40.6512,41.589,40.6512,41.1156,1148810.0
2020-05-08,41.4615,43.2824,41.4615,43.1367,1280405.0
2020-05-09,41.4615,43.2824,41.4615,43.1367,1280405.0
2020-05-10,41.4615,43.2824,41.4615,43.1367,1280405.0
2020-05-11,42.6633,42.7726,42.0806,42.2718,1143642.0
2020-05-12,42.2172,42.6633,40.7969,40.8424,1144842.0
2020-05-13,40.542,40.542,39.3493,39.6497,1272390.0
2020-05-14,39.0124,40.6239,38.0747,40.6148,1282803.0
2020-05-15,40.2233,41.4706,40.2233,41.0974,1485230.0
2020-05-16,40.2233,41.4706,40.2233,41.0974,1485230.0
2020-05-17,40.2233,41.4706,40.2233,41.0974,1485230.0
2020-05-18,42.6997,44.5206,42.6165,44.2202,1193083.0
2020-05-19,43.4463,44.6845,43.4463,43.856,965554.0
2020-05-20,44.3021,45.777,44.3021,44.6026,910681.0
2020-05-21,45.0031,45.4402,44.0836,44.1564,764160.0
2020-05-22,44.1106,44.294,43.3817,43.4688,999925.0
2020-05-23,44.1106,44.294,43.3817,43.4688,999925.0
2020-05-24,44.1106,44.294,43.3817,43.4688,999925.0
2020-05-25,44.1106,44.294,43.3817,43.4688,999925.0
2020-05-26,44.7891,47.2646,44.7891,46.3661,1839074.0
2020-05-27,47.448,48.0715,46.8612,47.4755,1113747.0
2020-05-28,48.0164,48.0898,46.8612,47.1546,993163.0
2020-05-29,46.6595,46.9804,45.5776,46.5219,1624882.0
2020-05-30,46.6595,46.9804,45.5776,46.5219,1624882.0
2020-05-31,46.6595,46.9804,45.5776,46.5219,1624882.0
2020-06-01,46.6595,47.966,46.6228,47.5213,1028004.0
2020-06-02,47.9706,48.9058,47.7322,48.7591,985896.0
2020-06-03,49.7218,50.7029,49.4651,50.5195,1677272.0
2020-06-04,50.1161,51.904,50.0519,51.2163,1779074.0
2020-06-05,53.1601,55.0672,52.83,53.0776,2519434.0
2020-06-06,53.1601,55.0672,52.83,53.0776,2519434.0
2020-06-07,53.1601,55.0672,52.83,53.0776,2519434.0
2020-06-08,53.536,55.1359,53.536,54.9388,1730833.0
2020-06-09,53.9027,53.9027,52.5091,53.0042,1261382.0
2020-06-10,52.9125,52.9125,50.7579,50.8496,1099007.0
2020-06-11,48.7591,49.08,46.8245,46.8612,1330053.0
2020-06-12,48.7774,49.0983,46.091,47.0262,1216907.0
2020-06-13,48.7774,49.0983,46.091,47.0262,1216907.0
2020-06-14,48.7774,49.0983,46.091,47.0262,1216907.0
2020-06-15,45.3025,47.6405,45.1512,47.3105,1322193.0
2020-06-16,49.0342,49.0525,47.3838,48.0164,1421269.0
2020-06-17,48.0623,49.0892,47.6955,48.154,1207944.0
2020-06-18,47.6497,48.5024,47.1271,47.3838,878066.0
2020-06-19,48.1448,48.1448,46.0177,46.852,2723099.0
2020-06-20,48.1448,48.1448,46.0177,46.852,2723099.0
2020-06-21,48.1448,48.1448,46.0177,46.852,2723099.0
2020-06-22,46.4578,47.2279,45.8251,46.9895,1318815.0
2020-06-23,47.6864,48.0623,47.2371,47.6039,1383813.0
2020-06-24,47.0537,47.2921,45.2933,45.3575,2560733.0
2020-06-25,44.8716,46.3202,44.4315,46.1552,1378337.0
2020-06-26,45.7059,46.5036,45.3804,46.3936,3782916.0
2020-06-27,45.7059,46.5036,45.3804,46.3936,3782916.0
2020-06-28,45.7059,46.5036,45.3804,46.3936,3782916.0
2020-06-29,46.8612,47.5397,46.4394,47.5213,1099905.0
2020-06-30,47.2829,48.6307,47.2829,48.4382,1193859.0
2020-07-01,48.7958,48.7958,47.0812,47.2096,1281886.0
2020-07-02,47.8789,48.7683,47.3471,47.4205,815037.0
2020-07-03,47.8789,48.7683,47.3471,47.4205,815037.0
2020-07-04,47.8789,48.7683,47.3471,47.4205,815037.0
2020-07-05,47.8789,48.7683,47.3471,47.4205,815037.0
2020-07-06,48.1356,48.6949,47.558,48.0531,678732.0
2020-07-07,47.6405,47.6405,46.3477,46.3844,795063.0
2020-07-08,46.4669,46.6962,45.7426,46.3294,774811.0
2020-07-09,46.146,46.2423,44.9633,45.1741,624094.0
2020-07-10,45.6234,46.5219,45.1466,46.4669,1476732.0
2020-07-11,45.6234,46.5219,45.1466,46.4669,1476732.0
2020-07-12,45.6234,46.5219,45.1466,46.4669,1476732.0
2020-07-13,46.6962,48.1356,46.4303,47.2646,1102623.0
2020-07-14,47.0904,47.7139,46.4257,47.668,776428.0
2020-07-15,48.5941,49.9235,48.3649,49.6026,1070351.0
2020-07-16,49.7952,50.7212,49.4926,50.1252,722377.0
2020-07-17,50.2169,50.2169,49.4376,49.6576,628420.0
2020-07-18,50.2169,50.2169,49.4376,49.6576,628420.0
2020-07-19,50.2169,50.2169,49.4376,49.6576,628420.0
2020-07-20,49.3551,49.7035,48.4382,48.6674,865447.0
2020-07-21,48.8416,49.5522,48.7591,49.1442,775556.0
2020-07-22,49.0708,49.4834,48.6766,49.0983,596690.0
2020-07-23,48.7133,50.0519,48.7133,49.3734,1015570.0
2020-07-24,49.5384,50.9779,48.1448,48.3465,1278822.0
2020-07-25,49.5384,50.9779,48.1448,48.3465,1278822.0
2020-07-26,49.5384,50.9779,48.1448,48.3465,1278822.0
2020-07-27,48.2823,48.429,47.6479,47.9706,1045842.0
2020-07-28,47.6772,48.154,46.8245,46.8887,1202263.0
2020-07-29,47.0629,47.8606,46.6916,47.6314,922371.0
2020-07-30,47.1638,47.338,46.2285,46.6962,1084896.0
2020-07-31,46.4944,46.7145,45.5867,46.6411,1166093.0
2020-08-01,46.4944,46.7145,45.5867,46.6411,1166093.0
2020-08-02,46.4944,46.7145,45.5867,46.6411,1166093.0
2020-08-03,46.7787,47.5323,46.2285,46.7603,805763.0
2020-08-04,46.742,47.668,46.6595,47.503,1119831.0
2020-08-05,47.8881,49.0067,47.7918,48.7866,987550.0
2020-08-06,48.6124,49.2134,48.3557,48.4107,913675.0
2020-08-07,48.2823,49.245,47.9248,49.1259,841110.0
2020-08-08,48.2823,49.245,47.9248,49.1259,841110.0
2020-08-09,48.2823,49.245,47.9248,49.1259,841110.0
2020-08-10,49.1534,50.5378,49.1445,50.5195,576954.0
2020-08-11,51.0696,52.2581,51.0696,51.363,1039517.0
2020-08-12,51.8948,51.959,51.2622,51.8214,789029.0
2020-08-13,51.3905,52.234,50.9046,51.7023,779244.0
2020-08-14,51.2805,52.2891,51.1338,51.9223,565347.0
2020-08-15,51.2805,52.2891,51.1338,51.9223,565347.0
2020-08-16,51.2805,52.2891,51.1338,51.9223,565347.0
2020-08-17,51.7023,52.2707,51.308,52.1424,891545.0
2020-08-18,52.0598,52.6741,51.7114,52.1057,1248649.0
2020-08-19,52.1607,52.61,51.7389,51.9957,525332.0
2020-08-20,51.4272,51.9315,51.3538,51.4455,425114.0
2020-08-21,51.4547,51.4547,50.5883,50.7487,559563.0
2020-08-22,51.4547,51.4547,50.5883,50.7487,559563.0
2020-08-23,51.4547,51.4547,50.5883,50.7487,559563.0
2020-08-24,50.9056,51.8881,50.6519,51.8373,523064.0
2020-08-25,52.0403,52.2432,50.3705,50.5089,1038345.0
2020-08-26,50.1583,50.5873,49.6048,49.7893,720142.0
2020-08-27,50.0753,50.8179,49.697,49.8077,639150.0
2020-08-28,50.0568,50.0753,49.6048,49.8077,674976.0
2020-08-29,50.0568,50.0753,49.6048,49.8077,674976.0
2020-08-30,50.0568,50.0753,49.6048,49.8077,674976.0
2020-08-31,49.8631,49.8631,48.8852,49.0789,917776.0
2020-09-01,48.9129,49.3096,48.4793,49.3003,702713.0
2020-09-02,49.4387,50.8041,49.2081,50.6749,877871.0
2020-09-03,50.7303,51.0347,48.6915,49.0974,801977.0
2020-09-04,49.7063,50.0937,48.9498,49.0789,805904.0
2020-09-05,49.7063,50.0937,48.9498,49.0789,805904.0
2020-09-06,49.7063,50.0937,48.9498,49.0789,805904.0
2020-09-07,49.7063,50.0937,48.9498,49.0789,805904.0
2020-09-08,48.59,48.8852,47.4737,47.8335,834601.0
2020-09-09,48.0088,48.7653,47.8981,48.3501,643024.0
2020-09-10,48.4516,48.6269,46.7818,47.0309,904885.0
2020-09-11,47.1785,48.2579,46.9479,47.7413,1004644.0
2020-09-12,47.1785,48.2579,46.9479,47.7413,1004644.0
2020-09-13,47.1785,48.2579,46.9479,47.7413,1004644.0
2020-09-14,48.2394,49.6325,48.0134,49.3557,809867.0
2020-09-15,49.4203,49.8539,49.0882,49.7893,774906.0
2020-09-16,49.8262,50.555,49.3557,49.8815,719689.0
2020-09-17,49.4387,50.0937,48.7745,49.7155,547116.0
2020-09-18,49.6786,50.2967,49.2634,49.5125,1193910.0
2020-09-19,49.6786,50.2967,49.2634,49.5125,1193910.0
2020-09-20,49.6786,50.2967,49.2634,49.5125,1193910.0
2020-09-21,48.7191,48.7191,47.5152,47.9442,1007010.0
2020-09-22,48.1195,49.0236,48.0365,48.5346,821051.0
2020-09-23,48.6177,49.0882,47.566,47.5844,813339.0
2020-09-24,47.4276,48.3501,46.8372,47.7505,456099.0
2020-09-25,47.2984,48.7191,47.2615,48.4239,580731.0
2020-09-26,47.2984,48.7191,47.2615,48.4239,580731.0
2020-09-27,47.2984,48.7191,47.2615,48.4239,580731.0
2020-09-28,49.1435,49.4941,48.8944,49.1158,519294.0
2020-09-29,49.1804,49.3557,48.2902,48.4977,483106.0
2020-09-30,48.59,49.7893,48.1564,48.8391,1056351.0
2020-10-01,49.0236,49.5218,47.9027,48.4701,851694.0
2020-10-02,47.852,50.5642,47.5568,50.3428,746785.0
2020-10-03,47.852,50.5642,47.5568,50.3428,746785.0
2020-10-04,47.852,50.5642,47.5568,50.3428,746785.0
2020-10-05,51.0347,51.5606,50.6934,51.293,659228.0
2020-10-06,51.3576,52.1787,50.7026,50.8041,750551.0
2020-10-07,51.4314,52.723,51.3853,52.6492,705306.0
2020-10-08,52.8706,53.3042,52.7414,53.2673,751348.0
2020-10-09,53.7562,54.2544,53.3964,53.6363,1001142.0
2020-10-10,53.7562,54.2544,53.3964,53.6363,1001142.0
2020-10-11,53.7562,54.2544,53.3964,53.6363,1001142.0
2020-10-12,54.1806,54.4112,53.9223,54.2175,680910.0
2020-10-13,53.8392,54.3282,53.2119,53.4518,833922.0
2020-10-14,53.3226,54.2175,52.5938,52.6492,627333.0
2020-10-15,52.0034,52.4508,51.6989,52.3908,650774.0
2020-10-16,52.4923,52.7506,51.9942,52.2709,509158.0
2020-10-17,52.4923,52.7506,51.9942,52.2709,509158.0
2020-10-18,52.4923,52.7506,51.9942,52.2709,509158.0
2020-10-19,52.5292,52.6584,50.8963,51.1362,813535.0
2020-10-20,51.6713,52.8706,51.6713,51.9388,1093191.0
2020-10-21,51.8373,52.7045,50.9378,51.0347,837590.0
2020-10-22,51.3207,52.1325,51.1546,51.9572,1861885.0
2020-10-23,51.5698,51.5698,47.5568,47.6675,2673503.0
2020-10-24,51.5698,51.5698,47.5568,47.6675,2673503.0
2020-10-25,51.5698,51.5698,47.5568,47.6675,2673503.0
2020-10-26,47.077,47.3261,45.97,46.994,1570708.0
2020-10-27,46.6342,47.0816,46.0438,46.4497,1092936.0
2020-10-28,45.3427,45.8316,44.7246,45.0382,1283745.0
2020-10-29,44.7061,46.1407,44.5493,45.6194,1112285.0
2020-10-30,46.0346,46.8279,45.2504,46.7634,1080712.0
2020-10-31,46.0346,46.8279,45.2504,46.7634,1080712.0
2020-11-01,46.0346,46.8279,45.2504,46.7634,1080712.0
2020-11-02,47.3999,48.0826,46.9941,47.6121,855147.0
2020-11-03,48.2302,49.1066,47.8151,48.5162,770727.0
2020-11-04,48.6269,48.6269,46.9202,47.197,971965.0
2020-11-05,47.8796,48.6915,47.6773,48.1748,900185.0
2020-11-06,48.2302,48.4701,47.5198,47.732,663745.0
2020-11-07,48.2302,48.4701,47.5198,47.732,663745.0
2020-11-08,48.2302,48.4701,47.5198,47.732,663745.0
2020-11-09,51.0255,58.2582,51.0255,57.2987,3279794.0
2020-11-10,57.7785,60.3616,57.5109,59.07,1803070.0
2020-11-11,59.0608,59.8357,57.7323,58.0921,1249069.0
2020-11-12,57.1235,57.1973,55.998,56.7268,1274426.0
2020-11-13,57.1604,58.3504,57.1604,58.2951,763427.0
2020-11-14,57.1604,58.3504,57.1604,58.2951,763427.0
2020-11-15,57.1604,58.3504,57.1604,58.2951,763427.0
2020-11-16,59.8818,61.1826,59.153,61.0535,1227508.0
2020-11-17,60.3431,60.952,59.7896,60.4538,1158732.0
2020-11-18,60.4907,61.607,60.2324,60.3062,862585.0
2020-11-19,57.3818,59.5036,55.8504,57.4925,2158892.0
2020-11-20,57.188,57.2249,55.878,56.2655,1093013.0
2020-11-21,57.188,57.2249,55.878,56.2655,1093013.0
2020-11-22,57.188,57.2249,55.878,56.2655,1093013.0
2020-11-23,58.7471,60.9059,58.3827,60.3431,1663849.0
2020-11-24,60.6491,62.3462,60.3246,61.6878,1045386.0
2020-11-25,61.4838,61.6878,59.8377,61.0479,988940.0
2020-11-26,61.4838,61.6878,59.8377,61.0479,988940.0
2020-11-27,61.0572,61.4003,60.5379,60.7511,478406.0
2020-11-28,61.0572,61.4003,60.5379,60.7511,478406.0
2020-11-29,61.0572,61.4003,60.5379,60.7511,478406.0
2020-11-30,60.51,60.7511,59.1932,59.5178,1871768.0
2020-12-01,60.6028,60.9923,59.5827,60.0742,1095511.0
2020-12-02,59.6105,60.8346,59.3972,60.0834,1273899.0
2020-12-03,60.3524,61.0943,59.8609,59.9907,950351.0
2020-12-04,59.9629,61.3539,59.6569,61.1777,1056996.0
2020-12-05,59.9629,61.3539,59.6569,61.1777,1056996.0
2020-12-06,59.9629,61.3539,59.6569,61.1777,1056996.0
2020-12-07,61.0108,61.1314,59.2952,59.8423,2753812.0
2020-12-08,59.2396,60.4729,59.1561,60.2596,1994188.0
2020-12-09,60.2875,60.655,59.3972,59.9165,923405.0
2020-12-10,59.6754,59.8702,58.6553,59.4714,1122158.0
2020-12-11,58.8408,60.1855,58.8408,59.5363,1035134.0
2020-12-12,58.8408,60.1855,58.8408,59.5363,1035134.0
2020-12-13,58.8408,60.1855,58.8408,59.5363,1035134.0
2020-12-14,60.2689,60.2689,58.4235,58.4977,1246697.0
2020-12-15,58.9613,59.2303,57.8671,58.7388,712520.0
2020-12-16,59.0077,59.0077,57.7651,58.0525,799442.0
2020-12-17,58.3771,58.5811,57.4219,57.8207,992315.0
2020-12-18,57.8114,58.5904,57.612,58.4698,1570963.0
2020-12-19,57.8114,58.5904,57.612,58.4698,1570963.0
2020-12-20,57.8114,58.5904,57.612,58.4698,1570963.0
2020-12-21,57.4776,57.5703,56.0773,57.5239,706886.0
2020-12-22,57.4219,57.9042,57.1437,57.5332,608188.0
2020-12-23,57.9691,58.4698,57.7372,57.7465,424247.0
2020-12-24,57.9227,57.9227,57.1808,57.6909,178303.0
2020-12-25,57.9227,57.9227,57.1808,57.6909,178303.0
2020-12-26,57.9227,57.9227,57.1808,57.6909,178303.0
2020-12-27,57.9227,57.9227,57.1808,57.6909,178303.0
2020-12-28,58.3771,58.7944,57.8392,58.136,438729.0
2020-12-29,58.5348,58.5348,57.1715,57.7372,487471.0
2020-12-30,57.8949,58.3122,57.2457,57.5889,445335.0
2020-12-31,57.459,58.0433,57.1113,57.9413,530029.0
2021-01-01,57.459,58.0433,57.1113,57.9413,530029.0
2021-01-02,57.459,58.0433,57.1113,57.9413,530029.0
2021-01-03,57.459,58.0433,57.1113,57.9413,530029.0
2021-01-04,58.3122,58.9845,56.476,56.7079,874124.0
2021-01-05,56.6893,57.9783,56.6337,57.5703,1206090.0
2021-01-06,58.4049,59.9722,58.2009,59.4621,947084.0
2021-01-07,59.8516,60.6584,59.1468,60.3431,1031711.0
2021-01-08,60.3431,60.6862,59.4343,59.694,777664.0
2021-01-09,60.3431,60.6862,59.4343,59.694,777664.0
2021-01-10,60.3431,60.6862,59.4343,59.694,777664.0
2021-01-11,58.915,59.5456,58.3307,58.4977,1006690.0
2021-01-12,58.5997,60.2689,58.4513,59.7218,1908397.0
2021-01-13,59.9258,60.0464,58.544,59.0077,1054180.0
2021-01-14,59.425,61.0664,59.2396,60.6028,827154.0
2021-01-15,59.9443,60.2782,58.6692,59.1561,612622.0
2021-01-16,59.9443,60.2782,58.6692,59.1561,612622.0
2021-01-17,59.9443,60.2782,58.6692,59.1561,612622.0
2021-01-18,59.9443,60.2782,58.6692,59.1561,612622.0
2021-01-19,59.694,60.3338,59.1004,59.5363,739025.0
2021-01-20,59.6754,62.1515,59.6198,61.8454,1278080.0
2021-01-21,61.8547,63.8763,61.7434,63.1344,1522484.0
2021-01-22,62.5317,63.9876,62.272,63.3477,1379213.0
2021-01-23,62.5317,63.9876,62.272,63.3477,1379213.0
2021-01-24,62.5317,63.9876,62.272,63.3477,1379213.0
2021-01-25,62.7635,64.0711,62.1422,63.5796,1711682.0
2021-01-26,64.0989,65.0541,62.4157,62.6986,1565600.0
2021-01-27,61.697,62.5688,59.1004,60.7233,2853674.0
2021-01-28,61.4281,62.4389,59.6661,60.0927,1571143.0
2021-01-29,67.3539,68.0216,60.1298,62.5966,3296406.0
2021-01-30,67.3539,68.0216,60.1298,62.5966,3296406.0
2021-01-31,67.3539,68.0216,60.1298,62.5966,3296406.0
2021-02-01,63.0603,63.9227,61.4745,63.7094,1182355.0
2021-02-02,63.8485,63.9876,61.6878,62.5966,1848494.0
2021-02-03,63.2736,65.4343,62.8284,65.1932,1264098.0
2021-02-04,64.9984,66.1762,64.8732,65.2581,992679.0
2021-02-05,65.629,66.4127,64.9892,65.6754,696784.0
2021-02-06,65.629,66.4127,64.9892,65.6754,696784.0
2021-02-07,65.629,66.4127,64.9892,65.6754,696784.0
2021-02-08,65.9722,66.9737,65.6105,66.8624,595516.0
2021-02-09,66.677,67.1406,65.8702,66.9459,616575.0
2021-02-10,67.5208,68.0402,66.3802,67.7063,1026415.0
2021-02-11,67.7434,68.5548,66.9644,67.7527,823606.0
2021-02-12,67.8454,68.7171,67.7434,68.4204,790861.0
2021-02-13,67.8454,68.7171,67.7434,68.4204,790861.0
2021-02-14,67.8454,68.7171,67.7434,68.4204,790861.0
2021-02-15,67.8454,68.7171,67.7434,68.4204,790861.0
2021-02-16,68.578,69.3941,67.8269,69.3292,1229330.0
2021-02-17,69.0139,71.5178,68.6429,70.9428,1160451.0
2021-02-18,70.3957,71.796,69.9505,71.3045,864977.0
2021-02-19,71.5734,73.1592,71.5688,72.7326,916126.0
2021-02-20,71.5734,73.1592,71.5688,72.7326,916126.0
2021-02-21,71.5734,73.1592,71.5688,72.7326,916126.0
2021-02-22,72.5193,75.6259,72.1484,75.1623,1031118.0
2021-02-23,74.8191,77.4343,74.0031,76.7759,1382628.0
2021-02-24,76.6175,77.251,75.5089,76.5336,1505527.0
2021-02-25,76.9529,77.0833,73.7155,73.9623,1718489.0
2021-02-26,73.9437,74.3536,72.006,72.4717,1997665.0
2021-02-27,73.9437,74.3536,72.006,72.4717,1997665.0
2021-02-28,73.9437,74.3536,72.006,72.4717,1997665.0
2021-03-01,72.7885,73.9437,72.5556,73.6363,1172247.0
2021-03-02,73.6363,74.3909,72.2295,72.304,1228480.0
2021-03-03,72.6115,73.1937,71.6519,71.6519,1258617.0
2021-03-04,71.7171,72.0898,69.6023,70.6178,1338013.0
2021-03-05,71.5121,71.9686,70.2079,71.6612,1287779.0
2021-03-06,71.5121,71.9686,70.2079,71.6612,1287779.0
2021-03-07,71.5121,71.9686,70.2079,71.6612,1287779.0
2021-03-08,72.4251,72.8816,71.1581,71.9314,1142188.0
2021-03-09,72.3227,72.863,71.4097,71.5494,1242954.0
2021-03-10,71.4842,71.9314,70.7762,71.2792,1037708.0
2021-03-11,71.6985,72.8071,70.8973,72.0525,589000.0
2021-03-12,72.4251,73.1332,71.2233,73.068,646858.0
2021-03-13,72.4251,73.1332,71.2233,73.068,646858.0
2021-03-14,72.4251,73.1332,71.2233,73.068,646858.0
2021-03-15,72.5649,72.6674,71.3072,72.2575,1092450.0
2021-03-16,72.2668,72.6115,70.0774,70.506,889174.0
2021-03-17,70.7855,71.4004,69.9936,70.4967,1062947.0
2021-03-18,70.6271,73.7574,70.2405,72.1922,1143007.0
2021-03-19,71.6239,72.1829,70.0882,71.4656,4960534.0
2021-03-20,71.6239,72.1829,70.0882,71.4656,4960534.0
2021-03-21,71.6239,72.1829,70.0882,71.4656,4960534.0
2021-03-22,71.6146,71.8857,69.3321,70.3383,907133.0
2021-03-23,69.6955,69.9843,68.1676,68.4191,814161.0
2021-03-24,69.1458,70.4967,68.5961,68.652,837448.0
2021-03-25,68.3446,70.4408,68.1955,70.0402,864657.0
2021-03-26,70.9997,71.95,70.2358,71.8662,832811.0
2021-03-27,70.9997,71.95,70.2358,71.8662,832811.0
2021-03-28,70.9997,71.95,70.2358,71.8662,832811.0
2021-03-29,71.568,73.0307,70.6737,71.1581,785984.0
2021-03-30,71.3817,72.5183,71.1674,72.2575,667713.0
2021-03-31,72.2016,73.4406,72.1084,72.7326,977858.0
2021-04-01,72.9003,73.2543,71.9127,72.3506,1923950.0
2021-04-02,72.9003,73.2543,71.9127,72.3506,1923950.0
2021-04-03,72.9003,73.2543,71.9127,72.3506,1923950.0
2021-04-04,72.9003,73.2543,71.9127,72.3506,1923950.0
2021-04-05,72.9003,73.7015,72.3227,72.8444,814093.0
2021-04-06,72.6301,75.1176,72.3134,73.9251,1279636.0
2021-04-07,73.953,74.2977,73.4406,74.1394,816633.0
2021-04-08,74.2698,75.0337,73.6922,74.7542,673518.0
2021-04-09,75.1548,75.998,74.9778,75.7883,980227.0
2021-04-10,75.1548,75.998,74.9778,75.7883,980227.0
2021-04-11,75.1548,75.998,74.9778,75.7883,980227.0
2021-04-12,75.4809,76.366,75.4623,76.2542,641903.0
2021-04-13,76.0958,77.046,75.6486,76.9249,1067078.0
2021-04-14,76.9063,78.1361,76.9063,77.2231,994929.0
2021-04-15,77.4466,77.8286,75.8815,76.6082,620789.0
2021-04-16,77.251,77.81,76.6641,77.605,660442.0
2021-04-17,77.251,77.81,76.6641,77.605,660442.0
2021-04-18,77.251,77.81,76.6641,77.605,660442.0
2021-04-19,77.1672,77.3488,75.6952,75.9095,1150855.0
2021-04-20,76.5895,78.0895,75.4064,75.6952,777451.0
2021-04-21,75.6486,77.1951,75.4064,76.8597,806502.0
2021-04-22,80.9123,81.5365,79.3285,79.3751,1322193.0
2021-04-23,79.3751,81.3502,78.546,81.0521,1324961.0
2021-04-24,79.3751,81.3502,78.546,81.0521,1324961.0
2021-04-25,79.3751,81.3502,78.546,81.0521,1324961.0
2021-04-26,81.2104,82.4775,81.2104,81.7042,782862.0
2021-04-27,81.8626,82.8967,81.7135,82.8594,652416.0
2021-04-28,82.8222,83.8004,81.6763,81.6856,945787.0
2021-04-29,82.4029,82.9247,81.7135,82.729,774887.0
2021-04-30,82.6079,82.6079,80.9785,81.6204,940561.0
2021-05-01,82.6079,82.6079,80.9785,81.6204,940561.0
2021-05-02,82.6079,82.6079,80.9785,81.6204,940561.0
2021-05-03,82.2073,82.3843,81.0428,81.5645,552998.0
2021-05-04,81.2291,83.111,81.2291,83.0644,679026.0
2021-05-05,83.2973,83.2973,81.5645,83.0458,414851.0
2021-05-06,83.111,83.6746,82.3377,83.5675,494536.0
2021-05-07,82.9153,84.3873,82.5893,84.1451,552566.0
2021-05-08,82.9153,84.3873,82.5893,84.1451,552566.0
2021-05-09,82.9153,84.3873,82.5893,84.1451,552566.0
2021-05-10,84.6854,85.0395,83.6886,84.5923,825858.0
2021-05-11,83.8004,84.3035,82.524,83.5488,948581.0
2021-05-12,83.8563,84.0147,81.4061,81.4713,778510.0
2021-05-13,81.462,82.8129,81.4061,82.552,656819.0
2021-05-14,82.6824,84.0388,82.6452,83.9588,535943.0
2021-05-15,82.6824,84.0388,82.6452,83.9588,535943.0
