,OGE US Equity,OGE US Equity,OGE US Equity,OGE US Equity,OGE US Equity
2021-03-06,26.6424,27.3829,26.5046,27.3313,1185200.0
2021-03-07,26.6424,27.3829,26.5046,27.3313,1185200.0
2021-03-08,27.314,27.6929,26.9832,27.6154,1547992.0
2021-03-09,27.5552,27.7188,27.3313,27.3743,2343127.0
2021-03-10,27.2796,27.8479,27.1332,27.6671,1957447.0
2021-03-11,27.3829,27.8522,26.9782,26.9954,1391749.0
2021-03-12,27.1849,27.5121,27.0902,27.3915,1365891.0
2021-03-13,27.1849,27.5121,27.0902,27.3915,1365891.0
2021-03-14,27.1849,27.5121,27.0902,27.3915,1365891.0
2021-03-15,27.6154,28.5454,27.581,28.5454,2102030.0
2021-03-16,28.2613,28.5712,28.1407,28.4335,1356567.0
2021-03-17,28.356,28.4679,27.8393,27.8996,1526378.0
2021-03-18,27.9168,28.1321,27.7446,27.9771,1276790.0
2021-03-19,27.9857,28.1751,27.4518,27.7963,3062115.0
2021-03-20,27.9857,28.1751,27.4518,27.7963,3062115.0
2021-03-21,27.9857,28.1751,27.4518,27.7963,3062115.0
2021-03-22,27.5293,27.6542,27.3313,27.624,1712372.0
2021-03-23,27.8479,27.8479,27.4088,27.5638,1157134.0
2021-03-24,27.5121,27.8479,27.4088,27.5724,1365336.0
2021-03-25,27.5552,27.9082,27.1978,27.7704,1157451.0
2021-03-26,27.8738,27.9599,27.6499,27.8996,833587.0
2021-03-27,27.8738,27.9599,27.6499,27.8996,833587.0
2021-03-28,27.8738,27.9599,27.6499,27.8996,833587.0
2021-03-29,27.7963,28.3646,27.779,28.2268,1217957.0
2021-03-30,28.2096,28.2096,27.6929,27.9426,706119.0
2021-03-31,27.9513,27.9857,27.7274,27.8651,1048439.0
2021-04-01,27.8393,28.0804,27.7446,28.0804,807211.0
2021-04-02,27.8393,28.0804,27.7446,28.0804,807211.0
2021-04-03,27.8393,28.0804,27.7446,28.0804,807211.0
2021-04-04,27.8393,28.0804,27.7446,28.0804,807211.0
2021-04-05,28.2268,28.6401,28.089,28.2699,1030415.0
2021-04-06,28.1751,28.3215,27.9857,28.1579,841687.0
2021-04-07,28.244,28.455,28.1924,28.4076,888889.0
2021-04-08,28.399,28.4593,28.0976,28.1235,1159405.0
2021-04-09,28.0646,28.239,27.9862,28.0733,1206295.0
2021-04-10,28.0646,28.239,27.9862,28.0733,1206295.0
2021-04-11,28.0646,28.239,27.9862,28.0733,1206295.0
2021-04-12,28.1518,28.4526,28.0821,28.239,1080240.0
2021-04-13,28.1082,28.5136,28.0298,28.4482,1133932.0
2021-04-14,28.4134,28.7883,28.3532,28.6488,1055993.0
2021-04-15,28.6313,29.137,28.6313,29.1196,1248166.0
2021-04-16,29.2067,29.3811,29.137,29.1806,878961.0
2021-04-17,29.2067,29.3811,29.137,29.1806,878961.0
2021-04-18,29.2067,29.3811,29.137,29.1806,878961.0
2021-04-19,29.3114,29.4421,29.1719,29.2591,1256615.0
2021-04-20,29.2503,29.5555,29.1544,29.3288,1255599.0
2021-04-21,29.2591,29.4247,29.0149,29.0149,1093536.0
2021-04-22,29.1108,29.1108,28.7098,28.7185,867502.0
2021-04-23,28.8231,28.8231,28.5441,28.7272,864882.0
2021-04-24,28.8231,28.8231,28.5441,28.7272,864882.0
2021-04-25,28.8231,28.8231,28.5441,28.7272,864882.0
2021-04-26,28.858,28.9016,28.6313,28.8057,897287.0
2021-04-27,28.8144,28.8144,28.3567,28.4482,1150540.0
2021-04-28,28.4744,29.0149,28.457,28.9452,2335834.0
2021-04-29,28.9713,29.6645,28.8929,29.3985,1953283.0
2021-04-30,29.3985,29.5206,29.1806,29.2591,1478122.0
2021-05-01,29.3985,29.5206,29.1806,29.2591,1478122.0
2021-05-02,29.3985,29.5206,29.1806,29.2591,1478122.0
2021-05-03,29.3201,29.5468,29.1196,29.198,1324974.0
2021-05-04,29.1893,29.2067,28.8667,29.1283,1319776.0
2021-05-05,29.1108,29.2024,28.6488,29.137,1662147.0
2021-05-06,29.1631,29.9696,28.9713,29.6601,2376272.0
2021-05-07,29.5555,29.7996,29.2503,29.5816,2866101.0
2021-05-08,29.5555,29.7996,29.2503,29.5816,2866101.0
2021-05-09,29.5555,29.7996,29.2503,29.5816,2866101.0
2021-05-10,29.6775,29.9652,29.5555,29.7124,1893417.0
2021-05-11,29.6427,29.6863,28.9147,29.137,2002069.0
2021-05-12,28.9539,29.1065,28.5412,28.7098,2478589.0
2021-05-13,28.6662,29.5468,28.5861,29.5032,2302378.0
2021-05-14,29.5991,30.2791,29.586,29.9914,1909550.0
2021-05-15,29.5991,30.2791,29.586,29.9914,1909550.0
2021-05-16,29.5991,30.2791,29.586,29.9914,1909550.0
2021-05-17,29.9042,29.9827,29.3724,29.4596,2025013.0
2021-05-18,29.2416,29.3898,28.8231,29.2329,3320816.0
2021-05-19,28.9975,29.525,28.6747,29.2765,2683070.0
2021-05-20,29.2765,29.5032,29.2067,29.2765,2008193.0
2021-05-21,29.3985,29.5729,29.0193,29.3811,1914845.0
2021-05-22,29.3985,29.5729,29.0193,29.3811,1914845.0
2021-05-23,29.3985,29.5729,29.0193,29.3811,1914845.0
2021-05-24,29.5119,29.6645,29.2024,29.5642,2418998.0
2021-05-25,29.8606,29.8606,29.3768,29.4073,3116623.0
2021-05-26,29.6427,30.0263,29.1719,29.9565,3411086.0
2021-05-27,30.0786,30.2791,29.8214,30.1396,19981793.0
2021-05-28,30.2704,30.4186,29.8127,30.0786,2530720.0
2021-05-29,30.2704,30.4186,29.8127,30.0786,2530720.0
2021-05-30,30.2704,30.4186,29.8127,30.0786,2530720.0
2021-05-31,30.2704,30.4186,29.8127,30.0786,2530720.0
2021-06-01,30.2355,30.2355,29.5598,29.8606,1984980.0
2021-06-02,29.8781,29.9696,29.5555,29.6775,2213145.0
2021-06-03,29.4334,29.9217,29.3855,29.8519,2238853.0
2021-06-04,29.9042,29.9565,29.6078,29.9304,1477336.0
2021-06-05,29.9042,29.9565,29.6078,29.9304,1477336.0
2021-06-06,29.9042,29.9565,29.6078,29.9304,1477336.0
2021-06-07,29.9478,30.0176,29.6863,29.8432,1671854.0
2021-06-08,29.8955,29.8955,29.477,29.6775,1442448.0
2021-06-09,29.7647,30.0917,29.5904,30.0611,1118058.0
2021-06-10,30.1396,30.4884,29.974,30.4186,1229001.0
2021-06-11,30.7761,30.9156,30.4971,30.9068,2041606.0
2021-06-12,30.7761,30.9156,30.4971,30.9068,2041606.0
2021-06-13,30.7761,30.9156,30.4971,30.9068,2041606.0
2021-06-14,30.8197,30.9068,30.6017,30.7412,1432395.0
2021-06-15,30.7063,30.8484,30.5581,30.6802,1257291.0
2021-06-16,30.7499,30.8632,30.2747,30.3227,1910513.0
2021-06-17,30.2878,30.5823,30.0873,30.096,2138861.0
2021-06-18,29.9304,29.9702,29.137,29.1457,2449253.0
2021-06-19,29.9304,29.9702,29.137,29.1457,2449253.0
2021-06-20,29.9304,29.9702,29.137,29.1457,2449253.0
2021-06-21,29.1806,30.0917,29.1196,29.9217,2336376.0
2021-06-22,29.8083,29.9392,29.6427,29.6688,1612379.0
2021-06-23,29.6514,29.6906,29.355,29.4945,1890482.0
2021-06-24,29.5642,29.5816,29.1719,29.4421,1275113.0
2021-06-25,29.416,29.9914,29.3201,29.974,2170510.0
2021-06-26,29.416,29.9914,29.3201,29.974,2170510.0
2021-06-27,29.416,29.9914,29.3201,29.974,2170510.0
2021-06-28,29.9217,30.0176,29.7037,29.7909,921271.0
2021-06-29,29.6863,30.0263,29.2765,29.3637,958315.0
2021-06-30,29.2939,29.4857,29.1544,29.3375,1072478.0
2021-07-01,29.4596,29.7691,29.2329,29.6252,1215141.0
2021-07-02,29.7386,29.8519,29.4945,29.8432,1127976.0
2021-07-03,29.7386,29.8519,29.4945,29.8432,1127976.0
2021-07-04,29.7386,29.8519,29.4945,29.8432,1127976.0
2021-07-05,29.7386,29.8519,29.4945,29.8432,1127976.0
2021-07-06,29.8519,29.8955,29.2416,29.6165,1540994.0
2021-07-07,29.5904,29.8345,29.355,29.7298,1657334.0
2021-07-08,29.477,29.7865,29.3985,29.6165,1533891.0
2021-07-09,29.8217,29.9628,29.5481,29.9364,1596548.0
2021-07-10,29.8217,29.9628,29.5481,29.9364,1596548.0
2021-07-11,29.8217,29.9628,29.5481,29.9364,1596548.0
2021-07-12,29.7599,29.9981,29.6011,29.954,722063.0
2021-07-13,29.9452,29.9452,29.3452,29.3805,1021306.0
2021-07-14,29.4158,29.6805,29.3364,29.5305,1097246.0
2021-07-15,29.3893,30.0334,29.3629,29.9981,1297547.0
2021-07-16,30.0069,30.3687,29.9805,30.201,997149.0
2021-07-17,30.0069,30.3687,29.9805,30.201,997149.0
2021-07-18,30.0069,30.3687,29.9805,30.201,997149.0
2021-07-19,29.9981,30.1393,29.0541,29.3981,1547642.0
2021-07-20,29.3981,30.0775,29.3805,29.9011,1378008.0
2021-07-21,29.9981,30.0687,29.504,29.5128,1217832.0
2021-07-22,29.5128,29.5746,29.1908,29.3011,805539.0
2021-07-23,29.3011,29.7555,29.2923,29.6717,1306373.0
2021-07-24,29.3011,29.7555,29.2923,29.6717,1306373.0
2021-07-25,29.3011,29.7555,29.2923,29.6717,1306373.0
2021-07-26,29.6981,29.8922,29.6011,29.7599,917533.0
2021-07-27,29.6805,30.3687,29.5481,30.1922,934292.0
2021-07-28,30.3069,30.3217,29.7775,29.9628,1028948.0
2021-07-29,30.0158,30.0952,29.8525,30.0334,1187793.0
2021-07-30,29.9893,30.3157,29.7202,29.7775,1422149.0
2021-07-31,29.9893,30.3157,29.7202,29.7775,1422149.0
2021-08-01,29.9893,30.3157,29.7202,29.7775,1422149.0
2021-08-02,29.9187,30.2628,29.8481,30.051,1227433.0
2021-08-03,30.0687,30.351,29.8861,30.2981,1526688.0
2021-08-04,30.1393,30.2099,29.7908,30.0863,1004244.0
2021-08-05,30.1569,30.4216,29.9364,30.4128,1062327.0
2021-08-06,30.3951,31.2333,30.2628,30.9157,1334749.0
2021-08-07,30.3951,31.2333,30.2628,30.9157,1334749.0
2021-08-08,30.3951,31.2333,30.2628,30.9157,1334749.0
2021-08-09,30.9686,31.1363,30.8275,31.0657,1102263.0
2021-08-10,31.0922,31.2333,30.7745,31.0745,794553.0
2021-08-11,31.251,31.4539,31.048,31.4451,1092280.0
2021-08-12,32.1244,32.4156,31.7539,31.8245,1232685.0
2021-08-13,31.8068,32.0539,31.7098,32.0186,655031.0
2021-08-14,31.8068,32.0539,31.7098,32.0186,655031.0
2021-08-15,31.8068,32.0539,31.7098,32.0186,655031.0
2021-08-16,31.9921,32.248,31.6657,31.6745,940621.0
2021-08-17,31.5333,31.7362,31.3657,31.7186,557244.0
2021-08-18,31.7009,31.7627,31.3921,31.4627,554827.0
2021-08-19,31.2686,31.7009,31.2113,31.2245,907700.0
2021-08-20,31.101,31.7098,30.9157,31.6568,1046647.0
2021-08-21,31.101,31.7098,30.9157,31.6568,1046647.0
2021-08-22,31.101,31.7098,30.9157,31.6568,1046647.0
2021-08-23,31.7627,31.7627,31.3127,31.3304,664600.0
2021-08-24,31.4363,31.4363,31.1186,31.2686,673488.0
2021-08-25,31.1539,31.6921,31.0657,31.4892,1025806.0
2021-08-26,31.5598,31.6039,31.3216,31.3216,773882.0
2021-08-27,31.348,31.6392,31.3392,31.3833,675110.0
2021-08-28,31.348,31.6392,31.3392,31.3833,675110.0
2021-08-29,31.348,31.6392,31.3392,31.3833,675110.0
2021-08-30,31.4186,31.4804,31.2422,31.3127,735333.0
2021-08-31,31.2863,31.498,31.1495,31.2422,1117698.0
2021-09-01,31.2774,31.6657,31.1451,31.5245,1070226.0
2021-09-02,31.5245,31.8068,31.5068,31.7274,786293.0
2021-09-03,31.7362,31.7362,31.4363,31.4715,834104.0
2021-09-04,31.7362,31.7362,31.4363,31.4715,834104.0
2021-09-05,31.7362,31.7362,31.4363,31.4715,834104.0
2021-09-06,31.7362,31.7362,31.4363,31.4715,834104.0
2021-09-07,31.3657,31.4892,31.0216,31.0833,859165.0
2021-09-08,31.0745,31.6436,30.9069,31.5068,732096.0
2021-09-09,31.4627,31.5774,31.3216,31.3216,708274.0
2021-09-10,31.3833,31.3921,30.9509,30.9598,757992.0
2021-09-11,31.3833,31.3921,30.9509,30.9598,757992.0
2021-09-12,31.3833,31.3921,30.9509,30.9598,757992.0
2021-09-13,31.101,31.2245,30.8319,31.0128,761255.0
2021-09-14,31.0922,31.1627,30.4657,30.5893,1102096.0
2021-09-15,30.4922,30.8804,30.4481,30.6334,1397473.0
2021-09-16,30.5363,30.6334,30.0246,30.0775,1304829.0
2021-09-17,30.0599,30.201,29.6981,29.7687,2968265.0
2021-09-18,30.0599,30.201,29.6981,29.7687,2968265.0
2021-09-19,30.0599,30.201,29.6981,29.7687,2968265.0
2021-09-20,29.4423,29.8658,29.3055,29.6099,1064269.0
2021-09-21,29.7422,30.0069,29.2923,29.3276,895931.0
2021-09-22,29.5261,29.8393,29.3011,29.6011,1551694.0
2021-09-23,29.6099,30.0008,29.5481,29.7422,1773177.0
2021-09-24,29.7334,29.9981,29.6893,29.707,998606.0
2021-09-25,29.7334,29.9981,29.6893,29.707,998606.0
2021-09-26,29.7334,29.9981,29.6893,29.707,998606.0
2021-09-27,29.8217,30.0599,29.4246,29.4776,863334.0
2021-09-28,29.4423,29.6099,29.0188,29.0629,926381.0
2021-09-29,29.0629,29.7422,28.9923,29.5834,1400131.0
2021-09-30,29.8217,29.8217,29.0541,29.0805,1718005.0
2021-10-01,29.204,29.4028,28.9438,29.1158,1127068.0
2021-10-02,29.204,29.4028,28.9438,29.1158,1127068.0
2021-10-03,29.204,29.4028,28.9438,29.1158,1127068.0
2021-10-04,29.1158,29.8261,29.1158,29.6805,1034627.0
2021-10-05,29.7334,29.8922,29.354,29.4687,1008753.0
2021-10-06,29.3099,29.7246,28.9305,29.7158,999101.0
2021-10-07,29.7158,29.9849,29.5393,29.6364,893958.0
2021-10-08,29.6632,29.69,29.4935,29.5292,524852.0
2021-10-09,29.6632,29.69,29.4935,29.5292,524852.0
2021-10-10,29.6632,29.69,29.4935,29.5292,524852.0
2021-10-11,29.4845,29.6587,29.1585,29.2612,1006156.0
2021-10-12,29.297,29.4577,29.0469,29.1987,808053.0
2021-10-13,29.163,29.6408,29.0201,29.5113,1033936.0
2021-10-14,29.6096,30.1544,29.556,30.1455,1020678.0
2021-10-15,30.2348,30.5966,30.0562,30.1455,1752759.0
2021-10-16,30.2348,30.5966,30.0562,30.1455,1752759.0
2021-10-17,30.2348,30.5966,30.0562,30.1455,1752759.0
2021-10-18,29.9401,29.9728,29.6408,29.8239,1026059.0
2021-10-19,29.9401,30.1991,29.9043,30.0115,607455.0
2021-10-20,30.0562,30.5385,29.9847,30.3956,489614.0
2021-10-21,30.2348,30.3688,30.1098,30.1902,769593.0
2021-10-22,30.2705,30.61,30.1366,30.5653,696608.0
2021-10-23,30.2705,30.61,30.1366,30.5653,696608.0
2021-10-24,30.2705,30.61,30.1366,30.5653,696608.0
2021-10-25,30.5921,30.6859,30.2795,30.5921,642794.0
2021-10-26,30.6725,30.8511,30.44,30.601,684902.0
2021-10-27,30.6546,30.6993,30.3867,30.4135,784784.0
2021-10-28,30.3241,30.543,30.2616,30.4313,574759.0
2021-10-29,30.4135,30.7797,30.2953,30.4313,1541725.0
2021-10-30,30.4135,30.7797,30.2953,30.4313,1541725.0
2021-10-31,30.4135,30.7797,30.2953,30.4313,1541725.0
2021-11-01,30.5832,31.061,30.409,30.9672,1129269.0
2021-11-02,30.994,30.994,30.6903,30.7975,760954.0
2021-11-03,30.7886,31.1146,30.7439,30.8958,757285.0
2021-11-04,30.735,30.9047,30.3465,30.5117,917663.0
2021-11-05,30.7707,31.2263,30.6814,30.9047,741209.0
2021-11-06,30.7707,31.2263,30.6814,30.9047,741209.0
2021-11-07,30.7707,31.2263,30.6814,30.9047,741209.0
2021-11-08,30.9672,30.9672,30.1768,30.3688,814672.0
2021-11-09,30.4224,30.5474,30.2973,30.467,740698.0
2021-11-10,30.4849,30.7082,30.4313,30.6457,402114.0
2021-11-11,30.6457,30.7797,30.5028,30.7082,706336.0
2021-11-12,30.6725,30.8422,30.5653,30.7618,784664.0
2021-11-13,30.6725,30.8422,30.5653,30.7618,784664.0
2021-11-14,30.6725,30.8422,30.5653,30.7618,784664.0
2021-11-15,30.9583,31.2263,30.7082,31.2173,665079.0
2021-11-16,31.53,31.5835,31.0476,31.0923,964839.0
2021-11-17,30.9136,31.1905,30.869,31.1191,685051.0
2021-11-18,31.0923,31.1995,30.6903,30.9404,671576.0
2021-11-19,30.9404,31.4719,30.8511,31.3602,991760.0
2021-11-20,30.9404,31.4719,30.8511,31.3602,991760.0
2021-11-21,30.9404,31.4719,30.8511,31.3602,991760.0
2021-11-22,31.396,31.7533,31.2531,31.6461,653398.0
2021-11-23,31.6639,31.789,31.4942,31.6639,563984.0
2021-11-24,31.6282,31.7354,31.5389,31.6193,593606.0
2021-11-25,31.6282,31.7354,31.5389,31.6193,593606.0
2021-11-26,31.2799,31.3781,30.7886,30.869,543867.0
2021-11-27,31.2799,31.3781,30.7886,30.869,543867.0
2021-11-28,31.2799,31.3781,30.7886,30.869,543867.0
2021-11-29,31.0387,31.5567,30.8333,31.3513,1051692.0
2021-11-30,31.1727,31.2977,30.6368,30.6546,1800302.0
2021-12-01,31.003,31.5567,30.8243,30.8333,1302844.0
2021-12-02,30.9136,31.6907,30.9136,31.4317,1050709.0
2021-12-03,31.6014,32.1239,31.5746,32.1016,1283472.0
2021-12-04,31.6014,32.1239,31.5746,32.1016,1283472.0
2021-12-05,31.6014,32.1239,31.5746,32.1016,1283472.0
2021-12-06,32.4946,32.8653,32.2802,32.7358,1710047.0
2021-12-07,31.9408,32.4366,31.7354,32.1999,1882019.0
2021-12-08,32.1552,32.4857,32.1418,32.2177,1699105.0
2021-12-09,32.182,32.2936,31.8783,32.0033,852757.0
2021-12-10,32.1999,32.3606,31.9319,32.0927,940896.0
2021-12-11,32.1999,32.3606,31.9319,32.0927,940896.0
2021-12-12,32.1999,32.3606,31.9319,32.0927,940896.0
2021-12-13,31.9676,32.7626,31.9408,32.4499,1090904.0
2021-12-14,32.3964,32.709,32.3785,32.4321,1092446.0
2021-12-15,32.7358,33.1109,32.6599,33.0841,1264068.0
2021-12-16,33.0663,33.5977,32.9144,33.0841,1660315.0
2021-12-17,33.0752,33.2717,32.7804,32.9233,3090238.0
2021-12-18,33.0752,33.2717,32.7804,32.9233,3090238.0
2021-12-19,33.0752,33.2717,32.7804,32.9233,3090238.0
2021-12-20,32.6822,33.0395,32.0748,32.968,1130281.0
2021-12-21,33.1824,33.4503,32.8608,33.0305,976775.0
2021-12-22,32.9859,33.2806,32.9591,33.227,807481.0
2021-12-23,33.3342,33.4593,33.0931,33.236,1333798.0
2021-12-24,33.3342,33.4593,33.0931,33.236,1333798.0
2021-12-25,33.3342,33.4593,33.0931,33.236,1333798.0
2021-12-26,33.3342,33.4593,33.0931,33.236,1333798.0
2021-12-27,33.227,33.5039,33.0127,33.5039,602972.0
2021-12-28,33.5218,33.8076,33.5218,33.7897,426114.0
2021-12-29,33.8255,34.1247,33.7094,34.0488,674744.0
2021-12-30,34.0577,34.2887,33.9237,34.1649,612147.0
2021-12-31,34.1738,34.4507,34.1024,34.281,642886.0
2022-01-01,34.1738,34.4507,34.1024,34.281,642886.0
2022-01-02,34.1738,34.4507,34.1024,34.281,642886.0
2022-01-03,34.3793,34.3793,33.6379,33.9237,1135499.0
2022-01-04,33.9148,34.2408,33.7897,33.8344,893233.0
2022-01-05,33.8701,33.9952,33.6647,33.7362,1124340.0
2022-01-06,33.8076,33.9505,33.629,33.7094,1160000.0
2022-01-07,33.6823,34.1473,33.154,33.89,1588871.0
2022-01-08,33.6823,34.1473,33.154,33.89,1588871.0
2022-01-09,33.6823,34.1473,33.154,33.89,1588871.0
2022-01-10,33.9803,34.0615,33.7455,33.899,1069844.0
2022-01-11,33.908,34.0345,33.4069,33.6462,872604.0
2022-01-12,33.7003,33.9261,33.5559,33.6552,1211964.0
2022-01-13,33.6552,34.2241,33.6552,33.9261,961740.0
2022-01-14,33.9171,34.3776,33.8087,34.3144,1317914.0
2022-01-15,33.9171,34.3776,33.8087,34.3144,1317914.0
2022-01-16,33.9171,34.3776,33.8087,34.3144,1317914.0
2022-01-17,33.9171,34.3776,33.8087,34.3144,1317914.0
2022-01-18,34.0254,34.3415,33.6913,34.0706,1241826.0
2022-01-19,34.1789,34.5085,33.9989,34.0977,918147.0
2022-01-20,34.1609,34.2783,33.7049,33.8087,1136278.0
2022-01-21,33.7997,34.1202,33.61,33.6913,1026796.0
2022-01-22,33.7997,34.1202,33.61,33.6913,1026796.0
2022-01-23,33.7997,34.1202,33.61,33.6913,1026796.0
2022-01-24,33.5378,33.7184,32.6528,33.5017,1551166.0
2022-01-25,33.0773,33.6913,32.7522,33.4385,1576260.0
2022-01-26,33.601,33.9803,33.2398,33.5468,1398732.0
2022-01-27,33.7997,34.1699,33.5017,33.6732,1434367.0
2022-01-28,33.5649,34.197,33.4746,34.1699,2097394.0
2022-01-29,33.5649,34.197,33.4746,34.1699,2097394.0
2022-01-30,33.5649,34.197,33.4746,34.1699,2097394.0
2022-01-31,33.9441,34.2692,33.5604,34.2421,1653404.0
2022-02-01,34.188,34.3234,33.9306,34.0615,1412793.0
2022-02-02,33.9803,34.6079,33.899,34.4047,1149961.0
2022-02-03,34.3415,34.6169,34.1699,34.5763,1237736.0
2022-02-04,34.3144,34.6304,33.8629,34.0886,843089.0
2022-02-05,34.3144,34.6304,33.8629,34.0886,843089.0
2022-02-06,34.3144,34.6304,33.8629,34.0886,843089.0
2022-02-07,34.0706,34.1789,33.8809,34.0345,933863.0
2022-02-08,34.206,34.3776,34.0615,34.1157,700881.0
2022-02-09,34.3234,34.3866,34.0028,34.1518,758020.0
2022-02-10,33.9171,34.1238,33.2082,33.3301,974072.0
2022-02-11,33.4204,33.8268,33.0502,33.1676,1084462.0
2022-02-12,33.4204,33.8268,33.0502,33.1676,1084462.0
2022-02-13,33.4204,33.8268,33.0502,33.1676,1084462.0
2022-02-14,33.2759,33.5017,32.4361,32.8425,1010703.0
2022-02-15,32.987,33.1405,32.1517,32.3278,1690761.0
2022-02-16,32.391,32.5084,32.1201,32.3097,1399074.0
2022-02-17,32.1833,32.5355,31.9395,32.4722,1345021.0
2022-02-18,32.3639,32.5987,32.1878,32.2826,1234190.0
2022-02-19,32.3639,32.5987,32.1878,32.2826,1234190.0
2022-02-20,32.3639,32.5987,32.1878,32.2826,1234190.0
2022-02-21,32.3639,32.5987,32.1878,32.2826,1234190.0
2022-02-22,32.2826,32.698,32.0388,32.4542,1088797.0
2022-02-23,32.4903,32.6799,31.9214,31.9936,1338883.0
2022-02-24,31.9846,32.8696,31.8221,32.7702,2202230.0
2022-02-25,33.0863,33.6823,32.689,33.5739,1685615.0
2022-02-26,33.0863,33.6823,32.689,33.5739,1685615.0
2022-02-27,33.0863,33.6823,32.689,33.5739,1685615.0
2022-02-28,33.3391,33.9171,33.2579,33.908,2125723.0
2022-03-01,33.9983,34.3415,33.5829,33.8719,1808934.0
2022-03-02,33.899,34.5943,33.8268,34.486,1478941.0
2022-03-03,34.7659,35.4973,34.7388,35.3619,1470683.0
2022-03-04,35.109,35.9759,34.9555,35.9488,1472489.0
2022-03-05,35.109,35.9759,34.9555,35.9488,1472489.0
2022-03-06,35.109,35.9759,34.9555,35.9488,1472489.0
2022-03-07,35.7773,35.994,35.249,35.5154,1957321.0
2022-03-08,35.6418,35.8405,35.0819,35.091,1802313.0
2022-03-09,35.3799,35.3799,34.8923,35.0278,1228521.0
2022-03-10,34.8742,35.2445,34.7343,35.1,1065891.0
2022-03-11,35.0639,35.4883,34.9284,34.9375,782323.0
2022-03-12,35.0639,35.4883,34.9284,34.9375,782323.0
2022-03-13,35.0639,35.4883,34.9284,34.9375,782323.0
2022-03-14,35.1181,35.3438,34.653,34.7839,876085.0
2022-03-15,34.9826,35.1271,34.7298,34.9465,804757.0
2022-03-16,34.9013,35.1271,34.4804,35.0007,1049953.0
2022-03-17,34.9555,35.1903,34.6936,34.7569,1435015.0
2022-03-18,34.7298,35.0458,34.504,34.6846,2920882.0
2022-03-19,34.7298,35.0458,34.504,34.6846,2920882.0
2022-03-20,34.7298,35.0458,34.504,34.6846,2920882.0
2022-03-21,34.7839,35.4161,34.7839,35.1452,1020434.0
2022-03-22,35.2174,35.2174,34.8291,35.109,1435794.0
2022-03-23,35.0819,35.1903,34.7478,34.9916,1397327.0
2022-03-24,35.0819,35.389,34.9646,35.2174,875260.0
2022-03-25,35.4251,36.0391,35.3077,36.0301,1220506.0
2022-03-26,35.4251,36.0391,35.3077,36.0301,1220506.0
2022-03-27,35.4251,36.0391,35.3077,36.0301,1220506.0
2022-03-28,36.0753,36.0843,35.6779,35.9759,1019657.0
2022-03-29,35.9398,36.6848,35.9037,36.5538,1513893.0
2022-03-30,36.6712,36.6983,36.3281,36.5268,1536344.0
2022-03-31,36.5538,36.906,36.5222,36.8248,1891870.0
2022-04-01,36.6441,37.2763,36.4184,37.2763,1808219.0
2022-04-02,36.6441,37.2763,36.4184,37.2763,1808219.0
2022-04-03,36.6441,37.2763,36.4184,37.2763,1808219.0
2022-04-04,37.195,37.204,36.8473,37.0415,1195393.0
2022-04-05,37.213,37.6009,37.186,37.2853,986084.0
2022-04-06,37.3756,38.1793,37.2943,38.1251,1324884.0
2022-04-07,38.1251,38.1341,37.6284,37.8632,1427306.0
2022-04-08,38.0912,38.1277,37.7355,37.772,1776352.0
2022-04-09,38.0912,38.1277,37.7355,37.772,1776352.0
2022-04-10,38.0912,38.1277,37.7355,37.772,1776352.0
2022-04-11,37.7811,38.0684,37.5987,37.6535,1298083.0
2022-04-12,37.6899,38.0274,37.4902,37.8632,1303540.0
2022-04-13,37.9909,38.0912,37.5896,37.9179,1146532.0
2022-04-14,37.9179,38.155,37.8267,37.9635,858739.0
2022-04-15,37.9179,38.155,37.8267,37.9635,858739.0
2022-04-16,37.9179,38.155,37.8267,37.9635,858739.0
2022-04-17,37.9179,38.155,37.8267,37.9635,858739.0
2022-04-18,37.9635,38.2553,37.8313,38.0365,891940.0
2022-04-19,38.1094,38.2508,37.9453,38.0365,884585.0
2022-04-20,38.31,38.8481,38.0091,38.6019,736582.0
2022-04-21,38.5472,38.972,38.3771,38.5563,908024.0
2022-04-22,38.4651,38.4651,37.8997,37.9362,769608.0
2022-04-23,38.4651,38.4651,37.8997,37.9362,769608.0
2022-04-24,38.4651,38.4651,37.8997,37.9362,769608.0
2022-04-25,38.0365,38.1579,36.8327,37.4528,1182957.0
2022-04-26,37.3252,37.617,36.9513,36.9513,1022099.0
2022-04-27,37.0425,37.4848,36.6777,36.933,1248724.0
2022-04-28,37.0789,37.0789,36.4953,36.5683,1600244.0
2022-04-29,36.4771,36.5136,35.1821,35.2733,2466012.0
2022-04-30,36.4771,36.5136,35.1821,35.2733,2466012.0
2022-05-01,36.4771,36.5136,35.1821,35.2733,2466012.0
2022-05-02,35.5013,36.0576,34.7079,35.0909,1692983.0
2022-05-03,35.246,35.8706,34.9633,35.2916,1276373.0
2022-05-04,35.4101,36.1853,35.401,36.1853,1050607.0
2022-05-05,36.0029,36.4771,35.3736,35.8752,1050216.0
2022-05-06,35.784,35.939,35.3919,35.8661,1556353.0
2022-05-07,35.784,35.939,35.3919,35.8661,1556353.0
2022-05-08,35.784,35.939,35.3919,35.8661,1556353.0
2022-05-09,35.6928,36.1169,35.1913,35.7475,1471117.0
2022-05-10,35.8934,36.2491,34.9086,35.328,1138397.0
2022-05-11,35.3828,36.2309,35.2916,35.6837,1317911.0
