,WM US Equity,WM US Equity,WM US Equity,WM US Equity,WM US Equity
2022-05-04,153.8667,157.2823,153.2765,157.0694,1698662.0
2022-05-05,156.5373,156.7792,152.2992,153.499,1938524.0
2022-05-06,152.754,157.0791,151.709,156.5373,1933845.0
2022-05-07,152.754,157.0791,151.709,156.5373,1933845.0
2022-05-08,152.754,157.0791,151.709,156.5373,1933845.0
2022-05-09,155.5407,155.7632,153.3926,154.0796,2040754.0
2022-05-10,155.1149,155.6664,150.0737,151.8638,2149490.0
2022-05-11,152.0089,154.2054,151.9587,152.6669,1423703.0
2022-05-12,153.083,154.3021,149.0433,150.4414,2337155.0
2022-05-13,152.3863,153.5571,151.0617,152.783,2052558.0
2022-05-14,152.3863,153.5571,151.0617,152.783,2052558.0
2022-05-15,152.3863,153.5571,151.0617,152.783,2052558.0
2022-05-16,152.9281,153.6925,151.5638,152.3282,1810167.0
2022-05-17,153.799,153.799,150.1318,152.1347,1796667.0
2022-05-18,151.9122,152.3282,147.7031,148.0999,1954695.0
2022-05-19,146.9291,149.1062,145.4196,147.8193,1850217.0
2022-05-20,148.1773,149.9093,146.3775,149.4932,2705988.0
2022-05-21,148.1773,149.9093,146.3775,149.4932,2705988.0
2022-05-22,148.1773,149.9093,146.3775,149.4932,2705988.0
2022-05-23,150.0254,151.3316,148.3901,151.022,1781691.0
2022-05-24,151.2155,153.0443,149.7061,152.4927,1660986.0
2022-05-25,152.6475,153.1604,150.5769,150.9543,1604685.0
2022-05-26,152.2315,153.4594,151.6413,152.8701,1585040.0
2022-05-27,153.141,155.7922,153.141,155.7826,1518492.0
2022-05-28,153.141,155.7922,153.141,155.7826,1518492.0
2022-05-29,153.141,155.7922,153.141,155.7826,1518492.0
2022-05-30,153.141,155.7922,153.141,155.7826,1518492.0
2022-05-31,154.6408,154.815,152.7298,153.3732,4298075.0
2022-06-01,153.9151,154.3021,152.6857,153.3926,1302366.0
2022-06-02,153.8492,155.0185,151.9546,154.8499,1064665.0
2022-06-03,153.8978,154.9374,153.1594,154.5973,1007816.0
2022-06-04,153.8978,154.9374,153.1594,154.5973,1007816.0
2022-06-05,153.8978,154.9374,153.1594,154.5973,1007816.0
2022-06-06,155.4523,155.6369,153.2857,153.4509,1230699.0
2022-06-07,152.8291,155.2969,152.4334,155.258,1287483.0
2022-06-08,154.2184,154.9277,152.4501,152.5959,1075445.0
2022-06-09,152.2655,152.8193,148.9233,148.9913,1046807.0
2022-06-10,147.534,148.7047,146.164,147.1065,1373695.0
2022-06-11,147.534,148.7047,146.164,147.1065,1373695.0
2022-06-12,147.534,148.7047,146.164,147.1065,1373695.0
2022-06-13,144.765,146.1252,142.919,143.6574,1683873.0
2022-06-14,143.0744,144.4346,141.0535,141.481,1394574.0
2022-06-15,142.3166,143.3465,139.1545,141.277,1291864.0
2022-06-16,139.6642,140.3151,137.5947,138.2943,1834382.0
2022-06-17,137.4198,137.9251,134.9423,136.6523,3307674.0
2022-06-18,137.4198,137.9251,134.9423,136.6523,3307674.0
2022-06-19,137.4198,137.9251,134.9423,136.6523,3307674.0
2022-06-20,137.4198,137.9251,134.9423,136.6523,3307674.0
2022-06-21,137.9542,140.4609,137.1575,139.8974,1528979.0
2022-06-22,139.1395,142.0834,138.5372,140.7912,1400448.0
2022-06-23,141.4422,143.3466,140.9661,143.0064,1357790.0
2022-06-24,143.9197,146.3389,143.3562,146.0377,4927179.0
2022-06-25,143.9197,146.3389,143.3562,146.0377,4927179.0
2022-06-26,143.9197,146.3389,143.3562,146.0377,4927179.0
2022-06-27,145.5519,146.2903,144.8625,145.2799,1096015.0
2022-06-28,145.824,146.5818,144.3375,144.6484,1153789.0
2022-06-29,145.5325,147.3591,144.3569,146.951,1282011.0
2022-06-30,145.8434,149.0788,145.7754,148.6318,1841380.0
2022-07-01,148.593,151.5757,148.4667,151.226,1519288.0
2022-07-02,148.593,151.5757,148.4667,151.226,1519288.0
2022-07-03,148.593,151.5757,148.4667,151.226,1519288.0
2022-07-04,148.593,151.5757,148.4667,151.226,1519288.0
2022-07-05,150.1086,150.5167,146.0766,147.3882,1435279.0
2022-07-06,147.4465,151.0125,146.9802,150.1669,1608091.0
2022-07-07,150.0018,150.779,148.8456,149.1954,1124016.0
2022-07-08,148.9913,149.3994,148.0197,148.4181,881096.0
2022-07-09,148.9913,149.3994,148.0197,148.4181,881096.0
2022-07-10,148.9913,149.3994,148.0197,148.4181,881096.0
2022-07-11,148.1072,149.2925,147.7769,148.2432,1120964.0
2022-07-12,147.8351,149.2342,146.3195,146.7373,1667941.0
2022-07-13,145.3673,146.8927,144.7747,146.1543,1170244.0
2022-07-14,144.7844,146.9802,144.4832,146.7761,1286388.0
2022-07-15,148.3889,148.3889,146.5478,147.6894,1075431.0
2022-07-16,148.3889,148.3889,146.5478,147.6894,1075431.0
2022-07-17,148.3889,148.3889,146.5478,147.6894,1075431.0
2022-07-18,147.8643,148.1169,144.5706,145.0273,1252416.0
2022-07-19,145.96,148.01,145.4518,147.8157,1438420.0
2022-07-20,148.2821,148.9039,147.534,148.4084,1057516.0
2022-07-21,148.9136,151.2648,148.0878,150.8373,1371201.0
2022-07-22,151.2842,152.0809,149.924,150.5264,1145188.0
2022-07-23,151.2842,152.0809,149.924,150.5264,1145188.0
2022-07-24,151.2842,152.0809,149.924,150.5264,1145188.0
2022-07-25,150.507,152.1198,149.992,151.4688,988093.0
2022-07-26,151.3717,151.9643,150.371,150.6041,1764386.0
2022-07-27,153.0234,155.2969,152.5473,154.7722,2064364.0
2022-07-28,155.5398,160.3005,155.3114,159.8924,1563651.0
2022-07-29,160.3102,162.1562,159.5718,159.8827,2070096.0
2022-07-30,160.3102,162.1562,159.5718,159.8827,2070096.0
2022-07-31,160.3102,162.1562,159.5718,159.8827,2070096.0
2022-08-01,159.2512,159.9896,157.891,158.7168,2016341.0
2022-08-02,158.8237,159.703,157.5412,158.6877,1585559.0
2022-08-03,159.3969,161.9133,159.0763,161.4567,1400285.0
2022-08-04,160.9709,164.4783,160.9612,164.3228,2039024.0
2022-08-05,163.2249,164.8572,161.4955,164.0313,1468903.0
2022-08-06,163.2249,164.8572,161.4955,164.0313,1468903.0
2022-08-07,163.2249,164.8572,161.4955,164.0313,1468903.0
2022-08-08,164.6726,166.3068,164.2159,164.6823,1483030.0
2022-08-09,165.1584,166.0814,164.5657,165.0709,1171838.0
2022-08-10,166.5866,167.5387,164.2937,165.2361,1351921.0
2022-08-11,165.1681,166.0036,164.5657,164.9155,1238996.0
2022-08-12,165.5081,166.9072,165.1778,166.8586,1397087.0
2022-08-13,165.5081,166.9072,165.1778,166.8586,1397087.0
2022-08-14,165.5081,166.9072,165.1778,166.8586,1397087.0
2022-08-15,166.0036,167.9711,165.2652,167.7913,1522210.0
2022-08-16,167.3541,170.5215,167.105,169.8414,1554625.0
2022-08-17,169.3361,170.5798,169.0835,170.3077,942953.0
2022-08-18,170.8227,170.9781,169.2584,170.0162,795552.0
2022-08-19,170.5118,170.5428,169.1515,169.3653,1207230.0
2022-08-20,170.5118,170.5428,169.1515,169.3653,1207230.0
2022-08-21,170.5118,170.5428,169.1515,169.3653,1207230.0
2022-08-22,168.2577,170.2786,167.7136,169.2876,1391783.0
2022-08-23,168.4617,169.171,167.7816,168.5006,1549585.0
2022-08-24,168.8504,169.3216,167.8691,168.5492,1689679.0
2022-08-25,168.5103,169.7734,167.8011,169.6665,1234970.0
2022-08-26,170.026,170.2494,166.5963,166.6352,1235925.0
2022-08-27,170.026,170.2494,166.5963,166.6352,1235925.0
2022-08-28,170.026,170.2494,166.5963,166.6352,1235925.0
2022-08-29,165.8482,167.9662,165.479,166.8489,924334.0
2022-08-30,166.606,167.4999,165.4415,165.8773,1672310.0
2022-08-31,166.402,167.0529,164.1965,164.2257,2098750.0
2022-09-01,164.4005,165.4498,163.9925,165.2069,1461765.0
2022-09-02,165.8482,166.3243,163.0403,163.6621,1803818.0
2022-09-03,165.8482,166.3243,163.0403,163.6621,1803818.0
2022-09-04,165.8482,166.3243,163.0403,163.6621,1803818.0
2022-09-05,165.8482,166.3243,163.0403,163.6621,1803818.0
2022-09-06,164.1965,165.4401,163.3804,164.352,1565906.0
2022-09-07,164.6531,169.2487,164.6531,168.7921,2146142.0
2022-09-08,168.2459,170.0403,167.846,169.2796,1503538.0
2022-09-09,169.8745,170.2451,168.3141,169.1041,2308263.0
2022-09-10,169.8745,170.2451,168.3141,169.1041,2308263.0
2022-09-11,169.8745,170.2451,168.3141,169.1041,2308263.0
2022-09-12,169.0943,170.406,168.7725,169.4064,1577574.0
2022-09-13,168.0508,169.2016,166.5295,166.9683,1815367.0
2022-09-14,167.3974,169.4259,166.6465,167.4754,1706237.0
2022-09-15,167.1244,168.255,166.2076,166.7928,1764675.0
2022-09-16,165.5542,166.0809,164.4815,165.1446,3437030.0
2022-09-17,165.5542,166.0809,164.4815,165.1446,3437030.0
2022-09-18,165.5542,166.0809,164.4815,165.1446,3437030.0
2022-09-19,164.2377,166.9781,163.9549,166.6757,2175913.0
2022-09-20,165.7395,165.8273,163.7598,165.4957,1782304.0
2022-09-21,166.6075,168.8407,164.7058,164.7058,1534648.0
2022-09-22,164.7546,164.8716,162.4433,162.7358,1324341.0
2022-09-23,161.5948,162.2287,160.0637,161.6338,1750572.0
2022-09-24,161.5948,162.2287,160.0637,161.6338,1750572.0
2022-09-25,161.5948,162.2287,160.0637,161.6338,1750572.0
2022-09-26,161.3998,162.4823,160.3417,161.1267,1880732.0
2022-09-27,161.5851,161.6241,158.084,159.1763,2513338.0
2022-09-28,159.9077,161.6826,158.1474,160.5903,2612084.0
2022-09-29,160.5026,160.7074,156.8065,157.8987,1845076.0
2022-09-30,158.3571,158.7959,156.1238,156.2408,1993168.0
2022-10-01,158.3571,158.7959,156.1238,156.2408,1993168.0
2022-10-02,158.3571,158.7959,156.1238,156.2408,1993168.0
2022-10-03,157.6159,161.4193,157.3526,160.9999,1615144.0
2022-10-04,162.5213,165.0666,162.2385,164.0134,1637525.0
2022-10-05,162.8626,164.0231,162.3067,162.5018,1190560.0
2022-10-06,161.0389,161.6436,154.9438,155.4509,3011004.0
2022-10-07,154.0856,154.8511,150.8966,151.394,1963114.0
2022-10-08,154.0856,154.8511,150.8966,151.394,1963114.0
2022-10-09,154.0856,154.8511,150.8966,151.394,1963114.0
2022-10-10,152.0669,152.6423,150.3017,151.6475,1415124.0
2022-10-11,151.2867,153.481,151.0429,152.3985,1641085.0
2022-10-12,153.2079,153.4224,150.487,150.526,1353400.0
2022-10-13,147.7369,153.9003,147.4736,153.481,1826181.0
2022-10-14,154.9535,155.3729,150.3017,150.8966,1413584.0
2022-10-15,154.9535,155.3729,150.3017,150.8966,1413584.0
2022-10-16,154.9535,155.3729,150.3017,150.8966,1413584.0
2022-10-17,152.7593,154.6805,152.5447,153.9101,1374094.0
2022-10-18,156.3676,157.6257,155.3144,157.1283,1335759.0
2022-10-19,156.036,157.6257,155.6167,157.4989,1205895.0
2022-10-20,158.4156,158.5228,154.7,155.3339,1302480.0
2022-10-21,154.6415,156.6992,153.3493,155.8703,1486224.0
2022-10-22,154.6415,156.6992,153.3493,155.8703,1486224.0
2022-10-23,154.6415,156.6992,153.3493,155.8703,1486224.0
2022-10-24,158.1425,160.1027,157.678,158.6594,2086575.0
2022-10-25,159.4883,161.1365,159.0577,160.9609,2076516.0
2022-10-26,162.6578,163.3795,155.7337,156.0068,2923996.0
2022-10-27,156.2213,157.9377,153.8028,154.3782,2399679.0
2022-10-28,153.598,154.0856,152.4277,153.9978,2376232.0
2022-10-29,153.598,154.0856,152.4277,153.9978,2376232.0
2022-10-30,153.598,154.0856,152.4277,153.9978,2376232.0
2022-10-31,153.8515,156.5432,153.1201,154.4464,2788625.0
2022-11-01,155.1096,156.0848,151.7938,152.6423,2240385.0
2022-11-02,152.3107,155.6264,151.3745,151.3745,1721805.0
2022-11-03,150.6723,154.9125,150.0579,153.2371,1693007.0
2022-11-04,154.1441,154.856,150.1262,151.9108,1663242.0
2022-11-05,154.1441,154.856,150.1262,151.9108,1663242.0
2022-11-06,154.1441,154.856,150.1262,151.9108,1663242.0
2022-11-07,152.6618,153.9003,152.0181,153.4517,1195622.0
2022-11-08,153.0616,156.1628,152.4375,155.685,1360093.0
2022-11-09,155.8507,156.9332,154.1539,154.2806,1386117.0
2022-11-10,157.3038,157.6842,153.8418,157.2258,1785495.0
2022-11-11,157.3331,157.6939,152.1985,154.2416,2357970.0
2022-11-12,157.3331,157.6939,152.1985,154.2416,2357970.0
2022-11-13,157.3331,157.6939,152.1985,154.2416,2357970.0
2022-11-14,154.7585,156.4261,153.676,153.6857,1781513.0
2022-11-15,154.9145,155.5582,150.7357,153.1981,2021901.0
2022-11-16,153.6565,156.2949,153.3167,154.1636,1960816.0
2022-11-17,153.8613,155.8507,152.8178,155.1486,1229056.0
2022-11-18,156.5724,157.5964,155.88,157.1868,1497030.0
2022-11-19,156.5724,157.5964,155.88,157.1868,1497030.0
2022-11-20,156.5724,157.5964,155.88,157.1868,1497030.0
2022-11-21,158.0548,159.9857,157.533,158.7667,1452941.0
2022-11-22,159.225,160.1564,158.2888,159.1958,1002357.0
2022-11-23,159.2055,160.3563,158.8349,159.9467,1718227.0
2022-11-24,159.2055,160.3563,158.8349,159.9467,1718227.0
2022-11-25,160.6781,161.1852,159.7321,160.3855,911134.0
2022-11-26,160.6781,161.1852,159.7321,160.3855,911134.0
2022-11-27,160.6781,161.1852,159.7321,160.3855,911134.0
2022-11-28,159.4591,161.0633,159.4591,160.5123,2245553.0
2022-11-29,159.9369,161.0682,159.4103,160.9902,2091728.0
2022-11-30,160.6001,163.5648,160.132,163.5648,3260457.0
2022-12-01,165.1115,167.1185,164.1815,164.299,1801219.0
2022-12-02,163.1046,166.3353,162.8304,166.2472,1374018.0
2022-12-03,163.1046,166.3353,162.8304,166.2472,1374018.0
2022-12-04,163.1046,166.3353,162.8304,166.2472,1374018.0
2022-12-05,164.7395,165.3868,163.5845,164.2696,1738218.0
2022-12-06,163.9759,164.1815,161.3276,162.0864,1917750.0
2022-12-07,161.9885,163.3297,161.3717,161.7437,1258990.0
2022-12-08,161.685,163.3493,161.636,162.5269,1162641.0
2022-12-09,163.5549,164.906,162.8109,163.3297,1609762.0
2022-12-10,163.5549,164.906,162.8109,163.3297,1609762.0
2022-12-11,163.5549,164.906,162.8109,163.3297,1609762.0
2022-12-12,164.7983,165.415,162.0668,163.2906,1435609.0
2022-12-13,164.5339,165.3171,162.3605,163.2514,1421313.0
2022-12-14,163.2808,165.8948,162.3899,163.0458,1615755.0
2022-12-15,161.9395,162.0741,159.4822,159.9423,1873086.0
2022-12-16,158.4346,158.9927,156.1193,158.3955,2909270.0
2022-12-17,158.4346,158.9927,156.1193,158.3955,2909270.0
2022-12-18,158.4346,158.9927,156.1193,158.3955,2909270.0
2022-12-19,156.7605,157.1032,151.1899,154.2836,2411840.0
2022-12-20,153.5591,155.2773,152.864,154.4794,1346729.0
2022-12-21,155.5074,156.5158,154.7046,155.9283,1382340.0
2022-12-22,155.2724,155.8304,152.8738,154.4207,1483116.0
2022-12-23,154.127,156.0556,153.6913,155.8696,632885.0
2022-12-24,154.127,156.0556,153.6913,155.8696,632885.0
2022-12-25,154.127,156.0556,153.6913,155.8696,632885.0
2022-12-26,154.127,156.0556,153.6913,155.8696,632885.0
2022-12-27,156.3004,156.5451,154.9591,156.1535,1288484.0
2022-12-28,155.9577,156.6039,153.936,154.0682,806402.0
2022-12-29,154.9102,155.9479,154.2249,155.5367,1350209.0
2022-12-30,155.1745,155.2529,152.2864,153.5885,946283.0
2022-12-31,155.1745,155.2529,152.2864,153.5885,946283.0
2023-01-01,155.1745,155.2529,152.2864,153.5885,946283.0
2023-01-02,155.1745,155.2529,152.2864,153.5885,946283.0
2023-01-03,154.1074,154.2053,152.0906,153.7353,1119267.0
2023-01-04,153.8724,154.2934,152.585,153.6179,1274171.0
2023-01-05,152.7955,153.1969,150.3382,150.6514,1474973.0
2023-01-06,152.3158,156.5131,152.0416,156.1437,1745632.0
2023-01-07,152.3158,156.5131,152.0416,156.1437,1745632.0
2023-01-08,152.3158,156.5131,152.0416,156.1437,1745632.0
2023-01-09,157.7395,158.3269,154.6654,154.92,1744251.0
2023-01-10,151.8556,152.5312,148.5563,151.6598,2415876.0
2023-01-11,153.4514,154.4305,152.0201,153.6962,1652446.0
2023-01-12,153.6864,154.1123,148.9382,149.4766,2173686.0
2023-01-13,148.9969,151.0724,148.6151,150.9549,2657885.0
2023-01-14,148.9969,151.0724,148.6151,150.9549,2657885.0
2023-01-15,148.9969,151.0724,148.6151,150.9549,2657885.0
2023-01-16,148.9969,151.0724,148.6151,150.9549,2657885.0
2023-01-17,151.513,152.2277,150.9158,151.1312,2036815.0
2023-01-18,151.1214,151.8948,147.4011,147.734,1577849.0
2023-01-19,147.8319,148.5857,147.0976,147.3326,1638907.0
2023-01-20,147.5675,149.1633,145.9913,148.8696,1459497.0
2023-01-21,147.5675,149.1633,145.9913,148.8696,1459497.0
2023-01-22,147.5675,149.1633,145.9913,148.8696,1459497.0
2023-01-23,149.5941,149.9563,147.9542,149.4668,1290997.0
2023-01-24,149.6235,149.8291,147.8417,149.0752,1252000.0
2023-01-25,148.4389,150.0347,147.9689,149.8976,1816803.0
2023-01-26,150.2109,150.3382,149.0458,149.3004,953749.0
2023-01-27,148.8207,149.8193,148.0864,149.4081,1369284.0
2023-01-28,148.8207,149.8193,148.0864,149.4081,1369284.0
2023-01-29,148.8207,149.8193,148.0864,149.4081,1369284.0
2023-01-30,149.4962,151.7479,149.4962,149.8878,1742271.0
2023-01-31,150.1228,151.4836,149.3591,151.4836,1632301.0
2023-02-01,146.9507,152.3941,145.4333,151.1703,3565192.0
2023-02-02,150.0738,150.0934,145.8738,147.1857,3548003.0
2023-02-03,147.8025,148.899,146.5396,147.8906,1880600.0
2023-02-04,147.8025,148.899,146.5396,147.8906,1880600.0
2023-02-05,147.8025,148.899,146.5396,147.8906,1880600.0
2023-02-06,147.3521,149.0165,146.9605,148.6347,1406914.0
2023-02-07,148.0179,148.6151,146.3633,148.1549,1929998.0
2023-02-08,147.7829,148.6737,147.3913,147.6948,1414442.0
2023-02-09,148.7815,149.6039,147.7829,149.085,1945599.0
2023-02-10,149.3298,151.1458,148.8598,150.8375,1721869.0
2023-02-11,149.3298,151.1458,148.8598,150.8375,1721869.0
2023-02-12,149.3298,151.1458,148.8598,150.8375,1721869.0
2023-02-13,151.278,151.7675,148.8256,149.5745,2136557.0
2023-02-14,149.3396,149.3396,147.5221,148.1647,1540552.0
2023-02-15,147.7046,149.2612,147.7046,148.9479,1607200.0
2023-02-16,148.4291,150.5095,147.4305,149.0752,1552394.0
2023-02-17,149.3102,151.9144,148.8941,151.6696,1960290.0
2023-02-18,149.3102,151.9144,148.8941,151.6696,1960290.0
2023-02-19,149.3102,151.9144,148.8941,151.6696,1960290.0
2023-02-20,149.3102,151.9144,148.8941,151.6696,1960290.0
2023-02-21,151.4444,152.2277,148.9333,149.3396,1640683.0
2023-02-22,150.0151,150.3675,148.6151,148.9577,1336313.0
2023-02-23,148.9773,149.1535,146.8333,147.8123,1602435.0
2023-02-24,147.0389,148.4584,146.892,148.1354,1215449.0
2023-02-25,147.0389,148.4584,146.892,148.1354,1215449.0
2023-02-26,147.0389,148.4584,146.892,148.1354,1215449.0
2023-02-27,148.8696,149.7507,147.3521,147.9004,1547607.0
2023-02-28,147.5675,147.8778,146.3633,146.6179,2610046.0
2023-03-01,146.3046,147.3326,145.1983,145.7074,1654598.0
2023-03-02,145.8347,147.1563,145.7025,146.8528,1420246.0
2023-03-03,147.6948,147.6948,145.6682,146.9312,1518813.0
2023-03-04,147.6948,147.6948,145.6682,146.9312,1518813.0
2023-03-05,147.6948,147.6948,145.6682,146.9312,1518813.0
2023-03-06,146.8137,147.8417,146.3829,147.6067,1897408.0
2023-03-07,148.2039,148.5661,145.3647,146.2654,1404850.0
2023-03-08,146.1577,146.8333,145.3843,146.7549,1491441.0
2023-03-09,147.5419,150.473,147.5419,148.1517,2173186.0
2023-03-10,148.437,150.0402,146.391,146.8828,2411954.0
2023-03-11,148.437,150.0402,146.391,146.8828,2411954.0
2023-03-12,148.437,150.0402,146.391,146.8828,2411954.0
2023-03-13,146.4501,151.1911,146.2073,148.7615,2377771.0
2023-03-14,148.7222,152.4403,148.6533,151.8304,2210279.0
2023-03-15,151.1124,152.6468,149.9222,152.5189,2914099.0
2023-03-16,152.5189,154.0534,152.2435,153.0599,2005042.0
2023-03-17,153.4927,153.7288,150.1976,150.6402,2902332.0
2023-03-18,153.4927,153.7288,150.1976,150.6402,2902332.0
2023-03-19,153.4927,153.7288,150.1976,150.6402,2902332.0
2023-03-20,151.1714,153.5567,151.1714,152.3321,1645158.0
2023-03-21,153.1583,153.3157,151.3878,151.978,1845446.0
2023-03-22,151.9189,152.3911,149.5484,149.5976,1428654.0
2023-03-23,149.5681,150.4238,148.0435,148.2304,1809494.0
2023-03-24,148.673,152.2927,148.132,151.9288,2018645.0
2023-03-25,148.673,152.2927,148.132,151.9288,2018645.0
2023-03-26,148.673,152.2927,148.132,151.9288,2018645.0
2023-03-27,152.9517,153.8665,150.9648,151.0632,1530950.0
2023-03-28,151.0337,152.8632,150.9648,152.2829,1308389.0
2023-03-29,153.0501,154.5452,153.0452,154.4665,1514499.0
2023-03-30,155.4403,159.4042,155.4403,158.8829,3074757.0
2023-03-31,159.7288,160.7518,159.5321,160.496,3115601.0
2023-04-01,159.7288,160.7518,159.5321,160.496,3115601.0
2023-04-02,159.7288,160.7518,159.5321,160.496,3115601.0
2023-04-03,160.1419,162.2272,159.8173,161.1846,2043748.0
2023-04-04,161.3026,162.1338,159.719,160.8501,2514708.0
2023-04-05,161.5879,162.6108,159.6796,160.1518,1650898.0
2023-04-06,160.4075,162.06,159.896,160.978,3290538.0
2023-04-07,160.4075,162.06,159.896,160.978,3290538.0
2023-04-08,160.4075,162.06,159.896,160.978,3290538.0
2023-04-09,160.4075,162.06,159.896,160.978,3290538.0
2023-04-10,160.3288,160.6182,159.3649,159.6206,1363530.0
2023-04-11,159.5026,160.978,158.878,160.4665,1539877.0
2023-04-12,160.5747,163.2502,160.378,162.7879,2022452.0
2023-04-13,163.0043,164.7157,162.1682,164.1157,2178552.0
2023-04-14,162.7288,163.2993,162.2567,162.5911,1229293.0
2023-04-15,162.7288,163.2993,162.2567,162.5911,1229293.0
2023-04-16,162.7288,163.2993,162.2567,162.5911,1229293.0
2023-04-17,163.3387,163.6338,162.2113,162.6895,1244353.0
2023-04-18,163.3485,164.1256,161.9321,162.6698,1709167.0
2023-04-19,162.9354,163.3879,162.119,162.3944,895522.0
2023-04-20,162.5321,163.319,162.1559,162.9846,1255167.0
2023-04-21,163.4567,163.7911,162.2787,162.4436,1721681.0
2023-04-22,163.4567,163.7911,162.2787,162.4436,1721681.0
2023-04-23,163.4567,163.7911,162.2787,162.4436,1721681.0
2023-04-24,162.2764,163.1715,162.1436,162.9551,1476488.0
2023-04-25,163.2698,164.1551,162.3944,162.8567,1276993.0
2023-04-26,161.7059,162.3551,160.3288,160.9288,1576537.0
2023-04-27,159.4042,160.378,155.3124,158.9813,2750490.0
2023-04-28,160.1813,163.4518,159.8714,163.3288,2227191.0
2023-04-29,160.1813,163.4518,159.8714,163.3288,2227191.0
2023-04-30,160.1813,163.4518,159.8714,163.3288,2227191.0
2023-05-01,163.0928,164.8239,163.0928,164.0567,1458275.0
2023-05-02,164.2436,164.9125,162.2961,163.978,1431024.0
2023-05-03,164.5387,166.378,163.8305,164.578,1515101.0
2023-05-04,164.8534,165.8961,164.1256,165.06,1189069.0
2023-05-05,164.8928,166.4764,164.6862,165.6698,1095944.0
2023-05-06,164.8928,166.4764,164.6862,165.6698,1095944.0
2023-05-07,164.8928,166.4764,164.6862,165.6698,1095944.0
2023-05-08,165.6698,167.3321,165.3452,166.26,889572.0
2023-05-09,167.2043,167.8731,166.4666,166.683,1511454.0
2023-05-10,167.4108,168.1387,166.3683,167.7551,1240014.0
2023-05-11,168.0994,168.0994,166.5256,167.401,1532790.0
2023-05-12,167.4699,168.2961,165.9944,166.4666,1174104.0
2023-05-13,167.4699,168.2961,165.9944,166.4666,1174104.0
2023-05-14,167.4699,168.2961,165.9944,166.4666,1174104.0
2023-05-15,166.319,166.683,165.0895,165.8174,1146569.0
2023-05-16,165.6994,165.7879,164.6174,164.9813,927281.0
2023-05-17,165.2272,165.2567,162.7387,163.9879,1877894.0
2023-05-18,163.2305,163.3879,160.8403,162.2961,1899400.0
2023-05-19,162.6698,163.6534,162.3551,162.6502,1454865.0
2023-05-20,162.6698,163.6534,162.3551,162.6502,1454865.0
2023-05-21,162.6698,163.6534,162.3551,162.6502,1454865.0
2023-05-22,162.6698,163.1813,160.7616,161.6075,1019860.0
2023-05-23,161.0469,161.2436,159.9255,160.1124,1236898.0
2023-05-24,160.6731,161.7354,159.7878,159.9551,1106629.0
2023-05-25,159.5616,159.9452,158.0764,159.2272,1132756.0
2023-05-26,159.3846,160.0337,158.2436,158.637,1041904.0
2023-05-27,159.3846,160.0337,158.2436,158.637,1041904.0
2023-05-28,159.3846,160.0337,158.2436,158.637,1041904.0
2023-05-29,159.3846,160.0337,158.2436,158.637,1041904.0
2023-05-30,158.4698,159.7583,157.5944,159.5026,1061812.0
2023-05-31,160.0337,160.4665,158.8337,159.2665,2957816.0
2023-06-01,159.8494,160.8471,159.064,160.8274,1595708.0
2023-06-02,160.9558,163.0995,160.8274,162.9612,1722439.0
2023-06-03,160.9558,163.0995,160.8274,162.9612,1722439.0
2023-06-04,160.9558,163.0995,160.8274,162.9612,1722439.0
2023-06-05,163.1192,164.6801,162.6747,162.7439,1545320.0
2023-06-06,163.0007,163.7515,160.1062,160.7088,1336087.0
2023-06-07,159.6814,160.7385,158.3181,159.5925,1934732.0
2023-06-08,159.1381,160.9953,158.7627,160.61,1231127.0
2023-06-09,160.1951,160.9558,159.1974,160.7088,1096710.0
2023-06-10,160.1951,160.9558,159.1974,160.7088,1096710.0
2023-06-11,160.1951,160.9558,159.1974,160.7088,1096710.0
2023-06-12,161.2225,161.3707,159.8494,160.936,944026.0
2023-06-13,160.7286,161.0348,159.8494,160.1358,1402410.0
2023-06-14,160.126,161.6572,159.1578,160.452,1290438.0
2023-06-15,160.61,162.7735,160.4322,162.2104,1331084.0
2023-06-16,163.0995,164.2652,162.6559,163.0303,2418925.0
2023-06-17,163.0995,164.2652,162.6559,163.0303,2418925.0
2023-06-18,163.0995,164.2652,162.6559,163.0303,2418925.0
2023-06-19,163.0995,164.2652,162.6559,163.0303,2418925.0
2023-06-20,162.8525,163.9787,162.3783,162.8624,1435768.0
2023-06-21,162.7636,163.6231,161.3312,163.4749,1231605.0
2023-06-22,163.7713,164.9172,163.2674,164.8876,1311920.0
2023-06-23,164.8579,165.6877,163.1489,163.5836,1600095.0
2023-06-24,164.8579,165.6877,163.1489,163.5836,1600095.0
2023-06-25,164.8579,165.6877,163.1489,163.5836,1600095.0
2023-06-26,163.5934,164.7838,162.408,164.7196,990937.0
2023-06-27,165.2827,166.893,164.4924,166.7349,955268.0
2023-06-28,166.9424,166.9424,164.6801,165.4408,890095.0
2023-06-29,165.1247,167.7129,164.6011,167.5548,1003308.0
2023-06-30,167.9302,171.6052,167.4949,171.3187,1989029.0
2023-07-01,167.9302,171.6052,167.4949,171.3187,1989029.0
2023-07-02,167.9302,171.6052,167.4949,171.3187,1989029.0
2023-07-03,170.1431,170.2221,168.4835,169.3232,693268.0
2023-07-04,170.1431,170.2221,168.4835,169.3232,693268.0
2023-07-05,168.9181,169.2935,167.9698,168.9774,1081998.0
2023-07-06,168.0389,169.9554,167.5944,169.2836,1137921.0
