,ANF US Equity,ANF US Equity,ANF US Equity,ANF US Equity,ANF US Equity
2020-03-01,12.5361,13.1077,12.4868,12.9401,3718285.0
2020-03-02,13.0682,13.1569,12.3685,12.7233,2289896.0
2020-03-03,12.8022,13.4526,12.3488,12.5065,4786398.0
2020-03-04,13.2358,13.8173,12.7627,13.63,4906841.0
2020-03-05,13.29,13.3,11.6,11.67,6842556.0
2020-03-06,11.11,11.75,11.02,11.3,3162674.0
2020-03-07,11.11,11.75,11.02,11.3,3162674.0
2020-03-08,11.11,11.75,11.02,11.3,3162674.0
2020-03-09,10.07,11.18,10.01,10.41,2950465.0
2020-03-10,10.96,11.59,10.61,11.49,4755836.0
2020-03-11,11.48,11.54,10.755,10.86,5831115.0
2020-03-12,10.22,11.12,9.98,10.07,5239060.0
2020-03-13,10.8,11.33,10.3227,11.28,4965988.0
2020-03-14,10.8,11.33,10.3227,11.28,4965988.0
2020-03-15,10.8,11.33,10.3227,11.28,4965988.0
2020-03-16,9.78,10.48,9.215,9.8,4343795.0
2020-03-17,9.83,10.09,8.59,9.48,4286442.0
2020-03-18,8.6,9.2223,7.42,8.04,3838883.0
2020-03-19,7.92,9.22,7.505,9.13,2434564.0
2020-03-20,9.37,9.69,8.57,8.69,3403883.0
2020-03-21,9.37,9.69,8.57,8.69,3403883.0
2020-03-22,9.37,9.69,8.57,8.69,3403883.0
2020-03-23,8.59,8.93,8.08,8.22,2884956.0
2020-03-24,9.01,9.53,8.69,9.14,3859999.0
2020-03-25,9.19,9.685,8.785,9.47,3873042.0
2020-03-26,9.71,10.62,9.1,10.0,5052422.0
2020-03-27,9.4,10.1,9.0,9.91,3034780.0
2020-03-28,9.4,10.1,9.0,9.91,3034780.0
2020-03-29,9.4,10.1,9.0,9.91,3034780.0
2020-03-30,9.8,9.8,9.14,9.31,1588860.0
2020-03-31,9.31,9.585,8.76,9.09,2346424.0
2020-04-01,8.47,8.49,8.03,8.17,2383085.0
2020-04-02,8.05,8.46,7.415,7.97,2710832.0
2020-04-03,8.02,8.17,7.67,8.06,2068040.0
2020-04-04,8.02,8.17,7.67,8.06,2068040.0
2020-04-05,8.02,8.17,7.67,8.06,2068040.0
2020-04-06,8.64,9.59,8.61,9.52,3063029.0
2020-04-07,10.38,10.83,9.95,10.09,3432124.0
2020-04-08,10.17,10.86,10.04,10.61,1775180.0
2020-04-09,11.18,11.915,11.01,11.37,2710511.0
2020-04-10,11.18,11.915,11.01,11.37,2710511.0
2020-04-11,11.18,11.915,11.01,11.37,2710511.0
2020-04-12,11.18,11.915,11.01,11.37,2710511.0
2020-04-13,11.35,11.35,10.83,11.0,2987411.0
2020-04-14,11.38,11.71,11.08,11.1,2151540.0
2020-04-15,10.28,10.38,9.87,10.16,1634982.0
2020-04-16,10.16,10.38,9.91,10.1,1151290.0
2020-04-17,11.0,11.32,10.64,11.07,2352912.0
2020-04-18,11.0,11.32,10.64,11.07,2352912.0
2020-04-19,11.0,11.32,10.64,11.07,2352912.0
2020-04-20,10.52,11.05,10.25,10.3,2104500.0
2020-04-21,9.7,9.98,9.37,9.76,2080571.0
2020-04-22,9.9,9.9342,9.01,9.15,3089085.0
2020-04-23,9.06,9.52,9.01,9.04,2300796.0
2020-04-24,9.13,9.27,8.795,9.1,1632475.0
2020-04-25,9.13,9.27,8.795,9.1,1632475.0
2020-04-26,9.13,9.27,8.795,9.1,1632475.0
2020-04-27,9.21,10.7,9.12,10.61,2948992.0
2020-04-28,11.2,11.42,10.495,11.18,3085369.0
2020-04-29,11.9,11.97,11.37,11.38,2570151.0
2020-04-30,10.86,10.99,10.51,10.58,2033215.0
2020-05-01,10.22,10.37,9.72,10.1,1731752.0
2020-05-02,10.22,10.37,9.72,10.1,1731752.0
2020-05-03,10.22,10.37,9.72,10.1,1731752.0
2020-05-04,9.8,10.22,9.51,9.75,1891665.0
2020-05-05,10.0,10.255,9.515,9.55,2333787.0
2020-05-06,9.76,9.82,9.34,9.59,2047444.0
2020-05-07,9.8,10.645,9.76,10.16,1793535.0
2020-05-08,10.46,10.66,10.375,10.59,1771736.0
2020-05-09,10.46,10.66,10.375,10.59,1771736.0
2020-05-10,10.46,10.66,10.375,10.59,1771736.0
2020-05-11,10.34,11.31,10.19,11.14,3203878.0
2020-05-12,11.2,11.41,10.94,11.01,4505323.0
2020-05-13,10.7,11.0766,10.255,10.49,3709703.0
2020-05-14,10.18,10.915,9.915,10.52,3076524.0
2020-05-15,10.41,11.34,10.26,11.14,1969711.0
2020-05-16,10.41,11.34,10.26,11.14,1969711.0
2020-05-17,10.41,11.34,10.26,11.14,1969711.0
2020-05-18,11.97,12.3,11.645,11.86,2713065.0
2020-05-19,11.74,12.07,11.43,11.65,2190277.0
2020-05-20,11.83,11.8878,11.25,11.36,2595460.0
2020-05-21,11.39,12.39,11.37,12.03,3542906.0
2020-05-22,12.0,12.18,11.64,11.81,2320316.0
2020-05-23,12.0,12.18,11.64,11.81,2320316.0
2020-05-24,12.0,12.18,11.64,11.81,2320316.0
2020-05-25,12.0,12.18,11.64,11.81,2320316.0
2020-05-26,12.56,12.75,12.34,12.66,3181762.0
2020-05-27,13.2,13.34,12.3,13.05,5141632.0
2020-05-28,12.28,12.51,11.47,11.6,5709837.0
2020-05-29,11.53,11.99,11.264,11.62,3373884.0
2020-05-30,11.53,11.99,11.264,11.62,3373884.0
2020-05-31,11.53,11.99,11.264,11.62,3373884.0
2020-06-01,11.68,11.81,11.155,11.44,4070281.0
2020-06-02,11.44,12.0,11.16,11.91,2501118.0
2020-06-03,12.19,13.315,12.15,13.26,4233064.0
2020-06-04,13.26,13.68,13.07,13.53,2917131.0
2020-06-05,14.41,14.64,13.64,13.83,2488776.0
2020-06-06,14.41,14.64,13.64,13.83,2488776.0
2020-06-07,14.41,14.64,13.64,13.83,2488776.0
2020-06-08,14.36,14.36,13.78,14.17,1740245.0
2020-06-09,13.73,13.78,13.035,13.15,2197615.0
2020-06-10,12.99,13.055,12.21,12.22,2979964.0
2020-06-11,11.42,11.63,10.93,11.08,2490434.0
2020-06-12,11.69,11.74,10.68,11.14,2291839.0
2020-06-13,11.69,11.74,10.68,11.14,2291839.0
2020-06-14,11.69,11.74,10.68,11.14,2291839.0
2020-06-15,10.6,11.55,10.36,11.45,2561783.0
2020-06-16,12.39,12.52,11.81,12.32,2662335.0
2020-06-17,12.24,12.31,11.29,11.38,2483800.0
2020-06-18,11.21,11.78,11.12,11.46,1809808.0
2020-06-19,11.72,11.73,10.65,10.65,3583726.0
2020-06-20,11.72,11.73,10.65,10.65,3583726.0
2020-06-21,11.72,11.73,10.65,10.65,3583726.0
2020-06-22,10.61,11.12,10.46,10.89,2105661.0
2020-06-23,10.96,11.05,10.51,10.74,1741061.0
2020-06-24,10.5,10.62,10.035,10.07,2089182.0
2020-06-25,9.89,10.015,9.57,9.86,2760771.0
2020-06-26,9.91,10.105,9.63,9.81,3689642.0
2020-06-27,9.91,10.105,9.63,9.81,3689642.0
2020-06-28,9.91,10.105,9.63,9.81,3689642.0
2020-06-29,9.96,10.865,9.7465,10.47,2070879.0
2020-06-30,10.44,10.685,10.22,10.64,1868334.0
2020-07-01,10.71,11.12,10.5201,10.59,1792870.0
2020-07-02,10.88,11.1718,10.65,10.83,2317516.0
2020-07-03,10.88,11.1718,10.65,10.83,2317516.0
2020-07-04,10.88,11.1718,10.65,10.83,2317516.0
2020-07-05,10.88,11.1718,10.65,10.83,2317516.0
2020-07-06,11.15,11.47,10.65,11.04,2031668.0
2020-07-07,10.84,10.9,10.27,10.31,2034695.0
2020-07-08,10.23,10.49,9.96,10.46,2461323.0
2020-07-09,10.42,10.42,9.81,9.9,2407075.0
2020-07-10,9.85,10.065,9.6,9.75,2683136.0
2020-07-11,9.85,10.065,9.6,9.75,2683136.0
2020-07-12,9.85,10.065,9.6,9.75,2683136.0
2020-07-13,9.79,10.18,9.52,9.86,2250069.0
2020-07-14,9.81,10.11,9.53,10.06,2138261.0
2020-07-15,10.49,10.76,10.0473,10.45,2692653.0
2020-07-16,10.36,10.765,10.25,10.51,2050478.0
2020-07-17,10.5,10.5,9.94,9.97,2587633.0
2020-07-18,10.5,10.5,9.94,9.97,2587633.0
2020-07-19,10.5,10.5,9.94,9.97,2587633.0
2020-07-20,9.81,9.83,9.33,9.38,3786906.0
2020-07-21,9.45,10.11,9.42,9.86,2692812.0
2020-07-22,9.76,10.03,9.68,9.97,2357664.0
2020-07-23,9.94,10.27,9.9119,10.22,2071168.0
2020-07-24,10.21,10.43,9.83,9.84,2153447.0
2020-07-25,10.21,10.43,9.83,9.84,2153447.0
2020-07-26,10.21,10.43,9.83,9.84,2153447.0
2020-07-27,9.85,9.9096,9.41,9.69,3366101.0
2020-07-28,9.69,10.18,9.69,10.04,2057126.0
2020-07-29,10.0,10.5,10.0,10.33,2328460.0
2020-07-30,10.18,10.2,9.645,9.86,2201320.0
2020-07-31,9.84,9.92,9.55,9.63,2859397.0
2020-08-01,9.84,9.92,9.55,9.63,2859397.0
2020-08-02,9.84,9.92,9.55,9.63,2859397.0
2020-08-03,9.63,9.775,9.345,9.42,3057768.0
2020-08-04,9.36,9.66,9.36,9.55,2016129.0
2020-08-05,9.71,9.94,9.58,9.71,1909941.0
2020-08-06,9.71,9.79,9.47,9.48,2095531.0
2020-08-07,9.44,9.95,9.3,9.9,2359883.0
2020-08-08,9.44,9.95,9.3,9.9,2359883.0
2020-08-09,9.44,9.95,9.3,9.9,2359883.0
2020-08-10,10.03,10.6,9.95,10.5,2040214.0
2020-08-11,10.65,11.23,10.65,10.95,2920991.0
2020-08-12,11.0,11.22,10.545,10.81,1390617.0
2020-08-13,10.67,10.82,10.53,10.7,1438352.0
2020-08-14,10.67,10.88,10.37,10.82,1173043.0
2020-08-15,10.67,10.88,10.37,10.82,1173043.0
2020-08-16,10.67,10.88,10.37,10.82,1173043.0
2020-08-17,10.85,11.34,10.73,11.14,1848627.0
2020-08-18,10.77,10.81,10.11,10.36,2713471.0
2020-08-19,10.34,10.53,10.195,10.32,1164413.0
2020-08-20,10.28,10.44,10.015,10.06,1455096.0
2020-08-21,10.07,10.355,9.975,10.11,2124761.0
2020-08-22,10.07,10.355,9.975,10.11,2124761.0
2020-08-23,10.07,10.355,9.975,10.11,2124761.0
2020-08-24,10.06,10.71,10.06,10.58,2499379.0
2020-08-25,10.76,11.0,10.46,10.84,2164592.0
2020-08-26,11.18,11.57,10.96,11.13,5071242.0
2020-08-27,12.61,13.2,11.892,12.03,13709403.0
2020-08-28,12.22,12.36,11.675,12.31,5654626.0
2020-08-29,12.22,12.36,11.675,12.31,5654626.0
2020-08-30,12.22,12.36,11.675,12.31,5654626.0
2020-08-31,12.41,13.14,12.3201,13.01,4724276.0
2020-09-01,12.9,13.03,12.63,12.96,2750552.0
2020-09-02,13.16,13.29,12.57,12.7,3049843.0
2020-09-03,12.7,13.1,12.405,12.69,2694362.0
2020-09-04,12.93,13.64,12.75,13.6,3605136.0
2020-09-05,12.93,13.64,12.75,13.6,3605136.0
2020-09-06,12.93,13.64,12.75,13.6,3605136.0
2020-09-07,12.93,13.64,12.75,13.6,3605136.0
2020-09-08,13.46,14.5,13.33,14.23,4124763.0
2020-09-09,14.04,14.56,13.83,14.54,3263294.0
2020-09-10,14.68,14.98,14.33,14.33,3054906.0
2020-09-11,14.52,14.65,14.005,14.26,1944464.0
2020-09-12,14.52,14.65,14.005,14.26,1944464.0
2020-09-13,14.52,14.65,14.005,14.26,1944464.0
2020-09-14,14.49,15.15,14.39,14.98,2685447.0
2020-09-15,15.15,15.4,14.89,15.2,2149617.0
2020-09-16,15.43,15.79,15.27,15.49,2096134.0
2020-09-17,15.23,15.76,15.04,15.35,1692825.0
2020-09-18,15.38,15.74,15.09,15.27,2278735.0
2020-09-19,15.38,15.74,15.09,15.27,2278735.0
2020-09-20,15.38,15.74,15.09,15.27,2278735.0
2020-09-21,14.92,15.01,14.62,14.69,1835100.0
2020-09-22,14.72,15.06,14.56,14.62,1934804.0
2020-09-23,14.86,15.085,14.54,14.58,1608779.0
2020-09-24,14.49,14.94,14.295,14.46,1652728.0
2020-09-25,14.51,14.765,14.41,14.61,930054.0
2020-09-26,14.51,14.765,14.41,14.61,930054.0
2020-09-27,14.51,14.765,14.41,14.61,930054.0
2020-09-28,14.81,15.13,14.65,14.76,1558513.0
2020-09-29,14.89,14.89,13.7,13.96,2128249.0
2020-09-30,14.08,14.48,13.77,13.93,1979645.0
2020-10-01,13.9,14.68,13.9,14.65,3191986.0
2020-10-02,14.28,15.25,14.1,15.2,2231203.0
2020-10-03,14.28,15.25,14.1,15.2,2231203.0
2020-10-04,14.28,15.25,14.1,15.2,2231203.0
2020-10-05,15.49,15.9,15.22,15.73,2875469.0
2020-10-06,15.76,16.12,15.44,15.54,2185212.0
2020-10-07,15.92,16.52,15.82,16.51,2237652.0
2020-10-08,16.52,16.9484,16.41,16.88,2099397.0
2020-10-09,16.98,17.2,16.35,16.37,1612642.0
2020-10-10,16.98,17.2,16.35,16.37,1612642.0
2020-10-11,16.98,17.2,16.35,16.37,1612642.0
2020-10-12,16.46,16.66,16.02,16.55,1713213.0
2020-10-13,16.55,16.75,16.23,16.3,1855951.0
2020-10-14,16.54,16.95,16.355,16.47,1899919.0
2020-10-15,16.42,16.66,16.23,16.6,1302871.0
2020-10-16,16.55,16.62,15.6224,15.64,1406014.0
2020-10-17,16.55,16.62,15.6224,15.64,1406014.0
2020-10-18,16.55,16.62,15.6224,15.64,1406014.0
2020-10-19,15.63,15.82,14.9,15.0,1766349.0
2020-10-20,15.15,15.5,15.04,15.06,1530332.0
2020-10-21,15.14,15.28,14.6601,14.85,1253801.0
2020-10-22,15.02,15.7,14.935,15.67,1612340.0
2020-10-23,15.74,15.93,15.445,15.91,1221395.0
2020-10-24,15.74,15.93,15.445,15.91,1221395.0
2020-10-25,15.74,15.93,15.445,15.91,1221395.0
2020-10-26,15.5,15.74,15.0,15.12,1988639.0
2020-10-27,15.1,15.1,14.62,14.92,1382849.0
2020-10-28,14.52,14.96,14.16,14.17,1639650.0
2020-10-29,14.3,14.46,14.07,14.29,925390.0
2020-10-30,14.2,14.42,14.04,14.22,1043951.0
2020-10-31,14.2,14.42,14.04,14.22,1043951.0
2020-11-01,14.2,14.42,14.04,14.22,1043951.0
2020-11-02,14.39,14.81,14.05,14.43,1431467.0
2020-11-03,14.74,15.23,14.5,15.13,2429370.0
2020-11-04,14.87,15.07,14.57,14.81,1181069.0
2020-11-05,14.92,15.85,14.9,15.34,1449055.0
2020-11-06,15.45,16.19,15.23,15.53,4430963.0
2020-11-07,15.45,16.19,15.23,15.53,4430963.0
2020-11-08,15.45,16.19,15.23,15.53,4430963.0
2020-11-09,16.6,18.92,16.31,18.67,5398965.0
2020-11-10,18.1,19.06,18.03,18.74,2486463.0
2020-11-11,18.8,18.8,17.7,18.07,2479852.0
2020-11-12,17.85,17.99,17.36,17.71,1413095.0
2020-11-13,17.81,18.18,17.73,18.06,968150.0
2020-11-14,17.81,18.18,17.73,18.06,968150.0
2020-11-15,17.81,18.18,17.73,18.06,968150.0
2020-11-16,18.78,19.02,18.01,19.0,1554370.0
2020-11-17,18.57,19.405,18.3473,19.31,1657935.0
2020-11-18,19.64,20.65,19.51,19.93,2287882.0
2020-11-19,19.94,20.5,19.8,20.47,1541785.0
2020-11-20,20.25,20.97,20.16,20.89,1736330.0
2020-11-21,20.25,20.97,20.16,20.89,1736330.0
2020-11-22,20.25,20.97,20.16,20.89,1736330.0
2020-11-23,21.21,22.77,21.09,22.69,5385653.0
2020-11-24,23.75,23.82,21.65,22.97,6160876.0
2020-11-25,22.44,22.97,21.98,22.83,2515471.0
2020-11-26,22.44,22.97,21.98,22.83,2515471.0
2020-11-27,22.74,23.47,22.38,22.61,1681889.0
2020-11-28,22.74,23.47,22.38,22.61,1681889.0
2020-11-29,22.74,23.47,22.38,22.61,1681889.0
2020-11-30,22.4,22.5,20.74,20.74,4583583.0
2020-12-01,21.15,21.2017,19.6499,20.21,3735731.0
2020-12-02,20.16,21.09,19.77,20.75,1801095.0
2020-12-03,20.91,21.745,20.55,21.14,1738642.0
2020-12-04,21.08,21.32,20.32,21.27,1158901.0
2020-12-05,21.08,21.32,20.32,21.27,1158901.0
2020-12-06,21.08,21.32,20.32,21.27,1158901.0
2020-12-07,21.05,22.35,21.03,22.08,1712853.0
2020-12-08,21.94,22.62,21.81,21.86,1679309.0
2020-12-09,22.07,22.24,21.25,21.53,1640129.0
2020-12-10,21.13,21.9,20.99,21.59,986956.0
2020-12-11,21.31,21.72,20.45,20.69,1096026.0
2020-12-12,21.31,21.72,20.45,20.69,1096026.0
2020-12-13,21.31,21.72,20.45,20.69,1096026.0
2020-12-14,20.94,20.965,20.015,20.09,1220825.0
2020-12-15,20.17,20.74,20.0298,20.55,1321433.0
2020-12-16,20.58,20.85,20.03,20.28,712975.0
2020-12-17,20.33,20.68,20.15,20.66,746298.0
2020-12-18,20.64,20.8382,19.825,20.04,1624588.0
2020-12-19,20.64,20.8382,19.825,20.04,1624588.0
2020-12-20,20.64,20.8382,19.825,20.04,1624588.0
2020-12-21,19.6,19.98,19.38,19.46,1485365.0
2020-12-22,19.68,19.68,18.69,19.08,1183850.0
2020-12-23,19.2,20.63,19.2,20.52,1381147.0
2020-12-24,20.56,20.67,19.91,20.09,486189.0
2020-12-25,20.56,20.67,19.91,20.09,486189.0
2020-12-26,20.56,20.67,19.91,20.09,486189.0
2020-12-27,20.56,20.67,19.91,20.09,486189.0
2020-12-28,20.22,20.93,20.04,20.41,1015700.0
2020-12-29,20.42,20.7181,19.64,20.3,1116301.0
2020-12-30,20.39,20.78,20.35,20.71,1023219.0
2020-12-31,20.72,20.93,20.34,20.36,1030574.0
2021-01-01,20.72,20.93,20.34,20.36,1030574.0
2021-01-02,20.72,20.93,20.34,20.36,1030574.0
2021-01-03,20.72,20.93,20.34,20.36,1030574.0
2021-01-04,20.51,21.25,20.25,20.49,2065755.0
2021-01-05,20.26,22.12,20.26,21.37,2320836.0
2021-01-06,21.98,22.65,21.67,22.24,1857297.0
2021-01-07,22.32,22.69,21.07,21.21,1311976.0
2021-01-08,21.44,21.91,21.01,21.53,1367835.0
2021-01-09,21.44,21.91,21.01,21.53,1367835.0
2021-01-10,21.44,21.91,21.01,21.53,1367835.0
2021-01-11,21.19,23.8197,21.19,23.04,3928500.0
2021-01-12,23.0,23.905,22.39,23.26,3710108.0
2021-01-13,22.98,24.2801,22.62,23.7,1866779.0
2021-01-14,23.93,24.7613,23.57,23.7,2376245.0
2021-01-15,23.45,24.26,23.16,24.26,1390012.0
2021-01-16,23.45,24.26,23.16,24.26,1390012.0
2021-01-17,23.45,24.26,23.16,24.26,1390012.0
2021-01-18,23.45,24.26,23.16,24.26,1390012.0
2021-01-19,24.42,24.57,23.61,23.62,1066456.0
2021-01-20,23.73,24.39,23.5,23.6,878070.0
2021-01-21,23.69,24.39,23.68,24.09,1219465.0
2021-01-22,23.98,24.42,23.57,24.32,1044617.0
2021-01-23,23.98,24.42,23.57,24.32,1044617.0
2021-01-24,23.98,24.42,23.57,24.32,1044617.0
2021-01-25,24.5,25.84,23.79,24.42,2266739.0
2021-01-26,24.75,24.97,24.0439,24.39,943078.0
2021-01-27,23.95,24.24,22.7505,22.89,1576612.0
2021-01-28,22.99,24.07,22.99,23.58,1418036.0
2021-01-29,23.62,23.8,22.815,23.07,1538398.0
2021-01-30,23.62,23.8,22.815,23.07,1538398.0
2021-01-31,23.62,23.8,22.815,23.07,1538398.0
2021-02-01,23.07,23.29,22.29,23.01,1099653.0
2021-02-02,23.28,23.85,22.77,23.61,1380098.0
2021-02-03,23.91,24.89,23.77,24.66,1142408.0
2021-02-04,24.78,25.8,24.66,25.8,1083806.0
2021-02-05,25.95,26.3,25.34,26.04,814774.0
2021-02-06,25.95,26.3,25.34,26.04,814774.0
2021-02-07,25.95,26.3,25.34,26.04,814774.0
2021-02-08,26.28,26.67,25.38,25.5,1501663.0
2021-02-09,25.41,25.41,24.62,24.66,966034.0
2021-02-10,24.85,25.03,24.18,24.68,765243.0
2021-02-11,24.78,25.94,24.55,25.61,1596762.0
2021-02-12,25.39,25.4331,24.73,25.1,607812.0
2021-02-13,25.39,25.4331,24.73,25.1,607812.0
2021-02-14,25.39,25.4331,24.73,25.1,607812.0
2021-02-15,25.39,25.4331,24.73,25.1,607812.0
2021-02-16,25.19,25.93,24.75,25.92,1052537.0
2021-02-17,25.54,26.53,25.08,26.34,1700679.0
2021-02-18,26.43,26.46,25.39,26.31,1005580.0
2021-02-19,26.27,27.04,25.99,26.92,1191481.0
2021-02-20,26.27,27.04,25.99,26.92,1191481.0
2021-02-21,26.27,27.04,25.99,26.92,1191481.0
2021-02-22,27.0,28.0,26.825,27.09,1332395.0
2021-02-23,26.85,27.15,25.425,26.69,1098437.0
2021-02-24,27.04,28.46,26.87,28.43,1489311.0
2021-02-25,28.6,28.69,27.3,27.48,1178926.0
2021-02-26,27.51,27.78,26.27,27.37,1489249.0
2021-02-27,27.51,27.78,26.27,27.37,1489249.0
2021-02-28,27.51,27.78,26.27,27.37,1489249.0
2021-03-01,28.11,28.43,27.33,27.62,1299971.0
2021-03-02,26.77,28.38,26.09,27.15,2375753.0
2021-03-03,27.63,28.67,26.815,27.65,1826794.0
2021-03-04,27.9,29.25,27.225,27.86,1832143.0
2021-03-05,28.24,29.96,28.07,29.7,1917364.0
2021-03-06,28.24,29.96,28.07,29.7,1917364.0
2021-03-07,28.24,29.96,28.07,29.7,1917364.0
2021-03-08,30.0,32.86,29.9,32.32,2950622.0
2021-03-09,32.46,33.695,32.11,32.23,1746135.0
2021-03-10,32.15,33.96,32.02,33.27,1309924.0
2021-03-11,33.41,33.66,32.61,33.1,1063349.0
2021-03-12,33.04,34.27,32.95,34.2,1228219.0
2021-03-13,33.04,34.27,32.95,34.2,1228219.0
2021-03-14,33.04,34.27,32.95,34.2,1228219.0
2021-03-15,34.2,36.34,34.11,36.19,1931937.0
2021-03-16,36.0,36.55,35.08,36.17,1558704.0
2021-03-17,36.01,37.089,35.609,36.88,1207904.0
2021-03-18,36.89,37.88,35.55,35.8,1502664.0
2021-03-19,35.75,35.99,34.61,35.9,2365024.0
2021-03-20,35.75,35.99,34.61,35.9,2365024.0
2021-03-21,35.75,35.99,34.61,35.9,2365024.0
2021-03-22,35.82,35.91,33.82,34.13,1440171.0
2021-03-23,33.89,34.37,31.51,31.78,1725495.0
2021-03-24,32.23,33.255,31.12,31.23,1424063.0
2021-03-25,30.47,33.05,30.24,32.86,1214347.0
2021-03-26,33.39,34.175,32.7,33.56,1026501.0
2021-03-27,33.39,34.175,32.7,33.56,1026501.0
2021-03-28,33.39,34.175,32.7,33.56,1026501.0
2021-03-29,33.09,33.96,32.88,33.14,1296951.0
2021-03-30,33.18,35.275,33.065,35.01,1364186.0
2021-03-31,34.77,35.37,34.3,34.31,1665918.0
2021-04-01,34.66,35.0,33.84,34.46,838622.0
2021-04-02,34.66,35.0,33.84,34.46,838622.0
2021-04-03,34.66,35.0,33.84,34.46,838622.0
2021-04-04,34.66,35.0,33.84,34.46,838622.0
2021-04-05,34.75,35.05,33.22,34.64,1474057.0
2021-04-06,34.42,35.99,34.42,35.17,968699.0
2021-04-07,37.14,37.9941,36.385,37.71,2451416.0
2021-04-08,37.79,37.79,36.3303,37.31,1359356.0
2021-04-09,37.55,40.08,37.18,38.7,2570583.0
2021-04-10,37.55,40.08,37.18,38.7,2570583.0
2021-04-11,37.55,40.08,37.18,38.7,2570583.0
2021-04-12,38.65,39.85,38.58,39.85,1579023.0
2021-04-13,39.71,39.79,37.88,38.71,1395467.0
2021-04-14,38.73,39.98,38.69,38.77,1228587.0
2021-04-15,39.95,41.08,39.2,39.83,2262978.0
2021-04-16,39.9,40.6,39.345,40.51,1178761.0
2021-04-17,39.9,40.6,39.345,40.51,1178761.0
2021-04-18,39.9,40.6,39.345,40.51,1178761.0
2021-04-19,40.17,40.4244,39.1838,39.73,1173292.0
2021-04-20,39.65,39.65,36.95,37.81,1347167.0
2021-04-21,37.92,38.91,37.4,38.72,793065.0
2021-04-22,39.15,39.83,38.6,38.97,809811.0
2021-04-23,38.92,39.8,38.44,39.48,845751.0
2021-04-24,38.92,39.8,38.44,39.48,845751.0
2021-04-25,38.92,39.8,38.44,39.48,845751.0
2021-04-26,39.5,39.83,37.15,37.85,1642341.0
2021-04-27,37.89,39.11,37.601,38.84,1059487.0
2021-04-28,38.64,39.28,38.29,38.82,749060.0
2021-04-29,39.0,39.23,37.26,37.7,1469607.0
2021-04-30,37.58,37.96,36.9504,37.49,1060397.0
2021-05-01,37.58,37.96,36.9504,37.49,1060397.0
2021-05-02,37.58,37.96,36.9504,37.49,1060397.0
2021-05-03,37.86,39.48,37.74,38.7,1703998.0
2021-05-04,38.5,38.555,37.35,38.34,1418381.0
2021-05-05,38.54,39.36,38.18,39.02,1193356.0
2021-05-06,39.13,41.02,38.53,40.62,2814772.0
2021-05-07,40.24,41.13,40.0,40.75,831652.0
2021-05-08,40.24,41.13,40.0,40.75,831652.0
2021-05-09,40.24,41.13,40.0,40.75,831652.0
2021-05-10,41.01,42.3,40.64,40.78,2217422.0
2021-05-11,39.63,40.225,38.3,40.01,1414853.0
2021-05-12,39.98,40.19,37.73,38.05,1194420.0
2021-05-13,38.19,39.39,37.61,38.53,758525.0
2021-05-14,38.87,41.97,38.779,41.29,1951306.0
2021-05-15,38.87,41.97,38.779,41.29,1951306.0
2021-05-16,38.87,41.97,38.779,41.29,1951306.0
2021-05-17,41.18,42.91,41.04,42.81,1406634.0
2021-05-18,43.5,43.6,41.55,41.85,943119.0
2021-05-19,40.66,40.82,38.895,40.54,1191395.0
2021-05-20,40.75,40.91,36.66,37.41,3212670.0
2021-05-21,37.95,38.32,36.69,37.16,1599475.0
2021-05-22,37.95,38.32,36.69,37.16,1599475.0
2021-05-23,37.95,38.32,36.69,37.16,1599475.0
2021-05-24,37.28,38.15,36.82,37.64,1541472.0
2021-05-25,37.94,38.5,37.21,38.05,2857819.0
2021-05-26,40.75,43.899,40.45,41.02,6396162.0
2021-05-27,41.16,44.07,41.14,43.9,4048501.0
2021-05-28,44.22,44.49,42.2,42.7,2250326.0
2021-05-29,44.22,44.49,42.2,42.7,2250326.0
2021-05-30,44.22,44.49,42.2,42.7,2250326.0
2021-05-31,44.22,44.49,42.2,42.7,2250326.0
2021-06-01,43.22,43.27,40.88,41.74,2373710.0
2021-06-02,41.64,42.09,40.5,41.47,1803555.0
2021-06-03,41.12,41.49,40.0,40.78,1339558.0
2021-06-04,40.89,40.89,38.34,39.52,2240708.0
2021-06-05,40.89,40.89,38.34,39.52,2240708.0
2021-06-06,40.89,40.89,38.34,39.52,2240708.0
2021-06-07,39.59,40.4591,39.561,40.16,1538999.0
2021-06-08,40.83,41.62,40.3,41.15,2114969.0
2021-06-09,42.41,42.5785,41.142,41.5,1726870.0
2021-06-10,41.4,41.9789,39.95,40.84,1541267.0
2021-06-11,41.21,43.25,41.11,43.1,1554891.0
2021-06-12,41.21,43.25,41.11,43.1,1554891.0
2021-06-13,41.21,43.25,41.11,43.1,1554891.0
2021-06-14,43.0,43.4,42.44,43.19,1584348.0
2021-06-15,43.21,43.5,42.38,43.05,1159969.0
2021-06-16,42.98,43.72,42.14,43.24,1121487.0
2021-06-17,43.27,44.18,41.42,41.91,2572116.0
2021-06-18,41.13,42.0,40.24,40.34,2170430.0
2021-06-19,41.13,42.0,40.24,40.34,2170430.0
2021-06-20,41.13,42.0,40.24,40.34,2170430.0
2021-06-21,41.12,42.28,41.12,41.5,1243400.0
2021-06-22,41.27,42.915,41.03,42.64,1342847.0
2021-06-23,42.72,44.0,42.37,43.65,1244793.0
