,AWI US Equity,AWI US Equity,AWI US Equity,AWI US Equity,AWI US Equity
2020-03-15,81.4608,83.7018,77.2933,83.7018,648975.0
2020-03-16,75.3288,77.7034,69.8024,70.5701,755180.0
2020-03-17,72.0387,72.6872,66.1833,72.0578,646871.0
2020-03-18,66.8508,69.1682,60.9859,67.3086,943192.0
2020-03-19,66.8127,70.7608,62.6262,70.6654,625968.0
2020-03-20,72.3725,72.3725,62.4736,63.8755,727650.0
2020-03-21,72.3725,72.3725,62.4736,63.8755,727650.0
2020-03-22,72.3725,72.3725,62.4736,63.8755,727650.0
2020-03-23,62.9695,64.1997,59.1549,63.8659,693771.0
2020-03-24,66.6506,69.645,64.9531,68.8535,370890.0
2020-03-25,68.9107,77.8274,66.5266,74.7566,417352.0
2020-03-26,75.7198,80.4499,74.9187,79.6011,310588.0
2020-03-27,78.1421,79.1052,72.9637,76.044,456095.0
2020-03-28,78.1421,79.1052,72.9637,76.044,456095.0
2020-03-29,78.1421,79.1052,72.9637,76.044,456095.0
2020-03-30,76.1775,78.8382,74.3465,78.2851,402577.0
2020-03-31,77.4268,77.6652,74.9855,75.7389,297969.0
2020-04-01,72.3057,72.9602,68.7581,69.9311,329125.0
2020-04-02,70.6273,72.301,67.8617,69.6832,360628.0
2020-04-03,69.9216,70.6559,63.761,64.8005,350956.0
2020-04-04,69.9216,70.6559,63.761,64.8005,350956.0
2020-04-05,69.9216,70.6559,63.761,64.8005,350956.0
2020-04-06,68.2432,72.7921,67.9857,72.2104,458582.0
2020-04-07,75.9201,77.5985,72.2294,72.3629,503414.0
2020-04-08,72.8398,75.8724,71.7621,74.8424,409995.0
2020-04-09,76.6734,80.8313,75.0713,80.3831,270562.0
2020-04-10,76.6734,80.8313,75.0713,80.3831,270562.0
2020-04-11,76.6734,80.8313,75.0713,80.3831,270562.0
2020-04-12,76.6734,80.8313,75.0713,80.3831,270562.0
2020-04-13,79.4962,79.4962,74.4848,74.9283,218616.0
2020-04-14,76.4255,77.0501,74.9473,75.3002,354858.0
2020-04-15,72.4965,74.151,71.7812,73.288,415017.0
2020-04-16,72.9733,75.1381,71.3521,74.6994,428742.0
2020-04-17,77.732,79.8396,76.5018,79.6298,483250.0
2020-04-18,77.732,79.8396,76.5018,79.6298,483250.0
2020-04-19,77.732,79.8396,76.5018,79.6298,483250.0
2020-04-20,78.1707,78.4377,75.8819,76.4446,328556.0
2020-04-21,74.5754,75.653,72.8684,73.0686,482195.0
2020-04-22,73.9555,74.6279,72.0175,72.5155,422422.0
2020-04-23,73.6694,74.9664,71.6572,73.4596,317055.0
2020-04-24,72.506,74.9092,70.5796,74.0509,533031.0
2020-04-25,72.506,74.9092,70.5796,74.0509,533031.0
2020-04-26,72.506,74.9092,70.5796,74.0509,533031.0
2020-04-27,72.1341,77.3124,71.8194,75.6149,632461.0
2020-04-28,76.8546,78.4663,74.604,74.8234,482086.0
2020-04-29,77.6557,79.7823,76.5113,78.0467,684897.0
2020-04-30,76.826,76.8642,73.4692,73.5073,472952.0
2020-05-01,71.6286,72.2866,70.6082,71.9624,364870.0
2020-05-02,71.6286,72.2866,70.6082,71.9624,364870.0
2020-05-03,71.6286,72.2866,70.6082,71.9624,364870.0
2020-05-04,70.9134,70.9134,68.5865,70.5701,562396.0
2020-05-05,71.2567,72.4297,70.284,71.085,495263.0
2020-05-06,71.2189,71.8978,69.9854,70.0332,291396.0
2020-05-07,71.1329,71.7257,69.6316,69.7655,315871.0
2020-05-08,71.3623,71.7257,70.7312,71.0085,394903.0
2020-05-09,71.3623,71.7257,70.7312,71.0085,394903.0
2020-05-10,71.3623,71.7257,70.7312,71.0085,394903.0
2020-05-11,70.0619,70.0619,67.9104,68.6563,565277.0
2020-05-12,68.7806,68.8188,64.774,64.8218,1037897.0
2020-05-13,64.1238,64.5063,62.1062,63.8943,1051613.0
2020-05-14,63.1389,65.7255,61.7428,65.4051,1065234.0
2020-05-15,65.1469,66.4809,64.2577,65.5294,457527.0
2020-05-16,65.1469,66.4809,64.2577,65.5294,457527.0
2020-05-17,65.1469,66.4809,64.2577,65.5294,457527.0
2020-05-18,67.8243,69.8706,67.6044,68.1973,416994.0
2020-05-19,67.9391,69.0196,66.7629,66.7821,437909.0
2020-05-20,67.8339,68.6371,66.6673,68.1303,676677.0
2020-05-21,68.0921,69.6985,68.0921,69.2682,322298.0
2020-05-22,69.5551,69.5551,67.547,68.1877,472917.0
2020-05-23,69.5551,69.5551,67.547,68.1877,472917.0
2020-05-24,69.5551,69.5551,67.547,68.1877,472917.0
2020-05-25,69.5551,69.5551,67.547,68.1877,472917.0
2020-05-26,70.3966,71.4102,69.0387,70.4157,613055.0
2020-05-27,71.8978,73.6047,70.7838,73.3895,489459.0
2020-05-28,75.0151,75.9091,72.7871,73.7146,585053.0
2020-05-29,73.0548,73.6381,70.9799,72.0891,475954.0
2020-05-30,73.0548,73.6381,70.9799,72.0891,475954.0
2020-05-31,73.0548,73.6381,70.9799,72.0891,475954.0
2020-06-01,71.8978,73.16,71.4388,72.4716,355136.0
2020-06-02,72.5194,73.27,71.7353,73.0931,288348.0
2020-06-03,74.2979,75.6462,74.0015,75.0246,757663.0
2020-06-04,75.2541,76.2295,74.0971,75.2733,432821.0
2020-06-05,78.3714,82.8752,77.5777,81.9859,680529.0
2020-06-06,78.3714,82.8752,77.5777,81.9859,680529.0
2020-06-07,78.3714,82.8752,77.5777,81.9859,680529.0
2020-06-08,82.4449,83.5923,81.1922,81.5747,326611.0
2020-06-09,80.1213,81.2831,78.6296,80.5803,343390.0
2020-06-10,80.6759,80.6759,77.1092,77.7977,455107.0
2020-06-11,74.4892,75.1059,72.8349,72.9305,404877.0
2020-06-12,75.7036,76.2104,71.1807,72.548,402627.0
2020-06-13,75.7036,76.2104,71.1807,72.548,402627.0
2020-06-14,75.7036,76.2104,71.1807,72.548,402627.0
2020-06-15,69.9663,74.2214,69.9663,73.6381,359316.0
2020-06-16,76.8223,77.5012,73.9059,75.0725,425324.0
2020-06-17,75.5123,75.5123,73.1027,73.8772,268890.0
2020-06-18,73.4756,74.1545,71.0181,72.5767,479628.0
2020-06-19,74.1258,74.1832,70.846,71.7161,492422.0
2020-06-20,74.1258,74.1832,70.846,71.7161,492422.0
2020-06-21,74.1258,74.1832,70.846,71.7161,492422.0
2020-06-22,71.1424,71.9074,69.4834,71.7257,293353.0
2020-06-23,72.8349,72.8349,71.0946,71.2954,258617.0
2020-06-24,70.4157,70.4253,67.3654,68.0252,477801.0
2020-06-25,67.461,69.7081,66.9924,69.5838,483289.0
2020-06-26,68.8188,69.3113,67.6714,68.5606,1346502.0
2020-06-27,68.8188,69.3113,67.6714,68.5606,1346502.0
2020-06-28,68.8188,69.3113,67.6714,68.5606,1346502.0
2020-06-29,69.4882,71.1233,68.4076,71.1233,346694.0
2020-06-30,71.3337,74.8071,71.2476,74.5465,402726.0
2020-07-01,74.2597,74.7856,72.1632,72.3568,364904.0
2020-07-02,73.6955,74.2979,72.6819,73.1122,287434.0
2020-07-03,73.6955,74.2979,72.6819,73.1122,287434.0
2020-07-04,73.6955,74.2979,72.6819,73.1122,287434.0
2020-07-05,73.6955,74.2979,72.6819,73.1122,287434.0
2020-07-06,74.537,74.623,73.3226,74.47,324400.0
2020-07-07,73.7433,74.1354,72.7967,73.2461,381856.0
2020-07-08,73.0548,73.9346,72.0317,72.8827,368721.0
2020-07-09,72.4429,72.4429,70.7217,70.9225,243607.0
2020-07-10,71.0181,71.1711,70.2866,71.0755,251237.0
2020-07-11,71.0181,71.1711,70.2866,71.0755,251237.0
2020-07-12,71.0181,71.1711,70.2866,71.0755,251237.0
2020-07-13,71.3145,71.8978,69.7846,70.0906,334808.0
2020-07-14,69.7941,72.3855,69.0196,72.0986,492480.0
2020-07-15,73.6955,75.4454,73.5043,74.996,301770.0
2020-07-16,74.9099,76.3347,73.6573,75.3306,195006.0
2020-07-17,75.4932,76.0191,74.9099,75.0725,196572.0
2020-07-18,75.4932,76.0191,74.9099,75.0725,196572.0
2020-07-19,75.4932,76.0191,74.9099,75.0725,196572.0
2020-07-20,74.537,76.2438,74.2692,75.7609,353210.0
2020-07-21,76.0191,76.5881,74.776,74.8908,334706.0
2020-07-22,74.4796,77.2813,74.4796,77.0136,297444.0
2020-07-23,77.157,77.5012,75.2159,75.5314,270281.0
2020-07-24,75.3019,76.9371,75.3019,76.5737,579146.0
2020-07-25,75.3019,76.9371,75.3019,76.5737,579146.0
2020-07-26,75.3019,76.9371,75.3019,76.5737,579146.0
2020-07-27,76.8893,78.161,76.4303,78.008,452031.0
2020-07-28,70.2053,71.544,67.3176,68.8571,2039130.0
2020-07-29,67.9008,69.2778,67.4227,67.6618,760897.0
2020-07-30,65.7876,68.9766,64.5589,68.5702,1180199.0
2020-07-31,68.379,68.4746,67.394,68.1208,760015.0
2020-08-01,68.379,68.4746,67.394,68.1208,760015.0
2020-08-02,68.379,68.4746,67.394,68.1208,760015.0
2020-08-03,68.3981,68.8284,66.8299,67.4705,608480.0
2020-08-04,67.5279,68.3694,66.849,68.0443,738050.0
2020-08-05,68.2361,69.1566,67.6032,68.8018,312682.0
2020-08-06,69.1087,69.6265,69.0128,69.3388,275204.0
2020-08-07,69.2621,69.8854,69.0512,69.684,309825.0
2020-08-08,69.2621,69.8854,69.0512,69.684,309825.0
2020-08-09,69.2621,69.8854,69.0512,69.684,309825.0
2020-08-10,70.0197,70.6362,69.6649,70.1443,428276.0
2020-08-11,71.2279,73.3279,71.1799,72.4169,337411.0
2020-08-12,73.1457,73.6923,72.0717,72.9827,404268.0
2020-08-13,72.8772,74.0279,72.8772,73.6252,322218.0
2020-08-14,73.5964,74.143,73.5485,73.7978,304655.0
2020-08-15,73.5964,74.143,73.5485,73.7978,304655.0
2020-08-16,73.5964,74.143,73.5485,73.7978,304655.0
2020-08-17,73.9416,73.9416,72.1005,72.2252,643069.0
2020-08-18,72.6087,73.0306,71.5539,71.6306,294487.0
2020-08-19,71.5827,72.2395,70.8587,71.1991,279602.0
2020-08-20,70.7868,71.295,70.4512,71.1032,233297.0
2020-08-21,70.8635,71.2662,70.3984,71.1224,222689.0
2020-08-22,70.8635,71.2662,70.3984,71.1224,222689.0
2020-08-23,70.8635,71.2662,70.3984,71.1224,222689.0
2020-08-24,71.7553,72.3402,71.3813,72.1676,321392.0
2020-08-25,72.5895,73.0594,71.7073,72.4457,366186.0
2020-08-26,72.4745,72.4745,70.6813,70.9306,393886.0
2020-08-27,71.4005,72.2156,70.9882,71.9087,242799.0
2020-08-28,72.158,72.9731,71.5827,72.9635,224901.0
2020-08-29,72.158,72.9731,71.5827,72.9635,224901.0
2020-08-30,72.158,72.9731,71.5827,72.9635,224901.0
2020-08-31,72.7717,72.7717,70.5279,70.7101,353721.0
2020-09-01,70.4608,71.3238,69.6553,70.9594,200864.0
2020-09-02,71.0936,71.4101,70.2977,70.6717,276746.0
2020-09-03,71.1704,71.1895,68.6101,68.7251,477794.0
2020-09-04,69.5786,69.6265,66.721,68.4662,299836.0
2020-09-05,69.5786,69.6265,66.721,68.4662,299836.0
2020-09-06,69.5786,69.6265,66.721,68.4662,299836.0
2020-09-07,69.5786,69.6265,66.721,68.4662,299836.0
2020-09-08,67.6128,68.9936,66.6539,67.795,247285.0
2020-09-09,68.1786,68.1881,66.769,66.769,312921.0
2020-09-10,66.6251,67.0758,65.0621,65.2443,455536.0
2020-09-11,65.5032,65.7046,64.4772,65.11,467960.0
2020-09-12,65.5032,65.7046,64.4772,65.11,467960.0
2020-09-13,65.5032,65.7046,64.4772,65.11,467960.0
2020-09-14,65.695,66.0306,64.3525,65.2922,378180.0
2020-09-15,65.4457,65.6758,62.8662,63.4128,538950.0
2020-09-16,63.4224,65.0717,62.9045,63.9402,512631.0
2020-09-17,63.2593,65.3785,63.1587,64.8032,329773.0
2020-09-18,64.995,65.3881,63.058,63.2689,906672.0
2020-09-19,64.995,65.3881,63.058,63.2689,906672.0
2020-09-20,64.995,65.3881,63.058,63.2689,906672.0
2020-09-21,62.4443,64.8223,62.3388,63.2785,638388.0
2020-09-22,63.6045,64.6689,62.6744,64.2183,516445.0
2020-09-23,64.5155,65.1004,62.4634,62.6073,389402.0
2020-09-24,62.3771,64.8607,62.147,64.3046,542739.0
2020-09-25,64.1607,65.81,63.9881,65.5703,564406.0
2020-09-26,64.1607,65.81,63.9881,65.5703,564406.0
2020-09-27,64.1607,65.81,63.9881,65.5703,564406.0
2020-09-28,66.2416,68.2265,66.2416,67.1238,394622.0
2020-09-29,67.0279,67.8142,66.4333,67.4114,449124.0
2020-09-30,66.6922,67.4785,65.4217,65.9826,624397.0
2020-10-01,66.5388,68.145,65.858,68.0155,473649.0
2020-10-02,66.9128,68.2361,66.5388,67.5744,338717.0
2020-10-03,66.9128,68.2361,66.5388,67.5744,338717.0
2020-10-04,66.9128,68.2361,66.5388,67.5744,338717.0
2020-10-05,68.2073,69.1471,67.8813,68.0155,422512.0
2020-10-06,68.284,68.7395,67.0087,67.3731,477954.0
2020-10-07,67.9005,68.1594,66.2703,66.4621,395828.0
2020-10-08,66.9511,67.8525,66.884,67.2772,297887.0
2020-10-09,67.5553,68.1498,66.9511,66.9799,136119.0
2020-10-10,67.5553,68.1498,66.9511,66.9799,136119.0
2020-10-11,67.5553,68.1498,66.9511,66.9799,136119.0
2020-10-12,67.1429,67.7566,66.1744,66.1744,304857.0
2020-10-13,65.9155,66.0689,63.8635,64.0648,510340.0
2020-10-14,63.921,64.947,63.4032,64.458,287875.0
2020-10-15,63.595,65.2826,63.3025,65.1388,267430.0
2020-10-16,65.2443,65.7813,64.2374,65.2826,309296.0
2020-10-17,65.2443,65.7813,64.2374,65.2826,309296.0
2020-10-18,65.2443,65.7813,64.2374,65.2826,309296.0
2020-10-19,65.532,65.6039,63.9881,64.621,380079.0
2020-10-20,65.0813,66.0785,64.5826,64.621,643309.0
2020-10-21,65.1004,66.2991,64.7073,65.8388,441408.0
2020-10-22,66.4142,66.4142,64.2998,64.621,734311.0
2020-10-23,64.832,65.11,63.0196,63.7676,424475.0
2020-10-24,64.832,65.11,63.0196,63.7676,424475.0
2020-10-25,64.832,65.11,63.0196,63.7676,424475.0
2020-10-26,63.01,63.6045,62.0847,62.31,1192485.0
2020-10-27,65.1963,65.9826,59.0305,60.3251,1075754.0
2020-10-28,57.4004,58.1867,55.5785,56.7675,864941.0
2020-10-29,56.7675,58.5415,56.4223,58.11,707771.0
2020-10-30,58.0045,58.6348,56.8922,57.4388,577363.0
2020-10-31,58.0045,58.6348,56.8922,57.4388,577363.0
2020-11-01,58.0045,58.6348,56.8922,57.4388,577363.0
2020-11-02,58.4936,59.7114,57.2853,57.7744,609729.0
2020-11-03,58.6949,59.6538,58.0429,59.1648,636553.0
2020-11-04,58.6259,60.1558,57.5772,59.2225,503746.0
2020-11-05,59.9538,60.762,59.4342,59.54,279309.0
2020-11-06,59.9153,59.9153,58.0294,58.674,279204.0
2020-11-07,59.9153,59.9153,58.0294,58.674,279204.0
2020-11-08,59.9153,59.9153,58.0294,58.674,279204.0
2020-11-09,62.7345,71.144,62.7345,70.6725,1737109.0
2020-11-10,71.1921,73.0274,69.4217,70.1722,824339.0
2020-11-11,69.7007,69.9316,67.353,69.3735,505908.0
2020-11-12,68.7866,69.1811,67.3818,68.1612,332179.0
2020-11-13,68.065,70.6244,67.8389,70.4416,304648.0
2020-11-14,68.065,70.6244,67.8389,70.4416,304648.0
2020-11-15,68.065,70.6244,67.8389,70.4416,304648.0
2020-11-16,72.4237,73.6841,71.4711,73.2993,338668.0
2020-11-17,72.5199,75.3006,71.9123,75.1178,459189.0
2020-11-18,75.1948,75.5604,73.9439,75.291,497562.0
2020-11-19,74.4154,76.1377,74.0786,75.9838,406873.0
2020-11-20,74.9061,75.8394,73.078,74.6175,595213.0
2020-11-21,74.9061,75.8394,73.078,74.6175,595213.0
2020-11-22,74.9061,75.8394,73.078,74.6175,595213.0
2020-11-23,75.8298,76.7631,73.8766,75.291,331610.0
2020-11-24,76.5033,77.0999,75.7143,76.359,240049.0
2020-11-25,76.4648,76.6861,74.4154,74.8388,273514.0
2020-11-26,76.4648,76.6861,74.4154,74.8388,273514.0
2020-11-27,74.6848,76.1473,73.9343,75.57,327461.0
2020-11-28,74.6848,76.1473,73.9343,75.57,327461.0
2020-11-29,74.6848,76.1473,73.9343,75.57,327461.0
2020-11-30,75.7336,76.335,74.146,74.146,426674.0
2020-12-01,74.8869,75.6181,73.8285,74.858,488059.0
2020-12-02,74.2422,74.401,72.9769,73.8285,421861.0
2020-12-03,74.5886,77.2538,74.3096,76.1762,481770.0
2020-12-04,76.1281,77.9947,75.8298,77.7638,274746.0
2020-12-05,76.1281,77.9947,75.8298,77.7638,274746.0
2020-12-06,76.1281,77.9947,75.8298,77.7638,274746.0
2020-12-07,77.4559,78.4662,76.8593,77.6964,226789.0
2020-12-08,77.2153,78.1679,76.9844,77.6676,288752.0
2020-12-09,77.2442,77.658,75.3102,77.4944,601970.0
2020-12-10,77.0903,77.6195,76.282,76.9459,516881.0
2020-12-11,76.8305,76.9748,75.9068,76.3494,213563.0
2020-12-12,76.8305,76.9748,75.9068,76.3494,213563.0
2020-12-13,76.8305,76.9748,75.9068,76.3494,213563.0
2020-12-14,77.1095,77.3789,74.4394,74.7522,365398.0
2020-12-15,75.2429,76.436,74.5982,76.4167,379316.0
2020-12-16,76.8401,76.8401,74.7955,75.1851,268183.0
2020-12-17,75.647,76.5511,73.5879,74.2999,723491.0
2020-12-18,74.2999,74.502,73.357,73.9632,601346.0
2020-12-19,74.2999,74.502,73.357,73.9632,601346.0
2020-12-20,74.2999,74.502,73.357,73.9632,601346.0
2020-12-21,72.8182,73.4243,71.2017,72.6065,531224.0
2020-12-22,72.4814,73.0683,71.9137,72.135,292086.0
2020-12-23,72.5488,72.6642,71.5769,71.7405,745540.0
2020-12-24,71.8079,71.9185,70.5426,71.4711,353188.0
2020-12-25,71.8079,71.9185,70.5426,71.4711,353188.0
2020-12-26,71.8079,71.9185,70.5426,71.4711,353188.0
2020-12-27,71.8079,71.9185,70.5426,71.4711,353188.0
2020-12-28,72.2312,72.4622,70.7398,71.2113,730487.0
2020-12-29,71.7213,71.9233,70.5426,71.7886,294962.0
2020-12-30,71.8175,72.5872,70.8842,71.2498,444279.0
2020-12-31,71.2113,71.8079,70.2637,71.5769,339222.0
2021-01-01,71.2113,71.8079,70.2637,71.5769,339222.0
2021-01-02,71.2113,71.8079,70.2637,71.5769,339222.0
2021-01-03,71.2113,71.8079,70.2637,71.5769,339222.0
2021-01-04,71.3364,71.8945,68.2959,68.421,819925.0
2021-01-05,68.421,71.5096,68.1516,71.1536,459801.0
2021-01-06,71.8656,75.7066,71.6635,74.8195,557329.0
2021-01-07,75.1274,76.3108,74.3865,75.8587,344060.0
2021-01-08,76.2917,76.3398,74.0305,75.214,260537.0
2021-01-09,76.2917,76.3398,74.0305,75.214,260537.0
2021-01-10,76.2917,76.3398,74.0305,75.214,260537.0
2021-01-11,74.3192,76.3494,74.1556,75.9741,270520.0
2021-01-12,76.0126,78.9569,75.8298,78.649,352968.0
2021-01-13,78.7452,80.6119,78.7452,79.5823,541339.0
2021-01-14,80.2366,82.084,80.1596,81.3239,414687.0
2021-01-15,80.4868,81.5067,79.0916,80.5926,478203.0
2021-01-16,80.4868,81.5067,79.0916,80.5926,478203.0
2021-01-17,80.4868,81.5067,79.0916,80.5926,478203.0
2021-01-18,80.4868,81.5067,79.0916,80.5926,478203.0
2021-01-19,80.9005,81.372,80.227,80.4964,485721.0
2021-01-20,80.2077,80.6311,76.3205,78.3026,670452.0
2021-01-21,78.1968,78.4806,76.1569,76.5322,445044.0
2021-01-22,76.0126,76.9652,75.2621,76.3975,218557.0
2021-01-23,76.0126,76.9652,75.2621,76.3975,218557.0
2021-01-24,76.0126,76.9652,75.2621,76.3975,218557.0
2021-01-25,76.0703,78.5913,75.0504,78.216,387657.0
2021-01-26,78.7548,79.5919,77.6772,78.0813,378849.0
2021-01-27,77.2346,77.9466,75.8202,76.9748,364997.0
2021-01-28,77.9081,77.9081,75.368,76.4552,316984.0
2021-01-29,76.3879,76.436,74.0498,75.2525,267822.0
2021-01-30,76.3879,76.436,74.0498,75.2525,267822.0
2021-01-31,76.3879,76.436,74.0498,75.2525,267822.0
2021-02-01,75.8587,78.0909,75.1322,77.6195,316158.0
2021-02-02,78.4758,78.7308,77.2057,77.3885,213940.0
2021-02-03,77.1576,78.0717,76.359,76.9556,305354.0
2021-02-04,77.2538,79.26,76.9652,78.3315,207760.0
2021-02-05,78.7741,79.6497,77.9274,78.4951,252007.0
2021-02-06,78.7741,79.6497,77.9274,78.4951,252007.0
2021-02-07,78.7741,79.6497,77.9274,78.4951,252007.0
2021-02-08,79.0339,81.4682,78.9665,79.9961,264055.0
2021-02-09,79.5631,80.5156,78.4662,79.2648,163625.0
2021-02-10,79.0724,79.8902,78.1006,79.0243,205297.0
2021-02-11,79.3129,80.304,78.6105,80.1404,193305.0
2021-02-12,79.8806,80.7225,79.2356,80.1308,173621.0
2021-02-13,79.8806,80.7225,79.2356,80.1308,173621.0
2021-02-14,79.8806,80.7225,79.2356,80.1308,173621.0
2021-02-15,79.8806,80.7225,79.2356,80.1308,173621.0
2021-02-16,80.4194,80.5734,79.2071,79.4188,225828.0
2021-02-17,79.0146,79.7555,77.0422,78.2641,280370.0
2021-02-18,77.9081,78.3796,76.3975,76.8497,422800.0
2021-02-19,77.0133,77.4944,74.1652,75.1851,452956.0
2021-02-20,77.0133,77.4944,74.1652,75.1851,452956.0
2021-02-21,77.0133,77.4944,74.1652,75.1851,452956.0
2021-02-22,74.6559,76.1954,73.0443,74.7233,836295.0
2021-02-23,76.2243,81.7184,75.7913,81.4971,774264.0
2021-02-24,81.6606,85.4228,79.6497,84.9802,638487.0
2021-02-25,84.6627,88.2805,84.5953,85.5671,752177.0
2021-02-26,85.0475,85.5864,82.3246,82.3438,687604.0
2021-02-27,85.0475,85.5864,82.3246,82.3438,687604.0
2021-02-28,85.0475,85.5864,82.3246,82.3438,687604.0
2021-03-01,83.6524,85.1919,82.9019,84.2585,399437.0
2021-03-02,83.8256,83.8929,81.0064,81.1988,273609.0
2021-03-03,80.9769,82.9558,80.4753,81.9704,342411.0
2021-03-04,81.9704,84.6906,80.7165,82.1441,378557.0
2021-03-05,82.8771,83.4848,80.4174,83.0122,420684.0
2021-03-06,82.8771,83.4848,80.4174,83.0122,420684.0
2021-03-07,82.8771,83.4848,80.4174,83.0122,420684.0
2021-03-08,83.6199,88.9926,82.2887,88.3849,546859.0
2021-03-09,88.4139,90.1308,86.8672,89.282,550816.0
2021-03-10,89.6389,89.8897,88.4235,89.7546,308178.0
2021-03-11,89.7643,90.4974,89.2916,90.1598,212532.0
2021-03-12,90.7385,92.0455,90.1308,91.896,146921.0
2021-03-13,90.7385,92.0455,90.1308,91.896,146921.0
2021-03-14,90.7385,92.0455,90.1308,91.896,146921.0
2021-03-15,91.568,92.957,91.1726,92.9378,196825.0
2021-03-16,92.9763,93.0921,90.8639,92.0889,423355.0
2021-03-17,91.9925,92.5664,90.7269,92.2529,318541.0
2021-03-18,91.8767,93.4104,89.4074,91.134,449323.0
2021-03-19,90.9025,92.2818,90.2514,91.4716,253676.0
2021-03-20,90.9025,92.2818,90.2514,91.4716,253676.0
2021-03-21,90.9025,92.2818,90.2514,91.4716,253676.0
2021-03-22,91.1243,91.3655,87.811,88.2402,412326.0
2021-03-23,87.4396,87.5843,85.414,86.2918,365249.0
2021-03-24,87.1502,88.9444,85.9638,86.1374,368785.0
2021-03-25,85.6648,87.9412,84.8256,87.2178,310436.0
2021-03-26,87.5071,89.3109,86.4172,89.3013,313106.0
2021-03-27,87.5071,89.3109,86.4172,89.3013,313106.0
2021-03-28,87.5071,89.3109,86.4172,89.3013,313106.0
2021-03-29,88.8576,90.8639,88.5634,89.0698,615596.0
2021-03-30,89.3013,89.5328,87.9412,88.5971,491271.0
2021-03-31,89.0023,89.3833,86.3111,86.8995,472117.0
2021-04-01,86.8223,89.2434,86.8223,89.2048,399885.0
2021-04-02,86.8223,89.2434,86.8223,89.2048,399885.0
2021-04-03,86.8223,89.2434,86.8223,89.2048,399885.0
2021-04-04,86.8223,89.2434,86.8223,89.2048,399885.0
2021-04-05,90.0729,90.4154,88.8769,89.3206,394866.0
2021-04-06,89.4267,92.8702,89.0505,92.359,506276.0
2021-04-07,92.7255,93.0984,91.1436,91.8285,229332.0
2021-04-08,91.4523,91.6645,89.5714,90.0151,232098.0
2021-04-09,90.3044,91.4427,89.745,91.2015,168944.0
2021-04-10,90.3044,91.4427,89.745,91.2015,168944.0
2021-04-11,90.3044,91.4427,89.745,91.2015,168944.0
2021-04-12,91.3269,91.7127,90.3044,90.9411,140027.0
2021-04-13,90.3334,90.5113,89.2434,89.8704,143950.0
2021-04-14,90.3816,91.8188,90.0633,91.433,216350.0
2021-04-15,91.9057,92.359,91.3944,92.1564,149489.0
2021-04-16,92.8413,94.3845,92.4362,94.1435,184821.0
2021-04-17,92.8413,94.3845,92.4362,94.1435,184821.0
2021-04-18,92.8413,94.3845,92.4362,94.1435,184821.0
2021-04-19,94.2689,95.0116,93.3718,94.8862,239889.0
2021-04-20,94.7608,95.5421,92.9956,93.8155,204404.0
2021-04-21,93.7287,95.9376,93.6467,95.3492,233558.0
2021-04-22,95.1659,95.7736,93.9506,94.2978,140922.0
2021-04-23,95.002,96.1112,94.3171,96.0727,261444.0
2021-04-24,95.002,96.1112,94.3171,96.0727,261444.0
2021-04-25,95.002,96.1112,94.3171,96.0727,261444.0
2021-04-26,96.8057,98.079,96.8057,96.9408,427355.0
2021-04-27,91.1436,99.2654,91.134,97.317,535218.0
2021-04-28,98.9761,100.7991,97.481,100.3458,466146.0
2021-04-29,101.0017,102.709,100.3361,101.9277,359560.0
2021-04-30,101.2814,101.5611,99.7381,99.9792,508983.0
2021-05-01,101.2814,101.5611,99.7381,99.9792,508983.0
2021-05-02,101.2814,101.5611,99.7381,99.9792,508983.0
2021-05-03,100.1818,102.41,99.9117,101.4261,286918.0
2021-05-04,101.5129,102.7379,100.2011,102.5836,415801.0
2021-05-05,102.5933,102.8833,100.8053,100.9986,679589.0
2021-05-06,101.4335,102.1342,99.1043,99.1429,287902.0
2021-05-07,98.4181,101.8201,98.3601,100.9503,416499.0
2021-05-08,98.4181,101.8201,98.3601,100.9503,416499.0
2021-05-09,98.4181,101.8201,98.3601,100.9503,416499.0
2021-05-10,101.7621,103.2795,101.2209,102.4773,152799.0
2021-05-11,101.5205,102.4145,99.747,101.8394,341255.0
2021-05-12,101.1146,101.7138,98.4132,98.5147,403219.0
2021-05-13,98.3311,101.7138,98.3311,101.5592,197300.0
2021-05-14,101.7718,104.246,101.6558,103.6371,188953.0
2021-05-15,101.7718,104.246,101.6558,103.6371,188953.0
2021-05-16,101.7718,104.246,101.6558,103.6371,188953.0
2021-05-17,102.8446,103.6758,102.0424,102.9413,164437.0
2021-05-18,103.2022,103.2022,101.419,101.5495,158443.0
2021-05-19,99.9355,101.0276,99.0173,99.4715,233409.0
2021-05-20,99.4812,100.5347,98.4181,99.5489,428585.0
2021-05-21,99.9451,100.7473,99.7228,100.0901,254704.0
2021-05-22,99.9451,100.7473,99.7228,100.0901,254704.0
2021-05-23,99.9451,100.7473,99.7228,100.0901,254704.0
2021-05-24,100.6603,101.1919,99.7228,100.1964,132515.0
2021-05-25,100.3897,101.0518,99.5585,99.7615,128466.0
2021-05-26,100.1674,101.0421,99.9644,100.728,136241.0
2021-05-27,101.5012,102.2744,100.8246,101.6075,231267.0
2021-05-28,102.1101,103.0282,101.4539,102.7866,137251.0
2021-05-29,102.1101,103.0282,101.4539,102.7866,137251.0
