,SBGI US Equity,SBGI US Equity,SBGI US Equity,SBGI US Equity,SBGI US Equity
2020-03-09,17.092,17.3905,16.3829,16.4451,3500513.0
2020-03-10,17.0173,17.6642,16.1963,17.3076,3196258.0
2020-03-11,17.1832,17.1832,15.5744,15.9558,2469366.0
2020-03-12,14.5128,15.4914,13.2606,13.6338,5078591.0
2020-03-13,14.4465,14.6787,13.0035,13.3933,4120220.0
2020-03-14,14.4465,14.6787,13.0035,13.3933,4120220.0
2020-03-15,14.4465,14.6787,13.0035,13.3933,4120220.0
2020-03-16,12.1327,12.6635,10.8639,10.8805,3901745.0
2020-03-17,11.1044,11.4693,9.0726,11.2288,3887093.0
2020-03-18,10.3331,11.5273,8.7699,10.5322,4524158.0
2020-03-19,10.2917,13.4513,10.2917,11.9088,3692148.0
2020-03-20,12.3152,12.8708,11.0588,11.3117,3475019.0
2020-03-21,12.3152,12.8708,11.0588,11.3117,3475019.0
2020-03-22,12.3152,12.8708,11.0588,11.3117,3475019.0
2020-03-23,11.3864,12.6386,10.441,12.4396,3848481.0
2020-03-24,13.4762,14.2806,12.8625,13.4596,4254528.0
2020-03-25,13.6504,17.6144,13.6504,16.0968,5784424.0
2020-03-26,16.4866,16.6939,14.546,14.969,3299340.0
2020-03-27,14.1397,14.8363,13.4513,14.4216,1969659.0
2020-03-28,14.1397,14.8363,13.4513,14.4216,1969659.0
2020-03-29,14.1397,14.8363,13.4513,14.4216,1969659.0
2020-03-30,13.9406,14.3802,12.3525,13.4679,2050708.0
2020-03-31,13.4928,14.2226,13.2938,13.3352,1776787.0
2020-04-01,12.6967,12.7879,10.499,10.7395,1782873.0
2020-04-02,10.5156,11.2039,10.217,10.7146,1913135.0
2020-04-03,10.5736,10.9385,9.9102,10.159,2063018.0
2020-04-04,10.5736,10.9385,9.9102,10.159,2063018.0
2020-04-05,10.5736,10.9385,9.9102,10.159,2063018.0
2020-04-06,10.7727,12.2405,10.6649,11.7513,2352333.0
2020-04-07,12.5806,14.1562,11.8757,12.0166,2979260.0
2020-04-08,12.2654,13.5094,12.2654,12.9538,2062162.0
2020-04-09,13.7001,14.2682,12.6801,12.8128,2115927.0
2020-04-10,13.7001,14.2682,12.6801,12.8128,2115927.0
2020-04-11,13.7001,14.2682,12.6801,12.8128,2115927.0
2020-04-12,13.7001,14.2682,12.6801,12.8128,2115927.0
2020-04-13,12.8542,12.8708,12.0415,12.5515,1677721.0
2020-04-14,12.8963,13.6296,12.7464,13.5343,1193871.0
2020-04-15,12.6635,12.9455,11.6849,12.0332,2060197.0
2020-04-16,12.1659,12.3732,11.6269,11.8508,1123660.0
2020-04-17,12.3815,13.3104,12.2737,13.1362,1740187.0
2020-04-18,12.3815,13.3104,12.2737,13.1362,1740187.0
2020-04-19,12.3815,13.3104,12.2737,13.1362,1740187.0
2020-04-20,12.5972,13.3067,12.282,12.5972,1155276.0
2020-04-21,12.0913,12.5059,11.5937,11.7264,1594217.0
2020-04-22,11.9835,12.0996,11.4942,11.5356,978157.0
2020-04-23,11.66,12.1908,11.5688,12.0747,2344052.0
2020-04-24,12.1991,12.8874,12.0996,12.6718,1164437.0
2020-04-25,12.1991,12.8874,12.0996,12.6718,1164437.0
2020-04-26,12.1991,12.8874,12.0996,12.6718,1164437.0
2020-04-27,12.6884,13.3684,12.5474,13.2855,2534615.0
2020-04-28,13.7914,14.5046,13.4513,14.2475,1366167.0
2020-04-29,14.969,15.6863,14.6041,15.5329,1544383.0
2020-04-30,15.027,15.0934,14.0526,14.6372,1550762.0
2020-05-01,14.2392,14.2392,13.6089,13.9821,1194057.0
2020-05-02,14.2392,14.2392,13.6089,13.9821,1194057.0
2020-05-03,14.2392,14.2392,13.6089,13.9821,1194057.0
2020-05-04,13.0616,13.3269,12.2696,12.4769,2023900.0
2020-05-05,12.7962,13.1528,12.0788,12.7547,2031724.0
2020-05-06,13.2689,14.007,12.8211,13.0989,2641472.0
2020-05-07,13.5426,13.8162,13.1279,13.3186,1721839.0
2020-05-08,13.7499,14.3594,13.4596,13.6338,1235463.0
2020-05-09,13.7499,14.3594,13.4596,13.6338,1235463.0
2020-05-10,13.7499,14.3594,13.4596,13.6338,1235463.0
2020-05-11,13.2523,13.798,13.0781,13.6545,1610074.0
2020-05-12,13.7084,14.0526,13.2108,13.2606,1409746.0
2020-05-13,13.1611,13.2855,11.4651,12.2405,2441581.0
2020-05-14,11.8922,12.4147,11.1542,12.3732,2367129.0
2020-05-15,12.3152,13.4472,12.282,12.9164,2403533.0
2020-05-16,12.3152,13.4472,12.282,12.9164,2403533.0
2020-05-17,12.3152,13.4472,12.282,12.9164,2403533.0
2020-05-18,13.6006,14.5626,13.6006,14.1397,1599258.0
2020-05-19,14.1231,14.6787,13.9738,14.1853,1486679.0
2020-05-20,14.4797,14.9607,14.2641,14.5792,1394411.0
2020-05-21,14.4548,15.168,14.3221,14.3636,757764.0
2020-05-22,14.4714,14.9607,14.1562,14.9192,799463.0
2020-05-23,14.4714,14.9607,14.1562,14.9192,799463.0
2020-05-24,14.4714,14.9607,14.1562,14.9192,799463.0
2020-05-25,14.4714,14.9607,14.1562,14.9192,799463.0
2020-05-26,15.3836,15.6573,14.9068,15.2095,1206666.0
2020-05-27,15.8314,16.6442,15.5661,16.2627,1415727.0
2020-05-28,16.2378,16.2793,15.3587,15.4168,1063835.0
2020-05-29,15.291,15.8862,15.0228,15.6683,1275995.0
2020-05-30,15.291,15.8862,15.0228,15.6683,1275995.0
2020-05-31,15.291,15.8862,15.0228,15.6683,1275995.0
2020-06-01,15.7605,16.5066,15.5593,16.1838,1065386.0
2020-06-02,16.4898,17.1186,16.4312,16.9761,2144472.0
2020-06-03,17.3533,17.7892,16.5653,17.1605,1995359.0
2020-06-04,17.2024,18.4264,16.7665,18.3844,1171677.0
2020-06-05,19.4491,21.1928,19.4491,20.7653,2267941.0
2020-06-06,19.4491,21.1928,19.4491,20.7653,2267941.0
2020-06-07,19.4491,21.1928,19.4491,20.7653,2267941.0
2020-06-08,22.2441,22.2441,19.9353,20.8659,2394965.0
2020-06-09,20.2874,20.7904,19.1556,19.2815,2565091.0
2020-06-10,19.097,19.1631,17.8563,18.1749,1937269.0
2020-06-11,16.8838,17.0222,15.9407,16.0371,2657894.0
2020-06-12,17.0515,17.2527,15.3832,16.1713,2017224.0
2020-06-13,17.0515,17.2527,15.3832,16.1713,2017224.0
2020-06-14,17.0515,17.2527,15.3832,16.1713,2017224.0
2020-06-15,15.3413,16.8922,15.2241,16.5401,1391471.0
2020-06-16,17.588,17.7809,16.3557,16.5234,828434.0
2020-06-17,16.5653,16.5653,15.727,15.9617,1090611.0
2020-06-18,15.685,16.7665,15.5341,16.4228,1246722.0
2020-06-19,16.691,16.7497,15.6431,15.9868,2180676.0
2020-06-20,16.691,16.7497,15.6431,15.9868,2180676.0
2020-06-21,16.691,16.7497,15.6431,15.9868,2180676.0
2020-06-22,15.9449,16.5569,15.6012,16.3389,1084121.0
2020-06-23,16.6072,16.9928,16.2132,16.3557,2047426.0
2020-06-24,16.0623,16.1503,14.8048,15.5258,1586748.0
2020-06-25,15.2324,15.7511,14.83,15.4,1843122.0
2020-06-26,15.3749,15.509,13.8659,14.0838,8658693.0
2020-06-27,15.3749,15.509,13.8659,14.0838,8658693.0
2020-06-28,15.3749,15.509,13.8659,14.0838,8658693.0
2020-06-29,14.3102,15.2072,13.9832,14.8551,2951455.0
2020-06-30,14.7629,15.5341,14.5449,15.4755,1721680.0
2020-07-01,15.4252,15.9114,15.0898,15.2743,1199522.0
2020-07-02,15.6264,15.8485,15.0815,15.224,1105051.0
2020-07-03,15.6264,15.8485,15.0815,15.224,1105051.0
2020-07-04,15.6264,15.8485,15.0815,15.224,1105051.0
2020-07-05,15.6264,15.8485,15.0815,15.224,1105051.0
2020-07-06,15.6431,15.9617,15.2743,15.5761,1688339.0
2020-07-07,15.4,15.5928,15.2324,15.4922,1077024.0
2020-07-08,15.3413,15.8779,14.9138,15.5006,1025055.0
2020-07-09,15.5258,15.6431,13.8323,14.0838,1840260.0
2020-07-10,14.1844,15.0018,14.0587,14.8551,929818.0
2020-07-11,14.1844,15.0018,14.0587,14.8551,929818.0
2020-07-12,14.1844,15.0018,14.0587,14.8551,929818.0
2020-07-13,15.1821,15.4503,14.7503,14.7922,1157272.0
2020-07-14,14.7461,15.4,14.5617,15.2407,716316.0
2020-07-15,15.727,16.4898,15.6683,16.2425,1349264.0
2020-07-16,16.0958,17.0934,15.794,16.6994,1657594.0
2020-07-17,16.6491,16.9425,16.2549,16.4731,1901477.0
2020-07-18,16.6491,16.9425,16.2549,16.4731,1901477.0
2020-07-19,16.6491,16.9425,16.2549,16.4731,1901477.0
2020-07-20,16.1629,16.3976,14.9809,15.1653,2000056.0
2020-07-21,15.1485,15.9449,15.1485,15.7605,1085261.0
2020-07-22,15.6934,16.8587,15.5803,16.4815,1365988.0
2020-07-23,16.3389,17.0431,16.3389,16.9341,1369216.0
2020-07-24,17.4371,17.6886,16.8755,17.1689,1470677.0
2020-07-25,17.4371,17.6886,16.8755,17.1689,1470677.0
2020-07-26,17.4371,17.6886,16.8755,17.1689,1470677.0
2020-07-27,17.018,17.2276,16.0539,16.2719,2490042.0
2020-07-28,16.188,16.8294,16.1386,16.5569,1702302.0
2020-07-29,16.7497,17.2737,16.6072,17.1353,971298.0
2020-07-30,16.8671,17.9066,16.5737,17.7641,1209332.0
2020-07-31,17.8144,17.8479,16.9425,17.2695,1030754.0
2020-08-01,17.8144,17.8479,16.9425,17.2695,1030754.0
2020-08-02,17.8144,17.8479,16.9425,17.2695,1030754.0
2020-08-03,17.3868,17.9737,17.0767,17.63,1237970.0
2020-08-04,17.7389,18.3342,17.7389,17.9988,993998.0
2020-08-05,17.1856,17.7641,15.6524,16.1964,3040708.0
2020-08-06,16.0707,17.5042,16.0707,17.2024,1772116.0
2020-08-07,17.0767,17.2443,16.6575,17.1018,1017661.0
2020-08-08,17.0767,17.2443,16.6575,17.1018,1017661.0
2020-08-09,17.0767,17.2443,16.6575,17.1018,1017661.0
2020-08-10,17.0767,17.915,16.9509,17.6551,1019501.0
2020-08-11,18.0994,18.9713,18.0994,18.3342,1706884.0
2020-08-12,18.7533,19.3737,17.5629,17.9485,1457437.0
2020-08-13,17.7725,18.1749,17.303,17.6216,980019.0
2020-08-14,17.4707,18.2545,17.412,17.9653,619009.0
2020-08-15,17.4707,18.2545,17.412,17.9653,619009.0
2020-08-16,17.4707,18.2545,17.412,17.9653,619009.0
2020-08-17,17.9401,18.1833,17.303,17.7306,600708.0
2020-08-18,17.6383,17.7012,17.0389,17.2611,629414.0
2020-08-19,17.3952,18.0827,17.2941,17.7809,1200396.0
2020-08-20,17.5126,17.7306,17.2108,17.3533,557585.0
2020-08-21,17.3114,17.4958,17.0557,17.1353,548151.0
2020-08-22,17.3114,17.4958,17.0557,17.1353,548151.0
2020-08-23,17.3114,17.4958,17.0557,17.1353,548151.0
2020-08-24,17.1605,17.806,16.9258,17.7976,552149.0
2020-08-25,17.9737,18.091,17.412,17.8395,452782.0
2020-08-26,17.7725,18.0575,17.6216,17.8982,484823.0
2020-08-27,18.0156,18.3844,17.8898,18.0659,546397.0
2020-08-28,18.1497,18.3677,18.0491,18.1833,394740.0
2020-08-29,18.1497,18.3677,18.0491,18.1833,394740.0
2020-08-30,18.1497,18.3677,18.0491,18.1833,394740.0
2020-08-31,18.2848,18.2848,17.5148,17.6079,763985.0
2020-09-01,17.4556,17.684,16.9437,17.0579,671930.0
2020-09-02,17.0241,17.5994,16.8845,17.4302,680993.0
2020-09-03,17.5317,18.3102,17.1171,17.2779,711834.0
2020-09-04,17.5656,17.794,17.1171,17.6925,653537.0
2020-09-05,17.5656,17.794,17.1171,17.6925,653537.0
2020-09-06,17.5656,17.794,17.1171,17.6925,653537.0
2020-09-07,17.5656,17.794,17.1171,17.6925,653537.0
2020-09-08,17.591,17.8194,17.1933,17.8194,854879.0
2020-09-09,18.1071,18.1663,17.2144,17.574,797306.0
2020-09-10,17.7771,17.9167,16.8041,16.9987,873629.0
2020-09-11,17.0325,17.0325,16.601,16.8718,509997.0
2020-09-12,17.0325,17.0325,16.601,16.8718,509997.0
2020-09-13,17.0325,17.0325,16.601,16.8718,509997.0
2020-09-14,17.0071,17.921,16.8887,17.8617,1016523.0
2020-09-15,18.0479,18.1833,17.481,17.7179,463695.0
2020-09-16,17.9125,18.6317,17.7517,18.4202,959519.0
2020-09-17,18.0479,18.6486,17.9802,18.6232,679616.0
2020-09-18,18.7755,18.9702,17.8871,18.3017,2512723.0
2020-09-19,18.7755,18.9702,17.8871,18.3017,2512723.0
2020-09-20,18.7755,18.9702,17.8871,18.3017,2512723.0
2020-09-21,17.8871,17.8871,16.9564,17.0833,1378042.0
2020-09-22,17.151,17.6164,16.8041,17.0071,953585.0
2020-09-23,17.0325,17.2779,16.1399,16.3725,1604332.0
2020-09-24,16.4656,17.2229,16.1949,16.7787,1041613.0
2020-09-25,16.7364,17.1341,16.5248,16.7871,474210.0
2020-09-26,16.7364,17.1341,16.5248,16.7871,474210.0
2020-09-27,16.7364,17.1341,16.5248,16.7871,474210.0
2020-09-28,17.1679,17.5148,17.0748,17.1594,524682.0
2020-09-29,17.1341,17.3371,16.436,16.9818,499549.0
2020-09-30,16.7364,16.9902,16.2118,16.271,1176493.0
2020-10-01,16.2541,16.3978,15.281,15.6703,1394429.0
2020-10-02,15.2303,16.051,15.2142,15.8226,1111160.0
2020-10-03,15.2303,16.051,15.2142,15.8226,1111160.0
2020-10-04,15.2303,16.051,15.2142,15.8226,1111160.0
2020-10-05,16.051,16.2922,15.5518,15.8141,840155.0
2020-10-06,16.0426,16.3302,15.6533,15.6703,848749.0
2020-10-07,15.831,16.0468,15.6703,15.8056,578418.0
2020-10-08,15.9749,16.4487,15.9072,16.3725,6685865.0
2020-10-09,16.6264,16.7956,15.9918,16.0426,749153.0
2020-10-10,16.6264,16.7956,15.9918,16.0426,749153.0
2020-10-11,16.6264,16.7956,15.9918,16.0426,749153.0
2020-10-12,15.9072,16.2033,15.6533,16.0764,1089889.0
2020-10-13,16.1102,16.1779,15.5772,15.9918,1341849.0
2020-10-14,16.0679,16.4149,15.7295,15.7549,1416002.0
2020-10-15,15.5941,15.7464,15.2726,15.4757,1309852.0
2020-10-16,15.4418,15.7718,15.3403,15.5687,1274219.0
2020-10-17,15.4418,15.7718,15.3403,15.5687,1274219.0
2020-10-18,15.4418,15.7718,15.3403,15.5687,1274219.0
2020-10-19,15.5433,15.6533,15.0187,15.0949,976190.0
2020-10-20,15.3657,16.0806,15.1034,16.0679,1577968.0
2020-10-21,16.0341,16.5248,15.9072,16.2625,1708418.0
2020-10-22,16.2456,16.9987,16.1018,16.1526,1762239.0
2020-10-23,16.2287,16.4741,15.6533,15.9326,773219.0
2020-10-24,16.2287,16.4741,15.6533,15.9326,773219.0
2020-10-25,16.2287,16.4741,15.6533,15.9326,773219.0
2020-10-26,15.6618,15.6618,15.0949,15.298,1452833.0
2020-10-27,15.2134,15.2514,14.4476,14.6295,896923.0
2020-10-28,14.2318,14.7311,14.1465,14.5449,1056178.0
2020-10-29,14.2953,15.7295,14.2953,15.6533,881332.0
2020-10-30,15.721,15.9749,15.5518,15.721,836018.0
2020-10-31,15.721,15.9749,15.5518,15.721,836018.0
2020-11-01,15.721,15.9749,15.5518,15.721,836018.0
2020-11-02,16.0679,16.2964,15.6618,16.1695,771525.0
2020-11-03,16.4233,16.8379,16.1695,16.6264,1545647.0
2020-11-04,16.6772,16.9056,15.1287,15.3149,2344805.0
2020-11-05,15.3233,16.4402,15.3107,15.9495,1415868.0
2020-11-06,16.0172,16.821,15.9833,16.3133,1013375.0
2020-11-07,16.0172,16.821,15.9833,16.3133,1013375.0
2020-11-08,16.0172,16.821,15.9833,16.3133,1013375.0
2020-11-09,17.3456,20.2055,17.3287,17.3541,1608427.0
2020-11-10,18.1663,18.3356,17.4725,18.1156,1689739.0
2020-11-11,18.3609,18.6994,18.1071,18.3948,767679.0
2020-11-12,18.1833,18.3779,17.4753,18.2002,887522.0
2020-11-13,18.7713,20.0532,18.3271,19.9263,1268642.0
2020-11-14,18.7713,20.0532,18.3271,19.9263,1268642.0
2020-11-15,18.7713,20.0532,18.3271,19.9263,1268642.0
2020-11-16,20.1801,21.165,19.9347,21.0432,1524725.0
2020-11-17,20.8739,21.7031,20.5186,21.1193,802665.0
2020-11-18,21.3816,21.5678,20.7893,20.8147,833763.0
2020-11-19,23.0231,24.8677,21.847,22.0501,3620104.0
2020-11-20,22.0585,22.9469,21.8385,22.6423,2347172.0
2020-11-21,22.0585,22.9469,21.8385,22.6423,2347172.0
2020-11-22,22.0585,22.9469,21.8385,22.6423,2347172.0
2020-11-23,22.9554,23.719,22.727,23.4377,2227430.0
2020-11-24,23.9115,24.4869,23.37,23.8692,2741788.0
2020-11-25,23.7592,24.5038,23.5477,23.9538,1674512.0
2020-11-26,23.7592,24.5038,23.5477,23.9538,1674512.0
2020-11-27,24.1569,24.1908,23.4123,23.7254,545951.0
2020-11-28,24.1569,24.1908,23.4123,23.7254,545951.0
2020-11-29,24.1569,24.1908,23.4123,23.7254,545951.0
2020-11-30,23.6316,23.964,23.1885,23.2311,657670.0
2020-12-01,23.7765,24.1856,23.2822,23.9811,1404548.0
2020-12-02,23.768,24.6799,23.0181,24.4753,851964.0
2020-12-03,24.6458,24.9952,24.0833,24.2623,613079.0
2020-12-04,24.535,24.7736,23.8958,24.6373,950392.0
2020-12-05,24.535,24.7736,23.8958,24.6373,950392.0
2020-12-06,24.535,24.7736,23.8958,24.6373,950392.0
2020-12-07,24.5009,24.7139,23.6998,24.6117,728329.0
2020-12-08,24.4072,25.1741,24.0578,24.7779,916219.0
2020-12-09,25.2594,25.5576,24.4804,24.8418,487116.0
2020-12-10,24.5776,24.927,24.4668,24.8759,657989.0
2020-12-11,24.6543,24.7139,24.1941,24.3901,400917.0
2020-12-12,24.6543,24.7139,24.1941,24.3901,400917.0
2020-12-13,24.6543,24.7139,24.1941,24.3901,400917.0
2020-12-14,25.5491,25.5576,23.9896,24.0237,727710.0
2020-12-15,24.2538,24.7651,23.9981,24.5691,574411.0
2020-12-16,24.6969,24.7139,24.1089,24.1174,487648.0
2020-12-17,24.6373,24.8418,24.0492,24.6628,993530.0
2020-12-18,24.5861,24.9781,23.9896,24.4072,1289512.0
2020-12-19,24.5861,24.9781,23.9896,24.4072,1289512.0
2020-12-20,24.5861,24.9781,23.9896,24.4072,1289512.0
2020-12-21,24.0748,24.2878,23.4356,23.6913,1386309.0
2020-12-22,23.8021,24.0833,23.3206,24.0151,733879.0
2020-12-23,24.0918,27.0064,24.0705,26.8445,3174846.0
2020-12-24,26.9297,27.326,26.2053,26.6314,523258.0
2020-12-25,26.9297,27.326,26.2053,26.6314,523258.0
2020-12-26,26.9297,27.326,26.2053,26.6314,523258.0
2020-12-27,26.9297,27.326,26.2053,26.6314,523258.0
2020-12-28,26.8359,27.6796,26.6314,27.4751,927492.0
2020-12-29,27.5262,27.6967,26.461,26.8871,471604.0
2020-12-30,27.1342,27.5859,26.6825,27.5347,492200.0
2020-12-31,27.4495,27.8842,26.9638,27.1427,495950.0
2021-01-01,27.4495,27.8842,26.9638,27.1427,495950.0
2021-01-02,27.4495,27.8842,26.9638,27.1427,495950.0
2021-01-03,27.4495,27.8842,26.9638,27.1427,495950.0
2021-01-04,27.5007,27.5816,26.7081,27.0405,800950.0
2021-01-05,26.87,27.4103,26.6058,26.9552,751104.0
2021-01-06,27.6881,28.8642,27.2194,28.5489,1654206.0
2021-01-07,28.404,29.4607,27.441,27.6796,1272792.0
2021-01-08,27.8415,28.029,27.1939,27.6881,895477.0
2021-01-09,27.8415,28.029,27.1939,27.6881,895477.0
2021-01-10,27.8415,28.029,27.1939,27.6881,895477.0
2021-01-11,27.2791,28.2421,27.1598,28.0461,664531.0
2021-01-12,28.3103,28.5489,27.7648,28.1739,808719.0
2021-01-13,28.1057,28.6852,27.3814,27.4325,832539.0
2021-01-14,27.6881,29.0346,27.0746,28.8131,1533873.0
2021-01-15,28.2932,28.7704,27.8075,28.2932,472891.0
2021-01-16,28.2932,28.7704,27.8075,28.2932,472891.0
2021-01-17,28.2932,28.7704,27.8075,28.2932,472891.0
2021-01-18,28.2932,28.7704,27.8075,28.2932,472891.0
2021-01-19,28.3784,28.7278,27.3728,27.5092,566344.0
2021-01-20,27.6114,27.9097,26.8785,26.8871,594557.0
2021-01-21,26.9723,27.1172,26.5206,26.5803,511284.0
2021-01-22,26.1457,27.3984,25.948,27.245,654616.0
2021-01-23,26.1457,27.3984,25.948,27.245,654616.0
2021-01-24,26.1457,27.3984,25.948,27.245,654616.0
2021-01-25,27.3217,28.2421,27.228,27.6967,1306827.0
2021-01-26,28.0546,28.1313,27.1853,27.6114,1108141.0
2021-01-27,27.2194,31.5657,27.049,29.7334,4434693.0
2021-01-28,29.0432,30.0786,27.4751,28.012,1276696.0
2021-01-29,28.3784,28.8983,26.8445,26.853,905125.0
2021-01-30,28.3784,28.8983,26.8445,26.853,905125.0
2021-01-31,28.3784,28.8983,26.8445,26.853,905125.0
2021-02-01,26.8615,27.7734,26.2053,27.6455,538671.0
2021-02-02,27.7989,28.0972,27.2365,27.3302,455577.0
2021-02-03,27.2365,27.458,26.674,26.8019,569466.0
2021-02-04,26.8615,27.2876,26.5206,27.2791,450723.0
2021-02-05,27.6029,28.1654,27.3473,27.5688,343083.0
2021-02-06,27.6029,28.1654,27.3473,27.5688,343083.0
2021-02-07,27.6029,28.1654,27.3473,27.5688,343083.0
2021-02-08,27.9438,28.208,27.5274,27.833,422442.0
2021-02-09,27.9353,28.029,26.8445,27.6541,417557.0
2021-02-10,27.8415,28.0496,26.9979,27.4836,328334.0
2021-02-11,27.5688,27.7734,26.9212,27.5347,351728.0
2021-02-12,27.2791,27.9609,27.2706,27.5262,223498.0
2021-02-13,27.2791,27.9609,27.2706,27.5262,223498.0
2021-02-14,27.2791,27.9609,27.2706,27.5262,223498.0
2021-02-15,27.2791,27.9609,27.2706,27.5262,223498.0
2021-02-16,27.7137,28.1654,27.3515,27.7563,360942.0
2021-02-17,27.3728,28.5233,27.2791,28.1228,478116.0
2021-02-18,28.1398,28.5489,27.2791,27.9694,490013.0
2021-02-19,28.0205,28.6341,27.9826,28.1654,444076.0
2021-02-20,28.0205,28.6341,27.9826,28.1654,444076.0
2021-02-21,28.0205,28.6341,27.9826,28.1654,444076.0
2021-02-22,28.4807,30.2448,28.2165,29.6567,846673.0
2021-02-23,29.2562,31.1822,28.975,30.918,898033.0
2021-02-24,29.5119,30.705,28.2506,29.759,1180913.0
2021-02-25,29.8016,29.8954,25.0207,26.5547,2734503.0
2021-02-26,26.5462,26.7763,25.6556,26.3587,1259923.0
2021-02-27,26.5462,26.7763,25.6556,26.3587,1259923.0
2021-02-28,26.5462,26.7763,25.6556,26.3587,1259923.0
2021-03-01,26.6314,28.0631,26.4162,27.8245,519853.0
2021-03-02,27.9694,29.6567,27.8245,29.4522,741422.0
2021-03-03,29.3244,31.2759,29.1028,30.4663,766093.0
2021-03-04,30.6027,31.4634,29.759,30.3896,791854.0
2021-03-05,30.9095,31.1737,30.0317,31.0288,672796.0
2021-03-06,30.9095,31.1737,30.0317,31.0288,672796.0
2021-03-07,30.9095,31.1737,30.0317,31.0288,672796.0
2021-03-08,31.4719,32.2986,30.4152,32.0173,924854.0
2021-03-09,32.3943,32.54,31.0749,31.9145,525866.0
2021-03-10,32.0173,32.737,31.9659,32.36,619993.0
2021-03-11,32.5742,33.311,32.3686,32.9855,541527.0
2021-03-12,33.2082,33.9279,32.8398,32.8998,771672.0
2021-03-13,33.2082,33.9279,32.8398,32.8998,771672.0
2021-03-14,33.2082,33.9279,32.8398,32.8998,771672.0
2021-03-15,32.8998,33.1483,32.1801,32.4714,457208.0
2021-03-16,32.4886,32.887,31.9916,32.2658,357796.0
2021-03-17,32.1373,32.5314,31.1177,32.5143,345697.0
2021-03-18,32.4714,32.4714,30.6294,30.7493,484398.0
2021-03-19,30.4237,30.535,29.2757,29.3699,1449233.0
2021-03-20,30.4237,30.535,29.2757,29.3699,1449233.0
2021-03-21,30.4237,30.535,29.2757,29.3699,1449233.0
2021-03-22,29.3442,29.4813,28.3589,28.9758,1061022.0
2021-03-23,28.5303,28.9415,26.6283,27.1595,1368866.0
2021-03-24,27.2023,27.4936,24.889,24.949,1055730.0
2021-03-25,24.6749,25.386,24.3022,25.1375,1145473.0
2021-03-26,25.2317,25.3431,23.5782,24.9662,1791274.0
2021-03-27,25.2317,25.3431,23.5782,24.9662,1791274.0
2021-03-28,25.2317,25.3431,23.5782,24.9662,1791274.0
2021-03-29,24.6491,25.6344,24.1865,24.6663,1425961.0
2021-03-30,24.6749,25.9,24.5035,25.5316,764453.0
2021-03-31,25.523,25.9,24.7605,25.069,789236.0
2021-04-01,25.0775,26.337,25.0775,25.643,930992.0
2021-04-02,25.0775,26.337,25.0775,25.643,930992.0
2021-04-03,25.0775,26.337,25.0775,25.643,930992.0
2021-04-04,25.0775,26.337,25.0775,25.643,930992.0
2021-04-05,25.8572,25.9172,25.1187,25.4888,827512.0
2021-04-06,25.4288,25.8743,25.3431,25.6344,602286.0
2021-04-07,25.7201,26.3027,25.2832,25.6773,816320.0
2021-04-08,25.6344,26.1483,25.4031,25.8144,910237.0
2021-04-09,25.8144,26.0114,25.3688,25.5659,456353.0
2021-04-10,25.8144,26.0114,25.3688,25.5659,456353.0
2021-04-11,25.8144,26.0114,25.3688,25.5659,456353.0
2021-04-12,25.6516,25.8144,25.3603,25.6687,503479.0
2021-04-13,25.703,25.8743,25.0218,25.2917,619852.0
2021-04-14,25.3089,26.0714,24.9919,25.2317,494234.0
2021-04-15,25.3603,25.9771,25.2746,25.9771,363545.0
2021-04-16,26.1571,26.2684,25.703,25.7715,312744.0
2021-04-17,26.1571,26.2684,25.703,25.7715,312744.0
2021-04-18,26.1571,26.2684,25.703,25.7715,312744.0
2021-04-19,25.7886,26.971,25.7372,26.6111,813683.0
2021-04-20,26.6111,26.9624,25.523,26.0457,691573.0
2021-04-21,26.1228,27.2194,25.8315,27.1252,451220.0
2021-04-22,27.2709,27.8535,27.031,27.7249,619650.0
2021-04-23,27.8963,28.2133,27.5022,27.9477,359390.0
2021-04-24,27.8963,28.2133,27.5022,27.9477,359390.0
2021-04-25,27.8963,28.2133,27.5022,27.9477,359390.0
2021-04-26,28.119,28.616,27.9734,28.3504,377619.0
2021-04-27,28.2133,28.8473,28.1448,28.5132,527292.0
2021-04-28,28.4189,29.0358,28.1019,28.9073,671805.0
2021-04-29,29.0872,29.1386,28.0162,28.4703,433707.0
2021-04-30,28.3075,28.8473,27.8192,27.8192,482992.0
2021-05-01,28.3075,28.8473,27.8192,27.8192,482992.0
2021-05-02,28.3075,28.8473,27.8192,27.8192,482992.0
2021-05-03,27.8792,28.299,26.7654,27.4165,967241.0
2021-05-04,27.4422,27.8706,26.1913,26.8939,699531.0
2021-05-05,27.6564,28.496,26.8939,27.9391,571370.0
2021-05-06,28.0676,30.0553,27.6564,28.239,908409.0
2021-05-07,28.4361,28.7488,28.1362,28.6759,420533.0
2021-05-08,28.4361,28.7488,28.1362,28.6759,420533.0
2021-05-09,28.4361,28.7488,28.1362,28.6759,420533.0
2021-05-10,28.7616,29.4128,28.526,28.5389,410189.0
2021-05-11,27.9734,28.7873,27.5879,28.4018,417598.0
2021-05-12,28.2818,28.873,27.8963,27.9734,424857.0
2021-05-13,28.0762,28.8302,27.8792,28.4446,455150.0
2021-05-14,28.4618,28.9244,28.2861,28.6588,600814.0
2021-05-15,28.4618,28.9244,28.2861,28.6588,600814.0
2021-05-16,28.4618,28.9244,28.2861,28.6588,600814.0
