,ST US Equity,ST US Equity,ST US Equity,ST US Equity,ST US Equity
2022-05-17,44.0729,45.2781,44.0141,45.1311,927956.0
2022-05-18,44.651,44.8469,42.995,43.142,732589.0
2022-05-19,42.8481,44.2786,42.5737,43.5634,826568.0
2022-05-20,44.3766,44.6216,42.9363,44.0337,1839449.0
2022-05-21,44.3766,44.6216,42.9363,44.0337,1839449.0
2022-05-22,44.3766,44.6216,42.9363,44.0337,1839449.0
2022-05-23,44.6216,44.9057,43.6613,44.7098,1204587.0
2022-05-24,44.3276,44.7587,43.7299,44.2786,1338516.0
2022-05-25,44.0239,44.6902,43.4948,43.9749,940241.0
2022-05-26,44.4844,45.6945,44.3766,45.3662,767055.0
2022-05-27,45.4544,46.3951,45.4544,46.3853,717837.0
2022-05-28,45.4544,46.3951,45.4544,46.3853,717837.0
2022-05-29,45.4544,46.3951,45.4544,46.3853,717837.0
2022-05-30,45.4544,46.3951,45.4544,46.3853,717837.0
2022-05-31,46.1697,47.5023,45.621,47.0614,1246985.0
2022-06-01,47.1495,47.3945,45.8954,46.5224,875738.0
2022-06-02,46.9928,48.4331,46.5126,48.3449,764295.0
2022-06-03,47.6395,47.8942,46.7576,47.2475,868077.0
2022-06-04,47.6395,47.8942,46.7576,47.2475,868077.0
2022-06-05,47.6395,47.8942,46.7576,47.2475,868077.0
2022-06-06,47.9432,48.6242,47.4435,47.6786,653941.0
2022-06-07,47.1887,48.1882,47.0222,48.1588,584844.0
2022-06-08,48.0118,48.1784,47.3259,47.4925,461230.0
2022-06-09,47.0418,47.5317,46.7919,46.8066,636582.0
2022-06-10,45.4936,45.9737,45.0037,45.0821,661176.0
2022-06-11,45.4936,45.9737,45.0037,45.0821,661176.0
2022-06-12,45.4936,45.9737,45.0037,45.0821,661176.0
2022-06-13,43.7103,44.1268,43.1028,43.2302,908118.0
2022-06-14,43.4654,43.5927,42.2599,42.6619,597659.0
2022-06-15,43.1322,43.8279,42.7648,43.338,533587.0
2022-06-16,42.1818,42.4365,40.0849,40.3103,1133211.0
2022-06-17,40.3005,40.8002,39.4138,40.4475,1766331.0
2022-06-18,40.3005,40.8002,39.4138,40.4475,1766331.0
2022-06-19,40.3005,40.8002,39.4138,40.4475,1766331.0
2022-06-20,40.3005,40.8002,39.4138,40.4475,1766331.0
2022-06-21,41.5645,41.8437,40.8835,41.5351,1136437.0
2022-06-22,41.4567,42.3092,40.9172,41.5253,1001279.0
2022-06-23,41.3097,41.7262,39.9968,41.1628,1172377.0
2022-06-24,41.6429,42.6031,41.2607,42.319,1269203.0
2022-06-25,41.6429,42.6031,41.2607,42.319,1269203.0
2022-06-26,41.6429,42.6031,41.2607,42.319,1269203.0
2022-06-27,42.6031,42.7991,42.0446,42.6325,928979.0
2022-06-28,43.1616,43.4164,41.7311,41.7899,970365.0
2022-06-29,41.5939,41.6233,40.5553,40.9864,702356.0
2022-06-30,40.2221,41.0452,39.7322,40.4769,1175055.0
2022-07-01,40.2613,40.8884,39.4383,39.7714,1882693.0
2022-07-02,40.2613,40.8884,39.4383,39.7714,1882693.0
2022-07-03,40.2613,40.8884,39.4383,39.7714,1882693.0
2022-07-04,40.2613,40.8884,39.4383,39.7714,1882693.0
2022-07-05,39.0659,39.595,38.238,39.546,1602100.0
2022-07-06,39.497,39.8057,38.7818,39.4383,1500022.0
2022-07-07,39.791,41.395,39.7812,41.2216,898591.0
2022-07-08,41.0746,41.4371,40.5504,40.7316,1166665.0
2022-07-09,41.0746,41.4371,40.5504,40.7316,1166665.0
2022-07-10,41.0746,41.4371,40.5504,40.7316,1166665.0
2022-07-11,40.3691,40.7708,39.6146,39.6636,1520414.0
2022-07-12,39.2815,40.2711,39.2423,39.5068,1660814.0
2022-07-13,38.821,39.2913,38.2478,39.1835,1736874.0
2022-07-14,38.3506,38.5466,37.5374,38.3898,1398789.0
2022-07-15,39.2913,39.889,38.5564,39.8694,1048680.0
2022-07-16,39.2913,39.889,38.5564,39.8694,1048680.0
2022-07-17,39.2913,39.889,38.5564,39.8694,1048680.0
2022-07-18,40.4377,40.5749,39.2227,39.3501,1421186.0
2022-07-19,40.1535,41.8976,40.0313,41.8584,1211274.0
2022-07-20,41.927,42.7893,41.6723,42.6031,837786.0
2022-07-21,42.6423,43.4458,42.5149,43.387,868889.0
2022-07-22,43.5144,43.8671,43.1028,43.3968,1089447.0
2022-07-23,43.5144,43.8671,43.1028,43.3968,1089447.0
2022-07-24,43.5144,43.8671,43.1028,43.3968,1089447.0
2022-07-25,43.3086,44.0141,42.7207,43.0734,1974324.0
2022-07-26,40.1731,40.9668,39.9576,40.6728,2614909.0
2022-07-27,40.6239,43.0048,40.4867,42.7501,1975162.0
2022-07-28,43.2204,43.8965,42.6913,43.5829,1286919.0
2022-07-29,43.4262,43.7985,42.9265,43.5731,1323901.0
2022-07-30,43.4262,43.7985,42.9265,43.5731,1323901.0
2022-07-31,43.4262,43.7985,42.9265,43.5731,1323901.0
2022-08-01,43.2106,44.0925,43.0146,43.6123,1241199.0
2022-08-02,43.24,44.0092,43.24,43.2596,823640.0
2022-08-03,43.7887,44.8518,43.436,44.8077,1036377.0
2022-08-04,44.9155,45.4446,44.5726,44.8959,1355987.0
2022-08-05,44.4648,44.7,43.6074,44.357,1679969.0
2022-08-06,44.4648,44.7,43.6074,44.357,1679969.0
2022-08-07,44.4648,44.7,43.6074,44.357,1679969.0
2022-08-08,44.7979,45.0723,44.0288,44.0925,1095040.0
2022-08-09,43.8763,43.8763,42.5602,42.737,1059461.0
2022-08-10,43.8371,44.3773,43.562,44.063,915107.0
2022-08-11,44.5639,44.8684,44.1219,44.23,1651396.0
2022-08-12,44.613,45.0452,44.2889,44.8586,1075421.0
2022-08-13,44.613,45.0452,44.2889,44.8586,1075421.0
2022-08-14,44.613,45.0452,44.2889,44.8586,1075421.0
2022-08-15,44.4657,45.2417,44.4657,44.7309,1178713.0
2022-08-16,44.3478,45.114,44.1121,44.7505,1698909.0
2022-08-17,44.0826,44.2594,43.6504,44.0433,1014912.0
2022-08-18,44.0433,44.7604,43.9942,44.4657,1727422.0
2022-08-19,44.0728,44.1612,43.0513,43.1397,857199.0
2022-08-20,44.0728,44.1612,43.0513,43.1397,857199.0
2022-08-21,44.0728,44.1612,43.0513,43.1397,857199.0
2022-08-22,42.295,42.3441,41.5976,41.6565,1282894.0
2022-08-23,41.6663,42.236,41.3815,41.4993,765526.0
2022-08-24,41.5976,41.7154,41.0377,41.1163,715623.0
2022-08-25,41.3029,42.4963,41.185,42.2851,870162.0
2022-08-26,42.3735,42.6436,40.4385,40.4484,1077209.0
2022-08-27,42.3735,42.6436,40.4385,40.4484,1077209.0
2022-08-28,42.3735,42.6436,40.4385,40.4484,1077209.0
2022-08-29,40.0849,40.743,39.7804,40.36,673607.0
2022-08-30,40.8314,40.8314,39.7215,39.9278,762305.0
2022-08-31,40.1733,40.1733,39.3875,39.5643,1054138.0
2022-09-01,39.0929,39.4072,38.4053,39.3974,974604.0
2022-09-02,40.2323,40.2961,38.9063,39.1125,1132110.0
2022-09-03,40.2323,40.2961,38.9063,39.1125,1132110.0
2022-09-04,40.2323,40.2961,38.9063,39.1125,1132110.0
2022-09-05,40.2323,40.2961,38.9063,39.1125,1132110.0
2022-09-06,39.3974,39.3974,38.5526,38.7393,990763.0
2022-09-07,38.7196,40.0751,38.6018,39.9278,939913.0
2022-09-08,39.5251,40.3698,39.2206,40.3305,893787.0
2022-09-09,40.6939,41.4551,40.5908,41.1752,1260905.0
2022-09-10,40.6939,41.4551,40.5908,41.1752,1260905.0
2022-09-11,40.6939,41.4551,40.5908,41.1752,1260905.0
2022-09-12,41.4895,42.5503,41.1752,42.5012,2097780.0
2022-09-13,41.0573,41.5386,40.4287,40.6252,2611158.0
2022-09-14,40.4876,40.5957,39.859,40.3501,1665448.0
2022-09-15,40.1635,40.9002,39.3974,39.751,1337765.0
2022-09-16,39.0732,39.4858,38.3857,39.3384,2012030.0
2022-09-17,39.0732,39.4858,38.3857,39.3384,2012030.0
2022-09-18,39.0732,39.4858,38.3857,39.3384,2012030.0
2022-09-19,38.9947,40.4778,38.8994,40.1733,1892948.0
2022-09-20,39.918,40.0751,39.5054,39.918,1328193.0
2022-09-21,40.193,40.6694,39.1616,39.1715,1366262.0
2022-09-22,39.0536,39.25,37.7767,37.8553,1584793.0
2022-09-23,37.2757,37.5606,36.431,36.9811,2637327.0
2022-09-24,37.2757,37.5606,36.431,36.9811,2637327.0
2022-09-25,37.2757,37.5606,36.431,36.9811,2637327.0
2022-09-26,37.04,38.3267,36.8141,36.8534,2441246.0
2022-09-27,37.4918,37.6392,36.2837,36.8534,1715658.0
2022-09-28,37.0204,38.2874,36.8141,38.0419,1756146.0
2022-09-29,37.3838,37.5213,36.4114,37.04,2060397.0
2022-09-30,37.0891,37.5409,36.49,36.6176,2329916.0
2022-10-01,37.0891,37.5409,36.49,36.6176,2329916.0
2022-10-02,37.0891,37.5409,36.49,36.6176,2329916.0
2022-10-03,37.1775,38.1794,36.6962,37.8061,1883211.0
2022-10-04,38.7786,39.4858,38.6803,39.4465,2078352.0
2022-10-05,38.5919,40.0653,38.5035,39.8295,1130303.0
2022-10-06,39.6822,40.2863,39.6233,40.0456,1030831.0
2022-10-07,39.5643,39.6429,38.6214,38.6902,1362047.0
2022-10-08,39.5643,39.6429,38.6214,38.6902,1362047.0
2022-10-09,39.5643,39.6429,38.6214,38.6902,1362047.0
2022-10-10,39.1125,39.1469,38.2629,38.5723,1529895.0
2022-10-11,38.4348,38.6312,37.1481,37.5017,2468551.0
2022-10-12,37.482,37.6048,37.0105,37.315,1456493.0
2022-10-13,36.3917,38.9357,35.989,38.6803,1628647.0
2022-10-14,39.0143,39.2402,37.1775,37.2463,1013520.0
2022-10-15,39.0143,39.2402,37.1775,37.2463,1013520.0
2022-10-16,39.0143,39.2402,37.1775,37.2463,1013520.0
2022-10-17,38.1696,39.2991,38.145,38.9947,1088096.0
2022-10-18,40.0358,40.5662,39.1911,39.6233,1553585.0
2022-10-19,38.9554,39.584,38.8817,39.4563,1305039.0
2022-10-20,39.6135,40.3403,39.2107,39.7706,1437289.0
2022-10-21,39.9572,41.1556,39.5938,40.9493,1950039.0
2022-10-22,39.9572,41.1556,39.5938,40.9493,1950039.0
2022-10-23,39.9572,41.1556,39.5938,40.9493,1950039.0
2022-10-24,41.2538,41.4601,40.3305,40.8805,1680741.0
2022-10-25,39.3384,40.2716,37.9338,38.7589,3891822.0
2022-10-26,38.4741,39.4465,37.6981,38.366,2671953.0
2022-10-27,38.9357,39.2893,38.5035,38.9554,1897061.0
2022-10-28,38.9652,39.6675,38.2924,39.5938,953142.0
2022-10-29,38.9652,39.6675,38.2924,39.5938,953142.0
2022-10-30,38.9652,39.6675,38.2924,39.5938,953142.0
2022-10-31,39.5152,39.692,38.5428,39.4956,1630828.0
2022-11-01,39.9376,40.2028,39.3384,39.8197,720602.0
2022-11-02,39.4858,39.805,38.4348,38.4348,1094423.0
2022-11-03,37.8061,38.6116,37.0105,38.0124,1102583.0
2022-11-04,38.7196,40.2028,38.6361,39.9867,1071406.0
2022-11-05,38.7196,40.2028,38.6361,39.9867,1071406.0
2022-11-06,38.7196,40.2028,38.6361,39.9867,1071406.0
2022-11-07,40.4091,40.6055,39.8148,40.576,839458.0
2022-11-08,40.7632,41.3344,40.2215,40.7927,1770750.0
2022-11-09,40.4579,41.1177,40.3003,40.4086,989977.0
2022-11-10,42.2109,43.5405,42.2109,43.4715,1312112.0
2022-11-11,43.5306,45.195,43.5306,44.6435,1255124.0
2022-11-12,43.5306,45.195,43.5306,44.6435,1255124.0
2022-11-13,43.5306,45.195,43.5306,44.6435,1255124.0
2022-11-14,44.2003,44.6435,43.7571,43.9935,1371162.0
2022-11-15,44.9784,45.1655,43.767,44.3973,1174800.0
2022-11-16,44.0329,44.3382,42.7132,42.9496,1780605.0
2022-11-17,42.2011,42.6935,41.748,42.5556,903621.0
2022-11-18,43.4321,43.8162,42.5852,43.3632,986027.0
2022-11-19,43.4321,43.8162,42.5852,43.3632,986027.0
2022-11-20,43.4321,43.8162,42.5852,43.3632,986027.0
2022-11-21,43.1071,43.7177,42.9594,43.0874,681980.0
2022-11-22,43.9344,44.5056,43.1958,44.4071,1184761.0
2022-11-23,44.2988,44.7814,43.9738,44.3481,771910.0
2022-11-24,44.2988,44.7814,43.9738,44.3481,771910.0
2022-11-25,44.2496,45.0079,44.2496,44.5746,575823.0
2022-11-26,44.2496,45.0079,44.2496,44.5746,575823.0
2022-11-27,44.2496,45.0079,44.2496,44.5746,575823.0
2022-11-28,43.9541,44.2693,42.4473,42.8117,1494052.0
2022-11-29,42.9003,43.7079,42.9003,43.3337,984510.0
2022-11-30,43.4321,44.4367,42.7624,44.417,1956978.0
2022-12-01,44.5647,45.1064,44.2299,44.8799,990414.0
2022-12-02,44.092,44.7321,43.9295,44.5352,663798.0
2022-12-03,44.092,44.7321,43.9295,44.5352,663798.0
2022-12-04,44.092,44.7321,43.9295,44.5352,663798.0
2022-12-05,44.092,44.5155,43.698,43.9147,877619.0
2022-12-06,44.0624,44.3185,42.6935,43.2844,852151.0
2022-12-07,43.0677,43.2647,42.6344,43.1071,1178361.0
2022-12-08,43.3337,43.442,42.8018,43.0874,1137676.0
2022-12-09,42.92,43.3337,42.659,42.8018,1213904.0
2022-12-10,42.92,43.3337,42.659,42.8018,1213904.0
2022-12-11,42.92,43.3337,42.659,42.8018,1213904.0
2022-12-12,42.8708,43.245,42.27,43.1268,1054710.0
2022-12-13,44.6435,44.8306,43.1564,43.2943,1705637.0
2022-12-14,43.1564,43.7177,42.1715,42.2897,3946228.0
2022-12-15,41.6397,41.8761,40.645,41.0685,2559313.0
2022-12-16,40.6351,41.1177,39.5961,40.3298,3657854.0
2022-12-17,40.6351,41.1177,39.5961,40.3298,3657854.0
2022-12-18,40.6351,41.1177,39.5961,40.3298,3657854.0
2022-12-19,40.32,40.4973,39.3745,39.8276,2333894.0
2022-12-20,39.8276,40.256,39.5469,39.9064,799234.0
2022-12-21,40.2412,40.773,40.0738,40.2707,748480.0
2022-12-22,39.7291,39.7291,38.6901,39.2662,1510127.0
2022-12-23,39.148,39.4041,38.8526,39.1677,1084574.0
2022-12-24,39.148,39.4041,38.8526,39.1677,1084574.0
2022-12-25,39.148,39.4041,38.8526,39.1677,1084574.0
2022-12-26,39.148,39.4041,38.8526,39.1677,1084574.0
2022-12-27,39.1973,39.6848,38.7885,39.1086,1737412.0
2022-12-28,39.1973,39.3795,38.3897,38.5079,840947.0
2022-12-29,38.823,39.8473,38.695,39.8374,938266.0
2022-12-30,39.4632,39.8374,39.345,39.7685,558353.0
2022-12-31,39.4632,39.8374,39.345,39.7685,558353.0
2023-01-01,39.4632,39.8374,39.345,39.7685,558353.0
2023-01-02,39.4632,39.8374,39.345,39.7685,558353.0
2023-01-03,40.3003,40.517,39.6404,39.995,1508075.0
2023-01-04,40.6056,41.2556,40.2609,40.8814,977911.0
2023-01-05,40.5071,41.4723,40.3791,41.2556,1125201.0
2023-01-06,41.7185,42.8215,41.7185,42.6836,949392.0
2023-01-07,41.7185,42.8215,41.7185,42.6836,949392.0
2023-01-08,41.7185,42.8215,41.7185,42.6836,949392.0
2023-01-09,43.2155,43.639,42.8708,42.9693,1006508.0
2023-01-10,42.9397,43.4814,42.8314,43.442,930431.0
2023-01-11,43.4715,43.9837,43.4715,43.8064,1217045.0
2023-01-12,43.9935,44.8208,43.5799,44.7321,1476431.0
2023-01-13,44.3284,44.7912,44.0231,44.6041,993783.0
2023-01-14,44.3284,44.7912,44.0231,44.6041,993783.0
2023-01-15,44.3284,44.7912,44.0231,44.6041,993783.0
2023-01-16,44.3284,44.7912,44.0231,44.6041,993783.0
2023-01-17,44.5352,44.7757,44.092,44.1609,670549.0
2023-01-18,44.5056,45.0178,44.22,44.2594,919252.0
2023-01-19,43.7768,43.9443,42.9397,43.0185,854056.0
2023-01-20,43.4617,44.1905,43.2155,44.1708,1395634.0
2023-01-21,43.4617,44.1905,43.2155,44.1708,1395634.0
2023-01-22,43.4617,44.1905,43.2155,44.1708,1395634.0
2023-01-23,44.4662,45.6678,44.3284,45.6382,1299934.0
2023-01-24,44.9291,46.0617,44.87,45.8746,951445.0
2023-01-25,45.195,45.4806,44.5056,45.4806,816658.0
2023-01-26,45.845,45.9731,45.0178,45.6481,791519.0
2023-01-27,45.4314,46.3178,45.2837,46.0814,1239670.0
2023-01-28,45.4314,46.3178,45.2837,46.0814,1239670.0
2023-01-29,45.4314,46.3178,45.2837,46.0814,1239670.0
2023-01-30,45.6481,46.0322,45.1852,45.1852,1676744.0
2023-01-31,47.1746,50.1784,46.8988,50.0799,2843492.0
2023-02-01,50.0504,51.9511,50.011,51.833,2186281.0
2023-02-02,52.6701,53.5171,52.3352,53.0542,1498156.0
2023-02-03,52.0792,52.6602,51.8231,52.483,1357175.0
2023-02-04,52.0792,52.6602,51.8231,52.483,1357175.0
2023-02-05,52.0792,52.6602,51.8231,52.483,1357175.0
2023-02-06,51.8822,52.1974,51.6557,51.833,707659.0
2023-02-07,51.6454,52.5633,51.4579,52.3758,990581.0
2023-02-08,51.8724,52.4744,51.4777,51.5764,935989.0
2023-02-09,51.1717,51.9119,50.8658,51.0039,1048361.0
2023-02-10,50.6585,50.925,50.1848,50.846,1337650.0
2023-02-11,50.6585,50.925,50.1848,50.846,1337650.0
2023-02-12,50.6585,50.925,50.1848,50.846,1337650.0
2023-02-13,50.9546,51.4481,50.8263,51.2704,881602.0
2023-02-14,50.7572,51.7244,50.4907,51.6849,664400.0
2023-02-15,51.1421,51.9415,50.9842,51.9415,977029.0
2023-02-16,51.2408,52.0501,50.9743,51.6948,847263.0
2023-02-17,51.6553,51.6849,51.1618,51.4875,536423.0
2023-02-18,51.6553,51.6849,51.1618,51.4875,536423.0
2023-02-19,51.6553,51.6849,51.1618,51.4875,536423.0
2023-02-20,51.6553,51.6849,51.1618,51.4875,536423.0
2023-02-21,50.9349,51.073,50.0664,50.3624,790099.0
2023-02-22,50.5006,50.7572,49.4249,49.5532,785860.0
2023-02-23,50.4118,50.6487,49.2127,49.8887,444028.0
2023-02-24,49.0498,49.5088,48.744,49.3854,475530.0
2023-02-25,49.0498,49.5088,48.744,49.3854,475530.0
2023-02-26,49.0498,49.5088,48.744,49.3854,475530.0
2023-02-27,50.0861,50.6092,49.3953,49.4742,486621.0
2023-02-28,49.5828,50.3131,49.5334,49.9183,706148.0
2023-03-01,50.0466,50.7276,49.8739,50.1058,882306.0
2023-03-02,49.415,50.4463,49.1683,50.3526,617841.0
2023-03-03,50.7473,51.0434,50.4907,50.9743,602872.0
2023-03-04,50.7473,51.0434,50.4907,50.9743,602872.0
2023-03-05,50.7473,51.0434,50.4907,50.9743,602872.0
2023-03-06,51.1322,51.3691,50.3032,50.4019,786972.0
2023-03-07,50.4611,50.5006,49.7802,49.8591,686397.0
2023-03-08,49.8295,50.4907,49.7111,50.4513,617894.0
2023-03-09,50.619,50.9447,49.1387,49.1781,765066.0
2023-03-10,49.2374,49.3755,47.5004,47.7767,838714.0
2023-03-11,49.2374,49.3755,47.5004,47.7767,838714.0
2023-03-12,49.2374,49.3755,47.5004,47.7767,838714.0
2023-03-13,46.9674,47.1352,46.1286,46.5431,725523.0
2023-03-14,47.7668,48.5564,47.4017,47.7668,986740.0
2023-03-15,46.3852,46.5974,44.8012,45.8029,960821.0
2023-03-16,45.1515,46.4839,45.043,46.3457,945077.0
2023-03-17,46.1483,46.1976,44.816,45.0331,1046174.0
2023-03-18,46.1483,46.1976,44.816,45.0331,1046174.0
2023-03-19,46.1483,46.1976,44.816,45.0331,1046174.0
2023-03-20,45.4575,46.2174,45.4575,45.8522,733214.0
2023-03-21,46.7108,47.3227,46.7108,47.1648,848460.0
2023-03-22,47.1451,47.6287,46.2075,46.247,839716.0
2023-03-23,46.5233,47.4214,45.5117,46.1976,984764.0
2023-03-24,45.6351,46.2815,45.0726,46.2174,930431.0
2023-03-25,45.6351,46.2815,45.0726,46.2174,930431.0
2023-03-26,45.6351,46.2815,45.0726,46.2174,930431.0
2023-03-27,47.0859,47.4954,46.3457,46.5431,1001450.0
2023-03-28,46.4937,47.0267,46.3013,46.9674,770263.0
2023-03-29,47.5201,48.1666,47.451,48.1221,721574.0
2023-03-30,48.7439,48.9166,48.2554,48.4083,691199.0
2023-03-31,48.7834,49.415,48.5564,49.3657,688420.0
2023-04-01,48.7834,49.415,48.5564,49.3657,688420.0
2023-04-02,48.7834,49.415,48.5564,49.3657,688420.0
2023-04-03,49.2077,49.4545,48.3787,48.7636,871938.0
2023-04-04,48.7636,48.887,46.6122,46.9378,864817.0
2023-04-05,46.7651,46.7651,45.5265,45.8029,1090055.0
2023-04-06,45.6943,45.6943,44.9985,45.1811,581446.0
2023-04-07,45.6943,45.6943,44.9985,45.1811,581446.0
2023-04-08,45.6943,45.6943,44.9985,45.1811,581446.0
2023-04-09,45.6943,45.6943,44.9985,45.1811,581446.0
2023-04-10,45.0824,46.1286,44.9245,46.0891,618094.0
2023-04-11,46.474,46.7306,46.2865,46.3852,687812.0
2023-04-12,46.9378,47.0464,46.0496,46.1384,650282.0
2023-04-13,46.474,46.8885,45.7733,46.6023,923336.0
2023-04-14,46.622,47.4806,46.5431,46.7207,754560.0
2023-04-15,46.622,47.4806,46.5431,46.7207,754560.0
2023-04-16,46.622,47.4806,46.5431,46.7207,754560.0
2023-04-17,46.7108,46.8589,46.5529,46.7207,1281238.0
2023-04-18,47.076,47.4757,46.5332,46.9181,1164977.0
2023-04-19,46.849,47.5399,46.6418,47.3918,1305297.0
2023-04-20,46.9872,47.4313,46.3062,47.3721,1227421.0
2023-04-21,47.2833,47.5177,46.9082,47.1846,809051.0
2023-04-22,47.2833,47.5177,46.9082,47.1846,809051.0
2023-04-23,47.2833,47.5177,46.9082,47.1846,809051.0
2023-04-24,46.9971,47.4708,46.9378,47.2438,1420745.0
2023-04-25,45.7979,45.7979,43.3553,43.5626,3031157.0
2023-04-26,43.2468,43.6021,42.5164,42.6546,1927787.0
2023-04-27,42.9507,43.079,41.5493,42.7138,1501891.0
2023-04-28,42.4671,43.1777,42.1908,42.8816,1351842.0
2023-04-29,42.4671,43.1777,42.1908,42.8816,1351842.0
2023-04-30,42.4671,43.1777,42.1908,42.8816,1351842.0
2023-05-01,42.9606,43.4047,42.5263,42.7237,1066323.0
2023-05-02,42.4572,42.5658,41.5098,42.2993,937698.0
2023-05-03,42.4868,42.4992,41.2828,41.3716,1452862.0
2023-05-04,41.1249,41.4012,39.837,40.2268,1389091.0
2023-05-05,40.9966,41.3519,40.434,41.0163,809708.0
2023-05-06,40.9966,41.3519,40.434,41.0163,809708.0
2023-05-07,40.9966,41.3519,40.434,41.0163,809708.0
2023-05-08,41.3321,41.3321,40.7893,40.9176,1575984.0
2023-05-09,40.6306,40.7197,40.3633,40.4623,956026.0
2023-05-10,40.9275,40.9275,39.3043,39.9179,1084949.0
2023-05-11,39.6111,40.1456,39.4329,39.7992,871674.0
2023-05-12,40.1258,40.2248,39.4626,39.7299,596314.0
2023-05-13,40.1258,40.2248,39.4626,39.7299,596314.0
2023-05-14,40.1258,40.2248,39.4626,39.7299,596314.0
2023-05-15,39.7002,40.8978,39.6408,40.7296,1038475.0
2023-05-16,40.2347,40.3386,39.72,39.8783,597272.0
2023-05-17,40.2545,40.7988,40.1357,40.5415,1144060.0
2023-05-18,40.6009,41.3432,40.5415,41.3135,603115.0
2023-05-19,41.6798,41.9569,40.8434,41.0364,822862.0
2023-05-20,41.6798,41.9569,40.8434,41.0364,822862.0
2023-05-21,41.6798,41.9569,40.8434,41.0364,822862.0
2023-05-22,41.076,41.6798,41.0314,41.4818,600312.0
2023-05-23,41.264,41.6897,40.878,40.8879,531712.0
2023-05-24,40.4821,40.5712,39.8635,40.2248,711882.0
2023-05-25,40.4326,40.7197,39.8685,40.1654,582513.0
2023-05-26,40.2941,41.5511,40.2941,41.5412,725452.0
2023-05-27,40.2941,41.5511,40.2941,41.5412,725452.0
2023-05-28,40.2941,41.5511,40.2941,41.5412,725452.0
2023-05-29,40.2941,41.5511,40.2941,41.5412,725452.0
2023-05-30,41.7787,42.0856,41.4521,42.0262,1799080.0
2023-05-31,41.3333,41.8084,40.5415,41.0958,2287293.0
2023-06-01,41.0958,41.5907,40.685,41.4026,952970.0
2023-06-02,42.0856,42.7982,41.6798,42.5013,726911.0
2023-06-03,42.0856,42.7982,41.6798,42.5013,726911.0
2023-06-04,42.0856,42.7982,41.6798,42.5013,726911.0
2023-06-05,42.4221,42.4716,41.4422,42.2835,968746.0
2023-06-06,42.2835,43.5504,42.2835,43.4317,565535.0
2023-06-07,43.402,44.3126,43.3921,44.1146,620568.0
2023-06-08,44.1146,44.2928,43.2832,43.3921,885509.0
2023-06-09,43.4416,43.8573,43.0654,43.3723,775830.0
2023-06-10,43.4416,43.8573,43.0654,43.3723,775830.0
2023-06-11,43.4416,43.8573,43.0654,43.3723,775830.0
2023-06-12,43.5207,44.1938,43.1743,43.8375,758254.0
2023-06-13,44.3225,44.6293,44.0651,44.372,824172.0
2023-06-14,44.5204,44.9955,43.9563,44.0948,999088.0
2023-06-15,44.1839,44.7085,44.0552,44.5501,689997.0
2023-06-16,44.6491,45.1143,44.5105,44.8768,1662355.0
2023-06-17,44.6491,45.1143,44.5105,44.8768,1662355.0
2023-06-18,44.6491,45.1143,44.5105,44.8768,1662355.0
2023-06-19,44.6491,45.1143,44.5105,44.8768,1662355.0
2023-06-20,44.4511,44.56,44.0305,44.4116,683541.0
2023-06-21,44.1443,44.5551,43.7088,44.0849,636470.0
2023-06-22,43.6989,43.6989,43.1545,43.3624,760177.0
2023-06-23,42.818,42.9764,42.3132,42.6794,963634.0
2023-06-24,42.818,42.9764,42.3132,42.6794,963634.0
2023-06-25,42.818,42.9764,42.3132,42.6794,963634.0
2023-06-26,42.8675,43.501,42.7933,43.1842,793000.0
2023-06-27,43.59,44.2928,43.1545,44.0354,917721.0
2023-06-28,43.9859,44.2037,43.7187,43.976,751540.0
2023-06-29,44.0552,44.4215,43.9068,44.0057,712824.0
2023-06-30,44.4116,44.8174,43.9068,44.5303,1158975.0
2023-07-01,44.4116,44.8174,43.9068,44.5303,1158975.0
2023-07-02,44.4116,44.8174,43.9068,44.5303,1158975.0
2023-07-03,44.3918,44.5105,43.6494,43.8771,950487.0
2023-07-04,44.3918,44.5105,43.6494,43.8771,950487.0
2023-07-05,43.3525,43.6247,42.8032,43.501,1656552.0
2023-07-06,42.917,43.303,42.4221,42.9764,1099620.0
2023-07-07,43.0259,44.3324,42.9467,43.9563,1103666.0
2023-07-08,43.0259,44.3324,42.9467,43.9563,1103666.0
2023-07-09,43.0259,44.3324,42.9467,43.9563,1103666.0
2023-07-10,43.6593,44.4313,43.6296,44.0849,863112.0
2023-07-11,44.3522,44.7877,44.1344,44.7382,1138732.0
2023-07-12,45.4904,45.5399,44.7629,44.9856,1118173.0
2023-07-13,45.2826,45.4855,44.7877,45.3024,856144.0
2023-07-14,45.3518,45.4013,44.5996,45.0054,999493.0
2023-07-15,45.3518,45.4013,44.5996,45.0054,999493.0
2023-07-16,45.3518,45.4013,44.5996,45.0054,999493.0
2023-07-17,44.7976,45.8665,44.659,45.7676,1073974.0
2023-07-18,45.7775,46.7079,45.7775,46.698,919335.0
2023-07-19,46.7326,46.9256,46.3317,46.6089,897952.0
2023-07-20,46.5099,46.5099,45.6488,45.8071,1028521.0
2023-07-21,45.8764,46.2921,45.5696,45.9358,930741.0
2023-07-22,45.8764,46.2921,45.5696,45.9358,930741.0
2023-07-23,45.8764,46.2921,45.5696,45.9358,930741.0
2023-07-24,45.9556,46.4703,45.7775,46.0051,1324186.0
