,TGT US Equity,TGT US Equity,TGT US Equity,TGT US Equity,TGT US Equity
2019-02-03,64.0541,64.0541,61.7451,62.3672,5916192.0
2019-02-04,62.4023,63.5853,62.0518,63.4802,3622264.0
2019-02-05,63.7168,64.0147,63.3137,63.7693,3526297.0
2019-02-06,63.6467,63.743,62.9807,63.5415,3399332.0
2019-02-07,63.1296,63.5678,62.6389,62.9719,3711771.0
2019-02-08,62.8317,63.2523,61.9904,62.1131,4146220.0
2019-02-09,62.8317,63.2523,61.9904,62.1131,4146220.0
2019-02-10,62.8317,63.2523,61.9904,62.1131,4146220.0
2019-02-11,62.0255,62.0342,60.527,61.4734,6660965.0
2019-02-12,61.9554,62.376,61.5698,61.7012,4505451.0
2019-02-13,61.8765,63.7614,61.3157,63.5941,7187025.0
2019-02-14,62.858,63.9621,62.3147,63.2523,4624820.0
2019-02-15,63.5853,64.3039,63.2917,63.8307,3835820.0
2019-02-16,63.5853,64.3039,63.2917,63.8307,3835820.0
2019-02-17,63.5853,64.3039,63.2917,63.8307,3835820.0
2019-02-18,63.5853,64.3039,63.2917,63.8307,3835820.0
2019-02-19,64.476,65.1656,63.6715,64.8031,6867952.0
2019-02-20,64.9181,65.0949,64.087,64.2815,5005612.0
2019-02-21,64.3257,64.5114,63.3709,63.6804,3985269.0
2019-02-22,63.8395,64.2196,63.477,63.8749,3144996.0
2019-02-23,63.8395,64.2196,63.477,63.8749,3144996.0
2019-02-24,63.8395,64.2196,63.477,63.8749,3144996.0
2019-02-25,64.3876,65.0618,64.1931,64.6263,7782007.0
2019-02-26,64.4672,64.7324,63.3975,63.9102,5370854.0
2019-02-27,63.9279,64.9623,63.9191,64.5556,5164784.0
2019-02-28,64.644,64.644,63.8925,64.2196,5375787.0
2019-03-01,65.0595,65.8287,63.6185,64.4849,6833772.0
2019-03-02,65.0595,65.8287,63.6185,64.4849,6833772.0
2019-03-03,65.0595,65.8287,63.6185,64.4849,6833772.0
2019-03-04,64.9358,65.3955,64.0517,64.2462,7383786.0
2019-03-05,67.6234,67.6852,65.5281,67.1902,17015083.0
2019-03-06,67.9151,68.4632,67.3051,67.9858,7874162.0
2019-03-07,67.4819,68.0654,66.7658,67.3405,5617920.0
2019-03-08,67.0841,67.146,66.1204,67.0222,4581989.0
2019-03-09,67.0841,67.146,66.1204,67.0222,4581989.0
2019-03-10,67.0841,67.146,66.1204,67.0222,4581989.0
2019-03-11,67.031,67.4554,66.6951,67.4289,3435918.0
2019-03-12,67.5792,67.6322,66.9868,67.3493,3646239.0
2019-03-13,67.42,68.4014,67.3493,68.1803,3796625.0
2019-03-14,67.7737,67.8974,67.2344,67.6234,3779459.0
2019-03-15,67.8355,67.9682,67.252,67.7737,5274209.0
2019-03-16,67.8355,67.9682,67.252,67.7737,5274209.0
2019-03-17,67.8355,67.9682,67.252,67.7737,5274209.0
2019-03-18,68.0035,68.9672,68.0035,68.8522,3923707.0
2019-03-19,69.2501,69.6391,68.9672,69.365,4192272.0
2019-03-20,69.3385,69.3562,68.4279,68.5516,4325269.0
2019-03-21,69.1351,70.6637,69.1351,70.2756,5322152.0
2019-03-22,69.975,70.364,69.1793,69.2412,3174534.0
2019-03-23,69.975,70.364,69.1793,69.2412,3174534.0
2019-03-24,69.975,70.364,69.1793,69.2412,3174534.0
2019-03-25,69.2324,70.0899,69.0025,69.4269,2911396.0
2019-03-26,69.9839,70.753,69.8866,70.3994,3493843.0
2019-03-27,70.4436,71.2923,70.3286,70.5674,3609368.0
2019-03-28,70.8061,72.1057,70.6116,71.0094,5394126.0
2019-03-29,71.3807,71.4028,70.5939,70.9563,3886669.0
2019-03-30,71.3807,71.4028,70.5939,70.9563,3886669.0
2019-03-31,71.3807,71.4028,70.5939,70.9563,3886669.0
2019-04-01,71.2658,71.2658,70.1076,70.7,4733977.0
2019-04-02,70.3729,70.9563,70.1607,70.2491,2909158.0
2019-04-03,70.4966,70.6046,70.0104,70.1165,3251874.0
2019-04-04,70.0015,72.1057,69.9839,71.9465,4396222.0
2019-04-05,71.6636,72.1189,71.2569,71.5575,4234646.0
2019-04-06,71.6636,72.1189,71.2569,71.5575,4234646.0
2019-04-07,71.6636,72.1189,71.2569,71.5575,4234646.0
2019-04-08,71.531,72.698,71.4868,72.4328,4609000.0
2019-04-09,71.7697,71.9465,71.0536,71.31,4863755.0
2019-04-10,71.5487,71.973,70.9387,71.3895,2265365.0
2019-04-11,71.3453,71.6813,70.8503,71.1243,2627878.0
2019-04-12,71.6106,72.0526,71.1155,71.3719,3517241.0
2019-04-13,71.6106,72.0526,71.1155,71.3719,3517241.0
2019-04-14,71.6106,72.0526,71.1155,71.3719,3517241.0
2019-04-15,71.4691,72.6096,71.3365,72.477,3306283.0
2019-04-16,72.8394,72.9013,72.1852,72.4681,2663624.0
2019-04-17,72.8483,73.7324,72.7599,73.0958,3044961.0
2019-04-18,73.1665,73.8031,72.8836,73.6086,3162904.0
2019-04-19,73.1665,73.8031,72.8836,73.6086,3162904.0
2019-04-20,73.1665,73.8031,72.8836,73.6086,3162904.0
2019-04-21,73.1665,73.8031,72.8836,73.6086,3162904.0
2019-04-22,73.5202,73.9534,72.4328,72.5123,3331283.0
2019-04-23,72.1764,72.7245,70.9829,72.6361,6238520.0
2019-04-24,72.2029,73.6793,72.2029,73.2726,2660026.0
2019-04-25,73.1931,73.1931,72.1852,72.2648,3796990.0
2019-04-26,68.1803,69.2766,66.0674,68.1803,12352818.0
2019-04-27,68.1803,69.2766,66.0674,68.1803,12352818.0
2019-04-28,68.1803,69.2766,66.0674,68.1803,12352818.0
2019-04-29,69.3296,69.3827,68.0477,68.7815,9097003.0
2019-04-30,69.0114,69.0821,68.0831,68.4456,5339778.0
2019-05-01,68.7815,68.9937,66.8542,66.8984,5463155.0
2019-05-02,67.2609,68.0742,66.9603,67.5615,4456263.0
2019-05-03,67.1636,68.0742,66.589,67.1371,5774738.0
2019-05-04,67.1636,68.0742,66.589,67.1371,5774738.0
2019-05-05,67.1636,68.0742,66.589,67.1371,5774738.0
2019-05-06,66.3061,67.3228,66.0851,67.1725,4008671.0
2019-05-07,66.7039,67.031,65.8375,66.3414,4437172.0
2019-05-08,66.4122,66.9957,65.6841,66.6686,3997698.0
2019-05-09,66.2619,66.8012,65.6253,66.4033,4549265.0
2019-05-10,66.0055,66.3856,64.8297,65.9878,5200440.0
2019-05-11,66.0055,66.3856,64.8297,65.9878,5200440.0
2019-05-12,66.0055,66.3856,64.8297,65.9878,5200440.0
2019-05-13,64.7943,65.0065,63.0969,63.3709,6055173.0
2019-05-14,63.3085,64.0222,62.47,63.5672,8063079.0
2019-05-15,63.2818,63.5315,62.6752,63.1658,5578927.0
2019-05-16,63.7724,64.1738,62.9918,63.139,4476182.0
2019-05-17,62.5681,63.8616,62.5244,63.2372,3891424.0
2019-05-18,62.5681,63.8616,62.5244,63.2372,3891424.0
2019-05-19,62.5681,63.8616,62.5244,63.2372,3891424.0
2019-05-20,63.7099,64.5128,63.4245,64.2987,5750408.0
2019-05-21,63.5672,65.0748,63.0766,64.1916,7705858.0
2019-05-22,68.6965,70.6411,68.5091,69.1871,20777816.0
2019-05-23,69.4101,70.998,68.527,70.8285,11619583.0
2019-05-24,71.0069,72.8445,70.989,72.7642,7851656.0
2019-05-25,71.0069,72.8445,70.989,72.7642,7851656.0
2019-05-26,71.0069,72.8445,70.989,72.7642,7851656.0
2019-05-27,71.0069,72.8445,70.989,72.7642,7851656.0
2019-05-28,72.9515,73.3708,71.9792,72.0506,6522741.0
2019-05-29,71.3905,71.5332,70.5876,71.0426,5772554.0
2019-05-30,71.3726,72.0639,71.2745,71.7116,3996929.0
2019-05-31,71.1764,71.89,70.8374,71.7651,4137102.0
2019-06-01,71.1764,71.89,70.8374,71.7651,4137102.0
2019-06-02,71.1764,71.89,70.8374,71.7651,4137102.0
2019-06-03,71.8989,74.7178,71.8632,73.9952,7071913.0
2019-06-04,74.352,76.6803,74.2628,76.5822,7952659.0
2019-06-05,77.0549,77.9738,75.9439,76.261,6744509.0
2019-06-06,76.2521,76.7517,75.5563,76.4484,4558385.0
2019-06-07,76.9479,77.9916,76.7606,77.4742,5214068.0
2019-06-08,76.9479,77.9916,76.7606,77.4742,5214068.0
2019-06-09,76.9479,77.9916,76.7606,77.4742,5214068.0
2019-06-10,77.9113,78.4822,77.7418,78.0986,3019654.0
2019-06-11,78.5001,79.071,78.1687,78.3663,4285057.0
2019-06-12,78.4198,78.848,78.1343,78.732,3650884.0
2019-06-13,78.9104,79.5259,78.4733,78.7677,3200281.0
2019-06-14,78.7944,79.1513,77.8489,78.3127,4300938.0
2019-06-15,78.7944,79.1513,77.8489,78.3127,4300938.0
2019-06-16,78.7944,79.1513,77.8489,78.3127,4300938.0
2019-06-17,78.0184,78.1432,76.9657,77.7329,4194469.0
2019-06-18,78.063,78.1522,76.9613,77.1352,4389069.0
2019-06-19,77.1977,77.385,76.3859,76.8587,4088441.0
2019-06-20,77.3047,77.3315,76.2521,76.9033,3814787.0
2019-06-21,77.0371,79.0308,76.7695,78.1432,7847595.0
2019-06-22,77.0371,79.0308,76.7695,78.1432,7847595.0
2019-06-23,77.0371,79.0308,76.7695,78.1432,7847595.0
2019-06-24,78.0184,78.4911,77.1174,77.3582,3059146.0
2019-06-25,77.7329,77.831,76.3235,76.4484,5061283.0
2019-06-26,76.7695,77.2512,76.2967,76.3502,2978108.0
2019-06-27,76.3681,76.8855,76.0826,76.6,2941572.0
2019-06-28,76.5376,77.724,76.493,77.2601,5284127.0
2019-06-29,76.5376,77.724,76.493,77.2601,5284127.0
2019-06-30,76.5376,77.724,76.493,77.2601,5284127.0
2019-07-01,78.0986,79.2494,76.7249,77.5545,4782646.0
2019-07-02,77.5277,77.6526,76.9301,77.6437,2323557.0
2019-07-03,78.054,78.4822,77.9827,78.4109,1532928.0
2019-07-04,78.054,78.4822,77.9827,78.4109,1532928.0
2019-07-05,78.277,79.1959,78.0005,79.071,2032015.0
2019-07-06,78.277,79.1959,78.0005,79.071,2032015.0
2019-07-07,78.277,79.1959,78.0005,79.071,2032015.0
2019-07-08,78.9907,79.7578,78.4555,79.3118,4734354.0
2019-07-09,78.9193,79.7489,78.3217,78.3217,3986931.0
2019-07-10,78.3663,78.5001,76.4305,76.5822,5638365.0
2019-07-11,77.0728,77.8043,76.7739,77.1352,5307719.0
2019-07-12,77.6526,79.2851,77.3672,78.0808,4731964.0
2019-07-13,77.6526,79.2851,77.3672,78.0808,4731964.0
2019-07-14,77.6526,79.2851,77.3672,78.0808,4731964.0
2019-07-15,78.0986,78.6874,77.1174,77.4296,3174192.0
2019-07-16,77.9827,79.2315,77.6972,78.7766,5276853.0
2019-07-17,78.5447,78.6071,77.7953,78.3752,3671093.0
2019-07-18,78.063,78.9639,77.6348,78.9461,3847940.0
2019-07-19,79.2494,79.516,78.5001,78.509,3420371.0
2019-07-20,79.2494,79.516,78.5001,78.509,3420371.0
2019-07-21,79.2494,79.516,78.5001,78.509,3420371.0
2019-07-22,78.7231,79.0741,77.501,77.8043,2850151.0
2019-07-23,78.277,78.9996,77.3315,78.9818,4304000.0
2019-07-24,78.5179,79.8471,78.2458,79.4724,3204702.0
2019-07-25,79.2315,79.4189,77.9856,78.4733,3603774.0
2019-07-26,78.3573,78.3573,77.046,77.6615,5315911.0
2019-07-27,78.3573,78.3573,77.046,77.6615,5315911.0
2019-07-28,78.3573,78.3573,77.046,77.6615,5315911.0
2019-07-29,77.7507,78.0184,77.3047,77.8132,3328773.0
2019-07-30,77.8489,77.8667,76.9122,77.501,2733350.0
2019-07-31,77.4564,78.063,76.5643,77.0728,4470584.0
2019-08-01,76.8855,77.6392,72.2825,73.7009,7100520.0
2019-08-02,73.6206,73.799,72.6572,72.7196,5134530.0
2019-08-03,73.6206,73.799,72.6572,72.7196,5134530.0
2019-08-04,73.6206,73.799,72.6572,72.7196,5134530.0
2019-08-05,72.5234,72.7642,71.3936,72.0684,7255558.0
2019-08-06,72.3985,74.2272,72.0506,73.8347,5546338.0
2019-08-07,73.0943,74.2628,72.3717,74.0488,4762106.0
2019-08-08,74.691,75.4849,74.022,74.7535,4464131.0
2019-08-09,74.4859,75.2585,73.1924,73.5135,4966336.0
2019-08-10,74.4859,75.2585,73.1924,73.5135,4966336.0
2019-08-11,74.4859,75.2585,73.1924,73.5135,4966336.0
2019-08-12,72.5412,73.2861,72.3003,73.1745,5133623.0
2019-08-13,72.791,77.2869,72.4431,75.146,8434160.0
2019-08-14,73.0229,74.2361,72.3895,73.0497,7011543.0
2019-08-15,74.361,74.9765,73.1567,73.6473,5388999.0
2019-08-16,74.3074,75.3422,74.1915,75.1192,4861051.0
2019-08-17,74.3074,75.3422,74.1915,75.1192,4861051.0
2019-08-18,74.3074,75.3422,74.1915,75.1192,4861051.0
2019-08-19,77.162,77.501,76.4573,77.2334,7353752.0
2019-08-20,77.512,78.312,76.8828,76.8828,8826659.0
2019-08-21,89.773,92.9281,88.2089,92.5865,41478385.0
2019-08-22,94.7349,95.7507,92.9281,95.5709,17113267.0
2019-08-23,94.1776,95.2293,92.8113,93.027,8998636.0
2019-08-24,94.1776,95.2293,92.8113,93.027,8998636.0
2019-08-25,94.1776,95.2293,92.8113,93.027,8998636.0
2019-08-26,94.3034,95.045,93.2787,94.1776,5584212.0
2019-08-27,94.3933,94.4742,93.7224,94.1147,5320181.0
2019-08-28,94.0877,95.9304,93.9349,95.6428,6641747.0
2019-08-29,97.072,97.5754,96.1192,97.0181,5197763.0
2019-08-30,97.5305,98.2766,96.0293,96.2181,5311259.0
2019-08-31,97.5305,98.2766,96.0293,96.2181,5311259.0
2019-09-01,97.5305,98.2766,96.0293,96.2181,5311259.0
2019-09-02,97.5305,98.2766,96.0293,96.2181,5311259.0
2019-09-03,95.9754,96.6136,95.2922,95.9215,3992082.0
2019-09-04,96.1821,97.0046,96.0113,96.5057,3963715.0
2019-09-05,98.1957,98.3395,97.2788,97.5664,4145498.0
2019-09-06,97.935,99.7238,97.8002,98.744,5274350.0
2019-09-07,97.935,99.7238,97.8002,98.744,5274350.0
2019-09-08,97.935,99.7238,97.8002,98.744,5274350.0
2019-09-09,98.5193,99.1215,96.6496,97.0361,5005905.0
2019-09-10,96.5507,97.8271,96.0383,97.8271,3949186.0
2019-09-11,97.7103,98.4384,96.9857,97.953,3704747.0
2019-09-12,98.3665,98.6271,97.5754,97.926,3185698.0
2019-09-13,98.0429,98.1327,96.9282,97.072,2508259.0
2019-09-14,98.0429,98.1327,96.9282,97.072,2508259.0
2019-09-15,98.0429,98.1327,96.9282,97.072,2508259.0
2019-09-16,96.4069,97.0271,95.5529,96.1462,4642534.0
2019-09-17,95.8495,96.5956,95.445,96.4338,4334260.0
2019-09-18,96.29,96.8024,95.2922,96.1552,2968900.0
2019-09-19,97.5754,97.7462,96.0743,96.9642,2948773.0
2019-09-20,97.3597,97.5754,95.8226,95.8855,4270628.0
2019-09-21,97.3597,97.5754,95.8226,95.8855,4270628.0
2019-09-22,97.3597,97.5754,95.8226,95.8855,4270628.0
2019-09-23,96.5597,99.2474,96.3709,97.7822,5624547.0
2019-09-24,99.0586,99.0586,96.254,96.5866,5414587.0
2019-09-25,96.2451,97.1979,95.8406,96.0024,3957193.0
2019-09-26,96.0922,96.5417,94.0967,95.5439,5363565.0
2019-09-27,95.2383,96.0113,94.8608,95.3911,3188604.0
2019-09-28,95.2383,96.0113,94.8608,95.3911,3188604.0
2019-09-29,95.2383,96.0113,94.8608,95.3911,3188604.0
2019-09-30,95.8855,96.5327,95.6608,96.1012,3653098.0
2019-10-01,96.4788,97.2069,95.1538,95.2293,3572222.0
2019-10-02,94.2944,95.2473,93.4944,94.5282,5825614.0
2019-10-03,94.5911,95.9125,93.836,95.8406,4291835.0
2019-10-04,95.9754,98.2181,95.7686,98.0698,4129358.0
2019-10-05,95.9754,98.2181,95.7686,98.0698,4129358.0
2019-10-06,95.9754,98.2181,95.7686,98.0698,4129358.0
2019-10-07,97.6743,97.8451,96.308,97.0361,3871563.0
2019-10-08,97.0181,98.9058,96.2181,97.5485,4814347.0
2019-10-09,98.8069,99.998,98.4579,99.2024,5872646.0
2019-10-10,98.4833,99.4092,98.0608,99.3912,3710702.0
2019-10-11,100.5418,101.5216,99.9665,100.5238,4584153.0
2019-10-12,100.5418,101.5216,99.9665,100.5238,4584153.0
2019-10-13,100.5418,101.5216,99.9665,100.5238,4584153.0
2019-10-14,100.5418,100.8834,99.7328,99.9126,2422523.0
2019-10-15,100.2811,100.9463,100.0834,100.5777,2718702.0
2019-10-16,100.4879,100.8654,99.9395,100.8474,2340192.0
2019-10-17,101.0452,102.2137,100.9823,101.7823,4116051.0
2019-10-18,101.4497,102.2407,101.0352,101.4047,3887830.0
2019-10-19,101.4497,102.2407,101.0352,101.4047,3887830.0
2019-10-20,101.4497,102.2407,101.0352,101.4047,3887830.0
2019-10-21,101.8632,102.3036,101.3418,102.1868,3037744.0
2019-10-22,102.4295,103.2205,101.6295,101.7463,3514918.0
2019-10-23,101.7463,101.7463,99.526,100.1013,5195246.0
2019-10-24,100.5238,100.6766,98.8923,99.1036,4123113.0
2019-10-25,98.8069,98.8698,97.5574,97.9979,5659681.0
2019-10-26,98.8069,98.8698,97.5574,97.9979,5659681.0
2019-10-27,98.8069,98.8698,97.5574,97.9979,5659681.0
2019-10-28,98.1327,99.3103,97.9979,98.6271,4448182.0
2019-10-29,98.2136,98.5013,97.0181,97.2159,3004663.0
2019-10-30,97.099,97.7732,96.3799,97.0181,3567766.0
2019-10-31,96.7664,97.0181,95.2023,96.1012,6467414.0
2019-11-01,97.135,97.4091,96.5687,96.9192,3103957.0
2019-11-02,97.135,97.4091,96.5687,96.9192,3103957.0
2019-11-03,97.135,97.4091,96.5687,96.9192,3103957.0
2019-11-04,97.5305,98.1238,97.2698,97.7732,3195552.0
2019-11-05,97.953,99.254,97.8271,98.9328,3292404.0
2019-11-06,98.78,99.4182,98.2856,99.3373,3234351.0
2019-11-07,100.335,100.5508,99.1845,99.4092,3494344.0
2019-11-08,99.3822,99.7598,98.354,99.0137,2805447.0
2019-11-09,99.3822,99.7598,98.354,99.0137,2805447.0
2019-11-10,99.3822,99.7598,98.354,99.0137,2805447.0
2019-11-11,99.4451,99.6519,98.6631,99.2833,3082945.0
2019-11-12,99.0766,99.1305,97.0001,97.3956,5430655.0
2019-11-13,97.6473,98.1867,96.2001,97.6024,3908352.0
2019-11-14,99.517,100.0025,98.4872,99.8766,5970360.0
2019-11-15,100.7216,102.1868,100.0744,101.7643,5347516.0
2019-11-16,100.7216,102.1868,100.0744,101.7643,5347516.0
2019-11-17,100.7216,102.1868,100.0744,101.7643,5347516.0
2019-11-18,102.3216,102.7047,100.5508,100.6407,6910721.0
2019-11-19,99.8359,100.4598,98.8774,100.2338,7412669.0
2019-11-20,110.6053,115.0179,107.0245,114.3217,32377978.0
2019-11-21,114.4573,115.7142,113.6706,115.4248,10804267.0
2019-11-22,115.6961,115.6961,114.186,114.8552,7537050.0
2019-11-23,115.6961,115.6961,114.186,114.8552,7537050.0
2019-11-24,115.6961,115.6961,114.186,114.8552,7537050.0
2019-11-25,115.0722,115.2801,113.1009,113.2004,8367308.0
2019-11-26,113.2637,115.5966,113.0286,114.7376,7582283.0
2019-11-27,114.9727,114.9727,113.7158,113.8424,3437648.0
2019-11-28,114.9727,114.9727,113.7158,113.8424,3437648.0
2019-11-29,113.9328,114.6381,112.9834,113.0377,2659996.0
2019-11-30,113.9328,114.6381,112.9834,113.0377,2659996.0
2019-12-01,113.9328,114.6381,112.9834,113.0377,2659996.0
2019-12-02,113.6616,114.1137,112.043,112.1063,4200288.0
2019-12-03,110.8585,112.6488,110.6143,112.1606,4270264.0
2019-12-04,113.0377,113.5079,112.3957,112.5946,3935973.0
2019-12-05,113.0829,113.327,111.8079,112.7393,2614732.0
2019-12-06,113.1823,114.2945,112.902,113.0557,4305997.0
2019-12-07,113.1823,114.2945,112.902,113.0557,4305997.0
2019-12-08,113.1823,114.2945,112.902,113.0557,4305997.0
2019-12-09,113.0105,114.9998,112.9405,114.3397,3552926.0
2019-12-10,114.0142,114.4482,113.318,113.7249,3574236.0
2019-12-11,113.3903,113.8334,112.7845,113.752,2816301.0
2019-12-12,113.6254,115.6147,113.1462,115.3073,3681746.0
2019-12-13,114.5839,115.2259,114.0836,115.036,2970365.0
2019-12-14,114.5839,115.2259,114.0836,115.036,2970365.0
2019-12-15,114.5839,115.2259,114.0836,115.036,2970365.0
2019-12-16,115.5514,115.7413,113.8967,113.8967,4489187.0
2019-12-17,114.3578,116.5641,113.9328,116.0849,5617701.0
2019-12-18,116.2025,116.7179,115.5152,115.8136,3941408.0
2019-12-19,115.4881,116.6274,115.1716,116.3743,3292702.0
2019-12-20,117.0524,117.7668,116.1934,116.7812,6224958.0
2019-12-21,117.0524,117.7668,116.1934,116.7812,6224958.0
2019-12-22,117.0524,117.7668,116.1934,116.7812,6224958.0
2019-12-23,117.0705,117.1338,115.7503,116.0487,4052836.0
2019-12-24,116.5551,116.5551,115.6961,116.2386,1643404.0
2019-12-25,116.5551,116.5551,115.6961,116.2386,1643404.0
2019-12-26,116.7631,117.0095,115.678,116.5461,2198450.0
2019-12-27,116.6455,116.8535,115.9493,116.8354,2235176.0
2019-12-28,116.6455,116.8535,115.9493,116.8354,2235176.0
2019-12-29,116.6455,116.8535,115.9493,116.8354,2235176.0
2019-12-30,116.6455,117.5045,116.112,116.5461,2547386.0
2019-12-31,116.103,116.6184,115.1676,115.9312,4059798.0
2020-01-01,116.103,116.6184,115.1676,115.9312,4059798.0
2020-01-02,116.4104,116.5551,113.2637,113.9961,5152676.0
2020-01-03,112.7212,113.5079,112.0611,112.8116,5019830.0
2020-01-04,112.7212,113.5079,112.0611,112.8116,5019830.0
2020-01-05,112.7212,113.5079,112.0611,112.8116,5019830.0
2020-01-06,112.0973,112.7137,111.4191,111.7446,4228712.0
2020-01-07,111.2202,112.5132,111.2202,111.9435,3667938.0
2020-01-08,112.1696,113.2521,111.5276,111.5818,5732562.0
2020-01-09,111.6723,112.9472,110.9127,111.6723,5369999.0
2020-01-10,112.7664,113.6616,112.1696,112.7845,4678388.0
2020-01-11,112.7664,113.6616,112.1696,112.7845,4678388.0
2020-01-12,112.7664,113.6616,112.1696,112.7845,4678388.0
2020-01-13,112.6579,112.7393,111.1539,112.0068,3633700.0
2020-01-14,111.7627,113.6254,111.6135,113.2637,3293810.0
2020-01-15,106.2379,107.9649,104.4927,105.7948,26743413.0
2020-01-16,105.9214,106.0841,104.7368,105.1799,9361595.0
2020-01-17,105.3336,106.5091,105.0443,105.7224,7303836.0
2020-01-18,105.3336,106.5091,105.0443,105.7224,7303836.0
2020-01-19,105.3336,106.5091,105.0443,105.7224,7303836.0
2020-01-20,105.3336,106.5091,105.0443,105.7224,7303836.0
2020-01-21,105.4873,105.4873,102.9193,103.1183,8188045.0
2020-01-22,103.2087,104.0587,102.8741,102.9917,5070573.0
2020-01-23,102.6571,104.5017,102.2647,104.4656,4641911.0
2020-01-24,104.8906,104.8906,102.7566,103.3714,4338894.0
2020-01-25,104.8906,104.8906,102.7566,103.3714,4338894.0
2020-01-26,104.8906,104.8906,102.7566,103.3714,4338894.0
2020-01-27,102.1327,105.0804,101.789,104.6916,6779205.0
2020-01-28,105.0262,105.3065,104.3751,104.3842,3865136.0
2020-01-29,104.6916,104.9629,103.3082,103.3262,5253317.0
2020-01-30,102.8741,103.7241,102.0784,103.6879,4466432.0
2020-01-31,102.5486,102.8922,99.7997,100.1343,6961859.0
2020-02-01,102.5486,102.8922,99.7997,100.1343,6961859.0
2020-02-02,102.5486,102.8922,99.7997,100.1343,6961859.0
2020-02-03,100.496,102.5486,100.3694,101.7348,5187064.0
2020-02-04,102.7566,103.8055,102.3587,102.4039,3625983.0
2020-02-05,103.0911,104.8001,102.9465,104.4656,3636704.0
2020-02-06,104.8815,105.2342,103.7657,104.1129,4024950.0
2020-02-07,104.0044,104.5695,103.498,104.5379,2970771.0
2020-02-08,104.0044,104.5695,103.498,104.5379,2970771.0
2020-02-09,104.0044,104.5695,103.498,104.5379,2970771.0
2020-02-10,104.5289,106.0118,104.5289,105.7767,3861956.0
2020-02-11,105.8581,105.9214,104.0948,105.5145,3065138.0
2020-02-12,105.4873,107.3772,105.3155,106.7985,3764763.0
2020-02-13,106.5543,107.1511,106.1746,106.9522,2654853.0
2020-02-14,106.9703,107.115,105.1618,105.4602,3289074.0
2020-02-15,106.9703,107.115,105.1618,105.4602,3289074.0
2020-02-16,106.9703,107.115,105.1618,105.4602,3289074.0
2020-02-17,106.9703,107.115,105.1618,105.4602,3289074.0
2020-02-18,106.3514,107.1848,105.8058,107.1517,3124505.0
2020-02-19,107.0243,107.4245,106.4423,106.7515,2866708.0
2020-02-20,106.3696,107.57,106.0058,107.5427,2659414.0
2020-02-21,107.1517,108.1065,106.215,106.406,3856485.0
2020-02-22,107.1517,108.1065,106.215,106.406,3856485.0
2020-02-23,107.1517,108.1065,106.215,106.406,3856485.0
2020-02-24,104.1053,105.4784,102.8685,103.4687,5305158.0
2020-02-25,103.8415,104.7144,101.5135,101.5954,5095911.0
2020-02-26,102.0137,102.4911,100.295,100.6314,4319837.0
2020-02-27,98.5581,99.4674,95.9754,96.0482,6713420.0
2020-02-28,92.9472,94.7569,91.6104,93.6656,9223549.0
2020-02-29,92.9472,94.7569,91.6104,93.6656,9223549.0
2020-03-01,92.9472,94.7569,91.6104,93.6656,9223549.0
