,MCO US Equity,MCO US Equity,MCO US Equity,MCO US Equity,MCO US Equity
2022-05-25,285.7459,290.1531,284.6835,287.2412,805877.0
2022-05-26,289.1005,295.9719,288.4955,294.57,666601.0
2022-05-27,297.5016,302.558,296.9704,302.4891,572203.0
2022-05-28,297.5016,302.558,296.9704,302.4891,572203.0
2022-05-29,297.5016,302.558,296.9704,302.4891,572203.0
2022-05-30,297.5016,302.558,296.9704,302.4891,572203.0
2022-05-31,300.1675,301.2398,295.1406,296.6654,2883361.0
2022-06-01,267.2222,296.1047,265.0875,277.7875,3023974.0
2022-06-02,277.9055,289.1201,276.2135,288.7955,810286.0
2022-06-03,281.8011,284.3785,277.8367,280.6403,947405.0
2022-06-04,281.8011,284.3785,277.8367,280.6403,947405.0
2022-06-05,281.8011,284.3785,277.8367,280.6403,947405.0
2022-06-06,282.0471,285.3721,279.8435,279.9025,565949.0
2022-06-07,277.4137,285.1163,277.4137,284.6835,721100.0
2022-06-08,282.3324,285.2735,278.968,279.2631,566370.0
2022-06-09,277.7777,280.778,274.6592,274.8953,617321.0
2022-06-10,269.0814,272.0917,266.5237,268.7863,915769.0
2022-06-11,269.0814,272.0917,266.5237,268.7863,915769.0
2022-06-12,269.0814,272.0917,266.5237,268.7863,915769.0
2022-06-13,263.4446,265.4121,259.9278,261.0345,936153.0
2022-06-14,261.6345,262.028,252.6629,253.4892,1084006.0
2022-06-15,256.1846,262.3625,254.7779,258.0341,861322.0
2022-06-16,250.1937,252.5448,247.4195,249.5149,1213571.0
2022-06-17,247.8327,254.832,246.9277,251.7086,1675919.0
2022-06-18,247.8327,254.832,246.9277,251.7086,1675919.0
2022-06-19,247.8327,254.832,246.9277,251.7086,1675919.0
2022-06-20,247.8327,254.832,246.9277,251.7086,1675919.0
2022-06-21,256.165,258.7645,253.8581,255.8305,822950.0
2022-06-22,253.8925,261.182,253.1547,258.8899,841487.0
2022-06-23,260.3163,265.8548,260.3163,265.6088,759766.0
2022-06-24,267.5861,273.2771,267.0156,272.9869,1205287.0
2022-06-25,267.5861,273.2771,267.0156,272.9869,1205287.0
2022-06-26,267.5861,273.2771,267.0156,272.9869,1205287.0
2022-06-27,273.6066,274.7379,270.5865,273.282,759951.0
2022-06-28,272.4556,275.1141,265.6679,266.1991,756009.0
2022-06-29,266.504,269.5044,264.8218,267.5173,534892.0
2022-06-30,265.6088,269.6815,263.7201,267.5468,708863.0
2022-07-01,267.0451,271.1128,265.6285,270.439,706487.0
2022-07-02,267.0451,271.1128,265.6285,270.439,706487.0
2022-07-03,267.0451,271.1128,265.6285,270.439,706487.0
2022-07-04,267.0451,271.1128,265.6285,270.439,706487.0
2022-07-05,266.6909,275.5938,266.6024,275.4954,747259.0
2022-07-06,276.1643,280.7928,274.1182,278.3876,633547.0
2022-07-07,277.3055,280.7387,275.5741,280.3059,766930.0
2022-07-08,278.545,282.0077,277.1776,279.509,532833.0
2022-07-09,278.545,282.0077,277.1776,279.509,532833.0
2022-07-10,278.545,282.0077,277.1776,279.509,532833.0
2022-07-11,279.4008,281.1912,277.7481,279.027,611907.0
2022-07-12,278.7024,280.9551,269.588,270.9702,796042.0
2022-07-13,266.5729,271.9834,265.2645,271.2358,740678.0
2022-07-14,267.7239,272.5147,266.1327,270.7243,1081166.0
2022-07-15,274.3838,277.0792,273.8329,277.03,937404.0
2022-07-16,274.3838,277.0792,273.8329,277.03,937404.0
2022-07-17,274.3838,277.0792,273.8329,277.03,937404.0
2022-07-18,279.0073,280.4042,275.2593,276.2824,828218.0
2022-07-19,279.7058,284.8212,277.9449,284.4375,886757.0
2022-07-20,285.4213,287.3986,282.8144,286.2968,893424.0
2022-07-21,287.5166,291.3335,285.923,291.1368,652596.0
2022-07-22,292.1205,293.6355,288.2053,290.6548,731237.0
2022-07-23,292.1205,293.6355,288.2053,290.6548,731237.0
2022-07-24,292.1205,293.6355,288.2053,290.6548,731237.0
2022-07-25,289.917,290.6302,283.8965,285.8541,1159232.0
2022-07-26,285.2737,288.4266,278.5164,281.9093,1174555.0
2022-07-27,281.1814,292.6567,279.6271,288.8447,1562802.0
2022-07-28,291.2057,302.3268,289.0611,301.2988,960288.0
2022-07-29,300.3544,306.4634,300.0593,305.2042,808011.0
2022-07-30,300.3544,306.4634,300.0593,305.2042,808011.0
2022-07-31,300.3544,306.4634,300.0593,305.2042,808011.0
2022-08-01,302.0071,303.8896,299.2133,302.5088,831919.0
2022-08-02,299.5674,305.765,297.1474,302.5088,871753.0
2022-08-03,304.1516,305.824,299.1149,304.8796,798242.0
2022-08-04,305.4108,309.3999,303.7876,308.1948,873397.0
2022-08-05,304.9583,307.6144,302.676,306.0109,482405.0
2022-08-06,304.9583,307.6144,302.676,306.0109,482405.0
2022-08-07,304.9583,307.6144,302.676,306.0109,482405.0
2022-08-08,308.8736,309.9655,305.3911,307.7619,546926.0
2022-08-09,305.9224,307.4275,304.3189,305.4698,322389.0
2022-08-10,310.7918,317.5108,310.5164,317.2943,779329.0
2022-08-11,319.37,319.37,311.874,312.4347,341226.0
2022-08-12,314.2841,318.0518,313.202,317.7174,373282.0
2022-08-13,314.2841,318.0518,313.202,317.7174,373282.0
2022-08-14,314.2841,318.0518,313.202,317.7174,373282.0
2022-08-15,317.0091,319.9652,316.4582,317.0582,458273.0
2022-08-16,315.0514,319.1044,313.4774,316.95,449938.0
2022-08-17,313.1627,317.6632,312.7692,316.3303,387278.0
2022-08-18,316.3599,317.05,314.2501,315.3444,294552.0
2022-08-19,313.0473,313.2692,305.4905,306.5011,504748.0
2022-08-20,313.0473,313.2692,305.4905,306.5011,504748.0
2022-08-21,313.0473,313.2692,305.4905,306.5011,504748.0
2022-08-22,302.6364,303.78,299.2647,300.1323,510049.0
2022-08-23,297.8253,300.2654,294.3156,294.3846,541715.0
2022-08-24,294.493,297.3915,294.2761,294.631,466745.0
2022-08-25,295.9028,301.9364,293.9212,301.7294,434394.0
2022-08-26,301.8773,302.3801,288.5087,288.7749,515982.0
2022-08-27,301.8773,302.3801,288.5087,288.7749,515982.0
2022-08-28,301.8773,302.3801,288.5087,288.7749,515982.0
2022-08-29,287.1482,289.6375,285.5116,286.0046,464421.0
2022-08-30,287.8482,288.2721,281.1442,282.7512,524848.0
2022-08-31,285.137,285.6004,279.9217,280.5033,965373.0
2022-09-01,280.0005,282.8793,275.5197,282.7314,509218.0
2022-09-02,286.0933,286.5468,278.3738,280.385,487237.0
2022-09-03,286.0933,286.5468,278.3738,280.385,487237.0
2022-09-04,286.0933,286.5468,278.3738,280.385,487237.0
2022-09-05,286.0933,286.5468,278.3738,280.385,487237.0
2022-09-06,281.3512,286.2806,279.6851,283.8356,648571.0
2022-09-07,284.0821,290.6579,282.6328,290.2734,579019.0
2022-09-08,287.6214,292.3142,286.7637,291.9297,739745.0
2022-09-09,293.8029,296.2577,292.3635,295.3113,383540.0
2022-09-10,293.8029,296.2577,292.3635,295.3113,383540.0
2022-09-11,293.8029,296.2577,292.3635,295.3113,383540.0
2022-09-12,297.8352,299.452,296.381,299.0478,501444.0
2022-09-13,292.5114,292.5114,286.2412,286.606,908731.0
2022-09-14,288.0651,288.3707,279.0147,282.1695,535891.0
2022-09-15,282.1202,283.249,276.5401,278.3245,621177.0
2022-09-16,275.0908,276.8753,272.9219,276.3331,1471016.0
2022-09-17,275.0908,276.8753,272.9219,276.3331,1471016.0
2022-09-18,275.0908,276.8753,272.9219,276.3331,1471016.0
2022-09-19,274.174,275.7317,272.005,274.5782,583254.0
2022-09-20,271.9262,272.7937,264.1475,266.9869,824008.0
2022-09-21,269.2446,272.0346,262.9251,262.9349,556383.0
2022-09-22,261.9589,263.4081,249.6551,251.6959,1281545.0
2022-09-23,250.286,251.9275,246.6481,251.0945,877158.0
2022-09-24,250.286,251.9275,246.6481,251.0945,877158.0
2022-09-25,250.286,251.9275,246.6481,251.0945,877158.0
2022-09-26,250.9762,251.2621,245.0017,246.7862,886257.0
2022-09-27,249.9114,251.2009,244.3412,246.2143,969280.0
2022-09-28,247.9101,250.7593,245.9876,248.4227,592792.0
2022-09-29,246.2932,246.2932,241.1962,243.0792,740657.0
2022-09-30,242.8525,246.0862,239.2737,239.6779,985317.0
2022-10-01,242.8525,246.0862,239.2737,239.6779,985317.0
2022-10-02,242.8525,246.0862,239.2737,239.6779,985317.0
2022-10-03,241.0089,248.7481,239.185,247.3284,588518.0
2022-10-04,251.0945,258.5083,250.1973,258.2815,855027.0
2022-10-05,254.6634,260.3913,253.8468,258.1632,820204.0
2022-10-06,257.5027,258.8435,249.1769,250.4832,863452.0
2022-10-07,247.634,248.679,240.3582,241.9948,961774.0
2022-10-08,247.634,248.679,240.3582,241.9948,961774.0
2022-10-09,247.634,248.679,240.3582,241.9948,961774.0
2022-10-10,243.8088,243.8088,237.5829,239.6385,762835.0
2022-10-11,238.485,241.2751,234.9556,237.4794,901776.0
2022-10-12,237.7555,238.7906,234.857,236.1682,758190.0
2022-10-13,229.2374,240.3385,226.9108,238.416,866699.0
2022-10-14,240.9004,244.0238,231.6923,231.9289,770281.0
2022-10-15,240.9004,244.0238,231.6923,231.9289,770281.0
2022-10-16,240.9004,244.0238,231.6923,231.9289,770281.0
2022-10-17,236.9668,241.492,236.9668,239.6286,785863.0
2022-10-18,247.1411,247.6143,241.7976,242.4581,1023239.0
2022-10-19,239.7272,241.9405,236.1288,238.4653,729754.0
2022-10-20,238.8104,241.9405,232.5993,234.0584,730350.0
2022-10-21,233.4274,239.116,229.9276,238.6132,990339.0
2022-10-22,233.4274,239.116,229.9276,238.6132,990339.0
2022-10-23,233.4274,239.116,229.9276,238.6132,990339.0
2022-10-24,240.3779,243.1285,236.9175,241.5215,1306294.0
2022-10-25,237.7259,255.2647,236.3654,253.9831,1602300.0
2022-10-26,253.4704,259.1688,251.2916,253.3423,1156670.0
2022-10-27,255.2943,259.9674,254.3972,257.3154,1017427.0
2022-10-28,256.576,266.1785,255.5014,265.2912,858569.0
2022-10-29,256.576,266.1785,255.5014,265.2912,858569.0
2022-10-30,256.576,266.1785,255.5014,265.2912,858569.0
2022-10-31,263.0236,264.9067,260.1547,261.1307,882596.0
2022-11-01,265.1039,266.9179,259.8885,260.6181,789467.0
2022-11-02,259.7111,262.9152,252.4747,252.4944,939582.0
2022-11-03,248.7875,253.4409,248.4227,251.0255,540271.0
2022-11-04,254.8211,257.2858,250.4142,255.3042,577105.0
2022-11-05,254.8211,257.2858,250.4142,255.3042,577105.0
2022-11-06,254.8211,257.2858,250.4142,255.3042,577105.0
2022-11-07,259.0801,260.9533,256.4478,260.6575,524119.0
2022-11-08,262.0969,266.1834,260.4209,263.3687,733244.0
2022-11-09,261.5448,263.7433,258.0154,258.7745,514503.0
2022-11-10,274.2528,290.4903,271.1177,290.1058,1585542.0
2022-11-11,293.0536,308.4433,291.0523,305.9884,1882098.0
2022-11-12,293.0536,308.4433,291.0523,305.9884,1882098.0
2022-11-13,293.0536,308.4433,291.0523,305.9884,1882098.0
2022-11-14,302.0054,303.2526,289.3073,289.4552,1075356.0
2022-11-15,298.2689,300.3097,291.6537,294.5226,861908.0
2022-11-16,293.8029,294.9071,290.0861,292.5508,801243.0
2022-11-17,286.9609,286.9609,281.4498,285.7088,845338.0
2022-11-18,290.3917,292.1861,283.5004,288.2031,697499.0
2022-11-19,290.3917,292.1861,283.5004,288.2031,697499.0
2022-11-20,290.3917,292.1861,283.5004,288.2031,697499.0
2022-11-21,286.0341,289.9136,284.5257,287.8186,555101.0
2022-11-22,289.0935,291.7914,286.8699,290.902,381560.0
2022-11-23,291.0898,295.5962,289.7359,294.4597,397887.0
2022-11-24,291.0898,295.5962,289.7359,294.4597,397887.0
2022-11-25,293.007,298.7784,292.2559,297.464,430382.0
2022-11-26,293.007,298.7784,292.2559,297.464,430382.0
2022-11-27,293.007,298.7784,292.2559,297.464,430382.0
2022-11-28,292.5425,297.4788,287.9669,288.461,727426.0
2022-11-29,287.6704,289.4295,284.7353,286.1288,576237.0
2022-11-30,285.8125,294.9538,281.0887,294.7661,1354397.0
2022-12-01,297.128,305.2416,297.128,302.4843,832480.0
2022-12-02,297.7407,300.2706,293.9755,298.1854,479258.0
2022-12-03,297.7407,300.2706,293.9755,298.1854,479258.0
2022-12-04,297.7407,300.2706,293.9755,298.1854,479258.0
2022-12-05,293.8964,294.9538,287.0874,287.878,702364.0
2022-12-06,289.6766,290.902,287.7396,289.1627,647395.0
2022-12-07,287.7297,290.5018,286.1485,287.2652,595993.0
2022-12-08,287.7495,290.991,285.5951,286.4549,842685.0
2022-12-09,285.1109,287.3245,284.0831,284.5871,620446.0
2022-12-10,285.1109,287.3245,284.0831,284.5871,620446.0
2022-12-11,285.1109,287.3245,284.0831,284.5871,620446.0
2022-12-12,285.348,287.6704,284.0682,287.621,870187.0
2022-12-13,303.7691,306.9908,294.8155,298.0866,1067636.0
2022-12-14,296.6734,301.6838,291.4011,294.1237,1041071.0
2022-12-15,289.0688,289.8643,283.0553,283.4901,717908.0
2022-12-16,279.0331,281.059,275.8707,278.45,1024227.0
2022-12-17,279.0331,281.059,275.8707,278.45,1024227.0
2022-12-18,279.0331,281.059,275.8707,278.45,1024227.0
2022-12-19,276.4834,277.9164,272.9594,275.0504,525076.0
2022-12-20,273.7163,276.3401,271.5817,271.6509,583791.0
2022-12-21,274.922,279.1912,273.3704,279.1023,644465.0
2022-12-22,276.9479,277.699,271.9572,275.9102,446092.0
2022-12-23,275.1196,277.3292,273.6175,275.5446,320618.0
2022-12-24,275.1196,277.3292,273.6175,275.5446,320618.0
2022-12-25,275.1196,277.3292,273.6175,275.5446,320618.0
2022-12-26,275.1196,277.3292,273.6175,275.5446,320618.0
2022-12-27,274.5662,275.6434,271.9622,273.1135,424694.0
2022-12-28,272.9949,276.0683,269.494,269.8127,395667.0
2022-12-29,272.7577,279.7595,272.4859,279.6063,316652.0
2022-12-30,276.009,276.3599,271.7793,275.3469,431998.0
2022-12-31,276.009,276.3599,271.7793,275.3469,431998.0
2023-01-01,276.009,276.3599,271.7793,275.3469,431998.0
2023-01-02,276.009,276.3599,271.7793,275.3469,431998.0
2023-01-03,280.1696,281.5531,271.5767,273.2222,613837.0
2023-01-04,278.1634,282.2548,276.5842,280.7724,588604.0
2023-01-05,277.1851,278.4599,272.6589,273.4396,407707.0
2023-01-06,275.4457,286.3758,272.4316,286.2968,572832.0
2023-01-07,275.4457,286.3758,272.4316,286.2968,572832.0
2023-01-08,275.4457,286.3758,272.4316,286.2968,572832.0
2023-01-09,288.8563,294.2621,286.9885,287.3739,752314.0
2023-01-10,286.4549,293.9458,286.4549,293.7581,472508.0
2023-01-11,296.4263,304.4411,295.4233,303.8185,769400.0
2023-01-12,306.0223,309.2193,300.6264,308.7301,789515.0
2023-01-13,305.3898,311.2995,305.291,310.8351,835832.0
2023-01-14,305.3898,311.2995,305.291,310.8351,835832.0
2023-01-15,305.3898,311.2995,305.291,310.8351,835832.0
2023-01-16,305.3898,311.2995,305.291,310.8351,835832.0
2023-01-17,310.9042,313.5033,308.819,309.8962,1659605.0
2023-01-18,313.0092,317.8418,311.1365,312.7622,1811508.0
2023-01-19,308.5818,313.5033,304.5992,309.2835,880486.0
2023-01-20,311.3094,318.6027,309.4021,316.7053,2579713.0
2023-01-21,311.3094,318.6027,309.4021,316.7053,2579713.0
2023-01-22,311.3094,318.6027,309.4021,316.7053,2579713.0
2023-01-23,314.4224,320.7472,314.3631,316.4286,917375.0
2023-01-24,313.7405,316.1914,310.2421,311.6553,1117431.0
2023-01-25,307.0896,312.1593,303.9865,312.021,1261424.0
2023-01-26,313.5429,315.1933,310.3508,314.4718,913303.0
2023-01-27,311.8431,317.15,311.6257,315.8257,630137.0
2023-01-28,311.8431,317.15,311.6257,315.8257,630137.0
2023-01-29,311.8431,317.15,311.6257,315.8257,630137.0
2023-01-30,311.9123,315.0846,309.7282,310.5089,973510.0
2023-01-31,315.4601,320.4409,312.8215,318.9585,1526691.0
2023-02-01,317.0314,322.3284,314.7782,319.4724,1516477.0
2023-02-02,325.0165,331.9639,322.368,325.6193,1196954.0
2023-02-03,318.8893,321.4588,314.3038,320.5496,1053592.0
2023-02-04,318.8893,321.4588,314.3038,320.5496,1053592.0
2023-02-05,318.8893,321.4588,314.3038,320.5496,1053592.0
2023-02-06,315.7368,316.389,309.916,310.8252,865244.0
2023-02-07,308.4237,314.6201,306.4373,314.1556,834786.0
2023-02-08,312.8116,313.5429,307.4552,308.3249,549902.0
2023-02-09,311.4083,311.4083,302.3657,303.4034,865750.0
2023-02-10,301.081,303.6307,299.8753,303.1662,525418.0
2023-02-11,301.081,303.6307,299.8753,303.1662,525418.0
2023-02-12,301.081,303.6307,299.8753,303.1662,525418.0
2023-02-13,304.2632,309.8765,303.9914,309.8666,588561.0
2023-02-14,309.3033,310.8301,305.4145,305.4392,695528.0
2023-02-15,302.0693,307.2181,302.0693,306.8129,609952.0
2023-02-16,301.4269,302.5733,298.561,298.9464,649510.0
2023-02-17,296.3176,298.5412,294.2448,297.9087,851046.0
2023-02-18,296.3176,298.5412,294.2448,297.9087,851046.0
2023-02-19,296.3176,298.5412,294.2448,297.9087,851046.0
2023-02-20,296.3176,298.5412,294.2448,297.9087,851046.0
2023-02-21,293.5406,294.6277,289.0836,291.3764,819620.0
2023-02-22,292.0089,293.4319,288.4907,290.9514,858480.0
2023-02-23,292.2989,293.7851,286.7898,291.744,574749.0
2023-02-24,285.3431,287.6518,283.7033,286.5916,550662.0
2023-02-25,285.3431,287.6518,283.7033,286.5916,550662.0
2023-02-26,285.3431,287.6518,283.7033,286.5916,550662.0
2023-02-27,291.3377,291.3377,286.2151,287.0573,395646.0
2023-02-28,286.5817,291.1792,285.4125,287.4933,832717.0
2023-03-01,285.7395,290.1983,285.7395,286.6312,465642.0
2023-03-02,282.539,287.9491,282.1922,287.6815,745883.0
2023-03-03,290.5451,296.6487,289.5226,295.8857,708896.0
2023-03-04,290.5451,296.6487,289.5226,295.8857,708896.0
2023-03-05,290.5451,296.6487,289.5226,295.8857,708896.0
2023-03-06,296.0046,301.4146,295.9154,300.7012,888525.0
2023-03-07,300.9687,301.2858,290.0595,290.8027,807026.0
2023-03-08,290.664,293.0321,288.6823,291.4269,856344.0
2023-03-09,292.9924,300.1711,290.8621,292.3484,1124726.0
2023-03-10,292.9627,293.7703,281.2906,282.4796,1162055.0
2023-03-11,292.9627,293.7703,281.2906,282.4796,1162055.0
2023-03-12,292.9627,293.7703,281.2906,282.4796,1162055.0
2023-03-13,277.5947,287.0672,275.6824,282.6976,1515175.0
2023-03-14,287.2753,293.5077,286.0962,290.337,896497.0
2023-03-15,286.1556,290.4262,284.4712,290.1091,960188.0
2023-03-16,288.5237,297.5652,287.8153,295.2218,652473.0
2023-03-17,293.5473,297.0103,288.385,291.5557,1673651.0
2023-03-18,293.5473,297.0103,288.385,291.5557,1673651.0
2023-03-19,293.5473,297.0103,288.385,291.5557,1673651.0
2023-03-20,292.6456,292.6456,285.789,288.7715,951980.0
2023-03-21,292.6655,295.8857,291.1098,294.3697,776262.0
2023-03-22,293.9337,297.8278,288.1076,288.167,843997.0
2023-03-23,288.1274,291.5161,286.1655,287.7112,676352.0
2023-03-24,284.7585,290.7135,282.5192,290.0496,569128.0
2023-03-25,284.7585,290.7135,282.5192,290.0496,569128.0
2023-03-26,284.7585,290.7135,282.5192,290.0496,569128.0
2023-03-27,293.7059,293.9288,288.93,290.4955,703397.0
2023-03-28,290.3865,292.0957,289.3263,291.2981,540636.0
2023-03-29,294.875,297.2432,293.9139,296.8072,517130.0
2023-03-30,299.8194,301.1768,296.183,298.1845,448660.0
2023-03-31,300.3841,303.4112,298.2439,303.218,641502.0
2023-04-01,300.3841,303.4112,298.2439,303.218,641502.0
2023-04-02,300.3841,303.4112,298.2439,303.218,641502.0
2023-04-03,301.375,303.0247,298.4718,301.5137,937486.0
2023-04-04,303.1684,307.4489,299.6162,301.157,743350.0
2023-04-05,300.4535,301.2561,297.5305,300.077,584168.0
2023-04-06,299.2546,300.0671,293.4482,295.8857,564454.0
2023-04-07,299.2546,300.0671,293.4482,295.8857,564454.0
2023-04-08,299.2546,300.0671,293.4482,295.8857,564454.0
2023-04-09,299.2546,300.0671,293.4482,295.8857,564454.0
2023-04-10,292.3781,294.0477,288.3157,292.9528,492602.0
2023-04-11,294.0923,297.4611,294.0923,296.5793,415035.0
2023-04-12,299.8788,301.0479,295.0534,295.4497,785956.0
2023-04-13,296.6288,301.2264,294.9147,301.1174,622036.0
2023-04-14,301.0678,303.2675,298.0854,299.5518,520204.0
2023-04-15,301.0678,303.2675,298.0854,299.5518,520204.0
2023-04-16,301.0678,303.2675,298.0854,299.5518,520204.0
2023-04-17,298.3925,301.2858,297.0549,300.5823,446547.0
2023-04-18,302.0388,302.8811,299.5123,302.5343,632233.0
2023-04-19,300.9192,302.8612,299.8689,300.3643,736147.0
2023-04-20,297.4611,301.5831,297.4611,299.9581,604456.0
2023-04-21,301.1669,301.2164,297.0846,300.8102,522234.0
2023-04-22,301.1669,301.2164,297.0846,300.8102,522234.0
2023-04-23,301.1669,301.2164,297.0846,300.8102,522234.0
2023-04-24,301.4443,301.8605,297.8872,299.8788,748310.0
2023-04-25,303.9413,313.6515,302.5442,303.644,1142111.0
2023-04-26,303.9214,305.9725,301.1669,302.128,989597.0
2023-04-27,305.4176,309.381,302.6433,308.5487,730101.0
2023-04-28,308.2911,310.5502,306.1905,310.2529,578318.0
2023-04-29,308.2911,310.5502,306.1905,310.2529,578318.0
2023-04-30,308.2911,310.5502,306.1905,310.2529,578318.0
2023-05-01,309.3711,312.081,309.0639,310.4115,560571.0
2023-05-02,307.8551,308.3059,301.2957,302.9702,598444.0
2023-05-03,304.2187,306.1904,297.1936,297.481,700219.0
2023-05-04,296.6387,298.5907,293.7356,296.9063,947171.0
2023-05-05,300.5823,302.8712,300.2256,301.8506,873694.0
2023-05-06,300.5823,302.8712,300.2256,301.8506,873694.0
2023-05-07,300.5823,302.8712,300.2256,301.8506,873694.0
2023-05-08,302.9306,303.8125,301.3254,303.1387,494160.0
2023-05-09,301.8407,304.7736,301.3155,303.1288,584527.0
2023-05-10,305.9329,308.1424,304.3079,307.7362,1072068.0
2023-05-11,308.2613,308.5091,305.7743,306.1211,846171.0
2023-05-12,307.2011,308.4595,305.0807,306.8742,630494.0
2023-05-13,307.2011,308.4595,305.0807,306.8742,630494.0
2023-05-14,307.2011,308.4595,305.0807,306.8742,630494.0
2023-05-15,308.0533,311.1744,307.0476,308.2316,725043.0
2023-05-16,307.003,307.9938,304.2187,304.615,871593.0
2023-05-17,307.1021,308.5041,303.9016,306.6463,876178.0
2023-05-18,306.8847,312.2684,305.941,312.0499,452367.0
2023-05-19,312.9935,315.8319,310.8778,312.924,589831.0
2023-05-20,312.9935,315.8319,310.8778,312.924,589831.0
2023-05-21,312.9935,315.8319,310.8778,312.924,589831.0
2023-05-22,312.8147,320.061,312.8147,319.2316,700121.0
2023-05-23,316.2317,317.7962,309.7653,310.699,695848.0
2023-05-24,308.8911,309.8547,306.2092,306.9641,639940.0
2023-05-25,308.464,308.9209,306.4277,307.5998,542829.0
2023-05-26,307.6992,311.2006,306.974,310.9076,764339.0
2023-05-27,307.6992,311.2006,306.974,310.9076,764339.0
2023-05-28,307.6992,311.2006,306.974,310.9076,764339.0
2023-05-29,307.6992,311.2006,306.974,310.9076,764339.0
2023-05-30,313.1326,317.4833,310.8827,311.444,697968.0
2023-05-31,310.9572,314.8808,308.762,314.7616,2860646.0
2023-06-01,314.4338,322.7727,314.4338,321.5062,750673.0
2023-06-02,323.6021,327.4959,322.8274,324.8041,917246.0
2023-06-03,323.6021,327.4959,322.8274,324.8041,917246.0
2023-06-04,323.6021,327.4959,322.8274,324.8041,917246.0
2023-06-05,324.1981,328.2211,323.3141,326.602,720721.0
2023-06-06,326.145,329.1945,326.145,328.4793,561649.0
2023-06-07,329.2044,329.9594,324.1386,325.2908,542600.0
2023-06-08,324.5557,331.6679,322.6088,331.0123,603354.0
2023-06-09,331.6381,335.9987,330.4063,333.2373,1017429.0
2023-06-10,331.6381,335.9987,330.4063,333.2373,1017429.0
2023-06-11,331.6381,335.9987,330.4063,333.2373,1017429.0
2023-06-12,333.4856,335.1445,330.7242,333.3466,595030.0
2023-06-13,333.2572,338.5416,333.2572,336.5351,1500647.0
2023-06-14,336.5351,340.8262,336.406,338.4323,467539.0
2023-06-15,338.8297,347.6602,338.189,345.9815,573142.0
2023-06-16,348.0476,348.7131,339.4753,339.5647,1243316.0
2023-06-17,348.0476,348.7131,339.4753,339.5647,1243316.0
2023-06-18,348.0476,348.7131,339.4753,339.5647,1243316.0
2023-06-19,348.0476,348.7131,339.4753,339.5647,1243316.0
2023-06-20,336.0782,339.0979,336.0782,337.9158,728716.0
2023-06-21,335.9391,337.1311,331.9162,336.2768,764802.0
2023-06-22,333.9227,334.8018,330.7739,333.5949,845053.0
2023-06-23,331.3202,335.9689,329.4031,335.0253,934265.0
2023-06-24,331.3202,335.9689,329.4031,335.0253,934265.0
2023-06-25,331.3202,335.9689,329.4031,335.0253,934265.0
2023-06-26,334.3399,335.1743,331.946,332.5221,525248.0
2023-06-27,334.6975,337.3496,333.4807,336.5649,379809.0
2023-06-28,336.5053,339.4654,335.0153,339.3065,563230.0
2023-06-29,339.5945,342.5298,338.1443,342.1473,384459.0
2023-06-30,344.869,348.6237,343.687,345.3955,1037223.0
2023-07-01,344.869,348.6237,343.687,345.3955,1037223.0
2023-07-02,344.869,348.6237,343.687,345.3955,1037223.0
2023-07-03,343.4982,344.2631,339.515,344.0744,332973.0
2023-07-04,343.4982,344.2631,339.515,344.0744,332973.0
2023-07-05,342.197,344.9882,340.6673,344.6406,655676.0
2023-07-06,340.2402,340.8759,336.3265,339.9322,957306.0
2023-07-07,337.4092,342.1374,336.5351,337.3,812387.0
2023-07-08,337.4092,342.1374,336.5351,337.3,812387.0
2023-07-09,337.4092,342.1374,336.5351,337.3,812387.0
2023-07-10,337.8661,342.2814,337.8661,339.813,467452.0
2023-07-11,339.525,340.2849,335.7702,336.992,746217.0
2023-07-12,341.9586,345.907,340.6723,344.8889,892775.0
2023-07-13,346.9252,349.4283,345.465,348.1668,728459.0
2023-07-14,348.8919,351.3852,347.8639,350.7892,572847.0
2023-07-15,348.8919,351.3852,347.8639,350.7892,572847.0
2023-07-16,348.8919,351.3852,347.8639,350.7892,572847.0
2023-07-17,351.8818,354.7227,349.6071,354.0274,665131.0
2023-07-18,353.2029,357.4742,352.7609,357.0371,585037.0
2023-07-19,356.6299,358.9691,355.3286,357.1365,719998.0
2023-07-20,355.12,358.5867,354.822,356.4511,747899.0
2023-07-21,357.1464,357.211,354.2658,355.3882,2170079.0
2023-07-22,357.1464,357.211,354.2658,355.3882,2170079.0
2023-07-23,357.1464,357.211,354.2658,355.3882,2170079.0
2023-07-24,354.822,356.8782,352.9496,354.4942,1001606.0
2023-07-25,352.1798,360.7621,349.4879,359.282,1119256.0
2023-07-26,358.4874,359.3416,351.857,356.8484,1005875.0
2023-07-27,356.5007,356.5007,345.5097,349.0409,1309260.0
2023-07-28,353.1235,354.6929,349.0807,351.0971,668526.0
2023-07-29,353.1235,354.6929,349.0807,351.0971,668526.0
2023-07-30,353.1235,354.6929,349.0807,351.0971,668526.0
2023-07-31,352.3785,352.5424,347.849,350.3918,698006.0
2023-08-01,348.1072,350.968,347.3722,350.0045,569727.0
2023-08-02,345.7729,347.4715,339.9024,341.3725,1059862.0
2023-08-03,338.9091,339.7485,334.4471,335.7901,890027.0
2023-08-04,336.0881,341.0348,334.0121,337.7767,802532.0
2023-08-05,336.0881,341.0348,334.0121,337.7767,802532.0
2023-08-06,336.0881,341.0348,334.0121,337.7767,802532.0
