,FRCB US Equity,FRCB US Equity,FRCB US Equity,FRCB US Equity,FRCB US Equity
2021-03-09,170.1167,170.5315,164.823,167.6674,767504.0
2021-03-10,167.9538,171.845,167.697,168.5859,723564.0
2021-03-11,167.3217,169.1686,167.1637,168.8821,713919.0
2021-03-12,171.3512,172.7733,170.2846,172.003,686626.0
2021-03-13,171.3512,172.7733,170.2846,172.003,686626.0
2021-03-14,171.3512,172.7733,170.2846,172.003,686626.0
2021-03-15,171.9438,172.0478,167.0057,168.4673,708379.0
2021-03-16,168.7044,168.7636,166.1069,168.2501,858195.0
2021-03-17,169.7512,170.1463,165.4156,167.934,813540.0
2021-03-18,170.4327,172.1512,167.6187,168.6352,904390.0
2021-03-19,166.7884,168.7044,164.0231,166.8378,2060578.0
2021-03-20,166.7884,168.7044,164.0231,166.8378,2060578.0
2021-03-21,166.7884,168.7044,164.0231,166.8378,2060578.0
2021-03-22,166.3637,166.3637,163.4503,164.8922,1008059.0
2021-03-23,163.2922,165.6526,161.8503,162.8083,960110.0
2021-03-24,164.7342,166.6195,163.3416,163.4206,746821.0
2021-03-25,163.628,167.0995,161.3565,166.1366,589178.0
2021-03-26,168.0328,168.4278,165.9588,167.9834,857849.0
2021-03-27,168.0328,168.4278,165.9588,167.9834,857849.0
2021-03-28,168.0328,168.4278,165.9588,167.9834,857849.0
2021-03-29,165.1687,166.6304,163.0491,163.8453,851519.0
2021-03-30,164.8626,167.776,164.7638,165.9884,631638.0
2021-03-31,165.8205,166.8032,164.4086,164.6848,790131.0
2021-04-01,164.1416,165.8995,163.4996,165.86,608249.0
2021-04-02,164.1416,165.8995,163.4996,165.86,608249.0
2021-04-03,164.1416,165.8995,163.4996,165.86,608249.0
2021-04-04,164.1416,165.8995,163.4996,165.86,608249.0
2021-04-05,167.3217,168.2402,164.3589,165.3959,465512.0
2021-04-06,165.9094,167.6081,165.3662,166.9464,510161.0
2021-04-07,167.7661,167.7661,166.0576,166.9168,447277.0
2021-04-08,165.9588,169.3957,165.3613,168.1118,782859.0
2021-04-09,170.008,171.3987,168.9612,169.6722,551317.0
2021-04-10,170.008,171.3987,168.9612,169.6722,551317.0
2021-04-11,170.008,171.3987,168.9612,169.6722,551317.0
2021-04-12,169.8599,171.8746,169.7117,170.9759,774273.0
2021-04-13,169.8599,170.5759,167.5785,167.8254,1150640.0
2021-04-14,166.0279,172.6746,165.4452,170.966,841394.0
2021-04-15,170.4623,174.719,168.4377,174.6399,1043552.0
2021-04-16,175.7955,178.0275,175.7955,177.3954,844646.0
2021-04-17,175.7955,178.0275,175.7955,177.3954,844646.0
2021-04-18,175.7955,178.0275,175.7955,177.3954,844646.0
2021-04-19,177.267,178.7385,173.0894,173.4647,639359.0
2021-04-20,172.1018,173.3363,169.2179,170.4821,792295.0
2021-04-21,169.7216,172.7437,169.3266,172.5956,717634.0
2021-04-22,172.3783,173.2474,170.1562,170.5216,713697.0
2021-04-23,170.1068,178.0768,170.1068,176.9016,820182.0
2021-04-24,170.1068,178.0768,170.1068,176.9016,820182.0
2021-04-25,170.1068,178.0768,170.1068,176.9016,820182.0
2021-04-26,178.1163,180.2496,177.9781,178.8867,504379.0
2021-04-27,179.2126,180.1212,177.4843,179.7163,492388.0
2021-04-28,180.3392,182.04,179.7657,180.9127,520684.0
2021-04-29,182.9497,185.0559,182.3366,184.0769,584231.0
2021-04-30,182.4948,183.8001,180.6458,181.1896,768505.0
2021-05-01,182.4948,183.8001,180.6458,181.1896,768505.0
2021-05-02,182.4948,183.8001,180.6458,181.1896,768505.0
2021-05-03,182.9892,183.5529,179.1032,179.2318,465274.0
2021-05-04,179.0736,182.3169,176.6609,182.0697,511567.0
2021-05-05,182.2081,184.8087,180.4579,184.4032,460725.0
2021-05-06,184.5911,185.8766,183.1079,184.8185,546083.0
2021-05-07,182.1883,186.6577,181.7433,185.7678,435632.0
2021-05-08,182.1883,186.6577,181.7433,185.7678,435632.0
2021-05-09,182.1883,186.6577,181.7433,185.7678,435632.0
2021-05-10,187.1126,189.6093,186.4402,186.5292,625912.0
2021-05-11,185.0262,188.052,183.1079,184.2351,588243.0
2021-05-12,187.3598,187.3697,180.8831,180.982,672598.0
2021-05-13,179.7163,186.5193,179.7163,185.4613,562628.0
2021-05-14,185.57,187.963,185.1152,186.6577,637724.0
2021-05-15,185.57,187.963,185.1152,186.6577,637724.0
2021-05-16,185.57,187.963,185.1152,186.6577,637724.0
2021-05-17,185.3723,188.3189,185.13,187.9432,398727.0
2021-05-18,187.9531,189.3374,184.9075,184.9669,392621.0
2021-05-19,183.8792,183.8792,180.2898,183.6814,802335.0
2021-05-20,184.1956,185.486,181.6,184.5615,387389.0
2021-05-21,185.4019,188.7145,185.0361,187.5477,545165.0
2021-05-22,185.4019,188.7145,185.0361,187.5477,545165.0
2021-05-23,185.4019,188.7145,185.0361,187.5477,545165.0
2021-05-24,188.0322,189.2781,186.638,188.3288,464362.0
2021-05-25,188.576,189.901,185.7678,186.1633,516744.0
2021-05-26,187.5872,187.5872,185.3278,186.4204,401125.0
2021-05-27,188.5958,190.0098,188.2497,189.5154,499089.0
2021-05-28,190.1087,190.6031,187.785,189.2979,472844.0
2021-05-29,190.1087,190.6031,187.785,189.2979,472844.0
2021-05-30,190.1087,190.6031,187.785,189.2979,472844.0
2021-05-31,190.1087,190.6031,187.785,189.2979,472844.0
2021-06-01,192.3434,192.3434,188.5958,189.4363,624433.0
2021-06-02,191.6117,191.6117,189.199,190.7316,457423.0
2021-06-03,190.4449,193.1938,190.4251,191.9479,500692.0
2021-06-04,191.7402,193.1048,190.8602,192.8378,317543.0
2021-06-05,191.7402,193.1048,190.8602,192.8378,317543.0
2021-06-06,191.7402,193.1048,190.8602,192.8378,317543.0
2021-06-07,193.1344,193.3619,191.6314,192.3038,346107.0
2021-06-08,191.1964,193.5942,189.9505,192.8477,439150.0
2021-06-09,191.2755,193.0751,190.6921,192.4719,509309.0
2021-06-10,194.5682,195.1714,189.7725,189.7824,583210.0
2021-06-11,190.0296,190.9096,188.0124,188.6354,643743.0
2021-06-12,190.0296,190.9096,188.0124,188.6354,643743.0
2021-06-13,190.0296,190.9096,188.0124,188.6354,643743.0
2021-06-14,188.1311,188.3783,182.6926,184.0967,1110444.0
2021-06-15,184.3241,185.486,182.218,185.224,663243.0
2021-06-16,184.0275,185.5107,181.2984,184.5219,1032719.0
2021-06-17,185.8469,185.9112,178.3221,179.3603,974093.0
2021-06-18,176.5818,178.1836,175.4347,176.3543,1507874.0
2021-06-19,176.5818,178.1836,175.4347,176.3543,1507874.0
2021-06-20,176.5818,178.1836,175.4347,176.3543,1507874.0
2021-06-21,178.3221,182.1685,177.7486,181.5456,779384.0
2021-06-22,181.5357,183.0288,179.7657,181.8818,901526.0
2021-06-23,182.9101,183.9088,181.1006,182.4355,500431.0
2021-06-24,182.4355,183.7506,181.1501,183.1178,1138102.0
2021-06-25,184.6504,187.4686,183.4639,186.5391,610607.0
2021-06-26,184.6504,187.4686,183.4639,186.5391,610607.0
2021-06-27,184.6504,187.4686,183.4639,186.5391,610607.0
2021-06-28,185.8074,185.8074,182.396,184.5812,825190.0
2021-06-29,185.8963,187.1719,183.187,183.8792,622860.0
2021-06-30,183.5232,185.7283,183.3749,185.0756,657186.0
2021-07-01,185.9062,187.696,184.6801,187.6367,557038.0
2021-07-02,187.4883,189.199,186.1139,188.4178,529383.0
2021-07-03,187.4883,189.199,186.1139,188.4178,529383.0
2021-07-04,187.4883,189.199,186.1139,188.4178,529383.0
2021-07-05,187.4883,189.199,186.1139,188.4178,529383.0
2021-07-06,187.251,188.4178,185.1943,187.1521,635640.0
2021-07-07,185.9952,189.021,185.6689,187.4587,642298.0
2021-07-08,184.8482,186.0447,182.2081,184.3637,923750.0
2021-07-09,187.607,192.7488,186.7824,192.3137,847282.0
2021-07-10,187.607,192.7488,186.7824,192.3137,847282.0
2021-07-11,187.607,192.7488,186.7824,192.3137,847282.0
2021-07-12,190.7316,195.8734,190.0691,194.7858,808444.0
2021-07-13,193.2927,197.4654,191.9775,194.7363,1180326.0
2021-07-14,194.8253,199.8089,192.8279,194.9242,883513.0
2021-07-15,193.2135,197.7621,193.0652,197.5841,968724.0
2021-07-16,198.0884,198.0884,191.9281,193.3421,950887.0
2021-07-17,198.0884,198.0884,191.9281,193.3421,950887.0
2021-07-18,198.0884,198.0884,191.9281,193.3421,950887.0
2021-07-19,189.7824,190.6031,185.0756,186.4006,898935.0
2021-07-20,185.6887,194.2617,185.6887,191.3051,784570.0
2021-07-21,192.3928,194.5484,191.2359,193.8958,733261.0
2021-07-22,194.3902,194.9934,191.0678,192.3928,415640.0
2021-07-23,193.8068,195.2011,192.7686,194.7264,425115.0
2021-07-24,193.8068,195.2011,192.7686,194.7264,425115.0
2021-07-25,193.8068,195.2011,192.7686,194.7264,425115.0
2021-07-26,194.8846,196.2591,191.938,193.7376,381027.0
2021-07-27,192.205,194.7165,191.6018,192.8081,587051.0
2021-07-28,193.2437,196.9856,192.4259,195.6294,526702.0
2021-07-29,196.6886,198.4507,195.0156,196.5104,514964.0
2021-07-30,195.7284,197.4805,192.5111,193.0556,567384.0
2021-07-31,195.7284,197.4805,192.5111,193.0556,567384.0
2021-08-01,195.7284,197.4805,192.5111,193.0556,567384.0
2021-08-02,193.5802,196.3223,191.2737,192.125,516764.0
2021-08-03,193.2733,194.9067,189.7987,194.3326,353711.0
2021-08-04,192.9962,195.5744,191.5509,193.7485,444345.0
2021-08-05,194.2732,197.2331,194.0257,197.1539,338655.0
2021-08-06,199.4406,202.6183,198.4606,201.6976,454428.0
2021-08-07,199.4406,202.6183,198.4606,201.6976,454428.0
2021-08-08,199.4406,202.6183,198.4606,201.6976,454428.0
2021-08-09,200.9453,202.1629,199.4703,200.7176,700053.0
2021-08-10,195.4611,197.332,194.6889,195.2631,1835705.0
2021-08-11,196.7876,201.2819,195.3126,201.074,1029177.0
2021-08-12,200.8265,202.153,198.0844,198.1438,421242.0
2021-08-13,197.8468,198.52,195.6046,196.847,307554.0
2021-08-14,197.8468,198.52,195.6046,196.847,307554.0
2021-08-15,197.8468,198.52,195.6046,196.847,307554.0
2021-08-16,195.7482,199.0743,193.0506,199.0644,657949.0
2021-08-17,197.5102,198.4012,193.0358,195.4017,634734.0
2021-08-18,194.1841,196.7975,192.8081,192.9665,603644.0
2021-08-19,191.3232,193.7832,190.4719,192.5012,669726.0
2021-08-20,192.2042,192.8477,189.0959,192.6398,485182.0
2021-08-21,192.2042,192.8477,189.0959,192.6398,485182.0
2021-08-22,192.2042,192.8477,189.0959,192.6398,485182.0
2021-08-23,193.9267,194.6295,192.6596,193.2931,340718.0
2021-08-24,194.1148,196.0649,194.1148,195.4413,407321.0
2021-08-25,196.3025,199.0644,195.6195,198.3418,548681.0
2021-08-26,199.1337,199.1337,196.0451,196.3817,355783.0
2021-08-27,196.9955,200.9552,196.9262,200.876,587398.0
2021-08-28,196.9955,200.9552,196.9262,200.876,587398.0
2021-08-29,196.9955,200.9552,196.9262,200.876,587398.0
2021-08-30,200.9453,200.9552,196.1837,196.1936,418198.0
2021-08-31,196.3223,197.5993,195.7383,196.9361,520056.0
2021-09-01,197.0648,197.8221,194.7632,196.7183,410528.0
2021-09-02,197.6587,200.8166,196.6391,199.7178,380732.0
2021-09-03,199.8564,201.4105,199.2624,200.0939,404708.0
2021-09-04,199.8564,201.4105,199.2624,200.0939,404708.0
2021-09-05,199.8564,201.4105,199.2624,200.0939,404708.0
2021-09-06,199.8564,201.4105,199.2624,200.0939,404708.0
2021-09-07,199.8861,200.8166,196.748,196.7579,444921.0
2021-09-08,195.9165,196.154,193.8277,195.669,337169.0
2021-09-09,195.9758,198.0547,195.2829,195.4809,496723.0
2021-09-10,197.0549,197.6736,195.4116,195.5601,593783.0
2021-09-11,197.0549,197.6736,195.4116,195.5601,593783.0
2021-09-12,197.0549,197.6736,195.4116,195.5601,593783.0
2021-09-13,198.0547,199.995,196.5105,199.5,586793.0
2021-09-14,199.4901,200.3167,196.6193,197.6191,484774.0
2021-09-15,198.0547,199.6831,197.243,198.5497,448277.0
2021-09-16,199.8465,200.871,197.2232,198.8961,386514.0
2021-09-17,199.7178,201.9253,197.5003,198.025,1092961.0
2021-09-18,199.7178,201.9253,197.5003,198.025,1092961.0
2021-09-19,199.7178,201.9253,197.5003,198.025,1092961.0
2021-09-20,193.2338,194.6493,188.8286,190.8876,837762.0
2021-09-21,192.2537,192.6893,189.5017,190.3135,694870.0
2021-09-22,191.6796,192.9467,190.5906,190.6995,1112088.0
2021-09-23,192.8477,194.9265,191.5806,193.8673,1469327.0
2021-09-24,193.8772,196.0006,193.2239,195.6195,993017.0
2021-09-25,193.8772,196.0006,193.2239,195.6195,993017.0
2021-09-26,193.8772,196.0006,193.2239,195.6195,993017.0
2021-09-27,197.5894,200.0543,196.7183,197.7973,777461.0
2021-09-28,197.3518,198.1042,189.9719,190.3531,882601.0
2021-09-29,191.442,193.6099,190.363,192.8675,907555.0
2021-09-30,193.5109,193.9861,190.2046,190.9371,705777.0
2021-10-01,191.838,196.748,190.6995,195.8076,638560.0
2021-10-02,191.838,196.748,190.6995,195.8076,638560.0
2021-10-03,191.838,196.748,190.6995,195.8076,638560.0
2021-10-04,195.5799,197.4904,192.5507,195.5007,692711.0
2021-10-05,197.0945,200.3117,196.0352,199.7574,590059.0
2021-10-06,198.6091,199.599,195.664,199.1931,744407.0
2021-10-07,201.3314,202.8855,199.9752,200.8859,998953.0
2021-10-08,199.7376,204.6773,198.8862,201.9748,583973.0
2021-10-09,199.7376,204.6773,198.8862,201.9748,583973.0
2021-10-10,199.7376,204.6773,198.8862,201.9748,583973.0
2021-10-11,202.935,205.5732,199.8762,199.896,569728.0
2021-10-12,199.5,201.4006,198.0052,198.708,626909.0
2021-10-13,197.9458,204.7466,195.3555,202.7865,928297.0
2021-10-14,206.0533,208.6964,205.2119,208.2212,881630.0
2021-10-15,210.31,210.607,206.9442,208.2806,901420.0
2021-10-16,210.31,210.607,206.9442,208.2806,901420.0
2021-10-17,210.31,210.607,206.9442,208.2806,901420.0
2021-10-18,207.3006,209.617,205.9246,206.6176,742128.0
2021-10-19,207.9837,209.4636,206.9442,208.9934,468793.0
2021-10-20,209.0231,211.3415,208.6568,210.3793,562457.0
2021-10-21,210.1318,213.1263,208.8746,212.6858,849670.0
2021-10-22,213.9826,217.3187,213.5372,215.9427,614307.0
2021-10-23,213.9826,217.3187,213.5372,215.9427,614307.0
2021-10-24,213.9826,217.3187,213.5372,215.9427,614307.0
2021-10-25,216.4871,217.4881,213.2204,213.4085,499251.0
2021-10-26,213.9133,215.1309,213.0273,213.5273,488608.0
2021-10-27,212.2985,214.1813,209.7221,209.9896,686036.0
2021-10-28,210.6238,214.3894,210.6238,214.32,486204.0
2021-10-29,214.4984,216.7676,213.9831,214.3696,697788.0
2021-10-30,214.4984,216.7676,213.9831,214.3696,697788.0
2021-10-31,214.4984,216.7676,213.9831,214.3696,697788.0
2021-11-01,216.1235,217.0451,213.7155,214.8155,525688.0
2021-11-02,214.5479,217.3473,213.9732,215.6974,679981.0
2021-11-03,214.9542,219.79,214.7263,217.709,487981.0
2021-11-04,217.4415,218.041,215.5438,217.0154,669463.0
2021-11-05,218.6207,219.9882,216.2623,217.0649,530953.0
2021-11-06,218.6207,219.9882,216.2623,217.0649,530953.0
2021-11-07,218.6207,219.9882,216.2623,217.0649,530953.0
2021-11-08,217.8874,219.1261,215.1673,216.5496,352264.0
2021-11-09,214.9542,217.4117,214.7263,217.3325,546376.0
2021-11-10,218.1549,219.2549,215.3506,217.6397,569036.0
2021-11-11,217.4018,218.3432,215.5686,217.8577,366349.0
2021-11-12,218.6108,219.2793,215.083,217.1739,436109.0
2021-11-13,218.6108,219.2793,215.083,217.1739,436109.0
2021-11-14,218.6108,219.2793,215.083,217.1739,436109.0
2021-11-15,217.5307,218.7495,216.5992,217.7685,483593.0
2021-11-16,217.8478,220.8305,216.6151,219.899,577575.0
2021-11-17,219.4531,220.8404,216.5595,217.6595,490084.0
2021-11-18,217.8081,218.7693,214.9245,217.055,477655.0
2021-11-19,214.9939,216.9956,212.903,216.7676,641242.0
2021-11-20,214.9939,216.9956,212.903,216.7676,641242.0
2021-11-21,214.9939,216.9956,212.903,216.7676,641242.0
2021-11-22,219.3837,219.9882,215.1227,215.6181,854889.0
2021-11-23,216.3415,217.0253,212.9922,216.9361,799706.0
2021-11-24,216.5694,216.8568,214.0128,215.9848,1223267.0
2021-11-25,216.5694,216.8568,214.0128,215.9848,1223267.0
2021-11-26,206.7691,211.803,204.5196,209.3158,728034.0
2021-11-27,206.7691,211.803,204.5196,209.3158,728034.0
2021-11-28,206.7691,211.803,204.5196,209.3158,728034.0
2021-11-29,213.2597,215.3902,209.8311,212.5066,743410.0
2021-11-30,210.8022,212.1845,207.1357,207.76,1062662.0
2021-12-01,212.3778,214.3101,207.978,207.9978,966417.0
2021-12-02,209.6527,214.9047,208.1861,213.6363,741674.0
2021-12-03,213.8642,214.0326,202.4684,204.4998,1349803.0
2021-12-04,213.8642,214.0326,202.4684,204.4998,1349803.0
2021-12-05,213.8642,214.0326,202.4684,204.4998,1349803.0
2021-12-06,207.7501,214.4587,206.8384,212.0706,866291.0
2021-12-07,214.2308,215.301,210.7626,211.6148,860650.0
2021-12-08,211.5256,212.68,209.4446,211.1887,694866.0
2021-12-09,209.7419,211.7535,207.7105,207.869,819151.0
2021-12-10,209.8707,210.3959,205.9565,206.7691,1034066.0
2021-12-11,209.8707,210.3959,205.9565,206.7691,1034066.0
2021-12-12,209.8707,210.3959,205.9565,206.7691,1034066.0
2021-12-13,205.7385,205.9862,202.7459,203.4494,1247024.0
2021-12-14,203.5188,206.1795,201.2297,201.7648,1160210.0
2021-12-15,204.0935,205.0944,201.527,203.9152,720046.0
2021-12-16,205.5899,208.3348,202.0823,202.7161,1064095.0
2021-12-17,202.2603,203.4296,196.6219,197.5335,2224983.0
2021-12-18,202.2603,203.4296,196.6219,197.5335,2224983.0
2021-12-19,202.2603,203.4296,196.6219,197.5335,2224983.0
2021-12-20,194.8283,195.6904,190.1709,194.4121,790262.0
2021-12-21,196.5921,199.0596,195.8291,198.8911,644396.0
2021-12-22,198.4056,200.546,198.1182,200.0902,445912.0
2021-12-23,201.6261,203.9548,201.1851,202.0621,356330.0
2021-12-24,201.6261,203.9548,201.1851,202.0621,356330.0
2021-12-25,201.6261,203.9548,201.1851,202.0621,356330.0
2021-12-26,201.6261,203.9548,201.1851,202.0621,356330.0
2021-12-27,202.4585,205.5304,201.3387,205.4115,360535.0
2021-12-28,205.6196,206.6898,204.6386,205.4908,360545.0
2021-12-29,205.6295,206.4222,203.9053,205.0548,598907.0
2021-12-30,205.6394,207.433,204.6088,204.9457,311194.0
2021-12-31,204.3215,206.0754,203.8012,204.6386,296728.0
2022-01-01,204.3215,206.0754,203.8012,204.6386,296728.0
2022-01-02,204.3215,206.0754,203.8012,204.6386,296728.0
2022-01-03,204.807,207.2844,192.8068,195.5715,2561738.0
2022-01-04,197.9101,202.9192,195.7697,200.7838,1515528.0
2022-01-05,201.3685,201.6509,196.1759,196.1759,1018311.0
2022-01-06,198.6533,201.0712,196.3741,200.7937,936255.0
2022-01-07,201.8243,203.1422,199.4956,202.2108,1034724.0
2022-01-08,201.8243,203.1422,199.4956,202.2108,1034724.0
2022-01-09,201.8243,203.1422,199.4956,202.2108,1034724.0
2022-01-10,203.1621,204.3314,196.6516,200.6352,998497.0
2022-01-11,200.6352,203.7071,197.3155,203.3999,888499.0
2022-01-12,203.7963,207.4033,203.3404,206.2042,1239435.0
2022-01-13,205.7385,207.0812,198.029,198.7028,1118273.0
2022-01-14,197.1173,198.0984,187.5944,190.3195,2056326.0
2022-01-15,197.1173,198.0984,187.5944,190.3195,2056326.0
2022-01-16,197.1173,198.0984,187.5944,190.3195,2056326.0
2022-01-17,197.1173,198.0984,187.5944,190.3195,2056326.0
2022-01-18,189.9132,190.4087,177.8287,178.3093,2765348.0
2022-01-19,179.003,180.7074,171.9872,172.4529,3147627.0
2022-01-20,173.4736,176.6941,169.9458,170.4215,2257437.0
2022-01-21,170.3422,170.8773,164.5155,166.1505,2630457.0
2022-01-22,170.3422,170.8773,164.5155,166.1505,2630457.0
2022-01-23,170.3422,170.8773,164.5155,166.1505,2630457.0
2022-01-24,163.2174,174.0186,163.2174,173.2754,3385147.0
2022-01-25,171.234,171.5809,165.6055,168.1621,2595466.0
2022-01-26,170.8312,173.8674,163.5879,166.0089,1692659.0
2022-01-27,168.043,168.6284,160.9288,162.7445,2189927.0
2022-01-28,163.3597,167.8743,161.0478,167.6957,1221698.0
2022-01-29,163.3597,167.8743,161.0478,167.6957,1221698.0
2022-01-30,163.3597,167.8743,161.0478,167.6957,1221698.0
2022-01-31,166.0883,172.379,164.4512,172.2401,1346916.0
2022-02-01,172.2699,175.9213,170.9328,175.3954,1463843.0
2022-02-02,175.5244,177.3501,173.907,176.715,1418030.0
2022-02-03,176.1991,178.2728,173.2323,173.5598,1205466.0
2022-02-04,173.9269,176.1233,171.2777,174.5421,1114135.0
2022-02-05,173.9269,176.1233,171.2777,174.5421,1114135.0
2022-02-06,173.9269,176.1233,171.2777,174.5421,1114135.0
2022-02-07,175.3458,176.6406,173.4209,173.7086,837643.0
2022-02-08,175.0084,176.5265,174.3635,175.7228,1266264.0
2022-02-09,177.0921,178.8384,176.4769,178.382,807622.0
2022-02-10,176.2685,180.3367,174.0856,175.2267,1488049.0
2022-02-11,174.6413,175.6236,169.3527,171.0693,1365388.0
2022-02-12,174.6413,175.6236,169.3527,171.0693,1365388.0
2022-02-13,174.6413,175.6236,169.3527,171.0693,1365388.0
2022-02-14,171.4959,173.2423,169.2436,170.4343,1147290.0
2022-02-15,173.4308,175.4251,169.9381,172.0714,1354268.0
2022-02-16,170.5633,174.3238,170.4243,173.7681,1181184.0
2022-02-17,171.7738,173.4903,170.9403,171.2777,1380365.0
2022-02-18,171.238,171.367,166.6539,167.279,1020970.0
2022-02-19,171.238,171.367,166.6539,167.279,1020970.0
2022-02-20,171.238,171.367,166.6539,167.279,1020970.0
2022-02-21,171.238,171.367,166.6539,167.279,1020970.0
2022-02-22,167.2988,171.6448,166.8226,170.2457,2111550.0
2022-02-23,171.9921,171.9921,160.1747,160.6112,1329182.0
2022-02-24,156.1363,165.4831,154.4595,164.7984,1886641.0
2022-02-25,166.0387,170.5583,165.5228,170.0275,1746798.0
2022-02-26,166.0387,170.5583,165.5228,170.0275,1746798.0
2022-02-27,166.0387,170.5583,165.5228,170.0275,1746798.0
2022-02-28,166.9119,173.1827,166.3761,171.9127,2443668.0
2022-03-01,170.1664,170.2656,161.6134,163.0025,1474728.0
2022-03-02,165.5426,170.3499,165.5426,168.4895,1521083.0
2022-03-03,169.9084,170.3847,166.9912,168.5391,892314.0
2022-03-04,165.2152,165.9593,160.7303,163.6078,1121522.0
2022-03-05,165.2152,165.9593,160.7303,163.6078,1121522.0
2022-03-06,165.2152,165.9593,160.7303,163.6078,1121522.0
2022-03-07,163.4689,165.6319,156.9797,157.2377,2029503.0
2022-03-08,158.4383,163.7467,154.7274,155.2632,1853573.0
2022-03-09,160.0854,165.7212,159.6885,163.5185,1431051.0
2022-03-10,160.383,163.4136,158.9245,162.5163,1039072.0
2022-03-11,163.9749,165.6815,158.9642,159.1428,1021543.0
2022-03-12,163.9749,165.6815,158.9642,159.1428,1021543.0
2022-03-13,163.9749,165.6815,158.9642,159.1428,1021543.0
2022-03-14,161.7325,162.1492,155.3029,156.3844,1538403.0
2022-03-15,158.4383,160.5904,157.0492,159.7381,1736412.0
2022-03-16,162.556,168.3307,162.3026,168.0628,2054998.0
2022-03-17,165.3739,168.0132,164.6694,167.6163,884870.0
2022-03-18,167.1897,170.1664,164.9969,169.1841,1494309.0
2022-03-19,167.1897,170.1664,164.9969,169.1841,1494309.0
2022-03-20,167.1897,170.1664,164.9969,169.1841,1494309.0
2022-03-21,169.0451,169.7695,164.5107,166.5249,639659.0
2022-03-22,168.1323,172.8553,167.2591,169.2039,1557541.0
2022-03-23,167.0012,167.9388,162.2583,163.3498,1090635.0
2022-03-24,163.0521,165.7907,162.6205,164.9175,888751.0
2022-03-25,165.1259,166.3661,162.9727,165.4434,727748.0
2022-03-26,165.1259,166.3661,162.9727,165.4434,727748.0
2022-03-27,165.1259,166.3661,162.9727,165.4434,727748.0
2022-03-28,164.729,165.5823,161.534,165.5228,724675.0
2022-03-29,170.2061,172.637,166.8871,168.0232,1237396.0
2022-03-30,167.8049,168.0926,163.6871,164.729,721774.0
2022-03-31,165.0961,166.0486,160.8395,160.8395,1163281.0
2022-04-01,163.8062,163.8062,159.8075,160.6708,929148.0
2022-04-02,163.8062,163.8062,159.8075,160.6708,929148.0
2022-04-03,163.8062,163.8062,159.8075,160.6708,929148.0
2022-04-04,160.5616,161.4497,159.6786,160.0655,1204551.0
2022-04-05,160.6212,163.2208,158.3936,158.5772,1343094.0
2022-04-06,156.94,157.6594,154.8067,155.283,2131455.0
2022-04-07,156.0371,156.6324,152.6437,155.6898,1677169.0
2022-04-08,156.7515,158.0811,155.4815,156.9003,1718027.0
2022-04-09,156.7515,158.0811,155.4815,156.9003,1718027.0
2022-04-10,156.7515,158.0811,155.4815,156.9003,1718027.0
2022-04-11,156.2256,158.7161,155.8089,156.2852,1531433.0
2022-04-12,156.4042,158.6722,152.475,153.8443,1474214.0
2022-04-13,150.5799,166.5051,148.8336,164.5107,2133715.0
2022-04-14,164.7091,165.8055,158.3192,159.5,1482301.0
2022-04-15,164.7091,165.8055,158.3192,159.5,1482301.0
2022-04-16,164.7091,165.8055,158.3192,159.5,1482301.0
2022-04-17,164.7091,165.8055,158.3192,159.5,1482301.0
2022-04-18,158.2994,159.7381,156.9797,158.2001,1026274.0
2022-04-19,159.1824,162.169,158.7806,161.9408,1090477.0
2022-04-20,163.707,164.7191,162.5064,162.9331,1401192.0
2022-04-21,164.7191,166.0586,157.6147,158.1505,985550.0
2022-04-22,158.1208,158.9344,155.6898,155.8387,1404378.0
2022-04-23,158.1208,158.9344,155.6898,155.8387,1404378.0
2022-04-24,158.1208,158.9344,155.6898,155.8387,1404378.0
2022-04-25,154.4495,155.541,152.1079,155.2235,928776.0
2022-04-26,152.5643,153.368,149.409,150.8577,972043.0
2022-04-27,150.2315,152.7264,149.9035,150.4899,872878.0
2022-04-28,152.0107,153.621,148.7505,152.7463,859204.0
2022-04-29,151.1957,152.9153,148.0149,148.323,1403966.0
2022-04-30,151.1957,152.9153,148.0149,148.323,1403966.0
2022-05-01,151.1957,152.9153,148.0149,148.323,1403966.0
2022-05-02,148.8499,151.5933,147.0607,151.4243,1028817.0
2022-05-03,152.8159,153.9391,151.5326,152.627,1257735.0
2022-05-04,152.5972,155.778,149.5854,155.5593,905808.0
2022-05-05,153.0743,153.0743,145.063,148.3628,1522831.0
2022-05-06,147.6272,147.9751,141.6534,144.0389,1592843.0
2022-05-07,147.6272,147.9751,141.6534,144.0389,1592843.0
2022-05-08,147.6272,147.9751,141.6534,144.0389,1592843.0
2022-05-09,142.2001,146.2754,141.4645,143.363,1082446.0
2022-05-10,144.6055,146.2655,138.5521,141.8124,1124585.0
2022-05-11,142.0907,144.7944,138.5819,138.6913,870731.0
2022-05-12,137.2599,140.2021,135.4906,139.1684,1203927.0
2022-05-13,140.6494,142.9953,139.3175,140.5699,572711.0
2022-05-14,140.6494,142.9953,139.3175,140.5699,572711.0
2022-05-15,140.6494,142.9953,139.3175,140.5699,572711.0
2022-05-16,139.9735,140.3512,137.1208,138.0551,841355.0
2022-05-17,140.5202,142.8959,139.5064,142.8362,848325.0
2022-05-18,141.1763,142.1335,139.561,140.6693,1233661.0
