,BY US Equity,BY US Equity,BY US Equity,BY US Equity,BY US Equity
2022-05-29,23.9345,24.187,23.8917,24.1579,63776.0
2022-05-30,23.9345,24.187,23.8917,24.1579,63776.0
2022-05-31,24.0899,24.357,23.949,24.2647,155550.0
2022-06-01,24.3619,24.3813,23.6916,24.2356,82438.0
2022-06-02,24.1482,24.4493,23.9053,24.4396,89039.0
2022-06-03,24.2162,24.5464,24.2162,24.2842,109461.0
2022-06-04,24.2162,24.5464,24.2162,24.2842,109461.0
2022-06-05,24.2162,24.5464,24.2162,24.2842,109461.0
2022-06-06,24.595,24.731,24.4687,24.595,93278.0
2022-06-07,24.3619,24.527,24.2356,24.4979,228870.0
2022-06-08,24.5076,24.5076,23.8956,24.0025,82218.0
2022-06-09,24.0025,24.0025,23.4196,23.4391,104591.0
2022-06-10,23.0505,23.2739,22.8854,23.1574,96804.0
2022-06-11,23.0505,23.2739,22.8854,23.1574,96804.0
2022-06-12,23.0505,23.2739,22.8854,23.1574,96804.0
2022-06-13,22.9631,22.9631,22.2249,22.3414,103964.0
2022-06-14,22.2929,22.9242,22.2929,22.8271,121408.0
2022-06-15,23.0797,23.1768,22.866,22.8951,123725.0
2022-06-16,22.6523,22.7882,22.2054,22.6523,115230.0
2022-06-17,22.8174,23.0408,22.6134,22.7591,151029.0
2022-06-18,22.8174,23.0408,22.6134,22.7591,151029.0
2022-06-19,22.8174,23.0408,22.6134,22.7591,151029.0
2022-06-20,22.8174,23.0408,22.6134,22.7591,151029.0
2022-06-21,23.0505,23.3614,22.9242,23.1282,113132.0
2022-06-22,22.7785,23.2545,22.6523,23.1477,85852.0
2022-06-23,23.0117,23.2448,22.6717,22.9242,94067.0
2022-06-24,22.8271,23.3808,22.8271,23.2934,215803.0
2022-06-25,22.8271,23.3808,22.8271,23.2934,215803.0
2022-06-26,22.8271,23.3808,22.8271,23.2934,215803.0
2022-06-27,23.4876,23.5556,23.1671,23.2448,80600.0
2022-06-28,23.4779,23.7013,23.2642,23.2836,92528.0
2022-06-29,23.2448,23.3128,23.0311,23.1282,78765.0
2022-06-30,22.8174,23.2254,22.7203,23.1185,89243.0
2022-07-01,23.0214,23.3759,22.9825,23.3419,117033.0
2022-07-02,23.0214,23.3759,22.9825,23.3419,117033.0
2022-07-03,23.0214,23.3759,22.9825,23.3419,117033.0
2022-07-04,23.0214,23.3759,22.9825,23.3419,117033.0
2022-07-05,23.0019,23.3808,22.7203,23.3808,107127.0
2022-07-06,23.3516,23.4051,23.0505,23.2836,86849.0
2022-07-07,23.4196,23.6916,23.4002,23.4391,84050.0
2022-07-08,23.4973,23.6528,23.1865,23.2934,232627.0
2022-07-09,23.4973,23.6528,23.1865,23.2934,232627.0
2022-07-10,23.4973,23.6528,23.1865,23.2934,232627.0
2022-07-11,23.2448,23.4002,23.2157,23.2934,129238.0
2022-07-12,23.2934,23.5304,23.1865,23.1962,67651.0
2022-07-13,23.0019,23.0214,22.7397,22.8854,52212.0
2022-07-14,22.5066,22.5745,22.2734,22.3317,153709.0
2022-07-15,22.7203,23.1768,22.5357,23.1768,146368.0
2022-07-16,22.7203,23.1768,22.5357,23.1768,146368.0
2022-07-17,22.7203,23.1768,22.5357,23.1768,146368.0
2022-07-18,23.4294,23.6819,23.0214,23.0991,111939.0
2022-07-19,23.3614,23.6139,23.3614,23.4779,309277.0
2022-07-20,23.4294,23.5556,23.1962,23.3419,219847.0
2022-07-21,23.2351,23.4828,23.0651,23.3905,137044.0
2022-07-22,23.4391,23.7985,23.2351,23.3419,209631.0
2022-07-23,23.4391,23.7985,23.2351,23.3419,209631.0
2022-07-24,23.4391,23.7985,23.2351,23.3419,209631.0
2022-07-25,23.5265,24.0462,23.4002,23.5751,316669.0
2022-07-26,23.5751,24.3133,23.5751,24.187,224280.0
2022-07-27,24.1676,24.6921,24.1676,24.663,224276.0
2022-07-28,24.6241,24.7407,24.1482,24.4687,292123.0
2022-07-29,24.187,24.4493,23.6333,23.7888,188283.0
2022-07-30,24.187,24.4493,23.6333,23.7888,188283.0
2022-07-31,24.187,24.4493,23.6333,23.7888,188283.0
2022-08-01,23.6528,23.7596,22.8562,23.0797,230485.0
2022-08-02,23.1379,23.1379,22.2151,22.2637,161596.0
2022-08-03,22.3997,22.3997,22.0576,22.2346,88484.0
2022-08-04,22.3317,22.3317,21.5838,21.71,166188.0
2022-08-05,21.5546,22.3706,21.5546,22.2443,120706.0
2022-08-06,21.5546,22.3706,21.5546,22.2443,120706.0
2022-08-07,21.5546,22.3706,21.5546,22.2443,120706.0
2022-08-08,22.2443,22.5466,22.216,22.4393,102694.0
2022-08-09,22.3613,22.5856,22.1468,22.4393,120905.0
2022-08-10,22.7124,23.1122,22.7124,23.0342,100478.0
2022-08-11,23.2487,23.278,23.0732,23.2682,66933.0
2022-08-12,23.3463,23.8144,23.1805,23.7656,124422.0
2022-08-13,23.3463,23.8144,23.1805,23.7656,124422.0
2022-08-14,23.3463,23.8144,23.1805,23.7656,124422.0
2022-08-15,23.5901,23.8631,23.4828,23.6681,127399.0
2022-08-16,23.4828,23.7461,23.4828,23.5218,103791.0
2022-08-17,23.2975,23.317,23.0439,23.0732,88643.0
2022-08-18,23.2097,23.5413,23.083,23.4048,73504.0
2022-08-19,23.395,23.395,22.8977,23.2292,194664.0
2022-08-20,23.395,23.395,22.8977,23.2292,194664.0
2022-08-21,23.395,23.395,22.8977,23.2292,194664.0
2022-08-22,23.1025,23.1025,22.5076,22.6246,79242.0
2022-08-23,22.5563,22.883,22.3711,22.3906,78755.0
2022-08-24,22.4881,22.4881,21.9618,22.02,66303.0
2022-08-25,21.903,22.254,21.903,22.215,64560.0
2022-08-26,22.0395,22.1663,21.7957,21.9517,77111.0
2022-08-27,22.0395,22.1663,21.7957,21.9517,77111.0
2022-08-28,22.0395,22.1663,21.7957,21.9517,77111.0
2022-08-29,21.903,21.903,21.3959,21.4544,63479.0
2022-08-30,21.6787,21.7469,21.1618,21.5226,92267.0
2022-08-31,21.6299,21.6299,21.2203,21.2691,92110.0
2022-09-01,21.2203,21.2252,20.9716,21.1813,86026.0
2022-09-02,21.1813,21.4349,21.0058,21.1131,72172.0
2022-09-03,21.1813,21.4349,21.0058,21.1131,72172.0
2022-09-04,21.1813,21.4349,21.0058,21.1131,72172.0
2022-09-05,21.1813,21.4349,21.0058,21.1131,72172.0
2022-09-06,21.1326,21.2008,20.6742,20.762,88663.0
2022-09-07,20.6547,21.0448,20.6547,21.035,81832.0
2022-09-08,20.8302,21.2301,20.684,21.0838,80022.0
2022-09-09,21.2203,21.4349,21.2106,21.4349,64668.0
2022-09-10,21.2203,21.4349,21.2106,21.4349,64668.0
2022-09-11,21.2203,21.4349,21.2106,21.4349,64668.0
2022-09-12,21.5129,21.7469,21.4641,21.6884,172344.0
2022-09-13,21.4349,21.5129,20.9473,21.035,110853.0
2022-09-14,20.9668,21.1326,20.8205,20.9765,74436.0
2022-09-15,20.8693,21.3149,20.8693,21.1716,68371.0
2022-09-16,21.0155,21.035,20.723,20.957,262681.0
2022-09-17,21.0155,21.035,20.723,20.957,262681.0
2022-09-18,21.0155,21.035,20.723,20.957,262681.0
2022-09-19,20.918,21.3959,20.918,21.3764,64746.0
2022-09-20,21.1618,21.2983,21.0155,21.2788,150654.0
2022-09-21,21.4544,21.6007,21.2203,21.2496,66965.0
2022-09-22,21.2886,21.2886,20.8888,21.0253,58266.0
2022-09-23,20.8205,20.879,20.5572,20.7425,71570.0
2022-09-24,20.8205,20.879,20.5572,20.7425,71570.0
2022-09-25,20.8205,20.879,20.5572,20.7425,71570.0
2022-09-26,20.6742,21.0545,20.645,20.6937,82021.0
2022-09-27,20.8254,20.8254,20.2256,20.3134,59456.0
2022-09-28,20.1866,20.4889,20.0598,20.2939,111473.0
2022-09-29,20.0501,20.0501,19.816,20.0208,63361.0
2022-09-30,19.8745,20.2744,19.7478,19.7478,131702.0
2022-10-01,19.8745,20.2744,19.7478,19.7478,131702.0
2022-10-02,19.8745,20.2744,19.7478,19.7478,131702.0
2022-10-03,19.8063,20.1379,19.6503,19.9721,85773.0
2022-10-04,20.1671,20.7132,20.1671,20.7035,77783.0
2022-10-05,20.4109,20.6352,20.3231,20.5669,56845.0
2022-10-06,20.3817,20.5377,20.3621,20.4792,38962.0
2022-10-07,20.3134,20.3231,19.8843,20.0013,73887.0
2022-10-08,20.3134,20.3231,19.8843,20.0013,73887.0
2022-10-09,20.3134,20.3231,19.8843,20.0013,73887.0
2022-10-10,19.9136,20.2841,19.9136,20.1671,47515.0
2022-10-11,20.0891,20.2159,19.8453,20.0598,55494.0
2022-10-12,19.9623,20.3329,19.8745,20.1574,102888.0
2022-10-13,20.0306,21.2691,19.9818,21.2106,96537.0
2022-10-14,21.3861,21.4056,20.9131,21.035,82928.0
2022-10-15,21.3861,21.4056,20.9131,21.035,82928.0
2022-10-16,21.3861,21.4056,20.9131,21.035,82928.0
2022-10-17,21.2301,21.5421,21.1423,21.2691,84830.0
2022-10-18,21.5714,21.5714,21.1716,21.2691,63990.0
2022-10-19,21.2008,21.4739,20.8497,21.2106,63660.0
2022-10-20,21.1326,21.3178,20.9912,21.1131,113066.0
2022-10-21,21.2301,21.6835,21.2106,21.6104,64606.0
2022-10-22,21.2301,21.6835,21.2106,21.6104,64606.0
2022-10-23,21.2301,21.6835,21.2106,21.6104,64606.0
2022-10-24,21.7859,22.059,21.6494,22.0102,64157.0
2022-10-25,22.0395,22.4491,22.02,22.3711,83910.0
2022-10-26,22.4393,22.7095,22.1663,22.2638,81309.0
2022-10-27,22.4296,22.4978,22.1663,22.2345,188139.0
2022-10-28,22.8684,23.083,22.5368,22.8392,123323.0
2022-10-29,22.8684,23.083,22.5368,22.8392,123323.0
2022-10-30,22.8684,23.083,22.5368,22.8392,123323.0
2022-10-31,22.3516,22.8782,22.3516,22.5466,101920.0
2022-11-01,22.6929,22.7221,22.3613,22.3711,76469.0
2022-11-02,22.215,22.7319,22.0102,22.0395,104731.0
2022-11-03,21.9615,21.9615,21.3178,21.8932,77022.0
2022-11-04,22.0687,22.4491,21.9615,22.4296,74131.0
2022-11-05,22.0687,22.4491,21.9615,22.4296,74131.0
2022-11-06,22.0687,22.4491,21.9615,22.4296,74131.0
2022-11-07,22.6156,22.6156,22.1456,22.4785,63690.0
2022-11-08,22.6547,22.7331,22.4002,22.4394,67137.0
2022-11-09,22.2729,22.2729,21.8715,21.9303,59464.0
2022-11-10,22.4394,23.1932,22.3806,23.0268,97678.0
2022-11-11,23.0072,23.1247,22.4589,22.5764,60277.0
2022-11-12,23.0072,23.1247,22.4589,22.5764,60277.0
2022-11-13,23.0072,23.1247,22.4589,22.5764,60277.0
2022-11-14,22.6156,22.7526,22.3512,22.3904,141879.0
2022-11-15,22.6156,22.7869,22.3317,22.3904,78012.0
2022-11-16,22.4491,22.5275,22.1643,22.2925,77689.0
2022-11-17,22.1359,22.2436,21.9009,22.0477,64287.0
2022-11-18,22.4589,22.4589,22.0184,22.1652,129820.0
2022-11-19,22.4589,22.4589,22.0184,22.1652,129820.0
2022-11-20,22.4589,22.4589,22.0184,22.1652,129820.0
2022-11-21,22.1652,22.3317,22.1065,22.2142,43764.0
2022-11-22,22.2338,22.3722,22.0771,22.1065,72862.0
2022-11-23,22.0282,22.1246,21.9205,22.0184,85352.0
2022-11-24,22.0282,22.1246,21.9205,22.0184,85352.0
2022-11-25,22.1065,22.1065,21.9401,21.9596,89536.0
2022-11-26,22.1065,22.1065,21.9401,21.9596,89536.0
2022-11-27,22.1065,22.1065,21.9401,21.9596,89536.0
2022-11-28,21.9792,21.9792,21.5093,21.6268,54666.0
2022-11-29,21.5484,21.7932,21.5289,21.7442,102503.0
2022-11-30,21.803,22.4589,21.2792,22.3121,238737.0
2022-12-01,22.4785,22.4883,22.1065,22.2436,104497.0
2022-12-02,21.989,22.2044,21.8813,22.1848,87878.0
2022-12-03,21.989,22.2044,21.8813,22.1848,87878.0
2022-12-04,21.989,22.2044,21.8813,22.1848,87878.0
2022-12-05,22.1554,22.3708,21.6463,21.8226,124637.0
2022-12-06,21.7345,21.9401,21.5093,21.9205,95492.0
2022-12-07,21.9205,22.2827,21.7736,22.0967,135138.0
2022-12-08,22.3415,22.4051,22.1114,22.3023,85568.0
2022-12-09,22.0869,22.4394,22.0869,22.3219,91590.0
2022-12-10,22.0869,22.4394,22.0869,22.3219,91590.0
2022-12-11,22.0869,22.4394,22.0869,22.3219,91590.0
2022-12-12,22.5666,22.7624,22.0771,22.7429,167196.0
2022-12-13,23.2128,24.0988,22.8016,23.252,293988.0
2022-12-14,23.0953,23.531,22.6939,22.831,206394.0
2022-12-15,22.5568,22.5568,21.8226,21.9498,173792.0
2022-12-16,21.7834,22.1652,21.6659,22.1359,286444.0
2022-12-17,21.7834,22.1652,21.6659,22.1359,286444.0
2022-12-18,21.7834,22.1652,21.6659,22.1359,286444.0
2022-12-19,22.0086,22.361,22.0086,22.3512,96869.0
2022-12-20,22.2827,22.4394,22.0282,22.0477,157144.0
2022-12-21,22.2044,22.7624,22.1554,22.5666,72014.0
2022-12-22,22.4296,22.4296,21.9498,22.2436,59202.0
2022-12-23,22.2729,22.6156,22.2044,22.4296,55184.0
2022-12-24,22.2729,22.6156,22.2044,22.4296,55184.0
2022-12-25,22.2729,22.6156,22.2044,22.4296,55184.0
2022-12-26,22.2729,22.6156,22.2044,22.4296,55184.0
2022-12-27,22.4883,22.4883,22.1946,22.2827,40148.0
2022-12-28,22.3512,22.3708,22.0771,22.1163,53630.0
2022-12-29,22.2338,22.7478,22.2338,22.7037,122759.0
2022-12-30,22.5666,22.7135,22.4198,22.4883,67838.0
2022-12-31,22.5666,22.7135,22.4198,22.4883,67838.0
2023-01-01,22.5666,22.7135,22.4198,22.4883,67838.0
2023-01-02,22.5666,22.7135,22.4198,22.4883,67838.0
2023-01-03,22.5666,22.7047,22.0771,22.2533,90730.0
2023-01-04,22.4296,22.5666,22.1946,22.2338,73844.0
2023-01-05,22.175,22.2044,21.8226,22.1065,83243.0
2023-01-06,22.2142,22.7233,22.2142,22.6058,89480.0
2023-01-07,22.2142,22.7233,22.2142,22.6058,89480.0
2023-01-08,22.2142,22.7233,22.2142,22.6058,89480.0
2023-01-09,22.7429,22.7429,22.2925,22.361,52512.0
2023-01-10,22.4589,22.7184,22.3415,22.5373,64098.0
2023-01-11,22.5471,22.7135,22.4687,22.4981,70505.0
2023-01-12,22.596,22.8408,22.5666,22.6939,151079.0
2023-01-13,22.4687,22.7722,22.3415,22.7135,59085.0
2023-01-14,22.4687,22.7722,22.3415,22.7135,59085.0
2023-01-15,22.4687,22.7722,22.3415,22.7135,59085.0
2023-01-16,22.4687,22.7722,22.3415,22.7135,59085.0
2023-01-17,22.7331,22.7478,22.5177,22.5862,88442.0
2023-01-18,22.645,22.645,22.0771,22.1456,65491.0
2023-01-19,22.0282,22.175,21.8422,22.1261,62081.0
2023-01-20,22.361,22.4687,22.0869,22.4198,82413.0
2023-01-21,22.361,22.4687,22.0869,22.4198,82413.0
2023-01-22,22.361,22.4687,22.0869,22.4198,82413.0
2023-01-23,22.4491,22.7331,22.44,22.596,58641.0
2023-01-24,22.4296,22.6107,22.2827,22.3904,33752.0
2023-01-25,22.361,22.4981,22.2142,22.2142,54614.0
2023-01-26,22.3317,22.3916,22.1359,22.3219,89234.0
2023-01-27,23.1247,24.0841,23.1247,23.7317,119226.0
2023-01-28,23.1247,24.0841,23.1247,23.7317,119226.0
2023-01-29,23.1247,24.0841,23.1247,23.7317,119226.0
2023-01-30,23.6631,23.9862,23.6044,23.7513,75867.0
2023-01-31,23.8785,24.3093,23.8785,24.2799,113589.0
2023-02-01,24.2604,24.7499,24.1233,24.4268,141379.0
2023-02-02,24.4562,25.1023,24.4562,25.0729,90118.0
2023-02-03,25.445,25.4548,25.0925,25.259,104791.0
2023-02-04,25.445,25.4548,25.0925,25.259,104791.0
2023-02-05,25.445,25.4548,25.0925,25.259,104791.0
2023-02-06,25.3376,25.3376,24.9642,24.9937,60267.0
2023-02-07,24.8267,25.3081,24.7186,25.1411,78077.0
2023-02-08,24.9839,24.9937,24.6695,24.8267,46232.0
2023-02-09,24.7088,24.8561,24.5418,24.5712,65460.0
2023-02-10,24.4926,24.7776,24.4533,24.7284,47851.0
2023-02-11,24.4926,24.7776,24.4533,24.7284,47851.0
2023-02-12,24.4926,24.7776,24.4533,24.7284,47851.0
2023-02-13,24.6302,24.9839,24.6302,24.8267,97017.0
2023-02-14,24.8267,24.9053,24.5811,24.6105,59097.0
2023-02-15,24.4042,24.7383,24.2961,24.6007,57061.0
2023-02-16,24.3256,24.64,24.1587,24.5221,172123.0
2023-02-17,24.6891,24.7383,24.4288,24.6498,65386.0
2023-02-18,24.6891,24.7383,24.4288,24.6498,65386.0
2023-02-19,24.6891,24.7383,24.4288,24.6498,65386.0
2023-02-20,24.6891,24.7383,24.4288,24.6498,65386.0
2023-02-21,24.4042,24.4435,24.0702,24.1684,109723.0
2023-02-22,24.2961,24.5418,24.0407,24.3944,108896.0
2023-02-23,24.5221,24.6793,24.4091,24.414,56419.0
2023-02-24,24.1979,24.2961,24.0309,24.2961,60587.0
2023-02-25,24.1979,24.2961,24.0309,24.2961,60587.0
2023-02-26,24.1979,24.2961,24.0309,24.2961,60587.0
2023-02-27,24.4042,24.473,24.1586,24.2667,83768.0
2023-02-28,24.306,24.3944,24.1783,24.2176,182460.0
2023-03-01,24.1095,24.5712,24.0211,24.5516,90920.0
2023-03-02,24.3158,24.3649,24.0702,24.3256,68784.0
2023-03-03,24.3747,24.4828,24.08,24.4632,85437.0
2023-03-04,24.3747,24.4828,24.08,24.4632,85437.0
2023-03-05,24.3747,24.4828,24.08,24.4632,85437.0
2023-03-06,24.4828,24.4828,23.8737,24.0309,98407.0
2023-03-07,23.9719,23.9719,23.4021,23.6477,69660.0
2023-03-08,23.7067,23.7067,23.3481,23.5495,71512.0
2023-03-09,23.4905,23.4905,21.5158,22.3902,201137.0
2023-03-10,22.1839,22.4295,21.2554,21.7712,129793.0
2023-03-11,22.1839,22.4295,21.2554,21.7712,129793.0
2023-03-12,22.1839,22.4295,21.2554,21.7712,129793.0
2023-03-13,20.7102,20.7495,19.3151,19.4035,342107.0
2023-03-14,20.2877,20.9853,19.9144,20.0519,546152.0
2023-03-15,19.8554,20.16,19.0597,20.0225,313572.0
2023-03-16,19.7965,21.3488,19.4625,20.8183,236927.0
2023-03-17,20.7397,20.779,20.2975,20.327,334937.0
2023-03-18,20.7397,20.779,20.2975,20.327,334937.0
2023-03-19,20.7397,20.779,20.2975,20.327,334937.0
2023-03-20,20.6218,21.0147,20.4154,20.4547,165562.0
2023-03-21,20.9361,21.2997,20.8379,21.1425,140128.0
2023-03-22,21.1719,21.2702,20.4449,20.5235,147469.0
2023-03-23,20.6905,20.6905,20.1895,20.4154,155215.0
2023-03-24,20.1305,21.113,20.0814,21.0147,170334.0
2023-03-25,20.1305,21.113,20.0814,21.0147,170334.0
2023-03-26,20.1305,21.113,20.0814,21.0147,170334.0
2023-03-27,21.3684,21.5993,21.1916,21.2604,106048.0
2023-03-28,21.2407,21.4765,21.1228,21.3488,90380.0
2023-03-29,21.3979,21.447,20.9558,21.2309,106300.0
2023-03-30,21.2997,21.2997,20.6905,20.8183,131755.0
2023-03-31,20.8772,21.2407,20.6316,21.2407,191612.0
2023-04-01,20.8772,21.2407,20.6316,21.2407,191612.0
2023-04-02,20.8772,21.2407,20.6316,21.2407,191612.0
2023-04-03,21.2211,21.339,20.8281,21.0933,129382.0
2023-04-04,20.9754,20.9754,20.3172,20.494,109186.0
2023-04-05,20.219,20.219,19.9242,20.1404,109853.0
2023-04-06,19.9733,20.1158,19.7474,19.8063,100137.0
2023-04-07,19.9733,20.1158,19.7474,19.8063,100137.0
2023-04-08,19.9733,20.1158,19.7474,19.8063,100137.0
2023-04-09,19.9733,20.1158,19.7474,19.8063,100137.0
2023-04-10,19.7572,20.0519,19.7572,19.9046,74223.0
2023-04-11,19.934,20.1698,19.8554,20.0421,75157.0
2023-04-12,20.16,20.2386,19.659,19.6983,66559.0
2023-04-13,19.6688,19.8947,19.5902,19.8161,63240.0
2023-04-14,20.0519,20.1354,19.4035,19.4723,96601.0
2023-04-15,20.0519,20.1354,19.4035,19.4723,96601.0
2023-04-16,20.0519,20.1354,19.4035,19.4723,96601.0
2023-04-17,19.3937,19.7867,19.2561,19.767,56279.0
2023-04-18,19.9046,19.9046,19.1579,19.3053,126763.0
2023-04-19,19.4232,19.7032,19.1775,19.5607,65907.0
2023-04-20,19.3347,19.5115,19.1481,19.4035,59449.0
2023-04-21,19.4133,19.4821,19.1775,19.3249,60783.0
2023-04-22,19.4133,19.4821,19.1775,19.3249,60783.0
2023-04-23,19.4133,19.4821,19.1775,19.3249,60783.0
2023-04-24,19.374,19.6688,19.2758,19.2856,58726.0
2023-04-25,19.1481,19.3053,18.7846,18.8337,91394.0
2023-04-26,18.7649,19.0597,18.539,18.706,96446.0
2023-04-27,18.7158,19.1579,18.7158,18.873,72669.0
2023-04-28,19.767,19.767,18.8828,19.0105,139854.0
2023-04-29,19.767,19.767,18.8828,19.0105,139854.0
2023-04-30,19.767,19.767,18.8828,19.0105,139854.0
2023-05-01,19.0007,19.2168,18.706,18.9123,109169.0
2023-05-02,18.8337,18.8337,17.6056,17.7432,247182.0
2023-05-03,17.7628,17.9888,17.193,17.2618,152540.0
2023-05-04,17.0063,17.1979,16.1123,16.574,174132.0
2023-05-05,17.419,18.0674,17.419,18.0575,220755.0
2023-05-06,17.419,18.0674,17.419,18.0575,220755.0
2023-05-07,17.419,18.0674,17.419,18.0575,220755.0
2023-05-08,18.2748,18.2748,17.712,17.7317,172686.0
2023-05-09,17.7021,17.7416,17.2332,17.2578,131506.0
2023-05-10,17.4553,17.4553,16.8728,17.0505,117590.0
2023-05-11,16.7642,17.0406,16.6753,16.7938,92959.0
2023-05-12,16.8629,17.0604,16.6556,17.0406,92132.0
2023-05-13,16.8629,17.0604,16.6556,17.0406,92132.0
2023-05-14,16.8629,17.0604,16.6556,17.0406,92132.0
2023-05-15,16.9419,17.3763,16.9419,17.2875,150774.0
2023-05-16,17.3763,17.6824,17.1098,17.1295,132783.0
2023-05-17,17.169,18.0773,17.169,17.9687,166393.0
2023-05-18,18.0477,18.0872,17.6923,17.949,97333.0
2023-05-19,18.2254,18.2353,17.4257,17.5244,111946.0
2023-05-20,18.2254,18.2353,17.4257,17.5244,111946.0
2023-05-21,18.2254,18.2353,17.4257,17.5244,111946.0
2023-05-22,17.7021,18.0181,17.554,17.9786,67620.0
2023-05-23,18.0279,18.6598,18.0279,18.3143,81782.0
2023-05-24,18.2155,18.2155,17.9193,17.9391,62893.0
2023-05-25,17.6923,17.9292,17.6034,17.7021,53118.0
2023-05-26,17.6824,17.9835,17.6133,17.9786,48388.0
2023-05-27,17.6824,17.9835,17.6133,17.9786,48388.0
2023-05-28,17.6824,17.9835,17.6133,17.9786,48388.0
2023-05-29,17.6824,17.9835,17.6133,17.9786,48388.0
2023-05-30,17.9588,18.0576,17.7219,17.8206,60209.0
2023-05-31,17.6923,17.7614,17.2677,17.4948,132674.0
2023-06-01,17.5639,17.9292,17.3714,17.6626,60122.0
2023-06-02,17.9786,18.7092,17.8798,18.6499,94953.0
2023-06-03,17.9786,18.7092,17.8798,18.6499,94953.0
2023-06-04,17.9786,18.7092,17.8798,18.6499,94953.0
2023-06-05,18.5315,18.5315,17.9884,18.097,66672.0
2023-06-06,17.9588,19.3707,17.9588,19.0547,137223.0
2023-06-07,19.3015,19.8051,19.035,19.5582,159964.0
2023-06-08,19.578,19.578,18.9905,19.2127,108125.0
2023-06-09,19.2226,19.2226,18.7042,18.8474,104111.0
2023-06-10,19.2226,19.2226,18.7042,18.8474,104111.0
2023-06-11,19.2226,19.2226,18.7042,18.8474,104111.0
2023-06-12,18.9165,19.2324,18.6795,18.7092,67571.0
2023-06-13,18.8474,19.3855,18.798,19.3213,105035.0
2023-06-14,19.42,19.6372,18.9264,19.0547,70476.0
2023-06-15,18.8276,19.3015,18.8128,19.2621,81989.0
2023-06-16,19.4398,19.4398,18.8079,18.8178,149425.0
2023-06-17,19.4398,19.4398,18.8079,18.8178,149425.0
2023-06-18,19.4398,19.4398,18.8079,18.8178,149425.0
2023-06-19,19.4398,19.4398,18.8079,18.8178,149425.0
2023-06-20,18.8178,18.8178,18.4525,18.5808,74007.0
2023-06-21,18.492,18.5413,18.255,18.3044,84730.0
2023-06-22,18.2451,18.2451,17.8897,17.9391,76335.0
2023-06-23,17.791,18.1563,17.4356,17.9786,253628.0
2023-06-24,17.791,18.1563,17.4356,17.9786,253628.0
2023-06-25,17.791,18.1563,17.4356,17.9786,253628.0
2023-06-26,18.0279,18.2649,17.6626,17.7219,70878.0
2023-06-27,17.6626,18.097,17.5392,17.8996,77997.0
2023-06-28,17.87,17.9095,17.633,17.8502,69241.0
2023-06-29,17.9786,18.255,17.9786,18.1168,43552.0
2023-06-30,18.2649,18.2649,17.7712,17.8601,85640.0
2023-07-01,18.2649,18.2649,17.7712,17.8601,85640.0
2023-07-02,18.2649,18.2649,17.7712,17.8601,85640.0
2023-07-03,17.9983,18.3241,17.9983,18.2056,30968.0
2023-07-04,17.9983,18.3241,17.9983,18.2056,30968.0
2023-07-05,18.1069,18.2698,17.9588,18.0674,79406.0
2023-07-06,17.8897,17.8897,17.4454,17.8404,81249.0
2023-07-07,17.7712,18.3044,17.7712,17.9884,111130.0
2023-07-08,17.7712,18.3044,17.7712,17.9884,111130.0
2023-07-09,17.7712,18.3044,17.7712,17.9884,111130.0
2023-07-10,17.9292,18.3636,17.7811,17.9786,74764.0
2023-07-11,18.0477,18.2353,17.8305,18.0181,61081.0
2023-07-12,18.334,18.7092,18.2097,18.413,75775.0
2023-07-13,18.5117,18.9066,18.4525,18.7487,88466.0
2023-07-14,18.877,18.877,18.3883,18.6499,45049.0
2023-07-15,18.877,18.877,18.3883,18.6499,45049.0
2023-07-16,18.877,18.877,18.3883,18.6499,45049.0
2023-07-17,18.5512,19.0202,18.5512,18.7684,67467.0
2023-07-18,18.7684,19.3509,18.7684,19.3509,86212.0
2023-07-19,19.4595,19.8446,19.3114,19.736,84625.0
2023-07-20,19.6965,19.6965,19.3213,19.5286,83816.0
2023-07-21,19.6866,19.6866,19.3114,19.3805,89161.0
2023-07-22,19.6866,19.6866,19.3114,19.3805,89161.0
2023-07-23,19.6866,19.6866,19.3114,19.3805,89161.0
2023-07-24,19.3509,20.0519,19.3509,19.9433,139885.0
2023-07-25,19.9334,20.0716,19.6668,19.7557,73533.0
2023-07-26,20.0124,20.4271,20.0124,20.3086,105654.0
2023-07-27,20.5455,20.5455,20.0321,20.0321,115245.0
2023-07-28,20.9404,22.4707,20.9404,21.8685,177417.0
2023-07-29,20.9404,22.4707,20.9404,21.8685,177417.0
2023-07-30,20.9404,22.4707,20.9404,21.8685,177417.0
2023-07-31,21.9771,22.1795,21.5624,21.671,140657.0
2023-08-01,21.7303,21.7984,21.3749,21.4341,118520.0
2023-08-02,21.1971,21.4983,21.0216,21.444,85668.0
2023-08-03,21.365,21.8685,21.3255,21.5723,210899.0
2023-08-04,21.6118,22.3621,21.6118,21.9771,122891.0
2023-08-05,21.6118,22.3621,21.6118,21.9771,122891.0
2023-08-06,21.6118,22.3621,21.6118,21.9771,122891.0
2023-08-07,21.9573,22.5521,21.9176,22.334,210019.0
2023-08-08,22.0366,22.3538,21.7788,22.1456,283752.0
2023-08-09,22.0663,22.1208,21.9077,21.9969,159345.0
2023-08-10,22.0663,22.2745,21.8185,21.8879,129751.0
2023-08-11,21.8185,22.0267,21.8185,21.9374,170609.0
2023-08-12,21.8185,22.0267,21.8185,21.9374,170609.0
