,DE US Equity,DE US Equity,DE US Equity,DE US Equity,DE US Equity
2020-03-02,149.102,154.8425,147.8085,154.767,2532128.0
2020-03-03,155.1635,158.4964,148.2334,148.9698,2443077.0
2020-03-04,152.2366,154.1769,151.5525,153.9645,2513828.0
2020-03-05,149.9612,153.1336,149.102,150.1878,1878394.0
2020-03-06,145.5897,155.73,145.0889,154.8803,2973408.0
2020-03-07,145.5897,155.73,145.0889,154.8803,2973408.0
2020-03-08,145.5897,155.73,145.0889,154.8803,2973408.0
2020-03-09,143.522,149.4136,138.9098,141.6243,2886392.0
2020-03-10,146.9304,147.6008,139.7454,146.3356,2798034.0
2020-03-11,142.4268,142.7195,135.8177,137.7343,2397338.0
2020-03-12,127.4618,128.9158,120.9331,123.1092,3288737.0
2020-03-13,130.2282,131.5123,123.2414,131.2007,2525544.0
2020-03-14,130.2282,131.5123,123.2414,131.2007,2525544.0
2020-03-15,130.2282,131.5123,123.2414,131.2007,2525544.0
2020-03-16,116.9816,125.4508,113.1483,113.3466,2617693.0
2020-03-17,115.9431,122.2312,112.4213,119.6347,2909655.0
2020-03-18,111.2411,113.8187,100.2133,107.8327,2635027.0
2020-03-19,106.5959,113.9981,100.3172,112.9784,2455694.0
2020-03-20,112.9784,113.8706,104.1788,105.3968,4155245.0
2020-03-21,112.9784,113.8706,104.1788,105.3968,4155245.0
2020-03-22,112.9784,113.8706,104.1788,105.3968,4155245.0
2020-03-23,104.1127,109.1168,100.5721,104.9436,3130922.0
2020-03-24,110.8163,119.5875,106.407,118.9644,3488413.0
2020-03-25,118.8511,129.0952,115.0367,121.3153,3962382.0
2020-03-26,122.1273,132.3243,120.0407,131.3235,2227539.0
2020-03-27,127.4618,131.399,124.7804,127.5657,2302699.0
2020-03-28,127.4618,131.399,124.7804,127.5657,2302699.0
2020-03-29,127.4618,131.399,124.7804,127.5657,2302699.0
2020-03-30,129.816,134.5445,127.7651,134.0983,2251141.0
2020-03-31,134.8199,137.6779,130.3192,131.1833,2240205.0
2020-04-01,125.5053,127.9265,123.1339,126.92,2040639.0
2020-04-02,126.5782,132.8449,126.1509,132.3417,2863751.0
2020-04-03,131.4871,132.3132,125.4578,128.6766,2053140.0
2020-04-04,131.4871,132.3132,125.4578,128.6766,2053140.0
2020-04-05,131.4871,132.3132,125.4578,128.6766,2053140.0
2020-04-06,134.4306,137.5545,132.6645,136.2441,2079448.0
2020-04-07,140.5264,143.9921,135.3421,135.608,2067510.0
2020-04-08,137.7539,140.3507,135.4086,139.3585,1210081.0
2020-04-09,139.8428,142.6247,136.8518,138.39,1596109.0
2020-04-10,139.8428,142.6247,136.8518,138.39,1596109.0
2020-04-11,139.8428,142.6247,136.8518,138.39,1596109.0
2020-04-12,139.8428,142.6247,136.8518,138.39,1596109.0
2020-04-13,134.6205,135.5415,129.9584,132.7405,1655871.0
2020-04-14,133.2247,135.0478,128.3348,131.1548,2479842.0
2020-04-15,126.3978,128.4962,121.1043,128.4772,2938234.0
2020-04-16,127.4707,128.6481,122.0206,123.3879,3642658.0
2020-04-17,126.7966,131.5536,126.2981,131.4681,2468321.0
2020-04-18,126.7966,131.5536,126.2981,131.4681,2468321.0
2020-04-19,126.7966,131.5536,126.2981,131.4681,2468321.0
2020-04-20,128.9804,133.1805,127.0055,130.3667,1974925.0
2020-04-21,127.2239,128.3633,125.8109,127.2903,1958507.0
2020-04-22,130.4332,130.9174,127.3473,129.3318,1280461.0
2020-04-23,130.7275,133.0111,130.0059,130.1863,1377020.0
2020-04-24,131.9239,132.3797,128.5911,131.6296,1498485.0
2020-04-25,131.9239,132.3797,128.5911,131.6296,1498485.0
2020-04-26,131.9239,132.3797,128.5911,131.6296,1498485.0
2020-04-27,131.6296,133.671,131.1358,132.6455,1528936.0
2020-04-28,135.8359,137.3143,133.7469,134.4116,1752059.0
2020-04-29,137.6779,140.9299,136.2916,139.6718,1563157.0
2020-04-30,137.2601,138.4375,135.5178,137.7349,2054556.0
2020-05-01,135.6839,135.8264,130.2148,131.2118,1603096.0
2020-05-02,135.6839,135.8264,130.2148,131.2118,1603096.0
2020-05-03,135.6839,135.8264,130.2148,131.2118,1603096.0
2020-05-04,129.4742,129.6071,123.6253,126.2269,2277549.0
2020-05-05,128.2968,131.4586,127.917,128.3253,1125484.0
2020-05-06,128.7621,129.1609,124.7552,125.4578,1151004.0
2020-05-07,127.86,130.0534,127.2903,129.1324,1059137.0
2020-05-08,131.0314,131.9334,129.816,130.0819,1729777.0
2020-05-09,131.0314,131.9334,129.816,130.0819,1729777.0
2020-05-10,131.0314,131.9334,129.816,130.0819,1729777.0
2020-05-11,128.3348,129.8635,125.8661,128.0784,1356117.0
2020-05-12,128.9425,129.911,123.3793,123.4828,1392644.0
2020-05-13,124.3374,124.5083,118.2131,119.4664,2027607.0
2020-05-14,116.7888,120.5489,111.8989,120.3969,2721044.0
2020-05-15,119.6278,121.2515,118.3935,119.6468,1650013.0
2020-05-16,119.6278,121.2515,118.3935,119.6468,1650013.0
2020-05-17,119.6278,121.2515,118.3935,119.6468,1650013.0
2020-05-18,125.3154,131.8574,123.9196,130.9364,2450908.0
2020-05-19,132.0663,132.3987,128.6006,129.2748,1859542.0
2020-05-20,131.4871,135.8548,131.1359,135.1237,2399492.0
2020-05-21,133.9463,137.2031,133.9463,135.5985,2100162.0
2020-05-22,140.5264,140.9157,131.753,133.6045,3427643.0
2020-05-23,140.5264,140.9157,131.753,133.6045,3427643.0
2020-05-24,140.5264,140.9157,131.753,133.6045,3427643.0
2020-05-25,140.5264,140.9157,131.753,133.6045,3427643.0
2020-05-26,137.1652,143.3749,137.1652,140.5549,2500261.0
2020-05-27,144.3244,146.4798,142.9296,145.6157,1936365.0
2020-05-28,148.3028,148.4453,144.4478,145.4258,1915445.0
2020-05-29,143.6313,145.2074,140.403,144.4383,2249110.0
2020-05-30,143.6313,145.2074,140.403,144.4383,2249110.0
2020-05-31,143.6313,145.2074,140.403,144.4383,2249110.0
2020-06-01,141.7987,143.3274,139.9567,141.6088,1465267.0
2020-06-02,143.0331,146.3136,142.5393,145.2264,1335446.0
2020-06-03,147.2964,150.819,147.2299,150.3538,1678812.0
2020-06-04,148.8725,153.2212,148.1984,153.0029,1469890.0
2020-06-05,159.4215,161.5199,157.2851,158.3011,2061279.0
2020-06-06,159.4215,161.5199,157.2851,158.3011,2061279.0
2020-06-07,159.4215,161.5199,157.2851,158.3011,2061279.0
2020-06-08,158.5669,161.8048,158.3865,160.2855,1373011.0
2020-06-09,155.2817,157.494,154.8924,156.4875,1977374.0
2020-06-10,156.1172,156.7534,152.832,152.8699,1311660.0
2020-06-11,147.3913,148.958,143.0806,143.4604,1576385.0
2020-06-12,148.5497,149.3283,142.9191,147.1444,1597956.0
2020-06-13,148.5497,149.3283,142.9191,147.1444,1597956.0
2020-06-14,148.5497,149.3283,142.9191,147.1444,1597956.0
2020-06-15,140.8872,147.7521,140.6403,147.6192,1321354.0
2020-06-16,153.5441,155.5475,147.7025,150.3063,2105580.0
2020-06-17,150.9045,150.9045,147.04,147.6572,1131662.0
2020-06-18,146.7361,148.958,145.8531,147.0495,883784.0
2020-06-19,150.7336,150.838,145.7866,147.0495,2046399.0
2020-06-20,150.7336,150.838,145.7866,147.0495,2046399.0
2020-06-21,150.7336,150.838,145.7866,147.0495,2046399.0
2020-06-22,145.2739,146.9166,144.087,146.7551,1188508.0
2020-06-23,148.6352,148.7111,145.9291,146.1854,940556.0
2020-06-24,144.22,144.9606,141.5898,142.8907,1985729.0
2020-06-25,141.6848,147.0305,140.8018,146.6507,1671215.0
2020-06-26,145.4448,146.1,140.7068,141.5139,2302929.0
2020-06-27,145.4448,146.1,140.7068,141.5139,2302929.0
2020-06-28,145.4448,146.1,140.7068,141.5139,2302929.0
2020-06-29,143.9666,146.9347,143.4625,146.6961,1094212.0
2020-06-30,145.8658,151.0289,145.1786,149.9791,1836595.0
2020-07-01,152.365,152.8708,148.2517,149.6928,1111354.0
2020-07-02,151.6206,154.5314,150.3322,150.6949,1044932.0
2020-07-03,151.6206,154.5314,150.3322,150.6949,1044932.0
2020-07-04,151.6206,154.5314,150.3322,150.6949,1044932.0
2020-07-05,151.6206,154.5314,150.3322,150.6949,1044932.0
2020-07-06,153.7679,154.2165,151.1816,152.909,947540.0
2020-07-07,151.153,153.2526,150.4563,151.4584,1118589.0
2020-07-08,152.0024,152.5177,149.6928,151.153,1042622.0
2020-07-09,150.6185,152.4223,148.977,150.4563,1283418.0
2020-07-10,151.048,152.1646,149.8741,151.8306,982788.0
2020-07-11,151.048,152.1646,149.8741,151.8306,982788.0
2020-07-12,151.048,152.1646,149.8741,151.8306,982788.0
2020-07-13,155.2377,159.685,154.2833,156.3543,1829704.0
2020-07-14,156.0298,162.0709,154.8941,161.8228,1651631.0
2020-07-15,162.9012,166.0602,162.0805,164.5237,1992280.0
2020-07-16,164.1133,167.2818,163.1017,165.5067,1142447.0
2020-07-17,167.0146,168.8565,165.4494,168.4557,1140439.0
2020-07-18,167.0146,168.8565,165.4494,168.4557,1140439.0
2020-07-19,167.0146,168.8565,165.4494,168.4557,1140439.0
2020-07-20,167.8449,168.093,164.8195,165.8789,1314631.0
2020-07-21,166.9669,168.742,165.459,167.6349,1079317.0
2020-07-22,166.2415,167.9928,166.1652,167.4822,1246300.0
2020-07-23,167.6826,170.2594,167.4059,168.6656,943971.0
2020-07-24,169.0283,169.6582,166.8332,167.3486,910844.0
2020-07-25,169.0283,169.6582,166.8332,167.3486,910844.0
2020-07-26,169.0283,169.6582,166.8332,167.3486,910844.0
2020-07-27,166.7187,168.6227,165.0199,167.9689,887263.0
2020-07-28,166.9191,169.0569,166.6805,167.7685,850025.0
2020-07-29,168.6465,172.5117,167.9785,172.025,1886888.0
2020-07-30,170.0781,171.0706,168.2316,169.9159,1235913.0
2020-07-31,168.742,168.847,165.4494,168.2648,1409720.0
2020-08-01,168.742,168.847,165.4494,168.2648,1409720.0
2020-08-02,168.742,168.847,165.4494,168.2648,1409720.0
2020-08-03,169.286,170.708,167.8067,169.515,841234.0
2020-08-04,168.847,170.7175,168.5654,169.9827,672802.0
2020-08-05,171.7864,175.2126,171.7387,174.4777,1366456.0
2020-08-06,173.6952,174.8786,172.025,172.9889,968080.0
2020-08-07,173.1321,175.3271,171.6533,175.1267,1254634.0
2020-08-08,173.1321,175.3271,171.6533,175.1267,1254634.0
2020-08-09,173.1321,175.3271,171.6533,175.1267,1254634.0
2020-08-10,176.5583,182.6185,175.9856,181.2442,2631056.0
2020-08-11,183.5252,186.9132,183.4345,184.4032,1909915.0
2020-08-12,182.5612,184.0214,180.9388,183.5347,1628997.0
2020-08-13,179.9463,182.4467,179.8508,180.8529,1324832.0
2020-08-14,180.5857,184.3936,179.8318,182.4086,900649.0
2020-08-15,180.5857,184.3936,179.8318,182.4086,900649.0
2020-08-16,180.5857,184.3936,179.8318,182.4086,900649.0
2020-08-17,184.4318,185.3766,182.4754,184.1837,1026228.0
2020-08-18,184.9663,185.9302,183.1386,183.3629,1120968.0
2020-08-19,184.1932,185.7202,183.1816,183.2293,1512676.0
2020-08-20,181.5305,183.2866,180.7384,182.3799,1558667.0
2020-08-21,187.7816,193.6892,187.0563,190.3966,6446260.0
2020-08-22,187.7816,193.6892,187.0563,190.3966,6446260.0
2020-08-23,187.7816,193.6892,187.0563,190.3966,6446260.0
2020-08-24,195.0444,197.0581,193.4124,196.0274,3177982.0
2020-08-25,196.6,199.8449,195.9797,196.2183,2707075.0
2020-08-26,197.1631,202.603,195.4166,201.3814,2040293.0
2020-08-27,201.5246,202.7578,199.2913,200.2553,1875503.0
2020-08-28,200.7324,201.181,199.2198,200.3221,1261483.0
2020-08-29,200.7324,201.181,199.2198,200.3221,1261483.0
2020-08-30,200.7324,201.181,199.2198,200.3221,1261483.0
2020-08-31,200.4175,201.7822,198.2893,200.4748,1944497.0
2020-09-01,199.005,207.7852,198.7664,207.7566,1873548.0
2020-09-02,208.2815,209.6844,205.8288,207.2031,1983120.0
2020-09-03,207.3558,208.7491,199.5299,201.1905,1975367.0
2020-09-04,203.4619,204.235,198.6805,201.6963,1662351.0
2020-09-05,203.4619,204.235,198.6805,201.6963,1662351.0
2020-09-06,203.4619,204.235,198.6805,201.6963,1662351.0
2020-09-07,203.4619,204.235,198.6805,201.6963,1662351.0
2020-09-08,200.2839,203.5096,198.4801,200.6465,1918482.0
2020-09-09,201.2383,207.3844,201.2383,205.6856,1569294.0
2020-09-10,206.0674,208.272,203.8628,205.2943,1840588.0
2020-09-11,204.359,208.5363,203.2806,206.1055,1902364.0
2020-09-12,204.359,208.5363,203.2806,206.1055,1902364.0
2020-09-13,204.359,208.5363,203.2806,206.1055,1902364.0
2020-09-14,207.957,209.1213,206.8118,208.3674,1249318.0
2020-09-15,209.7799,210.8774,205.3707,205.9242,1740236.0
2020-09-16,207.2508,208.9305,205.0557,205.5711,1573006.0
2020-09-17,204.0441,211.4882,202.3363,209.9039,2094331.0
2020-09-18,209.4554,215.0957,209.4363,211.8413,3063663.0
2020-09-19,209.4554,215.0957,209.4363,211.8413,3063663.0
2020-09-20,209.4554,215.0957,209.4363,211.8413,3063663.0
2020-09-21,206.3823,207.5275,200.5845,204.4354,2134052.0
2020-09-22,205.2752,209.0641,204.7408,207.6516,1622567.0
2020-09-23,207.6516,210.6006,204.5976,204.7599,1683466.0
2020-09-24,203.9487,209.3695,201.7345,206.64,1025931.0
2020-09-25,205.1416,210.8487,205.0271,209.2454,1225484.0
2020-09-26,205.1416,210.8487,205.0271,209.2454,1225484.0
2020-09-27,205.1416,210.8487,205.0271,209.2454,1225484.0
2020-09-28,211.9272,214.1189,211.3927,211.7745,1191484.0
2020-09-29,212.2629,212.9716,208.8345,210.8551,903349.0
2020-09-30,212.0043,216.4861,210.9078,212.2437,1883964.0
2020-10-01,214.0345,214.3027,209.3133,209.7634,1383845.0
2020-10-02,206.1339,216.9266,205.9137,215.2699,1403675.0
2020-10-03,206.1339,216.9266,205.9137,215.2699,1403675.0
2020-10-04,206.1339,216.9266,205.9137,215.2699,1403675.0
2020-10-05,217.6353,221.3318,215.3274,217.348,2071483.0
2020-10-06,217.6449,220.8722,216.4383,216.5436,1385895.0
2020-10-07,219.5602,222.6821,218.4445,220.8051,1029194.0
2020-10-08,221.2073,224.8656,220.9392,224.3197,1148436.0
2020-10-09,225.0667,226.9724,223.6876,224.8656,1091540.0
2020-10-10,225.0667,226.9724,223.6876,224.8656,1091540.0
2020-10-11,225.0667,226.9724,223.6876,224.8656,1091540.0
2020-10-12,227.0969,227.547,225.1169,226.5031,1234788.0
2020-10-13,226.1392,227.5182,224.5591,227.1735,1311422.0
2020-10-14,227.3363,230.4678,227.049,228.3705,1062545.0
2020-10-15,224.7219,229.2133,224.4394,228.1503,1225180.0
2020-10-16,229.8358,233.0918,229.558,229.8932,1652689.0
2020-10-17,229.8358,233.0918,229.558,229.8932,1652689.0
2020-10-18,229.8358,233.0918,229.558,229.8932,1652689.0
2020-10-19,230.0752,232.6129,227.0681,228.0833,905592.0
2020-10-20,229.6442,231.7846,227.6906,228.7536,969001.0
2020-10-21,229.3761,231.6744,226.0626,226.3882,1506494.0
2020-10-22,226.0626,227.9205,224.9326,226.8479,1246389.0
2020-10-23,227.0777,229.8358,227.0777,229.3857,820498.0
2020-10-24,227.0777,229.8358,227.0777,229.3857,820498.0
2020-10-25,227.0777,229.8358,227.0777,229.3857,820498.0
2020-10-26,227.0586,227.4321,221.9304,224.3293,1010501.0
2020-10-27,224.2814,224.6549,218.344,218.8324,1395734.0
2020-10-28,215.471,217.8651,213.0865,213.91,1375301.0
2020-10-29,212.6651,220.0773,212.3395,218.3631,1190731.0
2020-10-30,217.9896,218.909,213.1822,216.3425,1306183.0
2020-10-31,217.9896,218.909,213.1822,216.3425,1306183.0
2020-11-01,217.9896,218.909,213.1822,216.3425,1306183.0
2020-11-02,218.8132,222.4044,217.8651,221.8873,1435930.0
2020-11-03,225.6317,231.3871,224.4921,229.7974,1571789.0
2020-11-04,227.3459,229.8358,223.3237,223.4195,1992678.0
2020-11-05,227.7481,236.6255,227.2788,235.6008,2032178.0
2020-11-06,236.1371,239.7618,235.687,237.1522,1481737.0
2020-11-07,236.1371,239.7618,235.687,237.1522,1481737.0
2020-11-08,236.1371,239.7618,235.687,237.1522,1481737.0
2020-11-09,249.5537,254.6101,237.8321,238.3301,2219604.0
2020-11-10,238.9238,246.02,238.9238,243.2141,1852805.0
2020-11-11,243.2045,243.5014,235.5386,238.7898,1658970.0
2020-11-12,240.2262,241.5219,236.4148,237.5065,1275729.0
2020-11-13,240.1975,241.8929,238.5312,241.1264,977668.0
2020-11-14,240.1975,241.8929,238.5312,241.1264,977668.0
2020-11-15,240.1975,241.8929,238.5312,241.1264,977668.0
2020-11-16,244.2005,249.3143,242.8694,248.1268,1927580.0
2020-11-17,245.637,248.7206,242.764,247.2745,1411215.0
2020-11-18,247.4948,249.5633,246.3552,246.4318,1618516.0
2020-11-19,246.3935,248.5386,244.2005,244.7655,1700393.0
2020-11-20,245.771,248.6631,244.6793,247.6097,1615146.0
2020-11-21,245.771,248.6631,244.6793,247.6097,1615146.0
2020-11-22,245.771,248.6631,244.6793,247.6097,1615146.0
2020-11-23,249.6591,251.6318,249.142,250.0517,2099979.0
2020-11-24,252.4841,252.9821,248.9983,250.4348,2345332.0
2020-11-25,251.8713,254.6075,243.7312,245.5699,3037881.0
2020-11-26,251.8713,254.6075,243.7312,245.5699,3037881.0
2020-11-27,247.6672,251.0956,247.2171,250.8561,1072234.0
2020-11-28,247.6672,251.0956,247.2171,250.8561,1072234.0
2020-11-29,247.6672,251.0956,247.2171,250.8561,1072234.0
2020-11-30,251.8042,253.0388,247.1771,250.5401,2342210.0
2020-12-01,252.0724,254.1122,244.3154,244.325,2087627.0
2020-12-02,244.325,249.4053,243.6163,248.0311,2773408.0
2020-12-03,247.5427,248.8068,241.2605,241.9787,2080076.0
2020-12-04,243.1088,244.9187,242.0841,242.6587,1655180.0
2020-12-05,243.1088,244.9187,242.0841,242.6587,1655180.0
2020-12-06,243.1088,244.9187,242.0841,242.6587,1655180.0
2020-12-07,242.4097,242.764,239.9318,241.3371,1598433.0
2020-12-08,242.4001,244.0473,240.6285,241.9021,1303641.0
2020-12-09,241.8064,244.6793,240.9445,244.0377,1373929.0
2020-12-10,242.8502,243.4727,240.0012,242.7161,1158927.0
2020-12-11,240.7913,245.1581,240.1975,244.9379,1403717.0
2020-12-12,240.7913,245.1581,240.1975,244.9379,1403717.0
2020-12-13,240.7913,245.1581,240.1975,244.9379,1403717.0
2020-12-14,247.0734,247.7917,241.8159,242.017,972882.0
2020-12-15,245.4742,252.9247,245.139,250.8945,2083375.0
2020-12-16,250.7508,251.2679,248.6392,250.0613,1210787.0
2020-12-17,251.8904,253.4322,250.4658,253.3269,1525282.0
2020-12-18,253.777,259.9538,253.3556,259.2356,3274395.0
2020-12-19,253.777,259.9538,253.3556,259.2356,3274395.0
2020-12-20,253.777,259.9538,253.3556,259.2356,3274395.0
2020-12-21,254.658,260.4805,254.3324,256.4105,2147346.0
2020-12-22,256.2477,259.1207,253.9972,257.8566,1535405.0
2020-12-23,259.2164,259.8868,256.4871,256.5925,938783.0
2020-12-24,256.5829,258.163,255.9939,257.8087,289945.0
2020-12-25,256.5829,258.163,255.9939,257.8087,289945.0
2020-12-26,256.5829,258.163,255.9939,257.8087,289945.0
2020-12-27,256.5829,258.163,255.9939,257.8087,289945.0
2020-12-28,261.85,261.9745,256.0753,256.1711,691970.0
2020-12-29,257.7704,258.1247,251.7161,254.1026,892936.0
2020-12-30,255.4663,257.7328,254.9813,255.6103,792784.0
2020-12-31,256.1962,258.53,254.9408,258.3955,805278.0
2021-01-01,256.1962,258.53,254.9408,258.3955,805278.0
2021-01-02,256.1962,258.53,254.9408,258.3955,805278.0
2021-01-03,256.1962,258.53,254.9408,258.3955,805278.0
2021-01-04,261.0462,262.9094,253.4014,257.0413,2800057.0
2021-01-05,257.0509,263.8794,256.8589,263.4184,1829442.0
2021-01-06,264.1099,281.2434,263.7737,278.8616,2778280.0
2021-01-07,282.127,288.6529,281.8677,287.8606,2227343.0
2021-01-08,285.7669,288.5809,278.8856,282.271,1780991.0
2021-01-09,285.7669,288.5809,278.8856,282.271,1780991.0
2021-01-10,285.7669,288.5809,278.8856,282.271,1780991.0
2021-01-11,278.0165,283.4907,277.5568,283.241,1304027.0
2021-01-12,284.3935,291.5389,282.2662,290.1271,1952318.0
2021-01-13,289.6853,291.9615,288.7057,289.2916,1203758.0
2021-01-14,290.905,294.2184,289.9926,290.857,1370805.0
2021-01-15,288.2735,289.2051,281.4067,283.702,1766313.0
2021-01-16,288.2735,289.2051,281.4067,283.702,1766313.0
2021-01-17,288.2735,289.2051,281.4067,283.702,1766313.0
2021-01-18,288.2735,289.2051,281.4067,283.702,1766313.0
2021-01-19,286.4392,287.8942,282.7416,283.3083,1509915.0
2021-01-20,285.1138,290.2231,284.2879,289.0226,1327782.0
2021-01-21,290.0407,294.0262,288.1199,293.4021,1931138.0
2021-01-22,290.8954,294.8056,289.378,293.0851,1429871.0
2021-01-23,290.8954,294.8056,289.378,293.0851,1429871.0
2021-01-24,290.8954,294.8056,289.378,293.0851,1429871.0
2021-01-25,291.1355,293.4021,284.6432,286.3911,1539717.0
2021-01-26,289.0226,290.1943,283.702,284.2879,1364350.0
2021-01-27,278.3142,279.1305,267.9035,269.613,1769882.0
2021-01-28,275.9036,285.5076,271.5386,281.3587,1504279.0
2021-01-29,280.5327,281.349,274.1941,277.3634,1734289.0
2021-01-30,280.5327,281.349,274.1941,277.3634,1734289.0
2021-01-31,280.5327,281.349,274.1941,277.3634,1734289.0
2021-02-01,280.5519,282.3767,278.1797,280.6384,1163541.0
2021-02-02,284.4992,292.1728,284.0094,290.5593,1637198.0
2021-02-03,290.2904,290.3576,287.6028,289.2147,1185427.0
2021-02-04,290.857,297.3013,289.9926,297.0228,1459155.0
2021-02-05,299.6639,300.6243,294.8523,296.994,1228075.0
2021-02-06,299.6639,300.6243,294.8523,296.994,1228075.0
2021-02-07,299.6639,300.6243,294.8523,296.994,1228075.0
2021-02-08,299.6447,304.6291,299.6447,304.4851,962423.0
2021-02-09,303.5055,305.6664,300.7683,302.8428,1066615.0
2021-02-10,304.9749,305.215,299.0396,301.2197,1070098.0
2021-02-11,302.2281,303.3134,296.8115,302.0072,995385.0
2021-02-12,301.6135,303.2846,299.9136,300.6051,1721668.0
2021-02-13,301.6135,303.2846,299.9136,300.6051,1721668.0
2021-02-14,301.6135,303.2846,299.9136,300.6051,1721668.0
2021-02-15,301.6135,303.2846,299.9136,300.6051,1721668.0
2021-02-16,304.2642,308.9317,303.5535,304.5331,3099562.0
2021-02-17,301.7191,304.9269,299.0588,299.7215,2009265.0
2021-02-18,298.5306,299.126,286.7177,288.36,3115098.0
2021-02-19,307.3279,321.9355,303.3614,316.9319,4870062.0
2021-02-20,307.3279,321.9355,303.3614,316.9319,4870062.0
2021-02-21,307.3279,321.9355,303.3614,316.9319,4870062.0
2021-02-22,316.4517,325.1433,315.5105,324.1445,2312527.0
2021-02-23,318.3917,325.3545,315.0111,324.0484,2222978.0
2021-02-24,325.9884,332.8649,324.8167,331.9717,1941252.0
2021-02-25,332.0197,339.0402,328.7544,334.2479,2883003.0
2021-02-26,332.4903,340.3733,330.4351,335.2947,2537825.0
2021-02-27,332.4903,340.3733,330.4351,335.2947,2537825.0
2021-02-28,332.4903,340.3733,330.4351,335.2947,2537825.0
2021-03-01,340.9995,348.9228,340.308,345.2732,2100253.0
2021-03-02,345.619,345.619,336.111,337.5228,1881971.0
2021-03-03,336.0822,337.46,329.2346,329.4747,1929130.0
2021-03-04,327.1793,329.9165,317.681,324.567,2499448.0
2021-03-05,329.7052,337.907,320.9079,335.9766,1979822.0
2021-03-06,329.7052,337.907,320.9079,335.9766,1979822.0
2021-03-07,329.7052,337.907,320.9079,335.9766,1979822.0
2021-03-08,340.3944,345.6574,335.3914,339.6933,1764150.0
2021-03-09,340.6729,343.2372,337.9358,338.7233,1457115.0
2021-03-10,337.3115,347.3707,337.1098,346.9155,1403209.0
2021-03-11,350.5458,352.2938,346.4929,350.0272,1675846.0
2021-03-12,349.1533,356.0777,348.9516,354.858,1941525.0
2021-03-13,349.1533,356.0777,348.9516,354.858,1941525.0
2021-03-14,349.1533,356.0777,348.9516,354.858,1941525.0
2021-03-15,354.4739,359.8905,351.5641,359.5448,2005446.0
2021-03-16,361.6577,361.6577,356.3082,358.7284,2047047.0
2021-03-17,361.1871,365.7105,357.4895,364.2411,1752964.0
2021-03-18,365.9122,376.88,364.1195,365.3456,2753097.0
2021-03-19,362.5508,364.7982,357.1822,357.7296,3042145.0
2021-03-20,362.5508,364.7982,357.1822,357.7296,3042145.0
2021-03-21,362.5508,364.7982,357.1822,357.7296,3042145.0
2021-03-22,358.9205,358.9205,354.0609,356.8749,1398482.0
2021-03-23,352.7259,356.8172,341.8062,343.3332,2911237.0
2021-03-24,347.194,353.427,346.5218,346.6178,1860580.0
2021-03-25,343.1219,353.2254,339.4647,352.2746,1970634.0
2021-03-26,356.337,358.133,353.1677,357.5471,1586119.0
2021-03-27,356.337,358.133,353.1677,357.5471,1586119.0
2021-03-28,356.337,358.133,353.1677,357.5471,1586119.0
2021-03-29,355.8184,357.7392,352.9468,353.3982,1413689.0
2021-03-30,353.3309,361.3314,352.8014,359.9931,1278209.0
2021-03-31,361.004,365.3653,354.6017,360.2049,2053541.0
2021-04-01,361.6395,361.9957,355.5356,358.2602,1562136.0
2021-04-02,361.6395,361.9957,355.5356,358.2602,1562136.0
2021-04-03,361.6395,361.9957,355.5356,358.2602,1562136.0
2021-04-04,361.6395,361.9957,355.5356,358.2602,1562136.0
2021-04-05,361.6106,363.8634,359.9835,360.85,1419540.0
2021-04-06,361.7935,367.6182,361.0522,361.6202,1309726.0
2021-04-07,361.755,364.7684,358.5394,360.8307,1299366.0
2021-04-08,358.4239,360.578,354.9002,360.1376,1250769.0
2021-04-09,361.6491,363.9982,358.6453,362.9584,1224717.0
2021-04-10,361.6491,363.9982,358.6453,362.9584,1224717.0
2021-04-11,361.6491,363.9982,358.6453,362.9584,1224717.0
2021-04-12,363.7575,365.0283,361.8031,364.1715,1165106.0
2021-04-13,369.2548,370.0828,362.6022,364.5662,985343.0
2021-04-14,363.7768,368.7156,363.7768,367.2908,1077136.0
2021-04-15,369.9673,371.5751,364.5733,367.907,1127087.0
2021-04-16,371.681,371.681,366.6361,368.8023,1092271.0
2021-04-17,371.681,371.681,366.6361,368.8023,1092271.0
2021-04-18,371.681,371.681,366.6361,368.8023,1092271.0
2021-04-19,368.5617,369.3896,364.4363,366.5399,1145428.0
2021-04-20,364.2581,366.5591,352.9747,356.4791,1807557.0
2021-04-21,356.9027,361.832,353.6678,361.6106,1819877.0
2021-04-22,361.8705,363.1895,351.983,354.6402,1880394.0
2021-04-23,355.1505,363.6227,355.1505,362.2556,1301434.0
2021-04-24,355.1505,363.6227,355.1505,362.2556,1301434.0
2021-04-25,355.1505,363.6227,355.1505,362.2556,1301434.0
2021-04-26,362.9777,369.5052,362.9777,366.2799,1235664.0
2021-04-27,367.2908,369.2163,364.4314,368.1188,925733.0
2021-04-28,366.9827,370.1887,365.4135,365.6541,891013.0
2021-04-29,368.5809,368.5809,358.212,362.3711,1104533.0
2021-04-30,358.6742,359.6177,354.8761,357.0375,1196754.0
2021-05-01,358.6742,359.6177,354.8761,357.0375,1196754.0
2021-05-02,358.6742,359.6177,354.8761,357.0375,1196754.0
2021-05-03,362.477,363.6757,358.0291,359.8487,924732.0
2021-05-04,358.0002,366.8094,354.1733,365.4423,1692319.0
2021-05-05,368.4076,369.0575,361.8513,364.7492,1460783.0
