,IDA US Equity,IDA US Equity,IDA US Equity,IDA US Equity,IDA US Equity
2021-03-15,89.3852,92.8435,89.1671,92.5141,693271.0
2021-03-16,92.1116,94.1975,92.1116,93.8682,415093.0
2021-03-17,93.8682,93.8682,91.0045,91.1967,480413.0
2021-03-18,91.0137,92.2396,90.9313,91.2882,358137.0
2021-03-19,92.0201,92.3677,89.8609,91.7182,705697.0
2021-03-20,92.0201,92.3677,89.8609,91.7182,705697.0
2021-03-21,92.0201,92.3677,89.8609,91.7182,705697.0
2021-03-22,91.2058,92.1573,89.3852,89.4858,409882.0
2021-03-23,89.4675,90.4465,89.2113,89.5773,406815.0
2021-03-24,89.4126,90.7941,88.9552,89.7969,535662.0
2021-03-25,90.4007,91.8188,89.8792,91.6358,628028.0
2021-03-26,91.4254,93.2003,91.0137,92.9624,554534.0
2021-03-27,91.4254,93.2003,91.0137,92.9624,554534.0
2021-03-28,91.4254,93.2003,91.0137,92.9624,554534.0
2021-03-29,92.8069,93.4382,91.8371,92.6513,445163.0
2021-03-30,92.203,92.203,90.6294,91.1967,219020.0
2021-03-31,91.0594,91.7273,90.3367,91.462,395355.0
2021-04-01,91.215,91.773,90.3367,91.7273,259492.0
2021-04-02,91.215,91.773,90.3367,91.7273,259492.0
2021-04-03,91.215,91.773,90.3367,91.7273,259492.0
2021-04-04,91.215,91.773,90.3367,91.7273,259492.0
2021-04-05,92.6148,93.6669,91.8096,92.0201,421974.0
2021-04-06,91.4894,92.2396,90.849,91.9011,265785.0
2021-04-07,91.9286,91.988,90.9862,91.7456,298930.0
2021-04-08,92.2305,92.5324,90.6477,91.1509,255263.0
2021-04-09,91.215,91.5809,90.7209,90.9679,236416.0
2021-04-10,91.215,91.5809,90.7209,90.9679,236416.0
2021-04-11,91.215,91.5809,90.7209,90.9679,236416.0
2021-04-12,91.1784,91.7639,90.8856,91.5718,229391.0
2021-04-13,90.1628,91.1875,89.925,90.9313,370385.0
2021-04-14,90.7118,91.4254,90.5196,91.2699,395456.0
2021-04-15,91.2058,92.1116,90.7484,91.9377,323298.0
2021-04-16,92.3952,93.5479,92.0109,92.4409,1912363.0
2021-04-17,92.3952,93.5479,92.0109,92.4409,1912363.0
2021-04-18,92.3952,93.5479,92.0109,92.4409,1912363.0
2021-04-19,92.4867,93.8041,92.2488,93.0996,312032.0
2021-04-20,93.5845,94.4537,93.4061,93.5754,298990.0
2021-04-21,93.6486,93.8773,92.6559,93.1271,249450.0
2021-04-22,93.5845,93.8499,92.8252,93.0082,285843.0
2021-04-23,93.1179,93.4702,91.7456,91.7456,346102.0
2021-04-24,93.1179,93.4702,91.7456,91.7456,346102.0
2021-04-25,93.1179,93.4702,91.7456,91.7456,346102.0
2021-04-26,92.1939,92.386,91.6175,91.6358,433694.0
2021-04-27,91.3888,91.7913,90.1034,90.3184,352087.0
2021-04-28,90.3916,91.6267,90.3184,91.1875,385599.0
2021-04-29,92.505,93.8956,92.1344,92.6971,302565.0
2021-04-30,92.6879,93.859,92.6879,93.7584,407715.0
2021-05-01,92.6879,93.859,92.6879,93.7584,407715.0
2021-05-02,92.6879,93.859,92.6879,93.7584,407715.0
2021-05-03,94.4445,95.1399,93.3375,93.4473,389640.0
2021-05-04,93.3275,94.5528,93.3275,94.1198,342924.0
2021-05-05,94.1659,94.1659,91.9271,93.6592,313855.0
2021-05-06,93.9908,94.7279,93.4657,94.6358,247911.0
2021-05-07,94.4423,95.7137,94.3916,95.1333,204692.0
2021-05-08,94.4423,95.7137,94.3916,95.1333,204692.0
2021-05-09,94.4423,95.7137,94.3916,95.1333,204692.0
2021-05-10,95.5663,96.6995,95.4189,95.6953,188308.0
2021-05-11,95.815,95.815,93.3644,94.1843,294978.0
2021-05-12,93.9448,94.2857,92.0838,92.1759,179224.0
2021-05-13,92.1667,93.9862,92.1667,93.779,306033.0
2021-05-14,93.9356,94.691,93.5026,93.8342,173472.0
2021-05-15,93.9356,94.691,93.5026,93.8342,173472.0
2021-05-16,93.9356,94.691,93.5026,93.8342,173472.0
2021-05-17,93.5026,93.8342,92.572,92.8669,219764.0
2021-05-18,92.6918,93.5072,92.4891,93.1893,172128.0
2021-05-19,92.6918,92.9958,91.7889,92.6918,198774.0
2021-05-20,92.83,93.7513,92.5352,92.7195,228875.0
2021-05-21,93.134,93.6408,92.1022,92.8669,179994.0
2021-05-22,93.134,93.6408,92.1022,92.8669,179994.0
2021-05-23,93.134,93.6408,92.1022,92.8669,179994.0
2021-05-24,93.0235,93.4196,92.4983,92.655,140836.0
2021-05-25,92.4615,92.4615,90.6511,90.9782,243581.0
2021-05-26,91.1072,91.6047,90.4715,90.6742,440106.0
2021-05-27,91.273,91.4711,89.7897,89.9187,393715.0
2021-05-28,89.9187,90.4116,89.4212,90.2412,275907.0
2021-05-29,89.9187,90.4116,89.4212,90.2412,275907.0
2021-05-30,89.9187,90.4116,89.4212,90.2412,275907.0
2021-05-31,89.9187,90.4116,89.4212,90.2412,275907.0
2021-06-01,90.5728,91.0058,89.5133,89.9003,281083.0
2021-06-02,90.1214,91.1717,89.4765,90.3794,188383.0
2021-06-03,90.0108,90.9598,89.6147,90.6926,164303.0
2021-06-04,90.969,91.0427,90.407,90.7847,246729.0
2021-06-05,90.969,91.0427,90.407,90.7847,246729.0
2021-06-06,90.969,91.0427,90.407,90.7847,246729.0
2021-06-07,90.7939,91.0519,90.2458,90.5083,140163.0
2021-06-08,90.4715,90.6834,89.5778,90.5544,313506.0
2021-06-09,90.6281,91.8673,90.0661,91.7429,209788.0
2021-06-10,91.9548,92.5444,91.3467,92.2404,174116.0
2021-06-11,92.093,93.0373,92.0838,92.9498,206854.0
2021-06-12,92.093,93.0373,92.0838,92.9498,206854.0
2021-06-13,92.093,93.0373,92.0838,92.9498,206854.0
2021-06-14,93.2354,93.3091,92.3141,92.9129,204834.0
2021-06-15,92.9406,94.0185,92.6273,93.5671,205790.0
2021-06-16,94.0093,94.2396,93.0419,93.6776,414790.0
2021-06-17,93.6684,94.8937,93.1709,93.9908,327795.0
2021-06-18,93.9264,93.9264,90.9874,91.3375,547136.0
2021-06-19,93.9264,93.9264,90.9874,91.3375,547136.0
2021-06-20,93.9264,93.9264,90.9874,91.3375,547136.0
2021-06-21,91.5402,92.8484,91.0335,92.6918,229235.0
2021-06-22,92.6918,92.8669,91.4296,91.5494,224922.0
2021-06-23,91.3467,91.6554,89.6147,89.8266,258339.0
2021-06-24,90.0385,90.1951,89.0711,90.1214,147978.0
2021-06-25,89.9279,92.3694,89.8266,92.1575,423875.0
2021-06-26,89.9279,92.3694,89.8266,92.1575,423875.0
2021-06-27,89.9279,92.3694,89.8266,92.1575,423875.0
2021-06-28,92.0193,92.5905,91.3559,91.66,218110.0
2021-06-29,91.7337,92.1897,89.7345,89.8174,266489.0
2021-06-30,89.9463,90.2089,88.9974,89.8266,247080.0
2021-07-01,90.1214,91.3744,89.5778,90.5636,238547.0
2021-07-02,90.8032,91.0565,89.6331,89.9556,166305.0
2021-07-03,90.8032,91.0565,89.6331,89.9556,166305.0
2021-07-04,90.8032,91.0565,89.6331,89.9556,166305.0
2021-07-05,90.8032,91.0565,89.6331,89.9556,166305.0
2021-07-06,89.7345,90.2826,88.3894,89.9463,301981.0
2021-07-07,89.67,91.6784,89.5594,91.3375,301222.0
2021-07-08,90.8124,91.402,90.1398,90.3701,208475.0
2021-07-09,90.8032,91.5218,89.8312,91.4665,290540.0
2021-07-10,90.8032,91.5218,89.8312,91.4665,290540.0
2021-07-11,90.8032,91.5218,89.8312,91.4665,290540.0
2021-07-12,91.1993,91.5817,90.5083,91.531,169282.0
2021-07-13,91.098,91.5955,90.3609,90.5544,133538.0
2021-07-14,90.7571,92.2404,90.1859,91.6968,215249.0
2021-07-15,91.7889,94.4331,91.6692,94.3686,311370.0
2021-07-16,94.5897,96.1559,94.5897,95.6031,294560.0
2021-07-17,94.5897,96.1559,94.5897,95.6031,294560.0
2021-07-18,94.5897,96.1559,94.5897,95.6031,294560.0
2021-07-19,95.6584,95.7966,93.8434,94.7002,288315.0
2021-07-20,95.124,97.1509,94.9121,96.073,314295.0
2021-07-21,96.1651,96.5889,94.7002,94.7002,253361.0
2021-07-22,94.7002,95.2254,93.954,94.8016,192250.0
2021-07-23,94.9951,96.5428,94.9951,96.506,130959.0
2021-07-24,94.9951,96.5428,94.9951,96.506,130959.0
2021-07-25,94.9951,96.5428,94.9951,96.506,130959.0
2021-07-26,96.4507,96.5797,95.8427,96.1928,121960.0
2021-07-27,96.0177,97.4273,95.382,97.0772,132301.0
2021-07-28,97.0864,97.5194,96.1098,97.2154,277015.0
2021-07-29,97.6576,97.9985,96.764,97.197,182616.0
2021-07-30,97.0588,98.3302,96.681,97.1509,195809.0
2021-07-31,97.0588,98.3302,96.681,97.1509,195809.0
2021-08-01,97.0588,98.3302,96.681,97.1509,195809.0
2021-08-02,97.4641,98.6342,96.8937,98.2104,176951.0
2021-08-03,98.3394,98.5328,97.6668,98.4868,178550.0
2021-08-04,97.8561,98.8114,97.5965,98.4312,173757.0
2021-08-05,99.0155,99.3447,98.0973,99.1453,124983.0
2021-08-06,99.1082,99.8826,98.7187,98.932,168298.0
2021-08-07,99.1082,99.8826,98.7187,98.932,168298.0
2021-08-08,99.1082,99.8826,98.7187,98.932,168298.0
2021-08-09,98.9598,98.9598,97.8747,98.4683,202654.0
2021-08-10,98.765,98.9784,97.9953,98.3848,171174.0
2021-08-11,98.663,99.6508,98.4961,98.6259,197823.0
2021-08-12,98.8763,99.1082,98.4312,98.6167,205078.0
2021-08-13,98.8949,99.6183,98.7465,99.6183,112374.0
2021-08-14,98.8949,99.6183,98.7465,99.6183,112374.0
2021-08-15,98.8949,99.6183,98.7465,99.6183,112374.0
2021-08-16,99.8595,100.6292,99.2844,100.082,97568.0
2021-08-17,100.0171,101.1301,99.201,101.0002,153897.0
2021-08-18,101.028,101.4547,100.2583,101.3156,190158.0
2021-08-19,101.093,102.2152,100.6246,100.7684,163146.0
2021-08-20,100.3603,101.5474,100.3603,101.3898,141162.0
2021-08-21,100.3603,101.5474,100.3603,101.3898,141162.0
2021-08-22,100.3603,101.5474,100.3603,101.3898,141162.0
2021-08-23,101.0466,101.1022,99.2102,99.609,205586.0
2021-08-24,99.8502,99.9244,98.4775,98.5239,188835.0
2021-08-25,98.8763,98.8763,97.6753,97.9953,252253.0
2021-08-26,97.7448,97.9211,96.8174,97.0585,150448.0
2021-08-27,97.411,98.2549,97.3831,97.9674,201973.0
2021-08-28,97.411,98.2549,97.3831,97.9674,201973.0
2021-08-29,97.411,98.2549,97.3831,97.9674,201973.0
2021-08-30,97.9118,98.1251,97.0678,97.5872,145253.0
2021-08-31,97.3739,98.3106,97.0029,97.7077,285674.0
2021-09-01,98.2735,99.3215,97.4202,98.8485,132598.0
2021-09-02,98.7187,99.6832,98.7187,99.6554,122375.0
2021-09-03,99.8409,99.8409,98.9784,99.3215,133048.0
2021-09-04,99.8409,99.8409,98.9784,99.3215,133048.0
2021-09-05,99.8409,99.8409,98.9784,99.3215,133048.0
2021-09-06,99.8409,99.8409,98.9784,99.3215,133048.0
2021-09-07,99.1731,99.3493,98.1251,98.2364,187867.0
2021-09-08,98.0045,100.824,97.4388,100.4994,204787.0
2021-09-09,100.453,100.5365,99.507,99.5534,139658.0
2021-09-10,99.5534,99.5534,97.5037,97.5408,125274.0
2021-09-11,99.5534,99.5534,97.5037,97.5408,125274.0
2021-09-12,99.5534,99.5534,97.5037,97.5408,125274.0
2021-09-13,98.1158,98.3291,96.4186,97.0307,178263.0
2021-09-14,97.5686,97.6428,96.465,96.771,179331.0
2021-09-15,96.5021,96.6875,95.825,96.0847,168147.0
2021-09-16,95.9363,96.0198,94.5961,95.0738,205414.0
2021-09-17,95.4818,96.4279,94.981,95.9178,798870.0
2021-09-18,95.4818,96.4279,94.981,95.9178,798870.0
2021-09-19,95.4818,96.4279,94.981,95.9178,798870.0
2021-09-20,95.5375,96.873,95.3706,96.0847,261003.0
2021-09-21,96.4742,96.6968,95.3056,95.5097,197347.0
2021-09-22,95.7694,97.411,95.2407,96.567,213198.0
2021-09-23,96.4279,97.3368,96.1172,96.1682,207300.0
2021-09-24,96.3073,96.6226,95.4679,96.0754,178532.0
2021-09-25,96.3073,96.6226,95.4679,96.0754,178532.0
2021-09-26,96.3073,96.6226,95.4679,96.0754,178532.0
2021-09-27,96.3258,97.2533,96.2516,96.3258,220614.0
2021-09-28,96.3258,98.0695,96.0893,96.8174,392943.0
2021-09-29,97.0214,98.241,96.5948,97.6985,208732.0
2021-09-30,97.9953,98.0324,95.8157,95.8807,177928.0
2021-10-01,96.5113,97.3275,95.4076,96.7061,212392.0
2021-10-02,96.5113,97.3275,95.4076,96.7061,212392.0
2021-10-03,96.5113,97.3275,95.4076,96.7061,212392.0
2021-10-04,94.0536,98.0092,94.0165,97.3831,379984.0
2021-10-05,97.5501,98.3662,97.1234,97.513,279379.0
2021-10-06,97.0771,98.088,95.8992,98.0416,220051.0
2021-10-07,98.2457,98.7929,95.6581,95.8807,306768.0
2021-10-08,95.621,95.8018,94.1741,94.3411,279956.0
2021-10-09,95.621,95.8018,94.1741,94.3411,279956.0
2021-10-10,95.621,95.8018,94.1741,94.3411,279956.0
2021-10-11,92.8108,92.8108,88.3497,91.7813,1128450.0
2021-10-12,92.1523,94.0536,92.0503,93.7753,552671.0
2021-10-13,93.8866,95.1572,93.0148,94.9996,364312.0
2021-10-14,95.4447,96.6875,94.9625,96.4186,436105.0
2021-10-15,96.6133,98.4775,96.5206,97.6057,2297106.0
2021-10-16,96.6133,98.4775,96.5206,97.6057,2297106.0
2021-10-17,96.6133,98.4775,96.5206,97.6057,2297106.0
2021-10-18,96.6412,96.7246,94.8419,95.5282,290278.0
2021-10-19,95.9827,96.5577,95.5468,96.029,171995.0
2021-10-20,96.4279,97.5343,96.1125,97.1234,116523.0
2021-10-21,97.0585,97.0585,95.7137,95.9734,169493.0
2021-10-22,96.5855,97.6706,96.1218,97.3368,160666.0
2021-10-23,96.5855,97.6706,96.1218,97.3368,160666.0
2021-10-24,96.5855,97.6706,96.1218,97.3368,160666.0
2021-10-25,97.1049,97.7077,96.3166,96.8545,148141.0
2021-10-26,96.9472,97.615,96.1589,96.3166,161287.0
2021-10-27,96.3537,96.8638,95.7786,96.4742,210663.0
2021-10-28,95.7694,96.938,94.5266,96.6597,221654.0
2021-10-29,96.9843,97.986,96.2934,96.7525,371609.0
2021-10-30,96.9843,97.986,96.2934,96.7525,371609.0
2021-10-31,96.9843,97.986,96.2934,96.7525,371609.0
2021-11-01,97.2533,99.2288,96.7617,99.2288,294966.0
2021-11-02,99.4235,100.0913,98.0416,98.1808,200404.0
2021-11-03,97.884,98.7001,96.6319,97.819,168008.0
2021-11-04,97.7537,97.9405,96.3151,96.997,207905.0
2021-11-05,97.0998,98.94,97.0998,98.174,146991.0
2021-11-06,97.0998,98.94,97.0998,98.174,146991.0
2021-11-07,97.0998,98.94,97.0998,98.174,146991.0
2021-11-08,98.174,98.3935,95.0541,95.8481,397217.0
2021-11-09,96.3712,96.4366,95.0868,95.6613,197080.0
2021-11-10,95.9789,97.2306,95.6613,97.2119,143042.0
2021-11-11,97.0624,97.1745,94.9046,95.5585,181753.0
2021-11-12,95.5585,96.091,95.2316,95.5772,206975.0
2021-11-13,95.5585,96.091,95.2316,95.5772,206975.0
2021-11-14,95.5585,96.091,95.2316,95.5772,206975.0
2021-11-15,96.1844,97.7256,95.7173,97.7069,144209.0
2021-11-16,100.6027,100.8455,98.9026,99.8927,353077.0
2021-11-17,99.5191,99.9955,98.2954,99.2576,196456.0
2021-11-18,99.2576,99.4444,98.4309,99.3696,187137.0
2021-11-19,99.1455,101.5181,99.1455,101.4434,215400.0
2021-11-20,99.1455,101.5181,99.1455,101.4434,215400.0
2021-11-21,99.1455,101.5181,99.1455,101.4434,215400.0
2021-11-22,101.2846,102.7044,99.8368,102.0505,169463.0
2021-11-23,101.9851,102.1159,101.2846,101.7049,175472.0
2021-11-24,101.7142,101.8263,100.8549,101.1071,185778.0
2021-11-25,101.7142,101.8263,100.8549,101.1071,185778.0
2021-11-26,100.3972,101.378,99.1641,99.9021,118057.0
2021-11-27,100.3972,101.378,99.1641,99.9021,118057.0
2021-11-28,100.3972,101.378,99.1641,99.9021,118057.0
2021-11-29,100.6307,101.0697,99.3089,100.5933,138818.0
2021-11-30,100.201,100.3411,97.7163,97.7256,265509.0
2021-12-01,98.3328,100.7428,98.2534,98.3608,182577.0
2021-12-02,98.7812,100.5139,98.7368,99.5471,209753.0
2021-12-03,100.145,100.584,98.9586,99.846,166392.0
2021-12-04,100.145,100.584,98.9586,99.846,166392.0
2021-12-05,100.145,100.584,98.9586,99.846,166392.0
2021-12-06,100.556,102.0692,100.556,101.4807,182418.0
2021-12-07,101.2659,102.2373,100.4906,101.1351,253397.0
2021-12-08,101.2659,102.1439,101.0884,101.8263,111591.0
2021-12-09,101.3593,102.5176,100.2103,101.5835,313161.0
2021-12-10,101.9291,102.6856,101.7049,101.9945,139845.0
2021-12-11,101.9291,102.6856,101.7049,101.9945,139845.0
2021-12-12,101.9291,102.6856,101.7049,101.9945,139845.0
2021-12-13,101.8357,104.3951,101.8357,103.6665,250938.0
2021-12-14,103.4423,103.9841,102.3401,102.8258,219753.0
2021-12-15,103.022,105.1611,102.7324,104.9275,200570.0
2021-12-16,104.6286,105.46,103.4703,104.1055,273838.0
2021-12-17,104.2176,104.283,102.1066,102.5456,465035.0
2021-12-18,104.2176,104.283,102.1066,102.5456,465035.0
2021-12-19,104.2176,104.283,102.1066,102.5456,465035.0
2021-12-20,101.8917,103.0874,100.9856,102.8632,164665.0
2021-12-21,103.4236,103.7786,101.8357,102.2187,163882.0
2021-12-22,102.4335,103.3583,102.0785,102.5456,177491.0
2021-12-23,102.7044,102.9893,101.6115,101.9571,128714.0
2021-12-24,102.7044,102.9893,101.6115,101.9571,128714.0
2021-12-25,102.7044,102.9893,101.6115,101.9571,128714.0
2021-12-26,102.7044,102.9893,101.6115,101.9571,128714.0
2021-12-27,102.1346,103.0033,101.7609,102.9753,122626.0
2021-12-28,103.0033,104.4885,102.8585,104.1055,174780.0
2021-12-29,104.1055,105.0396,103.5638,104.9929,87310.0
2021-12-30,105.049,105.6935,104.7034,105.5441,124345.0
2021-12-31,105.8149,106.254,104.8868,105.843,102423.0
2022-01-01,105.8149,106.254,104.8868,105.843,102423.0
2022-01-02,105.8149,106.254,104.8868,105.843,102423.0
2022-01-03,106.0391,106.4022,103.0052,104.4979,182414.0
2022-01-04,104.4792,105.927,104.1663,104.9275,184622.0
2022-01-05,104.9929,106.1512,104.6193,104.9743,147482.0
2022-01-06,105.1798,106.4408,104.5539,105.5721,229941.0
2022-01-07,105.6188,106.6603,104.3858,106.1419,161561.0
2022-01-08,105.6188,106.6603,104.3858,106.1419,161561.0
2022-01-09,105.6188,106.6603,104.3858,106.1419,161561.0
2022-01-10,106.5155,106.5809,104.3951,105.2358,207707.0
2022-01-11,105.105,105.105,102.9659,103.2368,202701.0
2022-01-12,103.2929,103.6899,102.639,103.05,122672.0
2022-01-13,103.3956,104.0822,102.8632,103.5077,130332.0
2022-01-14,103.9374,103.9374,102.6764,103.106,105104.0
2022-01-15,103.9374,103.9374,102.6764,103.106,105104.0
2022-01-16,103.9374,103.9374,102.6764,103.106,105104.0
2022-01-17,103.9374,103.9374,102.6764,103.106,105104.0
2022-01-18,102.3775,102.8538,101.0137,101.7423,176969.0
2022-01-19,101.9851,103.433,101.7423,102.4148,292481.0
2022-01-20,102.8725,103.6478,102.3681,102.639,186406.0
2022-01-21,103.489,103.489,101.4667,102.1626,204605.0
2022-01-22,103.489,103.489,101.4667,102.1626,204605.0
2022-01-23,103.489,103.489,101.4667,102.1626,204605.0
2022-01-24,102.1626,102.5082,98.7111,101.2005,278556.0
2022-01-25,100.4345,101.2752,99.0334,100.4345,333963.0
2022-01-26,100.3598,101.9571,99.2949,99.9862,276402.0
2022-01-27,100.2197,101.5461,99.3883,99.5751,235160.0
2022-01-28,99.8554,101.2659,98.94,101.2565,270734.0
2022-01-29,99.8554,101.2659,98.94,101.2565,270734.0
2022-01-30,99.8554,101.2659,98.94,101.2565,270734.0
2022-01-31,100.9203,102.9659,100.3878,102.9566,383278.0
2022-02-01,102.8725,103.2228,100.4532,101.0791,159309.0
2022-02-02,101.2578,103.4306,101.0038,103.0638,223303.0
2022-02-03,103.0544,103.1766,102.0103,102.2642,122560.0
2022-02-04,101.5776,102.0573,100.3924,101.0226,116193.0
2022-02-05,101.5776,102.0573,100.3924,101.0226,116193.0
2022-02-06,101.5776,102.0573,100.3924,101.0226,116193.0
2022-02-07,101.1543,102.0526,100.6087,101.4177,124551.0
2022-02-08,101.9632,102.3442,101.0508,101.4929,142443.0
2022-02-09,102.1325,102.5464,100.9944,101.5588,160296.0
2022-02-10,100.7592,101.2296,98.4359,98.7087,176040.0
2022-02-11,99.3107,100.2043,98.7745,99.4142,190154.0
2022-02-12,99.3107,100.2043,98.7745,99.4142,190154.0
2022-02-13,99.3107,100.2043,98.7745,99.4142,190154.0
2022-02-14,99.5364,100.6934,97.7869,98.5206,170478.0
2022-02-15,98.8968,99.1226,97.2789,97.4953,145504.0
2022-02-16,97.5141,98.0173,96.8463,97.2884,132841.0
2022-02-17,96.0373,99.1884,95.4636,97.9844,258069.0
2022-02-18,97.6646,98.229,95.8586,96.7052,288057.0
2022-02-19,97.6646,98.229,95.8586,96.7052,288057.0
2022-02-20,97.6646,98.229,95.8586,96.7052,288057.0
2022-02-21,97.6646,98.229,95.8586,96.7052,288057.0
2022-02-22,96.6017,97.1002,95.2848,95.4353,313751.0
2022-02-23,95.3789,96.3007,94.7581,94.7769,257664.0
2022-02-24,94.4101,95.3178,93.2437,94.9744,356478.0
2022-02-25,95.9339,98.4641,95.52,98.2666,340191.0
2022-02-26,95.9339,98.4641,95.52,98.2666,340191.0
2022-02-27,95.9339,98.4641,95.52,98.2666,340191.0
2022-02-28,97.2978,98.4923,96.4794,97.7775,421265.0
2022-03-01,97.7304,98.624,95.6046,96.3195,298447.0
2022-03-02,96.517,99.2731,96.517,98.4359,315999.0
2022-03-03,98.3418,101.4741,98.3418,101.3236,273848.0
2022-03-04,100.6276,104.2584,100.5617,104.1737,334052.0
2022-03-05,100.6276,104.2584,100.5617,104.1737,334052.0
2022-03-06,100.6276,104.2584,100.5617,104.1737,334052.0
2022-03-07,103.8727,104.8133,103.2519,104.4559,252369.0
2022-03-08,104.5876,105.0485,102.9321,104.0138,285900.0
2022-03-09,105.4153,105.4153,102.0761,102.4806,298325.0
2022-03-10,102.9979,104.0514,101.8221,103.7128,219000.0
2022-03-11,104.3148,105.5094,103.1954,103.4964,245701.0
2022-03-12,104.3148,105.5094,103.1954,103.4964,245701.0
2022-03-13,104.3148,105.5094,103.1954,103.4964,245701.0
2022-03-14,103.9291,104.8823,102.1241,103.0826,240554.0
2022-03-15,103.8163,104.8839,102.6499,104.7663,257851.0
2022-03-16,104.644,105.5,102.7581,104.343,206250.0
2022-03-17,104.2113,105.0485,103.5717,103.7222,184818.0
2022-03-18,103.8351,104.0138,102.5276,103.7034,916413.0
2022-03-19,103.8351,104.0138,102.5276,103.7034,916413.0
2022-03-20,103.8351,104.0138,102.5276,103.7034,916413.0
2022-03-21,103.9197,105.1613,103.9197,104.3994,290721.0
2022-03-22,104.6722,104.6722,102.9415,104.3148,472230.0
2022-03-23,104.3712,105.1802,103.9762,104.6064,400285.0
2022-03-24,104.5593,105.0861,103.9291,104.2866,283701.0
2022-03-25,104.343,107.1555,103.6375,107.1178,298858.0
2022-03-26,104.343,107.1555,103.6375,107.1178,298858.0
2022-03-27,104.343,107.1555,103.6375,107.1178,298858.0
2022-03-28,107.2213,107.5693,106.4171,106.9956,177771.0
2022-03-29,107.4753,108.0585,106.1725,108.0396,228223.0
2022-03-30,108.1713,109.4318,107.4941,109.4035,255105.0
2022-03-31,109.507,110.3959,108.2184,108.51,197997.0
2022-04-01,108.51,110.5699,108.1243,110.5699,254176.0
2022-04-02,108.51,110.5699,108.1243,110.5699,254176.0
2022-04-03,108.51,110.5699,108.1243,110.5699,254176.0
2022-04-04,109.8362,109.8362,106.9156,107.8986,256538.0
2022-04-05,108.1149,109.7045,108.0114,108.8674,189067.0
2022-04-06,109.159,111.5246,108.4347,111.4353,135705.0
2022-04-07,111.4541,111.7363,109.9068,110.6546,289970.0
2022-04-08,111.3412,111.8586,110.2971,110.457,140212.0
2022-04-09,111.3412,111.8586,110.2971,110.457,140212.0
2022-04-10,111.3412,111.8586,110.2971,110.457,140212.0
2022-04-11,110.3159,111.1249,108.9991,109.2907,189790.0
2022-04-12,109.1778,110.109,108.5664,109.4788,177503.0
2022-04-13,109.2342,109.2342,106.8168,107.052,172003.0
2022-04-14,107.2871,108.303,107.1131,107.2966,172950.0
2022-04-15,107.2871,108.303,107.1131,107.2966,172950.0
2022-04-16,107.2871,108.303,107.1131,107.2966,172950.0
2022-04-17,107.2871,108.303,107.1131,107.2966,172950.0
2022-04-18,107.5317,107.9832,105.5846,106.2337,175122.0
2022-04-19,106.7604,107.6775,106.196,106.8545,240391.0
2022-04-20,108.0773,108.4159,107.2589,107.5976,188075.0
2022-04-21,107.2589,108.0867,106.2242,106.3559,225488.0
2022-04-22,106.3842,106.3842,104.5829,105.0014,285210.0
2022-04-23,106.3842,106.3842,104.5829,105.0014,285210.0
2022-04-24,106.3842,106.3842,104.5829,105.0014,285210.0
2022-04-25,105.4906,105.4906,103.3177,104.5499,271845.0
2022-04-26,104.296,105.5282,103.7974,104.1549,252186.0
2022-04-27,104.4371,104.5311,102.0949,102.2172,252894.0
2022-04-28,102.584,102.9039,101.5588,102.4241,276527.0
2022-04-29,102.1231,102.6687,98.6805,98.9344,290754.0
2022-04-30,102.1231,102.6687,98.6805,98.9344,290754.0
2022-05-01,102.1231,102.6687,98.6805,98.9344,290754.0
2022-05-02,99.5692,99.7871,96.1018,97.0018,322765.0
2022-05-03,98.1197,99.7871,97.3903,99.105,330937.0
2022-05-04,99.5218,101.0471,98.1766,100.924,237819.0
2022-05-05,102.1745,102.1745,99.825,100.6303,276570.0
2022-05-06,100.2134,101.9661,100.2134,101.6913,280453.0
2022-05-07,100.2134,101.9661,100.2134,101.6913,280453.0
2022-05-08,100.2134,101.9661,100.2134,101.6913,280453.0
2022-05-09,101.1324,102.4824,100.545,101.7008,209308.0
2022-05-10,101.9377,102.7429,99.6971,101.3219,272293.0
2022-05-11,101.3598,103.3587,101.2555,101.7198,203921.0
2022-05-12,101.6913,102.525,100.2087,101.1892,243503.0
2022-05-13,101.7956,102.2029,100.6208,101.8429,183405.0
2022-05-14,101.7956,102.2029,100.6208,101.8429,183405.0
2022-05-15,101.7956,102.2029,100.6208,101.8429,183405.0
2022-05-16,102.0324,102.5156,101.4166,101.7387,226000.0
2022-05-17,101.9377,102.9324,100.4976,102.2977,281269.0
2022-05-18,102.9798,104.1071,101.0613,101.3692,316945.0
2022-05-19,101.3598,101.6156,99.5976,100.9998,207257.0
2022-05-20,101.1703,101.1703,99.2945,100.8861,195456.0
2022-05-21,101.1703,101.1703,99.2945,100.8861,195456.0
2022-05-22,101.1703,101.1703,99.2945,100.8861,195456.0
2022-05-23,101.824,102.1461,100.2703,100.5829,217579.0
2022-05-24,100.8198,102.5269,99.3608,102.0703,208674.0
2022-05-25,101.8524,102.8092,101.5682,101.6913,245708.0
2022-05-26,102.5061,102.9324,101.8429,102.3071,219812.0
2022-05-27,102.0987,104.2114,101.5492,104.2019,299946.0
2022-05-28,102.0987,104.2114,101.5492,104.2019,299946.0
2022-05-29,102.0987,104.2114,101.5492,104.2019,299946.0
2022-05-30,102.0987,104.2114,101.5492,104.2019,299946.0
