,ELV US Equity,ELV US Equity,ELV US Equity,ELV US Equity,ELV US Equity
2021-08-25,364.249,365.469,360.986,361.306,737637.0
2021-08-26,361.112,361.693,357.791,358.295,681500.0
2021-08-27,358.227,362.502,356.92,360.812,707811.0
2021-08-28,358.227,362.502,356.92,360.812,707811.0
2021-08-29,358.227,362.502,356.92,360.812,707811.0
2021-08-30,361.616,361.616,358.053,358.779,600022.0
2021-08-31,357.191,366.174,356.446,363.194,1854074.0
2021-09-01,362.981,362.981,353.435,357.627,1665443.0
2021-09-02,359.302,371.026,358.295,370.755,1306752.0
2021-09-03,370.62,370.62,364.733,366.679,636619.0
2021-09-04,370.62,370.62,364.733,366.679,636619.0
2021-09-05,370.62,370.62,364.733,366.679,636619.0
2021-09-06,370.62,370.62,364.733,366.679,636619.0
2021-09-07,367.618,367.744,362.419,365.692,794959.0
2021-09-08,366.089,367.134,358.053,359.147,911626.0
2021-09-09,359.759,365.022,358.914,360.71,792102.0
2021-09-10,362.847,363.022,345.175,347.192,1902977.0
2021-09-11,362.847,363.022,345.175,347.192,1902977.0
2021-09-12,362.847,363.022,345.175,347.192,1902977.0
2021-09-13,349.727,361.915,348.047,358.001,1287492.0
2021-09-14,359.428,360.38,354.315,355.893,1025453.0
2021-09-15,355.0,367.712,355.0,363.711,1652080.0
2021-09-16,364.371,368.78,362.439,364.119,1110360.0
2021-09-17,363.187,370.48,362.973,368.567,1850669.0
2021-09-18,363.187,370.48,362.973,368.567,1850669.0
2021-09-19,363.187,370.48,362.973,368.567,1850669.0
2021-09-20,364.886,367.353,362.449,366.022,1084821.0
2021-09-21,367.936,371.111,366.644,368.13,927822.0
2021-09-22,369.033,371.742,364.323,364.653,1011632.0
2021-09-23,365.187,371.81,364.653,369.324,794645.0
2021-09-24,369.285,371.684,367.471,370.325,655288.0
2021-09-25,369.285,371.684,367.471,370.325,655288.0
2021-09-26,369.285,371.684,367.471,370.325,655288.0
2021-09-27,368.858,378.909,368.858,377.268,1209501.0
2021-09-28,374.85,378.045,371.548,374.568,1467019.0
2021-09-29,374.452,377.744,371.956,377.579,948266.0
2021-09-30,377.919,380.135,361.798,362.041,1321340.0
2021-10-01,363.536,366.275,352.883,365.08,1213519.0
2021-10-02,363.536,366.275,352.883,365.08,1213519.0
2021-10-03,363.536,366.275,352.883,365.08,1213519.0
2021-10-04,364.168,369.353,358.137,359.516,943000.0
2021-10-05,360.555,366.828,360.555,362.769,1001211.0
2021-10-06,359.797,360.293,353.184,359.399,1397329.0
2021-10-07,363.896,372.529,361.419,369.674,896864.0
2021-10-08,371.412,375.151,368.975,375.025,773730.0
2021-10-09,371.412,375.151,368.975,375.025,773730.0
2021-10-10,371.412,375.151,368.975,375.025,773730.0
2021-10-11,375.889,377.259,369.324,369.917,837190.0
2021-10-12,369.917,371.305,365.736,366.595,973118.0
2021-10-13,366.722,366.722,359.322,364.614,1103370.0
2021-10-14,376.52,387.64,375.685,379.434,1753894.0
2021-10-15,381.182,383.105,378.065,381.706,1145502.0
2021-10-16,381.182,383.105,378.065,381.706,1145502.0
2021-10-17,381.182,383.105,378.065,381.706,1145502.0
2021-10-18,380.337,381.512,376.122,377.006,928129.0
2021-10-19,379.628,385.824,379.444,382.386,1319681.0
2021-10-20,388.456,413.162,388.456,411.812,2376721.0
2021-10-21,407.879,418.265,407.432,417.988,1606653.0
2021-10-22,418.619,423.378,415.415,420.834,910253.0
2021-10-23,418.619,423.378,415.415,420.834,910253.0
2021-10-24,418.619,423.378,415.415,420.834,910253.0
2021-10-25,420.853,423.728,418.707,422.018,893937.0
2021-10-26,423.601,426.029,416.667,423.65,1107818.0
2021-10-27,424.223,427.204,420.775,421.164,962243.0
2021-10-28,420.047,423.912,419.124,420.853,989197.0
2021-10-29,419.998,423.174,418.134,422.572,844709.0
2021-10-30,419.998,423.174,418.134,422.572,844709.0
2021-10-31,419.998,423.174,418.134,422.572,844709.0
2021-11-01,423.718,426.524,410.734,416.386,1002367.0
2021-11-02,418.542,418.561,406.286,408.073,1291299.0
2021-11-03,403.508,413.132,401.333,412.375,1160044.0
2021-11-04,412.734,413.152,405.307,410.413,924945.0
2021-11-05,412.734,418.012,408.733,409.879,944983.0
2021-11-06,412.734,418.012,408.733,409.879,944983.0
2021-11-07,412.734,418.012,408.733,409.879,944983.0
2021-11-08,410.879,415.531,408.995,414.278,636098.0
2021-11-09,413.123,418.017,411.278,417.706,859405.0
2021-11-10,420.309,423.213,411.249,412.676,872757.0
2021-11-11,413.035,418.61,410.549,418.241,826737.0
2021-11-12,420.688,425.245,419.056,424.398,977354.0
2021-11-13,420.688,425.245,419.056,424.398,977354.0
2021-11-14,420.688,425.245,419.056,424.398,977354.0
2021-11-15,423.844,425.524,420.513,421.853,1115979.0
2021-11-16,421.853,424.388,417.823,418.037,983531.0
2021-11-17,418.862,421.445,414.208,417.279,1644181.0
2021-11-18,418.493,421.135,413.113,413.589,1592901.0
2021-11-19,413.191,413.191,402.081,403.227,1064057.0
2021-11-20,413.191,413.191,402.081,403.227,1064057.0
2021-11-21,413.191,413.191,402.081,403.227,1064057.0
2021-11-22,407.374,413.696,404.708,407.296,1034891.0
2021-11-23,406.597,412.297,404.256,411.433,1026932.0
2021-11-24,410.724,413.21,408.539,412.53,732531.0
2021-11-25,410.724,413.21,408.539,412.53,732531.0
2021-11-26,409.811,411.122,399.478,403.528,627609.0
2021-11-27,409.811,411.122,399.478,403.528,627609.0
2021-11-28,409.811,411.122,399.478,403.528,627609.0
2021-11-29,406.286,407.15,401.1,404.208,765949.0
2021-11-30,401.518,403.023,393.622,394.506,2238571.0
2021-12-01,399.808,403.91,392.457,392.972,1414115.0
2021-12-02,392.854,396.156,385.044,389.29,2032362.0
2021-12-03,389.047,393.341,382.142,384.674,1495817.0
2021-12-04,389.047,393.341,382.142,384.674,1495817.0
2021-12-05,389.047,393.341,382.142,384.674,1495817.0
2021-12-06,390.469,396.847,388.638,393.069,1383693.0
2021-12-07,395.864,404.103,394.797,400.49,1507178.0
2021-12-08,400.791,406.099,399.35,405.096,924506.0
2021-12-09,404.151,409.352,403.051,408.689,651223.0
2021-12-10,410.179,420.259,408.855,419.733,1221144.0
2021-12-11,410.179,420.259,408.855,419.733,1221144.0
2021-12-12,410.179,420.259,408.855,419.733,1221144.0
2021-12-13,419.08,420.98,414.435,418.798,842432.0
2021-12-14,421.038,427.465,417.162,422.596,938665.0
2021-12-15,424.32,432.325,422.606,431.965,1075107.0
2021-12-16,432.267,439.902,430.299,436.172,1158053.0
2021-12-17,434.652,439.21,429.89,433.464,1815620.0
2021-12-18,434.652,439.21,429.89,433.464,1815620.0
2021-12-19,434.652,439.21,429.89,433.464,1815620.0
2021-12-20,436.113,437.243,420.585,427.972,1047216.0
2021-12-21,431.098,436.289,429.131,434.818,797477.0
2021-12-22,433.396,444.235,433.386,442.044,664984.0
2021-12-23,444.235,446.816,443.145,443.797,646670.0
2021-12-24,444.235,446.816,443.145,443.797,646670.0
2021-12-25,444.235,446.816,443.145,443.797,646670.0
2021-12-26,444.235,446.816,443.145,443.797,646670.0
2021-12-27,446.144,447.663,443.924,447.507,314049.0
2021-12-28,447.975,453.37,447.965,452.075,752766.0
2021-12-29,450.244,456.983,450.244,455.444,590095.0
2021-12-30,456.399,457.733,454.052,454.938,646706.0
2021-12-31,454.548,456.107,451.403,451.422,447042.0
2022-01-01,454.548,456.107,451.403,451.422,447042.0
2022-01-02,454.548,456.107,451.403,451.422,447042.0
2022-01-03,449.728,452.873,444.206,452.708,927153.0
2022-01-04,453.594,454.792,445.608,446.193,957286.0
2022-01-05,448.89,452.971,446.076,446.241,835434.0
2022-01-06,434.175,441.09,421.647,427.962,1763010.0
2022-01-07,424.437,426.959,415.136,423.619,1355354.0
2022-01-08,424.437,426.959,415.136,423.619,1355354.0
2022-01-09,424.437,426.959,415.136,423.619,1355354.0
2022-01-10,422.859,428.069,419.528,426.384,1104246.0
2022-01-11,428.283,443.076,426.54,441.869,1080030.0
2022-01-12,440.944,443.096,436.766,440.018,732217.0
2022-01-13,438.168,440.067,432.929,435.149,601548.0
2022-01-14,436.62,440.564,434.672,440.32,830637.0
2022-01-15,436.62,440.564,434.672,440.32,830637.0
2022-01-16,436.62,440.564,434.672,440.32,830637.0
2022-01-17,436.62,440.564,434.672,440.32,830637.0
2022-01-18,436.172,438.675,432.413,436.376,1053240.0
2022-01-19,437.954,447.206,434.867,436.571,1168502.0
2022-01-20,436.6,449.475,435.539,440.885,1302996.0
2022-01-21,440.165,444.021,428.761,430.017,1103913.0
2022-01-22,440.165,444.021,428.761,430.017,1103913.0
2022-01-23,440.165,444.021,428.761,430.017,1103913.0
2022-01-24,427.787,440.69,419.83,437.749,1798075.0
2022-01-25,431.556,433.542,422.976,427.699,2109183.0
2022-01-26,419.908,428.157,409.731,417.24,2261189.0
2022-01-27,421.408,433.542,417.853,424.437,1637558.0
2022-01-28,423.278,430.874,420.22,430.533,906817.0
2022-01-29,423.278,430.874,420.22,430.533,906817.0
2022-01-30,423.278,430.874,420.22,430.533,906817.0
2022-01-31,427.504,431.069,424.554,429.462,1127075.0
2022-02-01,432.734,432.734,420.668,427.426,1137616.0
2022-02-02,427.426,436.089,426.073,432.549,1771443.0
2022-02-03,442.979,445.297,432.958,439.979,1720931.0
2022-02-04,434.068,440.496,429.988,434.594,1027129.0
2022-02-05,434.068,440.496,429.988,434.594,1027129.0
2022-02-06,434.068,440.496,429.988,434.594,1027129.0
2022-02-07,438.256,442.473,433.055,437.681,1077382.0
2022-02-08,436.853,455.912,436.016,453.584,1314035.0
2022-02-09,459.651,459.671,453.18,455.775,949631.0
2022-02-10,450.77,455.941,443.213,445.638,880512.0
2022-02-11,443.924,450.098,434.974,436.201,877017.0
2022-02-12,443.924,450.098,434.974,436.201,877017.0
2022-02-13,443.924,450.098,434.974,436.201,877017.0
2022-02-14,436.737,438.275,427.548,432.364,1187260.0
2022-02-15,436.659,440.554,434.526,438.129,878166.0
2022-02-16,436.376,447.858,436.376,446.592,1062663.0
2022-02-17,443.485,445.745,436.289,439.541,649808.0
2022-02-18,438.343,445.112,434.287,434.575,838455.0
2022-02-19,438.343,445.112,434.287,434.575,838455.0
2022-02-20,438.343,445.112,434.287,434.575,838455.0
2022-02-21,438.343,445.112,434.287,434.575,838455.0
2022-02-22,433.484,436.761,427.524,432.403,811828.0
2022-02-23,434.906,438.334,430.348,430.962,828205.0
2022-02-24,424.106,432.023,420.736,430.26,1076405.0
2022-02-25,432.354,443.261,431.977,441.83,1090746.0
2022-02-26,432.354,443.261,431.977,441.83,1090746.0
2022-02-27,432.354,443.261,431.977,441.83,1090746.0
2022-02-28,432.471,440.72,431.558,440.038,1221294.0
2022-03-01,437.408,440.427,428.147,439.697,1418664.0
2022-03-02,442.697,456.978,442.697,451.374,1550280.0
2022-03-03,451.968,459.476,449.932,456.759,1211475.0
2022-03-04,448.89,464.988,445.053,464.375,1234663.0
2022-03-05,448.89,464.988,445.053,464.375,1234663.0
2022-03-06,448.89,464.988,445.053,464.375,1234663.0
2022-03-07,458.463,461.434,441.362,442.648,1529326.0
2022-03-08,440.807,454.889,439.999,444.148,1774811.0
2022-03-09,450.203,458.543,445.276,454.48,1168284.0
2022-03-10,447.908,463.397,446.892,462.127,1243017.0
2022-03-11,462.674,466.815,453.152,454.373,1074549.0
2022-03-12,462.674,466.815,453.152,454.373,1074549.0
2022-03-13,462.674,466.815,453.152,454.373,1074549.0
2022-03-14,459.373,462.312,443.445,447.605,1427812.0
2022-03-15,451.277,458.279,449.49,456.746,1304034.0
2022-03-16,459.119,465.091,451.238,459.803,1337732.0
2022-03-17,457.0,467.274,456.053,466.942,1246451.0
2022-03-18,464.715,470.872,461.766,466.834,2823501.0
2022-03-19,464.715,470.872,461.766,466.834,2823501.0
2022-03-20,464.715,470.872,461.766,466.834,2823501.0
2022-03-21,466.834,474.434,461.411,464.861,1659136.0
2022-03-22,466.688,468.887,458.807,460.506,1612236.0
2022-03-23,456.111,459.363,451.121,451.355,1092289.0
2022-03-24,453.396,464.495,452.488,462.645,882316.0
2022-03-25,462.713,469.705,462.576,469.51,857288.0
2022-03-26,462.713,469.705,462.576,469.51,857288.0
2022-03-27,462.713,469.705,462.576,469.51,857288.0
2022-03-28,472.245,473.827,465.858,473.446,904044.0
2022-03-29,478.241,480.702,473.827,479.54,1271491.0
2022-03-30,480.858,490.888,480.746,490.722,1442517.0
2022-03-31,488.3,494.106,479.686,479.725,1445651.0
2022-04-01,482.225,488.393,478.026,487.646,1226106.0
2022-04-02,482.225,488.393,478.026,487.646,1226106.0
2022-04-03,482.225,488.393,478.026,487.646,1226106.0
2022-04-04,487.069,489.237,475.668,477.889,1065849.0
2022-04-05,475.331,490.038,474.637,483.202,1032745.0
2022-04-06,486.063,495.976,483.495,495.009,1524191.0
2022-04-07,493.974,504.712,492.629,502.617,1357874.0
2022-04-08,505.908,514.297,505.654,508.486,1368545.0
2022-04-09,505.908,514.297,505.654,508.486,1368545.0
2022-04-10,505.908,514.297,505.654,508.486,1368545.0
2022-04-11,508.935,511.279,496.801,498.691,915420.0
2022-04-12,498.066,502.495,494.55,497.685,897671.0
2022-04-13,496.855,501.103,494.765,500.224,1062221.0
2022-04-14,502.304,510.532,502.304,504.629,1571789.0
2022-04-15,502.304,510.532,502.304,504.629,1571789.0
2022-04-16,502.304,510.532,502.304,504.629,1571789.0
2022-04-17,502.304,510.532,502.304,504.629,1571789.0
2022-04-18,501.757,507.187,498.857,500.947,740858.0
2022-04-19,503.994,508.262,501.484,504.941,1157418.0
2022-04-20,510.176,519.711,504.082,517.442,1590987.0
2022-04-21,521.192,521.192,508.486,510.635,932062.0
2022-04-22,506.758,506.982,490.253,490.868,956648.0
2022-04-23,506.758,506.982,490.253,490.868,956648.0
2022-04-24,506.758,506.982,490.253,490.868,956648.0
2022-04-25,488.3,496.708,480.98,495.009,1211506.0
2022-04-26,492.343,499.404,490.292,490.556,1119208.0
2022-04-27,491.786,502.646,486.503,496.484,1140468.0
2022-04-28,498.095,507.041,493.315,504.648,1181185.0
2022-04-29,498.281,501.25,489.276,490.185,937586.0
2022-04-30,498.281,501.25,489.276,490.185,937586.0
2022-05-01,498.281,501.25,489.276,490.185,937586.0
2022-05-02,493.671,498.041,476.903,485.477,1095202.0
2022-05-03,487.919,491.894,485.282,486.815,841763.0
2022-05-04,487.802,501.123,480.985,498.349,1227197.0
2022-05-05,499.101,505.078,487.401,494.999,985183.0
2022-05-06,489.159,496.181,486.581,492.831,946630.0
2022-05-07,489.159,496.181,486.581,492.831,946630.0
2022-05-08,489.159,496.181,486.581,492.831,946630.0
2022-05-09,488.612,489.921,476.229,479.393,1115126.0
2022-05-10,482.889,485.663,473.348,477.87,1296441.0
2022-05-11,477.87,493.505,474.481,475.956,1166847.0
2022-05-12,474.452,475.252,463.709,473.182,1280480.0
2022-05-13,475.809,477.088,468.905,475.067,1065167.0
2022-05-14,475.809,477.088,468.905,475.067,1065167.0
2022-05-15,475.809,477.088,468.905,475.067,1065167.0
2022-05-16,476.639,486.425,475.321,482.04,851884.0
2022-05-17,486.142,487.548,479.52,485.556,916473.0
2022-05-18,481.884,484.794,462.566,465.242,981339.0
2022-05-19,457.908,472.489,455.857,468.69,1284891.0
2022-05-20,472.186,481.991,468.875,481.317,1365171.0
2022-05-21,472.186,481.991,468.875,481.317,1365171.0
2022-05-22,472.186,481.991,468.875,481.317,1365171.0
2022-05-23,479.091,488.896,478.837,483.27,1194266.0
2022-05-24,485.302,494.482,480.487,493.466,1397411.0
2022-05-25,492.616,499.033,488.588,492.968,1027370.0
2022-05-26,495.204,502.949,493.774,500.439,987940.0
2022-05-27,500.576,509.316,498.095,508.369,1190291.0
2022-05-28,500.576,509.316,498.095,508.369,1190291.0
2022-05-29,500.576,509.316,498.095,508.369,1190291.0
2022-05-30,500.576,509.316,498.095,508.369,1190291.0
2022-05-31,503.339,508.428,494.941,497.685,3939086.0
2022-06-01,498.847,500.459,487.138,487.509,813641.0
2022-06-02,489.237,489.237,476.903,485.302,1186545.0
2022-06-03,481.288,483.27,478.133,481.718,744051.0
2022-06-04,481.288,483.27,478.133,481.718,744051.0
2022-06-05,481.288,483.27,478.133,481.718,744051.0
2022-06-06,484.735,489.374,483.602,485.78,634037.0
2022-06-07,485.663,489.491,480.253,488.7,996950.0
2022-06-08,486.337,488.3,483.417,486.64,582166.0
2022-06-09,485.318,487.531,475.85,476.046,887194.0
2022-06-10,468.849,477.994,463.239,472.746,922905.0
2022-06-11,468.849,477.994,463.239,472.746,922905.0
2022-06-12,468.849,477.994,463.239,472.746,922905.0
2022-06-13,463.151,466.764,450.001,453.223,1112279.0
2022-06-14,450.794,453.281,447.309,450.785,1060455.0
2022-06-15,453.565,457.629,444.459,453.213,961278.0
2022-06-16,447.436,447.73,438.188,445.262,1140602.0
2022-06-17,445.272,449.894,434.649,435.04,2265256.0
2022-06-18,445.272,449.894,434.649,435.04,2265256.0
2022-06-19,445.272,449.894,434.649,435.04,2265256.0
2022-06-20,445.272,449.894,434.649,435.04,2265256.0
2022-06-21,445.693,455.298,442.56,451.137,1402127.0
2022-06-22,444.939,460.174,443.451,456.023,1474210.0
2022-06-23,459.156,465.491,455.244,462.475,795025.0
2022-06-24,465.354,467.576,457.638,460.057,2358806.0
2022-06-25,465.354,467.576,457.638,460.057,2358806.0
2022-06-26,465.354,467.576,457.638,460.057,2358806.0
2022-06-27,459.724,475.605,456.552,472.501,1274535.0
2022-06-28,475.811,480.466,461.584,463.21,752756.0
2022-06-29,462.749,477.558,462.524,475.429,1087237.0
2022-06-30,475.311,478.777,469.569,472.501,1519396.0
2022-07-01,470.298,476.653,459.988,475.83,997302.0
2022-07-02,470.298,476.653,459.988,475.83,997302.0
2022-07-03,470.298,476.653,459.988,475.83,997302.0
2022-07-04,470.298,476.653,459.988,475.83,997302.0
2022-07-05,471.503,471.503,452.253,466.979,1043099.0
2022-07-06,466.411,476.418,463.2,474.156,803741.0
2022-07-07,472.913,476.653,467.253,468.83,857440.0
2022-07-08,473.49,480.824,470.92,474.176,751418.0
2022-07-09,473.49,480.824,470.92,474.176,751418.0
2022-07-10,473.49,480.824,470.92,474.176,751418.0
2022-07-11,470.171,475.556,467.322,471.561,629533.0
2022-07-12,470.494,475.85,465.158,467.988,801637.0
2022-07-13,463.464,467.645,460.517,460.879,802151.0
2022-07-14,455.102,458.108,448.444,456.649,861381.0
2022-07-15,468.174,480.236,465.07,478.709,1035395.0
2022-07-16,468.174,480.236,465.07,478.709,1035395.0
2022-07-17,468.174,480.236,465.07,478.709,1035395.0
2022-07-18,480.745,481.666,469.662,470.759,687917.0
2022-07-19,476.007,488.902,475.37,487.041,933082.0
2022-07-20,471.933,476.829,441.943,449.943,2653661.0
2022-07-21,449.003,455.151,442.149,452.292,1547210.0
2022-07-22,452.253,454.76,446.222,450.001,1008354.0
2022-07-23,452.253,454.76,446.222,450.001,1008354.0
2022-07-24,452.253,454.76,446.222,450.001,1008354.0
2022-07-25,454.985,464.463,452.669,461.026,861455.0
2022-07-26,464.619,465.403,458.666,459.166,818103.0
2022-07-27,457.462,460.546,449.952,458.226,1122804.0
2022-07-28,459.587,467.381,455.514,465.794,835980.0
2022-07-29,465.951,469.936,461.398,467.136,885146.0
2022-07-30,465.951,469.936,461.398,467.136,885146.0
2022-07-31,465.951,469.936,461.398,467.136,885146.0
2022-08-01,465.08,473.618,455.827,461.065,837644.0
2022-08-02,462.221,469.921,455.817,462.279,1164579.0
2022-08-03,465.491,473.666,463.41,469.515,810242.0
2022-08-04,469.887,469.887,463.846,464.982,614964.0
2022-08-05,460.997,467.028,460.997,465.207,624530.0
2022-08-06,460.997,467.028,460.997,465.207,624530.0
2022-08-07,460.997,467.028,460.997,465.207,624530.0
2022-08-08,468.311,469.603,462.289,465.785,479071.0
2022-08-09,469.241,478.777,467.067,473.862,798756.0
2022-08-10,478.631,479.639,469.936,471.277,619840.0
2022-08-11,471.561,473.461,464.306,467.146,894731.0
2022-08-12,469.975,482.307,469.652,481.431,801333.0
2022-08-13,469.975,482.307,469.652,481.431,801333.0
2022-08-14,469.975,482.307,469.652,481.431,801333.0
2022-08-15,478.738,485.347,476.339,482.919,429884.0
2022-08-16,482.851,487.776,478.954,481.999,567182.0
2022-08-17,477.505,482.665,476.467,480.599,459945.0
2022-08-18,479.336,482.9,477.632,481.499,407719.0
2022-08-19,481.94,496.206,481.362,493.024,711988.0
2022-08-20,481.94,496.206,481.362,493.024,711988.0
2022-08-21,481.94,496.206,481.362,493.024,711988.0
2022-08-22,494.698,502.276,493.312,496.411,972273.0
2022-08-23,491.349,493.645,482.714,482.929,577769.0
2022-08-24,482.244,485.181,478.817,483.095,664541.0
2022-08-25,479.894,482.146,472.237,482.058,714307.0
2022-08-26,481.774,484.393,472.991,473.383,619654.0
2022-08-27,481.774,484.393,472.991,473.383,619654.0
2022-08-28,481.774,484.393,472.991,473.383,619654.0
2022-08-29,471.082,480.599,468.81,478.307,602306.0
2022-08-30,478.073,481.871,473.813,476.682,984255.0
2022-08-31,474.704,482.332,474.704,474.979,1350626.0
2022-09-01,477.661,484.564,473.764,479.933,712258.0
2022-09-02,482.596,484.241,469.652,471.924,741113.0
2022-09-03,482.596,484.241,469.652,471.924,741113.0
2022-09-04,482.596,484.241,469.652,471.924,741113.0
2022-09-05,482.596,484.241,469.652,471.924,741113.0
2022-09-06,471.101,477.113,466.118,467.038,1013920.0
2022-09-07,466.95,476.8,464.629,474.89,795808.0
2022-09-08,473.712,480.673,473.712,480.398,521983.0
2022-09-09,487.819,490.254,483.51,484.57,958503.0
2022-09-10,487.819,490.254,483.51,484.57,958503.0
2022-09-11,487.819,490.254,483.51,484.57,958503.0
2022-09-12,484.295,489.302,481.281,484.629,883452.0
2022-09-13,478.758,480.437,470.149,471.769,864784.0
2022-09-14,473.182,473.644,459.006,461.51,1152117.0
2022-09-15,466.801,479.436,464.366,476.451,736475.0
2022-09-16,473.359,476.029,464.789,471.445,1112891.0
2022-09-17,473.359,476.029,464.789,471.445,1112891.0
2022-09-18,473.359,476.029,464.789,471.445,1112891.0
2022-09-19,469.147,473.182,462.167,471.209,648578.0
2022-09-20,469.638,469.638,460.562,466.772,794012.0
2022-09-21,470.335,475.106,456.925,457.22,725993.0
2022-09-22,453.852,457.396,449.076,454.412,873251.0
2022-09-23,449.631,449.631,437.841,445.547,850505.0
2022-09-24,449.631,449.631,437.841,445.547,850505.0
2022-09-25,449.631,449.631,437.841,445.547,850505.0
2022-09-26,439.186,444.914,433.443,439.942,827701.0
2022-09-27,444.87,447.226,435.73,437.821,902767.0
2022-09-28,441.503,447.501,431.97,444.811,1120052.0
2022-09-29,445.528,450.397,439.981,448.433,1070396.0
2022-09-30,448.404,461.996,445.93,445.93,1120562.0
2022-10-01,448.404,461.996,445.93,445.93,1120562.0
2022-10-02,448.404,461.996,445.93,445.93,1120562.0
2022-10-03,446.774,462.717,445.596,461.461,908404.0
2022-10-04,463.699,472.75,461.156,470.463,946193.0
2022-10-05,469.835,472.348,463.385,470.041,855760.0
2022-10-06,469.511,472.554,467.37,469.206,822097.0
2022-10-07,465.329,465.329,456.258,458.515,708083.0
2022-10-08,465.329,465.329,456.258,458.515,708083.0
2022-10-09,465.329,465.329,456.258,458.515,708083.0
2022-10-10,460.224,462.079,452.439,458.604,784807.0
2022-10-11,457.72,468.804,455.531,462.118,751386.0
2022-10-12,462.511,466.192,456.513,456.719,706880.0
2022-10-13,449.091,469.226,447.334,465.466,1087878.0
2022-10-14,469.255,473.182,461.068,462.158,872428.0
2022-10-15,469.255,473.182,461.068,462.158,872428.0
2022-10-16,469.255,473.182,461.068,462.158,872428.0
2022-10-17,466.202,471.013,463.522,468.352,868683.0
2022-10-18,476.677,476.677,465.947,469.52,1291811.0
2022-10-19,478.474,484.472,468.757,478.886,1416301.0
2022-10-20,482.008,500.012,480.368,493.032,1946524.0
2022-10-21,494.024,512.72,493.68,501.691,1581762.0
2022-10-22,494.024,512.72,493.68,501.691,1581762.0
2022-10-23,494.024,512.72,493.68,501.691,1581762.0
2022-10-24,505.814,519.313,505.166,516.868,1502614.0
2022-10-25,514.718,519.568,508.769,514.365,1411394.0
2022-10-26,518.959,530.455,517.398,523.809,1278598.0
2022-10-27,524.29,526.528,519.195,521.894,904621.0
2022-10-28,526.361,535.206,519.99,533.704,777225.0
2022-10-29,526.361,535.206,519.99,533.704,777225.0
2022-10-30,526.361,535.206,519.99,533.704,777225.0
2022-10-31,529.66,539.467,529.041,536.767,1131704.0
2022-11-01,535.03,538.019,528.315,534.568,918533.0
2022-11-02,532.418,537.72,528.02,528.276,1053628.0
2022-11-03,526.754,530.386,522.326,524.093,735014.0
2022-11-04,522.915,527.137,510.104,517.025,1109102.0
2022-11-05,522.915,527.137,510.104,517.025,1109102.0
2022-11-06,522.915,527.137,510.104,517.025,1109102.0
2022-11-07,508.101,521.512,508.013,518.792,1041929.0
2022-11-08,522.582,527.539,514.973,520.608,1262124.0
2022-11-09,517.732,522.375,509.977,510.487,873522.0
2022-11-10,520.854,523.249,500.552,512.333,969482.0
2022-11-11,509.437,509.942,471.857,482.371,2411501.0
2022-11-12,509.437,509.942,471.857,482.371,2411501.0
2022-11-13,509.437,509.942,471.857,482.371,2411501.0
2022-11-14,485.768,490.367,481.34,481.821,1344514.0
2022-11-15,484.55,485.306,469.177,470.247,1922502.0
2022-11-16,472.789,479.642,465.819,467.429,1862088.0
2022-11-17,465.878,476.746,465.574,468.283,1868390.0
2022-11-18,474.645,488.143,472.387,486.259,1585886.0
2022-11-19,474.645,488.143,472.387,486.259,1585886.0
2022-11-20,474.645,488.143,472.387,486.259,1585886.0
2022-11-21,485.738,493.474,484.992,490.765,1460466.0
2022-11-22,495.074,499.359,495.035,495.82,955552.0
2022-11-23,496.959,502.466,496.802,497.882,656499.0
2022-11-24,496.959,502.466,496.802,497.882,656499.0
2022-11-25,500.346,505.313,499.06,504.459,464048.0
2022-11-26,500.346,505.313,499.06,504.459,464048.0
2022-11-27,500.346,505.313,499.06,504.459,464048.0
2022-11-28,501.622,507.13,501.323,503.399,722452.0
2022-11-29,504.459,508.082,501.75,505.932,894344.0
2022-11-30,507.375,523.475,504.854,523.171,2586453.0
2022-12-01,525.674,527.255,514.532,515.641,900743.0
2022-12-02,513.978,519.346,513.476,515.277,630287.0
2022-12-03,513.978,519.346,513.476,515.277,630287.0
2022-12-04,513.978,519.346,513.476,515.277,630287.0
2022-12-05,509.028,517.235,508.831,514.037,714111.0
2022-12-06,515.129,521.831,515.021,520.001,1380623.0
2022-12-07,520.197,526.319,519.814,521.477,1634326.0
2022-12-08,523.406,525.226,519.651,520.709,604502.0
2022-12-09,520.699,523.622,515.671,516.576,873250.0
2022-12-10,520.699,523.622,515.671,516.576,873250.0
2022-12-11,520.699,523.622,515.671,516.576,873250.0
2022-12-12,518.416,526.004,517.166,525.689,769513.0
2022-12-13,531.396,535.362,509.589,511.065,1059362.0
2022-12-14,512.876,514.795,506.558,511.882,874362.0
2022-12-15,507.935,507.965,497.858,500.889,1250238.0
2022-12-16,496.441,498.508,483.687,494.069,2903792.0
2022-12-17,496.441,498.508,483.687,494.069,2903792.0
2022-12-18,496.441,498.508,483.687,494.069,2903792.0
2022-12-19,493.745,499.462,491.225,494.896,783041.0
2022-12-20,497.11,498.075,491.885,496.628,674973.0
2022-12-21,499.895,503.153,487.387,502.72,721345.0
2022-12-22,503.822,505.928,496.8,501.952,652403.0
2022-12-23,501.893,506.745,498.213,506.115,710991.0
2022-12-24,501.893,506.745,498.213,506.115,710991.0
2022-12-25,501.893,506.745,498.213,506.115,710991.0
2022-12-26,501.893,506.745,498.213,506.115,710991.0
2022-12-27,508.585,511.734,505.406,506.036,641532.0
