,LPLA US Equity,LPLA US Equity,LPLA US Equity,LPLA US Equity,LPLA US Equity
2021-03-12,141.2466,142.2875,140.4119,140.8244,466277.0
2021-03-13,141.2466,142.2875,140.4119,140.8244,466277.0
2021-03-14,141.2466,142.2875,140.4119,140.8244,466277.0
2021-03-15,140.362,142.1326,138.3946,142.0835,322952.0
2021-03-16,141.4637,141.5523,137.1454,138.375,689600.0
2021-03-17,139.4373,141.2768,138.3455,141.0112,457294.0
2021-03-18,142.3982,143.6475,141.0899,141.8179,1260946.0
2021-03-19,142.4081,145.2803,141.2424,143.9033,881632.0
2021-03-20,142.4081,145.2803,141.2424,143.9033,881632.0
2021-03-21,142.4081,145.2803,141.2424,143.9033,881632.0
2021-03-22,143.6082,144.5132,141.5228,142.4179,495704.0
2021-03-23,141.2867,142.6392,133.9041,134.8435,834232.0
2021-03-24,134.5681,137.8733,132.886,132.9647,503855.0
2021-03-25,132.1777,136.978,130.053,136.6142,542380.0
2021-03-26,138.9455,139.6144,136.4076,139.398,485643.0
2021-03-27,138.9455,139.6144,136.4076,139.398,485643.0
2021-03-28,138.9455,139.6144,136.4076,139.398,485643.0
2021-03-29,137.2437,140.5489,135.601,138.8275,728595.0
2021-03-30,139.0931,142.0835,138.4635,139.2701,335402.0
2021-03-31,138.916,142.1031,138.8275,139.8407,484736.0
2021-04-01,139.7128,142.1523,138.8275,141.0899,430549.0
2021-04-02,139.7128,142.1523,138.8275,141.0899,430549.0
2021-04-03,139.7128,142.1523,138.8275,141.0899,430549.0
2021-04-04,139.7128,142.1523,138.8275,141.0899,430549.0
2021-04-05,143.2049,144.7689,142.0392,142.8114,373966.0
2021-04-06,141.6801,142.6835,140.7161,141.2178,323769.0
2021-04-07,142.0244,144.582,140.785,142.0146,340575.0
2021-04-08,142.1228,143.736,141.0014,143.5885,415611.0
2021-04-09,143.8836,144.405,142.4966,144.1295,323774.0
2021-04-10,143.8836,144.405,142.4966,144.1295,323774.0
2021-04-11,143.8836,144.405,142.4966,144.1295,323774.0
2021-04-12,144.4345,146.2838,143.6475,145.9002,448463.0
2021-04-13,145.8116,146.3428,142.3687,143.559,371105.0
2021-04-14,144.4738,146.8642,144.1197,145.4477,291683.0
2021-04-15,146.1264,146.1264,143.8639,145.1526,419424.0
2021-04-16,146.451,146.451,144.0213,145.1919,491546.0
2021-04-17,146.451,146.451,144.0213,145.1919,491546.0
2021-04-18,146.451,146.451,144.0213,145.1919,491546.0
2021-04-19,144.7296,145.1919,143.2688,143.9131,333809.0
2021-04-20,142.8999,142.8999,138.3897,139.1324,467472.0
2021-04-21,138.3061,141.4145,138.0602,141.1096,429262.0
2021-04-22,141.1096,143.8049,140.0325,141.3555,269136.0
2021-04-23,141.6506,146.5199,141.6506,146.1559,322910.0
2021-04-24,141.6506,146.5199,141.6506,146.1559,322910.0
2021-04-25,141.6506,146.5199,141.6506,146.1559,322910.0
2021-04-26,147.5527,148.2315,146.333,146.5592,319479.0
2021-04-27,146.1166,149.0578,146.1166,148.8512,451908.0
2021-04-28,148.2708,151.1924,147.4642,150.13,375848.0
2021-04-29,151.4973,152.9925,150.3071,152.3531,519419.0
2021-04-30,151.5563,157.1338,150.4858,154.1434,1343294.0
2021-05-01,151.5563,157.1338,150.4858,154.1434,1343294.0
2021-05-02,151.5563,157.1338,150.4858,154.1434,1343294.0
2021-05-03,153.0909,155.0091,150.4546,151.0252,686129.0
2021-05-04,150.2874,152.8351,147.2576,152.5892,670974.0
2021-05-05,153.8778,154.8074,151.5563,153.8287,346960.0
2021-05-06,154.2516,154.7287,150.1103,153.986,415379.0
2021-05-07,152.3039,155.5206,150.0218,153.4549,418591.0
2021-05-08,152.3039,155.5206,150.0218,153.4549,418591.0
2021-05-09,152.3039,155.5206,150.0218,153.4549,418591.0
2021-05-10,154.6943,154.8418,149.6775,149.7759,427516.0
2021-05-11,147.5527,147.9167,144.7788,145.9002,716500.0
2021-05-12,145.0247,147.5331,140.2538,140.8834,740507.0
2021-05-13,140.7161,145.005,140.7161,143.1065,411588.0
2021-05-14,144.4443,148.0298,143.4705,147.5232,453845.0
2021-05-15,144.4443,148.0298,143.4705,147.5232,453845.0
2021-05-16,144.4443,148.0298,143.4705,147.5232,453845.0
2021-05-17,146.3231,146.7068,144.2082,146.3428,208189.0
2021-05-18,146.0674,146.8347,143.8246,144.0016,311354.0
2021-05-19,141.2867,144.3115,139.7029,143.982,372823.0
2021-05-20,144.4246,146.8592,143.0081,146.333,331987.0
2021-05-21,145.5251,148.2347,145.4068,146.5892,462202.0
2021-05-22,145.5251,148.2347,145.4068,146.5892,462202.0
2021-05-23,145.5251,148.2347,145.4068,146.5892,462202.0
2021-05-24,147.2297,147.4613,145.5054,146.4119,302097.0
2021-05-25,147.8308,148.4318,144.3919,144.7072,398732.0
2021-05-26,144.3525,146.3823,142.6774,144.6383,467037.0
2021-05-27,146.1458,147.2888,143.9485,145.1014,466319.0
2021-05-28,145.6827,146.136,142.9533,145.7123,336812.0
2021-05-29,145.6827,146.136,142.9533,145.7123,336812.0
2021-05-30,145.6827,146.136,142.9533,145.7123,336812.0
2021-05-31,145.6827,146.136,142.9533,145.7123,336812.0
2021-06-01,147.279,147.3085,145.1112,145.6827,342764.0
2021-06-02,145.7615,146.2247,144.0569,144.5299,309436.0
2021-06-03,142.1158,144.9043,141.633,141.8891,699669.0
2021-06-04,141.495,143.2588,137.8,138.7755,1273606.0
2021-06-05,141.495,143.2588,137.8,138.7755,1273606.0
2021-06-06,141.495,143.2588,137.8,138.7755,1273606.0
2021-06-07,138.5291,143.8992,137.8443,139.7017,712219.0
2021-06-08,139.1893,140.1352,137.465,139.0021,512100.0
2021-06-09,138.2729,138.6671,135.6421,136.3614,743702.0
2021-06-10,138.1843,138.5291,135.0903,135.4746,600624.0
2021-06-11,136.2037,137.6128,135.8392,136.9821,387254.0
2021-06-12,136.2037,137.6128,135.8392,136.9821,387254.0
2021-06-13,136.2037,137.6128,135.8392,136.9821,387254.0
2021-06-14,136.3515,139.4948,135.4141,136.0658,603532.0
2021-06-15,136.6865,137.1792,135.0016,136.2924,941307.0
2021-06-16,135.6618,139.5342,134.2133,138.7558,684183.0
2021-06-17,140.1747,140.4205,135.3859,137.2088,881312.0
2021-06-18,135.8392,136.7555,132.4988,132.6368,1123469.0
2021-06-19,135.8392,136.7555,132.4988,132.6368,1123469.0
2021-06-20,135.8392,136.7555,132.4988,132.6368,1123469.0
2021-06-21,133.9177,138.7163,133.4054,138.47,615393.0
2021-06-22,138.3912,138.47,135.5928,135.6322,761764.0
2021-06-23,134.5878,136.8836,133.9867,136.588,814666.0
2021-06-24,136.7555,138.204,135.8884,137.2679,647168.0
2021-06-25,137.8295,140.7166,137.396,140.4801,2294516.0
2021-06-26,137.8295,140.7166,137.396,140.4801,2294516.0
2021-06-27,137.8295,140.7166,137.396,140.4801,2294516.0
2021-06-28,140.4801,140.8545,134.6814,135.1396,600328.0
2021-06-29,136.5782,136.8663,132.8486,133.5532,874093.0
2021-06-30,132.5481,133.9867,132.3708,133.0014,433874.0
2021-07-01,134.5779,139.2484,134.4991,138.7656,759692.0
2021-07-02,138.4799,139.0317,135.7111,137.9379,655782.0
2021-07-03,138.4799,139.0317,135.7111,137.9379,655782.0
2021-07-04,138.4799,139.0317,135.7111,137.9379,655782.0
2021-07-05,138.4799,139.0317,135.7111,137.9379,655782.0
2021-07-06,137.5339,137.5339,133.6813,135.0312,853434.0
2021-07-07,134.2133,136.184,133.3561,135.11,331035.0
2021-07-08,131.7795,133.2773,130.1045,131.08,725541.0
2021-07-09,133.1492,135.8884,131.7303,135.849,504305.0
2021-07-10,133.1492,135.8884,131.7303,135.849,504305.0
2021-07-11,133.1492,135.8884,131.7303,135.849,504305.0
2021-07-12,135.0706,138.2532,134.6814,137.2975,485350.0
2021-07-13,137.1497,138.1449,134.5976,134.6863,311215.0
2021-07-14,134.7356,136.0953,130.607,133.0211,905053.0
2021-07-15,131.7697,134.036,131.0307,132.7353,393886.0
2021-07-16,133.6911,133.6911,130.0306,130.3508,361888.0
2021-07-17,133.6911,133.6911,130.0306,130.3508,361888.0
2021-07-18,133.6911,133.6911,130.0306,130.3508,361888.0
2021-07-19,127.3061,127.9761,125.1679,125.7098,644266.0
2021-07-20,126.0646,132.6269,126.0646,131.9766,779881.0
2021-07-21,133.6418,137.0117,133.3955,136.6471,459840.0
2021-07-22,136.253,136.2826,133.6172,134.706,332120.0
2021-07-23,135.6322,137.4354,135.6322,136.9821,462998.0
2021-07-24,135.6322,137.4354,135.6322,136.9821,462998.0
2021-07-25,135.6322,137.4354,135.6322,136.9821,462998.0
2021-07-26,136.8442,138.47,136.4993,137.2778,300726.0
2021-07-27,135.9377,137.6324,134.6173,137.1004,389737.0
2021-07-28,137.8394,138.9331,136.184,138.2631,379369.0
2021-07-29,139.6032,142.1059,138.4053,141.8399,526199.0
2021-07-30,142.8745,145.2295,138.5488,138.9725,773539.0
2021-07-31,142.8745,145.2295,138.5488,138.9725,773539.0
2021-08-01,142.8745,145.2295,138.5488,138.9725,773539.0
2021-08-02,140.3717,142.6626,135.9377,136.2924,852548.0
2021-08-03,136.992,136.992,132.9915,134.9425,424489.0
2021-08-04,133.8882,135.2578,133.0605,134.2922,380837.0
2021-08-05,134.8045,139.6426,134.2922,139.2287,449316.0
2021-08-06,141.2979,142.7267,139.8692,142.7267,430009.0
2021-08-07,141.2979,142.7267,139.8692,142.7267,430009.0
2021-08-08,141.2979,142.7267,139.8692,142.7267,430009.0
2021-08-09,142.6084,144.2556,141.4852,143.1602,285874.0
2021-08-10,141.5344,145.2048,141.4953,143.1898,361386.0
2021-08-11,143.2686,144.8156,142.1995,144.52,410051.0
2021-08-12,144.6384,146.7407,143.9277,146.267,371397.0
2021-08-13,146.2077,146.2966,144.2041,144.4903,324160.0
2021-08-14,146.2077,146.2966,144.2041,144.4903,324160.0
2021-08-15,146.2077,146.2966,144.2041,144.4903,324160.0
2021-08-16,142.1116,143.8093,140.7594,143.1282,241902.0
2021-08-17,142.082,142.082,139.1209,140.71,586701.0
2021-08-18,139.6638,141.6378,138.6866,139.802,460682.0
2021-08-19,137.5713,139.3973,135.8045,137.6601,357634.0
2021-08-20,137.4331,141.5786,137.4331,140.71,312609.0
2021-08-21,137.4331,141.5786,137.4331,140.71,312609.0
2021-08-22,137.4331,141.5786,137.4331,140.71,312609.0
2021-08-23,141.4996,143.6711,141.396,142.8124,399398.0
2021-08-24,142.6939,144.8457,141.5983,144.0856,245717.0
2021-08-25,144.0067,147.8265,144.0067,146.4446,281839.0
2021-08-26,146.8493,147.4119,145.4576,145.5662,261999.0
2021-08-27,145.6353,149.4649,145.6353,148.9319,240845.0
2021-08-28,145.6353,149.4649,145.6353,148.9319,240845.0
2021-08-29,145.6353,149.4649,145.6353,148.9319,240845.0
2021-08-30,149.5044,149.7018,145.7438,146.4742,351579.0
2021-08-31,146.6618,147.8561,145.5859,145.9314,248866.0
2021-09-01,145.9215,148.0239,144.2929,147.3527,315606.0
2021-09-02,147.9153,149.3465,147.0763,148.0831,264287.0
2021-09-03,148.0436,149.1886,146.5729,147.8462,241629.0
2021-09-04,148.0436,149.1886,146.5729,147.8462,241629.0
2021-09-05,148.0436,149.1886,146.5729,147.8462,241629.0
2021-09-06,148.0436,149.1886,146.5729,147.8462,241629.0
2021-09-07,147.8363,148.9714,145.5168,145.7735,278265.0
2021-09-08,145.1615,146.0192,144.0166,144.4114,196558.0
2021-09-09,143.7797,145.9067,143.528,144.3028,228851.0
2021-09-10,144.668,145.3077,141.4009,142.2004,226837.0
2021-09-11,144.668,145.3077,141.4009,142.2004,226837.0
2021-09-12,144.668,145.3077,141.4009,142.2004,226837.0
2021-09-13,144.3423,144.3423,141.4503,143.1085,254555.0
2021-09-14,143.3355,143.8685,140.6163,141.1443,212809.0
2021-09-15,141.2331,144.2732,140.7495,143.7007,231847.0
2021-09-16,143.7599,145.0825,142.1116,142.3485,225469.0
2021-09-17,142.4274,146.415,141.2924,144.9049,1184360.0
2021-09-18,142.4274,146.415,141.2924,144.9049,1184360.0
2021-09-19,142.4274,146.415,141.2924,144.9049,1184360.0
2021-09-20,142.4274,142.9703,138.0204,140.7298,516494.0
2021-09-21,141.6181,142.1955,138.5495,140.6212,344274.0
2021-09-22,141.6378,146.7013,140.3053,145.5168,479091.0
2021-09-23,146.6914,151.6956,145.8623,151.3107,453906.0
2021-09-24,151.0738,156.0977,150.0029,153.6203,912191.0
2021-09-25,151.0738,156.0977,150.0029,153.6203,912191.0
2021-09-26,151.0738,156.0977,150.0029,153.6203,912191.0
2021-09-27,154.4099,159.3944,154.1138,159.039,698793.0
2021-09-28,158.2297,159.7694,155.8016,155.9595,949307.0
2021-09-29,156.6208,158.0619,154.3704,157.1538,423860.0
2021-09-30,157.5388,158.9403,154.6961,154.7258,515213.0
2021-10-01,154.3704,159.572,154.3704,158.1014,715544.0
2021-10-02,154.3704,159.572,154.3704,158.1014,715544.0
2021-10-03,154.3704,159.572,154.3704,158.1014,715544.0
2021-10-04,157.1144,160.6335,154.8097,155.6437,833733.0
2021-10-05,156.2853,160.2728,155.9052,159.9274,1057885.0
2021-10-06,157.8645,160.6084,156.6998,160.2037,496505.0
2021-10-07,162.0692,164.4973,161.9261,162.2173,649353.0
2021-10-08,161.5954,165.5731,153.5117,165.0796,583485.0
2021-10-09,161.5954,165.5731,153.5117,165.0796,583485.0
2021-10-10,161.5954,165.5731,153.5117,165.0796,583485.0
2021-10-11,165.9877,166.7674,164.7144,164.902,430836.0
2021-10-12,164.7835,165.845,163.6583,164.6651,516230.0
2021-10-13,164.9612,165.4547,163.076,164.7539,391059.0
2021-10-14,166.5404,167.8926,165.2622,167.7841,418606.0
2021-10-15,168.929,171.0955,168.0802,170.2615,683137.0
2021-10-16,168.929,171.0955,168.0802,170.2615,683137.0
2021-10-17,168.929,171.0955,168.0802,170.2615,683137.0
2021-10-18,170.4392,170.6119,168.9981,170.2319,604909.0
2021-10-19,171.2979,171.594,169.1955,171.4558,379911.0
2021-10-20,171.2387,173.035,169.5435,172.0974,305222.0
2021-10-21,172.0974,173.0943,170.5379,171.0807,341628.0
2021-10-22,171.1696,172.7488,170.4984,172.6304,680742.0
2021-10-23,171.1696,172.7488,170.4984,172.6304,680742.0
2021-10-24,171.1696,172.7488,170.4984,172.6304,680742.0
2021-10-25,173.114,173.9332,171.4657,172.354,483277.0
2021-10-26,173.193,174.6636,171.7519,172.7488,618113.0
2021-10-27,172.1467,173.6963,169.4176,169.847,612739.0
2021-10-28,170.1036,172.6106,168.9389,172.4626,613404.0
2021-10-29,164.3788,167.7939,160.9045,161.8915,1020453.0
2021-10-30,164.3788,167.7939,160.9045,161.8915,1020453.0
2021-10-31,164.3788,167.7939,160.9045,161.8915,1020453.0
2021-11-01,164.3295,165.5633,161.1414,164.517,558618.0
2021-11-02,165.8594,168.929,164.6848,167.8828,324424.0
2021-11-03,167.8038,171.5545,167.5867,170.7649,452222.0
2021-11-04,170.755,170.755,165.0648,167.9519,483174.0
2021-11-05,169.6298,170.755,164.9118,166.0272,349471.0
2021-11-06,169.6298,170.755,164.9118,166.0272,349471.0
2021-11-07,169.6298,170.755,164.9118,166.0272,349471.0
2021-11-08,167.2511,168.2875,164.0926,164.8921,317061.0
2021-11-09,163.0534,165.5345,160.6415,162.0847,404736.0
2021-11-10,161.2741,163.4043,161.2741,161.7189,397660.0
2021-11-11,162.055,164.4324,161.7486,162.5295,289404.0
2021-11-12,162.5295,163.518,161.8375,163.0237,263023.0
2021-11-13,162.5295,163.518,161.8375,163.0237,263023.0
2021-11-14,162.5295,163.518,161.8375,163.0237,263023.0
2021-11-15,163.9233,166.1771,163.8936,164.981,296539.0
2021-11-16,165.5642,167.986,162.3269,165.9497,308529.0
2021-11-17,166.355,166.355,163.5873,164.6647,324128.0
2021-11-18,165.3072,166.7207,162.7272,164.635,201606.0
2021-11-19,163.0929,163.6762,160.7897,162.2033,361739.0
2021-11-20,163.0929,163.6762,160.7897,162.2033,361739.0
2021-11-21,163.0929,163.6762,160.7897,162.2033,361739.0
2021-11-22,164.6844,166.9086,161.6201,163.518,381398.0
2021-11-23,163.8837,168.7867,163.8837,168.5396,384537.0
2021-11-24,167.4028,170.9219,166.9778,170.0125,372465.0
2021-11-25,167.4028,170.9219,166.9778,170.0125,372465.0
2021-11-26,163.1028,163.7355,157.6166,157.9626,335903.0
2021-11-27,163.1028,163.7355,157.6166,157.9626,335903.0
2021-11-28,163.1028,163.7355,157.6166,157.9626,335903.0
2021-11-29,161.3927,163.4142,159.8012,160.7403,411590.0
2021-11-30,158.6051,159.9792,155.2146,155.7978,462843.0
2021-12-01,160.3153,161.3532,152.8026,152.9509,405201.0
2021-12-02,153.8109,160.6761,153.4452,159.5245,353007.0
2021-12-03,160.1373,161.7486,154.3744,156.1141,495571.0
2021-12-04,160.1373,161.7486,154.3744,156.1141,495571.0
2021-12-05,160.1373,161.7486,154.3744,156.1141,495571.0
2021-12-06,157.4288,161.8277,155.7879,158.9511,382908.0
2021-12-07,160.938,165.2627,159.0994,162.3219,405325.0
2021-12-08,163.1621,164.8525,159.7254,162.4801,377372.0
2021-12-09,161.0072,162.92,159.5146,159.5146,285491.0
2021-12-10,160.1966,162.0748,156.8555,158.4272,266759.0
2021-12-11,160.1966,162.0748,156.8555,158.4272,266759.0
2021-12-12,160.1966,162.0748,156.8555,158.4272,266759.0
2021-12-13,158.1603,158.1603,154.6017,155.1355,303102.0
2021-12-14,154.4238,158.017,154.3447,157.7155,627267.0
2021-12-15,158.6051,162.06,155.4518,161.4817,453062.0
2021-12-16,163.5773,164.4867,158.1158,159.5936,442060.0
2021-12-17,158.0022,158.0022,153.5539,155.4914,646206.0
2021-12-18,158.0022,158.0022,153.5539,155.4914,646206.0
2021-12-19,158.0022,158.0022,153.5539,155.4914,646206.0
2021-12-20,152.1403,152.4517,148.384,150.8948,456707.0
2021-12-21,151.9624,157.2806,151.9624,156.4304,385582.0
2021-12-22,156.5985,160.1274,155.6495,158.9907,277182.0
2021-12-23,160.2164,162.0204,159.7024,160.7601,236263.0
2021-12-24,160.2164,162.0204,159.7024,160.7601,236263.0
2021-12-25,160.2164,162.0204,159.7024,160.7601,236263.0
2021-12-26,160.2164,162.0204,159.7024,160.7601,236263.0
2021-12-27,160.8095,162.0847,159.5936,160.681,298602.0
2021-12-28,160.9479,161.2543,159.1093,159.4256,213068.0
2021-12-29,159.9495,161.7585,158.19,159.1093,253724.0
2021-12-30,160.0484,161.7585,159.732,160.0088,193768.0
2021-12-31,159.0005,160.2164,158.2246,158.2493,161964.0
2022-01-01,159.0005,160.2164,158.2246,158.2493,161964.0
2022-01-02,159.0005,160.2164,158.2246,158.2493,161964.0
2022-01-03,158.8028,161.4323,157.844,160.9281,507705.0
2022-01-04,163.4785,170.2497,163.4785,167.126,593166.0
2022-01-05,166.4044,168.2035,165.8113,167.1557,972280.0
2022-01-06,169.7357,173.6403,167.5214,172.0092,595156.0
2022-01-07,172.8989,176.0324,169.103,175.3701,703803.0
2022-01-08,172.8989,176.0324,169.103,175.3701,703803.0
2022-01-09,172.8989,176.0324,169.103,175.3701,703803.0
2022-01-10,175.212,177.8019,172.2366,177.5053,1002342.0
2022-01-11,177.9304,179.8283,176.6947,177.1989,809300.0
2022-01-12,177.4163,179.6108,174.3026,176.9616,488833.0
2022-01-13,176.9419,179.769,173.492,173.7292,606790.0
2022-01-14,165.5593,173.8577,165.5593,173.7589,563174.0
2022-01-15,165.5593,173.8577,165.5593,173.7589,563174.0
2022-01-16,165.5593,173.8577,165.5593,173.7589,563174.0
2022-01-17,165.5593,173.8577,165.5593,173.7589,563174.0
2022-01-18,172.2069,173.1065,165.9893,167.1557,619642.0
2022-01-19,167.8575,168.3221,162.0155,162.5493,506072.0
2022-01-20,163.5971,166.9184,162.5789,163.1819,446763.0
2022-01-21,161.284,163.0831,157.676,158.19,532043.0
2022-01-22,161.284,163.0831,157.676,158.19,532043.0
2022-01-23,161.284,163.0831,157.676,158.19,532043.0
2022-01-24,154.236,158.4173,149.7679,157.8638,912302.0
2022-01-25,154.7599,160.0632,151.9723,157.9132,670133.0
2022-01-26,161.1159,164.9513,158.1109,160.9578,691201.0
2022-01-27,162.6975,167.561,160.3499,160.9578,555615.0
2022-01-28,160.1966,164.4966,157.1422,164.4077,438779.0
2022-01-29,160.1966,164.4966,157.1422,164.4077,438779.0
2022-01-30,160.1966,164.4966,157.1422,164.4077,438779.0
2022-01-31,163.6267,170.5957,163.6267,170.3387,620307.0
2022-02-01,170.8823,175.469,170.0372,175.3207,493242.0
2022-02-02,175.7557,175.9534,172.7407,174.1839,626506.0
2022-02-03,172.8445,175.3207,169.6961,170.9614,680455.0
2022-02-04,172.8396,182.428,172.8396,179.1561,1281065.0
2022-02-05,172.8396,182.428,172.8396,179.1561,1281065.0
2022-02-06,172.8396,182.428,172.8396,179.1561,1281065.0
2022-02-07,181.1232,181.1529,177.5251,177.8117,610813.0
2022-02-08,178.8892,188.1515,178.8497,187.3706,925006.0
2022-02-09,189.6243,190.8402,186.8368,188.5765,754632.0
2022-02-10,187.845,194.0281,186.8674,187.2717,787180.0
2022-02-11,186.2733,189.3031,183.3968,184.929,774635.0
2022-02-12,186.2733,189.3031,183.3968,184.929,774635.0
2022-02-13,186.2733,189.3031,183.3968,184.929,774635.0
2022-02-14,184.0393,186.0212,180.8168,181.4791,553908.0
2022-02-15,184.4841,187.153,184.0788,185.3738,665703.0
2022-02-16,184.3457,187.3211,182.3885,186.9554,598398.0
2022-02-17,185.3441,185.7494,180.0458,180.4807,645606.0
2022-02-18,180.1644,181.5779,177.7524,179.077,423879.0
2022-02-19,180.1644,181.5779,177.7524,179.077,423879.0
2022-02-20,180.1644,181.5779,177.7524,179.077,423879.0
2022-02-21,180.1644,181.5779,177.7524,179.077,423879.0
2022-02-22,177.0605,182.0524,176.3092,179.6009,634746.0
2022-02-23,181.1924,183.209,176.5366,176.9715,707818.0
2022-02-24,168.5099,175.6865,164.6647,174.7968,775716.0
2022-02-25,176.0621,181.8102,175.9632,180.629,637645.0
2022-02-26,176.0621,181.8102,175.9632,180.629,637645.0
2022-02-27,176.0621,181.8102,175.9632,180.629,637645.0
2022-02-28,175.726,180.54,175.1423,178.8694,618032.0
2022-03-01,177.1198,177.9056,162.0303,163.3994,1023063.0
2022-03-02,165.3665,171.1888,163.9134,169.8444,688178.0
2022-03-03,169.8444,170.744,165.7026,166.2463,369088.0
2022-03-04,162.3219,162.6778,154.0877,155.3035,717648.0
2022-03-05,162.3219,162.6778,154.0877,155.3035,717648.0
2022-03-06,162.3219,162.6778,154.0877,155.3035,717648.0
2022-03-07,153.3068,155.0367,141.8303,142.0181,1136433.0
2022-03-08,142.9077,148.987,139.0328,143.6096,702076.0
2022-03-09,151.9031,154.8093,148.6707,153.0498,583938.0
2022-03-10,150.7367,156.4996,148.3247,155.6495,728656.0
2022-03-11,159.9199,160.9677,154.75,155.007,507708.0
2022-03-12,159.9199,160.9677,154.75,155.007,507708.0
2022-03-13,159.9199,160.9677,154.75,155.007,507708.0
2022-03-14,157.1554,163.086,150.0269,158.7495,596685.0
2022-03-15,159.9475,162.0662,157.2247,161.4227,529746.0
2022-03-16,164.3731,172.769,163.8187,172.7393,711992.0
2022-03-17,170.6304,175.4818,169.0562,175.1947,441210.0
2022-03-18,175.363,180.1946,169.1403,179.2144,847939.0
2022-03-19,175.363,180.1946,169.1403,179.2144,847939.0
2022-03-20,175.363,180.1946,169.1403,179.2144,847939.0
2022-03-21,180.0659,183.0757,176.6897,178.1847,428621.0
2022-03-22,181.3431,186.5806,179.6451,184.5311,608751.0
2022-03-23,179.7491,185.7093,179.7491,182.046,786471.0
2022-03-24,182.3332,186.8677,181.5164,186.4717,686341.0
2022-03-25,186.1351,187.8974,183.8084,185.739,434973.0
2022-03-26,186.1351,187.8974,183.8084,185.739,434973.0
2022-03-27,186.1351,187.8974,183.8084,185.739,434973.0
2022-03-28,184.4618,186.5311,181.749,184.8579,394189.0
2022-03-29,186.9469,189.0855,183.5411,183.6995,631750.0
2022-03-30,184.8678,185.3876,181.8381,183.8579,670307.0
2022-03-31,182.749,186.9073,180.8678,180.8678,803506.0
2022-04-01,180.8678,183.2638,180.4916,181.5609,735858.0
2022-04-02,180.8678,183.2638,180.4916,181.5609,735858.0
2022-04-03,180.8678,183.2638,180.4916,181.5609,735858.0
2022-04-04,182.0163,184.3529,180.8183,182.5609,722164.0
2022-04-05,180.8282,187.1549,179.8679,184.5509,731906.0
2022-04-06,182.353,183.7539,178.7392,182.5114,1022102.0
2022-04-07,185.1945,188.1053,180.1649,186.6697,1469182.0
2022-04-08,187.3826,194.2537,186.8875,193.0458,1378357.0
2022-04-09,187.3826,194.2537,186.8875,193.0458,1378357.0
2022-04-10,187.3826,194.2537,186.8875,193.0458,1378357.0
2022-04-11,193.3528,198.719,192.4419,198.3329,2045690.0
2022-04-12,198.7586,201.9269,198.1348,199.0457,1900424.0
2022-04-13,199.0655,212.3227,198.8972,211.1643,1699674.0
2022-04-14,210.8871,213.9859,209.9069,213.1049,1865579.0
2022-04-15,210.8871,213.9859,209.9069,213.1049,1865579.0
2022-04-16,210.8871,213.9859,209.9069,213.1049,1865579.0
2022-04-17,210.8871,213.9859,209.9069,213.1049,1865579.0
2022-04-18,211.1049,211.9564,204.0991,210.9069,1379799.0
2022-04-19,210.9564,216.9266,210.9564,216.3523,1077663.0
2022-04-20,217.0949,218.1618,209.8178,215.7385,1448136.0
2022-04-21,217.877,218.6097,198.0061,199.9566,1625941.0
2022-04-22,198.5507,199.9269,193.2389,193.6894,852018.0
2022-04-23,198.5507,199.9269,193.2389,193.6894,852018.0
2022-04-24,198.5507,199.9269,193.2389,193.6894,852018.0
2022-04-25,191.4815,194.724,189.5013,194.5508,803253.0
2022-04-26,192.7884,193.2141,186.2935,186.6202,727729.0
2022-04-27,185.442,191.5904,184.3385,188.3826,892635.0
2022-04-28,191.7983,193.1597,183.2638,191.3132,1285875.0
2022-04-29,188.1152,195.6299,185.6796,186.0064,1969925.0
2022-04-30,188.1152,195.6299,185.6796,186.0064,1969925.0
2022-05-01,188.1152,195.6299,185.6796,186.0064,1969925.0
2022-05-02,185.9074,189.7786,183.0856,188.6103,867837.0
2022-05-03,189.0657,191.8478,186.8677,189.2142,745496.0
2022-05-04,190.1152,192.3726,183.1846,191.8478,776450.0
2022-05-05,188.2736,190.1647,180.2936,182.6104,602318.0
2022-05-06,181.0956,181.8678,174.1848,177.4125,706447.0
2022-05-07,181.0956,181.8678,174.1848,177.4125,706447.0
2022-05-08,181.0956,181.8678,174.1848,177.4125,706447.0
2022-05-09,173.8482,173.8977,164.3929,165.8186,1669482.0
2022-05-10,168.5612,172.7591,163.8286,170.5314,1005629.0
2022-05-11,169.6403,177.056,169.0562,170.8482,811849.0
2022-05-12,169.6007,173.0066,165.1751,168.8087,674975.0
2022-05-13,173.0957,176.9768,171.67,172.6403,803954.0
2022-05-14,173.0957,176.9768,171.67,172.6403,803954.0
2022-05-15,173.0957,176.9768,171.67,172.6403,803954.0
2022-05-16,172.4324,173.3531,168.1057,168.9275,575884.0
2022-05-17,172.3433,176.4917,171.6007,176.2937,721726.0
2022-05-18,173.6106,175.6006,169.0859,170.7096,946278.0
2022-05-19,167.9374,174.363,167.7097,172.0561,993320.0
2022-05-20,175.3432,178.1229,170.2047,175.0858,947587.0
2022-05-21,175.3432,178.1229,170.2047,175.0858,947587.0
2022-05-22,175.3432,178.1229,170.2047,175.0858,947587.0
2022-05-23,176.5511,184.6203,176.3234,181.8579,983922.0
2022-05-24,180.5708,183.2539,175.5016,182.1153,972610.0
2022-05-25,180.5015,187.4222,179.1105,186.442,1097476.0
