,9993232D US Equity,9993232D US Equity,9993232D US Equity,9993232D US Equity,9993232D US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-01-01,34.2527,34.6787,33.809,34.2439,2598490.0
2019-01-02,33.6493,34.9715,33.4186,34.6787,3472854.0
2019-01-03,34.2616,34.2616,32.3626,32.407,4428437.0
2019-01-04,32.9927,34.0753,32.7886,33.8445,3232888.0
2019-01-05,32.9927,34.0753,32.7886,33.8445,3232888.0
2019-01-06,32.9927,34.0753,32.7886,33.8445,3232888.0
2019-01-07,34.0486,34.9094,34.0087,34.7497,2855722.0
2019-01-08,35.007,35.1933,34.1019,34.7319,3008890.0
2019-01-09,34.8206,36.2316,34.8206,35.6193,3960997.0
2019-01-10,35.6193,36.2848,35.2111,36.0275,3019780.0
2019-01-11,36.0364,36.2671,35.3442,36.0896,2196919.0
2019-01-12,36.0364,36.2671,35.3442,36.0896,2196919.0
2019-01-13,36.0364,36.2671,35.3442,36.0896,2196919.0
2019-01-14,35.4951,35.9387,34.7497,35.6015,3899657.0
2019-01-15,35.779,35.9558,34.9893,35.1845,2408698.0
2019-01-16,35.1579,35.6459,35.078,35.2466,2002915.0
2019-01-17,34.8473,34.9005,33.3654,34.3681,4737995.0
2019-01-18,34.6787,35.7346,34.4657,35.6992,3961807.0
2019-01-19,34.6787,35.7346,34.4657,35.6992,3961807.0
2019-01-20,34.6787,35.7346,34.4657,35.6992,3961807.0
2019-01-21,34.6787,35.7346,34.4657,35.6992,3961807.0
2019-01-22,35.5838,35.6725,33.9865,34.1462,3677472.0
2019-01-23,34.448,35.0514,33.9155,34.3947,2812559.0
2019-01-24,34.7053,37.0835,34.6254,36.3558,5162073.0
2019-01-25,38.8227,41.0944,37.9797,38.7429,9455422.0
2019-01-26,38.8227,41.0944,37.9797,38.7429,9455422.0
2019-01-27,38.8227,41.0944,37.9797,38.7429,9455422.0
2019-01-28,37.9353,38.6186,37.5981,38.3879,3614694.0
2019-01-29,38.5299,38.6275,37.6957,37.9531,2688306.0
2019-01-30,38.6009,39.0534,37.9886,38.8138,2923934.0
2019-01-31,38.7251,39.4794,38.3347,39.293,4352285.0
2019-02-01,39.3995,40.3401,39.1422,40.1627,4487005.0
2019-02-02,39.3995,40.3401,39.1422,40.1627,4487005.0
2019-02-03,39.3995,40.3401,39.1422,40.1627,4487005.0
2019-02-04,39.9231,40.7217,39.1156,40.4289,6598725.0
2019-02-05,38.6009,41.2098,38.4802,40.0562,10650652.0
2019-02-06,40.1538,41.1255,40.0917,40.136,5192641.0
2019-02-07,39.8077,39.8964,39.0357,39.4528,4317416.0
2019-02-08,39.0357,39.9674,38.7876,39.9497,3189583.0
2019-02-09,39.0357,39.9674,38.7876,39.9497,3189583.0
2019-02-10,39.0357,39.9674,38.7876,39.9497,3189583.0
2019-02-11,40.2425,40.2603,38.9558,39.6214,2471252.0
2019-02-12,39.9852,40.5531,39.7988,40.278,3015419.0
2019-02-13,40.5087,40.8903,40.3579,40.5886,2672415.0
2019-02-14,40.4289,40.9081,40.278,40.6152,3338835.0
2019-02-15,40.9081,40.9081,40.4352,40.562,1953340.0
2019-02-16,40.9081,40.9081,40.4352,40.562,1953340.0
2019-02-17,40.9081,40.9081,40.4352,40.562,1953340.0
2019-02-18,40.9081,40.9081,40.4352,40.562,1953340.0
2019-02-19,40.7661,40.8903,40.4511,40.7217,2819269.0
2019-02-20,40.9258,41.1743,40.6862,40.7217,2277932.0
2019-02-21,40.6063,40.7394,39.9455,40.0295,2950216.0
2019-02-22,40.1627,41.7156,40.1183,41.7156,3043843.0
2019-02-23,40.1627,41.7156,40.1183,41.7156,3043843.0
2019-02-24,40.1627,41.7156,40.1183,41.7156,3043843.0
2019-02-25,42.4787,43.4193,42.3633,42.6384,3360154.0
2019-02-26,42.3722,42.7893,42.035,42.1326,3011670.0
2019-02-27,42.0261,42.1593,41.334,41.547,2397424.0
2019-02-28,41.4494,41.5736,39.9319,41.3162,3638893.0
2019-03-01,41.4405,41.9374,41.0367,41.1299,2634601.0
2019-03-02,41.4405,41.9374,41.0367,41.1299,2634601.0
2019-03-03,41.4405,41.9374,41.0367,41.1299,2634601.0
2019-03-04,41.2985,41.6978,40.8726,41.192,2673461.0
2019-03-05,41.2896,41.3251,40.9347,41.0767,2157607.0
2019-03-06,41.2186,41.2186,40.704,41.05,3449379.0
2019-03-07,40.9968,40.9968,39.8876,40.1005,3061132.0
2019-03-08,39.7012,41.1387,39.3995,41.0145,4290813.0
2019-03-09,39.7012,41.1387,39.3995,41.0145,4290813.0
2019-03-10,39.7012,41.1387,39.3995,41.0145,4290813.0
2019-03-11,41.334,43.193,41.0944,43.1531,4601013.0
2019-03-12,43.3395,43.7233,42.4876,42.6651,4013286.0
2019-03-13,43.0023,43.0023,42.075,42.3101,2685411.0
2019-03-14,42.2746,42.5586,41.6978,41.8753,2800158.0
2019-03-15,42.1415,42.8514,41.9729,42.3101,4855259.0
2019-03-16,42.1415,42.8514,41.9729,42.3101,4855259.0
2019-03-17,42.1415,42.8514,41.9729,42.3101,4855259.0
2019-03-18,42.4965,42.7715,42.0528,42.736,2694123.0
2019-03-19,42.9518,43.2215,42.4303,42.4933,2522025.0
2019-03-20,42.5292,42.79,41.4413,41.5492,3044706.0
2019-03-21,41.8729,44.4264,41.7919,44.0398,4866888.0
2019-03-22,43.7341,43.9499,42.1651,42.1965,3012806.0
2019-03-23,43.7341,43.9499,42.1651,42.1965,3012806.0
2019-03-24,43.7341,43.9499,42.1651,42.1965,3012806.0
2019-03-25,42.2415,42.799,41.5851,42.1066,2719765.0
2019-03-26,42.5742,42.8439,42.0797,42.4483,1672305.0
2019-03-27,42.4483,42.6551,40.9737,41.1985,2780961.0
2019-03-28,41.1086,41.8639,41.0097,41.3514,3827233.0
2019-03-29,41.738,43.1361,41.5851,43.0597,3713915.0
2019-03-30,41.738,43.1361,41.5851,43.0597,3713915.0
2019-03-31,41.738,43.1361,41.5851,43.0597,3713915.0
2019-04-01,43.4913,43.833,42.8709,43.5453,3868472.0
2019-04-02,43.5363,44.1657,43.4059,43.842,3055202.0
2019-04-03,44.3275,45.4694,44.3275,44.5972,3391949.0
2019-04-04,44.4264,44.6962,44.1207,44.2556,1731399.0
2019-04-05,44.5253,44.858,43.9244,44.2646,3401607.0
2019-04-06,44.5253,44.858,43.9244,44.2646,3401607.0
2019-04-07,44.5253,44.858,43.9244,44.2646,3401607.0
2019-04-08,44.6782,44.6782,43.9049,44.3904,2233407.0
2019-04-09,44.2825,44.3904,43.5992,43.9768,2593481.0
2019-04-10,43.9409,44.9569,43.7521,44.6962,2427078.0
2019-04-11,44.9119,45.0243,44.1926,44.4804,1914182.0
2019-04-12,44.849,45.2177,44.5613,44.6602,2059809.0
2019-04-13,44.849,45.2177,44.5613,44.6602,2059809.0
2019-04-14,44.849,45.2177,44.5613,44.6602,2059809.0
2019-04-15,44.7771,45.1817,44.1072,44.4084,2364802.0
2019-04-16,44.7051,45.5593,44.5523,45.5323,2854255.0
2019-04-17,46.0089,46.1078,44.8132,45.2177,1910856.0
2019-04-18,45.1187,45.4514,44.9367,45.4065,1736018.0
2019-04-19,45.1187,45.4514,44.9367,45.4065,1736018.0
2019-04-20,45.1187,45.4514,44.9367,45.4065,1736018.0
2019-04-21,45.1187,45.4514,44.9367,45.4065,1736018.0
2019-04-22,45.0019,45.0783,43.7341,44.0038,3397821.0
2019-04-23,44.0488,44.1567,43.298,43.3564,3273147.0
2019-04-24,43.3834,43.3834,42.1786,42.2505,3722765.0
2019-04-25,42.2325,42.5427,41.3334,41.4233,2597599.0
2019-04-26,39.8048,40.4882,39.0496,40.4522,3954296.0
2019-04-27,39.8048,40.4882,39.0496,40.4522,3954296.0
2019-04-28,39.8048,40.4882,39.0496,40.4522,3954296.0
2019-04-29,40.4522,40.9108,40.1016,40.4073,5327003.0
2019-04-30,42.4663,43.9049,41.4233,43.4463,7424453.0
2019-05-01,44.7231,44.7861,43.1227,43.4374,3950329.0
2019-05-02,43.851,44.1027,43.1811,43.5093,2314383.0
2019-05-03,44.1477,44.6422,43.5964,44.5972,2545822.0
2019-05-04,44.1477,44.6422,43.5964,44.5972,2545822.0
2019-05-05,44.1477,44.6422,43.5964,44.5972,2545822.0
2019-05-06,43.0507,44.5703,42.9338,44.3904,3265846.0
2019-05-07,43.851,44.3095,43.2395,43.6621,3642038.0
2019-05-08,43.5632,44.7546,43.3744,44.0937,3593506.0
2019-05-09,43.3474,43.5902,41.9583,42.772,4581416.0
2019-05-10,42.4303,42.817,41.4233,42.6191,3336553.0
2019-05-11,42.4303,42.817,41.4233,42.6191,3336553.0
2019-05-12,42.4303,42.817,41.4233,42.6191,3336553.0
2019-05-13,41.2165,41.3514,39.4092,39.598,6427199.0
2019-05-14,39.8768,40.5241,39.7869,40.1375,3121517.0
2019-05-15,39.8498,41.0322,39.7149,40.9917,1961353.0
2019-05-16,40.695,41.4008,40.5331,41.0726,1711767.0
2019-05-17,40.5511,41.2165,40.3893,40.659,2184792.0
2019-05-18,40.5511,41.2165,40.3893,40.659,2184792.0
2019-05-19,40.5511,41.2165,40.3893,40.659,2184792.0
2019-05-20,39.8138,40.5871,39.589,40.2095,2347510.0
2019-05-21,40.713,41.6301,40.695,41.5042,2398572.0
2019-05-22,40.9647,41.2255,40.0746,40.2005,2786001.0
2019-05-23,39.5621,39.7149,38.9237,39.3283,2704757.0
2019-05-24,39.5531,39.634,38.5829,38.8338,2346141.0
2019-05-25,39.5531,39.634,38.5829,38.8338,2346141.0
2019-05-26,39.5531,39.634,38.5829,38.8338,2346141.0
2019-05-27,39.5531,39.634,38.5829,38.8338,2346141.0
2019-05-28,39.0316,39.3912,38.3123,38.3303,3241802.0
2019-05-29,38.0605,39.5351,37.8807,39.3193,3884383.0
2019-05-30,39.4632,40.0656,39.0316,39.4901,3599004.0
2019-05-31,38.6989,38.8607,37.584,37.6289,3135876.0
2019-06-01,38.6989,38.8607,37.584,37.6289,3135876.0
2019-06-02,38.6989,38.8607,37.584,37.6289,3135876.0
2019-06-03,37.7368,38.4022,37.4311,38.2313,4126155.0
2019-06-04,38.6719,39.7734,38.645,39.7059,2960350.0
2019-06-05,39.9847,40.3173,38.8877,39.607,2591525.0
2019-06-06,39.625,40.1105,39.4542,39.9217,1618955.0
2019-06-07,39.8318,39.9037,39.0855,39.1665,3750740.0
2019-06-08,39.8318,39.9037,39.0855,39.1665,3750740.0
2019-06-09,39.8318,39.9037,39.0855,39.1665,3750740.0
2019-06-10,39.5351,40.5241,39.3463,39.5171,3099986.0
2019-06-11,40.2005,40.5736,39.2923,39.3733,2595212.0
2019-06-12,39.3463,39.688,39.0136,39.2384,2373369.0
2019-06-13,39.3373,40.1285,39.0675,40.0656,2718211.0
2019-06-14,39.625,39.8948,39.1665,39.7958,2314810.0
2019-06-15,39.625,39.8948,39.1665,39.7958,2314810.0
2019-06-16,39.625,39.8948,39.1665,39.7958,2314810.0
2019-06-17,39.4991,40.2814,38.6629,39.8858,3368403.0
2019-06-18,40.2141,41.8012,40.132,41.5275,3833872.0
2019-06-19,41.8832,41.9015,41.336,41.4454,1624704.0
2019-06-20,42.2025,42.467,41.5823,42.1295,2170309.0
2019-06-21,42.0201,42.7224,41.8741,42.3758,4533296.0
2019-06-22,42.0201,42.7224,41.8741,42.3758,4533296.0
2019-06-23,42.0201,42.7224,41.8741,42.3758,4533296.0
2019-06-24,42.467,43.3335,42.321,43.1602,2886570.0
2019-06-25,43.0963,43.3608,41.9471,42.1477,3278536.0
2019-06-26,43.0872,43.7165,42.8501,43.0963,3040036.0
2019-06-27,42.7953,42.9139,42.207,42.6129,2674901.0
2019-06-28,42.9048,43.4338,42.5582,42.9778,2322121.0
2019-06-29,42.9048,43.4338,42.5582,42.9778,2322121.0
2019-06-30,42.9048,43.4338,42.5582,42.9778,2322121.0
2019-07-01,44.4827,45.2306,42.9778,43.3335,3009599.0
2019-07-02,43.3335,43.3426,42.6859,43.2423,2157736.0
2019-07-03,43.2787,43.4885,43.0507,43.3517,748346.0
2019-07-04,43.2787,43.4885,43.0507,43.3517,748346.0
2019-07-05,43.0416,43.4976,42.7406,43.0963,1667264.0
2019-07-06,43.0416,43.4976,42.7406,43.0963,1667264.0
2019-07-07,43.0416,43.4976,42.7406,43.0963,1667264.0
2019-07-08,42.6038,42.8501,42.1204,42.4943,2135250.0
2019-07-09,42.239,42.4123,41.6142,41.9927,2643761.0
2019-07-10,42.6494,43.5022,42.5217,43.0872,3382260.0
2019-07-11,43.3608,43.3608,42.4214,42.5582,2088461.0
2019-07-12,42.6585,43.7257,42.6585,43.4338,3693770.0
