,AMAT US Equity,AMAT US Equity,AMAT US Equity,AMAT US Equity,AMAT US Equity
2020-03-01,52.1963,56.0395,52.0903,55.9817,14945271.0
2020-03-02,56.5404,57.9755,54.9029,57.9466,10795212.0
2020-03-03,57.7636,59.1218,55.4423,55.9046,14036618.0
2020-03-04,57.2531,58.4186,56.1262,58.2934,7925764.0
2020-03-05,56.4055,58.2163,56.1165,56.9545,9842549.0
2020-03-06,54.9029,56.3285,54.1805,55.6638,8958735.0
2020-03-07,54.9029,56.3285,54.1805,55.6638,8958735.0
2020-03-08,54.9029,56.3285,54.1805,55.6638,8958735.0
2020-03-09,50.8671,53.2943,50.0869,50.1543,10305890.0
2020-03-10,52.3986,54.1034,50.6311,54.1034,10107411.0
2020-03-11,52.283,52.9669,49.5186,50.5588,12977850.0
2020-03-12,46.9805,48.5072,43.4407,43.4504,18043724.0
2020-03-13,46.8794,49.3452,43.6815,49.0177,15539265.0
2020-03-14,46.8794,49.3452,43.6815,49.0177,15539265.0
2020-03-15,46.8794,49.3452,43.6815,49.0177,15539265.0
2020-03-16,42.4294,44.9819,38.9233,39.0389,13762985.0
2020-03-17,40.2236,44.375,38.3068,43.2096,16361231.0
2020-03-18,39.0774,40.2236,35.292,37.7385,18870019.0
2020-03-19,37.2569,40.5222,35.502,38.7114,13066570.0
2020-03-20,39.9635,41.6684,36.4093,36.5923,13967138.0
2020-03-21,39.9635,41.6684,36.4093,36.5923,13967138.0
2020-03-22,39.9635,41.6684,36.4093,36.5923,13967138.0
2020-03-23,37.2184,40.0117,36.5249,38.6921,15138428.0
2020-03-24,42.6124,44.5388,41.4469,43.4792,16338454.0
2020-03-25,43.277,46.4459,42.1566,43.0843,11550731.0
2020-03-26,44.5291,47.5729,43.6719,47.3899,11869403.0
2020-03-27,45.9451,46.3592,43.1903,43.3926,10624183.0
2020-03-28,45.9451,46.3592,43.1903,43.3926,10624183.0
2020-03-29,45.9451,46.3592,43.1903,43.3926,10624183.0
2020-03-30,43.7297,45.7621,43.6623,45.5598,7839167.0
2020-03-31,45.4346,45.5405,43.4889,44.1342,11068717.0
2020-04-01,42.2174,44.481,41.2542,41.7069,10665913.0
2020-04-02,40.9364,42.8243,40.58,41.6492,8764565.0
2020-04-03,41.8611,42.0152,40.0502,40.7245,9488550.0
2020-04-04,41.8611,42.0152,40.0502,40.7245,9488550.0
2020-04-05,41.8611,42.0152,40.0502,40.7245,9488550.0
2020-04-06,43.1903,44.7411,42.9976,44.4521,12046450.0
2020-04-07,46.234,47.1683,44.5966,45.8102,11962593.0
2020-04-08,46.8408,49.716,46.7301,49.5667,14428958.0
2020-04-09,50.0869,50.7996,46.889,47.7655,11659104.0
2020-04-10,50.0869,50.7996,46.889,47.7655,11659104.0
2020-04-11,50.0869,50.7996,46.889,47.7655,11659104.0
2020-04-12,50.0869,50.7996,46.889,47.7655,11659104.0
2020-04-13,47.4862,48.1315,46.5904,48.0449,5750047.0
2020-04-14,49.5186,50.896,49.2007,50.5396,8025517.0
2020-04-15,49.4222,49.4222,47.9148,48.5168,7206676.0
2020-04-16,49.9616,50.6359,48.931,50.3084,8878072.0
2020-04-17,51.6617,51.917,50.3469,51.2427,9367590.0
2020-04-18,51.6617,51.917,50.3469,51.2427,9367590.0
2020-04-19,51.6617,51.917,50.3469,51.2427,9367590.0
2020-04-20,50.1832,50.5588,48.748,48.7673,7041189.0
2020-04-21,48.0641,48.2086,46.4363,46.5519,9359637.0
2020-04-22,48.2568,50.501,47.9744,50.1928,7790213.0
2020-04-23,49.8461,50.2988,48.7287,49.0273,9048275.0
2020-04-24,49.3356,49.9713,48.0978,49.8364,7665048.0
2020-04-25,49.3356,49.9713,48.0978,49.8364,7665048.0
2020-04-26,49.3356,49.9713,48.0978,49.8364,7665048.0
2020-04-27,50.5685,50.7804,48.7865,49.1525,6587434.0
2020-04-28,50.0002,50.2024,48.4109,48.565,7759524.0
2020-04-29,49.9231,52.6345,49.5282,52.3408,8946250.0
2020-04-30,51.4835,51.8977,47.8137,47.8522,14456993.0
2020-05-01,46.3111,46.5808,44.664,45.1649,13583130.0
2020-05-02,46.3111,46.5808,44.664,45.1649,13583130.0
2020-05-03,46.3111,46.5808,44.664,45.1649,13583130.0
2020-05-04,44.847,45.8873,44.5195,45.8295,7798029.0
2020-05-05,47.0298,48.8829,46.7445,47.0528,8220563.0
2020-05-06,48.1508,49.2778,47.7174,48.642,8594562.0
2020-05-07,49.5667,49.8942,49.037,49.3645,6645646.0
2020-05-08,50.4818,51.9073,50.318,51.8303,8089548.0
2020-05-09,50.4818,51.9073,50.318,51.8303,8089548.0
2020-05-10,50.4818,51.9073,50.318,51.8303,8089548.0
2020-05-11,52.1351,52.4034,51.4065,52.0229,8211460.0
2020-05-12,52.3986,52.5816,50.3855,50.4047,7479010.0
2020-05-13,50.5685,50.9152,48.5457,49.5956,8696554.0
2020-05-14,48.8829,52.6394,47.833,52.4275,15838955.0
2020-05-15,51.2042,51.5028,49.2874,50.1254,20755933.0
2020-05-16,51.2042,51.5028,49.2874,50.1254,20755933.0
2020-05-17,51.2042,51.5028,49.2874,50.1254,20755933.0
2020-05-18,51.5606,52.6394,50.4818,52.36,11300624.0
2020-05-19,52.4949,54.8981,52.0422,53.4292,10535645.0
2020-05-20,54.638,56.2433,54.4639,55.0055,9824053.0
2020-05-21,54.9668,55.0442,53.0375,53.2068,7467173.0
2020-05-22,53.2068,53.3518,51.9496,52.5975,7121020.0
2020-05-23,53.2068,53.3518,51.9496,52.5975,7121020.0
2020-05-24,53.2068,53.3518,51.9496,52.5975,7121020.0
2020-05-25,53.2068,53.3518,51.9496,52.5975,7121020.0
2020-05-26,54.4543,54.8411,53.1487,53.3228,7757569.0
2020-05-27,53.7587,54.58,51.558,54.5413,9071585.0
2020-05-28,54.2705,54.8121,52.5589,52.8683,7239260.0
2020-05-29,53.1874,54.5171,52.6652,54.3285,10820226.0
2020-05-30,53.1874,54.5171,52.6652,54.3285,10820226.0
2020-05-31,53.1874,54.5171,52.6652,54.3285,10820226.0
2020-06-01,53.7967,54.6041,53.3712,53.8499,5377115.0
2020-06-02,54.1545,54.3672,52.9457,53.9514,6998693.0
2020-06-03,54.8217,56.3303,54.551,55.9048,8026744.0
2020-06-04,55.2762,57.249,55.2182,56.2143,7456860.0
2020-06-05,57.7422,59.0961,57.6552,58.2064,8349728.0
2020-06-06,57.7422,59.0961,57.6552,58.2064,8349728.0
2020-06-07,57.7422,59.0961,57.6552,58.2064,8349728.0
2020-06-08,57.955,58.4772,57.1426,57.9259,5528660.0
2020-06-09,57.0749,58.2741,56.9879,57.8196,6184250.0
2020-06-10,58.2161,58.5739,57.5004,57.8873,5319825.0
2020-06-11,56.34,56.6591,53.5259,53.5839,9386832.0
2020-06-12,55.6147,56.0982,53.1584,54.6863,8534153.0
2020-06-13,55.6147,56.0982,53.1584,54.6863,8534153.0
2020-06-14,55.6147,56.0982,53.1584,54.6863,8534153.0
2020-06-15,53.1101,55.3449,52.7232,55.1699,7222230.0
2020-06-16,57.0169,58.1488,55.9919,56.6108,9719139.0
2020-06-17,56.7945,58.4385,56.6108,58.0227,8338141.0
2020-06-18,57.6068,58.7189,57.6068,58.3901,5673980.0
2020-06-19,59.3765,60.2759,58.4191,58.9413,10086928.0
2020-06-20,59.3765,60.2759,58.4191,58.9413,10086928.0
2020-06-21,59.3765,60.2759,58.4191,58.9413,10086928.0
2020-06-22,58.5255,59.3634,57.6165,59.2508,5379935.0
2020-06-23,59.889,59.9374,58.4481,58.835,7264936.0
2020-06-24,58.3418,58.8833,57.2007,57.9936,7937250.0
2020-06-25,57.6358,58.0903,56.6746,58.0033,6298882.0
2020-06-26,57.6068,58.158,56.0982,56.456,12786506.0
2020-06-27,57.6068,58.158,56.0982,56.456,12786506.0
2020-06-28,57.6068,58.158,56.0982,56.456,12786506.0
2020-06-29,56.5141,57.1233,55.6631,57.1136,5035850.0
2020-06-30,57.1717,58.9317,57.1223,58.4578,6067624.0
2020-07-01,58.434,58.7769,57.5778,57.7132,5305213.0
2020-07-02,58.5062,59.6134,58.3514,58.9897,5596111.0
2020-07-03,58.5062,59.6134,58.3514,58.9897,5596111.0
2020-07-04,58.5062,59.6134,58.3514,58.9897,5596111.0
2020-07-05,58.5062,59.6134,58.3514,58.9897,5596111.0
2020-07-06,60.3339,61.6055,60.2372,61.3686,7776863.0
2020-07-07,61.2913,61.7264,59.9857,60.1308,5078196.0
2020-07-08,60.8271,61.0936,59.9761,60.7014,4045675.0
2020-07-09,61.0011,61.6007,60.1888,61.3976,6155929.0
2020-07-10,61.1946,61.3976,60.0003,60.5273,5899163.0
2020-07-11,61.1946,61.3976,60.0003,60.5273,5899163.0
2020-07-12,61.1946,61.3976,60.0003,60.5273,5899163.0
2020-07-13,60.9335,61.6781,59.3862,59.4829,6178740.0
2020-07-14,58.7963,60.566,58.0903,60.4789,6297457.0
2020-07-15,60.682,60.7691,59.2798,60.0534,5226458.0
2020-07-16,59.5796,60.5563,59.4732,60.2855,3934305.0
2020-07-17,60.7787,60.7787,59.9084,60.2469,4585216.0
2020-07-18,60.7787,60.7787,59.9084,60.2469,4585216.0
2020-07-19,60.7787,60.7787,59.9084,60.2469,4585216.0
2020-07-20,60.5466,61.7941,59.8407,61.6297,5017027.0
2020-07-21,62.0069,62.7031,61.1752,61.7071,5836686.0
2020-07-22,61.4847,62.4807,61.4266,62.1036,5027849.0
2020-07-23,62.21,63.177,61.1172,61.533,5351832.0
2020-07-24,58.3805,59.3282,57.6552,58.6222,11040982.0
2020-07-25,58.3805,59.3282,57.6552,58.6222,11040982.0
2020-07-26,58.3805,59.3282,57.6552,58.6222,11040982.0
2020-07-27,59.5989,60.9866,59.0961,60.9335,7194708.0
2020-07-28,60.4693,60.8754,59.86,60.2469,4565741.0
2020-07-29,60.6047,61.562,60.1211,61.1655,4621405.0
2020-07-30,61.1462,62.3067,60.9112,62.297,5525019.0
2020-07-31,62.6548,62.6548,61.0398,62.21,5901236.0
2020-08-01,62.6548,62.6548,61.0398,62.21,5901236.0
2020-08-02,62.6548,62.6548,61.0398,62.21,5901236.0
2020-08-03,62.6548,63.4284,62.5484,62.8675,5540739.0
2020-08-04,62.8579,63.0513,62.0649,62.7128,5190185.0
2020-08-05,62.7347,63.0996,62.297,62.7322,4574091.0
2020-08-06,61.7651,62.0552,60.537,61.5137,7395898.0
2020-08-07,61.591,62.8675,60.711,61.475,7124232.0
2020-08-08,61.591,62.8675,60.711,61.475,7124232.0
2020-08-09,61.591,62.8675,60.711,61.475,7124232.0
2020-08-10,61.5524,63.1286,61.5234,63.09,7386983.0
2020-08-11,63.1673,63.941,62.1132,62.3357,7608649.0
2020-08-12,62.8482,64.4728,62.5678,64.3084,6177867.0
2020-08-13,64.1731,64.4051,62.4807,62.9256,10684354.0
2020-08-14,65.1691,67.5964,64.3084,65.3915,23421915.0
2020-08-15,65.1691,67.5964,64.3084,65.3915,23421915.0
2020-08-16,65.1691,67.5964,64.3084,65.3915,23421915.0
2020-08-17,65.8557,65.9814,64.5695,64.7339,6883006.0
2020-08-18,65.1691,65.1691,63.8926,64.2407,6166721.0
2020-08-19,64.5901,64.7453,63.7362,63.9109,4979510.0
2020-08-20,62.7854,62.8921,61.3979,61.8927,8307751.0
2020-08-21,61.2233,61.3979,60.0784,60.4179,11150608.0
2020-08-22,61.2233,61.3979,60.0784,60.4179,11150608.0
2020-08-23,61.2233,61.3979,60.0784,60.4179,11150608.0
2020-08-24,61.4755,61.9024,60.8158,61.8442,8366548.0
2020-08-25,62.2032,62.7272,61.5434,62.145,5157230.0
2020-08-26,62.145,62.3488,61.6017,61.8636,5965129.0
2020-08-27,62.3779,62.3779,59.4671,60.1851,8917799.0
2020-08-28,60.2142,61.2233,60.1269,61.1942,5206045.0
2020-08-29,60.2142,61.2233,60.1269,61.1942,5206045.0
2020-08-30,60.2142,61.2233,60.1269,61.1942,5206045.0
2020-08-31,60.5829,60.7478,59.5917,59.7679,6454221.0
2020-09-01,60.1366,60.253,59.4089,60.0492,7922675.0
2020-09-02,60.6314,63.3578,60.515,63.1444,10802478.0
2020-09-03,62.2808,62.4555,59.2342,59.632,11012979.0
2020-09-04,59.3895,59.991,56.8084,59.1469,14688155.0
2020-09-05,59.3895,59.991,56.8084,59.1469,14688155.0
2020-09-06,59.3895,59.991,56.8084,59.1469,14688155.0
2020-09-07,59.3895,59.991,56.8084,59.1469,14688155.0
2020-09-08,55.3726,56.0712,53.6747,53.9754,20934765.0
2020-09-09,54.9263,55.2853,52.8887,53.5582,16267604.0
2020-09-10,53.9463,54.577,53.306,53.4806,10670524.0
2020-09-11,53.956,54.6352,53.0488,53.3642,9203264.0
2020-09-12,53.956,54.6352,53.0488,53.3642,9203264.0
2020-09-13,53.956,54.6352,53.0488,53.3642,9203264.0
2020-09-14,54.5576,55.4163,54.4509,54.7807,8495715.0
2020-09-15,55.5278,56.1585,54.8002,55.4987,7209788.0
2020-09-16,55.7801,56.4641,54.7031,54.7905,8340864.0
2020-09-17,53.1895,54.9457,53.0634,54.6643,7098656.0
2020-09-18,55.1009,55.1106,53.5534,54.48,11912995.0
2020-09-19,55.1009,55.1106,53.5534,54.48,11912995.0
2020-09-20,55.1009,55.1106,53.5534,54.48,11912995.0
2020-09-21,53.5679,55.654,52.5395,55.6152,8494306.0
2020-09-22,56.2361,56.3817,55.0233,56.1682,7629281.0
2020-09-23,56.372,57.1288,55.3144,55.5473,8831791.0
2020-09-24,55.2465,57.0706,55.0718,56.0712,6318534.0
2020-09-25,55.7801,56.6436,54.9651,56.4981,6542598.0
2020-09-26,55.7801,56.6436,54.9651,56.4981,6542598.0
2020-09-27,55.7801,56.6436,54.9651,56.4981,6542598.0
2020-09-28,56.5466,58.0699,56.5175,57.5945,8615960.0
2020-09-29,57.6153,58.458,57.3907,57.8759,5427837.0
2020-09-30,57.6624,58.393,57.2355,57.6818,9074380.0
2020-10-01,58.5745,59.2051,57.74,58.8461,7542796.0
2020-10-02,57.3325,57.8856,56.4593,56.4787,7103905.0
2020-10-03,57.3325,57.8856,56.4593,56.4787,7103905.0
2020-10-04,57.3325,57.8856,56.4593,56.4787,7103905.0
2020-10-05,57.1773,58.8267,57.0123,58.7976,6694647.0
2020-10-06,58.5356,60.3112,58.3804,58.6036,6947868.0
2020-10-07,59.6708,59.9522,59.1032,59.3021,5335383.0
2020-10-08,59.8649,60.8322,59.5447,60.7381,5411867.0
2020-10-09,61.4076,61.9121,61.1844,61.4076,6367103.0
2020-10-10,61.4076,61.9121,61.1844,61.4076,6367103.0
2020-10-11,61.4076,61.9121,61.1844,61.4076,6367103.0
2020-10-12,62.1547,63.1832,62.0771,62.7563,7021872.0
2020-10-13,63.2996,63.4743,62.2469,62.766,7189885.0
2020-10-14,62.9697,63.2414,61.5434,62.0771,5824029.0
2020-10-15,60.5441,61.7909,60.1754,61.6211,6397398.0
2020-10-16,61.8636,62.0286,60.5489,61.1262,6841070.0
2020-10-17,61.8636,62.0286,60.5489,61.1262,6841070.0
2020-10-18,61.8636,62.0286,60.5489,61.1262,6841070.0
2020-10-19,61.2912,61.7278,59.9756,60.2045,5757543.0
2020-10-20,60.806,61.1359,60.1754,60.4082,4479873.0
2020-10-21,60.5441,60.9904,60.0687,60.2627,6188889.0
2020-10-22,59.894,60.3015,59.0499,59.8649,6014586.0
2020-10-23,59.8649,60.3209,58.8558,59.1372,6520098.0
2020-10-24,59.8649,60.3209,58.8558,59.1372,6520098.0
2020-10-25,59.8649,60.3209,58.8558,59.1372,6520098.0
2020-10-26,58.5308,58.7006,56.9056,57.74,6715421.0
2020-10-27,58.002,58.2058,57.022,57.0803,4626324.0
2020-10-28,56.0615,56.4884,55.1786,55.6152,8976958.0
2020-10-29,55.5278,58.4386,55.2562,57.7303,6314380.0
2020-10-30,56.9929,57.5169,56.5272,57.4684,7338657.0
2020-10-31,56.9929,57.5169,56.5272,57.4684,7338657.0
2020-11-01,56.9929,57.5169,56.5272,57.4684,7338657.0
2020-11-02,58.1669,58.6763,57.7594,58.5356,7475407.0
2020-11-03,59.176,60.5829,59.176,59.991,9967589.0
2020-11-04,61.5531,63.2511,60.2821,62.9309,9808323.0
2020-11-05,64.037,67.9763,63.9497,67.8695,13118074.0
2020-11-06,66.8508,68.7525,66.3171,68.4323,8639662.0
2020-11-07,66.8508,68.7525,66.3171,68.4323,8639662.0
2020-11-08,66.8508,68.7525,66.3171,68.4323,8639662.0
2020-11-09,71.0229,73.6717,69.1406,69.1794,10154563.0
2020-11-10,68.8398,69.3637,67.0448,67.3262,8206498.0
2020-11-11,68.1152,69.5675,67.8064,69.0435,8071944.0
2020-11-12,68.7525,69.0338,67.365,67.724,8555129.0
2020-11-13,70.1205,71.7409,69.3783,70.6445,10182304.0
2020-11-14,70.1205,71.7409,69.3783,70.6445,10182304.0
2020-11-15,70.1205,71.7409,69.3783,70.6445,10182304.0
2020-11-16,70.7997,72.3133,70.4213,72.2648,8104390.0
2020-11-17,71.5662,72.3521,70.887,72.1581,5460128.0
2020-11-18,72.6835,74.6104,72.5862,73.6761,10667679.0
2020-11-19,73.2382,75.4278,72.5084,75.1748,8990081.0
2020-11-20,75.1261,76.4593,74.6201,74.6639,7609745.0
2020-11-21,75.1261,76.4593,74.6201,74.6639,7609745.0
2020-11-22,75.1261,76.4593,74.6201,74.6639,7609745.0
2020-11-23,74.904,78.4153,74.904,78.3375,8809829.0
2020-11-24,78.824,80.9065,77.6757,80.7216,9542024.0
2020-11-25,80.6681,80.7898,78.8922,78.9603,5518508.0
2020-11-26,80.6681,80.7898,78.8922,78.9603,5518508.0
2020-11-27,79.6123,81.2861,79.4858,80.4394,3098229.0
2020-11-28,79.6123,81.2861,79.4858,80.4394,3098229.0
2020-11-29,79.6123,81.2861,79.4858,80.4394,3098229.0
2020-11-30,79.7972,80.3713,78.5394,80.2643,7543095.0
2020-12-01,80.819,82.3468,80.6535,82.0062,7044074.0
2020-12-02,81.4418,83.2907,81.3639,82.9988,5272794.0
2020-12-03,83.4367,84.692,83.3832,83.787,4824985.0
2020-12-04,84.585,86.5313,84.3223,86.4534,6876859.0
2020-12-05,84.585,86.5313,84.3223,86.4534,6876859.0
2020-12-06,84.585,86.5313,84.3223,86.4534,6876859.0
2020-12-07,86.8719,87.0568,85.4633,86.7454,5524095.0
2020-12-08,86.8329,87.8353,86.648,87.339,4702966.0
2020-12-09,87.1589,87.6796,84.838,85.4608,7017779.0
2020-12-10,84.6628,86.2296,84.1374,85.5289,5731157.0
2020-12-11,84.7115,86.2101,84.2639,85.9279,5776367.0
2020-12-12,84.7115,86.2101,84.2639,85.9279,5776367.0
2020-12-13,84.7115,86.2101,84.2639,85.9279,5776367.0
2020-12-14,86.1219,88.0883,85.9474,86.1226,6425496.0
2020-12-15,87.4849,88.171,85.5873,86.0934,6180768.0
2020-12-16,85.9377,86.8524,84.9451,86.1712,5808136.0
2020-12-17,86.7308,86.8427,84.7894,85.1494,5559640.0
2020-12-18,85.3051,85.782,83.0441,83.7773,14603135.0
2020-12-19,85.3051,85.782,83.0441,83.7773,14603135.0
2020-12-20,85.3051,85.782,83.0441,83.7773,14603135.0
2020-12-21,82.1181,84.2055,81.5488,84.0887,5226564.0
2020-12-22,84.2249,84.2833,83.2421,83.3394,3901444.0
2020-12-23,83.9817,84.1763,81.7045,81.7726,4586080.0
2020-12-24,82.4636,83.0961,81.9381,83.0377,1409156.0
2020-12-25,82.4636,83.0961,81.9381,83.0377,1409156.0
2020-12-26,82.4636,83.0961,81.9381,83.0377,1409156.0
2020-12-27,82.4636,83.0961,81.9381,83.0377,1409156.0
2020-12-28,84.0464,84.4098,82.2884,82.5901,3018471.0
2020-12-29,82.736,82.8331,81.2861,82.0062,4518003.0
2020-12-30,83.0864,85.2175,82.8723,84.6434,6294301.0
2020-12-31,84.6531,84.7212,82.882,83.9817,5716036.0
2021-01-01,84.6531,84.7212,82.882,83.9817,5716036.0
2021-01-02,84.6531,84.7212,82.882,83.9817,5716036.0
2021-01-03,84.6531,84.7212,82.882,83.9817,5716036.0
2021-01-04,84.8964,86.9011,83.8357,84.5363,8449949.0
2021-01-05,84.079,87.2125,84.079,87.193,6987214.0
2021-01-06,85.9182,89.4312,85.9085,88.39,9817978.0
2021-01-07,89.6516,92.5062,89.5188,92.0198,8784052.0
2021-01-08,93.7033,95.1727,92.3311,92.9929,9059720.0
2021-01-09,93.7033,95.1727,92.3311,92.9929,9059720.0
2021-01-10,93.7033,95.1727,92.3311,92.9929,9059720.0
2021-01-11,92.0781,95.6593,91.65,95.3284,8359081.0
2021-01-12,95.8831,98.1602,95.562,97.3234,7186079.0
2021-01-13,97.7905,97.7905,95.3284,95.416,5309991.0
2021-01-14,100.0676,103.7363,99.9411,102.9578,11662982.0
2021-01-15,102.335,102.588,98.4327,100.3693,8981236.0
2021-01-16,102.335,102.588,98.4327,100.3693,8981236.0
2021-01-17,102.335,102.588,98.4327,100.3693,8981236.0
2021-01-18,102.335,102.588,98.4327,100.3693,8981236.0
2021-01-19,102.2766,106.6363,101.5857,106.2859,9362201.0
2021-01-20,107.152,107.8965,102.335,104.943,9925975.0
2021-01-21,106.1789,106.3443,103.4152,105.0695,7273779.0
2021-01-22,105.1505,106.8052,103.3957,103.4736,6207648.0
2021-01-23,105.1505,106.8052,103.3957,103.4736,6207648.0
2021-01-24,105.1505,106.8052,103.3957,103.4736,6207648.0
2021-01-25,104.6219,107.1423,104.1256,105.2155,8437795.0
2021-01-26,105.9262,105.9697,102.442,102.6951,6029762.0
2021-01-27,99.3572,101.2646,95.4452,95.9318,9782747.0
2021-01-28,98.4717,100.5736,97.2844,98.4327,7432989.0
2021-01-29,97.5374,97.7613,93.4892,94.0828,7943425.0
2021-01-30,97.5374,97.7613,93.4892,94.0828,7943425.0
2021-01-31,97.5374,97.7613,93.4892,94.0828,7943425.0
2021-02-01,96.5799,99.4059,95.0559,98.4911,9083609.0
2021-02-02,100.2233,101.1478,99.0361,100.8072,5108557.0
2021-02-03,101.5176,101.6052,97.1385,97.1871,5399162.0
2021-02-04,97.518,100.9434,97.518,100.4666,6356334.0
2021-02-05,102.0382,102.3739,97.9851,98.0045,6349259.0
2021-02-06,102.0382,102.3739,97.9851,98.0045,6349259.0
2021-02-07,102.0382,102.3739,97.9851,98.0045,6349259.0
2021-02-08,99.1139,103.3957,99.0263,103.3373,6621431.0
2021-02-09,103.3536,104.4759,101.9657,102.5491,5769176.0
2021-02-10,104.0672,105.2933,102.2085,103.0357,5001713.0
2021-02-11,104.5475,111.2295,104.4078,109.9644,12147082.0
2021-02-12,109.9644,114.6549,108.6896,113.565,8157465.0
2021-02-13,109.9644,114.6549,108.6896,113.565,8157465.0
2021-02-14,109.9644,114.6549,108.6896,113.565,8157465.0
2021-02-15,109.9644,114.6549,108.6896,113.565,8157465.0
2021-02-16,115.3264,117.8779,114.5284,115.1707,9260050.0
2021-02-17,113.3314,113.9153,109.0788,112.6016,7237096.0
2021-02-18,110.9375,112.5237,109.4194,110.3828,8239621.0
2021-02-19,118.3431,121.1555,115.7059,116.2509,21054135.0
2021-02-20,118.3431,121.1555,115.7059,116.2509,21054135.0
2021-02-21,118.3431,121.1555,115.7059,116.2509,21054135.0
2021-02-22,114.8009,116.6497,111.5409,112.1345,7850553.0
2021-02-23,109.8282,114.6354,107.7164,113.02,9387863.0
2021-02-24,112.1718,119.9424,111.5575,119.7376,10098078.0
2021-02-25,118.1387,118.1874,110.758,111.0798,11352792.0
2021-02-26,113.6147,117.2417,110.6021,115.2332,11626508.0
2021-02-27,113.6147,117.2417,110.6021,115.2332,11626508.0
2021-02-28,113.6147,117.2417,110.6021,115.2332,11626508.0
2021-03-01,118.1484,119.4159,116.4714,119.1916,7008040.0
2021-03-02,118.7919,118.8602,114.3021,114.5605,6505039.0
2021-03-03,115.321,116.8517,112.2205,112.552,7257143.0
2021-03-04,112.453,113.5757,104.4499,105.5321,12433371.0
2021-03-05,108.7983,111.4795,103.0069,110.6118,9962705.0
2021-03-06,108.7983,111.4795,103.0069,110.6118,9962705.0
2021-03-07,108.7983,111.4795,103.0069,110.6118,9962705.0
2021-03-08,109.9781,111.265,102.8607,103.0362,12091539.0
2021-03-09,107.5016,112.0743,106.6729,111.3625,12040811.0
2021-03-10,112.903,113.5855,109.7636,109.8611,8820310.0
2021-03-11,114.3265,114.9017,112.747,114.2582,7715517.0
2021-03-12,111.6843,113.5367,110.4948,111.4308,7426014.0
2021-03-13,111.6843,113.5367,110.4948,111.4308,7426014.0
2021-03-14,111.6843,113.5367,110.4948,111.4308,7426014.0
2021-03-15,111.7623,112.5423,110.2706,112.006,7068801.0
2021-03-16,114.1022,118.2375,113.995,115.5355,10383010.0
2021-03-17,113.2833,118.1094,112.0255,116.9004,8342614.0
2021-03-18,114.9115,115.8085,111.2553,111.421,9044761.0
2021-03-19,111.6453,114.1315,109.3346,111.9865,13044677.0
2021-03-20,111.6453,114.1315,109.3346,111.9865,13044677.0
2021-03-21,111.6453,114.1315,109.3346,111.9865,13044677.0
2021-03-22,114.6627,118.4409,114.0437,116.3447,11318720.0
2021-03-23,116.9004,117.1929,112.669,113.4685,8263821.0
2021-03-24,119.5816,122.6528,117.4074,118.0704,20252469.0
2021-03-25,115.789,117.4659,113.3125,116.7249,10381612.0
2021-03-26,116.6762,125.7533,116.1908,125.4218,14036994.0
2021-03-27,116.6762,125.7533,116.1908,125.4218,14036994.0
2021-03-28,116.6762,125.7533,116.1908,125.4218,14036994.0
2021-03-29,123.8618,124.6321,120.3811,122.5651,10539574.0
2021-03-30,121.7656,124.7003,120.7594,123.5888,7970891.0
2021-03-31,126.7185,132.1102,125.7728,130.2577,18589548.0
2021-04-01,134.6841,138.7986,133.7685,137.9796,15929211.0
2021-04-02,134.6841,138.7986,133.7685,137.9796,15929211.0
2021-04-03,134.6841,138.7986,133.7685,137.9796,15929211.0
2021-04-04,134.6841,138.7986,133.7685,137.9796,15929211.0
2021-04-05,141.86,142.3475,138.1941,139.4713,14377393.0
2021-04-06,140.2805,141.665,133.5239,136.0491,18004754.0
2021-04-07,136.7413,138.3208,133.3971,135.6591,13702741.0
2021-04-08,137.0923,138.1383,134.7524,135.8639,10237997.0
2021-04-09,134.8596,136.6731,134.0504,135.4349,9637207.0
2021-04-10,134.8596,136.6731,134.0504,135.4349,9637207.0
2021-04-11,134.8596,136.6731,134.0504,135.4349,9637207.0
2021-04-12,134.3721,135.2594,131.1498,131.6227,11147473.0
2021-04-13,133.208,133.5629,129.8677,131.7202,8034306.0
2021-04-14,131.3009,133.7091,129.9067,130.7842,8134216.0
2021-04-15,132.5977,132.7342,129.5265,131.0474,8269392.0
2021-04-16,130.1602,131.3692,129.6825,130.3845,7686310.0
2021-04-17,130.1602,131.3692,129.6825,130.3845,7686310.0
2021-04-18,130.1602,131.3692,129.6825,130.3845,7686310.0
2021-04-19,130.0572,131.8957,125.4803,127.6155,12826374.0
2021-04-20,126.1465,128.376,125.1,125.373,7583294.0
2021-04-21,126.8843,131.7787,125.7728,131.6714,12108821.0
2021-04-22,131.3971,132.3442,127.1865,128.454,11483492.0
2021-04-23,130.1505,131.7884,129.429,131.4862,8082300.0
2021-04-24,130.1505,131.7884,129.429,131.4862,8082300.0
2021-04-25,130.1505,131.7884,129.429,131.4862,8082300.0
2021-04-26,131.4569,135.2009,130.8427,133.8651,7927184.0
2021-04-27,134.6939,134.7914,132.1589,133.3581,5767364.0
2021-04-28,133.2217,133.4898,131.2034,132.2954,6172656.0
2021-04-29,133.818,134.1576,129.7605,132.0029,6668375.0
2021-04-30,128.6997,131.0377,128.1127,129.39,8691846.0
2021-05-01,128.6997,131.0377,128.1127,129.39,8691846.0
2021-05-02,128.6997,131.0377,128.1127,129.39,8691846.0
