,CHCO US Equity,CHCO US Equity,CHCO US Equity,CHCO US Equity,CHCO US Equity
2021-03-15,79.6807,79.6807,75.7734,76.7366,67409.0
2021-03-16,76.146,76.146,74.4892,75.9461,47024.0
2021-03-17,75.9552,76.3277,74.1651,75.1828,49300.0
2021-03-18,75.8643,77.8997,75.2373,75.8552,62390.0
2021-03-19,73.42,77.6633,73.42,76.3822,315580.0
2021-03-20,73.42,77.6633,73.42,76.3822,315580.0
2021-03-21,73.42,77.6633,73.42,76.3822,315580.0
2021-03-22,75.6644,75.6644,73.6971,74.3468,33870.0
2021-03-23,73.6744,74.474,72.9338,73.1292,46222.0
2021-03-24,73.5745,75.7916,72.9656,73.2382,61430.0
2021-03-25,72.8475,74.5831,72.7385,74.3923,58233.0
2021-03-26,75.8189,77.2181,74.574,75.4917,57479.0
2021-03-27,75.8189,77.2181,74.574,75.4917,57479.0
2021-03-28,75.8189,77.2181,74.574,75.4917,57479.0
2021-03-29,74.8375,76.6003,73.7114,74.4013,51346.0
2021-03-30,75.0374,76.1096,74.892,75.1555,44009.0
2021-03-31,74.3877,75.6462,73.9561,74.3105,93303.0
2021-04-01,74.6285,76.3459,74.3832,75.7734,71427.0
2021-04-02,74.6285,76.3459,74.3832,75.7734,71427.0
2021-04-03,74.6285,76.3459,74.3832,75.7734,71427.0
2021-04-04,74.6285,76.3459,74.3832,75.7734,71427.0
2021-04-05,76.6276,76.6276,75.2464,76.1914,39667.0
2021-04-06,75.9552,76.1914,74.7739,74.9556,46322.0
2021-04-07,75.3191,75.3282,73.9197,74.2378,53419.0
2021-04-08,74.1469,74.683,72.2975,74.2741,57600.0
2021-04-09,74.5104,74.8738,73.7789,74.2741,64005.0
2021-04-10,74.5104,74.8738,73.7789,74.2741,64005.0
2021-04-11,74.5104,74.8738,73.7789,74.2741,64005.0
2021-04-12,74.256,75.0283,74.256,74.8375,28091.0
2021-04-13,74.2832,74.842,73.0747,73.3291,52238.0
2021-04-14,72.9539,74.0796,72.8532,73.4847,38712.0
2021-04-15,73.384,73.384,72.0478,73.082,41983.0
2021-04-16,73.8233,73.8233,72.9098,73.3016,33186.0
2021-04-17,73.8233,73.8233,72.9098,73.3016,33186.0
2021-04-18,73.8233,73.8233,72.9098,73.3016,33186.0
2021-04-19,73.1827,73.1827,71.8235,72.8349,39047.0
2021-04-20,72.1851,73.05,70.6749,70.7939,51439.0
2021-04-21,70.8122,72.2766,70.8122,72.0478,34717.0
2021-04-22,72.2217,73.5854,70.0708,70.803,43646.0
2021-04-23,70.3912,72.6884,70.3912,72.0661,56518.0
2021-04-24,70.3912,72.6884,70.3912,72.0661,56518.0
2021-04-25,70.3912,72.6884,70.3912,72.0661,56518.0
2021-04-26,72.9081,72.9081,71.8556,72.002,50865.0
2021-04-27,72.5512,72.5695,71.2378,71.9288,50913.0
2021-04-28,72.1576,72.8414,71.1691,71.4254,41332.0
2021-04-29,72.7845,72.7845,71.3522,71.7732,38979.0
2021-04-30,71.5352,71.7915,69.8146,70.8397,86748.0
2021-05-01,71.5352,71.7915,69.8146,70.8397,86748.0
2021-05-02,71.5352,71.7915,69.8146,70.8397,86748.0
2021-05-03,71.3064,72.7159,70.9769,72.1576,87932.0
2021-05-04,73.1186,73.1186,70.9403,72.6427,45087.0
2021-05-05,72.5512,72.5603,71.5352,72.2674,52735.0
2021-05-06,72.0935,73.7593,72.0935,73.4481,51814.0
2021-05-07,72.7342,73.5396,71.3705,73.384,56423.0
2021-05-08,72.7342,73.5396,71.3705,73.384,56423.0
2021-05-09,72.7342,73.5396,71.3705,73.384,56423.0
2021-05-10,73.3474,74.1345,72.4322,72.5878,47012.0
2021-05-11,71.7091,73.1644,71.6085,71.8098,33541.0
2021-05-12,72.1393,72.3315,70.2127,70.2356,42843.0
2021-05-13,70.1441,73.7135,70.1441,73.2559,65106.0
2021-05-14,73.2559,73.741,71.4803,73.5305,44325.0
2021-05-15,73.2559,73.741,71.4803,73.5305,44325.0
2021-05-16,73.2559,73.741,71.4803,73.5305,44325.0
2021-05-17,73.7135,73.8325,73.1278,73.6586,28174.0
2021-05-18,73.3566,73.6311,72.0295,72.0295,77666.0
2021-05-19,71.4346,72.7159,71.0227,72.4596,62352.0
2021-05-20,72.0112,72.9905,71.7274,72.8623,47452.0
2021-05-21,73.4023,73.8233,72.8669,73.6677,68243.0
2021-05-22,73.4023,73.8233,72.8669,73.6677,68243.0
2021-05-23,73.4023,73.8233,72.8669,73.6677,68243.0
2021-05-24,73.9515,73.9515,72.1027,72.5603,43857.0
2021-05-25,72.3864,72.8349,70.199,70.199,56328.0
2021-05-26,70.7298,72.1576,70.6566,71.6725,49260.0
2021-05-27,72.4047,73.8325,72.2125,72.8989,59130.0
2021-05-28,72.9264,73.5945,72.0661,73.4206,52401.0
2021-05-29,72.9264,73.5945,72.0661,73.4206,52401.0
2021-05-30,72.9264,73.5945,72.0661,73.4206,52401.0
2021-05-31,72.9264,73.5945,72.0661,73.4206,52401.0
2021-06-01,73.6769,74.464,72.7388,73.8233,69174.0
2021-06-02,74.281,74.281,72.9996,73.265,58558.0
2021-06-03,73.4481,73.7867,72.6427,73.4847,31931.0
2021-06-04,73.7776,73.7776,72.4047,72.8806,40518.0
2021-06-05,73.7776,73.7776,72.4047,72.8806,40518.0
2021-06-06,73.7776,73.7776,72.4047,72.8806,40518.0
2021-06-07,72.963,73.8233,72.6152,73.5854,44523.0
2021-06-08,73.4298,73.805,72.7583,73.4664,39476.0
2021-06-09,73.1369,73.4206,72.2125,72.3956,66716.0
2021-06-10,72.8989,73.1964,71.4346,71.6085,53812.0
2021-06-11,72.002,72.1301,71.1051,71.3064,63882.0
2021-06-12,72.002,72.1301,71.1051,71.3064,63882.0
2021-06-13,72.002,72.1301,71.1051,71.3064,63882.0
2021-06-14,71.6634,71.819,70.4598,70.8488,61120.0
2021-06-15,71.16,72.3681,70.9312,71.6908,52375.0
2021-06-16,70.0342,72.78,70.0342,72.1484,80129.0
2021-06-17,72.3315,72.3315,70.2173,70.3271,114466.0
2021-06-18,69.1098,69.7917,67.6876,68.1305,207112.0
2021-06-19,69.1098,69.7917,67.6876,68.1305,207112.0
2021-06-20,69.1098,69.7917,67.6876,68.1305,207112.0
2021-06-21,69.1556,71.0502,69.1556,70.2722,91369.0
2021-06-22,70.263,70.6291,69.0915,70.2173,62072.0
2021-06-23,70.4186,71.343,70.0068,70.382,90493.0
2021-06-24,70.1761,71.819,70.1761,71.6451,62533.0
2021-06-25,71.6268,72.0752,70.7573,70.7939,321220.0
2021-06-26,71.6268,72.0752,70.7573,70.7939,321220.0
2021-06-27,71.6268,72.0752,70.7573,70.7939,321220.0
2021-06-28,70.4644,70.5468,68.8078,69.2197,54943.0
2021-06-29,69.4942,69.7231,68.7712,68.9726,33713.0
2021-06-30,68.9634,69.27,68.6797,68.8627,62334.0
2021-07-01,69.4119,70.2173,68.9268,69.6498,52067.0
2021-07-02,69.3844,69.421,68.3777,68.7071,50339.0
2021-07-03,69.3844,69.421,68.3777,68.7071,50339.0
2021-07-04,69.3844,69.421,68.3777,68.7071,50339.0
2021-07-05,69.3844,69.421,68.3777,68.7071,50339.0
2021-07-06,68.6339,68.6339,66.6662,67.2702,59920.0
2021-07-07,66.8217,68.0207,66.5151,67.3068,50995.0
2021-07-08,66.1536,67.1421,65.577,66.7028,72280.0
2021-07-09,67.4212,68.9176,67.2336,68.7437,60029.0
2021-07-10,67.4212,68.9176,67.2336,68.7437,60029.0
2021-07-11,67.4212,68.9176,67.2336,68.7437,60029.0
2021-07-12,67.7233,69.0641,67.7233,68.8993,68242.0
2021-07-13,68.6705,68.7071,67.2428,67.5082,61249.0
2021-07-14,67.7849,68.3937,67.0746,67.6281,47670.0
2021-07-15,67.213,68.9934,67.213,68.9934,52080.0
2021-07-16,69.2609,69.2609,68.3107,68.3384,44748.0
2021-07-17,69.2609,69.2609,68.3107,68.3384,44748.0
2021-07-18,69.2609,69.2609,68.3107,68.3384,44748.0
2021-07-19,67.1115,68.1009,66.4565,66.8901,64551.0
2021-07-20,66.7609,69.6852,66.7051,67.6373,85401.0
2021-07-21,68.2369,69.1825,67.8679,68.034,53800.0
2021-07-22,68.0063,68.0063,66.061,66.9823,40481.0
2021-07-23,67.8587,68.6802,67.2499,67.8587,54018.0
2021-07-24,67.8587,68.6802,67.2499,67.8587,54018.0
2021-07-25,67.8587,68.6802,67.2499,67.8587,54018.0
2021-07-26,67.9509,68.9288,67.9509,68.9196,51336.0
2021-07-27,68.6889,69.4177,67.9556,69.1041,41983.0
2021-07-28,69.5007,71.3734,68.6151,69.4915,48518.0
2021-07-29,70.9998,70.9998,69.9897,70.1188,40434.0
2021-07-30,69.9159,70.8291,69.3439,69.7959,59740.0
2021-07-31,69.9159,70.8291,69.3439,69.7959,59740.0
2021-08-01,69.9159,70.8291,69.3439,69.7959,59740.0
2021-08-02,70.1926,71.2166,69.1133,69.224,60915.0
2021-08-03,69.6945,70.497,69.1133,70.331,60437.0
2021-08-04,69.4638,70.248,69.4638,69.6483,36033.0
2021-08-05,69.9897,70.7738,69.9897,70.6815,31970.0
2021-08-06,71.152,72.8309,71.152,72.2682,50219.0
2021-08-07,71.152,72.8309,71.152,72.2682,50219.0
2021-08-08,71.152,72.8309,71.152,72.2682,50219.0
2021-08-09,72.2867,72.7018,71.4472,72.0837,33375.0
2021-08-10,72.2774,73.08,71.7885,72.628,35896.0
2021-08-11,72.8494,73.7903,72.6464,73.7903,31201.0
2021-08-12,73.7996,74.1132,73.2461,73.4675,42182.0
2021-08-13,73.7719,73.9841,72.937,73.0154,28028.0
2021-08-14,73.7719,73.9841,72.937,73.0154,28028.0
2021-08-15,73.7719,73.9841,72.937,73.0154,28028.0
2021-08-16,72.8771,73.5597,72.4896,73.2276,29562.0
2021-08-17,73.4121,73.4121,72.3051,72.8678,32853.0
2021-08-18,72.6188,73.3429,71.6963,71.8992,30102.0
2021-08-19,71.0967,71.7055,70.986,71.4841,39229.0
2021-08-20,71.1797,72.6464,71.1797,72.628,49347.0
2021-08-21,71.1797,72.6464,71.1797,72.628,49347.0
2021-08-22,71.1797,72.6464,71.1797,72.628,49347.0
2021-08-23,72.6464,73.0247,72.3051,72.6188,34803.0
2021-08-24,72.6003,72.6003,71.9361,72.176,28955.0
2021-08-25,72.5357,73.0616,71.7793,71.9177,44515.0
2021-08-26,72.2774,72.2774,70.8291,70.9214,39027.0
2021-08-27,70.9306,72.9047,70.9306,72.6188,63104.0
2021-08-28,70.9306,72.9047,70.9306,72.6188,63104.0
2021-08-29,70.9306,72.9047,70.9306,72.6188,63104.0
2021-08-30,72.9232,72.9232,71.1243,71.4103,36832.0
2021-08-31,71.5948,72.2221,71.4103,71.8623,39510.0
2021-09-01,71.8623,71.89,71.0136,71.89,32555.0
2021-09-02,71.7424,71.9915,71.1428,71.1705,37375.0
2021-09-03,70.8937,71.3826,70.617,71.1428,50458.0
2021-09-04,70.8937,71.3826,70.617,71.1428,50458.0
2021-09-05,70.8937,71.3826,70.617,71.1428,50458.0
2021-09-06,70.8937,71.3826,70.617,71.1428,50458.0
2021-09-07,72.1391,72.1391,70.9398,70.9398,56603.0
2021-09-08,70.6908,70.8476,69.0902,69.8421,57742.0
2021-09-09,69.7221,70.4878,69.5561,69.6299,51274.0
2021-09-10,69.7314,69.7683,68.1354,68.3384,46910.0
2021-09-11,69.7314,69.7683,68.1354,68.3384,46910.0
2021-09-12,69.7314,69.7683,68.1354,68.3384,46910.0
2021-09-13,68.5413,68.9657,68.0985,68.6613,47008.0
2021-09-14,68.569,68.569,67.1069,67.3513,50417.0
2021-09-15,67.2406,68.0616,67.0746,67.2314,54781.0
2021-09-16,68.3246,68.3246,66.2536,66.6871,49067.0
2021-09-17,66.7702,70.248,66.4565,69.7037,314736.0
2021-09-18,66.7702,70.248,66.4565,69.7037,314736.0
2021-09-19,66.7702,70.248,66.4565,69.7037,314736.0
2021-09-20,68.3937,68.3937,66.0875,67.0285,79935.0
2021-09-21,67.3237,67.8587,66.6825,66.8993,72355.0
2021-09-22,67.6096,68.6797,67.4897,67.9233,51549.0
2021-09-23,68.6428,69.9989,68.6428,69.4638,42800.0
2021-09-24,69.3347,70.5708,69.3347,69.9804,42368.0
2021-09-25,69.3347,70.5708,69.3347,69.9804,42368.0
2021-09-26,69.3347,70.5708,69.3347,69.9804,42368.0
2021-09-27,70.4601,72.8217,70.4601,72.1022,73097.0
2021-09-28,72.4066,72.4066,71.2535,71.5026,36608.0
2021-09-29,71.4933,72.628,71.4933,72.4804,44635.0
2021-09-30,72.914,73.1723,71.7516,71.8716,46961.0
2021-10-01,71.9269,73.0892,71.6502,72.6557,61417.0
2021-10-02,71.9269,73.0892,71.6502,72.6557,61417.0
2021-10-03,71.9269,73.0892,71.6502,72.6557,61417.0
2021-10-04,72.7571,73.2876,72.0284,72.5081,36625.0
2021-10-05,72.8217,72.8217,72.0191,72.3236,47013.0
2021-10-06,72.1483,72.1852,71.0321,71.9085,33359.0
2021-10-07,72.5911,73.4213,72.5911,73.3199,37136.0
2021-10-08,73.2737,73.3568,72.425,72.9416,23570.0
2021-10-09,73.2737,73.3568,72.425,72.9416,23570.0
2021-10-10,73.2737,73.3568,72.425,72.9416,23570.0
2021-10-11,72.997,73.2092,72.0191,72.0376,36081.0
2021-10-12,71.9546,72.2682,71.5579,71.9638,27168.0
2021-10-13,71.7978,71.7978,70.5339,71.0136,37688.0
2021-10-14,71.4691,72.287,70.758,72.287,33042.0
2021-10-15,72.9191,72.9191,71.1251,71.1251,51131.0
2021-10-16,72.9191,72.9191,71.1251,71.1251,51131.0
2021-10-17,72.9191,72.9191,71.1251,71.1251,51131.0
2021-10-18,71.1251,72.1104,70.8835,71.9059,43316.0
2021-10-19,71.878,71.9896,71.3018,71.9059,30514.0
2021-10-20,71.7386,72.696,71.562,72.6774,40430.0
2021-10-21,72.7425,74.7781,72.7425,74.7595,55240.0
2021-10-22,75.187,76.0329,75.187,76.0329,46569.0
2021-10-23,75.187,76.0329,75.187,76.0329,46569.0
2021-10-24,75.187,76.0329,75.187,76.0329,46569.0
2021-10-25,76.256,76.3489,74.8059,75.1127,55142.0
2021-10-26,75.0662,75.6704,74.4156,75.3544,52010.0
2021-10-27,74.8989,75.5912,72.3707,72.445,52149.0
2021-10-28,72.7982,74.4713,72.7982,73.5511,41607.0
2021-10-29,73.8579,74.0531,73.3652,73.9694,49010.0
2021-10-30,73.8579,74.0531,73.3652,73.9694,49010.0
2021-10-31,73.8579,74.0531,73.3652,73.9694,49010.0
2021-11-01,74.6386,76.1258,74.3784,76.0887,60280.0
2021-11-02,76.0236,76.2188,74.462,74.5457,41946.0
2021-11-03,74.1646,76.2374,74.1646,75.7726,52837.0
2021-11-04,75.8656,75.8656,73.8207,74.5457,61052.0
2021-11-05,75.2242,76.4233,75.2242,76.2467,50226.0
2021-11-06,75.2242,76.4233,75.2242,76.2467,50226.0
2021-11-07,75.2242,76.4233,75.2242,76.2467,50226.0
2021-11-08,76.4326,77.0925,76.1142,77.0925,39458.0
2021-11-09,76.5906,77.3992,76.3024,76.8508,38972.0
2021-11-10,76.7765,77.613,76.7765,77.0739,34581.0
2021-11-11,77.297,77.4736,76.5348,77.046,25348.0
2021-11-12,77.3063,77.3063,75.6983,76.3861,29317.0
2021-11-13,77.3063,77.3063,75.6983,76.3861,29317.0
2021-11-14,77.3063,77.3063,75.6983,76.3861,29317.0
2021-11-15,76.479,76.5441,75.5031,76.1165,41386.0
2021-11-16,76.3117,76.3117,75.122,75.7262,32209.0
2021-11-17,75.2707,75.2846,74.2204,74.9826,53781.0
2021-11-18,74.7502,75.2289,74.2157,74.871,39281.0
2021-11-19,74.0995,75.4194,73.6162,75.1034,48748.0
2021-11-20,74.0995,75.4194,73.6162,75.1034,48748.0
2021-11-21,74.0995,75.4194,73.6162,75.1034,48748.0
2021-11-22,75.7354,77.6781,75.6471,77.0089,52777.0
2021-11-23,76.1816,77.6874,76.1816,77.2784,40149.0
2021-11-24,76.823,77.3342,76.4976,76.8973,25752.0
2021-11-25,76.823,77.3342,76.4976,76.8973,25752.0
2021-11-26,76.0654,76.1351,72.6588,73.579,53519.0
2021-11-27,76.0654,76.1351,72.6588,73.579,53519.0
2021-11-28,76.0654,76.1351,72.6588,73.579,53519.0
2021-11-29,74.4527,75.0011,72.696,72.947,56223.0
2021-11-30,71.971,73.8207,71.971,72.9284,58292.0
2021-12-01,74.3319,75.1499,72.5566,72.6774,42798.0
2021-12-02,73.1329,75.108,72.7518,74.713,37065.0
2021-12-03,74.7781,74.7781,73.3141,73.6534,38561.0
2021-12-04,74.7781,74.7781,73.3141,73.6534,38561.0
2021-12-05,74.7781,74.7781,73.3141,73.6534,38561.0
2021-12-06,74.4527,76.0236,74.397,75.0011,47738.0
2021-12-07,75.5867,75.5867,73.6816,74.3226,45047.0
2021-12-08,74.6665,74.9733,73.9508,74.5643,31591.0
2021-12-09,74.0809,74.5178,73.7091,74.1739,27544.0
2021-12-10,74.5178,75.1685,73.6069,74.8338,35961.0
2021-12-11,74.5178,75.1685,73.6069,74.8338,35961.0
2021-12-12,74.5178,75.1685,73.6069,74.8338,35961.0
2021-12-13,74.8338,74.8524,73.3931,73.9694,67083.0
2021-12-14,73.8207,75.0848,73.5325,74.0809,82464.0
2021-12-15,74.2854,75.5774,73.4396,73.7091,140464.0
2021-12-16,75.5077,76.73,74.1181,75.9028,94847.0
2021-12-17,75.3265,76.3861,74.0345,75.3915,312611.0
2021-12-18,75.3265,76.3861,74.0345,75.3915,312611.0
2021-12-19,75.3265,76.3861,74.0345,75.3915,312611.0
2021-12-20,74.4249,75.4984,72.5473,73.988,73102.0
2021-12-21,74.6758,75.8098,74.5178,74.7223,58765.0
2021-12-22,76.0189,76.0189,74.3877,74.9268,41020.0
2021-12-23,75.3822,75.7262,74.8245,75.4566,55088.0
2021-12-24,75.3822,75.7262,74.8245,75.4566,55088.0
2021-12-25,75.3822,75.7262,74.8245,75.4566,55088.0
2021-12-26,75.3822,75.7262,74.8245,75.4566,55088.0
2021-12-27,75.5403,75.8098,74.4527,75.7354,67587.0
2021-12-28,75.5403,76.256,74.5736,75.5217,83777.0
2021-12-29,75.9399,76.0329,75.5821,75.7447,31040.0
2021-12-30,75.5867,76.1816,74.8617,75.4938,47268.0
2021-12-31,75.6007,76.3954,75.0662,76.0236,45279.0
2022-01-01,75.6007,76.3954,75.0662,76.0236,45279.0
2022-01-02,75.6007,76.3954,75.0662,76.0236,45279.0
2022-01-03,76.479,77.6502,76.163,76.6092,44261.0
2022-01-04,77.0367,78.6262,76.9996,77.7803,51913.0
2022-01-05,78.1614,78.9143,77.706,77.7246,43099.0
2022-01-06,78.4217,79.8717,77.771,79.7416,34699.0
2022-01-07,80.132,80.132,79.6486,79.9275,44420.0
2022-01-08,80.132,80.132,79.6486,79.9275,44420.0
2022-01-09,80.132,80.132,79.6486,79.9275,44420.0
2022-01-10,80.2156,80.2156,79.3419,79.9089,39809.0
2022-01-11,80.0297,80.1032,78.4031,78.905,53795.0
2022-01-12,79.1746,79.3326,77.7803,78.4124,65309.0
2022-01-13,78.5622,79.4889,78.5247,78.6464,72383.0
2022-01-14,78.2907,79.6668,77.9537,79.5826,49213.0
2022-01-15,78.2907,79.6668,77.9537,79.5826,49213.0
2022-01-16,78.2907,79.6668,77.9537,79.5826,49213.0
2022-01-17,78.2907,79.6668,77.9537,79.5826,49213.0
2022-01-18,79.5264,79.5826,77.9256,78.1315,48233.0
2022-01-19,77.9537,77.9537,76.203,76.4839,58609.0
2022-01-20,76.0252,77.2141,75.3886,75.4822,75732.0
2022-01-21,74.9392,77.2796,74.635,74.6771,165189.0
2022-01-22,74.9392,77.2796,74.635,74.6771,165189.0
2022-01-23,74.9392,77.2796,74.635,74.6771,165189.0
2022-01-24,74.1903,77.0269,73.9656,76.6056,110883.0
2022-01-25,75.8473,77.8039,74.2652,77.3452,70198.0
2022-01-26,77.8694,78.4685,75.2388,75.969,85416.0
2022-01-27,76.0252,77.1392,73.5444,74.2746,74071.0
2022-01-28,74.0499,75.1077,72.772,74.8082,62434.0
2022-01-29,74.0499,75.1077,72.772,74.8082,62434.0
2022-01-30,74.0499,75.1077,72.772,74.8082,62434.0
2022-01-31,73.109,75.089,73.109,75.089,62478.0
2022-02-01,74.7988,75.6788,73.4976,74.8363,57827.0
2022-02-02,74.3822,74.8456,73.4414,74.1248,72193.0
2022-02-03,74.1248,75.5009,74.1248,74.5273,44563.0
2022-02-04,74.855,74.8831,73.9563,74.649,38409.0
2022-02-05,74.855,74.8831,73.9563,74.649,38409.0
2022-02-06,74.855,74.8831,73.9563,74.649,38409.0
2022-02-07,74.7333,75.089,73.9095,74.9299,45749.0
2022-02-08,75.3137,76.4184,75.3137,76.2218,35949.0
2022-02-09,76.3622,76.3622,74.0873,74.4243,43951.0
2022-02-10,74.3214,74.855,73.5444,74.4618,61945.0
2022-02-11,74.1809,75.4073,73.9329,74.4243,46269.0
2022-02-12,74.1809,75.4073,73.9329,74.4243,46269.0
2022-02-13,74.1809,75.4073,73.9329,74.4243,46269.0
2022-02-14,74.855,75.3418,73.9619,74.5086,65439.0
2022-02-15,75.1452,75.6882,74.869,74.986,43946.0
2022-02-16,74.8082,75.6741,74.2558,74.9673,46408.0
2022-02-17,74.8175,74.8175,73.5724,73.8065,33770.0
2022-02-18,73.4695,74.9158,73.4695,74.5741,73555.0
2022-02-19,73.4695,74.9158,73.4695,74.5741,73555.0
2022-02-20,73.4695,74.9158,73.4695,74.5741,73555.0
2022-02-21,73.4695,74.9158,73.4695,74.5741,73555.0
2022-02-22,74.1529,74.8175,73.2635,73.7035,72870.0
2022-02-23,74.2746,74.4431,72.8703,73.1512,44504.0
2022-02-24,72.084,72.215,69.9214,71.9155,62115.0
2022-02-25,72.6082,74.209,72.6082,73.9375,47583.0
2022-02-26,72.6082,74.209,72.6082,73.9375,47583.0
2022-02-27,72.6082,74.209,72.6082,73.9375,47583.0
2022-02-28,73.4133,75.0516,73.2073,74.5835,90508.0
2022-03-01,74.0499,75.0984,71.3912,72.4584,78427.0
2022-03-02,72.9733,75.0984,72.9733,74.6677,59985.0
2022-03-03,74.8456,75.6694,74.2652,75.4916,52166.0
2022-03-04,74.6022,75.4073,73.975,74.546,43647.0
2022-03-05,74.6022,75.4073,73.975,74.546,43647.0
2022-03-06,74.6022,75.4073,73.975,74.546,43647.0
2022-03-07,74.3869,75.0235,72.2712,72.3554,84642.0
2022-03-08,73.0108,74.4431,72.6831,72.9359,68213.0
2022-03-09,74.2652,75.1639,73.3666,73.638,27713.0
2022-03-10,72.8797,74.1716,72.5801,73.9844,33899.0
2022-03-11,74.415,75.1358,74.2746,74.5929,41383.0
2022-03-12,74.415,75.1358,74.2746,74.5929,41383.0
2022-03-13,74.415,75.1358,74.2746,74.5929,41383.0
2022-03-14,75.1733,76.3435,74.8269,75.0328,42684.0
2022-03-15,75.529,75.529,73.8627,74.6022,44616.0
2022-03-16,75.089,75.6507,74.6022,75.3137,50184.0
2022-03-17,74.9018,75.0141,73.9282,74.546,31612.0
2022-03-18,73.8907,74.8737,72.6831,73.5069,165776.0
2022-03-19,73.8907,74.8737,72.6831,73.5069,165776.0
2022-03-20,73.8907,74.8737,72.6831,73.5069,165776.0
2022-03-21,73.8627,74.1809,72.8048,73.3197,48098.0
2022-03-22,73.769,74.4992,73.4695,73.7316,33708.0
2022-03-23,73.5069,73.5069,72.1308,72.3742,61600.0
2022-03-24,72.9639,73.7503,72.1869,73.5631,50659.0
2022-03-25,73.7035,75.0328,73.1809,74.6958,57545.0
2022-03-26,73.7035,75.0328,73.1809,74.6958,57545.0
2022-03-27,73.7035,75.0328,73.1809,74.6958,57545.0
2022-03-28,74.1154,74.415,73.3571,74.1622,71383.0
2022-03-29,74.7333,75.2575,73.9001,74.7426,53147.0
2022-03-30,74.5929,74.986,73.1325,73.4882,46926.0
2022-03-31,73.4507,74.3401,73.4507,73.6754,49451.0
2022-04-01,73.8346,74.4618,73.095,73.7222,91762.0
2022-04-02,73.8346,74.4618,73.095,73.7222,91762.0
2022-04-03,73.8346,74.4618,73.095,73.7222,91762.0
2022-04-04,73.5631,73.872,72.0184,72.2337,76988.0
2022-04-05,72.6082,73.2261,72.1354,72.3086,65027.0
2022-04-06,72.1308,72.5333,71.2601,71.3538,77820.0
2022-04-07,71.5597,71.878,69.9589,70.1274,124129.0
2022-04-08,70.6142,70.8201,69.0508,69.1632,126943.0
2022-04-09,70.6142,70.8201,69.0508,69.1632,126943.0
2022-04-10,70.6142,70.8201,69.0508,69.1632,126943.0
2022-04-11,69.0415,70.8295,69.0415,69.8559,67069.0
2022-04-12,70.8295,70.8295,69.4159,69.6219,65840.0
2022-04-13,69.6502,71.5661,69.2727,71.5189,86541.0
2022-04-14,71.7265,72.3211,71.7265,72.0191,130520.0
2022-04-15,71.7265,72.3211,71.7265,72.0191,130520.0
2022-04-16,71.7265,72.3211,71.7265,72.0191,130520.0
2022-04-17,71.7265,72.3211,71.7265,72.0191,130520.0
2022-04-18,71.6699,72.6703,71.4528,71.7737,63081.0
2022-04-19,72.3683,74.1425,72.1512,73.9915,56380.0
2022-04-20,73.9821,75.5488,73.3592,74.7088,60219.0
2022-04-21,74.5578,75.7564,74.1048,75.4355,110233.0
2022-04-22,74.8504,75.209,72.5759,74.3596,103275.0
2022-04-23,74.8504,75.209,72.5759,74.3596,103275.0
2022-04-24,74.8504,75.209,72.5759,74.3596,103275.0
2022-04-25,74.4634,74.4705,72.5664,74.0293,122728.0
2022-04-26,73.7839,74.5625,72.6184,72.9345,124961.0
2022-04-27,72.9345,73.6046,72.1984,73.0666,100034.0
2022-04-28,73.3403,74.2841,72.8685,73.8972,78295.0
2022-04-29,73.6235,74.0104,72.6608,73.0289,133668.0
2022-04-30,73.6235,74.0104,72.6608,73.0289,133668.0
2022-05-01,73.6235,74.0104,72.6608,73.0289,133668.0
2022-05-02,73.3026,74.5861,73.0855,74.2464,112356.0
2022-05-03,74.0576,74.5578,73.0572,74.3407,138938.0
2022-05-04,74.1709,77.6722,74.1709,77.5496,124409.0
2022-05-05,76.87,77.5307,75.2751,75.7186,153570.0
2022-05-06,75.4355,76.0206,74.1378,75.6903,100970.0
2022-05-07,75.4355,76.0206,74.1378,75.6903,100970.0
2022-05-08,75.4355,76.0206,74.1378,75.6903,100970.0
2022-05-09,75.3175,76.8795,74.9636,76.568,135400.0
2022-05-10,76.8417,76.9644,73.9538,74.907,89106.0
2022-05-11,75.1052,76.0206,74.6522,74.8315,51025.0
2022-05-12,74.3596,75.0297,73.3781,74.4162,82880.0
2022-05-13,74.6522,75.2279,73.7556,74.0482,68115.0
2022-05-14,74.6522,75.2279,73.7556,74.0482,68115.0
2022-05-15,74.6522,75.2279,73.7556,74.0482,68115.0
2022-05-16,74.2086,74.6144,72.8307,73.6046,54831.0
2022-05-17,74.2086,75.747,74.067,75.5299,66662.0
2022-05-18,74.7843,75.5488,74.369,75.0297,77078.0
2022-05-19,74.2369,75.0202,73.7084,73.9727,94156.0
2022-05-20,74.5389,75.4166,73.7556,75.3883,103542.0
2022-05-21,74.5389,75.4166,73.7556,75.3883,103542.0
2022-05-22,74.5389,75.4166,73.7556,75.3883,103542.0
2022-05-23,76.0206,76.87,75.7186,75.9735,71697.0
2022-05-24,76.0018,76.351,74.9872,76.351,59976.0
2022-05-25,76.0395,76.9361,75.7658,76.0584,56787.0
2022-05-26,77.021,77.7666,76.4359,77.5024,95029.0
2022-05-27,77.7666,78.3989,77.224,78.3989,70345.0
2022-05-28,77.7666,78.3989,77.224,78.3989,70345.0
2022-05-29,77.7666,78.3989,77.224,78.3989,70345.0
2022-05-30,77.7666,78.3989,77.224,78.3989,70345.0
