,GVA US Equity,GVA US Equity,GVA US Equity,GVA US Equity,GVA US Equity
2022-05-29,31.8014,32.4384,31.8014,32.1807,186111.0
2022-05-30,31.8014,32.4384,31.8014,32.1807,186111.0
2022-05-31,31.9862,32.0796,31.4756,31.7528,270757.0
2022-06-01,32.0543,32.2877,31.4173,32.1612,319781.0
2022-06-02,32.1612,32.1612,31.5486,31.85,285544.0
2022-06-03,31.6653,31.6653,31.0818,31.393,390310.0
2022-06-04,31.6653,31.6653,31.0818,31.393,390310.0
2022-06-05,31.6653,31.6653,31.0818,31.393,390310.0
2022-06-06,31.6069,32.0834,31.1304,31.5194,260169.0
2022-06-07,31.1401,31.8792,31.1304,31.7236,293491.0
2022-06-08,31.5583,31.5777,30.7608,31.1693,306412.0
2022-06-09,31.3735,31.461,30.897,30.965,166795.0
2022-06-10,30.5371,30.7414,30.0898,30.4885,286039.0
2022-06-11,30.5371,30.7414,30.0898,30.4885,286039.0
2022-06-12,30.5371,30.7414,30.0898,30.4885,286039.0
2022-06-13,29.8564,29.9342,28.9617,29.1951,435779.0
2022-06-14,29.3312,29.4868,28.6018,28.8352,294132.0
2022-06-15,28.9519,29.0871,28.2517,28.6213,416247.0
2022-06-16,28.4948,28.4948,27.3181,27.571,503907.0
2022-06-17,27.6196,28.1593,27.0847,27.3959,900814.0
2022-06-18,27.6196,28.1593,27.0847,27.3959,900814.0
2022-06-19,27.6196,28.1593,27.0847,27.3959,900814.0
2022-06-20,27.6196,28.1593,27.0847,27.3959,900814.0
2022-06-21,27.8238,28.3587,27.2986,27.9211,358748.0
2022-06-22,27.4543,28.349,27.4543,28.0767,248706.0
2022-06-23,28.0086,28.2323,27.5126,28.0572,228091.0
2022-06-24,28.2906,29.1805,28.2906,28.4365,506589.0
2022-06-25,28.2906,29.1805,28.2906,28.4365,506589.0
2022-06-26,28.2906,29.1805,28.2906,28.4365,506589.0
2022-06-27,28.6991,29.2583,28.3781,28.9714,311516.0
2022-06-28,29.1659,29.3993,28.135,28.2906,300382.0
2022-06-29,28.4176,28.4176,27.5433,27.9585,728587.0
2022-06-30,27.5775,28.5593,27.5775,28.4665,309427.0
2022-07-01,28.2125,28.8572,27.5091,28.5055,360852.0
2022-07-02,28.2125,28.8572,27.5091,28.5055,360852.0
2022-07-03,28.2125,28.8572,27.5091,28.5055,360852.0
2022-07-04,28.2125,28.8572,27.5091,28.5055,360852.0
2022-07-05,28.0464,28.2711,27.304,28.232,295975.0
2022-07-06,27.851,28.2222,27.216,27.7729,438594.0
2022-07-07,28.1929,28.8963,28.1929,28.5153,266363.0
2022-07-08,28.74,28.8181,28.0757,28.1539,188125.0
2022-07-09,28.74,28.8181,28.0757,28.1539,188125.0
2022-07-10,28.74,28.8181,28.0757,28.1539,188125.0
2022-07-11,27.8608,28.2515,27.7631,28.1441,144289.0
2022-07-12,27.8901,28.4567,27.7143,27.8803,155171.0
2022-07-13,27.6459,28.0562,27.4896,27.8217,212105.0
2022-07-14,27.4505,27.851,27.2551,27.7826,246184.0
2022-07-15,28.3297,28.3785,27.5091,28.0855,194577.0
2022-07-16,28.3297,28.3785,27.5091,28.0855,194577.0
2022-07-17,28.3297,28.3785,27.5091,28.0855,194577.0
2022-07-18,28.232,28.6325,27.9585,28.0366,211434.0
2022-07-19,28.3492,28.9842,28.3492,28.8572,276188.0
2022-07-20,29.1307,29.5508,28.867,29.2675,306911.0
2022-07-21,28.7107,29.5899,28.5544,29.5606,232079.0
2022-07-22,29.6094,29.795,28.8474,29.2675,147428.0
2022-07-23,29.6094,29.795,28.8474,29.2675,147428.0
2022-07-24,29.6094,29.795,28.8474,29.2675,147428.0
2022-07-25,29.121,29.4824,28.994,29.2773,151823.0
2022-07-26,29.2187,29.6973,29.16,29.1698,304111.0
2022-07-27,29.3066,29.8927,29.1698,29.7755,768544.0
2022-07-28,29.5215,30.0979,28.3785,29.2675,662288.0
2022-07-29,29.0819,29.6192,28.8963,29.2089,787481.0
2022-07-30,29.0819,29.6192,28.8963,29.2089,787481.0
2022-07-31,29.0819,29.6192,28.8963,29.2089,787481.0
2022-08-01,29.0428,30.5179,28.5837,29.9025,803558.0
2022-08-02,29.8634,30.1272,29.4629,29.5996,259340.0
2022-08-03,29.7462,29.7462,29.1796,29.248,481266.0
2022-08-04,29.2089,30.1174,29.1796,29.7853,321102.0
2022-08-05,29.4824,30.1467,29.4043,29.795,898257.0
2022-08-06,29.4824,30.1467,29.4043,29.795,898257.0
2022-08-07,29.4824,30.1467,29.4043,29.795,898257.0
2022-08-08,29.9806,30.4984,29.9709,30.1858,896890.0
2022-08-09,30.0392,30.3225,29.4043,29.9806,980565.0
2022-08-10,30.4691,30.9282,30.3225,30.3616,289281.0
2022-08-11,30.5765,31.0943,30.4691,30.4691,529637.0
2022-08-12,30.8208,31.1822,30.5472,30.8208,456121.0
2022-08-13,30.8208,31.1822,30.5472,30.8208,456121.0
2022-08-14,30.8208,31.1822,30.5472,30.8208,456121.0
2022-08-15,30.5668,31.1627,30.5277,30.811,448600.0
2022-08-16,30.8501,31.5827,30.7133,31.0454,470976.0
2022-08-17,30.7328,30.9087,30.43,30.7914,219195.0
2022-08-18,30.684,31.0943,30.5814,31.0552,324138.0
2022-08-19,30.9575,30.9966,30.3421,30.3519,226756.0
2022-08-20,30.9575,30.9966,30.3421,30.3519,226756.0
2022-08-21,30.9575,30.9966,30.3421,30.3519,226756.0
2022-08-22,29.8146,29.9464,29.2284,29.4922,341417.0
2022-08-23,29.5703,30.2688,29.5703,30.2249,316294.0
2022-08-24,30.4398,30.6254,30.176,30.5961,255774.0
2022-08-25,30.5863,31.2701,29.9604,31.192,783786.0
2022-08-26,31.0747,31.0747,29.8829,30.0295,267389.0
2022-08-27,31.0747,31.0747,29.8829,30.0295,267389.0
2022-08-28,31.0747,31.0747,29.8829,30.0295,267389.0
2022-08-29,29.7364,29.9904,29.5508,29.7266,185320.0
2022-08-30,29.8536,29.8683,29.0819,29.414,227282.0
2022-08-31,29.414,29.502,29.0819,29.287,281873.0
2022-09-01,29.0917,29.2577,28.5251,28.6911,327496.0
2022-09-02,28.9647,29.2089,28.3492,28.5348,507443.0
2022-09-03,28.9647,29.2089,28.3492,28.5348,507443.0
2022-09-04,28.9647,29.2089,28.3492,28.5348,507443.0
2022-09-05,28.9647,29.2089,28.3492,28.5348,507443.0
2022-09-06,28.5544,28.5544,27.5921,27.8413,289484.0
2022-09-07,27.8608,28.5739,27.6752,28.5251,207863.0
2022-09-08,28.3395,28.6521,27.9878,28.6325,162521.0
2022-09-09,28.7595,29.2773,28.7595,29.2675,209956.0
2022-09-10,28.7595,29.2773,28.7595,29.2675,209956.0
2022-09-11,28.7595,29.2773,28.7595,29.2675,209956.0
2022-09-12,29.4727,29.8341,29.3652,29.5899,173765.0
2022-09-13,28.9647,29.1503,27.9145,27.9389,386750.0
2022-09-14,27.9194,27.9194,27.2356,27.558,502175.0
2022-09-15,27.3235,27.8022,27.0207,27.5286,471571.0
2022-09-16,27.177,27.4798,26.7667,27.2258,992953.0
2022-09-17,27.177,27.4798,26.7667,27.2258,992953.0
2022-09-18,27.177,27.4798,26.7667,27.2258,992953.0
2022-09-19,27.1867,28.3004,27.1867,28.232,357822.0
2022-09-20,28.1148,28.1148,27.5775,27.8706,651433.0
2022-09-21,28.2906,28.4274,27.5091,27.6556,177858.0
2022-09-22,27.4505,27.4798,27.0891,27.343,289534.0
2022-09-23,26.9816,26.9816,26.0829,26.3368,431831.0
2022-09-24,26.9816,26.9816,26.0829,26.3368,431831.0
2022-09-25,26.9816,26.9816,26.0829,26.3368,431831.0
2022-09-26,26.1512,26.6201,25.8484,25.8582,314695.0
2022-09-27,26.0829,26.1512,25.4186,25.653,297533.0
2022-09-28,25.8972,26.3075,25.7703,25.907,261753.0
2022-09-29,25.7107,25.7107,24.9157,25.5536,346593.0
2022-09-30,25.5929,25.9659,24.8861,24.9253,314587.0
2022-10-01,25.5929,25.9659,24.8861,24.9253,314587.0
2022-10-02,25.5929,25.9659,24.8861,24.9253,314587.0
2022-10-03,25.21,26.4371,25.102,26.3979,417404.0
2022-10-04,26.7611,27.2421,26.6335,27.0949,661842.0
2022-10-05,26.6924,27.4385,26.3095,27.2519,302755.0
2022-10-06,27.1243,27.4188,26.6335,26.7807,234288.0
2022-10-07,26.6826,26.6826,26.2408,26.3881,270282.0
2022-10-08,26.6826,26.6826,26.2408,26.3881,270282.0
2022-10-09,26.6826,26.6826,26.2408,26.3881,270282.0
2022-10-10,26.4862,26.7709,26.0935,26.3881,258953.0
2022-10-11,26.1819,26.8593,26.015,26.5157,270947.0
2022-10-12,26.7316,26.7316,26.2015,26.4764,186776.0
2022-10-13,26.1034,27.4287,25.7696,27.3207,195456.0
2022-10-14,27.1145,27.3403,25.6812,25.7794,345616.0
2022-10-15,27.1145,27.3403,25.6812,25.7794,345616.0
2022-10-16,27.1145,27.3403,25.6812,25.7794,345616.0
2022-10-17,26.2506,26.8985,26.2113,26.6629,379074.0
2022-10-18,27.036,27.5661,26.4175,26.7905,342310.0
2022-10-19,26.7316,26.9476,26.0641,26.604,242263.0
2022-10-20,26.4273,26.9938,25.9511,26.1132,173760.0
2022-10-21,26.339,26.6924,26.2114,26.5746,229484.0
2022-10-22,26.339,26.6924,26.2114,26.5746,229484.0
2022-10-23,26.339,26.6924,26.2114,26.5746,229484.0
2022-10-24,26.8102,27.2814,26.5059,27.193,206877.0
2022-10-25,27.2127,28.0079,27.2127,27.6937,314808.0
2022-10-26,28.0373,28.0471,27.5268,27.6152,201411.0
2022-10-27,29.4313,31.2052,29.0779,31.0511,783971.0
2022-10-28,31.4438,32.612,31.3456,32.6022,654271.0
2022-10-29,31.4438,32.612,31.3456,32.6022,654271.0
2022-10-30,31.4438,32.612,31.3456,32.6022,654271.0
2022-10-31,32.5924,33.2845,32.3764,33.1127,432018.0
2022-11-01,33.2894,34.0257,32.8848,33.8293,358839.0
2022-11-02,33.7606,34.0453,32.9556,33.1618,349858.0
2022-11-03,33.1421,33.4857,32.5694,33.2992,329117.0
2022-11-04,34.0748,34.1238,33.3483,33.7901,273908.0
2022-11-05,34.0748,34.1238,33.3483,33.7901,273908.0
2022-11-06,34.0748,34.1238,33.3483,33.7901,273908.0
2022-11-07,33.6919,33.9373,33.2648,33.3679,316881.0
2022-11-08,33.417,34.1533,33.0832,33.3287,538979.0
2022-11-09,33.0832,33.1421,32.504,32.612,231279.0
2022-11-10,33.6723,34.2809,33.1716,33.2305,204492.0
2022-11-11,33.0341,33.6232,32.7887,33.0243,236168.0
2022-11-12,33.0341,33.6232,32.7887,33.0243,236168.0
2022-11-13,33.0341,33.6232,32.7887,33.0243,236168.0
2022-11-14,33.1225,33.5741,32.6022,32.7396,295272.0
2022-11-15,33.0145,34.6049,33.0145,34.5067,390553.0
2022-11-16,34.4772,34.6147,33.795,33.9962,272888.0
2022-11-17,33.4563,34.3104,33.1618,34.3005,241036.0
2022-11-18,34.7914,35.135,34.2024,34.7816,266975.0
2022-11-19,34.7914,35.135,34.2024,34.7816,266975.0
2022-11-20,34.7914,35.135,34.2024,34.7816,266975.0
2022-11-21,34.4772,35.0172,34.438,34.8797,219008.0
2022-11-22,34.9288,35.0761,34.4085,34.7423,158161.0
2022-11-23,34.3987,34.9485,34.2318,34.2515,121034.0
2022-11-24,34.3987,34.9485,34.2318,34.2515,121034.0
2022-11-25,34.4772,34.973,34.4193,34.8503,73787.0
2022-11-26,34.4772,34.973,34.4193,34.8503,73787.0
2022-11-27,34.4772,34.973,34.4193,34.8503,73787.0
2022-11-28,34.654,34.654,33.741,33.8882,162438.0
2022-11-29,33.9962,34.2317,33.5839,33.9668,212849.0
2022-11-30,33.9177,35.3804,33.525,35.3608,352925.0
2022-12-01,35.5375,35.6257,34.703,35.2822,217895.0
2022-12-02,35.0074,36.1952,34.8699,35.8516,270282.0
2022-12-03,35.0074,36.1952,34.8699,35.8516,270282.0
2022-12-04,35.0074,36.1952,34.8699,35.8516,270282.0
2022-12-05,35.6946,35.8124,34.1238,35.1546,219846.0
2022-12-06,35.0957,35.4099,34.5852,34.8699,139270.0
2022-12-07,34.811,35.1743,34.654,34.919,230400.0
2022-12-08,35.1252,35.9203,34.9975,35.7927,243733.0
2022-12-09,35.4491,36.0676,34.9583,35.0761,195199.0
2022-12-10,35.4491,36.0676,34.9583,35.0761,195199.0
2022-12-11,35.4491,36.0676,34.9583,35.0761,195199.0
2022-12-12,35.1939,35.3313,34.7718,35.1841,157533.0
2022-12-13,35.9302,36.3425,35.2626,35.3313,240435.0
2022-12-14,35.3411,35.8418,34.9681,35.2626,198330.0
2022-12-15,35.0564,35.0564,34.3202,34.6049,308983.0
2022-12-16,34.2024,34.6834,34.0551,34.3202,776408.0
2022-12-17,34.2024,34.6834,34.0551,34.3202,776408.0
2022-12-18,34.2024,34.6834,34.0551,34.3202,776408.0
2022-12-19,34.2416,34.5263,34.0453,34.2416,309321.0
2022-12-20,34.4674,34.8699,34.3987,34.6049,182417.0
2022-12-21,35.135,35.616,34.811,34.9386,155867.0
2022-12-22,34.5951,34.7325,33.9668,34.5656,142898.0
2022-12-23,34.4674,34.8814,34.4674,34.7718,116877.0
2022-12-24,34.4674,34.8814,34.4674,34.7718,116877.0
2022-12-25,34.4674,34.8814,34.4674,34.7718,116877.0
2022-12-26,34.4674,34.8814,34.4674,34.7718,116877.0
2022-12-27,34.7227,35.2233,34.5852,34.8601,101358.0
2022-12-28,34.7129,35.1546,34.3251,34.3496,119620.0
2022-12-29,34.5565,34.9802,34.4679,34.8719,167130.0
2022-12-30,34.6649,34.7832,34.2294,34.5565,188371.0
2022-12-31,34.6649,34.7832,34.2294,34.5565,188371.0
2023-01-01,34.6649,34.7832,34.2294,34.5565,188371.0
2023-01-02,34.6649,34.7832,34.2294,34.5565,188371.0
2023-01-03,34.7142,34.9556,34.054,34.5171,149586.0
2023-01-04,34.5664,34.8719,34.0934,34.2708,164962.0
2023-01-05,34.2905,34.3299,33.6796,33.9752,99063.0
2023-01-06,34.458,35.0394,34.3003,34.9605,145920.0
2023-01-07,34.458,35.0394,34.3003,34.9605,145920.0
2023-01-08,34.458,35.0394,34.3003,34.9605,145920.0
2023-01-09,35.0788,35.5961,34.6255,34.8324,184917.0
2023-01-10,34.8029,35.4335,34.596,35.3941,131850.0
2023-01-11,35.6207,36.1528,35.6055,36.1134,189276.0
2023-01-12,36.4386,37.0889,36.143,37.0002,198131.0
2023-01-13,37.1283,38.6261,36.7982,38.5275,478382.0
2023-01-14,37.1283,38.6261,36.7982,38.5275,478382.0
2023-01-15,37.1283,38.6261,36.7982,38.5275,478382.0
2023-01-16,37.1283,38.6261,36.7982,38.5275,478382.0
2023-01-17,38.429,38.7945,38.2431,38.429,721165.0
2023-01-18,38.5275,39.2616,38.36,38.7936,682944.0
2023-01-19,38.7739,38.7739,38.2615,38.6655,352962.0
2023-01-20,38.9315,39.1582,38.429,39.0892,458072.0
2023-01-21,38.9315,39.1582,38.429,39.0892,458072.0
2023-01-22,38.9315,39.1582,38.429,39.0892,458072.0
2023-01-23,39.1483,39.6607,38.9021,39.3355,281940.0
2023-01-24,39.6508,40.5771,39.0793,40.449,515064.0
2023-01-25,40.3012,40.4983,39.8381,40.4983,1141519.0
2023-01-26,40.6559,40.8285,40.2323,40.5771,251757.0
2023-01-27,40.6362,41.2388,40.4983,40.8924,270208.0
2023-01-28,40.6362,41.2388,40.4983,40.8924,270208.0
2023-01-29,40.6362,41.2388,40.4983,40.8924,270208.0
2023-01-30,40.6264,41.0648,40.4441,40.6165,200628.0
2023-01-31,40.715,41.9566,40.4294,41.9566,487230.0
2023-02-01,41.8285,42.2522,40.5081,40.8136,461258.0
2023-02-02,40.853,42.1832,40.114,42.1734,385261.0
2023-02-03,42.1241,43.208,41.6181,42.469,1129453.0
2023-02-04,42.1241,43.208,41.6181,42.469,1129453.0
2023-02-05,42.1241,43.208,41.6181,42.469,1129453.0
2023-02-06,42.3015,42.3015,41.5821,42.2029,201653.0
2023-02-07,41.9172,42.3212,41.5329,42.1241,721420.0
2023-02-08,41.8482,42.1142,41.2225,41.661,303415.0
2023-02-09,41.996,42.0748,39.8578,40.6165,364057.0
2023-02-10,40.6264,40.6756,40.2026,40.3997,193013.0
2023-02-11,40.6264,40.6756,40.2026,40.3997,193013.0
2023-02-12,40.6264,40.6756,40.2026,40.3997,193013.0
2023-02-13,40.4096,41.0106,40.114,40.8924,151545.0
2023-02-14,40.6165,40.9318,39.9957,40.3307,202220.0
2023-02-15,39.7297,40.6805,39.5917,40.6461,223482.0
2023-02-16,40.6066,43.2819,40.6066,42.5478,495167.0
2023-02-17,43.0799,43.5036,42.1438,43.139,416466.0
2023-02-18,43.0799,43.5036,42.1438,43.139,416466.0
2023-02-19,43.0799,43.5036,42.1438,43.139,416466.0
2023-02-20,43.0799,43.5036,42.1438,43.139,416466.0
2023-02-21,42.9617,43.2868,41.326,41.9172,378058.0
2023-02-22,42.2128,42.4098,41.1387,41.523,304573.0
2023-02-23,41.9763,42.6956,41.4048,42.4985,373792.0
2023-02-24,41.858,43.3252,41.8531,43.0011,327383.0
2023-02-25,41.858,43.3252,41.8531,43.0011,327383.0
2023-02-26,41.858,43.3252,41.8531,43.0011,327383.0
2023-02-27,43.208,43.4642,42.3015,42.5182,316768.0
2023-02-28,42.4197,43.1489,42.4197,42.5675,434657.0
2023-03-01,42.7744,43.3755,42.5182,43.208,348900.0
2023-03-02,43.208,43.208,42.5872,42.5872,268420.0
2023-03-03,42.7252,43.3854,42.3113,42.873,274415.0
2023-03-04,42.7252,43.3854,42.3113,42.873,274415.0
2023-03-05,42.7252,43.3854,42.3113,42.873,274415.0
2023-03-06,42.6365,42.9912,41.7595,42.331,335638.0
2023-03-07,42.4394,42.6168,41.7792,42.1537,215507.0
2023-03-08,42.3803,42.6463,41.5821,42.0551,252200.0
2023-03-09,42.2325,42.2719,41.1732,41.4048,219761.0
2023-03-10,41.119,41.324,39.7789,40.3307,412029.0
2023-03-11,41.119,41.324,39.7789,40.3307,412029.0
2023-03-12,41.119,41.324,39.7789,40.3307,412029.0
2023-03-13,39.5227,40.1041,39.2961,39.8184,650739.0
2023-03-14,40.8924,40.9515,39.7691,40.2322,256895.0
2023-03-15,39.1385,39.4144,38.429,39.4144,407314.0
2023-03-16,38.8231,40.1928,38.5867,39.5425,432538.0
2023-03-17,39.2468,39.503,38.7837,39.4538,1289623.0
2023-03-18,39.2468,39.503,38.7837,39.4538,1289623.0
2023-03-19,39.2468,39.503,38.7837,39.4538,1289623.0
2023-03-20,39.976,40.715,39.976,40.2224,486663.0
2023-03-21,40.8727,41.2176,40.3012,40.3997,404464.0
2023-03-22,40.311,40.3997,39.5523,39.6016,218399.0
2023-03-23,39.503,40.1238,38.2713,39.0202,301681.0
2023-03-24,38.5078,39.5326,38.3896,39.3158,247719.0
2023-03-25,38.5078,39.5326,38.3896,39.3158,247719.0
2023-03-26,38.5078,39.5326,38.3896,39.3158,247719.0
2023-03-27,39.9366,40.38,39.6615,39.7691,280281.0
2023-03-28,39.5523,40.2125,39.5523,39.7592,158769.0
2023-03-29,40.2026,40.2322,39.4291,39.8282,286390.0
2023-03-30,40.2434,40.2829,39.5218,40.0358,268804.0
2023-03-31,40.273,40.708,40.1346,40.6091,1126518.0
2023-04-01,40.273,40.708,40.1346,40.6091,1126518.0
2023-04-02,40.273,40.708,40.1346,40.6091,1126518.0
2023-04-03,40.6091,41.3901,40.3818,40.7377,733253.0
2023-04-04,40.7179,40.7179,38.7408,39.0571,368035.0
2023-04-05,38.9187,38.9879,38.1378,38.6716,468485.0
2023-04-06,38.8397,38.8397,37.9697,38.1081,300829.0
2023-04-07,38.8397,38.8397,37.9697,38.1081,300829.0
2023-04-08,38.8397,38.8397,37.9697,38.1081,300829.0
2023-04-09,38.8397,38.8397,37.9697,38.1081,300829.0
2023-04-10,37.9302,38.6815,37.9302,38.2762,499588.0
2023-04-11,38.4541,38.6568,37.9599,37.9994,244141.0
2023-04-12,38.3454,38.9682,38.0785,38.7408,195846.0
2023-04-13,38.7606,38.9484,38.1081,38.5332,172016.0
2023-04-14,38.5233,38.9583,38.0093,38.1576,146772.0
2023-04-15,38.5233,38.9583,38.0093,38.1576,146772.0
2023-04-16,38.5233,38.9583,38.0093,38.1576,146772.0
2023-04-17,38.1773,38.5332,37.9599,38.296,254683.0
2023-04-18,38.3355,38.4838,37.604,37.8709,153794.0
2023-04-19,37.6633,38.2021,37.3569,37.9796,389195.0
2023-04-20,37.8907,38.0389,37.5842,37.9401,191084.0
2023-04-21,37.861,37.866,37.1789,37.3371,113243.0
2023-04-22,37.861,37.866,37.1789,37.3371,113243.0
2023-04-23,37.861,37.866,37.1789,37.3371,113243.0
2023-04-24,37.4162,37.9599,37.4162,37.7127,181683.0
2023-04-25,37.2778,37.6633,36.9911,37.1789,295157.0
2023-04-26,36.7538,36.8033,36.3683,36.6253,244918.0
2023-04-27,36.8033,37.2877,36.6625,37.258,154638.0
2023-04-28,37.1295,37.8709,37.1295,37.693,179657.0
2023-04-29,37.1295,37.8709,37.1295,37.693,179657.0
2023-04-30,37.1295,37.8709,37.1295,37.693,179657.0
2023-05-01,37.6534,38.5727,37.4162,37.8314,371952.0
2023-05-02,35.7653,36.945,34.4604,36.2991,691396.0
2023-05-03,36.309,36.3337,34.9053,35.0437,603228.0
2023-05-04,34.9844,34.9844,33.9859,34.7273,475379.0
2023-05-05,35.2809,35.6862,34.9349,35.4193,303199.0
2023-05-06,35.2809,35.6862,34.9349,35.4193,303199.0
2023-05-07,35.2809,35.6862,34.9349,35.4193,303199.0
2023-05-08,35.5083,35.617,34.8163,35.0733,268884.0
2023-05-09,34.8756,37.5447,34.7867,37.4656,3076002.0
2023-05-10,38.1378,38.2835,36.2299,36.7538,356393.0
2023-05-11,36.3881,37.1394,36.2596,37.0899,596002.0
2023-05-12,37.4063,37.6287,36.052,36.5858,534873.0
2023-05-13,37.4063,37.6287,36.052,36.5858,534873.0
2023-05-14,37.4063,37.6287,36.052,36.5858,534873.0
2023-05-15,36.6748,36.9516,36.398,36.7934,316495.0
2023-05-16,36.4474,36.4869,35.9432,36.0816,239026.0
2023-05-17,36.1805,37.001,36.1508,36.823,208007.0
2023-05-18,36.744,37.1048,36.4771,37.0109,504917.0
2023-05-19,37.2778,37.4063,36.2695,36.6748,411049.0
2023-05-20,37.2778,37.4063,36.2695,36.6748,411049.0
2023-05-21,37.2778,37.4063,36.2695,36.6748,411049.0
2023-05-22,36.744,36.7588,36.052,36.4276,370002.0
2023-05-23,36.5364,37.0801,36.0322,36.7934,300179.0
2023-05-24,36.823,36.823,35.7653,36.1508,895877.0
2023-05-25,35.9927,36.136,35.2117,35.7357,475606.0
2023-05-26,35.6763,36.3881,35.6467,36.2991,400411.0
2023-05-27,35.6763,36.3881,35.6467,36.2991,400411.0
2023-05-28,35.6763,36.3881,35.6467,36.2991,400411.0
2023-05-29,35.6763,36.3881,35.6467,36.2991,400411.0
2023-05-30,36.4771,36.6846,36.1607,36.2003,346099.0
2023-05-31,36.1607,36.1607,35.2958,35.7752,868037.0
2023-06-01,35.9136,36.2991,35.716,36.052,524553.0
2023-06-02,36.5364,38.0053,36.4672,37.9401,246798.0
2023-06-03,36.5364,38.0053,36.4672,37.9401,246798.0
2023-06-04,36.5364,38.0053,36.4672,37.9401,246798.0
2023-06-05,37.9401,38.3355,37.0257,38.2169,446019.0
2023-06-06,38.0884,39.1857,37.9599,38.8693,373392.0
2023-06-07,39.0374,40.1149,38.8693,40.0753,702261.0
2023-06-08,39.8183,40.3073,38.9682,39.8677,642312.0
2023-06-09,39.7195,39.7293,38.6914,39.2153,579911.0
2023-06-10,39.7195,39.7293,38.6914,39.2153,579911.0
2023-06-11,39.7195,39.7293,38.6914,39.2153,579911.0
2023-06-12,39.0769,39.3142,38.5382,38.9978,581986.0
2023-06-13,38.9781,39.7689,38.7507,39.1659,1007437.0
2023-06-14,39.0176,39.2944,38.6914,39.1165,630342.0
2023-06-15,39.0473,39.6898,38.4146,39.67,707934.0
2023-06-16,39.9172,40.1346,39.0077,39.324,1028970.0
2023-06-17,39.9172,40.1346,39.0077,39.324,1028970.0
2023-06-18,39.9172,40.1346,39.0077,39.324,1028970.0
2023-06-19,39.9172,40.1346,39.0077,39.324,1028970.0
2023-06-20,38.9879,39.1263,38.6617,38.8693,216097.0
2023-06-21,38.8001,40.1346,38.5728,39.9172,296244.0
2023-06-22,39.9172,40.1989,39.5712,39.8381,277286.0
2023-06-23,39.4921,39.8974,38.7705,38.8298,597205.0
2023-06-24,39.4921,39.8974,38.7705,38.8298,597205.0
2023-06-25,39.4921,39.8974,38.7705,38.8298,597205.0
2023-06-26,39.0077,39.4427,38.375,38.6815,157749.0
2023-06-27,38.7606,39.4229,38.5728,39.2153,152158.0
2023-06-28,39.3043,39.413,39.0077,39.2845,266302.0
2023-06-29,39.1258,39.7705,39.0365,39.7407,163508.0
2023-06-30,40.0978,40.306,39.4333,39.4531,240611.0
2023-07-01,40.0978,40.306,39.4333,39.4531,240611.0
2023-07-02,40.0978,40.306,39.4333,39.4531,240611.0
2023-07-03,39.1655,39.7655,39.1655,39.7209,66613.0
2023-07-04,39.1655,39.7655,39.1655,39.7209,66613.0
2023-07-05,39.4531,39.4531,38.9076,39.0861,162893.0
2023-07-06,38.8382,39.1804,37.9456,38.5407,275232.0
2023-07-07,38.6795,39.3539,38.0101,39.0167,203264.0
2023-07-08,38.6795,39.3539,38.0101,39.0167,203264.0
2023-07-09,38.6795,39.3539,38.0101,39.0167,203264.0
2023-07-10,38.8779,39.9292,38.8779,39.9192,174178.0
2023-07-11,40.1176,40.5441,39.9341,40.4746,219069.0
2023-07-12,41.1292,41.3276,40.4967,41.1391,583932.0
2023-07-13,41.1094,41.3167,40.7622,41.1689,229317.0
2023-07-14,41.3573,41.3573,40.2564,40.2664,196867.0
2023-07-15,41.3573,41.3573,40.2564,40.2664,196867.0
2023-07-16,41.3573,41.3573,40.2564,40.2664,196867.0
2023-07-17,40.3755,41.0082,39.949,40.7622,266646.0
2023-07-18,40.8813,41.883,40.8813,41.6945,216612.0
2023-07-19,42.0218,43.3409,41.6053,42.964,715462.0
2023-07-20,43.1723,43.5591,42.6466,43.2715,317463.0
2023-07-21,43.5095,43.5095,42.0615,42.3392,715127.0
2023-07-22,43.5095,43.5095,42.0615,42.3392,715127.0
2023-07-23,43.5095,43.5095,42.0615,42.3392,715127.0
2023-07-24,42.4086,42.8152,41.8135,42.6367,417557.0
2023-07-25,42.3987,42.7161,42.1309,42.3094,376463.0
2023-07-26,42.0813,43.1425,42.0615,43.1227,744136.0
2023-07-27,42.1805,42.7458,40.4647,41.1689,865743.0
2023-07-28,40.9705,41.2978,39.0663,39.7605,533794.0
2023-07-29,40.9705,41.2978,39.0663,39.7605,533794.0
2023-07-30,40.9705,41.2978,39.0663,39.7605,533794.0
2023-07-31,39.9887,40.9011,39.6316,40.5936,263691.0
2023-08-01,40.5143,41.3077,40.2366,41.3077,247272.0
2023-08-02,41.0697,41.6945,40.6928,41.5259,208988.0
2023-08-03,41.397,41.8334,40.8912,41.6648,223702.0
2023-08-04,41.635,42.1012,41.1292,41.6846,239235.0
2023-08-05,41.635,42.1012,41.1292,41.6846,239235.0
2023-08-06,41.635,42.1012,41.1292,41.6846,239235.0
2023-08-07,41.5358,42.0516,41.4664,41.8433,161330.0
2023-08-08,41.6251,42.0813,41.2358,41.9722,248967.0
2023-08-09,42.1309,42.9739,41.9127,42.4979,308486.0
2023-08-10,42.5673,42.8946,41.1391,41.5458,167351.0
2023-08-11,41.6747,42.0069,41.2086,41.9028,215455.0
2023-08-12,41.6747,42.0069,41.2086,41.9028,215455.0
