,PLCE US Equity,PLCE US Equity,PLCE US Equity,PLCE US Equity,PLCE US Equity
2020-03-24,19.05,21.82,19.01,20.82,1369572.0
2020-03-25,21.95,22.7197,18.68,22.03,1704490.0
2020-03-26,22.66,23.8975,21.23,21.72,1291658.0
2020-03-27,20.67,21.5,18.8001,20.8,1063423.0
2020-03-28,20.67,21.5,18.8001,20.8,1063423.0
2020-03-29,20.67,21.5,18.8001,20.8,1063423.0
2020-03-30,20.78,21.0,18.29,19.27,1284201.0
2020-03-31,19.29,20.62,19.17,19.56,797509.0
2020-04-01,18.8,19.09,16.7,17.06,1049673.0
2020-04-02,16.7,18.16,15.54,16.06,974851.0
2020-04-03,16.03,16.06,14.025,14.06,1257287.0
2020-04-04,16.03,16.06,14.025,14.06,1257287.0
2020-04-05,16.03,16.06,14.025,14.06,1257287.0
2020-04-06,14.99,19.2,14.99,18.82,2444459.0
2020-04-07,20.85,22.98,18.93,19.96,1862089.0
2020-04-08,20.66,22.85,20.05,22.7,1869963.0
2020-04-09,24.41,26.6,24.02,24.84,1755743.0
2020-04-10,24.41,26.6,24.02,24.84,1755743.0
2020-04-11,24.41,26.6,24.02,24.84,1755743.0
2020-04-12,24.41,26.6,24.02,24.84,1755743.0
2020-04-13,26.0,27.6744,24.34,26.57,2801312.0
2020-04-14,27.19,27.96,26.4,27.59,892819.0
2020-04-15,25.91,27.15,25.19,26.43,1147355.0
2020-04-16,26.17,27.1276,23.62,24.415,926073.0
2020-04-17,25.71,28.05,25.34,27.19,916082.0
2020-04-18,25.71,28.05,25.34,27.19,916082.0
2020-04-19,25.71,28.05,25.34,27.19,916082.0
2020-04-20,26.31,27.91,25.81,26.38,812795.0
2020-04-21,25.61,27.2,25.51,27.01,750068.0
2020-04-22,27.76,27.76,24.88,25.5,824773.0
2020-04-23,25.7,26.4,24.7,24.77,891988.0
2020-04-24,25.21,25.72,22.96,24.8,1023432.0
2020-04-25,25.21,25.72,22.96,24.8,1023432.0
2020-04-26,25.21,25.72,22.96,24.8,1023432.0
2020-04-27,25.12,27.175,24.4,26.57,1163155.0
2020-04-28,27.95,29.98,27.54,28.58,1085350.0
2020-04-29,29.87,32.52,29.87,31.39,1019206.0
2020-04-30,30.11,31.3062,29.075,29.56,835285.0
2020-05-01,28.3,28.7,26.3701,28.02,620569.0
2020-05-02,28.3,28.7,26.3701,28.02,620569.0
2020-05-03,28.3,28.7,26.3701,28.02,620569.0
2020-05-04,26.87,28.835,25.69,28.28,486750.0
2020-05-05,29.0,29.96,27.22,27.22,593720.0
2020-05-06,27.43,28.0,25.54,26.31,798716.0
2020-05-07,26.68,28.44,26.68,27.46,629298.0
2020-05-08,28.26,30.274,28.06,29.99,521634.0
2020-05-09,28.26,30.274,28.06,29.99,521634.0
2020-05-10,28.26,30.274,28.06,29.99,521634.0
2020-05-11,29.56,30.81,27.8,29.92,693203.0
2020-05-12,30.17,31.28,29.23,29.3,800247.0
2020-05-13,29.13,29.46,27.41,28.1,816935.0
2020-05-14,27.44,32.683,26.5,31.27,1004725.0
2020-05-15,30.85,32.57,30.15,31.14,924415.0
2020-05-16,30.85,32.57,30.15,31.14,924415.0
2020-05-17,30.85,32.57,30.15,31.14,924415.0
2020-05-18,33.77,36.695,32.75,35.0,1465714.0
2020-05-19,36.11,39.2072,33.89,37.22,1228503.0
2020-05-20,38.01,38.8,35.06,36.84,791954.0
2020-05-21,36.85,38.76,36.26,36.8,1002248.0
2020-05-22,37.0,40.11,36.738,38.8,863282.0
2020-05-23,37.0,40.11,36.738,38.8,863282.0
2020-05-24,37.0,40.11,36.738,38.8,863282.0
2020-05-25,37.0,40.11,36.738,38.8,863282.0
2020-05-26,41.26,42.6284,40.75,41.54,641806.0
2020-05-27,43.32,47.1,41.17,46.485,1313761.0
2020-05-28,47.01,47.41,42.58,42.96,995105.0
2020-05-29,42.96,43.5,41.22,41.64,795439.0
2020-05-30,42.96,43.5,41.22,41.64,795439.0
2020-05-31,42.96,43.5,41.22,41.64,795439.0
2020-06-01,41.74,43.62,40.2845,41.89,868717.0
2020-06-02,43.0,45.04,42.02,44.71,595739.0
2020-06-03,46.17,50.31,45.815,49.51,1004806.0
2020-06-04,48.87,50.88,47.625,48.79,784959.0
2020-06-05,51.92,54.87,51.62,52.16,1175068.0
2020-06-06,51.92,54.87,51.62,52.16,1175068.0
2020-06-07,51.92,54.87,51.62,52.16,1175068.0
2020-06-08,54.73,58.695,53.27,53.41,1084560.0
2020-06-09,51.82,51.82,47.7,47.7,969201.0
2020-06-10,48.33,49.0,44.41,47.02,1479708.0
2020-06-11,43.1,46.79,42.51,45.19,1824051.0
2020-06-12,47.37,49.0,45.13,47.09,1025282.0
2020-06-13,47.37,49.0,45.13,47.09,1025282.0
2020-06-14,47.37,49.0,45.13,47.09,1025282.0
2020-06-15,44.65,46.21,43.78,45.88,926464.0
2020-06-16,48.76,48.78,45.13,46.36,1035054.0
2020-06-17,46.62,46.62,43.18,43.27,762265.0
2020-06-18,42.32,43.83,41.39,41.51,821425.0
2020-06-19,42.1,42.5807,38.3801,38.75,1380882.0
2020-06-20,42.1,42.5807,38.3801,38.75,1380882.0
2020-06-21,42.1,42.5807,38.3801,38.75,1380882.0
2020-06-22,39.15,39.91,35.17,38.66,1299706.0
2020-06-23,39.0874,40.0,38.1551,39.35,540432.0
2020-06-24,38.01,38.7,36.14,36.69,652597.0
2020-06-25,36.45,38.537,35.76,37.3,494717.0
2020-06-26,36.96,37.92,35.8,36.28,901177.0
2020-06-27,36.96,37.92,35.8,36.28,901177.0
2020-06-28,36.96,37.92,35.8,36.28,901177.0
2020-06-29,37.07,38.6227,35.99,38.09,478712.0
2020-06-30,36.4435,38.47,36.099,37.42,770284.0
2020-07-01,37.08,39.56,36.92,37.34,688373.0
2020-07-02,38.7,39.15,36.35,36.46,825569.0
2020-07-03,38.7,39.15,36.35,36.46,825569.0
2020-07-04,38.7,39.15,36.35,36.46,825569.0
2020-07-05,38.7,39.15,36.35,36.46,825569.0
2020-07-06,37.57,38.7298,36.315,37.19,642659.0
2020-07-07,36.58,37.15,35.97,36.63,1150762.0
2020-07-08,36.48,37.56,34.83,35.42,1388558.0
2020-07-09,35.39,35.85,31.06,31.23,1120507.0
2020-07-10,30.95,32.85,30.27,32.54,873625.0
2020-07-11,30.95,32.85,30.27,32.54,873625.0
2020-07-12,30.95,32.85,30.27,32.54,873625.0
2020-07-13,33.08,33.2394,31.18,31.76,900781.0
2020-07-14,31.42,32.22,30.27,31.92,496800.0
2020-07-15,33.16,35.33,32.91,33.96,812188.0
2020-07-16,33.16,34.37,32.96,33.76,535504.0
2020-07-17,33.6,33.68,32.115,32.205,564382.0
2020-07-18,33.6,33.68,32.115,32.205,564382.0
2020-07-19,33.6,33.68,32.115,32.205,564382.0
2020-07-20,31.8,31.81,29.18,29.99,962512.0
2020-07-21,30.68,32.89,30.45,31.66,770173.0
2020-07-22,31.17,31.555,30.46,30.81,1030852.0
2020-07-23,30.68,31.51,30.4,30.75,1059054.0
2020-07-24,31.3,32.15,28.87,28.99,1041204.0
2020-07-25,31.3,32.15,28.87,28.99,1041204.0
2020-07-26,31.3,32.15,28.87,28.99,1041204.0
2020-07-27,29.01,29.29,25.84,27.31,1807765.0
2020-07-28,27.09,27.7,26.61,26.92,767810.0
2020-07-29,26.85,27.72,26.5,26.77,2217697.0
2020-07-30,26.17,26.8886,23.9505,24.22,1552958.0
2020-07-31,24.32,25.07,23.38,24.41,941645.0
2020-08-01,24.32,25.07,23.38,24.41,941645.0
2020-08-02,24.32,25.07,23.38,24.41,941645.0
2020-08-03,24.24,24.47,23.1,24.14,1066166.0
2020-08-04,24.27,26.34,23.75,26.09,939649.0
2020-08-05,26.69,27.32,26.08,27.24,752405.0
2020-08-06,27.07,27.75,25.25,25.83,886606.0
2020-08-07,25.52,27.67,25.25,27.47,767985.0
2020-08-08,25.52,27.67,25.25,27.47,767985.0
2020-08-09,25.52,27.67,25.25,27.47,767985.0
2020-08-10,27.96,28.72,26.94,27.67,792294.0
2020-08-11,28.37,29.69,27.835,28.27,706449.0
2020-08-12,28.57,28.72,26.885,28.34,576789.0
2020-08-13,27.95,28.29,27.025,27.45,619294.0
2020-08-14,27.3,28.31,26.7914,27.78,441060.0
2020-08-15,27.3,28.31,26.7914,27.78,441060.0
2020-08-16,27.3,28.31,26.7914,27.78,441060.0
2020-08-17,27.91,28.75,27.25,27.7,581385.0
2020-08-18,27.38,27.38,23.96,24.03,1611084.0
2020-08-19,24.0,24.53,23.48,23.81,988005.0
2020-08-20,23.26,23.26,21.3,21.73,1471014.0
2020-08-21,22.23,22.68,21.63,21.77,1259771.0
2020-08-22,22.23,22.68,21.63,21.77,1259771.0
2020-08-23,22.23,22.68,21.63,21.77,1259771.0
2020-08-24,22.2,23.76,21.05,23.31,2147416.0
2020-08-25,19.63,20.78,17.78,18.915,10815925.0
2020-08-26,18.61,20.1,18.4501,18.905,2412774.0
2020-08-27,19.25,21.47,18.95,20.78,3469657.0
2020-08-28,21.26,21.43,20.5,21.23,1673296.0
2020-08-29,21.26,21.43,20.5,21.23,1673296.0
2020-08-30,21.26,21.43,20.5,21.23,1673296.0
2020-08-31,21.27,21.41,19.73,19.965,2077182.0
2020-09-01,19.9,20.59,19.61,19.86,1154970.0
2020-09-02,20.6,21.86,20.6,21.32,1558508.0
2020-09-03,21.32,22.38,20.6,22.18,1662058.0
2020-09-04,22.32,23.65,21.78,23.43,1398234.0
2020-09-05,22.32,23.65,21.78,23.43,1398234.0
2020-09-06,22.32,23.65,21.78,23.43,1398234.0
2020-09-07,22.32,23.65,21.78,23.43,1398234.0
2020-09-08,23.05,24.06,22.56,23.29,1209328.0
2020-09-09,23.2,23.2,21.6174,22.97,1462874.0
2020-09-10,23.38,25.2991,23.29,24.55,2146632.0
2020-09-11,24.59,25.39,23.5194,24.5,1287194.0
2020-09-12,24.59,25.39,23.5194,24.5,1287194.0
2020-09-13,24.59,25.39,23.5194,24.5,1287194.0
2020-09-14,24.68,26.78,24.54,26.47,1034952.0
2020-09-15,26.71,28.51,26.35,28.0,2291648.0
2020-09-16,28.17,32.1,27.95,31.73,2923236.0
2020-09-17,30.83,31.37,28.98,29.51,1937546.0
2020-09-18,29.75,30.74,29.1101,30.18,1773382.0
2020-09-19,29.75,30.74,29.1101,30.18,1773382.0
2020-09-20,29.75,30.74,29.1101,30.18,1773382.0
2020-09-21,28.76,29.515,27.5608,28.9,1506205.0
2020-09-22,29.67,30.6982,28.9501,29.1,1111093.0
2020-09-23,29.44,30.38,26.74,26.89,1181329.0
2020-09-24,26.64,27.4,25.71,26.91,821141.0
2020-09-25,26.79,27.51,26.565,27.39,713816.0
2020-09-26,26.79,27.51,26.565,27.39,713816.0
2020-09-27,26.79,27.51,26.565,27.39,713816.0
2020-09-28,28.15,29.43,27.66,28.78,1253309.0
2020-09-29,28.58,28.6916,26.8275,27.36,963718.0
2020-09-30,27.72,28.83,27.385,28.35,837623.0
2020-10-01,28.53,30.55,28.53,29.7,1310146.0
2020-10-02,28.34,30.36,27.94,30.11,1081620.0
2020-10-03,28.34,30.36,27.94,30.11,1081620.0
2020-10-04,28.34,30.36,27.94,30.11,1081620.0
2020-10-05,30.51,31.24,29.365,31.02,952630.0
2020-10-06,30.49,30.745,28.96,29.04,1382000.0
2020-10-07,30.24,31.04,29.96,30.81,1244583.0
2020-10-08,31.49,32.55,30.45,30.49,839066.0
2020-10-09,30.77,30.92,28.14,28.42,1344479.0
2020-10-10,30.77,30.92,28.14,28.42,1344479.0
2020-10-11,30.77,30.92,28.14,28.42,1344479.0
2020-10-12,28.39,28.945,27.0,27.0,1001912.0
2020-10-13,26.51,27.35,25.66,27.02,927672.0
2020-10-14,27.49,28.17,26.48,27.46,818886.0
2020-10-15,26.82,28.27,26.65,27.24,680837.0
2020-10-16,27.5,27.6499,24.8,24.92,1456662.0
2020-10-17,27.5,27.6499,24.8,24.92,1456662.0
2020-10-18,27.5,27.6499,24.8,24.92,1456662.0
2020-10-19,25.05,25.77,24.54,24.66,857425.0
2020-10-20,24.97,25.46,24.44,24.73,1050508.0
2020-10-21,24.91,26.0,24.15,25.71,1032073.0
2020-10-22,25.67,27.77,25.57,27.68,1436287.0
2020-10-23,28.0,28.3,26.07,28.22,1068101.0
2020-10-24,28.0,28.3,26.07,28.22,1068101.0
2020-10-25,28.0,28.3,26.07,28.22,1068101.0
2020-10-26,26.885,27.99,26.2,26.96,892009.0
2020-10-27,26.95,27.035,25.41,26.05,746077.0
2020-10-28,24.9,26.16,24.82,25.04,900461.0
2020-10-29,24.92,25.595,24.58,25.45,847972.0
2020-10-30,25.36,25.9,24.59,25.27,771568.0
2020-10-31,25.36,25.9,24.59,25.27,771568.0
2020-11-01,25.36,25.9,24.59,25.27,771568.0
2020-11-02,25.65,26.58,25.1995,25.6,600519.0
2020-11-03,25.74,27.18,25.74,27.12,591211.0
2020-11-04,26.4,26.8,25.32,25.49,548257.0
2020-11-05,25.88,27.41,25.87,26.73,606440.0
2020-11-06,26.48,27.12,26.04,26.67,643675.0
2020-11-07,26.48,27.12,26.04,26.67,643675.0
2020-11-08,26.48,27.12,26.04,26.67,643675.0
2020-11-09,31.67,34.255,30.0,33.1,1720570.0
2020-11-10,33.53,33.53,30.35,30.69,1186486.0
2020-11-11,31.0,31.0,28.6,28.89,822991.0
2020-11-12,28.53,30.05,28.03,29.79,1107125.0
2020-11-13,30.35,32.36,30.08,32.27,707498.0
2020-11-14,30.35,32.36,30.08,32.27,707498.0
2020-11-15,30.35,32.36,30.08,32.27,707498.0
2020-11-16,34.07,34.725,32.42,34.67,1221045.0
2020-11-17,33.0,37.69,33.0,36.84,1112752.0
2020-11-18,37.42,39.2,37.325,37.75,1052466.0
2020-11-19,38.78,41.7599,38.5,40.36,1385730.0
2020-11-20,40.71,41.71,38.06,40.2,960666.0
2020-11-21,40.71,41.71,38.06,40.2,960666.0
2020-11-22,40.71,41.71,38.06,40.2,960666.0
2020-11-23,40.73,45.58,40.34,43.96,1091002.0
2020-11-24,45.5,45.9,43.51,45.16,786258.0
2020-11-25,44.39,44.53,42.15,43.97,729262.0
2020-11-26,44.39,44.53,42.15,43.97,729262.0
2020-11-27,43.97,45.97,43.6064,45.8,301181.0
2020-11-28,43.97,45.97,43.6064,45.8,301181.0
2020-11-29,43.97,45.97,43.6064,45.8,301181.0
2020-11-30,45.85,45.85,42.36,42.98,592189.0
2020-12-01,44.0,44.42,41.28,41.58,681459.0
2020-12-02,41.27,45.1676,40.57,44.59,571580.0
2020-12-03,44.45,47.7899,44.44,46.21,500989.0
2020-12-04,46.36,47.45,45.01,47.32,413065.0
2020-12-05,46.36,47.45,45.01,47.32,413065.0
2020-12-06,46.36,47.45,45.01,47.32,413065.0
2020-12-07,46.92,47.4,45.38,46.45,587939.0
2020-12-08,46.09,47.07,45.44,45.61,401486.0
2020-12-09,46.05,47.3,44.74,45.16,619087.0
2020-12-10,44.005,46.35,44.0,45.85,587536.0
2020-12-11,45.11,46.19,42.905,43.51,449260.0
2020-12-12,45.11,46.19,42.905,43.51,449260.0
2020-12-13,45.11,46.19,42.905,43.51,449260.0
2020-12-14,44.78,45.29,42.54,43.0,459100.0
2020-12-15,43.45,46.23,43.16,46.19,444423.0
2020-12-16,46.19,46.665,43.62,45.13,580626.0
2020-12-17,45.27,46.02,44.5255,45.68,368267.0
2020-12-18,46.16,47.431,44.78,45.21,678816.0
2020-12-19,46.16,47.431,44.78,45.21,678816.0
2020-12-20,46.16,47.431,44.78,45.21,678816.0
2020-12-21,43.74,48.4,42.83,47.93,760767.0
2020-12-22,48.46,48.52,46.47,48.0,660632.0
2020-12-23,48.19,51.36,48.19,51.15,616878.0
2020-12-24,50.83,52.17,49.5,49.72,892531.0
2020-12-25,50.83,52.17,49.5,49.72,892531.0
2020-12-26,50.83,52.17,49.5,49.72,892531.0
2020-12-27,50.83,52.17,49.5,49.72,892531.0
2020-12-28,50.57,52.03,49.8,50.29,544947.0
2020-12-29,50.28,50.54,48.01,48.97,446995.0
2020-12-30,48.97,50.58,48.74,50.0,486594.0
2020-12-31,49.66,50.68,48.98,50.1,395631.0
2021-01-01,49.66,50.68,48.98,50.1,395631.0
2021-01-02,49.66,50.68,48.98,50.1,395631.0
2021-01-03,49.66,50.68,48.98,50.1,395631.0
2021-01-04,50.13,51.0,47.88,48.94,528562.0
2021-01-05,48.6,50.77,48.0002,50.66,363864.0
2021-01-06,51.99,57.04,51.99,56.83,728162.0
2021-01-07,57.4,58.34,53.45,54.57,882212.0
2021-01-08,55.0,55.55,52.0,53.52,639307.0
2021-01-09,55.0,55.55,52.0,53.52,639307.0
2021-01-10,55.0,55.55,52.0,53.52,639307.0
2021-01-11,52.13,54.64,51.54,52.53,603053.0
2021-01-12,53.23,53.46,52.0,53.44,670866.0
2021-01-13,53.18,55.25,51.66,54.07,484062.0
2021-01-14,54.29,59.21,54.29,58.8,755300.0
2021-01-15,58.33,58.7,55.78,57.27,662580.0
2021-01-16,58.33,58.7,55.78,57.27,662580.0
2021-01-17,58.33,58.7,55.78,57.27,662580.0
2021-01-18,58.33,58.7,55.78,57.27,662580.0
2021-01-19,58.68,62.0,58.68,61.75,788250.0
2021-01-20,62.29,64.43,62.29,63.905,754015.0
2021-01-21,64.54,66.0,63.29,64.39,658909.0
2021-01-22,63.71,64.53,61.27,64.41,724611.0
2021-01-23,63.71,64.53,61.27,64.41,724611.0
2021-01-24,63.71,64.53,61.27,64.41,724611.0
2021-01-25,63.96,72.97,63.96,71.56,2438990.0
2021-01-26,72.2,72.99,66.46,69.74,987564.0
2021-01-27,68.56,75.0,67.5,72.69,1214240.0
2021-01-28,72.87,74.3075,68.82,71.03,926954.0
2021-01-29,71.03,73.91,69.35,73.47,944040.0
2021-01-30,71.03,73.91,69.35,73.47,944040.0
2021-01-31,71.03,73.91,69.35,73.47,944040.0
2021-02-01,74.3,76.1,68.88,70.1,716847.0
2021-02-02,72.13,72.5,67.38,69.74,666845.0
2021-02-03,70.52,71.43,69.39,70.86,353085.0
2021-02-04,71.58,74.21,70.83,73.28,358241.0
2021-02-05,74.1,74.64,72.18,74.6,414089.0
2021-02-06,74.1,74.64,72.18,74.6,414089.0
2021-02-07,74.1,74.64,72.18,74.6,414089.0
2021-02-08,75.22,78.46,75.18,77.61,404711.0
2021-02-09,77.61,78.6,76.1,77.51,606324.0
2021-02-10,78.21,79.03,75.43,76.87,291233.0
2021-02-11,77.54,78.71,75.5401,76.26,314492.0
2021-02-12,72.98,74.25,70.965,72.27,508708.0
2021-02-13,72.98,74.25,70.965,72.27,508708.0
2021-02-14,72.98,74.25,70.965,72.27,508708.0
2021-02-15,72.98,74.25,70.965,72.27,508708.0
2021-02-16,71.3,72.14,68.4,70.32,884358.0
2021-02-17,70.21,71.8594,68.415,69.39,513430.0
2021-02-18,69.0,70.71,67.52,70.12,320518.0
2021-02-19,70.75,70.86,67.64,68.15,464562.0
2021-02-20,70.75,70.86,67.64,68.15,464562.0
2021-02-21,70.75,70.86,67.64,68.15,464562.0
2021-02-22,68.34,70.84,68.0,69.04,569028.0
2021-02-23,67.82,70.72,64.6,70.68,484648.0
2021-02-24,72.25,75.21,70.72,75.12,498181.0
2021-02-25,75.48,75.93,69.54,69.78,591672.0
2021-02-26,70.69,71.31,67.19,69.25,535313.0
2021-02-27,70.69,71.31,67.19,69.25,535313.0
2021-02-28,70.69,71.31,67.19,69.25,535313.0
2021-03-01,70.62,74.4,70.6,73.89,311729.0
2021-03-02,73.81,74.7,70.84,71.17,238994.0
2021-03-03,71.33,74.08,70.81,73.39,226538.0
2021-03-04,73.45,75.74,70.07,74.48,443588.0
2021-03-05,76.0065,76.71,70.75,75.58,473351.0
2021-03-06,76.0065,76.71,70.75,75.58,473351.0
2021-03-07,76.0065,76.71,70.75,75.58,473351.0
2021-03-08,76.66,82.74,76.66,80.19,692195.0
2021-03-09,82.25,85.04,73.6067,82.58,768990.0
2021-03-10,83.26,83.46,77.01,78.45,702230.0
2021-03-11,79.55,81.38,78.45,79.95,357378.0
2021-03-12,80.02,84.15,80.02,83.66,379496.0
2021-03-13,80.02,84.15,80.02,83.66,379496.0
2021-03-14,80.02,84.15,80.02,83.66,379496.0
2021-03-15,83.47,85.59,82.4874,83.22,289395.0
2021-03-16,81.335,83.57,80.385,82.36,361642.0
2021-03-17,81.9,82.87,78.92,79.66,410631.0
2021-03-18,79.75,82.96,77.76,79.44,620191.0
2021-03-19,79.66,80.95,78.26,79.2,529204.0
2021-03-20,79.66,80.95,78.26,79.2,529204.0
2021-03-21,79.66,80.95,78.26,79.2,529204.0
2021-03-22,79.51,79.51,74.85,76.64,401250.0
2021-03-23,76.01,76.28,71.38,73.41,498901.0
2021-03-24,74.51,75.0,69.84,70.17,406019.0
2021-03-25,69.3,73.83,67.82,73.34,364032.0
2021-03-26,74.39,74.4,70.8,72.95,287370.0
2021-03-27,74.39,74.4,70.8,72.95,287370.0
2021-03-28,74.39,74.4,70.8,72.95,287370.0
2021-03-29,72.11,73.78,66.5,66.77,542847.0
2021-03-30,66.82,69.0,66.29,68.52,378258.0
2021-03-31,68.27,70.07,67.01,69.7,508747.0
2021-04-01,69.53,70.0,67.0,68.89,337792.0
2021-04-02,69.53,70.0,67.0,68.89,337792.0
2021-04-03,69.53,70.0,67.0,68.89,337792.0
2021-04-04,69.53,70.0,67.0,68.89,337792.0
2021-04-05,69.67,70.5,67.475,69.68,255439.0
2021-04-06,69.03,70.88,68.29,69.98,224974.0
2021-04-07,70.68,71.87,69.28,70.79,203053.0
2021-04-08,70.63,72.73,69.0,71.95,375457.0
2021-04-09,71.45,74.3,70.021,74.0,322006.0
2021-04-10,71.45,74.3,70.021,74.0,322006.0
2021-04-11,71.45,74.3,70.021,74.0,322006.0
2021-04-12,72.51,76.58,72.51,75.94,346732.0
2021-04-13,75.61,77.135,73.23,76.61,472708.0
2021-04-14,77.06,80.65,76.5601,78.85,620710.0
2021-04-15,79.99,80.76,77.42,77.86,384618.0
2021-04-16,77.72,79.21,76.605,76.84,230600.0
2021-04-17,77.72,79.21,76.605,76.84,230600.0
2021-04-18,77.72,79.21,76.605,76.84,230600.0
2021-04-19,76.83,76.83,73.675,74.86,291999.0
2021-04-20,74.54,75.5,70.97,72.32,485858.0
2021-04-21,72.0,75.22,71.91,74.06,193582.0
2021-04-22,74.54,76.54,74.09,74.92,254857.0
2021-04-23,75.47,76.72,74.52,75.93,281291.0
2021-04-24,75.47,76.72,74.52,75.93,281291.0
2021-04-25,75.47,76.72,74.52,75.93,281291.0
2021-04-26,75.79,76.71,73.65,74.78,255254.0
2021-04-27,74.79,78.5,74.79,77.5,353485.0
2021-04-28,77.39,80.31,76.38,80.25,339185.0
2021-04-29,81.0,81.32,78.2,80.41,296175.0
2021-04-30,81.41,84.2304,77.455,78.35,796084.0
2021-05-01,81.41,84.2304,77.455,78.35,796084.0
2021-05-02,81.41,84.2304,77.455,78.35,796084.0
2021-05-03,78.61,81.5075,78.35,80.49,459623.0
2021-05-04,79.93,79.93,76.07,79.01,492073.0
2021-05-05,80.36,80.44,77.61,78.4,371445.0
2021-05-06,78.23,80.0,77.24,79.24,317411.0
2021-05-07,79.35,83.0,78.6825,80.82,384915.0
2021-05-08,79.35,83.0,78.6825,80.82,384915.0
2021-05-09,79.35,83.0,78.6825,80.82,384915.0
2021-05-10,81.0,82.85,77.83,77.85,407206.0
2021-05-11,76.32,77.93,72.42,77.59,711787.0
2021-05-12,76.62,77.6,71.09,71.44,763220.0
2021-05-13,71.8,74.7,70.1,72.83,599880.0
2021-05-14,72.9,78.5,72.9,77.64,657580.0
2021-05-15,72.9,78.5,72.9,77.64,657580.0
2021-05-16,72.9,78.5,72.9,77.64,657580.0
2021-05-17,81.83,91.38,81.01,90.03,2500491.0
2021-05-18,93.18,97.13,90.55,91.86,1503445.0
2021-05-19,90.47,91.74,86.13,88.55,1039891.0
2021-05-20,100.5365,103.33,88.05,92.94,2628596.0
2021-05-21,94.12,97.2899,91.1,91.89,878216.0
2021-05-22,94.12,97.2899,91.1,91.89,878216.0
2021-05-23,94.12,97.2899,91.1,91.89,878216.0
2021-05-24,93.23,96.2799,91.375,95.3,760525.0
2021-05-25,95.46,97.5,92.61,93.28,502352.0
2021-05-26,94.37,97.6468,94.37,97.17,509875.0
2021-05-27,97.31,99.67,95.1101,97.78,482967.0
2021-05-28,98.72,98.84,92.7,92.99,422387.0
2021-05-29,98.72,98.84,92.7,92.99,422387.0
2021-05-30,98.72,98.84,92.7,92.99,422387.0
2021-05-31,98.72,98.84,92.7,92.99,422387.0
2021-06-01,94.0,98.0,93.73,95.5,591442.0
2021-06-02,95.22,96.1525,92.91,95.68,329212.0
2021-06-03,94.44,95.96,92.34,94.1,311076.0
2021-06-04,94.42,95.0,89.01,92.67,772769.0
2021-06-05,94.42,95.0,89.01,92.67,772769.0
2021-06-06,94.42,95.0,89.01,92.67,772769.0
2021-06-07,93.0,95.32,92.7201,94.74,339445.0
2021-06-08,95.57,97.43,93.67,96.41,408862.0
2021-06-09,96.58,99.05,94.6,98.66,462620.0
2021-06-10,98.9,100.99,91.82,92.16,483383.0
2021-06-11,92.72,97.28,92.4,97.25,496638.0
2021-06-12,92.72,97.28,92.4,97.25,496638.0
2021-06-13,92.72,97.28,92.4,97.25,496638.0
2021-06-14,96.85,98.035,94.89,95.97,262461.0
2021-06-15,97.15,97.15,91.395,93.27,369743.0
2021-06-16,93.76,95.9,91.13,95.86,347670.0
2021-06-17,95.99,96.99,91.11,91.65,410312.0
2021-06-18,90.26,91.65,86.48,86.83,686157.0
2021-06-19,90.26,91.65,86.48,86.83,686157.0
2021-06-20,90.26,91.65,86.48,86.83,686157.0
2021-06-21,88.16,90.34,87.38,90.0,424939.0
2021-06-22,88.97,92.01,86.98,91.18,344319.0
2021-06-23,91.61,93.15,90.385,91.97,443186.0
2021-06-24,92.97,96.0,90.77,95.57,493794.0
2021-06-25,95.56,101.185,95.56,99.33,887351.0
2021-06-26,95.56,101.185,95.56,99.33,887351.0
2021-06-27,95.56,101.185,95.56,99.33,887351.0
2021-06-28,99.35,99.98,93.0,93.84,763273.0
2021-06-29,94.42,96.1,92.87,93.78,242693.0
2021-06-30,92.95,95.47,92.5,93.06,437992.0
2021-07-01,94.35,94.79,91.58,93.1,343554.0
2021-07-02,93.55,94.62,92.01,93.04,250400.0
2021-07-03,93.55,94.62,92.01,93.04,250400.0
2021-07-04,93.55,94.62,92.01,93.04,250400.0
2021-07-05,93.55,94.62,92.01,93.04,250400.0
2021-07-06,93.26,95.44,90.8901,95.09,386416.0
2021-07-07,95.06,95.3,90.24,90.79,491574.0
2021-07-08,88.03,89.67,85.23,88.6,365090.0
2021-07-09,90.58,94.54,90.1,94.54,322598.0
2021-07-10,90.58,94.54,90.1,94.54,322598.0
2021-07-11,90.58,94.54,90.1,94.54,322598.0
2021-07-12,93.55,98.09,93.15,97.5,316478.0
2021-07-13,96.51,96.98,93.61,95.06,209928.0
2021-07-14,95.71,96.71,90.05,90.09,371094.0
2021-07-15,89.68,89.68,85.05,85.91,449819.0
2021-07-16,87.16,88.05,82.75,84.17,483622.0
2021-07-17,87.16,88.05,82.75,84.17,483622.0
2021-07-18,87.16,88.05,82.75,84.17,483622.0
2021-07-19,81.3,83.22,77.52,79.16,790576.0
2021-07-20,79.0,82.92,77.47,82.05,351439.0
2021-07-21,83.28,87.79,83.07,87.22,481334.0
2021-07-22,86.76,87.355,83.0,85.05,324500.0
2021-07-23,85.46,87.0,84.59,86.45,261897.0
2021-07-24,85.46,87.0,84.59,86.45,261897.0
2021-07-25,85.46,87.0,84.59,86.45,261897.0
2021-07-26,87.31,89.0,85.36,87.27,262093.0
