,BANR US Equity,BANR US Equity,BANR US Equity,BANR US Equity,BANR US Equity
2021-03-15,53.668,53.668,51.171,51.9671,140601.0
2021-03-16,51.3791,51.9309,50.6191,51.2615,166854.0
2021-03-17,51.7952,51.8586,50.5503,51.1619,205559.0
2021-03-18,51.4424,54.2651,51.4424,51.8314,193877.0
2021-03-19,50.8362,52.2476,49.7234,51.7952,839503.0
2021-03-20,50.8362,52.2476,49.7234,51.7952,839503.0
2021-03-21,50.8362,52.2476,49.7234,51.7952,839503.0
2021-03-22,51.3157,51.3157,48.692,49.7596,153753.0
2021-03-23,49.1535,49.7144,47.534,47.9049,170368.0
2021-03-24,48.5744,50.2617,47.7511,47.7783,194982.0
2021-03-25,47.5521,48.9997,46.8555,48.683,113273.0
2021-03-26,49.4792,50.6553,49.3163,50.6281,158276.0
2021-03-27,49.4792,50.6553,49.3163,50.6281,158276.0
2021-03-28,49.4792,50.6553,49.3163,50.6281,158276.0
2021-03-29,49.8229,50.4743,48.2759,48.4025,200953.0
2021-03-30,49.2892,50.022,48.8911,49.4882,103821.0
2021-03-31,49.262,50.031,48.113,48.2487,215007.0
2021-04-01,48.2397,48.9092,47.6064,48.8097,123729.0
2021-04-02,48.2397,48.9092,47.6064,48.8097,123729.0
2021-04-03,48.2397,48.9092,47.6064,48.8097,123729.0
2021-04-04,48.2397,48.9092,47.6064,48.8097,123729.0
2021-04-05,50.1215,50.1215,48.0406,48.6378,120252.0
2021-04-06,48.7101,51.1076,47.8868,48.7463,139642.0
2021-04-07,50.3567,50.4562,48.6378,48.9001,195469.0
2021-04-08,48.6287,49.5153,47.6788,48.9816,152830.0
2021-04-09,49.2168,49.6149,48.9137,49.4701,115279.0
2021-04-10,49.2168,49.6149,48.9137,49.4701,115279.0
2021-04-11,49.2168,49.6149,48.9137,49.4701,115279.0
2021-04-12,49.4068,50.1848,49.4068,49.9406,106766.0
2021-04-13,49.9406,50.1532,48.8549,49.1535,145285.0
2021-04-14,49.0177,50.5377,48.9725,49.9134,153583.0
2021-04-15,49.841,49.841,48.4478,49.6782,96371.0
2021-04-16,50.5467,50.5467,49.5787,50.1396,71233.0
2021-04-17,50.5467,50.5467,49.5787,50.1396,71233.0
2021-04-18,50.5467,50.5467,49.5787,50.1396,71233.0
2021-04-19,50.2301,50.4924,49.4249,49.9496,132211.0
2021-04-20,49.5153,49.5153,48.104,48.3573,183975.0
2021-04-21,48.0768,50.2029,48.0226,49.7506,144321.0
2021-04-22,50.2029,50.6553,49.5968,49.6239,164302.0
2021-04-23,49.9587,52.1662,49.9587,51.7319,156512.0
2021-04-24,49.9587,52.1662,49.9587,51.7319,156512.0
2021-04-25,49.9587,52.1662,49.9587,51.7319,156512.0
2021-04-26,52.1662,52.7814,50.3955,51.9762,187008.0
2021-04-27,51.8857,52.1481,51.1076,51.94,149147.0
2021-04-28,52.4376,52.5733,51.7229,52.4104,144463.0
2021-04-29,53.1342,53.478,52.1119,52.3924,129269.0
2021-04-30,51.8767,52.5823,50.2029,51.4243,194191.0
2021-05-01,51.8767,52.5823,50.2029,51.4243,194191.0
2021-05-02,51.8767,52.5823,50.2029,51.4243,194191.0
2021-05-03,51.9852,52.2657,51.2343,51.9762,206719.0
2021-05-04,51.5297,52.3316,51.229,52.2769,114387.0
2021-05-05,52.3589,52.5839,51.4841,51.9033,140326.0
2021-05-06,52.04,52.7416,51.475,52.6323,210507.0
2021-05-07,52.2587,52.8692,51.7028,52.7143,98385.0
2021-05-08,52.2587,52.8692,51.7028,52.7143,98385.0
2021-05-09,52.2587,52.8692,51.7028,52.7143,98385.0
2021-05-10,52.8965,53.8624,52.163,52.1676,162044.0
2021-05-11,51.3839,52.5457,51.0285,51.5024,112133.0
2021-05-12,51.8304,52.5503,50.6458,50.8098,154301.0
2021-05-13,50.746,53.5617,50.5456,53.2428,165591.0
2021-05-14,53.1881,53.7895,52.6596,53.7713,142954.0
2021-05-15,53.1881,53.7895,52.6596,53.7713,142954.0
2021-05-16,53.1881,53.7895,52.6596,53.7713,142954.0
2021-05-17,53.3704,53.9718,52.8692,53.7531,123466.0
2021-05-18,53.4797,53.99,52.368,52.4318,112158.0
2021-05-19,51.8851,52.7325,51.2199,52.6323,169256.0
2021-05-20,54.1631,54.1631,51.8122,53.097,192045.0
2021-05-21,54.2451,55.0379,53.6893,54.236,148062.0
2021-05-22,54.2451,55.0379,53.6893,54.236,148062.0
2021-05-23,54.2451,55.0379,53.6893,54.236,148062.0
2021-05-24,54.2634,54.4183,53.1881,53.3521,137797.0
2021-05-25,53.2519,53.8624,51.0103,51.0468,237736.0
2021-05-26,51.6026,52.409,51.1196,52.2951,132420.0
2021-05-27,52.7507,53.5526,52.7507,53.261,167993.0
2021-05-28,53.3521,53.4797,52.4865,53.3339,132393.0
2021-05-29,53.3521,53.4797,52.4865,53.3339,132393.0
2021-05-30,53.3521,53.4797,52.4865,53.3339,132393.0
2021-05-31,53.3521,53.4797,52.4865,53.3339,132393.0
2021-06-01,53.9444,54.3454,52.6778,53.8989,168909.0
2021-06-02,53.908,53.9809,52.3316,53.2975,137642.0
2021-06-03,53.3886,53.8442,52.532,53.662,110313.0
2021-06-04,53.5617,53.826,52.9694,53.7166,102525.0
2021-06-05,53.5617,53.826,52.9694,53.7166,102525.0
2021-06-06,53.5617,53.826,52.9694,53.7166,102525.0
2021-06-07,54.0675,54.4183,53.6437,54.1722,94015.0
2021-06-08,53.8807,55.0106,53.6073,54.473,134705.0
2021-06-09,53.9627,53.9627,53.2337,53.3886,116870.0
2021-06-10,53.9718,54.1905,52.2678,52.3225,81126.0
2021-06-11,52.4683,53.0514,52.0582,52.1767,98353.0
2021-06-12,52.4683,53.0514,52.0582,52.1767,98353.0
2021-06-13,52.4683,53.0514,52.0582,52.1767,98353.0
2021-06-14,52.0218,52.7052,50.9465,51.6937,135302.0
2021-06-15,51.9489,52.7599,51.1925,52.0855,134735.0
2021-06-16,51.7848,52.933,51.0103,52.5958,130300.0
2021-06-17,52.9877,53.4888,50.3724,50.6185,200662.0
2021-06-18,49.9624,50.5091,48.1308,48.2857,402647.0
2021-06-19,49.9624,50.5091,48.1308,48.2857,402647.0
2021-06-20,49.9624,50.5091,48.1308,48.2857,402647.0
2021-06-21,48.9874,50.6094,48.5044,50.4089,178705.0
2021-06-22,50.2904,50.5911,49.4794,50.418,102097.0
2021-06-23,50.6367,50.8007,49.853,49.9442,178716.0
2021-06-24,50.2995,50.7552,49.5615,50.664,87291.0
2021-06-25,50.7643,52.3316,50.4636,51.794,531818.0
2021-06-26,50.7643,52.3316,50.4636,51.794,531818.0
2021-06-27,50.7643,52.3316,50.4636,51.794,531818.0
2021-06-28,51.7028,52.0582,49.115,49.5615,153677.0
2021-06-29,50.0991,50.2995,49.0056,49.2425,107805.0
2021-06-30,48.9054,49.7437,48.7687,49.3974,143063.0
2021-07-01,50.0262,50.1172,49.0512,49.7984,94551.0
2021-07-02,49.6252,50.0125,48.7687,49.0329,101474.0
2021-07-03,49.6252,50.0125,48.7687,49.0329,101474.0
2021-07-04,49.6252,50.0125,48.7687,49.0329,101474.0
2021-07-05,49.6252,50.0125,48.7687,49.0329,101474.0
2021-07-06,48.796,48.796,47.1832,47.8575,123496.0
2021-07-07,47.3472,48.3359,47.2925,47.6388,151502.0
2021-07-08,46.6547,47.4839,46.0851,46.5818,216795.0
2021-07-09,47.4292,48.2716,47.4292,48.2675,176553.0
2021-07-10,47.4292,48.2716,47.4292,48.2675,176553.0
2021-07-11,47.4292,48.2716,47.4292,48.2675,176553.0
2021-07-12,47.6479,48.9236,47.6479,48.6685,142069.0
2021-07-13,48.468,48.714,47.0875,47.2561,116131.0
2021-07-14,47.2105,48.0397,46.7367,47.1832,106358.0
2021-07-15,46.8733,48.1308,46.1535,48.0033,122997.0
2021-07-16,48.2766,48.4862,46.9645,47.0829,131392.0
2021-07-17,48.2766,48.4862,46.9645,47.0829,131392.0
2021-07-18,48.2766,48.4862,46.9645,47.0829,131392.0
2021-07-19,45.7434,46.9827,44.7411,45.2514,176555.0
2021-07-20,45.4427,47.8028,45.4427,46.3813,185401.0
2021-07-21,47.1467,48.5227,46.978,47.4748,150843.0
2021-07-22,48.1673,48.1673,47.0647,47.1285,211721.0
2021-07-23,47.9759,48.2356,47.2196,47.7026,113283.0
2021-07-24,47.9759,48.2356,47.2196,47.7026,113283.0
2021-07-25,47.9759,48.2356,47.2196,47.7026,113283.0
2021-07-26,47.9577,48.878,47.4656,47.821,161159.0
2021-07-27,47.4474,47.8757,46.9828,47.6205,95542.0
2021-07-28,47.8392,48.6229,47.0191,48.1308,107343.0
2021-07-29,48.7049,48.9873,48.1035,48.55,86709.0
2021-07-30,48.2857,49.2789,48.1946,48.3313,189279.0
2021-07-31,48.2857,49.2789,48.1946,48.3313,189279.0
2021-08-01,48.2857,49.2789,48.1946,48.3313,189279.0
2021-08-02,48.3313,49.6353,47.6885,47.7619,173633.0
2021-08-03,47.9456,48.8547,47.2936,48.6252,148508.0
2021-08-04,47.8813,48.6894,47.7951,48.2211,87163.0
2021-08-05,48.5793,49.3323,48.5793,49.268,80839.0
2021-08-06,50.1955,51.224,49.5986,50.8934,137768.0
2021-08-07,50.1955,51.224,49.5986,50.8934,137768.0
2021-08-08,50.1955,51.224,49.5986,50.8934,137768.0
2021-08-09,50.8659,51.0312,50.1404,50.3424,77863.0
2021-08-10,50.223,51.426,50.0577,51.1781,111038.0
2021-08-11,51.3342,52.2525,50.6294,52.1332,106899.0
2021-08-12,52.3168,52.3995,51.5454,51.9219,126893.0
2021-08-13,52.124,52.1607,51.5362,51.5913,66438.0
2021-08-14,52.124,52.1607,51.5362,51.5913,66438.0
2021-08-15,52.124,52.1607,51.5362,51.5913,66438.0
2021-08-16,51.0955,51.7934,50.5996,51.5271,122104.0
2021-08-17,51.2699,51.876,50.7649,50.8934,137772.0
2021-08-18,50.6271,51.5868,50.3149,50.3883,90535.0
2021-08-19,50.1404,50.7878,49.819,50.4159,194520.0
2021-08-20,50.1128,51.2516,49.8848,51.0587,95881.0
2021-08-21,50.1128,51.2516,49.8848,51.0587,95881.0
2021-08-22,50.1128,51.2516,49.8848,51.0587,95881.0
2021-08-23,51.2791,51.977,51.1506,51.7107,99383.0
2021-08-24,51.7475,52.27,51.5638,51.9862,100261.0
2021-08-25,52.0597,52.9734,51.8072,52.2342,141107.0
2021-08-26,52.4178,52.5005,51.4628,51.4811,150916.0
2021-08-27,51.6648,53.6851,51.6648,53.5382,154719.0
2021-08-28,51.6648,53.6851,51.6648,53.5382,154719.0
2021-08-29,51.6648,53.6851,51.6648,53.5382,154719.0
2021-08-30,53.5015,53.7264,52.0413,52.1148,128889.0
2021-08-31,52.3903,53.0147,51.6005,52.528,122051.0
2021-09-01,52.7668,52.7668,51.4536,52.2434,77185.0
2021-09-02,52.2709,52.8035,51.9036,52.3536,151130.0
2021-09-03,52.528,52.6933,51.6189,51.9036,186846.0
2021-09-04,52.528,52.6933,51.6189,51.9036,186846.0
2021-09-05,52.528,52.6933,51.6189,51.9036,186846.0
2021-09-06,52.528,52.6933,51.6189,51.9036,186846.0
2021-09-07,51.1414,52.3581,50.4067,50.5261,186031.0
2021-09-08,50.1679,50.8567,48.7996,48.8915,151970.0
2021-09-09,48.9466,49.1578,48.4323,48.5242,201020.0
2021-09-10,48.6711,48.8131,47.5186,47.5875,152990.0
2021-09-11,48.6711,48.8131,47.5186,47.5875,152990.0
2021-09-12,48.6711,48.8131,47.5186,47.5875,152990.0
2021-09-13,47.9915,48.6068,47.4359,48.5609,167486.0
2021-09-14,48.7078,48.9741,47.1834,47.3579,130995.0
2021-09-15,47.4222,48.0466,47.2018,47.7803,120667.0
2021-09-16,48.0191,48.772,47.1099,47.1742,167126.0
2021-09-17,47.3671,48.2854,47.1099,48.2119,771357.0
2021-09-18,47.3671,48.2854,47.1099,48.2119,771357.0
2021-09-19,47.3671,48.2854,47.1099,48.2119,771357.0
2021-09-20,46.9997,47.4864,45.9345,46.9446,137914.0
2021-09-21,47.165,47.4773,46.614,46.9079,134503.0
2021-09-22,47.3946,48.4782,47.1191,47.2018,176488.0
2021-09-23,47.7252,48.9466,47.7252,48.4782,335762.0
2021-09-24,48.3589,49.819,48.3589,49.5159,103959.0
2021-09-25,48.3589,49.819,48.3589,49.5159,103959.0
2021-09-26,48.3589,49.819,48.3589,49.5159,103959.0
2021-09-27,50.1496,51.8393,49.9567,51.123,182572.0
2021-09-28,51.6189,51.6189,50.3057,50.4894,142139.0
2021-09-29,50.6547,51.123,50.3516,51.0495,118816.0
2021-09-30,50.921,51.7107,50.6455,50.7006,162063.0
2021-10-01,50.9669,51.9587,50.1312,51.123,346078.0
2021-10-02,50.9669,51.9587,50.1312,51.123,346078.0
2021-10-03,50.9669,51.9587,50.1312,51.123,346078.0
2021-10-04,50.9393,51.977,50.5077,51.7566,136134.0
2021-10-05,51.977,52.7943,51.4444,52.3352,192168.0
2021-10-06,51.876,52.4821,51.0404,52.4087,150205.0
2021-10-07,52.8035,53.3086,52.7117,53.0147,120327.0
2021-10-08,53.0698,53.6713,53.0056,53.3362,70856.0
2021-10-09,53.0698,53.6713,53.0056,53.3362,70856.0
2021-10-10,53.0698,53.6713,53.0056,53.3362,70856.0
2021-10-11,53.5933,53.8321,52.0781,52.0872,86238.0
2021-10-12,52.1148,53.1249,52.1148,52.4546,148848.0
2021-10-13,52.574,53.0125,51.3618,52.2709,103755.0
2021-10-14,52.3995,53.4096,52.3444,53.0239,88900.0
2021-10-15,54.0708,54.0708,52.7852,52.8494,136370.0
2021-10-16,54.0708,54.0708,52.7852,52.8494,136370.0
2021-10-17,54.0708,54.0708,52.7852,52.8494,136370.0
2021-10-18,52.9596,53.428,52.3444,52.4638,93263.0
2021-10-19,52.528,52.6474,51.775,52.1699,111800.0
2021-10-20,52.023,53.4923,51.5454,53.0607,214840.0
2021-10-21,54.2774,54.6677,53.3315,54.6677,207768.0
2021-10-22,54.8789,55.7513,54.7228,55.7513,189295.0
2021-10-23,54.8789,55.7513,54.7228,55.7513,189295.0
2021-10-24,54.8789,55.7513,54.7228,55.7513,189295.0
2021-10-25,55.9166,55.9258,54.7687,55.4575,109788.0
2021-10-26,55.4024,55.7284,54.9249,55.0534,92736.0
2021-10-27,54.6218,54.6861,52.8219,52.9872,146611.0
2021-10-28,53.1892,54.2453,52.8678,53.1617,111102.0
2021-10-29,53.2994,54.0984,52.8127,53.0423,115204.0
2021-10-30,53.2994,54.0984,52.8127,53.0423,115204.0
2021-10-31,53.2994,54.0984,52.8127,53.0423,115204.0
2021-11-01,53.4215,54.9475,53.181,54.8458,136868.0
2021-11-02,54.8366,55.484,54.2816,54.5591,134392.0
2021-11-03,54.2816,56.9176,54.0134,56.5384,133013.0
2021-11-04,56.4274,56.6031,55.0123,55.7152,160673.0
2021-11-05,56.1961,57.343,56.1961,56.9268,95097.0
2021-11-06,56.1961,57.343,56.1961,56.9268,95097.0
2021-11-07,56.1961,57.343,56.1961,56.9268,95097.0
2021-11-08,57.047,57.3892,56.3811,56.6956,90132.0
2021-11-09,56.3164,57.0378,55.7943,56.8251,85438.0
2021-11-10,56.9546,57.565,56.8713,57.3523,68866.0
2021-11-11,57.3615,57.9927,56.9765,57.676,94130.0
2021-11-12,57.8517,58.2679,56.5476,57.047,128365.0
2021-11-13,57.8517,58.2679,56.5476,57.047,128365.0
2021-11-14,57.8517,58.2679,56.5476,57.047,128365.0
2021-11-15,57.306,57.6482,57.0193,57.454,95523.0
2021-11-16,57.3615,57.7176,56.973,57.195,96658.0
2021-11-17,56.8251,57.306,55.9372,57.0285,137381.0
2021-11-18,57.0008,57.2228,56.469,56.973,178325.0
2021-11-19,56.3071,56.7973,55.5118,56.5661,82874.0
2021-11-20,56.3071,56.7973,55.5118,56.5661,82874.0
2021-11-21,56.3071,56.7973,55.5118,56.5661,82874.0
2021-11-22,57.1488,58.4899,56.7881,57.2228,110826.0
2021-11-23,57.528,58.3881,57.0563,58.1107,91381.0
2021-11-24,57.7037,58.1199,57.2875,57.3708,54521.0
2021-11-25,57.7037,58.1199,57.2875,57.3708,54521.0
2021-11-26,55.3545,56.2748,52.8573,54.0412,109508.0
2021-11-27,55.3545,56.2748,52.8573,54.0412,109508.0
2021-11-28,55.3545,56.2748,52.8573,54.0412,109508.0
2021-11-29,54.9938,55.151,53.4122,53.588,119125.0
2021-11-30,52.8296,53.4955,52.5983,52.9775,156626.0
2021-12-01,54.2724,55.3083,52.6076,52.7371,123973.0
2021-12-02,53.1995,55.0215,53.0793,54.4944,101862.0
2021-12-03,54.6978,55.2759,52.7556,53.0515,131782.0
2021-12-04,54.6978,55.2759,52.7556,53.0515,131782.0
2021-12-05,54.6978,55.2759,52.7556,53.0515,131782.0
2021-12-06,53.9117,55.1418,53.44,54.4481,111967.0
2021-12-07,55.0678,55.225,53.7452,54.1429,118786.0
2021-12-08,54.3834,54.7579,53.8099,54.1336,95013.0
2021-12-09,53.5417,53.7845,53.0885,53.2827,97805.0
2021-12-10,53.5787,53.9857,52.7556,53.7544,92482.0
2021-12-11,53.5787,53.9857,52.7556,53.7544,92482.0
2021-12-12,53.5787,53.9857,52.7556,53.7544,92482.0
2021-12-13,53.4215,54.018,52.7741,53.2088,149523.0
2021-12-14,53.0978,54.9198,53.0978,53.9672,255792.0
2021-12-15,54.3834,54.8551,52.5151,52.9868,351718.0
2021-12-16,53.8192,55.188,53.3845,53.8932,199257.0
2021-12-17,53.5047,54.4481,51.9232,53.9117,1121700.0
2021-12-18,53.5047,54.4481,51.9232,53.9117,1121700.0
2021-12-19,53.5047,54.4481,51.9232,53.9117,1121700.0
2021-12-20,52.8388,52.8388,50.8503,51.7474,224688.0
2021-12-21,52.4873,54.9713,52.4873,53.6157,123287.0
2021-12-22,53.5325,54.2539,53.2643,54.2261,76003.0
2021-12-23,55.5857,57.0193,55.5672,56.5291,138719.0
2021-12-24,55.5857,57.0193,55.5672,56.5291,138719.0
2021-12-25,55.5857,57.0193,55.5672,56.5291,138719.0
2021-12-26,55.5857,57.0193,55.5672,56.5291,138719.0
2021-12-27,56.4274,57.2228,55.8077,57.047,174149.0
2021-12-28,56.973,57.4725,55.632,56.8251,92025.0
2021-12-29,56.7326,57.4355,56.3626,57.1488,80892.0
2021-12-30,57.158,57.4447,56.0852,56.3811,118225.0
2021-12-31,56.1037,56.5753,55.6042,56.1129,83004.0
2022-01-01,56.1037,56.5753,55.6042,56.1129,83004.0
2022-01-02,56.1037,56.5753,55.6042,56.1129,83004.0
2022-01-03,56.4181,57.4679,55.9834,56.6863,111892.0
2022-01-04,57.1673,58.3974,56.7834,57.676,165292.0
2022-01-05,58.1107,58.7488,57.3153,57.3245,117659.0
2022-01-06,57.9812,59.3778,57.5372,59.2113,118684.0
2022-01-07,59.1743,60.0807,54.6278,60.0252,160513.0
2022-01-08,59.1743,60.0807,54.6278,60.0252,160513.0
2022-01-09,59.1743,60.0807,54.6278,60.0252,160513.0
2022-01-10,60.1177,60.1917,58.6841,59.5072,189165.0
2022-01-11,59.8032,59.8032,58.4251,59.1928,113835.0
2022-01-12,59.1188,59.9882,58.069,59.6182,190879.0
2022-01-13,59.794,61.0426,59.794,60.8761,198075.0
2022-01-14,60.2934,61.616,59.7616,61.3478,202860.0
2022-01-15,60.2934,61.616,59.7616,61.3478,202860.0
2022-01-16,60.2934,61.616,59.7616,61.3478,202860.0
2022-01-17,60.2934,61.616,59.7616,61.3478,202860.0
2022-01-18,61.3015,61.69,60.7096,61.2923,140348.0
2022-01-19,61.7455,61.7732,55.9557,60.2564,206978.0
2022-01-20,59.9697,60.9038,57.6667,57.8424,376287.0
2022-01-21,53.6157,60.0437,52.8111,57.491,268869.0
2022-01-22,53.6157,60.0437,52.8111,57.491,268869.0
2022-01-23,53.6157,60.0437,52.8111,57.491,268869.0
2022-01-24,57.3892,59.9697,56.6678,59.6645,223172.0
2022-01-25,58.9431,59.5535,57.7962,59.128,143983.0
2022-01-26,59.3593,60.4876,57.084,57.8887,129050.0
2022-01-27,58.0737,59.4194,56.1407,56.6401,123352.0
2022-01-28,56.6956,57.417,55.0493,56.7511,166138.0
2022-01-29,56.6956,57.417,55.0493,56.7511,166138.0
2022-01-30,56.6956,57.417,55.0493,56.7511,166138.0
2022-01-31,56.1314,57.6482,55.5672,57.4447,223325.0
2022-02-01,57.084,57.7731,55.9094,57.0563,198181.0
2022-02-02,57.1494,57.1494,55.5751,56.4321,305803.0
2022-02-03,56.5532,57.3078,55.985,56.0502,154296.0
2022-02-04,56.2179,57.4009,55.7894,57.1401,239080.0
2022-02-05,56.2179,57.4009,55.7894,57.1401,239080.0
2022-02-06,56.2179,57.4009,55.7894,57.1401,239080.0
2022-02-07,57.5686,58.0251,56.8373,57.8574,175820.0
2022-02-08,58.2766,59.5714,58.202,59.3292,116399.0
2022-02-09,59.3758,60.3324,58.202,58.733,122058.0
2022-02-10,58.584,59.8252,58.0157,59.0125,230033.0
2022-02-11,58.8727,60.2142,58.1927,58.9752,178205.0
2022-02-12,58.8727,60.2142,58.1927,58.9752,178205.0
2022-02-13,58.8727,60.2142,58.1927,58.9752,178205.0
2022-02-14,59.0684,59.6552,57.4941,57.7922,145768.0
2022-02-15,58.379,59.3944,58.2952,59.2547,81401.0
2022-02-16,58.91,59.4503,58.6422,59.2733,155029.0
2022-02-17,58.6958,58.8242,57.4848,57.6059,82754.0
2022-02-18,57.3637,58.5281,57.3637,58.1555,82933.0
2022-02-19,57.3637,58.5281,57.3637,58.1555,82933.0
2022-02-20,57.3637,58.5281,57.3637,58.1555,82933.0
2022-02-21,57.3637,58.5281,57.3637,58.1555,82933.0
2022-02-22,57.8015,58.3278,57.3264,57.7829,117876.0
2022-02-23,58.1089,58.4908,56.7209,56.842,104499.0
2022-02-24,55.3516,55.6683,53.6748,55.5751,194555.0
2022-02-25,55.8919,58.1927,55.8919,57.876,141551.0
2022-02-26,55.8919,58.1927,55.8919,57.876,141551.0
2022-02-27,55.8919,58.1927,55.8919,57.876,141551.0
2022-02-28,56.7768,57.6245,56.5346,57.3916,192113.0
2022-03-01,57.2239,57.2239,54.2524,55.2025,239366.0
2022-03-02,55.6031,57.9878,55.6031,57.2426,105550.0
2022-03-03,57.4661,57.7177,56.4415,57.0749,121244.0
2022-03-04,56.0875,56.0875,54.0288,54.4573,209771.0
2022-03-05,56.0875,56.0875,54.0288,54.4573,209771.0
2022-03-06,56.0875,56.0875,54.0288,54.4573,209771.0
2022-03-07,54.3362,54.6995,52.2915,52.4545,169778.0
2022-03-08,53.0786,54.2989,52.5197,52.9389,233647.0
2022-03-09,54.2244,57.0004,53.6841,54.6715,184628.0
2022-03-10,53.9636,55.1653,53.9636,54.979,189544.0
2022-03-11,55.4075,56.2551,55.0162,55.631,115785.0
2022-03-12,55.4075,56.2551,55.0162,55.631,115785.0
2022-03-13,55.4075,56.2551,55.0162,55.631,115785.0
2022-03-14,56.2738,57.3776,55.9897,56.2924,114594.0
2022-03-15,56.3856,56.8141,55.1746,55.659,124354.0
2022-03-16,56.2272,57.3823,55.5751,57.0004,203399.0
2022-03-17,56.3949,56.7861,55.6497,56.4787,92181.0
2022-03-18,56.3297,56.3297,54.5178,56.0688,330387.0
2022-03-19,56.3297,56.3297,54.5178,56.0688,330387.0
2022-03-20,56.3297,56.3297,54.5178,56.0688,330387.0
2022-03-21,56.339,56.7256,55.1187,55.6869,104243.0
2022-03-22,56.1713,56.9957,55.8173,56.2645,149906.0
2022-03-23,55.6869,55.8919,53.6934,53.8611,179505.0
2022-03-24,54.066,55.1094,53.2929,55.0069,204018.0
2022-03-25,55.2305,56.6278,54.5877,56.516,219418.0
2022-03-26,55.2305,56.6278,54.5877,56.516,219418.0
2022-03-27,55.2305,56.6278,54.5877,56.516,219418.0
2022-03-28,56.3017,56.345,55.3422,56.0688,237680.0
2022-03-29,56.8141,57.4848,56.2551,57.3637,264016.0
2022-03-30,57.4661,57.6152,54.5877,55.0814,140576.0
2022-03-31,55.2584,55.5751,54.434,54.5225,190805.0
2022-04-01,55.0162,55.3422,53.5723,54.1126,274901.0
2022-04-02,55.0162,55.3422,53.5723,54.1126,274901.0
2022-04-03,55.0162,55.3422,53.5723,54.1126,274901.0
2022-04-04,54.1033,54.1033,52.7718,53.5258,174298.0
2022-04-05,53.8145,54.0195,52.8085,52.8923,213001.0
2022-04-06,52.7992,53.2862,52.2496,52.38,252574.0
2022-04-07,52.5756,52.5756,51.3739,51.877,235225.0
2022-04-08,52.2402,52.3707,51.3646,51.6906,220930.0
2022-04-09,52.2402,52.3707,51.3646,51.6906,220930.0
2022-04-10,52.2402,52.3707,51.3646,51.6906,220930.0
2022-04-11,51.5043,52.706,51.4019,51.5137,293608.0
2022-04-12,51.849,52.4266,51.4391,51.7372,221211.0
2022-04-13,51.5975,52.4033,51.3646,52.3241,194456.0
2022-04-14,52.3148,52.5942,51.1504,51.4764,141300.0
2022-04-15,52.3148,52.5942,51.1504,51.4764,141300.0
2022-04-16,52.3148,52.5942,51.1504,51.4764,141300.0
2022-04-17,52.3148,52.5942,51.1504,51.4764,141300.0
2022-04-18,51.2621,51.672,51.0572,51.4484,190440.0
2022-04-19,51.6906,53.6282,51.6906,53.4978,210657.0
2022-04-20,53.7586,55.1094,53.7586,54.0195,173238.0
2022-04-21,55.128,55.7521,53.0321,53.563,262826.0
2022-04-22,53.6003,53.945,52.6874,52.706,189358.0
2022-04-23,53.6003,53.945,52.6874,52.706,189358.0
2022-04-24,53.6003,53.945,52.6874,52.706,189358.0
2022-04-25,52.2402,52.9482,51.2435,52.7712,231307.0
2022-04-26,52.2216,53.3953,50.9641,51.3087,235809.0
2022-04-27,51.3553,51.6254,50.5821,50.9827,232082.0
2022-04-28,51.3646,52.1285,50.7312,51.5695,110958.0
2022-04-29,51.4857,51.672,49.8322,50.0232,131789.0
2022-04-30,51.4857,51.672,49.8322,50.0232,131789.0
2022-05-01,51.4857,51.672,49.8322,50.0232,131789.0
2022-05-02,50.0796,51.047,49.6569,50.7089,224442.0
2022-05-03,50.7746,51.6481,50.352,51.3851,197580.0
2022-05-04,51.6669,53.2636,51.5354,53.0381,175774.0
2022-05-05,52.4089,52.4089,50.9413,51.6293,236428.0
2022-05-06,51.6669,52.1834,51.0188,52.0989,205630.0
2022-05-07,51.6669,52.1834,51.0188,52.0989,205630.0
2022-05-08,51.6669,52.1834,51.0188,52.0989,205630.0
2022-05-09,51.5823,53.0287,51.2537,52.3243,182326.0
2022-05-10,52.5122,53.4702,50.7934,51.5636,199920.0
2022-05-11,51.7326,53.2247,50.8404,50.9718,171403.0
2022-05-12,50.7276,51.3287,49.7508,51.1033,248397.0
2022-05-13,51.3851,52.0332,51.1127,51.3757,165710.0
2022-05-14,51.3851,52.0332,51.1127,51.3757,165710.0
2022-05-15,51.3851,52.0332,51.1127,51.3757,165710.0
2022-05-16,51.1503,51.1503,50.2205,50.5868,112639.0
2022-05-17,51.2724,52.5497,51.2724,52.5497,121302.0
2022-05-18,51.8078,52.2962,50.5586,51.7984,183664.0
2022-05-19,51.047,51.9956,50.8404,50.8779,226675.0
2022-05-20,51.1879,51.263,50.042,51.1973,141273.0
2022-05-21,51.1879,51.263,50.042,51.1973,141273.0
2022-05-22,51.1879,51.263,50.042,51.1973,141273.0
2022-05-23,52.1083,52.8785,51.4884,52.5497,196829.0
2022-05-24,52.3995,52.5873,51.3381,52.4558,133194.0
2022-05-25,52.3243,53.5359,52.3149,52.8785,105147.0
2022-05-26,53.2354,54.4376,53.2354,54.3812,127358.0
2022-05-27,53.7754,55.4332,53.7754,55.3486,128384.0
2022-05-28,53.7754,55.4332,53.7754,55.3486,128384.0
2022-05-29,53.7754,55.4332,53.7754,55.3486,128384.0
