,FCN US Equity,FCN US Equity,FCN US Equity,FCN US Equity,FCN US Equity
2022-09-17,153.31,155.25,152.96,154.97,367655.0
2022-09-18,153.31,155.25,152.96,154.97,367655.0
2022-09-19,154.79,157.36,154.0425,157.11,383690.0
2022-09-20,156.64,157.35,154.53,157.01,230790.0
2022-09-21,157.71,159.0,156.95,157.16,644060.0
2022-09-22,156.38,157.97,155.2,157.34,205597.0
2022-09-23,155.81,159.63,155.57,159.58,346227.0
2022-09-24,155.81,159.63,155.57,159.58,346227.0
2022-09-25,155.81,159.63,155.57,159.58,346227.0
2022-09-26,158.14,160.77,155.99,159.94,348525.0
2022-09-27,160.45,162.18,158.895,161.46,513530.0
2022-09-28,163.16,165.74,160.02,164.67,318383.0
2022-09-29,164.64,165.29,163.29,165.08,319360.0
2022-09-30,164.62,167.01,163.13,165.71,350845.0
2022-10-01,164.62,167.01,163.13,165.71,350845.0
2022-10-02,164.62,167.01,163.13,165.71,350845.0
2022-10-03,165.57,167.93,164.65,166.92,209030.0
2022-10-04,167.83,173.52,166.95,171.64,370404.0
2022-10-05,171.5,174.48,169.48,173.51,382951.0
2022-10-06,173.88,174.045,171.235,171.66,276917.0
2022-10-07,171.38,172.98,169.5,172.69,204410.0
2022-10-08,171.38,172.98,169.5,172.69,204410.0
2022-10-09,171.38,172.98,169.5,172.69,204410.0
2022-10-10,173.15,174.735,172.115,174.38,145613.0
2022-10-11,174.79,178.68,174.79,178.64,429578.0
2022-10-12,179.12,181.02,173.17,173.26,399042.0
2022-10-13,172.31,180.35,170.76,179.32,398181.0
2022-10-14,179.55,181.0,179.21,179.96,374964.0
2022-10-15,179.55,181.0,179.21,179.96,374964.0
2022-10-16,179.55,181.0,179.21,179.96,374964.0
2022-10-17,181.33,181.78,178.3,179.08,265173.0
2022-10-18,181.55,182.97,178.3403,182.93,282402.0
2022-10-19,182.09,184.23,181.39,183.98,237555.0
2022-10-20,184.77,184.77,180.92,182.28,187526.0
2022-10-21,182.92,186.98,182.26,185.81,238603.0
2022-10-22,182.92,186.98,182.26,185.81,238603.0
2022-10-23,182.92,186.98,182.26,185.81,238603.0
2022-10-24,186.68,187.6825,184.46,185.28,195355.0
2022-10-25,186.11,186.11,178.657,178.74,375007.0
2022-10-26,179.97,179.97,175.445,176.21,679952.0
2022-10-27,176.39,176.81,141.95,143.24,1742944.0
2022-10-28,142.52,155.09,140.09,153.97,1226933.0
2022-10-29,142.52,155.09,140.09,153.97,1226933.0
2022-10-30,142.52,155.09,140.09,153.97,1226933.0
2022-10-31,153.13,156.76,148.23,155.63,645948.0
2022-11-01,156.68,157.2,151.75,153.42,531970.0
2022-11-02,154.06,160.48,152.58,157.09,452446.0
2022-11-03,155.79,158.57,155.4,157.76,355196.0
2022-11-04,157.63,159.59,153.25,159.55,392377.0
2022-11-05,157.63,159.59,153.25,159.55,392377.0
2022-11-06,157.63,159.59,153.25,159.55,392377.0
2022-11-07,160.07,165.01,159.43,164.75,258794.0
2022-11-08,162.0,163.44,158.39,159.91,306118.0
2022-11-09,160.68,165.97,159.86,162.99,260297.0
2022-11-10,164.09,166.81,162.99,166.07,261151.0
2022-11-11,166.84,166.9,158.62,160.75,294252.0
2022-11-12,166.84,166.9,158.62,160.75,294252.0
2022-11-13,166.84,166.9,158.62,160.75,294252.0
2022-11-14,161.47,168.145,159.725,166.37,276070.0
2022-11-15,166.58,168.54,164.61,165.86,196031.0
2022-11-16,166.8,169.6,165.19,168.11,289102.0
2022-11-17,168.85,172.49,165.6,172.46,242063.0
2022-11-18,173.01,173.25,167.53,168.78,444083.0
2022-11-19,173.01,173.25,167.53,168.78,444083.0
2022-11-20,173.01,173.25,167.53,168.78,444083.0
2022-11-21,170.77,171.19,167.92,170.36,157382.0
2022-11-22,170.42,173.46,170.02,172.01,193009.0
2022-11-23,171.44,173.81,170.23,173.3,121037.0
2022-11-24,171.44,173.81,170.23,173.3,121037.0
2022-11-25,173.99,174.24,172.46,173.35,51462.0
2022-11-26,173.99,174.24,172.46,173.35,51462.0
2022-11-27,173.99,174.24,172.46,173.35,51462.0
2022-11-28,173.13,175.98,171.29,173.78,169405.0
2022-11-29,173.56,175.49,170.55,170.56,250561.0
2022-11-30,169.96,172.83,167.75,172.82,401533.0
2022-12-01,172.4,172.7,168.3,168.47,217985.0
2022-12-02,169.95,172.41,166.4,171.45,562254.0
2022-12-03,169.95,172.41,166.4,171.45,562254.0
2022-12-04,169.95,172.41,166.4,171.45,562254.0
2022-12-05,171.3,171.88,167.83,169.86,480944.0
2022-12-06,169.13,171.2,164.36,165.18,302126.0
2022-12-07,165.15,169.27,165.15,168.57,161396.0
2022-12-08,168.68,170.61,164.0,164.02,240265.0
2022-12-09,163.51,163.78,161.1,162.0,217110.0
2022-12-10,163.51,163.78,161.1,162.0,217110.0
2022-12-11,163.51,163.78,161.1,162.0,217110.0
2022-12-12,161.77,163.16,158.04,161.88,260281.0
2022-12-13,163.3,164.25,158.22,158.35,318396.0
2022-12-14,158.68,160.87,156.98,159.63,243383.0
2022-12-15,159.88,160.45,154.5,157.42,269292.0
2022-12-16,156.5,156.655,153.71,154.53,305938.0
2022-12-17,156.5,156.655,153.71,154.53,305938.0
2022-12-18,156.5,156.655,153.71,154.53,305938.0
2022-12-19,153.51,155.86,152.42,155.73,204580.0
2022-12-20,155.59,156.415,153.87,154.41,266502.0
2022-12-21,154.56,156.62,154.47,155.06,485541.0
2022-12-22,155.29,155.67,152.935,155.44,400396.0
2022-12-23,155.62,157.08,154.93,156.89,120405.0
2022-12-24,155.62,157.08,154.93,156.89,120405.0
2022-12-25,155.62,157.08,154.93,156.89,120405.0
2022-12-26,155.62,157.08,154.93,156.89,120405.0
2022-12-27,157.24,159.78,157.15,159.53,101292.0
2022-12-28,159.77,160.87,158.3,158.73,158811.0
2022-12-29,159.23,161.66,158.27,159.33,191660.0
2022-12-30,159.13,159.27,157.205,158.8,118363.0
2022-12-31,159.13,159.27,157.205,158.8,118363.0
2023-01-01,159.13,159.27,157.205,158.8,118363.0
2023-01-02,159.13,159.27,157.205,158.8,118363.0
2023-01-03,158.5,162.205,157.49,161.89,438270.0
2023-01-04,161.4,163.36,160.63,161.82,246878.0
2023-01-05,161.27,163.6,159.57,160.26,418872.0
2023-01-06,161.4,162.2837,159.84,162.11,125355.0
2023-01-07,161.4,162.2837,159.84,162.11,125355.0
2023-01-08,161.4,162.2837,159.84,162.11,125355.0
2023-01-09,162.28,162.28,156.72,156.73,187628.0
2023-01-10,157.01,162.3,157.01,161.13,158609.0
2023-01-11,158.96,161.02,158.41,159.01,155772.0
2023-01-12,158.63,162.27,158.23,160.72,163929.0
2023-01-13,160.31,162.66,159.065,162.4,121422.0
2023-01-14,160.31,162.66,159.065,162.4,121422.0
2023-01-15,160.31,162.66,159.065,162.4,121422.0
2023-01-16,160.31,162.66,159.065,162.4,121422.0
2023-01-17,163.25,165.25,162.7,163.29,206750.0
2023-01-18,163.6,163.615,155.14,155.14,456770.0
2023-01-19,154.75,157.56,154.6,156.65,180793.0
2023-01-20,157.41,160.23,156.06,159.54,194615.0
2023-01-21,157.41,160.23,156.06,159.54,194615.0
2023-01-22,157.41,160.23,156.06,159.54,194615.0
2023-01-23,159.84,163.72,159.84,161.38,100133.0
2023-01-24,160.07,163.97,160.07,162.82,154608.0
2023-01-25,163.13,163.13,160.015,161.18,114872.0
2023-01-26,161.9,163.41,160.8,161.0,233459.0
2023-01-27,160.86,161.755,157.1801,158.24,225571.0
2023-01-28,160.86,161.755,157.1801,158.24,225571.0
2023-01-29,160.86,161.755,157.1801,158.24,225571.0
2023-01-30,158.19,159.16,156.13,156.43,188083.0
2023-01-31,157.19,160.04,157.19,159.52,200462.0
2023-02-01,159.74,163.03,158.07,161.81,225248.0
2023-02-02,161.21,162.395,158.205,161.04,315159.0
2023-02-03,160.97,166.89,160.36,164.63,207243.0
2023-02-04,160.97,166.89,160.36,164.63,207243.0
2023-02-05,160.97,166.89,160.36,164.63,207243.0
2023-02-06,165.05,166.585,163.7,165.36,98098.0
2023-02-07,164.73,167.37,162.465,165.5,171744.0
2023-02-08,165.31,165.86,164.49,164.61,99788.0
2023-02-09,164.6,165.72,161.44,161.6,111004.0
2023-02-10,161.9,164.13,160.9185,163.3,108419.0
2023-02-11,161.9,164.13,160.9185,163.3,108419.0
2023-02-12,161.9,164.13,160.9185,163.3,108419.0
2023-02-13,163.63,164.655,162.88,162.92,82509.0
2023-02-14,161.92,163.49,160.35,161.16,612817.0
2023-02-15,160.75,162.08,159.46,160.6,197788.0
2023-02-16,160.18,163.46,159.805,162.2,129697.0
2023-02-17,162.55,164.65,162.55,164.13,175106.0
2023-02-18,162.55,164.65,162.55,164.13,175106.0
2023-02-19,162.55,164.65,162.55,164.13,175106.0
2023-02-20,162.55,164.65,162.55,164.13,175106.0
2023-02-21,163.45,166.865,162.94,164.71,236627.0
2023-02-22,164.72,165.72,163.17,163.8,213691.0
2023-02-23,169.0,184.735,168.0,180.95,544405.0
2023-02-24,180.5,183.82,178.09,183.7,207405.0
2023-02-25,180.5,183.82,178.09,183.7,207405.0
2023-02-26,180.5,183.82,178.09,183.7,207405.0
2023-02-27,184.13,188.595,183.64,184.25,275110.0
2023-02-28,183.43,185.79,182.78,183.71,233061.0
2023-03-01,182.59,184.46,181.84,183.5,154299.0
2023-03-02,182.53,185.0,181.78,183.3,187127.0
2023-03-03,183.67,183.9,181.47,183.8,205332.0
2023-03-04,183.67,183.9,181.47,183.8,205332.0
2023-03-05,183.67,183.9,181.47,183.8,205332.0
2023-03-06,183.8,184.7,182.35,182.75,171430.0
2023-03-07,182.75,183.13,180.52,181.6,188077.0
2023-03-08,181.73,183.095,179.265,180.68,155921.0
2023-03-09,181.76,181.76,179.09,179.94,192052.0
2023-03-10,179.59,192.235,178.61,186.58,921536.0
2023-03-11,179.59,192.235,178.61,186.58,921536.0
2023-03-12,179.59,192.235,178.61,186.58,921536.0
2023-03-13,186.84,201.63,186.61,195.24,799012.0
2023-03-14,194.24,196.77,192.42,196.14,427949.0
2023-03-15,195.94,198.12,192.67,196.13,399216.0
2023-03-16,195.59,199.25,193.7,198.01,237768.0
2023-03-17,199.945,200.0,194.84,195.94,410824.0
2023-03-18,199.945,200.0,194.84,195.94,410824.0
2023-03-19,199.945,200.0,194.84,195.94,410824.0
2023-03-20,196.64,197.955,194.49,196.01,251818.0
2023-03-21,196.63,196.63,191.27,193.85,166211.0
2023-03-22,194.35,196.24,192.505,193.4,165842.0
2023-03-23,193.4,195.64,191.375,193.57,248886.0
2023-03-24,193.27,194.955,192.8,193.6,125139.0
2023-03-25,193.27,194.955,192.8,193.6,125139.0
2023-03-26,193.27,194.955,192.8,193.6,125139.0
2023-03-27,193.41,196.14,192.735,195.99,99087.0
2023-03-28,196.16,197.07,194.26,195.35,140259.0
2023-03-29,195.64,196.42,194.005,194.9,177402.0
2023-03-30,195.42,197.26,194.97,196.43,107866.0
2023-03-31,197.23,198.59,195.82,197.35,138590.0
2023-04-01,197.23,198.59,195.82,197.35,138590.0
2023-04-02,197.23,198.59,195.82,197.35,138590.0
2023-04-03,197.39,199.32,196.42,198.11,278238.0
2023-04-04,198.01,198.7643,194.51,197.49,243296.0
2023-04-05,198.5,198.5,195.85,197.3,390124.0
2023-04-06,196.61,200.52,196.61,200.4,154871.0
2023-04-07,196.61,200.52,196.61,200.4,154871.0
2023-04-08,196.61,200.52,196.61,200.4,154871.0
2023-04-09,196.61,200.52,196.61,200.4,154871.0
2023-04-10,199.97,203.69,199.72,202.82,143746.0
2023-04-11,202.65,204.19,202.11,202.77,108575.0
2023-04-12,202.51,204.465,202.51,202.99,122114.0
2023-04-13,203.37,205.63,202.5,203.91,114378.0
2023-04-14,203.34,204.84,203.28,204.07,87180.0
2023-04-15,203.34,204.84,203.28,204.07,87180.0
2023-04-16,203.34,204.84,203.28,204.07,87180.0
2023-04-17,204.96,204.96,200.9,202.35,128113.0
2023-04-18,202.17,202.87,200.35,202.32,149700.0
2023-04-19,202.05,203.4444,197.06,197.72,169911.0
2023-04-20,197.7,200.22,197.13,199.7,287095.0
2023-04-21,200.42,200.7675,196.0,196.83,248579.0
2023-04-22,200.42,200.7675,196.0,196.83,248579.0
2023-04-23,200.42,200.7675,196.0,196.83,248579.0
2023-04-24,196.83,199.62,196.16,198.75,251391.0
2023-04-25,199.33,199.33,196.87,197.42,133534.0
2023-04-26,196.87,198.93,194.525,198.26,183459.0
2023-04-27,173.46,194.395,167.39,181.63,835110.0
2023-04-28,180.96,182.97,175.78,180.5,369766.0
2023-04-29,180.96,182.97,175.78,180.5,369766.0
2023-04-30,180.96,182.97,175.78,180.5,369766.0
2023-05-01,180.08,182.43,177.71,177.85,403950.0
2023-05-02,176.98,179.835,174.71,179.35,340279.0
2023-05-03,178.67,180.09,176.945,177.06,259531.0
2023-05-04,176.36,179.135,174.9233,177.14,206981.0
2023-05-05,176.59,177.5,173.1,175.11,290539.0
2023-05-06,176.59,177.5,173.1,175.11,290539.0
2023-05-07,176.59,177.5,173.1,175.11,290539.0
2023-05-08,175.13,176.735,173.45,176.31,231410.0
2023-05-09,177.4,178.5,174.45,177.13,219501.0
2023-05-10,177.48,178.06,175.78,177.03,198063.0
2023-05-11,177.35,177.82,174.74,177.11,185310.0
2023-05-12,177.94,177.94,175.88,176.06,115634.0
2023-05-13,177.94,177.94,175.88,176.06,115634.0
2023-05-14,177.94,177.94,175.88,176.06,115634.0
2023-05-15,175.78,175.89,172.375,172.88,180011.0
2023-05-16,172.87,176.9,172.38,176.87,243080.0
2023-05-17,177.5,178.42,173.12,177.58,258307.0
2023-05-18,177.25,179.2,175.77,178.64,303508.0
2023-05-19,180.0,182.93,177.6,182.06,267312.0
2023-05-20,180.0,182.93,177.6,182.06,267312.0
2023-05-21,180.0,182.93,177.6,182.06,267312.0
2023-05-22,181.74,185.78,181.64,181.71,258085.0
2023-05-23,180.87,187.395,180.87,184.33,437115.0
2023-05-24,184.6,186.76,182.595,186.48,271992.0
2023-05-25,186.94,188.17,184.55,186.67,232397.0
2023-05-26,186.65,188.98,185.59,188.61,130166.0
2023-05-27,186.65,188.98,185.59,188.61,130166.0
2023-05-28,186.65,188.98,185.59,188.61,130166.0
2023-05-29,186.65,188.98,185.59,188.61,130166.0
2023-05-30,188.98,189.0,185.53,186.19,192673.0
2023-05-31,186.81,188.4,185.045,188.01,455132.0
2023-06-01,188.57,189.99,187.77,188.25,249278.0
2023-06-02,188.08,193.24,188.08,192.1,217567.0
2023-06-03,188.08,193.24,188.08,192.1,217567.0
2023-06-04,188.08,193.24,188.08,192.1,217567.0
2023-06-05,190.7,191.37,186.34,186.9,205369.0
2023-06-06,186.43,187.35,184.635,186.0,139269.0
2023-06-07,185.25,189.265,185.25,187.98,272256.0
2023-06-08,186.91,191.54,186.77,191.19,154797.0
2023-06-09,190.81,192.69,189.89,191.17,172337.0
2023-06-10,190.81,192.69,189.89,191.17,172337.0
2023-06-11,190.81,192.69,189.89,191.17,172337.0
2023-06-12,190.8,192.58,189.93,192.53,174320.0
2023-06-13,191.9,193.36,191.8,193.08,182012.0
2023-06-14,192.14,193.83,189.3217,193.16,154470.0
2023-06-15,193.73,194.97,192.5,193.91,221499.0
2023-06-16,195.0,195.0,191.92,193.13,438234.0
2023-06-17,195.0,195.0,191.92,193.13,438234.0
2023-06-18,195.0,195.0,191.92,193.13,438234.0
2023-06-19,195.0,195.0,191.92,193.13,438234.0
2023-06-20,193.0,194.0,191.82,192.06,204475.0
2023-06-21,192.1,193.62,191.3,192.66,190243.0
2023-06-22,192.98,194.17,192.0,193.7,168062.0
2023-06-23,193.21,194.29,187.77,188.22,396678.0
2023-06-24,193.21,194.29,187.77,188.22,396678.0
2023-06-25,193.21,194.29,187.77,188.22,396678.0
2023-06-26,187.81,189.5225,187.0,187.29,192805.0
2023-06-27,187.43,188.08,184.78,186.94,215279.0
2023-06-28,186.68,186.76,181.47,184.99,229664.0
2023-06-29,184.24,189.18,180.515,188.91,513440.0
2023-06-30,189.79,192.36,189.11,190.2,329636.0
2023-07-01,189.79,192.36,189.11,190.2,329636.0
2023-07-02,189.79,192.36,189.11,190.2,329636.0
2023-07-03,190.13,192.87,189.35,192.36,146954.0
2023-07-04,190.13,192.87,189.35,192.36,146954.0
2023-07-05,192.86,197.05,192.76,196.58,347931.0
2023-07-06,196.8,199.05,194.045,194.56,423314.0
2023-07-07,194.02,195.58,192.47,194.64,261001.0
2023-07-08,194.02,195.58,192.47,194.64,261001.0
2023-07-09,194.02,195.58,192.47,194.64,261001.0
2023-07-10,194.79,199.15,194.5,198.76,177138.0
2023-07-11,199.11,202.12,199.1019,202.05,178072.0
2023-07-12,201.29,202.735,193.64,194.5,448730.0
2023-07-13,195.85,198.695,193.86,195.54,206502.0
2023-07-14,194.71,197.79,194.71,197.47,252876.0
2023-07-15,194.71,197.79,194.71,197.47,252876.0
2023-07-16,194.71,197.79,194.71,197.47,252876.0
2023-07-17,198.05,199.27,197.1,197.44,195677.0
2023-07-18,197.41,201.12,197.41,200.42,197813.0
2023-07-19,201.19,202.46,198.67,200.41,612855.0
2023-07-20,201.18,201.9,196.355,196.65,290850.0
2023-07-21,197.46,199.21,194.33,194.67,215459.0
2023-07-22,197.46,199.21,194.33,194.67,215459.0
2023-07-23,197.46,199.21,194.33,194.67,215459.0
2023-07-24,195.3,195.98,192.605,193.14,319483.0
2023-07-25,192.28,194.49,191.14,193.99,357865.0
2023-07-26,193.99,197.21,193.05,196.35,403599.0
2023-07-27,191.9,193.285,171.81,176.3,1113210.0
2023-07-28,175.53,180.95,172.69,176.76,515588.0
2023-07-29,175.53,180.95,172.69,176.76,515588.0
2023-07-30,175.53,180.95,172.69,176.76,515588.0
2023-07-31,176.39,176.82,173.83,175.16,536043.0
2023-08-01,174.7,179.16,174.7,178.99,347786.0
2023-08-02,179.14,185.195,177.895,184.58,389419.0
2023-08-03,183.91,185.44,181.185,182.96,389315.0
2023-08-04,183.47,186.65,183.1,184.31,290417.0
2023-08-05,183.47,186.65,183.1,184.31,290417.0
2023-08-06,183.47,186.65,183.1,184.31,290417.0
2023-08-07,184.66,187.79,184.36,184.85,239015.0
2023-08-08,184.82,184.91,181.07,181.49,400173.0
2023-08-09,182.0,182.25,179.55,181.42,388186.0
2023-08-10,182.04,183.75,180.28,183.47,224321.0
2023-08-11,183.44,189.75,183.44,187.31,273701.0
2023-08-12,183.44,189.75,183.44,187.31,273701.0
2023-08-13,183.44,189.75,183.44,187.31,273701.0
2023-08-14,187.17,191.0,187.17,190.19,294572.0
2023-08-15,190.24,192.99,190.24,192.43,257188.0
2023-08-16,192.67,193.97,184.27,191.21,234746.0
2023-08-17,190.87,192.21,184.485,184.8,159734.0
2023-08-18,184.23,186.32,183.09,183.77,181929.0
2023-08-19,184.23,186.32,183.09,183.77,181929.0
2023-08-20,184.23,186.32,183.09,183.77,181929.0
2023-08-21,183.62,185.81,182.44,184.18,139066.0
2023-08-22,184.36,184.55,181.375,183.08,176976.0
2023-08-23,183.35,184.05,181.87,184.0,201757.0
2023-08-24,182.75,186.105,176.52,185.55,135903.0
2023-08-25,186.43,188.3,184.87,187.34,121788.0
2023-08-26,186.43,188.3,184.87,187.34,121788.0
2023-08-27,186.43,188.3,184.87,187.34,121788.0
2023-08-28,187.42,188.87,186.955,187.89,124550.0
2023-08-29,187.89,191.0,187.13,190.62,153019.0
2023-08-30,190.11,191.49,187.3,188.11,150681.0
2023-08-31,188.04,190.24,185.71,185.82,171584.0
2023-09-01,186.02,187.42,181.89,183.32,279471.0
2023-09-02,186.02,187.42,181.89,183.32,279471.0
2023-09-03,186.02,187.42,181.89,183.32,279471.0
2023-09-04,186.02,187.42,181.89,183.32,279471.0
2023-09-05,182.23,182.61,176.34,178.35,277439.0
2023-09-06,178.0,182.07,176.885,177.96,182089.0
2023-09-07,177.61,179.64,175.56,177.56,277690.0
2023-09-08,178.2,179.12,174.94,175.66,175838.0
2023-09-09,178.2,179.12,174.94,175.66,175838.0
2023-09-10,178.2,179.12,174.94,175.66,175838.0
2023-09-11,175.44,179.58,174.75,179.09,167849.0
2023-09-12,179.57,179.57,177.5225,179.2,96401.0
2023-09-13,179.83,180.96,178.2,180.27,141240.0
2023-09-14,180.34,184.5,178.83,183.96,165598.0
2023-09-15,183.94,186.01,183.42,184.68,481953.0
2023-09-16,183.94,186.01,183.42,184.68,481953.0
2023-09-17,183.94,186.01,183.42,184.68,481953.0
2023-09-18,184.57,187.18,183.61,186.48,108988.0
2023-09-19,185.17,185.975,181.88,181.9,204462.0
2023-09-20,181.8,184.59,181.445,182.45,97941.0
2023-09-21,181.82,182.07,179.81,180.32,94888.0
2023-09-22,179.94,181.5,178.02,178.19,110979.0
2023-09-23,179.94,181.5,178.02,178.19,110979.0
2023-09-24,179.94,181.5,178.02,178.19,110979.0
2023-09-25,177.95,178.375,176.62,177.35,126812.0
2023-09-26,177.76,179.35,175.03,176.56,151003.0
2023-09-27,176.09,180.73,176.09,180.34,168723.0
2023-09-28,181.1,183.79,180.39,182.08,145499.0
2023-09-29,182.33,182.355,177.543,178.41,171383.0
2023-09-30,182.33,182.355,177.543,178.41,171383.0
2023-10-01,182.33,182.355,177.543,178.41,171383.0
2023-10-02,178.46,180.16,177.18,177.78,180756.0
2023-10-03,177.0,180.98,177.0,178.55,221314.0
2023-10-04,179.19,185.6,179.19,184.64,262124.0
2023-10-05,184.42,191.3,183.015,187.86,397340.0
2023-10-06,187.6,189.87,186.99,189.78,165066.0
2023-10-07,187.6,189.87,186.99,189.78,165066.0
2023-10-08,187.6,189.87,186.99,189.78,165066.0
2023-10-09,189.86,192.38,186.93,191.22,166784.0
2023-10-10,190.9,193.515,188.83,189.63,186052.0
2023-10-11,189.31,189.715,186.38,188.46,195505.0
2023-10-12,188.25,190.06,185.49,187.41,155472.0
2023-10-13,187.64,190.18,185.64,189.66,151566.0
2023-10-14,187.64,190.18,185.64,189.66,151566.0
2023-10-15,187.64,190.18,185.64,189.66,151566.0
2023-10-16,190.45,192.95,188.35,189.0,172894.0
2023-10-17,188.82,191.83,188.04,189.08,185790.0
2023-10-18,189.54,190.77,186.6903,190.6,306065.0
2023-10-19,190.75,191.41,187.64,189.69,224680.0
2023-10-20,190.19,191.05,186.01,186.2,161732.0
2023-10-21,190.19,191.05,186.01,186.2,161732.0
2023-10-22,190.19,191.05,186.01,186.2,161732.0
2023-10-23,185.76,186.61,184.0,184.04,133773.0
2023-10-24,184.33,185.2,181.25,184.58,188497.0
2023-10-25,184.79,185.51,182.67,183.93,295893.0
2023-10-26,194.66,216.625,193.03,216.38,709298.0
2023-10-27,217.66,218.0,212.8,215.95,363634.0
2023-10-28,217.66,218.0,212.8,215.95,363634.0
2023-10-29,217.66,218.0,212.8,215.95,363634.0
2023-10-30,215.92,215.92,211.14,214.65,262142.0
2023-10-31,215.4,216.0,210.75,212.26,278625.0
2023-11-01,212.5,218.325,210.86,217.8,307583.0
2023-11-02,216.8,217.845,211.37,213.56,240226.0
2023-11-03,215.37,215.37,211.83,215.0,162011.0
2023-11-04,215.37,215.37,211.83,215.0,162011.0
2023-11-05,215.37,215.37,211.83,215.0,162011.0
2023-11-06,216.16,216.93,215.32,216.71,115296.0
2023-11-07,216.9,217.185,214.34,216.4,141818.0
2023-11-08,216.31,216.79,213.86,216.22,234076.0
2023-11-09,216.8,219.37,214.33,216.27,157391.0
2023-11-10,216.51,221.67,216.51,220.88,148635.0
2023-11-11,216.51,221.67,216.51,220.88,148635.0
2023-11-12,216.51,221.67,216.51,220.88,148635.0
2023-11-13,220.7,222.2,219.33,221.54,120711.0
2023-11-14,221.75,222.76,219.98,222.52,258748.0
2023-11-15,222.19,223.005,218.08,218.79,279041.0
2023-11-16,218.79,220.79,217.465,219.91,223107.0
2023-11-17,221.19,221.19,217.53,219.09,474370.0
2023-11-18,221.19,221.19,217.53,219.09,474370.0
2023-11-19,221.19,221.19,217.53,219.09,474370.0
2023-11-20,218.41,223.57,217.86,222.25,246082.0
2023-11-21,222.39,223.48,220.26,221.16,115871.0
2023-11-22,222.43,223.18,221.19,221.47,130303.0
2023-11-23,222.43,223.18,221.19,221.47,130303.0
2023-11-24,221.0,222.02,219.63,221.76,53946.0
2023-11-25,221.0,222.02,219.63,221.76,53946.0
2023-11-26,221.0,222.02,219.63,221.76,53946.0
2023-11-27,221.12,222.09,218.36,221.09,343797.0
2023-11-28,220.85,221.67,217.59,217.64,138068.0
2023-11-29,218.34,219.08,215.805,217.85,230839.0
2023-11-30,218.41,220.62,217.48,220.46,287879.0
2023-12-01,219.58,221.88,219.5081,221.35,163549.0
2023-12-02,219.58,221.88,219.5081,221.35,163549.0
2023-12-03,219.58,221.88,219.5081,221.35,163549.0
2023-12-04,223.13,232.15,222.67,231.0,335199.0
2023-12-05,230.53,230.53,223.8,224.52,218167.0
2023-12-06,224.58,226.365,221.76,222.28,164131.0
2023-12-07,221.19,223.18,221.19,222.0,177421.0
2023-12-08,222.4,223.195,218.56,222.12,163333.0
2023-12-09,222.4,223.195,218.56,222.12,163333.0
2023-12-10,222.4,223.195,218.56,222.12,163333.0
2023-12-11,222.08,222.855,219.91,221.98,178899.0
2023-12-12,222.37,223.68,220.44,221.88,153414.0
2023-12-13,221.35,223.9099,220.46,221.3,344335.0
2023-12-14,221.41,221.78,206.31,206.5,751666.0
2023-12-15,205.67,208.9699,199.35,199.7,1103036.0
2023-12-16,205.67,208.9699,199.35,199.7,1103036.0
2023-12-17,205.67,208.9699,199.35,199.7,1103036.0
2023-12-18,200.78,204.0,200.51,203.64,240358.0
2023-12-19,201.7,203.94,200.71,200.9,260393.0
2023-12-20,199.55,202.01,197.83,198.05,402875.0
2023-12-21,198.29,199.0,195.37,198.75,220916.0
2023-12-22,198.58,201.72,198.55,200.41,174414.0
2023-12-23,198.58,201.72,198.55,200.41,174414.0
2023-12-24,198.58,201.72,198.55,200.41,174414.0
2023-12-25,198.58,201.72,198.55,200.41,174414.0
2023-12-26,199.89,200.164,198.5,199.33,128945.0
2023-12-27,199.63,202.98,199.63,200.11,169933.0
2023-12-28,199.41,200.81,198.28,199.38,99442.0
2023-12-29,199.65,201.58,195.3,199.15,176962.0
2023-12-30,199.65,201.58,195.3,199.15,176962.0
2023-12-31,199.65,201.58,195.3,199.15,176962.0
2024-01-01,199.65,201.58,195.3,199.15,176962.0
2024-01-02,198.17,199.0,196.26,196.9,238693.0
2024-01-03,197.42,198.32,193.68,194.25,191034.0
2024-01-04,194.59,196.05,192.96,193.06,180692.0
2024-01-05,192.59,195.17,191.26,194.72,275965.0
2024-01-06,192.59,195.17,191.26,194.72,275965.0
2024-01-07,192.59,195.17,191.26,194.72,275965.0
2024-01-08,195.85,196.3,192.81,194.51,127691.0
2024-01-09,194.97,198.69,192.97,195.19,229608.0
2024-01-10,195.26,199.15,194.295,196.17,143326.0
2024-01-11,196.48,198.32,193.76,197.32,166644.0
2024-01-12,198.06,201.17,197.0,200.83,130215.0
2024-01-13,198.06,201.17,197.0,200.83,130215.0
2024-01-14,198.06,201.17,197.0,200.83,130215.0
2024-01-15,198.06,201.17,197.0,200.83,130215.0
2024-01-16,198.95,202.045,198.95,201.34,115145.0
2024-01-17,201.15,204.46,200.01,201.19,155210.0
2024-01-18,201.37,204.57,201.37,204.52,130246.0
2024-01-19,204.62,205.75,200.15,200.32,351544.0
2024-01-20,204.62,205.75,200.15,200.32,351544.0
2024-01-21,204.62,205.75,200.15,200.32,351544.0
2024-01-22,201.0,202.75,200.78,201.0,204895.0
2024-01-23,200.83,201.145,198.3589,199.56,144067.0
2024-01-24,200.05,200.05,195.91,198.34,178805.0
2024-01-25,198.28,199.39,193.671,194.41,355675.0
2024-01-26,195.91,197.88,193.19,197.25,247679.0
