,CHDN US Equity,CHDN US Equity,CHDN US Equity,CHDN US Equity,CHDN US Equity
2021-03-13,124.5574,126.568,124.3445,125.949,289964.0
2021-03-14,124.5574,126.568,124.3445,125.949,289964.0
2021-03-15,125.2656,127.4743,123.7007,125.5776,431918.0
2021-03-16,125.6073,125.6073,119.9767,120.2886,388978.0
2021-03-17,120.9126,122.0813,118.0503,121.7099,360616.0
2021-03-18,121.6109,121.7248,118.1097,118.3722,509130.0
2021-03-19,117.3966,120.7046,116.6537,118.9516,1536342.0
2021-03-20,117.3966,120.7046,116.6537,118.9516,1536342.0
2021-03-21,117.3966,120.7046,116.6537,118.9516,1536342.0
2021-03-22,117.8324,118.3276,114.7372,115.3711,375126.0
2021-03-23,114.0885,115.23,111.8006,112.7366,521622.0
2021-03-24,113.6725,115.3365,109.1858,109.4136,573576.0
2021-03-25,107.1307,113.3555,105.8926,112.5731,439158.0
2021-03-26,113.3506,115.589,112.1027,115.4107,308126.0
2021-03-27,113.3506,115.589,112.1027,115.4107,308126.0
2021-03-28,113.3506,115.589,112.1027,115.4107,308126.0
2021-03-29,114.6877,115.6064,110.0871,111.4539,393978.0
2021-03-30,111.3995,115.1532,111.3995,114.2173,403590.0
2021-03-31,114.9551,114.9551,112.385,112.6227,302094.0
2021-04-01,113.7468,116.3814,113.2615,114.5094,463678.0
2021-04-02,113.7468,116.3814,113.2615,114.5094,463678.0
2021-04-03,113.7468,116.3814,113.2615,114.5094,463678.0
2021-04-04,113.7468,116.3814,113.2615,114.5094,463678.0
2021-04-05,116.2576,116.5597,113.1575,113.2912,364930.0
2021-04-06,114.0241,116.5052,113.8062,114.2371,556122.0
2021-04-07,114.45,115.3959,109.7454,110.5378,619902.0
2021-04-08,110.3348,111.2732,108.0369,110.6665,530842.0
2021-04-09,110.3149,110.3744,108.4207,109.894,349144.0
2021-04-10,110.3149,110.3744,108.4207,109.894,349144.0
2021-04-11,110.3149,110.3744,108.4207,109.894,349144.0
2021-04-12,110.1218,110.1218,106.7197,107.6011,574520.0
2021-04-13,107.1703,107.9899,105.4544,107.6358,463900.0
2021-04-14,106.7741,109.8098,106.7741,107.5665,504142.0
2021-04-15,108.6461,109.5399,106.5463,107.8141,366408.0
2021-04-16,109.2403,110.1961,107.8933,109.275,491988.0
2021-04-17,109.2403,110.1961,107.8933,109.275,491988.0
2021-04-18,109.2403,110.1961,107.8933,109.275,491988.0
2021-04-19,108.5718,109.2552,105.4123,106.2343,487258.0
2021-04-20,105.6351,107.4179,103.1318,104.4714,713504.0
2021-04-21,104.7239,109.1413,103.7508,108.4727,1263760.0
2021-04-22,111.657,111.7164,105.0136,105.4519,750334.0
2021-04-23,106.3185,107.9676,105.9323,106.9128,378118.0
2021-04-24,106.3185,107.9676,105.9323,106.9128,378118.0
2021-04-25,106.3185,107.9676,105.9323,106.9128,378118.0
2021-04-26,108.1261,108.7203,106.7296,106.9376,522102.0
2021-04-27,106.8435,108.5619,106.8435,108.4282,399184.0
2021-04-28,108.2301,109.1908,107.0861,108.7154,613746.0
2021-04-29,109.4434,109.7009,105.6797,106.8137,414948.0
2021-04-30,105.65,106.789,104.1762,104.7388,380220.0
2021-05-01,105.65,106.789,104.1762,104.7388,380220.0
2021-05-02,105.65,106.789,104.1762,104.7388,380220.0
2021-05-03,107.1307,107.5467,102.9659,103.3819,542286.0
2021-05-04,103.2531,103.684,100.8513,102.6886,610430.0
2021-05-05,103.263,104.0405,102.0745,102.2924,261110.0
2021-05-06,102.2181,102.2181,97.776,98.9695,621998.0
2021-05-07,98.4743,100.6384,98.1969,99.6578,681962.0
2021-05-08,98.4743,100.6384,98.1969,99.6578,681962.0
2021-05-09,98.4743,100.6384,98.1969,99.6578,681962.0
2021-05-10,99.7618,100.5591,95.3395,95.5871,621212.0
2021-05-11,93.3933,100.0587,93.3933,97.2907,1046724.0
2021-05-12,95.8199,98.6043,92.9179,93.1754,656290.0
2021-05-13,93.7548,95.9808,91.1351,94.2005,518508.0
2021-05-14,97.2214,98.9249,96.5974,98.6525,521338.0
2021-05-15,97.2214,98.9249,96.5974,98.6525,521338.0
2021-05-16,97.2214,98.9249,96.5974,98.6525,521338.0
2021-05-17,96.7757,97.3823,94.9582,96.1665,429934.0
2021-05-18,96.1467,97.781,94.978,94.978,337762.0
2021-05-19,94.0916,94.2352,92.4474,94.0569,394258.0
2021-05-20,93.2348,95.0771,93.1754,94.3045,336294.0
2021-05-21,95.3346,96.1963,94.2872,95.8149,830266.0
2021-05-22,95.3346,96.1963,94.2872,95.8149,830266.0
2021-05-23,95.3346,96.1963,94.2872,95.8149,830266.0
2021-05-24,97.1223,98.9596,95.9854,98.5386,436534.0
2021-05-25,99.1478,100.5195,97.7005,99.1131,889000.0
2021-05-26,99.2468,101.0841,98.9101,100.7622,406676.0
2021-05-27,101.8318,101.8318,99.6925,100.5294,774198.0
2021-05-28,100.3809,100.5294,97.7067,98.811,670512.0
2021-05-29,100.3809,100.5294,97.7067,98.811,670512.0
2021-05-30,100.3809,100.5294,97.7067,98.811,670512.0
2021-05-31,100.3809,100.5294,97.7067,98.811,670512.0
2021-06-01,99.2914,100.3041,98.5436,99.7915,484968.0
2021-06-02,99.5439,99.69,98.4941,99.3855,1207798.0
2021-06-03,100.6978,101.4208,97.0059,97.7463,574012.0
2021-06-04,98.1573,99.4597,98.1276,98.8704,622704.0
2021-06-05,98.1573,99.4597,98.1276,98.8704,622704.0
2021-06-06,98.1573,99.4597,98.1276,98.8704,622704.0
2021-06-07,99.2666,100.5814,98.6922,100.2174,433584.0
2021-06-08,100.4106,100.4106,98.2985,98.7962,491768.0
2021-06-09,99.0041,99.0537,97.1248,98.6575,327506.0
2021-06-10,99.0487,99.7074,97.8354,98.3009,732910.0
2021-06-11,99.0735,100.782,99.0041,99.5489,401966.0
2021-06-12,99.0735,100.782,99.0041,99.5489,401966.0
2021-06-13,99.0735,100.782,99.0041,99.5489,401966.0
2021-06-14,99.9451,100.6037,98.7937,99.4152,323764.0
2021-06-15,99.0636,99.3855,97.7463,98.187,338976.0
2021-06-16,98.1375,98.4495,96.8549,97.3303,425896.0
2021-06-17,96.8153,97.5631,94.146,95.0127,452008.0
2021-06-18,95.7407,95.8892,94.0272,94.9434,869164.0
2021-06-19,95.7407,95.8892,94.0272,94.9434,869164.0
2021-06-20,95.7407,95.8892,94.0272,94.9434,869164.0
2021-06-21,95.4881,98.3505,95.1736,98.2514,532108.0
2021-06-22,99.2171,100.158,97.1718,99.6776,462784.0
2021-06-23,99.43,100.1085,98.9497,99.6281,470450.0
2021-06-24,100.569,100.6037,99.2518,100.1085,480484.0
2021-06-25,100.5294,103.0897,100.0887,101.5892,9895140.0
2021-06-26,100.5294,103.0897,100.0887,101.5892,9895140.0
2021-06-27,100.5294,103.0897,100.0887,101.5892,9895140.0
2021-06-28,101.198,101.5174,95.805,97.9889,848088.0
2021-06-29,98.3009,99.9253,97.8949,98.5139,942456.0
2021-06-30,98.7962,99.4251,97.9741,98.1821,647382.0
2021-07-01,99.274,100.5146,98.1672,98.9447,1061696.0
2021-07-02,99.014,99.8014,98.0533,99.5588,285494.0
2021-07-03,99.014,99.8014,98.0533,99.5588,285494.0
2021-07-04,99.014,99.8014,98.0533,99.5588,285494.0
2021-07-05,99.014,99.8014,98.0533,99.5588,285494.0
2021-07-06,99.5984,99.9698,96.122,96.1814,460124.0
2021-07-07,96.0724,96.533,93.012,94.25,606566.0
2021-07-08,92.5217,95.1315,91.7938,93.1408,402212.0
2021-07-09,94.1659,95.4534,93.1606,94.9731,276062.0
2021-07-10,94.1659,95.4534,93.1606,94.9731,276062.0
2021-07-11,94.1659,95.4534,93.1606,94.9731,276062.0
2021-07-12,94.9062,96.1616,93.735,95.5822,335378.0
2021-07-13,94.5076,94.5917,92.6554,92.7347,339796.0
2021-07-14,93.6013,94.8195,90.3378,90.8578,373876.0
2021-07-15,90.6151,91.8581,89.4496,91.1302,330606.0
2021-07-16,92.393,92.8542,89.4984,89.6643,515500.0
2021-07-17,92.393,92.8542,89.4984,89.6643,515500.0
2021-07-18,92.393,92.8542,89.4984,89.6643,515500.0
2021-07-19,87.2031,89.34,86.6682,87.7973,609764.0
2021-07-20,88.1737,92.289,87.9211,91.7591,514798.0
2021-07-21,92.388,95.5772,92.3583,94.3986,334946.0
2021-07-22,93.8242,95.2058,92.6233,94.5868,476752.0
2021-07-23,95.4089,96.2161,93.4108,93.5964,442614.0
2021-07-24,95.4089,96.2161,93.4108,93.5964,442614.0
2021-07-25,95.4089,96.2161,93.4108,93.5964,442614.0
2021-07-26,93.7845,94.8889,92.9328,94.4729,442968.0
2021-07-27,93.8341,94.9127,91.6452,93.4131,319626.0
2021-07-28,93.6855,94.0916,90.9965,93.2051,457152.0
2021-07-29,93.8687,93.8687,90.6944,92.3484,635336.0
2021-07-30,91.8928,92.8387,90.7588,92.0117,892476.0
2021-07-31,91.8928,92.8387,90.7588,92.0117,892476.0
2021-08-01,91.8928,92.8387,90.7588,92.0117,892476.0
2021-08-02,93.2745,95.7803,91.3382,91.769,534868.0
2021-08-03,91.9473,92.3633,88.867,89.6445,539298.0
2021-08-04,90.6201,91.5461,90.1398,90.625,506494.0
2021-08-05,90.8231,95.5005,90.8231,94.8146,471030.0
2021-08-06,95.7704,96.9638,94.2897,96.8896,611220.0
2021-08-07,95.7704,96.9638,94.2897,96.8896,611220.0
2021-08-08,95.7704,96.9638,94.2897,96.8896,611220.0
2021-08-09,96.5875,96.7757,94.6487,95.5574,602960.0
2021-08-10,95.8248,98.192,95.8199,97.0678,628808.0
2021-08-11,96.8054,97.157,94.8394,97.1322,460920.0
2021-08-12,97.0728,97.1421,95.3148,96.6122,208522.0
2021-08-13,96.6568,96.7237,94.8542,95.0226,262456.0
2021-08-14,96.6568,96.7237,94.8542,95.0226,262456.0
2021-08-15,96.6568,96.7237,94.8542,95.0226,262456.0
2021-08-16,94.052,94.6561,92.3286,93.2943,308580.0
2021-08-17,91.868,92.1404,90.1397,91.0707,437002.0
2021-08-18,91.2094,93.6558,89.6891,92.6554,471698.0
2021-08-19,91.9621,92.7545,91.3332,92.6356,624046.0
2021-08-20,92.8535,94.5323,92.1256,94.4036,240960.0
2021-08-21,92.8535,94.5323,92.1256,94.4036,240960.0
2021-08-22,92.8535,94.5323,92.1256,94.4036,240960.0
2021-08-23,95.1712,96.5479,94.7775,96.4142,261072.0
2021-08-24,96.84,99.6281,96.84,99.43,370086.0
2021-08-25,99.5291,101.401,99.0586,101.2326,606464.0
2021-08-26,100.3957,102.0349,99.7519,100.2818,287050.0
2021-08-27,100.4551,104.6348,100.4551,103.7979,445254.0
2021-08-28,100.4551,104.6348,100.4551,103.7979,445254.0
2021-08-29,100.4551,104.6348,100.4551,103.7979,445254.0
2021-08-30,104.0059,104.8626,102.1389,103.8573,391848.0
2021-08-31,103.8325,104.7338,102.9937,104.2436,306072.0
2021-09-01,104.5209,106.274,103.8474,105.9719,406146.0
2021-09-02,106.7741,107.7249,105.7267,106.581,689640.0
2021-09-03,106.061,107.7002,105.7837,107.413,682276.0
2021-09-04,106.061,107.7002,105.7837,107.413,682276.0
2021-09-05,106.061,107.7002,105.7837,107.413,682276.0
2021-09-06,106.061,107.7002,105.7837,107.413,682276.0
2021-09-07,107.5764,110.2852,107.5764,110.0376,958880.0
2021-09-08,109.587,110.2976,108.7203,109.4533,638344.0
2021-09-09,109.3245,110.4338,108.8788,109.171,407662.0
2021-09-10,110.107,110.1466,107.6952,107.8785,507586.0
2021-09-11,110.107,110.1466,107.6952,107.8785,507586.0
2021-09-12,110.107,110.1466,107.6952,107.8785,507586.0
2021-09-13,108.6163,109.0125,105.7614,108.6807,680764.0
2021-09-14,107.819,109.0076,106.4077,108.76,473402.0
2021-09-15,108.8144,108.9679,106.5612,108.8887,434062.0
2021-09-16,108.76,112.0878,108.4381,111.9838,503490.0
2021-09-17,112.3107,113.5339,110.9909,112.3701,1126676.0
2021-09-18,112.3107,113.5339,110.9909,112.3701,1126676.0
2021-09-19,112.3107,113.5339,110.9909,112.3701,1126676.0
2021-09-20,111.9046,112.6326,109.9535,112.1027,563686.0
2021-09-21,112.3404,113.9003,110.6319,112.2958,481256.0
2021-09-22,112.9099,117.0103,112.7068,115.589,578382.0
2021-09-23,116.0347,121.3237,116.0347,117.867,570094.0
2021-09-24,117.0549,119.4022,117.0549,119.0457,247756.0
2021-09-25,117.0549,119.4022,117.0549,119.0457,247756.0
2021-09-26,117.0549,119.4022,117.0549,119.0457,247756.0
2021-09-27,119.0159,122.1358,119.0159,120.4273,313174.0
2021-09-28,120.1401,121.7446,118.907,119.4715,349928.0
2021-09-29,120.1847,120.2045,117.612,118.1493,364512.0
2021-09-30,120.8037,121.3781,118.7361,118.8921,606886.0
2021-10-01,119.8974,123.671,119.6201,122.6261,719366.0
2021-10-02,119.8974,123.671,119.6201,122.6261,719366.0
2021-10-03,119.8974,123.671,119.6201,122.6261,719366.0
2021-10-04,122.7647,123.1114,120.358,122.2151,518836.0
2021-10-05,121.5416,123.047,120.5462,121.5118,680376.0
2021-10-06,120.1648,121.7198,119.8801,120.7641,419164.0
2021-10-07,121.4722,124.1117,120.8631,122.1655,378722.0
2021-10-08,122.012,123.0743,121.1107,121.4277,253612.0
2021-10-09,122.012,123.0743,121.1107,121.4277,253612.0
2021-10-10,122.012,123.0743,121.1107,121.4277,253612.0
2021-10-11,121.601,123.0866,120.8235,121.5168,197084.0
2021-10-12,122.0566,124.3593,122.0566,123.4234,326378.0
2021-10-13,123.2996,125.1567,122.5667,123.983,397278.0
2021-10-14,124.8447,127.2811,124.7951,127.2267,298346.0
2021-10-15,128.5836,129.8464,125.7658,125.8846,240034.0
2021-10-16,128.5836,129.8464,125.7658,125.8846,240034.0
2021-10-17,128.5836,129.8464,125.7658,125.8846,240034.0
2021-10-18,125.3795,127.4446,124.701,127.2861,238024.0
2021-10-19,128.2518,128.2617,125.8252,126.0035,247480.0
2021-10-20,125.6865,127.7912,125.013,126.4838,228832.0
2021-10-21,126.0035,127.9398,126.0035,126.7612,141222.0
2021-10-22,126.4096,127.2465,125.4241,126.2313,138210.0
2021-10-23,126.4096,127.2465,125.4241,126.2313,138210.0
2021-10-24,126.4096,127.2465,125.4241,126.2313,138210.0
2021-10-25,126.4343,127.2613,125.0527,125.5429,357682.0
2021-10-26,126.2263,126.6324,123.8047,125.1666,443412.0
2021-10-27,124.5178,126.2709,123.7106,124.0077,407686.0
2021-10-28,122.5667,123.1362,117.5253,118.0106,632322.0
2021-10-29,117.8522,119.9271,112.7564,113.9003,668250.0
2021-10-30,117.8522,119.9271,112.7564,113.9003,668250.0
2021-10-31,117.8522,119.9271,112.7564,113.9003,668250.0
2021-11-01,114.6927,119.7142,113.4695,119.1992,361062.0
2021-11-02,118.8971,118.8971,114.4624,115.7871,319834.0
2021-11-03,115.5791,117.0598,114.3312,115.7723,246188.0
2021-11-04,116.0248,116.7974,111.5579,113.6973,565566.0
2021-11-05,115.7425,120.2342,115.7425,119.838,474782.0
2021-11-06,115.7425,120.2342,115.7425,119.838,474782.0
2021-11-07,115.7425,120.2342,115.7425,119.838,474782.0
2021-11-08,120.1252,120.4323,117.2728,117.9116,403978.0
2021-11-09,118.3652,119.1868,114.9007,116.8073,296570.0
2021-11-10,116.4705,118.5108,114.7273,115.386,206472.0
2021-11-11,115.386,115.8069,113.2962,113.6527,274364.0
2021-11-12,114.1628,115.386,113.93,114.0093,188126.0
2021-11-13,114.1628,115.386,113.93,114.0093,188126.0
2021-11-14,114.1628,115.386,113.93,114.0093,188126.0
2021-11-15,115.0146,115.8267,114.2074,114.8908,216548.0
2021-11-16,115.0195,118.288,113.9053,117.5303,418828.0
2021-11-17,117.3669,118.803,116.6835,117.6145,443652.0
2021-11-18,118.5653,119.3898,115.3662,118.5059,447660.0
2021-11-19,117.4758,119.0011,116.4854,117.5154,251448.0
2021-11-20,117.4758,119.0011,116.4854,117.5154,251448.0
2021-11-21,117.4758,119.0011,116.4854,117.5154,251448.0
2021-11-22,118.3375,119.167,115.9307,117.456,478116.0
2021-11-23,118.288,118.4365,113.5834,114.9056,276114.0
2021-11-24,112.9049,117.8868,112.9049,116.9905,254248.0
2021-11-25,112.9049,117.8868,112.9049,116.9905,254248.0
2021-11-26,112.8257,116.5052,111.5183,114.2074,270778.0
2021-11-27,112.8257,116.5052,111.5183,114.2074,270778.0
2021-11-28,112.8257,116.5052,111.5183,114.2074,270778.0
2021-11-29,115.4008,116.9608,112.9396,113.0733,255096.0
2021-11-30,112.3082,113.0634,108.9828,111.038,278956.0
2021-12-01,113.0486,114.455,106.9301,107.7448,480686.0
2021-12-02,108.6325,117.3602,108.2351,114.2606,719000.0
2021-12-03,114.4443,115.0131,109.5043,111.4689,399458.0
2021-12-04,114.4443,115.0131,109.5043,111.4689,399458.0
2021-12-05,114.4443,115.0131,109.5043,111.4689,399458.0
2021-12-06,112.9889,114.7474,110.7138,112.8995,319306.0
2021-12-07,114.3301,116.25,114.2506,114.6729,243688.0
2021-12-08,115.7408,118.5226,114.7474,118.3189,845988.0
2021-12-09,117.5887,118.3189,114.2506,114.8964,263902.0
2021-12-10,117.3006,117.3006,112.969,113.272,231398.0
2021-12-11,117.3006,117.3006,112.969,113.272,231398.0
2021-12-12,117.3006,117.3006,112.969,113.272,231398.0
2021-12-13,111.8514,112.9641,111.0019,111.4788,220134.0
2021-12-14,110.8479,112.7952,109.2087,109.5912,552254.0
2021-12-15,109.3825,111.0367,106.0345,107.8675,388478.0
2021-12-16,109.0497,109.4173,105.6918,106.0742,290120.0
2021-12-17,106.4319,110.8653,104.6188,109.2782,877710.0
2021-12-18,106.4319,110.8653,104.6188,109.2782,877710.0
2021-12-19,106.4319,110.8653,104.6188,109.2782,877710.0
2021-12-20,106.9883,109.6458,106.4617,109.0497,280138.0
2021-12-21,109.929,115.3236,109.929,115.0802,598440.0
2021-12-22,114.8715,116.7343,113.9426,116.2028,325478.0
2021-12-23,116.481,118.1749,115.8799,117.4149,183520.0
2021-12-24,116.481,118.1749,115.8799,117.4149,183520.0
2021-12-25,116.481,118.1749,115.8799,117.4149,183520.0
2021-12-26,116.481,118.1749,115.8799,117.4149,183520.0
2021-12-27,117.4298,117.926,115.7756,117.8222,238268.0
2021-12-28,117.7725,120.0029,117.7725,118.6319,366040.0
2021-12-29,117.9166,120.2413,116.8933,118.9895,248786.0
2021-12-30,119.1982,119.9482,118.7014,118.7163,164480.0
2021-12-31,118.6319,120.4798,118.6319,119.6651,210290.0
2022-01-01,118.6319,120.4798,118.6319,119.6651,210290.0
2022-01-02,118.6319,120.4798,118.6319,119.6651,210290.0
2022-01-03,119.0591,120.1494,115.3832,117.549,496270.0
2022-01-04,118.766,118.766,115.6167,115.7309,311742.0
2022-01-05,115.2441,116.7244,111.1832,111.8017,531734.0
2022-01-06,111.8017,113.9575,110.9125,112.4971,322076.0
2022-01-07,112.2537,115.7458,112.2537,114.7076,376426.0
2022-01-08,112.2537,115.7458,112.2537,114.7076,376426.0
2022-01-09,112.2537,115.7458,112.2537,114.7076,376426.0
2022-01-10,114.2854,114.499,109.1317,112.0302,434882.0
2022-01-11,112.1991,113.1429,110.7287,110.8827,452778.0
2022-01-12,111.2702,113.0336,108.9057,109.169,249522.0
2022-01-13,109.4918,111.0715,108.2251,108.2251,244080.0
2022-01-14,107.8277,108.3692,104.366,105.6719,252800.0
2022-01-15,107.8277,108.3692,104.366,105.6719,252800.0
2022-01-16,107.8277,108.3692,104.366,105.6719,252800.0
2022-01-17,107.8277,108.3692,104.366,105.6719,252800.0
2022-01-18,104.0028,106.7399,103.3223,104.9814,478390.0
2022-01-19,105.3043,106.6405,103.7644,104.4449,351614.0
2022-01-20,104.9466,107.6787,103.9283,104.3506,400602.0
2022-01-21,103.4316,104.44,100.6349,100.9975,718604.0
2022-01-22,103.4316,104.44,100.6349,100.9975,718604.0
2022-01-23,103.4316,104.44,100.6349,100.9975,718604.0
2022-01-24,99.552,102.8405,96.3966,102.7958,439706.0
2022-01-25,101.9364,102.91,99.9594,101.385,204094.0
2022-01-26,102.7063,104.9566,99.1795,100.0388,254886.0
2022-01-27,100.5853,101.6681,98.3996,98.9907,547106.0
2022-01-28,99.3583,100.6349,97.0037,100.1879,282446.0
2022-01-29,99.3583,100.6349,97.0037,100.1879,282446.0
2022-01-30,99.3583,100.6349,97.0037,100.1879,282446.0
2022-01-31,100.3766,104.6536,99.6613,104.4648,357358.0
2022-02-01,104.9516,105.3689,102.8305,104.5691,242666.0
2022-02-02,104.5691,104.6983,102.5511,103.2875,267468.0
2022-02-03,102.1947,103.747,100.3369,100.4213,173510.0
2022-02-04,100.476,104.0103,99.4875,103.7396,284282.0
2022-02-05,100.476,104.0103,99.4875,103.7396,284282.0
2022-02-06,100.476,104.0103,99.4875,103.7396,284282.0
2022-02-07,104.2164,106.3093,103.367,105.1652,169350.0
2022-02-08,105.503,108.0314,105.3738,107.4999,220942.0
2022-02-09,108.1854,110.2966,108.0413,110.2171,198574.0
2022-02-10,108.6325,113.1007,108.1747,111.4937,299478.0
2022-02-11,111.4987,112.5021,108.6623,109.7352,471102.0
2022-02-12,111.4987,112.5021,108.6623,109.7352,471102.0
2022-02-13,111.4987,112.5021,108.6623,109.7352,471102.0
2022-02-14,109.4273,112.4425,108.9057,109.5763,309118.0
2022-02-15,110.2022,113.0435,110.2022,112.7356,200464.0
2022-02-16,111.8712,113.9327,111.3049,112.815,214566.0
2022-02-17,112.368,112.6759,110.3363,110.9075,291910.0
2022-02-18,110.1326,110.4505,106.9188,108.0513,433412.0
2022-02-19,110.1326,110.4505,106.9188,108.0513,433412.0
2022-02-20,110.1326,110.4505,106.9188,108.0513,433412.0
2022-02-21,110.1326,110.4505,106.9188,108.0513,433412.0
2022-02-22,108.2848,110.056,105.1751,106.5561,487766.0
2022-02-23,106.9286,109.3925,106.0842,106.2382,434966.0
2022-02-24,103.2627,108.7269,100.8386,108.5927,751422.0
2022-02-25,109.7849,121.5304,107.0616,121.3342,695676.0
2022-02-26,109.7849,121.5304,107.0616,121.3342,695676.0
2022-02-27,109.7849,121.5304,107.0616,121.3342,695676.0
2022-02-28,119.9979,123.8526,118.4357,119.6502,522948.0
2022-03-01,119.4664,119.4664,114.494,115.7408,394872.0
2022-03-02,116.9579,122.6952,116.9579,121.1802,298014.0
2022-03-03,121.6123,121.9725,116.1457,117.2162,235424.0
2022-03-04,116.7492,116.7492,111.4266,112.7654,402692.0
2022-03-05,116.7492,116.7492,111.4266,112.7654,402692.0
2022-03-06,116.7492,116.7492,111.4266,112.7654,402692.0
2022-03-07,112.2438,112.2438,101.0398,101.534,727156.0
2022-03-08,101.7129,104.8423,98.0668,103.516,885962.0
2022-03-09,107.2217,109.0746,104.9466,106.1438,508132.0
2022-03-10,103.6452,107.6191,102.8206,106.8889,290802.0
2022-03-11,107.8923,108.5133,106.5511,106.6405,242384.0
2022-03-12,107.8923,108.5133,106.5511,106.6405,242384.0
2022-03-13,107.8923,108.5133,106.5511,106.6405,242384.0
2022-03-14,107.485,108.0612,103.68,104.2562,321564.0
2022-03-15,105.5874,108.9255,104.5393,108.558,207826.0
2022-03-16,110.3959,112.3282,109.2037,112.1146,293762.0
2022-03-17,110.6393,112.5518,109.4024,112.4922,223668.0
2022-03-18,111.7619,116.8312,110.9523,116.2674,544252.0
2022-03-19,111.7619,116.8312,110.9523,116.2674,544252.0
2022-03-20,111.7619,116.8312,110.9523,116.2674,544252.0
2022-03-21,115.2441,115.2441,111.3049,113.3465,365558.0
2022-03-22,113.6794,115.0255,113.0634,114.7722,814438.0
2022-03-23,114.8467,114.8666,112.4375,112.7703,274216.0
2022-03-24,113.0882,113.3713,111.2754,113.2621,170066.0
2022-03-25,113.6595,113.6868,110.4754,111.2801,213036.0
2022-03-26,113.6595,113.6868,110.4754,111.2801,213036.0
2022-03-27,113.6595,113.6868,110.4754,111.2801,213036.0
2022-03-28,111.8265,112.9442,109.6905,110.7883,407336.0
2022-03-29,112.6064,114.2506,112.4773,113.3267,585874.0
2022-03-30,112.6412,113.6496,111.6328,112.7803,238152.0
2022-03-31,112.4922,113.5452,110.0879,110.1674,294926.0
2022-04-01,111.5235,111.9755,109.5366,110.7089,323498.0
2022-04-02,111.5235,111.9755,109.5366,110.7089,323498.0
2022-04-03,111.5235,111.9755,109.5366,110.7089,323498.0
2022-04-04,110.0035,113.6595,109.8371,113.2571,336784.0
2022-04-05,113.2571,113.2571,109.1888,110.0979,272756.0
2022-04-06,109.2782,109.2782,103.6129,104.281,357128.0
2022-04-07,103.819,104.2413,98.8467,102.5275,370500.0
2022-04-08,102.4133,102.6467,100.1282,100.7343,289064.0
2022-04-09,102.4133,102.6467,100.1282,100.7343,289064.0
2022-04-10,102.4133,102.6467,100.1282,100.7343,289064.0
2022-04-11,99.6017,103.3383,99.6017,100.3518,336858.0
2022-04-12,101.6731,103.4862,100.7144,101.2012,413466.0
2022-04-13,100.6995,105.7414,100.6548,104.3208,269020.0
2022-04-14,104.3158,106.4934,104.3158,104.6635,232060.0
2022-04-15,104.3158,106.4934,104.3158,104.6635,232060.0
2022-04-16,104.3158,106.4934,104.3158,104.6635,232060.0
2022-04-17,104.3158,106.4934,104.3158,104.6635,232060.0
2022-04-18,103.8488,105.652,103.3124,104.1767,249996.0
2022-04-19,103.7495,108.9951,103.7495,108.0165,273018.0
2022-04-20,107.9668,109.6185,107.49,107.6042,193522.0
2022-04-21,109.1292,109.1292,102.2692,102.9795,346846.0
2022-04-22,102.7014,104.1469,100.1133,100.9926,361244.0
2022-04-23,102.7014,104.1469,100.1133,100.9926,361244.0
2022-04-24,102.7014,104.1469,100.1133,100.9926,361244.0
2022-04-25,100.7194,104.0724,99.3384,103.9383,294034.0
2022-04-26,102.8901,103.7396,99.7954,100.3369,458962.0
2022-04-27,99.9196,102.2593,96.7057,97.7041,659848.0
2022-04-28,102.751,105.19,99.3583,104.2562,874360.0
2022-04-29,104.435,108.0016,100.4313,100.8088,319228.0
2022-04-30,104.435,108.0016,100.4313,100.8088,319228.0
2022-05-01,104.435,108.0016,100.4313,100.8088,319228.0
2022-05-02,102.0606,106.6554,100.9628,105.9799,593090.0
2022-05-03,106.4468,106.7051,101.6458,103.8141,319530.0
2022-05-04,104.9417,105.4682,97.113,103.2279,756858.0
2022-05-05,101.8271,102.7958,98.7821,99.9345,235264.0
2022-05-06,99.8699,100.933,96.9854,99.8451,507324.0
2022-05-07,99.8699,100.933,96.9854,99.8451,507324.0
2022-05-08,99.8699,100.933,96.9854,99.8451,507324.0
2022-05-09,98.3847,100.1531,91.4502,91.9767,944292.0
2022-05-10,94.0581,96.0848,89.5626,94.1922,1380796.0
2022-05-11,93.8693,96.2338,90.1288,90.2133,434218.0
2022-05-12,90.1189,92.5579,88.3207,91.9668,498774.0
2022-05-13,93.9885,96.7901,93.9885,96.3282,449050.0
2022-05-14,93.9885,96.7901,93.9885,96.3282,449050.0
2022-05-15,93.9885,96.7901,93.9885,96.3282,449050.0
2022-05-16,95.7321,97.8581,94.6045,95.8066,357362.0
2022-05-17,97.9078,98.946,95.4142,97.6247,271708.0
2022-05-18,95.8116,97.955,91.3558,92.4437,424840.0
2022-05-19,91.6439,94.0332,91.2862,92.0363,723868.0
2022-05-20,94.1077,95.1037,89.5327,92.2102,378382.0
2022-05-21,94.1077,95.1037,89.5327,92.2102,378382.0
2022-05-22,94.1077,95.1037,89.5327,92.2102,378382.0
2022-05-23,92.8957,93.9587,90.7696,92.1506,429818.0
2022-05-24,90.8541,92.4138,87.3794,89.1751,380202.0
2022-05-25,89.0857,91.9966,89.0857,91.1472,404204.0
2022-05-26,92.692,98.7125,92.4933,98.4493,404994.0
2022-05-27,99.3831,101.4247,99.3831,101.4247,310752.0
