,SKYW US Equity,SKYW US Equity,SKYW US Equity,SKYW US Equity,SKYW US Equity
2020-03-13,27.7463,28.5521,24.1648,27.2588,1197337.0
2020-03-14,27.7463,28.5521,24.1648,27.2588,1197337.0
2020-03-15,27.7463,28.5521,24.1648,27.2588,1197337.0
2020-03-16,24.1648,25.4581,21.7871,22.8317,1106627.0
2020-03-17,23.5679,25.7267,21.3892,21.7573,1042894.0
2020-03-18,20.3446,20.6729,11.9105,12.0078,1347076.0
2020-03-19,12.0973,17.9072,10.5255,17.2506,2140876.0
2020-03-20,18.0565,23.8664,16.9323,20.1258,1726078.0
2020-03-21,18.0565,23.8664,16.9323,20.1258,1726078.0
2020-03-22,18.0565,23.8664,16.9323,20.1258,1726078.0
2020-03-23,20.8918,22.2547,18.9575,20.7227,1385936.0
2020-03-24,24.0057,27.7164,23.3988,25.0602,1396496.0
2020-03-25,28.0845,28.1144,19.8969,25.7267,1831012.0
2020-03-26,27.3483,32.0639,26.1496,29.6862,1520835.0
2020-03-27,28.4725,29.0893,25.6074,27.03,927320.0
2020-03-28,28.4725,29.0893,25.6074,27.03,927320.0
2020-03-29,28.4725,29.0893,25.6074,27.03,927320.0
2020-03-30,26.0,27.87,23.5,26.16,706212.0
2020-03-31,26.48,27.92,25.47,26.19,739840.0
2020-04-01,24.75,25.31,21.51,21.64,810219.0
2020-04-02,22.31,22.31,20.6,21.52,955736.0
2020-04-03,21.45,22.09,19.11,19.98,997192.0
2020-04-04,21.45,22.09,19.11,19.98,997192.0
2020-04-05,21.45,22.09,19.11,19.98,997192.0
2020-04-06,21.43,22.62,20.69,22.49,931122.0
2020-04-07,24.98,27.6064,23.44,24.5,1016950.0
2020-04-08,25.27,26.67,25.0,25.65,652263.0
2020-04-09,27.9,29.83,27.25,28.38,739326.0
2020-04-10,27.9,29.83,27.25,28.38,739326.0
2020-04-11,27.9,29.83,27.25,28.38,739326.0
2020-04-12,27.9,29.83,27.25,28.38,739326.0
2020-04-13,29.08,29.3,25.67,26.8,915056.0
2020-04-14,28.14,29.49,26.7701,27.13,659289.0
2020-04-15,26.57,27.99,25.5322,27.08,774315.0
2020-04-16,26.49,27.08,24.54,25.22,649977.0
2020-04-17,27.08,28.2,25.51,25.75,722831.0
2020-04-18,27.08,28.2,25.51,25.75,722831.0
2020-04-19,27.08,28.2,25.51,25.75,722831.0
2020-04-20,24.82,26.01,24.02,25.02,478578.0
2020-04-21,24.0,25.0,23.95,24.29,485672.0
2020-04-22,25.38,25.3938,22.91,23.39,629297.0
2020-04-23,23.67,25.3204,23.45,24.8,509527.0
2020-04-24,25.22,26.15,24.57,25.77,448245.0
2020-04-25,25.22,26.15,24.57,25.77,448245.0
2020-04-26,25.22,26.15,24.57,25.77,448245.0
2020-04-27,26.81,27.63,26.19,27.11,557146.0
2020-04-28,28.47,29.63,27.69,29.27,655605.0
2020-04-29,30.5,32.78,30.26,31.8,711833.0
2020-04-30,30.63,31.54,29.3,30.95,624443.0
2020-05-01,29.49,29.989,27.0,27.22,741427.0
2020-05-02,29.49,29.989,27.0,27.22,741427.0
2020-05-03,29.49,29.989,27.0,27.22,741427.0
2020-05-04,25.22,26.7,24.0,26.17,765983.0
2020-05-05,26.76,27.42,24.6564,24.83,659854.0
2020-05-06,24.96,25.58,23.62,24.01,711294.0
2020-05-07,24.2,24.96,23.9,24.07,907895.0
2020-05-08,26.62,29.99,26.09,29.45,1768771.0
2020-05-09,26.62,29.99,26.09,29.45,1768771.0
2020-05-10,26.62,29.99,26.09,29.45,1768771.0
2020-05-11,28.13,29.22,27.58,27.97,819443.0
2020-05-12,27.95,28.74,25.79,25.905,513887.0
2020-05-13,25.91,26.0,23.71,23.99,739522.0
2020-05-14,23.02,23.79,21.14,23.06,1585833.0
2020-05-15,22.81,24.53,22.4,24.04,641162.0
2020-05-16,22.81,24.53,22.4,24.04,641162.0
2020-05-17,22.81,24.53,22.4,24.04,641162.0
2020-05-18,25.76,27.53,25.675,26.95,761204.0
2020-05-19,27.63,27.83,25.8999,25.99,558617.0
2020-05-20,26.61,27.83,26.6,27.52,498062.0
2020-05-21,27.5,28.8,27.46,28.18,574472.0
2020-05-22,28.67,28.89,27.37,28.18,364876.0
2020-05-23,28.67,28.89,27.37,28.18,364876.0
2020-05-24,28.67,28.89,27.37,28.18,364876.0
2020-05-25,28.67,28.89,27.37,28.18,364876.0
2020-05-26,30.0,30.93,29.6145,30.67,711582.0
2020-05-27,33.75,34.31,32.1901,34.29,1310273.0
2020-05-28,34.24,34.54,32.21,32.67,851686.0
2020-05-29,31.25,32.83,30.65,32.07,677574.0
2020-05-30,31.25,32.83,30.65,32.07,677574.0
2020-05-31,31.25,32.83,30.65,32.07,677574.0
2020-06-01,32.39,34.2822,32.39,33.05,582514.0
2020-06-02,33.82,34.3685,33.35,34.06,490926.0
2020-06-03,34.85,37.78,34.79,36.91,781746.0
2020-06-04,38.63,41.25,37.14,40.03,1327912.0
2020-06-05,43.76,45.81,41.815,42.62,1394322.0
2020-06-06,43.76,45.81,41.815,42.62,1394322.0
2020-06-07,43.76,45.81,41.815,42.62,1394322.0
2020-06-08,44.89,47.25,44.03,47.22,1026760.0
2020-06-09,45.01,45.66,42.17,43.9,1124449.0
2020-06-10,41.48,42.01,37.256,37.48,1171982.0
2020-06-11,32.18,35.15,30.62,30.89,1075520.0
2020-06-12,35.04,36.43,32.65,34.56,1303725.0
2020-06-13,35.04,36.43,32.65,34.56,1303725.0
2020-06-14,35.04,36.43,32.65,34.56,1303725.0
2020-06-15,31.97,35.92,31.4,35.42,801414.0
2020-06-16,38.67,38.79,35.94,36.68,591708.0
2020-06-17,36.45,36.45,34.2,34.55,467244.0
2020-06-18,33.71,35.6831,33.296,35.08,539835.0
2020-06-19,35.58,35.77,32.33,33.52,857176.0
2020-06-20,35.58,35.77,32.33,33.52,857176.0
2020-06-21,35.58,35.77,32.33,33.52,857176.0
2020-06-22,33.43,33.5999,31.922,32.67,532865.0
2020-06-23,33.28,33.28,31.58,32.92,559103.0
2020-06-24,31.78,32.17,29.0701,29.71,851014.0
2020-06-25,28.22,31.6,28.07,31.32,802714.0
2020-06-26,30.85,31.05,29.22,30.58,1029270.0
2020-06-27,30.85,31.05,29.22,30.58,1029270.0
2020-06-28,30.85,31.05,29.22,30.58,1029270.0
2020-06-29,31.39,33.28,30.4,32.86,614349.0
2020-06-30,32.33,32.88,31.2901,32.62,402470.0
2020-07-01,33.09,34.12,31.11,31.395,458375.0
2020-07-02,32.92,33.2998,30.93,30.96,361317.0
2020-07-03,32.92,33.2998,30.93,30.96,361317.0
2020-07-04,32.92,33.2998,30.93,30.96,361317.0
2020-07-05,32.92,33.2998,30.93,30.96,361317.0
2020-07-06,31.92,32.27,30.47,31.97,399226.0
2020-07-07,31.08,31.53,30.235,30.38,411053.0
2020-07-08,30.03,30.39,29.19,30.03,497897.0
2020-07-09,29.74,29.8999,27.8,28.09,434462.0
2020-07-10,27.74,30.17,27.648,30.09,382201.0
2020-07-11,27.74,30.17,27.648,30.09,382201.0
2020-07-12,27.74,30.17,27.648,30.09,382201.0
2020-07-13,30.64,31.02,29.19,29.74,442012.0
2020-07-14,29.56,30.57,29.23,30.1,305912.0
2020-07-15,32.1645,32.8138,31.06,32.42,586433.0
2020-07-16,31.47,31.92,30.66,30.96,351246.0
2020-07-17,30.87,31.475,30.04,30.26,265894.0
2020-07-18,30.87,31.475,30.04,30.26,265894.0
2020-07-19,30.87,31.475,30.04,30.26,265894.0
2020-07-20,29.85,30.26,28.41,28.76,485602.0
2020-07-21,29.09,29.58,28.59,28.68,528499.0
2020-07-22,28.48,29.19,28.2834,28.44,416372.0
2020-07-23,28.13,29.705,27.79,29.02,661917.0
2020-07-24,29.06,29.09,27.96,28.18,333729.0
2020-07-25,29.06,29.09,27.96,28.18,333729.0
2020-07-26,29.06,29.09,27.96,28.18,333729.0
2020-07-27,28.11,28.99,27.7901,28.46,451911.0
2020-07-28,28.15,29.65,28.15,29.2,383652.0
2020-07-29,29.23,29.6,28.2,28.8,322808.0
2020-07-30,28.05,28.84,27.49,28.39,447813.0
2020-07-31,27.61,28.4,25.0,26.31,1135902.0
2020-08-01,27.61,28.4,25.0,26.31,1135902.0
2020-08-02,27.61,28.4,25.0,26.31,1135902.0
2020-08-03,26.36,27.83,26.1,27.03,567307.0
2020-08-04,27.11,28.52,27.11,27.54,408129.0
2020-08-05,28.09,28.7937,27.45,28.56,426052.0
2020-08-06,28.5,29.25,28.18,28.91,418030.0
2020-08-07,28.53,29.63,28.39,29.62,397015.0
2020-08-08,28.53,29.63,28.39,29.62,397015.0
2020-08-09,28.53,29.63,28.39,29.62,397015.0
2020-08-10,29.86,32.07,29.86,31.66,531526.0
2020-08-11,33.29,33.975,32.0,32.3,686582.0
2020-08-12,32.71,32.9749,30.47,31.24,386973.0
2020-08-13,31.595,31.655,30.374,30.66,381572.0
2020-08-14,30.14,31.58,29.86,31.56,376458.0
2020-08-15,30.14,31.58,29.86,31.56,376458.0
2020-08-16,30.14,31.58,29.86,31.56,376458.0
2020-08-17,31.5,31.6,29.945,30.76,321754.0
2020-08-18,30.68,30.7,29.8,30.5,393834.0
2020-08-19,30.83,32.14,30.66,31.05,454464.0
2020-08-20,30.28,30.98,29.85,30.73,255756.0
2020-08-21,30.66,31.05,29.8586,30.0,298672.0
2020-08-22,30.66,31.05,29.8586,30.0,298672.0
2020-08-23,30.66,31.05,29.8586,30.0,298672.0
2020-08-24,30.53,33.16,29.95,33.13,534802.0
2020-08-25,33.15,33.979,32.39,32.86,366579.0
2020-08-26,32.87,33.31,31.86,32.2,438699.0
2020-08-27,32.82,34.75,32.82,34.18,470961.0
2020-08-28,34.5,35.36,34.3101,34.88,452076.0
2020-08-29,34.5,35.36,34.3101,34.88,452076.0
2020-08-30,34.5,35.36,34.3101,34.88,452076.0
2020-08-31,34.47,34.9,33.12,33.65,522995.0
2020-09-01,33.06,34.19,32.56,33.6,636683.0
2020-09-02,33.42,34.65,33.06,34.46,344064.0
2020-09-03,34.71,36.22,33.79,34.39,530251.0
2020-09-04,35.42,35.68,34.25,35.44,519327.0
2020-09-05,35.42,35.68,34.25,35.44,519327.0
2020-09-06,35.42,35.68,34.25,35.44,519327.0
2020-09-07,35.42,35.68,34.25,35.44,519327.0
2020-09-08,34.75,36.43,34.565,35.46,536890.0
2020-09-09,34.71,35.2,32.88,33.91,452474.0
2020-09-10,34.23,34.845,33.39,33.6,338789.0
2020-09-11,33.7,34.98,33.53,34.66,803745.0
2020-09-12,33.7,34.98,33.53,34.66,803745.0
2020-09-13,33.7,34.98,33.53,34.66,803745.0
2020-09-14,35.05,35.48,33.97,34.56,458151.0
2020-09-15,35.01,35.6,33.95,34.58,379553.0
2020-09-16,34.68,35.8034,34.25,35.22,516880.0
2020-09-17,34.35,35.57,33.91,34.51,420470.0
2020-09-18,34.98,34.98,33.26,33.75,876977.0
2020-09-19,34.98,34.98,33.26,33.75,876977.0
2020-09-20,34.98,34.98,33.26,33.75,876977.0
2020-09-21,32.23,32.41,30.22,31.54,526252.0
2020-09-22,31.67,32.2799,30.51,31.09,353408.0
2020-09-23,31.55,32.6657,29.43,29.48,625578.0
2020-09-24,29.5,29.88,28.29,29.15,439525.0
2020-09-25,28.75,29.73,28.75,29.59,278903.0
2020-09-26,28.75,29.73,28.75,29.59,278903.0
2020-09-27,28.75,29.73,28.75,29.59,278903.0
2020-09-28,30.44,31.9192,30.32,31.21,423548.0
2020-09-29,30.67,30.67,29.26,29.82,630804.0
2020-09-30,30.26,31.54,29.75,29.86,581276.0
2020-10-01,30.12,30.78,29.92,30.76,332871.0
2020-10-02,29.54,31.9799,29.5,31.71,369535.0
2020-10-03,29.54,31.9799,29.5,31.71,369535.0
2020-10-04,29.54,31.9799,29.5,31.71,369535.0
2020-10-05,31.83,32.43,31.38,31.56,246665.0
2020-10-06,32.29,32.4,30.61,30.63,574085.0
2020-10-07,31.85,32.0,31.07,31.45,528255.0
2020-10-08,32.32,32.4599,30.87,31.5,443301.0
2020-10-09,31.74,32.17,30.88,31.79,301168.0
2020-10-10,31.74,32.17,30.88,31.79,301168.0
2020-10-11,31.74,32.17,30.88,31.79,301168.0
2020-10-12,31.68,31.77,31.04,31.1,273412.0
2020-10-13,30.35,30.64,29.81,30.34,519687.0
2020-10-14,30.49,31.35,30.49,30.65,221127.0
2020-10-15,30.21,30.7,29.785,30.61,243819.0
2020-10-16,30.47,30.84,30.21,30.49,209811.0
2020-10-17,30.47,30.84,30.21,30.49,209811.0
2020-10-18,30.47,30.84,30.21,30.49,209811.0
2020-10-19,30.55,31.62,30.2,30.65,381533.0
2020-10-20,31.36,31.52,30.93,31.05,349269.0
2020-10-21,30.9,31.31,30.35,30.47,328470.0
2020-10-22,30.62,32.96,30.62,32.89,528946.0
2020-10-23,32.93,34.09,32.7,33.74,378812.0
2020-10-24,32.93,34.09,32.7,33.74,378812.0
2020-10-25,32.93,34.09,32.7,33.74,378812.0
2020-10-26,32.87,32.87,30.895,31.52,408776.0
2020-10-27,31.29,32.11,29.564,29.72,479465.0
2020-10-28,28.9012,28.955,27.441,27.8,437556.0
2020-10-29,28.58,29.35,27.64,29.16,450345.0
2020-10-30,29.5,29.82,27.91,29.03,482478.0
2020-10-31,29.5,29.82,27.91,29.03,482478.0
2020-11-01,29.5,29.82,27.91,29.03,482478.0
2020-11-02,29.32,29.48,28.38,28.76,311268.0
2020-11-03,29.42,29.92,28.87,29.455,316187.0
2020-11-04,29.14,29.65,28.1878,28.76,297700.0
2020-11-05,29.03,31.43,28.95,31.29,527998.0
2020-11-06,31.02,31.27,30.65,31.05,427074.0
2020-11-07,31.02,31.27,30.65,31.05,427074.0
2020-11-08,31.02,31.27,30.65,31.05,427074.0
2020-11-09,35.41,39.3,35.1,36.33,973349.0
2020-11-10,35.93,36.98,35.206,36.41,716498.0
2020-11-11,36.31,36.37,33.52,34.38,751795.0
2020-11-12,33.53,34.34,32.51,33.08,532709.0
2020-11-13,34.885,35.845,33.97,35.6,447844.0
2020-11-14,34.885,35.845,33.97,35.6,447844.0
2020-11-15,34.885,35.845,33.97,35.6,447844.0
2020-11-16,37.84,38.9,36.395,36.94,563485.0
2020-11-17,35.93,38.3,35.47,37.65,525262.0
2020-11-18,38.4,40.4,38.01,38.55,827142.0
2020-11-19,38.36,39.38,38.12,39.16,416965.0
2020-11-20,38.68,39.2,37.43,37.94,456774.0
2020-11-21,38.68,39.2,37.43,37.94,456774.0
2020-11-22,38.68,39.2,37.43,37.94,456774.0
2020-11-23,38.8,39.71,38.15,39.49,538206.0
2020-11-24,40.77,42.77,40.5,42.71,798734.0
2020-11-25,42.32,43.17,41.5001,43.07,457373.0
2020-11-26,42.32,43.17,41.5001,43.07,457373.0
2020-11-27,43.76,44.266,42.8725,43.29,234293.0
2020-11-28,43.76,44.266,42.8725,43.29,234293.0
2020-11-29,43.76,44.266,42.8725,43.29,234293.0
2020-11-30,43.3806,43.68,40.965,42.93,694276.0
2020-12-01,44.06,44.06,42.93,43.31,453867.0
2020-12-02,43.0,44.77,42.41,44.46,394360.0
2020-12-03,44.97,46.8,44.76,45.09,530382.0
2020-12-04,45.33,46.2615,44.23,44.97,628663.0
2020-12-05,45.33,46.2615,44.23,44.97,628663.0
2020-12-06,45.33,46.2615,44.23,44.97,628663.0
2020-12-07,44.67,45.145,43.57,43.65,409044.0
2020-12-08,43.26,44.23,43.075,43.65,545501.0
2020-12-09,44.52,44.8799,43.03,43.85,320387.0
2020-12-10,43.1,44.7,42.8746,44.57,192963.0
2020-12-11,43.53,43.87,42.18,42.97,1371573.0
2020-12-12,43.53,43.87,42.18,42.97,1371573.0
2020-12-13,43.53,43.87,42.18,42.97,1371573.0
2020-12-14,43.7176,44.14,42.035,42.89,354976.0
2020-12-15,42.865,44.31,42.4601,44.16,276439.0
2020-12-16,43.85,44.12,42.75,43.245,489106.0
2020-12-17,43.32,43.37,41.6,42.85,325326.0
2020-12-18,42.39,43.0,41.01,41.03,723501.0
2020-12-19,42.39,43.0,41.01,41.03,723501.0
2020-12-20,42.39,43.0,41.01,41.03,723501.0
2020-12-21,39.1965,40.22,38.26,39.83,478970.0
2020-12-22,40.29,40.36,39.03,39.6,281681.0
2020-12-23,40.07,41.265,40.07,40.61,198142.0
2020-12-24,41.03,41.21,39.57,40.41,119796.0
2020-12-25,41.03,41.21,39.57,40.41,119796.0
2020-12-26,41.03,41.21,39.57,40.41,119796.0
2020-12-27,41.03,41.21,39.57,40.41,119796.0
2020-12-28,41.41,41.7967,40.525,40.58,262045.0
2020-12-29,40.98,40.98,39.85,39.92,273535.0
2020-12-30,39.88,40.73,39.8,40.51,210616.0
2020-12-31,40.25,40.94,39.64,40.31,171516.0
2021-01-01,40.25,40.94,39.64,40.31,171516.0
2021-01-02,40.25,40.94,39.64,40.31,171516.0
2021-01-03,40.25,40.94,39.64,40.31,171516.0
2021-01-04,40.11,40.59,37.337,37.94,420488.0
2021-01-05,37.87,39.48,37.61,38.86,306621.0
2021-01-06,39.31,42.1,39.31,41.29,509413.0
2021-01-07,41.47,42.195,40.83,41.4,274581.0
2021-01-08,41.75,41.9,40.56,41.11,439801.0
2021-01-09,41.75,41.9,40.56,41.11,439801.0
2021-01-10,41.75,41.9,40.56,41.11,439801.0
2021-01-11,40.44,40.9799,39.93,40.54,188367.0
2021-01-12,40.72,42.105,40.4705,41.8,208238.0
2021-01-13,41.48,42.32,40.68,42.14,268550.0
2021-01-14,42.9,44.65,42.46,43.45,393588.0
2021-01-15,42.7,42.96,41.52,41.77,240184.0
2021-01-16,42.7,42.96,41.52,41.77,240184.0
2021-01-17,42.7,42.96,41.52,41.77,240184.0
2021-01-18,42.7,42.96,41.52,41.77,240184.0
2021-01-19,43.0,43.13,41.67,42.33,242474.0
2021-01-20,42.87,43.2611,42.475,42.98,277704.0
2021-01-21,42.74,42.74,41.1,41.96,371264.0
2021-01-22,41.19,42.62,40.52,42.48,328167.0
2021-01-23,41.19,42.62,40.52,42.48,328167.0
2021-01-24,41.19,42.62,40.52,42.48,328167.0
2021-01-25,41.5,41.699,40.18,41.25,251043.0
2021-01-26,41.69,41.95,40.22,40.23,256079.0
2021-01-27,39.92,40.12,38.73,39.43,329181.0
2021-01-28,40.1,41.37,39.945,40.99,565291.0
2021-01-29,40.85,41.2,38.62,38.99,324188.0
2021-01-30,40.85,41.2,38.62,38.99,324188.0
2021-01-31,40.85,41.2,38.62,38.99,324188.0
2021-02-01,39.68,39.93,38.72,39.5,277506.0
2021-02-02,40.12,40.73,39.51,39.67,261246.0
2021-02-03,39.85,42.08,39.85,41.7,375825.0
2021-02-04,41.89,45.13,41.89,44.36,688627.0
2021-02-05,43.42,43.711,40.5837,43.04,720177.0
2021-02-06,43.42,43.711,40.5837,43.04,720177.0
2021-02-07,43.42,43.711,40.5837,43.04,720177.0
2021-02-08,43.4,46.1825,43.03,45.52,448952.0
2021-02-09,45.15,45.6899,44.64,45.01,264737.0
2021-02-10,45.56,45.9,44.91,45.25,407975.0
2021-02-11,45.27,45.36,43.72,44.87,287621.0
2021-02-12,44.39,45.48,44.09,45.38,226519.0
2021-02-13,44.39,45.48,44.09,45.38,226519.0
2021-02-14,44.39,45.48,44.09,45.38,226519.0
2021-02-15,44.39,45.48,44.09,45.38,226519.0
2021-02-16,45.85,47.99,45.72,47.92,434449.0
2021-02-17,47.7,50.72,47.52,50.6,601078.0
2021-02-18,49.8,51.76,49.4131,51.74,366809.0
2021-02-19,52.45,54.07,52.01,53.73,446238.0
2021-02-20,52.45,54.07,52.01,53.73,446238.0
2021-02-21,52.45,54.07,52.01,53.73,446238.0
2021-02-22,55.0,57.63,53.82,56.05,604994.0
2021-02-23,57.38,60.6,54.83,59.89,726119.0
2021-02-24,59.92,60.79,58.6201,59.37,544402.0
2021-02-25,59.37,59.99,54.79,55.79,467240.0
2021-02-26,55.19,57.34,54.94,56.37,315878.0
2021-02-27,55.19,57.34,54.94,56.37,315878.0
2021-02-28,55.19,57.34,54.94,56.37,315878.0
2021-03-01,58.48,58.7,55.57,56.62,291551.0
2021-03-02,56.04,56.425,55.45,55.75,228266.0
2021-03-03,56.59,57.645,55.83,56.35,302235.0
2021-03-04,56.91,57.02,53.6466,55.03,350655.0
2021-03-05,55.52,55.52,50.7807,55.33,443298.0
2021-03-06,55.52,55.52,50.7807,55.33,443298.0
2021-03-07,55.52,55.52,50.7807,55.33,443298.0
2021-03-08,56.42,58.84,55.65,58.32,436185.0
2021-03-09,58.49,59.07,56.09,58.08,385365.0
2021-03-10,58.05,59.38,57.41,57.47,478768.0
2021-03-11,57.54,59.1,56.6159,57.69,440734.0
2021-03-12,58.0,60.37,57.56,60.0,432623.0
2021-03-13,58.0,60.37,57.56,60.0,432623.0
2021-03-14,58.0,60.37,57.56,60.0,432623.0
2021-03-15,60.15,61.155,59.32,60.86,444481.0
2021-03-16,60.86,60.86,57.06,57.89,385788.0
2021-03-17,57.36,59.0579,57.23,58.98,394270.0
2021-03-18,58.78,60.675,58.136,58.62,278884.0
2021-03-19,57.69,58.945,56.67,57.97,805145.0
2021-03-20,57.69,58.945,56.67,57.97,805145.0
2021-03-21,57.69,58.945,56.67,57.97,805145.0
2021-03-22,57.69,57.69,55.43,55.83,335360.0
2021-03-23,53.695,55.66,53.12,53.62,347126.0
2021-03-24,55.0,56.23,51.85,51.88,482770.0
2021-03-25,51.08,54.51,50.39,53.82,812735.0
2021-03-26,54.61,56.36,53.48,55.23,333361.0
2021-03-27,54.61,56.36,53.48,55.23,333361.0
2021-03-28,54.61,56.36,53.48,55.23,333361.0
2021-03-29,55.31,55.79,53.07,53.54,280532.0
2021-03-30,54.11,56.585,54.11,55.6,206239.0
2021-03-31,54.82,55.39,53.925,54.48,441314.0
2021-04-01,55.01,55.3488,54.43,55.07,247712.0
2021-04-02,55.01,55.3488,54.43,55.07,247712.0
2021-04-03,55.01,55.3488,54.43,55.07,247712.0
2021-04-04,55.01,55.3488,54.43,55.07,247712.0
2021-04-05,55.97,56.49,54.755,55.08,272055.0
2021-04-06,55.47,56.65,55.4,55.93,204215.0
2021-04-07,55.76,56.46,53.64,54.03,196703.0
2021-04-08,54.24,54.36,52.3,53.56,263218.0
2021-04-09,53.44,54.23,53.0741,54.0,161592.0
2021-04-10,53.44,54.23,53.0741,54.0,161592.0
2021-04-11,53.44,54.23,53.0741,54.0,161592.0
2021-04-12,54.04,54.04,52.51,53.03,168500.0
2021-04-13,52.07,53.07,50.85,52.97,246332.0
2021-04-14,52.52,54.6039,52.52,53.01,161157.0
2021-04-15,53.2,53.565,51.7,52.56,161446.0
2021-04-16,53.21,53.34,51.67,52.03,197101.0
2021-04-17,53.21,53.34,51.67,52.03,197101.0
2021-04-18,53.21,53.34,51.67,52.03,197101.0
2021-04-19,51.63,51.63,50.3912,50.82,255945.0
2021-04-20,49.9,50.0,47.63,48.57,425536.0
2021-04-21,49.13,50.86,47.6,50.84,362323.0
2021-04-22,51.48,52.08,50.18,50.25,269488.0
2021-04-23,50.49,52.2,50.12,51.63,236716.0
2021-04-24,50.49,52.2,50.12,51.63,236716.0
2021-04-25,50.49,52.2,50.12,51.63,236716.0
2021-04-26,52.26,53.03,51.63,52.04,152859.0
2021-04-27,51.82,52.21,51.26,51.67,166136.0
2021-04-28,51.48,51.9384,50.79,51.05,206302.0
2021-04-29,51.76,52.44,50.68,50.95,374788.0
2021-04-30,51.15,53.5,49.5,49.66,442048.0
2021-05-01,51.15,53.5,49.5,49.66,442048.0
2021-05-02,51.15,53.5,49.5,49.66,442048.0
2021-05-03,49.93,50.4,49.1,49.99,510360.0
2021-05-04,49.82,49.91,47.62,48.06,333037.0
2021-05-05,48.07,49.5,47.6201,49.02,454900.0
2021-05-06,49.65,49.65,47.6648,49.22,231445.0
2021-05-07,49.32,50.03,48.99,49.55,267866.0
2021-05-08,49.32,50.03,48.99,49.55,267866.0
2021-05-09,49.32,50.03,48.99,49.55,267866.0
2021-05-10,49.62,50.28,48.62,48.69,292005.0
2021-05-11,47.56,47.985,46.345,47.86,322590.0
2021-05-12,47.37,48.0,46.04,46.22,269629.0
2021-05-13,46.71,48.19,46.23,47.84,251248.0
2021-05-14,48.53,49.77,47.85,49.6,258305.0
2021-05-15,48.53,49.77,47.85,49.6,258305.0
2021-05-16,48.53,49.77,47.85,49.6,258305.0
2021-05-17,49.19,49.83,48.08,49.74,214305.0
2021-05-18,50.19,50.69,49.18,49.2,268941.0
2021-05-19,48.26,49.55,47.55,48.99,194074.0
2021-05-20,48.78,49.085,47.585,48.02,730756.0
2021-05-21,48.27,49.105,48.27,48.68,274876.0
2021-05-22,48.27,49.105,48.27,48.68,274876.0
2021-05-23,48.27,49.105,48.27,48.68,274876.0
2021-05-24,48.76,49.03,47.96,48.24,316686.0
2021-05-25,48.84,50.33,47.86,47.99,381048.0
2021-05-26,48.27,48.89,47.78,48.64,279868.0
2021-05-27,49.45,49.82,48.62,49.56,253130.0
2021-05-28,49.56,49.8,48.75,49.03,214924.0
2021-05-29,49.56,49.8,48.75,49.03,214924.0
2021-05-30,49.56,49.8,48.75,49.03,214924.0
2021-05-31,49.56,49.8,48.75,49.03,214924.0
2021-06-01,49.77,51.1,49.71,50.96,430055.0
2021-06-02,51.38,51.54,49.62,49.79,389645.0
2021-06-03,49.4,49.57,48.17,49.1,345785.0
2021-06-04,49.4,49.49,48.02,48.02,187392.0
2021-06-05,49.4,49.49,48.02,48.02,187392.0
2021-06-06,49.4,49.49,48.02,48.02,187392.0
2021-06-07,48.15,48.8078,47.67,48.14,226173.0
2021-06-08,48.56,49.61,48.33,49.35,236996.0
2021-06-09,49.41,49.41,48.45,48.69,270261.0
2021-06-10,49.17,49.25,47.255,47.39,219624.0
2021-06-11,47.71,48.69,47.66,48.54,859928.0
2021-06-12,47.71,48.69,47.66,48.54,859928.0
2021-06-13,47.71,48.69,47.66,48.54,859928.0
2021-06-14,48.53,48.79,47.28,47.61,286422.0
2021-06-15,47.52,48.0,46.8,47.23,272446.0
2021-06-16,47.04,47.63,46.6184,47.11,233564.0
2021-06-17,47.26,47.9,45.2821,46.25,359810.0
2021-06-18,45.52,46.87,45.14,45.56,630513.0
2021-06-19,45.52,46.87,45.14,45.56,630513.0
2021-06-20,45.52,46.87,45.14,45.56,630513.0
2021-06-21,46.01,46.965,45.72,46.66,254993.0
2021-06-22,46.44,46.5,45.2,46.26,178843.0
2021-06-23,46.21,46.4,45.79,45.92,193474.0
2021-06-24,46.33,46.36,45.34,46.34,256774.0
2021-06-25,46.28,46.65,44.79,44.95,762750.0
2021-06-26,46.28,46.65,44.79,44.95,762750.0
2021-06-27,46.28,46.65,44.79,44.95,762750.0
2021-06-28,44.76,44.76,43.3472,43.49,425687.0
2021-06-29,43.68,44.065,42.6,42.75,283958.0
2021-06-30,42.78,43.44,42.575,43.07,408426.0
2021-07-01,43.48,45.0,43.37,44.78,408225.0
2021-07-02,44.81,44.8142,43.42,43.52,236670.0
2021-07-03,44.81,44.8142,43.42,43.52,236670.0
2021-07-04,44.81,44.8142,43.42,43.52,236670.0
2021-07-05,44.81,44.8142,43.42,43.52,236670.0
2021-07-06,43.55,43.675,41.91,42.42,226021.0
2021-07-07,42.7894,42.7894,41.01,42.03,501547.0
2021-07-08,41.1,42.595,40.24,41.24,315825.0
2021-07-09,42.06,43.07,41.4201,42.76,269517.0
2021-07-10,42.06,43.07,41.4201,42.76,269517.0
2021-07-11,42.06,43.07,41.4201,42.76,269517.0
2021-07-12,42.34,43.0,41.88,42.66,255904.0
2021-07-13,42.17,42.5,41.16,41.41,270017.0
2021-07-14,42.07,43.0,41.41,41.48,256689.0
2021-07-15,41.28,42.03,40.97,41.65,246981.0
2021-07-16,42.21,42.82,39.14,39.4,692719.0
