,ES US Equity,ES US Equity,ES US Equity,ES US Equity,ES US Equity
2021-03-04,70.3457,71.6547,69.5422,69.7588,1765066.0
2021-03-05,69.9574,73.1985,69.5963,72.8193,2149469.0
2021-03-06,69.9574,73.1985,69.5963,72.8193,2149469.0
2021-03-07,69.9574,73.1985,69.5963,72.8193,2149469.0
2021-03-08,72.6749,73.8575,71.6321,72.7832,1182822.0
2021-03-09,73.2797,74.0381,73.054,73.7221,1108819.0
2021-03-10,73.6047,74.4624,73.1533,73.7492,1163102.0
2021-03-11,73.3881,74.2773,72.8554,72.9728,1457924.0
2021-03-12,73.6408,74.2277,73.1082,74.1193,1177665.0
2021-03-13,73.6408,74.2277,73.1082,74.1193,1177665.0
2021-03-14,73.6408,74.2277,73.1082,74.1193,1177665.0
2021-03-15,74.2006,75.1575,73.9929,74.7061,1395287.0
2021-03-16,74.5707,74.9409,74.2277,74.6791,955363.0
2021-03-17,74.7332,74.977,73.8846,73.9749,996840.0
2021-03-18,73.8485,74.0652,73.036,73.4603,1671798.0
2021-03-19,73.7221,75.0041,72.7697,74.1554,4682901.0
2021-03-20,73.7221,75.0041,72.7697,74.1554,4682901.0
2021-03-21,73.7221,75.0041,72.7697,74.1554,4682901.0
2021-03-22,74.0922,74.6429,73.1624,74.2547,1644411.0
2021-03-23,74.4985,76.4124,73.9478,76.2589,1653321.0
2021-03-24,75.7353,77.7576,75.5728,77.3062,2341385.0
2021-03-25,77.7486,78.6965,77.1888,77.6673,1318781.0
2021-03-26,77.243,77.6402,76.3352,77.4506,1386940.0
2021-03-27,77.243,77.6402,76.3352,77.4506,1386940.0
2021-03-28,77.243,77.6402,76.3352,77.4506,1386940.0
2021-03-29,77.6583,78.8048,77.2701,78.4979,932845.0
2021-03-30,77.902,78.5611,77.0805,77.902,1226543.0
2021-03-31,77.7756,78.3986,77.4732,78.1729,1785639.0
2021-04-01,78.1638,78.2361,77.4506,78.0645,846423.0
2021-04-02,78.1638,78.2361,77.4506,78.0645,846423.0
2021-04-03,78.1638,78.2361,77.4506,78.0645,846423.0
2021-04-04,78.1638,78.2361,77.4506,78.0645,846423.0
2021-04-05,78.1187,79.5451,78.0736,79.0757,866827.0
2021-04-06,78.6423,79.4097,78.1368,79.1569,693199.0
2021-04-07,79.2743,79.6534,78.6243,79.0847,912530.0
2021-04-08,79.4458,79.619,78.5159,78.7597,1337098.0
2021-04-09,78.859,79.3104,77.7576,77.8027,1132037.0
2021-04-10,78.859,79.3104,77.7576,77.8027,1132037.0
2021-04-11,78.859,79.3104,77.7576,77.8027,1132037.0
2021-04-12,77.8298,78.7958,77.5229,78.0104,1251179.0
2021-04-13,77.5229,79.2472,77.5138,78.9402,1623878.0
2021-04-14,78.5701,79.6264,78.3895,79.5903,1044552.0
2021-04-15,79.5,80.2854,79.2517,80.159,1624815.0
2021-04-16,80.3486,81.4229,80.0507,80.9715,1221913.0
2021-04-17,80.3486,81.4229,80.0507,80.9715,1221913.0
2021-04-18,80.3486,81.4229,80.0507,80.9715,1221913.0
2021-04-19,81.3236,81.3823,80.1861,80.6555,1198785.0
2021-04-20,80.7007,82.2806,80.7007,81.775,978495.0
2021-04-21,81.5764,82.3347,80.6194,80.8271,1153405.0
2021-04-22,80.6375,80.7007,79.5271,79.6444,1711368.0
2021-04-23,79.8069,80.0778,79.2833,79.5993,1044827.0
2021-04-24,79.8069,80.0778,79.2833,79.5993,1044827.0
2021-04-25,79.8069,80.0778,79.2833,79.5993,1044827.0
2021-04-26,79.5632,79.6173,78.7507,79.2382,846503.0
2021-04-27,79.1389,79.4639,78.4347,78.5611,904037.0
2021-04-28,78.6965,78.877,76.9225,77.1437,1885932.0
2021-04-29,76.8999,77.3242,75.3381,76.8187,2791649.0
2021-04-30,77.4597,77.8479,76.9722,77.8388,2935190.0
2021-05-01,77.4597,77.8479,76.9722,77.8388,2935190.0
2021-05-02,77.4597,77.8479,76.9722,77.8388,2935190.0
2021-05-03,77.8749,78.9402,77.4597,78.0194,1653500.0
2021-05-04,77.9923,78.3534,76.8819,77.7486,1103540.0
2021-05-05,77.5138,77.5725,75.1846,75.4645,1241996.0
2021-05-06,75.8075,76.2228,75.1666,76.1326,1378079.0
2021-05-07,75.8978,76.7374,75.7444,75.8978,1302489.0
2021-05-08,75.8978,76.7374,75.7444,75.8978,1302489.0
2021-05-09,75.8978,76.7374,75.7444,75.8978,1302489.0
2021-05-10,76.0423,77.4597,76.0423,77.1437,1766655.0
2021-05-11,77.3062,77.3874,75.32,75.8527,1582234.0
2021-05-12,75.7173,75.8401,74.6249,74.6429,1610895.0
2021-05-13,74.9228,76.9992,74.7784,76.4756,1648057.0
2021-05-14,76.8277,77.9472,76.8277,76.8458,1595408.0
2021-05-15,76.8277,77.9472,76.8277,76.8458,1595408.0
2021-05-16,76.8277,77.9472,76.8277,76.8458,1595408.0
2021-05-17,76.918,77.4235,75.7985,75.8888,1436090.0
2021-05-18,75.7895,76.4756,75.5187,76.0784,1369494.0
2021-05-19,75.8897,75.9898,74.9532,75.6988,1705680.0
2021-05-20,75.8534,76.8627,75.8534,76.1625,1413914.0
2021-05-21,76.3808,77.0627,75.9807,76.4626,3146508.0
2021-05-22,76.3808,77.0627,75.9807,76.4626,3146508.0
2021-05-23,76.3808,77.0627,75.9807,76.4626,3146508.0
2021-05-24,76.6899,76.9263,75.6988,75.7442,1528166.0
2021-05-25,75.7624,75.9895,74.4894,74.8622,1447136.0
2021-05-26,74.6895,74.8713,73.9075,74.1075,1234426.0
2021-05-27,74.1803,74.2712,73.6892,73.7893,1871892.0
2021-05-28,73.9984,74.4531,73.6438,73.8256,1447008.0
2021-05-29,73.9984,74.4531,73.6438,73.8256,1447008.0
2021-05-30,73.9984,74.4531,73.6438,73.8256,1447008.0
2021-05-31,73.9984,74.4531,73.6438,73.8256,1447008.0
2021-06-01,73.9257,74.0984,72.5526,72.6617,1685990.0
2021-06-02,72.6345,73.8711,72.5617,73.4165,1572904.0
2021-06-03,73.3528,75.0077,72.9891,74.744,2471038.0
2021-06-04,74.9713,75.1623,74.4258,74.5985,1478207.0
2021-06-05,74.9713,75.1623,74.4258,74.5985,1478207.0
2021-06-06,74.9713,75.1623,74.4258,74.5985,1478207.0
2021-06-07,74.8622,74.8622,74.3712,74.6622,891615.0
2021-06-08,74.9259,74.9259,73.1982,73.7893,1380033.0
2021-06-09,74.1803,75.2987,73.8802,75.0714,1930413.0
2021-06-10,75.2896,75.8352,74.9713,75.5806,1536693.0
2021-06-11,75.3533,75.6351,74.7167,75.2987,1583090.0
2021-06-12,75.3533,75.6351,74.7167,75.2987,1583090.0
2021-06-13,75.3533,75.6351,74.7167,75.2987,1583090.0
2021-06-14,75.4806,75.4806,74.6576,75.0623,1306956.0
2021-06-15,75.1077,76.7899,75.0032,76.1716,2171075.0
2021-06-16,76.599,76.6899,74.4621,74.5349,1652477.0
2021-06-17,74.5622,75.6715,74.2075,75.1896,1601095.0
2021-06-18,74.7349,74.9168,72.4799,72.6708,4128854.0
2021-06-19,74.7349,74.9168,72.4799,72.6708,4128854.0
2021-06-20,74.7349,74.9168,72.4799,72.6708,4128854.0
2021-06-21,72.7072,73.5983,72.0525,73.371,1968371.0
2021-06-22,73.3164,73.5983,72.9254,72.9436,1406638.0
2021-06-23,72.6526,72.83,71.5433,71.5979,1310963.0
2021-06-24,71.6524,72.2889,71.3251,72.0889,1240272.0
2021-06-25,72.0525,73.0982,71.9798,73.0073,1427905.0
2021-06-26,72.0525,73.0982,71.9798,73.0073,1427905.0
2021-06-27,72.0525,73.0982,71.9798,73.0073,1427905.0
2021-06-28,73.1982,74.3894,73.1982,74.0711,1490338.0
2021-06-29,73.6983,74.3257,72.6299,72.8618,987853.0
2021-06-30,72.9254,73.4801,72.6072,72.9618,1311025.0
2021-07-01,72.7436,73.371,72.3526,72.6163,1840427.0
2021-07-02,73.0527,73.5483,72.5526,73.3801,1071865.0
2021-07-03,73.0527,73.5483,72.5526,73.3801,1071865.0
2021-07-04,73.0527,73.5483,72.5526,73.3801,1071865.0
2021-07-05,73.0527,73.5483,72.5526,73.3801,1071865.0
2021-07-06,73.3619,73.7256,72.3526,73.6892,1130643.0
2021-07-07,73.8438,75.2532,73.3437,75.1987,1441783.0
2021-07-08,74.9895,75.8716,74.7986,75.1168,1779647.0
2021-07-09,75.1077,75.326,74.6349,75.135,1343560.0
2021-07-10,75.1077,75.326,74.6349,75.135,1343560.0
2021-07-11,75.1077,75.326,74.6349,75.135,1343560.0
2021-07-12,74.8622,75.1805,74.4621,75.0168,950428.0
2021-07-13,74.9077,75.8625,74.7713,75.4078,2198475.0
2021-07-14,75.2623,76.799,74.8895,76.4171,1661190.0
2021-07-15,76.3262,78.5267,76.2807,78.2994,2875887.0
2021-07-16,78.5267,79.7179,78.2994,79.436,2193990.0
2021-07-17,78.5267,79.7179,78.2994,79.436,2193990.0
2021-07-18,78.5267,79.7179,78.2994,79.436,2193990.0
2021-07-19,79.3451,80.1998,77.5992,78.4085,2312579.0
2021-07-20,78.6904,79.827,77.6629,78.1448,1777425.0
2021-07-21,77.8538,77.9857,75.7897,76.1807,2331041.0
2021-07-22,76.3717,77.3355,76.1534,77.1173,1329487.0
2021-07-23,77.2264,78.4358,77.0536,78.3994,834455.0
2021-07-24,77.2264,78.4358,77.0536,78.3994,834455.0
2021-07-25,77.2264,78.4358,77.0536,78.3994,834455.0
2021-07-26,78.1903,78.5722,77.3264,78.0357,1145044.0
2021-07-27,78.2266,79.8452,77.6083,79.6542,1339394.0
2021-07-28,79.3632,79.9088,77.972,78.5449,1465574.0
2021-07-29,78.7358,78.8268,77.8455,78.554,1456112.0
2021-07-30,78.9813,80.118,78.1812,78.4449,2082885.0
2021-07-31,78.9813,80.118,78.1812,78.4449,2082885.0
2021-08-01,78.9813,80.118,78.1812,78.4449,2082885.0
2021-08-02,78.4539,79.4223,78.1448,79.3814,1267393.0
2021-08-03,79.3178,80.8909,79.0541,79.8361,1671437.0
2021-08-04,79.3905,80.218,78.8449,80.1725,1209599.0
2021-08-05,80.4544,81.0636,79.9134,80.9545,1045240.0
2021-08-06,80.9,81.7092,80.4908,80.8909,1072178.0
2021-08-07,80.9,81.7092,80.4908,80.8909,1072178.0
2021-08-08,80.9,81.7092,80.4908,80.8909,1072178.0
2021-08-09,81.1727,81.3,80.318,80.8818,872890.0
2021-08-10,80.9818,81.1636,80.3726,80.8545,863166.0
2021-08-11,81.1546,81.8183,80.9,81.7638,1061740.0
2021-08-12,81.7729,82.2139,81.4319,81.4728,1197805.0
2021-08-13,81.6456,82.2548,81.4501,82.2366,1401410.0
2021-08-14,81.6456,82.2548,81.4501,82.2366,1401410.0
2021-08-15,81.6456,82.2548,81.4501,82.2366,1401410.0
2021-08-16,82.3821,83.1914,82.2639,82.5731,1273579.0
2021-08-17,82.373,82.6367,81.641,82.6003,1348509.0
2021-08-18,82.7367,82.8004,81.5637,82.0366,1151409.0
2021-08-19,82.1002,83.5005,81.9456,82.9095,1567279.0
2021-08-20,82.8277,84.2552,82.3412,83.7551,2316004.0
2021-08-21,82.8277,84.2552,82.3412,83.7551,2316004.0
2021-08-22,82.8277,84.2552,82.3412,83.7551,2316004.0
2021-08-23,83.4551,83.746,82.5549,82.8549,1656202.0
2021-08-24,82.6822,82.9686,81.6092,82.6367,1213864.0
2021-08-25,82.4094,82.5367,81.9365,82.1548,1516802.0
2021-08-26,82.0275,82.4185,81.8183,82.1002,1646173.0
2021-08-27,82.2457,82.3003,81.7456,82.0002,1119170.0
2021-08-28,82.2457,82.3003,81.7456,82.0002,1119170.0
2021-08-29,82.2457,82.3003,81.7456,82.0002,1119170.0
2021-08-30,81.882,82.8822,81.8729,82.7913,682969.0
2021-08-31,82.7913,83.0368,82.1093,82.5003,1662921.0
2021-09-01,82.7185,83.7097,82.6094,83.346,1542842.0
2021-09-02,83.446,84.2462,83.3823,84.2189,943863.0
2021-09-03,83.9825,84.2007,83.3369,83.646,926750.0
2021-09-04,83.9825,84.2007,83.3369,83.646,926750.0
2021-09-05,83.9825,84.2007,83.3369,83.646,926750.0
2021-09-06,83.9825,84.2007,83.3369,83.646,926750.0
2021-09-07,83.546,83.546,81.5819,81.591,1462974.0
2021-09-08,81.6638,84.2098,81.2819,83.5551,2738681.0
2021-09-09,81.882,82.4276,80.8272,81.6638,2580728.0
2021-09-10,81.6092,81.8456,80.2089,80.318,1534746.0
2021-09-11,81.6092,81.8456,80.2089,80.318,1534746.0
2021-09-12,81.6092,81.8456,80.2089,80.318,1534746.0
2021-09-13,80.9636,81.3637,79.9088,80.3362,1550454.0
2021-09-14,80.6363,80.8181,78.5812,79.0814,2134383.0
2021-09-15,78.9463,79.0104,77.9895,78.1131,1905669.0
2021-09-16,77.7926,78.3237,77.0326,77.7011,986173.0
2021-09-17,77.2707,77.8476,76.1079,76.2727,3092329.0
2021-09-18,77.2707,77.8476,76.1079,76.2727,3092329.0
2021-09-19,77.2707,77.8476,76.1079,76.2727,3092329.0
2021-09-20,76.3917,77.2066,75.4577,76.3368,1286400.0
2021-09-21,76.3368,77.3257,76.2635,76.4924,1065996.0
2021-09-22,76.7396,76.7396,75.5676,75.9522,886037.0
2021-09-23,76.0712,76.3917,75.412,75.531,1147005.0
2021-09-24,75.3021,76.0163,75.3021,75.6958,1359112.0
2021-09-25,75.3021,76.0163,75.3021,75.6958,1359112.0
2021-09-26,75.3021,76.0163,75.3021,75.6958,1359112.0
2021-09-27,75.7508,76.5565,74.5055,74.6245,1027813.0
2021-09-28,74.185,74.597,73.5715,74.2308,1466802.0
2021-09-29,74.4414,75.5402,74.185,75.2105,1076802.0
2021-09-30,75.5493,75.6958,74.652,74.8626,1979716.0
2021-10-01,75.3204,75.7233,74.7161,74.9358,1600602.0
2021-10-02,75.3204,75.7233,74.7161,74.9358,1600602.0
2021-10-03,75.3204,75.7233,74.7161,74.9358,1600602.0
2021-10-04,75.4211,78.1955,75.2197,77.756,2505959.0
2021-10-05,77.637,78.2047,77.2707,77.5454,1442627.0
2021-10-06,77.5454,79.0379,77.0784,78.983,1650077.0
2021-10-07,79.0196,79.7063,78.0765,78.8273,1551372.0
2021-10-08,78.8273,79.3492,78.0948,78.2047,824762.0
2021-10-09,78.8273,79.3492,78.0948,78.2047,824762.0
2021-10-10,78.8273,79.3492,78.0948,78.2047,824762.0
2021-10-11,78.0856,78.2047,77.0601,77.2158,1163185.0
2021-10-12,77.3623,78.4244,77.2112,78.2962,1462145.0
2021-10-13,77.7285,79.2302,77.637,78.9646,1523303.0
2021-10-14,79.3767,80.4022,79.0837,80.2923,1203464.0
2021-10-15,80.3289,80.5075,78.8914,79.1203,1164502.0
2021-10-16,80.3289,80.5075,78.8914,79.1203,1164502.0
2021-10-17,80.3289,80.5075,78.8914,79.1203,1164502.0
2021-10-18,78.4794,78.635,77.8109,78.2047,1168697.0
2021-10-19,79.4866,79.4866,78.3695,78.8914,1449938.0
2021-10-20,79.0928,79.7796,78.5526,79.0196,1552831.0
2021-10-21,79.1203,79.3126,78.5526,78.8273,985438.0
2021-10-22,79.102,79.514,78.9372,79.2027,931288.0
2021-10-23,79.102,79.514,78.9372,79.2027,931288.0
2021-10-24,79.102,79.514,78.9372,79.2027,931288.0
2021-10-25,79.2027,79.221,78.4885,78.754,862198.0
2021-10-26,78.7815,79.2302,78.3878,78.7724,1143683.0
2021-10-27,79.2668,79.3767,77.93,78.3603,1145535.0
2021-10-28,78.635,79.0791,78.0627,78.4336,1017110.0
2021-10-29,78.1497,78.8365,77.4264,77.7377,1552573.0
2021-10-30,78.1497,78.8365,77.4264,77.7377,1552573.0
2021-10-31,78.1497,78.8365,77.4264,77.7377,1552573.0
2021-11-01,77.7377,77.8842,77.2341,77.6003,1014228.0
2021-11-02,78.0582,78.3054,76.7534,77.4172,1440916.0
2021-11-03,78.0124,79.0654,76.4283,77.3897,1215512.0
2021-11-04,77.2982,77.5912,75.7508,76.7488,1060155.0
2021-11-05,76.9228,77.8842,76.7854,77.289,1322698.0
2021-11-06,76.9228,77.8842,76.7854,77.289,1322698.0
2021-11-07,76.9228,77.8842,76.7854,77.289,1322698.0
2021-11-08,77.2982,77.2982,75.3021,75.65,1222407.0
2021-11-09,75.8057,76.6023,75.705,76.291,1421531.0
2021-11-10,76.6664,77.3211,76.1719,76.6755,1063685.0
2021-11-11,76.2727,76.4924,75.2197,75.5493,816400.0
2021-11-12,75.3662,75.5402,75.0137,75.0366,836256.0
2021-11-13,75.3662,75.5402,75.0137,75.0366,836256.0
2021-11-14,75.3662,75.5402,75.0137,75.0366,836256.0
2021-11-15,75.5768,76.5382,75.1739,76.4558,973575.0
2021-11-16,76.6298,76.9045,76.1994,76.3368,974043.0
2021-11-17,75.8332,76.9411,75.5402,76.703,893111.0
2021-11-18,76.703,76.7763,75.9156,76.1903,888063.0
2021-11-19,76.6298,77.1151,76.3917,76.7854,1065178.0
2021-11-20,76.6298,77.1151,76.3917,76.7854,1065178.0
2021-11-21,76.6298,77.1151,76.3917,76.7854,1065178.0
2021-11-22,76.7213,78.4794,76.703,77.5362,1161367.0
2021-11-23,77.5912,78.3191,77.0876,78.0124,860752.0
2021-11-24,78.168,78.168,77.4493,77.7652,783865.0
2021-11-25,78.168,78.168,77.4493,77.7652,783865.0
2021-11-26,77.4264,78.1772,77.289,77.5729,964140.0
2021-11-27,77.4264,78.1772,77.289,77.5729,964140.0
2021-11-28,77.4264,78.1772,77.289,77.5729,964140.0
2021-11-29,77.5729,78.3329,76.8861,78.0765,1121000.0
2021-11-30,77.6278,77.8933,75.3112,75.3296,3065226.0
2021-12-01,75.6683,77.3348,75.119,75.4486,1254397.0
2021-12-02,75.7599,76.7259,75.2929,76.0712,1285168.0
2021-12-03,76.6755,78.1864,75.7416,78.1039,1554616.0
2021-12-04,76.6755,78.1864,75.7416,78.1039,1554616.0
2021-12-05,76.6755,78.1864,75.7416,78.1039,1554616.0
2021-12-06,78.4244,79.8711,78.2962,78.8731,1672254.0
2021-12-07,78.5434,80.1,78.3329,79.9352,1541235.0
2021-12-08,80.0359,80.4114,79.3401,79.981,1416234.0
2021-12-09,80.0359,80.741,78.9372,80.1458,1314103.0
2021-12-10,80.3473,80.7227,79.8162,80.4663,973184.0
2021-12-11,80.3473,80.7227,79.8162,80.4663,973184.0
2021-12-12,80.3473,80.7227,79.8162,80.4663,973184.0
2021-12-13,80.3015,82.2243,80.0543,81.7299,1901593.0
2021-12-14,81.913,82.3067,81.2171,81.7299,1078221.0
2021-12-15,81.9679,83.3048,81.8397,83.204,1620126.0
2021-12-16,83.2063,84.0359,82.7547,83.7962,1203457.0
2021-12-17,83.658,84.2525,82.091,82.4044,2973679.0
2021-12-18,83.658,84.2525,82.091,82.4044,2973679.0
2021-12-19,83.658,84.2525,82.091,82.4044,2973679.0
2021-12-20,81.8606,82.7362,81.1425,82.6533,1011528.0
2021-12-21,83.1234,83.5566,81.6393,81.9988,874025.0
2021-12-22,81.8606,82.5749,81.6578,82.3583,1091849.0
2021-12-23,82.3767,83.0404,82.2247,82.4413,779708.0
2021-12-24,82.3767,83.0404,82.2247,82.4413,779708.0
2021-12-25,82.3767,83.0404,82.2247,82.4413,779708.0
2021-12-26,82.3767,83.0404,82.2247,82.4413,779708.0
2021-12-27,82.7731,82.8468,81.8882,82.2385,819673.0
2021-12-28,82.2661,83.0865,82.1094,83.0128,550199.0
2021-12-29,83.0957,83.5474,82.727,83.5197,577508.0
2021-12-30,83.8147,84.2663,83.0128,84.0082,820304.0
2021-12-31,83.9345,84.3023,83.1602,83.8608,980206.0
2022-01-01,83.9345,84.3023,83.1602,83.8608,980206.0
2022-01-02,83.9345,84.3023,83.1602,83.8608,980206.0
2022-01-03,83.5842,83.7409,81.4642,82.1555,1484670.0
2022-01-04,81.9435,83.2616,81.4366,81.4734,1861696.0
2022-01-05,81.2614,83.3169,81.2614,82.2477,1180243.0
2022-01-06,82.3583,82.8008,81.5933,81.9435,1146435.0
2022-01-07,81.9988,83.1695,81.2937,82.6441,1043835.0
2022-01-08,81.9988,83.1695,81.2937,82.6441,1043835.0
2022-01-09,81.9988,83.1695,81.2937,82.6441,1043835.0
2022-01-10,81.6762,82.5703,81.2652,82.0265,1537064.0
2022-01-11,82.091,82.4597,79.1138,79.8512,1902840.0
2022-01-12,79.464,80.8559,79.017,80.6439,1558164.0
2022-01-13,80.8835,81.3813,79.9894,81.1785,1142842.0
2022-01-14,81.0955,81.2799,79.8235,80.5425,1195880.0
2022-01-15,81.0955,81.2799,79.8235,80.5425,1195880.0
2022-01-16,81.0955,81.2799,79.8235,80.5425,1195880.0
2022-01-17,81.0955,81.2799,79.8235,80.5425,1195880.0
2022-01-18,80.0539,80.2844,78.275,80.0079,1538234.0
2022-01-19,79.8051,81.0033,79.6484,80.0724,944958.0
2022-01-20,80.395,80.9112,79.7774,79.888,1087928.0
2022-01-21,80.5886,81.538,79.9894,80.2936,2009989.0
2022-01-22,80.5886,81.538,79.9894,80.2936,2009989.0
2022-01-23,80.5886,81.538,79.9894,80.2936,2009989.0
2022-01-24,80.6162,81.1868,77.4684,79.4087,2821234.0
2022-01-25,78.7543,79.5101,77.9524,78.8741,1411657.0
2022-01-26,78.9847,79.6023,77.639,78.0261,1953838.0
2022-01-27,78.6437,79.9986,78.3211,79.0308,1104879.0
2022-01-28,78.5699,80.5332,78.0814,80.3858,2593517.0
2022-01-29,78.5699,80.5332,78.0814,80.3858,2593517.0
2022-01-30,78.5699,80.5332,78.0814,80.3858,2593517.0
2022-01-31,79.9157,82.7086,79.7866,82.4874,2298563.0
2022-02-01,82.1832,82.8284,80.2844,81.0863,1931846.0
2022-02-02,80.9941,82.1094,80.6623,81.7407,2037032.0
2022-02-03,81.7223,82.2846,80.9112,81.1785,1970516.0
2022-02-04,80.4687,81.75,79.5378,80.8743,2426682.0
2022-02-05,80.4687,81.75,79.5378,80.8743,2426682.0
2022-02-06,80.4687,81.75,79.5378,80.8743,2426682.0
2022-02-07,80.7729,81.7684,79.9894,81.5656,1568073.0
2022-02-08,81.8882,82.0357,80.8006,80.8927,1911490.0
2022-02-09,81.455,81.6393,80.2106,80.524,1885452.0
2022-02-10,79.4917,79.6576,77.7726,78.063,2124545.0
2022-02-11,78.3487,78.6068,77.2518,77.5376,1677555.0
2022-02-12,78.3487,78.6068,77.2518,77.5376,1677555.0
2022-02-13,78.3487,78.6068,77.2518,77.5376,1677555.0
2022-02-14,77.3809,77.7035,75.3069,75.777,3978472.0
2022-02-15,76.0443,76.3623,75.3254,75.7402,2952723.0
2022-02-16,75.6941,76.0259,74.7447,75.2608,2374454.0
2022-02-17,74.1271,76.2748,72.8274,75.8415,3924508.0
2022-02-18,75.0028,76.3669,74.9567,76.3393,2208930.0
2022-02-19,75.0028,76.3669,74.9567,76.3393,2208930.0
2022-02-20,75.0028,76.3669,74.9567,76.3393,2208930.0
2022-02-21,75.0028,76.3669,74.9567,76.3393,2208930.0
2022-02-22,76.4776,76.6711,75.5097,75.9614,1785016.0
2022-02-23,74.9382,75.3715,73.4081,73.4634,2592272.0
2022-02-24,73.4173,73.7584,72.4772,73.4819,2995355.0
2022-02-25,74.21,75.7862,73.7492,75.4083,3039492.0
2022-02-26,74.21,75.7862,73.7492,75.4083,3039492.0
2022-02-27,74.21,75.7862,73.7492,75.4083,3039492.0
2022-02-28,74.8,75.5835,74.5787,75.3991,3998624.0
2022-03-01,75.4821,75.9522,73.5187,74.1455,2787759.0
2022-03-02,74.329,75.2581,73.8366,75.0258,3372098.0
2022-03-03,75.4161,77.8689,74.8958,77.553,3948336.0
2022-03-04,77.3208,80.4147,77.0335,79.8479,2752016.0
2022-03-05,77.3208,80.4147,77.0335,79.8479,2752016.0
2022-03-06,77.3208,80.4147,77.0335,79.8479,2752016.0
2022-03-07,79.69,80.7492,78.8445,80.5169,1995904.0
2022-03-08,80.4333,80.7399,78.4682,79.0582,2296318.0
2022-03-09,78.7702,79.1,78.0548,78.222,2720958.0
2022-03-10,77.9488,78.6494,77.488,78.3799,2394761.0
2022-03-11,78.5658,79.0861,77.7853,77.8689,1998204.0
2022-03-12,78.5658,79.0861,77.7853,77.8689,1998204.0
2022-03-13,78.5658,79.0861,77.7853,77.8689,1998204.0
2022-03-14,78.4357,79.0071,76.9119,77.3208,2429197.0
2022-03-15,78.0548,78.2963,77.4508,78.2034,3722481.0
2022-03-16,78.1291,78.3799,76.5124,78.0733,2327415.0
2022-03-17,77.934,79.0954,77.7574,78.287,2013177.0
2022-03-18,78.5751,78.8445,77.1628,77.5159,4032300.0
2022-03-19,78.5751,78.8445,77.1628,77.5159,4032300.0
2022-03-20,78.5751,78.8445,77.1628,77.5159,4032300.0
2022-03-21,77.5716,78.7702,77.5716,78.5286,1566993.0
2022-03-22,78.8538,78.8538,77.6831,78.2313,1636036.0
2022-03-23,78.3521,79.2998,77.9711,78.6773,1685312.0
2022-03-24,78.7423,79.4902,78.5007,79.3648,1309293.0
2022-03-25,79.8387,80.5355,79.467,80.5169,969178.0
2022-03-26,79.8387,80.5355,79.467,80.5169,969178.0
2022-03-27,79.8387,80.5355,79.467,80.5169,969178.0
2022-03-28,80.7956,80.8653,80.0709,80.8607,1115800.0
2022-03-29,81.3345,81.6133,80.5727,81.5575,993590.0
2022-03-30,81.5482,82.3937,81.2137,82.3565,1451060.0
2022-03-31,82.3473,82.8861,81.892,81.9384,1604589.0
2022-04-01,81.9384,83.4994,81.4088,83.4715,1650533.0
2022-04-02,81.9384,83.4994,81.4088,83.4715,1650533.0
2022-04-03,81.9384,83.4994,81.4088,83.4715,1650533.0
2022-04-04,83.1091,83.2299,81.7248,82.8025,1148600.0
2022-04-05,82.9233,84.5121,82.9233,83.7038,1654117.0
2022-04-06,84.159,85.8036,83.7549,85.7106,1371575.0
2022-04-07,85.6084,85.9894,84.7072,85.6084,2020978.0
2022-04-08,85.9708,86.7141,85.418,85.9708,1117005.0
2022-04-09,85.9708,86.7141,85.418,85.9708,1117005.0
2022-04-10,85.9708,86.7141,85.418,85.9708,1117005.0
2022-04-11,86.3239,86.6398,85.0974,85.274,1368469.0
2022-04-12,85.0231,86.4358,84.3448,86.2588,1556524.0
2022-04-13,86.296,86.4075,85.5341,85.9522,1390385.0
2022-04-14,86.1845,86.5933,85.7896,86.0358,1191478.0
2022-04-15,86.1845,86.5933,85.7896,86.0358,1191478.0
2022-04-16,86.1845,86.5933,85.7896,86.0358,1191478.0
2022-04-17,86.1845,86.5933,85.7896,86.0358,1191478.0
2022-04-18,86.0451,86.5376,84.7723,85.1718,648286.0
2022-04-19,85.3483,86.2031,85.051,85.9429,1347899.0
2022-04-20,86.7605,87.1694,86.2783,86.649,933095.0
2022-04-21,86.5468,87.9219,86.073,86.5004,1032194.0
2022-04-22,86.4075,86.6305,85.3669,85.4784,1089562.0
2022-04-23,86.4075,86.6305,85.3669,85.4784,1089562.0
2022-04-24,86.4075,86.6305,85.3669,85.4784,1089562.0
2022-04-25,85.7757,85.9615,83.137,84.2612,1299146.0
2022-04-26,83.8524,85.0417,83.3507,83.36,1202916.0
2022-04-27,83.4436,84.3727,82.5424,83.1649,1065803.0
2022-04-28,83.5458,84.1869,82.8025,83.806,1291363.0
2022-04-29,83.4622,83.4994,81.0372,81.2044,2291836.0
2022-04-30,83.4622,83.4994,81.0372,81.2044,2291836.0
2022-05-01,83.4622,83.4994,81.0372,81.2044,2291836.0
2022-05-02,81.8641,82.3101,79.244,80.0709,1465761.0
2022-05-03,80.6563,82.0685,80.0802,80.5727,1644765.0
2022-05-04,80.87,82.4123,80.5448,82.2915,1733089.0
2022-05-05,82.0128,85.4691,81.9199,83.4529,2401779.0
2022-05-06,82.9605,84.9302,82.9558,83.9918,2037973.0
2022-05-07,82.9605,84.9302,82.9558,83.9918,2037973.0
