,CSX US Equity,CSX US Equity,CSX US Equity,CSX US Equity,CSX US Equity
2019-03-05,22.7897,22.8615,22.6334,22.6459,11401200.0
2019-03-06,22.4834,22.6303,22.3459,22.5178,16138536.0
2019-03-07,22.4428,22.5834,22.3802,22.5084,17881407.0
2019-03-08,22.3365,22.449,22.0552,22.4303,16813833.0
2019-03-09,22.3365,22.449,22.0552,22.4303,16813833.0
2019-03-10,22.3365,22.449,22.0552,22.4303,16813833.0
2019-03-11,22.3865,22.8022,22.2615,22.799,13271172.0
2019-03-12,22.8522,22.9272,22.5834,22.7084,16727313.0
2019-03-13,22.8334,23.2491,22.6678,23.1178,14249487.0
2019-03-14,23.1553,23.1741,22.749,22.8147,12828684.0
2019-03-15,22.774,23.0334,22.6881,22.7553,40900668.0
2019-03-16,22.774,23.0334,22.6881,22.7553,40900668.0
2019-03-17,22.774,23.0334,22.6881,22.7553,40900668.0
2019-03-18,22.9366,23.1672,22.76,23.0866,11989305.0
2019-03-19,23.1397,23.2428,22.7522,22.799,13514262.0
2019-03-20,22.7584,23.0178,22.6146,22.7584,14347857.0
2019-03-21,22.6021,23.0647,22.5804,23.0147,6540771.0
2019-03-22,22.9491,22.9741,22.6334,22.6615,9971922.0
2019-03-23,22.9491,22.9741,22.6334,22.6615,9971922.0
2019-03-24,22.9491,22.9741,22.6334,22.6615,9971922.0
2019-03-25,22.574,22.8928,22.574,22.7397,8603538.0
2019-03-26,22.874,22.9991,22.649,22.8272,8594844.0
2019-03-27,22.7897,22.9866,22.7189,22.9397,5966781.0
2019-03-28,22.9866,23.2803,22.9397,23.2616,9661560.0
2019-03-29,23.4116,23.4897,23.3319,23.3835,11731077.0
2019-03-30,23.4116,23.4897,23.3319,23.3835,11731077.0
2019-03-31,23.4116,23.4897,23.3319,23.3835,11731077.0
2019-04-01,23.5491,23.9945,23.4804,23.971,14290878.0
2019-04-02,24.0398,24.1117,23.7898,23.8085,10810899.0
2019-04-03,23.8523,23.9366,23.4679,23.5085,21575802.0
2019-04-04,23.4491,23.5147,23.3116,23.3772,23358873.0
2019-04-05,23.3647,23.5179,23.1834,23.2585,13231428.0
2019-04-06,23.3647,23.5179,23.1834,23.2585,13231428.0
2019-04-07,23.3647,23.5179,23.1834,23.2585,13231428.0
2019-04-08,23.296,23.671,23.2428,23.6335,12559290.0
2019-04-09,23.4679,23.5397,23.1616,23.3428,13069068.0
2019-04-10,23.3866,23.5163,23.2038,23.4616,7667172.0
2019-04-11,23.5085,23.5991,23.4022,23.5647,6002199.0
2019-04-12,23.6866,24.0085,23.6085,23.9585,11161794.0
2019-04-13,23.6866,24.0085,23.6085,23.9585,11161794.0
2019-04-14,23.6866,24.0085,23.6085,23.9585,11161794.0
2019-04-15,23.8773,23.9554,23.6085,23.7116,11035911.0
2019-04-16,23.7898,23.8491,23.6179,23.7179,10316895.0
2019-04-17,24.8149,25.1618,24.5961,24.6711,24583935.0
2019-04-18,24.9492,24.9492,24.5242,24.6805,18888336.0
2019-04-19,24.9492,24.9492,24.5242,24.6805,18888336.0
2019-04-20,24.9492,24.9492,24.5242,24.6805,18888336.0
2019-04-21,24.9492,24.9492,24.5242,24.6805,18888336.0
2019-04-22,24.593,24.7695,24.4398,24.6336,10434594.0
2019-04-23,24.6305,24.718,24.4429,24.6961,10312578.0
2019-04-24,24.718,25.118,24.718,24.7899,11260740.0
2019-04-25,24.6461,24.7023,24.3867,24.5461,9123432.0
2019-04-26,24.5805,24.793,24.5742,24.743,8909337.0
2019-04-27,24.5805,24.793,24.5742,24.743,8909337.0
2019-04-28,24.5805,24.793,24.5742,24.743,8909337.0
2019-04-29,24.7148,24.8649,24.6055,24.8055,8044905.0
2019-04-30,24.7961,24.9492,24.5398,24.8867,10522869.0
2019-05-01,24.8617,24.9399,24.6633,24.7305,10839273.0
2019-05-02,24.6867,24.7461,24.3929,24.6617,8423937.0
2019-05-03,24.793,25.2305,24.7305,25.1649,7392000.0
2019-05-04,24.793,25.2305,24.7305,25.1649,7392000.0
2019-05-05,24.793,25.2305,24.7305,25.1649,7392000.0
2019-05-06,24.7273,25.1024,24.7091,25.0242,8651865.0
2019-05-07,24.7492,24.7648,24.1398,24.4617,16264797.0
2019-05-08,24.4586,24.7242,24.3773,24.4398,9931737.0
2019-05-09,24.2461,24.4898,24.0429,24.4304,8523075.0
2019-05-10,24.3523,24.6711,23.9929,24.593,8969997.0
2019-05-11,24.3523,24.6711,23.9929,24.593,8969997.0
2019-05-12,24.3523,24.6711,23.9929,24.593,8969997.0
2019-05-13,24.1273,24.2461,23.8835,23.9929,14757294.0
2019-05-14,24.046,24.6242,24.0335,24.4523,9666294.0
2019-05-15,24.2429,24.5367,24.1679,24.1867,12555684.0
2019-05-16,24.2461,24.557,24.171,24.4461,10867725.0
2019-05-17,24.3429,24.618,24.196,24.5023,10568151.0
2019-05-18,24.3429,24.618,24.196,24.5023,10568151.0
2019-05-19,24.3429,24.618,24.196,24.5023,10568151.0
2019-05-20,24.3742,24.5492,24.2242,24.3961,8156307.0
2019-05-21,24.4867,24.5898,24.3617,24.4836,24703866.0
2019-05-22,24.4211,24.4211,24.1585,24.2023,11738511.0
2019-05-23,23.9085,23.9398,23.3772,23.5585,24498345.0
2019-05-24,23.6804,23.721,23.2928,23.4085,13645836.0
2019-05-25,23.6804,23.721,23.2928,23.4085,13645836.0
2019-05-26,23.6804,23.721,23.2928,23.4085,13645836.0
2019-05-27,23.6804,23.721,23.2928,23.4085,13645836.0
2019-05-28,23.5585,23.6429,23.2397,23.2897,22530633.0
2019-05-29,23.0459,23.1928,22.8772,23.1116,16341123.0
2019-05-30,23.1899,23.5944,23.1429,23.5192,13039266.0
2019-05-31,23.2213,23.5286,23.0488,23.3499,17480922.0
2019-06-01,23.2213,23.5286,23.0488,23.3499,17480922.0
2019-06-02,23.2213,23.5286,23.0488,23.3499,17480922.0
2019-06-03,23.3624,23.6885,23.2683,23.3655,13186482.0
2019-06-04,23.5631,24.0553,23.5443,24.0365,13176660.0
2019-06-05,24.0616,24.5821,24.0553,24.4661,14114055.0
2019-06-06,24.5162,24.5758,24.1745,24.303,9966687.0
2019-06-07,24.4347,24.5993,24.3501,24.4786,7832937.0
2019-06-08,24.4347,24.5993,24.3501,24.4786,7832937.0
2019-06-09,24.4347,24.5993,24.3501,24.4786,7832937.0
2019-06-10,24.5758,24.8894,24.4598,24.6668,7642770.0
2019-06-11,24.811,24.9928,24.4786,24.6448,7960542.0
2019-06-12,24.626,24.7404,24.4912,24.5288,8306517.0
2019-06-13,24.5507,24.5507,24.2529,24.3438,11366289.0
2019-06-14,24.3595,24.4379,24.0679,24.1964,8396826.0
2019-06-15,24.3595,24.4379,24.0679,24.1964,8396826.0
2019-06-16,24.3595,24.4379,24.0679,24.1964,8396826.0
2019-06-17,24.1713,24.2685,24.0146,24.0491,8949696.0
2019-06-18,24.2654,24.5696,24.1322,24.3752,10408476.0
2019-06-19,24.3469,24.4096,24.024,24.2654,7638783.0
2019-06-20,24.6072,24.858,24.525,24.7859,15308577.0
2019-06-21,24.7389,24.996,24.6511,24.6668,15156285.0
2019-06-22,24.7389,24.996,24.6511,24.6668,15156285.0
2019-06-23,24.7389,24.996,24.6511,24.6668,15156285.0
2019-06-24,24.6668,24.7106,24.2513,24.3062,8069001.0
2019-06-25,24.3438,24.4034,23.7904,23.8578,13604400.0
2019-06-26,23.9456,24.0741,23.8829,23.886,8106717.0
2019-06-27,23.8954,24.1902,23.8954,23.9707,6834057.0
2019-06-28,24.0804,24.3565,23.9621,24.2591,13873755.0
2019-06-29,24.0804,24.3565,23.9621,24.2591,13873755.0
2019-06-30,24.0804,24.3565,23.9621,24.2591,13873755.0
2019-07-01,24.6323,24.8956,24.4708,24.6542,10456056.0
2019-07-02,24.6134,24.6448,24.372,24.5445,8983506.0
2019-07-03,24.5727,24.7467,24.557,24.6699,3918471.0
2019-07-04,24.5727,24.7467,24.557,24.6699,3918471.0
2019-07-05,24.5351,24.6291,24.2717,24.5821,7467711.0
2019-07-06,24.5351,24.6291,24.2717,24.5821,7467711.0
2019-07-07,24.5351,24.6291,24.2717,24.5821,7467711.0
2019-07-08,24.488,24.5351,24.1055,24.2121,8682822.0
2019-07-09,24.1369,24.1588,23.9331,24.0491,10184475.0
2019-07-10,24.1118,24.1808,23.9221,24.0114,9113781.0
2019-07-11,24.0303,24.3877,23.9456,24.2215,8189961.0
2019-07-12,24.2936,24.695,24.2466,24.6385,10250796.0
2019-07-13,24.2936,24.695,24.2466,24.6385,10250796.0
2019-07-14,24.2936,24.695,24.2466,24.6385,10250796.0
2019-07-15,24.6229,24.6432,24.441,24.6134,10299372.0
2019-07-16,24.5821,25.1559,24.5821,24.9427,25891686.0
2019-07-17,22.9971,23.0927,21.9671,22.381,103769448.0
2019-07-18,22.3967,22.5534,21.7915,22.5221,41015319.0
2019-07-19,22.5754,22.7855,22.0141,22.0455,23911770.0
2019-07-20,22.5754,22.7855,22.0141,22.0455,23911770.0
2019-07-21,22.5754,22.7855,22.0141,22.0455,23911770.0
2019-07-22,22.011,22.3057,21.9483,22.2368,17126736.0
2019-07-23,22.3716,22.3716,21.8574,21.9295,20503518.0
2019-07-24,21.6943,22.058,21.409,21.7037,23083467.0
2019-07-25,21.6379,21.9922,21.5352,21.7915,18660639.0
2019-07-26,21.7978,21.8668,21.5846,21.6222,17419215.0
2019-07-27,21.7978,21.8668,21.5846,21.6222,17419215.0
2019-07-28,21.7978,21.8668,21.5846,21.6222,17419215.0
2019-07-29,21.572,21.9248,21.5626,21.8291,12546813.0
2019-07-30,21.6504,22.0612,21.6097,22.0141,13571541.0
2019-07-31,22.0957,22.3402,21.8574,22.0737,19799337.0
2019-08-01,21.9389,22.0769,21.1017,21.2522,23556588.0
2019-08-02,21.2115,21.2428,20.8289,21.0453,18967281.0
2019-08-03,21.2115,21.2428,20.8289,21.0453,18967281.0
2019-08-04,21.2115,21.2428,20.8289,21.0453,18967281.0
2019-08-05,20.6753,20.6784,20.2627,20.4151,24290376.0
2019-08-06,20.5938,20.9575,20.4558,20.8477,16497930.0
2019-08-07,20.4495,20.785,20.3163,20.6596,22192146.0
2019-08-08,20.6345,20.992,20.6063,20.9261,10826301.0
2019-08-09,20.76,20.9606,20.6847,20.8728,11877663.0
2019-08-10,20.76,20.9606,20.6847,20.8728,11877663.0
2019-08-11,20.76,20.9606,20.6847,20.8728,11877663.0
2019-08-12,20.7067,20.7694,20.4621,20.6408,13603476.0
2019-08-13,20.5123,21.0704,20.4339,20.8039,15221046.0
2019-08-14,20.5154,20.6596,20.2112,20.2489,13392171.0
2019-08-15,20.2489,20.3492,20.0576,20.1956,9139392.0
2019-08-16,20.3931,20.5373,20.2677,20.4088,11607156.0
2019-08-17,20.3931,20.5373,20.2677,20.4088,11607156.0
2019-08-18,20.3931,20.5373,20.2677,20.4088,11607156.0
2019-08-19,20.7349,20.8258,20.4339,20.4715,10706922.0
2019-08-20,20.3994,20.484,20.2946,20.3147,9933993.0
2019-08-21,20.4527,20.5593,20.3367,20.4872,10250955.0
2019-08-22,20.6126,20.9324,20.5029,20.738,16617780.0
2019-08-23,20.6,20.7725,20.1517,20.2614,15991650.0
2019-08-24,20.6,20.7725,20.1517,20.2614,15991650.0
2019-08-25,20.6,20.7725,20.1517,20.2614,15991650.0
2019-08-26,20.4558,20.5848,20.2332,20.39,11855961.0
2019-08-27,20.5467,20.5844,20.1956,20.1956,10580814.0
2019-08-28,20.1454,20.5091,20.0887,20.5028,11109657.0
2019-08-29,20.7389,21.085,20.7231,20.9308,14009742.0
2019-08-30,21.1291,21.2959,21.0567,21.0913,11693061.0
2019-08-31,21.1291,21.2959,21.0567,21.0913,11693061.0
2019-09-01,21.1291,21.2959,21.0567,21.0913,11693061.0
2019-09-02,21.1291,21.2959,21.0567,21.0913,11693061.0
2019-09-03,20.8773,20.9969,20.5941,20.8805,11383887.0
2019-09-04,20.9434,21.2581,20.9434,21.2424,18197742.0
2019-09-05,21.4029,21.6452,21.3872,21.4186,17301705.0
2019-09-06,21.5382,21.5854,21.1291,21.2487,16259766.0
2019-09-07,21.5382,21.5854,21.1291,21.2487,16259766.0
2019-09-08,21.5382,21.5854,21.1291,21.2487,16259766.0
2019-09-09,21.3714,21.7365,21.2487,21.7302,14672493.0
2019-09-10,21.727,22.2841,21.7239,22.2463,19832040.0
2019-09-11,22.2463,22.4162,21.9536,22.3344,24364701.0
2019-09-12,22.3564,22.5988,22.1773,22.5169,20018766.0
2019-09-13,22.6523,22.893,22.6523,22.8065,16533987.0
2019-09-14,22.6523,22.893,22.6523,22.8065,16533987.0
2019-09-15,22.6523,22.893,22.6523,22.8065,16533987.0
2019-09-16,22.5673,22.926,22.5169,22.7813,15569913.0
2019-09-17,22.7718,22.7718,22.2655,22.4005,9357288.0
2019-09-18,22.3187,22.4194,22.0543,22.3911,11034414.0
2019-09-19,22.4508,22.4839,22.2085,22.2778,8573223.0
2019-09-20,22.2557,22.3438,21.5303,21.5949,40212861.0
2019-09-21,22.2557,22.3438,21.5303,21.5949,40212861.0
2019-09-22,22.2557,22.3438,21.5303,21.5949,40212861.0
2019-09-23,21.5917,21.7333,21.3903,21.6704,12431184.0
2019-09-24,21.7837,22.1519,21.5099,21.598,16192446.0
2019-09-25,21.6672,21.7742,21.4658,21.6735,9331176.0
2019-09-26,21.6798,21.9536,21.6137,21.8466,8890077.0
2019-09-27,21.9284,22.0291,21.5728,21.6861,7793229.0
2019-09-28,21.9284,22.0291,21.5728,21.6861,7793229.0
2019-09-29,21.9284,22.0291,21.5728,21.6861,7793229.0
2019-09-30,21.6987,22.004,21.6987,21.7994,9413043.0
2019-10-01,21.9064,22.0291,20.9906,21.0913,16023459.0
2019-10-02,20.9623,21.1826,20.8018,20.8553,20860608.0
2019-10-03,20.8112,21.1574,20.5721,21.0709,14905632.0
2019-10-04,20.8773,21.0945,20.7483,20.9938,19607091.0
2019-10-05,20.8773,21.0945,20.7483,20.9938,19607091.0
2019-10-06,20.8773,21.0945,20.7483,20.9938,19607091.0
2019-10-07,20.9529,21.2172,20.8427,21.019,10561395.0
2019-10-08,20.7861,21.0205,20.6539,20.7247,12186414.0
2019-10-09,20.827,21.0441,20.7829,20.838,12130629.0
2019-10-10,20.849,21.0945,20.8396,21.0662,18769251.0
2019-10-11,21.3997,21.9159,21.2613,21.7302,13197594.0
2019-10-12,21.3997,21.9159,21.2613,21.7302,13197594.0
2019-10-13,21.3997,21.9159,21.2613,21.7302,13197594.0
2019-10-14,21.5917,21.6955,21.4029,21.576,11892090.0
2019-10-15,21.576,21.9033,21.5256,21.7679,12674868.0
2019-10-16,22.004,22.004,21.5665,21.7144,14001801.0
2019-10-17,22.3313,22.6963,21.8844,21.9599,34647156.0
2019-10-18,21.5728,21.779,21.4942,21.6106,60796740.0
2019-10-19,21.5728,21.779,21.4942,21.6106,60796740.0
2019-10-20,21.5728,21.779,21.4942,21.6106,60796740.0
2019-10-21,21.6861,22.2841,21.6861,22.2652,26106081.0
2019-10-22,22.2683,22.7577,22.0229,22.7498,22920543.0
2019-10-23,22.6585,22.7939,22.5169,22.7404,21241746.0
2019-10-24,22.8253,22.8914,22.4257,22.5516,9241893.0
2019-10-25,22.6365,22.8128,22.5232,22.7593,8026401.0
2019-10-26,22.6365,22.8128,22.5232,22.7593,8026401.0
2019-10-27,22.6365,22.8128,22.5232,22.7593,8026401.0
2019-10-28,22.8253,22.8505,22.4414,22.5075,16538037.0
2019-10-29,22.3785,22.4823,22.2416,22.2903,11802870.0
2019-10-30,22.3061,22.432,22.048,22.3596,8098671.0
2019-10-31,22.2589,22.3596,21.9159,22.1141,11595534.0
2019-11-01,22.325,22.7498,22.1865,22.7435,13942002.0
2019-11-02,22.325,22.7498,22.1865,22.7435,13942002.0
2019-11-03,22.325,22.7498,22.1865,22.7435,13942002.0
2019-11-04,22.8788,23.1369,22.775,23.1275,12687105.0
2019-11-05,23.0708,23.3981,23.0268,23.2502,10254789.0
2019-11-06,23.225,23.225,22.9072,23.1747,9375855.0
2019-11-07,23.2596,23.513,23.2124,23.3131,10401750.0
2019-11-08,23.3068,23.354,23.1621,23.2974,6776517.0
2019-11-09,23.3068,23.354,23.1621,23.2974,6776517.0
2019-11-10,23.3068,23.354,23.1621,23.2974,6776517.0
2019-11-11,23.181,23.3031,23.0425,23.2565,4008006.0
2019-11-12,23.1432,23.1684,22.8253,22.8946,8154678.0
2019-11-13,22.7246,22.7718,22.5862,22.6428,7421406.0
2019-11-14,22.6397,22.6963,22.476,22.6082,4819260.0
2019-11-15,22.7561,22.7561,22.4571,22.5358,8582808.0
2019-11-16,22.7561,22.7561,22.4571,22.5358,8582808.0
2019-11-17,22.7561,22.7561,22.4571,22.5358,8582808.0
2019-11-18,22.3911,22.5043,22.2667,22.3501,13538874.0
2019-11-19,22.5169,22.5169,22.3092,22.347,7097730.0
2019-11-20,22.2022,22.2306,21.8482,21.8907,10097985.0
2019-11-21,21.9033,21.9851,21.7711,21.8403,8387919.0
2019-11-22,21.7648,22.2117,21.7585,22.1896,7578063.0
2019-11-23,21.7648,22.2117,21.7585,22.1896,7578063.0
2019-11-24,21.7648,22.2117,21.7585,22.1896,7578063.0
2019-11-25,22.1519,22.6428,22.0638,22.5925,10466601.0
2019-11-26,22.5516,22.7876,22.476,22.6428,13686330.0
2019-11-27,22.6397,22.7312,22.5513,22.6997,5918451.0
2019-11-28,22.6397,22.7312,22.5513,22.6997,5918451.0
2019-11-29,22.6081,22.6965,22.5023,22.5891,4502841.0
2019-11-30,22.6081,22.6965,22.5023,22.5891,4502841.0
2019-12-01,22.6081,22.6965,22.5023,22.5891,4502841.0
2019-12-02,22.5513,22.6523,22.0966,22.106,13358223.0
2019-12-03,21.9671,22.0239,21.5029,22.0113,22176561.0
2019-12-04,22.1439,22.3302,22.065,22.245,14705961.0
2019-12-05,22.2765,22.3334,22.0429,22.3081,14498934.0
2019-12-06,22.5039,22.7186,22.4565,22.5039,13095228.0
2019-12-07,22.5039,22.7186,22.4565,22.5039,13095228.0
2019-12-08,22.5039,22.7186,22.4565,22.5039,13095228.0
2019-12-09,22.4344,22.4439,22.1897,22.2323,11405460.0
2019-12-10,22.0713,22.286,21.9229,22.2292,10450890.0
2019-12-11,22.3618,22.6681,22.2702,22.6491,15489078.0
2019-12-12,22.5986,23.1764,22.4849,22.8228,19882776.0
2019-12-13,22.9144,23.088,22.6207,22.9807,14104734.0
2019-12-14,22.9144,23.088,22.6207,22.9807,14104734.0
2019-12-15,22.9144,23.088,22.6207,22.9807,14104734.0
2019-12-16,23.1007,23.2238,22.9617,22.9838,9321681.0
2019-12-17,22.9586,23.2017,22.6428,22.766,23308893.0
2019-12-18,22.8291,23.2333,22.7691,23.0312,14110833.0
2019-12-19,23.0091,23.1101,22.8307,22.9207,9977364.0
2019-12-20,22.9175,23.1259,22.7786,23.107,35541489.0
2019-12-21,22.9175,23.1259,22.7786,23.107,35541489.0
2019-12-22,22.9175,23.1259,22.7786,23.107,35541489.0
2019-12-23,23.0186,23.1196,22.8891,22.9617,11421453.0
2019-12-24,23.0059,23.0817,22.9783,23.0438,2587011.0
2019-12-25,23.0059,23.0817,22.9783,23.0438,2587011.0
2019-12-26,23.0501,23.1228,22.8575,23.0091,5034024.0
2019-12-27,23.0312,23.0849,22.927,23.0028,6152616.0
2019-12-28,23.0312,23.0849,22.927,23.0028,6152616.0
2019-12-29,23.0312,23.0849,22.927,23.0028,6152616.0
2019-12-30,22.9965,23.047,22.7628,22.8417,5676699.0
2019-12-31,22.7912,22.9807,22.7629,22.8481,6238422.0
2020-01-01,22.7912,22.9807,22.7629,22.8481,6238422.0
2020-01-02,22.9933,23.1101,22.8133,23.1101,8490537.0
2020-01-03,22.7344,23.0312,22.6176,23.0154,9979023.0
2020-01-04,22.7344,23.0312,22.6176,23.0154,9979023.0
2020-01-05,22.7344,23.0312,22.6176,23.0154,9979023.0
2020-01-06,22.7912,22.9712,22.6523,22.8954,14636457.0
2020-01-07,22.9554,23.2175,22.7849,23.0501,14361051.0
2020-01-08,23.1986,23.3122,23.0722,23.1701,8612586.0
2020-01-09,23.1764,23.287,23.1196,23.2838,6462906.0
2020-01-10,23.2775,23.3216,23.1338,23.1638,6109581.0
2020-01-11,23.2775,23.3216,23.1338,23.1638,6109581.0
2020-01-12,23.2775,23.3216,23.1338,23.1638,6109581.0
2020-01-13,23.167,23.6075,23.0975,23.5838,10656402.0
2020-01-14,23.5175,23.7827,23.4322,23.5743,9250035.0
2020-01-15,23.5269,23.8648,23.4859,23.6785,14355570.0
2020-01-16,23.8869,24.2658,23.8869,24.2311,21106626.0
2020-01-17,23.8395,24.3732,23.7417,24.1237,31340472.0
2020-01-18,23.8395,24.3732,23.7417,24.1237,31340472.0
2020-01-19,23.8395,24.3732,23.7417,24.1237,31340472.0
2020-01-20,23.8395,24.3732,23.7417,24.1237,31340472.0
2020-01-21,23.909,24.0164,23.5711,23.628,14781576.0
2020-01-22,23.7195,23.7417,23.4369,23.5585,12779739.0
2020-01-23,23.5364,24.2248,23.347,24.1995,13105800.0
2020-01-24,24.2121,24.3258,24.01,24.2184,10812150.0
2020-01-25,24.2121,24.3258,24.01,24.2184,10812150.0
2020-01-26,24.2121,24.3258,24.01,24.2184,10812150.0
2020-01-27,23.6817,23.9437,23.5585,23.7353,11033829.0
2020-01-28,23.909,24.1963,23.7764,24.0669,10960068.0
2020-01-29,24.2279,24.7552,24.1553,24.4805,14833704.0
2020-01-30,24.1269,24.58,24.1079,24.5595,9677379.0
2020-01-31,24.4016,24.43,23.9579,24.1048,13946961.0
2020-02-01,24.4016,24.43,23.9579,24.1048,13946961.0
2020-02-02,24.4016,24.43,23.9579,24.1048,13946961.0
2020-02-03,24.37,24.4995,24.209,24.3447,10319034.0
2020-02-04,24.7079,24.8026,24.4868,24.5563,8813472.0
2020-02-05,24.8847,24.8847,24.5958,24.6826,10797141.0
2020-02-06,24.7931,24.8342,24.5626,24.73,6786303.0
2020-02-07,24.9194,25.0047,24.5237,24.5879,9293064.0
2020-02-08,24.9194,25.0047,24.5237,24.5879,9293064.0
2020-02-09,24.9194,25.0047,24.5237,24.5879,9293064.0
2020-02-10,24.4363,24.9163,24.4111,24.9068,9853662.0
2020-02-11,24.9352,25.0852,24.7568,24.7931,8935227.0
2020-02-12,24.9731,25.1026,24.7742,25.0978,8284833.0
2020-02-13,25.0394,25.251,24.9131,25.2099,7331358.0
2020-02-14,25.1562,25.2446,24.9889,25.131,7025079.0
2020-02-15,25.1562,25.2446,24.9889,25.131,7025079.0
2020-02-16,25.1562,25.2446,24.9889,25.131,7025079.0
2020-02-17,25.1562,25.2446,24.9889,25.131,7025079.0
2020-02-18,25.0584,25.2889,24.9384,25.1057,8205165.0
2020-02-19,25.1973,25.3394,25.1341,25.3141,6755316.0
2020-02-20,25.2857,25.4562,25.1341,25.4025,6725832.0
2020-02-21,25.2257,25.3994,25.0899,25.1215,11560698.0
2020-02-22,25.2257,25.3994,25.0899,25.1215,11560698.0
2020-02-23,25.2257,25.3994,25.0899,25.1215,11560698.0
2020-02-24,24.6195,24.8152,24.5026,24.6479,22547781.0
2020-02-25,24.67,24.831,23.808,23.8616,26703375.0
2020-02-26,24.0385,24.2311,23.5964,23.7795,20588007.0
2020-02-27,23.3391,23.9031,22.8702,22.8987,26091528.0
2020-02-28,22.2048,22.4836,21.6788,22.322,34617111.0
2020-02-29,22.2048,22.4836,21.6788,22.322,34617111.0
2020-03-01,22.2048,22.4836,21.6788,22.322,34617111.0
