,CSX US Equity,CSX US Equity,CSX US Equity,CSX US Equity,CSX US Equity
2020-03-02,22.2808,22.6262,21.8563,22.4171,31954011.0
2020-03-03,22.2523,23.1427,21.72,21.8341,24367152.0
2020-03-04,22.1383,22.8892,21.983,22.8131,16729008.0
2020-03-05,22.1573,22.3632,21.7454,21.8499,14684232.0
2020-03-06,20.893,21.8087,20.8233,21.625,15568602.0
2020-03-07,20.893,21.8087,20.8233,21.625,15568602.0
2020-03-08,20.893,21.8087,20.8233,21.625,15568602.0
2020-03-09,19.9457,20.1928,18.881,19.1345,25397181.0
2020-03-10,19.746,20.0122,18.805,19.9235,24699663.0
2020-03-11,19.2929,19.5908,18.3963,18.4755,32617374.0
2020-03-12,16.9673,17.8703,16.4381,16.9229,36770202.0
2020-03-13,17.902,18.6276,17.113,18.3582,36819930.0
2020-03-14,17.902,18.6276,17.113,18.3582,36819930.0
2020-03-15,17.902,18.6276,17.113,18.3582,36819930.0
2020-03-16,15.5319,16.9071,15.0693,15.5034,33835917.0
2020-03-17,15.6872,17.4045,15.2626,17.1922,26466198.0
2020-03-18,16.0547,16.6282,15.229,16.1498,23636865.0
2020-03-19,16.0104,17.8069,15.4575,17.4299,18277560.0
2020-03-20,17.2714,17.4837,15.7157,15.8013,29586030.0
2020-03-21,17.2714,17.4837,15.7157,15.8013,29586030.0
2020-03-22,17.2714,17.4837,15.7157,15.8013,29586030.0
2020-03-23,15.6619,16.0928,14.8317,15.101,22894704.0
2020-03-24,16.153,17.6453,15.6872,17.5851,22835937.0
2020-03-25,17.4616,19.1916,17.4299,17.9115,22974558.0
2020-03-26,18.0984,18.7353,17.6897,18.5579,19098573.0
2020-03-27,17.8291,18.3202,17.4362,17.8354,16765575.0
2020-03-28,17.8291,18.3202,17.4362,17.8354,16765575.0
2020-03-29,17.8291,18.3202,17.4362,17.8354,16765575.0
2020-03-30,17.7784,18.4596,17.6612,18.3836,15088035.0
2020-03-31,18.2885,18.4248,17.8451,18.1555,16775268.0
2020-04-01,17.1415,17.4996,16.8722,17.3792,14111178.0
2020-04-02,17.1637,18.0968,16.9926,18.016,16377351.0
2020-04-03,17.9368,18.2695,17.7119,17.9875,15815466.0
2020-04-04,17.9368,18.2695,17.7119,17.9875,15815466.0
2020-04-05,17.9368,18.2695,17.7119,17.9875,15815466.0
2020-04-06,19.2201,19.5464,18.7622,19.4133,19460448.0
2020-04-07,20.3829,20.5382,19.2644,19.3753,16942335.0
2020-04-08,19.7175,20.2403,19.5813,20.1263,11314830.0
2020-04-09,20.2435,20.5318,19.9932,20.2783,15451803.0
2020-04-10,20.2435,20.5318,19.9932,20.2783,15451803.0
2020-04-11,20.2435,20.5318,19.9932,20.2783,15451803.0
2020-04-12,20.2435,20.5318,19.9932,20.2783,15451803.0
2020-04-13,20.0597,20.2403,19.3088,19.5084,12558213.0
2020-04-14,19.6827,20.0851,19.6605,19.8157,9734643.0
2020-04-15,19.1282,19.331,18.9793,19.2929,9541704.0
2020-04-16,19.3943,19.3943,18.683,19.2137,14782374.0
2020-04-17,19.9362,20.1706,19.6542,19.8886,20512659.0
2020-04-18,19.9362,20.1706,19.6542,19.8886,20512659.0
2020-04-19,19.9362,20.1706,19.6542,19.8886,20512659.0
2020-04-20,19.3326,19.8253,19.0965,19.3278,14391471.0
2020-04-21,18.7987,19.1076,18.6307,18.8462,13695537.0
2020-04-22,19.2169,19.7746,18.843,19.2929,15823212.0
2020-04-23,20.2467,20.318,19.4229,19.4767,13986570.0
2020-04-24,19.8284,20.2783,19.4466,20.2213,11973720.0
2020-04-25,19.8284,20.2783,19.4466,20.2213,11973720.0
2020-04-26,19.8284,20.2783,19.4466,20.2213,11973720.0
2020-04-27,20.7536,21.1592,20.5223,21.042,21595887.0
2020-04-28,21.2796,21.4317,20.8582,21.1814,18007083.0
2020-04-29,21.6661,21.9513,21.4729,21.5933,12202758.0
2020-04-30,21.2352,21.4887,20.9152,20.9849,25137465.0
2020-05-01,20.7821,20.7821,20.4526,20.5952,22737831.0
2020-05-02,20.7821,20.7821,20.4526,20.5952,22737831.0
2020-05-03,20.7821,20.7821,20.4526,20.5952,22737831.0
2020-05-04,20.5065,20.5065,19.9773,20.196,11614392.0
2020-05-05,20.3924,20.5857,20.1421,20.2055,13025652.0
2020-05-06,20.2625,20.3481,19.8094,19.8443,15869721.0
2020-05-07,20.1484,20.4114,20.0217,20.253,10083846.0
2020-05-08,20.516,21.0071,20.4938,20.9469,8490018.0
2020-05-09,20.516,21.0071,20.4938,20.9469,8490018.0
2020-05-10,20.516,21.0071,20.4938,20.9469,8490018.0
2020-05-11,20.6554,21.1338,20.638,20.8835,9438105.0
2020-05-12,20.9754,20.9754,20.3227,20.329,8679510.0
2020-05-13,20.3069,20.3069,19.5417,19.7492,12432195.0
2020-05-14,19.6193,19.99,19.011,19.952,11680035.0
2020-05-15,19.6573,19.8379,19.5242,19.6446,15776964.0
2020-05-16,19.6573,19.8379,19.5242,19.6446,15776964.0
2020-05-17,19.6573,19.8379,19.5242,19.6446,15776964.0
2020-05-18,20.4336,21.1972,20.2942,21.0356,11988405.0
2020-05-19,21.1148,21.4063,20.8994,20.8994,13604622.0
2020-05-20,21.8119,22.1192,21.5806,21.6598,15504222.0
2020-05-21,21.5774,21.6345,21.2026,21.4824,10073358.0
2020-05-22,21.3873,21.7454,21.362,21.7137,8170839.0
2020-05-23,21.3873,21.7454,21.362,21.7137,8170839.0
2020-05-24,21.3873,21.7454,21.362,21.7137,8170839.0
2020-05-25,21.3873,21.7454,21.362,21.7137,8170839.0
2020-05-26,22.3315,22.8638,22.1921,22.8575,17253741.0
2020-05-27,23.0635,23.4247,23.0381,23.3201,16760208.0
2020-05-28,23.5245,23.53,22.4823,22.6555,16441134.0
2020-05-29,22.5602,23.0053,22.2613,22.7605,15854436.0
2020-05-30,22.5602,23.0053,22.2613,22.7605,15854436.0
2020-05-31,22.5602,23.0053,22.2613,22.7605,15854436.0
2020-06-01,22.5697,22.7605,22.363,22.5331,8249661.0
2020-06-02,22.7923,23.0419,22.6174,22.9513,9105489.0
2020-06-03,23.3424,23.8066,23.212,23.743,11758398.0
2020-06-04,23.5618,23.6826,23.4346,23.5427,9409026.0
2020-06-05,24.15,24.4553,23.8257,23.8734,17776326.0
2020-06-06,24.15,24.4553,23.8257,23.8734,17776326.0
2020-06-07,24.15,24.4553,23.8257,23.8734,17776326.0
2020-06-08,23.7907,24.1627,23.4727,23.6349,13896063.0
2020-06-09,23.3932,23.5999,23.2311,23.4219,10312440.0
2020-06-10,23.4219,23.5713,23.0085,23.3042,12241620.0
2020-06-11,22.8241,23.0212,21.6921,21.7143,14913153.0
2020-06-12,22.4202,22.4711,21.6412,22.1214,12513453.0
2020-06-13,22.4202,22.4711,21.6412,22.1214,12513453.0
2020-06-14,22.4202,22.4711,21.6412,22.1214,12513453.0
2020-06-15,21.5935,22.4361,21.4441,22.3058,11767068.0
2020-06-16,23.0721,23.0753,22.1261,22.3726,11665335.0
2020-06-17,22.5983,22.5983,22.204,22.2263,9176109.0
2020-06-18,22.0164,22.2962,21.9655,22.0896,8368404.0
2020-06-19,22.3853,22.4075,21.5426,21.619,21278058.0
2020-06-20,22.3853,22.4075,21.5426,21.619,21278058.0
2020-06-21,22.3853,22.4075,21.5426,21.619,21278058.0
2020-06-22,21.5426,21.8352,21.3264,21.8129,9679980.0
2020-06-23,22.0419,22.2152,21.8606,22.0768,9317037.0
2020-06-24,21.7589,21.8956,21.4441,21.4631,11214987.0
2020-06-25,21.4059,21.7334,21.1174,21.6921,8755821.0
2020-06-26,21.6221,21.7143,20.7859,20.9576,28192158.0
2020-06-27,21.6221,21.7143,20.7859,20.9576,28192158.0
2020-06-28,21.6221,21.7143,20.7859,20.9576,28192158.0
2020-06-29,21.1674,21.7875,21.0943,21.7811,10683327.0
2020-06-30,21.673,22.3567,21.619,22.1754,10864314.0
2020-07-01,22.2136,22.3503,21.5808,21.6984,9850140.0
2020-07-02,21.991,22.2199,21.8384,21.8956,7629732.0
2020-07-03,21.991,22.2199,21.8384,21.8956,7629732.0
2020-07-04,21.991,22.2199,21.8384,21.8956,7629732.0
2020-07-05,21.991,22.2199,21.8384,21.8956,7629732.0
2020-07-06,22.1722,22.4743,22.1595,22.3376,8323077.0
2020-07-07,22.0768,22.2676,21.7334,21.7875,8724003.0
2020-07-08,21.8256,22.0196,21.6762,21.9719,8927262.0
2020-07-09,21.7143,21.956,21.4568,21.5776,12826173.0
2020-07-10,21.5236,21.6508,21.355,21.4759,11002644.0
2020-07-11,21.5236,21.6508,21.355,21.4759,11002644.0
2020-07-12,21.5236,21.6508,21.355,21.4759,11002644.0
2020-07-13,21.6889,22.2501,21.4886,21.8256,12059445.0
2020-07-14,21.6412,22.0832,21.5585,22.0482,11623458.0
2020-07-15,22.4171,22.5808,22.0609,22.4679,13189896.0
2020-07-16,22.3503,22.8527,22.3217,22.5983,8339487.0
2020-07-17,22.7827,23.0371,22.5761,22.9449,8843466.0
2020-07-18,22.7827,23.0371,22.5761,22.9449,8843466.0
2020-07-19,22.7827,23.0371,22.5761,22.9449,8843466.0
2020-07-20,22.8495,22.9067,22.5379,22.7541,8920872.0
2020-07-21,22.8686,23.0816,22.7668,23.0308,7623831.0
2020-07-22,23.053,23.4568,22.9862,23.2947,12628077.0
2020-07-23,22.9163,23.1961,22.5538,22.7446,15308520.0
2020-07-24,22.8145,23.088,22.654,22.6842,8862567.0
2020-07-25,22.8145,23.088,22.654,22.6842,8862567.0
2020-07-26,22.8145,23.088,22.654,22.6842,8862567.0
2020-07-27,22.5729,22.9592,22.5506,22.7637,10236204.0
2020-07-28,22.6714,22.681,22.2422,22.2899,8943570.0
2020-07-29,22.4775,22.9354,22.3796,22.8686,11649282.0
2020-07-30,22.5697,22.6714,22.2772,22.3344,9651096.0
2020-07-31,22.2295,22.7001,21.6444,22.6842,16729107.0
2020-08-01,22.2295,22.7001,21.6444,22.6842,16729107.0
2020-08-02,22.2295,22.7001,21.6444,22.6842,16729107.0
2020-08-03,22.6372,22.7827,22.3471,22.3694,8228061.0
2020-08-04,22.3121,22.5061,22.1929,22.4997,9359592.0
2020-08-05,22.6269,22.7398,22.5156,22.7128,6515787.0
2020-08-06,22.7191,23.1007,22.646,22.9799,7129620.0
2020-08-07,22.8781,23.2851,22.8416,23.1897,10284198.0
2020-08-08,22.8781,23.2851,22.8416,23.1897,10284198.0
2020-08-09,22.8781,23.2851,22.8416,23.1897,10284198.0
2020-08-10,23.3233,23.6667,23.1897,23.5554,11712063.0
2020-08-11,23.8797,24.3154,23.743,23.8925,16438380.0
2020-08-12,24.0324,24.2645,23.8257,23.8575,9075372.0
2020-08-13,23.6921,23.8352,23.4505,23.53,7675767.0
2020-08-14,23.425,23.743,23.3678,23.6095,7149363.0
2020-08-15,23.425,23.743,23.3678,23.6095,7149363.0
2020-08-16,23.425,23.743,23.3678,23.6095,7149363.0
2020-08-17,23.6635,23.937,23.6413,23.8448,8965998.0
2020-08-18,23.9084,23.9084,23.6317,23.6603,7244784.0
2020-08-19,23.7589,23.8002,23.5014,23.5459,8141763.0
2020-08-20,23.3074,23.584,23.2915,23.5014,7644456.0
2020-08-21,23.4982,23.6126,23.3455,23.5713,9075114.0
2020-08-22,23.4982,23.6126,23.3455,23.5713,9075114.0
2020-08-23,23.4982,23.6126,23.3455,23.5713,9075114.0
2020-08-24,23.7107,23.9052,23.6508,23.8829,7807848.0
2020-08-25,24.0355,24.1437,23.7907,24.1119,7600593.0
2020-08-26,24.0006,24.0976,23.8384,23.9783,8460426.0
2020-08-27,24.1627,24.398,23.937,24.2263,7626060.0
2020-08-28,24.2391,24.6251,24.1753,24.59,7963644.0
2020-08-29,24.2391,24.6251,24.1753,24.59,7963644.0
2020-08-30,24.2391,24.6251,24.1753,24.59,7963644.0
2020-08-31,24.6251,24.7464,24.2965,24.3954,9646545.0
2020-09-01,24.3157,24.9059,24.1689,24.8995,9957594.0
2020-09-02,24.8708,25.0942,24.6204,24.7847,24348288.0
2020-09-03,24.9889,25.0176,23.9551,24.137,14156136.0
2020-09-04,24.322,24.5581,23.7413,24.0923,12536790.0
2020-09-05,24.322,24.5581,23.7413,24.0923,12536790.0
2020-09-06,24.322,24.5581,23.7413,24.0923,12536790.0
2020-09-07,24.322,24.5581,23.7413,24.0923,12536790.0
2020-09-08,24.0476,24.4305,23.6552,24.0125,12302472.0
2020-09-09,24.1625,24.8469,24.1466,24.4592,10990041.0
2020-09-10,24.3603,24.5677,24.0189,24.1912,11175288.0
2020-09-11,24.3284,24.7017,24.2678,24.622,8678223.0
2020-09-12,24.3284,24.7017,24.2678,24.622,8678223.0
2020-09-13,24.3284,24.7017,24.2678,24.622,8678223.0
2020-09-14,24.8357,25.3303,24.6475,25.1931,10494564.0
2020-09-15,25.4419,25.8759,25.2856,25.611,14988705.0
2020-09-16,25.9078,25.9716,25.2505,25.3175,14956398.0
2020-09-17,24.8836,25.5249,24.689,25.3654,13855905.0
2020-09-18,25.4451,25.71,25.2856,25.4707,20217399.0
2020-09-19,25.4451,25.71,25.2856,25.4707,20217399.0
2020-09-20,25.4451,25.71,25.2856,25.4707,20217399.0
2020-09-21,24.9825,25.1293,24.3476,24.7528,13075569.0
2020-09-22,24.7751,24.9761,24.6124,24.8644,10902870.0
2020-09-23,25.0997,25.2026,24.2774,24.4082,13460904.0
2020-09-24,24.271,24.7432,24.0508,24.4337,12737619.0
2020-09-25,24.6443,24.9937,24.456,24.9123,10377657.0
2020-09-26,24.6443,24.9937,24.456,24.9123,10377657.0
2020-09-27,24.6443,24.9937,24.456,24.9123,10377657.0
2020-09-28,25.2569,25.4356,25.0463,25.3111,8690559.0
2020-09-29,25.1931,25.3526,24.7496,24.7592,11483940.0
2020-09-30,25.0112,25.2792,24.689,24.7815,14632872.0
2020-10-01,24.9984,24.9984,24.3348,24.523,12747651.0
2020-10-02,24.4975,24.8453,24.3476,24.6156,10648278.0
2020-10-03,24.4975,24.8453,24.3476,24.6156,10648278.0
2020-10-04,24.4975,24.8453,24.3476,24.6156,10648278.0
2020-10-05,24.7241,24.9793,24.6666,24.8038,8595759.0
2020-10-06,24.8772,25.0144,24.3986,24.4784,9891453.0
2020-10-07,24.6028,25.2537,24.5805,25.1069,10489395.0
2020-10-08,25.1803,25.2696,24.6315,24.7942,10333848.0
2020-10-09,24.8772,25.1867,24.8772,25.0399,6371958.0
2020-10-10,24.8772,25.1867,24.8772,25.0399,6371958.0
2020-10-11,24.8772,25.1867,24.8772,25.0399,6371958.0
2020-10-12,25.1835,25.5919,25.024,25.3845,14096607.0
2020-10-13,25.6876,25.8408,25.1931,25.2665,12970431.0
2020-10-14,25.3526,25.9237,25.3526,25.6749,12395553.0
2020-10-15,25.3845,25.8909,25.292,25.8535,8218818.0
2020-10-16,25.828,25.9524,25.5504,25.56,15870978.0
2020-10-17,25.828,25.9524,25.5504,25.56,15870978.0
2020-10-18,25.828,25.9524,25.5504,25.56,15870978.0
2020-10-19,25.4643,25.8009,25.1452,25.2218,9325875.0
2020-10-20,25.3016,25.9142,25.2569,25.5664,8415066.0
2020-10-21,25.2696,25.5504,25.0878,25.1165,14052855.0
2020-10-22,26.2141,27.0596,25.8487,26.0769,21459030.0
2020-10-23,26.0673,26.3481,25.6398,25.9365,9535482.0
2020-10-24,26.0673,26.3481,25.6398,25.9365,9535482.0
2020-10-25,26.0673,26.3481,25.6398,25.9365,9535482.0
2020-10-26,25.6302,25.6493,24.9889,25.1644,9995295.0
2020-10-27,25.2026,25.3558,24.7655,24.9155,16386210.0
2020-10-28,24.4002,24.7464,24.1657,24.2263,18601887.0
2020-10-29,24.1434,25.1867,24.054,24.8517,16518510.0
2020-10-30,24.7751,25.209,24.7272,25.1867,17652351.0
2020-10-31,24.7751,25.209,24.7272,25.1867,17652351.0
2020-11-01,24.7751,25.209,24.7272,25.1867,17652351.0
2020-11-02,25.6286,26.1981,25.2856,26.0864,17485434.0
2020-11-03,26.364,27.0532,26.2364,26.8713,16795311.0
2020-11-04,27.2734,27.9338,26.9798,27.066,19347381.0
2020-11-05,27.2829,28.0423,27.1202,27.7679,18311916.0
2020-11-06,27.8158,27.9785,27.318,27.4967,8671653.0
2020-11-07,27.8158,27.9785,27.318,27.4967,8671653.0
2020-11-08,27.8158,27.9785,27.318,27.4967,8671653.0
2020-11-09,28.8272,29.8976,28.0838,28.1412,17890569.0
2020-11-10,27.9976,29.3153,27.8158,29.1622,21492156.0
2020-11-11,29.226,29.3153,28.4922,28.7283,13179024.0
2020-11-12,28.5528,28.891,28.3709,28.6294,12211845.0
2020-11-13,28.7506,29.242,28.6294,28.9069,10227807.0
2020-11-14,28.7506,29.242,28.6294,28.9069,10227807.0
2020-11-15,28.7506,29.242,28.6294,28.9069,10227807.0
2020-11-16,29.427,29.6982,29.1239,29.6727,10768494.0
2020-11-17,29.2962,29.6472,29.175,29.5132,7368453.0
2020-11-18,29.6216,29.8769,29.1271,29.1399,7898556.0
2020-11-19,28.9867,29.3058,28.7761,29.2579,8326890.0
2020-11-20,29.2037,29.443,29.0154,29.2069,6396198.0
2020-11-21,29.2037,29.443,29.0154,29.2069,6396198.0
2020-11-22,29.2037,29.443,29.0154,29.2069,6396198.0
2020-11-23,29.3409,29.5674,29.1143,29.3728,9232659.0
2020-11-24,29.8192,29.8192,29.4238,29.6456,23318457.0
2020-11-25,29.6695,29.711,29.2132,29.4302,7125666.0
2020-11-26,29.6695,29.711,29.2132,29.4302,7125666.0
2020-11-27,29.5934,29.667,29.1614,29.2094,4140720.0
2020-11-28,29.5934,29.667,29.1614,29.2094,4140720.0
2020-11-29,29.5934,29.667,29.1614,29.2094,4140720.0
2020-11-30,29.1454,29.3854,28.7839,28.8127,19928457.0
2020-12-01,29.0911,29.4622,28.9087,28.9951,14906607.0
2020-12-02,28.8063,29.2318,28.8031,29.0143,15218733.0
2020-12-03,29.1135,29.307,28.7871,28.9343,15362859.0
2020-12-04,29.0015,29.427,28.9439,29.3886,14024541.0
2020-12-05,29.0015,29.427,28.9439,29.3886,14024541.0
2020-12-06,29.0015,29.427,28.9439,29.3886,14024541.0
2020-12-07,29.2606,29.539,29.1486,29.4478,13370073.0
2020-12-08,29.1646,29.4654,29.1103,29.2766,11121363.0
2020-12-09,29.3342,29.5278,29.1806,29.3502,8512413.0
2020-12-10,28.6527,28.9727,28.6495,28.7967,13001559.0
2020-12-11,28.5439,29.0159,28.4767,28.9343,10037943.0
2020-12-12,28.5439,29.0159,28.4767,28.9343,10037943.0
2020-12-13,28.5439,29.0159,28.4767,28.9343,10037943.0
2020-12-14,29.1838,29.2222,28.4415,28.4511,7836990.0
2020-12-15,28.7583,28.9631,28.4255,28.8671,11944974.0
2020-12-16,28.8127,28.9151,28.4672,28.5087,9122628.0
2020-12-17,28.5823,29.1071,28.5823,28.9727,8842299.0
2020-12-18,28.9503,29.1103,28.6207,29.0079,16911699.0
2020-12-19,28.9503,29.1103,28.6207,29.0079,16911699.0
2020-12-20,28.9503,29.1103,28.6207,29.0079,16911699.0
2020-12-21,28.4063,28.9151,28.3392,28.6975,8289288.0
2020-12-22,28.5599,28.8575,28.5087,28.6527,14629239.0
2020-12-23,28.7615,28.9599,28.5471,28.6911,12081999.0
2020-12-24,28.7295,28.8671,28.5247,28.8127,2629167.0
2020-12-25,28.7295,28.8671,28.5247,28.8127,2629167.0
2020-12-26,28.7295,28.8671,28.5247,28.8127,2629167.0
2020-12-27,28.7295,28.8671,28.5247,28.8127,2629167.0
2020-12-28,28.9759,29.1966,28.9087,29.0015,5016312.0
2020-12-29,29.1007,29.1886,28.3775,28.5823,8220531.0
2020-12-30,28.6975,28.9535,28.6367,28.9023,5934996.0
2020-12-31,28.7839,29.0879,28.6879,29.0367,9063654.0
2021-01-01,28.7839,29.0879,28.6879,29.0367,9063654.0
2021-01-02,28.7839,29.0879,28.6879,29.0367,9063654.0
2021-01-03,28.7839,29.0879,28.6879,29.0367,9063654.0
2021-01-04,29.0079,29.1278,27.9616,28.1536,15560823.0
2021-01-05,28.1184,28.8255,28.096,28.6303,10363899.0
2021-01-06,28.5663,29.4455,28.5535,29.3918,13464156.0
2021-01-07,29.6606,30.2237,29.4558,30.0861,11685459.0
2021-01-08,30.0317,30.8029,30.0317,30.6653,12530676.0
2021-01-09,30.0317,30.8029,30.0317,30.6653,12530676.0
2021-01-10,30.0317,30.8029,30.0317,30.6653,12530676.0
2021-01-11,30.5373,31.2092,30.4349,30.7133,12277095.0
2021-01-12,30.4419,30.8605,30.3165,30.6813,9510885.0
2021-01-13,30.6365,30.7101,30.0925,30.2813,15406857.0
2021-01-14,30.3037,30.3485,29.8462,29.9134,9858615.0
2021-01-15,29.811,30.0221,29.404,29.891,12513453.0
2021-01-16,29.811,30.0221,29.404,29.891,12513453.0
2021-01-17,29.811,30.0221,29.404,29.891,12513453.0
2021-01-18,29.811,30.0221,29.404,29.891,12513453.0
2021-01-19,29.9902,30.1885,29.6094,29.6478,9317109.0
2021-01-20,29.7566,29.8654,29.4718,29.8238,13134021.0
2021-01-21,29.6254,29.6862,29.1774,29.3118,12921927.0
2021-01-22,28.6223,28.9535,28.0064,28.0416,19846185.0
2021-01-23,28.6223,28.9535,28.0064,28.0416,19846185.0
2021-01-24,28.6223,28.9535,28.0064,28.0416,19846185.0
2021-01-25,28.0704,28.1792,27.4784,28.1184,15135621.0
2021-01-26,28.144,28.3935,27.7088,27.7824,11301642.0
2021-01-27,27.3057,27.488,26.5921,26.8417,20651259.0
2021-01-28,27.3153,28.096,27.0145,27.7408,15337518.0
2021-01-29,27.52,27.9968,27.3665,27.4384,16789020.0
2021-01-30,27.52,27.9968,27.3665,27.4384,16789020.0
2021-01-31,27.52,27.9968,27.3665,27.4384,16789020.0
2021-02-01,27.5728,28.0192,27.5728,27.8528,12804432.0
2021-02-02,28.0192,28.8479,27.8848,28.6815,11835627.0
2021-02-03,28.6559,28.8031,28.4991,28.5791,9593112.0
2021-02-04,28.5823,28.7292,28.1152,28.2911,12042075.0
2021-02-05,28.6175,28.6463,28.3167,28.3327,9338346.0
2021-02-06,28.6175,28.6463,28.3167,28.3327,9338346.0
2021-02-07,28.6175,28.6463,28.3167,28.3327,9338346.0
2021-02-08,28.2432,28.3263,27.8288,27.92,15169575.0
2021-02-09,27.776,28.3855,27.52,28.3071,11108001.0
2021-02-10,28.5279,28.6015,28.0352,28.2144,9537060.0
2021-02-11,28.4575,28.5279,28.0512,28.3967,11757282.0
2021-02-12,28.3487,28.9279,28.3487,28.8415,10036551.0
2021-02-13,28.3487,28.9279,28.3487,28.8415,10036551.0
2021-02-14,28.3487,28.9279,28.3487,28.8415,10036551.0
2021-02-15,28.3487,28.9279,28.3487,28.8415,10036551.0
2021-02-16,28.9311,29.155,28.8255,29.0367,14850204.0
2021-02-17,28.8927,29.0223,28.5087,28.7935,9963378.0
2021-02-18,28.5791,28.9535,28.3487,28.8031,10865877.0
2021-02-19,28.8639,29.5486,28.8255,29.4654,9882924.0
2021-02-20,28.8639,29.5486,28.8255,29.4654,9882924.0
2021-02-21,28.8639,29.5486,28.8255,29.4654,9882924.0
2021-02-22,29.3022,29.9358,29.2222,29.6222,13260966.0
2021-02-23,29.6702,29.9838,29.1231,29.3374,11358393.0
2021-02-24,29.1422,30.0477,29.1071,29.875,8136786.0
2021-02-25,29.9476,29.9552,29.4398,29.5861,13516512.0
2021-02-26,29.7017,29.814,29.2299,29.3807,11532501.0
2021-02-27,29.7017,29.814,29.2299,29.3807,11532501.0
2021-02-28,29.7017,29.814,29.2299,29.3807,11532501.0
2021-03-01,29.8429,30.0194,29.676,29.8236,7704774.0
2021-03-02,29.8268,29.8525,29.3936,29.5765,6810147.0
2021-03-03,29.5444,29.599,29.2203,29.2331,7253673.0
2021-03-04,29.2299,29.3583,27.9687,28.3249,12982107.0
2021-03-05,28.737,29.4802,28.219,29.4064,9233121.0
2021-03-06,28.737,29.4802,28.219,29.4064,9233121.0
2021-03-07,28.737,29.4802,28.219,29.4064,9233121.0
2021-03-08,29.4578,30.3082,29.3968,29.6953,10493124.0
2021-03-09,29.9488,30.1798,29.7434,29.7626,8565759.0
2021-03-10,29.8493,30.2184,29.6856,30.0354,7676874.0
2021-03-11,30.2055,30.4526,30.0547,30.1092,11390796.0
2021-03-12,30.0322,30.2569,30.0033,30.1189,6711321.0
2021-03-13,30.0322,30.2569,30.0033,30.1189,6711321.0
2021-03-14,30.0322,30.2569,30.0033,30.1189,6711321.0
2021-03-15,30.0547,30.1606,29.6054,30.0001,8145039.0
2021-03-16,30.0932,30.1253,29.3454,29.5059,9074034.0
2021-03-17,29.4578,29.7498,29.2074,29.5701,11624913.0
2021-03-18,29.3519,29.9006,29.3358,29.6888,12426801.0
2021-03-19,29.7979,29.8461,29.0374,29.1304,32357850.0
2021-03-20,29.7979,29.8461,29.0374,29.1304,32357850.0
2021-03-21,29.7979,29.8461,29.0374,29.1304,32357850.0
2021-03-22,30.427,30.5521,29.9199,30.0964,20960784.0
2021-03-23,29.9969,30.4526,29.7209,29.8204,10693176.0
2021-03-24,29.9065,30.5778,29.8525,30.2216,12278163.0
2021-03-25,30.1574,30.7543,29.8525,30.6612,9774654.0
2021-03-26,30.7222,31.3641,30.6131,31.3416,9407037.0
2021-03-27,30.7222,31.3641,30.6131,31.3416,9407037.0
2021-03-28,30.7222,31.3641,30.6131,31.3416,9407037.0
2021-03-29,31.4282,31.478,30.8217,31.0046,13755918.0
2021-03-30,30.8121,31.2261,30.796,30.9276,10415610.0
2021-03-31,30.6997,31.1587,30.6997,30.9437,10265748.0
2021-04-01,31.1587,31.2389,30.9212,31.2132,8038878.0
2021-04-02,31.1587,31.2389,30.9212,31.2132,8038878.0
2021-04-03,31.1587,31.2389,30.9212,31.2132,8038878.0
2021-04-04,31.1587,31.2389,30.9212,31.2132,8038878.0
2021-04-05,31.4956,31.7235,31.3352,31.6336,7239084.0
2021-04-06,31.5534,31.6176,31.1523,31.1651,9061056.0
2021-04-07,31.3191,31.332,30.9625,31.1137,6040956.0
2021-04-08,31.194,31.194,30.918,30.9629,7561920.0
2021-04-09,31.0816,31.608,31.0175,31.5438,6457077.0
2021-04-10,31.0816,31.608,31.0175,31.5438,6457077.0
2021-04-11,31.0816,31.608,31.0175,31.5438,6457077.0
2021-04-12,31.3352,31.701,31.1619,31.6465,6730500.0
2021-04-13,31.4764,31.5983,31.1908,31.3865,6452805.0
2021-04-14,31.4507,31.6336,31.3352,31.5662,9633513.0
2021-04-15,31.6786,31.8808,31.5502,31.7299,8825712.0
2021-04-16,31.9802,32.0123,31.5085,31.6561,11430753.0
2021-04-17,31.9802,32.0123,31.5085,31.6561,11430753.0
2021-04-18,31.9802,32.0123,31.5085,31.6561,11430753.0
2021-04-19,31.5791,31.7235,31.4411,31.6786,8116746.0
2021-04-20,32.1471,32.5258,31.4732,31.5951,15406782.0
2021-04-21,31.7501,33.1709,31.6978,32.9559,21643569.0
2021-04-22,32.6446,33.2928,32.5098,32.6767,15464511.0
2021-04-23,32.6702,33.2527,32.5611,33.0906,9547395.0
2021-04-24,32.6702,33.2527,32.5611,33.0906,9547395.0
2021-04-25,32.6702,33.2527,32.5611,33.0906,9547395.0
2021-04-26,33.065,33.2607,32.7986,32.8371,9794127.0
2021-04-27,32.7665,32.8275,32.5419,32.7087,10035753.0
2021-04-28,32.6028,32.8933,32.5258,32.574,12767826.0
2021-04-29,32.7344,32.7344,32.0573,32.4745,13470375.0
2021-04-30,32.436,32.6606,32.2675,32.3333,13802886.0
2021-05-01,32.436,32.6606,32.2675,32.3333,13802886.0
2021-05-02,32.436,32.6606,32.2675,32.3333,13802886.0
2021-05-03,32.5868,32.7601,32.4905,32.5354,7163376.0
