,WNC US Equity,WNC US Equity,WNC US Equity,WNC US Equity,WNC US Equity
2020-03-14,7.6584,7.9889,7.1625,7.9798,922794.0
2020-03-15,7.6584,7.9889,7.1625,7.9798,922794.0
2020-03-16,7.0982,8.2277,7.0982,7.9889,1144159.0
2020-03-17,8.191,9.0725,7.842,8.0991,1200601.0
2020-03-18,7.7777,8.0165,6.8962,6.9972,870564.0
2020-03-19,6.9788,7.842,6.7585,7.5206,970038.0
2020-03-20,7.5941,7.943,6.7768,7.1074,1652932.0
2020-03-21,7.5941,7.943,6.7768,7.1074,1652932.0
2020-03-22,7.5941,7.943,6.7768,7.1074,1652932.0
2020-03-23,7.1074,7.5023,6.3177,6.4646,1007887.0
2020-03-24,6.7952,7.0799,6.4922,6.7034,755985.0
2020-03-25,6.7768,7.0799,6.4187,6.5748,746178.0
2020-03-26,6.6115,6.887,6.4462,6.6391,1172341.0
2020-03-27,6.4279,6.8044,6.3361,6.5656,911781.0
2020-03-28,6.4279,6.8044,6.3361,6.5656,911781.0
2020-03-29,6.4279,6.8044,6.3361,6.5656,911781.0
2020-03-30,6.6115,6.6391,6.2626,6.5105,677662.0
2020-03-31,6.4371,6.7585,6.382,6.6299,704614.0
2020-04-01,6.3885,6.4906,6.0263,6.0821,668514.0
2020-04-02,6.1471,6.6299,6.1193,6.4442,570825.0
2020-04-03,6.3606,6.4535,5.8128,5.9149,627413.0
2020-04-04,6.3606,6.4535,5.8128,5.9149,627413.0
2020-04-05,6.3606,6.4535,5.8128,5.9149,627413.0
2020-04-06,6.2028,6.6113,6.1471,6.3885,836006.0
2020-04-07,6.7506,6.9549,6.472,6.6485,622242.0
2020-04-08,6.7785,7.2613,6.6299,7.1406,1324467.0
2020-04-09,7.3913,7.7813,7.1185,7.4006,708579.0
2020-04-10,7.3913,7.7813,7.1185,7.4006,708579.0
2020-04-11,7.3913,7.7813,7.1185,7.4006,708579.0
2020-04-12,7.3913,7.7813,7.1185,7.4006,708579.0
2020-04-13,7.4285,7.6885,7.3449,7.4285,510287.0
2020-04-14,7.577,7.707,7.187,7.3542,600062.0
2020-04-15,7.0849,7.382,6.8806,7.1778,1048943.0
2020-04-16,7.1313,7.2985,6.537,6.732,846837.0
2020-04-17,6.9642,7.2335,6.9363,7.057,768094.0
2020-04-18,6.9642,7.2335,6.9363,7.057,768094.0
2020-04-19,6.9642,7.2335,6.9363,7.057,768094.0
2020-04-20,6.8992,7.0385,6.6392,6.6763,649949.0
2020-04-21,6.5278,6.6485,6.4488,6.5649,977089.0
2020-04-22,6.7135,6.7724,6.4442,6.6949,553661.0
2020-04-23,6.7135,7.1128,6.602,6.8992,430657.0
2020-04-24,6.9549,7.0385,6.7042,6.9085,564228.0
2020-04-25,6.9549,7.0385,6.7042,6.9085,564228.0
2020-04-26,6.9549,7.0385,6.7042,6.9085,564228.0
2020-04-27,6.9828,7.3124,6.8806,7.1313,853092.0
2020-04-28,7.317,7.5981,7.1313,7.1499,904345.0
2020-04-29,7.3449,7.9113,7.3449,7.7999,652808.0
2020-04-30,7.642,7.851,7.526,7.6142,1132765.0
2020-05-01,7.512,7.5585,7.2427,7.447,573165.0
2020-05-02,7.512,7.5585,7.2427,7.447,573165.0
2020-05-03,7.512,7.5585,7.2427,7.447,573165.0
2020-05-04,7.3077,7.5585,7.2242,7.4656,578396.0
2020-05-05,7.6699,8.0599,7.2799,7.3542,545641.0
2020-05-06,7.3727,7.4285,7.0663,7.1128,539502.0
2020-05-07,7.2985,7.4656,7.2056,7.2242,396765.0
2020-05-08,7.4285,7.8742,7.4285,7.8185,595234.0
2020-05-09,7.4285,7.8742,7.4285,7.8185,595234.0
2020-05-10,7.4285,7.8742,7.4285,7.8185,595234.0
2020-05-11,7.707,7.707,7.4285,7.5677,536432.0
2020-05-12,7.6513,7.7812,7.187,7.187,591099.0
2020-05-13,7.122,7.2892,6.862,7.1128,767441.0
2020-05-14,6.8713,7.2613,6.277,7.0849,1353169.0
2020-05-15,7.0849,7.4656,6.8992,7.122,2792107.0
2020-05-16,7.0849,7.4656,6.8992,7.122,2792107.0
2020-05-17,7.0849,7.4656,6.8992,7.122,2792107.0
2020-05-18,7.4563,8.4777,7.4563,8.3663,916885.0
2020-05-19,8.3199,8.4406,8.0692,8.0877,1168310.0
2020-05-20,8.2363,8.6263,8.2363,8.4499,751757.0
2020-05-21,8.5427,8.7284,8.4499,8.4684,872176.0
2020-05-22,8.5149,8.5613,8.2549,8.3106,517095.0
2020-05-23,8.5149,8.5613,8.2549,8.3106,517095.0
2020-05-24,8.5149,8.5613,8.2549,8.3106,517095.0
2020-05-25,8.5149,8.5613,8.2549,8.3106,517095.0
2020-05-26,8.6356,9.3227,8.5613,9.202,1002263.0
2020-05-27,9.462,10.1306,9.3784,10.047,1097197.0
2020-05-28,10.1956,10.1956,9.1231,9.1834,1090914.0
2020-05-29,9.0349,9.1602,8.7377,8.8677,1090934.0
2020-05-30,9.0349,9.1602,8.7377,8.8677,1090934.0
2020-05-31,9.0349,9.1602,8.7377,8.8677,1090934.0
2020-06-01,8.9327,9.0999,8.4313,8.4406,1016839.0
2020-06-02,8.5613,8.7201,8.4499,8.6634,880839.0
2020-06-03,8.9049,10.0656,8.8956,9.7963,1043756.0
2020-06-04,9.6849,10.0656,9.3691,10.0284,925069.0
2020-06-05,10.4927,11.0406,10.4648,10.827,1207101.0
2020-06-06,10.4927,11.0406,10.4648,10.827,1207101.0
2020-06-07,10.4927,11.0406,10.4648,10.827,1207101.0
2020-06-08,11.1427,11.4398,10.9477,11.0963,1089212.0
2020-06-09,10.8827,10.9756,10.437,10.632,539559.0
2020-06-10,10.5484,10.5484,9.9077,9.9263,543558.0
2020-06-11,9.3134,9.4527,8.8584,8.9884,781114.0
2020-06-12,9.4434,9.5874,9.0442,9.332,433327.0
2020-06-13,9.4434,9.5874,9.0442,9.332,433327.0
2020-06-14,9.4434,9.5874,9.0442,9.332,433327.0
2020-06-15,8.8677,9.5177,8.8677,9.462,875689.0
2020-06-16,9.9913,10.1027,9.4063,9.5363,285103.0
2020-06-17,9.527,9.527,9.2763,9.3506,413369.0
2020-06-18,9.2391,9.4434,9.0859,9.3227,512127.0
2020-06-19,9.4806,9.5177,9.0349,9.1556,982487.0
2020-06-20,9.4806,9.5177,9.0349,9.1556,982487.0
2020-06-21,9.4806,9.5177,9.0349,9.1556,982487.0
2020-06-22,9.0349,9.1463,8.8736,9.0442,543427.0
2020-06-23,9.267,9.397,9.137,9.332,461599.0
2020-06-24,9.1741,9.3459,9.0349,9.0349,874465.0
2020-06-25,8.9049,9.3506,8.8863,9.3413,480712.0
2020-06-26,9.2856,9.3877,9.072,9.2763,975100.0
2020-06-27,9.2856,9.3877,9.072,9.2763,975100.0
2020-06-28,9.2856,9.3877,9.072,9.2763,975100.0
2020-06-29,9.4341,10.0006,9.4341,9.9356,957039.0
2020-06-30,9.8706,9.9541,9.6941,9.8613,433960.0
2020-07-01,9.9268,9.9736,9.2064,9.2157,618813.0
2020-07-02,9.487,9.9455,9.4403,9.459,463468.0
2020-07-03,9.487,9.9455,9.4403,9.459,463468.0
2020-07-04,9.487,9.9455,9.4403,9.459,463468.0
2020-07-05,9.487,9.9455,9.4403,9.459,463468.0
2020-07-06,9.7584,10.0578,9.6788,9.9829,549855.0
2020-07-07,9.8332,9.8894,9.5058,9.5151,812803.0
2020-07-08,9.5151,10.0203,9.4964,9.7116,601726.0
2020-07-09,9.6554,9.7771,9.328,9.4964,621043.0
2020-07-10,9.5712,9.7677,9.4964,9.6648,372834.0
2020-07-11,9.5712,9.7677,9.4964,9.6648,372834.0
2020-07-12,9.5712,9.7677,9.4964,9.6648,372834.0
2020-07-13,9.8145,9.8613,9.618,9.6929,355029.0
2020-07-14,9.7209,10.0484,9.6554,10.0203,341330.0
2020-07-15,10.3197,10.5443,10.2165,10.4694,402440.0
2020-07-16,10.5536,10.7595,10.4039,10.6753,281619.0
2020-07-17,10.6378,10.7501,10.5069,10.6378,498451.0
2020-07-18,10.6378,10.7501,10.5069,10.6378,498451.0
2020-07-19,10.6378,10.7501,10.5069,10.6378,498451.0
2020-07-20,10.5256,10.6378,10.142,10.5349,561106.0
2020-07-21,10.7127,11.2834,10.6538,11.0869,977939.0
2020-07-22,11.0027,11.1056,10.7033,10.7969,518717.0
2020-07-23,10.694,11.0074,10.6098,10.8717,761321.0
2020-07-24,10.853,11.0214,10.7969,10.8437,781562.0
2020-07-25,10.853,11.0214,10.7969,10.8437,781562.0
2020-07-26,10.853,11.0214,10.7969,10.8437,781562.0
2020-07-27,10.8062,11.0869,10.694,11.0495,557807.0
2020-07-28,10.8811,11.1337,10.8343,10.853,718715.0
2020-07-29,11.2366,12.7617,10.9185,12.1816,1156556.0
2020-07-30,11.9664,12.1722,11.1524,11.667,1426885.0
2020-07-31,11.5922,11.628,10.3057,10.6565,1203223.0
2020-08-01,11.5922,11.628,10.3057,10.6565,1203223.0
2020-08-02,11.5922,11.628,10.3057,10.6565,1203223.0
2020-08-03,10.7595,11.0027,10.7382,10.8717,631360.0
2020-08-04,10.8437,11.1711,10.8437,11.0214,800863.0
2020-08-05,11.1337,11.4705,11.0635,11.405,867473.0
2020-08-06,11.274,11.4518,11.1571,11.2086,400599.0
2020-08-07,11.1992,11.4986,11.0869,11.4799,348140.0
2020-08-08,11.1992,11.4986,11.0869,11.4799,348140.0
2020-08-09,11.1992,11.4986,11.0869,11.4799,348140.0
2020-08-10,11.4799,12.1442,11.4799,12.0319,619878.0
2020-08-11,12.2939,12.6587,12.1348,12.2658,663211.0
2020-08-12,12.4903,12.6587,12.1675,12.2377,666912.0
2020-08-13,12.0787,12.2845,11.8307,11.9196,364455.0
2020-08-14,11.7606,11.9758,11.7044,11.9009,426502.0
2020-08-15,11.7606,11.9758,11.7044,11.9009,426502.0
2020-08-16,11.7606,11.9758,11.7044,11.9009,426502.0
2020-08-17,11.8728,12.1067,11.6764,11.8915,419789.0
2020-08-18,11.8822,11.9758,11.6202,11.667,618573.0
2020-08-19,11.7886,11.9945,11.6764,11.8635,479312.0
2020-08-20,11.7044,11.9103,11.6483,11.7886,401441.0
2020-08-21,11.6576,12.0412,11.6576,11.7138,2272362.0
2020-08-22,11.6576,12.0412,11.6576,11.7138,2272362.0
2020-08-23,11.6576,12.0412,11.6576,11.7138,2272362.0
2020-08-24,11.8822,12.0225,11.7606,12.0038,652821.0
2020-08-25,12.0974,12.3874,11.8167,11.8728,544639.0
2020-08-26,11.8448,11.957,11.7231,11.8261,423144.0
2020-08-27,11.8728,12.0132,11.7231,11.7606,402065.0
2020-08-28,11.8541,11.9196,11.5267,11.6389,334344.0
2020-08-29,11.8541,11.9196,11.5267,11.6389,334344.0
2020-08-30,11.8541,11.9196,11.5267,11.6389,334344.0
2020-08-31,11.5547,11.6109,11.3583,11.4237,368557.0
2020-09-01,11.2928,11.5267,11.0869,11.4705,386931.0
2020-09-02,11.4705,11.5486,11.2553,11.3208,404602.0
2020-09-03,11.3208,11.4518,10.8998,11.0401,406067.0
2020-09-04,11.2834,11.3583,11.0589,11.2273,315725.0
2020-09-05,11.2834,11.3583,11.0589,11.2273,315725.0
2020-09-06,11.2834,11.3583,11.0589,11.2273,315725.0
2020-09-07,11.2834,11.3583,11.0589,11.2273,315725.0
2020-09-08,11.0401,11.2834,11.0027,11.0214,349666.0
2020-09-09,11.0495,11.2366,11.0214,11.1711,381756.0
2020-09-10,11.2273,11.2273,10.5443,10.5443,420215.0
2020-09-11,10.563,10.6565,10.3197,10.3759,292093.0
2020-09-12,10.563,10.6565,10.3197,10.3759,292093.0
2020-09-13,10.563,10.6565,10.3197,10.3759,292093.0
2020-09-14,10.4881,10.5256,10.2917,10.3572,284009.0
2020-09-15,10.4601,10.5723,10.3291,10.432,349324.0
2020-09-16,10.4507,10.8437,10.4226,10.7033,394151.0
2020-09-17,10.563,10.9185,10.4694,10.7969,535318.0
2020-09-18,10.9934,10.9934,10.6893,10.853,1142176.0
2020-09-19,10.9934,10.9934,10.6893,10.853,1142176.0
2020-09-20,10.9934,10.9934,10.6893,10.853,1142176.0
2020-09-21,10.6659,10.6659,10.17,10.3291,607847.0
2020-09-22,10.3572,10.7782,10.3384,10.7595,590144.0
2020-09-23,10.7501,11.0589,10.6753,10.6846,547524.0
2020-09-24,10.6285,11.0401,10.4975,10.8062,577569.0
2020-09-25,10.7875,11.115,10.7314,11.0495,514327.0
2020-09-26,10.7875,11.115,10.7314,11.0495,514327.0
2020-09-27,10.7875,11.115,10.7314,11.0495,514327.0
2020-09-28,11.3208,11.8915,11.3208,11.6015,472836.0
2020-09-29,11.6389,11.7231,11.246,11.3208,264405.0
2020-09-30,11.4339,11.6693,11.1325,11.2643,392526.0
2020-10-01,11.2549,11.4527,11.1325,11.2549,323435.0
2020-10-02,10.9253,11.6881,10.897,11.5375,613408.0
2020-10-03,10.9253,11.6881,10.897,11.5375,613408.0
2020-10-04,10.9253,11.6881,10.897,11.5375,613408.0
2020-10-05,11.707,12.3192,11.5563,12.2156,523731.0
2020-10-06,12.5452,13.0915,12.4039,12.7336,779875.0
2020-10-07,12.969,13.0161,12.6865,12.9314,426941.0
2020-10-08,13.1009,13.2893,12.8654,13.2045,336986.0
2020-10-09,13.3458,13.374,12.9314,12.9596,265251.0
2020-10-10,13.3458,13.374,12.9314,12.9596,265251.0
2020-10-11,13.3458,13.374,12.9314,12.9596,265251.0
2020-10-12,12.9596,13.1857,12.9408,13.1574,294728.0
2020-10-13,12.9596,13.2233,12.9125,13.1574,361125.0
2020-10-14,13.1951,13.4918,13.0726,13.1386,448103.0
2020-10-15,12.9502,13.3834,12.8372,13.2893,355647.0
2020-10-16,13.4494,13.8355,13.3175,13.4305,514561.0
2020-10-17,13.4494,13.8355,13.3175,13.4305,514561.0
2020-10-18,13.4494,13.8355,13.3175,13.4305,514561.0
2020-10-19,13.44,13.5718,13.261,13.4305,437376.0
2020-10-20,13.4776,13.6943,13.3364,13.4305,261918.0
2020-10-21,13.4305,13.7225,13.4305,13.5059,261421.0
2020-10-22,13.6189,13.9391,13.5542,13.8167,430453.0
2020-10-23,13.9015,14.1934,13.8732,13.9203,643852.0
2020-10-24,13.9015,14.1934,13.8732,13.9203,643852.0
2020-10-25,13.9015,14.1934,13.8732,13.9203,643852.0
2020-10-26,13.6754,13.9956,13.487,13.9862,469268.0
2020-10-27,13.8732,13.9771,13.6189,13.7413,352936.0
2020-10-28,13.3269,13.52,13.2233,13.3458,546464.0
2020-10-29,13.2516,13.5247,13.2045,13.4965,293160.0
2020-10-30,13.4211,13.6001,13.1292,13.4305,415725.0
2020-10-31,13.4211,13.6001,13.1292,13.4305,415725.0
2020-11-01,13.4211,13.6001,13.1292,13.4305,415725.0
2020-11-02,13.5812,14.0051,13.44,13.9768,436214.0
2020-11-03,14.1275,14.7114,14.1087,14.6267,660188.0
2020-11-04,14.3159,14.5702,14.1088,14.4195,549006.0
2020-11-05,14.815,16.2843,14.5984,15.9358,1077669.0
2020-11-06,16.1524,16.1619,15.1635,15.2671,980472.0
2020-11-07,16.1524,16.1619,15.1635,15.2671,980472.0
2020-11-08,16.1524,16.1619,15.1635,15.2671,980472.0
2020-11-09,16.256,16.6799,15.0505,15.5308,904725.0
2020-11-10,15.8322,16.4915,15.2577,16.2466,634652.0
2020-11-11,16.3785,16.3879,15.5402,16.1713,365985.0
2020-11-12,16.0017,16.0017,15.4932,15.5779,493415.0
2020-11-13,15.804,15.9546,15.5214,15.7192,341583.0
2020-11-14,15.804,15.9546,15.5214,15.7192,341583.0
2020-11-15,15.804,15.9546,15.5214,15.7192,341583.0
2020-11-16,16.2184,16.5668,15.9735,16.2937,353944.0
2020-11-17,16.0112,16.661,15.8869,16.6328,422684.0
2020-11-18,16.7081,16.8871,16.3408,16.3502,497667.0
2020-11-19,16.2749,16.4444,15.9264,16.3596,283457.0
2020-11-20,16.256,16.4821,16.0677,16.4161,259681.0
2020-11-21,16.256,16.4821,16.0677,16.4161,259681.0
2020-11-22,16.256,16.4821,16.0677,16.4161,259681.0
2020-11-23,16.5668,16.7646,16.5292,16.7175,223102.0
2020-11-24,16.7175,17.6123,16.7175,17.4051,347119.0
2020-11-25,17.1696,17.1696,16.7364,16.9436,204691.0
2020-11-26,17.1696,17.1696,16.7364,16.9436,204691.0
2020-11-27,16.9059,17.1602,16.774,16.9624,92262.0
2020-11-28,16.9059,17.1602,16.774,16.9624,92262.0
2020-11-29,16.9059,17.1602,16.774,16.9624,92262.0
2020-11-30,16.84,17.0189,16.5103,16.6516,458070.0
2020-12-01,16.8682,16.953,16.6799,16.6893,327557.0
2020-12-02,16.5668,17.1319,16.5668,16.9718,324269.0
2020-12-03,17.0283,17.1414,16.7364,16.9059,265058.0
2020-12-04,17.066,17.471,16.9907,17.4427,333189.0
2020-12-05,17.066,17.471,16.9907,17.4427,333189.0
2020-12-06,17.066,17.471,16.9907,17.4427,333189.0
2020-12-07,17.4427,17.4427,16.9436,17.0378,358257.0
2020-12-08,16.953,17.4616,16.953,17.4239,326919.0
2020-12-09,17.697,18.0549,17.6405,17.7159,438416.0
2020-12-10,17.5275,17.6547,17.0189,17.0848,520265.0
2020-12-11,16.9812,17.3674,16.8117,17.1225,330788.0
2020-12-12,16.9812,17.3674,16.8117,17.1225,330788.0
2020-12-13,16.9812,17.3674,16.8117,17.1225,330788.0
2020-12-14,17.2921,17.3141,15.9358,16.03,631968.0
2020-12-15,16.3031,16.7081,16.1713,16.661,688773.0
2020-12-16,16.727,16.8729,16.0394,16.2937,358657.0
2020-12-17,16.4444,16.5386,15.8981,15.9923,366431.0
2020-12-18,16.3785,16.6328,16.0583,16.3408,1317681.0
2020-12-19,16.3785,16.6328,16.0583,16.3408,1317681.0
2020-12-20,16.3785,16.6328,16.0583,16.3408,1317681.0
2020-12-21,15.9829,16.6516,15.9829,16.3879,419761.0
2020-12-22,16.322,16.4811,16.1242,16.2184,190140.0
2020-12-23,16.3691,16.5951,16.2089,16.4915,266149.0
2020-12-24,16.5951,16.5951,16.2937,16.3879,100491.0
2020-12-25,16.5951,16.5951,16.2937,16.3879,100491.0
2020-12-26,16.5951,16.5951,16.2937,16.3879,100491.0
2020-12-27,16.5951,16.5951,16.2937,16.3879,100491.0
2020-12-28,16.6045,16.6799,16.256,16.3314,238089.0
2020-12-29,16.4727,16.4727,15.9028,16.1148,417200.0
2020-12-30,16.3125,16.4444,16.0112,16.3408,201120.0
2020-12-31,16.3125,16.3596,16.0017,16.2278,207414.0
2021-01-01,16.3125,16.3596,16.0017,16.2278,207414.0
2021-01-02,16.3125,16.3596,16.0017,16.2278,207414.0
2021-01-03,16.3125,16.3596,16.0017,16.2278,207414.0
2021-01-04,16.3502,16.5009,15.6156,15.8416,489799.0
2021-01-05,15.7474,16.3031,15.7474,16.1524,333975.0
2021-01-06,16.3228,17.7232,16.3228,17.5529,597978.0
2021-01-07,17.6759,17.7705,17.3258,17.534,266306.0
2021-01-08,17.5718,17.5718,16.8432,17.0987,239661.0
2021-01-09,17.5718,17.5718,16.8432,17.0987,239661.0
2021-01-10,17.5718,17.5718,16.8432,17.0987,239661.0
2021-01-11,16.7864,17.2595,16.7675,17.0892,251415.0
2021-01-12,17.2595,17.3826,16.9473,17.3069,426192.0
2021-01-13,17.2028,17.2406,16.7107,16.8243,349618.0
2021-01-14,16.9567,17.2028,16.8527,16.881,390588.0
2021-01-15,16.6256,16.6256,16.0957,16.1524,528198.0
2021-01-16,16.6256,16.6256,16.0957,16.1524,528198.0
2021-01-17,16.6256,16.6256,16.0957,16.1524,528198.0
2021-01-18,16.6256,16.6256,16.0957,16.1524,528198.0
2021-01-19,16.4079,16.4552,15.9821,16.1146,278645.0
2021-01-20,16.2092,16.2755,15.9206,16.0484,256336.0
2021-01-21,16.0957,16.1714,15.9253,16.001,367270.0
2021-01-22,15.755,16.1524,15.755,16.1524,295477.0
2021-01-23,15.755,16.1524,15.755,16.1524,295477.0
2021-01-24,15.755,16.1524,15.755,16.1524,295477.0
2021-01-25,16.02,16.1998,15.5752,15.7739,400299.0
2021-01-26,16.0294,16.2471,15.8402,16.1808,456174.0
2021-01-27,15.7929,16.389,15.6982,16.1051,565145.0
2021-01-28,16.3228,16.5688,15.5752,15.6604,499736.0
2021-01-29,15.5658,16.0294,15.0832,15.0926,542700.0
2021-01-30,15.5658,16.0294,15.0832,15.0926,542700.0
2021-01-31,15.5658,16.0294,15.0832,15.0926,542700.0
2021-02-01,15.263,15.2724,14.6384,15.244,492815.0
2021-02-02,15.3671,15.4475,14.9649,15.3008,278876.0
2021-02-03,15.2724,15.7456,14.8088,15.6131,515354.0
2021-02-04,15.7077,15.9443,15.4901,15.8023,496691.0
2021-02-05,16.0484,16.0862,15.6415,15.9064,374693.0
2021-02-06,16.0484,16.0862,15.6415,15.9064,374693.0
2021-02-07,16.0484,16.0862,15.6415,15.9064,374693.0
2021-02-08,15.9064,16.5272,15.878,16.3322,483556.0
2021-02-09,16.3606,16.4742,16.0673,16.0957,413544.0
2021-02-10,16.1619,16.4647,15.8496,15.8591,351512.0
2021-02-11,15.8591,16.0767,15.3292,15.6793,470740.0
2021-02-12,15.5847,15.897,15.4428,15.8686,318204.0
2021-02-13,15.5847,15.897,15.4428,15.8686,318204.0
2021-02-14,15.5847,15.897,15.4428,15.8686,318204.0
2021-02-15,15.5847,15.897,15.4428,15.8686,318204.0
2021-02-16,16.001,16.3322,15.9253,16.1051,514843.0
2021-02-17,16.0294,16.6729,15.9632,16.3512,493756.0
2021-02-18,16.266,16.3322,15.8402,15.8402,298295.0
2021-02-19,15.9537,16.2849,15.9537,16.1903,296064.0
2021-02-20,15.9537,16.2849,15.9537,16.1903,296064.0
2021-02-21,15.9537,16.2849,15.9537,16.1903,296064.0
2021-02-22,16.143,16.7297,16.0578,16.5215,309262.0
2021-02-23,16.4552,16.512,15.9727,16.2376,419576.0
2021-02-24,16.3228,16.6161,16.2471,16.4931,338389.0
2021-02-25,16.4458,16.635,15.9443,15.9916,491170.0
2021-02-26,15.9916,16.0862,15.4966,15.6888,450147.0
2021-02-27,15.9916,16.0862,15.4966,15.6888,450147.0
2021-02-28,15.9916,16.0862,15.4966,15.6888,450147.0
2021-03-01,16.0105,16.7486,15.9253,16.5688,455228.0
2021-03-02,16.6066,16.8148,16.3985,16.5499,393351.0
2021-03-03,16.5877,17.2312,16.4931,16.9757,609358.0
2021-03-04,16.9284,17.0419,16.1524,16.5309,605851.0
2021-03-05,16.9,16.9946,16.3606,16.9284,400976.0
2021-03-06,16.9,16.9946,16.3606,16.9284,400976.0
2021-03-07,16.9,16.9946,16.3606,16.9284,400976.0
2021-03-08,17.023,17.4961,16.9662,16.9851,425919.0
2021-03-09,17.1271,17.4961,16.7959,17.2501,407757.0
2021-03-10,17.3542,17.9503,17.0798,17.9125,338470.0
2021-03-11,17.9787,19.3602,17.8651,19.171,1055310.0
2021-03-12,18.9533,19.4454,18.9533,19.3413,285694.0
2021-03-13,18.9533,19.4454,18.9533,19.3413,285694.0
2021-03-14,18.9533,19.4454,18.9533,19.3413,285694.0
2021-03-15,19.171,19.1804,18.4707,18.9912,352724.0
2021-03-16,18.9628,18.9628,18.5559,18.7357,379666.0
2021-03-17,18.8019,18.9155,18.5086,18.8587,270592.0
2021-03-18,18.7357,19.1047,18.3667,18.4518,496687.0
2021-03-19,18.4518,18.4518,18.0449,18.1206,1175738.0
2021-03-20,18.4518,18.4518,18.0449,18.1206,1175738.0
2021-03-21,18.4518,18.4518,18.0449,18.1206,1175738.0
2021-03-22,18.1679,18.2531,17.4677,17.7611,545410.0
2021-03-23,17.4866,17.78,16.4836,16.5783,326103.0
2021-03-24,16.777,17.2028,16.5593,16.7959,312545.0
2021-03-25,16.5877,17.4488,16.5262,17.2974,412280.0
2021-03-26,17.7611,17.9503,17.4772,17.657,359880.0
2021-03-27,17.7611,17.9503,17.4772,17.657,359880.0
2021-03-28,17.7611,17.9503,17.4772,17.657,359880.0
2021-03-29,17.7327,18.1206,17.3352,17.3352,490954.0
2021-03-30,17.2974,17.9503,17.2974,17.7137,362146.0
2021-03-31,17.9314,18.3667,17.78,17.7894,595343.0
2021-04-01,17.8273,18.0544,17.2501,17.4488,371165.0
2021-04-02,17.8273,18.0544,17.2501,17.4488,371165.0
2021-04-03,17.8273,18.0544,17.2501,17.4488,371165.0
2021-04-04,17.8273,18.0544,17.2501,17.4488,371165.0
2021-04-05,17.6097,17.8368,17.5623,17.7705,230649.0
2021-04-06,17.7611,18.3193,17.7611,18.1017,365930.0
2021-04-07,17.9592,17.9877,17.1752,17.5791,389296.0
2021-04-08,17.6076,17.7406,17.351,17.7121,270594.0
2021-04-09,17.7121,17.9117,17.5981,17.8356,275868.0
2021-04-10,17.7121,17.9117,17.5981,17.8356,275868.0
2021-04-11,17.7121,17.9117,17.5981,17.8356,275868.0
2021-04-12,17.8071,18.2347,17.8071,18.1492,208652.0
2021-04-13,18.1492,18.1635,17.5221,17.8071,473701.0
2021-04-14,17.9687,18.3013,17.8356,17.8642,234838.0
2021-04-15,17.8642,18.0542,17.5031,18.0447,229575.0
2021-04-16,18.2442,18.3298,17.7976,17.9497,255208.0
2021-04-17,18.2442,18.3298,17.7976,17.9497,255208.0
2021-04-18,18.2442,18.3298,17.7976,17.9497,255208.0
2021-04-19,17.8452,17.9117,17.4271,17.6456,249638.0
2021-04-20,17.5221,17.6171,17.0517,17.275,282450.0
2021-04-21,17.2655,17.6314,17.1515,17.5506,186211.0
2021-04-22,17.6456,17.6456,17.237,17.3225,338896.0
2021-04-23,17.4556,17.9592,17.4271,17.5981,336274.0
2021-04-24,17.4556,17.9592,17.4271,17.5981,336274.0
2021-04-25,17.4556,17.9592,17.4271,17.5981,336274.0
2021-04-26,17.7121,17.8773,17.5031,17.5791,295817.0
2021-04-27,17.4461,17.6646,17.3225,17.6456,326244.0
2021-04-28,17.3985,17.5316,17.0072,17.351,450588.0
2021-04-29,17.6646,17.7406,16.9995,17.294,389261.0
2021-04-30,17.066,17.104,16.5528,16.7334,524950.0
2021-05-01,17.066,17.104,16.5528,16.7334,524950.0
2021-05-02,17.066,17.104,16.5528,16.7334,524950.0
2021-05-03,16.9044,17.2893,16.7904,17.199,390937.0
2021-05-04,17.0375,17.1515,16.8474,16.9709,284677.0
2021-05-05,17.066,17.1135,16.7904,16.8284,180283.0
2021-05-06,16.9139,17.1515,16.6669,17.104,308819.0
2021-05-07,17.009,17.3795,16.9947,17.332,136494.0
2021-05-08,17.009,17.3795,16.9947,17.332,136494.0
2021-05-09,17.009,17.3795,16.9947,17.332,136494.0
2021-05-10,17.4366,17.5411,16.9044,16.9234,332695.0
2021-05-11,16.6669,16.7952,16.3248,16.3628,230067.0
2021-05-12,16.1823,16.4008,15.7452,15.8307,395643.0
2021-05-13,15.8497,16.3058,15.8497,16.1728,443558.0
2021-05-14,16.3438,16.5528,16.2013,16.5338,195113.0
2021-05-15,16.3438,16.5528,16.2013,16.5338,195113.0
2021-05-16,16.3438,16.5528,16.2013,16.5338,195113.0
2021-05-17,16.4388,16.6194,16.2773,16.2773,218596.0
2021-05-18,16.2963,16.3295,15.7262,15.7262,224075.0
2021-05-19,15.4316,15.7452,15.1845,15.7072,293570.0
2021-05-20,15.8022,15.8022,15.08,15.1655,314667.0
2021-05-21,15.3556,15.5171,15.1655,15.3936,206586.0
2021-05-22,15.3556,15.5171,15.1655,15.3936,206586.0
2021-05-23,15.3556,15.5171,15.1655,15.3936,206586.0
2021-05-24,15.3651,15.3651,15.1465,15.2605,192077.0
2021-05-25,15.3176,15.4506,14.8234,14.8234,301690.0
2021-05-26,14.852,15.1085,14.7569,15.0515,263525.0
2021-05-27,15.3176,15.3746,15.156,15.2035,371946.0
