,WASH US Equity,WASH US Equity,WASH US Equity,WASH US Equity,WASH US Equity
2021-03-15,45.4132,45.5638,43.7151,44.3258,72000.0
2021-03-16,44.3258,44.3258,43.1798,43.8824,73753.0
2021-03-17,44.0832,44.3826,43.1463,43.6817,48744.0
2021-03-18,43.9242,45.6071,43.6817,44.0999,69978.0
2021-03-19,44.1919,45.1455,43.3136,44.9949,360594.0
2021-03-20,44.1919,45.1455,43.3136,44.9949,360594.0
2021-03-21,44.1919,45.1455,43.3136,44.9949,360594.0
2021-03-22,44.4847,44.4847,43.1463,43.6566,89899.0
2021-03-23,43.0626,43.4056,42.109,42.1927,98211.0
2021-03-24,42.8619,44.6353,42.5357,42.8117,74350.0
2021-03-25,42.4269,44.0999,42.1756,43.874,59706.0
2021-03-26,44.4429,45.0861,43.6649,44.309,86250.0
2021-03-27,44.4429,45.0861,43.6649,44.309,86250.0
2021-03-28,44.4429,45.0861,43.6649,44.309,86250.0
2021-03-29,44.2086,44.2421,43.0626,43.4893,43226.0
2021-03-30,43.506,44.4582,43.506,44.0748,71950.0
2021-03-31,44.0157,44.3114,43.2046,43.6186,71654.0
2021-04-01,42.2584,44.0917,42.2584,43.9227,40063.0
2021-04-02,42.2584,44.0917,42.2584,43.9227,40063.0
2021-04-03,42.2584,44.0917,42.2584,43.9227,40063.0
2021-04-04,42.2584,44.0917,42.2584,43.9227,40063.0
2021-04-05,44.1677,44.5141,43.4158,44.3283,57919.0
2021-04-06,44.1255,44.5226,42.3936,43.796,38492.0
2021-04-07,44.0833,44.1288,43.0272,43.4919,46142.0
2021-04-08,43.3145,43.6693,42.7231,43.6439,30561.0
2021-04-09,43.9227,44.1593,43.2891,44.0917,71656.0
2021-04-10,43.9227,44.1593,43.2891,44.0917,71656.0
2021-04-11,43.9227,44.1593,43.2891,44.0917,71656.0
2021-04-12,44.2269,44.4803,44.0241,44.2607,34328.0
2021-04-13,44.0072,44.0157,42.8245,42.892,40283.0
2021-04-14,42.8076,43.9772,42.6,43.5595,34480.0
2021-04-15,43.6186,43.6313,42.5879,43.3145,60497.0
2021-04-16,43.7538,43.9143,43.0779,43.627,41125.0
2021-04-17,43.7538,43.9143,43.0779,43.627,41125.0
2021-04-18,43.7538,43.9143,43.0779,43.627,41125.0
2021-04-19,43.5172,44.0473,42.7653,43.4412,37068.0
2021-04-20,43.2553,43.5088,41.9796,42.0895,54387.0
2021-04-21,42.1993,43.2215,42.1993,42.9512,44465.0
2021-04-22,44.5817,44.5817,42.74,43.0695,83713.0
2021-04-23,43.2384,45.0802,43.2384,44.7084,74909.0
2021-04-24,43.2384,45.0802,43.2384,44.7084,74909.0
2021-04-25,43.2384,45.0802,43.2384,44.7084,74909.0
2021-04-26,44.8436,45.2322,43.9481,44.1001,39087.0
2021-04-27,44.3367,44.3367,43.2891,43.7369,37330.0
2021-04-28,44.4761,44.4761,43.382,43.4412,28165.0
2021-04-29,43.7031,44.1306,43.1032,43.3314,24751.0
2021-04-30,42.9343,43.4243,42.5288,43.1286,65041.0
2021-05-01,42.9343,43.4243,42.5288,43.1286,65041.0
2021-05-02,42.9343,43.4243,42.5288,43.1286,65041.0
2021-05-03,43.6101,44.117,43.4919,43.9312,36771.0
2021-05-04,43.8467,44.2895,43.0272,43.9734,48488.0
2021-05-05,43.8805,44.1762,43.4243,43.8805,27637.0
2021-05-06,44.0579,44.9365,43.0184,44.7591,41062.0
2021-05-07,44.3789,44.5901,43.8045,44.2945,58786.0
2021-05-08,44.3789,44.5901,43.8045,44.2945,58786.0
2021-05-09,44.3789,44.5901,43.8045,44.2945,58786.0
2021-05-10,44.5986,44.9914,43.9058,44.2776,62027.0
2021-05-11,43.6017,44.1206,43.1793,43.4327,61692.0
2021-05-12,43.5932,44.2269,42.4189,42.9005,73554.0
2021-05-13,42.9596,45.2914,42.7188,44.8351,54775.0
2021-05-14,45.2998,45.2998,44.2269,45.1055,29424.0
2021-05-15,45.2998,45.2998,44.2269,45.1055,29424.0
2021-05-16,45.2998,45.2998,44.2269,45.1055,29424.0
2021-05-17,44.7929,45.5786,44.5057,45.5026,44628.0
2021-05-18,45.3083,45.6208,44.7507,44.8605,47956.0
2021-05-19,44.3536,45.097,43.5257,44.776,54777.0
2021-05-20,44.5901,44.6324,43.8467,44.4634,43667.0
2021-05-21,44.8943,45.4223,44.4381,45.3083,47653.0
2021-05-22,44.8943,45.4223,44.4381,45.3083,47653.0
2021-05-23,44.8943,45.4223,44.4381,45.3083,47653.0
2021-05-24,45.2998,45.7814,44.5479,44.9112,34926.0
2021-05-25,45.0633,45.4561,43.5341,43.6608,95221.0
2021-05-26,44.0241,45.2576,43.6862,45.1139,68383.0
2021-05-27,44.9914,46.4234,44.9914,46.1362,67607.0
2021-05-28,46.4826,46.5417,45.4603,46.4572,89821.0
2021-05-29,46.4826,46.5417,45.4603,46.4572,89821.0
2021-05-30,46.4826,46.5417,45.4603,46.4572,89821.0
2021-05-31,46.4826,46.5417,45.4603,46.4572,89821.0
2021-06-01,46.6431,47.226,45.9377,46.9472,70892.0
2021-06-02,47.2598,47.2598,46.3896,46.6938,55084.0
2021-06-03,46.7445,47.226,46.2714,47.074,36064.0
2021-06-04,47.226,47.226,46.3812,46.7276,42388.0
2021-06-05,47.226,47.226,46.3812,46.7276,42388.0
2021-06-06,47.226,47.226,46.3812,46.7276,42388.0
2021-06-07,46.9641,47.1415,46.4657,47.1415,32223.0
2021-06-08,47.0064,47.4795,46.66,47.2429,47860.0
2021-06-09,47.0064,47.0064,46.2883,46.4319,72165.0
2021-06-10,46.7867,46.7867,45.832,46.0433,74641.0
2021-06-11,45.7095,46.2545,45.5702,45.7898,80984.0
2021-06-12,45.7095,46.2545,45.5702,45.7898,80984.0
2021-06-13,45.7095,46.2545,45.5702,45.7898,80984.0
2021-06-14,45.7729,45.9081,45.2914,45.7222,84877.0
2021-06-15,45.8743,46.1172,45.3445,46.0179,65594.0
2021-06-16,45.925,46.6093,45.3505,46.6093,115374.0
2021-06-17,46.736,46.7825,45.5279,45.7053,105853.0
2021-06-18,44.9154,45.5448,42.5963,42.7738,176172.0
2021-06-19,44.9154,45.5448,42.5963,42.7738,176172.0
2021-06-20,44.9154,45.5448,42.5963,42.7738,176172.0
2021-06-21,43.0948,46.4234,42.6386,44.3451,105518.0
2021-06-22,44.3029,44.3029,42.985,43.4327,145748.0
2021-06-23,43.5764,44.1677,43.1032,43.2976,90893.0
2021-06-24,43.6355,44.0833,43.23,43.9819,58048.0
2021-06-25,44.2522,44.6577,43.5257,43.9058,270276.0
2021-06-26,44.2522,44.6577,43.5257,43.9058,270276.0
2021-06-27,44.2522,44.6577,43.5257,43.9058,270276.0
2021-06-28,43.9227,43.9227,43.0441,43.6862,103890.0
2021-06-29,43.9396,44.7928,43.4412,43.5764,59913.0
2021-06-30,43.4056,44.1481,43.3971,43.8238,104518.0
2021-07-01,44.1908,44.6261,43.9604,44.5066,87921.0
2021-07-02,44.4383,44.4383,43.6787,43.6787,68711.0
2021-07-03,44.4383,44.4383,43.6787,43.6787,68711.0
2021-07-04,44.4383,44.4383,43.6787,43.6787,68711.0
2021-07-05,44.4383,44.4383,43.6787,43.6787,68711.0
2021-07-06,43.6105,43.6531,42.3858,42.7229,89185.0
2021-07-07,42.5607,44.358,42.2661,42.8338,74840.0
2021-07-08,42.8424,43.1155,42.1255,42.4498,89159.0
2021-07-09,43.3032,44.1567,42.9576,44.0799,98694.0
2021-07-10,43.3032,44.1567,42.9576,44.0799,98694.0
2021-07-11,43.3032,44.1567,42.9576,44.0799,98694.0
2021-07-12,43.6958,44.5236,43.5763,44.2164,84281.0
2021-07-13,44.1823,44.3018,43.2691,43.5081,55073.0
2021-07-14,44.1353,44.1353,43.2776,43.4654,78505.0
2021-07-15,43.4312,44.0543,43.2392,43.986,56146.0
2021-07-16,44.4127,44.4127,43.2051,43.4056,70822.0
2021-07-17,44.4127,44.4127,43.2051,43.4056,70822.0
2021-07-18,44.4127,44.4127,43.2051,43.4056,70822.0
2021-07-19,42.8594,43.5593,42.2535,42.5949,96956.0
2021-07-20,42.6205,44.1481,42.6205,43.0131,97462.0
2021-07-21,44.1524,44.5492,43.1923,43.5849,62314.0
2021-07-22,42.6461,43.4654,39.5567,39.898,173550.0
2021-07-23,40.9862,41.0672,40.1455,40.8795,69505.0
2021-07-24,40.9862,41.0672,40.1455,40.8795,69505.0
2021-07-25,40.9862,41.0672,40.1455,40.8795,69505.0
2021-07-26,41.0246,41.5025,40.8752,41.0672,78983.0
2021-07-27,40.5296,41.4086,40.2906,40.6149,57386.0
2021-07-28,40.7771,41.3105,40.3248,41.1355,55586.0
2021-07-29,41.4427,41.6134,41.1099,41.3403,85399.0
2021-07-30,41.1867,41.9803,41.1867,41.6049,67128.0
2021-07-31,41.1867,41.9803,41.1867,41.6049,67128.0
2021-08-01,41.1867,41.9803,41.1867,41.6049,67128.0
2021-08-02,41.4854,42.676,41.3489,41.5025,62031.0
2021-08-03,41.7244,42.3175,41.2294,42.2364,40526.0
2021-08-04,41.6732,42.4536,41.494,41.7841,39495.0
2021-08-05,41.8524,42.5522,41.7355,42.5522,30511.0
2021-08-06,43.0557,44.1225,42.6632,43.7982,61465.0
2021-08-07,43.0557,44.1225,42.6632,43.7982,61465.0
2021-08-08,43.0557,44.1225,42.6632,43.7982,61465.0
2021-08-09,43.7897,44.4255,43.3437,44.0201,67015.0
2021-08-10,43.38,44.5407,43.38,44.4468,39140.0
2021-08-11,44.5663,44.9717,44.1311,44.9504,47660.0
2021-08-12,44.7626,44.9461,44.5578,44.7114,38373.0
2021-08-13,44.5151,44.6175,44.2505,44.4383,25485.0
2021-08-14,44.5151,44.6175,44.2505,44.4383,25485.0
2021-08-15,44.5151,44.6175,44.2505,44.4383,25485.0
2021-08-16,44.2847,44.7797,43.7897,44.3786,33375.0
2021-08-17,44.3786,44.4724,43.363,43.9092,34980.0
2021-08-18,43.9518,44.5066,43.4398,43.6446,30459.0
2021-08-19,43.7385,43.7385,43.1289,43.5678,36472.0
2021-08-20,43.4227,44.7967,43.4184,44.6431,73267.0
2021-08-21,43.4227,44.7967,43.4184,44.6431,73267.0
2021-08-22,43.4227,44.7967,43.4184,44.6431,73267.0
2021-08-23,44.6858,44.8223,44.2932,44.6943,30272.0
2021-08-24,44.5578,44.737,44.1993,44.3359,45591.0
2021-08-25,44.2335,44.976,44.2335,44.6517,54009.0
2021-08-26,44.8053,44.9077,44.4468,44.6346,47799.0
2021-08-27,44.848,46.1025,44.7989,45.9659,45403.0
2021-08-28,44.848,46.1025,44.7989,45.9659,45403.0
2021-08-29,44.848,46.1025,44.7989,45.9659,45403.0
2021-08-30,46.0854,46.0854,43.5252,44.865,36106.0
2021-08-31,45.0869,45.5307,44.9333,45.4539,51840.0
2021-09-01,45.4454,45.6246,44.8778,45.1808,39819.0
2021-09-02,45.1125,45.9233,45.1125,45.6843,28354.0
2021-09-03,45.8038,45.9318,45.488,45.6587,35161.0
2021-09-04,45.8038,45.9318,45.488,45.6587,35161.0
2021-09-05,45.8038,45.9318,45.488,45.6587,35161.0
2021-09-06,45.8038,45.9318,45.488,45.6587,35161.0
2021-09-07,45.7441,46.0854,44.7199,45.0016,43087.0
2021-09-08,44.9674,45.4418,43.5251,43.9177,52795.0
2021-09-09,43.9177,44.3615,43.6446,43.7556,53758.0
2021-09-10,43.9518,43.9518,42.6717,42.7314,34838.0
2021-09-11,43.9518,43.9518,42.6717,42.7314,34838.0
2021-09-12,43.9518,43.9518,42.6717,42.7314,34838.0
2021-09-13,43.2264,43.2904,42.5693,43.0643,40874.0
2021-09-14,43.2435,43.2435,42.3047,42.6205,51394.0
2021-09-15,42.8765,43.0311,42.6376,42.9789,31445.0
2021-09-16,43.2862,43.2862,42.373,42.4327,30681.0
2021-09-17,42.3047,43.7556,42.3047,43.7556,178362.0
2021-09-18,42.3047,43.7556,42.3047,43.7556,178362.0
2021-09-19,42.3047,43.7556,42.3047,43.7556,178362.0
2021-09-20,42.8253,43.0557,41.7073,42.5522,61627.0
2021-09-21,42.8594,42.8765,42.2108,42.4071,25333.0
2021-09-22,42.757,43.1667,42.3346,42.7826,30319.0
2021-09-23,42.4413,44.2079,42.4413,43.9689,33366.0
2021-09-24,44.0799,44.6343,43.0016,44.5236,34313.0
2021-09-25,44.0799,44.6343,43.0016,44.5236,34313.0
2021-09-26,44.0799,44.6343,43.0016,44.5236,34313.0
2021-09-27,44.9333,46.3329,44.5919,46.0769,51478.0
2021-09-28,46.2305,46.5121,45.4539,45.5051,31375.0
2021-09-29,45.7185,46.239,45.6246,46.2049,23869.0
2021-09-30,46.7047,46.7047,45.4811,45.6534,36686.0
2021-10-01,45.6276,47.17,45.6276,46.7047,44553.0
2021-10-02,45.6276,47.17,45.6276,46.7047,44553.0
2021-10-03,45.6276,47.17,45.6276,46.7047,44553.0
2021-10-04,46.6185,46.778,45.8473,46.1015,40328.0
2021-10-05,46.1877,46.4376,45.7568,46.0412,40914.0
2021-10-06,45.6362,46.2911,45.0158,46.2135,33402.0
2021-10-07,46.3428,47.2562,46.3428,47.127,43791.0
2021-10-08,47.2648,47.6526,46.5992,47.2562,35903.0
2021-10-09,47.2648,47.6526,46.5992,47.2562,35903.0
2021-10-10,47.2648,47.6526,46.5992,47.2562,35903.0
2021-10-11,47.3855,47.7043,47.226,47.4286,32484.0
2021-10-12,47.3165,47.5492,46.8254,47.2304,28026.0
2021-10-13,47.2217,47.3079,46.6832,47.2217,24652.0
2021-10-14,47.7215,47.8508,47.1807,47.7388,29541.0
2021-10-15,48.1696,48.2558,47.127,47.127,44179.0
2021-10-16,48.1696,48.2558,47.127,47.127,44179.0
2021-10-17,48.1696,48.2558,47.127,47.127,44179.0
2021-10-18,47.2562,47.6009,46.9374,46.9546,23650.0
2021-10-19,47.2304,47.2562,46.7564,47.0408,19114.0
2021-10-20,47.0322,47.7388,46.7306,47.6181,24683.0
2021-10-21,47.4716,47.6483,46.7479,47.1183,22889.0
2021-10-22,47.2562,47.4458,47.0322,47.4199,20534.0
2021-10-23,47.2562,47.4458,47.0322,47.4199,20534.0
2021-10-24,47.2562,47.4458,47.0322,47.4199,20534.0
2021-10-25,47.5233,47.7732,47.1183,47.7215,27886.0
2021-10-26,48.1093,48.7728,47.032,48.1438,51763.0
2021-10-27,48.1179,48.1179,46.3514,46.3859,33947.0
2021-10-28,46.8167,48.1955,46.7306,47.1097,26869.0
2021-10-29,47.0925,47.5147,46.7133,47.1011,36593.0
2021-10-30,47.0925,47.5147,46.7133,47.1011,36593.0
2021-10-31,47.0925,47.5147,46.7133,47.1011,36593.0
2021-11-01,47.3855,48.1782,47.3855,48.0145,35745.0
2021-11-02,47.9197,48.2558,47.2734,47.3855,36841.0
2021-11-03,47.1356,49.2295,47.1356,48.7556,35450.0
2021-11-04,48.9279,48.9279,47.4975,48.5143,32605.0
2021-11-05,48.7728,49.893,48.5315,49.2812,48863.0
2021-11-06,48.7728,49.893,48.5315,49.2812,48863.0
2021-11-07,48.7728,49.893,48.5315,49.2812,48863.0
2021-11-08,49.557,49.7121,48.971,49.6604,29068.0
2021-11-09,49.3846,49.781,48.7814,49.557,27852.0
2021-11-10,49.5742,49.85,48.8633,49.7035,29494.0
2021-11-11,49.7724,50.3325,48.803,50.2119,23785.0
2021-11-12,50.4015,50.4015,49.2669,49.7293,28963.0
2021-11-13,50.4015,50.4015,49.2669,49.7293,28963.0
2021-11-14,50.4015,50.4015,49.2669,49.7293,28963.0
2021-11-15,48.9452,50.0999,48.9452,50.0912,32648.0
2021-11-16,50.1257,50.242,49.5742,49.8327,30686.0
2021-11-17,49.6345,49.6345,48.9538,49.4277,30979.0
2021-11-18,49.5484,49.8413,48.7901,49.8069,32757.0
2021-11-19,49.3071,50.6083,48.7728,49.0313,28025.0
2021-11-20,49.3071,50.6083,48.7728,49.0313,28025.0
2021-11-21,49.3071,50.6083,48.7728,49.0313,28025.0
2021-11-22,49.4191,50.2205,49.2812,49.5053,48563.0
2021-11-23,49.7552,50.367,49.7121,50.2722,37067.0
2021-11-24,50.0912,50.2291,49.5914,49.85,19268.0
2021-11-25,50.0912,50.2291,49.5914,49.85,19268.0
2021-11-26,48.4454,49.2769,46.9546,47.5923,42182.0
2021-11-27,48.4454,49.2769,46.9546,47.5923,42182.0
2021-11-28,48.4454,49.2769,46.9546,47.5923,42182.0
2021-11-29,48.3592,48.3592,46.8857,47.127,49898.0
2021-11-30,46.5324,46.9632,46.136,46.36,70889.0
2021-12-01,47.2648,47.5449,45.8085,45.843,58219.0
2021-12-02,45.9981,47.3424,45.9981,47.2304,42248.0
2021-12-03,47.3941,47.3941,46.3083,46.5668,33016.0
2021-12-04,47.3941,47.3941,46.3083,46.5668,33016.0
2021-12-05,47.3941,47.3941,46.3083,46.5668,33016.0
2021-12-06,46.834,47.8249,46.653,47.3338,36816.0
2021-12-07,47.7388,47.7388,46.6272,47.0149,28400.0
2021-12-08,47.5406,47.5406,46.6034,47.0063,24708.0
2021-12-09,46.7047,47.127,46.6013,46.8167,25423.0
2021-12-10,46.9029,46.9029,46.3514,46.5755,26984.0
2021-12-11,46.9029,46.9029,46.3514,46.5755,26984.0
2021-12-12,46.9029,46.9029,46.3514,46.5755,26984.0
2021-12-13,46.5755,46.7909,45.7137,46.2997,56375.0
2021-12-14,46.4204,47.2467,46.0757,46.3686,89393.0
2021-12-15,46.653,47.6267,46.248,47.2476,49251.0
2021-12-16,47.8077,48.7039,47.0322,48.4109,73685.0
2021-12-17,48.5315,48.7728,46.9732,47.5492,212068.0
2021-12-18,48.5315,48.7728,46.9732,47.5492,212068.0
2021-12-19,48.5315,48.7728,46.9732,47.5492,212068.0
2021-12-20,47.0494,47.1183,45.7801,46.8512,50338.0
2021-12-21,47.3768,48.0231,47.2562,47.9025,42557.0
2021-12-22,47.588,48.4368,47.588,48.3851,35960.0
2021-12-23,48.6694,49.1003,48.3937,48.6177,23077.0
2021-12-24,48.6694,49.1003,48.3937,48.6177,23077.0
2021-12-25,48.6694,49.1003,48.3937,48.6177,23077.0
2021-12-26,48.6694,49.1003,48.3937,48.6177,23077.0
2021-12-27,48.6005,49.1434,48.1705,49.0313,26490.0
2021-12-28,48.5143,49.4105,48.2644,49.1692,21613.0
2021-12-29,49.376,49.445,49.1606,49.4363,17161.0
2021-12-30,49.5225,49.8622,48.6866,48.8848,49543.0
2021-12-31,48.8501,49.2024,48.1215,49.0415,30232.0
2022-01-01,48.8501,49.2024,48.1215,49.0415,30232.0
2022-01-02,48.8501,49.2024,48.1215,49.0415,30232.0
2022-01-03,49.4242,50.1637,49.259,49.6591,33445.0
2022-01-04,49.9897,51.0076,49.9897,50.3638,26613.0
2022-01-05,50.4769,51.0685,50.0767,50.1985,34365.0
2022-01-06,50.6683,51.6427,50.6335,51.6427,40928.0
2022-01-07,51.9037,52.7041,50.6944,52.6432,49808.0
2022-01-08,51.9037,52.7041,50.6944,52.6432,49808.0
2022-01-09,51.9037,52.7041,50.6944,52.6432,49808.0
2022-01-10,52.9738,53.0347,52.1473,52.4605,59992.0
2022-01-11,52.5736,52.5736,51.3295,51.6775,82354.0
2022-01-12,52.0821,52.0821,50.8075,51.0337,53214.0
2022-01-13,51.2425,52.0255,51.2425,51.6862,69690.0
2022-01-14,51.4948,51.9646,50.7093,51.9646,36653.0
2022-01-15,51.4948,51.9646,50.7093,51.9646,36653.0
2022-01-16,51.4948,51.9646,50.7093,51.9646,36653.0
2022-01-17,51.4948,51.9646,50.7093,51.9646,36653.0
2022-01-18,51.9559,52.2865,51.0076,51.0772,60889.0
2022-01-19,51.4426,51.4426,50.2681,50.8075,67732.0
2022-01-20,50.6683,51.7471,50.2072,50.2681,81482.0
2022-01-21,49.9288,51.5296,49.9288,50.677,63777.0
2022-01-22,49.9288,51.5296,49.9288,50.677,63777.0
2022-01-23,49.9288,51.5296,49.9288,50.677,63777.0
2022-01-24,50.4595,51.6862,49.8679,51.5992,52035.0
2022-01-25,51.3556,51.4861,50.3551,51.0076,74884.0
2022-01-26,51.1903,51.4165,49.1894,50.0767,77534.0
2022-01-27,48.7457,51.5818,48.7457,50.0593,60549.0
2022-01-28,50.1811,50.416,48.4238,49.5286,42214.0
2022-01-29,50.1811,50.416,48.4238,49.5286,42214.0
2022-01-30,50.1811,50.416,48.4238,49.5286,42214.0
2022-01-31,49.0067,49.6765,48.5282,49.6591,78513.0
2022-02-01,49.4503,50.3638,48.8501,50.0854,73630.0
2022-02-02,49.8679,49.9027,49.3894,49.7461,46119.0
2022-02-03,49.9332,50.4769,49.1198,49.3198,53156.0
2022-02-04,49.372,49.4155,48.8588,49.259,48247.0
2022-02-05,49.372,49.4155,48.8588,49.259,48247.0
2022-02-06,49.372,49.4155,48.8588,49.259,48247.0
2022-02-07,49.2416,49.3807,48.3803,49.372,67464.0
2022-02-08,49.372,50.403,49.372,50.0506,71623.0
2022-02-09,49.7461,50.2768,48.65,48.7631,59590.0
2022-02-10,48.9371,49.4155,48.6761,49.2329,53307.0
2022-02-11,49.0241,49.7374,48.7283,48.8501,42667.0
2022-02-12,49.0241,49.7374,48.7283,48.8501,42667.0
2022-02-13,49.0241,49.7374,48.7283,48.8501,42667.0
2022-02-14,48.9197,49.7546,48.0102,48.5021,47370.0
2022-02-15,48.9458,49.4068,48.8327,48.9719,44506.0
2022-02-16,48.7892,49.2329,48.6674,49.1198,23983.0
2022-02-17,48.7892,48.7892,47.9888,48.2237,34821.0
2022-02-18,48.1454,49.0154,48.0323,48.6848,62638.0
2022-02-19,48.1454,49.0154,48.0323,48.6848,62638.0
2022-02-20,48.1454,49.0154,48.0323,48.6848,62638.0
2022-02-21,48.1454,49.0154,48.0323,48.6848,62638.0
2022-02-22,48.4238,48.5978,47.7974,48.0758,54961.0
2022-02-23,48.2759,49.0067,47.1536,47.2493,56496.0
2022-02-24,46.1096,46.8491,45.4484,46.6664,71417.0
2022-02-25,46.6751,48.4833,46.6751,47.8583,58397.0
2022-02-26,46.6751,48.4833,46.6751,47.8583,58397.0
2022-02-27,46.6751,48.4833,46.6751,47.8583,58397.0
2022-02-28,47.2232,47.5451,46.8929,47.2145,62859.0
2022-03-01,46.823,46.9013,44.9351,45.3353,129295.0
2022-03-02,46.0182,47.2928,45.5528,46.649,67356.0
2022-03-03,47.0318,47.2376,46.5794,46.8839,54432.0
2022-03-04,46.4837,46.5794,45.9269,46.4141,66850.0
2022-03-05,46.4837,46.5794,45.9269,46.4141,66850.0
2022-03-06,46.4837,46.5794,45.9269,46.4141,66850.0
2022-03-07,46.4141,46.5208,45.7268,45.7268,57351.0
2022-03-08,45.9443,46.5794,45.5615,45.9356,57472.0
2022-03-09,46.823,46.823,46.2401,46.3619,41116.0
2022-03-10,46.1183,46.8056,45.9356,46.736,37305.0
2022-03-11,47.0405,47.4407,46.7534,46.7708,48294.0
2022-03-12,47.0405,47.4407,46.7534,46.7708,48294.0
2022-03-13,47.0405,47.4407,46.7534,46.7708,48294.0
2022-03-14,47.2928,47.5712,46.5881,46.8839,82334.0
2022-03-15,47.1884,47.4783,46.2096,46.649,37942.0
2022-03-16,46.7621,47.2667,46.5533,47.1014,72321.0
2022-03-17,47.0927,47.2232,46.4445,47.0057,47009.0
2022-03-18,46.5968,47.1188,45.8747,46.5533,197734.0
2022-03-19,46.5968,47.1188,45.8747,46.5533,197734.0
2022-03-20,46.5968,47.1188,45.8747,46.5533,197734.0
2022-03-21,46.7708,47.1014,46.4228,46.7534,60017.0
2022-03-22,47.1014,47.7191,46.8855,47.2841,57980.0
2022-03-23,47.2058,47.2058,45.8486,45.8486,50705.0
2022-03-24,46.2314,46.3477,45.7181,46.1183,39604.0
2022-03-25,46.3184,47.3972,46.3184,47.2928,44587.0
2022-03-26,46.3184,47.3972,46.3184,47.2928,44587.0
2022-03-27,46.3184,47.3972,46.3184,47.2928,44587.0
2022-03-28,47.0492,47.1069,46.348,46.9187,37086.0
2022-03-29,47.2928,47.9192,46.8926,47.5799,43622.0
2022-03-30,47.6669,47.7365,46.3575,46.5185,73008.0
2022-03-31,46.5185,47.0194,46.0439,46.1406,59347.0
2022-04-01,46.4306,46.747,45.5429,45.9472,64394.0
2022-04-02,46.4306,46.747,45.5429,45.9472,64394.0
2022-04-03,46.4306,46.747,45.5429,45.9472,64394.0
2022-04-04,45.6792,46.2081,45.0859,45.6132,43666.0
2022-04-05,45.8505,46.1091,44.9541,45.0947,61438.0
2022-04-06,45.1035,45.6115,44.831,44.8398,60418.0
2022-04-07,43.17,43.6006,42.5184,43.2051,123555.0
2022-04-08,43.5567,43.6841,42.7657,42.8887,58912.0
2022-04-09,43.5567,43.6841,42.7657,42.8887,58912.0
2022-04-10,43.5567,43.6841,42.7657,42.8887,58912.0
2022-04-11,42.9591,43.6716,42.9591,43.0909,32887.0
2022-04-12,43.1173,43.6709,42.6251,42.8536,45294.0
2022-04-13,42.8096,43.3018,42.6602,43.1348,34452.0
2022-04-14,43.1788,43.3721,42.6251,42.8712,45598.0
2022-04-15,43.1788,43.3721,42.6251,42.8712,45598.0
2022-04-16,43.1788,43.3721,42.6251,42.8712,45598.0
2022-04-17,43.1788,43.3721,42.6251,42.8712,45598.0
2022-04-18,42.8272,43.17,42.6427,42.9239,32878.0
2022-04-19,43.1963,44.2114,43.1524,44.0664,47825.0
2022-04-20,44.4268,45.1329,44.1192,44.585,34907.0
2022-04-21,44.8486,45.2403,44.1192,44.3916,37594.0
2022-04-22,44.4795,44.4795,43.6094,43.6709,38932.0
2022-04-23,44.4795,44.4795,43.6094,43.6709,38932.0
2022-04-24,44.4795,44.4795,43.6094,43.6709,38932.0
2022-04-25,44.0049,44.0049,42.6251,43.5215,65602.0
2022-04-26,42.8712,43.4161,42.4845,42.4845,60975.0
2022-04-27,42.669,42.8975,42.0099,42.1417,44096.0
2022-04-28,42.4757,42.5724,41.6671,42.4054,36641.0
2022-04-29,42.3438,42.4889,41.1662,41.2541,64609.0
2022-04-30,42.3438,42.4889,41.1662,41.2541,64609.0
2022-05-01,42.3438,42.4889,41.1662,41.2541,64609.0
2022-05-02,41.3244,41.9571,40.8494,41.5001,57342.0
2022-05-03,41.7286,42.3702,40.902,42.089,44228.0
2022-05-04,42.1857,43.0162,41.8868,42.836,35434.0
2022-05-05,42.4933,42.4933,41.5617,42.0714,43419.0
2022-05-06,42.1681,42.2384,41.2628,41.9923,50510.0
2022-05-07,42.1681,42.2384,41.2628,41.9923,50510.0
2022-05-08,42.1681,42.2384,41.2628,41.9923,50510.0
2022-05-09,41.755,42.5284,41.6583,42.2296,53762.0
2022-05-10,42.4229,42.6251,41.1953,41.5617,52468.0
2022-05-11,41.7989,42.5724,41.3244,41.4826,50624.0
2022-05-12,41.6056,41.7506,40.7795,41.5177,43787.0
2022-05-13,41.588,41.755,40.9904,41.2365,44356.0
2022-05-14,41.588,41.755,40.9904,41.2365,44356.0
2022-05-15,41.588,41.755,40.9904,41.2365,44356.0
2022-05-16,41.4738,41.7286,40.7004,41.2189,32081.0
2022-05-17,41.6935,42.256,41.3859,42.1329,41729.0
2022-05-18,41.8165,41.8209,41.0783,41.2892,46868.0
2022-05-19,40.8761,41.2189,40.3664,40.4103,86192.0
2022-05-20,40.7531,40.8586,40.0764,40.7443,61033.0
2022-05-21,40.7531,40.8586,40.0764,40.7443,61033.0
2022-05-22,40.7531,40.8586,40.0764,40.7443,61033.0
2022-05-23,41.1222,42.0362,40.5685,41.6759,69682.0
2022-05-24,41.6671,42.379,41.0333,42.256,58136.0
2022-05-25,42.2911,42.9766,42.0626,42.4581,68061.0
2022-05-26,42.9151,43.438,42.88,43.17,62884.0
2022-05-27,43.0513,43.6226,43.0513,43.5479,57607.0
2022-05-28,43.0513,43.6226,43.0513,43.5479,57607.0
