,TRMK US Equity,TRMK US Equity,TRMK US Equity,TRMK US Equity,TRMK US Equity
2021-03-14,31.1253,32.2596,31.1253,32.2142,286769.0
2021-03-15,32.5137,32.5137,31.3068,31.8059,245029.0
2021-03-16,31.4701,31.7242,31.0164,31.6879,213271.0
2021-03-17,31.9964,32.1053,31.3703,31.697,198698.0
2021-03-18,32.0418,32.9493,31.7061,31.8694,215783.0
2021-03-19,31.579,32.2687,30.8803,32.069,959820.0
2021-03-20,31.579,32.2687,30.8803,32.069,959820.0
2021-03-21,31.579,32.2687,30.8803,32.069,959820.0
2021-03-22,31.7605,31.7605,30.6806,30.9347,220189.0
2021-03-23,30.6262,31.1253,29.7006,29.9093,321828.0
2021-03-24,30.2269,31.216,29.8458,29.8821,226828.0
2021-03-25,29.8549,30.9075,29.6144,30.726,188475.0
2021-03-26,31.1616,31.6153,30.7079,31.579,183204.0
2021-03-27,31.1616,31.6153,30.7079,31.579,183204.0
2021-03-28,31.1616,31.6153,30.7079,31.579,183204.0
2021-03-29,31.1162,31.6607,30.4992,30.6307,260536.0
2021-03-30,30.8803,31.5609,30.7079,30.9892,164936.0
2021-03-31,30.8077,31.2886,30.4583,30.5445,258767.0
2021-04-01,30.4992,30.9347,30.1997,30.7714,190446.0
2021-04-02,30.4992,30.9347,30.1997,30.7714,190446.0
2021-04-03,30.4992,30.9347,30.1997,30.7714,190446.0
2021-04-04,30.4992,30.9347,30.1997,30.7714,190446.0
2021-04-05,31.1797,31.1797,30.6806,31.0436,157184.0
2021-04-06,31.0436,31.2115,30.5536,30.6534,119885.0
2021-04-07,30.7442,30.8712,30.2179,30.2632,151181.0
2021-04-08,30.2088,30.2814,29.6915,30.1997,175921.0
2021-04-09,30.3721,30.6081,30.1543,30.5445,220909.0
2021-04-10,30.3721,30.6081,30.1543,30.5445,220909.0
2021-04-11,30.3721,30.6081,30.1543,30.5445,220909.0
2021-04-12,30.5718,30.8531,30.4356,30.6897,140972.0
2021-04-13,30.7079,31.0164,29.8095,29.8367,139167.0
2021-04-14,29.8004,30.726,29.8004,30.2904,219452.0
2021-04-15,30.3086,30.5264,29.4737,30.118,195532.0
2021-04-16,30.4719,30.4719,30.0364,30.2451,141073.0
2021-04-17,30.4719,30.4719,30.0364,30.2451,141073.0
2021-04-18,30.4719,30.4719,30.0364,30.2451,141073.0
2021-04-19,30.1725,30.4447,29.746,30.0273,170955.0
2021-04-20,29.7732,29.8503,29.1561,29.2741,203794.0
2021-04-21,29.1108,29.8367,29.1108,29.7732,129897.0
2021-04-22,29.7097,29.746,29.0247,29.1834,161507.0
2021-04-23,29.2832,30.4901,29.2832,30.2632,311976.0
2021-04-24,29.2832,30.4901,29.2832,30.2632,311976.0
2021-04-25,29.2832,30.4901,29.2832,30.2632,311976.0
2021-04-26,30.1906,30.7623,29.9365,30.0091,167791.0
2021-04-27,30.0182,30.9983,29.7278,30.3086,142400.0
2021-04-28,30.3086,31.0799,29.4375,29.8367,186744.0
2021-04-29,30.1362,30.3086,29.5826,29.8095,175420.0
2021-04-30,29.501,29.9184,29.2378,29.4102,319493.0
2021-05-01,29.501,29.9184,29.2378,29.4102,319493.0
2021-05-02,29.501,29.9184,29.2378,29.4102,319493.0
2021-05-03,29.6825,30.0863,29.4148,29.9093,224440.0
2021-05-04,29.5826,30.109,29.4012,29.9638,259490.0
2021-05-05,29.7823,30.2451,29.5055,30.2179,201814.0
2021-05-06,30.354,30.5718,29.9048,30.5264,133253.0
2021-05-07,30.0908,30.5445,29.9819,30.4719,124613.0
2021-05-08,30.0908,30.5445,29.9819,30.4719,124613.0
2021-05-09,30.0908,30.5445,29.9819,30.4719,124613.0
2021-05-10,30.5355,31.1253,30.3177,30.3449,243818.0
2021-05-11,30.0273,30.6806,30.0273,30.4084,182868.0
2021-05-12,30.6353,30.8621,29.6552,29.7823,234664.0
2021-05-13,29.6734,31.089,29.6734,30.8894,267710.0
2021-05-14,31.089,31.3612,30.8803,31.2614,142457.0
2021-05-15,31.089,31.3612,30.8803,31.2614,142457.0
2021-05-16,31.089,31.3612,30.8803,31.2614,142457.0
2021-05-17,31.1888,31.4338,30.9892,31.2977,111182.0
2021-05-18,31.1888,31.2977,30.4992,30.5173,166745.0
2021-05-19,30.0454,30.4719,29.7188,30.4629,161741.0
2021-05-20,30.3358,30.5173,29.991,30.4084,163839.0
2021-05-21,30.6897,30.9892,30.5627,30.844,159232.0
2021-05-22,30.6897,30.9892,30.5627,30.844,159232.0
2021-05-23,30.6897,30.9892,30.5627,30.844,159232.0
2021-05-24,30.8894,30.8984,30.4039,30.8712,201546.0
2021-05-25,30.8349,31.0436,29.7551,29.8095,384486.0
2021-05-26,29.8367,30.3358,29.5736,30.2814,147907.0
2021-05-27,30.6716,30.8168,30.1362,30.5536,128706.0
2021-05-28,30.4531,31.103,30.0328,30.6541,145004.0
2021-05-29,30.4531,31.103,30.0328,30.6541,145004.0
2021-05-30,30.4531,31.103,30.0328,30.6541,145004.0
2021-05-31,30.4531,31.103,30.0328,30.6541,145004.0
2021-06-01,30.8277,31.0196,30.6358,30.983,153735.0
2021-06-02,31.0013,31.0013,30.4714,30.5902,196030.0
2021-06-03,30.5993,30.8368,30.5764,30.6998,106591.0
2021-06-04,30.7363,30.846,30.3069,30.581,95649.0
2021-06-05,30.7363,30.846,30.3069,30.581,95649.0
2021-06-06,30.7363,30.846,30.3069,30.581,95649.0
2021-06-07,30.5902,30.9556,30.5171,30.6998,134807.0
2021-06-08,30.4988,30.8734,30.2592,30.7455,156147.0
2021-06-09,30.5353,30.5536,30.1516,30.2338,126933.0
2021-06-10,30.5445,30.6998,29.9688,29.9963,186684.0
2021-06-11,30.0968,30.3252,29.9688,30.1333,155257.0
2021-06-12,30.0968,30.3252,29.9688,30.1333,155257.0
2021-06-13,30.0968,30.3252,29.9688,30.1333,155257.0
2021-06-14,30.1516,30.2521,29.2379,29.4755,190255.0
2021-06-15,29.6856,30.2521,29.375,29.9232,182308.0
2021-06-16,29.7587,30.38,29.3567,30.179,163410.0
2021-06-17,30.3343,30.3343,28.8267,28.9272,179426.0
2021-06-18,28.4339,28.6166,27.712,27.7577,593694.0
2021-06-19,28.4339,28.6166,27.712,27.7577,593694.0
2021-06-20,28.4339,28.6166,27.712,27.7577,593694.0
2021-06-21,28.1141,28.9455,27.7669,28.7445,198176.0
2021-06-22,28.7171,29.0232,28.2785,28.6988,176424.0
2021-06-23,28.7902,29.0186,28.644,28.7171,131943.0
2021-06-24,28.845,29.2379,28.6075,29.2105,134585.0
2021-06-25,29.2836,29.6308,28.7628,29.0917,727048.0
2021-06-26,29.2836,29.6308,28.7628,29.0917,727048.0
2021-06-27,29.2836,29.6308,28.7628,29.0917,727048.0
2021-06-28,28.9272,28.9638,28.2694,28.5252,209279.0
2021-06-29,28.7811,28.845,28.2328,28.3242,167520.0
2021-06-30,28.1415,28.4704,28.0775,28.1415,210152.0
2021-07-01,28.5435,28.8998,28.3151,28.6257,272974.0
2021-07-02,28.5435,28.5663,28.0044,28.0867,183593.0
2021-07-03,28.5435,28.5663,28.0044,28.0867,183593.0
2021-07-04,28.5435,28.5663,28.0044,28.0867,183593.0
2021-07-05,28.5435,28.5663,28.0044,28.0867,183593.0
2021-07-06,27.9222,27.977,27.1364,27.575,211161.0
2021-07-07,27.3557,27.776,27.2095,27.3557,193910.0
2021-07-08,26.8166,27.3283,26.7344,26.972,194590.0
2021-07-09,27.4836,28.0501,27.4379,28.0227,209265.0
2021-07-10,27.4836,28.0501,27.4379,28.0227,209265.0
2021-07-11,27.4836,28.0501,27.4379,28.0227,209265.0
2021-07-12,27.7212,28.1323,27.6024,28.0592,134825.0
2021-07-13,27.9679,28.0181,27.3557,27.4562,104935.0
2021-07-14,27.511,27.9953,27.374,27.6115,206504.0
2021-07-15,27.3009,28.3699,27.3009,28.3699,288090.0
2021-07-16,28.4704,28.6623,27.6298,27.776,259144.0
2021-07-17,28.4704,28.6623,27.6298,27.776,259144.0
2021-07-18,28.4704,28.6623,27.6298,27.776,259144.0
2021-07-19,27.0542,27.374,26.6796,26.9354,450696.0
2021-07-20,26.8989,28.2877,26.8897,27.3831,358165.0
2021-07-21,27.7212,28.3333,27.575,27.9313,468652.0
2021-07-22,27.8491,28.0592,27.0999,27.2643,152878.0
2021-07-23,27.6207,27.7669,27.2552,27.7395,177078.0
2021-07-24,27.6207,27.7669,27.2552,27.7395,177078.0
2021-07-25,27.6207,27.7669,27.2552,27.7395,177078.0
2021-07-26,27.7943,28.2694,27.7577,27.9862,193867.0
2021-07-27,27.8308,28.1232,27.639,28.041,217385.0
2021-07-28,27.4288,28.1315,26.3232,27.4471,419372.0
2021-07-29,27.5476,28.0136,27.4014,27.6572,235115.0
2021-07-30,27.5659,27.9496,27.3374,27.4288,203146.0
2021-07-31,27.5659,27.9496,27.3374,27.4288,203146.0
2021-08-01,27.5659,27.9496,27.3374,27.4288,203146.0
2021-08-02,27.6024,28.0136,26.8258,26.8806,330884.0
2021-08-03,26.908,27.0633,26.3507,26.9994,205303.0
2021-08-04,26.5791,26.8715,26.3781,26.506,178681.0
2021-08-05,26.7618,27.2643,26.5791,27.2187,206914.0
2021-08-06,27.6481,28.3242,27.6481,28.0958,168230.0
2021-08-07,27.6481,28.3242,27.6481,28.0958,168230.0
2021-08-08,27.6481,28.3242,27.6481,28.0958,168230.0
2021-08-09,27.84,28.2054,27.6298,27.8126,87712.0
2021-08-10,27.7395,28.3608,27.6207,28.2328,106502.0
2021-08-11,28.242,28.7262,28.0958,28.7171,117539.0
2021-08-12,28.7902,28.9181,28.379,28.3973,180937.0
2021-08-13,28.3882,28.6075,28.0227,28.2146,81828.0
2021-08-14,28.3882,28.6075,28.0227,28.2146,81828.0
2021-08-15,28.3882,28.6075,28.0227,28.2146,81828.0
2021-08-16,28.2146,28.2968,27.776,28.0318,126982.0
2021-08-17,27.7943,28.1598,27.4197,27.7395,162662.0
2021-08-18,27.6755,28.0501,27.3923,27.4288,126554.0
2021-08-19,27.1456,27.3009,26.8897,27.2095,169873.0
2021-08-20,27.1182,27.7395,26.908,27.6207,144652.0
2021-08-21,27.1182,27.7395,26.908,27.6207,144652.0
2021-08-22,27.1182,27.7395,26.908,27.6207,144652.0
2021-08-23,27.8217,28.2328,27.5655,27.9039,160841.0
2021-08-24,27.8674,28.0136,27.7166,27.9679,132362.0
2021-08-25,29.7861,30.8734,29.777,30.3983,2121288.0
2021-08-26,30.4531,30.4531,29.3567,29.3932,1045852.0
2021-08-27,29.4389,29.9597,29.0095,29.4115,13076869.0
2021-08-28,29.4389,29.9597,29.0095,29.4115,13076869.0
2021-08-29,29.4389,29.9597,29.0095,29.4115,13076869.0
2021-08-30,29.6582,29.6582,28.8267,28.8542,479722.0
2021-08-31,28.9738,29.526,28.8449,29.1027,469063.0
2021-09-01,29.0566,29.0566,28.4538,28.7897,368387.0
2021-09-02,28.8173,29.0382,28.532,28.7253,271877.0
2021-09-03,28.8173,29.2775,28.4584,28.6241,293330.0
2021-09-04,28.8173,29.2775,28.4584,28.6241,293330.0
2021-09-05,28.8173,29.2775,28.4584,28.6241,293330.0
2021-09-06,28.8173,29.2775,28.4584,28.6241,293330.0
2021-09-07,28.8081,29.2315,28.5412,28.5412,372653.0
2021-09-08,28.4676,28.6885,28.1086,28.3019,183795.0
2021-09-09,28.2191,28.6056,28.0442,28.0442,245960.0
2021-09-10,28.2191,28.2191,27.5288,27.584,342288.0
2021-09-11,28.2191,28.2191,27.5288,27.584,342288.0
2021-09-12,28.2191,28.2191,27.5288,27.584,342288.0
2021-09-13,27.8785,28.419,27.4552,27.7313,356104.0
2021-09-14,27.7865,28.1178,27.1975,27.3907,344405.0
2021-09-15,27.4552,28.2375,27.3999,27.9798,361968.0
2021-09-16,28.1178,28.2651,27.6024,27.7681,263045.0
2021-09-17,27.7957,28.1685,27.7037,28.0994,1227553.0
2021-09-18,27.7957,28.1685,27.7037,28.0994,1227553.0
2021-09-19,27.7957,28.1685,27.7037,28.0994,1227553.0
2021-09-20,27.2895,27.7957,27.0161,27.7497,413825.0
2021-09-21,27.8325,28.2007,27.6576,27.7865,333387.0
2021-09-22,28.1086,28.394,27.9522,27.9982,360668.0
2021-09-23,28.2835,29.434,27.8969,29.0198,314091.0
2021-09-24,28.937,29.6733,28.937,29.3788,271293.0
2021-09-25,28.937,29.6733,28.937,29.3788,271293.0
2021-09-26,28.937,29.6733,28.937,29.3788,271293.0
2021-09-27,29.6917,30.428,29.4616,30.1243,248609.0
2021-09-28,30.3636,30.3636,27.3907,29.7009,222958.0
2021-09-29,29.7561,30.3452,29.4524,30.1795,237593.0
2021-09-30,30.3912,30.428,29.6273,29.6549,278532.0
2021-10-01,29.7193,30.382,29.6273,30.1151,272207.0
2021-10-02,29.7193,30.382,29.6273,30.1151,272207.0
2021-10-03,29.7193,30.382,29.6273,30.1151,272207.0
2021-10-04,30.0691,30.5569,29.9954,30.3452,240935.0
2021-10-05,29.9218,30.6029,29.5373,30.3084,336189.0
2021-10-06,30.0322,30.5661,29.6273,30.5477,335204.0
2021-10-07,30.6121,30.9388,30.4924,30.6765,257290.0
2021-10-08,30.6305,30.8422,30.521,30.6949,131311.0
2021-10-09,30.6305,30.8422,30.521,30.6949,131311.0
2021-10-10,30.6305,30.8422,30.521,30.6949,131311.0
2021-10-11,30.971,30.9848,30.4004,30.428,115827.0
2021-10-12,30.3268,30.5814,30.1887,30.5569,108488.0
2021-10-13,30.4832,30.4832,29.8758,30.2163,199170.0
2021-10-14,30.6121,30.7594,30.3268,30.6765,148304.0
2021-10-15,31.2011,31.2011,30.3728,30.4096,222206.0
2021-10-16,31.2011,31.2011,30.3728,30.4096,222206.0
2021-10-17,31.2011,31.2011,30.3728,30.4096,222206.0
2021-10-18,30.3728,30.6305,30.2531,30.3176,169028.0
2021-10-19,30.4004,30.4639,30.1611,30.3544,117584.0
2021-10-20,30.3176,30.971,30.3176,30.9342,191825.0
2021-10-21,30.8974,31.0079,30.5293,30.7962,199307.0
2021-10-22,30.5845,31.1919,30.5845,31.1551,236243.0
2021-10-23,30.5845,31.1919,30.5845,31.1551,236243.0
2021-10-24,30.5845,31.1919,30.5845,31.1551,236243.0
2021-10-25,31.2656,31.2932,30.9066,31.2011,131014.0
2021-10-26,31.2932,31.2932,30.7962,30.8606,166358.0
2021-10-27,30.8284,30.8284,28.3111,28.5504,343742.0
2021-10-28,28.6333,29.977,28.6056,29.2407,236154.0
2021-10-29,29.3512,29.5905,29.1303,29.2775,247304.0
2021-10-30,29.3512,29.5905,29.1303,29.2775,247304.0
2021-10-31,29.3512,29.5905,29.1303,29.2775,247304.0
2021-11-01,29.4708,30.4556,29.029,30.4004,263751.0
2021-11-02,30.4004,30.5016,30.0415,30.0691,179656.0
2021-11-03,29.9034,31.3024,29.9034,31.1459,226551.0
2021-11-04,31.1459,31.1459,30.2347,30.6673,185313.0
2021-11-05,30.9618,31.4865,30.8698,31.1275,219509.0
2021-11-06,30.9618,31.4865,30.8698,31.1275,219509.0
2021-11-07,30.9618,31.4865,30.8698,31.1275,219509.0
2021-11-08,30.7594,31.3024,30.7594,31.0723,106282.0
2021-11-09,30.8514,31.2656,30.7778,31.0447,179441.0
2021-11-10,31.1459,31.261,30.5753,31.0999,122733.0
2021-11-11,31.1735,31.6153,30.971,31.422,189577.0
2021-11-12,31.4773,31.4773,30.9342,31.1643,153708.0
2021-11-13,31.4773,31.4773,30.9342,31.1643,153708.0
2021-11-14,31.4773,31.4773,30.9342,31.1643,153708.0
2021-11-15,31.2288,31.284,30.8606,31.1551,244747.0
2021-11-16,31.1091,31.1091,30.6857,30.833,241975.0
2021-11-17,31.2103,31.2103,30.1887,30.5385,270097.0
2021-11-18,30.6029,30.8606,30.2623,30.4556,186326.0
2021-11-19,30.1335,31.1275,29.9218,30.1335,164705.0
2021-11-20,30.1335,31.1275,29.9218,30.1335,164705.0
2021-11-21,30.1335,31.1275,29.9218,30.1335,164705.0
2021-11-22,30.4924,31.2472,30.474,30.5477,228004.0
2021-11-23,30.8882,31.1275,30.8054,30.9802,162854.0
2021-11-24,30.787,31.0723,30.4372,30.4464,110256.0
2021-11-25,30.787,31.0723,30.4372,30.4464,110256.0
2021-11-26,29.9678,30.0046,28.5688,29.0658,218009.0
2021-11-27,29.9678,30.0046,28.5688,29.0658,218009.0
2021-11-28,29.9678,30.0046,28.5688,29.0658,218009.0
2021-11-29,29.526,30.1243,28.8542,29.0106,258652.0
2021-11-30,28.6398,29.0941,28.2411,28.3802,322088.0
2021-12-01,29.0941,29.5947,28.2689,28.2967,219355.0
2021-12-02,28.547,29.7802,28.3616,29.604,320203.0
2021-12-03,29.6874,29.6874,28.7417,29.0848,341548.0
2021-12-04,29.6874,29.6874,28.7417,29.0848,341548.0
2021-12-05,29.6874,29.6874,28.7417,29.0848,341548.0
2021-12-06,29.5391,30.5775,29.3258,30.1047,290923.0
2021-12-07,30.4013,30.5868,29.4186,29.6318,195170.0
2021-12-08,29.7616,30.2113,29.706,30.0119,196026.0
2021-12-09,29.6596,29.947,29.4835,29.5762,173890.0
2021-12-10,29.8172,29.8172,29.2795,29.6225,149370.0
2021-12-11,29.8172,29.8172,29.2795,29.6225,149370.0
2021-12-12,29.8172,29.8172,29.2795,29.6225,149370.0
2021-12-13,29.4835,29.553,29.0013,29.2331,206041.0
2021-12-14,29.2517,30.0583,29.0941,29.6689,503859.0
2021-12-15,29.8636,30.4106,29.3629,29.6504,754494.0
2021-12-16,30.0768,30.5868,29.8951,30.1788,518747.0
2021-12-17,30.1325,30.4662,29.159,29.8821,1548235.0
2021-12-18,30.1325,30.4662,29.159,29.8821,1548235.0
2021-12-19,30.1325,30.4662,29.159,29.8821,1548235.0
2021-12-20,29.451,29.7523,28.4729,28.9735,311619.0
2021-12-21,29.3908,29.8636,29.196,29.4742,243225.0
2021-12-22,29.3351,29.7153,29.1682,29.5762,216622.0
2021-12-23,29.8265,30.1139,29.6225,29.7153,158135.0
2021-12-24,29.8265,30.1139,29.6225,29.7153,158135.0
2021-12-25,29.8265,30.1139,29.6225,29.7153,158135.0
2021-12-26,29.8265,30.1139,29.6225,29.7153,158135.0
2021-12-27,29.7153,30.2623,29.4927,30.2345,174941.0
2021-12-28,30.1139,30.5126,30.1047,30.151,148707.0
2021-12-29,30.1881,30.3364,29.91,30.049,125584.0
2021-12-30,30.0768,30.4292,29.6504,30.1139,172558.0
2021-12-31,30.049,30.2715,29.6596,30.0954,119898.0
2022-01-01,30.049,30.2715,29.6596,30.0954,119898.0
2022-01-02,30.049,30.2715,29.6596,30.0954,119898.0
2022-01-03,30.3272,31.1338,30.1232,30.6702,192324.0
2022-01-04,30.9669,31.7735,30.596,31.3749,182921.0
2022-01-05,31.5047,31.9033,31.0967,31.3749,201089.0
2022-01-06,31.8013,32.5802,31.7086,32.3947,346292.0
2022-01-07,32.404,32.6821,31.6391,32.4874,172538.0
2022-01-08,32.404,32.6821,31.6391,32.4874,172538.0
2022-01-09,32.404,32.6821,31.6391,32.4874,172538.0
2022-01-10,32.3298,32.7285,31.9682,32.4874,252746.0
2022-01-11,32.4782,32.4782,31.7272,32.1351,348782.0
2022-01-12,32.1444,32.3855,31.9404,32.2649,272277.0
2022-01-13,32.302,32.7285,32.0239,32.3113,161622.0
2022-01-14,31.9868,32.6821,31.7179,32.6821,133994.0
2022-01-15,31.9868,32.6821,31.7179,32.6821,133994.0
2022-01-16,31.9868,32.6821,31.7179,32.6821,133994.0
2022-01-17,31.9868,32.6821,31.7179,32.6821,133994.0
2022-01-18,32.3391,32.6358,31.6669,32.2649,251586.0
2022-01-19,32.4318,32.4318,31.551,31.6066,227777.0
2022-01-20,31.4768,31.9497,30.596,30.6702,155912.0
2022-01-21,30.5126,31.3934,30.2623,30.4848,375287.0
2022-01-22,30.5126,31.3934,30.2623,30.4848,375287.0
2022-01-23,30.5126,31.3934,30.2623,30.4848,375287.0
2022-01-24,30.2159,31.3656,29.803,31.2451,328554.0
2022-01-25,30.902,31.7318,30.2994,31.2543,267165.0
2022-01-26,30.0119,31.3562,29.3908,30.253,324156.0
2022-01-27,30.355,31.208,29.5576,29.8729,277869.0
2022-01-28,29.8451,30.3862,28.9828,29.9378,308047.0
2022-01-29,29.8451,30.3862,28.9828,29.9378,308047.0
2022-01-30,29.8451,30.3862,28.9828,29.9378,308047.0
2022-01-31,29.5206,30.4013,29.2517,30.2066,360276.0
2022-02-01,30.151,30.3828,29.6921,30.2994,277699.0
2022-02-02,30.2252,30.2252,29.6504,29.9841,253266.0
2022-02-03,29.9563,30.4894,29.6782,29.8172,198244.0
2022-02-04,30.0119,30.4941,29.7292,30.2901,199130.0
2022-02-05,30.0119,30.4941,29.7292,30.2901,199130.0
2022-02-06,30.0119,30.4941,29.7292,30.2901,199130.0
2022-02-07,30.3364,30.5033,29.9563,30.3828,178186.0
2022-02-08,30.6424,31.004,30.4848,30.9206,153949.0
2022-02-09,30.9206,30.9206,30.1788,30.3086,181398.0
2022-02-10,30.2623,30.7629,29.947,30.1696,249228.0
2022-02-11,29.9934,30.6192,29.8543,30.1603,186032.0
2022-02-12,29.9934,30.6192,29.8543,30.1603,186032.0
2022-02-13,29.9934,30.6192,29.8543,30.1603,186032.0
2022-02-14,30.1974,30.5126,29.9563,30.1139,255040.0
2022-02-15,30.3179,30.8464,30.1186,30.4662,138199.0
2022-02-16,30.1788,30.6702,30.151,30.2994,136475.0
2022-02-17,30.049,30.3643,29.3815,29.4835,171702.0
2022-02-18,29.3444,29.9934,29.3444,29.7245,156891.0
2022-02-19,29.3444,29.9934,29.3444,29.7245,156891.0
2022-02-20,29.3444,29.9934,29.3444,29.7245,156891.0
2022-02-21,29.3444,29.9934,29.3444,29.7245,156891.0
2022-02-22,29.7523,29.9656,29.4742,29.6133,201130.0
2022-02-23,29.8172,29.947,28.8159,28.9272,152337.0
2022-02-24,28.1298,28.8808,27.8053,28.7788,255151.0
2022-02-25,28.8715,29.8451,28.7603,29.7523,239339.0
2022-02-26,28.8715,29.8451,28.7603,29.7523,239339.0
2022-02-27,28.8715,29.8451,28.7603,29.7523,239339.0
2022-02-28,29.3508,29.6683,28.9912,29.4068,213943.0
2022-03-01,29.108,29.2434,27.9407,28.3889,472167.0
2022-03-02,28.529,29.7523,28.529,29.5749,198748.0
2022-03-03,29.5842,29.7523,29.2107,29.5469,176008.0
2022-03-04,29.0053,29.2387,28.7438,29.0613,225627.0
2022-03-05,29.0053,29.2387,28.7438,29.0613,225627.0
2022-03-06,29.0053,29.2387,28.7438,29.0613,225627.0
2022-03-07,28.8932,29.1173,28.4636,28.5757,236406.0
2022-03-08,28.7438,29.3134,28.585,28.6691,315521.0
2022-03-09,29.2667,29.5842,28.7765,29.2294,213569.0
2022-03-10,29.0333,29.5562,28.7998,29.4909,175544.0
2022-03-11,29.6403,30.0885,29.6403,29.743,191149.0
2022-03-12,29.6403,30.0885,29.6403,29.743,191149.0
2022-03-13,29.6403,30.0885,29.6403,29.743,191149.0
2022-03-14,30.1165,30.2473,29.4628,29.6403,271902.0
2022-03-15,29.8364,29.9998,29.2481,29.5189,205531.0
2022-03-16,29.5562,30.2099,29.4442,29.9765,263792.0
2022-03-17,29.687,29.687,29.1874,29.3321,193962.0
2022-03-18,29.4255,29.7383,28.5944,29.5749,1009157.0
2022-03-19,29.4255,29.7383,28.5944,29.5749,1009157.0
2022-03-20,29.4255,29.7383,28.5944,29.5749,1009157.0
2022-03-21,29.827,29.9951,28.8278,29.0613,227440.0
2022-03-22,29.2761,29.7056,29.108,29.1733,155711.0
2022-03-23,29.0239,29.0239,28.3049,28.3609,223368.0
2022-03-24,28.557,28.7578,28.1835,28.3983,138184.0
2022-03-25,28.501,29.0519,28.3702,28.9772,178195.0
2022-03-26,28.501,29.0519,28.3702,28.9772,178195.0
2022-03-27,28.501,29.0519,28.3702,28.9772,178195.0
2022-03-28,28.7998,29.0706,28.3609,29.0613,205196.0
2022-03-29,29.3414,29.7337,28.8652,29.4068,245561.0
2022-03-30,29.4628,29.6123,28.5663,28.7438,175836.0
2022-03-31,28.7158,28.9586,28.2675,28.3796,204061.0
2022-04-01,28.5477,29.5749,28.0341,28.4263,232936.0
2022-04-02,28.5477,29.5749,28.0341,28.4263,232936.0
2022-04-03,28.5477,29.5749,28.0341,28.4263,232936.0
2022-04-04,28.3516,28.6801,28.0154,28.5383,201000.0
2022-04-05,28.3796,28.5944,28.0154,28.0901,267018.0
2022-04-06,28.2302,28.2955,27.894,27.9313,303739.0
2022-04-07,27.9407,28.1181,27.3617,27.7072,378082.0
2022-04-08,27.6418,27.9033,27.5391,27.6885,421069.0
2022-04-09,27.6418,27.9033,27.5391,27.6885,421069.0
2022-04-10,27.6418,27.9033,27.5391,27.6885,421069.0
2022-04-11,27.7819,28.2862,27.6232,27.6699,282794.0
2022-04-12,27.8193,28.0247,27.5018,27.5765,255563.0
2022-04-13,27.5018,28.0247,27.2683,27.922,231555.0
2022-04-14,27.9593,28.1181,27.4924,27.6512,166159.0
2022-04-15,27.9593,28.1181,27.4924,27.6512,166159.0
2022-04-16,27.9593,28.1181,27.4924,27.6512,166159.0
2022-04-17,27.9593,28.1181,27.4924,27.6512,166159.0
2022-04-18,27.4831,27.7539,27.3103,27.6138,234439.0
2022-04-19,27.7446,28.459,27.7446,28.3702,314620.0
2022-04-20,28.585,28.8932,28.2955,28.3983,295037.0
2022-04-21,28.613,28.7905,27.9593,28.1648,345146.0
2022-04-22,28.1741,28.1741,27.3617,27.4177,275584.0
2022-04-23,28.1741,28.1741,27.3617,27.4177,275584.0
2022-04-24,28.1741,28.1741,27.3617,27.4177,275584.0
2022-04-25,27.2496,27.8333,26.5959,27.3337,374285.0
2022-04-26,26.9508,27.3243,26.4563,26.68,361729.0
2022-04-27,27.5485,27.5485,26.4278,26.68,498888.0
2022-04-28,26.8574,27.2029,26.3905,26.9321,325588.0
2022-04-29,26.9041,27.0162,25.8955,26.0356,343254.0
2022-04-30,26.9041,27.0162,25.8955,26.0356,343254.0
2022-05-01,26.9041,27.0162,25.8955,26.0356,343254.0
2022-05-02,26.2504,26.6426,25.7275,26.185,399935.0
2022-05-03,26.2131,26.8481,25.9703,26.1477,354384.0
2022-05-04,26.2971,27.0675,26.0636,26.8854,450048.0
2022-05-05,26.652,26.652,25.9329,26.3905,330159.0
2022-05-06,26.5959,26.8854,25.578,25.9049,481311.0
2022-05-07,26.5959,26.8854,25.578,25.9049,481311.0
2022-05-08,26.5959,26.8854,25.578,25.9049,481311.0
2022-05-09,25.7648,26.5166,25.7275,26.1383,363521.0
2022-05-10,26.3064,26.4418,25.3026,25.6434,338200.0
2022-05-11,25.7368,26.0543,25.2979,25.3352,299153.0
2022-05-12,25.3539,25.6014,24.9057,25.5313,295716.0
2022-05-13,25.7741,25.8022,25.1858,25.4006,232141.0
2022-05-14,25.7741,25.8022,25.1858,25.4006,232141.0
2022-05-15,25.7741,25.8022,25.1858,25.4006,232141.0
2022-05-16,25.3072,25.6434,24.9664,25.2979,240182.0
2022-05-17,25.6994,26.0917,25.5642,26.0076,217436.0
2022-05-18,25.8955,26.2084,25.6434,25.9422,379564.0
2022-05-19,25.7181,26.0636,25.578,25.5967,469059.0
2022-05-20,25.7275,26.0263,25.4987,25.9703,651874.0
2022-05-21,25.7275,26.0263,25.4987,25.9703,651874.0
2022-05-22,25.7275,26.0263,25.4987,25.9703,651874.0
2022-05-23,26.2878,26.8901,26.2878,26.5586,295068.0
2022-05-24,26.5306,26.6706,25.9469,26.5492,322603.0
2022-05-25,26.5586,26.9041,26.298,26.5492,204524.0
2022-05-26,26.6613,27.0629,26.5819,26.9041,243699.0
2022-05-27,26.9415,27.3617,26.8107,27.3617,236715.0
2022-05-28,26.9415,27.3617,26.8107,27.3617,236715.0
