,MKL US Equity,MKL US Equity,MKL US Equity,MKL US Equity,MKL US Equity
2022-06-14,1293.51,1315.53,1287.32,1296.65,35269.0
2022-06-15,1309.48,1328.36,1288.04,1299.25,37245.0
2022-06-16,1279.56,1287.7,1254.501,1261.21,42107.0
2022-06-17,1252.05,1292.66,1251.77,1282.2,86819.0
2022-06-18,1252.05,1292.66,1251.77,1282.2,86819.0
2022-06-19,1252.05,1292.66,1251.77,1282.2,86819.0
2022-06-20,1252.05,1292.66,1251.77,1282.2,86819.0
2022-06-21,1293.59,1300.0,1281.76,1284.83,41562.0
2022-06-22,1272.5,1281.0,1262.42,1270.02,35870.0
2022-06-23,1270.72,1290.03,1258.5,1270.59,27740.0
2022-06-24,1279.91,1296.46,1267.3,1292.86,131972.0
2022-06-25,1279.91,1296.46,1267.3,1292.86,131972.0
2022-06-26,1279.91,1296.46,1267.3,1292.86,131972.0
2022-06-27,1285.22,1313.31,1278.57,1303.87,42663.0
2022-06-28,1312.04,1332.301,1295.63,1297.84,34576.0
2022-06-29,1297.84,1307.49,1277.08,1285.93,43209.0
2022-06-30,1275.07,1301.22,1265.63,1293.25,49692.0
2022-07-01,1289.0,1327.34,1280.32,1321.87,34890.0
2022-07-02,1289.0,1327.34,1280.32,1321.87,34890.0
2022-07-03,1289.0,1327.34,1280.32,1321.87,34890.0
2022-07-04,1289.0,1327.34,1280.32,1321.87,34890.0
2022-07-05,1302.59,1317.475,1271.67,1295.77,43289.0
2022-07-06,1296.85,1311.539,1272.17,1300.11,38776.0
2022-07-07,1309.8,1318.9,1300.5,1301.93,41176.0
2022-07-08,1308.01,1316.0,1291.65,1296.51,34927.0
2022-07-09,1308.01,1316.0,1291.65,1296.51,34927.0
2022-07-10,1308.01,1316.0,1291.65,1296.51,34927.0
2022-07-11,1295.0,1310.05,1289.71,1305.0,50799.0
2022-07-12,1302.36,1335.1,1300.52,1305.96,61341.0
2022-07-13,1300.0,1312.21,1282.57,1300.01,50136.0
2022-07-14,1277.6,1281.05,1240.23,1243.46,54439.0
2022-07-15,1254.15,1284.955,1245.64,1272.57,362949.0
2022-07-16,1254.15,1284.955,1245.64,1272.57,362949.0
2022-07-17,1254.15,1284.955,1245.64,1272.57,362949.0
2022-07-18,1273.72,1283.105,1252.464,1253.78,40590.0
2022-07-19,1265.61,1278.76,1259.91,1276.01,49134.0
2022-07-20,1274.02,1289.9,1265.728,1271.97,35957.0
2022-07-21,1273.72,1276.13,1258.25,1274.21,33050.0
2022-07-22,1273.96,1282.255,1257.04,1262.68,34127.0
2022-07-23,1273.96,1282.255,1257.04,1262.68,34127.0
2022-07-24,1273.96,1282.255,1257.04,1262.68,34127.0
2022-07-25,1272.46,1290.305,1266.85,1280.28,30844.0
2022-07-26,1282.26,1296.82,1280.23,1283.06,31386.0
2022-07-27,1288.55,1297.42,1277.36,1297.4,38081.0
2022-07-28,1298.25,1299.97,1262.08,1274.23,54592.0
2022-07-29,1285.18,1306.4,1281.01,1297.14,89432.0
2022-07-30,1285.18,1306.4,1281.01,1297.14,89432.0
2022-07-31,1285.18,1306.4,1281.01,1297.14,89432.0
2022-08-01,1299.48,1305.23,1266.0,1277.04,57671.0
2022-08-02,1281.99,1286.0,1253.8,1253.8,39185.0
2022-08-03,1240.0,1240.0,1171.01,1215.08,137338.0
2022-08-04,1220.94,1221.98,1179.0,1181.86,95067.0
2022-08-05,1181.0,1197.69,1165.18,1167.94,65537.0
2022-08-06,1181.0,1197.69,1165.18,1167.94,65537.0
2022-08-07,1181.0,1197.69,1165.18,1167.94,65537.0
2022-08-08,1190.12,1197.49,1162.0,1186.76,69654.0
2022-08-09,1183.0,1195.67,1164.78,1177.58,68059.0
2022-08-10,1194.0,1205.96,1190.0,1199.66,55287.0
2022-08-11,1206.0,1222.03,1205.44,1217.84,51382.0
2022-08-12,1221.94,1231.75,1209.98,1227.66,41873.0
2022-08-13,1221.94,1231.75,1209.98,1227.66,41873.0
2022-08-14,1221.94,1231.75,1209.98,1227.66,41873.0
2022-08-15,1222.52,1234.99,1208.0,1230.47,38439.0
2022-08-16,1231.0,1267.53,1231.0,1263.62,60112.0
2022-08-17,1256.86,1269.95,1253.94,1263.04,30207.0
2022-08-18,1268.39,1275.0,1259.01,1271.89,33805.0
2022-08-19,1261.23,1264.5,1245.01,1249.25,30563.0
2022-08-20,1261.23,1264.5,1245.01,1249.25,30563.0
2022-08-21,1261.23,1264.5,1245.01,1249.25,30563.0
2022-08-22,1237.69,1241.674,1211.26,1213.54,28109.0
2022-08-23,1212.7,1220.22,1206.92,1214.01,34091.0
2022-08-24,1219.35,1226.4,1211.9,1218.04,32914.0
2022-08-25,1227.8,1234.88,1223.48,1232.31,25702.0
2022-08-26,1230.97,1237.705,1206.98,1219.68,33433.0
2022-08-27,1230.97,1237.705,1206.98,1219.68,33433.0
2022-08-28,1230.97,1237.705,1206.98,1219.68,33433.0
2022-08-29,1212.55,1226.685,1200.0,1214.32,35199.0
2022-08-30,1223.89,1224.86,1192.24,1192.24,40614.0
2022-08-31,1190.1,1207.68,1190.1,1194.11,47346.0
2022-09-01,1195.89,1202.01,1179.33,1198.15,42495.0
2022-09-02,1208.99,1218.08,1177.29,1181.38,31471.0
2022-09-03,1208.99,1218.08,1177.29,1181.38,31471.0
2022-09-04,1208.99,1218.08,1177.29,1181.38,31471.0
2022-09-05,1208.99,1218.08,1177.29,1181.38,31471.0
2022-09-06,1188.68,1194.81,1180.7,1186.66,34437.0
2022-09-07,1186.57,1201.94,1186.01,1193.89,51343.0
2022-09-08,1187.6,1210.405,1185.07,1206.63,37542.0
2022-09-09,1208.69,1216.99,1196.6,1200.16,40087.0
2022-09-10,1208.69,1216.99,1196.6,1200.16,40087.0
2022-09-11,1208.69,1216.99,1196.6,1200.16,40087.0
2022-09-12,1200.43,1213.6,1193.27,1199.83,38886.0
2022-09-13,1180.68,1194.264,1179.401,1186.62,43731.0
2022-09-14,1196.1,1206.0,1181.88,1190.34,58895.0
2022-09-15,1184.36,1210.54,1182.24,1191.42,63235.0
2022-09-16,1177.6,1188.19,1169.0,1182.97,108498.0
2022-09-17,1177.6,1188.19,1169.0,1182.97,108498.0
2022-09-18,1177.6,1188.19,1169.0,1182.97,108498.0
2022-09-19,1175.77,1203.17,1175.77,1199.61,47690.0
2022-09-20,1192.01,1195.0,1169.74,1176.2,65479.0
2022-09-21,1178.3,1186.302,1138.64,1138.64,52811.0
2022-09-22,1136.0,1142.74,1113.84,1118.62,28715.0
2022-09-23,1105.17,1109.53,1085.04,1101.57,51743.0
2022-09-24,1105.17,1109.53,1085.04,1101.57,51743.0
2022-09-25,1105.17,1109.53,1085.04,1101.57,51743.0
2022-09-26,1092.11,1100.86,1064.09,1069.89,36088.0
2022-09-27,1073.2,1083.59,1067.6,1081.58,49555.0
2022-09-28,1088.92,1112.69,1081.504,1102.1,45933.0
2022-09-29,1098.7,1107.48,1075.11,1101.49,71829.0
2022-09-30,1099.63,1111.31,1084.08,1084.22,65395.0
2022-10-01,1099.63,1111.31,1084.08,1084.22,65395.0
2022-10-02,1099.63,1111.31,1084.08,1084.22,65395.0
2022-10-03,1094.89,1137.3,1085.09,1129.18,39756.0
2022-10-04,1139.85,1177.95,1136.54,1171.06,56786.0
2022-10-05,1151.91,1165.54,1144.89,1148.8,33860.0
2022-10-06,1153.61,1155.83,1135.01,1144.01,41892.0
2022-10-07,1133.52,1176.7,1118.54,1151.88,118474.0
2022-10-08,1133.52,1176.7,1118.54,1151.88,118474.0
2022-10-09,1133.52,1176.7,1118.54,1151.88,118474.0
2022-10-10,1157.32,1173.89,1153.78,1159.38,64900.0
2022-10-11,1156.72,1166.18,1133.55,1146.41,50240.0
2022-10-12,1141.09,1146.385,1126.47,1126.47,49738.0
2022-10-13,1112.04,1161.105,1102.22,1153.0,63866.0
2022-10-14,1154.99,1173.23,1131.11,1133.6,37867.0
2022-10-15,1154.99,1173.23,1131.11,1133.6,37867.0
2022-10-16,1154.99,1173.23,1131.11,1133.6,37867.0
2022-10-17,1144.32,1158.08,1142.25,1147.46,50840.0
2022-10-18,1169.84,1171.978,1158.0,1168.15,43236.0
2022-10-19,1163.52,1178.45,1149.98,1161.78,26924.0
2022-10-20,1157.21,1166.77,1111.3,1120.45,38163.0
2022-10-21,1121.06,1140.4,1109.0,1133.32,39903.0
2022-10-22,1121.06,1140.4,1109.0,1133.32,39903.0
2022-10-23,1121.06,1140.4,1109.0,1133.32,39903.0
2022-10-24,1143.49,1163.199,1134.01,1147.69,38428.0
2022-10-25,1139.36,1159.11,1130.17,1153.46,33567.0
2022-10-26,1161.04,1169.955,1147.51,1157.95,32223.0
2022-10-27,1160.12,1182.77,1160.12,1165.65,49910.0
2022-10-28,1172.08,1206.2,1165.988,1201.58,35644.0
2022-10-29,1172.08,1206.2,1165.988,1201.58,35644.0
2022-10-30,1172.08,1206.2,1165.988,1201.58,35644.0
2022-10-31,1198.17,1218.06,1182.13,1206.1,45678.0
2022-11-01,1208.48,1222.0,1197.78,1207.07,35539.0
2022-11-02,1204.21,1233.73,1201.34,1207.25,59870.0
2022-11-03,1204.81,1234.687,1190.51,1220.74,59796.0
2022-11-04,1230.91,1231.685,1198.95,1211.01,37715.0
2022-11-05,1230.91,1231.685,1198.95,1211.01,37715.0
2022-11-06,1230.91,1231.685,1198.95,1211.01,37715.0
2022-11-07,1221.3,1240.44,1206.103,1234.72,34880.0
2022-11-08,1231.5,1236.372,1207.09,1218.9,27391.0
2022-11-09,1213.98,1225.31,1203.73,1215.26,34006.0
2022-11-10,1246.61,1286.58,1235.0,1284.93,53227.0
2022-11-11,1299.41,1300.0,1268.37,1287.13,44549.0
2022-11-12,1299.41,1300.0,1268.37,1287.13,44549.0
2022-11-13,1299.41,1300.0,1268.37,1287.13,44549.0
2022-11-14,1284.47,1291.77,1263.0,1271.18,48869.0
2022-11-15,1280.0,1280.0,1250.0,1258.03,37770.0
2022-11-16,1256.0,1277.22,1251.96,1265.63,26101.0
2022-11-17,1254.94,1262.792,1245.42,1256.07,36578.0
2022-11-18,1259.55,1275.78,1254.79,1259.29,23107.0
2022-11-19,1259.55,1275.78,1254.79,1259.29,23107.0
2022-11-20,1259.55,1275.78,1254.79,1259.29,23107.0
2022-11-21,1263.29,1284.34,1259.79,1266.6,18084.0
2022-11-22,1270.0,1283.095,1267.88,1274.08,25688.0
2022-11-23,1279.37,1288.17,1272.89,1281.61,20324.0
2022-11-24,1279.37,1288.17,1272.89,1281.61,20324.0
2022-11-25,1289.16,1311.125,1284.111,1304.92,18396.0
2022-11-26,1289.16,1311.125,1284.111,1304.92,18396.0
2022-11-27,1289.16,1311.125,1284.111,1304.92,18396.0
2022-11-28,1300.64,1304.5,1286.77,1288.14,28329.0
2022-11-29,1284.34,1297.78,1275.265,1290.61,26622.0
2022-11-30,1283.28,1329.51,1279.405,1324.84,62626.0
2022-12-01,1333.38,1345.01,1321.665,1344.6,51537.0
2022-12-02,1334.22,1356.37,1333.39,1343.77,33562.0
2022-12-03,1334.22,1356.37,1333.39,1343.77,33562.0
2022-12-04,1334.22,1356.37,1333.39,1343.77,33562.0
2022-12-05,1331.02,1338.73,1295.66,1304.62,27240.0
2022-12-06,1303.9,1316.46,1290.0,1315.34,34302.0
2022-12-07,1307.06,1328.44,1290.0,1294.2,21347.0
2022-12-08,1291.53,1307.68,1282.28,1289.36,20195.0
2022-12-09,1280.95,1300.45,1280.95,1298.06,34686.0
2022-12-10,1280.95,1300.45,1280.95,1298.06,34686.0
2022-12-11,1280.95,1300.45,1280.95,1298.06,34686.0
2022-12-12,1295.83,1297.34,1276.18,1292.76,29807.0
2022-12-13,1322.52,1325.0,1285.54,1289.52,39605.0
2022-12-14,1278.68,1305.02,1278.68,1292.35,32909.0
2022-12-15,1264.86,1294.05,1261.3,1280.0,33206.0
2022-12-16,1266.64,1275.01,1250.01,1253.44,57605.0
2022-12-17,1266.64,1275.01,1250.01,1253.44,57605.0
2022-12-18,1266.64,1275.01,1250.01,1253.44,57605.0
2022-12-19,1250.86,1278.51,1250.86,1260.23,25430.0
2022-12-20,1265.18,1275.15,1258.97,1269.42,26700.0
2022-12-21,1280.64,1297.57,1268.71,1290.3,24051.0
2022-12-22,1290.76,1294.84,1272.06,1289.29,34334.0
2022-12-23,1287.5,1314.64,1286.18,1307.64,23967.0
2022-12-24,1287.5,1314.64,1286.18,1307.64,23967.0
2022-12-25,1287.5,1314.64,1286.18,1307.64,23967.0
2022-12-26,1287.5,1314.64,1286.18,1307.64,23967.0
2022-12-27,1312.02,1322.635,1300.63,1316.07,19747.0
2022-12-28,1315.0,1324.188,1300.57,1304.2,20259.0
2022-12-29,1306.49,1332.55,1303.0,1326.2,33105.0
2022-12-30,1317.89,1326.02,1303.0,1317.49,23092.0
2022-12-31,1317.89,1326.02,1303.0,1317.49,23092.0
2023-01-01,1317.89,1326.02,1303.0,1317.49,23092.0
2023-01-02,1317.89,1326.02,1303.0,1317.49,23092.0
2023-01-03,1317.0,1333.79,1306.276,1321.97,41094.0
2023-01-04,1325.56,1361.19,1324.04,1348.0,51910.0
2023-01-05,1344.87,1364.969,1340.19,1353.83,58428.0
2023-01-06,1361.47,1389.0,1358.36,1383.99,25977.0
2023-01-07,1361.47,1389.0,1358.36,1383.99,25977.0
2023-01-08,1361.47,1389.0,1358.36,1383.99,25977.0
2023-01-09,1383.03,1394.37,1355.0,1363.22,29771.0
2023-01-10,1368.54,1378.95,1358.0,1371.67,30512.0
2023-01-11,1373.99,1391.48,1359.41,1389.12,34334.0
2023-01-12,1388.61,1409.22,1375.9,1401.99,33075.0
2023-01-13,1394.5,1442.8,1387.11,1439.96,43635.0
2023-01-14,1394.5,1442.8,1387.11,1439.96,43635.0
2023-01-15,1394.5,1442.8,1387.11,1439.96,43635.0
2023-01-16,1394.5,1442.8,1387.11,1439.96,43635.0
2023-01-17,1435.24,1458.56,1393.41,1403.26,59947.0
2023-01-18,1409.89,1423.53,1376.62,1380.35,30593.0
2023-01-19,1370.62,1378.699,1361.3,1371.73,23966.0
2023-01-20,1376.4,1384.99,1361.29,1380.56,27148.0
2023-01-21,1376.4,1384.99,1361.29,1380.56,27148.0
2023-01-22,1376.4,1384.99,1361.29,1380.56,27148.0
2023-01-23,1384.91,1396.51,1376.01,1391.35,26900.0
2023-01-24,1399.0,1421.042,1376.4,1389.55,30476.0
2023-01-25,1383.25,1405.13,1381.52,1403.38,18623.0
2023-01-26,1409.13,1416.01,1400.03,1405.35,19534.0
2023-01-27,1413.06,1414.77,1392.79,1396.55,20713.0
2023-01-28,1413.06,1414.77,1392.79,1396.55,20713.0
2023-01-29,1413.06,1414.77,1392.79,1396.55,20713.0
2023-01-30,1396.69,1411.41,1384.57,1395.21,31975.0
2023-01-31,1396.82,1415.75,1380.61,1408.98,34389.0
2023-02-01,1396.41,1412.04,1384.185,1401.15,37675.0
2023-02-02,1380.0,1380.0,1300.75,1303.64,113917.0
2023-02-03,1307.19,1347.213,1307.19,1335.6,52985.0
2023-02-04,1307.19,1347.213,1307.19,1335.6,52985.0
2023-02-05,1307.19,1347.213,1307.19,1335.6,52985.0
2023-02-06,1331.91,1356.91,1324.57,1354.57,36400.0
2023-02-07,1358.96,1407.2,1350.97,1400.68,42630.0
2023-02-08,1391.76,1407.28,1370.0,1372.34,40415.0
2023-02-09,1374.38,1397.173,1351.19,1355.0,35142.0
2023-02-10,1352.99,1364.645,1345.0,1358.25,27326.0
2023-02-11,1352.99,1364.645,1345.0,1358.25,27326.0
2023-02-12,1352.99,1364.645,1345.0,1358.25,27326.0
2023-02-13,1359.98,1379.24,1357.14,1367.96,35449.0
2023-02-14,1368.47,1378.94,1344.69,1347.86,40823.0
2023-02-15,1342.79,1359.84,1329.59,1347.82,36583.0
2023-02-16,1341.1,1348.0,1322.0,1322.12,32033.0
2023-02-17,1321.99,1338.0,1314.19,1326.57,32145.0
2023-02-18,1321.99,1338.0,1314.19,1326.57,32145.0
2023-02-19,1321.99,1338.0,1314.19,1326.57,32145.0
2023-02-20,1321.99,1338.0,1314.19,1326.57,32145.0
2023-02-21,1326.33,1346.85,1313.76,1337.32,45771.0
2023-02-22,1336.18,1352.77,1323.0,1335.31,42132.0
2023-02-23,1347.88,1350.27,1321.91,1337.6,36714.0
2023-02-24,1329.98,1337.0,1320.62,1335.71,32103.0
2023-02-25,1329.98,1337.0,1320.62,1335.71,32103.0
2023-02-26,1329.98,1337.0,1320.62,1335.71,32103.0
2023-02-27,1335.45,1350.395,1322.65,1325.66,36211.0
2023-02-28,1329.61,1338.03,1319.91,1329.86,43469.0
2023-03-01,1325.82,1336.93,1315.19,1327.69,35236.0
2023-03-02,1324.48,1355.3,1314.0,1336.99,41575.0
2023-03-03,1340.0,1354.325,1330.75,1344.35,21790.0
2023-03-04,1340.0,1354.325,1330.75,1344.35,21790.0
2023-03-05,1340.0,1354.325,1330.75,1344.35,21790.0
2023-03-06,1344.99,1350.0,1332.49,1334.69,40537.0
2023-03-07,1330.21,1337.163,1306.43,1323.27,51047.0
2023-03-08,1323.99,1337.54,1306.65,1316.31,33619.0
2023-03-09,1306.0,1316.75,1282.11,1285.71,31426.0
2023-03-10,1277.93,1285.22,1247.631,1262.31,47099.0
2023-03-11,1277.93,1285.22,1247.631,1262.31,47099.0
2023-03-12,1277.93,1285.22,1247.631,1262.31,47099.0
2023-03-13,1241.51,1253.04,1217.17,1234.15,43306.0
2023-03-14,1257.14,1271.53,1239.41,1259.08,38645.0
2023-03-15,1233.46,1240.1,1196.17,1213.33,53905.0
2023-03-16,1207.86,1261.73,1203.44,1237.89,62698.0
2023-03-17,1230.56,1232.14,1186.56,1191.46,129981.0
2023-03-18,1230.56,1232.14,1186.56,1191.46,129981.0
2023-03-19,1230.56,1232.14,1186.56,1191.46,129981.0
2023-03-20,1199.99,1236.88,1189.96,1231.58,55754.0
2023-03-21,1250.17,1254.79,1235.85,1243.8,31518.0
2023-03-22,1244.82,1246.61,1224.32,1224.32,61782.0
2023-03-23,1226.64,1231.18,1210.01,1217.05,44774.0
2023-03-24,1206.03,1222.59,1201.36,1215.92,35897.0
2023-03-25,1206.03,1222.59,1201.36,1215.92,35897.0
2023-03-26,1206.03,1222.59,1201.36,1215.92,35897.0
2023-03-27,1231.51,1243.895,1225.03,1232.18,33913.0
2023-03-28,1230.64,1245.53,1226.3,1238.49,36310.0
2023-03-29,1248.93,1263.78,1242.01,1260.0,45829.0
2023-03-30,1267.32,1274.1,1253.47,1262.74,26890.0
2023-03-31,1272.08,1279.85,1263.04,1277.41,32115.0
2023-04-01,1272.08,1279.85,1263.04,1277.41,32115.0
2023-04-02,1272.08,1279.85,1263.04,1277.41,32115.0
2023-04-03,1282.02,1303.824,1282.02,1296.46,49676.0
2023-04-04,1300.47,1306.442,1280.668,1294.3,50655.0
2023-04-05,1290.53,1303.43,1287.18,1297.82,28155.0
2023-04-06,1298.0,1318.81,1298.0,1318.71,31612.0
2023-04-07,1298.0,1318.81,1298.0,1318.71,31612.0
2023-04-08,1298.0,1318.81,1298.0,1318.71,31612.0
2023-04-09,1298.0,1318.81,1298.0,1318.71,31612.0
2023-04-10,1311.01,1316.104,1295.57,1304.58,33453.0
2023-04-11,1302.4,1322.69,1298.725,1316.76,21646.0
2023-04-12,1326.16,1337.0,1318.57,1327.8,27285.0
2023-04-13,1325.58,1347.86,1320.29,1342.51,25780.0
2023-04-14,1341.9,1344.589,1316.42,1319.68,29371.0
2023-04-15,1341.9,1344.589,1316.42,1319.68,29371.0
2023-04-16,1341.9,1344.589,1316.42,1319.68,29371.0
2023-04-17,1315.98,1342.56,1310.51,1339.79,27047.0
2023-04-18,1343.12,1361.48,1339.83,1355.39,37315.0
2023-04-19,1358.82,1367.055,1356.22,1357.26,25403.0
2023-04-20,1357.7,1362.85,1348.23,1357.23,26151.0
2023-04-21,1357.32,1357.32,1318.6,1329.56,51611.0
2023-04-22,1357.32,1357.32,1318.6,1329.56,51611.0
2023-04-23,1357.32,1357.32,1318.6,1329.56,51611.0
2023-04-24,1333.18,1348.98,1323.291,1332.51,25964.0
2023-04-25,1325.0,1338.93,1318.45,1318.45,30473.0
2023-04-26,1322.05,1339.56,1310.52,1311.48,38242.0
2023-04-27,1310.0,1335.77,1272.433,1323.64,58792.0
2023-04-28,1323.63,1377.51,1314.29,1368.53,52260.0
2023-04-29,1323.63,1377.51,1314.29,1368.53,52260.0
2023-04-30,1323.63,1377.51,1314.29,1368.53,52260.0
2023-05-01,1360.63,1395.53,1360.63,1374.88,29439.0
2023-05-02,1366.75,1367.93,1325.24,1346.73,24694.0
2023-05-03,1354.86,1364.82,1343.2,1343.2,30527.0
2023-05-04,1342.49,1343.37,1319.03,1336.5,28530.0
2023-05-05,1350.34,1365.0,1343.695,1352.13,26773.0
2023-05-06,1350.34,1365.0,1343.695,1352.13,26773.0
2023-05-07,1350.34,1365.0,1343.695,1352.13,26773.0
2023-05-08,1359.84,1376.74,1348.03,1373.95,27162.0
2023-05-09,1364.09,1376.7,1360.003,1368.72,20980.0
2023-05-10,1382.25,1382.25,1355.65,1366.62,21666.0
2023-05-11,1363.0,1376.51,1351.68,1373.87,21612.0
2023-05-12,1378.53,1384.0,1360.08,1369.02,19103.0
2023-05-13,1378.53,1384.0,1360.08,1369.02,19103.0
2023-05-14,1378.53,1384.0,1360.08,1369.02,19103.0
2023-05-15,1373.56,1380.0,1368.89,1370.78,21519.0
2023-05-16,1365.96,1370.0,1350.065,1357.31,22708.0
2023-05-17,1361.57,1363.8,1338.75,1348.09,26594.0
2023-05-18,1338.49,1357.77,1331.646,1350.22,26920.0
2023-05-19,1363.74,1369.69,1353.37,1359.37,27484.0
2023-05-20,1363.74,1369.69,1353.37,1359.37,27484.0
2023-05-21,1363.74,1369.69,1353.37,1359.37,27484.0
2023-05-22,1359.7,1367.01,1334.517,1359.04,33660.0
2023-05-23,1352.81,1354.395,1333.66,1341.27,33558.0
2023-05-24,1336.25,1338.743,1317.01,1318.55,29529.0
2023-05-25,1316.89,1327.99,1301.78,1313.95,27082.0
2023-05-26,1321.31,1339.29,1312.51,1328.65,39865.0
2023-05-27,1321.31,1339.29,1312.51,1328.65,39865.0
2023-05-28,1321.31,1339.29,1312.51,1328.65,39865.0
2023-05-29,1321.31,1339.29,1312.51,1328.65,39865.0
2023-05-30,1320.0,1340.88,1319.04,1337.19,32691.0
2023-05-31,1334.99,1335.84,1310.01,1314.73,101196.0
2023-06-01,1321.3,1336.12,1308.4,1331.18,42168.0
2023-06-02,1336.19,1365.0,1333.2,1362.18,43048.0
2023-06-03,1336.19,1365.0,1333.2,1362.18,43048.0
2023-06-04,1336.19,1365.0,1333.2,1362.18,43048.0
2023-06-05,1368.52,1368.52,1333.78,1341.17,35719.0
2023-06-06,1337.92,1353.907,1331.154,1350.16,21127.0
2023-06-07,1354.79,1368.0,1343.28,1361.04,25260.0
2023-06-08,1357.17,1357.17,1342.43,1343.08,22676.0
2023-06-09,1340.47,1356.225,1336.995,1342.27,24478.0
2023-06-10,1340.47,1356.225,1336.995,1342.27,24478.0
2023-06-11,1340.47,1356.225,1336.995,1342.27,24478.0
2023-06-12,1341.18,1344.095,1330.05,1336.54,16862.0
2023-06-13,1343.46,1367.0,1343.46,1345.95,20861.0
2023-06-14,1341.74,1347.432,1327.07,1330.7,37184.0
2023-06-15,1328.64,1343.305,1326.505,1338.48,35673.0
2023-06-16,1347.62,1358.55,1338.72,1343.69,53666.0
2023-06-17,1347.62,1358.55,1338.72,1343.69,53666.0
2023-06-18,1347.62,1358.55,1338.72,1343.69,53666.0
2023-06-19,1347.62,1358.55,1338.72,1343.69,53666.0
2023-06-20,1349.38,1349.88,1329.495,1336.74,35072.0
2023-06-21,1337.99,1345.78,1328.56,1337.07,41736.0
2023-06-22,1337.07,1337.07,1322.57,1331.52,34827.0
2023-06-23,1327.83,1332.34,1315.99,1324.05,104858.0
2023-06-24,1327.83,1332.34,1315.99,1324.05,104858.0
2023-06-25,1327.83,1332.34,1315.99,1324.05,104858.0
2023-06-26,1326.02,1349.38,1326.02,1335.13,41826.0
2023-06-27,1341.14,1356.45,1334.0,1342.94,34139.0
2023-06-28,1340.77,1348.29,1316.06,1333.55,40630.0
2023-06-29,1336.39,1372.51,1336.02,1372.46,41416.0
2023-06-30,1375.28,1400.0,1375.06,1383.18,44364.0
2023-07-01,1375.28,1400.0,1375.06,1383.18,44364.0
2023-07-02,1375.28,1400.0,1375.06,1383.18,44364.0
2023-07-03,1377.0,1386.51,1352.9,1370.01,20821.0
2023-07-04,1377.0,1386.51,1352.9,1370.01,20821.0
2023-07-05,1358.05,1373.81,1345.0,1368.55,25494.0
2023-07-06,1360.0,1376.0,1359.0,1365.16,29364.0
2023-07-07,1360.0,1391.74,1360.0,1377.9,24867.0
2023-07-08,1360.0,1391.74,1360.0,1377.9,24867.0
2023-07-09,1360.0,1391.74,1360.0,1377.9,24867.0
2023-07-10,1375.91,1394.735,1368.44,1368.47,22298.0
2023-07-11,1368.64,1391.62,1368.64,1390.44,22538.0
2023-07-12,1396.44,1399.94,1383.15,1386.72,19867.0
2023-07-13,1393.64,1400.0,1381.73,1384.6,33197.0
2023-07-14,1387.28,1392.332,1375.01,1379.52,36053.0
2023-07-15,1387.28,1392.332,1375.01,1379.52,36053.0
2023-07-16,1387.28,1392.332,1375.01,1379.52,36053.0
2023-07-17,1380.12,1410.3,1376.04,1394.19,25569.0
2023-07-18,1391.65,1409.35,1391.65,1395.5,16913.0
2023-07-19,1395.0,1406.3,1388.6,1402.16,29274.0
2023-07-20,1404.67,1430.45,1402.68,1428.43,29108.0
2023-07-21,1434.28,1439.08,1421.59,1435.34,25482.0
2023-07-22,1434.28,1439.08,1421.59,1435.34,25482.0
2023-07-23,1434.28,1439.08,1421.59,1435.34,25482.0
2023-07-24,1431.96,1440.99,1420.9,1424.97,23846.0
2023-07-25,1429.86,1434.348,1420.96,1420.99,19666.0
2023-07-26,1424.99,1448.49,1423.602,1438.92,32494.0
2023-07-27,1441.78,1454.59,1427.56,1445.41,33654.0
2023-07-28,1455.0,1457.71,1444.54,1447.48,32169.0
2023-07-29,1455.0,1457.71,1444.54,1447.48,32169.0
2023-07-30,1455.0,1457.71,1444.54,1447.48,32169.0
2023-07-31,1444.78,1457.23,1440.73,1449.71,31100.0
2023-08-01,1443.06,1458.06,1433.73,1435.1,30428.0
2023-08-02,1432.01,1446.64,1431.099,1445.33,32588.0
2023-08-03,1443.0,1474.67,1427.44,1474.64,34731.0
2023-08-04,1474.51,1482.66,1460.03,1467.03,38475.0
2023-08-05,1474.51,1482.66,1460.03,1467.03,38475.0
2023-08-06,1474.51,1482.66,1460.03,1467.03,38475.0
2023-08-07,1479.26,1507.95,1471.05,1498.75,32079.0
2023-08-08,1493.79,1513.45,1492.1,1500.75,39325.0
2023-08-09,1501.0,1515.4,1494.78,1502.01,27453.0
2023-08-10,1509.88,1519.96,1502.592,1504.52,31382.0
2023-08-11,1500.62,1514.51,1500.0,1506.2,29026.0
2023-08-12,1500.62,1514.51,1500.0,1506.2,29026.0
2023-08-13,1500.62,1514.51,1500.0,1506.2,29026.0
2023-08-14,1508.2,1511.0,1499.39,1504.99,36120.0
2023-08-15,1494.46,1502.85,1490.5,1494.94,25904.0
2023-08-16,1493.76,1512.58,1490.42,1504.53,47192.0
2023-08-17,1503.39,1511.241,1490.89,1492.88,39074.0
2023-08-18,1490.16,1500.71,1480.01,1495.11,35350.0
2023-08-19,1490.16,1500.71,1480.01,1495.11,35350.0
2023-08-20,1490.16,1500.71,1480.01,1495.11,35350.0
2023-08-21,1495.56,1495.56,1475.54,1475.8,22611.0
2023-08-22,1475.8,1481.09,1454.365,1464.83,53585.0
2023-08-23,1468.94,1477.069,1460.6,1464.57,44589.0
