,NAVI US Equity,NAVI US Equity,NAVI US Equity,NAVI US Equity,NAVI US Equity
2023-09-15,17.3655,17.6842,17.3361,17.5322,5694022.0
2023-09-16,17.3655,17.6842,17.3361,17.5322,5694022.0
2023-09-17,17.3655,17.6842,17.3361,17.5322,5694022.0
2023-09-18,17.6008,17.6008,16.7428,16.836,1122569.0
2023-09-19,16.8654,16.934,16.7281,16.7771,984143.0
2023-09-20,16.8752,17.0223,16.6791,16.6889,708445.0
2023-09-21,16.5712,16.7281,16.4634,16.4732,736716.0
2023-09-22,16.4928,16.5614,16.3849,16.4438,593956.0
2023-09-23,16.4928,16.5614,16.3849,16.4438,593956.0
2023-09-24,16.4928,16.5614,16.3849,16.4438,593956.0
2023-09-25,16.3653,16.6595,16.2477,16.6399,465890.0
2023-09-26,16.4536,16.6693,16.4045,16.4928,657580.0
2023-09-27,16.6105,16.7673,16.4732,16.6105,686367.0
2023-09-28,16.6301,16.9831,16.6301,16.934,723206.0
2023-09-29,17.0027,17.1252,16.8164,16.885,868210.0
2023-09-30,17.0027,17.1252,16.8164,16.885,868210.0
2023-10-01,17.0027,17.1252,16.8164,16.885,868210.0
2023-10-02,16.8556,16.9733,16.5908,16.7183,704583.0
2023-10-03,16.581,16.6448,16.0417,16.228,971379.0
2023-10-04,16.2378,16.3849,15.9829,16.3653,826965.0
2023-10-05,16.2575,16.836,16.2378,16.7968,1084664.0
2023-10-06,16.6497,17.287,16.5173,17.0811,816761.0
2023-10-07,16.6497,17.287,16.5173,17.0811,816761.0
2023-10-08,16.6497,17.287,16.5173,17.0811,816761.0
2023-10-09,17.0223,17.5371,16.8752,17.4145,869741.0
2023-10-10,17.3949,17.5817,17.3655,17.3655,919080.0
2023-10-11,17.2282,17.5126,17.1988,17.3949,675387.0
2023-10-12,17.4341,17.5126,17.2282,17.5028,795545.0
2023-10-13,17.6498,17.7283,16.9291,16.9635,748330.0
2023-10-14,17.6498,17.7283,16.9291,16.9635,748330.0
2023-10-15,17.6498,17.7283,16.9291,16.9635,748330.0
2023-10-16,17.1007,17.3164,17.037,17.1694,722675.0
2023-10-17,17.0517,17.4439,17.0517,17.3263,706877.0
2023-10-18,17.1105,17.2282,16.9929,17.0321,492538.0
2023-10-19,16.9929,17.1596,16.7477,16.787,648173.0
2023-10-20,16.8458,16.8948,16.4928,16.5026,758278.0
2023-10-21,16.8458,16.8948,16.4928,16.5026,758278.0
2023-10-22,16.8458,16.8948,16.4928,16.5026,758278.0
2023-10-23,16.3947,16.8948,16.3947,16.7281,825608.0
2023-10-24,16.836,16.9831,16.7183,16.7771,892124.0
2023-10-25,14.2277,16.2182,13.8257,15.826,1740961.0
2023-10-26,15.8064,16.0319,15.375,15.7231,1268285.0
2023-10-27,15.7966,15.8849,15.297,15.4436,1329705.0
2023-10-28,15.7966,15.8849,15.297,15.4436,1329705.0
2023-10-29,15.7966,15.8849,15.297,15.4436,1329705.0
2023-10-30,15.6495,15.8358,15.5309,15.5907,1036866.0
2023-10-31,15.5809,15.7084,15.473,15.6005,1121866.0
2023-11-01,15.473,15.6789,15.3652,15.6005,728806.0
2023-11-02,15.8554,16.2967,15.7966,16.2673,893871.0
2023-11-03,16.6301,16.9487,16.6301,16.7085,964381.0
2023-11-04,16.6301,16.9487,16.6301,16.7085,964381.0
2023-11-05,16.6301,16.9487,16.6301,16.7085,964381.0
2023-11-06,16.6889,16.7821,16.5026,16.7673,656755.0
2023-11-07,16.6693,16.8801,16.5712,16.7575,531786.0
2023-11-08,16.7281,16.8458,16.5026,16.6791,646465.0
2023-11-09,16.13,16.38,15.9339,15.9829,983639.0
2023-11-10,16.0908,16.228,15.9241,16.2182,653308.0
2023-11-11,16.0908,16.228,15.9241,16.2182,653308.0
2023-11-12,16.0908,16.228,15.9241,16.2182,653308.0
2023-11-13,16.1594,16.2918,16.0515,16.179,490695.0
2023-11-14,16.6889,16.9635,16.6791,16.9242,778988.0
2023-11-15,16.6889,17.2086,16.6889,16.9536,719714.0
2023-11-16,16.9536,16.9536,16.1986,16.228,846030.0
2023-11-17,16.4732,16.483,16.2084,16.2967,1289756.0
2023-11-18,16.4732,16.483,16.2084,16.2967,1289756.0
2023-11-19,16.4732,16.483,16.2084,16.2967,1289756.0
2023-11-20,16.3065,16.6252,16.1839,16.5908,650744.0
2023-11-21,16.4438,16.5516,16.2182,16.228,500315.0
2023-11-22,16.3751,16.4634,16.2477,16.434,477087.0
2023-11-23,16.3751,16.4634,16.2477,16.434,477087.0
2023-11-24,16.4928,16.6301,16.3555,16.5124,322678.0
2023-11-25,16.4928,16.6301,16.3555,16.5124,322678.0
2023-11-26,16.4928,16.6301,16.3555,16.5124,322678.0
2023-11-27,16.3751,16.5467,16.3653,16.4143,553940.0
2023-11-28,16.4438,16.6742,16.3653,16.6007,481247.0
2023-11-29,16.7085,17.0223,16.6987,16.7085,580690.0
2023-11-30,16.8372,17.0302,16.758,16.956,639460.0
2023-12-01,16.8669,17.5845,16.8372,17.5202,844491.0
2023-12-02,16.8669,17.5845,16.8372,17.5202,844491.0
2023-12-03,16.8669,17.5845,16.8372,17.5202,844491.0
2023-12-04,17.4311,17.6984,17.4311,17.6984,891747.0
2023-12-05,17.5697,17.738,17.441,17.6588,733754.0
2023-12-06,17.7874,17.9805,17.54,17.5895,924590.0
2023-12-07,17.7083,17.9805,17.6093,17.9656,874682.0
2023-12-08,17.9656,18.3418,17.8072,18.2923,612974.0
2023-12-09,17.9656,18.3418,17.8072,18.2923,612974.0
2023-12-10,17.9656,18.3418,17.8072,18.2923,612974.0
2023-12-11,18.2923,18.4704,18.2626,18.3418,722441.0
2023-12-12,18.2626,18.6288,18.2626,18.411,936430.0
2023-12-13,18.5298,18.7971,18.2329,18.708,1196489.0
2023-12-14,18.807,19.4306,18.4902,19.3712,1315845.0
2023-12-15,19.4801,19.4801,18.9555,19.0148,2837761.0
2023-12-16,19.4801,19.4801,18.9555,19.0148,2837761.0
2023-12-17,19.4801,19.4801,18.9555,19.0148,2837761.0
2023-12-18,19.1633,19.1633,18.5447,18.5793,759183.0
2023-12-19,18.5991,18.8961,18.5148,18.807,619194.0
2023-12-20,18.8367,18.9357,18.4407,18.4605,792319.0
2023-12-21,18.6882,19.0544,18.6041,19.0544,848686.0
2023-12-22,19.1237,19.2425,18.8367,18.9357,458292.0
2023-12-23,19.1237,19.2425,18.8367,18.9357,458292.0
2023-12-24,19.1237,19.2425,18.8367,18.9357,458292.0
2023-12-25,19.1237,19.2425,18.8367,18.9357,458292.0
2023-12-26,18.9852,19.0495,18.8367,18.8565,537500.0
2023-12-27,18.9258,18.9258,18.6288,18.6783,504907.0
2023-12-28,18.6387,18.7476,18.5496,18.6981,439227.0
2023-12-29,18.6981,18.7377,18.3813,18.4308,555649.0
2023-12-30,18.6981,18.7377,18.3813,18.4308,555649.0
2023-12-31,18.6981,18.7377,18.3813,18.4308,555649.0
2024-01-01,18.6981,18.7377,18.3813,18.4308,555649.0
2024-01-02,18.0151,18.5496,17.9161,18.3022,844180.0
2024-01-03,18.1339,18.1487,17.7182,17.7182,1016453.0
2024-01-04,17.7874,18.1537,17.639,17.8666,649613.0
2024-01-05,17.738,18.2626,17.6648,18.0448,683565.0
2024-01-06,17.738,18.2626,17.6648,18.0448,683565.0
2024-01-07,17.738,18.2626,17.6648,18.0448,683565.0
2024-01-08,17.441,17.9855,17.441,17.8567,900136.0
2024-01-09,17.639,17.8176,17.3569,17.5697,882961.0
2024-01-10,16.8768,17.4459,16.8768,17.2826,1408610.0
2024-01-11,17.2925,17.3272,17.0055,17.2331,1271019.0
2024-01-12,17.4509,17.5053,16.9758,17.144,914600.0
2024-01-13,17.4509,17.5053,16.9758,17.144,914600.0
2024-01-14,17.4509,17.5053,16.9758,17.144,914600.0
2024-01-15,17.4509,17.5053,16.9758,17.144,914600.0
2024-01-16,16.8372,17.1391,16.8322,17.0748,878184.0
2024-01-17,16.7976,17.0748,16.7531,16.7778,824619.0
2024-01-18,16.857,16.8867,16.3819,16.6788,1216608.0
2024-01-19,16.8174,16.9857,16.5749,16.9857,1078813.0
2024-01-20,16.8174,16.9857,16.5749,16.9857,1078813.0
2024-01-21,16.8174,16.9857,16.5749,16.9857,1078813.0
2024-01-22,17.2331,17.5499,17.0748,17.3321,981065.0
2024-01-23,17.5103,17.5994,17.2925,17.2925,848405.0
2024-01-24,17.4707,17.6885,17.3618,17.5103,753737.0
2024-01-25,17.7182,17.8567,17.4707,17.6588,776757.0
2024-01-26,17.7775,18.025,17.7083,17.9359,1079001.0
2024-01-27,17.7775,18.025,17.7083,17.9359,1079001.0
2024-01-28,17.7775,18.025,17.7083,17.9359,1079001.0
2024-01-29,17.9854,18.025,17.827,17.9854,837639.0
2024-01-30,17.9359,18.1784,17.7429,17.7676,1951195.0
2024-01-31,16.8372,17.6835,16.7382,17.0451,2565971.0
2024-02-01,16.9857,17.0253,16.1443,16.2829,1895524.0
2024-02-02,16.1641,16.1888,15.8869,16.0156,1275805.0
2024-02-03,16.1641,16.1888,15.8869,16.0156,1275805.0
2024-02-04,16.1641,16.1888,15.8869,16.0156,1275805.0
2024-02-05,15.8474,15.981,15.5554,15.877,1114957.0
2024-02-06,15.7385,16.1691,15.7187,15.7979,898509.0
2024-02-07,15.8078,15.8672,15.3326,15.7187,1626600.0
2024-02-08,15.6593,15.9909,15.491,15.9463,1026061.0
2024-02-09,15.976,16.0305,15.7088,16.0255,859855.0
2024-02-10,15.976,16.0305,15.7088,16.0255,859855.0
2024-02-11,15.976,16.0305,15.7088,16.0255,859855.0
2024-02-12,16.0552,16.5402,16.0552,16.3621,824035.0
2024-02-13,15.8968,16.0057,15.7088,15.8078,1025194.0
2024-02-14,15.9364,16.0651,15.8375,16.0156,594258.0
2024-02-15,16.0948,16.4017,16.0948,16.3324,656768.0
2024-02-16,16.1839,16.3423,15.9859,16.1245,664904.0
2024-02-17,16.1839,16.3423,15.9859,16.1245,664904.0
2024-02-18,16.1839,16.3423,15.9859,16.1245,664904.0
2024-02-19,16.1839,16.3423,15.9859,16.1245,664904.0
2024-02-20,15.9364,16.3571,15.9166,16.0849,724509.0
2024-02-21,15.9463,16.0057,15.8127,15.9661,691723.0
2024-02-22,15.8672,16.0503,15.8375,16.0255,1309846.0
2024-02-23,15.9958,16.3819,15.9958,16.1146,804325.0
2024-02-24,15.9958,16.3819,15.9958,16.1146,804325.0
2024-02-25,15.9958,16.3819,15.9958,16.1146,804325.0
2024-02-26,16.0255,16.273,15.8772,15.9463,643586.0
2024-02-27,16.0849,16.1344,15.7533,15.7781,637993.0
2024-02-28,15.7682,15.976,15.5603,15.59,1061505.0
2024-02-29,15.83,16.32,15.8,16.26,1403162.0
2024-03-01,16.23,16.48,16.04,16.46,691345.0
2024-03-02,16.23,16.48,16.04,16.46,691345.0
2024-03-03,16.23,16.48,16.04,16.46,691345.0
2024-03-04,16.45,16.585,16.35,16.42,808367.0
2024-03-05,16.3,16.545,16.25,16.34,639090.0
2024-03-06,16.34,16.495,16.145,16.37,1253734.0
2024-03-07,16.54,16.735,16.3,16.45,722085.0
2024-03-08,16.66,16.74,16.33,16.45,548946.0
2024-03-09,16.66,16.74,16.33,16.45,548946.0
2024-03-10,16.66,16.74,16.33,16.45,548946.0
2024-03-11,16.46,16.68,16.42,16.56,809546.0
2024-03-12,16.54,16.78,16.46,16.73,487040.0
2024-03-13,16.67,16.935,16.67,16.89,544850.0
2024-03-14,16.84,16.915,16.31,16.44,882879.0
2024-03-15,16.34,16.63,16.34,16.58,2257996.0
2024-03-16,16.34,16.63,16.34,16.58,2257996.0
2024-03-17,16.34,16.63,16.34,16.58,2257996.0
2024-03-18,16.53,16.57,16.245,16.26,616891.0
2024-03-19,16.26,16.6,16.26,16.56,808974.0
2024-03-20,16.45,17.03,16.345,16.93,644282.0
2024-03-21,16.98,17.125,16.785,16.98,758232.0
2024-03-22,17.1,17.1,16.785,16.82,468185.0
2024-03-23,17.1,17.1,16.785,16.82,468185.0
2024-03-24,17.1,17.1,16.785,16.82,468185.0
2024-03-25,16.79,17.205,16.79,17.15,624607.0
2024-03-26,17.19,17.3,17.06,17.06,512248.0
2024-03-27,17.09,17.26,17.09,17.22,575955.0
2024-03-28,17.26,17.555,17.26,17.4,580633.0
2024-03-29,17.26,17.555,17.26,17.4,580633.0
2024-03-30,17.26,17.555,17.26,17.4,580633.0
2024-03-31,17.26,17.555,17.26,17.4,580633.0
2024-04-01,17.4,17.4,17.03,17.03,392707.0
2024-04-02,16.84,16.89,16.63,16.68,591848.0
2024-04-03,16.96,17.4994,16.78,17.23,695655.0
2024-04-04,17.43,17.56,16.845,16.87,736234.0
2024-04-05,16.79,17.05,16.74,17.03,586191.0
2024-04-06,16.79,17.05,16.74,17.03,586191.0
2024-04-07,16.79,17.05,16.74,17.03,586191.0
2024-04-08,17.04,17.2453,17.0,17.12,1034901.0
2024-04-09,17.2,17.28,16.94,17.12,591199.0
2024-04-10,16.7,16.91,16.43,16.66,757906.0
2024-04-11,16.78,16.83,16.53,16.65,503953.0
2024-04-12,16.5,16.6,16.385,16.44,529822.0
2024-04-13,16.5,16.6,16.385,16.44,529822.0
2024-04-14,16.5,16.6,16.385,16.44,529822.0
2024-04-15,16.45,16.595,16.01,16.15,844799.0
2024-04-16,16.03,16.28,15.92,16.26,650220.0
2024-04-17,16.42,16.595,16.1,16.1,692226.0
2024-04-18,16.18,16.57,16.135,16.26,725294.0
2024-04-19,16.24,16.56,16.14,16.21,1204063.0
2024-04-20,16.24,16.56,16.14,16.21,1204063.0
2024-04-21,16.24,16.56,16.14,16.21,1204063.0
2024-04-22,16.38,16.74,16.325,16.58,804159.0
2024-04-23,16.53,16.795,16.53,16.6,1856252.0
2024-04-24,15.34,16.27,15.34,16.09,2249645.0
2024-04-25,15.9,15.965,15.475,15.76,1557469.0
2024-04-26,15.73,15.975,15.62,15.72,766480.0
2024-04-27,15.73,15.975,15.62,15.72,766480.0
2024-04-28,15.73,15.975,15.62,15.72,766480.0
2024-04-29,15.72,15.84,15.535,15.55,781353.0
2024-04-30,15.39,15.46,15.0,15.02,1721358.0
2024-05-01,15.07,15.49,14.98,15.42,918631.0
