,AUB US Equity,AUB US Equity,AUB US Equity,AUB US Equity,AUB US Equity
2021-03-15,37.1617,37.1617,35.8271,36.26,267120.0
2021-03-16,36.0075,36.0796,35.241,35.9894,219151.0
2021-03-17,36.2149,36.7424,35.2229,36.1112,191046.0
2021-03-18,36.6297,37.7342,35.755,36.1427,340320.0
2021-03-19,35.8542,36.4854,35.1057,36.0165,1404056.0
2021-03-20,35.8542,36.4854,35.1057,36.0165,1404056.0
2021-03-21,35.8542,36.4854,35.1057,36.0165,1404056.0
2021-03-22,35.6287,35.7911,34.5105,34.727,239298.0
2021-03-23,34.3572,34.6188,33.212,33.4825,353767.0
2021-03-24,33.8883,34.8803,33.1579,33.1669,242777.0
2021-03-25,33.1669,34.4204,32.7251,34.1949,192688.0
2021-03-26,34.8442,35.6738,34.3527,35.6197,219018.0
2021-03-27,34.8442,35.6738,34.3527,35.6197,219018.0
2021-03-28,34.8442,35.6738,34.3527,35.6197,219018.0
2021-03-29,34.9524,35.4574,34.1138,34.1949,246755.0
2021-03-30,34.6548,35.1959,34.4384,34.7901,147443.0
2021-03-31,34.6999,35.1959,34.2506,34.5917,290654.0
2021-04-01,34.3031,34.8758,34.2039,34.7901,137517.0
2021-04-02,34.3031,34.8758,34.2039,34.7901,137517.0
2021-04-03,34.3031,34.8758,34.2039,34.7901,137517.0
2021-04-04,34.3031,34.8758,34.2039,34.7901,137517.0
2021-04-05,35.2951,35.3943,34.6638,35.0426,148081.0
2021-04-06,34.9614,35.2545,34.5286,34.6458,121826.0
2021-04-07,34.9344,35.0516,34.1859,34.3302,158082.0
2021-04-08,34.3482,34.5647,33.46,34.3933,131839.0
2021-04-09,34.5376,35.277,34.3482,35.1057,168424.0
2021-04-10,34.5376,35.277,34.3482,35.1057,168424.0
2021-04-11,34.5376,35.277,34.3482,35.1057,168424.0
2021-04-12,35.2139,35.6558,35.1508,35.2951,105850.0
2021-04-13,34.9163,34.9795,34.1769,34.3753,168300.0
2021-04-14,34.4384,35.4935,34.3482,35.0336,172051.0
2021-04-15,34.8983,35.0787,34.0146,34.8893,113329.0
2021-04-16,35.4033,35.4033,33.1579,35.1328,112843.0
2021-04-17,35.4033,35.4033,33.1579,35.1328,112843.0
2021-04-18,35.4033,35.4033,33.1579,35.1328,112843.0
2021-04-19,35.0787,35.4303,34.6007,35.0336,179212.0
2021-04-20,34.7991,35.1688,33.4374,33.6809,187584.0
2021-04-21,33.9515,34.5105,33.726,34.5015,140624.0
2021-04-22,34.4294,34.6007,33.6178,33.6719,193323.0
2021-04-23,33.9695,35.764,33.9515,35.3041,206905.0
2021-04-24,33.9695,35.764,33.9515,35.3041,206905.0
2021-04-25,33.9695,35.764,33.9515,35.3041,206905.0
2021-04-26,35.0155,36.0841,34.8268,34.9614,234977.0
2021-04-27,35.1598,35.1959,34.727,35.1688,243517.0
2021-04-28,35.1057,35.5566,34.6368,34.8983,102686.0
2021-04-29,35.3402,35.6693,35.0336,35.1418,157461.0
2021-04-30,34.8622,35.5386,34.7,34.8713,295427.0
2021-05-01,34.8622,35.5386,34.7,34.8713,295427.0
2021-05-02,34.8622,35.5386,34.7,34.8713,295427.0
2021-05-03,35.3492,35.8542,34.8532,35.6828,211676.0
2021-05-04,35.3943,36.0255,35.002,35.7279,243611.0
2021-05-05,36.3633,36.3772,35.3762,36.1698,265349.0
2021-05-06,36.269,36.783,35.8271,36.783,165907.0
2021-05-07,36.2419,36.7559,36.0864,36.7379,115433.0
2021-05-08,36.2419,36.7559,36.0864,36.7379,115433.0
2021-05-09,36.2419,36.7559,36.0864,36.7379,115433.0
2021-05-10,36.7289,37.2249,35.9353,35.9353,202912.0
2021-05-11,35.5295,36.6477,35.5025,36.2149,252131.0
2021-05-12,36.4944,36.7559,35.782,35.9534,459460.0
2021-05-13,35.764,37.6577,35.6738,37.3962,334782.0
2021-05-14,37.6938,37.8471,37.2699,37.7749,147616.0
2021-05-15,37.6938,37.8471,37.2699,37.7749,147616.0
2021-05-16,37.6938,37.8471,37.2699,37.7749,147616.0
2021-05-17,37.5856,37.9643,37.2249,37.9373,191976.0
2021-05-18,37.811,38.2799,37.3872,37.3962,512352.0
2021-05-19,36.9904,37.1076,36.2059,37.0265,287057.0
2021-05-20,36.8993,37.544,36.4363,37.3442,255488.0
2021-05-21,37.7256,38.3339,37.4623,38.1523,250914.0
2021-05-22,37.7256,38.3339,37.4623,38.1523,250914.0
2021-05-23,37.7256,38.3339,37.4623,38.1523,250914.0
2021-05-24,38.1342,38.1432,37.6348,37.662,152703.0
2021-05-25,37.6439,37.9798,35.9006,35.9188,446985.0
2021-05-26,36.1367,36.7087,35.7735,36.5816,175921.0
2021-05-27,36.7995,37.3987,36.7995,37.2898,168929.0
2021-05-28,37.2444,37.426,36.4908,37.2444,137645.0
2021-05-29,37.2444,37.426,36.4908,37.2444,137645.0
2021-05-30,37.2444,37.426,36.4908,37.2444,137645.0
2021-05-31,37.2444,37.426,36.4908,37.2444,137645.0
2021-06-01,37.6166,37.7891,36.8948,37.5349,330460.0
2021-06-02,37.4986,37.7256,36.7359,36.8993,307138.0
2021-06-03,36.9084,37.199,36.5997,36.7632,216470.0
2021-06-04,36.7359,37.1899,36.4771,36.6996,172348.0
2021-06-05,36.7359,37.1899,36.4771,36.6996,172348.0
2021-06-06,36.7359,37.1899,36.4771,36.6996,172348.0
2021-06-07,36.8267,37.1173,36.5816,36.7722,227072.0
2021-06-08,36.5634,36.972,36.3273,36.7359,187376.0
2021-06-09,36.5089,36.5089,35.9369,35.9823,250461.0
2021-06-10,36.409,36.5543,35.2015,35.2196,286875.0
2021-06-11,35.4466,36.0459,35.1379,35.3649,265811.0
2021-06-12,35.4466,36.0459,35.1379,35.3649,265811.0
2021-06-13,35.4466,36.0459,35.1379,35.3649,265811.0
2021-06-14,35.5556,35.7304,34.7566,35.038,357283.0
2021-06-15,35.1198,35.828,34.9471,35.4648,363601.0
2021-06-16,35.2378,35.9914,34.8564,35.7099,322475.0
2021-06-17,35.6373,35.7735,33.8486,33.9122,366102.0
2021-06-18,32.5866,33.5808,32.2052,32.2506,706507.0
2021-06-19,32.5866,33.5808,32.2052,32.2506,706507.0
2021-06-20,32.5866,33.5808,32.2052,32.2506,706507.0
2021-06-21,32.641,33.7397,32.641,33.5671,453450.0
2021-06-22,33.5308,33.9848,33.0768,33.8395,359407.0
2021-06-23,34.0211,34.0859,33.5581,33.6035,377819.0
2021-06-24,33.6943,34.3934,33.44,34.2027,374486.0
2021-06-25,34.2844,34.5387,33.6307,33.8032,1138295.0
2021-06-26,34.2844,34.5387,33.6307,33.8032,1138295.0
2021-06-27,34.2844,34.5387,33.6307,33.8032,1138295.0
2021-06-28,32.5457,33.8486,32.5457,33.2221,410366.0
2021-06-29,33.4764,33.6216,32.8045,32.8589,269467.0
2021-06-30,32.6138,33.1222,32.4504,32.8862,416152.0
2021-07-01,33.204,33.717,32.9407,33.3311,243720.0
2021-07-02,33.1041,33.3856,32.7954,32.868,238108.0
2021-07-03,33.1041,33.3856,32.7954,32.868,238108.0
2021-07-04,33.1041,33.3856,32.7954,32.868,238108.0
2021-07-05,33.1041,33.3856,32.7954,32.868,238108.0
2021-07-06,32.7137,32.7137,31.8057,32.0781,301815.0
2021-07-07,31.8148,32.6955,31.8148,32.2506,359921.0
2021-07-08,31.5242,32.2688,31.4607,31.8965,325263.0
2021-07-09,32.5684,33.1404,32.405,33.1222,230222.0
2021-07-10,32.5684,33.1404,32.405,33.1222,230222.0
2021-07-11,32.5684,33.1404,32.405,33.1222,230222.0
2021-07-12,32.7046,33.3583,32.4231,33.322,179861.0
2021-07-13,33.2312,33.2312,32.5956,32.6864,283896.0
2021-07-14,32.7772,33.3402,32.2688,32.5593,458212.0
2021-07-15,32.2688,33.1222,32.2688,33.0587,539551.0
2021-07-16,33.3674,33.3674,32.0872,32.1417,305562.0
2021-07-17,33.3674,33.3674,32.0872,32.1417,305562.0
2021-07-18,33.3674,33.3674,32.0872,32.1417,305562.0
2021-07-19,31.4244,31.6594,30.8342,31.0703,665017.0
2021-07-20,31.1066,32.8499,31.0975,32.0872,480016.0
2021-07-21,32.5593,33.0269,31.9147,32.632,320755.0
2021-07-22,32.3142,33.549,31.2065,31.2882,392186.0
2021-07-23,31.7785,32.2597,31.5242,31.9237,433101.0
2021-07-24,31.7785,32.2597,31.5242,31.9237,433101.0
2021-07-25,31.7785,32.2597,31.5242,31.9237,433101.0
2021-07-26,31.9873,32.7318,31.9147,32.3323,302960.0
2021-07-27,31.9691,32.6274,31.9691,32.3686,335897.0
2021-07-28,32.4504,32.8226,31.9056,32.4776,403719.0
2021-07-29,32.7409,32.977,32.5139,32.7409,192968.0
2021-07-30,32.4867,33.0617,32.1961,32.2052,301520.0
2021-07-31,32.4867,33.0617,32.1961,32.2052,301520.0
2021-08-01,32.4867,33.0617,32.1961,32.2052,301520.0
2021-08-02,32.4231,33.0496,31.7785,31.8239,316379.0
2021-08-03,32.0872,32.4594,31.497,32.3959,311093.0
2021-08-04,31.8874,32.414,31.7785,32.069,266259.0
2021-08-05,32.2778,32.7591,32.2778,32.6592,134266.0
2021-08-06,33.2766,33.9212,33.095,33.7669,248259.0
2021-08-07,33.2766,33.9212,33.095,33.7669,248259.0
2021-08-08,33.2766,33.9212,33.095,33.7669,248259.0
2021-08-09,33.6125,33.9848,33.2675,33.4037,289458.0
2021-08-10,33.3856,33.9757,33.3856,33.9485,152120.0
2021-08-11,33.9939,34.5841,33.6761,34.5568,243910.0
2021-08-12,34.6574,34.8587,34.4654,34.7489,264639.0
2021-08-13,34.7764,34.941,34.383,34.4562,233796.0
2021-08-14,34.7764,34.941,34.383,34.4562,233796.0
2021-08-15,34.7764,34.941,34.383,34.4562,233796.0
2021-08-16,34.2458,34.6209,34.0629,34.3282,205483.0
2021-08-17,33.9806,34.4288,33.7062,34.0355,195953.0
2021-08-18,33.8891,34.4654,33.7245,33.7976,227955.0
2021-08-19,33.3311,33.7519,33.3083,33.6513,230598.0
2021-08-20,33.5141,34.3647,33.2854,34.2916,228167.0
2021-08-21,33.5141,34.3647,33.2854,34.2916,228167.0
2021-08-22,33.5141,34.3647,33.2854,34.2916,228167.0
2021-08-23,34.4379,34.7764,34.2275,34.3099,215329.0
2021-08-24,34.383,34.5568,34.2184,34.3922,165979.0
2021-08-25,34.3373,34.7215,34.3282,34.3739,182244.0
2021-08-26,34.383,34.383,33.5324,33.5781,210942.0
2021-08-27,33.7428,34.7535,33.7428,34.7398,286882.0
2021-08-28,33.7428,34.7535,33.7428,34.7398,286882.0
2021-08-29,33.7428,34.7535,33.7428,34.7398,286882.0
2021-08-30,34.6757,34.6757,33.5781,33.6604,201077.0
2021-08-31,33.7793,34.2092,33.697,33.8434,220080.0
2021-09-01,33.9531,33.9531,33.2305,33.4226,117558.0
2021-09-02,33.4135,33.7062,33.1665,33.258,145457.0
2021-09-03,33.3677,33.6879,32.883,33.1025,143229.0
2021-09-04,33.3677,33.6879,32.883,33.1025,143229.0
2021-09-05,33.3677,33.6879,32.883,33.1025,143229.0
2021-09-06,33.3677,33.6879,32.883,33.1025,143229.0
2021-09-07,33.1391,33.5141,32.5811,32.6268,305089.0
2021-09-08,32.4348,32.5537,31.8768,32.0414,284865.0
2021-09-09,32.078,32.4439,31.9134,32.014,317673.0
2021-09-10,32.1421,32.3799,31.4835,31.5567,208001.0
2021-09-11,32.1421,32.3799,31.4835,31.5567,208001.0
2021-09-12,32.1421,32.3799,31.4835,31.5567,208001.0
2021-09-13,31.7762,32.0643,31.328,31.6115,276531.0
2021-09-14,31.7853,31.7853,30.6328,30.77,312081.0
2021-09-15,30.7517,31.2274,30.6786,31.0719,391990.0
2021-09-16,31.5841,31.6024,30.7243,30.8798,335580.0
2021-09-17,31.1359,31.7304,30.8706,31.2365,1727525.0
2021-09-18,31.1359,31.7304,30.8706,31.2365,1727525.0
2021-09-19,31.1359,31.7304,30.8706,31.2365,1727525.0
2021-09-20,31.1725,31.1725,29.9377,30.6694,351534.0
2021-09-21,30.8523,30.9072,30.2852,30.5871,364643.0
2021-09-22,30.8615,31.546,30.7883,31.264,270657.0
2021-09-23,31.4835,32.6085,31.1359,32.3158,234521.0
2021-09-24,32.2976,32.8464,32.11,32.7183,191064.0
2021-09-25,32.2976,32.8464,32.11,32.7183,191064.0
2021-09-26,32.2976,32.8464,32.11,32.7183,191064.0
2021-09-27,32.9744,34.255,32.2061,34.072,319395.0
2021-09-28,34.255,34.4562,33.2214,33.7336,214959.0
2021-09-29,33.697,34.2092,33.4592,34.1452,139295.0
2021-09-30,34.2641,34.4471,33.6604,33.7062,172184.0
2021-10-01,33.8525,34.8038,33.7245,34.566,166354.0
2021-10-02,33.8525,34.8038,33.7245,34.566,166354.0
2021-10-03,33.8525,34.8038,33.7245,34.566,166354.0
2021-10-04,34.566,35.0494,34.2916,34.6849,238854.0
2021-10-05,34.9501,35.0508,34.4105,34.694,122501.0
2021-10-06,34.3373,34.5751,33.8068,34.5202,127451.0
2021-10-07,34.8495,35.0782,34.7215,34.8038,354026.0
2021-10-08,34.8312,35.2063,34.6483,35.0873,126382.0
2021-10-09,34.8312,35.2063,34.6483,35.0873,126382.0
2021-10-10,34.8312,35.2063,34.6483,35.0873,126382.0
2021-10-11,35.2154,35.2154,33.9257,34.3373,169218.0
2021-10-12,34.3464,34.3464,33.8983,34.2184,160929.0
2021-10-13,33.88,34.2687,33.4775,33.9806,195890.0
2021-10-14,34.1544,34.4196,33.9531,34.2092,239814.0
2021-10-15,35.0142,35.0142,34.1635,34.191,256597.0
2021-10-16,35.0142,35.0142,34.1635,34.191,256597.0
2021-10-17,35.0142,35.0142,34.1635,34.191,256597.0
2021-10-18,34.0446,34.3464,33.5781,33.6147,156259.0
2021-10-19,33.8342,33.9348,33.3037,33.7153,179871.0
2021-10-20,33.633,34.4379,33.0202,34.4288,142744.0
2021-10-21,34.4288,34.6849,33.3038,34.1086,136880.0
2021-10-22,33.9989,34.3647,33.2305,33.7519,483971.0
2021-10-23,33.9989,34.3647,33.2305,33.7519,483971.0
2021-10-24,33.9989,34.3647,33.2305,33.7519,483971.0
2021-10-25,33.6787,34.4105,33.5141,34.1452,233006.0
2021-10-26,34.1086,34.2687,33.6604,33.7153,214701.0
2021-10-27,33.4501,33.4501,31.7853,31.8036,340593.0
2021-10-28,32.014,33.1391,32.014,32.3707,190569.0
2021-10-29,32.5171,32.947,32.4622,32.8098,221270.0
2021-10-30,32.5171,32.947,32.4622,32.8098,221270.0
2021-10-31,32.5171,32.947,32.4622,32.8098,221270.0
2021-11-01,32.9836,34.5934,32.9836,34.4471,339104.0
2021-11-02,34.3556,34.4837,33.7702,33.9348,224376.0
2021-11-03,33.7245,34.8678,33.7245,34.1727,499349.0
2021-11-04,34.1818,34.1818,33.0156,33.0933,273769.0
2021-11-05,33.569,34.0812,33.5004,33.6604,474193.0
2021-11-06,33.569,34.0812,33.5004,33.6604,474193.0
2021-11-07,33.569,34.0812,33.5004,33.6604,474193.0
2021-11-08,33.8525,34.2824,33.7839,34.072,155274.0
2021-11-09,33.761,33.9348,33.3952,33.761,232817.0
2021-11-10,33.7703,34.2541,33.7703,34.0376,147614.0
2021-11-11,34.1021,34.5168,33.8256,34.1666,187194.0
2021-11-12,34.1574,34.1666,33.4984,33.6597,170049.0
2021-11-13,34.1574,34.1666,33.4984,33.6597,170049.0
2021-11-14,34.1574,34.1666,33.4984,33.6597,170049.0
2021-11-15,33.7426,33.9454,33.3371,33.4385,189165.0
2021-11-16,33.3924,33.6965,33.1435,33.3555,184271.0
2021-11-17,33.1159,33.4753,32.4154,32.7196,147121.0
2021-11-18,32.6274,32.7564,32.2587,32.3877,318166.0
2021-11-19,31.9453,32.2218,31.5767,32.1297,249479.0
2021-11-20,31.9453,32.2218,31.5767,32.1297,249479.0
2021-11-21,31.9453,32.2218,31.5767,32.1297,249479.0
2021-11-22,32.5721,33.5306,32.526,33.1435,233169.0
2021-11-23,33.5398,33.7028,33.1988,33.3279,160106.0
2021-11-24,33.0698,33.2818,32.867,32.8947,105307.0
2021-11-25,33.0698,33.2818,32.867,32.8947,105307.0
2021-11-26,31.7334,32.5905,30.4983,30.996,241924.0
2021-11-27,31.7334,32.5905,30.4983,30.996,241924.0
2021-11-28,31.7334,32.5905,30.4983,30.996,241924.0
2021-11-29,31.6596,31.7241,30.5628,30.6734,221597.0
2021-11-30,30.6826,30.6826,29.7886,29.9637,286553.0
2021-12-01,30.655,31.1158,29.7794,29.9453,318340.0
2021-12-02,30.0928,31.5582,29.9914,31.4753,592994.0
2021-12-03,31.5859,31.8808,31.1343,31.4384,368507.0
2021-12-04,31.5859,31.8808,31.1343,31.4384,368507.0
2021-12-05,31.5859,31.8808,31.1343,31.4384,368507.0
2021-12-06,32.0467,32.8348,31.7057,32.4799,349335.0
2021-12-07,32.8025,32.8025,31.7702,32.0467,284995.0
2021-12-08,31.9085,32.314,31.6458,31.8808,206666.0
2021-12-09,31.549,31.7979,31.3647,31.5675,162949.0
2021-12-10,32.0836,32.7656,31.8163,32.6827,328950.0
2021-12-11,32.0836,32.7656,31.8163,32.6827,328950.0
2021-12-12,32.0836,32.7656,31.8163,32.6827,328950.0
2021-12-13,32.4984,32.7933,32.1205,32.526,453171.0
2021-12-14,32.6182,33.4292,32.526,33.0329,425895.0
2021-12-15,33.1067,33.4892,32.5905,33.1343,490245.0
2021-12-16,34.1021,34.4339,33.3279,33.5951,339767.0
2021-12-17,33.3924,33.8163,32.5813,33.4292,1271253.0
2021-12-18,33.3924,33.8163,32.5813,33.4292,1271253.0
2021-12-19,33.3924,33.8163,32.5813,33.4292,1271253.0
2021-12-20,33.0145,33.0145,32.2218,32.95,408578.0
2021-12-21,33.2173,33.9638,31.4293,33.7703,498175.0
2021-12-22,33.6873,34.268,33.4523,34.2035,205106.0
2021-12-23,34.5076,34.8855,34.0929,34.5076,156266.0
2021-12-24,34.5076,34.8855,34.0929,34.5076,156266.0
2021-12-25,34.5076,34.8855,34.0929,34.5076,156266.0
2021-12-26,34.5076,34.8855,34.0929,34.5076,156266.0
2021-12-27,34.5998,35.1343,34.2449,35.0698,256837.0
2021-12-28,34.9684,35.4754,34.9684,35.1804,194106.0
2021-12-29,35.2726,35.3371,34.738,34.8855,145625.0
2021-12-30,34.8394,35.2449,34.3786,34.4339,147142.0
2021-12-31,34.2864,34.5721,34.2495,34.3694,101493.0
2022-01-01,34.2864,34.5721,34.2495,34.3694,101493.0
2022-01-02,34.2864,34.5721,34.2495,34.3694,101493.0
2022-01-03,34.6274,35.4938,34.6274,34.9316,207849.0
2022-01-04,35.1804,36.5722,35.0514,36.1113,320783.0
2022-01-05,36.2864,36.7749,36.2035,36.3602,304390.0
2022-01-06,36.5076,38.0837,36.5076,37.8994,365576.0
2022-01-07,37.927,38.0653,37.5031,37.9639,280125.0
2022-01-08,37.927,38.0653,37.5031,37.9639,280125.0
2022-01-09,37.927,38.0653,37.5031,37.9639,280125.0
2022-01-10,38.0284,38.3787,37.6782,38.1575,350761.0
2022-01-11,38.3418,38.4247,37.5668,38.1759,188834.0
2022-01-12,37.8072,38.3602,37.5768,38.0837,268389.0
2022-01-13,38.2128,38.9685,38.1667,38.6183,330232.0
2022-01-14,38.0468,38.9132,37.8164,38.8211,198345.0
2022-01-15,38.0468,38.9132,37.8164,38.8211,198345.0
2022-01-16,38.0468,38.9132,37.8164,38.8211,198345.0
2022-01-17,38.0468,38.9132,37.8164,38.8211,198345.0
2022-01-18,39.0515,39.328,38.4616,38.5353,272159.0
2022-01-19,38.6828,38.6828,37.715,37.7611,345616.0
2022-01-20,37.3648,38.0284,36.7565,36.8671,240584.0
2022-01-21,36.7934,37.4017,36.1574,36.2864,460677.0
2022-01-22,36.7934,37.4017,36.1574,36.2864,460677.0
2022-01-23,36.7934,37.4017,36.1574,36.2864,460677.0
2022-01-24,35.9086,36.9224,35.7519,36.7196,467634.0
2022-01-25,36.9316,38.3602,36.4984,37.7888,482936.0
2022-01-26,38.6367,38.6367,36.8671,37.586,533223.0
2022-01-27,37.7796,38.0561,36.4155,36.5076,563024.0
2022-01-28,36.6182,37.3832,36.056,37.3648,542404.0
2022-01-29,36.6182,37.3832,36.056,37.3648,542404.0
2022-01-30,36.6182,37.3832,36.056,37.3648,542404.0
2022-01-31,37.0054,37.6321,36.5814,37.5307,380883.0
2022-02-01,37.3925,38.1805,36.8855,38.0929,304993.0
2022-02-02,37.9455,37.9455,36.821,36.8671,387796.0
2022-02-03,37.116,37.5261,36.7012,36.8671,312690.0
2022-02-04,37.0422,37.4385,36.7196,37.2726,259062.0
2022-02-05,37.0422,37.4385,36.7196,37.2726,259062.0
2022-02-06,37.0422,37.4385,36.7196,37.2726,259062.0
2022-02-07,37.2358,37.5768,36.9777,37.2911,143246.0
2022-02-08,37.6505,38.1943,37.4754,38.0192,232061.0
2022-02-09,37.9915,38.0008,36.9501,37.1252,185342.0
2022-02-10,37.1901,37.6542,36.9952,37.3108,292428.0
2022-02-11,36.9488,38.1275,36.8931,37.6078,298787.0
2022-02-12,36.9488,38.1275,36.8931,37.6078,298787.0
2022-02-13,36.9488,38.1275,36.8931,37.6078,298787.0
2022-02-14,37.682,37.8955,37.102,37.4407,217177.0
2022-02-15,37.7934,38.7401,37.6728,38.6751,266512.0
2022-02-16,38.2668,38.935,37.3313,38.5638,149578.0
2022-02-17,38.9814,38.9814,37.7099,37.8491,282943.0
2022-02-18,37.6171,38.3967,37.3665,38.044,242297.0
2022-02-19,37.6171,38.3967,37.3665,38.044,242297.0
2022-02-20,37.6171,38.3967,37.3665,38.044,242297.0
2022-02-21,37.6171,38.3967,37.3665,38.044,242297.0
2022-02-22,37.979,38.3503,37.4778,37.6542,271981.0
2022-02-23,37.7841,38.406,36.9767,37.0973,202090.0
2022-02-24,35.5937,36.5822,35.3014,36.4291,309951.0
2022-02-25,36.7446,38.4524,36.7446,38.3967,450329.0
2022-02-26,36.7446,38.4524,36.7446,38.3967,450329.0
2022-02-27,36.7446,38.4524,36.7446,38.3967,450329.0
2022-02-28,37.682,38.1275,37.5521,37.7099,428943.0
2022-03-01,37.5892,37.6171,35.5381,35.9928,384325.0
2022-03-02,36.494,37.9698,36.3177,37.6542,263575.0
2022-03-03,37.6728,37.9512,37.1252,37.4871,259555.0
2022-03-04,36.7353,36.7353,35.8815,36.2063,297395.0
2022-03-05,36.7353,36.7353,35.8815,36.2063,297395.0
2022-03-06,36.7353,36.7353,35.8815,36.2063,297395.0
2022-03-07,35.8443,36.4523,35.0926,35.0926,319439.0
2022-03-08,35.4452,36.2991,35.1018,35.3339,378867.0
2022-03-09,36.3084,36.7632,36.1228,36.3084,174824.0
2022-03-10,35.8351,36.4151,35.6216,36.262,223891.0
2022-03-11,36.6982,37.4964,36.6889,36.8189,257571.0
2022-03-12,36.6982,37.4964,36.6889,36.8189,257571.0
2022-03-13,36.6982,37.4964,36.6889,36.8189,257571.0
2022-03-14,37.3015,37.812,36.5497,36.7261,159098.0
2022-03-15,37.0509,37.1252,36.1274,36.5033,155310.0
2022-03-16,36.9674,37.4036,36.6147,37.1623,191236.0
2022-03-17,36.6518,36.9303,36.2202,36.6889,161117.0
2022-03-18,36.6889,36.7168,35.5937,36.2898,757030.0
2022-03-19,36.6889,36.7168,35.5937,36.2898,757030.0
2022-03-20,36.6889,36.7168,35.5937,36.2898,757030.0
2022-03-21,36.3455,36.8096,35.5381,35.9,182404.0
2022-03-22,36.2898,36.7307,36.0857,36.2713,163166.0
2022-03-23,36.1228,36.1228,35.0461,35.1575,378561.0
2022-03-24,35.4917,35.4917,34.8884,35.1204,130509.0
2022-03-25,35.1668,35.8536,35.1668,35.8072,345065.0
2022-03-26,35.1668,35.8536,35.1668,35.8072,345065.0
2022-03-27,35.1668,35.8536,35.1668,35.8072,345065.0
2022-03-28,35.8072,35.8072,34.9162,35.436,214868.0
2022-03-29,35.8351,36.2249,35.5009,36.0114,177704.0
2022-03-30,36.0392,36.0857,34.3965,34.6192,334423.0
2022-03-31,34.6563,35.2132,33.9695,34.0531,291276.0
2022-04-01,34.4893,35.436,33.7468,33.9881,352116.0
2022-04-02,34.4893,35.436,33.7468,33.9881,352116.0
2022-04-03,34.4893,35.436,33.7468,33.9881,352116.0
2022-04-04,33.886,33.9046,33.3013,33.654,198546.0
2022-04-05,33.7561,34.1551,33.5799,33.6725,263283.0
2022-04-06,33.4405,33.7746,33.0135,33.0228,203589.0
2022-04-07,33.1435,33.4126,32.5402,32.8558,249290.0
2022-04-08,33.0785,33.6075,32.865,33.1156,343034.0
2022-04-09,33.0785,33.6075,32.865,33.1156,343034.0
2022-04-10,33.0785,33.6075,32.865,33.1156,343034.0
2022-04-11,33.1713,33.9974,33.1713,33.2734,191697.0
2022-04-12,33.357,33.7746,33.111,33.2456,240923.0
2022-04-13,33.0692,33.7839,32.9486,33.6911,141231.0
2022-04-14,33.7189,34.0531,33.227,33.2734,258295.0
2022-04-15,33.7189,34.0531,33.227,33.2734,258295.0
2022-04-16,33.7189,34.0531,33.227,33.2734,258295.0
2022-04-17,33.7189,34.0531,33.227,33.2734,258295.0
2022-04-18,33.1435,33.64,32.5216,33.4126,245357.0
2022-04-19,33.6447,34.8234,33.6447,34.777,468163.0
2022-04-20,34.8698,35.5557,34.8698,35.2596,243875.0
2022-04-21,35.074,35.9853,34.3779,34.4893,434353.0
2022-04-22,34.48,34.5357,33.4683,33.5055,382910.0
2022-04-23,34.48,34.5357,33.4683,33.5055,382910.0
2022-04-24,34.48,34.5357,33.4683,33.5055,382910.0
2022-04-25,34.7027,34.7027,32.4567,33.0785,450397.0
2022-04-26,32.6237,33.1528,32.271,32.2989,335842.0
2022-04-27,32.2989,32.7722,32.0576,32.1875,237953.0
2022-04-28,32.5216,32.7908,32.1133,32.466,300162.0
2022-04-29,32.4381,32.5773,31.2408,31.3522,255925.0
2022-04-30,32.4381,32.5773,31.2408,31.3522,255925.0
2022-05-01,32.4381,32.5773,31.2408,31.3522,255925.0
2022-05-02,31.6121,32.104,31.2687,31.9926,252086.0
2022-05-03,31.9276,32.4845,31.5564,32.2803,209345.0
2022-05-04,32.3917,33.1806,32.0947,33.0321,237341.0
2022-05-05,32.7165,32.8279,31.7791,32.2989,273930.0
2022-05-06,32.2896,32.4335,31.5285,31.9369,212256.0
2022-05-07,32.2896,32.4335,31.5285,31.9369,212256.0
2022-05-08,32.2896,32.4335,31.5285,31.9369,212256.0
2022-05-09,31.6492,32.6052,31.4357,32.2061,310447.0
2022-05-10,32.4845,33.0692,31.2872,31.8998,276237.0
2022-05-11,32.0204,32.5588,31.6214,32.104,351864.0
2022-05-12,31.9833,32.1597,31.1666,32.0297,254323.0
2022-05-13,32.1689,32.3871,31.4636,31.7234,251989.0
2022-05-14,32.1689,32.3871,31.4636,31.7234,251989.0
2022-05-15,32.1689,32.3871,31.4636,31.7234,251989.0
2022-05-16,31.7049,31.8905,31.1851,31.6028,197296.0
2022-05-17,32.0854,32.6887,32.0854,32.6052,187305.0
2022-05-18,32.1504,32.3917,31.6585,31.9369,259847.0
2022-05-19,31.5065,32.0071,31.4363,31.5065,310502.0
2022-05-20,31.703,32.0679,31.0667,31.8808,256711.0
2022-05-21,31.703,32.0679,31.0667,31.8808,256711.0
2022-05-22,31.703,32.0679,31.0667,31.8808,256711.0
2022-05-23,32.5451,32.7136,32.0118,32.1802,188634.0
2022-05-24,32.1241,32.2083,31.3568,32.0586,162098.0
2022-05-25,31.9837,32.5451,31.8527,32.2457,213802.0
2022-05-26,32.4609,32.7417,32.3393,32.5826,194664.0
2022-05-27,32.7042,32.9382,32.4329,32.8727,170037.0
2022-05-28,32.7042,32.9382,32.4329,32.8727,170037.0
2022-05-29,32.7042,32.9382,32.4329,32.8727,170037.0
