,CFR US Equity,CFR US Equity,CFR US Equity,CFR US Equity,CFR US Equity
2020-03-01,71.0435,72.3283,68.7967,69.6137,828082.0
2020-03-02,69.7647,72.6863,68.4326,72.6597,560501.0
2020-03-03,72.491,72.7396,68.6635,69.6848,831131.0
2020-03-04,70.6261,70.8206,68.0774,70.3686,582029.0
2020-03-05,67.589,68.2639,65.3955,66.1326,631243.0
2020-03-06,63.3974,64.7384,59.9962,61.1151,862541.0
2020-03-07,63.3974,64.7384,59.9962,61.1151,862541.0
2020-03-08,63.3974,64.7384,59.9962,61.1151,862541.0
2020-03-09,55.112,55.112,44.5531,48.0609,2315456.0
2020-03-10,51.9594,54.517,47.5991,54.3305,2092707.0
2020-03-11,52.288,52.4301,49.1266,50.13,1404118.0
2020-03-12,46.6045,52.9274,44.1979,47.1551,1505802.0
2020-03-13,51.2667,55.2896,48.9224,55.2807,1006689.0
2020-03-14,51.2667,55.2896,48.9224,55.2807,1006689.0
2020-03-15,51.2667,55.2896,48.9224,55.2807,1006689.0
2020-03-16,48.8424,54.0818,46.4624,50.1922,1280744.0
2020-03-17,51.3378,56.4884,48.9667,56.3197,1672535.0
2020-03-18,52.6343,55.4228,48.5227,50.3165,1513118.0
2020-03-19,49.393,52.4123,44.4466,51.1691,1391882.0
2020-03-20,51.3467,52.8563,46.2315,47.1373,1015979.0
2020-03-21,51.3467,52.8563,46.2315,47.1373,1015979.0
2020-03-22,51.3467,52.8563,46.2315,47.1373,1015979.0
2020-03-23,46.2582,47.4215,42.3508,43.7095,769618.0
2020-03-24,46.5157,48.6026,43.967,47.4126,701483.0
2020-03-25,48.2652,51.0181,46.8043,48.2385,638684.0
2020-03-26,49.1088,52.2525,48.6248,51.4532,608030.0
2020-03-27,49.2331,51.6575,48.8157,49.0555,811055.0
2020-03-28,49.2331,51.6575,48.8157,49.0555,811055.0
2020-03-29,49.2331,51.6575,48.8157,49.0555,811055.0
2020-03-30,48.9845,50.2721,47.2794,50.0324,572111.0
2020-03-31,49.464,51.4951,48.8262,49.5439,417495.0
2020-04-01,47.0752,48.3184,45.9651,47.3949,643771.0
2020-04-02,47.7945,51.5953,46.9953,49.1266,846457.0
2020-04-03,48.7802,50.3965,47.1551,49.0111,546220.0
2020-04-04,48.7802,50.3965,47.1551,49.0111,546220.0
2020-04-05,48.7802,50.3965,47.1551,49.0111,546220.0
2020-04-06,51.2046,53.3092,50.8138,51.7463,627442.0
2020-04-07,53.2826,56.8347,52.994,55.1564,921876.0
2020-04-08,56.2043,59.4723,54.9077,58.6819,672962.0
2020-04-09,60.1472,64.1567,59.5699,62.9889,824623.0
2020-04-10,60.1472,64.1567,59.5699,62.9889,824623.0
2020-04-11,60.1472,64.1567,59.5699,62.9889,824623.0
2020-04-12,60.1472,64.1567,59.5699,62.9889,824623.0
2020-04-13,63.1576,63.16,58.5487,58.8151,457294.0
2020-04-14,60.1649,60.5646,55.5116,56.9857,757206.0
2020-04-15,54.1706,54.6857,53.0162,53.6378,670778.0
2020-04-16,53.5401,53.5401,49.3175,50.503,717253.0
2020-04-17,52.9718,55.5915,52.2791,55.3606,546860.0
2020-04-18,52.9718,55.5915,52.2791,55.3606,546860.0
2020-04-19,52.9718,55.5915,52.2791,55.3606,546860.0
2020-04-20,52.8563,57.1545,52.7054,54.4459,794347.0
2020-04-21,52.137,53.7444,50.3965,52.2702,764045.0
2020-04-22,53.6112,54.0463,52.1637,52.3058,603239.0
2020-04-23,53.0517,54.9166,52.6699,53.5401,524716.0
2020-04-24,54.2506,55.7736,53.1938,55.5116,487147.0
2020-04-25,54.2506,55.7736,53.1938,55.5116,487147.0
2020-04-26,54.2506,55.7736,53.1938,55.5116,487147.0
2020-04-27,55.5471,59.3746,55.3784,59.0282,584214.0
2020-04-28,61.1684,62.5982,60.1561,60.6889,650582.0
2020-04-29,63.06,66.0615,62.2518,65.5731,813638.0
2020-04-30,63.2642,65.733,61.053,63.8148,2473931.0
2020-05-01,61.719,62.687,59.5433,60.5823,623184.0
2020-05-02,61.719,62.687,59.5433,60.5823,623184.0
2020-05-03,61.719,62.687,59.5433,60.5823,623184.0
2020-05-04,59.2059,60.0406,58.007,59.712,634634.0
2020-05-05,62.4383,62.4383,58.6197,59.0016,414368.0
2020-05-06,59.7387,59.8763,57.4786,57.7051,389638.0
2020-05-07,58.8329,61.0619,57.896,58.2823,372432.0
2020-05-08,59.0726,61.1329,58.9128,60.9198,411650.0
2020-05-09,59.0726,61.1329,58.9128,60.9198,411650.0
2020-05-10,59.0726,61.1329,58.9128,60.9198,411650.0
2020-05-11,59.7387,60.4491,58.2956,59.2503,513282.0
2020-05-12,59.5167,60.2005,55.8224,56.0267,615703.0
2020-05-13,55.4405,55.4494,51.7996,52.4301,758522.0
2020-05-14,51.471,56.2664,50.1922,56.0977,560656.0
2020-05-15,55.3695,57.1634,54.779,57.0479,1065718.0
2020-05-16,55.3695,57.1634,54.779,57.0479,1065718.0
2020-05-17,55.3695,57.1634,54.779,57.0479,1065718.0
2020-05-18,61.2039,62.536,59.5433,62.1808,616322.0
2020-05-19,61.5059,63.0333,59.9607,60.0495,507972.0
2020-05-20,61.3372,63.0156,61.3372,62.2341,459452.0
2020-05-21,61.8966,63.4463,61.8078,62.5094,613664.0
2020-05-22,62.3762,63.2731,60.6001,60.8754,412717.0
2020-05-23,62.3762,63.2731,60.6001,60.8754,412717.0
2020-05-24,62.3762,63.2731,60.6001,60.8754,412717.0
2020-05-25,62.3762,63.2731,60.6001,60.8754,412717.0
2020-05-26,64.2055,65.9994,63.948,65.4666,602691.0
2020-05-27,69.5427,70.3508,66.6033,70.1554,702515.0
2020-05-28,70.8723,70.8902,68.0317,68.5066,498496.0
2020-05-29,67.0549,68.8113,66.4276,68.0765,342616.0
2020-05-30,67.0549,68.8113,66.4276,68.0765,342616.0
2020-05-31,67.0549,68.8113,66.4276,68.0765,342616.0
2020-06-01,68.6589,68.9815,67.2341,68.0765,348084.0
2020-06-02,69.2862,69.8955,66.5038,67.2431,420900.0
2020-06-03,69.3489,70.4601,68.5514,69.7253,463791.0
2020-06-04,69.3489,72.1268,68.5917,72.1268,475235.0
2020-06-05,77.6288,78.292,73.695,74.1878,727817.0
2020-06-06,77.6288,78.292,73.695,74.1878,727817.0
2020-06-07,77.6288,78.292,73.695,74.1878,727817.0
2020-06-08,76.5087,77.6557,75.5589,77.2346,531863.0
2020-06-09,74.8241,78.1038,74.3224,76.7148,512181.0
2020-06-10,76.912,76.912,71.159,71.3024,501418.0
2020-06-11,65.7645,67.5209,65.2717,65.8362,641617.0
2020-06-12,69.8149,69.8149,65.1462,67.5567,412496.0
2020-06-13,69.8149,69.8149,65.1462,67.5567,412496.0
2020-06-14,69.8149,69.8149,65.1462,67.5567,412496.0
2020-06-15,64.3308,69.9493,63.9813,69.5819,455532.0
2020-06-16,73.1663,73.2252,70.1599,71.5264,400113.0
2020-06-17,72.0103,72.0103,70.0658,70.254,309045.0
2020-06-18,69.0532,71.2666,69.0532,70.6841,321568.0
2020-06-19,71.625,71.9028,68.6231,70.4063,672577.0
2020-06-20,71.625,71.9028,68.6231,70.4063,672577.0
2020-06-21,71.625,71.9028,68.6231,70.4063,672577.0
2020-06-22,69.8328,71.5264,68.9053,70.254,307081.0
2020-06-23,71.8938,71.9745,68.6589,68.7575,342406.0
2020-06-24,67.7091,67.7718,64.9222,65.2986,551893.0
2020-06-25,64.967,66.4187,64.5727,66.2126,460153.0
2020-06-26,64.6713,64.6713,63.0046,63.0673,690195.0
2020-06-27,64.6713,64.6713,63.0046,63.0673,690195.0
2020-06-28,64.6713,64.6713,63.0046,63.0673,690195.0
2020-06-29,64.4473,66.5172,63.3809,65.0028,416519.0
2020-06-30,64.268,67.4582,64.1986,66.9474,380295.0
2020-07-01,67.2969,67.3999,63.7393,63.9455,285399.0
2020-07-02,65.9706,66.8139,62.9777,63.2286,366215.0
2020-07-03,65.9706,66.8139,62.9777,63.2286,366215.0
2020-07-04,65.9706,66.8139,62.9777,63.2286,366215.0
2020-07-05,65.9706,66.8139,62.9777,63.2286,366215.0
2020-07-06,65.191,66.0468,62.7447,63.2375,364891.0
2020-07-07,62.2698,62.5744,61.3557,61.4722,325524.0
2020-07-08,61.2572,62.8164,59.9668,61.4364,401277.0
2020-07-09,60.836,61.7321,58.9721,59.1603,405746.0
2020-07-10,59.2141,61.4364,59.2141,61.3557,411916.0
2020-07-11,59.2141,61.4364,59.2141,61.3557,411916.0
2020-07-12,59.2141,61.4364,59.2141,61.3557,411916.0
2020-07-13,61.9292,64.2143,60.9127,62.6551,509700.0
2020-07-14,62.3325,62.6013,60.603,61.3199,389510.0
2020-07-15,63.2555,65.3075,62.8164,65.1821,428358.0
2020-07-16,64.5996,66.2932,63.6229,64.277,251941.0
2020-07-17,64.268,64.8326,62.5296,62.5565,273860.0
2020-07-18,64.268,64.8326,62.5296,62.5565,273860.0
2020-07-19,64.268,64.8326,62.5296,62.5565,273860.0
2020-07-20,62.0547,62.3235,60.6837,61.1317,433649.0
2020-07-21,61.992,65.5315,61.7769,65.4778,369692.0
2020-07-22,64.6803,65.0835,63.2644,64.1874,341170.0
2020-07-23,63.7483,66.0602,63.7483,65.424,253506.0
2020-07-24,65.7645,66.4456,65.0566,65.4151,271074.0
2020-07-25,65.7645,66.4456,65.0566,65.4151,271074.0
2020-07-26,65.7645,66.4456,65.0566,65.4151,271074.0
2020-07-27,64.7251,64.743,63.2913,64.3666,374440.0
2020-07-28,64.044,65.433,63.7662,64.7161,400733.0
2020-07-29,64.4562,68.1661,64.3577,67.6643,662631.0
2020-07-30,66.0692,67.0728,64.3129,65.9527,580270.0
2020-07-31,65.5315,65.8004,62.9149,64.5727,1295144.0
2020-08-01,65.5315,65.8004,62.9149,64.5727,1295144.0
2020-08-02,65.5315,65.8004,62.9149,64.5727,1295144.0
2020-08-03,64.9401,65.3344,63.8648,64.4562,339524.0
2020-08-04,63.9455,65.0477,63.9455,64.1695,444823.0
2020-08-05,64.9939,65.648,64.0351,65.4151,323213.0
2020-08-06,65.1373,65.9751,65.0477,65.191,229754.0
2020-08-07,64.8147,67.0952,64.3935,67.0459,254567.0
2020-08-08,64.8147,67.0952,64.3935,67.0459,254567.0
2020-08-09,64.8147,67.0952,64.3935,67.0459,254567.0
2020-08-10,67.4492,68.7485,66.7682,66.9832,431318.0
2020-08-11,68.8919,70.3346,68.2019,68.7037,354622.0
2020-08-12,70.0748,70.0748,66.7592,68.1481,252428.0
2020-08-13,67.4402,68.4797,67.1624,67.5478,267031.0
2020-08-14,66.9653,68.2736,66.8757,67.8076,319591.0
2020-08-15,66.9653,68.2736,66.8757,67.8076,319591.0
2020-08-16,66.9653,68.2736,66.8757,67.8076,319591.0
2020-08-17,67.4044,67.5298,65.9169,65.9706,241103.0
2020-08-18,66.0244,66.0244,64.0619,64.2322,292585.0
2020-08-19,64.1605,65.3613,63.8469,64.4652,258567.0
2020-08-20,63.5153,63.7567,62.673,62.7357,223571.0
2020-08-21,62.7984,63.5869,61.8934,62.4669,245682.0
2020-08-22,62.7984,63.5869,61.8934,62.4669,245682.0
2020-08-23,62.7984,63.5869,61.8934,62.4669,245682.0
2020-08-24,62.9239,64.501,62.2966,64.2053,262241.0
2020-08-25,65.1014,65.7914,63.5153,64.3039,203237.0
2020-08-26,64.0082,64.044,62.7805,62.7895,295021.0
2020-08-27,63.0225,64.6175,63.0225,64.3577,219689.0
2020-08-28,64.9188,64.955,63.6065,64.1857,225107.0
2020-08-29,64.9188,64.955,63.6065,64.1857,225107.0
2020-08-30,64.9188,64.955,63.6065,64.1857,225107.0
2020-08-31,63.9504,63.9911,62.7467,62.8643,276489.0
2020-09-01,62.4933,63.6608,61.4706,63.0635,244617.0
2020-09-02,63.0725,63.7784,62.439,63.5522,230757.0
2020-09-03,64.2129,66.3578,63.1992,63.4979,220854.0
2020-09-04,65.0365,65.6293,63.7241,65.2718,273223.0
2020-09-05,65.0365,65.6293,63.7241,65.2718,273223.0
2020-09-06,65.0365,65.6293,63.7241,65.2718,273223.0
2020-09-07,65.0365,65.6293,63.7241,65.2718,273223.0
2020-09-08,64.3848,64.3848,61.8688,62.1132,338548.0
2020-09-09,62.3394,62.401,61.0905,61.8778,255593.0
2020-09-10,62.2489,62.4661,61.0724,61.3077,351945.0
2020-09-11,61.5158,61.6154,60.5746,61.0995,230886.0
2020-09-12,61.5158,61.6154,60.5746,61.0995,230886.0
2020-09-13,61.5158,61.6154,60.5746,61.0995,230886.0
2020-09-14,61.4796,62.7014,61.0905,62.0498,202381.0
2020-09-15,62.1041,62.1539,60.5474,61.0543,300994.0
2020-09-16,60.8642,62.7467,60.6379,61.8145,373292.0
2020-09-17,60.8461,61.6516,60.7827,61.5973,372842.0
2020-09-18,61.5973,62.2399,60.7649,61.4706,1109190.0
2020-09-19,61.5973,62.2399,60.7649,61.4706,1109190.0
2020-09-20,61.5973,62.2399,60.7649,61.4706,1109190.0
2020-09-21,59.8777,61.0995,57.6151,58.0857,561282.0
2020-09-22,58.0405,59.1718,56.8639,57.1083,387441.0
2020-09-23,57.5517,58.8437,56.4657,56.5109,414450.0
2020-09-24,56.5924,57.597,55.7417,56.3118,393068.0
2020-09-25,55.8503,56.8368,55.6602,56.7281,286052.0
2020-09-26,55.8503,56.8368,55.6602,56.7281,286052.0
2020-09-27,55.8503,56.8368,55.6602,56.7281,286052.0
2020-09-28,57.8414,59.1718,57.6965,58.6378,329331.0
2020-09-29,58.6016,58.6016,55.9679,57.244,596762.0
2020-09-30,57.6875,58.6468,57.2259,57.8776,389969.0
2020-10-01,57.3979,58.4749,57.0178,57.6965,322814.0
2020-10-02,56.4476,59.2261,56.348,58.8188,398905.0
2020-10-03,56.4476,59.2261,56.348,58.8188,398905.0
2020-10-04,56.4476,59.2261,56.348,58.8188,398905.0
2020-10-05,59.4614,60.9276,59.0722,60.656,496600.0
2020-10-06,61.7059,63.9775,61.0,61.4253,356610.0
2020-10-07,62.1132,63.6879,62.0136,62.8824,327004.0
2020-10-08,63.2445,63.7603,62.6426,63.3712,242984.0
2020-10-09,63.8056,64.1689,62.8462,62.982,222084.0
2020-10-10,63.8056,64.1689,62.8462,62.982,222084.0
2020-10-11,63.8056,64.1689,62.8462,62.982,222084.0
2020-10-12,62.9005,63.5612,62.5476,63.3893,191976.0
2020-10-13,62.8281,63.3621,61.4253,61.4434,230759.0
2020-10-14,61.4525,62.2218,60.2759,60.3031,232649.0
2020-10-15,59.579,62.3756,59.57,62.3575,232779.0
2020-10-16,62.2489,62.7829,61.3258,62.1494,212542.0
2020-10-17,62.2489,62.7829,61.3258,62.1494,212542.0
2020-10-18,62.2489,62.7829,61.3258,62.1494,212542.0
2020-10-19,62.6743,62.7376,60.5203,60.6289,523016.0
2020-10-20,61.371,62.267,61.2986,61.4796,569764.0
2020-10-21,61.5701,62.3847,61.4253,61.6968,435392.0
2020-10-22,61.914,64.2762,61.8145,63.8961,714419.0
2020-10-23,64.8373,65.6066,64.3125,65.2899,639192.0
2020-10-24,64.8373,65.6066,64.3125,65.2899,639192.0
2020-10-25,64.8373,65.6066,64.3125,65.2899,639192.0
2020-10-26,64.3124,64.6744,62.7014,62.7105,590760.0
2020-10-27,62.5838,62.5838,60.1221,60.1854,554266.0
2020-10-28,59.0451,61.0,58.4839,60.2578,511913.0
2020-10-29,59.5247,62.6833,58.7826,62.2399,545522.0
2020-10-30,61.7511,63.7241,61.7511,63.5974,1145499.0
2020-10-31,61.7511,63.7241,61.7511,63.5974,1145499.0
2020-11-01,61.7511,63.7241,61.7511,63.5974,1145499.0
2020-11-02,64.2762,65.5342,63.3259,65.0727,422258.0
2020-11-03,66.3035,68.2946,65.8962,67.7697,449190.0
2020-11-04,65.2989,65.8917,62.0679,62.0951,478386.0
2020-11-05,62.3575,65.3894,62.3575,65.2446,307058.0
2020-11-06,65.9596,66.2492,63.7784,64.0771,245963.0
2020-11-07,65.9596,66.2492,63.7784,64.0771,245963.0
2020-11-08,65.9596,66.2492,63.7784,64.0771,245963.0
2020-11-09,69.6884,75.6164,69.3399,73.8063,761461.0
2020-11-10,74.458,75.9241,73.3991,75.2363,500214.0
2020-11-11,74.8833,74.9376,71.5618,72.3673,464244.0
2020-11-12,70.0504,71.4487,69.6974,71.0459,526682.0
2020-11-13,71.9419,73.5801,71.5438,73.1094,276893.0
2020-11-14,71.9419,73.5801,71.5438,73.1094,276893.0
2020-11-15,71.9419,73.5801,71.5438,73.1094,276893.0
2020-11-16,75.7793,76.7025,74.7476,76.4762,350639.0
2020-11-17,74.9648,76.9287,74.3946,76.6301,259522.0
2020-11-18,76.793,77.4899,75.4354,75.4626,282213.0
2020-11-19,74.7295,75.6798,73.743,75.5259,274825.0
2020-11-20,75.0372,75.5802,73.9149,75.2634,202663.0
2020-11-21,75.0372,75.5802,73.9149,75.2634,202663.0
2020-11-22,75.0372,75.5802,73.9149,75.2634,202663.0
2020-11-23,76.5034,77.3179,75.716,76.9559,280514.0
2020-11-24,78.7117,81.321,78.3858,81.1734,372132.0
2020-11-25,80.3769,80.3769,78.4945,79.481,242921.0
2020-11-26,80.3769,80.3769,78.4945,79.481,242921.0
2020-11-27,79.2164,80.3753,78.0894,79.481,111591.0
2020-11-28,79.2164,80.3753,78.0894,79.481,111591.0
2020-11-29,79.2164,80.3753,78.0894,79.481,111591.0
2020-11-30,78.605,79.1707,76.4879,76.57,356892.0
2020-12-01,78.4772,79.1981,77.2818,78.2126,344098.0
2020-12-02,77.5373,78.7053,77.3822,78.4863,443877.0
2020-12-03,78.5228,78.9791,77.8567,78.2217,368639.0
2020-12-04,79.1068,79.8369,78.3403,79.2894,327938.0
2020-12-05,79.1068,79.8369,78.3403,79.2894,327938.0
2020-12-06,79.1068,79.8369,78.3403,79.2894,327938.0
2020-12-07,78.8513,80.3114,77.9388,79.9737,230124.0
2020-12-08,79.3259,80.3388,78.6232,79.992,195752.0
2020-12-09,80.9684,81.3973,79.8916,80.1928,209817.0
2020-12-10,79.0703,80.0924,79.0156,79.9737,227765.0
2020-12-11,78.6688,80.0741,78.6688,79.3989,249760.0
2020-12-12,78.6688,80.0741,78.6688,79.3989,249760.0
2020-12-13,78.6688,80.0741,78.6688,79.3989,249760.0
2020-12-14,80.8589,80.9501,78.1487,78.5046,283020.0
2020-12-15,79.4627,80.4574,78.7145,80.1836,297423.0
2020-12-16,80.8041,80.868,79.7912,80.5304,225011.0
2020-12-17,80.7859,80.7859,79.4262,79.7091,206884.0
2020-12-18,80.0376,80.3388,77.8841,78.5685,615056.0
2020-12-19,80.0376,80.3388,77.8841,78.5685,615056.0
2020-12-20,80.0376,80.3388,77.8841,78.5685,615056.0
2020-12-21,78.7418,79.6635,78.0711,78.8331,231161.0
2020-12-22,79.3259,79.5814,77.6742,78.0848,255152.0
2020-12-23,78.8513,80.4072,78.5137,80.1471,270799.0
2020-12-24,80.5578,80.5578,79.0338,79.8277,140696.0
2020-12-25,80.5578,80.5578,79.0338,79.8277,140696.0
2020-12-26,80.5578,80.5578,79.0338,79.8277,140696.0
2020-12-27,80.5578,80.5578,79.0338,79.8277,140696.0
2020-12-28,80.4118,80.9045,79.3989,79.9737,302242.0
2020-12-29,80.0559,80.0559,78.7418,79.1068,386385.0
2020-12-30,79.4627,80.6282,79.4627,79.6361,279952.0
2020-12-31,79.7547,80.4756,79.0886,79.5996,345025.0
2021-01-01,79.7547,80.4756,79.0886,79.5996,345025.0
2021-01-02,79.7547,80.4756,79.0886,79.5996,345025.0
2021-01-03,79.7547,80.4756,79.0886,79.5996,345025.0
2021-01-04,79.8825,80.8863,78.0939,79.9464,331702.0
2021-01-05,80.1836,81.4885,79.627,80.7859,399051.0
2021-01-06,82.7478,87.0732,82.2642,85.4763,665367.0
2021-01-07,87.1462,88.2504,86.6717,87.1644,382604.0
2021-01-08,87.347,87.347,84.3995,86.0694,275426.0
2021-01-09,87.347,87.347,84.3995,86.0694,275426.0
2021-01-10,87.347,87.347,84.3995,86.0694,275426.0
2021-01-11,84.8466,87.2466,83.6604,87.2375,337436.0
2021-01-12,88.2047,89.9294,87.7058,88.88,474180.0
2021-01-13,88.3234,88.8982,86.7994,88.3781,364526.0
2021-01-14,89.2268,90.0663,88.4602,89.6465,442859.0
2021-01-15,87.931,89.2906,87.4656,88.15,443720.0
2021-01-16,87.931,89.2906,87.4656,88.15,443720.0
2021-01-17,87.931,89.2906,87.4656,88.15,443720.0
2021-01-18,87.931,89.2906,87.4656,88.15,443720.0
2021-01-19,88.7522,89.4549,87.9766,88.8344,342553.0
2021-01-20,89.0534,89.0534,87.2831,88.369,333664.0
2021-01-21,88.4785,88.7979,86.2702,86.7629,306362.0
2021-01-22,86.042,88.3416,86.042,88.2047,387071.0
2021-01-23,86.042,88.3416,86.042,88.2047,387071.0
2021-01-24,86.042,88.3416,86.042,88.2047,387071.0
2021-01-25,87.2283,88.9895,86.6808,88.3325,624203.0
2021-01-26,89.1538,89.2176,87.2101,88.3599,563363.0
2021-01-27,86.6899,88.8458,86.6169,88.1135,895111.0
2021-01-28,88.3872,88.6975,84.1531,84.509,944877.0
2021-01-29,84.9288,86.7629,83.6284,84.1714,1542549.0
2021-01-30,84.9288,86.7629,83.6284,84.1714,1542549.0
2021-01-31,84.9288,86.7629,83.6284,84.1714,1542549.0
2021-02-01,84.8284,85.4033,83.2497,84.6641,619157.0
2021-02-02,85.458,85.7227,84.1896,85.4307,502506.0
2021-02-03,85.4307,86.1698,84.4406,86.042,402583.0
2021-02-04,85.9964,88.5606,85.9964,88.1317,563159.0
2021-02-05,88.7614,89.8655,87.7485,88.0131,388911.0
2021-02-06,88.7614,89.8655,87.7485,88.0131,388911.0
2021-02-07,88.7614,89.8655,87.7485,88.0131,388911.0
2021-02-08,88.3142,89.5005,87.8853,89.5005,335315.0
2021-02-09,89.3819,90.9514,88.9347,90.5134,404629.0
2021-02-10,90.5864,91.4077,89.5124,90.4587,304042.0
2021-02-11,90.4769,91.321,89.4047,90.9514,387134.0
2021-02-12,90.8693,92.0465,90.5773,91.9552,347555.0
2021-02-13,90.8693,92.0465,90.5773,91.9552,347555.0
2021-02-14,90.8693,92.0465,90.5773,91.9552,347555.0
2021-02-15,90.8693,92.0465,90.5773,91.9552,347555.0
2021-02-16,92.9864,94.6198,92.4023,94.4829,552594.0
2021-02-17,94.3369,94.6472,92.9134,93.0137,440950.0
2021-02-18,92.3111,93.1689,91.3621,91.9278,293451.0
2021-02-19,92.5666,94.7428,92.5666,94.6563,337260.0
2021-02-20,92.5666,94.7428,92.5666,94.6563,337260.0
2021-02-21,92.5666,94.7428,92.5666,94.6563,337260.0
2021-02-22,94.0996,96.892,93.8806,96.1802,421641.0
2021-02-23,96.7916,97.7954,95.5049,97.3391,349243.0
2021-02-24,97.5034,99.7938,97.4486,99.4653,344219.0
2021-02-25,100.7053,100.7513,97.2882,97.8945,544821.0
2021-02-26,96.8197,97.1825,94.2385,95.9011,511280.0
2021-02-27,96.8197,97.1825,94.2385,95.9011,511280.0
2021-02-28,96.8197,97.1825,94.2385,95.9011,511280.0
2021-03-01,97.6832,99.3091,96.7647,98.7487,405743.0
2021-03-02,98.317,99.3918,96.9759,97.0585,442687.0
2021-03-03,98.0598,100.1266,97.7107,98.8865,372185.0
2021-03-04,98.7028,100.2093,97.031,99.0519,498668.0
2021-03-05,100.687,101.9363,98.3537,101.7434,403881.0
2021-03-06,100.687,101.9363,98.3537,101.7434,403881.0
2021-03-07,100.687,101.9363,98.3537,101.7434,403881.0
2021-03-08,102.9651,105.5096,102.4019,104.9952,343145.0
2021-03-09,103.1212,104.9401,100.3884,103.4428,507264.0
2021-03-10,103.801,104.7012,101.9822,103.4519,505433.0
2021-03-11,102.7997,105.0411,102.4599,104.839,328886.0
2021-03-12,105.5555,107.8244,105.5555,107.6499,380890.0
2021-03-13,105.5555,107.8244,105.5555,107.6499,380890.0
