,CFR US Equity,CFR US Equity,CFR US Equity,CFR US Equity,CFR US Equity
2021-03-14,105.5555,107.8244,105.5555,107.6499,380890.0
2021-03-15,107.6407,107.705,106.0148,106.9977,490269.0
2021-03-16,106.2353,106.2628,104.3246,105.1697,467550.0
2021-03-17,106.3271,107.1631,105.087,106.272,344064.0
2021-03-18,107.5213,110.0199,106.3822,107.1263,477769.0
2021-03-19,105.9321,108.3848,104.5175,107.6683,1538547.0
2021-03-20,105.9321,108.3848,104.5175,107.6683,1538547.0
2021-03-21,105.9321,108.3848,104.5175,107.6683,1538547.0
2021-03-22,107.3835,107.3835,102.5563,103.2407,410807.0
2021-03-23,101.826,102.5976,98.6661,99.5204,433322.0
2021-03-24,100.6962,102.3864,99.1989,99.2999,258057.0
2021-03-25,98.7671,102.2945,97.9036,101.5505,382686.0
2021-03-26,103.0845,103.3785,101.4678,103.1121,270594.0
2021-03-27,103.0845,103.3785,101.4678,103.1121,270594.0
2021-03-28,103.0845,103.3785,101.4678,103.1121,270594.0
2021-03-29,101.872,102.469,98.983,99.4009,336261.0
2021-03-30,100.4206,101.9454,100.1266,101.33,365308.0
2021-03-31,100.6319,101.3346,99.7408,99.9062,386620.0
2021-04-01,99.6581,101.2014,98.813,101.1279,365909.0
2021-04-02,99.6581,101.2014,98.813,101.1279,365909.0
2021-04-03,99.6581,101.2014,98.813,101.1279,365909.0
2021-04-04,99.6581,101.2014,98.813,101.1279,365909.0
2021-04-05,102.3221,102.7997,100.3655,100.935,349965.0
2021-04-06,100.9993,101.8168,100.0348,100.2736,255784.0
2021-04-07,100.5951,101.0912,99.0151,99.8878,215379.0
2021-04-08,99.2815,100.3287,98.069,99.7959,271084.0
2021-04-09,101.1279,101.6791,100.0715,101.3667,221023.0
2021-04-10,101.1279,101.6791,100.0715,101.3667,221023.0
2021-04-11,101.1279,101.6791,100.0715,101.3667,221023.0
2021-04-12,101.6791,102.5701,101.2014,102.221,152701.0
2021-04-13,101.2749,101.2749,98.9003,100.1266,328683.0
2021-04-14,100.0072,102.4139,100.0072,102.267,346094.0
2021-04-15,102.3221,103.5438,101.04,103.5254,657836.0
2021-04-16,104.7563,105.6106,104.2787,105.2983,313190.0
2021-04-17,104.7563,105.6106,104.2787,105.2983,313190.0
2021-04-18,104.7563,105.6106,104.2787,105.2983,313190.0
2021-04-19,105.3994,106.5476,104.5611,105.1789,392543.0
2021-04-20,104.4991,104.7104,101.2381,102.4047,567302.0
2021-04-21,101.8536,104.2419,101.7158,103.9112,343442.0
2021-04-22,103.902,104.4211,102.8181,102.8273,438687.0
2021-04-23,102.9835,107.0436,102.6528,106.1434,479818.0
2021-04-24,102.9835,107.0436,102.6528,106.1434,479818.0
2021-04-25,102.9835,107.0436,102.6528,106.1434,479818.0
2021-04-26,107.0253,108.3205,106.2169,107.2641,455014.0
2021-04-27,107.5856,108.4123,106.5568,108.2562,439972.0
2021-04-28,108.4675,110.2266,107.9622,108.3021,668390.0
2021-04-29,108.9727,112.7297,106.1434,112.3255,522826.0
2021-04-30,111.7376,112.8675,110.0291,110.2863,1197649.0
2021-05-01,111.7376,112.8675,110.0291,110.2863,1197649.0
2021-05-02,111.7376,112.8675,110.0291,110.2863,1197649.0
2021-05-03,112.445,112.445,109.6892,111.7285,403824.0
2021-05-04,110.966,113.8872,110.1209,113.8688,347667.0
2021-05-05,113.878,114.3005,112.9134,113.6024,251654.0
2021-05-06,114.126,114.3367,112.2888,113.979,207103.0
2021-05-07,111.8571,113.6208,111.508,113.4095,296587.0
2021-05-08,111.8571,113.6208,111.508,113.4095,296587.0
2021-05-09,111.8571,113.6208,111.508,113.4095,296587.0
2021-05-10,114.1995,114.6496,111.4621,111.5539,310823.0
2021-05-11,111.2324,112.8859,110.2587,110.966,367349.0
2021-05-12,112.3347,112.8951,109.014,109.3493,237146.0
2021-05-13,108.9727,113.731,108.9727,113.1155,278391.0
2021-05-14,113.5748,114.5853,112.8629,114.2821,236658.0
2021-05-15,113.5748,114.5853,112.8629,114.2821,236658.0
2021-05-16,113.5748,114.5853,112.8629,114.2821,236658.0
2021-05-17,113.9974,114.8241,112.9961,114.4383,133038.0
2021-05-18,113.6667,114.5853,112.0683,112.2061,202031.0
2021-05-19,111.1773,111.7836,109.2574,111.5631,292360.0
2021-05-20,111.1038,112.0592,109.7535,111.2967,196279.0
2021-05-21,112.0959,113.4003,111.4988,112.8767,255443.0
2021-05-22,112.0959,113.4003,111.4988,112.8767,255443.0
2021-05-23,112.0959,113.4003,111.4988,112.8767,255443.0
2021-05-24,112.8767,113.313,110.9982,111.6182,211073.0
2021-05-25,111.6458,112.7573,108.7614,109.0094,307898.0
2021-05-26,109.2574,110.2587,108.3021,110.0474,160788.0
2021-05-27,111.5261,111.9881,110.6759,111.4614,184202.0
2021-05-28,111.7479,111.7479,110.1491,111.5538,162057.0
2021-05-29,111.7479,111.7479,110.1491,111.5538,162057.0
2021-05-30,111.7479,111.7479,110.1491,111.5538,162057.0
2021-05-31,111.7479,111.7479,110.1491,111.5538,162057.0
2021-06-01,112.4779,113.3744,111.6092,112.8199,161912.0
2021-06-02,113.4206,113.781,111.9697,112.4317,211162.0
2021-06-03,112.3948,113.1988,111.6554,112.3855,208881.0
2021-06-04,112.1822,112.7552,111.7386,112.3578,141619.0
2021-06-05,112.1822,112.7552,111.7386,112.3578,141619.0
2021-06-06,112.1822,112.7552,111.7386,112.3578,141619.0
2021-06-07,112.4779,113.2173,111.1841,111.5446,198010.0
2021-06-08,110.6389,111.8865,109.4283,111.7294,216842.0
2021-06-09,111.7201,111.7201,109.4283,109.687,232711.0
2021-06-10,110.6666,110.6666,107.2011,107.312,274085.0
2021-06-11,107.6077,108.4209,107.0162,107.4598,280069.0
2021-06-12,107.6077,108.4209,107.0162,107.4598,280069.0
2021-06-13,107.6077,108.4209,107.0162,107.4598,280069.0
2021-06-14,107.4598,107.6631,104.7983,105.4637,278956.0
2021-06-15,105.5006,107.8942,105.2419,106.8869,340281.0
2021-06-16,106.3324,108.4256,104.9831,107.3397,416697.0
2021-06-17,107.8572,107.8572,101.2033,101.3789,374965.0
2021-06-18,99.9095,100.9908,98.6989,99.3088,737245.0
2021-06-19,99.9095,100.9908,98.6989,99.3088,737245.0
2021-06-20,99.9095,100.9908,98.6989,99.3088,737245.0
2021-06-21,100.5287,103.6801,100.5287,103.5969,395511.0
2021-06-22,103.9111,103.9157,102.0027,103.3936,229047.0
2021-06-23,103.9665,104.4656,102.9777,103.1348,240222.0
2021-06-24,103.5692,105.0016,102.8021,104.6227,176240.0
2021-06-25,104.6227,107.2565,104.6227,106.6188,420569.0
2021-06-26,104.6227,107.2565,104.6227,106.6188,420569.0
2021-06-27,104.6227,107.2565,104.6227,106.6188,420569.0
2021-06-28,106.0736,106.8591,103.3566,104.1699,286558.0
2021-06-29,104.9923,106.2122,102.3863,103.0516,272481.0
2021-06-30,102.34,103.8741,102.34,103.5045,240740.0
2021-07-01,104.2345,104.5857,103.6061,104.0774,222870.0
2021-07-02,103.7632,103.7632,102.5156,103.2919,156184.0
2021-07-03,103.7632,103.7632,102.5156,103.2919,156184.0
2021-07-04,103.7632,103.7632,102.5156,103.2919,156184.0
2021-07-05,103.7632,103.7632,102.5156,103.2919,156184.0
2021-07-06,102.9777,102.9777,99.4844,100.1406,388961.0
2021-07-07,99.4197,100.769,98.7636,99.2904,278578.0
2021-07-08,98.1259,98.491,96.1021,96.8876,463947.0
2021-07-09,99.0224,100.464,98.4263,100.1775,383545.0
2021-07-10,99.0224,100.464,98.4263,100.1775,383545.0
2021-07-11,99.0224,100.464,98.4263,100.1775,383545.0
2021-07-12,98.4586,100.7967,97.7932,100.7413,356314.0
2021-07-13,100.1313,100.2515,98.4217,99.2072,329962.0
2021-07-14,99.4382,100.538,97.2665,98.6619,240961.0
2021-07-15,97.5252,100.6211,97.5252,99.697,253969.0
2021-07-16,100.4363,100.4363,97.0262,97.248,308703.0
2021-07-17,100.4363,100.4363,97.0262,97.248,308703.0
2021-07-18,100.4363,100.4363,97.0262,97.248,308703.0
2021-07-19,94.762,95.603,92.7382,93.1725,387172.0
2021-07-20,93.0709,97.5068,93.0709,95.6215,392761.0
2021-07-21,96.7859,98.5233,96.7859,97.2757,389146.0
2021-07-22,97.2757,97.6823,94.8082,95.3165,232884.0
2021-07-23,96.4255,96.8968,95.298,95.9819,170221.0
2021-07-24,96.4255,96.8968,95.298,95.9819,170221.0
2021-07-25,96.4255,96.8968,95.298,95.9819,170221.0
2021-07-26,96.2592,97.6269,96.2592,96.98,241737.0
2021-07-27,95.8525,97.7101,95.7878,96.7027,289984.0
2021-07-28,96.675,99.2904,96.1298,98.5418,404898.0
2021-07-29,100.0389,101.3142,97.8117,99.7432,588427.0
2021-07-30,99.9188,101.6007,98.5788,99.1795,770641.0
2021-07-31,99.9188,101.6007,98.5788,99.1795,770641.0
2021-08-01,99.9188,101.6007,98.5788,99.1795,770641.0
2021-08-02,99.4013,102.2153,98.4864,99.0039,472400.0
2021-08-03,99.5953,102.109,97.9041,101.8502,421573.0
2021-08-04,100.1591,102.8668,100.1591,101.7763,293105.0
2021-08-05,102.6635,103.9665,102.6173,103.5322,278504.0
2021-08-06,105.131,107.5984,104.3085,106.9238,353158.0
2021-08-07,105.131,107.5984,104.3085,106.9238,353158.0
2021-08-08,105.131,107.5984,104.3085,106.9238,353158.0
2021-08-09,106.1937,107.238,105.4821,106.0644,247670.0
2021-08-10,105.8241,107.2288,105.3435,107.0809,214012.0
2021-08-11,107.2288,108.8738,106.3821,108.8738,214374.0
2021-08-12,108.8738,108.9939,107.5153,107.9496,213020.0
2021-08-13,108.1807,108.1807,106.4617,107.6354,258752.0
2021-08-14,108.1807,108.1807,106.4617,107.6354,258752.0
2021-08-15,108.1807,108.1807,106.4617,107.6354,258752.0
2021-08-16,107.007,107.8848,106.1337,107.1456,182822.0
2021-08-17,106.1383,106.9793,105.131,106.2307,189952.0
2021-08-18,105.9073,106.9053,104.6689,104.8168,203839.0
2021-08-19,103.8926,104.6504,102.7005,103.4028,207512.0
2021-08-20,103.1533,105.5237,103.1533,105.4082,190532.0
2021-08-21,103.1533,105.5237,103.1533,105.4082,190532.0
2021-08-22,103.1533,105.5237,103.1533,105.4082,190532.0
2021-08-23,106.3601,106.6558,105.6254,106.2122,149824.0
2021-08-24,106.2769,106.8869,105.4914,106.0089,155354.0
2021-08-25,106.7852,107.8849,106.1198,106.4895,176119.0
2021-08-26,106.5264,107.6909,104.789,104.8352,106176.0
2021-08-27,104.7243,107.3951,104.5534,107.3212,278816.0
2021-08-28,104.7243,107.3951,104.5534,107.3212,278816.0
2021-08-29,104.7243,107.3951,104.5534,107.3212,278816.0
2021-08-30,107.2002,107.2002,105.1446,105.312,345515.0
2021-08-31,105.6841,106.6329,105.0888,106.2422,173651.0
2021-09-01,106.4468,106.4468,104.1586,105.619,205292.0
2021-09-02,105.6004,106.6143,105.0339,105.8701,162748.0
2021-09-03,106.1213,107.9351,105.2097,105.9259,131757.0
2021-09-04,106.1213,107.9351,105.2097,105.9259,131757.0
2021-09-05,106.1213,107.9351,105.2097,105.9259,131757.0
2021-09-06,106.1213,107.9351,105.2097,105.9259,131757.0
2021-09-07,105.8329,106.8747,105.1818,105.312,164760.0
2021-09-08,104.5493,105.2888,103.9866,104.4563,132346.0
2021-09-09,104.1772,105.5213,104.0982,104.2703,161837.0
2021-09-10,105.033,105.4423,103.1262,103.1541,217620.0
2021-09-11,105.033,105.4423,103.1262,103.1541,217620.0
2021-09-12,105.033,105.4423,103.1262,103.1541,217620.0
2021-09-13,104.2796,105.0283,103.1727,104.1959,213305.0
2021-09-14,104.5028,104.5028,102.6425,103.1913,266316.0
2021-09-15,103.4424,106.1126,103.4424,105.0237,270256.0
2021-09-16,105.7213,106.1864,103.4703,104.0749,169111.0
2021-09-17,104.0656,105.0888,103.1913,103.4982,935793.0
2021-09-18,104.0656,105.0888,103.1913,103.4982,935793.0
2021-09-19,104.0656,105.0888,103.1913,103.4982,935793.0
2021-09-20,100.3264,101.8798,99.2102,101.7309,288637.0
2021-09-21,102.6146,102.6146,100.4473,101.0891,129552.0
2021-09-22,102.5309,104.2703,101.7775,103.2936,229091.0
2021-09-23,104.5679,108.7117,104.5679,108.0839,348580.0
2021-09-24,107.5072,110.9767,107.5072,109.8698,343714.0
2021-09-25,107.5072,110.9767,107.5072,109.8698,343714.0
2021-09-26,107.5072,110.9767,107.5072,109.8698,343714.0
2021-09-27,111.1348,114.5345,111.1348,113.8602,319600.0
2021-09-28,113.8602,115.0312,112.065,112.1208,331713.0
2021-09-29,111.9347,113.1718,111.4045,112.5672,272114.0
2021-09-30,113.3579,113.4044,110.2512,110.3349,276453.0
2021-10-01,110.9209,114.1764,110.3814,113.6183,294799.0
2021-10-02,110.9209,114.1764,110.3814,113.6183,294799.0
2021-10-03,110.9209,114.1764,110.3814,113.6183,294799.0
2021-10-04,113.7113,114.8926,112.0091,113.1253,272403.0
2021-10-05,113.1253,114.3345,112.1859,113.1439,360785.0
2021-10-06,112.4091,112.9393,110.4372,112.8928,187881.0
2021-10-07,113.0974,114.4555,113.0602,113.4695,179414.0
2021-10-08,113.7764,114.8554,112.9393,114.3252,238915.0
2021-10-09,113.7764,114.8554,112.9393,114.3252,238915.0
2021-10-10,113.7764,114.8554,112.9393,114.3252,238915.0
2021-10-11,114.8089,115.0601,113.2276,113.3393,201108.0
2021-10-12,112.93,113.795,112.4556,113.3114,144630.0
2021-10-13,112.8835,113.5718,110.879,112.7626,224296.0
2021-10-14,114.2043,114.6136,112.9765,114.5764,137162.0
2021-10-15,115.0228,115.8135,114.6601,115.0228,230057.0
2021-10-16,115.0228,115.8135,114.6601,115.0228,230057.0
2021-10-17,115.0228,115.8135,114.6601,115.0228,230057.0
2021-10-18,114.8461,115.9437,114.6601,115.0787,195200.0
2021-10-19,115.8693,117.2924,114.688,117.0971,268342.0
2021-10-20,116.7343,120.3898,116.7343,120.2689,331360.0
2021-10-21,120.1387,120.7238,118.9574,119.9992,292496.0
2021-10-22,120.4177,122.5664,120.4177,122.1385,327541.0
2021-10-23,120.4177,122.5664,120.4177,122.1385,327541.0
2021-10-24,120.4177,122.5664,120.4177,122.1385,327541.0
2021-10-25,122.7152,123.6919,121.8362,122.4641,368541.0
2021-10-26,122.7059,123.4035,120.7598,121.2363,385461.0
2021-10-27,120.5015,120.7712,118.7807,118.8086,505443.0
2021-10-28,118.9574,122.7617,118.8179,122.3246,499796.0
2021-10-29,122.9385,123.1617,119.7015,120.4549,1196339.0
2021-10-30,122.9385,123.1617,119.7015,120.4549,1196339.0
2021-10-31,122.9385,123.1617,119.7015,120.4549,1196339.0
2021-11-01,121.6083,125.8963,121.6083,125.8684,403367.0
2021-11-02,126.1568,127.8869,125.4964,126.8172,493526.0
2021-11-03,126.3707,129.9425,126.0689,129.2356,386257.0
2021-11-04,128.5101,129.0589,123.3384,123.7942,439080.0
2021-11-05,125.115,126.3428,124.4267,125.6638,244002.0
2021-11-06,125.115,126.3428,124.4267,125.6638,244002.0
2021-11-07,125.115,126.3428,124.4267,125.6638,244002.0
2021-11-08,126.2219,127.0311,124.9197,126.101,208434.0
2021-11-09,125.1615,126.2312,124.529,126.1661,123544.0
2021-11-10,126.2684,126.9939,124.622,125.1708,257854.0
2021-11-11,125.3662,126.2731,124.8778,125.2266,157552.0
2021-11-12,124.9476,125.3755,122.678,123.5245,213795.0
2021-11-13,124.9476,125.3755,122.678,123.5245,213795.0
2021-11-14,124.9476,125.3755,122.678,123.5245,213795.0
2021-11-15,124.1756,124.3244,123.3012,123.8593,185027.0
2021-11-16,123.5524,125.5336,123.3477,124.5569,216144.0
2021-11-17,123.9523,124.6685,122.5385,124.5476,172946.0
2021-11-18,124.5011,125.4034,123.2175,124.743,177587.0
2021-11-19,122.8175,123.2919,121.227,122.678,216143.0
2021-11-20,122.8175,123.2919,121.227,122.678,216143.0
2021-11-21,122.8175,123.2919,121.227,122.678,216143.0
2021-11-22,124.3616,126.4637,123.8407,123.9616,256268.0
2021-11-23,124.7244,127.3195,124.5453,127.273,200521.0
2021-11-24,127.3753,127.8125,126.0824,126.9567,168279.0
2021-11-25,127.3753,127.8125,126.0824,126.9567,168279.0
2021-11-26,123.2919,124.5662,120.7991,121.1805,243478.0
2021-11-27,123.2919,124.5662,120.7991,121.1805,243478.0
2021-11-28,123.2919,124.5662,120.7991,121.1805,243478.0
2021-11-29,122.9674,123.2901,120.7127,121.5828,301881.0
2021-11-30,119.8801,120.1561,117.2886,117.7751,451401.0
2021-12-01,119.5714,120.9653,115.5672,115.6047,276088.0
2021-12-02,116.8864,120.3396,116.1473,119.5433,279350.0
2021-12-03,119.9643,120.6472,116.2128,117.0735,263423.0
2021-12-04,119.9643,120.6472,116.2128,117.0735,263423.0
2021-12-05,119.9643,120.6472,116.2128,117.0735,263423.0
2021-12-06,119.6556,122.3218,118.9866,120.4695,201805.0
2021-12-07,121.4331,122.7241,120.4414,121.0589,173922.0
2021-12-08,121.4144,122.2376,120.4695,120.7127,178958.0
2021-12-09,119.824,120.956,119.2252,119.5246,137241.0
2021-12-10,120.4227,120.7688,118.1774,120.404,117922.0
2021-12-11,120.4227,120.7688,118.1774,120.404,117922.0
2021-12-12,120.4227,120.7688,118.1774,120.404,117922.0
2021-12-13,119.3375,120.7688,117.6629,118.4206,204618.0
2021-12-14,118.4487,120.0438,117.8687,118.3458,286525.0
2021-12-15,119.3749,120.6566,117.6629,119.824,251523.0
2021-12-16,120.8811,122.3593,119.7959,120.0111,217995.0
2021-12-17,119.3094,119.4076,116.1426,116.7647,917730.0
2021-12-18,119.3094,119.4076,116.1426,116.7647,917730.0
2021-12-19,119.3094,119.4076,116.1426,116.7647,917730.0
2021-12-20,115.1463,115.1463,111.7736,114.0891,341833.0
2021-12-21,115.034,117.5974,114.7627,117.5225,283847.0
2021-12-22,117.588,118.3458,116.6852,117.298,216945.0
2021-12-23,118.299,119.1971,117.139,117.3915,196208.0
2021-12-24,118.299,119.1971,117.139,117.3915,196208.0
2021-12-25,118.299,119.1971,117.139,117.3915,196208.0
2021-12-26,118.299,119.1971,117.139,117.3915,196208.0
2021-12-27,118.0932,118.561,116.2689,118.5423,224843.0
2021-12-28,118.2803,119.4497,118.2803,118.7013,151863.0
2021-12-29,118.9633,119.8332,117.733,119.4591,174802.0
2021-12-30,120.1327,121.0121,118.2335,118.2616,193900.0
2021-12-31,117.85,118.7179,117.5132,117.9435,176839.0
2022-01-01,117.85,118.7179,117.5132,117.9435,176839.0
2022-01-02,117.85,118.7179,117.5132,117.9435,176839.0
2022-01-03,119.4217,120.7548,118.8978,120.6285,215199.0
2022-01-04,122.6025,123.9777,122.0505,122.247,304644.0
2022-01-05,122.4528,125.0162,120.825,120.8998,280068.0
2022-01-06,122.8832,125.3062,121.7325,125.1752,303451.0
2022-01-07,125.1565,127.1586,124.5297,126.8311,220502.0
2022-01-08,125.1565,127.1586,124.5297,126.8311,220502.0
2022-01-09,125.1565,127.1586,124.5297,126.8311,220502.0
2022-01-10,130.9756,131.2937,126.5318,128.4029,541717.0
2022-01-11,130.5827,131.4153,128.3561,131.144,447860.0
2022-01-12,131.4527,134.0816,131.434,132.2573,528103.0
2022-01-13,133.1928,134.6616,132.8934,133.6699,333363.0
2022-01-14,132.4163,133.8571,130.723,133.8383,396124.0
2022-01-15,132.4163,133.8571,130.723,133.8383,396124.0
2022-01-16,132.4163,133.8571,130.723,133.8383,396124.0
2022-01-17,132.4163,133.8571,130.723,133.8383,396124.0
2022-01-18,133.7822,133.988,131.1253,131.6398,458685.0
2022-01-19,132.1918,132.2947,127.0089,127.0837,462518.0
2022-01-20,126.8405,128.9735,124.1274,124.3426,291774.0
2022-01-21,122.8645,125.5354,122.2189,123.2293,505158.0
2022-01-22,122.8645,125.5354,122.2189,123.2293,505158.0
2022-01-23,122.8645,125.5354,122.2189,123.2293,505158.0
2022-01-24,117.5225,123.5755,117.0735,123.0235,594895.0
2022-01-25,122.0786,123.931,118.9773,122.509,577465.0
2022-01-26,123.3696,125.063,120.5163,122.1722,484556.0
2022-01-27,125.5588,128.4356,124.0152,127.0463,965599.0
2022-01-28,130.012,131.3404,128.1877,131.275,658680.0
2022-01-29,130.012,131.3404,128.1877,131.275,658680.0
2022-01-30,130.012,131.3404,128.1877,131.275,658680.0
2022-01-31,130.2459,132.5379,129.1045,131.9205,676070.0
2022-02-01,132.3415,133.698,131.0333,133.0244,549001.0
2022-02-02,133.3425,133.3425,131.3217,131.8831,390185.0
2022-02-03,132.1824,132.9589,129.4787,130.0307,502697.0
2022-02-04,130.723,133.0993,129.4507,132.3883,482281.0
2022-02-05,130.723,133.0993,129.4507,132.3883,482281.0
2022-02-06,130.723,133.0993,129.4507,132.3883,482281.0
2022-02-07,132.8467,134.554,131.4901,133.1741,362488.0
2022-02-08,134.7177,136.6356,133.9412,136.3175,544339.0
2022-02-09,136.7011,137.5244,135.2697,135.3539,378143.0
2022-02-10,134.8207,137.8892,134.7177,135.4381,400266.0
2022-02-11,134.7271,137.7863,134.0816,136.0088,520908.0
2022-02-12,134.7271,137.7863,134.0816,136.0088,520908.0
2022-02-13,134.7271,137.7863,134.0816,136.0088,520908.0
2022-02-14,136.1491,136.5795,132.4818,133.3706,518938.0
2022-02-15,134.2874,136.9911,134.1284,136.4859,334865.0
2022-02-16,135.1855,137.1268,135.1855,136.2895,313215.0
2022-02-17,134.7177,135.2416,132.269,132.5379,324519.0
2022-02-18,132.1918,134.25,132.0702,132.566,257668.0
2022-02-19,132.1918,134.25,132.0702,132.566,257668.0
2022-02-20,132.1918,134.25,132.0702,132.566,257668.0
2022-02-21,132.1918,134.25,132.0702,132.566,257668.0
2022-02-22,132.2853,133.4828,130.3301,131.434,298534.0
2022-02-23,132.2292,133.0806,128.4683,129.0016,311198.0
2022-02-24,124.7168,126.8311,122.0245,126.2418,451265.0
2022-02-25,127.0696,132.479,127.0696,131.8393,317282.0
2022-02-26,127.0696,132.479,127.0696,131.8393,317282.0
2022-02-27,127.0696,132.479,127.0696,131.8393,317282.0
2022-02-28,127.3425,132.5825,127.3425,132.3944,404067.0
2022-03-01,130.8045,130.8045,124.6519,126.2135,422077.0
2022-03-02,127.7846,134.6899,127.7846,133.6362,396369.0
2022-03-03,133.1376,134.1348,130.3976,131.5477,321390.0
2022-03-04,127.9916,128.2268,124.8118,127.2766,442927.0
2022-03-05,127.9916,128.2268,124.8118,127.2766,442927.0
2022-03-06,127.9916,128.2268,124.8118,127.2766,442927.0
2022-03-07,125.7431,128.1986,125.2539,125.2728,648422.0
2022-03-08,127.4648,129.0641,125.1222,125.6303,617261.0
2022-03-09,129.9108,131.1996,128.8289,129.986,265951.0
2022-03-10,127.9445,129.9766,127.9257,129.7226,324531.0
2022-03-11,131.256,132.225,129.732,129.8167,435897.0
2022-03-12,131.256,132.225,129.732,129.8167,435897.0
2022-03-13,131.256,132.225,129.732,129.8167,435897.0
2022-03-14,131.5665,133.4669,129.1675,130.2494,289571.0
2022-03-15,130.748,131.2937,128.7442,130.6728,282141.0
2022-03-16,132.1216,134.0125,130.9174,133.5986,386643.0
2022-03-17,132.131,132.131,130.2154,131.6418,274511.0
2022-03-18,131.7547,132.9965,127.5965,132.2815,719746.0
2022-03-19,131.7547,132.9965,127.5965,132.2815,719746.0
2022-03-20,131.7547,132.9965,127.5965,132.2815,719746.0
2022-03-21,133.2881,134.0784,131.4348,132.5449,282329.0
2022-03-22,134.2101,136.7972,134.0595,135.6777,416795.0
2022-03-23,134.8592,135.1414,131.7358,131.877,242902.0
2022-03-24,132.9588,134.1254,131.8958,133.1,220836.0
2022-03-25,133.2881,137.2111,133.2881,137.1829,340247.0
2022-03-26,133.2881,137.2111,133.2881,137.1829,340247.0
2022-03-27,133.2881,137.2111,133.2881,137.1829,340247.0
2022-03-28,136.148,136.3362,133.5919,135.8282,615216.0
2022-03-29,136.8724,138.5564,134.5958,137.2393,458654.0
2022-03-30,137.3334,137.3334,132.0369,133.2693,503821.0
2022-03-31,132.5825,134.5581,130.1459,130.2118,288642.0
2022-04-01,132.2909,132.8742,130.2306,131.2466,549056.0
2022-04-02,132.2909,132.8742,130.2306,131.2466,549056.0
2022-04-03,132.2909,132.8742,130.2306,131.2466,549056.0
2022-04-04,130.6351,131.5006,127.6529,129.732,436981.0
2022-04-05,129.0452,131.1055,128.3114,128.4714,253024.0
2022-04-06,129.4874,131.4348,128.0198,130.4188,518297.0
2022-04-07,131.6135,132.1208,129.2146,131.002,544764.0
2022-04-08,132.639,134.3794,131.209,131.6982,366793.0
2022-04-09,132.639,134.3794,131.209,131.6982,366793.0
2022-04-10,132.639,134.3794,131.209,131.6982,366793.0
2022-04-11,132.5825,134.9533,131.6888,131.8864,437971.0
2022-04-12,132.0651,133.7303,128.9606,129.6473,333363.0
2022-04-13,128.8853,132.4979,128.7348,132.0181,264128.0
2022-04-14,131.8299,133.1094,131.1526,131.2749,260658.0
2022-04-15,131.8299,133.1094,131.1526,131.2749,260658.0
2022-04-16,131.8299,133.1094,131.1526,131.2749,260658.0
2022-04-17,131.8299,133.1094,131.1526,131.2749,260658.0
2022-04-18,131.2372,132.4979,130.6069,132.1592,205856.0
2022-04-19,132.9494,135.2449,132.7142,134.8027,241637.0
2022-04-20,136.2421,138.1048,135.6588,136.8066,263098.0
2022-04-21,137.4275,138.3494,132.9965,133.6456,481211.0
2022-04-22,132.1592,133.1188,129.5344,130.0236,398448.0
2022-04-23,132.1592,133.1188,129.5344,130.0236,398448.0
2022-04-24,132.1592,133.1188,129.5344,130.0236,398448.0
2022-04-25,128.8665,129.7273,125.7714,129.5062,381237.0
2022-04-26,127.6341,128.7066,124.2003,124.6048,447012.0
2022-04-27,125.301,127.2672,124.1156,125.7526,415035.0
2022-04-28,126.6651,129.7696,123.2971,129.1864,650737.0
2022-04-29,128.9135,128.9276,123.8663,124.4543,929176.0
2022-04-30,128.9135,128.9276,123.8663,124.4543,929176.0
2022-05-01,128.9135,128.9276,123.8663,124.4543,929176.0
2022-05-02,125.7996,125.8278,121.1428,124.0498,428331.0
2022-05-03,124.2285,125.7761,122.8362,125.1881,445606.0
2022-05-04,125.5268,128.8006,124.2567,128.509,389611.0
2022-05-05,126.9661,126.9661,121.7355,123.0055,421434.0
2022-05-06,123.2407,123.983,121.5944,123.6735,476651.0
2022-05-07,123.2407,123.983,121.5944,123.6735,476651.0
2022-05-08,123.2407,123.983,121.5944,123.6735,476651.0
2022-05-09,122.0553,123.1325,118.8285,119.4118,380113.0
2022-05-10,119.4024,120.8417,115.7051,117.8125,387981.0
2022-05-11,118.2734,120.3996,115.6299,115.8745,335531.0
2022-05-12,115.2536,116.8623,113.7954,115.8369,331806.0
2022-05-13,117.4456,118.3299,115.7682,117.3421,299412.0
2022-05-14,117.4456,118.3299,115.7682,117.3421,299412.0
2022-05-15,117.4456,118.3299,115.7682,117.3421,299412.0
2022-05-16,116.7776,117.1069,114.1152,114.9431,317795.0
2022-05-17,117.3233,118.725,116.5236,118.4051,266721.0
2022-05-18,117.3233,117.5114,113.3062,113.8518,357962.0
2022-05-19,112.309,113.2686,110.2299,111.3306,523240.0
2022-05-20,112.0267,112.9957,107.8968,110.418,419787.0
2022-05-21,112.0267,112.9957,107.8968,110.418,419787.0
2022-05-22,112.0267,112.9957,107.8968,110.418,419787.0
2022-05-23,112.8922,114.6139,111.5281,113.4755,259152.0
2022-05-24,112.9675,113.0522,110.2205,112.2337,263515.0
2022-05-25,111.7821,114.4633,111.5353,114.4257,280517.0
2022-05-26,115.4982,117.5114,115.4982,116.9281,363414.0
2022-05-27,116.9565,118.8684,116.9565,118.8116,533089.0
2022-05-28,116.9565,118.8684,116.9565,118.8116,533089.0
