,NVGS US Equity,NVGS US Equity,NVGS US Equity,NVGS US Equity,NVGS US Equity
2021-03-14,10.6489,10.7974,10.4015,10.6489,48469.0
2021-03-15,10.6885,10.6885,10.2134,10.4906,29508.0
2021-03-16,10.3916,10.5895,10.0155,10.253,73080.0
2021-03-17,10.164,10.3916,9.7978,10.2233,56590.0
2021-03-18,10.0947,10.2233,9.4712,9.5603,255601.0
2021-03-19,9.5504,9.9759,9.0258,9.6196,342357.0
2021-03-20,9.5504,9.9759,9.0258,9.6196,342357.0
2021-03-21,9.5504,9.9759,9.0258,9.6196,342357.0
2021-03-22,9.6592,9.966,9.5009,9.7582,143697.0
2021-03-23,9.5899,9.5899,8.7586,8.8081,239982.0
2021-03-24,9.0159,9.2287,8.9071,8.9071,91994.0
2021-03-25,8.7388,9.293,8.6597,9.0258,40688.0
2021-03-26,9.2139,9.3557,8.818,9.2634,104693.0
2021-03-27,9.2139,9.3557,8.818,9.2634,104693.0
2021-03-28,9.2139,9.3557,8.818,9.2634,104693.0
2021-03-29,9.2139,9.2139,8.7289,8.7586,52581.0
2021-03-30,8.719,8.9071,8.6003,8.7982,67554.0
2021-03-31,8.818,8.917,8.6696,8.8081,47147.0
2021-04-01,8.8972,9.0555,8.818,9.0555,49257.0
2021-04-02,8.8972,9.0555,8.818,9.0555,49257.0
2021-04-03,8.8972,9.0555,8.818,9.0555,49257.0
2021-04-04,8.8972,9.0555,8.818,9.0555,49257.0
2021-04-05,9.105,9.1941,8.7388,9.0951,58867.0
2021-04-06,9.3326,9.4811,8.8451,9.0456,84998.0
2021-04-07,8.8873,9.0159,8.7091,8.9071,75496.0
2021-04-08,8.8576,8.917,8.719,8.917,80027.0
2021-04-09,8.8972,9.2436,8.6597,9.006,99154.0
2021-04-10,8.8972,9.2436,8.6597,9.006,99154.0
2021-04-11,8.8972,9.2436,8.6597,9.006,99154.0
2021-04-12,9.1941,9.8077,9.0258,9.7582,326982.0
2021-04-13,9.9165,10.0947,9.5009,9.7483,145562.0
2021-04-14,9.8374,9.9957,9.8077,9.8572,145289.0
2021-04-15,10.0452,10.0452,9.7186,9.8473,150771.0
2021-04-16,9.8967,9.8967,9.5207,9.5504,118343.0
2021-04-17,9.8967,9.8967,9.5207,9.5504,118343.0
2021-04-18,9.8967,9.8967,9.5207,9.5504,118343.0
2021-04-19,9.5504,9.778,9.4217,9.6988,189103.0
2021-04-20,9.6988,9.9066,9.4712,9.5998,142353.0
2021-04-21,9.4811,10.0551,9.4712,9.8967,113194.0
2021-04-22,9.9462,9.9462,9.4415,9.4415,158516.0
2021-04-23,9.5009,10.3025,9.4415,10.065,255601.0
2021-04-24,9.5009,10.3025,9.4415,10.065,255601.0
2021-04-25,9.5009,10.3025,9.4415,10.065,255601.0
2021-04-26,10.1244,10.8567,10.1244,10.5598,219093.0
2021-04-27,10.6588,10.7083,10.4213,10.4411,60093.0
2021-04-28,10.4609,10.7182,10.2827,10.6687,77043.0
2021-04-29,10.8963,10.9359,10.5202,10.7578,57313.0
2021-04-30,10.738,10.8765,10.4015,10.4609,85912.0
2021-05-01,10.738,10.8765,10.4015,10.4609,85912.0
2021-05-02,10.738,10.8765,10.4015,10.4609,85912.0
2021-05-03,10.5598,11.002,10.4114,10.8864,138094.0
2021-05-04,11.0052,11.144,10.5895,10.6687,97597.0
2021-05-05,10.7974,11.698,10.5796,11.5396,310917.0
2021-05-06,11.5891,11.5891,10.8864,11.2229,82090.0
2021-05-07,11.1734,11.6782,11.1635,11.5792,163819.0
2021-05-08,11.1734,11.6782,11.1635,11.5792,163819.0
2021-05-09,11.1734,11.6782,11.1635,11.5792,163819.0
2021-05-10,11.6584,11.8563,11.213,11.2229,118235.0
2021-05-11,11.0844,11.4011,11.0448,11.0943,78355.0
2021-05-12,11.114,12.3313,10.8369,11.3516,316083.0
2021-05-13,11.213,11.5572,10.8765,11.1042,99665.0
2021-05-14,11.114,11.2427,10.9953,11.1239,85197.0
2021-05-15,11.114,11.2427,10.9953,11.1239,85197.0
2021-05-16,11.114,11.2427,10.9953,11.1239,85197.0
2021-05-17,11.0349,11.0349,10.7875,10.9953,71116.0
2021-05-18,10.9953,11.3021,10.8369,10.9656,66214.0
2021-05-19,10.7677,10.8369,10.5499,10.6885,68290.0
2021-05-20,10.7776,10.7776,10.4411,10.5796,44591.0
2021-05-21,10.6885,10.8072,10.5004,10.7083,50923.0
2021-05-22,10.6885,10.8072,10.5004,10.7083,50923.0
2021-05-23,10.6885,10.8072,10.5004,10.7083,50923.0
2021-05-24,10.6489,10.9359,10.4313,10.9161,71765.0
2021-05-25,10.827,10.9161,10.2728,10.3025,77645.0
2021-05-26,10.3025,10.451,10.1838,10.2332,43545.0
2021-05-27,10.3223,10.7479,10.3223,10.3619,42514.0
2021-05-28,10.3322,10.5598,10.2234,10.4312,35341.0
2021-05-29,10.3322,10.5598,10.2234,10.4312,35341.0
2021-05-30,10.3322,10.5598,10.2234,10.4312,35341.0
2021-05-31,10.3322,10.5598,10.2234,10.4312,35341.0
2021-06-01,10.6291,10.8765,10.2926,10.3619,144673.0
2021-06-02,10.3619,10.3916,10.1442,10.352,75722.0
2021-06-03,10.3916,10.5301,10.1582,10.4312,37461.0
2021-06-04,10.4906,10.4906,9.9561,10.0353,48769.0
2021-06-05,10.4906,10.4906,9.9561,10.0353,48769.0
2021-06-06,10.4906,10.4906,9.9561,10.0353,48769.0
2021-06-07,10.0353,10.3322,9.9561,10.2926,47607.0
2021-06-08,10.1936,10.54,10.0651,10.3718,43593.0
2021-06-09,10.4213,10.5499,10.2134,10.54,63953.0
2021-06-10,10.5301,10.8666,10.5301,10.7479,101009.0
2021-06-11,10.8864,11.2328,10.4906,10.9359,142975.0
2021-06-12,10.8864,11.2328,10.4906,10.9359,142975.0
2021-06-13,10.8864,11.2328,10.4906,10.9359,142975.0
2021-06-14,11.5792,11.6287,11.0349,11.3219,208497.0
2021-06-15,11.3516,11.4307,11.0844,11.3516,86542.0
2021-06-16,11.3615,11.5495,11.1838,11.3714,62621.0
2021-06-17,11.3892,11.4456,10.5103,10.9458,80737.0
2021-06-18,10.738,10.8369,10.4906,10.5301,49145.0
2021-06-19,10.738,10.8369,10.4906,10.5301,49145.0
2021-06-20,10.738,10.8369,10.4906,10.5301,49145.0
2021-06-21,10.6093,10.9248,10.5895,10.7281,83311.0
2021-06-22,10.8171,10.926,10.4865,10.926,31648.0
2021-06-23,11.0151,11.1734,10.9953,10.9953,64793.0
2021-06-24,11.0349,11.1239,10.9557,11.1042,38886.0
2021-06-25,11.0646,11.312,10.9458,11.025,76226.0
2021-06-26,11.0646,11.312,10.9458,11.025,76226.0
2021-06-27,11.0646,11.312,10.9458,11.025,76226.0
2021-06-28,10.9458,10.9458,10.4312,10.5697,75027.0
2021-06-29,10.5202,10.6534,10.4807,10.5004,42098.0
2021-06-30,10.4609,10.8963,10.4609,10.8369,61475.0
2021-07-01,10.9458,11.0646,10.5994,10.6291,248804.0
2021-07-02,10.6588,10.733,10.4015,10.4708,49103.0
2021-07-03,10.6588,10.733,10.4015,10.4708,49103.0
2021-07-04,10.6588,10.733,10.4015,10.4708,49103.0
2021-07-05,10.6588,10.733,10.4015,10.4708,49103.0
2021-07-06,10.4906,10.7249,10.2035,10.2431,73568.0
2021-07-07,10.2332,10.3718,9.9858,10.1442,63679.0
2021-07-08,10.2134,10.2134,9.7087,9.9858,82419.0
2021-07-09,10.1244,10.2332,10.065,10.1936,12970.0
2021-07-10,10.1244,10.2332,10.065,10.1936,12970.0
2021-07-11,10.1244,10.2332,10.065,10.1936,12970.0
2021-07-12,10.0551,10.1639,9.7879,9.9858,32298.0
2021-07-13,9.8671,9.9957,9.7483,9.8572,83167.0
2021-07-14,9.877,9.8967,9.5998,9.7681,86539.0
2021-07-15,9.7186,9.9165,9.4712,9.6592,95778.0
2021-07-16,9.7483,9.7483,9.2337,9.3425,76698.0
2021-07-17,9.7483,9.7483,9.2337,9.3425,76698.0
2021-07-18,9.7483,9.7483,9.2337,9.3425,76698.0
2021-07-19,8.9269,9.2139,8.1945,8.9763,144154.0
2021-07-20,9.0357,9.3425,8.8576,9.2139,61780.0
2021-07-21,9.3524,9.6889,9.1842,9.6295,55280.0
2021-07-22,9.6493,9.6493,9.006,9.2831,74048.0
2021-07-23,9.3722,9.5899,9.0654,9.204,80149.0
2021-07-24,9.3722,9.5899,9.0654,9.204,80149.0
2021-07-25,9.3722,9.5899,9.0654,9.204,80149.0
2021-07-26,9.204,9.6988,9.204,9.6097,36806.0
2021-07-27,9.4514,9.5256,9.0951,9.293,45288.0
2021-07-28,9.3524,9.6394,8.9862,9.5504,58373.0
2021-07-29,9.679,9.7681,9.486,9.6691,45566.0
2021-07-30,9.6493,9.7285,9.2535,9.5009,38515.0
2021-07-31,9.6493,9.7285,9.2535,9.5009,38515.0
2021-08-01,9.6493,9.7285,9.2535,9.5009,38515.0
2021-08-02,9.6097,9.7681,9.2634,9.3821,51753.0
2021-08-03,9.204,9.4019,8.9368,9.2436,159352.0
2021-08-04,9.1644,9.6295,8.9763,9.4712,183757.0
2021-08-05,9.4712,9.7087,9.2238,9.2831,34680.0
2021-08-06,9.392,9.5801,9.2535,9.392,28526.0
2021-08-07,9.392,9.5801,9.2535,9.392,28526.0
2021-08-08,9.392,9.5801,9.2535,9.392,28526.0
2021-08-09,9.3524,9.3821,8.9368,9.1644,78541.0
2021-08-10,9.1644,9.2732,8.9763,9.2139,34508.0
2021-08-11,9.1149,9.392,9.0951,9.3623,29501.0
2021-08-12,9.4019,9.4217,9.0555,9.2831,29706.0
2021-08-13,9.204,9.2535,9.0199,9.1545,56343.0
2021-08-14,9.204,9.2535,9.0199,9.1545,56343.0
2021-08-15,9.204,9.2535,9.0199,9.1545,56343.0
2021-08-16,9.0159,9.204,8.8586,9.1644,73532.0
2021-08-17,9.0159,9.3029,8.7586,8.8081,160775.0
2021-08-18,8.9071,8.9318,8.7091,8.7784,99802.0
2021-08-19,8.6597,8.6992,8.4122,8.531,78435.0
2021-08-20,8.4617,8.719,8.4617,8.6794,28030.0
2021-08-21,8.4617,8.719,8.4617,8.6794,28030.0
2021-08-22,8.4617,8.719,8.4617,8.6794,28030.0
2021-08-23,8.7091,8.8372,8.7091,8.7388,80307.0
2021-08-24,8.8081,8.9071,8.7586,8.8576,208577.0
2021-08-25,8.8774,8.9566,8.7586,8.818,38333.0
2021-08-26,8.8576,8.8873,8.63,8.6498,51381.0
2021-08-27,8.7289,8.9467,8.6934,8.9071,47791.0
2021-08-28,8.7289,8.9467,8.6934,8.9071,47791.0
2021-08-29,8.7289,8.9467,8.6934,8.9071,47791.0
2021-08-30,8.9071,8.9071,8.6498,8.7487,42981.0
2021-08-31,8.7883,8.8675,8.6893,8.7091,44685.0
2021-09-01,8.6498,8.8774,8.6201,8.8081,41768.0
2021-09-02,8.8081,9.006,8.7487,8.8873,55737.0
2021-09-03,8.9071,8.9862,8.6201,8.8972,53602.0
2021-09-04,8.9071,8.9862,8.6201,8.8972,53602.0
2021-09-05,8.9071,8.9862,8.6201,8.8972,53602.0
2021-09-06,8.9071,8.9862,8.6201,8.8972,53602.0
2021-09-07,8.8378,8.9961,8.6003,8.7388,79597.0
2021-09-08,8.6696,8.7834,8.4628,8.6102,76080.0
2021-09-09,8.5607,8.9566,8.5607,8.7784,64591.0
2021-09-10,8.8972,8.8972,8.4815,8.5805,22779.0
2021-09-11,8.8972,8.8972,8.4815,8.5805,22779.0
2021-09-12,8.8972,8.8972,8.4815,8.5805,22779.0
2021-09-13,8.6399,8.8873,8.6201,8.6597,31903.0
2021-09-14,8.8081,8.8477,8.6201,8.6597,49251.0
2021-09-15,8.6893,8.8279,8.6893,8.7784,25967.0
2021-09-16,8.7883,8.7883,8.6201,8.6794,36879.0
2021-09-17,8.6794,8.7387,8.3479,8.4518,68923.0
2021-09-18,8.6794,8.7387,8.3479,8.4518,68923.0
2021-09-19,8.6794,8.7387,8.3479,8.4518,68923.0
2021-09-20,8.2836,8.4914,7.8184,7.9669,150667.0
2021-09-21,8.0461,8.0461,7.7551,7.8481,45384.0
2021-09-22,7.9669,8.2242,7.9669,8.1549,30418.0
2021-09-23,8.1945,8.6893,8.1945,8.4815,36779.0
2021-09-24,8.432,8.6597,8.343,8.5013,31860.0
2021-09-25,8.432,8.6597,8.343,8.5013,31860.0
2021-09-26,8.432,8.6597,8.343,8.5013,31860.0
2021-09-27,8.5607,8.8529,8.5211,8.5904,80629.0
2021-09-28,8.6597,8.9071,8.5112,8.7289,73363.0
2021-09-29,8.7586,8.8312,8.5607,8.6102,35719.0
2021-09-30,8.7091,8.9467,8.6399,8.8081,60671.0
2021-10-01,8.7784,9.105,8.6597,9.0654,74126.0
2021-10-02,8.7784,9.105,8.6597,9.0654,74126.0
2021-10-03,8.7784,9.105,8.6597,9.0654,74126.0
2021-10-04,9.0654,9.1743,8.6597,8.6992,91731.0
2021-10-05,8.7091,9.006,8.6201,8.6696,44755.0
2021-10-06,8.5805,8.5904,8.343,8.4914,36351.0
2021-10-07,8.6893,8.9566,8.4914,8.7289,65282.0
2021-10-08,8.7685,8.9071,8.6003,8.6597,32510.0
2021-10-09,8.7685,8.9071,8.6003,8.6597,32510.0
2021-10-10,8.7685,8.9071,8.6003,8.6597,32510.0
2021-10-11,8.6992,8.8873,8.5904,8.6102,25081.0
2021-10-12,8.5904,8.5904,8.4122,8.4716,26813.0
2021-10-13,8.4716,8.6693,8.2467,8.432,35232.0
2021-10-14,8.5013,8.6003,8.4419,8.5508,38769.0
2021-10-15,8.5706,8.7784,8.4815,8.5805,45183.0
2021-10-16,8.5706,8.7784,8.4815,8.5805,45183.0
2021-10-17,8.5706,8.7784,8.4815,8.5805,45183.0
2021-10-18,8.63,8.8972,8.6201,8.7388,39440.0
2021-10-19,8.7883,8.8279,8.4617,8.531,44969.0
2021-10-20,8.5409,8.639,8.4518,8.6201,27006.0
2021-10-21,8.6696,8.6992,8.2836,8.3924,49121.0
2021-10-22,8.4122,8.531,8.3133,8.3924,51929.0
2021-10-23,8.4122,8.531,8.3133,8.3924,51929.0
2021-10-24,8.4122,8.531,8.3133,8.3924,51929.0
2021-10-25,8.5409,8.8873,8.4667,8.5508,93536.0
2021-10-26,8.5706,8.8081,8.0856,8.1846,48096.0
2021-10-27,8.1648,8.2143,7.8283,7.9471,65453.0
2021-10-28,7.9174,8.343,7.9174,8.3232,56765.0
2021-10-29,8.2539,8.2836,7.9769,8.2143,31812.0
2021-10-30,8.2539,8.2836,7.9769,8.2143,31812.0
2021-10-31,8.2539,8.2836,7.9769,8.2143,31812.0
2021-11-01,8.2143,8.6893,8.2143,8.5211,61623.0
2021-11-02,8.4815,8.531,7.9768,8.1648,54178.0
2021-11-03,8.1351,8.4914,8.1351,8.2638,44600.0
2021-11-04,8.3133,8.3841,8.0763,8.1846,45660.0
2021-11-05,8.2044,8.4914,8.1846,8.343,80769.0
2021-11-06,8.2044,8.4914,8.1846,8.343,80769.0
2021-11-07,8.2044,8.4914,8.1846,8.343,80769.0
2021-11-08,8.4617,8.8477,8.4122,8.6893,194386.0
2021-11-09,8.7091,8.8378,8.6597,8.6893,68200.0
2021-11-10,8.6696,8.7487,8.3133,8.3331,281122.0
2021-11-11,8.5112,8.7487,8.4914,8.5013,111656.0
2021-11-12,8.5607,8.9071,8.2638,8.9071,179056.0
2021-11-13,8.5607,8.9071,8.2638,8.9071,179056.0
2021-11-14,8.5607,8.9071,8.2638,8.9071,179056.0
2021-11-15,8.9566,9.0258,8.7685,8.7982,111743.0
2021-11-16,8.7586,8.9467,8.7586,8.8972,137160.0
2021-11-17,8.8972,8.9763,8.7586,8.7685,88388.0
2021-11-18,8.8378,8.917,8.4716,8.5607,85447.0
2021-11-19,8.4716,8.6003,8.1648,8.2836,178930.0
2021-11-20,8.4716,8.6003,8.1648,8.2836,178930.0
2021-11-21,8.4716,8.6003,8.1648,8.2836,178930.0
2021-11-22,8.2836,8.6498,8.2143,8.2737,95153.0
2021-11-23,8.2935,8.4518,8.0461,8.3034,105596.0
2021-11-24,8.2737,8.5706,8.1648,8.4914,76406.0
2021-11-25,8.2737,8.5706,8.1648,8.4914,76406.0
2021-11-26,8.2341,8.2341,7.8184,7.9471,199109.0
2021-11-27,8.2341,8.2341,7.8184,7.9471,199109.0
2021-11-28,8.2341,8.2341,7.8184,7.9471,199109.0
2021-11-29,8.0263,8.2341,7.8085,7.9174,267128.0
2021-11-30,8.1153,9.1446,7.9768,9.0357,573554.0
2021-12-01,9.3821,9.491,8.7537,8.7586,231341.0
2021-12-02,8.7883,9.2386,8.7883,9.0852,133144.0
2021-12-03,9.0951,9.6295,8.9665,9.5306,154148.0
2021-12-04,9.0951,9.6295,8.9665,9.5306,154148.0
2021-12-05,9.0951,9.6295,8.9665,9.5306,154148.0
2021-12-06,9.6493,9.8869,9.2733,9.6493,224483.0
2021-12-07,9.7483,9.9957,9.6741,9.8374,130097.0
2021-12-08,9.8473,9.8967,9.7483,9.877,77784.0
2021-12-09,9.8176,9.8473,9.5009,9.6592,68033.0
2021-12-10,9.6988,9.8374,9.679,9.7384,50780.0
2021-12-11,9.6988,9.8374,9.679,9.7384,50780.0
2021-12-12,9.6988,9.8374,9.679,9.7384,50780.0
2021-12-13,9.8176,9.8176,9.1248,9.1941,79321.0
2021-12-14,9.1545,9.293,8.9071,9.0159,72398.0
2021-12-15,9.0357,9.0861,8.8081,9.0456,47304.0
2021-12-16,9.1644,9.2337,8.9763,9.0159,59250.0
2021-12-17,8.8972,9.0555,8.7091,8.719,59629.0
2021-12-18,8.8972,9.0555,8.7091,8.719,59629.0
2021-12-19,8.8972,9.0555,8.7091,8.719,59629.0
2021-12-20,8.6498,8.6498,8.3232,8.6003,48287.0
2021-12-21,8.63,8.8279,8.1351,8.3232,309861.0
2021-12-22,8.3924,8.9071,8.2242,8.8576,90462.0
2021-12-23,8.8774,8.9566,8.6696,8.7091,25805.0
2021-12-24,8.8774,8.9566,8.6696,8.7091,25805.0
2021-12-25,8.8774,8.9566,8.6696,8.7091,25805.0
2021-12-26,8.8774,8.9566,8.6696,8.7091,25805.0
2021-12-27,8.6893,8.7289,8.4221,8.5112,66486.0
2021-12-28,8.432,8.719,8.432,8.6893,58188.0
2021-12-29,8.7487,8.8081,8.5806,8.7091,62309.0
2021-12-30,8.6201,8.8972,8.433,8.6498,70299.0
2021-12-31,8.5805,8.7982,8.3726,8.7784,111543.0
2022-01-01,8.5805,8.7982,8.3726,8.7784,111543.0
2022-01-02,8.5805,8.7982,8.3726,8.7784,111543.0
2022-01-03,8.8774,9.1545,8.8081,9.006,40023.0
2022-01-04,9.0951,9.2337,9.0258,9.1347,57408.0
2022-01-05,9.204,9.3722,8.8675,8.917,60010.0
2022-01-06,9.0258,9.1446,8.9071,8.9467,24031.0
2022-01-07,9.006,9.105,8.8314,9.006,27414.0
2022-01-08,9.006,9.105,8.8314,9.006,27414.0
2022-01-09,9.006,9.105,8.8314,9.006,27414.0
2022-01-10,9.0654,9.0654,8.7687,8.8873,33642.0
2022-01-11,8.9566,9.1941,8.828,9.1248,38628.0
2022-01-12,9.2238,9.5009,9.1545,9.3425,46968.0
2022-01-13,9.4316,9.5405,9.1545,9.1941,65332.0
2022-01-14,9.1545,9.4018,9.1248,9.3326,39101.0
2022-01-15,9.1545,9.4018,9.1248,9.3326,39101.0
2022-01-16,9.1545,9.4018,9.1248,9.3326,39101.0
2022-01-17,9.1545,9.4018,9.1248,9.3326,39101.0
2022-01-18,9.2436,9.4019,9.0852,9.1941,72910.0
2022-01-19,9.2139,9.4018,9.105,9.1545,43637.0
2022-01-20,9.0258,9.2831,8.8873,8.9566,78598.0
2022-01-21,8.8576,9.105,8.6003,8.6201,99190.0
2022-01-22,8.8576,9.105,8.6003,8.6201,99190.0
2022-01-23,8.8576,9.105,8.6003,8.6201,99190.0
2022-01-24,8.5112,9.4118,8.1617,9.0357,284074.0
2022-01-25,8.9368,9.0258,8.6399,8.8972,25775.0
2022-01-26,9.105,9.1446,8.6102,8.6794,44689.0
2022-01-27,8.6893,8.8972,8.6201,8.6597,39695.0
2022-01-28,8.6597,8.6794,8.3726,8.5508,42452.0
2022-01-29,8.6597,8.6794,8.3726,8.5508,42452.0
2022-01-30,8.6597,8.6794,8.3726,8.5508,42452.0
2022-01-31,8.5607,8.8081,8.4221,8.7289,68213.0
2022-02-01,8.719,9.2831,8.719,9.2634,68427.0
2022-02-02,9.2139,9.2634,9.0456,9.2337,18943.0
2022-02-03,9.006,9.1842,8.9988,9.0159,20087.0
2022-02-04,9.0555,9.5009,9.0258,9.2436,52340.0
2022-02-05,9.0555,9.5009,9.0258,9.2436,52340.0
2022-02-06,9.0555,9.5009,9.0258,9.2436,52340.0
2022-02-07,9.2436,9.5009,9.1743,9.4019,51050.0
2022-02-08,9.3821,9.5108,9.0575,9.1446,26818.0
2022-02-09,9.3524,9.8374,9.2238,9.4019,148785.0
2022-02-10,9.3524,9.5998,9.2535,9.3425,115338.0
2022-02-11,9.3029,9.5504,9.204,9.3722,34975.0
2022-02-12,9.3029,9.5504,9.204,9.3722,34975.0
2022-02-13,9.3029,9.5504,9.204,9.3722,34975.0
2022-02-14,9.2831,9.5306,9.2337,9.4415,28668.0
2022-02-15,9.4316,9.7384,9.3425,9.6196,61839.0
2022-02-16,9.5603,10.1244,9.5603,9.9462,79227.0
2022-02-17,9.9264,10.3817,9.8967,10.1343,104887.0
2022-02-18,10.1244,10.1244,9.8473,9.9363,60820.0
2022-02-19,10.1244,10.1244,9.8473,9.9363,60820.0
2022-02-20,10.1244,10.1244,9.8473,9.9363,60820.0
2022-02-21,10.1244,10.1244,9.8473,9.9363,60820.0
2022-02-22,10.0353,10.1482,9.5998,9.7978,121734.0
2022-02-23,9.7384,10.0056,9.6691,9.6988,95995.0
2022-02-24,9.6691,9.6889,9.4019,9.5998,86267.0
2022-02-25,9.6295,10.2629,9.491,10.164,96543.0
2022-02-26,9.6295,10.2629,9.491,10.164,96543.0
2022-02-27,9.6295,10.2629,9.491,10.164,96543.0
2022-02-28,9.9858,10.3817,9.9858,10.2926,67052.0
2022-03-01,10.2926,10.3916,9.9957,10.1145,53806.0
2022-03-02,10.2035,10.639,10.1442,10.6291,68998.0
2022-03-03,10.639,10.6588,10.0155,10.2629,79046.0
2022-03-04,10.164,10.6687,10.1046,10.2827,52298.0
2022-03-05,10.164,10.6687,10.1046,10.2827,52298.0
2022-03-06,10.164,10.6687,10.1046,10.2827,52298.0
2022-03-07,10.3916,10.8441,10.2629,10.5895,103549.0
2022-03-08,10.8468,11.5792,10.7875,11.2823,254210.0
2022-03-09,11.2328,11.2724,10.9458,11.1239,105851.0
2022-03-10,11.1338,11.5792,10.9656,11.5792,94607.0
2022-03-11,11.5792,11.6782,10.9755,11.1042,116226.0
2022-03-12,11.5792,11.6782,10.9755,11.1042,116226.0
2022-03-13,11.5792,11.6782,10.9755,11.1042,116226.0
2022-03-14,11.1833,11.2773,10.3619,10.4411,126611.0
2022-03-15,10.1442,10.5902,9.9165,10.3817,61418.0
2022-03-16,10.5004,10.6885,10.0155,10.3322,84589.0
2022-03-17,10.3322,10.6984,10.3322,10.54,43722.0
2022-03-18,10.4312,10.926,10.3421,10.6588,99950.0
2022-03-19,10.4312,10.926,10.3421,10.6588,99950.0
2022-03-20,10.4312,10.926,10.3421,10.6588,99950.0
2022-03-21,10.8666,11.0646,10.7677,10.8567,50569.0
2022-03-22,10.8864,11.2823,10.8171,10.9359,60741.0
2022-03-23,11.0844,12.1037,10.9557,12.074,236567.0
2022-03-24,12.173,12.3709,11.8019,12.0147,205306.0
2022-03-25,12.1235,12.7074,11.9356,12.7074,304894.0
2022-03-26,12.1235,12.7074,11.9356,12.7074,304894.0
2022-03-27,12.1235,12.7074,11.9356,12.7074,304894.0
2022-03-28,12.648,12.8361,12.2225,12.7569,184533.0
2022-03-29,12.361,12.6579,11.7276,11.7969,166581.0
2022-03-30,11.8761,12.361,11.8761,12.3313,116653.0
2022-03-31,12.3709,12.3709,12.0493,12.0839,72222.0
2022-04-01,12.1334,12.3511,12.0741,12.3511,98910.0
2022-04-02,12.1334,12.3511,12.0741,12.3511,98910.0
2022-04-03,12.1334,12.3511,12.0741,12.3511,98910.0
2022-04-04,12.361,12.3709,11.7672,12.0443,137913.0
2022-04-05,12.2423,12.3511,11.9949,12.0245,145098.0
2022-04-06,12.1631,12.4204,11.787,12.3511,207859.0
2022-04-07,12.4105,12.7232,12.1334,12.3412,97624.0
2022-04-08,12.2819,12.7173,12.1848,12.6085,104634.0
2022-04-09,12.2819,12.7173,12.1848,12.6085,104634.0
2022-04-10,12.2819,12.7173,12.1848,12.6085,104634.0
2022-04-11,12.5392,12.6184,12.3313,12.3709,68298.0
2022-04-12,12.7074,12.9153,12.4105,12.8955,213597.0
2022-04-13,13.1132,13.608,12.9943,13.608,458012.0
2022-04-14,13.5387,13.9643,13.4064,13.8752,261637.0
2022-04-15,13.5387,13.9643,13.4064,13.8752,261637.0
2022-04-16,13.5387,13.9643,13.4064,13.8752,261637.0
2022-04-17,13.5387,13.9643,13.4064,13.8752,261637.0
2022-04-18,13.895,14.0633,13.6575,13.8554,189962.0
2022-04-19,13.7565,13.8258,13.2221,13.4497,241403.0
2022-04-20,13.5091,13.6328,13.2715,13.4497,92025.0
2022-04-21,13.5486,13.608,12.6777,12.6975,94507.0
2022-04-22,12.7272,13.0538,12.3215,12.6678,171306.0
2022-04-23,12.7272,13.0538,12.3215,12.6678,171306.0
2022-04-24,12.7272,13.0538,12.3215,12.6678,171306.0
2022-04-25,12.2918,12.3248,11.5792,12.1829,148677.0
2022-04-26,12.0839,12.7371,11.9563,12.2819,110903.0
2022-04-27,12.5392,12.8658,12.3808,12.6085,83289.0
2022-04-28,13.1231,13.2517,12.6777,12.8658,311949.0
2022-04-29,13.0043,13.1924,12.7173,12.8856,199269.0
2022-04-30,13.0043,13.1924,12.7173,12.8856,199269.0
2022-05-01,13.0043,13.1924,12.7173,12.8856,199269.0
2022-05-02,12.8658,13.1231,12.5887,12.9252,296978.0
2022-05-03,12.9548,13.608,12.9548,13.5387,163204.0
2022-05-04,13.5585,13.6862,13.3012,13.5981,91412.0
2022-05-05,13.7367,13.8159,13.1825,13.5387,160568.0
2022-05-06,13.5585,13.6179,13.1132,13.2517,83246.0
2022-05-07,13.5585,13.6179,13.1132,13.2517,83246.0
2022-05-08,13.5585,13.6179,13.1132,13.2517,83246.0
2022-05-09,13.0043,13.0043,12.074,12.2027,191854.0
2022-05-10,12.3709,12.682,11.985,12.559,159577.0
2022-05-11,12.6579,12.9746,12.173,12.2225,145121.0
2022-05-12,12.2522,12.7767,11.8662,12.4501,123549.0
2022-05-13,12.5392,13.0142,12.5392,12.6085,60136.0
2022-05-14,12.5392,13.0142,12.5392,12.6085,60136.0
2022-05-15,12.5392,13.0142,12.5392,12.6085,60136.0
2022-05-16,12.7668,13.3903,12.7668,13.3903,137286.0
2022-05-17,13.4695,13.7565,13.2864,13.6476,158276.0
2022-05-18,13.5981,13.7961,13.2814,13.5981,187531.0
2022-05-19,13.4695,13.7763,13.1726,13.608,221382.0
2022-05-20,13.7367,14.182,13.4695,13.8752,254872.0
2022-05-21,13.7367,14.182,13.4695,13.8752,254872.0
2022-05-22,13.7367,14.182,13.4695,13.8752,254872.0
2022-05-23,14.0633,14.2513,13.5882,13.994,171658.0
2022-05-24,13.8554,13.8554,13.034,13.4992,206567.0
2022-05-25,13.3507,14.1326,13.1361,14.0633,182384.0
2022-05-26,14.0633,14.0831,13.5882,13.608,103260.0
2022-05-27,13.4794,13.6377,13.2616,13.42,80302.0
2022-05-28,13.4794,13.6377,13.2616,13.42,80302.0
2022-05-29,13.4794,13.6377,13.2616,13.42,80302.0
