,NPO US Equity,NPO US Equity,NPO US Equity,NPO US Equity,NPO US Equity
2021-03-14,91.1184,92.2525,90.4592,91.1378,118402.0
2021-03-15,90.6822,90.6822,87.8443,89.645,92050.0
2021-03-16,88.8792,89.5384,87.8129,88.4624,70960.0
2021-03-17,88.792,89.1894,88.0456,88.6078,91283.0
2021-03-18,88.2879,90.2266,87.1635,87.5512,145764.0
2021-03-19,87.2895,87.6869,85.7192,85.7579,296120.0
2021-03-20,87.2895,87.6869,85.7192,85.7579,296120.0
2021-03-21,87.2895,87.6869,85.7192,85.7579,296120.0
2021-03-22,85.3023,85.4221,83.5963,84.207,70655.0
2021-03-23,83.0147,83.4024,80.8337,81.1729,107766.0
2021-03-24,82.278,84.2264,80.5041,80.5622,129042.0
2021-03-25,79.9709,82.6269,79.3845,82.0356,90111.0
2021-03-26,83.0631,84.5753,82.5203,84.4202,75976.0
2021-03-27,83.0631,84.5753,82.5203,84.4202,75976.0
2021-03-28,83.0631,84.5753,82.5203,84.4202,75976.0
2021-03-29,84.0422,85.409,81.7448,81.9775,95874.0
2021-03-30,81.8999,84.1003,81.8999,83.0825,51847.0
2021-03-31,83.0147,83.9549,82.0647,82.656,81208.0
2021-04-01,83.2473,83.2473,81.6382,82.8402,104370.0
2021-04-02,83.2473,83.2473,81.6382,82.8402,104370.0
2021-04-03,83.2473,83.2473,81.6382,82.8402,104370.0
2021-04-04,83.2473,83.2473,81.6382,82.8402,104370.0
2021-04-05,83.8483,84.1488,82.404,84.0228,58537.0
2021-04-06,83.9065,85.9712,83.9065,84.2457,64704.0
2021-04-07,84.4202,84.4202,82.1617,82.782,64686.0
2021-04-08,83.0535,83.5478,81.6436,82.8402,86788.0
2021-04-09,83.1989,84.5075,82.9274,84.333,71751.0
2021-04-10,83.1989,84.5075,82.9274,84.333,71751.0
2021-04-11,83.1989,84.5075,82.9274,84.333,71751.0
2021-04-12,84.3136,85.0309,83.5963,85.0018,68570.0
2021-04-13,84.9921,84.9921,83.1019,83.7514,76788.0
2021-04-14,83.5284,85.1763,83.5284,84.3524,42807.0
2021-04-15,84.6238,84.808,82.5785,84.6044,73449.0
2021-04-16,85.3314,85.5253,83.4994,84.0616,91103.0
2021-04-17,85.3314,85.5253,83.4994,84.0616,91103.0
2021-04-18,85.3314,85.5253,83.4994,84.0616,91103.0
2021-04-19,83.4315,83.5284,81.7739,82.2683,80144.0
2021-04-20,81.8224,81.8224,79.147,79.9419,62754.0
2021-04-21,80.0194,82.4428,80.0194,82.3749,54175.0
2021-04-22,82.3943,82.9177,81.2602,81.3959,58452.0
2021-04-23,81.7933,84.1003,81.6285,83.3152,64967.0
2021-04-24,81.7933,84.1003,81.6285,83.3152,64967.0
2021-04-25,81.7933,84.1003,81.6285,83.3152,64967.0
2021-04-26,83.8774,85.5156,82.7433,82.879,54340.0
2021-04-27,83.0244,83.2861,82.0647,83.0147,63245.0
2021-04-28,82.7336,84.7595,82.6684,83.6544,37318.0
2021-04-29,84.3524,84.7692,83.2134,84.3039,55877.0
2021-04-30,83.2667,84.1876,82.7966,83.0244,99658.0
2021-05-01,83.2667,84.1876,82.7966,83.0244,99658.0
2021-05-02,83.2667,84.1876,82.7966,83.0244,99658.0
2021-05-03,83.6835,84.8758,82.6948,84.2651,108671.0
2021-05-04,83.5381,84.4105,82.8208,84.333,77018.0
2021-05-05,84.9534,86.3008,83.5866,85.787,59703.0
2021-05-06,86.6788,87.8323,84.9737,87.8226,106941.0
2021-05-07,88.9277,90.3526,87.2022,90.2751,89853.0
2021-05-08,88.9277,90.3526,87.2022,90.2751,89853.0
2021-05-09,88.9277,90.3526,87.2022,90.2751,89853.0
2021-05-10,91.1378,93.2122,90.372,90.8276,116966.0
2021-05-11,89.2573,90.4011,89.0828,90.0424,88969.0
2021-05-12,89.393,90.6651,86.1747,86.6497,104950.0
2021-05-13,87.0956,91.9375,86.8921,91.3123,72185.0
2021-05-14,92.1556,92.9602,91.351,92.6597,48007.0
2021-05-15,92.1556,92.9602,91.351,92.6597,48007.0
2021-05-16,92.1556,92.9602,91.351,92.6597,48007.0
2021-05-17,91.923,92.4076,90.4592,91.9423,71591.0
2021-05-18,91.6128,92.902,89.2476,89.4027,48240.0
2021-05-19,88.2104,88.9568,86.3589,88.443,72830.0
2021-05-20,88.6853,88.792,86.9987,87.842,47827.0
2021-05-21,88.9955,89.422,87.5997,88.8017,39232.0
2021-05-22,88.9955,89.422,87.5997,88.8017,39232.0
2021-05-23,88.9955,89.422,87.5997,88.8017,39232.0
2021-05-24,88.8307,88.9428,88.0456,88.5884,39467.0
2021-05-25,88.9568,89.1943,87.241,87.3961,61872.0
2021-05-26,87.4446,87.7935,86.766,87.7645,80173.0
2021-05-27,89.1022,90.2751,89.0149,89.8292,75042.0
2021-05-28,89.7129,89.7613,88.6078,89.17,48642.0
2021-05-29,89.7129,89.7613,88.6078,89.17,48642.0
2021-05-30,89.7129,89.7613,88.6078,89.17,48642.0
2021-05-31,89.7129,89.7613,88.6078,89.17,48642.0
2021-06-01,90.3561,91.6977,90.1228,91.1533,81515.0
2021-06-02,91.7074,91.7852,90.2978,91.1533,66349.0
2021-06-03,90.7352,91.7366,89.3353,91.6588,64348.0
2021-06-04,92.0283,93.9143,91.6783,93.8171,81594.0
2021-06-05,92.0283,93.9143,91.6783,93.8171,81594.0
2021-06-06,92.0283,93.9143,91.6783,93.8171,81594.0
2021-06-07,93.7782,94.8963,93.3407,94.6046,139241.0
2021-06-08,94.6532,96.7143,94.1768,96.617,82105.0
2021-06-09,96.7532,97.1615,94.6143,94.8865,70577.0
2021-06-10,95.4699,95.6351,94.4977,94.8865,104395.0
2021-06-11,95.3337,95.9462,94.7893,95.431,46663.0
2021-06-12,95.3337,95.9462,94.7893,95.431,46663.0
2021-06-13,95.3337,95.9462,94.7893,95.431,46663.0
2021-06-14,95.4601,96.7045,93.2532,94.2254,67136.0
2021-06-15,94.5852,95.6546,94.0699,95.3726,51586.0
2021-06-16,95.2657,95.815,93.7005,95.6157,64815.0
2021-06-17,95.3921,95.3921,91.5324,92.2616,95488.0
2021-06-18,91.2213,92.2281,89.6142,91.8727,256633.0
2021-06-19,91.2213,92.2281,89.6142,91.8727,256633.0
2021-06-20,91.2213,92.2281,89.6142,91.8727,256633.0
2021-06-21,92.4074,93.5546,91.8047,92.8449,182290.0
2021-06-22,93.0977,93.0977,91.4255,92.4463,51950.0
2021-06-23,92.3977,94.2449,92.0283,93.7005,103381.0
2021-06-24,94.2935,95.8101,93.5255,95.5768,67223.0
2021-06-25,95.4504,96.6657,94.4004,94.4102,240145.0
2021-06-26,95.4504,96.6657,94.4004,94.4102,240145.0
2021-06-27,95.4504,96.6657,94.4004,94.4102,240145.0
2021-06-28,94.1379,94.1379,92.6505,93.2824,70027.0
2021-06-29,93.681,94.3907,92.9907,93.5449,71255.0
2021-06-30,93.5449,94.8185,93.3784,94.449,50585.0
2021-07-01,95.431,95.431,94.3907,94.5754,59967.0
2021-07-02,94.3615,94.3615,93.4671,93.8074,58604.0
2021-07-03,94.3615,94.3615,93.4671,93.8074,58604.0
2021-07-04,94.3615,94.3615,93.4671,93.8074,58604.0
2021-07-05,94.3615,94.3615,93.4671,93.8074,58604.0
2021-07-06,93.8463,93.8463,90.2297,91.9699,94044.0
2021-07-07,91.688,93.0199,90.0255,91.7561,95299.0
2021-07-08,89.52,91.4158,88.3923,89.6853,81389.0
2021-07-09,91.6491,92.2519,90.9297,91.863,59805.0
2021-07-10,91.6491,92.2519,90.9297,91.863,59805.0
2021-07-11,91.6491,92.2519,90.9297,91.863,59805.0
2021-07-12,90.813,92.5338,90.57,92.2422,51782.0
2021-07-13,91.7366,92.038,90.5603,90.7352,49549.0
2021-07-14,91.4158,91.4158,89.8019,90.4825,51825.0
2021-07-15,89.6269,91.0075,89.2283,89.8408,37640.0
2021-07-16,90.9005,90.9005,88.3825,88.402,53065.0
2021-07-17,90.9005,90.9005,88.3825,88.402,53065.0
2021-07-18,90.9005,90.9005,88.3825,88.402,53065.0
2021-07-19,86.2437,87.4881,84.3576,84.834,116195.0
2021-07-20,85.2909,89.5492,85.2909,88.5089,133680.0
2021-07-21,89.3547,91.163,89.3547,90.1228,52623.0
2021-07-22,89.8797,90.6234,87.4687,87.527,46854.0
2021-07-23,88.1589,88.7131,87.6339,87.7798,41514.0
2021-07-24,88.1589,88.7131,87.6339,87.7798,41514.0
2021-07-25,88.1589,88.7131,87.6339,87.7798,41514.0
2021-07-26,87.8867,89.4325,87.8867,89.3061,62458.0
2021-07-27,88.3923,89.4198,87.7895,88.82,40908.0
2021-07-28,89.6367,90.2589,87.7214,89.0922,55136.0
2021-07-29,90.2978,91.1922,89.9478,90.7158,42518.0
2021-07-30,89.7922,91.513,89.7047,90.5311,49518.0
2021-07-31,89.7922,91.513,89.7047,90.5311,49518.0
2021-08-01,89.7922,91.513,89.7047,90.5311,49518.0
2021-08-02,91.3477,93.0491,89.4908,89.5978,63329.0
2021-08-03,89.5978,90.5797,81.6646,84.0951,268337.0
2021-08-04,83.9201,84.7465,81.7521,82.8702,146504.0
2021-08-05,83.4729,84.4548,83.0209,83.4243,56475.0
2021-08-06,84.9507,85.2618,83.5313,84.0465,45803.0
2021-08-07,84.9507,85.2618,83.5313,84.0465,45803.0
2021-08-08,84.9507,85.2618,83.5313,84.0465,45803.0
2021-08-09,84.0562,84.0562,82.141,83.5993,63359.0
2021-08-10,83.2688,85.6312,83.2299,84.3868,69930.0
2021-08-11,84.3868,86.3701,84.3382,86.3215,83293.0
2021-08-12,86.0979,86.9064,85.3979,86.0395,71199.0
2021-08-13,85.5145,86.2874,85.0771,85.8256,43013.0
2021-08-14,85.5145,86.2874,85.0771,85.8256,43013.0
2021-08-15,85.5145,86.2874,85.0771,85.8256,43013.0
2021-08-16,85.1451,86.6715,84.9798,85.6409,56794.0
2021-08-17,84.834,85.4173,83.0646,83.4146,44751.0
2021-08-18,83.3368,83.4438,81.8592,82.1702,56111.0
2021-08-19,81.0522,81.9563,80.5272,81.5771,85863.0
2021-08-20,81.616,83.3563,81.4216,81.8591,222679.0
2021-08-21,81.616,83.3563,81.4216,81.8591,222679.0
2021-08-22,81.616,83.3563,81.4216,81.8591,222679.0
2021-08-23,82.5785,82.8799,81.9174,82.5688,51689.0
2021-08-24,82.5785,84.3382,82.5785,83.716,50587.0
2021-08-25,83.5021,84.7271,83.016,83.2396,44954.0
2021-08-26,82.7827,83.1132,82.1605,82.3743,46534.0
2021-08-27,82.5785,85.2715,82.5785,84.834,69319.0
2021-08-28,82.5785,85.2715,82.5785,84.834,69319.0
2021-08-29,82.5785,85.2715,82.5785,84.834,69319.0
2021-08-30,85.5534,85.5534,84.309,84.484,32434.0
2021-08-31,84.0647,85.7421,82.7188,83.3918,68567.0
2021-09-01,83.6063,83.8306,81.4608,83.538,71680.0
2021-09-02,83.6648,84.2109,83.3235,83.9184,52887.0
2021-09-03,84.0452,84.2012,82.6116,83.7916,68030.0
2021-09-04,84.0452,84.2012,82.6116,83.7916,68030.0
2021-09-05,84.0452,84.2012,82.6116,83.7916,68030.0
2021-09-06,84.0452,84.2012,82.6116,83.7916,68030.0
2021-09-07,83.5478,83.8696,81.4315,81.5388,44917.0
2021-09-08,81.1195,81.7339,80.232,81.6754,82999.0
2021-09-09,81.3145,82.0752,81.1682,81.2463,85031.0
2021-09-10,81.8899,82.163,80.6319,80.8757,48154.0
2021-09-11,81.8899,82.163,80.6319,80.8757,48154.0
2021-09-12,81.8899,82.163,80.6319,80.8757,48154.0
2021-09-13,81.8119,81.9094,80.0955,80.9829,47028.0
2021-09-14,81.3925,81.5778,79.286,79.5396,87604.0
2021-09-15,79.6176,81.217,79.052,80.9049,54440.0
2021-09-16,80.9244,81.256,79.3348,80.271,51961.0
2021-09-17,80.8367,82.3678,79.2568,81.7924,273944.0
2021-09-18,80.8367,82.3678,79.2568,81.7924,273944.0
2021-09-19,80.8367,82.3678,79.2568,81.7924,273944.0
2021-09-20,79.7834,80.3881,77.8232,79.0617,84136.0
2021-09-21,79.998,80.076,78.2816,78.5059,100497.0
2021-09-22,79.3056,81.6949,78.3277,80.9732,78113.0
2021-09-23,81.8704,84.9619,81.6168,83.6453,92942.0
2021-09-24,83.6453,84.9326,83.3235,83.46,83156.0
2021-09-25,83.6453,84.9326,83.3235,83.46,83156.0
2021-09-26,83.6453,84.9326,83.3235,83.46,83156.0
2021-09-27,83.9184,86.415,83.9184,84.64,75217.0
2021-09-28,84.9619,85.7517,83.9379,84.9326,81568.0
2021-09-29,85.4202,86.0297,84.0939,85.586,47899.0
2021-09-30,86.3077,86.6003,84.8448,84.9619,80785.0
2021-10-01,85.5763,88.0729,84.8546,87.0489,72631.0
2021-10-02,85.5763,88.0729,84.8546,87.0489,72631.0
2021-10-03,85.5763,88.0729,84.8546,87.0489,72631.0
2021-10-04,86.7953,87.4097,85.7226,86.5515,97226.0
2021-10-05,86.5515,86.8733,84.8156,86.7465,89700.0
2021-10-06,85.7128,86.2297,83.4795,86.1517,64277.0
2021-10-07,87.0879,89.4187,86.8246,87.7413,84167.0
2021-10-08,88.0924,88.0924,86.3857,86.532,30483.0
2021-10-09,88.0924,88.0924,86.3857,86.532,30483.0
2021-10-10,88.0924,88.0924,86.3857,86.532,30483.0
2021-10-11,86.6003,87.1865,85.6835,85.7128,33553.0
2021-10-12,85.7128,86.2297,85.0984,85.5178,48028.0
2021-10-13,85.1764,85.1764,82.8066,83.0212,58966.0
2021-10-14,83.5868,84.6108,82.7481,84.5913,56276.0
2021-10-15,86.2784,86.8636,85.0009,85.2252,100362.0
2021-10-16,86.2784,86.8636,85.0009,85.2252,100362.0
2021-10-17,86.2784,86.8636,85.0009,85.2252,100362.0
2021-10-18,84.4938,85.1667,83.6258,84.484,64571.0
2021-10-19,84.289,84.406,83.187,83.577,53984.0
2021-10-20,83.5283,85.3032,82.9919,85.2837,60322.0
2021-10-21,84.8644,86.1517,84.445,85.9664,41436.0
2021-10-22,85.6738,86.9123,85.6738,86.0054,30538.0
2021-10-23,85.6738,86.9123,85.6738,86.0054,30538.0
2021-10-24,85.6738,86.9123,85.6738,86.0054,30538.0
2021-10-25,85.8493,87.4682,85.3812,86.9026,53320.0
2021-10-26,87.1951,87.5462,86.2882,86.3077,42603.0
2021-10-27,86.0834,86.9318,85.4397,85.5958,43723.0
2021-10-28,85.8981,87.6535,85.3325,87.2244,50992.0
2021-10-29,87.3414,88.4142,86.9123,87.439,38636.0
2021-10-30,87.3414,88.4142,86.9123,87.439,38636.0
2021-10-31,87.3414,88.4142,86.9123,87.439,38636.0
2021-11-01,87.79,90.94,86.5027,90.1403,71514.0
2021-11-02,90.6182,91.5642,89.7405,90.0623,44318.0
2021-11-03,89.7405,91.0961,89.4382,90.2086,78518.0
2021-11-04,90.2086,90.6377,89.4187,89.8965,63093.0
2021-11-05,86.0931,98.1665,86.0931,97.7471,501937.0
2021-11-06,86.0931,98.1665,86.0931,97.7471,501937.0
2021-11-07,86.0931,98.1665,86.0931,97.7471,501937.0
2021-11-08,99.0344,102.7793,98.4785,102.3307,275360.0
2021-11-09,101.3847,104.6517,100.3266,104.2616,139048.0
2021-11-10,104.0276,107.1093,103.3449,105.7635,153622.0
2021-11-11,106.3584,108.3869,105.7635,107.8115,74569.0
2021-11-12,108.3283,109.206,107.6262,107.7627,88169.0
2021-11-13,108.3283,109.206,107.6262,107.7627,88169.0
2021-11-14,108.3283,109.206,107.6262,107.7627,88169.0
2021-11-15,107.9187,107.9187,106.2023,106.4949,106936.0
2021-11-16,106.2121,109.6254,104.3884,107.5189,183959.0
2021-11-17,107.2751,107.7578,105.0126,106.2023,105877.0
2021-11-18,107.0118,107.1629,104.3104,105.5002,102691.0
2021-11-19,104.3104,105.8513,104.3104,104.5932,104474.0
2021-11-20,104.3104,105.8513,104.3104,104.5932,104474.0
2021-11-21,104.3104,105.8513,104.3104,104.5932,104474.0
2021-11-22,105.1393,108.3771,103.9728,107.1093,111597.0
2021-11-23,107.6652,109.0988,106.846,108.6014,114136.0
2021-11-24,107.7432,109.1183,106.3096,108.4844,98652.0
2021-11-25,107.7432,109.1183,106.3096,108.4844,98652.0
2021-11-26,104.4957,104.7883,101.2872,103.4717,58205.0
2021-11-27,104.4957,104.7883,101.2872,103.4717,58205.0
2021-11-28,104.4957,104.7883,101.2872,103.4717,58205.0
2021-11-29,104.8565,104.8565,101.7358,102.0479,70266.0
2021-11-30,100.6888,102.0918,98.9093,99.7306,127992.0
2021-12-01,102.4585,103.8469,99.7892,99.9946,118528.0
2021-12-02,101.0799,105.1571,99.8675,104.3847,164166.0
2021-12-03,105.0789,106.1251,103.5145,105.7926,161126.0
2021-12-04,105.0789,106.1251,103.5145,105.7926,161126.0
2021-12-05,105.0789,106.1251,103.5145,105.7926,161126.0
2021-12-06,106.9659,107.5721,105.9295,106.8975,150415.0
2021-12-07,107.445,109.9676,106.1642,106.7606,155946.0
2021-12-08,106.4379,107.5232,105.1864,105.6264,103555.0
2021-12-09,104.9224,105.1375,104.1598,104.3847,63356.0
2021-12-10,104.7171,105.4406,103.9447,104.6682,45407.0
2021-12-11,104.7171,105.4406,103.9447,104.6682,45407.0
2021-12-12,104.7171,105.4406,103.9447,104.6682,45407.0
2021-12-13,104.1696,105.47,103.1723,104.1989,80318.0
2021-12-14,104.3162,106.8095,102.472,103.8469,121195.0
2021-12-15,103.9056,106.1642,103.006,105.9002,217506.0
2021-12-16,106.5357,107.1615,104.018,104.3749,167007.0
2021-12-17,104.1305,105.7437,103.1527,104.2184,295995.0
2021-12-18,104.1305,105.7437,103.1527,104.2184,295995.0
2021-12-19,104.1305,105.7437,103.1527,104.2184,295995.0
2021-12-20,101.8425,102.6687,98.3862,100.4346,143442.0
2021-12-21,101.2559,104.3749,101.2559,103.9838,111944.0
2021-12-22,104.8149,106.8975,103.9838,106.7215,67082.0
2021-12-23,107.4255,108.1783,107.0441,107.8655,61872.0
2021-12-24,107.4255,108.1783,107.0441,107.8655,61872.0
2021-12-25,107.4255,108.1783,107.0441,107.8655,61872.0
2021-12-26,107.4255,108.1783,107.0441,107.8655,61872.0
2021-12-27,108.3348,109.6743,107.4744,109.4005,74592.0
2021-12-28,108.9019,110.4663,108.9019,109.5667,42120.0
2021-12-29,109.4299,110.9747,108.8041,109.8601,43935.0
2021-12-30,110.4956,110.4956,107.445,107.4939,54321.0
2021-12-31,106.6042,108.2957,106.6042,107.621,43623.0
2022-01-01,106.6042,108.2957,106.6042,107.621,43623.0
2022-01-02,106.6042,108.2957,106.6042,107.621,43623.0
2022-01-03,107.0833,109.0094,105.8904,107.2984,58691.0
2022-01-04,107.3668,109.4494,107.0246,109.3223,56004.0
2022-01-05,109.0583,110.4712,108.3152,109.1756,97304.0
2022-01-06,108.8334,113.5169,108.8334,113.4973,202036.0
2022-01-07,113.3213,114.4946,111.5907,112.3729,195388.0
2022-01-08,113.3213,114.4946,111.5907,112.3729,195388.0
2022-01-09,113.3213,114.4946,111.5907,112.3729,195388.0
2022-01-10,111.4831,111.7667,109.8307,110.7792,124930.0
2022-01-11,111.3365,111.6591,109.0876,111.4538,104437.0
2022-01-12,111.0823,112.5782,110.4907,111.8742,96698.0
2022-01-13,112.1578,114.8845,111.8799,114.3871,90875.0
2022-01-14,112.8911,115.0128,111.972,113.9177,261659.0
2022-01-15,112.8911,115.0128,111.972,113.9177,261659.0
2022-01-16,112.8911,115.0128,111.972,113.9177,261659.0
2022-01-17,112.8911,115.0128,111.972,113.9177,261659.0
2022-01-18,113.5266,113.5266,111.4342,111.9818,94458.0
2022-01-19,112.3044,112.3044,107.9828,108.5303,114442.0
2022-01-20,108.7063,110.3098,105.9025,106.5651,92205.0
2022-01-21,106.4575,109.0485,104.9518,106.0175,187946.0
2022-01-22,106.4575,109.0485,104.9518,106.0175,187946.0
2022-01-23,106.4575,109.0485,104.9518,106.0175,187946.0
2022-01-24,104.6193,108.6868,103.2749,107.8263,229515.0
2022-01-25,106.0371,107.1908,102.1945,105.7926,89965.0
2022-01-26,106.8193,107.9437,102.6149,104.5411,90949.0
2022-01-27,104.15,105.5091,100.4639,101.031,132569.0
2022-01-28,100.7279,100.8941,97.5013,100.5323,74231.0
2022-01-29,100.7279,100.8941,97.5013,100.5323,74231.0
2022-01-30,100.7279,100.8941,97.5013,100.5323,74231.0
2022-01-31,99.2906,102.7616,98.9777,102.6834,141141.0
2022-02-01,101.7936,104.4629,100.3661,103.446,102182.0
2022-02-02,103.1429,104.1793,101.0408,103.1625,93666.0
2022-02-03,102.1261,103.4069,101.5003,102.1261,97711.0
2022-02-04,101.3145,101.3145,97.3937,98.4302,138681.0
2022-02-05,101.3145,101.3145,97.3937,98.4302,138681.0
2022-02-06,101.3145,101.3145,97.3937,98.4302,138681.0
2022-02-07,98.3617,98.9582,96.7387,98.1564,121470.0
2022-02-08,98.1564,100.1803,97.3627,99.799,161336.0
2022-02-09,100.3563,100.9528,99.9359,100.6692,137012.0
2022-02-10,99.1733,100.9039,99.0266,99.7306,102781.0
2022-02-11,99.7501,102.1456,99.6572,101.7056,161387.0
2022-02-12,99.7501,102.1456,99.6572,101.7056,161387.0
2022-02-13,99.7501,102.1456,99.6572,101.7056,161387.0
2022-02-14,101.5883,103.5438,101.4416,103.1136,113000.0
2022-02-15,103.6416,106.4575,101.6763,105.9784,96618.0
2022-02-16,105.3135,109.0388,105.0054,108.3934,78660.0
2022-02-17,107.2495,109.3125,105.5677,107.7579,85901.0
2022-02-18,105.8024,110.1143,105.8024,108.6183,304788.0
2022-02-19,105.8024,110.1143,105.8024,108.6183,304788.0
2022-02-20,105.8024,110.1143,105.8024,108.6183,304788.0
2022-02-21,105.8024,110.1143,105.8024,108.6183,304788.0
2022-02-22,110.7596,111.9427,107.005,109.557,180739.0
2022-02-23,110.4272,110.8272,104.7855,105.1864,112999.0
2022-02-24,103.6416,104.6975,102.0674,104.1696,130691.0
2022-02-25,104.4042,107.0148,104.3358,106.8095,74289.0
2022-02-26,104.4042,107.0148,104.3358,106.8095,74289.0
2022-02-27,104.4042,107.0148,104.3358,106.8095,74289.0
2022-02-28,105.3038,108.2272,105.3038,107.9828,122915.0
2022-03-01,107.6201,108.316,102.4738,103.2482,110800.0
2022-03-02,104.2971,106.7771,104.2971,105.5224,80978.0
2022-03-03,106.1007,106.7477,105.0322,106.6006,93991.0
2022-03-04,104.4539,104.7088,99.9154,100.9643,95898.0
2022-03-05,104.4539,104.7088,99.9154,100.9643,95898.0
2022-03-06,104.4539,104.7088,99.9154,100.9643,95898.0
2022-03-07,101.0329,101.0329,94.4163,94.8476,117089.0
2022-03-08,95.024,95.7543,92.1618,94.4555,135543.0
2022-03-09,96.6316,100.2634,96.6316,99.9448,121659.0
2022-03-10,98.0334,99.5233,97.6511,99.0822,61869.0
2022-03-11,99.4645,101.1897,99.1214,99.1802,53347.0
2022-03-12,99.4645,101.1897,99.1214,99.1802,53347.0
2022-03-13,99.4645,101.1897,99.1214,99.1802,53347.0
2022-03-14,99.9154,100.4055,98.847,100.3565,84521.0
2022-03-15,100.7388,102.1504,99.5919,101.4642,102616.0
2022-03-16,102.5228,104.4441,101.7092,104.4049,68752.0
2022-03-17,103.062,105.8581,103.062,104.8852,61573.0
2022-03-18,105.2185,106.483,102.6699,105.9341,177928.0
2022-03-19,105.2185,106.483,102.6699,105.9341,177928.0
2022-03-20,105.2185,106.483,102.6699,105.9341,177928.0
2022-03-21,105.6694,106.532,103.7677,104.2481,90505.0
2022-03-22,105.0519,105.8066,101.1015,101.2681,179070.0
2022-03-23,100.6898,101.4544,98.3176,98.6607,104068.0
2022-03-24,98.994,99.9938,98.1265,99.8272,78078.0
2022-03-25,99.788,101.2877,99.6469,100.7682,82010.0
2022-03-26,99.788,101.2877,99.6469,100.7682,82010.0
2022-03-27,99.788,101.2877,99.6469,100.7682,82010.0
2022-03-28,100.0526,100.1115,95.769,96.71,76230.0
2022-03-29,98.4353,100.3271,98.0236,98.2882,108179.0
2022-03-30,98.5431,99.3175,95.9553,96.0631,59010.0
2022-03-31,95.6808,96.6904,94.9358,95.7984,115949.0
2022-04-01,95.8572,98.499,95.1221,98.2294,126056.0
2022-04-02,95.8572,98.499,95.1221,98.2294,126056.0
2022-04-03,95.8572,98.499,95.1221,98.2294,126056.0
2022-04-04,97.5727,97.5727,95.2005,97.0825,76570.0
2022-04-05,96.7787,96.7787,92.299,92.6813,112693.0
2022-04-06,91.5736,92.2892,90.5738,91.3384,90538.0
2022-04-07,91.4364,92.8087,90.3483,92.5048,138841.0
2022-04-08,92.3676,94.8672,91.8579,92.5735,114693.0
2022-04-09,92.3676,94.8672,91.8579,92.5735,114693.0
2022-04-10,92.3676,94.8672,91.8579,92.5735,114693.0
2022-04-11,91.8873,94.4457,91.8873,92.9753,67045.0
2022-04-12,93.9752,96.0729,93.5243,94.3477,89292.0
2022-04-13,94.1124,96.1122,94.1124,95.4259,68889.0
2022-04-14,95.9063,96.8816,95.5436,95.9945,76432.0
2022-04-15,95.9063,96.8816,95.5436,95.9945,76432.0
2022-04-16,95.9063,96.8816,95.5436,95.9945,76432.0
2022-04-17,95.9063,96.8816,95.5436,95.9945,76432.0
2022-04-18,95.5632,96.5826,93.8674,94.681,77665.0
2022-04-19,94.5927,98.0432,94.5927,97.161,118547.0
2022-04-20,98.298,100.6016,98.298,99.3665,50917.0
2022-04-21,99.8566,99.9644,97.8471,98.2588,61192.0
2022-04-22,97.6805,97.6805,95.9651,96.661,63733.0
2022-04-23,97.6805,97.6805,95.9651,96.661,63733.0
2022-04-24,97.6805,97.6805,95.9651,96.661,63733.0
2022-04-25,95.5534,95.6906,93.0636,95.4848,67636.0
2022-04-26,94.083,94.5927,91.2893,91.9951,139028.0
2022-04-27,91.9951,93.936,91.0933,92.2402,84177.0
2022-04-28,92.8479,93.8331,90.8776,93.4165,45175.0
2022-04-29,93.093,94.5277,91.0835,91.3678,78516.0
2022-04-30,93.093,94.5277,91.0835,91.3678,78516.0
2022-05-01,93.093,94.5277,91.0835,91.3678,78516.0
2022-05-02,93.6125,93.6223,86.7312,88.7897,112929.0
2022-05-03,88.0056,90.2111,88.0056,89.672,69947.0
2022-05-04,89.6327,94.8476,89.6327,94.1222,82117.0
2022-05-05,92.7891,93.6223,89.9611,91.652,77591.0
2022-05-06,91.0933,91.8677,88.5104,89.8288,58958.0
2022-05-07,91.0933,91.8677,88.5104,89.8288,58958.0
2022-05-08,91.0933,91.8677,88.5104,89.8288,58958.0
2022-05-09,89.1034,92.1029,89.0691,90.5836,76637.0
2022-05-10,91.4854,91.4854,87.687,89.6622,95039.0
2022-05-11,90.0935,92.6323,88.4173,89.0152,69572.0
2022-05-12,89.221,91.2991,88.7603,91.0933,73625.0
2022-05-13,91.5932,94.2497,91.2207,94.2006,116197.0
2022-05-14,91.5932,94.2497,91.2207,94.2006,116197.0
2022-05-15,91.5932,94.2497,91.2207,94.2006,116197.0
2022-05-16,93.1028,95.1123,92.397,95.1123,100838.0
2022-05-17,96.0435,99.5625,96.0435,99.1606,93248.0
2022-05-18,98.8176,100.6506,95.9847,96.1807,119536.0
2022-05-19,95.3965,95.3965,92.4852,93.5733,83086.0
2022-05-20,94.0536,94.0536,88.3878,90.0935,122564.0
2022-05-21,94.0536,94.0536,88.3878,90.0935,122564.0
2022-05-22,94.0536,94.0536,88.3878,90.0935,122564.0
2022-05-23,90.9169,93.3674,90.2356,92.1421,63508.0
2022-05-24,91.3678,92.4068,89.1328,92.3186,59387.0
2022-05-25,91.3972,93.9237,91.2991,92.544,69357.0
2022-05-26,94.0046,95.8866,94.0046,95.3279,46447.0
2022-05-27,95.9651,97.2933,95.7592,96.465,30431.0
2022-05-28,95.9651,97.2933,95.7592,96.465,30431.0
