,TPR US Equity,TPR US Equity,TPR US Equity,TPR US Equity,TPR US Equity
2019-08-25,18.5093,18.6938,17.7974,17.8501,7300649.0
2019-08-26,18.0698,18.3687,17.8589,18.3511,4876703.0
2019-08-27,18.439,18.4741,17.8677,17.9995,5395132.0
2019-08-28,17.9556,18.2456,17.7051,18.0083,4619212.0
2019-08-29,17.9556,18.1665,17.3799,17.8238,6441193.0
2019-08-30,17.9468,18.4126,17.9204,18.1489,6482639.0
2019-08-31,17.9468,18.4126,17.9204,18.1489,6482639.0
2019-09-01,17.9468,18.4126,17.9204,18.1489,6482639.0
2019-09-02,17.9468,18.4126,17.9204,18.1489,6482639.0
2019-09-03,17.9556,18.4038,17.7754,17.9644,6255084.0
2019-09-04,18.4961,18.9311,18.4961,18.8872,7774990.0
2019-09-05,19.2778,20.4788,19.2778,20.4654,10712661.0
2019-09-06,20.5726,21.2155,20.4029,21.153,8111678.0
2019-09-07,20.5726,21.2155,20.4029,21.153,8111678.0
2019-09-08,20.5726,21.2155,20.4029,21.153,8111678.0
2019-09-09,21.144,21.7691,20.9476,21.6887,8353332.0
2019-09-10,21.5637,22.5593,21.519,22.4745,7388871.0
2019-09-11,22.5905,23.3361,21.8941,23.0191,7387383.0
2019-09-12,22.8227,22.9879,22.0876,22.8405,6635733.0
2019-09-13,23.2156,23.7468,22.4566,22.4834,7301215.0
2019-09-14,23.2156,23.7468,22.4566,22.4834,7301215.0
2019-09-15,23.2156,23.7468,22.4566,22.4834,7301215.0
2019-09-16,22.3405,23.1709,22.3137,22.778,5982167.0
2019-09-17,22.662,22.7513,22.0548,22.4655,6184729.0
2019-09-18,22.3227,22.6262,22.2334,22.4834,7626709.0
2019-09-19,22.4834,22.7513,22.3771,22.5637,4450402.0
2019-09-20,22.6173,23.1218,22.4209,22.4477,8893323.0
2019-09-21,22.6173,23.1218,22.4209,22.4477,8893323.0
2019-09-22,22.6173,23.1218,22.4209,22.4477,8893323.0
2019-09-23,22.3405,22.6888,22.1619,22.4477,7338674.0
2019-09-24,22.6798,22.7602,22.2334,22.4566,6472671.0
2019-09-25,22.5995,23.0816,22.5191,22.6441,6786285.0
2019-09-26,22.5459,22.9566,22.4655,22.778,4618804.0
2019-09-27,22.9209,23.4209,22.903,23.2066,4749310.0
2019-09-28,22.9209,23.4209,22.903,23.2066,4749310.0
2019-09-29,22.9209,23.4209,22.903,23.2066,4749310.0
2019-09-30,23.2066,23.4656,22.903,23.2602,5409421.0
2019-10-01,23.3584,23.6799,22.8004,22.8584,5670123.0
2019-10-02,22.4745,22.537,22.028,22.0905,5504188.0
2019-10-03,22.0101,22.5727,21.5548,22.5637,4005537.0
2019-10-04,22.4387,22.7691,22.1798,22.7602,3045497.0
2019-10-05,22.4387,22.7691,22.1798,22.7602,3045497.0
2019-10-06,22.4387,22.7691,22.1798,22.7602,3045497.0
2019-10-07,22.7245,22.778,22.4298,22.4834,4031717.0
2019-10-08,22.1441,22.1619,21.5726,22.0191,6077005.0
2019-10-09,22.2512,22.3673,22.0548,22.1262,4474951.0
2019-10-10,22.1619,22.4119,21.9744,22.3137,4282073.0
2019-10-11,22.7066,23.5281,22.6977,23.1977,5447541.0
2019-10-12,22.7066,23.5281,22.6977,23.1977,5447541.0
2019-10-13,22.7066,23.5281,22.6977,23.1977,5447541.0
2019-10-14,22.4387,22.6352,21.7691,22.5459,5372090.0
2019-10-15,22.5816,23.037,22.3584,22.787,3890203.0
2019-10-16,22.7691,23.037,22.6173,22.7691,4178008.0
2019-10-17,23.0102,23.2156,22.6977,22.7155,3993746.0
2019-10-18,22.403,22.9209,22.3494,22.8227,5067447.0
2019-10-19,22.403,22.9209,22.3494,22.8227,5067447.0
2019-10-20,22.403,22.9209,22.3494,22.8227,5067447.0
2019-10-21,23.0816,23.6308,23.0638,23.4299,4080380.0
2019-10-22,23.4031,23.6442,22.9566,23.5817,3804975.0
2019-10-23,23.6352,23.6531,22.9879,23.1709,3144370.0
2019-10-24,23.3049,23.3495,22.5995,22.9566,3265578.0
2019-10-25,22.5995,23.6709,22.3584,23.6174,2825939.0
2019-10-26,22.5995,23.6709,22.3584,23.6174,2825939.0
2019-10-27,22.5995,23.6709,22.3584,23.6174,2825939.0
2019-10-28,23.5013,23.787,23.287,23.3316,3274585.0
2019-10-29,23.2781,23.3986,22.9209,23.0995,3886132.0
2019-10-30,23.0906,23.4477,22.8897,23.4388,3557484.0
2019-10-31,23.3495,23.3941,22.5682,23.0906,5120639.0
2019-11-01,23.3316,23.6799,23.2781,23.4745,4141322.0
2019-11-02,23.3316,23.6799,23.2781,23.4745,4141322.0
2019-11-03,23.3316,23.6799,23.2781,23.4745,4141322.0
2019-11-04,23.6531,23.9835,23.5281,23.6799,6803660.0
2019-11-05,23.1352,24.9969,23.1352,24.0638,9374018.0
2019-11-06,23.8317,23.8317,22.5905,23.1531,8786536.0
2019-11-07,23.6531,24.4388,23.5683,24.171,4708740.0
2019-11-08,24.0906,24.3138,23.6888,24.3138,5149533.0
2019-11-09,24.0906,24.3138,23.6888,24.3138,5149533.0
2019-11-10,24.0906,24.3138,23.6888,24.3138,5149533.0
2019-11-11,24.1353,24.1978,23.5593,23.8227,4262711.0
2019-11-12,23.9031,23.9656,23.4254,23.5549,3959035.0
2019-11-13,23.3852,23.4834,23.1263,23.2424,2454112.0
2019-11-14,23.2156,23.5995,23.2156,23.2959,2157816.0
2019-11-15,23.5192,24.0549,23.3941,23.8942,3142841.0
2019-11-16,23.5192,24.0549,23.3941,23.8942,3142841.0
2019-11-17,23.5192,24.0549,23.3941,23.8942,3142841.0
2019-11-18,23.8942,24.1263,23.4566,24.0549,3561017.0
2019-11-19,24.0281,24.1978,23.7424,24.0638,3000632.0
2019-11-20,24.046,24.0549,23.1013,23.3316,4351349.0
2019-11-21,23.3227,23.5549,22.9522,23.0102,3171272.0
2019-11-22,23.2513,23.6442,23.1441,23.5281,2794478.0
2019-11-23,23.2513,23.6442,23.1441,23.5281,2794478.0
2019-11-24,23.2513,23.6442,23.1441,23.5281,2794478.0
2019-11-25,23.7335,23.8942,23.2066,23.8317,2567388.0
2019-11-26,23.8852,23.9924,23.3584,23.6977,4303598.0
2019-11-27,23.9656,24.1531,23.4924,24.1263,3441601.0
2019-11-28,23.9656,24.1531,23.4924,24.1263,3441601.0
2019-11-29,24.046,24.1085,23.6799,24.0103,1661372.0
2019-11-30,24.046,24.1085,23.6799,24.0103,1661372.0
2019-12-01,24.046,24.1085,23.6799,24.0103,1661372.0
2019-12-02,24.0192,24.0192,23.1084,23.1173,4009533.0
2019-12-03,22.4923,22.5012,21.9923,22.1709,5843110.0
2019-12-04,22.2066,22.8673,22.0994,22.8048,5547315.0
2019-12-05,23.0921,23.3998,22.8297,23.0288,3877949.0
2019-12-06,22.8207,23.5446,22.8207,23.1012,3334307.0
2019-12-07,22.8207,23.5446,22.8207,23.1012,3334307.0
2019-12-08,22.8207,23.5446,22.8207,23.1012,3334307.0
2019-12-09,23.1645,23.7255,23.0469,23.3455,7823306.0
2019-12-10,23.3907,23.4903,23.0605,23.1012,4837960.0
2019-12-11,22.9926,23.4948,22.8478,23.3636,3376678.0
2019-12-12,23.4179,24.0694,23.3817,23.8341,4058624.0
2019-12-13,24.1508,24.178,23.074,23.4722,4145725.0
2019-12-14,24.1508,24.178,23.074,23.4722,4145725.0
2019-12-15,24.1508,24.178,23.074,23.4722,4145725.0
2019-12-16,23.6531,23.7074,23.0559,23.0559,4976620.0
2019-12-17,23.0016,23.1057,22.7664,23.0831,4389537.0
2019-12-18,23.2188,23.6984,23.2188,23.4722,4698757.0
2019-12-19,23.6803,23.9156,23.5355,23.8794,4595542.0
2019-12-20,23.9699,24.377,23.6441,24.1689,8201416.0
2019-12-21,23.9699,24.377,23.6441,24.1689,8201416.0
2019-12-22,23.9699,24.377,23.6441,24.1689,8201416.0
2019-12-23,24.2594,24.7752,24.2323,24.5128,3766158.0
2019-12-24,24.5037,24.5671,24.0332,24.1961,1411989.0
2019-12-25,24.5037,24.5671,24.0332,24.1961,1411989.0
2019-12-26,24.3499,24.7164,24.3227,24.6395,1996466.0
2019-12-27,24.6847,24.6937,24.2232,24.3227,2048977.0
2019-12-28,24.6847,24.6937,24.2232,24.3227,2048977.0
2019-12-29,24.6847,24.6937,24.2232,24.3227,2048977.0
2019-12-30,24.2594,24.4042,24.0332,24.0603,2264174.0
2019-12-31,23.9879,24.4313,23.902,24.4042,2586360.0
2020-01-01,23.9879,24.4313,23.902,24.4042,2586360.0
2020-01-02,24.5761,24.7209,24.0513,24.368,3823624.0
2020-01-03,23.9879,24.368,23.9156,24.3589,3511198.0
2020-01-04,23.9879,24.368,23.9156,24.3589,3511198.0
2020-01-05,23.9879,24.368,23.9156,24.3589,3511198.0
2020-01-06,24.1327,24.7028,24.0694,24.6666,4040493.0
2020-01-07,24.7028,25.1643,24.5037,24.9019,2765824.0
2020-01-08,25.0466,25.3,24.6666,25.0647,3624581.0
2020-01-09,25.1281,25.1281,24.3635,24.7752,2983472.0
2020-01-10,24.6937,24.9878,24.5852,24.8204,2324078.0
2020-01-11,24.6937,24.9878,24.5852,24.8204,2324078.0
2020-01-12,24.6937,24.9878,24.5852,24.8204,2324078.0
2020-01-13,24.9381,25.5172,24.8069,25.4267,2693867.0
2020-01-14,25.5715,26.0465,25.4448,25.9063,4262195.0
2020-01-15,25.8339,26.042,25.585,25.8429,3603757.0
2020-01-16,26.1325,26.413,25.9606,26.1053,2607413.0
2020-01-17,26.1415,26.232,25.905,26.1415,2475863.0
2020-01-18,26.1415,26.232,25.905,26.1415,2475863.0
2020-01-19,26.1415,26.232,25.905,26.1415,2475863.0
2020-01-20,26.1415,26.232,25.905,26.1415,2475863.0
2020-01-21,26.0148,26.0148,25.5172,25.6619,3559386.0
2020-01-22,25.5715,25.7162,24.9743,25.0195,3385957.0
2020-01-23,24.8204,25.3588,24.4494,25.2819,2696105.0
2020-01-24,25.309,25.309,24.4947,24.6937,3258794.0
2020-01-25,25.309,25.309,24.4947,24.6937,3258794.0
2020-01-26,25.309,25.309,24.4947,24.6937,3258794.0
2020-01-27,23.9608,24.2594,23.6712,23.7436,3976176.0
2020-01-28,24.0241,24.1327,23.4993,23.8884,3629466.0
2020-01-29,24.0513,24.377,24.006,24.2142,3691536.0
2020-01-30,23.8884,24.1961,23.7165,24.1056,4661223.0
2020-01-31,24.0422,24.0422,23.1344,23.3183,4950281.0
2020-02-01,24.0422,24.0422,23.1344,23.3183,4950281.0
2020-02-02,24.0422,24.0422,23.1344,23.3183,4950281.0
2020-02-03,23.4631,23.9065,23.3636,23.5536,5261512.0
2020-02-04,24.2232,24.8838,24.0875,24.6123,4588548.0
2020-02-05,24.9471,25.7479,24.9181,25.6891,4885833.0
2020-02-06,27.0102,27.5079,26.223,26.2411,8871670.0
2020-02-07,25.291,25.7072,24.9064,25.309,6067880.0
2020-02-08,25.291,25.7072,24.9064,25.309,6067880.0
2020-02-09,25.291,25.7072,24.9064,25.309,6067880.0
2020-02-10,25.2095,25.7977,25.0919,25.7977,3914517.0
2020-02-11,26.1234,26.1868,25.7977,25.861,3518380.0
2020-02-12,26.1053,26.6844,25.9696,26.6663,3721113.0
2020-02-13,26.3134,26.4763,25.8248,26.0872,3771240.0
2020-02-14,26.0872,26.4492,25.9786,26.4311,2763495.0
2020-02-15,26.0872,26.4492,25.9786,26.4311,2763495.0
2020-02-16,26.0872,26.4492,25.9786,26.4311,2763495.0
2020-02-17,26.0872,26.4492,25.9786,26.4311,2763495.0
2020-02-18,26.0148,26.3315,25.2638,25.4267,4149845.0
2020-02-19,25.5081,25.7434,25.2005,25.3724,3176204.0
2020-02-20,25.4267,26.1958,25.2367,26.0691,3213714.0
2020-02-21,25.7434,26.051,25.1009,25.3271,4309670.0
2020-02-22,25.7434,26.051,25.1009,25.3271,4309670.0
2020-02-23,25.7434,26.051,25.1009,25.3271,4309670.0
2020-02-24,23.8251,23.8975,22.9564,23.1193,6669853.0
2020-02-25,23.3455,23.35,21.9384,22.0334,5951301.0
2020-02-26,22.2416,22.7121,21.2643,21.2824,4868075.0
2020-02-27,20.6038,22.0696,20.1694,20.7666,6576811.0
2020-02-28,20.1061,21.2372,20.0065,21.2191,6564849.0
2020-02-29,20.1061,21.2372,20.0065,21.2191,6564849.0
