,TPR US Equity,TPR US Equity,TPR US Equity,TPR US Equity,TPR US Equity
2020-03-01,20.1061,21.2372,20.0065,21.2191,6564849.0
2020-03-02,21.2734,21.4905,20.5223,21.4362,5852943.0
2020-03-03,21.5177,22.4225,20.8933,21.1376,7162827.0
2020-03-04,21.4091,22.0244,20.8843,22.0153,4956122.0
2020-03-05,21.1872,21.5543,20.1595,20.3889,5737559.0
2020-03-06,19.4989,20.3981,19.3016,19.9118,4719372.0
2020-03-07,19.4989,20.3981,19.3016,19.9118,4719372.0
2020-03-08,19.4989,20.3981,19.3016,19.9118,4719372.0
2020-03-09,18.3702,18.5904,16.636,16.9112,5948841.0
2020-03-10,17.9481,18.2968,16.5167,17.5811,5497077.0
2020-03-11,16.9204,17.003,15.9294,16.1221,5920536.0
2020-03-12,14.8467,15.1128,13.4978,13.7731,5996343.0
2020-03-13,14.2869,14.8925,12.9014,14.8925,9506101.0
2020-03-14,14.2869,14.8925,12.9014,14.8925,9506101.0
2020-03-15,14.2869,14.8925,12.9014,14.8925,9506101.0
2020-03-16,12.1581,12.8004,10.5294,10.534,7939936.0
2020-03-17,10.8276,12.1122,9.9559,12.1031,9038581.0
2020-03-18,11.0295,12.2774,10.8918,12.259,7852639.0
2020-03-19,12.0113,12.8004,11.0937,11.6626,8261013.0
2020-03-20,11.9929,12.0663,10.7358,11.0478,10161433.0
2020-03-21,11.9929,12.0663,10.7358,11.0478,10161433.0
2020-03-22,11.9929,12.0663,10.7358,11.0478,10161433.0
2020-03-23,11.0111,11.1671,9.6393,9.7081,7546312.0
2020-03-24,10.5615,12.6903,10.4239,12.5894,5540758.0
2020-03-25,12.7637,14.3741,12.415,13.6721,7120583.0
2020-03-26,13.4794,14.4934,12.8647,13.9107,6986834.0
2020-03-27,13.0023,13.2592,11.9838,12.7637,5186112.0
2020-03-28,13.0023,13.2592,11.9838,12.7637,5186112.0
2020-03-29,13.0023,13.2592,11.9838,12.7637,5186112.0
2020-03-30,12.8096,12.9472,11.8278,12.1214,5773447.0
2020-03-31,11.892,12.5251,11.7314,11.8828,5512262.0
2020-04-01,11.0111,11.1763,9.9651,10.1578,5569420.0
2020-04-02,9.8366,10.3688,9.3411,10.1027,8042946.0
2020-04-03,9.7724,10.2862,9.6118,10.1761,4702095.0
2020-04-04,9.7724,10.2862,9.6118,10.1761,4702095.0
2020-04-05,9.7724,10.2862,9.6118,10.1761,4702095.0
2020-04-06,10.9377,12.204,10.8918,11.9654,6567351.0
2020-04-07,12.9564,13.8832,12.8234,13.2776,8662409.0
2020-04-08,13.9015,14.3053,13.4932,13.7364,5924317.0
2020-04-09,14.3603,15.2871,13.8557,14.4062,7291441.0
2020-04-10,14.3603,15.2871,13.8557,14.4062,7291441.0
2020-04-11,14.3603,15.2871,13.8557,14.4062,7291441.0
2020-04-12,14.3603,15.2871,13.8557,14.4062,7291441.0
2020-04-13,14.6356,14.6356,13.0849,13.5528,3925794.0
2020-04-14,13.8557,14.2869,13.6263,14.1126,3227730.0
2020-04-15,13.3051,13.4198,12.7133,13.2317,4336312.0
2020-04-16,13.2409,13.4198,12.8096,13.2225,3710011.0
2020-04-17,13.9107,14.6631,13.8557,13.9658,3880225.0
2020-04-18,13.9107,14.6631,13.8557,13.9658,3880225.0
2020-04-19,13.9107,14.6631,13.8557,13.9658,3880225.0
2020-04-20,13.4978,13.9474,12.9564,13.039,3808210.0
2020-04-21,12.4976,12.8922,12.2132,12.6169,4891123.0
2020-04-22,12.8647,13.0115,12.2407,12.3049,3426174.0
2020-04-23,12.3324,13.0665,12.3141,12.6353,3235663.0
2020-04-24,12.7821,12.8968,12.3416,12.516,6277809.0
2020-04-25,12.7821,12.8968,12.3416,12.516,6277809.0
2020-04-26,12.7821,12.8968,12.3416,12.516,6277809.0
2020-04-27,12.8463,14.0667,12.5994,13.8098,6168884.0
2020-04-28,14.498,14.9476,13.9749,14.7824,5122971.0
2020-04-29,15.489,15.9202,15.2412,15.645,6275388.0
2020-04-30,15.1403,15.1862,13.0757,13.6538,12074629.0
2020-05-01,13.2225,13.9474,12.9014,13.9107,5153994.0
2020-05-02,13.2225,13.9474,12.9014,13.9107,5153994.0
2020-05-03,13.2225,13.9474,12.9014,13.9107,5153994.0
2020-05-04,13.3785,14.0851,13.1308,13.5528,5409798.0
2020-05-05,14.1126,14.2961,13.5024,13.5528,4548665.0
2020-05-06,13.7547,13.9658,12.8279,12.9105,4826963.0
2020-05-07,13.1399,13.5896,13.0941,13.3051,5377344.0
2020-05-08,13.7547,13.819,13.3326,13.6538,4614761.0
2020-05-09,13.7547,13.819,13.3326,13.6538,4614761.0
2020-05-10,13.7547,13.819,13.3326,13.6538,4614761.0
2020-05-11,13.3326,13.3602,12.6262,12.7729,4120280.0
2020-05-12,12.8188,13.1399,12.0572,12.1031,4467888.0
2020-05-13,11.9287,12.0205,10.7725,10.9469,9159573.0
2020-05-14,10.6716,11.4561,10.5615,11.3873,6308003.0
2020-05-15,10.9652,11.4607,10.7175,11.1946,7955734.0
2020-05-16,10.9652,11.4607,10.7175,11.1946,7955734.0
2020-05-17,10.9652,11.4607,10.7175,11.1946,7955734.0
2020-05-18,12.0755,12.4242,11.9195,12.2866,6576800.0
2020-05-19,12.1031,12.1076,11.5433,11.8002,6534974.0
2020-05-20,12.0755,12.2957,11.9287,12.1673,6053463.0
2020-05-21,12.1489,13.351,12.0847,13.0665,7686465.0
2020-05-22,13.1583,13.4427,12.6995,12.8279,5172821.0
2020-05-23,13.1583,13.4427,12.6995,12.8279,5172821.0
2020-05-24,13.1583,13.4427,12.6995,12.8279,5172821.0
2020-05-25,13.1583,13.4427,12.6995,12.8279,5172821.0
2020-05-26,13.6354,13.9291,13.3877,13.5345,5864527.0
2020-05-27,14.1034,14.2686,13.5896,14.1126,6960098.0
2020-05-28,14.0942,14.1952,12.6995,12.8371,6315505.0
2020-05-29,12.6261,13.0298,12.2132,12.4793,18881910.0
2020-05-30,12.6261,13.0298,12.2132,12.4793,18881910.0
2020-05-31,12.6261,13.0298,12.2132,12.4793,18881910.0
2020-06-01,12.6077,13.2024,12.4609,13.0206,7297216.0
2020-06-02,13.195,13.406,12.9381,13.3051,6322544.0
2020-06-03,13.6997,14.8834,13.6446,14.397,9876500.0
2020-06-04,14.3787,15.3055,13.9749,15.0852,6864452.0
2020-06-05,16.4341,16.4708,15.8744,15.8835,9222261.0
2020-06-06,16.4341,16.4708,15.8744,15.8835,9222261.0
2020-06-07,16.4341,16.4708,15.8744,15.8835,9222261.0
2020-06-08,16.6176,16.6543,15.7551,16.4983,6208209.0
2020-06-09,15.8744,15.8881,15.1586,15.1862,6813894.0
2020-06-10,15.0669,15.1403,14.1676,14.2043,5964275.0
2020-06-11,12.9564,13.3739,12.7821,12.9564,6201868.0
2020-06-12,13.7547,13.9015,12.883,13.2867,4181693.0
2020-06-13,13.7547,13.9015,12.883,13.2867,4181693.0
2020-06-14,13.7547,13.9015,12.883,13.2867,4181693.0
2020-06-15,12.6995,13.2042,12.5251,13.0206,5334471.0
2020-06-16,14.0575,14.3879,13.5712,13.7547,6053313.0
2020-06-17,13.7455,13.7547,13.039,13.0482,3326560.0
2020-06-18,12.8463,13.2546,12.6628,12.8279,3540366.0
2020-06-19,13.3877,13.4794,12.4059,12.415,9328968.0
2020-06-20,13.3877,13.4794,12.4059,12.415,9328968.0
2020-06-21,13.3877,13.4794,12.4059,12.415,9328968.0
2020-06-22,12.3875,12.7133,12.204,12.5802,5504505.0
2020-06-23,12.8555,12.9105,12.3737,12.6444,3698943.0
2020-06-24,12.3692,12.4609,11.6443,11.7452,4421298.0
2020-06-25,11.58,11.6443,11.2956,11.5617,4918217.0
2020-06-26,11.424,11.7131,11.2864,11.5158,9181289.0
2020-06-27,11.424,11.7131,11.2864,11.5158,9181289.0
2020-06-28,11.424,11.7131,11.2864,11.5158,9181289.0
2020-06-29,11.6534,12.2682,11.3873,12.2499,6374891.0
2020-06-30,12.1122,12.4013,11.9012,12.1856,5027747.0
2020-07-01,12.1765,12.7871,11.8507,11.9012,5882497.0
2020-07-02,12.1398,12.4976,11.8553,11.9379,5687994.0
2020-07-03,12.1398,12.4976,11.8553,11.9379,5687994.0
2020-07-04,12.1398,12.4976,11.8553,11.9379,5687994.0
2020-07-05,12.1398,12.4976,11.8553,11.9379,5687994.0
2020-07-06,12.2866,12.3829,11.8278,12.0939,7057863.0
2020-07-07,11.9287,12.0755,11.5892,11.6076,6148127.0
2020-07-08,11.9471,11.9562,11.5433,11.9287,4710079.0
2020-07-09,11.7635,11.8369,11.2313,11.3231,4011800.0
2020-07-10,11.2497,11.5938,11.1579,11.58,3900974.0
2020-07-11,11.2497,11.5938,11.1579,11.58,3900974.0
2020-07-12,11.2497,11.5938,11.1579,11.58,3900974.0
2020-07-13,11.6534,12.1581,11.4167,11.8369,4235738.0
2020-07-14,11.8002,12.1398,11.5158,11.9012,3245316.0
2020-07-15,12.4059,12.9014,12.2866,12.8647,6024539.0
2020-07-16,12.6903,13.0803,12.4884,12.883,3146044.0
2020-07-17,12.9197,12.9839,12.5068,12.5343,2950497.0
2020-07-18,12.9197,12.9839,12.5068,12.5343,2950497.0
2020-07-19,12.9197,12.9839,12.5068,12.5343,2950497.0
2020-07-20,12.3967,12.4976,11.8737,12.0388,3904643.0
2020-07-21,12.1214,12.7545,11.9929,12.5251,8954343.0
2020-07-22,12.3875,12.6995,12.1994,12.571,6732644.0
2020-07-23,12.5527,12.9105,12.3646,12.727,8521651.0
2020-07-24,12.672,12.7545,12.3141,12.36,5701350.0
2020-07-25,12.672,12.7545,12.3141,12.36,5701350.0
2020-07-26,12.672,12.7545,12.3141,12.36,5701350.0
2020-07-27,13.1583,13.1675,12.2957,12.5251,9237942.0
2020-07-28,12.4701,12.7821,12.3646,12.3967,4953956.0
2020-07-29,12.516,13.1996,12.4609,12.727,5013795.0
2020-07-30,12.4609,12.5343,11.9746,12.204,3650700.0
2020-07-31,12.1948,12.3324,11.9746,12.259,4210410.0
2020-08-01,12.1948,12.3324,11.9746,12.259,4210410.0
2020-08-02,12.1948,12.3324,11.9746,12.259,4210410.0
2020-08-03,12.2774,12.3783,11.9012,12.2407,3528655.0
2020-08-04,12.1398,12.3508,12.0618,12.1856,2965418.0
2020-08-05,12.5435,13.2867,12.493,12.6077,8423242.0
2020-08-06,12.5802,13.0482,12.4196,12.8738,5734683.0
2020-08-07,12.9197,13.3326,12.6628,13.3143,5324018.0
2020-08-08,12.9197,13.3326,12.6628,13.3143,5324018.0
2020-08-09,12.9197,13.3326,12.6628,13.3143,5324018.0
2020-08-10,13.5528,14.2043,13.5345,14.1585,7308617.0
2020-08-11,14.5163,14.709,14.2043,14.2502,7407710.0
2020-08-12,14.4062,14.5163,13.7731,14.3145,6216896.0
2020-08-13,14.7916,14.7916,13.8015,14.1585,7275898.0
2020-08-14,14.2686,14.7411,13.9979,14.6173,9453897.0
2020-08-15,14.2686,14.7411,13.9979,14.6173,9453897.0
2020-08-16,14.2686,14.7411,13.9979,14.6173,9453897.0
2020-08-17,14.5989,14.6356,14.3145,14.5255,5944862.0
2020-08-18,14.342,14.4613,13.8579,14.0667,4410673.0
2020-08-19,13.9291,14.3328,13.7822,13.8373,4931032.0
2020-08-20,13.663,13.819,13.1766,13.1766,4407515.0
2020-08-21,13.3418,13.5345,13.2225,13.3418,5557425.0
2020-08-22,13.3418,13.5345,13.2225,13.3418,5557425.0
2020-08-23,13.3418,13.5345,13.2225,13.3418,5557425.0
2020-08-24,13.4519,14.1126,13.4519,14.0667,6315334.0
2020-08-25,14.2594,14.3695,13.7088,13.7088,4589059.0
2020-08-26,13.7272,13.8648,13.5528,13.6263,4043554.0
2020-08-27,13.7455,14.0254,13.6538,13.663,6034131.0
2020-08-28,13.7639,13.7914,13.3877,13.6538,5969471.0
2020-08-29,13.7639,13.7914,13.3877,13.6538,5969471.0
2020-08-30,13.7639,13.7914,13.3877,13.6538,5969471.0
2020-08-31,13.6079,13.663,13.3097,13.5161,5364970.0
2020-09-01,13.3418,13.5712,13.1262,13.5345,3704776.0
2020-09-02,13.6905,13.7639,13.3418,13.5161,5499626.0
2020-09-03,13.5712,14.0071,13.4152,13.4978,5228101.0
2020-09-04,13.7088,13.718,12.9706,13.3602,5284592.0
2020-09-05,13.7088,13.718,12.9706,13.3602,5284592.0
2020-09-06,13.7088,13.718,12.9706,13.3602,5284592.0
2020-09-07,13.7088,13.718,12.9706,13.3602,5284592.0
2020-09-08,13.2225,13.9245,13.0986,13.7639,5786734.0
2020-09-09,13.6354,13.7088,13.1491,13.3785,3873091.0
2020-09-10,13.4978,14.631,13.4978,14.498,9977000.0
2020-09-11,14.6021,15.1449,14.4154,14.8191,10565355.0
2020-09-12,14.6021,15.1449,14.4154,14.8191,10565355.0
2020-09-13,14.6021,15.1449,14.4154,14.8191,10565355.0
2020-09-14,14.9935,16.324,14.8834,16.0762,13348502.0
2020-09-15,16.1405,16.1405,15.333,15.4523,7037137.0
2020-09-16,16.3148,17.0672,16.2506,16.6084,10394270.0
2020-09-17,16.3882,16.5167,15.8514,16.1496,6578604.0
2020-09-18,16.1129,16.2552,15.6266,15.9294,11194182.0
2020-09-19,16.1129,16.2552,15.6266,15.9294,11194182.0
2020-09-20,16.1129,16.2552,15.6266,15.9294,11194182.0
2020-09-21,15.8744,15.8744,15.0669,15.1495,7483610.0
2020-09-22,15.1586,15.3605,14.9017,15.2504,4204284.0
2020-09-23,15.4064,16.1129,15.2137,15.2229,4920540.0
2020-09-24,15.021,15.2963,14.5989,14.9935,5276139.0
2020-09-25,14.7365,15.1219,14.5714,15.0118,4514937.0
2020-09-26,14.7365,15.1219,14.5714,15.0118,4514937.0
2020-09-27,14.7365,15.1219,14.5714,15.0118,4514937.0
2020-09-28,15.3146,15.5532,15.1311,15.2137,5708410.0
2020-09-29,15.1495,15.1586,14.2043,14.2227,5854501.0
2020-09-30,14.2686,14.5989,14.1768,14.342,5256892.0
2020-10-01,14.4154,14.8558,14.3603,14.5897,5045842.0
2020-10-02,13.9749,14.9476,13.9749,14.8191,4410022.0
2020-10-03,13.9749,14.9476,13.9749,14.8191,4410022.0
2020-10-04,13.9749,14.9476,13.9749,14.8191,4410022.0
2020-10-05,15.0393,15.5807,15.0393,15.5716,6300789.0
2020-10-06,15.8835,16.3515,15.4293,15.4431,7422894.0
2020-10-07,15.8468,16.5304,15.8468,16.3974,5206347.0
2020-10-08,16.6727,17.2049,16.5167,17.1315,6438615.0
2020-10-09,17.4067,17.6912,17.0856,17.2691,5254063.0
2020-10-10,17.4067,17.6912,17.0856,17.2691,5254063.0
2020-10-11,17.4067,17.6912,17.0856,17.2691,5254063.0
2020-10-12,17.3425,17.7004,17.2507,17.6178,5047110.0
2020-10-13,17.5077,17.6361,17.1728,17.3609,5277396.0
2020-10-14,17.4343,17.6086,17.2462,17.4343,2954238.0
2020-10-15,17.2875,17.9848,17.0948,17.9298,4130509.0
2020-10-16,17.9298,18.1133,17.7462,17.9206,4462984.0
2020-10-17,17.9298,18.1133,17.7462,17.9206,4462984.0
2020-10-18,17.9298,18.1133,17.7462,17.9206,4462984.0
2020-10-19,17.9848,18.985,17.9389,18.4069,6292786.0
2020-10-20,18.5906,19.118,18.5906,18.7923,5643027.0
2020-10-21,18.7923,19.0309,18.4161,18.7923,6496183.0
2020-10-22,18.9024,20.1045,18.8702,20.0494,6918446.0
2020-10-23,20.3247,20.444,19.4438,19.664,6410561.0
2020-10-24,20.3247,20.444,19.4438,19.664,6410561.0
2020-10-25,20.3247,20.444,19.4438,19.664,6410561.0
2020-10-26,19.4989,19.6365,18.9391,19.5172,6090730.0
2020-10-27,19.5264,20.2421,19.453,19.6548,5594832.0
2020-10-28,19.0401,19.7282,19.0217,19.5539,8333112.0
2020-10-29,21.8662,21.8846,19.8567,20.8569,14134037.0
2020-10-30,20.8477,20.9578,20.1595,20.3981,10682284.0
2020-10-31,20.8477,20.9578,20.1595,20.3981,10682284.0
2020-11-01,20.8477,20.9578,20.1595,20.3981,10682284.0
2020-11-02,20.7101,22.1874,20.6183,21.6827,8939421.0
2020-11-03,21.8662,22.1461,21.435,22.0773,6528974.0
2020-11-04,21.7837,22.4443,21.3432,21.8754,5372738.0
2020-11-05,22.481,23.0958,22.4351,22.6737,6048026.0
2020-11-06,22.4902,22.8664,22.1323,22.3159,4304887.0
2020-11-07,22.4902,22.8664,22.1323,22.3159,4304887.0
2020-11-08,22.4902,22.8664,22.1323,22.3159,4304887.0
2020-11-09,24.4539,25.6834,22.6829,22.8756,7691573.0
2020-11-10,22.9811,23.8849,22.7747,23.8574,5772256.0
2020-11-11,24.7291,24.7291,23.2426,23.2518,4768035.0
2020-11-12,23.0041,23.6693,22.8297,23.1968,4883606.0
2020-11-13,23.6188,24.2979,23.5776,24.1694,3189799.0
2020-11-14,23.6188,24.2979,23.5776,24.1694,3189799.0
2020-11-15,23.6188,24.2979,23.5776,24.1694,3189799.0
2020-11-16,25.2705,25.3347,24.6465,25.0411,6107823.0
2020-11-17,24.7658,26.1147,24.5731,26.1147,4414616.0
2020-11-18,26.1606,26.4175,25.6559,25.6743,3705895.0
2020-11-19,25.4632,26.1147,25.3439,26.0596,3454379.0
2020-11-20,25.9587,26.39,25.8945,26.1147,3861361.0
2020-11-21,25.9587,26.39,25.8945,26.1147,3861361.0
2020-11-22,25.9587,26.39,25.8945,26.1147,3861361.0
2020-11-23,26.7111,26.8855,26.078,26.4909,4854431.0
2020-11-24,27.3351,27.8489,26.8888,27.6379,5439054.0
2020-11-25,27.1332,27.3076,26.702,27.2433,3686332.0
2020-11-26,27.1332,27.3076,26.702,27.2433,3686332.0
2020-11-27,27.0598,27.1608,26.4359,26.6102,5924951.0
2020-11-28,27.0598,27.1608,26.4359,26.6102,5924951.0
2020-11-29,27.0598,27.1608,26.4359,26.6102,5924951.0
2020-11-30,26.289,26.3808,25.4816,25.9862,6127027.0
2020-12-01,26.4634,26.5735,25.7844,26.0229,4641813.0
2020-12-02,25.5641,26.3074,25.5066,26.133,4832318.0
2020-12-03,26.3349,27.2984,26.3166,26.8579,4627550.0
2020-12-04,26.9497,27.1791,26.5093,26.9314,4775212.0
2020-12-05,26.9497,27.1791,26.5093,26.9314,4775212.0
2020-12-06,26.9497,27.1791,26.5093,26.9314,4775212.0
2020-12-07,26.6377,27.2984,26.4313,27.2892,3760306.0
2020-12-08,26.6469,27.2984,26.5276,27.069,4265283.0
2020-12-09,27.2342,27.748,26.7708,27.1883,4186465.0
2020-12-10,26.9038,27.4269,26.6469,27.1791,2652189.0
2020-12-11,27.1332,27.6104,26.7524,26.913,2949598.0
2020-12-12,27.1332,27.6104,26.7524,26.913,2949598.0
2020-12-13,27.1332,27.6104,26.7524,26.913,2949598.0
2020-12-14,27.2709,27.5278,26.5781,26.6377,4336407.0
2020-12-15,27.3167,27.3902,26.7387,27.2709,3119220.0
2020-12-16,27.5094,28.3995,26.9438,27.225,4444734.0
2020-12-17,27.436,27.592,26.9314,27.3718,2989992.0
2020-12-18,27.1608,27.2663,26.3074,26.4817,6732155.0
2020-12-19,27.1608,27.2663,26.3074,26.4817,6732155.0
2020-12-20,27.1608,27.2663,26.3074,26.4817,6732155.0
2020-12-21,25.6651,27.1699,25.3806,26.9497,4561675.0
2020-12-22,27.5553,27.9407,27.1011,27.6838,5135435.0
2020-12-23,27.9407,28.115,27.4544,28.0049,4800361.0
2020-12-24,28.4546,28.6091,27.8673,28.3077,1945346.0
2020-12-25,28.4546,28.6091,27.8673,28.3077,1945346.0
2020-12-26,28.4546,28.6091,27.8673,28.3077,1945346.0
2020-12-27,28.4546,28.6091,27.8673,28.3077,1945346.0
2020-12-28,28.4546,29.0418,28.271,28.3169,4318078.0
2020-12-29,28.2619,28.5371,27.3443,27.6287,3449440.0
2020-12-30,28.0967,28.9944,27.924,28.8583,2673050.0
2020-12-31,28.6289,28.9088,28.3536,28.5188,2633338.0
2021-01-01,28.6289,28.9088,28.3536,28.5188,2633338.0
2021-01-02,28.6289,28.9088,28.3536,28.5188,2633338.0
2021-01-03,28.6289,28.9088,28.3536,28.5188,2633338.0
2021-01-04,29.3997,30.3999,29.0143,30.0145,10472717.0
2021-01-05,29.7208,30.2439,29.5924,29.8401,4557621.0
2021-01-06,30.2072,32.1708,30.1888,31.4918,6619162.0
2021-01-07,32.0332,32.4461,31.3817,31.9965,4926583.0
2021-01-08,32.1066,32.3176,31.2119,31.4092,4079753.0
2021-01-09,32.1066,32.3176,31.2119,31.4092,4079753.0
2021-01-10,32.1066,32.3176,31.2119,31.4092,4079753.0
2021-01-11,30.8311,31.8313,30.3173,31.712,3983699.0
2021-01-12,31.7395,32.5287,31.6478,32.4277,2806983.0
2021-01-13,32.2534,32.2626,31.0697,31.2257,6364634.0
2021-01-14,31.7579,32.1158,31.1064,31.2532,3942299.0
2021-01-15,31.1339,31.4413,30.4274,30.8495,4218384.0
2021-01-16,31.1339,31.4413,30.4274,30.8495,4218384.0
2021-01-17,31.1339,31.4413,30.4274,30.8495,4218384.0
2021-01-18,31.1339,31.4413,30.4274,30.8495,4218384.0
2021-01-19,30.9229,31.501,30.5558,30.5926,3930125.0
2021-01-20,30.6384,31.1248,30.5237,30.9137,3325478.0
2021-01-21,31.1706,31.4951,30.8128,30.9688,2312689.0
2021-01-22,30.8678,31.5101,30.5742,31.501,3713659.0
2021-01-23,30.8678,31.5101,30.5742,31.501,3713659.0
2021-01-24,30.8678,31.5101,30.5742,31.501,3713659.0
2021-01-25,31.2349,31.9689,30.565,30.9871,3495017.0
2021-01-26,31.4276,31.4551,30.0512,30.0879,3378746.0
2021-01-27,29.3079,29.3263,27.748,28.0875,6423273.0
2021-01-28,28.3169,29.9135,28.3169,29.7025,4571030.0
2021-01-29,29.3905,29.6445,28.7574,29.0143,3781232.0
2021-01-30,29.3905,29.6445,28.7574,29.0143,3781232.0
2021-01-31,29.3905,29.6445,28.7574,29.0143,3781232.0
2021-02-01,29.5465,29.7942,28.583,29.2253,4172989.0
2021-02-02,29.5924,30.9412,29.5511,30.6935,6155273.0
2021-02-03,31.2899,32.2121,31.2257,31.7487,7944339.0
2021-02-04,33.2169,33.5564,31.4643,33.1985,10519740.0
2021-02-05,33.7124,34.6483,33.5977,34.4556,6321874.0
2021-02-06,33.7124,34.6483,33.5977,34.4556,6321874.0
2021-02-07,33.7124,34.6483,33.5977,34.4556,6321874.0
2021-02-08,34.5015,35.5246,34.4129,35.1897,5065147.0
2021-02-09,35.4099,35.6485,35.0888,35.1897,5020269.0
2021-02-10,35.5292,36.1715,35.0337,35.9329,5725584.0
2021-02-11,35.8045,36.8689,35.3916,35.8962,5274124.0
2021-02-12,35.5476,35.7494,34.9054,35.153,3559409.0
2021-02-13,35.5476,35.7494,34.9054,35.153,3559409.0
2021-02-14,35.5476,35.7494,34.9054,35.153,3559409.0
2021-02-15,35.5476,35.7494,34.9054,35.153,3559409.0
2021-02-16,35.3549,36.0385,35.1622,35.8412,4253242.0
2021-02-17,35.6944,35.7861,34.63,35.465,3283181.0
2021-02-18,35.1805,35.3182,34.5749,34.8594,3400072.0
2021-02-19,35.3273,36.3229,35.2264,36.2082,4055013.0
2021-02-20,35.3273,36.3229,35.2264,36.2082,4055013.0
2021-02-21,35.3273,36.3229,35.2264,36.2082,4055013.0
2021-02-22,36.6395,38.0618,36.456,37.5754,6330622.0
2021-02-23,37.1258,37.4837,35.6668,37.291,3838991.0
2021-02-24,37.3919,38.3737,36.8964,38.2545,4321784.0
2021-02-25,38.0434,39.3831,38.0342,38.9151,6385167.0
2021-02-26,38.9977,39.3831,37.8324,38.6674,4458456.0
2021-02-27,38.9977,39.3831,37.8324,38.6674,4458456.0
2021-02-28,38.9977,39.3831,37.8324,38.6674,4458456.0
2021-03-01,39.585,39.6859,38.0067,38.0801,5879023.0
2021-03-02,38.0801,38.9702,37.7039,38.8325,3704499.0
2021-03-03,38.7958,39.3097,38.126,38.1443,3344708.0
2021-03-04,37.6213,38.1168,36.2633,37.4103,3017610.0
2021-03-05,38.0801,38.5894,36.8781,38.4563,3550934.0
2021-03-06,38.0801,38.5894,36.8781,38.4563,3550934.0
2021-03-07,38.0801,38.5894,36.8781,38.4563,3550934.0
2021-03-08,38.8325,40.8329,38.5573,40.3282,5453179.0
2021-03-09,40.2823,40.4383,39.3831,39.7868,5298491.0
2021-03-10,40.0071,40.6035,38.8692,39.429,4111979.0
2021-03-11,39.5391,40.4842,39.3189,40.4383,3585700.0
2021-03-12,40.1814,41.2917,40.1814,40.9338,4213602.0
2021-03-13,40.1814,41.2917,40.1814,40.9338,4213602.0
2021-03-14,40.1814,41.2917,40.1814,40.9338,4213602.0
2021-03-15,40.7595,42.5947,40.7136,42.5121,4538968.0
2021-03-16,42.2827,42.2827,40.6494,41.1173,3391709.0
2021-03-17,41.6037,41.7597,40.1997,41.3743,3044710.0
2021-03-18,41.4293,42.558,41.3604,41.622,2874155.0
2021-03-19,40.9797,41.8652,40.5026,41.0072,5210235.0
2021-03-20,40.9797,41.8652,40.5026,41.0072,5210235.0
2021-03-21,40.9797,41.8652,40.5026,41.0072,5210235.0
2021-03-22,41.2366,41.2825,39.5941,40.0621,3803281.0
2021-03-23,39.4565,39.8327,37.5112,37.7039,6132310.0
2021-03-24,38.0526,39.1262,37.2543,37.291,3669778.0
2021-03-25,36.3092,38.5389,36.3092,38.3737,3523500.0
2021-03-26,38.9793,39.3372,37.1506,38.3554,2989581.0
2021-03-27,38.9793,39.3372,37.1506,38.3554,2989581.0
2021-03-28,38.9793,39.3372,37.1506,38.3554,2989581.0
2021-03-29,38.0801,38.415,35.6393,36.2357,5429381.0
2021-03-30,36.2449,37.7039,35.9146,37.5754,4463708.0
2021-03-31,37.4928,38.0618,37.0865,37.814,3202853.0
2021-04-01,38.1994,38.438,37.1258,37.6488,4292517.0
2021-04-02,38.1994,38.438,37.1258,37.6488,4292517.0
2021-04-03,38.1994,38.438,37.1258,37.6488,4292517.0
2021-04-04,38.1994,38.438,37.1258,37.6488,4292517.0
2021-04-05,38.1994,39.2867,37.5387,39.172,4075923.0
2021-04-06,39.1996,40.1447,38.9793,39.328,4342754.0
2021-04-07,39.6859,40.3099,39.2087,39.5391,2468417.0
2021-04-08,39.5391,40.0162,38.7775,39.796,2678431.0
2021-04-09,40.1906,41.3926,39.9704,41.2275,3206868.0
2021-04-10,40.1906,41.3926,39.9704,41.2275,3206868.0
2021-04-11,40.1906,41.3926,39.9704,41.2275,3206868.0
2021-04-12,40.9889,41.9569,40.9063,41.7688,2866056.0
2021-04-13,41.6312,41.7046,40.1071,41.3467,3273220.0
2021-04-14,41.567,42.3371,41.5211,41.6771,2924270.0
2021-04-15,42.3561,43.1911,41.6404,42.4387,2942560.0
2021-04-16,42.7415,43.0259,42.246,42.7231,2874231.0
2021-04-17,42.7415,43.0259,42.246,42.7231,2874231.0
2021-04-18,42.7415,43.0259,42.246,42.7231,2874231.0
2021-04-19,42.3561,42.3561,41.2733,41.5027,2518417.0
2021-04-20,41.1357,41.31,39.4473,39.9336,2899643.0
2021-04-21,39.7042,41.2733,39.484,41.2275,3677717.0
2021-04-22,41.466,42.2001,40.9889,41.4385,1977112.0
2021-04-23,41.8606,42.7025,41.5119,42.5396,2284199.0
2021-04-24,41.8606,42.7025,41.5119,42.5396,2284199.0
2021-04-25,41.8606,42.7025,41.5119,42.5396,2284199.0
2021-04-26,42.5855,43.237,41.89,42.1909,2610552.0
2021-04-27,42.4295,43.7417,42.4203,43.4664,2653264.0
2021-04-28,43.1727,44.1729,42.9066,43.5857,1966435.0
2021-04-29,43.8151,44.595,43.5123,43.9619,3383189.0
2021-04-30,43.604,44.2647,43.4389,43.9068,4430173.0
2021-05-01,43.604,44.2647,43.4389,43.9068,4430173.0
