,UTL US Equity,UTL US Equity,UTL US Equity,UTL US Equity,UTL US Equity
2021-03-15,44.5295,45.1398,43.7642,44.6297,61405.0
2021-03-16,44.2744,45.0305,44.1377,44.8119,43575.0
2021-03-17,44.8119,45.0123,43.5729,44.0375,45006.0
2021-03-18,43.9829,44.2015,43.1721,43.6913,51105.0
2021-03-19,43.7278,43.8716,42.8806,43.6094,187237.0
2021-03-20,43.7278,43.8716,42.8806,43.6094,187237.0
2021-03-21,43.7278,43.8716,42.8806,43.6094,187237.0
2021-03-22,43.3178,43.4818,41.7236,42.3795,32330.0
2021-03-23,41.9878,43.0218,41.8329,42.2884,51170.0
2021-03-24,42.3522,43.5456,42.1882,42.2155,38793.0
2021-03-25,42.0333,42.5526,41.5596,42.2064,36306.0
2021-03-26,42.5526,42.5526,41.3956,41.6598,110968.0
2021-03-27,42.5526,42.5526,41.3956,41.6598,110968.0
2021-03-28,42.5526,42.5526,41.3956,41.6598,110968.0
2021-03-29,41.6325,42.8772,41.5778,42.2702,43162.0
2021-03-30,42.0698,42.0698,40.931,41.4776,67457.0
2021-03-31,41.5687,42.3431,41.3319,41.6234,127613.0
2021-04-01,41.3683,42.4433,41.1041,42.3431,49822.0
2021-04-02,41.3683,42.4433,41.1041,42.3431,49822.0
2021-04-03,41.3683,42.4433,41.1041,42.3431,49822.0
2021-04-04,41.3683,42.4433,41.1041,42.3431,49822.0
2021-04-05,42.4797,43.6942,42.3704,43.3452,46476.0
2021-04-06,43.6822,43.9373,43.3907,43.6458,28938.0
2021-04-07,43.6731,44.0284,43.0719,43.5729,41060.0
2021-04-08,43.5274,44.3928,43.0901,44.3655,33452.0
2021-04-09,44.3017,44.3473,43.5183,43.9464,33626.0
2021-04-10,44.3017,44.3473,43.5183,43.9464,33626.0
2021-04-11,44.3017,44.3473,43.5183,43.9464,33626.0
2021-04-12,44.0375,44.6388,43.8098,44.4657,22647.0
2021-04-13,44.2562,44.8028,43.91,44.3473,42442.0
2021-04-14,44.329,44.9941,44.2152,44.9941,23904.0
2021-04-15,44.9759,45.2674,44.6388,45.0123,36315.0
2021-04-16,45.5225,45.814,44.9121,45.7957,34675.0
2021-04-17,45.5225,45.814,44.9121,45.7957,34675.0
2021-04-18,45.5225,45.814,44.9121,45.7957,34675.0
2021-04-19,45.7593,45.7593,45.2218,45.6773,34124.0
2021-04-20,45.4769,46.0326,45.0305,45.5498,41511.0
2021-04-21,45.6773,46.6065,45.6773,46.1237,43638.0
2021-04-22,46.0235,46.3059,45.3858,45.5498,43599.0
2021-04-23,45.7593,46.1875,45.3403,45.9142,38348.0
2021-04-24,45.7593,46.1875,45.3403,45.9142,38348.0
2021-04-25,45.7593,46.1875,45.3403,45.9142,38348.0
2021-04-26,45.7957,46.2877,45.2856,45.6955,37565.0
2021-04-27,45.4587,45.5862,45.0487,45.5042,58671.0
2021-04-28,50.7425,52.7649,50.3462,52.446,1212111.0
2021-04-29,52.027,53.1019,51.5806,52.7102,476963.0
2021-04-30,52.5918,53.4663,51.9723,52.5007,3033440.0
2021-05-01,52.5918,53.4663,51.9723,52.5007,3033440.0
2021-05-02,52.5918,53.4663,51.9723,52.5007,3033440.0
2021-05-03,52.2456,53.6941,52.1181,52.4642,435877.0
2021-05-04,54.0403,54.0403,51.0977,51.2982,170654.0
2021-05-05,51.2344,51.2344,49.8028,50.3598,184944.0
2021-05-06,48.5196,51.1069,48.5196,51.1069,170172.0
2021-05-07,51.0431,52.1272,51.0431,51.5168,55867.0
2021-05-08,51.0431,52.1272,51.0431,51.5168,55867.0
2021-05-09,51.0431,52.1272,51.0431,51.5168,55867.0
2021-05-10,51.4713,52.2547,51.3619,51.6443,81373.0
2021-05-11,51.1342,51.1342,49.6948,50.2596,61022.0
2021-05-12,49.9681,50.4418,48.547,48.9387,74542.0
2021-05-13,48.7644,50.9801,48.7644,50.792,116783.0
2021-05-14,50.8195,51.1587,49.847,51.104,98584.0
2021-05-15,50.8195,51.1587,49.847,51.104,98584.0
2021-05-16,50.8195,51.1587,49.847,51.104,98584.0
2021-05-17,50.7828,51.3746,49.7854,50.7186,129185.0
2021-05-18,50.5259,51.4526,50.3058,50.9939,103676.0
2021-05-19,50.7461,51.4434,50.2691,51.0397,118354.0
2021-05-20,50.8654,51.7279,50.2507,50.5535,73475.0
2021-05-21,50.8104,51.003,50.0213,50.948,329859.0
2021-05-22,50.8104,51.003,50.0213,50.948,329859.0
2021-05-23,50.8104,51.003,50.0213,50.948,329859.0
2021-05-24,50.9847,51.1269,50.4617,50.636,74010.0
2021-05-25,50.6727,50.7278,49.7002,50.6085,96501.0
2021-05-26,50.6269,51.3609,50.2599,50.9663,110075.0
2021-05-27,51.1498,51.6545,50.5672,51.2416,202729.0
2021-05-28,51.4801,51.5719,50.1681,50.3241,85000.0
2021-05-29,51.4801,51.5719,50.1681,50.3241,85000.0
2021-05-30,51.4801,51.5719,50.1681,50.3241,85000.0
2021-05-31,51.4801,51.5719,50.1681,50.3241,85000.0
2021-06-01,50.1957,51.6453,49.9112,51.1131,99488.0
2021-06-02,51.3058,51.8517,51.003,51.0397,110825.0
2021-06-03,50.9847,51.8471,50.2782,51.8104,78685.0
2021-06-04,51.9756,52.2508,51.5535,51.7554,46452.0
2021-06-05,51.9756,52.2508,51.5535,51.7554,46452.0
2021-06-06,51.9756,52.2508,51.5535,51.7554,46452.0
2021-06-07,51.9205,52.1682,51.3792,51.4343,111683.0
2021-06-08,51.6178,51.7095,50.4159,51.6269,130041.0
2021-06-09,51.6086,52.4618,51.5535,52.4435,75178.0
2021-06-10,52.5169,52.6178,51.9481,52.0582,87475.0
2021-06-11,51.9389,52.5352,51.7921,52.0582,120977.0
2021-06-12,51.9389,52.5352,51.7921,52.0582,120977.0
2021-06-13,51.9389,52.5352,51.7921,52.0582,120977.0
2021-06-14,52.1132,52.1315,50.7759,51.9939,119535.0
2021-06-15,51.8471,53.2049,51.5811,52.5352,81778.0
2021-06-16,52.6912,52.9756,51.3058,51.7187,85466.0
2021-06-17,51.7829,52.4435,51.3609,51.737,103102.0
2021-06-18,51.3976,51.5251,49.4708,49.4708,124160.0
2021-06-19,51.3976,51.5251,49.4708,49.4708,124160.0
2021-06-20,51.3976,51.5251,49.4708,49.4708,124160.0
2021-06-21,49.4341,50.6773,49.4341,49.9846,58573.0
2021-06-22,49.9388,50.37,49.5167,49.8011,42341.0
2021-06-23,49.6176,49.7369,48.9662,49.2323,54134.0
2021-06-24,50.425,50.425,48.9295,49.8195,32319.0
2021-06-25,49.7644,50.5443,48.6452,49.9938,128498.0
2021-06-26,49.7644,50.5443,48.6452,49.9938,128498.0
2021-06-27,49.7644,50.5443,48.6452,49.9938,128498.0
2021-06-28,49.9204,50.2874,49.5167,49.9112,61551.0
2021-06-29,49.847,49.847,48.8286,49.0304,35961.0
2021-06-30,49.0671,49.8837,48.5992,48.5992,72155.0
2021-07-01,49.058,49.6819,48.9112,49.0855,51985.0
2021-07-02,49.1956,49.4892,48.2598,48.9479,36330.0
2021-07-03,49.1956,49.4892,48.2598,48.9479,36330.0
2021-07-04,49.1956,49.4892,48.2598,48.9479,36330.0
2021-07-05,49.1956,49.4892,48.2598,48.9479,36330.0
2021-07-06,48.8194,49.722,48.3607,49.113,73008.0
2021-07-07,48.9295,49.2782,48.2506,48.5901,43911.0
2021-07-08,48.2873,49.0396,47.746,48.324,38720.0
2021-07-09,48.6268,48.8699,48.1955,48.7093,32603.0
2021-07-10,48.6268,48.8699,48.1955,48.7093,32603.0
2021-07-11,48.6268,48.8699,48.1955,48.7093,32603.0
2021-07-12,48.6176,48.9937,48.5075,48.7644,22480.0
2021-07-13,48.4708,48.5717,48.012,48.113,34405.0
2021-07-14,47.9478,48.746,47.8469,48.6084,43533.0
2021-07-15,48.7185,49.2415,48.0946,48.8745,34244.0
2021-07-16,49.0855,49.9663,48.4341,48.6543,71157.0
2021-07-17,49.0855,49.9663,48.4341,48.6543,71157.0
2021-07-18,49.0855,49.9663,48.4341,48.6543,71157.0
2021-07-19,48.4066,48.4066,46.8101,47.3973,48039.0
2021-07-20,47.59,48.3423,47.4982,47.8194,46898.0
2021-07-21,48.113,48.7827,48.0396,48.1405,43758.0
2021-07-22,48.0946,48.113,47.2872,47.5808,32969.0
2021-07-23,47.4615,48.3515,47.3514,48.0671,18580.0
2021-07-24,47.4615,48.3515,47.3514,48.0671,18580.0
2021-07-25,47.4615,48.3515,47.3514,48.0671,18580.0
2021-07-26,48.2689,48.6772,48.0946,48.3607,32563.0
2021-07-27,48.1313,48.9295,47.9386,48.7369,48707.0
2021-07-28,48.5717,49.7369,48.2873,48.9112,37466.0
2021-07-29,49.1772,49.1772,48.379,48.7002,45707.0
2021-07-30,48.8653,48.9203,48.1313,48.5534,44992.0
2021-07-31,48.8653,48.9203,48.1313,48.5534,44992.0
2021-08-01,48.8653,48.9203,48.1313,48.5534,44992.0
2021-08-02,48.3056,48.9112,48.2322,48.2873,51668.0
2021-08-03,49.2231,49.5901,48.6543,49.5901,92655.0
2021-08-04,45.4339,46.3147,45.3238,46.067,507710.0
2021-08-05,46.333,46.333,45.3238,46.1495,184310.0
2021-08-06,46.0394,46.2688,45.3513,46.1954,163147.0
2021-08-07,46.0394,46.2688,45.3513,46.1954,163147.0
2021-08-08,46.0394,46.2688,45.3513,46.1954,163147.0
2021-08-09,46.0945,46.7184,45.7367,46.5165,116782.0
2021-08-10,46.3055,46.6542,45.966,46.1037,72199.0
2021-08-11,46.1037,46.3422,45.8376,46.1037,84609.0
2021-08-12,46.2146,46.2146,45.3826,45.9188,72500.0
2021-08-13,45.8864,45.9511,45.5582,45.7524,85650.0
2021-08-14,45.8864,45.9511,45.5582,45.7524,85650.0
2021-08-15,45.8864,45.9511,45.5582,45.7524,85650.0
2021-08-16,45.7246,45.9095,45.4658,45.8356,129721.0
2021-08-17,45.5212,46.8431,45.3229,46.3902,56696.0
2021-08-18,46.1591,46.455,45.6553,45.8263,53619.0
2021-08-19,45.512,46.2238,45.4658,45.8725,58393.0
2021-08-20,45.7616,46.4827,45.7616,46.2331,126115.0
2021-08-21,45.7616,46.4827,45.7616,46.2331,126115.0
2021-08-22,45.7616,46.4827,45.7616,46.2331,126115.0
2021-08-23,46.4642,46.4642,45.9188,46.2423,61716.0
2021-08-24,46.2054,46.5104,45.8078,46.0297,54972.0
2021-08-25,46.1499,46.3362,45.5767,45.8078,70597.0
2021-08-26,45.7616,45.9511,44.8001,44.9388,39508.0
2021-08-27,45.1792,45.6692,45.0405,45.6229,88652.0
2021-08-28,45.1792,45.6692,45.0405,45.6229,88652.0
2021-08-29,45.1792,45.6692,45.0405,45.6229,88652.0
2021-08-30,45.7061,46.0805,45.475,45.5582,38119.0
2021-08-31,45.5212,46.0389,45.3457,45.854,38690.0
2021-09-01,45.9095,46.4134,45.891,46.2238,64935.0
2021-09-02,46.2238,46.5567,46.0759,46.2238,57861.0
2021-09-03,46.2054,46.344,45.9095,45.9373,36929.0
2021-09-04,46.2054,46.344,45.9095,45.9373,36929.0
2021-09-05,46.2054,46.344,45.9095,45.9373,36929.0
2021-09-06,46.2054,46.344,45.9095,45.9373,36929.0
2021-09-07,45.9188,46.3718,45.5305,45.7431,56071.0
2021-09-08,45.7616,46.3015,45.7616,46.1499,52329.0
2021-09-09,46.1129,46.3265,45.7708,45.7801,43175.0
2021-09-10,45.9835,45.9835,44.4673,44.6522,54351.0
2021-09-11,45.9835,45.9835,44.4673,44.6522,54351.0
2021-09-12,45.9835,45.9835,44.4673,44.6522,54351.0
2021-09-13,44.6892,44.7077,43.7278,44.0236,49916.0
2021-09-14,44.2824,44.3102,42.9882,43.21,64294.0
2021-09-15,43.1546,44.4119,43.1494,44.1623,56969.0
2021-09-16,44.153,44.1761,43.4227,43.5521,40798.0
2021-09-17,43.7462,43.9681,42.794,42.868,283256.0
2021-09-18,43.7462,43.9681,42.794,42.868,283256.0
2021-09-19,43.7462,43.9681,42.794,42.868,283256.0
2021-09-20,42.3688,42.9993,42.1931,42.6091,70360.0
2021-09-21,42.9882,43.6538,41.7956,41.888,36395.0
2021-09-22,42.2393,45.0128,41.9851,42.2301,94794.0
2021-09-23,42.4242,42.6268,41.9065,41.9805,39519.0
2021-09-24,41.925,42.341,41.6015,41.6199,36379.0
2021-09-25,41.925,42.341,41.6015,41.6199,36379.0
2021-09-26,41.925,42.341,41.6015,41.6199,36379.0
2021-09-27,41.6015,42.4797,41.1947,41.2594,90125.0
2021-09-28,41.2132,41.4535,40.2009,40.2702,47522.0
2021-09-29,40.5568,41.1115,40.2147,40.4089,40810.0
2021-09-30,40.5291,40.5291,39.5306,39.5491,48337.0
2021-10-01,39.7987,40.6955,39.2903,40.0761,80913.0
2021-10-02,39.7987,40.6955,39.2903,40.0761,80913.0
2021-10-03,39.7987,40.6955,39.2903,40.0761,80913.0
2021-10-04,40.0391,41.0837,40.0391,40.9451,34477.0
2021-10-05,40.9728,41.4258,40.603,41.3241,48264.0
2021-10-06,40.8619,41.3611,40.3257,41.3149,34174.0
2021-10-07,41.3611,41.7586,40.64,40.7509,55257.0
2021-10-08,40.677,40.677,40.0206,40.1223,23602.0
2021-10-09,40.677,40.677,40.0206,40.1223,23602.0
2021-10-10,40.677,40.677,40.0206,40.1223,23602.0
2021-10-11,40.2563,40.2563,39.3365,39.7895,55075.0
2021-10-12,39.7802,40.2517,39.7017,39.8634,39858.0
2021-10-13,39.7248,39.7248,39.3365,39.3827,67584.0
2021-10-14,39.4844,40.4643,39.3727,40.1778,102888.0
2021-10-15,40.8157,41.5645,40.5383,40.603,62167.0
2021-10-16,40.8157,41.5645,40.5383,40.603,62167.0
2021-10-17,40.8157,41.5645,40.5383,40.603,62167.0
2021-10-18,40.4643,41.1207,39.8634,40.0483,54842.0
2021-10-19,39.97,40.3627,39.5214,39.6601,61761.0
2021-10-20,39.7617,40.3349,39.5861,39.8357,49399.0
2021-10-21,39.8819,39.8819,39.3365,39.5584,38138.0
2021-10-22,39.4197,39.8155,39.1054,39.281,61285.0
2021-10-23,39.4197,39.8155,39.1054,39.281,61285.0
2021-10-24,39.4197,39.8155,39.1054,39.281,61285.0
2021-10-25,39.4104,39.7114,38.8188,38.8558,55525.0
2021-10-26,39.0314,39.3827,38.6801,38.7263,77231.0
2021-10-27,38.7356,38.828,38.2271,38.5784,43882.0
2021-10-28,38.4397,39.08,38.4397,38.7078,46245.0
2021-10-29,38.791,38.9436,38.2548,38.5969,45067.0
2021-10-30,38.791,38.9436,38.2548,38.5969,45067.0
2021-10-31,38.791,38.9436,38.2548,38.5969,45067.0
2021-11-01,38.449,39.5676,38.4028,39.2256,49037.0
2021-11-02,39.4474,39.6508,37.7741,38.8465,56356.0
2021-11-03,38.828,39.7433,38.7633,39.4104,129686.0
2021-11-04,39.4567,39.7571,38.6986,39.5676,78136.0
2021-11-05,39.5769,40.7509,39.5769,40.0853,53912.0
2021-11-06,39.5769,40.7509,39.5769,40.0853,53912.0
2021-11-07,39.5769,40.7509,39.5769,40.0853,53912.0
2021-11-08,40.2147,40.259,39.5029,39.6231,39852.0
2021-11-09,39.5953,40.2147,39.3457,39.9651,58848.0
2021-11-10,39.808,40.4055,39.808,40.2147,39952.0
2021-11-11,40.3719,40.3719,39.8172,40.0853,27352.0
2021-11-12,40.2439,40.2439,39.1527,39.2553,61290.0
2021-11-13,40.2439,40.2439,39.1527,39.2553,61290.0
2021-11-14,40.2439,40.2439,39.1527,39.2553,61290.0
2021-11-15,39.3485,39.5257,38.761,39.4978,59798.0
2021-11-16,39.591,39.6143,38.5791,38.7423,66103.0
2021-11-17,38.4998,38.8869,38.1361,38.7237,74281.0
2021-11-18,38.677,39.0874,38.0615,38.5185,43137.0
2021-11-19,38.3506,38.677,38.2853,38.4812,79065.0
2021-11-20,38.3506,38.677,38.2853,38.4812,79065.0
2021-11-21,38.3506,38.677,38.2853,38.4812,79065.0
2021-11-22,38.3226,39.8149,38.1641,39.3392,112007.0
2021-11-23,39.4231,39.7402,39.1247,39.6097,75495.0
2021-11-24,39.5724,40.02,39.4045,39.9268,70836.0
2021-11-25,39.5724,40.02,39.4045,39.9268,70836.0
2021-11-26,39.3299,39.3299,37.8003,38.705,51788.0
2021-11-27,39.3299,39.3299,37.8003,38.705,51788.0
2021-11-28,39.3299,39.3299,37.8003,38.705,51788.0
2021-11-29,38.9009,39.3485,38.0055,39.3485,105740.0
2021-11-30,39.1154,39.4325,38.4812,38.649,83666.0
2021-12-01,38.9848,39.3858,38.0521,38.1454,54326.0
2021-12-02,38.0615,39.0594,38.0615,38.8356,56482.0
2021-12-03,38.8822,39.7123,38.4905,39.1247,137384.0
2021-12-04,38.8822,39.7123,38.4905,39.1247,137384.0
2021-12-05,38.8822,39.7123,38.4905,39.1247,137384.0
2021-12-06,39.6656,41.7688,39.6656,41.4283,108511.0
2021-12-07,41.5776,42.0998,41.2185,41.2884,62605.0
2021-12-08,41.2344,41.3724,40.7662,41.2138,26379.0
2021-12-09,41.0553,41.4377,40.7848,41.0926,33135.0
2021-12-10,41.5029,41.5029,40.9061,41.391,25051.0
2021-12-11,41.5029,41.5029,40.9061,41.391,25051.0
2021-12-12,41.5029,41.5029,40.9061,41.391,25051.0
2021-12-13,41.1392,41.4283,40.7848,41.1952,43245.0
2021-12-14,41.4377,41.7827,41.1858,41.6242,67772.0
2021-12-15,41.4563,42.6501,41.2978,42.4543,81181.0
2021-12-16,42.5942,43.3384,42.2491,42.4822,52809.0
2021-12-17,42.3517,43.0045,41.7908,42.2397,227265.0
2021-12-18,42.3517,43.0045,41.7908,42.2397,227265.0
2021-12-19,42.3517,43.0045,41.7908,42.2397,227265.0
2021-12-20,41.6988,42.2211,41.3072,42.0532,40130.0
2021-12-21,42.4169,42.7527,41.5962,41.7361,31142.0
2021-12-22,41.6335,42.2397,41.5029,42.2211,30202.0
2021-12-23,42.305,42.333,41.8667,42.0159,19437.0
2021-12-24,42.305,42.333,41.8667,42.0159,19437.0
2021-12-25,42.305,42.333,41.8667,42.0159,19437.0
2021-12-26,42.305,42.333,41.8667,42.0159,19437.0
2021-12-27,42.0252,42.361,41.447,42.3517,26584.0
2021-12-28,42.2397,42.5942,42.1651,42.361,19010.0
2021-12-29,42.5942,43.2377,42.1465,43.2284,27276.0
2021-12-30,43.1164,43.8159,42.9299,43.3403,37913.0
2021-12-31,43.247,43.5921,42.5662,42.8926,42055.0
2022-01-01,43.247,43.5921,42.5662,42.8926,42055.0
2022-01-02,43.247,43.5921,42.5662,42.8926,42055.0
2022-01-03,42.9579,43.0791,42.0346,42.5848,33755.0
2022-01-04,42.5289,43.5641,42.5289,42.9952,36906.0
2022-01-05,43.2377,43.7505,42.8739,43.0325,33896.0
2022-01-06,43.247,43.4242,42.3703,43.3309,35250.0
2022-01-07,43.0511,43.9278,43.0511,43.8905,28737.0
2022-01-08,43.0511,43.9278,43.0511,43.8905,28737.0
2022-01-09,43.0511,43.9278,43.0511,43.8905,28737.0
2022-01-10,43.9184,44.2263,43.233,43.4335,39606.0
2022-01-11,44.1284,44.1284,42.1278,42.4916,49028.0
2022-01-12,42.4543,42.4543,41.5589,41.7921,37002.0
2022-01-13,42.0905,43.3309,41.7734,43.2377,45610.0
2022-01-14,42.8739,43.4429,42.4636,43.4242,30508.0
2022-01-15,42.8739,43.4429,42.4636,43.4242,30508.0
2022-01-16,42.8739,43.4429,42.4636,43.4242,30508.0
2022-01-17,42.8739,43.4429,42.4636,43.4242,30508.0
2022-01-18,43.3123,43.3123,42.0905,42.5195,44612.0
2022-01-19,42.6035,42.6594,41.876,42.2864,24224.0
2022-01-20,42.277,42.4776,41.4936,41.6335,33728.0
2022-01-21,41.447,42.4822,41.0553,42.0812,52237.0
2022-01-22,41.447,42.4822,41.0553,42.0812,52237.0
2022-01-23,41.447,42.4822,41.0553,42.0812,52237.0
2022-01-24,41.7641,42.6128,41.2117,41.9973,70657.0
2022-01-25,41.9786,42.7527,41.2418,42.4076,47054.0
2022-01-26,42.762,43.2657,42.1372,42.4822,77833.0
2022-01-27,42.9392,43.4335,42.0532,43.1537,50557.0
2022-01-28,42.9579,43.8252,42.6221,43.7133,33734.0
2022-01-29,42.9579,43.8252,42.6221,43.7133,33734.0
2022-01-30,42.9579,43.8252,42.6221,43.7133,33734.0
2022-01-31,43.4056,43.7786,42.8833,43.7786,97779.0
2022-02-01,44.7579,44.7579,42.9486,44.4408,109856.0
2022-02-02,43.9838,45.2988,43.9838,45.2056,58960.0
2022-02-03,46.017,47.6305,45.4108,47.5652,111464.0
2022-02-04,47.3507,48.3397,47.3507,47.5092,100527.0
2022-02-05,47.3507,48.3397,47.3507,47.5092,100527.0
2022-02-06,47.3507,48.3397,47.3507,47.5092,100527.0
2022-02-07,47.5652,48.302,46.8004,47.5932,54108.0
2022-02-08,47.3507,47.6957,46.847,47.3227,99915.0
2022-02-09,47.2294,47.2294,46.1942,46.8564,70256.0
2022-02-10,46.706,46.706,44.9295,45.4183,111546.0
2022-02-11,45.8036,45.9211,45.0987,45.5874,61322.0
2022-02-12,45.8036,45.9211,45.0987,45.5874,61322.0
2022-02-13,45.8036,45.9211,45.0987,45.5874,61322.0
2022-02-14,45.8412,45.8412,44.272,45.2773,49313.0
2022-02-15,45.5592,45.5592,44.5253,44.7509,29467.0
2022-02-16,44.9201,44.9201,44.2434,44.7133,59586.0
2022-02-17,44.2527,45.3995,44.0083,45.3619,37302.0
2022-02-18,44.9201,46.2172,44.9201,46.1514,118607.0
2022-02-19,44.9201,46.2172,44.9201,46.1514,118607.0
2022-02-20,44.9201,46.2172,44.9201,46.1514,118607.0
2022-02-21,44.9201,46.2172,44.9201,46.1514,118607.0
2022-02-22,46.2924,46.753,45.6626,46.236,47263.0
2022-02-23,46.3676,47.141,46.0663,46.7342,56582.0
2022-02-24,46.4522,46.6614,45.8177,46.2454,84302.0
2022-02-25,46.659,48.0313,46.6308,47.8433,63568.0
2022-02-26,46.659,48.0313,46.6308,47.8433,63568.0
2022-02-27,46.659,48.0313,46.6308,47.8433,63568.0
2022-02-28,47.6835,47.9185,46.8376,47.4579,72409.0
2022-03-01,47.5801,48.1723,46.3582,48.0407,142142.0
2022-03-02,48.0031,49.6386,48.0031,49.6386,46856.0
2022-03-03,49.6574,50.1133,49.4459,50.024,51520.0
2022-03-04,49.7984,51.6971,49.413,51.6971,53675.0
2022-03-05,49.7984,51.6971,49.413,51.6971,53675.0
2022-03-06,49.7984,51.6971,49.413,51.6971,53675.0
2022-03-07,51.6877,52.1284,51.0673,51.9791,67283.0
2022-03-08,51.5843,51.6407,50.4282,50.7102,94469.0
2022-03-09,51.1425,51.1425,49.6668,49.8172,90879.0
2022-03-10,49.4318,50.0052,44.5441,49.2438,39390.0
2022-03-11,49.5822,49.6292,48.3885,48.4167,33951.0
2022-03-12,49.5822,49.6292,48.3885,48.4167,33951.0
2022-03-13,49.5822,49.6292,48.3885,48.4167,33951.0
2022-03-14,48.7457,48.7457,47.5989,47.7117,118039.0
2022-03-15,48.1817,48.3415,46.7906,46.9692,71784.0
2022-03-16,47.1666,47.1666,46.0104,46.8188,56533.0
2022-03-17,46.6872,47.3827,46.6214,46.7718,70247.0
2022-03-18,46.941,47.2747,46.1232,46.3958,176903.0
2022-03-19,46.941,47.2747,46.1232,46.3958,176903.0
2022-03-20,46.941,47.2747,46.1232,46.3958,176903.0
2022-03-21,46.6496,47.8339,46.565,47.6929,33428.0
2022-03-22,47.7211,48.3697,46.2924,46.3864,42191.0
2022-03-23,46.2266,46.4146,45.5686,46.0198,44510.0
2022-03-24,45.8694,46.6825,45.7247,45.9822,32553.0
2022-03-25,45.9258,47.0538,45.7425,46.471,54434.0
2022-03-26,45.9258,47.0538,45.7425,46.471,54434.0
2022-03-27,45.9258,47.0538,45.7425,46.471,54434.0
2022-03-28,46.2548,46.7342,44.8449,45.5404,109673.0
2022-03-29,45.8882,47.5143,45.8882,47.4297,77546.0
2022-03-30,47.0444,47.9702,47.0444,47.7493,35482.0
2022-03-31,47.7493,48.2475,46.7624,46.8846,59340.0
2022-04-01,47.129,48.7175,46.6308,48.7175,104902.0
2022-04-02,47.129,48.7175,46.6308,48.7175,104902.0
2022-04-03,47.129,48.7175,46.6308,48.7175,104902.0
2022-04-04,48.8773,48.8773,46.8,47.4203,90407.0
2022-04-05,47.3921,48.1371,47.1854,47.2512,45169.0
2022-04-06,47.223,49.5728,47.223,49.3002,76928.0
2022-04-07,49.3096,49.9112,49.0465,49.4224,63317.0
2022-04-08,49.413,49.8172,49.0866,49.4506,47014.0
2022-04-09,49.413,49.8172,49.0866,49.4506,47014.0
2022-04-10,49.413,49.8172,49.0866,49.4506,47014.0
2022-04-11,49.4506,49.7232,48.7457,48.9619,48991.0
2022-04-12,49.1592,49.4318,47.7315,48.6517,55893.0
2022-04-13,48.8961,49.0606,48.1723,48.7363,63132.0
2022-04-14,48.7551,49.1216,47.9467,48.0219,59426.0
2022-04-15,48.7551,49.1216,47.9467,48.0219,59426.0
2022-04-16,48.7551,49.1216,47.9467,48.0219,59426.0
2022-04-17,48.7551,49.1216,47.9467,48.0219,59426.0
2022-04-18,47.9843,48.5107,47.4673,47.9279,53469.0
2022-04-19,48.2663,49.4224,47.4203,47.6083,98890.0
2022-04-20,48.0971,50.0616,47.9749,49.9864,99689.0
2022-04-21,49.695,50.212,49.0747,49.1686,42049.0
2022-04-22,49.0277,49.0277,48.2569,48.5671,42438.0
2022-04-23,49.0277,49.0277,48.2569,48.5671,42438.0
2022-04-24,49.0277,49.0277,48.2569,48.5671,42438.0
2022-04-25,48.2757,48.2757,46.3488,47.5707,67407.0
2022-04-26,47.1854,48.3885,47.1854,48.2005,58570.0
2022-04-27,48.0125,48.7245,47.5519,47.8527,111390.0
2022-04-28,47.7493,48.2287,47.0632,48.0313,51157.0
2022-04-29,47.7963,48.5013,47.7493,47.9373,105697.0
2022-04-30,47.7963,48.5013,47.7493,47.9373,105697.0
2022-05-01,47.7963,48.5013,47.7493,47.9373,105697.0
2022-05-02,47.6553,48.6329,47.1572,47.1572,165913.0
2022-05-03,47.6083,49.9072,47.3733,47.9373,76813.0
2022-05-04,48.6611,49.4506,47.7446,49.4412,88632.0
2022-05-05,48.9901,49.3942,47.9091,48.3791,40573.0
2022-05-06,48.0783,50.1838,48.0783,50.0052,76474.0
2022-05-07,48.0783,50.1838,48.0783,50.0052,76474.0
2022-05-08,48.0783,50.1838,48.0783,50.0052,76474.0
2022-05-09,49.6762,52.0684,49.6292,51.4621,75431.0
2022-05-10,51.4903,51.6971,49.272,49.5352,91433.0
2022-05-11,49.9864,51.5561,49.9394,51.5185,71993.0
2022-05-12,51.4522,52.2995,50.0795,51.2818,74685.0
2022-05-13,51.4996,51.4996,50.0985,50.6665,70250.0
2022-05-14,51.4996,51.4996,50.0985,50.6665,70250.0
2022-05-15,51.4996,51.4996,50.0985,50.6665,70250.0
2022-05-16,50.7611,51.6889,50.0985,51.651,68853.0
2022-05-17,51.8025,52.6072,50.7413,52.1054,74691.0
2022-05-18,52.6829,54.8962,51.6984,53.4781,127597.0
2022-05-19,53.3551,53.3551,50.5245,52.4368,176517.0
2022-05-20,52.5504,52.948,50.6097,51.651,102595.0
2022-05-21,52.5504,52.948,50.6097,51.651,102595.0
2022-05-22,52.5504,52.948,50.6097,51.651,102595.0
2022-05-23,51.9445,53.7112,51.651,53.3456,60031.0
2022-05-24,53.0426,55.2579,52.2285,55.1822,135698.0
2022-05-25,55.2863,55.7312,53.6959,53.8379,75893.0
2022-05-26,54.4911,54.6331,53.3361,53.9515,56758.0
2022-05-27,53.9325,54.8413,52.2001,53.3172,86722.0
2022-05-28,53.9325,54.8413,52.2001,53.3172,86722.0
2022-05-29,53.9325,54.8413,52.2001,53.3172,86722.0
