,OEC US Equity,OEC US Equity,OEC US Equity,OEC US Equity,OEC US Equity
2020-03-13,10.4679,10.9725,9.6962,10.9032,633640.0
2020-03-14,10.4679,10.9725,9.6962,10.9032,633640.0
2020-03-15,10.4679,10.9725,9.6962,10.9032,633640.0
2020-03-16,9.4983,9.528,8.4495,8.588,643886.0
2020-03-17,8.7068,9.0333,7.6679,8.034,2666356.0
2020-03-18,7.5195,8.123,5.8672,6.7873,1194678.0
2020-03-19,6.7774,7.9053,6.6785,7.559,690297.0
2020-03-20,7.658,7.7965,6.9654,7.4106,1359073.0
2020-03-21,7.658,7.7965,6.9654,7.4106,1359073.0
2020-03-22,7.658,7.7965,6.9654,7.4106,1359073.0
2020-03-23,7.1039,7.2029,5.8672,6.6587,892970.0
2020-03-24,6.906,7.3265,6.8411,7.2029,628968.0
2020-03-25,7.1336,7.6184,6.6092,7.381,959934.0
2020-03-26,7.4997,8.2714,7.4304,8.1626,939201.0
2020-03-27,7.7767,7.7767,7.2128,7.3711,797937.0
2020-03-28,7.7767,7.7767,7.2128,7.3711,797937.0
2020-03-29,7.7767,7.7767,7.2128,7.3711,797937.0
2020-03-30,7.4205,7.8361,7.1732,7.4898,559691.0
2020-03-31,7.47,7.6778,7.1633,7.381,776107.0
2020-04-01,7.1732,7.1732,6.2827,6.3223,617634.0
2020-04-02,6.3025,6.8467,6.2827,6.5597,724311.0
2020-04-03,6.5103,6.6983,6.1096,6.2827,697493.0
2020-04-04,6.5103,6.6983,6.1096,6.2827,697493.0
2020-04-05,6.5103,6.6983,6.1096,6.2827,697493.0
2020-04-06,6.5993,6.9951,6.5993,6.6785,734022.0
2020-04-07,7.2029,7.2029,6.7774,6.9258,1471713.0
2020-04-08,6.9258,7.6827,6.8467,7.6085,2570456.0
2020-04-09,7.8757,9.0629,7.8559,8.7166,1635957.0
2020-04-10,7.8757,9.0629,7.8559,8.7166,1635957.0
2020-04-11,7.8757,9.0629,7.8559,8.7166,1635957.0
2020-04-12,7.8757,9.0629,7.8559,8.7166,1635957.0
2020-04-13,8.8552,8.9442,8.3605,8.7166,1026129.0
2020-04-14,8.7562,8.776,8.0636,8.2318,623868.0
2020-04-15,7.8163,7.841,7.4106,7.559,714831.0
2020-04-16,7.5195,7.6431,6.7972,7.1633,805469.0
2020-04-17,7.4106,7.7173,7.292,7.4898,974273.0
2020-04-18,7.4106,7.7173,7.292,7.4898,974273.0
2020-04-19,7.4106,7.7173,7.292,7.4898,974273.0
2020-04-20,7.3711,7.5491,7.0446,7.3612,1250057.0
2020-04-21,7.0446,7.3414,6.9258,7.1336,980613.0
2020-04-22,7.3711,7.4997,7.005,7.1138,519291.0
2020-04-23,7.1039,7.5689,7.0841,7.3414,874275.0
2020-04-24,7.4007,7.7866,7.3513,7.6382,861451.0
2020-04-25,7.4007,7.7866,7.3513,7.6382,861451.0
2020-04-26,7.4007,7.7866,7.3513,7.6382,861451.0
2020-04-27,7.6679,8.3802,7.6085,8.3011,1321600.0
2020-04-28,8.6078,8.8947,8.3654,8.7068,857325.0
2020-04-29,9.152,9.5972,9.0135,9.2707,771991.0
2020-04-30,9.1421,9.2707,8.7068,9.0135,1033934.0
2020-05-01,8.7463,8.7463,8.1923,8.3011,598482.0
2020-05-02,8.7463,8.7463,8.1923,8.3011,598482.0
2020-05-03,8.7463,8.7463,8.1923,8.3011,598482.0
2020-05-04,8.0834,8.2219,7.8262,8.1032,823696.0
2020-05-05,8.2912,8.7364,8.1032,8.1725,883067.0
2020-05-06,8.3011,8.4,8.0834,8.123,449168.0
2020-05-07,8.2516,8.8453,8.2516,8.776,819441.0
2020-05-08,9.2905,9.4785,8.2121,8.5188,1388857.0
2020-05-09,9.2905,9.4785,8.2121,8.5188,1388857.0
2020-05-10,9.2905,9.4785,8.2121,8.5188,1388857.0
2020-05-11,7.6877,8.2714,7.4997,7.9548,976570.0
2020-05-12,7.9746,8.2219,7.6283,7.6778,950697.0
2020-05-13,7.6679,7.7767,6.9456,7.005,911026.0
2020-05-14,6.7873,7.2325,6.4855,7.2325,663648.0
2020-05-15,7.2919,7.381,6.9258,6.9852,561737.0
2020-05-16,7.2919,7.381,6.9258,6.9852,561737.0
2020-05-17,7.2919,7.381,6.9258,6.9852,561737.0
2020-05-18,7.4898,8.2516,7.4898,8.2022,1616703.0
2020-05-19,8.1923,8.6276,7.8163,8.4198,1522799.0
2020-05-20,8.588,8.9046,8.588,8.6969,667469.0
2020-05-21,8.687,8.9739,8.588,8.7958,564372.0
2020-05-22,8.8354,9.0728,8.6573,9.053,563999.0
2020-05-23,8.8354,9.0728,8.6573,9.053,563999.0
2020-05-24,8.8354,9.0728,8.6573,9.053,563999.0
2020-05-25,8.8354,9.0728,8.6573,9.053,563999.0
2020-05-26,9.3499,10.0523,9.3499,9.7753,1262970.0
2020-05-27,10.2799,11.6849,10.2799,11.6552,1384959.0
2020-05-28,11.7343,11.7739,11.111,11.2099,1291706.0
2020-05-29,11.0714,11.3781,10.745,10.9428,1385978.0
2020-05-30,11.0714,11.3781,10.745,10.9428,1385978.0
2020-05-31,11.0714,11.3781,10.745,10.9428,1385978.0
2020-06-01,10.8735,11.2495,10.6856,10.9032,762504.0
2020-06-02,11.0813,11.4326,10.9923,11.1308,349301.0
2020-06-03,11.3584,11.8595,11.3138,11.7541,438746.0
2020-06-04,11.576,12.2488,11.3781,12.2092,426530.0
2020-06-05,12.8919,13.4064,12.5259,12.5852,897026.0
2020-06-06,12.8919,13.4064,12.5259,12.5852,897026.0
2020-06-07,12.8919,13.4064,12.5259,12.5852,897026.0
2020-06-08,12.882,13.1294,12.4615,12.9216,465289.0
2020-06-09,12.8128,12.8425,12.1499,12.2389,538549.0
2020-06-10,12.1796,12.2587,11.2891,11.4573,809618.0
2020-06-11,10.6559,11.0516,10.0523,10.0622,431229.0
2020-06-12,10.6163,10.8043,10.0622,10.5273,371024.0
2020-06-13,10.6163,10.8043,10.0622,10.5273,371024.0
2020-06-14,10.6163,10.8043,10.0622,10.5273,371024.0
2020-06-15,9.9336,10.8834,9.9336,10.7053,1519792.0
2020-06-16,11.2495,11.4425,10.7449,11.0417,437439.0
2020-06-17,11.0121,11.0121,10.6163,10.6955,386543.0
2020-06-18,10.4283,10.8637,10.4283,10.8043,363326.0
2020-06-19,11.0121,11.3682,10.834,10.9527,855066.0
2020-06-20,11.0121,11.3682,10.834,10.9527,855066.0
2020-06-21,11.0121,11.3682,10.834,10.9527,855066.0
2020-06-22,10.6955,10.735,10.4283,10.6658,339579.0
2020-06-23,10.8834,10.8834,10.3788,10.6955,236338.0
2020-06-24,10.3986,10.3986,9.7951,9.9831,487943.0
2020-06-25,9.8644,10.2799,9.7456,10.2799,380876.0
2020-06-26,10.1117,10.1968,9.5675,9.617,715333.0
2020-06-27,10.1117,10.1968,9.5675,9.617,715333.0
2020-06-28,10.1117,10.1968,9.5675,9.617,715333.0
2020-06-29,9.7852,10.4877,9.7259,10.3294,490871.0
2020-06-30,10.2008,10.5025,10.0523,10.4778,375963.0
2020-07-01,10.4283,10.5965,10.0029,10.0622,355872.0
2020-07-02,10.3591,10.6796,10.1117,10.2205,350909.0
2020-07-03,10.3591,10.6796,10.1117,10.2205,350909.0
2020-07-04,10.3591,10.6796,10.1117,10.2205,350909.0
2020-07-05,10.3591,10.6796,10.1117,10.2205,350909.0
2020-07-06,10.458,10.641,10.1315,10.3591,216119.0
2020-07-07,10.1117,10.176,9.9138,9.9237,343532.0
2020-07-08,9.894,10.2106,9.7555,10.1513,381439.0
2020-07-09,10.0523,10.1216,9.7159,10.0128,703032.0
2020-07-10,10.0424,10.7449,10.0424,10.7152,389711.0
2020-07-11,10.0424,10.7449,10.0424,10.7152,389711.0
2020-07-12,10.0424,10.7449,10.0424,10.7152,389711.0
2020-07-13,10.9527,10.9725,10.4976,10.6559,337744.0
2020-07-14,10.6163,10.7845,10.3591,10.5965,318009.0
2020-07-15,10.9923,11.2396,10.8824,11.1506,406611.0
2020-07-16,11.0912,11.1308,10.6757,10.8439,254117.0
2020-07-17,10.8637,11.0022,10.646,10.6559,285830.0
2020-07-18,10.8637,11.0022,10.646,10.6559,285830.0
2020-07-19,10.8637,11.0022,10.646,10.6559,285830.0
2020-07-20,10.5371,10.7845,10.369,10.5371,350494.0
2020-07-21,10.6163,10.8983,10.6163,10.6856,287880.0
2020-07-22,10.5767,10.7251,10.4976,10.7053,227697.0
2020-07-23,10.8043,10.8834,10.547,10.8142,288794.0
2020-07-24,10.6856,10.7647,10.4184,10.458,250037.0
2020-07-25,10.6856,10.7647,10.4184,10.458,250037.0
2020-07-26,10.6856,10.7647,10.4184,10.458,250037.0
2020-07-27,10.4481,10.6262,10.3393,10.5965,165640.0
2020-07-28,10.5174,10.6658,10.1414,10.2403,264213.0
2020-07-29,10.3096,10.7449,10.2601,10.7251,303858.0
2020-07-30,10.4283,10.5668,10.1315,10.2898,346373.0
2020-07-31,10.2304,10.3294,9.7753,10.0919,378184.0
2020-08-01,10.2304,10.3294,9.7753,10.0919,378184.0
2020-08-02,10.2304,10.3294,9.7753,10.0919,378184.0
2020-08-03,10.2008,10.4778,10.1117,10.4184,373701.0
2020-08-04,10.369,10.6064,10.2403,10.5174,427583.0
2020-08-05,10.8735,12.0608,10.7845,11.3979,484817.0
2020-08-06,11.5068,11.5068,11.0417,11.388,372030.0
2020-08-07,11.3979,11.6255,11.2297,11.6057,276070.0
2020-08-08,11.3979,11.6255,11.2297,11.6057,276070.0
2020-08-09,11.3979,11.6255,11.2297,11.6057,276070.0
2020-08-10,11.6453,12.2983,11.6354,12.2983,415967.0
2020-08-11,12.5654,12.882,12.5259,12.6248,697459.0
2020-08-12,12.8622,12.8919,12.5061,12.6842,503282.0
2020-08-13,12.6842,12.8919,12.6545,12.694,512729.0
2020-08-14,12.5357,12.8524,12.5357,12.8128,397940.0
2020-08-15,12.5357,12.8524,12.5357,12.8128,397940.0
2020-08-16,12.5357,12.8524,12.5357,12.8128,397940.0
2020-08-17,12.8128,12.8721,12.2785,12.328,495071.0
2020-08-18,12.229,12.3478,11.8359,12.0015,431184.0
2020-08-19,11.9619,12.1004,11.9075,11.9718,291934.0
2020-08-20,11.7739,12.0806,11.764,12.0213,270077.0
2020-08-21,11.8728,11.9718,11.7937,11.8827,264956.0
2020-08-22,11.8728,11.9718,11.7937,11.8827,264956.0
2020-08-23,11.8728,11.9718,11.7937,11.8827,264956.0
2020-08-24,12.0015,12.4566,11.8135,12.3379,239567.0
2020-08-25,12.417,12.4863,12.1993,12.328,265647.0
2020-08-26,12.3181,12.417,12.1103,12.14,428506.0
2020-08-27,12.2587,12.3478,11.8629,11.9322,350520.0
2020-08-28,11.9421,12.5951,11.7343,12.5852,673544.0
2020-08-29,11.9421,12.5951,11.7343,12.5852,673544.0
2020-08-30,11.9421,12.5951,11.7343,12.5852,673544.0
2020-08-31,12.4467,12.658,12.0213,12.0213,342998.0
2020-09-01,11.8827,12.041,11.6849,12.041,236100.0
2020-09-02,11.9817,12.5456,11.9124,12.4962,316639.0
2020-09-03,12.5654,12.5654,11.858,12.0509,390963.0
2020-09-04,12.3379,12.9414,12.1004,12.8128,485491.0
2020-09-05,12.3379,12.9414,12.1004,12.8128,485491.0
2020-09-06,12.3379,12.9414,12.1004,12.8128,485491.0
2020-09-07,12.3379,12.9414,12.1004,12.8128,485491.0
2020-09-08,12.7336,12.981,12.5061,12.6644,766580.0
2020-09-09,12.7435,13.5845,12.5555,13.4856,698161.0
2020-09-10,13.8022,14.2771,13.7428,14.1089,720449.0
2020-09-11,14.0891,14.663,13.8912,14.0495,593896.0
2020-09-12,14.0891,14.663,13.8912,14.0495,593896.0
2020-09-13,14.0891,14.663,13.8912,14.0495,593896.0
2020-09-14,14.2969,14.6432,14.0198,14.5442,661561.0
2020-09-15,14.663,14.8015,14.4354,14.663,424322.0
2020-09-16,14.6828,14.9994,14.4751,14.7322,716567.0
2020-09-17,14.6926,15.1082,14.3562,14.7025,754869.0
2020-09-18,14.94,15.0191,14.6531,14.7322,3088865.0
2020-09-19,14.94,15.0191,14.6531,14.7322,3088865.0
2020-09-20,14.94,15.0191,14.6531,14.7322,3088865.0
2020-09-21,14.2078,14.2078,12.4368,12.7732,534900.0
2020-09-22,12.7633,12.7732,11.9718,12.6248,452517.0
2020-09-23,12.4665,12.694,12.417,12.4566,521983.0
2020-09-24,12.516,12.516,11.8135,12.0707,474952.0
2020-09-25,12.0608,12.1327,11.7046,11.8926,343973.0
2020-09-26,12.0608,12.1327,11.7046,11.8926,343973.0
2020-09-27,12.0608,12.1327,11.7046,11.8926,343973.0
2020-09-28,12.0707,12.7237,12.0707,12.4071,354155.0
2020-09-29,12.3675,12.6446,12.0608,12.5061,359156.0
2020-09-30,12.5654,12.694,12.2488,12.3774,471193.0
2020-10-01,12.3873,12.6644,12.2389,12.6446,344735.0
2020-10-02,12.3082,13.4559,12.3082,13.3965,365795.0
2020-10-03,12.3082,13.4559,12.3082,13.3965,365795.0
2020-10-04,12.3082,13.4559,12.3082,13.3965,365795.0
2020-10-05,13.5251,14.2672,13.5251,14.2078,394461.0
2020-10-06,14.5937,14.7619,14.1089,14.1188,523329.0
2020-10-07,14.4156,14.7619,14.2771,14.7421,708183.0
2020-10-08,14.7916,15.0983,14.5789,14.8707,619869.0
2020-10-09,14.9994,15.3061,14.7421,14.9895,382602.0
2020-10-10,14.9994,15.3061,14.7421,14.9895,382602.0
2020-10-11,14.9994,15.3061,14.7421,14.9895,382602.0
2020-10-12,14.9994,15.0686,14.7421,14.7619,383269.0
2020-10-13,14.475,14.663,14.3859,14.5541,347319.0
2020-10-14,14.5343,14.7471,14.4057,14.5838,208059.0
2020-10-15,14.3068,14.9103,14.0594,14.7619,593224.0
2020-10-16,14.7718,15.0389,14.7718,14.8312,371273.0
2020-10-17,14.7718,15.0389,14.7718,14.8312,371273.0
2020-10-18,14.7718,15.0389,14.7718,14.8312,371273.0
2020-10-19,14.94,15.1082,14.5838,14.6333,472695.0
2020-10-20,14.8015,15.029,14.6926,14.7718,246303.0
2020-10-21,14.7223,14.8411,14.4948,14.7718,355584.0
2020-10-22,14.9004,15.0983,14.6432,14.8015,279080.0
2020-10-23,15.0093,15.316,14.7817,15.2566,249669.0
2020-10-24,15.0093,15.316,14.7817,15.2566,249669.0
2020-10-25,15.0093,15.316,14.7817,15.2566,249669.0
2020-10-26,14.9301,14.9895,14.4552,14.6926,237237.0
2020-10-27,15.2566,15.2665,14.8213,14.8509,296192.0
2020-10-28,14.3958,14.5739,13.9506,14.099,265184.0
2020-10-29,13.9506,14.6036,13.7032,14.4849,258291.0
2020-10-30,14.4255,14.5937,14.1485,14.5146,312586.0
2020-10-31,14.4255,14.5937,14.1485,14.5146,312586.0
2020-11-01,14.4255,14.5937,14.1485,14.5146,312586.0
2020-11-02,14.8015,14.9598,14.6531,14.8905,233686.0
2020-11-03,15.2368,15.4941,14.9697,15.3654,265405.0
2020-11-04,14.9301,15.3259,14.376,14.4057,245184.0
2020-11-05,14.4651,15.7117,14.4651,15.316,586198.0
2020-11-06,14.7421,14.8374,12.9018,13.5153,821378.0
2020-11-07,14.7421,14.8374,12.9018,13.5153,821378.0
2020-11-08,14.7421,14.8374,12.9018,13.5153,821378.0
2020-11-09,14.8707,15.7612,14.287,14.6036,538264.0
2020-11-10,14.8509,15.0686,14.6778,14.8707,443251.0
2020-11-11,14.9499,14.9499,14.3859,14.5442,250152.0
2020-11-12,14.287,14.5442,13.5251,13.723,270851.0
2020-11-13,13.8912,14.2771,13.8121,14.1979,329369.0
2020-11-14,13.8912,14.2771,13.8121,14.1979,329369.0
2020-11-15,13.8912,14.2771,13.8121,14.1979,329369.0
2020-11-16,14.7025,14.9004,14.4552,14.7817,369368.0
2020-11-17,14.5541,14.7421,14.2177,14.564,181633.0
2020-11-18,14.6828,14.8608,14.2474,14.2474,274746.0
2020-11-19,14.1485,14.3859,13.822,14.1683,220767.0
2020-11-20,14.0001,14.6036,13.8517,14.5937,327323.0
2020-11-21,14.0001,14.6036,13.8517,14.5937,327323.0
2020-11-22,14.0001,14.6036,13.8517,14.5937,327323.0
2020-11-23,14.8312,15.8552,14.8312,15.7018,499042.0
2020-11-24,15.9492,16.6418,15.5237,16.4637,548566.0
2020-11-25,16.3449,16.4439,15.9096,15.9492,217445.0
2020-11-26,16.3449,16.4439,15.9096,15.9492,217445.0
2020-11-27,15.9393,15.9987,15.4941,15.781,125280.0
2020-11-28,15.9393,15.9987,15.4941,15.781,125280.0
2020-11-29,15.9393,15.9987,15.4941,15.781,125280.0
2020-11-30,15.6029,15.6029,15.2368,15.3951,425372.0
2020-12-01,15.593,15.8305,15.1379,15.3753,354589.0
2020-12-02,15.3259,15.499,15.1379,15.3555,253558.0
2020-12-03,15.405,15.7711,15.1379,15.6722,301076.0
2020-12-04,15.8305,16.5428,15.7414,16.4241,481656.0
2020-12-05,15.8305,16.5428,15.7414,16.4241,481656.0
2020-12-06,15.8305,16.5428,15.7414,16.4241,481656.0
2020-12-07,16.4736,16.4736,15.9987,16.1075,282631.0
2020-12-08,15.9195,16.4043,15.9195,16.3054,367141.0
2020-12-09,16.4142,16.4736,15.7513,15.9294,290341.0
2020-12-10,15.7513,16.0085,15.4248,15.5831,237487.0
2020-12-11,15.2962,15.682,15.227,15.2863,254659.0
2020-12-12,15.2962,15.682,15.227,15.2863,254659.0
2020-12-13,15.2962,15.682,15.227,15.2863,254659.0
2020-12-14,15.4842,15.4842,14.8608,14.9301,314387.0
2020-12-15,15.1478,15.7612,14.9895,15.6524,268935.0
2020-12-16,15.781,15.8305,15.1972,15.6227,278610.0
2020-12-17,15.9294,15.969,15.4446,15.7612,305427.0
2020-12-18,15.7315,16.0086,15.5881,15.9789,858853.0
2020-12-19,15.7315,16.0086,15.5881,15.9789,858853.0
2020-12-20,15.7315,16.0086,15.5881,15.9789,858853.0
2020-12-21,15.6722,15.8107,15.2368,15.3555,267322.0
2020-12-22,15.2863,15.4545,15.0884,15.3358,178515.0
2020-12-23,15.3358,16.0679,15.1775,16.0086,191692.0
2020-12-24,16.157,16.4538,16.1174,16.3449,146963.0
2020-12-25,16.157,16.4538,16.1174,16.3449,146963.0
2020-12-26,16.157,16.4538,16.1174,16.3449,146963.0
2020-12-27,16.157,16.4538,16.1174,16.3449,146963.0
2020-12-28,16.4736,16.9683,16.3944,16.5626,304822.0
2020-12-29,16.5527,16.711,16.0679,16.1965,327969.0
2020-12-30,16.3252,16.8792,16.3252,16.8001,229953.0
2020-12-31,16.6616,17.275,16.3944,16.9584,285507.0
2021-01-01,16.6616,17.275,16.3944,16.9584,285507.0
2021-01-02,16.6616,17.275,16.3944,16.9584,285507.0
2021-01-03,16.6616,17.275,16.3944,16.9584,285507.0
2021-01-04,17.2057,17.3146,16.3845,16.3944,388983.0
2021-01-05,16.3746,16.9782,16.2559,16.8397,529382.0
2021-01-06,17.5322,18.1951,17.1464,17.8488,484628.0
2021-01-07,17.8983,17.9082,17.3146,17.364,292533.0
2021-01-08,18.4524,18.9966,18.0467,18.4623,644092.0
2021-01-09,18.4524,18.9966,18.0467,18.4623,644092.0
2021-01-10,18.4524,18.9966,18.0467,18.4623,644092.0
2021-01-11,18.0665,18.3139,17.8686,17.9874,309593.0
2021-01-12,17.9775,18.205,17.6114,18.205,403350.0
2021-01-13,18.1457,18.1556,17.4927,17.7994,220240.0
2021-01-14,17.9676,17.9676,17.3245,17.3541,221975.0
2021-01-15,16.9881,17.1167,16.4241,16.7011,468507.0
2021-01-16,16.9881,17.1167,16.4241,16.7011,468507.0
2021-01-17,16.9881,17.1167,16.4241,16.7011,468507.0
2021-01-18,16.9881,17.1167,16.4241,16.7011,468507.0
2021-01-19,16.9188,16.9188,16.4241,16.6121,523715.0
2021-01-20,16.5923,16.9485,16.3054,16.6813,199595.0
2021-01-21,16.7011,16.7011,15.9987,16.1965,187036.0
2021-01-22,16.0283,16.5527,15.8206,16.523,463975.0
2021-01-23,16.0283,16.5527,15.8206,16.523,463975.0
2021-01-24,16.0283,16.5527,15.8206,16.523,463975.0
2021-01-25,16.3647,16.5329,16.0778,16.3449,167854.0
2021-01-26,16.5033,16.5033,15.9591,16.1273,249484.0
2021-01-27,15.7909,15.9591,15.3259,15.6326,361319.0
2021-01-28,15.8898,16.1372,15.6029,15.8305,373281.0
2021-01-29,15.8008,15.8008,15.0686,15.0686,387320.0
2021-01-30,15.8008,15.8008,15.0686,15.0686,387320.0
2021-01-31,15.8008,15.8008,15.0686,15.0686,387320.0
2021-02-01,15.1478,16.0778,15.1181,15.9987,299671.0
2021-02-02,16.2856,16.9683,16.0184,16.7308,320485.0
2021-02-03,16.6813,16.7902,16.1174,16.5033,448143.0
2021-02-04,16.4637,16.9485,16.3252,16.7506,233708.0
2021-02-05,17.0276,17.1266,16.6912,16.9683,179577.0
2021-02-06,17.0276,17.1266,16.6912,16.9683,179577.0
2021-02-07,17.0276,17.1266,16.6912,16.9683,179577.0
2021-02-08,17.1662,17.8093,17.1662,17.7103,307065.0
2021-02-09,17.651,17.651,17.2057,17.4234,174372.0
2021-02-10,17.6411,17.6609,17.0672,17.176,154321.0
2021-02-11,17.2453,17.364,16.5943,16.9485,265332.0
2021-02-12,16.8495,17.3442,16.8298,17.087,164520.0
2021-02-13,16.8495,17.3442,16.8298,17.087,164520.0
2021-02-14,16.8495,17.3442,16.8298,17.087,164520.0
2021-02-15,16.8495,17.3442,16.8298,17.087,164520.0
2021-02-16,17.2948,17.4828,16.9584,16.9881,267000.0
2021-02-17,16.7308,16.9782,16.3746,16.7407,345314.0
2021-02-18,16.5923,17.0023,15.781,15.9294,479038.0
2021-02-19,15.3457,16.81,15.3457,16.4142,727661.0
2021-02-20,15.3457,16.81,15.3457,16.4142,727661.0
2021-02-21,15.3457,16.81,15.3457,16.4142,727661.0
2021-02-22,16.3944,16.7902,16.1866,16.2361,862841.0
2021-02-23,16.1372,17.3442,15.9591,17.0672,554135.0
2021-02-24,17.0672,17.6609,16.8149,17.1958,307548.0
2021-02-25,17.176,17.3838,16.7902,17.3146,466416.0
2021-02-26,17.4036,17.8291,17.1068,17.5124,439356.0
2021-02-27,17.4036,17.8291,17.1068,17.5124,439356.0
2021-02-28,17.4036,17.8291,17.1068,17.5124,439356.0
2021-03-01,17.9082,18.6799,17.9082,18.5513,534974.0
2021-03-02,18.4722,19.1549,18.4524,18.4623,657294.0
2021-03-03,18.5612,19.1351,18.4722,18.7096,552298.0
2021-03-04,18.7096,19.1054,17.9775,18.1951,510794.0
2021-03-05,18.5117,19.4022,18.0764,19.3725,567342.0
2021-03-06,18.5117,19.4022,18.0764,19.3725,567342.0
2021-03-07,18.5117,19.4022,18.0764,19.3725,567342.0
2021-03-08,19.5407,20.1344,19.4715,19.8771,570734.0
2021-03-09,20.0948,20.0948,19.3428,19.3725,332962.0
2021-03-10,19.4814,19.9662,19.2241,19.8375,433141.0
2021-03-11,19.9662,20.5994,19.6792,20.0849,521243.0
2021-03-12,20.1443,20.8269,20.0552,20.6785,368767.0
2021-03-13,20.1443,20.8269,20.0552,20.6785,368767.0
2021-03-14,20.1443,20.8269,20.0552,20.6785,368767.0
2021-03-15,20.5796,20.5796,19.6693,19.7782,354556.0
2021-03-16,19.6693,19.7881,19.2043,19.6891,322559.0
2021-03-17,19.6595,20.4312,19.4418,20.3718,408391.0
2021-03-18,20.451,20.7775,19.7089,19.8079,353727.0
2021-03-19,19.7584,20.0701,19.2439,19.9464,899168.0
2021-03-20,19.7584,20.0701,19.2439,19.9464,899168.0
2021-03-21,19.7584,20.0701,19.2439,19.9464,899168.0
2021-03-22,19.887,19.887,18.7195,19.1845,332901.0
2021-03-23,18.8679,19.0559,18.0269,18.3336,687588.0
2021-03-24,18.6107,19.422,18.5876,18.7393,424161.0
2021-03-25,18.4425,19.5209,18.304,19.3329,429680.0
2021-03-26,19.798,20.0156,19.4566,19.7485,370423.0
2021-03-27,19.798,20.0156,19.4566,19.7485,370423.0
2021-03-28,19.798,20.0156,19.4566,19.7485,370423.0
2021-03-29,19.6397,20.1047,19.1549,19.1746,389364.0
2021-03-30,19.1351,19.6001,18.8778,19.3428,298929.0
2021-03-31,19.3428,19.9266,19.0955,19.511,281944.0
2021-04-01,19.4715,19.8397,19.1845,19.6891,333418.0
2021-04-02,19.4715,19.8397,19.1845,19.6891,333418.0
2021-04-03,19.4715,19.8397,19.1845,19.6891,333418.0
2021-04-04,19.4715,19.8397,19.1845,19.6891,333418.0
2021-04-05,19.986,20.1828,19.6397,19.887,536300.0
2021-04-06,19.8573,20.164,19.61,19.6397,306085.0
2021-04-07,19.8079,19.8474,18.4524,18.581,274047.0
2021-04-08,18.5711,18.7146,18.1556,18.4128,210761.0
2021-04-09,18.4524,18.8185,18.1852,18.7492,241070.0
2021-04-10,18.4524,18.8185,18.1852,18.7492,241070.0
2021-04-11,18.4524,18.8185,18.1852,18.7492,241070.0
2021-04-12,18.8086,18.9273,18.6206,18.7294,153013.0
2021-04-13,18.6206,18.8086,18.205,18.4128,206134.0
2021-04-14,18.4623,18.9867,18.2545,18.7591,209042.0
2021-04-15,19.0361,19.1746,18.5018,18.7888,120910.0
2021-04-16,19.0361,19.1351,18.6997,18.9273,167577.0
2021-04-17,19.0361,19.1351,18.6997,18.9273,167577.0
2021-04-18,19.0361,19.1351,18.6997,18.9273,167577.0
2021-04-19,18.9966,18.9966,18.5216,18.7492,254488.0
2021-04-20,18.5612,18.7195,18.0071,18.2644,212043.0
2021-04-21,18.1753,18.8284,18.1753,18.7294,324809.0
2021-04-22,18.8481,18.8481,18.205,18.3238,397502.0
2021-04-23,18.4128,19.1351,18.1655,18.9768,285368.0
2021-04-24,18.4128,19.1351,18.1655,18.9768,285368.0
2021-04-25,18.4128,19.1351,18.1655,18.9768,285368.0
2021-04-26,19.0757,19.3923,18.9471,19.0955,214892.0
2021-04-27,19.1549,19.2439,18.7987,19.1746,332835.0
2021-04-28,19.1746,19.7386,19.0559,19.5704,522080.0
2021-04-29,19.7881,20.0453,19.5902,20.0453,708965.0
2021-04-30,19.8178,20.1344,19.5704,19.6496,810374.0
2021-05-01,19.8178,20.1344,19.5704,19.6496,810374.0
2021-05-02,19.8178,20.1344,19.5704,19.6496,810374.0
2021-05-03,19.9167,20.4708,19.7089,20.4609,645657.0
2021-05-04,20.1739,20.8764,19.8827,20.8764,682110.0
2021-05-05,20.8962,21.9747,20.7676,21.9252,656220.0
2021-05-06,22.0142,22.2121,21.757,21.9648,718645.0
2021-05-07,20.164,21.8361,19.422,21.6778,869791.0
2021-05-08,20.164,21.8361,19.422,21.6778,869791.0
2021-05-09,20.164,21.8361,19.422,21.6778,869791.0
2021-05-10,21.8559,21.8559,20.5895,20.6983,717313.0
2021-05-11,20.4312,20.8665,20.0849,20.5895,254215.0
2021-05-12,20.5499,20.9358,19.8474,19.8969,414088.0
2021-05-13,19.887,20.4411,19.8079,20.2531,259438.0
2021-05-14,20.5004,20.6192,20.1245,20.4708,271481.0
2021-05-15,20.5004,20.6192,20.1245,20.4708,271481.0
2021-05-16,20.5004,20.6192,20.1245,20.4708,271481.0
2021-05-17,20.3817,20.6587,19.887,20.5796,279628.0
2021-05-18,20.7082,20.7676,20.0057,20.0156,176759.0
2021-05-19,19.8969,19.9662,19.3231,19.9563,249009.0
2021-05-20,19.9365,19.9662,19.5754,19.7881,155174.0
2021-05-21,19.986,20.2828,19.7485,20.0453,226127.0
2021-05-22,19.986,20.2828,19.7485,20.0453,226127.0
2021-05-23,19.986,20.2828,19.7485,20.0453,226127.0
2021-05-24,20.0552,20.2927,19.9464,20.1443,202231.0
2021-05-25,20.263,20.2927,19.6397,19.6496,233159.0
2021-05-26,19.5902,19.9563,19.4715,19.8771,175759.0
