,PATK US Equity,PATK US Equity,PATK US Equity,PATK US Equity,PATK US Equity
2020-03-15,29.6331,30.9712,27.9258,30.9712,379068.0
2020-03-16,28.1473,29.9238,25.997,26.9476,406903.0
2020-03-17,27.2244,28.5441,24.8251,27.8889,444869.0
2020-03-18,25.6925,26.6799,17.4882,17.9312,326202.0
2020-03-19,17.9773,19.7769,15.4118,18.3557,609460.0
2020-03-20,18.6049,20.2245,17.3406,17.8666,429025.0
2020-03-21,18.6049,20.2245,17.3406,17.8666,429025.0
2020-03-22,18.6049,20.2245,17.3406,17.8666,429025.0
2020-03-23,17.9127,19.2417,15.8917,18.5957,368709.0
2020-03-24,19.8046,22.8039,19.7446,22.3517,402651.0
2020-03-25,23.2653,26.5046,22.3102,25.6556,406567.0
2020-03-26,25.674,30.3529,25.6556,29.3285,487688.0
2020-03-27,27.409,28.9086,26.763,27.409,327057.0
2020-03-28,27.409,28.9086,26.763,27.409,327057.0
2020-03-29,27.409,28.9086,26.763,27.409,327057.0
2020-03-30,26.7814,26.7814,23.3207,25.7848,265735.0
2020-03-31,25.8401,26.9291,25.7386,25.9878,287913.0
2020-04-01,24.6681,24.7235,22.4809,22.7762,361848.0
2020-04-02,22.3794,24.0405,22.1302,22.9608,277691.0
2020-04-03,22.887,23.4315,19.7492,20.5152,291765.0
2020-04-04,22.887,23.4315,19.7492,20.5152,291765.0
2020-04-05,22.887,23.4315,19.7492,20.5152,291765.0
2020-04-06,22.0379,27.1598,21.5581,26.8553,412031.0
2020-04-07,28.055,29.7531,25.9509,26.8645,408563.0
2020-04-08,27.1598,30.8051,26.8645,30.2976,315282.0
2020-04-09,31.5342,33.4537,29.8084,31.3588,236737.0
2020-04-10,31.5342,33.4537,29.8084,31.3588,236737.0
2020-04-11,31.5342,33.4537,29.8084,31.3588,236737.0
2020-04-12,31.5342,33.4537,29.8084,31.3588,236737.0
2020-04-13,31.0635,31.1835,28.9686,29.5316,153434.0
2020-04-14,30.4175,31.2989,29.2732,29.7623,210313.0
2020-04-15,28.2211,29.9007,24.9265,25.1849,351889.0
2020-04-16,25.471,25.9509,24.2897,25.3233,278170.0
2020-04-17,26.44,29.2547,26.44,29.024,288126.0
2020-04-18,26.44,29.2547,26.44,29.024,288126.0
2020-04-19,26.44,29.2547,26.44,29.024,288126.0
2020-04-20,28.1011,29.4024,27.3998,27.935,153844.0
2020-04-21,26.8553,27.3998,26.3108,26.7999,137957.0
2020-04-22,27.8243,29.0546,26.1908,27.3259,165706.0
2020-04-23,27.4367,29.9284,27.1229,29.467,235660.0
2020-04-24,30.1314,30.4591,28.8394,30.3622,166926.0
2020-04-25,30.1314,30.4591,28.8394,30.3622,166926.0
2020-04-26,30.1314,30.4591,28.8394,30.3622,166926.0
2020-04-27,30.9066,33.4676,30.8605,32.9369,320693.0
2020-04-28,34.4966,36.5453,34.2289,36.3792,344761.0
2020-04-29,36.7853,39.9968,36.7853,39.6554,336418.0
2020-04-30,41.4734,42.793,36.6648,38.0404,427105.0
2020-05-01,36.7576,38.7048,34.2935,35.4287,345197.0
2020-05-02,36.7576,38.7048,34.2935,35.4287,345197.0
2020-05-03,36.7576,38.7048,34.2935,35.4287,345197.0
2020-05-04,34.4412,37.1913,33.8044,36.8776,327982.0
2020-05-05,37.8742,39.5308,37.2744,37.5236,172968.0
2020-05-06,37.7081,37.7081,35.9916,36.6838,105956.0
2020-05-07,37.4405,38.2988,36.6653,37.4128,173568.0
2020-05-08,38.7787,41.7318,38.6402,41.6118,417220.0
2020-05-09,38.7787,41.7318,38.6402,41.6118,417220.0
2020-05-10,38.7787,41.7318,38.6402,41.6118,417220.0
2020-05-11,40.6151,43.2361,38.5295,41.3811,348305.0
2020-05-12,41.7595,43.0422,38.6679,38.8063,250125.0
2020-05-13,38.2157,38.308,35.1333,36.0931,205706.0
2020-05-14,34.9672,38.2157,33.9244,38.1419,228561.0
2020-05-15,37.8189,40.4121,36.7761,39.8123,204895.0
2020-05-16,37.8189,40.4121,36.7761,39.8123,204895.0
2020-05-17,37.8189,40.4121,36.7761,39.8123,204895.0
2020-05-18,43.3468,45.654,43.2085,44.6757,351748.0
2020-05-19,44.2974,47.3659,43.2407,46.2538,315561.0
2020-05-20,47.5274,49.5208,46.6553,47.8042,267849.0
2020-05-21,48.0996,49.5623,47.6418,48.441,165488.0
2020-05-22,48.8009,49.3085,47.1767,49.207,138102.0
2020-05-23,48.8009,49.3085,47.1767,49.207,138102.0
2020-05-24,48.8009,49.3085,47.1767,49.207,138102.0
2020-05-25,48.8009,49.3085,47.1767,49.207,138102.0
2020-05-26,51.2742,53.3691,50.3052,52.2432,300070.0
2020-05-27,52.6862,53.8674,51.0158,52.0309,312138.0
2020-05-28,52.7415,52.7415,49.004,49.4838,306783.0
2020-05-29,47.6665,48.9275,47.0082,48.093,281381.0
2020-05-30,47.6665,48.9275,47.0082,48.093,281381.0
2020-05-31,47.6665,48.9275,47.0082,48.093,281381.0
2020-06-01,48.5566,51.6905,48.399,48.4454,279332.0
2020-06-02,49.0759,50.4388,48.6586,49.4004,158296.0
2020-06-03,50.8839,51.6813,50.1885,50.3368,409714.0
2020-06-04,50.1421,53.7767,49.1686,52.0058,368398.0
2020-06-05,56.3821,57.2722,54.7224,55.6867,330598.0
2020-06-06,56.3821,57.2722,54.7224,55.6867,330598.0
2020-06-07,56.3821,57.2722,54.7224,55.6867,330598.0
2020-06-08,57.1053,58.3662,55.8629,57.8285,336903.0
2020-06-09,56.039,56.8457,54.88,55.6681,175563.0
2020-06-10,54.8244,56.3033,53.2853,53.9807,207166.0
2020-06-11,51.9223,52.2376,48.4176,48.807,304739.0
2020-06-12,52.729,52.9422,49.15,51.0508,174983.0
2020-06-13,52.729,52.9422,49.15,51.0508,174983.0
2020-06-14,52.729,52.9422,49.15,51.0508,174983.0
2020-06-15,48.5845,54.9357,48.3805,54.7224,231100.0
2020-06-16,57.5874,57.5874,54.4258,56.1596,265464.0
2020-06-17,56.3357,56.5212,54.5463,55.3529,197842.0
2020-06-18,54.6112,55.6311,53.9065,54.7131,157564.0
2020-06-19,56.0205,56.2245,54.18,55.6496,345761.0
2020-06-20,56.0205,56.2245,54.18,55.6496,345761.0
2020-06-21,56.0205,56.2245,54.18,55.6496,345761.0
2020-06-22,55.0191,55.8443,53.8972,55.8072,175494.0
2020-06-23,57.0775,57.3,55.4456,56.5397,203534.0
2020-06-24,55.3807,56.4655,51.6071,52.2932,184808.0
2020-06-25,51.6998,53.1462,51.2733,52.7939,242572.0
2020-06-26,52.4323,53.6005,51.0322,51.9501,342501.0
2020-06-27,52.4323,53.6005,51.0322,51.9501,342501.0
2020-06-28,52.4323,53.6005,51.0322,51.9501,342501.0
2020-06-29,52.831,55.4085,52.4415,54.0734,167468.0
2020-06-30,53.9714,57.2258,52.4925,56.79,221365.0
2020-07-01,57.6801,58.3106,54.6204,54.7039,159965.0
2020-07-02,56.2337,57.1146,53.6098,53.8787,150585.0
2020-07-03,56.2337,57.1146,53.6098,53.8787,150585.0
2020-07-04,56.2337,57.1146,53.6098,53.8787,150585.0
2020-07-05,56.2337,57.1146,53.6098,53.8787,150585.0
2020-07-06,55.7145,55.8258,53.1555,53.6932,207784.0
2020-07-07,52.9422,55.6218,51.7925,51.876,248797.0
2020-07-08,51.774,53.5449,50.7907,52.7661,400764.0
2020-07-09,53.0628,53.0628,50.6909,51.1528,172426.0
2020-07-10,51.6534,55.9185,51.264,54.7224,198110.0
2020-07-11,51.6534,55.9185,51.264,54.7224,198110.0
2020-07-12,51.6534,55.9185,51.264,54.7224,198110.0
2020-07-13,55.9185,56.9662,54.0827,54.2403,170577.0
2020-07-14,54.0178,57.1702,53.4707,57.1609,157343.0
2020-07-15,58.6166,60.6286,58.6166,60.4524,328463.0
2020-07-16,61.1849,61.7597,59.1544,59.5716,250998.0
2020-07-17,59.4418,60.4895,58.8252,58.9226,169423.0
2020-07-18,59.4418,60.4895,58.8252,58.9226,169423.0
2020-07-19,59.4418,60.4895,58.8252,58.9226,169423.0
2020-07-20,58.4497,60.0676,58.0881,59.4696,107272.0
2020-07-21,60.063,60.9253,59.7524,60.712,122829.0
2020-07-22,60.2299,62.4922,60.2299,62.3439,210489.0
2020-07-23,62.1955,62.5849,59.1822,60.1928,212110.0
2020-07-24,59.7941,60.1001,58.8762,59.0431,111733.0
2020-07-25,59.7941,60.1001,58.8762,59.0431,111733.0
2020-07-26,59.7941,60.1001,58.8762,59.0431,111733.0
2020-07-27,59.0431,61.8895,58.8855,61.769,182999.0
2020-07-28,61.5279,62.9095,61.2498,62.3439,299204.0
2020-07-29,62.6128,64.7545,62.6128,64.5598,239419.0
2020-07-30,63.9572,63.9572,58.9411,61.1385,379075.0
2020-07-31,63.9015,64.5035,56.6324,59.2934,351542.0
2020-08-01,63.9015,64.5035,56.6324,59.2934,351542.0
2020-08-02,63.9015,64.5035,56.6324,59.2934,351542.0
2020-08-03,60.3968,63.4843,60.3968,62.9744,426718.0
2020-08-04,62.3346,62.9744,58.4404,60.0537,238747.0
2020-08-05,60.8882,62.2419,60.6008,60.8882,125433.0
2020-08-06,60.6749,61.6485,58.9596,59.3027,107928.0
2020-08-07,58.2643,60.0537,57.7979,59.7014,128183.0
2020-08-08,58.2643,60.0537,57.7979,59.7014,128183.0
2020-08-09,58.2643,60.0537,57.7979,59.7014,128183.0
2020-08-10,60.1186,62.8816,60.0166,60.7028,234223.0
2020-08-11,61.3332,62.6383,60.4988,60.916,169624.0
2020-08-12,61.8803,62.564,60.3041,60.508,117152.0
2020-08-13,60.267,61.9823,59.6643,61.0365,83146.0
2020-08-14,60.4895,60.6379,59.2656,59.8776,83709.0
2020-08-15,60.4895,60.6379,59.2656,59.8776,83709.0
2020-08-16,60.4895,60.6379,59.2656,59.8776,83709.0
2020-08-17,60.0166,62.8492,60.0166,61.7968,139351.0
2020-08-18,62.4273,62.8538,59.4325,59.5623,113975.0
2020-08-19,59.516,60.9531,58.9318,59.5994,90102.0
2020-08-20,58.7835,59.9703,58.4404,58.8391,77223.0
2020-08-21,58.5146,58.5424,57.4112,57.8841,99411.0
2020-08-22,58.5146,58.5424,57.4112,57.8841,99411.0
2020-08-23,58.5146,58.5424,57.4112,57.8841,99411.0
2020-08-24,58.561,59.3189,57.3278,57.9676,115708.0
2020-08-25,58.4312,58.561,56.4099,56.5119,234832.0
2020-08-26,57.643,57.643,55.3807,55.6496,183498.0
2020-08-27,56.2615,56.4563,53.976,54.5184,194607.0
2020-08-28,55.2447,55.9338,54.9794,55.3937,155361.0
2020-08-29,55.2447,55.9338,54.9794,55.3937,155361.0
2020-08-30,55.2447,55.9338,54.9794,55.3937,155361.0
2020-08-31,55.0771,55.0771,51.6785,52.3396,280530.0
2020-09-01,52.1533,55.1516,51.7716,55.0585,214777.0
2020-09-02,55.2541,55.7941,53.5221,55.5986,202427.0
2020-09-03,55.2913,55.2913,50.2445,50.5332,272128.0
2020-09-04,51.6133,51.8647,49.0992,50.8311,145234.0
2020-09-05,51.6133,51.8647,49.0992,50.8311,145234.0
2020-09-06,51.6133,51.8647,49.0992,50.8311,145234.0
2020-09-07,51.6133,51.8647,49.0992,50.8311,145234.0
2020-09-08,49.9465,51.5528,49.2016,50.1141,140633.0
2020-09-09,51.0639,51.4177,49.1016,49.7789,155351.0
2020-09-10,49.8814,50.1979,48.6802,49.2389,136364.0
2020-09-11,49.4344,50.1421,48.4148,48.5871,132601.0
2020-09-12,49.4344,50.1421,48.4148,48.5871,132601.0
2020-09-13,49.4344,50.1421,48.4148,48.5871,132601.0
2020-09-14,49.1551,50.5611,48.9914,50.4307,98412.0
2020-09-15,50.9429,51.455,48.8664,49.1364,112524.0
2020-09-16,49.6951,50.021,48.8199,49.0899,113300.0
2020-09-17,47.8887,49.1364,47.6745,48.3729,146890.0
2020-09-18,49.0154,49.6858,47.5721,48.1774,327662.0
2020-09-19,49.0154,49.6858,47.5721,48.1774,327662.0
2020-09-20,49.0154,49.6858,47.5721,48.1774,327662.0
2020-09-21,46.6596,47.5163,44.4481,45.9426,309337.0
2020-09-22,46.5572,49.7231,46.4641,49.6486,177792.0
2020-09-23,49.4158,50.7659,49.0852,49.1551,226039.0
2020-09-24,48.9409,49.4903,47.6094,49.1644,207805.0
2020-09-25,48.8292,51.8833,48.8292,50.6449,198828.0
2020-09-26,48.8292,51.8833,48.8292,50.6449,198828.0
2020-09-27,48.8292,51.8833,48.8292,50.6449,198828.0
2020-09-28,51.725,54.1926,51.3712,52.5072,182398.0
2020-09-29,53.4197,55.1516,52.8796,52.9262,204517.0
2020-09-30,52.9169,55.0026,52.9169,53.5594,192150.0
2020-10-01,54.4812,58.5224,54.4812,58.4293,299774.0
2020-10-02,56.5018,59.6584,55.8686,59.109,212555.0
2020-10-03,56.5018,59.6584,55.8686,59.109,212555.0
2020-10-04,56.5018,59.6584,55.8686,59.109,212555.0
2020-10-05,59.7422,62.5356,59.7422,62.1166,193528.0
2020-10-06,62.5263,63.7833,60.841,61.4275,195321.0
2020-10-07,61.4275,63.5878,61.083,62.1631,149843.0
2020-10-08,63.0105,63.0105,58.4013,58.9786,171676.0
2020-10-09,59.4721,60.4219,59.0298,59.6863,138459.0
2020-10-10,59.4721,60.4219,59.0298,59.6863,138459.0
2020-10-11,59.4721,60.4219,59.0298,59.6863,138459.0
2020-10-12,60.2915,60.3728,59.5001,59.6956,80147.0
2020-10-13,59.4442,60.245,58.7552,59.2207,117929.0
2020-10-14,59.2393,60.8409,57.7123,58.1965,114904.0
2020-10-15,57.2001,60.4033,56.6321,60.2729,168358.0
2020-10-16,60.217,61.2646,59.1742,59.3976,97370.0
2020-10-17,60.217,61.2646,59.1742,59.3976,97370.0
2020-10-18,60.217,61.2646,59.1742,59.3976,97370.0
2020-10-19,60.1705,60.4405,57.3771,57.8333,79796.0
2020-10-20,58.3548,60.9014,58.3548,59.0624,113367.0
2020-10-21,59.4721,59.6117,54.5185,54.6767,191021.0
2020-10-22,54.7419,55.0738,52.9448,53.8201,157476.0
2020-10-23,54.3508,54.4952,52.7679,53.1683,200165.0
2020-10-24,54.3508,54.4952,52.7679,53.1683,200165.0
2020-10-25,54.3508,54.4952,52.7679,53.1683,200165.0
2020-10-26,52.3861,52.9634,51.7064,52.4979,86081.0
2020-10-27,52.3303,53.1124,51.306,51.5947,149919.0
2020-10-28,50.1235,53.1683,49.6299,52.9634,184035.0
2020-10-29,56.7253,56.7253,52.868,53.6525,291851.0
2020-10-30,52.8331,54.9375,51.2129,51.9112,290026.0
2020-10-31,52.8331,54.9375,51.2129,51.9112,290026.0
2020-11-01,52.8331,54.9375,51.2129,51.9112,290026.0
2020-11-02,53.0379,55.6731,52.6934,55.6544,172864.0
2020-11-03,56.3621,57.6005,55.9198,57.0791,211497.0
2020-11-04,55.9245,57.7775,55.0399,56.269,156810.0
2020-11-05,57.2095,59.5746,57.2095,58.8855,124176.0
2020-11-06,58.9879,59.3883,57.2746,57.8519,59561.0
2020-11-07,58.9879,59.3883,57.2746,57.8519,59561.0
2020-11-08,58.9879,59.3883,57.2746,57.8519,59561.0
2020-11-09,60.4219,63.1222,50.9335,50.9615,536252.0
2020-11-10,52.1627,53.8108,51.3898,51.4177,421185.0
2020-11-11,51.6971,53.0659,50.589,52.7493,510532.0
2020-11-12,52.1627,53.3731,50.9196,51.4829,306470.0
2020-11-13,52.3768,53.7549,51.9392,53.0938,152252.0
2020-11-14,52.3768,53.7549,51.9392,53.0938,152252.0
2020-11-15,52.3768,53.7549,51.9392,53.0938,152252.0
2020-11-16,54.267,55.431,53.5408,54.8537,233115.0
2020-11-17,54.7047,56.7066,53.0752,56.6787,188177.0
2020-11-18,56.9953,57.9734,56.2318,56.8929,228448.0
2020-11-19,57.0139,57.526,56.4366,57.0512,126098.0
2020-11-20,57.1815,58.0382,56.3524,57.3305,113947.0
2020-11-21,57.1815,58.0382,56.3524,57.3305,113947.0
2020-11-22,57.1815,58.0382,56.3524,57.3305,113947.0
2020-11-23,58.1685,62.3401,58.1685,61.3251,277568.0
2020-11-24,62.3401,63.6716,61.4834,62.07,400222.0
2020-11-25,61.921,62.0514,59.3883,60.2822,128864.0
2020-11-26,61.921,62.0514,59.3883,60.2822,128864.0
2020-11-27,60.5254,61.4232,59.7305,60.329,44203.0
2020-11-28,60.5254,61.4232,59.7305,60.329,44203.0
2020-11-29,60.5254,61.4232,59.7305,60.329,44203.0
2020-11-30,60.0204,60.329,58.6176,58.9543,179396.0
2020-12-01,60.0297,60.0297,57.9256,58.973,157699.0
2020-12-02,58.7298,59.3844,57.7666,59.1039,184504.0
2020-12-03,59.478,61.0678,59.1132,60.6189,122928.0
2020-12-04,61.3016,63.864,60.9649,63.4525,200874.0
2020-12-05,61.3016,63.864,60.9649,63.4525,200874.0
2020-12-06,61.3016,63.864,60.9649,63.4525,200874.0
2020-12-07,63.6021,64.0043,61.7692,63.5367,240727.0
2020-12-08,63.0036,63.4899,61.0678,63.2281,275894.0
2020-12-09,63.4058,65.1405,62.5828,63.7424,190817.0
2020-12-10,63.0504,64.4532,62.8821,63.4712,133167.0
2020-12-11,63.0784,64.5841,62.3864,64.1165,138832.0
2020-12-12,63.0784,64.5841,62.3864,64.1165,138832.0
2020-12-13,63.0784,64.5841,62.3864,64.1165,138832.0
2020-12-14,64.6309,65.599,64.0884,64.1633,190751.0
2020-12-15,64.1539,67.4925,63.2266,67.4177,176351.0
2020-12-16,67.5954,68.0911,64.8366,65.192,192911.0
2020-12-17,65.2013,67.0904,64.8459,66.1552,140998.0
2020-12-18,66.7537,68.1191,65.4632,65.4819,400686.0
2020-12-19,66.7537,68.1191,65.4632,65.4819,400686.0
2020-12-20,66.7537,68.1191,65.4632,65.4819,400686.0
2020-12-21,63.7611,65.7437,63.6021,64.2568,169118.0
2020-12-22,64.7337,65.3416,63.7424,64.0978,128879.0
2020-12-23,64.4532,65.6128,63.1018,64.7337,123468.0
2020-12-24,65.1265,66.6135,64.6589,65.8092,59360.0
2020-12-25,65.1265,66.6135,64.6589,65.8092,59360.0
2020-12-26,65.1265,66.6135,64.6589,65.8092,59360.0
2020-12-27,65.1265,66.6135,64.6589,65.8092,59360.0
2020-12-28,64.4906,66.9501,64.4906,65.5754,112723.0
2020-12-29,65.5754,65.8466,63.0317,63.5741,118726.0
2020-12-30,64.2568,65.6502,64.0604,64.8459,84747.0
2020-12-31,64.5934,65.3042,63.2935,63.9201,102623.0
2021-01-01,64.5934,65.3042,63.2935,63.9201,102623.0
2021-01-02,64.5934,65.3042,63.2935,63.9201,102623.0
2021-01-03,64.5934,65.3042,63.2935,63.9201,102623.0
2021-01-04,64.8366,66.4545,64.3597,64.9021,217913.0
2021-01-05,64.6028,66.4919,64.6028,66.0991,99073.0
2021-01-06,67.2307,70.0643,66.7444,69.0449,225858.0
2021-01-07,69.5593,69.9895,67.4084,68.5493,96831.0
2021-01-08,68.8953,69.0075,64.3035,64.7805,154572.0
2021-01-09,68.8953,69.0075,64.3035,64.7805,154572.0
2021-01-10,68.8953,69.0075,64.3035,64.7805,154572.0
2021-01-11,64.2381,67.7731,63.5273,65.7157,132819.0
2021-01-12,66.0056,69.0262,65.8933,68.6335,78349.0
2021-01-13,68.5212,68.7176,66.6322,66.866,76301.0
2021-01-14,67.0623,68.4356,66.2394,67.2307,140460.0
2021-01-15,66.1646,67.8783,62.2555,65.3229,158063.0
2021-01-16,66.1646,67.8783,62.2555,65.3229,158063.0
2021-01-17,66.1646,67.8783,62.2555,65.3229,158063.0
2021-01-18,66.1646,67.8783,62.2555,65.3229,158063.0
2021-01-19,66.3422,69.7276,65.8935,69.2694,252128.0
2021-01-20,69.4751,70.8873,69.1104,69.9053,214516.0
2021-01-21,70.5132,71.4203,67.8432,67.9227,131817.0
2021-01-22,67.0623,68.2687,65.9682,67.7263,99631.0
2021-01-23,67.0623,68.2687,65.9682,67.7263,99631.0
2021-01-24,67.0623,68.2687,65.9682,67.7263,99631.0
2021-01-25,67.4645,67.9134,64.0323,65.0984,289428.0
2021-01-26,65.9495,68.5025,64.9769,65.4351,104492.0
2021-01-27,64.4345,65.1078,62.4145,63.6115,218251.0
2021-01-28,64.4906,66.389,64.1913,65.7624,147242.0
2021-01-29,65.5754,66.7444,63.7705,64.5841,109397.0
2021-01-30,65.5754,66.7444,63.7705,64.5841,109397.0
2021-01-31,65.5754,66.7444,63.7705,64.5841,109397.0
2021-02-01,65.8372,66.4919,62.6576,64.2474,134346.0
2021-02-02,65.2013,65.5754,63.5928,64.8366,145379.0
2021-02-03,64.4719,66.1646,63.7424,65.5847,77351.0
2021-02-04,65.8466,68.2313,65.365,68.1472,113934.0
2021-02-05,68.5119,71.1024,68.1472,70.6722,204202.0
2021-02-06,68.5119,71.1024,68.1472,70.6722,204202.0
2021-02-07,68.5119,71.1024,68.1472,70.6722,204202.0
2021-02-08,71.1678,72.9634,70.5787,72.9447,152508.0
2021-02-09,72.4023,74.1137,71.252,73.9079,171816.0
2021-02-10,74.0763,75.2639,73.5619,74.1043,190527.0
2021-02-11,74.9553,76.1524,70.9901,74.0576,232041.0
2021-02-12,73.8892,74.7964,70.1795,73.8799,176744.0
2021-02-13,73.8892,74.7964,70.1795,73.8799,176744.0
2021-02-14,73.8892,74.7964,70.1795,73.8799,176744.0
2021-02-15,73.8892,74.7964,70.1795,73.8799,176744.0
2021-02-16,74.6935,74.6935,72.4584,72.7296,189000.0
2021-02-17,72.3742,75.3855,71.5232,75.2826,141016.0
2021-02-18,74.5345,75.6193,74.441,75.2265,154263.0
2021-02-19,75.5726,77.0876,75.4381,76.6387,192746.0
2021-02-20,75.5726,77.0876,75.4381,76.6387,192746.0
2021-02-21,75.5726,77.0876,75.4381,76.6387,192746.0
2021-02-22,75.5632,77.1156,75.5632,76.2646,148341.0
2021-02-23,75.3762,77.0502,73.3655,76.3955,159140.0
2021-02-24,76.8725,79.5191,75.4837,77.817,321971.0
2021-02-25,77.2746,79.304,74.7075,75.0956,182617.0
2021-02-26,75.0863,76.0402,72.8792,73.8144,195442.0
2021-02-27,75.0863,76.0402,72.8792,73.8144,195442.0
2021-02-28,75.0863,76.0402,72.8792,73.8144,195442.0
2021-03-01,74.8151,77.7702,74.095,77.4429,91685.0
2021-03-02,77.5832,77.9479,75.2078,75.2078,86107.0
2021-03-03,75.6287,79.1076,75.6287,77.6767,104058.0
2021-03-04,77.2372,77.8544,73.4497,75.7222,111363.0
2021-03-05,76.5198,78.9504,74.1268,78.8753,110347.0
2021-03-06,76.5198,78.9504,74.1268,78.8753,110347.0
2021-03-07,76.5198,78.9504,74.1268,78.8753,110347.0
2021-03-08,78.9222,81.8408,78.9222,80.9868,202197.0
2021-03-09,81.5592,84.5528,80.0866,82.8167,203022.0
2021-03-10,84.0367,86.0262,83.8959,85.679,188594.0
2021-03-11,87.0397,88.0626,84.6561,84.7593,158660.0
2021-03-12,84.5059,85.1816,83.6989,84.1962,161054.0
2021-03-13,84.5059,85.1816,83.6989,84.1962,161054.0
2021-03-14,84.5059,85.1816,83.6989,84.1962,161054.0
2021-03-15,84.459,86.3171,83.8584,86.2983,109689.0
2021-03-16,86.3265,86.4391,83.605,84.9001,93147.0
2021-03-17,85.7728,85.7728,82.995,84.3652,89922.0
2021-03-18,84.0555,84.5998,81.0337,81.456,107332.0
2021-03-19,81.8032,81.8032,78.0776,79.307,247394.0
2021-03-20,81.8032,81.8032,78.0776,79.307,247394.0
2021-03-21,81.8032,81.8032,78.0776,79.307,247394.0
2021-03-22,79.7387,81.632,76.304,78.0776,108959.0
2021-03-23,77.3457,77.6272,74.2582,74.6242,159470.0
2021-03-24,75.4594,77.9557,72.2828,72.7661,187959.0
2021-03-25,71.64,77.0829,70.542,76.2008,184974.0
2021-03-26,76.8014,80.1328,75.8629,79.9076,218940.0
2021-03-27,76.8014,80.1328,75.8629,79.9076,218940.0
2021-03-28,76.8014,80.1328,75.8629,79.9076,218940.0
2021-03-29,79.3351,81.0947,76.8858,77.2237,170403.0
2021-03-30,76.8671,80.3205,75.9005,79.917,118992.0
2021-03-31,80.6208,81.8314,79.0349,79.7668,174360.0
2021-04-01,80.4707,84.5247,80.114,83.0983,165181.0
2021-04-02,80.4707,84.5247,80.114,83.0983,165181.0
2021-04-03,80.4707,84.5247,80.114,83.0983,165181.0
2021-04-04,80.4707,84.5247,80.114,83.0983,165181.0
2021-04-05,83.9147,84.3182,81.8032,82.8449,70159.0
2021-04-06,82.995,84.459,82.3851,83.164,61478.0
2021-04-07,83.0138,83.6332,81.5029,82.0848,59674.0
2021-04-08,82.5446,83.6144,80.1985,81.8877,104901.0
2021-04-09,82.0191,83.0936,81.1745,82.5915,67884.0
2021-04-10,82.0191,83.0936,81.1745,82.5915,67884.0
2021-04-11,82.0191,83.0936,81.1745,82.5915,67884.0
2021-04-12,82.9575,84.9282,81.7938,84.2244,105877.0
2021-04-13,84.7218,85.3974,80.8836,83.0889,90484.0
2021-04-14,82.7698,84.3558,82.5452,83.6613,91844.0
2021-04-15,83.8678,83.8678,82.4601,83.2296,54716.0
2021-04-16,83.727,83.727,81.9815,83.1827,108181.0
2021-04-17,83.727,83.727,81.9815,83.1827,108181.0
2021-04-18,83.727,83.727,81.9815,83.1827,108181.0
2021-04-19,85.0408,85.0408,81.578,83.5863,106321.0
2021-04-20,82.9293,84.1775,80.7146,82.1786,188735.0
2021-04-21,82.1504,84.0836,81.6437,83.8772,76619.0
2021-04-22,84.2901,84.6185,82.3006,82.3006,65204.0
2021-04-23,82.9575,85.0784,81.6437,84.4121,88537.0
2021-04-24,82.9575,85.0784,81.6437,84.4121,88537.0
2021-04-25,82.9575,85.0784,81.6437,84.4121,88537.0
2021-04-26,84.5904,90.4274,84.5904,90.1365,273233.0
2021-04-27,90.1365,91.4222,88.2878,89.8925,186007.0
2021-04-28,89.2544,90.8873,89.245,90.8591,126353.0
2021-04-29,92.3137,92.7454,84.4684,86.3922,184341.0
2021-04-30,87.2649,87.2649,83.5393,84.0836,194250.0
2021-05-01,87.2649,87.2649,83.5393,84.0836,194250.0
2021-05-02,87.2649,87.2649,83.5393,84.0836,194250.0
2021-05-03,85.998,88.0907,85.191,87.6872,209323.0
2021-05-04,86.8989,88.2033,85.1065,87.8561,223932.0
2021-05-05,88.2033,89.4984,87.1335,88.0344,155954.0
2021-05-06,88.5787,90.3054,88.0813,90.2867,179356.0
2021-05-07,89.9019,92.3137,89.7799,91.516,174231.0
2021-05-08,89.9019,92.3137,89.7799,91.516,174231.0
2021-05-09,89.9019,92.3137,89.7799,91.516,174231.0
2021-05-10,91.9571,92.3606,88.2503,88.3347,98136.0
2021-05-11,86.5329,87.3963,85.0503,85.8385,105572.0
2021-05-12,85.3974,86.7975,80.968,81.3152,124712.0
2021-05-13,81.9534,86.0825,81.9534,85.4725,123570.0
2021-05-14,86.2045,86.9646,84.8719,86.9271,114681.0
2021-05-15,86.2045,86.9646,84.8719,86.9271,114681.0
2021-05-16,86.2045,86.9646,84.8719,86.9271,114681.0
2021-05-17,86.1388,86.6174,83.483,86.3359,115686.0
2021-05-18,86.5517,86.8866,83.6519,83.7458,174530.0
2021-05-19,81.9158,83.5112,81.2542,83.117,107221.0
2021-05-20,83.2484,83.2484,81.9177,82.8355,62567.0
2021-05-21,83.7082,84.0461,81.7563,82.1974,89470.0
2021-05-22,83.7082,84.0461,81.7563,82.1974,89470.0
2021-05-23,83.7082,84.0461,81.7563,82.1974,89470.0
2021-05-24,82.7323,82.7323,80.0437,80.0671,96456.0
2021-05-25,80.3299,81.7188,79.7481,79.9545,125904.0
2021-05-26,80.6302,81.5874,80.6114,80.8742,117860.0
2021-05-27,81.9628,82.3194,80.5176,81.0525,225775.0
2021-05-28,82.0787,82.3094,80.337,80.6853,89281.0
