,BOH US Equity,BOH US Equity,BOH US Equity,BOH US Equity,BOH US Equity
2021-03-15,83.9381,84.3357,82.4095,84.1766,372584.0
2021-03-16,83.673,83.673,81.3934,82.224,298724.0
2021-03-17,82.9573,83.7349,81.8617,83.4521,270035.0
2021-03-18,84.5389,87.5607,84.0971,84.5919,305830.0
2021-03-19,83.461,84.963,82.3654,84.963,1573150.0
2021-03-20,83.461,84.963,82.3654,84.963,1573150.0
2021-03-21,83.461,84.963,82.3654,84.963,1573150.0
2021-03-22,84.2827,84.2827,80.5717,81.2521,271956.0
2021-03-23,80.4304,80.5629,78.2391,78.4247,307615.0
2021-03-24,79.1315,80.987,78.7869,78.8576,192960.0
2021-03-25,78.7428,81.0489,77.7974,80.6336,205459.0
2021-03-26,81.9412,82.4802,81.0312,82.2947,179407.0
2021-03-27,81.9412,82.4802,81.0312,82.2947,179407.0
2021-03-28,81.9412,82.4802,81.0312,82.2947,179407.0
2021-03-29,81.0047,82.0826,78.946,79.105,274012.0
2021-03-30,79.4938,81.5083,79.4938,81.04,167719.0
2021-03-31,80.7396,81.4376,79.0608,79.0697,204901.0
2021-04-01,78.9283,80.6424,78.4777,80.4127,234081.0
2021-04-02,78.9283,80.6424,78.4777,80.4127,234081.0
2021-04-03,78.9283,80.6424,78.4777,80.4127,234081.0
2021-04-04,78.9283,80.6424,78.4777,80.4127,234081.0
2021-04-05,81.473,81.7734,79.5203,80.0946,146630.0
2021-04-06,79.6617,80.6512,79.2906,80.0151,154995.0
2021-04-07,80.4834,80.7219,79.0962,79.4673,136507.0
2021-04-08,79.1757,79.4938,77.884,79.3347,136961.0
2021-04-09,79.9267,80.5364,79.2862,80.183,176219.0
2021-04-10,79.9267,80.5364,79.2862,80.183,176219.0
2021-04-11,79.9267,80.5364,79.2862,80.183,176219.0
2021-04-12,80.5894,81.1991,80.0416,80.9782,120602.0
2021-04-13,80.3597,80.3597,78.7705,79.105,151104.0
2021-04-14,79.0785,80.7396,79.0785,80.1653,136801.0
2021-04-15,80.4127,80.4127,78.4644,80.0063,144268.0
2021-04-16,80.7749,81.3846,80.0858,81.04,151096.0
2021-04-17,80.7749,81.3846,80.0858,81.04,151096.0
2021-04-18,80.7749,81.3846,80.0858,81.04,151096.0
2021-04-19,81.2167,81.5702,79.9532,80.5452,163969.0
2021-04-20,80.5187,80.5187,78.1419,78.1596,165272.0
2021-04-21,77.4881,79.7942,77.3291,79.2994,235466.0
2021-04-22,79.211,79.9091,78.0448,78.0889,168338.0
2021-04-23,78.2303,81.1725,78.2303,80.342,208086.0
2021-04-24,78.2303,81.1725,78.2303,80.342,208086.0
2021-04-25,78.2303,81.1725,78.2303,80.342,208086.0
2021-04-26,81.632,81.9943,78.9195,79.3701,265983.0
2021-04-27,80.0239,81.2344,79.7235,81.1284,160385.0
2021-04-28,81.3316,81.3493,80.1299,80.3155,252595.0
2021-04-29,80.7219,82.1445,80.3155,82.0473,304977.0
2021-04-30,81.093,81.9766,80.0946,80.3067,335869.0
2021-05-01,81.093,81.9766,80.0946,80.3067,335869.0
2021-05-02,81.093,81.9766,80.0946,80.3067,335869.0
2021-05-03,81.3581,81.5878,80.2581,81.3051,257698.0
2021-05-04,80.9605,82.4891,80.342,82.4891,288840.0
2021-05-05,82.4714,83.0757,81.8661,82.4802,180322.0
2021-05-06,83.0899,83.9381,82.3565,83.8409,153243.0
2021-05-07,81.7292,83.726,81.632,83.3991,192076.0
2021-05-08,81.7292,83.726,81.632,83.3991,192076.0
2021-05-09,81.7292,83.726,81.632,83.3991,192076.0
2021-05-10,83.9381,84.7775,82.277,82.3388,129539.0
2021-05-11,81.6232,82.8248,81.1725,81.2167,181071.0
2021-05-12,81.9059,82.4095,78.4954,78.7958,162894.0
2021-05-13,78.6809,82.7188,78.6809,82.3388,231728.0
2021-05-14,82.6039,82.8116,81.7645,82.5862,117897.0
2021-05-15,82.6039,82.8116,81.7645,82.5862,117897.0
2021-05-16,82.6039,82.8116,81.7645,82.5862,117897.0
2021-05-17,82.0031,82.7011,81.3873,82.1798,145200.0
2021-05-18,81.6938,82.2063,80.7308,80.8545,230285.0
2021-05-19,79.6528,80.7264,78.7163,80.6778,180212.0
2021-05-20,80.5982,80.6247,79.5203,80.2713,115198.0
2021-05-21,80.934,81.6562,80.5894,81.2167,120134.0
2021-05-22,80.934,81.6562,80.5894,81.2167,120134.0
2021-05-23,80.934,81.6562,80.5894,81.2167,120134.0
2021-05-24,81.8529,81.8529,79.4673,79.7147,315086.0
2021-05-25,79.697,79.8914,78.1773,78.354,398008.0
2021-05-26,78.3628,79.2552,78.0448,78.893,1068491.0
2021-05-27,79.9257,80.1393,79.0933,79.2313,196262.0
2021-05-28,79.0354,79.9969,78.2075,79.8901,219804.0
2021-05-29,79.0354,79.9969,78.2075,79.8901,219804.0
2021-05-30,79.0354,79.9969,78.2075,79.8901,219804.0
2021-05-31,79.0354,79.9969,78.2075,79.8901,219804.0
2021-06-01,80.2907,80.8693,79.6942,79.899,184138.0
2021-06-02,80.2373,80.2373,78.6437,78.7506,171541.0
2021-06-03,78.7149,79.4806,78.3321,79.0621,201873.0
2021-06-04,78.6081,79.071,77.9404,78.8129,147527.0
2021-06-05,78.6081,79.071,77.9404,78.8129,147527.0
2021-06-06,78.6081,79.071,77.9404,78.8129,147527.0
2021-06-07,78.9731,79.2135,78.4835,79.0532,203847.0
2021-06-08,78.4212,79.7387,77.8158,79.5073,229101.0
2021-06-09,78.7862,79.534,78.2654,79.0978,287744.0
2021-06-10,80.1215,80.1215,78.4924,78.5369,218930.0
2021-06-11,78.7951,79.6275,78.2698,79.1423,194595.0
2021-06-12,78.7951,79.6275,78.2698,79.1423,194595.0
2021-06-13,78.7951,79.6275,78.2698,79.1423,194595.0
2021-06-14,79.4538,79.6987,76.93,77.1837,339808.0
2021-06-15,77.2995,79.2224,77.2282,78.4123,179954.0
2021-06-16,77.985,79.5251,77.2372,79.0799,193343.0
2021-06-17,79.5785,79.5785,75.0205,75.1273,266802.0
2021-06-18,74.335,74.5531,72.3141,72.3942,529731.0
2021-06-19,74.335,74.5531,72.3141,72.3942,529731.0
2021-06-20,74.335,74.5531,72.3141,72.3942,529731.0
2021-06-21,73.0797,75.6703,73.0797,75.5457,249115.0
2021-06-22,75.3142,75.3587,73.8409,75.0116,200470.0
2021-06-23,75.332,75.6537,75.0116,75.0917,133410.0
2021-06-24,75.4033,76.5962,74.7838,76.4983,246844.0
2021-06-25,76.7742,78.2787,76.5428,77.8336,419334.0
2021-06-26,76.7742,78.2787,76.5428,77.8336,419334.0
2021-06-27,76.7742,78.2787,76.5428,77.8336,419334.0
2021-06-28,77.3084,77.4508,74.8068,75.1629,184114.0
2021-06-29,75.9107,76.338,74.3795,74.6911,163084.0
2021-06-30,74.4329,75.3498,74.4062,74.9759,252461.0
2021-07-01,75.4834,75.8973,74.7178,75.5813,201338.0
2021-07-02,75.1896,75.3053,74.335,74.7267,150735.0
2021-07-03,75.1896,75.3053,74.335,74.7267,150735.0
2021-07-04,75.1896,75.3053,74.335,74.7267,150735.0
2021-07-05,75.1896,75.3053,74.335,74.7267,150735.0
2021-07-06,74.335,74.3617,73.0441,73.2845,264906.0
2021-07-07,72.6524,73.7207,72.5634,73.0797,185966.0
2021-07-08,72.0114,72.9551,71.3171,72.4477,271896.0
2021-07-09,73.6139,76.1778,73.5783,75.9997,434492.0
2021-07-10,73.6139,76.1778,73.5783,75.9997,434492.0
2021-07-11,73.6139,76.1778,73.5783,75.9997,434492.0
2021-07-12,74.8424,76.3291,74.2326,76.0976,266161.0
2021-07-13,75.6703,75.795,74.7534,75.5368,198460.0
2021-07-14,75.7772,76.2579,74.8869,76.062,208994.0
2021-07-15,75.3944,77.1392,75.1762,76.8989,224537.0
2021-07-16,77.5398,77.5398,75.1184,75.243,253562.0
2021-07-17,77.5398,77.5398,75.1184,75.243,253562.0
2021-07-18,77.5398,77.5398,75.1184,75.243,253562.0
2021-07-19,73.6762,74.3439,71.6643,72.1005,352317.0
2021-07-20,72.1717,74.8869,72.1628,73.3913,400500.0
2021-07-21,74.2014,75.1567,73.6317,74.1302,178858.0
2021-07-22,73.7652,73.7652,71.8512,72.0471,199001.0
2021-07-23,72.8038,73.1599,71.8601,73.1153,208462.0
2021-07-24,72.8038,73.1599,71.8601,73.1153,208462.0
2021-07-25,72.8038,73.1599,71.8601,73.1153,208462.0
2021-07-26,73.9433,74.878,73.329,74.1035,314069.0
2021-07-27,73.5872,75.3587,73.2845,74.6466,245342.0
2021-07-28,74.7712,75.8439,73.9522,75.0205,194978.0
2021-07-29,75.9997,76.3736,74.8158,75.5813,156694.0
2021-07-30,74.8691,76.2045,74.3083,74.5219,224697.0
2021-07-31,74.8691,76.2045,74.3083,74.5219,224697.0
2021-08-01,74.8691,76.2045,74.3083,74.5219,224697.0
2021-08-02,74.9937,76.5873,73.8008,73.8275,214613.0
2021-08-03,73.8275,74.6911,72.8038,74.6377,230355.0
2021-08-04,73.6762,74.7801,73.5249,73.5694,146817.0
2021-08-05,74.2816,74.7089,73.8809,74.3083,174083.0
2021-08-06,75.4478,76.6051,75.105,76.16,162439.0
2021-08-07,75.4478,76.6051,75.105,76.16,162439.0
2021-08-08,75.4478,76.6051,75.105,76.16,162439.0
2021-08-09,75.6169,76.5072,75.2608,75.4478,158543.0
2021-08-10,75.2252,76.4804,74.9136,76.0175,102295.0
2021-08-11,76.2846,77.4864,75.5323,77.4686,156011.0
2021-08-12,77.2372,77.5576,76.3558,77.0947,122840.0
2021-08-13,76.8276,76.8276,75.9062,76.4181,128924.0
2021-08-14,76.8276,76.8276,75.9062,76.4181,128924.0
2021-08-15,76.8276,76.8276,75.9062,76.4181,128924.0
2021-08-16,75.8128,76.3024,75.1006,75.9107,130377.0
2021-08-17,75.2875,75.9819,74.5931,75.6347,161158.0
2021-08-18,75.2608,75.6525,74.2459,74.2459,133476.0
2021-08-19,73.516,74.5664,73.3646,74.0412,134923.0
2021-08-20,74.0501,75.6703,74.0501,75.6614,92871.0
2021-08-21,74.0501,75.6703,74.0501,75.6614,92871.0
2021-08-22,74.0501,75.6703,74.0501,75.6614,92871.0
2021-08-23,76.062,76.5428,75.3855,75.6258,237706.0
2021-08-24,75.7415,76.0264,75.3053,75.7237,164233.0
2021-08-25,75.6792,76.703,75.4122,75.6258,153406.0
2021-08-26,75.8128,75.8128,74.2905,74.3439,136248.0
2021-08-27,74.8157,76.0798,74.8157,76.0353,288835.0
2021-08-28,74.8157,76.0798,74.8157,76.0353,288835.0
2021-08-29,74.8157,76.0798,74.8157,76.0353,288835.0
2021-08-30,76.1072,76.1072,74.6441,74.662,199716.0
2021-08-31,74.9582,75.6045,74.3209,75.2275,177016.0
2021-09-01,75.2275,75.2275,73.7061,74.1055,139371.0
2021-09-02,73.9888,74.478,73.6029,73.9529,147843.0
2021-09-03,73.8362,74.2177,73.172,73.3695,101489.0
2021-09-04,73.8362,74.2177,73.172,73.3695,101489.0
2021-09-05,73.8362,74.2177,73.172,73.3695,101489.0
2021-09-06,73.8362,74.2177,73.172,73.3695,101489.0
2021-09-07,73.3336,74.1773,72.427,72.5437,176958.0
2021-09-08,72.2565,72.7664,71.6266,72.1039,123732.0
2021-09-09,71.7628,72.786,71.7538,71.9244,135545.0
2021-09-10,72.1218,72.4046,70.3715,70.4074,171950.0
2021-09-11,72.1218,72.4046,70.3715,70.4074,171950.0
2021-09-12,72.1218,72.4046,70.3715,70.4074,171950.0
2021-09-13,71.0178,71.1704,70.0035,70.578,198381.0
2021-09-14,70.7485,70.7485,68.8097,69.2495,257728.0
2021-09-15,69.079,70.4254,69.079,69.815,235810.0
2021-09-16,70.2728,70.578,69.0969,69.3842,175183.0
2021-09-17,69.4021,70.5241,69.4021,69.8509,511728.0
2021-09-18,69.4021,70.5241,69.4021,69.8509,511728.0
2021-09-19,69.4021,70.5241,69.4021,69.8509,511728.0
2021-09-20,68.2173,69.6086,67.9301,69.5008,238635.0
2021-09-21,69.9317,70.4433,69.2316,69.8689,146574.0
2021-09-22,70.5062,71.5563,70.4074,71.0357,118471.0
2021-09-23,71.5653,73.5005,71.5653,72.9297,185137.0
2021-09-24,72.9745,73.9619,72.9476,73.1989,182129.0
2021-09-25,72.9745,73.9619,72.9476,73.1989,182129.0
2021-09-26,72.9745,73.9619,72.9476,73.1989,182129.0
2021-09-27,74.0247,76.1969,74.0247,75.5686,223569.0
2021-09-28,75.8917,76.1861,75.039,75.2275,164153.0
2021-09-29,75.1737,75.7661,74.6979,75.1378,185073.0
2021-09-30,75.434,75.8469,73.6388,73.7555,159405.0
2021-10-01,73.7734,75.3173,73.6253,74.7249,181784.0
2021-10-02,73.7734,75.3173,73.6253,74.7249,181784.0
2021-10-03,73.7734,75.3173,73.6253,74.7249,181784.0
2021-10-04,74.7069,75.5327,73.7914,74.4735,181371.0
2021-10-05,75.1737,75.1737,73.8183,73.9799,128268.0
2021-10-06,73.4503,73.549,72.1936,73.54,133489.0
2021-10-07,73.9978,74.8685,73.9978,74.5005,131761.0
2021-10-08,74.662,74.7787,74.0427,74.5005,137019.0
2021-10-09,74.662,74.7787,74.0427,74.5005,137019.0
2021-10-10,74.662,74.7787,74.0427,74.5005,137019.0
2021-10-11,74.8415,74.8685,73.54,73.5939,132475.0
2021-10-12,73.2977,73.4772,72.7457,73.3874,132530.0
2021-10-13,73.3156,73.7375,72.3821,73.3246,141994.0
2021-10-14,73.8632,74.3748,73.3067,74.3479,74286.0
2021-10-15,75.0121,75.3442,74.4556,74.689,135126.0
2021-10-16,75.0121,75.3442,74.4556,74.689,135126.0
2021-10-17,75.0121,75.3442,74.4556,74.689,135126.0
2021-10-18,74.5633,75.9364,74.4163,75.3083,172484.0
2021-10-19,75.7481,76.5335,75.057,76.4034,147276.0
2021-10-20,76.0982,77.1932,76.0982,77.1484,116533.0
2021-10-21,77.2651,77.3548,76.2687,76.9419,127221.0
2021-10-22,76.9329,77.8036,76.9329,77.6061,155654.0
2021-10-23,76.9329,77.8036,76.9329,77.6061,155654.0
2021-10-24,76.9329,77.8036,76.9329,77.6061,155654.0
2021-10-25,78.1088,79.7855,77.7318,78.7192,256823.0
2021-10-26,79.15,79.8501,78.028,78.8269,182555.0
2021-10-27,78.2704,78.3893,75.3981,75.425,198022.0
2021-10-28,75.793,76.4841,75.5417,76.4303,159557.0
2021-10-29,76.52,76.7444,75.6404,75.8469,103863.0
2021-10-30,76.52,76.7444,75.6404,75.8469,103863.0
2021-10-31,76.52,76.7444,75.6404,75.8469,103863.0
2021-11-01,76.5649,77.8485,76.3046,77.7587,212456.0
2021-11-02,77.66,77.7587,76.0802,76.152,118432.0
2021-11-03,75.9187,78.4589,75.9187,78.1716,164918.0
2021-11-04,77.8485,78.7999,76.2956,76.8073,112379.0
2021-11-05,77.3907,78.4589,77.3907,78.414,102684.0
2021-11-06,77.3907,78.4589,77.3907,78.414,102684.0
2021-11-07,77.3907,78.4589,77.3907,78.414,102684.0
2021-11-08,78.5486,79.0333,77.8126,78.3063,75839.0
2021-11-09,77.642,78.4768,77.4266,78.1357,74245.0
2021-11-10,78.3691,78.8628,78.1447,78.6025,117099.0
2021-11-11,78.782,79.0647,77.9293,78.6743,91384.0
2021-11-12,78.6294,79.0423,77.6645,78.4948,65437.0
2021-11-13,78.6294,79.0423,77.6645,78.4948,65437.0
2021-11-14,78.6294,79.0423,77.6645,78.4948,65437.0
2021-11-15,79.0243,79.4846,78.5486,79.3565,99541.0
2021-11-16,79.0064,79.7245,78.423,78.7281,105918.0
2021-11-17,78.2793,78.4633,76.924,77.4625,88103.0
2021-11-18,77.2651,77.8709,76.8342,77.5523,118928.0
2021-11-19,76.6008,76.6008,75.5058,76.3316,114416.0
2021-11-20,76.6008,76.6008,75.5058,76.3316,114416.0
2021-11-21,76.6008,76.6008,75.5058,76.3316,114416.0
2021-11-22,77.0407,78.387,76.7085,77.3638,91675.0
2021-11-23,77.651,78.5127,77.3279,78.4589,99411.0
2021-11-24,78.1447,78.791,77.274,77.8844,72966.0
2021-11-25,78.1447,78.791,77.274,77.8844,72966.0
2021-11-26,75.5506,75.5506,73.1316,73.9709,165182.0
2021-11-27,75.5506,75.5506,73.1316,73.9709,165182.0
2021-11-28,75.5506,75.5506,73.1316,73.9709,165182.0
2021-11-29,75.1025,75.1025,73.5092,73.5725,127973.0
2021-11-30,72.4138,72.8936,71.6352,72.2237,191431.0
2021-12-01,73.1923,75.2473,72.3957,72.4771,244665.0
2021-12-02,73.0746,75.5099,73.0113,75.2564,173502.0
2021-12-03,75.2564,75.5687,72.8302,73.1561,124738.0
2021-12-04,75.2564,75.5687,72.8302,73.1561,124738.0
2021-12-05,75.2564,75.5687,72.8302,73.1561,124738.0
2021-12-06,74.5502,76.8316,74.0342,76.1073,202448.0
2021-12-07,76.6777,77.0398,74.6951,75.193,137018.0
2021-12-08,75.2835,75.6094,74.4235,74.9576,122547.0
2021-12-09,74.342,75.0934,73.8532,74.4235,92005.0
2021-12-10,74.9124,75.1658,73.9256,75.0844,93307.0
2021-12-11,74.9124,75.1658,73.9256,75.0844,93307.0
2021-12-12,74.9124,75.1658,73.9256,75.0844,93307.0
2021-12-13,74.4416,74.4959,73.1923,73.6631,134950.0
2021-12-14,73.826,75.6366,73.7717,74.2062,182066.0
2021-12-15,74.2787,75.3107,73.5635,74.9486,227553.0
2021-12-16,75.5461,76.1979,74.3964,74.5955,163792.0
2021-12-17,74.7856,74.7856,72.5767,73.138,892001.0
2021-12-18,74.7856,74.7856,72.5767,73.138,892001.0
2021-12-19,74.7856,74.7856,72.5767,73.138,892001.0
2021-12-20,72.4228,72.6944,71.2731,72.5586,209404.0
2021-12-21,73.2647,74.6227,73.2647,74.3873,172773.0
2021-12-22,74.4778,75.2021,74.1881,74.8399,98067.0
2021-12-23,75.5099,75.8176,74.8852,75.4555,92913.0
2021-12-24,75.5099,75.8176,74.8852,75.4555,92913.0
2021-12-25,75.5099,75.8176,74.8852,75.4555,92913.0
2021-12-26,75.5099,75.8176,74.8852,75.4555,92913.0
2021-12-27,75.3831,76.3065,74.6408,76.1436,130728.0
2021-12-28,75.7452,77.2842,75.7452,76.2069,153991.0
2021-12-29,76.3337,76.8316,76.0802,76.3427,85594.0
2021-12-30,76.5962,76.9855,75.8901,75.9353,85499.0
2021-12-31,75.7452,76.3215,75.3922,75.8267,87355.0
2022-01-01,75.7452,76.3215,75.3922,75.8267,87355.0
2022-01-02,75.7452,76.3215,75.3922,75.8267,87355.0
2022-01-03,76.6324,77.8545,76.5871,77.411,141741.0
2022-01-04,78.1985,79.5293,78.1985,78.5697,174855.0
2022-01-05,78.796,79.9503,78.4928,78.6331,201739.0
2022-01-06,79.5927,80.7605,79.1739,80.6338,160348.0
2022-01-07,80.498,82.1728,79.991,82.1546,251456.0
2022-01-08,80.498,82.1728,79.991,82.1546,251456.0
2022-01-09,80.498,82.1728,79.991,82.1546,251456.0
2022-01-10,82.381,82.4262,81.7111,82.3357,246337.0
2022-01-11,82.5711,83.0138,81.3218,82.1728,147457.0
2022-01-12,81.9464,82.7702,81.6522,82.2361,148105.0
2022-01-13,82.5439,83.6031,82.2814,82.8789,118589.0
2022-01-14,81.8468,83.2138,81.4757,83.1776,126083.0
2022-01-15,81.8468,83.2138,81.4757,83.1776,126083.0
2022-01-16,81.8468,83.2138,81.4757,83.1776,126083.0
2022-01-17,81.8468,83.2138,81.4757,83.1776,126083.0
2022-01-18,83.4673,83.6303,82.4036,82.9694,135388.0
2022-01-19,82.9151,83.0509,80.9416,80.9959,122602.0
2022-01-20,80.7967,81.9012,79.9276,79.9458,246527.0
2022-01-21,79.8009,80.9687,78.6421,79.2306,238122.0
2022-01-22,79.8009,80.9687,78.6421,79.2306,238122.0
2022-01-23,79.8009,80.9687,78.6421,79.2306,238122.0
2022-01-24,78.3072,80.1992,77.5717,80.1178,268946.0
2022-01-25,79.5384,80.842,77.9903,79.819,179069.0
2022-01-26,80.2626,80.5523,77.5739,78.4249,268662.0
2022-01-27,79.3347,80.7515,76.5328,77.5286,255356.0
2022-01-28,77.6463,78.0084,75.786,77.5648,181038.0
2022-01-29,77.6463,78.0084,75.786,77.5648,181038.0
2022-01-30,77.6463,78.0084,75.786,77.5648,181038.0
2022-01-31,76.9493,77.927,75.9761,77.9179,251139.0
2022-02-01,77.9089,78.5245,77.1394,78.4339,183673.0
2022-02-02,78.0809,78.0809,76.9493,77.3385,180243.0
2022-02-03,77.8274,78.3162,76.9764,77.5015,163263.0
2022-02-04,78.099,78.9137,77.3385,78.271,131901.0
2022-02-05,78.099,78.9137,77.3385,78.271,131901.0
2022-02-06,78.099,78.9137,77.3385,78.271,131901.0
2022-02-07,78.6784,78.6784,77.8002,78.1171,172826.0
2022-02-08,78.9861,80.4799,78.9861,80.0001,168673.0
2022-02-09,80.0725,80.1449,79.0405,79.1853,119887.0
2022-02-10,79.2215,80.1721,79.0857,79.3845,176300.0
2022-02-11,79.0405,80.4074,78.5969,79.2577,165128.0
2022-02-12,79.0405,80.4074,78.5969,79.2577,165128.0
2022-02-13,79.0405,80.4074,78.5969,79.2577,165128.0
2022-02-14,79.9186,80.0996,78.5063,79.1672,145206.0
2022-02-15,79.7194,80.5613,79.6651,80.2354,146361.0
2022-02-16,79.6651,80.7877,79.5927,79.8371,134598.0
2022-02-17,79.3121,79.5002,78.0628,78.2438,125176.0
2022-02-18,77.9722,79.6153,77.9722,79.0133,118935.0
2022-02-19,77.9722,79.6153,77.9722,79.0133,118935.0
2022-02-20,77.9722,79.6153,77.9722,79.0133,118935.0
2022-02-21,77.9722,79.6153,77.9722,79.0133,118935.0
2022-02-22,79.1219,79.638,78.452,78.8775,114271.0
2022-02-23,79.638,79.9186,77.5558,77.8908,123487.0
2022-02-24,75.9806,76.2975,73.8984,76.1436,241594.0
2022-02-25,76.9469,79.2656,76.698,79.1286,168962.0
2022-02-26,76.9469,79.2656,76.698,79.1286,168962.0
2022-02-27,76.9469,79.2656,76.698,79.1286,168962.0
2022-02-28,77.0199,78.7361,77.0199,78.6722,203444.0
2022-03-01,77.8597,78.517,74.5779,75.6414,226894.0
2022-03-02,76.2987,78.8548,76.2987,78.2158,148872.0
2022-03-03,78.0058,78.8274,77.2116,77.8232,169272.0
2022-03-04,76.3809,76.3809,74.2812,74.9842,142772.0
2022-03-05,76.3809,76.3809,74.2812,74.9842,142772.0
2022-03-06,76.3809,76.3809,74.2812,74.9842,142772.0
2022-03-07,74.3999,75.0754,73.204,73.2588,149379.0
2022-03-08,74.1991,75.0516,72.6609,72.8937,248121.0
2022-03-09,74.7377,75.1393,74.2356,74.7286,173950.0
2022-03-10,74.0713,75.3493,74.0713,75.0937,114793.0
2022-03-11,75.9518,77.3668,75.9518,76.5543,328290.0
2022-03-12,75.9518,77.3668,75.9518,76.5543,328290.0
2022-03-13,75.9518,77.3668,75.9518,76.5543,328290.0
2022-03-14,77.7958,79.0556,75.8331,76.2805,159729.0
2022-03-15,76.673,77.7045,75.7464,76.4356,115358.0
2022-03-16,77.2207,78.5718,77.2207,78.5444,128518.0
2022-03-17,77.8141,78.371,76.8921,77.8415,205075.0
2022-03-18,77.8597,78.1153,76.1892,77.7867,370527.0
2022-03-19,77.8597,78.1153,76.1892,77.7867,370527.0
2022-03-20,77.8597,78.1153,76.1892,77.7867,370527.0
2022-03-21,78.2066,78.8822,77.3577,78.0423,144931.0
2022-03-22,78.7635,79.2656,77.7776,78.2614,169897.0
2022-03-23,77.9054,78.0241,76.39,76.4813,164662.0
2022-03-24,76.7734,77.102,76.1709,76.6821,97019.0
2022-03-25,76.9651,78.8913,76.7871,78.8,158259.0
2022-03-26,76.9651,78.8913,76.7871,78.8,158259.0
2022-03-27,76.9651,78.8913,76.7871,78.8,158259.0
2022-03-28,78.3983,79.0556,77.3805,78.2705,135679.0
2022-03-29,79.1652,79.6672,78.2705,79.4025,149136.0
2022-03-30,79.2382,79.2747,76.5634,77.1751,139568.0
2022-03-31,76.9469,77.7593,76.5817,76.6091,151235.0
2022-04-01,76.9925,77.5265,75.3128,75.6597,212133.0
2022-04-02,76.9925,77.5265,75.3128,75.6597,212133.0
2022-04-03,76.9925,77.5265,75.3128,75.6597,212133.0
2022-04-04,75.2945,75.541,73.8659,75.1941,186004.0
2022-04-05,75.3402,75.897,74.2173,74.4547,156754.0
2022-04-06,74.0895,74.5734,73.5418,73.6513,181313.0
2022-04-07,73.6605,74.126,72.0812,72.4737,211208.0
2022-04-08,72.7385,72.9119,71.6384,72.209,251446.0
2022-04-09,72.7385,72.9119,71.6384,72.209,251446.0
2022-04-10,72.7385,72.9119,71.6384,72.209,251446.0
2022-04-11,72.4007,73.5874,71.6887,71.7434,153453.0
2022-04-12,71.7891,72.5285,70.6845,71.0588,209730.0
2022-04-13,70.5293,72.4372,70.5293,72.3916,208466.0
2022-04-14,72.3094,73.0123,71.6156,71.8256,167585.0
2022-04-15,72.3094,73.0123,71.6156,71.8256,167585.0
2022-04-16,72.3094,73.0123,71.6156,71.8256,167585.0
2022-04-17,72.3094,73.0123,71.6156,71.8256,167585.0
2022-04-18,72.0355,72.3642,71.0131,71.4604,156920.0
2022-04-19,71.4422,73.8567,71.4422,73.7518,146308.0
2022-04-20,74.3543,75.1759,74.1443,74.2904,121662.0
2022-04-21,74.7103,75.2215,73.3592,73.6513,180670.0
2022-04-22,73.3136,73.9161,70.8944,70.9218,213007.0
2022-04-23,73.3136,73.9161,70.8944,70.9218,213007.0
2022-04-24,73.3136,73.9161,70.8944,70.9218,213007.0
2022-04-25,71.4878,71.5152,70.1094,71.3874,367202.0
2022-04-26,70.7758,72.04,69.7533,69.7899,352614.0
2022-04-27,69.9907,70.972,69.1874,69.3699,410763.0
2022-04-28,69.8081,70.3741,69.4703,69.9816,240308.0
2022-04-29,69.8538,70.3741,67.6172,67.8637,257195.0
2022-04-30,69.8538,70.3741,67.6172,67.8637,257195.0
2022-05-01,69.8538,70.3741,67.6172,67.8637,257195.0
2022-05-02,68.2745,68.9774,67.4437,68.3019,244839.0
2022-05-03,68.3292,69.0687,67.7906,68.8587,222410.0
2022-05-04,68.8496,71.0222,68.6396,70.9218,229453.0
2022-05-05,70.3741,70.3741,68.5301,69.1326,225205.0
2022-05-06,68.8587,69.1052,67.4711,68.3019,226524.0
2022-05-07,68.8587,69.1052,67.4711,68.3019,226524.0
2022-05-08,68.8587,69.1052,67.4711,68.3019,226524.0
2022-05-09,67.5989,68.9591,67.4711,68.5849,232993.0
2022-05-10,68.9683,69.0915,67.2064,68.0645,232063.0
2022-05-11,68.2471,69.4886,67.5442,67.6081,225490.0
2022-05-12,67.5624,68.3566,66.6404,68.3566,425413.0
2022-05-13,68.5483,69.0961,68.1649,68.384,200651.0
2022-05-14,68.5483,69.0961,68.1649,68.384,200651.0
2022-05-15,68.5483,69.0961,68.1649,68.384,200651.0
2022-05-16,68.238,69.1874,67.3251,68.6579,244750.0
2022-05-17,69.6438,70.8214,69.5069,70.8214,226575.0
2022-05-18,70.2554,70.6297,69.3152,69.6803,214309.0
2022-05-19,68.9683,69.5616,68.4023,68.5757,269693.0
2022-05-20,68.9135,69.6027,67.5989,68.7127,681893.0
2022-05-21,68.9135,69.6027,67.5989,68.7127,681893.0
2022-05-22,68.9135,69.6027,67.5989,68.7127,681893.0
2022-05-23,69.9998,71.2779,69.4932,70.2098,191356.0
2022-05-24,70.3558,70.8479,68.6579,70.8032,288327.0
2022-05-25,70.7484,71.9534,70.1002,70.8762,222696.0
2022-05-26,71.57,72.2273,71.4787,71.6795,178606.0
2022-05-27,71.6243,73.1164,71.6243,73.1164,131368.0
2022-05-28,71.6243,73.1164,71.6243,73.1164,131368.0
2022-05-29,71.6243,73.1164,71.6243,73.1164,131368.0
