,INGR US Equity,INGR US Equity,INGR US Equity,INGR US Equity,INGR US Equity
2021-05-09,85.534,87.156,85.296,86.982,549117.0
2021-05-10,87.559,88.833,87.367,87.367,272404.0
2021-05-11,87.0,87.853,86.781,87.468,433009.0
2021-05-12,87.459,87.954,86.886,87.055,430847.0
2021-05-13,86.836,89.035,86.533,88.476,370655.0
2021-05-14,88.677,88.994,87.972,88.641,228475.0
2021-05-15,88.677,88.994,87.972,88.641,228475.0
2021-05-16,88.677,88.994,87.972,88.641,228475.0
2021-05-17,88.558,89.85,87.596,89.429,492932.0
2021-05-18,89.521,89.676,88.778,88.815,307918.0
2021-05-19,88.338,88.43,87.12,87.679,271314.0
2021-05-20,87.523,87.752,86.487,87.083,297566.0
2021-05-21,87.495,87.871,86.891,87.431,392368.0
2021-05-22,87.495,87.871,86.891,87.431,392368.0
2021-05-23,87.495,87.871,86.891,87.431,392368.0
2021-05-24,87.504,88.311,87.376,87.999,243804.0
2021-05-25,87.972,88.302,87.266,87.266,205540.0
2021-05-26,87.294,87.715,86.112,87.504,326460.0
2021-05-27,87.715,88.247,86.781,86.826,483156.0
2021-05-28,86.927,87.358,85.965,86.991,291807.0
2021-05-29,86.927,87.358,85.965,86.991,291807.0
2021-05-30,86.927,87.358,85.965,86.991,291807.0
2021-05-31,86.927,87.358,85.965,86.991,291807.0
2021-06-01,87.486,88.769,87.22,88.632,264655.0
2021-06-02,89.062,89.447,88.302,89.007,300351.0
2021-06-03,88.971,88.998,87.917,88.485,225539.0
2021-06-04,88.76,88.852,88.054,88.302,307942.0
2021-06-05,88.76,88.852,88.054,88.302,307942.0
2021-06-06,88.76,88.852,88.054,88.302,307942.0
2021-06-07,88.311,88.467,87.193,88.137,411465.0
2021-06-08,88.467,88.496,87.477,87.917,220079.0
2021-06-09,87.715,88.008,87.392,87.532,177480.0
2021-06-10,87.807,88.036,86.936,87.165,228532.0
2021-06-11,87.312,87.312,86.148,86.661,643904.0
2021-06-12,87.312,87.312,86.148,86.661,643904.0
2021-06-13,87.312,87.312,86.148,86.661,643904.0
2021-06-14,86.487,86.744,85.873,86.396,401930.0
2021-06-15,86.542,86.753,85.681,86.524,233829.0
2021-06-16,86.524,86.73,85.021,85.039,306804.0
2021-06-17,85.03,85.039,83.39,83.793,418558.0
2021-06-18,83.307,83.601,82.061,82.464,609827.0
2021-06-19,83.307,83.601,82.061,82.464,609827.0
2021-06-20,83.307,83.601,82.061,82.464,609827.0
2021-06-21,82.923,83.395,82.547,83.262,228752.0
2021-06-22,83.216,83.642,82.446,83.033,196860.0
2021-06-23,83.115,83.216,82.382,82.501,233046.0
2021-06-24,82.703,83.307,81.814,83.014,364005.0
2021-06-25,83.014,83.454,82.565,83.207,473361.0
2021-06-26,83.014,83.454,82.565,83.207,473361.0
2021-06-27,83.014,83.454,82.565,83.207,473361.0
2021-06-28,83.28,83.28,82.222,82.474,293544.0
2021-06-29,82.492,82.895,82.107,82.464,458899.0
2021-06-30,82.344,83.6,82.344,83.526,741932.0
2021-07-01,83.793,84.513,83.646,83.978,456302.0
2021-07-02,83.775,84.799,83.056,84.393,610012.0
2021-07-03,83.775,84.799,83.056,84.393,610012.0
2021-07-04,83.775,84.799,83.056,84.393,610012.0
2021-07-05,83.775,84.799,83.056,84.393,610012.0
2021-07-06,84.421,84.795,83.47,84.495,1081320.0
2021-07-07,84.356,85.815,84.043,85.667,581255.0
2021-07-08,85.159,85.566,84.356,84.966,668240.0
2021-07-09,85.446,86.728,85.446,86.092,368767.0
2021-07-10,85.446,86.728,85.446,86.092,368767.0
2021-07-11,85.446,86.728,85.446,86.092,368767.0
2021-07-12,85.713,85.713,83.0,83.286,489246.0
2021-07-13,82.926,83.309,80.702,80.951,376090.0
2021-07-14,80.951,82.095,80.526,81.477,323071.0
2021-07-15,81.274,81.641,81.015,81.486,206183.0
2021-07-16,81.68,81.962,80.489,80.582,260597.0
2021-07-17,81.68,81.962,80.489,80.582,260597.0
2021-07-18,81.68,81.962,80.489,80.582,260597.0
2021-07-19,80.028,80.342,78.311,79.437,330080.0
2021-07-20,79.714,82.095,79.382,81.32,424677.0
2021-07-21,81.809,82.409,80.96,81.209,209506.0
2021-07-22,80.84,80.951,79.668,79.982,215257.0
2021-07-23,80.397,80.812,79.806,80.554,164256.0
2021-07-24,80.397,80.812,79.806,80.554,164256.0
2021-07-25,80.397,80.812,79.806,80.554,164256.0
2021-07-26,80.674,81.32,80.314,81.255,190640.0
2021-07-27,81.32,81.791,80.815,81.412,256846.0
2021-07-28,81.689,82.266,80.757,81.938,256311.0
2021-07-29,82.704,83.166,82.031,82.095,365516.0
2021-07-30,82.16,82.464,80.332,81.043,874024.0
2021-07-31,82.16,82.464,80.332,81.043,874024.0
2021-08-01,82.16,82.464,80.332,81.043,874024.0
2021-08-02,81.458,82.407,81.172,82.261,371226.0
2021-08-03,82.224,82.224,78.814,80.96,654007.0
2021-08-04,80.452,80.452,78.293,78.533,544973.0
2021-08-05,78.754,79.17,78.09,78.164,298142.0
2021-08-06,78.865,79.686,78.63,79.465,230427.0
2021-08-07,78.865,79.686,78.63,79.465,230427.0
2021-08-08,78.865,79.686,78.63,79.465,230427.0
2021-08-09,79.474,79.926,79.234,79.419,193808.0
2021-08-10,79.345,80.425,79.308,80.268,189348.0
2021-08-11,80.462,81.209,80.12,80.932,221003.0
2021-08-12,81.015,81.126,80.337,80.499,205367.0
2021-08-13,80.72,81.708,80.692,81.541,162079.0
2021-08-14,80.72,81.708,80.692,81.541,162079.0
2021-08-15,80.72,81.708,80.692,81.541,162079.0
2021-08-16,81.486,82.095,80.877,81.828,254203.0
2021-08-17,81.292,81.782,80.563,80.914,202001.0
2021-08-18,80.628,80.96,79.769,79.843,450255.0
2021-08-19,79.419,80.019,77.868,78.847,435390.0
2021-08-20,78.56,80.462,78.413,79.631,711606.0
2021-08-21,78.56,80.462,78.413,79.631,711606.0
2021-08-22,78.56,80.462,78.413,79.631,711606.0
2021-08-23,80.711,80.757,79.723,80.249,436018.0
2021-08-24,80.24,80.831,80.203,80.406,202197.0
2021-08-25,80.406,81.398,80.222,81.182,276689.0
2021-08-26,81.292,81.311,80.591,80.628,221009.0
2021-08-27,80.628,82.252,80.628,81.828,321531.0
2021-08-28,80.628,82.252,80.628,81.828,321531.0
2021-08-29,80.628,82.252,80.628,81.828,321531.0
2021-08-30,81.901,81.901,80.923,81.006,212305.0
2021-08-31,81.135,81.865,80.831,81.089,281447.0
2021-09-01,81.145,81.606,80.554,81.329,192353.0
2021-09-02,81.292,81.828,80.794,81.366,170509.0
2021-09-03,81.357,81.615,80.905,81.329,214263.0
2021-09-04,81.357,81.615,80.905,81.329,214263.0
2021-09-05,81.357,81.615,80.905,81.329,214263.0
2021-09-06,81.357,81.615,80.905,81.329,214263.0
2021-09-07,81.126,81.643,80.526,80.674,183796.0
2021-09-08,80.471,81.255,80.369,80.757,247728.0
2021-09-09,80.462,80.757,79.539,79.631,264182.0
2021-09-10,80.028,80.351,79.566,79.576,198779.0
2021-09-11,80.028,80.351,79.566,79.576,198779.0
2021-09-12,80.028,80.351,79.566,79.576,198779.0
2021-09-13,80.231,80.812,79.88,80.609,221456.0
2021-09-14,80.831,80.831,79.594,79.843,173304.0
2021-09-15,79.465,81.283,79.465,81.172,445249.0
2021-09-16,81.385,82.972,81.059,82.243,331621.0
2021-09-17,81.994,82.4,80.979,81.08,1185190.0
2021-09-18,81.994,82.4,80.979,81.08,1185190.0
2021-09-19,81.994,82.4,80.979,81.08,1185190.0
2021-09-20,79.945,80.129,78.717,80.092,762197.0
2021-09-21,80.628,80.628,79.142,80.406,422959.0
2021-09-22,80.914,81.338,80.334,80.711,441659.0
2021-09-23,81.2,82.261,81.122,81.966,323919.0
2021-09-24,81.985,82.658,81.449,81.791,288601.0
2021-09-25,81.985,82.658,81.449,81.791,288601.0
2021-09-26,81.985,82.658,81.449,81.791,288601.0
2021-09-27,82.169,83.71,82.169,83.055,315355.0
2021-09-28,83.258,83.969,82.28,82.603,369638.0
2021-09-29,83.092,84.375,82.492,83.904,570052.0
2021-09-30,84.163,84.301,82.114,82.151,516005.0
2021-10-01,82.634,84.308,82.216,84.122,702968.0
2021-10-02,82.634,84.308,82.216,84.122,702968.0
2021-10-03,82.634,84.308,82.216,84.122,702968.0
2021-10-04,84.605,85.525,84.559,85.051,519552.0
2021-10-05,85.423,86.901,84.28,86.53,837790.0
2021-10-06,85.786,87.533,85.349,87.413,481359.0
2021-10-07,87.524,88.649,87.273,87.841,416542.0
2021-10-08,88.017,89.207,87.655,88.305,274303.0
2021-10-09,88.017,89.207,87.655,88.305,274303.0
2021-10-10,88.017,89.207,87.655,88.305,274303.0
2021-10-11,88.733,89.505,88.324,88.9,250846.0
2021-10-12,88.882,89.672,88.473,89.086,356168.0
2021-10-13,89.04,89.142,87.441,87.906,363051.0
2021-10-14,88.324,89.672,87.906,89.653,245182.0
2021-10-15,89.979,90.351,89.17,90.072,373210.0
2021-10-16,89.979,90.351,89.17,90.072,373210.0
2021-10-17,89.979,90.351,89.17,90.072,373210.0
2021-10-18,90.007,90.648,89.495,89.635,461557.0
2021-10-19,89.849,90.881,88.91,90.379,244507.0
2021-10-20,90.537,90.738,89.588,90.053,219562.0
2021-10-21,90.053,90.769,89.756,90.332,181929.0
2021-10-22,90.332,90.937,89.895,90.193,210393.0
2021-10-23,90.332,90.937,89.895,90.193,210393.0
2021-10-24,90.332,90.937,89.895,90.193,210393.0
2021-10-25,90.397,90.881,89.677,90.351,248334.0
2021-10-26,90.379,90.546,89.486,89.505,270141.0
2021-10-27,89.505,89.813,87.562,87.571,474646.0
2021-10-28,88.008,88.84,87.841,88.389,393880.0
2021-10-29,88.11,89.012,87.841,88.538,487104.0
2021-10-30,88.11,89.012,87.841,88.538,487104.0
2021-10-31,88.11,89.012,87.841,88.538,487104.0
2021-11-01,88.538,89.997,88.203,88.9,497449.0
2021-11-02,88.18,88.324,83.387,86.009,1070922.0
2021-11-03,90.146,90.806,88.008,89.198,640319.0
2021-11-04,89.244,89.784,88.556,89.607,377775.0
2021-11-05,89.951,91.708,89.785,91.327,559440.0
2021-11-06,89.951,91.708,89.785,91.327,559440.0
2021-11-07,89.951,91.708,89.785,91.327,559440.0
2021-11-08,91.327,92.331,91.22,92.071,311635.0
2021-11-09,92.461,92.861,91.894,92.749,402527.0
2021-11-10,92.582,94.181,92.564,93.568,436699.0
2021-11-11,93.633,93.781,92.136,92.424,209445.0
2021-11-12,92.564,92.647,91.485,92.34,266662.0
2021-11-13,92.564,92.647,91.485,92.34,266662.0
2021-11-14,92.564,92.647,91.485,92.34,266662.0
2021-11-15,92.601,93.317,92.182,93.056,268395.0
2021-11-16,92.973,93.596,92.452,92.526,246235.0
2021-11-17,92.387,93.214,91.308,91.922,424383.0
2021-11-18,92.034,92.224,91.141,91.457,262717.0
2021-11-19,91.169,91.243,89.867,90.081,505036.0
2021-11-20,91.169,91.243,89.867,90.081,505036.0
2021-11-21,91.169,91.243,89.867,90.081,505036.0
2021-11-22,89.858,91.494,89.551,90.946,219400.0
2021-11-23,91.383,92.294,90.964,91.541,151679.0
2021-11-24,91.439,92.173,90.806,91.262,270466.0
2021-11-25,91.439,92.173,90.806,91.262,270466.0
2021-11-26,91.671,91.996,89.44,89.821,295029.0
2021-11-27,91.671,91.996,89.44,89.821,295029.0
2021-11-28,91.671,91.996,89.44,89.821,295029.0
2021-11-29,92.452,92.777,90.444,90.89,414684.0
2021-11-30,90.09,90.723,86.585,86.585,597286.0
2021-12-01,87.887,89.031,86.427,86.474,383974.0
2021-12-02,87.069,88.11,86.753,87.478,417444.0
2021-12-03,88.036,88.84,87.125,87.497,286730.0
2021-12-04,88.036,88.84,87.125,87.497,286730.0
2021-12-05,88.036,88.84,87.125,87.497,286730.0
2021-12-06,88.845,90.974,88.552,89.923,317788.0
2021-12-07,90.053,90.806,89.579,90.053,237225.0
2021-12-08,90.016,90.685,90.016,90.323,244769.0
2021-12-09,90.016,90.276,89.291,89.598,311470.0
2021-12-10,89.997,90.202,89.412,89.579,278481.0
2021-12-11,89.997,90.202,89.412,89.579,278481.0
2021-12-12,89.997,90.202,89.412,89.579,278481.0
2021-12-13,89.272,89.593,87.599,88.017,609105.0
2021-12-14,87.859,89.574,87.859,88.649,470222.0
2021-12-15,88.352,89.421,88.008,88.956,363027.0
2021-12-16,89.663,90.751,89.151,89.858,367274.0
2021-12-17,89.254,89.691,88.38,88.659,877803.0
2021-12-18,89.254,89.691,88.38,88.659,877803.0
2021-12-19,89.254,89.691,88.38,88.659,877803.0
2021-12-20,87.645,87.813,86.139,87.06,449400.0
2021-12-21,87.562,89.579,87.259,88.835,284741.0
2021-12-22,88.789,89.077,87.924,88.194,230094.0
2021-12-23,88.333,88.389,87.58,88.147,343784.0
2021-12-24,88.333,88.389,87.58,88.147,343784.0
2021-12-25,88.333,88.389,87.58,88.147,343784.0
2021-12-26,88.333,88.389,87.58,88.147,343784.0
2021-12-27,88.115,89.086,87.725,89.077,326150.0
2021-12-28,88.975,90.546,88.975,90.509,328341.0
2021-12-29,91.113,91.443,90.1,90.202,326627.0
2021-12-30,90.341,90.76,89.635,89.709,155791.0
2021-12-31,89.447,90.711,89.447,90.458,184609.0
2022-01-01,89.447,90.711,89.447,90.458,184609.0
2022-01-02,89.447,90.711,89.447,90.458,184609.0
2022-01-03,90.57,91.169,89.733,90.907,337350.0
2022-01-04,91.403,92.573,90.973,91.506,291145.0
2022-01-05,91.881,92.92,91.871,92.283,449206.0
2022-01-06,92.751,94.085,92.012,92.461,311138.0
2022-01-07,92.817,93.191,92.162,93.144,296560.0
2022-01-08,92.817,93.191,92.162,93.144,296560.0
2022-01-09,92.817,93.191,92.162,93.144,296560.0
2022-01-10,93.594,94.829,92.63,93.332,322716.0
2022-01-11,93.594,93.893,92.62,93.809,350991.0
2022-01-12,93.378,93.893,92.742,93.753,320411.0
2022-01-13,94.155,94.96,93.678,94.23,447919.0
2022-01-14,93.809,94.605,93.472,94.549,259909.0
2022-01-15,93.809,94.605,93.472,94.549,259909.0
2022-01-16,93.809,94.605,93.472,94.549,259909.0
2022-01-17,93.809,94.605,93.472,94.549,259909.0
2022-01-18,94.146,94.53,93.177,94.118,309117.0
2022-01-19,94.558,95.335,93.903,94.258,426356.0
2022-01-20,94.146,95.372,93.257,93.332,328363.0
2022-01-21,93.51,93.51,91.375,91.441,426528.0
2022-01-22,93.51,93.51,91.375,91.441,426528.0
2022-01-23,93.51,93.51,91.375,91.441,426528.0
2022-01-24,90.524,91.169,87.959,90.318,480673.0
2022-01-25,89.709,89.709,86.82,88.539,367533.0
2022-01-26,88.96,89.995,87.257,88.137,453427.0
2022-01-27,88.857,91.408,88.099,88.52,515000.0
2022-01-28,87.856,88.803,87.257,88.483,408233.0
2022-01-29,87.856,88.803,87.257,88.483,408233.0
2022-01-30,87.856,88.803,87.257,88.483,408233.0
2022-01-31,87.818,88.984,87.173,88.642,347990.0
2022-02-01,89.026,89.241,88.198,89.241,330978.0
2022-02-02,89.213,90.159,88.408,90.074,488955.0
2022-02-03,86.48,87.07,81.257,81.276,1030867.0
2022-02-04,80.077,80.742,78.383,79.787,859546.0
2022-02-05,80.077,80.742,78.383,79.787,859546.0
2022-02-06,80.077,80.742,78.383,79.787,859546.0
2022-02-07,80.152,80.648,79.637,79.787,436508.0
2022-02-08,79.834,81.093,79.352,80.779,537935.0
2022-02-09,82.024,83.728,80.939,81.444,604679.0
2022-02-10,80.424,82.436,79.862,80.021,470007.0
2022-02-11,81.154,81.809,80.63,81.435,463139.0
2022-02-12,81.154,81.809,80.63,81.435,463139.0
2022-02-13,81.154,81.809,80.63,81.435,463139.0
2022-02-14,81.416,81.828,80.424,81.107,433537.0
2022-02-15,81.772,82.829,81.519,82.371,263315.0
2022-02-16,82.296,83.232,81.828,82.989,373181.0
2022-02-17,81.828,83.625,81.304,83.129,438573.0
2022-02-18,82.923,83.915,82.764,83.091,307243.0
2022-02-19,82.923,83.915,82.764,83.091,307243.0
2022-02-20,82.923,83.915,82.764,83.091,307243.0
2022-02-21,82.923,83.915,82.764,83.091,307243.0
2022-02-22,82.764,83.775,82.549,83.138,438809.0
2022-02-23,83.662,84.336,83.063,83.41,295870.0
2022-02-24,82.015,82.6,81.219,81.79,774089.0
2022-02-25,82.249,84.879,82.249,84.804,389779.0
2022-02-26,82.249,84.879,82.249,84.804,389779.0
2022-02-27,82.249,84.879,82.249,84.804,389779.0
2022-02-28,83.391,83.999,82.492,83.063,466549.0
2022-03-01,82.848,84.093,80.901,82.221,362102.0
2022-03-02,82.399,83.213,81.762,82.698,457352.0
2022-03-03,82.68,83.616,81.084,81.641,911060.0
2022-03-04,80.639,81.098,78.575,79.778,709006.0
2022-03-05,80.639,81.098,78.575,79.778,709006.0
2022-03-06,80.639,81.098,78.575,79.778,709006.0
2022-03-07,79.656,79.675,76.684,76.876,630212.0
2022-03-08,77.223,81.098,76.053,79.666,914002.0
2022-03-09,81.182,82.212,80.471,80.957,390947.0
2022-03-10,79.965,80.33,78.257,78.439,421850.0
2022-03-11,79.038,79.141,77.681,77.691,303445.0
2022-03-12,79.038,79.141,77.681,77.691,303445.0
2022-03-13,79.038,79.141,77.681,77.691,303445.0
2022-03-14,78.421,79.198,77.063,77.644,341588.0
2022-03-15,77.597,78.14,76.858,77.4,667514.0
2022-03-16,77.897,78.641,76.932,78.215,535287.0
2022-03-17,78.018,79.179,78.018,79.038,462174.0
2022-03-18,79.001,80.499,78.018,80.227,625186.0
2022-03-19,79.001,80.499,78.018,80.227,625186.0
2022-03-20,79.001,80.499,78.018,80.227,625186.0
2022-03-21,80.639,81.622,79.104,80.199,322196.0
2022-03-22,80.405,80.443,79.46,79.909,346312.0
2022-03-23,79.956,80.545,79.609,79.666,309029.0
2022-03-24,80.162,80.714,79.432,80.695,261523.0
2022-03-25,80.939,81.978,80.901,81.95,201230.0
2022-03-26,80.939,81.978,80.901,81.95,201230.0
2022-03-27,80.939,81.978,80.901,81.95,201230.0
2022-03-28,81.818,81.978,80.751,81.912,232353.0
2022-03-29,81.809,82.989,81.444,82.979,293948.0
2022-03-30,82.492,82.989,81.641,82.361,237106.0
2022-03-31,82.248,83.153,81.924,82.182,334528.0
2022-04-01,82.305,84.964,82.305,84.926,473941.0
2022-04-02,82.305,84.964,82.305,84.926,473941.0
2022-04-03,82.305,84.964,82.305,84.926,473941.0
2022-04-04,84.936,85.054,83.323,84.455,259582.0
2022-04-05,84.436,85.087,83.88,84.266,273901.0
2022-04-06,84.021,84.894,83.427,83.842,392687.0
2022-04-07,83.842,84.342,82.937,83.7,318730.0
2022-04-08,84.144,84.87,83.861,84.417,369695.0
2022-04-09,84.144,84.87,83.861,84.417,369695.0
2022-04-10,84.144,84.87,83.861,84.417,369695.0
2022-04-11,84.728,85.869,84.728,84.983,255024.0
2022-04-12,83.672,84.427,82.361,82.616,523530.0
2022-04-13,82.569,83.634,82.163,83.446,253001.0
2022-04-14,83.757,84.917,83.493,84.408,205706.0
2022-04-15,83.757,84.917,83.493,84.408,205706.0
2022-04-16,83.757,84.917,83.493,84.408,205706.0
2022-04-17,83.757,84.917,83.493,84.408,205706.0
2022-04-18,84.408,84.851,83.427,83.955,260141.0
2022-04-19,84.087,85.285,83.634,85.134,221943.0
2022-04-20,85.407,86.237,84.936,85.436,419509.0
2022-04-21,85.7,85.808,84.842,85.143,293395.0
2022-04-22,85.266,85.266,82.597,82.729,496960.0
2022-04-23,85.266,85.266,82.597,82.729,496960.0
2022-04-24,85.266,85.266,82.597,82.729,496960.0
2022-04-25,82.55,82.772,80.07,81.862,425443.0
2022-04-26,81.852,83.342,80.07,80.126,287819.0
2022-04-27,80.362,81.876,80.202,80.815,383810.0
2022-04-28,81.513,81.984,80.268,81.428,310833.0
2022-04-29,81.56,81.692,80.145,80.258,306018.0
2022-04-30,81.56,81.692,80.145,80.258,306018.0
2022-05-01,81.56,81.692,80.145,80.258,306018.0
2022-05-02,80.277,81.23,79.57,80.673,436003.0
2022-05-03,80.9,82.031,80.787,81.588,341715.0
2022-05-04,81.956,84.502,81.645,84.379,441615.0
2022-05-05,84.389,86.056,81.871,83.38,452966.0
2022-05-06,83.766,84.285,82.324,83.276,522042.0
2022-05-07,83.766,84.285,82.324,83.276,522042.0
2022-05-08,83.766,84.285,82.324,83.276,522042.0
2022-05-09,83.003,83.201,80.975,81.569,338035.0
2022-05-10,82.144,82.644,80.388,81.569,354438.0
2022-05-11,81.824,83.625,80.89,81.871,366084.0
2022-05-12,81.956,84.549,81.956,84.379,645883.0
2022-05-13,84.87,87.331,84.596,87.312,620696.0
2022-05-14,84.87,87.331,84.596,87.312,620696.0
2022-05-15,84.87,87.331,84.596,87.312,620696.0
2022-05-16,86.973,87.934,86.114,87.274,335756.0
2022-05-17,87.821,89.679,87.067,89.613,380607.0
2022-05-18,88.868,88.991,86.859,87.105,519470.0
2022-05-19,86.463,87.906,85.36,86.831,413897.0
2022-05-20,86.944,87.972,84.901,86.586,326059.0
2022-05-21,86.944,87.972,84.901,86.586,326059.0
2022-05-22,86.944,87.972,84.901,86.586,326059.0
2022-05-23,87.736,89.047,87.322,88.359,294771.0
2022-05-24,87.576,87.896,85.926,86.746,373722.0
2022-05-25,86.916,89.283,86.916,89.085,501781.0
2022-05-26,89.453,89.462,88.491,88.632,358435.0
2022-05-27,88.783,89.415,88.368,89.217,296483.0
2022-05-28,88.783,89.415,88.368,89.217,296483.0
2022-05-29,88.783,89.415,88.368,89.217,296483.0
2022-05-30,88.783,89.415,88.368,89.217,296483.0
2022-05-31,88.934,89.717,88.934,89.292,483249.0
2022-06-01,89.773,90.839,88.199,90.452,493293.0
2022-06-02,90.217,90.433,87.227,87.963,353821.0
2022-06-03,87.397,88.51,86.878,87.802,347985.0
2022-06-04,87.397,88.51,86.878,87.802,347985.0
2022-06-05,87.397,88.51,86.878,87.802,347985.0
2022-06-06,88.51,88.51,86.982,87.416,246120.0
2022-06-07,86.397,88.26,86.397,88.161,313134.0
2022-06-08,87.887,88.43,87.548,87.708,325995.0
2022-06-09,87.171,87.548,86.039,86.114,409033.0
2022-06-10,84.87,85.426,84.162,84.775,250717.0
2022-06-11,84.87,85.426,84.162,84.775,250717.0
2022-06-12,84.87,85.426,84.162,84.775,250717.0
2022-06-13,84.068,84.304,81.994,82.248,336278.0
2022-06-14,82.144,82.682,80.961,81.918,356362.0
2022-06-15,82.691,83.851,81.994,82.475,248842.0
2022-06-16,81.135,81.569,79.655,79.938,298632.0
2022-06-17,80.287,81.635,79.721,79.796,505661.0
2022-06-18,80.287,81.635,79.721,79.796,505661.0
2022-06-19,80.287,81.635,79.721,79.796,505661.0
2022-06-20,80.287,81.635,79.721,79.796,505661.0
2022-06-21,80.928,81.994,80.372,81.117,453306.0
2022-06-22,80.098,80.607,79.306,79.947,273454.0
2022-06-23,80.07,81.22,79.561,80.042,557160.0
2022-06-24,80.758,83.71,80.258,83.361,528619.0
2022-06-25,80.758,83.71,80.258,83.361,528619.0
2022-06-26,80.758,83.71,80.258,83.361,528619.0
2022-06-27,83.116,84.917,83.116,84.813,307061.0
2022-06-28,85.634,85.794,83.974,84.502,325751.0
2022-06-29,84.804,85.238,83.776,84.219,294956.0
2022-06-30,83.706,84.675,83.402,83.744,475971.0
2022-07-01,83.744,85.672,82.965,85.264,292736.0
2022-07-02,83.744,85.672,82.965,85.264,292736.0
2022-07-03,83.744,85.672,82.965,85.264,292736.0
2022-07-04,83.744,85.672,82.965,85.264,292736.0
2022-07-05,84.485,85.112,82.785,84.257,312840.0
2022-07-06,84.172,84.822,81.654,83.222,537201.0
2022-07-07,83.82,84.884,83.773,84.476,396920.0
2022-07-08,84.599,84.751,82.699,82.747,326166.0
2022-07-09,84.599,84.751,82.699,82.747,326166.0
2022-07-10,84.599,84.751,82.699,82.747,326166.0
2022-07-11,82.709,83.165,81.616,81.977,317387.0
2022-07-12,81.749,83.298,81.745,82.566,402875.0
2022-07-13,82.433,82.737,81.564,82.129,363577.0
2022-07-14,80.913,81.737,80.723,81.189,252533.0
2022-07-15,82.072,82.281,81.179,81.559,239253.0
2022-07-16,82.072,82.281,81.179,81.559,239253.0
2022-07-17,82.072,82.281,81.179,81.559,239253.0
2022-07-18,82.205,83.155,80.771,80.932,275273.0
2022-07-19,81.379,82.557,81.16,82.509,240938.0
2022-07-20,82.376,82.965,81.816,82.747,197083.0
2022-07-21,82.376,83.174,81.816,82.395,170426.0
2022-07-22,82.471,83.203,81.987,82.737,173543.0
2022-07-23,82.471,83.203,81.987,82.737,173543.0
2022-07-24,82.471,83.203,81.987,82.737,173543.0
2022-07-25,83.412,84.656,82.927,84.466,239768.0
2022-07-26,84.314,85.748,83.991,84.969,336980.0
2022-07-27,85.254,85.254,83.35,84.77,267781.0
2022-07-28,84.837,85.52,84.371,85.15,214207.0
2022-07-29,85.036,86.803,84.898,86.423,321190.0
2022-07-30,85.036,86.803,84.898,86.423,321190.0
2022-07-31,85.036,86.803,84.898,86.423,321190.0
2022-08-01,86.28,87.354,85.606,87.221,203784.0
2022-08-02,87.259,87.259,86.005,86.233,219646.0
2022-08-03,86.033,87.249,85.193,87.04,244046.0
2022-08-04,87.031,87.031,85.995,86.489,246779.0
2022-08-05,85.52,87.173,85.44,87.154,227421.0
2022-08-06,85.52,87.173,85.44,87.154,227421.0
2022-08-07,85.52,87.173,85.44,87.154,227421.0
2022-08-08,86.907,87.373,86.185,86.309,335013.0
2022-08-09,88.921,90.241,86.603,86.974,431998.0
2022-08-10,88.038,88.494,87.126,88.446,296416.0
2022-08-11,89.168,90.498,88.331,88.997,379936.0
2022-08-12,89.007,90.08,88.114,88.893,258176.0
2022-08-13,89.007,90.08,88.114,88.893,258176.0
2022-08-14,89.007,90.08,88.114,88.893,258176.0
2022-08-15,88.218,89.767,88.114,89.738,241545.0
2022-08-16,89.862,90.602,89.757,90.564,303943.0
2022-08-17,90.175,90.65,89.13,89.453,199112.0
2022-08-18,89.007,90.071,88.503,90.004,169992.0
2022-08-19,89.814,89.957,89.14,89.434,250682.0
2022-08-20,89.814,89.957,89.14,89.434,250682.0
2022-08-21,89.814,89.957,89.14,89.434,250682.0
2022-08-22,88.665,88.817,87.211,87.439,214011.0
2022-08-23,87.344,87.679,86.233,86.461,513933.0
2022-08-24,86.261,86.513,84.59,85.226,454604.0
2022-08-25,85.52,86.641,84.998,86.632,610535.0
2022-08-26,86.755,86.898,84.875,85.074,417074.0
2022-08-27,86.755,86.898,84.875,85.074,417074.0
2022-08-28,86.755,86.898,84.875,85.074,417074.0
2022-08-29,84.599,84.856,83.697,84.362,314552.0
2022-08-30,84.514,85.112,83.355,83.782,371594.0
2022-08-31,84.286,84.286,82.557,82.709,588019.0
2022-09-01,82.462,82.742,81.255,82.148,386009.0
2022-09-02,82.899,83.887,81.008,81.227,359991.0
2022-09-03,82.899,83.887,81.008,81.227,359991.0
2022-09-04,82.899,83.887,81.008,81.227,359991.0
2022-09-05,82.899,83.887,81.008,81.227,359991.0
2022-09-06,81.597,81.597,79.726,79.906,316263.0
2022-09-07,79.906,80.894,79.394,80.771,491038.0
2022-09-08,80.324,81.293,79.726,80.856,343563.0
2022-09-09,81.179,81.673,80.367,81.445,328097.0
2022-09-10,81.179,81.673,80.367,81.445,328097.0
2022-09-11,81.179,81.673,80.367,81.445,328097.0
2022-09-12,81.901,82.386,81.721,81.92,328482.0
2022-09-13,80.486,81.075,79.384,79.489,359574.0
2022-09-14,79.859,80.134,78.567,79.223,456925.0
2022-09-15,79.004,79.403,78.425,78.738,414405.0
2022-09-16,78.444,79.451,78.168,78.947,991043.0
2022-09-17,78.444,79.451,78.168,78.947,991043.0
2022-09-18,78.444,79.451,78.168,78.947,991043.0
