,1812209D US Equity,1812209D US Equity,1812209D US Equity,1812209D US Equity,1812209D US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-01-01,42.39,43.01,41.78,42.77,1297808.0
2019-01-02,42.06,42.83,41.56,42.38,1677861.0
2019-01-03,41.77,42.29,40.47,41.12,1827995.0
2019-01-04,41.7,43.86,40.78,43.05,2460119.0
2019-01-05,41.7,43.86,40.78,43.05,2460119.0
2019-01-06,41.7,43.86,40.78,43.05,2460119.0
2019-01-07,43.39,44.2,42.83,43.37,1472097.0
2019-01-08,44.07,45.18,43.43,44.78,2470487.0
2019-01-09,45.0,45.64,44.37,45.01,1759259.0
2019-01-10,44.61,45.27,44.08,45.04,1369645.0
2019-01-11,44.83,45.77,44.4631,44.69,1308680.0
2019-01-12,44.83,45.77,44.4631,44.69,1308680.0
2019-01-13,44.83,45.77,44.4631,44.69,1308680.0
2019-01-14,44.22,44.8,43.38,44.36,1680404.0
2019-01-15,44.73,46.85,44.73,46.47,1585943.0
2019-01-16,46.48,46.88,45.52,46.18,1328844.0
2019-01-17,46.02,47.88,45.91,47.06,2027369.0
2019-01-18,47.06,48.72,47.06,48.22,1806455.0
2019-01-19,47.06,48.72,47.06,48.22,1806455.0
2019-01-20,47.06,48.72,47.06,48.22,1806455.0
2019-01-21,47.06,48.72,47.06,48.22,1806455.0
2019-01-22,47.91,49.24,47.567,48.22,1228253.0
2019-01-23,48.79,49.44,48.41,49.41,1171745.0
2019-01-24,49.74,50.63,49.72,50.45,1167281.0
2019-01-25,51.03,52.6023,50.7,52.37,1400330.0
2019-01-26,51.03,52.6023,50.7,52.37,1400330.0
2019-01-27,51.03,52.6023,50.7,52.37,1400330.0
2019-01-28,51.75,52.74,50.71,52.49,1222392.0
2019-01-29,52.79,52.79,51.35,52.09,1188615.0
2019-01-30,52.69,52.75,51.72,52.46,1633104.0
2019-01-31,52.71,54.57,52.665,53.49,1701727.0
2019-02-01,53.49,55.03,53.31,54.73,2190905.0
2019-02-02,53.49,55.03,53.31,54.73,2190905.0
2019-02-03,53.49,55.03,53.31,54.73,2190905.0
2019-02-04,51.76,54.68,51.5,54.43,2416247.0
2019-02-05,54.44,55.785,54.44,55.68,2787809.0
2019-02-06,53.82,54.75,52.73,53.08,3880603.0
2019-02-07,57.9,60.91,55.2015,55.76,9679378.0
2019-02-08,54.54,57.28,53.35,56.61,3309428.0
2019-02-09,54.54,57.28,53.35,56.61,3309428.0
2019-02-10,54.54,57.28,53.35,56.61,3309428.0
2019-02-11,57.5,58.39,56.81,57.73,3254848.0
2019-02-12,58.36,58.49,57.0701,57.65,1521535.0
2019-02-13,57.68,58.07,57.19,57.63,1330266.0
2019-02-14,57.24,58.1,56.52,57.78,1096156.0
2019-02-15,58.09,58.09,56.425,57.33,1625569.0
2019-02-16,58.09,58.09,56.425,57.33,1625569.0
2019-02-17,58.09,58.09,56.425,57.33,1625569.0
2019-02-18,58.09,58.09,56.425,57.33,1625569.0
2019-02-19,57.37,57.8,56.69,57.08,1391625.0
2019-02-20,57.31,57.55,55.76,56.48,1372332.0
2019-02-21,56.38,57.18,56.09,56.73,1029244.0
2019-02-22,56.83,57.5,56.6,57.29,1262330.0
2019-02-23,56.83,57.5,56.6,57.29,1262330.0
2019-02-24,56.83,57.5,56.6,57.29,1262330.0
2019-02-25,57.43,58.65,55.6,55.97,1715922.0
2019-02-26,55.8,56.06,54.64,55.35,1374313.0
2019-02-27,54.91,56.0,54.55,55.78,934441.0
2019-02-28,55.84,55.93,54.9,55.38,973497.0
2019-03-01,55.98,56.0,55.21,55.6,1208325.0
2019-03-02,55.98,56.0,55.21,55.6,1208325.0
2019-03-03,55.98,56.0,55.21,55.6,1208325.0
2019-03-04,55.84,55.9199,53.0,54.48,1824418.0
2019-03-05,54.54,55.29,54.205,55.09,898626.0
2019-03-06,55.08,55.57,54.39,54.7,872508.0
2019-03-07,54.73,55.1,53.7,53.79,1123053.0
2019-03-08,53.0,53.91,52.305,53.03,1679489.0
2019-03-09,53.0,53.91,52.305,53.03,1679489.0
2019-03-10,53.0,53.91,52.305,53.03,1679489.0
2019-03-11,53.35,54.41,53.35,53.58,1945313.0
2019-03-12,53.74,54.47,52.84,53.9,1487333.0
2019-03-13,54.14,55.06,53.35,53.46,1088463.0
2019-03-14,53.38,54.67,52.63,54.16,1422593.0
2019-03-15,54.44,55.18,53.74,55.0,2116991.0
2019-03-16,54.44,55.18,53.74,55.0,2116991.0
2019-03-17,54.44,55.18,53.74,55.0,2116991.0
2019-03-18,55.29,56.24,55.29,55.69,1762208.0
2019-03-19,55.87,57.315,55.5,57.15,1616153.0
2019-03-20,56.93,58.57,56.87,58.13,2140903.0
2019-03-21,57.98,59.925,57.8757,59.51,1854527.0
2019-03-22,59.14,59.57,57.38,57.59,1481285.0
2019-03-23,59.14,59.57,57.38,57.59,1481285.0
2019-03-24,59.14,59.57,57.38,57.59,1481285.0
2019-03-25,57.49,58.12,56.41,56.94,1530892.0
2019-03-26,57.41,58.09,56.47,56.98,1063503.0
2019-03-27,57.15,57.89,54.81,55.24,1420693.0
2019-03-28,55.5,56.21,54.92,55.87,1246428.0
2019-03-29,56.19,56.96,55.63,56.61,1430305.0
2019-03-30,56.19,56.96,55.63,56.61,1430305.0
2019-03-31,56.19,56.96,55.63,56.61,1430305.0
2019-04-01,57.25,58.39,55.6515,56.26,1969561.0
2019-04-02,56.27,57.115,55.38,56.68,1207323.0
2019-04-03,57.16,57.79,56.83,57.32,1085051.0
2019-04-04,57.44,57.68,54.51,55.23,1764096.0
2019-04-05,55.52,55.79,54.84,54.92,1019059.0
2019-04-06,55.52,55.79,54.84,54.92,1019059.0
2019-04-07,55.52,55.79,54.84,54.92,1019059.0
2019-04-08,54.91,55.8755,53.83,55.81,1064399.0
2019-04-09,55.73,56.86,55.22,56.66,783991.0
2019-04-10,56.79,57.13,56.23,56.99,1080555.0
2019-04-11,57.16,58.51,56.91,57.87,1274456.0
2019-04-12,58.0,58.32,56.2712,57.2,662687.0
2019-04-13,58.0,58.32,56.2712,57.2,662687.0
2019-04-14,58.0,58.32,56.2712,57.2,662687.0
2019-04-15,57.35,61.31,56.93,60.18,4218567.0
2019-04-16,61.0,61.95,57.39,57.81,2935797.0
2019-04-17,57.96,59.9,57.96,58.6,1441518.0
2019-04-18,58.6,59.57,57.51,59.1,1049170.0
2019-04-19,58.6,59.57,57.51,59.1,1049170.0
2019-04-20,58.6,59.57,57.51,59.1,1049170.0
2019-04-21,58.6,59.57,57.51,59.1,1049170.0
2019-04-22,58.98,61.26,58.8057,61.04,1901661.0
2019-04-23,61.43,62.63,61.3,61.86,1627036.0
2019-04-24,62.34,63.12,61.53,61.65,1307555.0
2019-04-25,62.23,62.555,60.64,62.17,963272.0
2019-04-26,62.48,62.75,61.83,61.92,1006151.0
2019-04-27,62.48,62.75,61.83,61.92,1006151.0
2019-04-28,62.48,62.75,61.83,61.92,1006151.0
2019-04-29,62.31,62.57,61.22,61.45,910097.0
2019-04-30,61.11,61.76,59.9201,60.4,1511777.0
2019-05-01,60.65,61.7,60.0,60.44,891868.0
2019-05-02,60.17,60.62,59.18,60.41,852344.0
2019-05-03,61.0,62.28,60.62,61.91,955873.0
2019-05-04,61.0,62.28,60.62,61.91,955873.0
2019-05-05,61.0,62.28,60.62,61.91,955873.0
2019-05-06,59.55,63.0,58.68,62.55,1858112.0
2019-05-07,62.05,62.94,59.8,60.37,2504016.0
2019-05-08,63.29,68.75,62.6,67.88,7193537.0
2019-05-09,67.45,67.81,63.39,67.15,3757666.0
2019-05-10,67.15,67.85,65.28,67.27,1823787.0
2019-05-11,67.15,67.85,65.28,67.27,1823787.0
2019-05-12,67.15,67.85,65.28,67.27,1823787.0
2019-05-13,65.94,69.88,65.29,69.24,3641511.0
2019-05-14,69.37,70.45,67.6611,67.92,2286322.0
2019-05-15,67.79,71.53,67.54,70.73,2523785.0
2019-05-16,70.87,75.12,70.5,74.02,2543620.0
2019-05-17,73.6,75.2808,72.87,72.89,1841568.0
2019-05-18,73.6,75.2808,72.87,72.89,1841568.0
2019-05-19,73.6,75.2808,72.87,72.89,1841568.0
2019-05-20,71.98,73.4,71.08,72.13,1685972.0
2019-05-21,72.76,73.4938,70.92,71.35,1481861.0
2019-05-22,70.8,71.6172,70.32,70.62,2044936.0
2019-05-23,69.8,70.61,68.68,69.36,1847548.0
2019-05-24,69.62,70.53,68.78,69.26,1161795.0
2019-05-25,69.62,70.53,68.78,69.26,1161795.0
2019-05-26,69.62,70.53,68.78,69.26,1161795.0
2019-05-27,69.62,70.53,68.78,69.26,1161795.0
2019-05-28,69.68,70.96,69.41,70.07,1219505.0
2019-05-29,69.02,70.11,68.17,69.32,1607990.0
2019-05-30,69.64,70.24,68.95,69.67,1194937.0
2019-05-31,68.87,69.1212,68.15,68.65,958535.0
2019-06-01,68.87,69.1212,68.15,68.65,958535.0
2019-06-02,68.87,69.1212,68.15,68.65,958535.0
2019-06-03,68.28,68.92,65.37,65.82,2284582.0
2019-06-04,66.24,68.55,65.94,68.46,1809979.0
2019-06-05,69.14,71.48,69.12,71.34,1498535.0
2019-06-06,71.47,71.99,69.77,70.73,1004393.0
2019-06-07,70.73,72.82,70.51,70.99,1416656.0
2019-06-08,70.73,72.82,70.51,70.99,1416656.0
2019-06-09,70.73,72.82,70.51,70.99,1416656.0
2019-06-10,71.67,73.2,70.13,70.33,1148786.0
2019-06-11,70.93,71.97,69.05,70.16,893177.0
2019-06-12,69.77,71.88,69.65,71.78,920406.0
2019-06-13,72.14,73.45,71.75,72.57,1087381.0
2019-06-14,72.97,72.97,71.21,72.09,831552.0
2019-06-15,72.97,72.97,71.21,72.09,831552.0
2019-06-16,72.97,72.97,71.21,72.09,831552.0
2019-06-17,72.16,73.68,71.77,72.53,834776.0
2019-06-18,73.16,73.91,71.58,71.75,880180.0
2019-06-19,71.67,71.73,67.92,70.34,2682672.0
2019-06-20,70.98,72.28,69.015,69.2,2023134.0
2019-06-21,68.63,68.7,65.46,66.79,2094017.0
2019-06-22,68.63,68.7,65.46,66.79,2094017.0
2019-06-23,68.63,68.7,65.46,66.79,2094017.0
2019-06-24,67.3,72.055,67.28,71.48,3908166.0
2019-06-25,71.19,71.45,66.89,67.11,2487419.0
2019-06-26,68.13,68.75,65.5,66.66,2518244.0
2019-06-27,66.88,69.04,66.77,68.23,1196791.0
2019-06-28,68.12,68.79,67.19,67.27,1753464.0
2019-06-29,68.12,68.79,67.19,67.27,1753464.0
2019-06-30,68.12,68.79,67.19,67.27,1753464.0
2019-07-01,68.6,69.675,68.02,68.91,1225121.0
2019-07-02,68.78,69.82,67.9391,69.7,1143251.0
2019-07-03,70.38,72.08,70.02,71.54,1183046.0
2019-07-04,70.38,72.08,70.02,71.54,1183046.0
2019-07-05,71.13,72.92,70.6,72.28,1369672.0
2019-07-06,71.13,72.92,70.6,72.28,1369672.0
2019-07-07,71.13,72.92,70.6,72.28,1369672.0
2019-07-08,71.88,71.88,69.73,70.7,1239493.0
2019-07-09,70.51,72.8023,70.425,72.1,1044834.0
2019-07-10,72.52,74.12,71.21,73.3,1270593.0
2019-07-11,73.86,74.0,71.56,72.23,840078.0
2019-07-12,71.84,73.13,71.0104,73.03,893535.0
2019-07-13,71.84,73.13,71.0104,73.03,893535.0
2019-07-14,71.84,73.13,71.0104,73.03,893535.0
2019-07-15,73.14,73.81,72.8,73.08,896357.0
2019-07-16,73.15,75.0,71.78,72.29,2136255.0
2019-07-17,72.42,74.3054,71.89,73.14,1029033.0
2019-07-18,73.55,77.48,73.35,76.46,3139086.0
2019-07-19,77.33,79.3,75.69,76.02,2385766.0
2019-07-20,77.33,79.3,75.69,76.02,2385766.0
2019-07-21,77.33,79.3,75.69,76.02,2385766.0
2019-07-22,76.3,77.79,76.22,76.79,1243816.0
2019-07-23,76.95,77.29,75.17,76.34,1425453.0
2019-07-24,76.47,78.42,76.37,78.03,911790.0
2019-07-25,77.97,78.8199,77.1101,77.7,1024245.0
2019-07-26,76.61,78.1,75.44,77.19,1262371.0
2019-07-27,76.61,78.1,75.44,77.19,1262371.0
2019-07-28,76.61,78.1,75.44,77.19,1262371.0
2019-07-29,77.36,77.52,75.22,76.54,820423.0
2019-07-30,76.26,76.31,74.75,75.05,793926.0
2019-07-31,75.41,76.26,73.23,75.29,1161438.0
2019-08-01,75.38,77.655,74.95,75.44,1335900.0
2019-08-02,75.36,76.86,74.64,75.19,1553821.0
2019-08-03,75.36,76.86,74.64,75.19,1553821.0
2019-08-04,75.36,76.86,74.64,75.19,1553821.0
2019-08-05,73.0,73.16,69.86,71.41,2635231.0
2019-08-06,72.29,74.58,72.29,73.91,3467851.0
2019-08-07,85.47,95.3184,82.32,91.77,14540168.0
2019-08-08,89.5,89.5,85.1,87.17,8717260.0
2019-08-09,87.24,87.55,82.24,85.63,3286153.0
2019-08-10,87.24,87.55,82.24,85.63,3286153.0
2019-08-11,87.24,87.55,82.24,85.63,3286153.0
2019-08-12,85.59,85.89,79.82,82.64,3639130.0
2019-08-13,82.5,84.94,80.33,80.6,3125986.0
2019-08-14,79.66,80.7688,77.87,79.53,2637300.0
2019-08-15,81.82,82.91,80.01,82.47,2511076.0
2019-08-16,83.25,84.8,83.07,84.51,2092955.0
2019-08-17,83.25,84.8,83.07,84.51,2092955.0
2019-08-18,83.25,84.8,83.07,84.51,2092955.0
2019-08-19,85.2,85.5,81.14,82.92,2024851.0
2019-08-20,82.85,83.77,81.78,83.17,1524904.0
2019-08-21,84.13,85.6,83.45,85.35,1707382.0
2019-08-22,85.54,86.83,84.64,86.48,2133401.0
2019-08-23,86.1,87.51,85.155,85.46,1941346.0
2019-08-24,86.1,87.51,85.155,85.46,1941346.0
2019-08-25,86.1,87.51,85.155,85.46,1941346.0
2019-08-26,86.45,87.0,84.08,85.93,1592418.0
2019-08-27,86.89,87.39,84.42,84.83,1796688.0
2019-08-28,84.39,85.345,83.07,85.0,1353791.0
