,1812209D US Equity,1812209D US Equity,1812209D US Equity,1812209D US Equity,1812209D US Equity
2019-08-29,85.67,86.15,83.8,85.6,1415685.0
2019-08-30,85.89,86.19,83.96,84.8,1166844.0
2019-08-31,85.89,86.19,83.96,84.8,1166844.0
2019-09-01,85.89,86.19,83.96,84.8,1166844.0
2019-09-02,85.89,86.19,83.96,84.8,1166844.0
2019-09-03,84.8,85.75,83.36,83.98,1356561.0
2019-09-04,84.87,86.06,84.1,85.64,1907808.0
2019-09-05,88.55,89.3815,79.52,81.74,7772504.0
2019-09-06,81.61,82.64,79.52,81.47,1962793.0
2019-09-07,81.61,82.64,79.52,81.47,1962793.0
2019-09-08,81.61,82.64,79.52,81.47,1962793.0
2019-09-09,82.0,82.4,77.34,77.96,2471588.0
2019-09-10,76.25,78.61,75.12,75.54,2741231.0
2019-09-11,75.43,77.7699,74.19,74.83,2225032.0
2019-09-12,75.65,77.36,75.53,76.17,1756744.0
2019-09-13,75.82,77.05,74.65,74.93,1332250.0
2019-09-14,75.82,77.05,74.65,74.93,1332250.0
2019-09-15,75.82,77.05,74.65,74.93,1332250.0
2019-09-16,73.49,76.79,72.0,76.61,1859287.0
2019-09-17,78.01,79.895,76.92,79.71,2178058.0
2019-09-18,80.0,80.0,76.81,79.16,1836637.0
2019-09-19,79.92,81.11,78.41,79.24,1334609.0
2019-09-20,79.36,80.15,77.51,78.68,1927244.0
2019-09-21,79.36,80.15,77.51,78.68,1927244.0
2019-09-22,79.36,80.15,77.51,78.68,1927244.0
2019-09-23,78.62,78.9,77.84,78.16,930008.0
2019-09-24,78.62,79.05,71.97,72.83,3329551.0
2019-09-25,72.25,74.54,66.57,71.44,8099841.0
2019-09-26,70.27,72.15,69.535,71.44,1910291.0
2019-09-27,73.73,74.15,71.02,72.41,1898757.0
2019-09-28,73.73,74.15,71.02,72.41,1898757.0
2019-09-29,73.73,74.15,71.02,72.41,1898757.0
2019-09-30,71.96,72.87,70.08,71.44,1922234.0
2019-10-01,71.29,73.66,71.1,72.96,1911311.0
2019-10-02,71.69,72.66,69.93,72.37,1274050.0
2019-10-03,71.88,75.21,71.88,75.0,2725915.0
2019-10-04,74.7,75.74,73.7141,74.43,1409640.0
2019-10-05,74.7,75.74,73.7141,74.43,1409640.0
2019-10-06,74.7,75.74,73.7141,74.43,1409640.0
2019-10-07,77.01,78.31,75.71,77.97,3955701.0
2019-10-08,76.82,77.5,75.06,75.54,1744101.0
2019-10-09,75.6,77.06,75.06,75.96,1187057.0
2019-10-10,77.31,78.2,75.32,76.02,1715631.0
2019-10-11,75.2,75.92,72.781,74.1,4792004.0
2019-10-12,75.2,75.92,72.781,74.1,4792004.0
2019-10-13,75.2,75.92,72.781,74.1,4792004.0
2019-10-14,74.06,74.63,72.395,74.0,1933650.0
2019-10-15,74.0,75.55,73.0,75.25,1609292.0
2019-10-16,75.16,76.63,74.03,76.62,1289667.0
2019-10-17,76.53,77.11,75.64,75.8,1149150.0
2019-10-18,75.83,76.2,71.52,71.55,1812278.0
2019-10-19,75.83,76.2,71.52,71.55,1812278.0
2019-10-20,75.83,76.2,71.52,71.55,1812278.0
2019-10-21,72.3,73.81,71.16,72.97,1411314.0
2019-10-22,72.89,73.165,71.01,71.28,1151606.0
2019-10-23,71.49,73.57,71.28,73.46,2063337.0
2019-10-24,73.58,74.78,72.55,73.86,1332719.0
2019-10-25,73.66,74.47,73.0506,73.94,1035374.0
2019-10-26,73.66,74.47,73.0506,73.94,1035374.0
2019-10-27,73.66,74.47,73.0506,73.94,1035374.0
2019-10-28,74.04,74.5726,72.81,73.85,1088271.0
2019-10-29,74.0,75.43,72.71,72.79,1882398.0
2019-10-30,72.8,74.04,71.96,73.73,1161244.0
2019-10-31,73.78,74.92,72.88,72.99,1515664.0
2019-11-01,73.11,74.76,72.06,73.0,2258832.0
2019-11-02,73.11,74.76,72.06,73.0,2258832.0
2019-11-03,73.11,74.76,72.06,73.0,2258832.0
2019-11-04,73.18,73.42,71.04,71.21,2804254.0
2019-11-05,71.22,72.14,68.77,68.77,6407187.0
2019-11-06,62.25,67.22,61.5,67.04,10398812.0
2019-11-07,68.31,71.3,68.31,69.7,5083766.0
2019-11-08,70.02,70.06,67.42,69.08,3729254.0
2019-11-09,70.02,70.06,67.42,69.08,3729254.0
2019-11-10,70.02,70.06,67.42,69.08,3729254.0
2019-11-11,68.79,69.25,68.28,68.69,1663274.0
2019-11-12,68.54,68.99,67.22,68.41,1797326.0
2019-11-13,67.99,69.14,67.85,68.7,987103.0
2019-11-14,68.05,69.5,67.71,69.38,1068874.0
2019-11-15,69.55,70.7,69.07,70.08,961181.0
2019-11-16,69.55,70.7,69.07,70.08,961181.0
2019-11-17,69.55,70.7,69.07,70.08,961181.0
2019-11-18,70.43,71.56,69.915,71.09,1053784.0
2019-11-19,70.92,71.87,70.8593,71.86,1003731.0
2019-11-20,71.62,72.3799,69.49,70.47,2123216.0
2019-11-21,70.47,72.5,70.03,70.04,1368935.0
2019-11-22,70.26,70.29,69.4,69.87,1169525.0
2019-11-23,70.26,70.29,69.4,69.87,1169525.0
2019-11-24,70.26,70.29,69.4,69.87,1169525.0
2019-11-25,70.1,70.46,68.8,69.28,1553730.0
2019-11-26,69.4,70.88,69.4,70.37,4062502.0
2019-11-27,70.37,70.54,69.69,70.15,1121314.0
2019-11-28,70.37,70.54,69.69,70.15,1121314.0
2019-11-29,70.08,70.73,69.77,70.48,496366.0
2019-11-30,70.08,70.73,69.77,70.48,496366.0
2019-12-01,70.08,70.73,69.77,70.48,496366.0
2019-12-02,70.39,70.73,67.57,68.42,1723564.0
2019-12-03,66.98,68.38,66.66,68.26,1455649.0
2019-12-04,68.28,69.47,67.845,67.98,1481622.0
2019-12-05,67.94,68.72,67.65,68.13,897751.0
2019-12-06,68.16,68.42,66.94,67.87,1921281.0
2019-12-07,68.16,68.42,66.94,67.87,1921281.0
2019-12-08,68.16,68.42,66.94,67.87,1921281.0
2019-12-09,67.69,68.32,67.22,67.81,1714558.0
2019-12-10,67.96,69.05,67.77,68.25,1238027.0
2019-12-11,68.05,68.9,67.54,68.62,1332036.0
2019-12-12,68.53,69.51,68.21,69.09,2950959.0
2019-12-13,68.98,71.93,68.98,71.91,1954214.0
2019-12-14,68.98,71.93,68.98,71.91,1954214.0
2019-12-15,68.98,71.93,68.98,71.91,1954214.0
2019-12-16,72.17,73.039,71.36,72.31,2454633.0
2019-12-17,72.57,72.99,69.08,71.04,2878714.0
2019-12-18,71.24,72.2759,70.91,71.24,2361645.0
2019-12-19,72.51,77.97,72.5,77.35,5882994.0
2019-12-20,77.79,81.28,76.65,79.86,4822128.0
2019-12-21,77.79,81.28,76.65,79.86,4822128.0
2019-12-22,77.79,81.28,76.65,79.86,4822128.0
2019-12-23,80.34,80.7,79.27,80.18,1771775.0
2019-12-24,80.21,81.731,80.21,80.94,565727.0
2019-12-25,80.21,81.731,80.21,80.94,565727.0
2019-12-26,80.95,82.55,80.35,82.51,1143132.0
2019-12-27,82.83,84.21,82.16,84.03,2299760.0
2019-12-28,82.83,84.21,82.16,84.03,2299760.0
2019-12-29,82.83,84.21,82.16,84.03,2299760.0
2019-12-30,83.92,83.92,81.5801,82.98,1234074.0
2019-12-31,82.94,83.325,81.98,82.11,1176028.0
2020-01-01,82.94,83.325,81.98,82.11,1176028.0
2020-01-02,82.77,84.79,82.71,84.19,1711452.0
2020-01-03,83.0,84.3,83.0,84.1,850894.0
2020-01-04,83.0,84.3,83.0,84.1,850894.0
2020-01-05,83.0,84.3,83.0,84.1,850894.0
2020-01-06,83.38,84.33,82.77,84.32,1569156.0
2020-01-07,84.16,84.62,83.25,83.82,1135924.0
2020-01-08,83.7,85.94,83.655,85.05,1853043.0
2020-01-09,85.93,87.08,85.365,85.75,1631185.0
2020-01-10,86.51,87.5,85.13,87.13,2000077.0
2020-01-11,86.51,87.5,85.13,87.13,2000077.0
2020-01-12,86.51,87.5,85.13,87.13,2000077.0
2020-01-13,87.99,91.38,87.61,89.58,3028412.0
2020-01-14,89.87,90.37,88.9,89.72,1547769.0
2020-01-15,89.97,91.9,89.75,91.1,1360702.0
2020-01-16,91.67,92.51,91.31,92.45,1334216.0
2020-01-17,91.98,92.36,90.22,91.11,2506755.0
2020-01-18,91.98,92.36,90.22,91.11,2506755.0
2020-01-19,91.98,92.36,90.22,91.11,2506755.0
2020-01-20,91.98,92.36,90.22,91.11,2506755.0
2020-01-21,90.25,91.51,89.54,89.75,2426276.0
2020-01-22,90.25,91.32,89.31,89.56,1179533.0
2020-01-23,89.88,90.65,88.47,88.47,1718779.0
2020-01-24,88.79,89.485,85.47,85.57,1513749.0
2020-01-25,88.79,89.485,85.47,85.57,1513749.0
2020-01-26,88.79,89.485,85.47,85.57,1513749.0
2020-01-27,82.44,84.76,81.46,84.35,2481332.0
2020-01-28,84.92,85.29,83.92,83.96,1124587.0
2020-01-29,83.19,83.7695,80.94,81.03,2181817.0
2020-01-30,80.57,81.09,79.92,81.05,1211542.0
2020-01-31,80.26,81.06,78.01,78.22,2034922.0
2020-02-01,80.26,81.06,78.01,78.22,2034922.0
2020-02-02,80.26,81.06,78.01,78.22,2034922.0
2020-02-03,78.27,80.72,78.24,80.72,2166325.0
2020-02-04,82.0,83.01,80.52,82.93,3134206.0
2020-02-05,80.05,81.37,75.24,76.0,7092188.0
2020-02-06,76.25,82.26,76.25,79.51,7927206.0
2020-02-07,79.33,80.2,77.4,77.75,4869911.0
2020-02-08,79.33,80.2,77.4,77.75,4869911.0
2020-02-09,79.33,80.2,77.4,77.75,4869911.0
2020-02-10,77.28,78.1,75.68,75.81,1637392.0
2020-02-11,76.02,76.3999,74.53,74.58,1786591.0
2020-02-12,74.54,75.71,73.01,75.5,2515586.0
2020-02-13,74.91,75.96,73.78,75.21,1652510.0
2020-02-14,75.31,77.09,75.09,76.5,2240626.0
2020-02-15,75.31,77.09,75.09,76.5,2240626.0
2020-02-16,75.31,77.09,75.09,76.5,2240626.0
2020-02-17,75.31,77.09,75.09,76.5,2240626.0
2020-02-18,76.5,77.23,75.315,76.7,1822760.0
2020-02-19,77.3,77.64,75.8838,75.92,1499038.0
2020-02-20,75.85,76.79,73.6,75.15,1640373.0
2020-02-21,74.89,74.98,72.8,73.5,1300346.0
2020-02-22,74.89,74.98,72.8,73.5,1300346.0
2020-02-23,74.89,74.98,72.8,73.5,1300346.0
2020-02-24,69.59,71.06,68.6,70.15,3283310.0
2020-02-25,70.39,70.92,67.23,67.75,2899447.0
2020-02-26,67.98,68.81,65.52,66.04,3753767.0
2020-02-27,63.83,66.91,63.13,64.8,3190503.0
2020-02-28,62.41,65.5,62.23,65.0,3133691.0
2020-02-29,62.41,65.5,62.23,65.0,3133691.0
2020-03-01,62.41,65.5,62.23,65.0,3133691.0
2020-03-02,65.0,68.21,63.53,68.14,3845372.0
2020-03-03,68.14,68.56,64.38,65.8,4149117.0
2020-03-04,67.05,68.8,65.365,68.06,2746583.0
2020-03-05,66.32,67.98,65.58,66.61,2368941.0
2020-03-06,64.53,65.59,62.98,65.56,2250534.0
2020-03-07,64.53,65.59,62.98,65.56,2250534.0
2020-03-08,64.53,65.59,62.98,65.56,2250534.0
2020-03-09,60.0,65.76,53.25,64.04,3394153.0
2020-03-10,65.24,66.38,63.05,65.82,2053973.0
2020-03-11,64.3,65.03,61.69,63.02,2574334.0
2020-03-12,57.49,60.965,55.8,57.57,4206663.0
2020-03-13,59.6,60.8,55.62,60.47,3622228.0
2020-03-14,59.6,60.8,55.62,60.47,3622228.0
2020-03-15,59.6,60.8,55.62,60.47,3622228.0
2020-03-16,53.7,56.54,52.59,54.39,6139043.0
2020-03-17,55.01,58.1,51.79,57.02,4437566.0
2020-03-18,53.11,55.91,47.27,52.0,3659029.0
2020-03-19,50.38,53.16,48.92,50.76,4080686.0
2020-03-20,51.68,52.94,47.31,47.35,4844548.0
2020-03-21,51.68,52.94,47.31,47.35,4844548.0
2020-03-22,51.68,52.94,47.31,47.35,4844548.0
2020-03-23,46.9,50.13,44.74,48.71,3854238.0
2020-03-24,50.7,58.33,50.7,57.86,4694227.0
2020-03-25,59.0,68.5,58.5,65.6,6023960.0
2020-03-26,65.52,73.25,61.98,63.58,4024382.0
2020-03-27,60.39,64.35,60.16,62.48,1972682.0
2020-03-28,60.39,64.35,60.16,62.48,1972682.0
2020-03-29,60.39,64.35,60.16,62.48,1972682.0
2020-03-30,62.23,67.7,62.23,66.67,2532033.0
2020-03-31,65.7,68.79,65.7,66.04,2132924.0
2020-04-01,64.13,64.97,60.42,61.61,2482358.0
2020-04-02,60.75,64.15,60.17,62.19,1281788.0
2020-04-03,62.53,64.76,62.21,63.7,1376589.0
2020-04-04,62.53,64.76,62.21,63.7,1376589.0
2020-04-05,62.53,64.76,62.21,63.7,1376589.0
2020-04-06,66.98,68.93,64.33,68.41,2098574.0
2020-04-07,70.65,71.96,67.77,70.18,3322044.0
2020-04-08,71.06,72.585,68.91,69.21,2119658.0
2020-04-09,70.31,71.0,66.66,68.11,2457871.0
2020-04-10,70.31,71.0,66.66,68.11,2457871.0
2020-04-11,70.31,71.0,66.66,68.11,2457871.0
2020-04-12,70.31,71.0,66.66,68.11,2457871.0
2020-04-13,67.25,69.37,65.99,68.48,1897159.0
2020-04-14,69.58,74.13,69.58,73.26,2603784.0
2020-04-15,72.08,76.13,69.86,74.49,2884735.0
2020-04-16,75.7,80.405,75.09,78.87,3355646.0
2020-04-17,80.0,81.32,78.81,80.0,3055492.0
2020-04-18,80.0,81.32,78.81,80.0,3055492.0
2020-04-19,80.0,81.32,78.81,80.0,3055492.0
2020-04-20,79.23,83.59,78.95,80.03,2238871.0
2020-04-21,79.33,80.17,75.78,76.9,1337725.0
2020-04-22,78.12,80.81,77.51,80.03,1389616.0
