,RUSHA US Equity,RUSHA US Equity,RUSHA US Equity,RUSHA US Equity,RUSHA US Equity
2021-03-14,30.8451,32.0146,30.8277,31.8303,383792.0
2021-03-15,30.8769,31.5697,30.4955,31.4426,535499.0
2021-03-16,31.5888,31.6841,30.7625,31.3536,462746.0
2021-03-17,31.3282,31.6746,31.004,31.6714,340970.0
2021-03-18,31.6968,32.5167,31.611,32.0718,465090.0
2021-03-19,32.0019,32.0019,30.9468,31.3155,805437.0
2021-03-20,32.0019,32.0019,30.9468,31.3155,805437.0
2021-03-21,32.0019,32.0019,30.9468,31.3155,805437.0
2021-03-22,31.4299,31.7604,30.4129,30.6481,212411.0
2021-03-23,30.2159,30.6862,29.6884,29.968,285255.0
2021-03-24,30.1905,30.6163,29.3006,29.7456,208269.0
2021-03-25,29.6311,30.6227,29.0591,30.4447,259482.0
2021-03-26,30.7053,31.29,30.4511,31.2646,171594.0
2021-03-27,30.7053,31.29,30.4511,31.2646,171594.0
2021-03-28,30.7053,31.29,30.4511,31.2646,171594.0
2021-03-29,31.0739,31.6905,30.5655,31.3472,332406.0
2021-03-30,31.4426,32.5993,31.1883,32.4849,408662.0
2021-03-31,32.3324,32.9998,31.5379,31.6714,512811.0
2021-04-01,31.6905,31.7349,31.0549,31.6205,177272.0
2021-04-02,31.6905,31.7349,31.0549,31.6205,177272.0
2021-04-03,31.6905,31.7349,31.0549,31.6205,177272.0
2021-04-04,31.6905,31.7349,31.0549,31.6205,177272.0
2021-04-05,31.9701,32.4532,31.6587,32.2243,336255.0
2021-04-06,32.129,32.6502,31.8875,32.0146,169697.0
2021-04-07,32.1099,32.4277,31.1883,31.379,179822.0
2021-04-08,31.3472,31.9606,30.8261,31.7604,254163.0
2021-04-09,31.6587,32.4436,31.4172,32.2243,232968.0
2021-04-10,31.6587,32.4436,31.4172,32.2243,232968.0
2021-04-11,31.6587,32.4436,31.4172,32.2243,232968.0
2021-04-12,32.415,32.5739,31.9002,32.4023,132206.0
2021-04-13,32.4087,32.4087,31.665,32.0782,101027.0
2021-04-14,32.4659,32.5358,31.8748,31.951,182685.0
2021-04-15,32.2053,32.4023,31.5633,32.3705,161928.0
2021-04-16,32.5358,32.6979,31.7985,32.2498,256535.0
2021-04-17,32.5358,32.6979,31.7985,32.2498,256535.0
2021-04-18,32.5358,32.6979,31.7985,32.2498,256535.0
2021-04-19,32.2243,32.2434,31.5125,31.8621,139418.0
2021-04-20,32.1163,32.1163,30.6926,30.985,154712.0
2021-04-21,30.6926,31.4235,30.3187,31.29,183395.0
2021-04-22,31.7731,31.7731,29.5341,30.4511,322110.0
2021-04-23,30.7689,32.2116,30.7561,31.6777,679919.0
2021-04-24,30.7689,32.2116,30.7561,31.6777,679919.0
2021-04-25,30.7689,32.2116,30.7561,31.6777,679919.0
2021-04-26,31.9383,32.4118,31.4553,31.9765,466544.0
2021-04-27,31.7604,32.3832,31.7604,31.9828,396081.0
2021-04-28,31.6968,32.1862,31.4744,31.7985,424620.0
2021-04-29,32.1036,32.2085,31.6523,31.7921,204459.0
2021-04-30,31.5252,31.7921,31.29,31.3727,265425.0
2021-05-01,31.5252,31.7921,31.29,31.3727,265425.0
2021-05-02,31.5252,31.7921,31.29,31.3727,265425.0
2021-05-03,31.5379,32.3388,31.4871,32.2371,201302.0
2021-05-04,31.9701,32.2625,31.6333,31.7794,219890.0
2021-05-05,31.9129,32.2078,31.29,31.6587,214433.0
2021-05-06,31.6269,31.8366,31.2297,31.8366,185715.0
2021-05-07,31.5591,31.894,31.5368,31.6325,279953.0
2021-05-08,31.5591,31.894,31.5368,31.6325,279953.0
2021-05-09,31.5591,31.894,31.5368,31.6325,279953.0
2021-05-10,31.607,32.4554,31.5751,31.977,303164.0
2021-05-11,31.473,31.8175,31.0839,31.2689,223190.0
2021-05-12,31.1987,31.1987,30.4333,30.5545,244080.0
2021-05-13,30.6884,31.9642,30.6884,31.8685,307226.0
2021-05-14,31.8685,32.7998,31.8302,32.7743,343152.0
2021-05-15,31.8685,32.7998,31.8302,32.7743,343152.0
2021-05-16,31.8685,32.7998,31.8302,32.7743,343152.0
2021-05-17,32.736,33.157,32.2831,33.0422,214622.0
2021-05-18,32.8317,33.0231,32.0663,32.1619,265713.0
2021-05-19,31.8845,31.8845,31.1031,31.4667,425570.0
2021-05-20,31.288,31.5366,30.2355,30.4333,321423.0
2021-05-21,30.714,31.5432,30.4333,31.2944,194526.0
2021-05-22,30.714,31.5432,30.4333,31.2944,194526.0
2021-05-23,30.714,31.5432,30.4333,31.2944,194526.0
2021-05-24,29.99,31.2562,29.99,30.7203,170268.0
2021-05-25,30.4907,31.0265,30.2802,30.3248,484200.0
2021-05-26,30.4014,30.7586,30.3312,30.6565,226698.0
2021-05-27,31.0201,31.2498,30.8288,30.867,298062.0
2021-05-28,31.0265,31.0265,30.4333,30.4907,162335.0
2021-05-29,31.0265,31.0265,30.4333,30.4907,162335.0
2021-05-30,31.0265,31.0265,30.4333,30.4907,162335.0
2021-05-31,31.0265,31.0265,30.4333,30.4907,162335.0
2021-06-01,31.186,31.3455,30.4205,31.2562,293844.0
2021-06-02,31.3391,31.3486,30.0761,30.1845,243044.0
2021-06-03,30.0825,30.1558,29.4541,29.974,169085.0
2021-06-04,30.0187,30.2802,29.7571,29.9166,176388.0
2021-06-05,30.0187,30.2802,29.7571,29.9166,176388.0
2021-06-06,30.0187,30.2802,29.7571,29.9166,176388.0
2021-06-07,30.0506,30.0761,29.4765,29.7508,220493.0
2021-06-08,29.6933,30.0187,29.4191,29.7444,105665.0
2021-06-09,29.7508,29.789,29.2086,29.7635,302762.0
2021-06-10,29.9549,29.9549,29.3425,29.3999,261600.0
2021-06-11,29.5403,29.8145,29.5084,29.7252,184268.0
2021-06-12,29.5403,29.8145,29.5084,29.7252,184268.0
2021-06-13,29.5403,29.8145,29.5084,29.7252,184268.0
2021-06-14,29.6742,29.7954,29.1065,29.2787,185343.0
2021-06-15,29.4254,29.604,29.1639,29.3298,203651.0
2021-06-16,29.2723,29.3904,28.711,29.2086,480983.0
2021-06-17,29.2596,29.2979,27.6681,28.2581,210825.0
2021-06-18,27.4416,27.8052,26.5167,26.7081,689748.0
2021-06-19,27.4416,27.8052,26.5167,26.7081,689748.0
2021-06-20,27.4416,27.8052,26.5167,26.7081,689748.0
2021-06-21,27.0461,27.5118,26.7463,27.1227,502881.0
2021-06-22,27.078,27.1316,26.5741,26.791,387618.0
2021-06-23,26.8994,27.2822,26.37,26.9122,387888.0
2021-06-24,26.9951,27.6585,26.74,27.4671,313139.0
2021-06-25,27.5756,28.054,26.1914,26.4784,2250885.0
2021-06-26,27.5756,28.054,26.1914,26.4784,2250885.0
2021-06-27,27.5756,28.054,26.1914,26.4784,2250885.0
2021-06-28,26.791,27.0972,26.2424,26.9505,483180.0
2021-06-29,27.0461,27.4257,26.7719,26.9377,319712.0
2021-06-30,26.8994,27.8068,26.8994,27.582,289328.0
2021-07-01,27.6649,28.0221,27.4129,27.6139,294876.0
2021-07-02,27.6139,27.7414,26.916,27.3906,167702.0
2021-07-03,27.6139,27.7414,26.916,27.3906,167702.0
2021-07-04,27.6139,27.7414,26.916,27.3906,167702.0
2021-07-05,27.6139,27.7414,26.916,27.3906,167702.0
2021-07-06,27.1546,27.2439,26.5358,26.7527,514355.0
2021-07-07,26.5677,27.493,26.4593,27.0015,308447.0
2021-07-08,26.3764,27.4289,26.1212,26.9249,250205.0
2021-07-09,27.3523,28.1178,26.9696,28.0859,368952.0
2021-07-10,27.3523,28.1178,26.9696,28.0859,368952.0
2021-07-11,27.3523,28.1178,26.9696,28.0859,368952.0
2021-07-12,27.7925,28.475,27.3906,28.3219,453567.0
2021-07-13,28.1305,28.6408,27.4799,28.4686,365964.0
2021-07-14,28.4941,28.9725,28.3315,28.4367,231866.0
2021-07-15,28.1624,28.6727,27.9647,28.2645,221231.0
2021-07-16,28.4814,28.6281,28.2007,28.5324,705435.0
2021-07-17,28.4814,28.6281,28.2007,28.5324,705435.0
2021-07-18,28.4814,28.6281,28.2007,28.5324,705435.0
2021-07-19,27.8307,28.5579,27.3389,27.9519,520346.0
2021-07-20,27.8881,29.1575,27.8148,28.9598,335232.0
2021-07-21,29.3106,30.3248,29.2213,29.9294,431610.0
2021-07-22,29.9294,30.0569,29.2086,29.604,250425.0
2021-07-23,29.8528,30.1399,29.3872,29.8592,207798.0
2021-07-24,29.8528,30.1399,29.3872,29.8592,207798.0
2021-07-25,29.8528,30.1399,29.3872,29.8592,207798.0
2021-07-26,30.5991,30.5991,29.3425,29.5913,193485.0
2021-07-27,29.5849,29.8145,29.2468,29.5594,240096.0
2021-07-28,29.5849,30.1585,28.7939,29.4637,204975.0
2021-07-29,29.8082,31.1033,29.3457,29.9804,268620.0
2021-07-30,29.7444,30.0633,29.5211,29.974,236600.0
2021-07-31,29.7444,30.0633,29.5211,29.974,236600.0
2021-08-01,29.7444,30.0633,29.5211,29.974,236600.0
2021-08-02,30.025,30.3472,29.4701,29.5658,193391.0
2021-08-03,29.5658,29.8783,29.2086,29.5084,254627.0
2021-08-04,29.2851,29.2851,28.4877,28.6727,303144.0
2021-08-05,28.7301,28.9056,28.3538,28.5962,269465.0
2021-08-06,28.896,29.0969,28.5292,28.9279,118551.0
2021-08-07,28.896,29.0969,28.5292,28.9279,118551.0
2021-08-08,28.896,29.0969,28.5292,28.9279,118551.0
2021-08-09,28.8062,29.0816,28.3514,28.6268,86660.0
2021-08-10,28.55,29.0304,28.4539,28.9279,90675.0
2021-08-11,28.9599,29.4916,28.9343,29.4852,111510.0
2021-08-12,29.6325,29.6389,29.2418,29.2674,151559.0
2021-08-13,29.3827,29.3827,28.7998,28.9791,126569.0
2021-08-14,29.3827,29.3827,28.7998,28.9791,126569.0
2021-08-15,29.3827,29.3827,28.7998,28.9791,126569.0
2021-08-16,28.9087,29.1201,28.4475,28.9535,104555.0
2021-08-17,28.6973,28.7032,28.0567,28.3386,230235.0
2021-08-18,28.1977,28.8382,27.8517,27.935,111698.0
2021-08-19,27.6211,28.4795,27.2048,27.8517,220907.0
2021-08-20,27.7621,28.313,27.682,28.1144,331472.0
2021-08-21,27.7621,28.313,27.682,28.1144,331472.0
2021-08-22,27.7621,28.313,27.682,28.1144,331472.0
2021-08-23,28.3194,28.7934,28.0952,28.5436,150984.0
2021-08-24,28.6332,29.0856,28.377,28.4219,112500.0
2021-08-25,28.377,29.4532,27.9606,28.4603,122553.0
2021-08-26,28.5307,28.6781,28.0055,28.0695,126747.0
2021-08-27,28.1656,29.1521,28.0247,28.9279,174206.0
2021-08-28,28.1656,29.1521,28.0247,28.9279,174206.0
2021-08-29,28.1656,29.1521,28.0247,28.9279,174206.0
2021-08-30,29.024,29.024,28.3866,28.4411,130257.0
2021-08-31,28.5948,28.7902,28.0888,28.2489,221525.0
2021-09-01,28.3258,28.4859,27.7813,28.1977,109980.0
2021-09-02,28.2617,28.4987,28.108,28.1848,69996.0
2021-09-03,28.2489,28.4379,27.8582,27.8902,116388.0
2021-09-04,28.2489,28.4379,27.8582,27.8902,116388.0
2021-09-05,28.2489,28.4379,27.8582,27.8902,116388.0
2021-09-06,28.2489,28.4379,27.8582,27.8902,116388.0
2021-09-07,27.7749,27.8582,27.3073,27.3841,110270.0
2021-09-08,27.224,27.5635,26.7628,26.9421,169439.0
2021-09-09,26.9614,27.1599,26.7372,26.8653,140325.0
2021-09-10,27.019,27.3009,26.5514,26.5514,152400.0
2021-09-11,27.019,27.3009,26.5514,26.5514,152400.0
2021-09-12,27.019,27.3009,26.5514,26.5514,152400.0
2021-09-13,26.8461,27.0126,26.4041,26.8461,165410.0
2021-09-14,27.0831,27.0831,26.3208,26.5898,195239.0
2021-09-15,26.577,27.256,26.5322,27.1087,161597.0
2021-09-16,27.0831,27.4162,26.7852,27.2881,166037.0
2021-09-17,27.0318,27.7877,26.7884,27.6276,920364.0
2021-09-18,27.0318,27.7877,26.7884,27.6276,920364.0
2021-09-19,27.0318,27.7877,26.7884,27.6276,920364.0
2021-09-20,27.0639,27.5251,26.6859,27.3201,388788.0
2021-09-21,27.4994,27.6308,27.1407,27.3777,320967.0
2021-09-22,27.4994,28.3706,27.4994,28.0119,379251.0
2021-09-23,28.1592,28.8062,28.1592,28.55,195743.0
2021-09-24,28.4154,28.9151,27.8325,28.7742,162869.0
2021-09-25,28.4154,28.9151,27.8325,28.7742,162869.0
2021-09-26,28.4154,28.9151,27.8325,28.7742,162869.0
2021-09-27,28.8446,29.8952,28.8446,29.5941,195800.0
2021-09-28,29.671,29.7863,29.1073,29.1521,176841.0
2021-09-29,28.4443,29.6645,28.4443,29.6133,147549.0
2021-09-30,29.671,29.7222,28.6973,28.9279,234252.0
2021-10-01,29.1777,29.6645,28.8254,29.4339,147812.0
2021-10-02,29.1777,29.6645,28.8254,29.4339,147812.0
2021-10-03,29.1777,29.6645,28.8254,29.4339,147812.0
2021-10-04,29.466,29.9016,29.3891,29.8631,172587.0
2021-10-05,29.9656,30.2186,29.4275,29.8887,158222.0
2021-10-06,29.6453,30.0745,29.2738,30.0169,146504.0
2021-10-07,30.2603,30.3243,29.9208,30.0553,275297.0
2021-10-08,30.1578,30.2987,29.735,29.9784,207908.0
2021-10-09,30.1578,30.2987,29.735,29.9784,207908.0
2021-10-10,30.1578,30.2987,29.735,29.9784,207908.0
2021-10-11,30.0873,30.5806,29.7927,30.0809,144060.0
2021-10-12,30.145,30.8752,30.1258,30.7791,254138.0
2021-10-13,30.7791,30.8368,30.1962,30.6318,203325.0
2021-10-14,30.9713,31.7079,30.4364,31.6887,397998.0
2021-10-15,32.0282,32.7585,30.4268,30.5998,703220.0
2021-10-16,32.0282,32.7585,30.4268,30.5998,703220.0
2021-10-17,32.0282,32.7585,30.4268,30.5998,703220.0
2021-10-18,30.6382,30.8496,30.0425,30.2731,559731.0
2021-10-19,30.4332,30.5293,29.8183,30.3179,398976.0
2021-10-20,30.3371,31.4261,30.2635,30.7343,261752.0
2021-10-21,29.0752,33.8227,29.0752,32.3485,574971.0
2021-10-22,32.5663,33.8602,31.9706,33.7578,561510.0
2021-10-23,32.5663,33.8602,31.9706,33.7578,561510.0
2021-10-24,32.5663,33.8602,31.9706,33.7578,561510.0
2021-10-25,33.7321,34.5456,33.6841,34.3919,396396.0
2021-10-26,34.3727,34.7634,33.7385,34.3983,483416.0
2021-10-27,34.2702,34.2702,33.0403,33.2517,327288.0
2021-10-28,33.4759,33.8282,33.0724,33.2389,287304.0
2021-10-29,33.1812,33.6873,33.1108,33.3606,310179.0
2021-10-30,33.1812,33.6873,33.1108,33.3606,310179.0
2021-10-31,33.1812,33.6873,33.1108,33.3606,310179.0
2021-11-01,33.6232,34.3791,33.4215,33.8923,240477.0
2021-11-02,33.9371,34.3379,33.6232,34.0332,202310.0
2021-11-03,34.0268,34.6289,33.5015,34.52,334056.0
2021-11-04,34.5521,34.7955,34.0396,34.2446,265100.0
2021-11-05,34.6239,35.3631,34.5532,35.151,327459.0
2021-11-06,34.6239,35.3631,34.5532,35.151,327459.0
2021-11-07,34.6239,35.3631,34.5532,35.151,327459.0
2021-11-08,35.556,35.8131,34.5949,34.6753,303459.0
2021-11-09,34.7589,35.0289,34.2446,34.3989,403569.0
2021-11-10,34.431,34.5981,33.756,33.8717,493046.0
2021-11-11,34.0067,34.4824,33.6499,34.1096,575153.0
2021-11-12,34.1032,34.4953,33.9617,34.3153,209493.0
2021-11-13,34.1032,34.4953,33.9617,34.3153,209493.0
2021-11-14,34.1032,34.4953,33.9617,34.3153,209493.0
2021-11-15,34.2189,34.5403,34.0871,34.296,177242.0
2021-11-16,34.1996,35.1831,34.1321,35.0224,334221.0
2021-11-17,34.7717,35.5753,34.2317,35.4981,391299.0
2021-11-18,35.4981,36.3306,35.4981,35.6203,344157.0
2021-11-19,35.4917,36.1442,35.0674,35.916,286671.0
2021-11-20,35.4917,36.1442,35.0674,35.916,286671.0
2021-11-21,35.4917,36.1442,35.0674,35.916,286671.0
2021-11-22,36.0703,37.0667,35.9996,36.771,342744.0
2021-11-23,36.5331,36.7646,35.9803,36.5396,327639.0
2021-11-24,36.2374,36.7067,35.7681,35.7681,145707.0
2021-11-25,36.2374,36.7067,35.7681,35.7681,145707.0
2021-11-26,34.9067,34.9067,33.846,34.5146,227606.0
2021-11-27,34.9067,34.9067,33.846,34.5146,227606.0
2021-11-28,34.9067,34.9067,33.846,34.5146,227606.0
2021-11-29,34.9839,35.0096,33.8846,33.9103,261302.0
2021-11-30,33.9103,34.4615,32.676,32.7596,267233.0
2021-12-01,34.3603,34.7717,33.6339,33.6339,369314.0
2021-12-02,33.6274,34.7203,33.6274,34.0839,287918.0
2021-12-03,34.3024,34.4567,33.8589,34.2896,332174.0
2021-12-04,34.3024,34.4567,33.8589,34.2896,332174.0
2021-12-05,34.3024,34.4567,33.8589,34.2896,332174.0
2021-12-06,34.5724,35.3471,34.521,35.0289,277436.0
2021-12-07,35.2281,35.511,35.0578,35.1189,238056.0
2021-12-08,35.3889,35.4146,34.7396,35.3567,208221.0
2021-12-09,35.0546,35.646,34.611,35.5624,245633.0
2021-12-10,35.6074,35.9803,34.6881,35.3567,253584.0
2021-12-11,35.6074,35.9803,34.6881,35.3567,253584.0
2021-12-12,35.6074,35.9803,34.6881,35.3567,253584.0
2021-12-13,35.331,35.331,34.3539,34.4632,191111.0
2021-12-14,34.3346,35.0411,34.2317,34.4374,241457.0
2021-12-15,34.5017,34.7781,33.8653,34.611,302064.0
2021-12-16,34.9003,35.151,34.296,34.386,242834.0
2021-12-17,34.4824,34.5724,33.6082,33.7817,535307.0
2021-12-18,34.4824,34.5724,33.6082,33.7817,535307.0
2021-12-19,34.4824,34.5724,33.6082,33.7817,535307.0
2021-12-20,33.3896,33.396,32.1237,33.1839,207611.0
2021-12-21,33.5182,34.026,33.3639,33.9746,270359.0
2021-12-22,33.9682,34.3217,33.2803,34.2317,220424.0
2021-12-23,34.4182,34.836,34.206,34.5082,138311.0
2021-12-24,34.4182,34.836,34.206,34.5082,138311.0
2021-12-25,34.4182,34.836,34.206,34.5082,138311.0
2021-12-26,34.4182,34.836,34.206,34.5082,138311.0
2021-12-27,34.6431,35.2603,34.3539,35.1703,161942.0
2021-12-28,35.2603,35.826,34.9485,35.5689,154488.0
2021-12-29,35.6203,36.2246,35.6203,36.0574,182334.0
2021-12-30,36.0317,36.0896,35.5689,35.7039,113027.0
2021-12-31,35.466,35.9096,35.4467,35.7681,201620.0
2022-01-01,35.466,35.9096,35.4467,35.7681,201620.0
2022-01-02,35.466,35.9096,35.4467,35.7681,201620.0
2022-01-03,35.8003,36.5203,35.6781,36.3853,338295.0
2022-01-04,36.4238,38.0744,36.4238,37.9667,341708.0
2022-01-05,37.986,38.5838,37.1888,37.2853,588155.0
2022-01-06,37.4524,38.7574,37.3174,38.7317,415812.0
2022-01-07,38.571,39.1399,37.0567,37.2853,326964.0
2022-01-08,38.571,39.1399,37.0567,37.2853,326964.0
2022-01-09,38.571,39.1399,37.0567,37.2853,326964.0
2022-01-10,37.1053,37.2981,36.1346,36.4624,288143.0
2022-01-11,36.6553,36.9156,35.601,36.1153,284954.0
2022-01-12,36.3017,36.5685,35.9053,36.1603,318533.0
2022-01-13,36.2438,36.7131,36.0446,36.591,310218.0
2022-01-14,36.2503,36.5524,35.6267,36.4367,249764.0
2022-01-15,36.2503,36.5524,35.6267,36.4367,249764.0
2022-01-16,36.2503,36.5524,35.6267,36.4367,249764.0
2022-01-17,36.2503,36.5524,35.6267,36.4367,249764.0
2022-01-18,36.1153,36.1763,35.2281,35.5689,314792.0
2022-01-19,35.4178,35.5624,34.9518,35.0481,255620.0
2022-01-20,35.0289,35.5239,34.116,34.1353,309711.0
2022-01-21,33.9039,35.1381,33.9039,34.6239,434471.0
2022-01-22,33.9039,35.1381,33.9039,34.6239,434471.0
2022-01-23,33.9039,35.1381,33.9039,34.6239,434471.0
2022-01-24,34.1289,35.916,34.1289,35.6589,571253.0
2022-01-25,35.2153,35.6182,34.3089,35.0996,234308.0
2022-01-26,35.5303,36.1024,34.206,34.6239,315855.0
2022-01-27,34.9324,35.1639,33.3317,33.6017,315848.0
2022-01-28,33.6917,34.3924,32.5217,33.5439,423422.0
2022-01-29,33.6917,34.3924,32.5217,33.5439,423422.0
2022-01-30,33.6917,34.3924,32.5217,33.5439,423422.0
2022-01-31,33.3446,34.1482,33.171,33.9553,433443.0
2022-02-01,33.9296,34.7203,33.5053,34.2124,382191.0
2022-02-02,34.3024,34.4953,33.531,33.6339,296057.0
2022-02-03,33.5696,33.7287,32.8367,32.9396,433595.0
2022-02-04,32.946,33.6371,31.6539,31.8853,290657.0
2022-02-05,32.946,33.6371,31.6539,31.8853,290657.0
2022-02-06,32.946,33.6371,31.6539,31.8853,290657.0
2022-02-07,32.0268,32.0268,31.3196,31.5446,491898.0
2022-02-08,31.6603,32.3417,31.4418,31.9046,504708.0
2022-02-09,32.1425,32.5667,32.0043,32.1168,421587.0
2022-02-10,31.7568,32.3032,31.3646,31.4996,424908.0
2022-02-11,31.6346,31.9207,31.056,31.4996,288623.0
2022-02-12,31.6346,31.9207,31.056,31.4996,288623.0
2022-02-13,31.6346,31.9207,31.056,31.4996,288623.0
2022-02-14,31.4739,33.3253,30.9661,31.8146,227597.0
2022-02-15,32.0782,32.8271,31.9689,32.5925,243485.0
2022-02-16,32.6567,33.155,31.7118,33.1067,274497.0
2022-02-17,33.2096,33.5632,31.3775,32.1682,590226.0
2022-02-18,32.2839,32.7403,31.7439,32.1425,400848.0
2022-02-19,32.2839,32.7403,31.7439,32.1425,400848.0
2022-02-20,32.2839,32.7403,31.7439,32.1425,400848.0
2022-02-21,32.2839,32.7403,31.7439,32.1425,400848.0
2022-02-22,32.226,32.5603,31.596,31.7182,329049.0
2022-02-23,31.956,31.956,31.2425,31.5125,395823.0
2022-02-24,30.9339,32.1103,30.4331,32.001,395006.0
2022-02-25,32.0527,32.9238,31.9042,32.7238,270600.0
2022-02-26,32.0527,32.9238,31.9042,32.7238,270600.0
2022-02-27,32.0527,32.9238,31.9042,32.7238,270600.0
2022-02-28,32.3689,33.6853,32.1075,33.5175,488769.0
2022-03-01,33.311,33.3143,31.9881,32.2979,415722.0
2022-03-02,32.014,33.4659,32.014,33.1884,432764.0
2022-03-03,32.898,33.7321,32.898,33.6918,253152.0
2022-03-04,33.3368,33.4788,32.427,33.4272,281753.0
2022-03-05,33.3368,33.4788,32.427,33.4272,281753.0
2022-03-06,33.3368,33.4788,32.427,33.4272,281753.0
2022-03-07,33.4982,33.724,32.827,33.0529,307907.0
2022-03-08,34.4177,34.4177,32.5657,33.0529,344202.0
2022-03-09,33.5498,33.6337,32.9238,32.9561,198675.0
2022-03-10,32.5173,33.1562,32.2334,33.04,148646.0
2022-03-11,33.2336,33.4659,32.9948,33.3949,190830.0
2022-03-12,33.2336,33.4659,32.9948,33.3949,190830.0
2022-03-13,33.2336,33.4659,32.9948,33.3949,190830.0
2022-03-14,33.6208,34.2016,33.3659,34.0983,290241.0
2022-03-15,33.9886,34.421,33.2788,34.2274,312012.0
2022-03-16,34.2209,35.0147,33.9499,34.6468,526736.0
2022-03-17,34.3629,34.9082,34.2306,34.621,311840.0
2022-03-18,34.6726,34.6726,33.7821,34.1822,1059212.0
2022-03-19,34.6726,34.6726,33.7821,34.1822,1059212.0
2022-03-20,34.6726,34.6726,33.7821,34.1822,1059212.0
2022-03-21,34.3177,34.6662,33.9112,34.2467,178953.0
2022-03-22,34.2984,34.6533,33.8466,34.137,169188.0
2022-03-23,33.9112,33.9951,33.5046,33.8918,212024.0
2022-03-24,33.937,34.492,33.5046,33.8595,219791.0
2022-03-25,33.8918,34.008,33.1239,33.8079,274698.0
2022-03-26,33.8918,34.008,33.1239,33.8079,274698.0
2022-03-27,33.8918,34.008,33.1239,33.8079,274698.0
2022-03-28,33.6595,33.8015,32.9342,33.1949,231335.0
2022-03-29,33.4336,34.4145,33.4336,34.1951,297632.0
2022-03-30,34.1435,34.3177,33.6143,33.8789,232353.0
2022-03-31,33.7369,33.8208,32.769,32.8529,321641.0
2022-04-01,33.1368,33.5175,32.4076,32.5754,268854.0
2022-04-02,33.1368,33.5175,32.4076,32.5754,268854.0
2022-04-03,33.1368,33.5175,32.4076,32.5754,268854.0
2022-04-04,32.7238,32.7238,31.7816,31.9042,371171.0
2022-04-05,31.8591,32.3863,31.5384,31.8655,303234.0
2022-04-06,31.7365,32.0849,30.9298,31.5816,892592.0
2022-04-07,31.5558,31.6752,30.4555,30.7685,455349.0
2022-04-08,31.0073,31.1299,30.4717,30.4781,359360.0
2022-04-09,31.0073,31.1299,30.4717,30.4781,359360.0
2022-04-10,31.0073,31.1299,30.4717,30.4781,359360.0
2022-04-11,30.3103,31.2977,30.1555,30.2845,680622.0
2022-04-12,30.5878,31.4203,30.5685,30.5749,457907.0
2022-04-13,30.5749,31.2073,30.5749,31.0008,423939.0
2022-04-14,31.0976,31.588,30.9685,31.1299,499265.0
2022-04-15,31.0976,31.588,30.9685,31.1299,499265.0
2022-04-16,31.0976,31.588,30.9685,31.1299,499265.0
2022-04-17,31.0976,31.588,30.9685,31.1299,499265.0
2022-04-18,30.9944,31.3428,30.8653,30.9685,481506.0
2022-04-19,31.2589,32.5012,30.8847,32.3172,874850.0
2022-04-20,32.5496,33.1432,32.2011,32.2592,422028.0
2022-04-21,32.5754,32.8335,31.7682,32.1172,330644.0
2022-04-22,31.9107,32.2237,31.601,31.6719,370242.0
2022-04-23,31.9107,32.2237,31.601,31.6719,370242.0
2022-04-24,31.9107,32.2237,31.601,31.6719,370242.0
2022-04-25,31.4267,31.8752,30.9169,31.7365,498216.0
2022-04-26,31.4912,31.9817,30.9008,30.9621,399087.0
2022-04-27,33.2917,33.524,31.9042,32.7754,608727.0
2022-04-28,32.4979,34.5113,32.4979,34.3242,458763.0
2022-04-29,33.9563,34.2984,32.7157,32.8335,474761.0
2022-04-30,33.9563,34.2984,32.7157,32.8335,474761.0
2022-05-01,33.9563,34.2984,32.7157,32.8335,474761.0
2022-05-02,32.8077,33.7982,32.5625,33.2788,392138.0
2022-05-03,33.2723,34.3629,33.1303,34.1564,296037.0
2022-05-04,34.0725,35.0856,33.6595,34.9759,242321.0
2022-05-05,34.5887,34.5887,33.3368,33.9241,219548.0
2022-05-06,33.7047,34.008,32.698,33.0723,433268.0
2022-05-07,33.7047,34.008,32.698,33.0723,433268.0
2022-05-08,33.7047,34.008,32.698,33.0723,433268.0
2022-05-09,32.6786,33.8983,32.6786,33.4659,345437.0
2022-05-10,33.6982,33.7111,32.1753,32.5237,288999.0
2022-05-11,32.6727,33.5731,32.297,32.4266,371760.0
2022-05-12,32.4136,32.7375,31.9537,32.6403,341733.0
2022-05-13,32.608,33.3247,32.608,33.0031,232632.0
2022-05-14,32.608,33.3247,32.608,33.0031,232632.0
2022-05-15,32.608,33.3247,32.608,33.0031,232632.0
2022-05-16,32.9189,33.2298,32.4201,33.0808,203918.0
2022-05-17,33.4371,34.3277,33.0193,34.0589,239417.0
2022-05-18,33.6638,33.6638,31.672,32.1221,284186.0
2022-05-19,31.6169,32.3812,31.1246,31.876,300537.0
2022-05-20,32.1027,32.4294,30.5416,31.2606,200720.0
2022-05-21,32.1027,32.4294,30.5416,31.2606,200720.0
2022-05-22,32.1027,32.4294,30.5416,31.2606,200720.0
2022-05-23,31.5716,31.9311,31.2736,31.8307,234210.0
2022-05-24,31.5845,32.5043,31.3967,32.3748,286379.0
2022-05-25,32.1999,32.9966,32.0213,32.744,213569.0
2022-05-26,32.8735,33.4371,32.6015,32.9318,169124.0
2022-05-27,32.9901,33.6347,32.9901,33.5148,215718.0
2022-05-28,32.9901,33.6347,32.9901,33.5148,215718.0
