,NUE US Equity,NUE US Equity,NUE US Equity,NUE US Equity,NUE US Equity
2021-03-01,58.3175,58.8883,57.9655,58.5268,4019954.0
2021-03-02,58.7456,59.4686,58.3175,58.8027,2395969.0
2021-03-03,59.0976,60.3914,58.4697,59.2688,3116907.0
2021-03-04,59.2688,59.5162,56.567,57.4613,2051988.0
2021-03-05,58.346,60.1574,57.6515,59.8587,2240743.0
2021-03-06,58.346,60.1574,57.6515,59.8587,2240743.0
2021-03-07,58.346,60.1574,57.6515,59.8587,2240743.0
2021-03-08,60.068,63.3882,59.8587,63.1408,2925447.0
2021-03-09,62.2465,63.645,61.1906,62.6556,2751434.0
2021-03-10,62.6651,64.5631,62.0753,64.1778,2048377.0
2021-03-11,65.1862,65.5572,64.311,64.5298,2150651.0
2021-03-12,65.1577,66.6703,65.034,66.3659,2346743.0
2021-03-13,65.1577,66.6703,65.034,66.3659,2346743.0
2021-03-14,65.1577,66.6703,65.034,66.3659,2346743.0
2021-03-15,66.4515,66.5466,64.311,66.1185,2848253.0
2021-03-16,66.2041,66.3944,64.985,65.5572,2073979.0
2021-03-17,65.5001,67.1745,65.3337,66.8225,2061452.0
2021-03-18,66.8701,68.7062,66.6227,66.9747,2598434.0
2021-03-19,66.9938,68.1925,64.9398,67.85,6491326.0
2021-03-20,66.9938,68.1925,64.9398,67.85,6491326.0
2021-03-21,66.9938,68.1925,64.9398,67.85,6491326.0
2021-03-22,67.9166,67.9166,66.0424,66.1661,3280840.0
2021-03-23,65.6429,66.3373,63.6641,64.2253,2948661.0
2021-03-24,65.5572,68.0117,65.4906,66.09,3282552.0
2021-03-25,66.1566,69.4387,65.6904,69.277,4329817.0
2021-03-26,71.2177,75.4798,70.8277,75.4417,7677149.0
2021-03-27,71.2177,75.4798,70.8277,75.4417,7677149.0
2021-03-28,71.2177,75.4798,70.8277,75.4417,7677149.0
2021-03-29,76.1077,78.7334,74.576,74.9185,6114016.0
2021-03-30,75.2962,77.4287,75.1719,76.874,4304588.0
2021-03-31,78.1363,78.8631,75.6602,76.7593,5532743.0
2021-04-01,75.7839,76.482,73.6801,76.3863,4185319.0
2021-04-02,75.7839,76.482,73.6801,76.3863,4185319.0
2021-04-03,75.7839,76.482,73.6801,76.3863,4185319.0
2021-04-04,75.7839,76.482,73.6801,76.3863,4185319.0
2021-04-05,77.6582,78.3849,76.8518,76.9888,2632981.0
2021-04-06,76.262,77.3235,75.4588,76.3481,2740095.0
2021-04-07,76.3863,76.788,75.5926,76.3194,2298223.0
2021-04-08,75.9656,76.5197,74.3113,76.1186,2733560.0
2021-04-09,76.9601,77.8207,76.0612,76.7784,3958164.0
2021-04-10,76.9601,77.8207,76.0612,76.7784,3958164.0
2021-04-11,76.9601,77.8207,76.0612,76.7784,3958164.0
2021-04-12,76.8836,77.486,76.3194,77.0079,1858670.0
2021-04-13,76.568,76.9888,74.5776,74.8563,2725839.0
2021-04-14,75.105,76.9027,75.0858,75.6022,3096034.0
2021-04-15,76.0803,76.4914,74.6938,75.4492,2318159.0
2021-04-16,76.4055,76.9123,74.8276,76.023,2227351.0
2021-04-17,76.4055,76.9123,74.8276,76.023,2227351.0
2021-04-18,76.4055,76.9123,74.8276,76.023,2227351.0
2021-04-19,75.6883,76.9601,74.6459,75.9656,2153399.0
2021-04-20,76.5489,76.5489,74.6077,75.0571,2241222.0
2021-04-21,74.5694,76.6828,74.0531,76.6732,2807681.0
2021-04-22,75.2101,75.5544,72.3796,72.7621,4785158.0
2021-04-23,73.5271,74.4643,72.2935,74.426,4081875.0
2021-04-24,73.5271,74.4643,72.2935,74.426,4081875.0
2021-04-25,73.5271,74.4643,72.2935,74.426,4081875.0
2021-04-26,74.885,77.1227,74.6268,77.0749,4502948.0
2021-04-27,76.7689,77.9881,76.5107,77.1609,3982683.0
2021-04-28,76.6828,78.6527,76.5585,78.012,3240789.0
2021-04-29,78.7961,79.4751,77.2852,78.8057,3462966.0
2021-04-30,77.8016,79.9261,77.7156,78.6623,7386968.0
2021-05-01,77.8016,79.9261,77.7156,78.6623,7386968.0
2021-05-02,77.8016,79.9261,77.7156,78.6623,7386968.0
2021-05-03,79.4942,83.0152,79.2456,81.9518,4475096.0
2021-05-04,81.7797,85.9107,81.6888,85.7386,5175961.0
2021-05-05,86.0637,88.856,85.0118,88.77,5123832.0
2021-05-06,89.4011,91.5527,88.3444,91.5049,4550357.0
2021-05-07,91.218,94.9761,90.2139,94.4406,3977184.0
2021-05-08,91.218,94.9761,90.2139,94.4406,3977184.0
2021-05-09,91.218,94.9761,90.2139,94.4406,3977184.0
2021-05-10,96.0089,99.4323,95.1482,96.8695,6084002.0
2021-05-11,95.2439,99.1837,94.6797,97.5198,5109603.0
2021-05-12,97.6728,97.9023,90.7112,91.7918,4676203.0
2021-05-13,92.748,96.7529,92.0385,96.3914,4686763.0
2021-05-14,95.9993,98.433,95.0335,98.0266,3970441.0
2021-05-15,95.9993,98.433,95.0335,98.0266,3970441.0
2021-05-16,95.9993,98.433,95.0335,98.0266,3970441.0
2021-05-17,97.5389,101.7846,97.2998,101.67,5134288.0
2021-05-18,102.1959,103.1809,98.5239,98.9446,7802501.0
2021-05-19,95.7411,97.711,93.0923,97.0895,5491436.0
2021-05-20,97.1755,97.4146,95.0048,96.707,3253878.0
2021-05-21,97.5963,98.9255,96.9365,97.6632,2445952.0
2021-05-22,97.5963,98.9255,96.9365,97.6632,2445952.0
2021-05-23,97.5963,98.9255,96.9365,97.6632,2445952.0
2021-05-24,97.5485,99.3367,97.0225,98.8394,1956133.0
2021-05-25,99.3654,99.5757,95.6646,95.6742,3185685.0
2021-05-26,96.0663,97.0512,95.3012,96.4392,2140353.0
2021-05-27,98.6195,99.6618,96.487,96.6304,4945013.0
2021-05-28,96.4009,98.5742,95.4542,98.0553,3278814.0
2021-05-29,96.4009,98.5742,95.4542,98.0553,3278814.0
2021-05-30,96.4009,98.5742,95.4542,98.0553,3278814.0
2021-05-31,96.4009,98.5742,95.4542,98.0553,3278814.0
2021-06-01,100.4077,106.1118,100.073,105.8966,7982331.0
2021-06-02,105.5333,105.8584,99.3941,100.4364,6173005.0
2021-06-03,99.4992,102.5593,98.2465,102.3872,2998387.0
2021-06-04,103.2765,104.2614,102.5688,104.0224,2572250.0
2021-06-05,103.2765,104.2614,102.5688,104.0224,2572250.0
2021-06-06,103.2765,104.2614,102.5688,104.0224,2572250.0
2021-06-07,103.6303,104.7396,100.8954,102.674,3320107.0
2021-06-08,103.7546,105.4376,101.8421,105.1794,2764135.0
2021-06-09,104.2327,104.883,102.8557,102.8749,2593637.0
2021-06-10,103.9172,104.7191,101.5074,101.6604,2154839.0
2021-06-11,102.7984,103.4295,101.1823,101.9282,2049785.0
2021-06-12,102.7984,103.4295,101.1823,101.9282,2049785.0
2021-06-13,102.7984,103.4295,101.1823,101.9282,2049785.0
2021-06-14,101.3735,101.6891,97.5867,98.2178,3797354.0
2021-06-15,97.6441,98.3995,94.6797,97.4624,5860092.0
2021-06-16,96.8313,96.8313,93.8286,95.569,3912967.0
2021-06-17,95.8559,95.8559,89.5637,91.0841,5508616.0
2021-06-18,90.1087,91.39,88.66,88.9517,5248350.0
2021-06-19,90.1087,91.39,88.66,88.9517,5248350.0
2021-06-20,90.1087,91.39,88.66,88.9517,5248350.0
2021-06-21,90.3574,92.0012,89.8314,91.6674,2482239.0
2021-06-22,91.5909,92.2029,90.3574,91.4953,2221616.0
2021-06-23,93.3313,94.3737,91.7057,91.7726,2922216.0
2021-06-24,92.5759,95.0335,91.7258,93.5991,3584715.0
2021-06-25,94.3545,94.4693,92.3751,92.4611,2838378.0
2021-06-26,94.3545,94.4693,92.3751,92.4611,2838378.0
2021-06-27,94.3545,94.4693,92.3751,92.4611,2838378.0
2021-06-28,92.7098,92.8054,90.4434,90.9502,2378284.0
2021-06-29,91.7329,92.5498,90.7822,90.8782,1663418.0
2021-06-30,90.6861,92.1747,90.5133,92.1267,1970383.0
2021-07-01,93.1542,93.4904,91.733,92.8181,1778668.0
2021-07-02,93.2119,93.2119,91.7233,92.6933,2216644.0
2021-07-03,93.2119,93.2119,91.7233,92.6933,2216644.0
2021-07-04,93.2119,93.2119,91.7233,92.6933,2216644.0
2021-07-05,93.2119,93.2119,91.7233,92.6933,2216644.0
2021-07-06,92.3956,93.0486,88.0067,88.8807,3141983.0
2021-07-07,89.6489,92.386,89.4473,91.8962,2568383.0
2021-07-08,88.9383,91.1471,88.0163,89.9851,2290061.0
2021-07-09,91.9154,93.6536,91.1855,93.3175,2711683.0
2021-07-10,91.9154,93.6536,91.1855,93.3175,2711683.0
2021-07-11,91.9154,93.6536,91.1855,93.3175,2711683.0
2021-07-12,92.2035,94.8829,91.3065,93.8841,1849532.0
2021-07-13,93.1926,93.5192,91.3296,91.5216,1580467.0
2021-07-14,92.4628,93.3655,90.6669,91.3104,1604337.0
2021-07-15,91.0126,92.7893,90.6669,91.6369,1278349.0
2021-07-16,91.6369,91.6561,88.0067,88.3909,2313595.0
2021-07-17,91.6369,91.6561,88.0067,88.3909,2313595.0
2021-07-18,91.6369,91.6561,88.0067,88.3909,2313595.0
2021-07-19,86.2493,87.152,84.2326,86.4702,3398318.0
2021-07-20,86.4318,88.5157,85.1545,87.8915,2471176.0
2021-07-21,88.9671,90.6477,88.7942,89.2168,1832111.0
2021-07-22,90.6285,91.1759,88.3861,90.1291,2838682.0
2021-07-23,91.1855,91.4159,88.9191,90.5901,1847907.0
2021-07-24,91.1855,91.4159,88.9191,90.5901,1847907.0
2021-07-25,91.1855,91.4159,88.9191,90.5901,1847907.0
2021-07-26,91.0895,94.0089,90.9454,93.8841,3235789.0
2021-07-27,92.3571,95.0749,90.9934,94.4795,2848343.0
2021-07-28,94.4411,96.1313,92.5204,95.4591,3063204.0
2021-07-29,96.794,100.1744,96.5155,99.3485,4246039.0
2021-07-30,98.6667,100.8054,98.0808,99.8959,4793902.0
2021-07-31,98.6667,100.8054,98.0808,99.8959,4793902.0
2021-08-01,98.6667,100.8054,98.0808,99.8959,4793902.0
2021-08-02,100.5489,101.7206,97.6967,98.0328,3531743.0
2021-08-03,98.2393,102.5081,97.4758,102.4408,3524772.0
2021-08-04,101.7974,102.4312,100.6066,100.741,2500090.0
2021-08-05,100.3473,101.5477,97.351,97.4854,5150644.0
2021-08-06,99.0124,101.0291,98.4746,100.1744,2668299.0
2021-08-07,99.0124,101.0291,98.4746,100.1744,2668299.0
2021-08-08,99.0124,101.0291,98.4746,100.1744,2668299.0
2021-08-09,99.5598,104.3231,99.3485,103.5068,4780426.0
2021-08-10,103.8141,114.2148,103.7853,113.4177,8317811.0
2021-08-11,117.0958,119.0646,114.0419,117.8545,9300878.0
2021-08-12,117.2303,120.9757,115.5401,120.2746,5218248.0
2021-08-13,119.3911,123.7031,119.3431,121.1677,4748701.0
2021-08-14,119.3911,123.7031,119.3431,121.1677,4748701.0
2021-08-15,119.3911,123.7031,119.3431,121.1677,4748701.0
2021-08-16,119.151,119.5783,114.6661,119.3527,4119636.0
2021-08-17,118.3059,119.4487,112.9375,114.8294,4321323.0
2021-08-18,113.821,118.3251,113.2257,115.9818,2816690.0
2021-08-19,112.1212,113.8883,111.3625,112.7742,3438152.0
2021-08-20,113.312,114.5221,111.1128,111.8043,2871838.0
2021-08-21,113.312,114.5221,111.1128,111.8043,2871838.0
2021-08-22,113.312,114.5221,111.1128,111.8043,2871838.0
2021-08-23,113.4081,116.414,112.611,115.0791,2594123.0
2021-08-24,118.7957,120.9661,117.6432,118.3635,2479872.0
2021-08-25,118.2387,118.9481,114.9446,115.2039,3463004.0
2021-08-26,115.8858,116.8076,113.3601,113.3793,2291833.0
2021-08-27,114.3108,116.3948,114.282,115.0983,2430053.0
2021-08-28,114.3108,116.3948,114.282,115.0983,2430053.0
2021-08-29,114.3108,116.3948,114.282,115.0983,2430053.0
2021-08-30,116.3083,118.5124,114.9074,116.2411,3042525.0
2021-08-31,115.9626,116.2027,111.6986,112.8991,3543675.0
2021-09-01,112.1596,112.7166,108.856,111.6506,3168093.0
2021-09-02,112.0348,112.6398,110.1237,110.7095,2036645.0
2021-09-03,111.4009,111.8043,109.3938,109.5282,1881859.0
2021-09-04,111.4009,111.8043,109.3938,109.5282,1881859.0
2021-09-05,111.4009,111.8043,109.3938,109.5282,1881859.0
2021-09-06,111.4009,111.8043,109.3938,109.5282,1881859.0
2021-09-07,109.4802,111.6689,109.2017,110.2101,2922597.0
2021-09-08,109.5955,109.6435,107.2042,107.7324,2310763.0
2021-09-09,107.8764,108.904,106.9065,108.1069,1712298.0
2021-09-10,109.0097,111.6122,107.6556,107.7996,2288326.0
2021-09-11,109.0097,111.6122,107.6556,107.7996,2288326.0
2021-09-12,109.0097,111.6122,107.6556,107.7996,2288326.0
2021-09-13,108.8368,109.1441,102.5993,104.8705,3493981.0
2021-09-14,105.1202,105.3219,101.6245,101.9895,2852670.0
2021-09-15,103.7277,105.5044,102.8826,105.2835,3266735.0
2021-09-16,104.5344,106.119,103.2956,105.466,3306558.0
2021-09-17,104.6304,104.7457,99.9151,100.7314,7507651.0
2021-09-18,104.6304,104.7457,99.9151,100.7314,7507651.0
2021-09-19,104.6304,104.7457,99.9151,100.7314,7507651.0
2021-09-20,93.9417,94.9117,90.6765,93.039,6527508.0
2021-09-21,93.9321,94.0089,89.6297,92.3956,4438109.0
2021-09-22,94.5948,96.429,93.135,93.3271,3692720.0
2021-09-23,93.6824,97.4182,93.6824,95.4591,3986100.0
2021-09-24,94.8445,98.7915,94.4459,96.9188,3356412.0
2021-09-25,94.8445,98.7915,94.4459,96.9188,3356412.0
2021-09-26,94.8445,98.7915,94.4459,96.9188,3356412.0
2021-09-27,96.6499,100.0592,96.6499,99.7999,2844797.0
2021-09-28,99.3677,100.1777,96.4771,98.8395,2421640.0
2021-09-29,99.982,100.869,95.5566,96.2122,2370565.0
2021-09-30,97.0992,98.0923,94.9203,94.9588,2548053.0
2021-10-01,94.9106,95.5759,90.437,94.1489,4788720.0
2021-10-02,94.9106,95.5759,90.437,94.1489,4788720.0
2021-10-03,94.9106,95.5759,90.437,94.1489,4788720.0
2021-10-04,94.4864,96.0194,92.5002,93.3101,3073845.0
2021-10-05,93.9465,95.6822,92.7509,95.1613,2395430.0
2021-10-06,91.9603,93.8693,90.7069,92.5485,3402158.0
2021-10-07,94.9106,97.2053,94.3997,95.4023,3234183.0
2021-10-08,95.5566,96.5304,94.0332,94.4575,2448439.0
2021-10-09,95.5566,96.5304,94.0332,94.4575,2448439.0
2021-10-10,95.5566,96.5304,94.0332,94.4575,2448439.0
2021-10-11,96.3665,98.2368,95.0263,95.0842,2378306.0
2021-10-12,95.4505,97.239,94.8238,96.029,2193955.0
2021-10-13,96.6364,97.1378,94.9974,96.7425,2693997.0
2021-10-14,97.8223,100.1011,97.0607,97.6006,2388696.0
2021-10-15,99.0854,100.645,98.0055,98.1309,2489258.0
2021-10-16,99.0854,100.645,98.0055,98.1309,2489258.0
2021-10-17,99.0854,100.645,98.0055,98.1309,2489258.0
2021-10-18,95.9037,98.9986,95.2577,98.854,2687603.0
2021-10-19,98.6419,99.7603,97.051,99.5964,2190699.0
2021-10-20,99.2011,102.7298,98.3333,101.3897,3660541.0
2021-10-21,96.6364,98.7942,94.4864,98.4105,4479435.0
2021-10-22,98.478,100.1941,97.186,98.6611,3153391.0
2021-10-23,98.478,100.1941,97.186,98.6611,3153391.0
2021-10-24,98.478,100.1941,97.186,98.6611,3153391.0
2021-10-25,99.4421,106.0465,98.5551,105.4969,4507882.0
2021-10-26,105.8151,109.9802,103.318,107.4349,5641698.0
2021-10-27,105.7765,109.2079,103.7518,104.3207,3158704.0
2021-10-28,105.1113,107.2324,104.8799,105.468,2993460.0
2021-10-29,107.2613,110.7708,106.7696,107.647,5369669.0
2021-10-30,107.2613,110.7708,106.7696,107.647,5369669.0
2021-10-31,107.2613,110.7708,106.7696,107.647,5369669.0
2021-11-01,108.8233,108.8372,102.9709,105.3041,4552453.0
2021-11-02,103.8868,104.446,102.4117,103.3758,3297337.0
2021-11-03,103.4626,106.9866,102.6816,106.2972,3140561.0
2021-11-04,106.3261,109.9899,106.249,107.7916,3557102.0
2021-11-05,108.3315,111.4264,107.377,108.1773,3130869.0
2021-11-06,108.3315,111.4264,107.377,108.1773,3130869.0
2021-11-07,108.3315,111.4264,107.377,108.1773,3130869.0
2021-11-08,113.8368,115.0429,111.0697,112.0724,4202309.0
2021-11-09,110.1731,110.9058,107.9077,109.3343,3173396.0
2021-11-10,107.6084,109.9995,105.6994,106.4032,3212141.0
2021-11-11,108.0134,111.5084,107.9844,109.3053,3301459.0
2021-11-12,109.18,110.7612,107.9844,108.2158,3011601.0
2021-11-13,109.18,110.7612,107.9844,108.2158,3011601.0
2021-11-14,109.18,110.7612,107.9844,108.2158,3011601.0
2021-11-15,107.406,108.2833,104.6292,106.0176,3568477.0
2021-11-16,106.1622,108.8425,105.227,107.6952,3187207.0
2021-11-17,106.9817,108.158,105.1499,105.1981,2834599.0
2021-11-18,105.3812,108.5822,105.2559,107.6952,2591145.0
2021-11-19,107.377,110.2116,106.7021,108.804,2879823.0
2021-11-20,107.377,110.2116,106.7021,108.804,2879823.0
2021-11-21,107.377,110.2116,106.7021,108.804,2879823.0
2021-11-22,109.691,117.1246,109.691,115.3795,5091053.0
2021-11-23,115.5048,117.6838,113.0559,115.0998,3832898.0
2021-11-24,115.1191,116.3147,111.4554,111.6386,2649298.0
2021-11-25,115.1191,116.3147,111.4554,111.6386,2649298.0
2021-11-26,106.4225,111.2583,105.333,109.8935,2825869.0
2021-11-27,106.4225,111.2583,105.333,109.8935,2825869.0
2021-11-28,106.4225,111.2583,105.333,109.8935,2825869.0
2021-11-29,111.2433,112.8052,107.9941,108.0519,2853997.0
2021-11-30,107.2228,108.5147,102.0357,102.4502,6881738.0
2021-12-01,104.3593,106.8099,100.869,100.9365,4310265.0
2021-12-02,101.6596,105.5452,101.3696,103.7036,2944992.0
2021-12-03,104.9377,108.4665,104.3785,106.5382,4211152.0
2021-12-04,104.9377,108.4665,104.3785,106.5382,4211152.0
2021-12-05,104.9377,108.4665,104.3785,106.5382,4211152.0
2021-12-06,108.1098,109.1125,106.1622,106.2875,3084754.0
2021-12-07,109.4499,111.4264,108.7461,109.9224,2498724.0
2021-12-08,111.2143,111.3397,108.2255,108.7654,1722691.0
2021-12-09,107.7723,109.1896,105.4295,108.8425,1968239.0
2021-12-10,110.0574,110.578,106.3936,109.1511,1889961.0
2021-12-11,110.0574,110.578,106.3936,109.1511,1889961.0
2021-12-12,110.0574,110.578,106.3936,109.1511,1889961.0
2021-12-13,109.9127,112.381,107.406,111.4072,2591472.0
2021-12-14,111.3397,116.7003,110.4912,114.1743,3672511.0
2021-12-15,108.939,110.3852,99.664,104.34,8675102.0
2021-12-16,107.271,111.7735,107.1554,109.8163,4963853.0
2021-12-17,109.6621,114.4442,108.3797,113.7693,7111173.0
2021-12-18,109.6621,114.4442,108.3797,113.7693,7111173.0
2021-12-19,109.6621,114.4442,108.3797,113.7693,7111173.0
2021-12-20,111.3975,112.5443,106.196,107.1456,3248743.0
2021-12-21,108.2062,109.1703,106.9432,108.4858,2515053.0
2021-12-22,108.7172,110.1538,107.9844,109.5656,1095767.0
2021-12-23,109.6331,110.7805,108.6015,110.202,1191882.0
2021-12-24,109.6331,110.7805,108.6015,110.202,1191882.0
2021-12-25,109.6331,110.7805,108.6015,110.202,1191882.0
2021-12-26,109.6331,110.7805,108.6015,110.202,1191882.0
2021-12-27,110.6069,112.7859,109.4596,112.4677,1551136.0
2021-12-28,110.1923,111.5999,108.9582,110.3466,1524681.0
2021-12-29,110.7805,111.4168,109.1897,110.7708,1079019.0
2021-12-30,111.0323,112.9303,110.0736,110.2479,1348431.0
2021-12-31,110.3641,111.0226,108.9503,110.5384,1299074.0
2022-01-01,110.3641,111.0226,108.9503,110.5384,1299074.0
2022-01-02,110.3641,111.0226,108.9503,110.5384,1299074.0
2022-01-03,111.255,114.5039,108.8341,109.4635,2245724.0
2022-01-04,110.461,114.0922,109.1149,113.366,2924278.0
2022-01-05,114.6346,122.6625,114.4603,118.8373,7732224.0
2022-01-06,119.6894,120.0573,112.7367,112.9109,4619405.0
2022-01-07,113.7824,114.0147,109.909,110.8192,3521154.0
2022-01-08,113.7824,114.0147,109.909,110.8192,3521154.0
2022-01-09,113.7824,114.0147,109.909,110.8192,3521154.0
2022-01-10,110.3932,111.4681,106.9652,108.3209,3050248.0
2022-01-11,106.5197,107.4009,104.0214,107.3331,4253695.0
2022-01-12,109.2215,111.6908,107.9045,111.0904,2869040.0
2022-01-13,110.3932,112.4945,108.7373,109.1537,2325176.0
2022-01-14,108.3402,109.2118,105.9784,107.3138,2429085.0
2022-01-15,108.3402,109.2118,105.9784,107.3138,2429085.0
2022-01-16,108.3402,109.2118,105.9784,107.3138,2429085.0
2022-01-17,108.3402,109.2118,105.9784,107.3138,2429085.0
2022-01-18,105.0091,105.2947,102.0459,103.3241,3058909.0
2022-01-19,105.0672,105.4739,100.3416,100.9516,2742091.0
2022-01-20,100.2254,103.1401,96.8748,97.1654,4079327.0
2022-01-21,95.5869,95.6547,89.9511,90.106,5789962.0
2022-01-22,95.5869,95.6547,89.9511,90.106,5789962.0
2022-01-23,95.5869,95.6547,89.9511,90.106,5789962.0
2022-01-24,87.3849,92.8755,85.7,92.2945,6445364.0
2022-01-25,90.1641,92.401,89.3119,91.2099,3402490.0
2022-01-26,92.4882,92.9917,88.789,90.0963,3590174.0
2022-01-27,94.1731,95.8774,92.3042,93.6793,5494027.0
2022-01-28,94.8026,97.3978,93.6309,96.6328,5878555.0
2022-01-29,94.8026,97.3978,93.6309,96.6328,5878555.0
2022-01-30,94.8026,97.3978,93.6309,96.6328,5878555.0
2022-01-31,96.2357,99.6734,95.9355,98.1918,5601444.0
2022-02-01,100.1382,104.2586,100.1382,104.0601,4530887.0
2022-02-02,104.0988,109.1827,102.6656,108.4371,4429062.0
2022-02-03,107.8851,111.3518,107.0717,108.6985,3453642.0
2022-02-04,108.9987,110.7224,106.6456,107.7399,3354113.0
2022-02-05,108.9987,110.7224,106.6456,107.7399,3354113.0
2022-02-06,108.9987,110.7224,106.6456,107.7399,3354113.0
2022-02-07,109.2505,109.9768,105.745,107.6043,2413996.0
2022-02-08,108.6501,113.153,108.2918,111.9135,4273415.0
2022-02-09,111.9716,116.5326,111.5939,116.2808,4067916.0
2022-02-10,114.8089,119.457,114.286,117.743,3280438.0
2022-02-11,115.2737,118.2369,114.1226,114.6636,3304742.0
2022-02-12,115.2737,118.2369,114.1226,114.6636,3304742.0
2022-02-13,115.2737,118.2369,114.1226,114.6636,3304742.0
2022-02-14,115.235,116.1549,112.8334,113.6372,2348669.0
2022-02-15,113.918,118.1691,113.2983,117.7333,1945594.0
2022-02-16,117.1136,120.4544,116.8134,118.7792,1941778.0
2022-02-17,117.6559,119.6701,116.4938,117.1136,2190704.0
2022-02-18,117.743,120.1349,117.5106,119.0406,2243582.0
2022-02-19,117.743,120.1349,117.5106,119.0406,2243582.0
2022-02-20,117.743,120.1349,117.5106,119.0406,2243582.0
2022-02-21,117.743,120.1349,117.5106,119.0406,2243582.0
2022-02-22,118.847,121.011,114.4409,114.9542,4220621.0
2022-02-23,116.0871,117.2976,113.5113,114.2472,2377716.0
2022-02-24,110.0833,117.4428,108.6259,117.0749,2937331.0
2022-02-25,117.8592,126.3711,117.8592,125.9354,4722548.0
2022-02-26,117.8592,126.3711,117.8592,125.9354,4722548.0
2022-02-27,117.8592,126.3711,117.8592,125.9354,4722548.0
2022-02-28,124.7443,130.1284,124.1439,127.4557,4076522.0
2022-03-01,128.763,132.6219,124.2892,126.8553,3765012.0
2022-03-02,128.8695,134.7281,126.3227,133.6435,3691059.0
2022-03-03,134.9799,135.8119,131.3582,133.1787,3385280.0
2022-03-04,131.5809,134.5054,130.0896,134.3311,2784526.0
2022-03-05,131.5809,134.5054,130.0896,134.3311,2784526.0
2022-03-06,131.5809,134.5054,130.0896,134.3311,2784526.0
2022-03-07,133.3046,134.3311,126.129,127.7268,3622988.0
2022-03-08,126.6326,127.6106,121.6262,121.9748,3593490.0
2022-03-09,122.8947,127.0683,122.0232,125.8966,3852153.0
2022-03-10,125.9354,129.9492,124.8508,129.3343,2691752.0
2022-03-11,128.4918,133.8711,126.9812,130.9708,2683234.0
2022-03-12,128.4918,133.8711,126.9812,130.9708,2683234.0
2022-03-13,128.4918,133.8711,126.9812,130.9708,2683234.0
2022-03-14,131.242,132.0554,125.2091,127.8721,3184394.0
2022-03-15,125.2575,131.5809,124.6087,131.2323,2977616.0
2022-03-16,132.4621,136.3259,127.6494,130.8353,2845520.0
2022-03-17,129.8088,131.9059,125.9274,130.661,3989818.0
2022-03-18,130.9127,131.9295,127.8527,131.8521,6600361.0
2022-03-19,130.9127,131.9295,127.8527,131.8521,6600361.0
2022-03-20,130.9127,131.9295,127.8527,131.8521,6600361.0
2022-03-21,133.5079,140.0541,133.5079,138.2336,3825162.0
2022-03-22,139.1244,142.6009,137.6235,139.444,2935633.0
2022-03-23,139.444,144.4311,139.3375,142.4847,3445822.0
2022-03-24,143.2012,149.4181,142.7558,148.6628,3966058.0
2022-03-25,147.4717,152.7009,146.8616,152.6331,3525141.0
2022-03-26,147.4717,152.7009,146.8616,152.6331,3525141.0
2022-03-27,147.4717,152.7009,146.8616,152.6331,3525141.0
2022-03-28,150.6383,151.3472,145.903,148.9824,2431734.0
2022-03-29,144.6828,145.8352,139.9766,145.7384,3362224.0
2022-03-30,146.8071,148.2839,143.3579,145.2234,2158047.0
2022-03-31,145.1262,149.5955,144.3101,144.4267,2972408.0
2022-04-01,146.9625,149.1,142.9207,145.0193,2252528.0
2022-04-02,146.9625,149.1,142.9207,145.0193,2252528.0
2022-04-03,146.9625,149.1,142.9207,145.0193,2252528.0
2022-04-04,145.2622,145.8938,143.5522,145.272,1872898.0
2022-04-05,145.3788,149.5372,143.6397,144.5724,3068446.0
2022-04-06,143.5425,146.3407,138.9469,142.328,3253766.0
2022-04-07,141.3662,147.5455,141.3662,146.6225,2578795.0
2022-04-08,147.6621,149.3721,145.5537,146.4767,2625104.0
2022-04-09,147.6621,149.3721,145.5537,146.4767,2625104.0
2022-04-10,147.6621,149.3721,145.5537,146.4767,2625104.0
2022-04-11,147.2054,151.7622,146.1367,148.4588,2325808.0
2022-04-12,150.3631,155.872,149.3818,152.7726,2490175.0
2022-04-13,154.298,159.224,152.3743,158.5924,2777157.0
2022-04-14,159.3308,162.0999,159.1365,160.6231,2497819.0
2022-04-15,159.3308,162.0999,159.1365,160.6231,2497819.0
2022-04-16,159.3308,162.0999,159.1365,160.6231,2497819.0
2022-04-17,159.3308,162.0999,159.1365,160.6231,2497819.0
2022-04-18,161.0894,167.1813,160.9631,165.4907,2680032.0
2022-04-19,163.8293,167.3707,161.5655,166.9481,2906723.0
2022-04-20,165.4033,168.0849,162.9354,164.4414,3599743.0
2022-04-21,166.6178,182.5615,164.5871,170.6013,7848682.0
2022-04-22,171.2425,171.6214,155.3862,156.4744,4993921.0
2022-04-23,171.2425,171.6214,155.3862,156.4744,4993921.0
2022-04-24,171.2425,171.6214,155.3862,156.4744,4993921.0
2022-04-25,152.6512,157.6743,148.1964,154.0551,5406414.0
2022-04-26,153.8025,156.999,150.674,152.5686,3642227.0
2022-04-27,156.8727,157.4222,150.946,154.4729,3270393.0
2022-04-28,155.2987,157.2856,149.989,156.0857,2675615.0
2022-04-29,158.0289,159.2725,148.9348,150.3825,6063855.0
2022-04-30,158.0289,159.2725,148.9348,150.3825,6063855.0
2022-05-01,158.0289,159.2725,148.9348,150.3825,6063855.0
2022-05-02,150.091,150.6312,141.2884,145.7286,3789070.0
