,GPS US Equity,GPS US Equity,GPS US Equity,GPS US Equity,GPS US Equity
2020-03-01,11.9388,12.5722,11.9041,12.4334,11432657.0
2020-03-02,12.4594,12.5635,11.7045,12.1731,12373843.0
2020-03-03,12.2165,12.737,11.8607,11.9909,9841508.0
2020-03-04,12.1037,12.3987,11.9128,12.39,7287545.0
2020-03-05,12.0429,12.1384,11.4182,11.5918,7536785.0
2020-03-06,11.1579,11.7132,10.9584,11.4443,7394892.0
2020-03-07,11.1579,11.7132,10.9584,11.4443,7394892.0
2020-03-08,11.1579,11.7132,10.9584,11.4443,7394892.0
2020-03-09,10.6634,10.7241,10.0126,10.2122,8322655.0
2020-03-10,10.6287,11.0104,10.0994,10.7848,8773869.0
2020-03-11,10.4378,10.4898,9.4834,9.5181,13851714.0
2020-03-12,8.7112,9.0409,8.1125,8.7372,14243327.0
2020-03-13,9.3619,9.8565,8.9281,9.3793,17753312.0
2020-03-14,9.3619,9.8565,8.9281,9.3793,17753312.0
2020-03-15,9.3619,9.8565,8.9281,9.3793,17753312.0
2020-03-16,8.0865,8.4769,6.7243,7.2362,18884972.0
2020-03-17,7.2709,7.4097,5.8913,7.2448,17251363.0
2020-03-18,6.6722,7.7915,5.9,6.8457,14056962.0
2020-03-19,6.6462,7.4531,6.2644,7.0019,10645894.0
2020-03-20,7.1841,7.404,6.1776,6.2644,11055904.0
2020-03-21,7.1841,7.404,6.1776,6.2644,11055904.0
2020-03-22,7.1841,7.404,6.1776,6.2644,11055904.0
2020-03-23,6.1863,6.2731,5.2406,5.4488,13734833.0
2020-03-24,5.9868,7.1407,5.7438,7.054,11112566.0
2020-03-25,7.3923,8.4118,6.7503,7.7915,12522959.0
2020-03-26,7.8609,8.1038,7.3143,7.3316,10841429.0
2020-03-27,6.785,6.9412,6.4206,6.759,8422272.0
2020-03-28,6.785,6.9412,6.4206,6.759,8422272.0
2020-03-29,6.785,6.9412,6.4206,6.759,8422272.0
2020-03-30,6.6375,6.6548,6.1776,6.4379,7686124.0
2020-03-31,6.2384,6.4466,5.9868,6.1082,9535436.0
2020-04-01,5.6657,5.7698,4.9456,5.1104,14975253.0
2020-04-02,5.0497,5.3273,4.5638,4.7721,17446021.0
2020-04-03,4.7721,5.0237,4.746,4.9022,15268642.0
2020-04-04,4.7721,5.0237,4.746,4.9022,15268642.0
2020-04-05,4.7721,5.0237,4.746,4.9022,15268642.0
2020-04-06,5.3968,5.9,5.3013,5.7178,14020057.0
2020-04-07,6.2731,6.8197,5.9723,6.0475,21926828.0
2020-04-08,6.2037,7.0019,6.0041,6.811,11660983.0
2020-04-09,7.2448,8.1472,7.1581,7.8869,18870217.0
2020-04-10,7.2448,8.1472,7.1581,7.8869,18870217.0
2020-04-11,7.2448,8.1472,7.1581,7.8869,18870217.0
2020-04-12,7.2448,8.1472,7.1581,7.8869,18870217.0
2020-04-13,7.9476,8.0865,7.0366,7.2275,11479377.0
2020-04-14,7.644,7.8175,7.093,7.3143,8991747.0
2020-04-15,6.9412,6.9932,6.4293,6.6896,10331461.0
2020-04-16,6.7069,6.811,6.4293,6.6201,6467627.0
2020-04-17,7.0887,7.6526,7.0106,7.2448,11515412.0
2020-04-18,7.0887,7.6526,7.0106,7.2448,11515412.0
2020-04-19,7.0887,7.6526,7.0106,7.2448,11515412.0
2020-04-20,6.9585,7.1928,6.6896,6.8023,7297994.0
2020-04-21,6.464,6.8023,6.3208,6.5594,6383796.0
2020-04-22,6.6896,6.8023,6.0388,6.169,11319422.0
2020-04-23,6.0909,6.4559,6.0562,6.1603,10938869.0
2020-04-24,6.221,6.2904,5.7221,5.9868,14140971.0
2020-04-25,6.221,6.2904,5.7221,5.9868,14140971.0
2020-04-26,6.221,6.2904,5.7221,5.9868,14140971.0
2020-04-27,6.0215,6.8023,5.9434,6.759,9654911.0
2020-04-28,7.08,7.6093,7.0062,7.4704,14675036.0
2020-04-29,7.8869,8.1298,7.6179,7.8522,11407272.0
2020-04-30,7.6006,7.6093,6.9238,7.0453,23168715.0
2020-05-01,6.7069,6.8371,6.49,6.7937,9521120.0
2020-05-02,6.7069,6.8371,6.49,6.7937,9521120.0
2020-05-03,6.7069,6.8371,6.49,6.7937,9521120.0
2020-05-04,6.5073,6.9151,6.3598,6.8891,10586563.0
2020-05-05,7.0279,7.3273,6.4466,6.464,11150206.0
2020-05-06,6.6462,6.7329,6.1733,6.221,11480681.0
2020-05-07,6.3078,6.7937,6.3078,6.4379,9429602.0
2020-05-08,6.6548,7.08,6.6462,7.0279,10960764.0
2020-05-09,6.6548,7.08,6.6462,7.0279,10960764.0
2020-05-10,6.6548,7.08,6.6462,7.0279,10960764.0
2020-05-11,6.8891,6.9151,6.4553,6.6548,10657897.0
2020-05-12,6.7243,6.9498,6.3425,6.3512,8188798.0
2020-05-13,6.2991,6.3078,5.8826,6.0215,9727851.0
2020-05-14,5.8219,6.4987,5.6701,6.221,13123756.0
2020-05-15,6.0822,6.7156,6.0041,6.5941,12072612.0
2020-05-16,6.0822,6.7156,6.0041,6.5941,12072612.0
2020-05-17,6.0822,6.7156,6.0041,6.5941,12072612.0
2020-05-18,6.9672,7.2015,6.6852,6.785,18138091.0
2020-05-19,6.6548,6.8527,6.2384,6.6028,10955552.0
2020-05-20,6.7329,6.759,6.2601,6.3685,11167200.0
2020-05-21,6.3685,7.2796,6.3165,7.106,17377450.0
2020-05-22,7.1234,7.4618,6.8978,7.1234,12515130.0
2020-05-23,7.1234,7.4618,6.8978,7.1234,12515130.0
2020-05-24,7.1234,7.4618,6.8978,7.1234,12515130.0
2020-05-25,7.1234,7.4618,6.8978,7.1234,12515130.0
2020-05-26,7.7047,7.9216,7.5312,7.7481,13720528.0
2020-05-27,8.286,9.1927,8.0778,9.171,21358155.0
2020-05-28,9.2665,9.3706,8.2514,8.3207,14442556.0
2020-05-29,8.1472,8.1862,7.6396,7.7221,26845947.0
2020-05-30,8.1472,8.1862,7.6396,7.7221,26845947.0
2020-05-31,8.1472,8.1862,7.6396,7.7221,26845947.0
2020-06-01,8.1385,8.876,8.0951,8.581,20129123.0
2020-06-02,8.7719,9.2968,8.5376,9.2404,15946947.0
2020-06-03,9.5181,10.4985,9.5181,10.3684,20411675.0
2020-06-04,9.8131,10.5766,9.7437,10.5332,22990545.0
2020-06-05,11.0972,11.1232,9.6829,10.6807,29915847.0
2020-06-06,11.0972,11.1232,9.6829,10.6807,29915847.0
2020-06-07,11.0972,11.1232,9.6829,10.6807,29915847.0
2020-06-08,10.9063,11.9301,10.889,11.8434,19764096.0
2020-06-09,11.4529,11.6178,10.594,10.8196,17132851.0
2020-06-10,10.6113,10.6721,9.4053,9.5701,23233306.0
2020-06-11,8.6765,9.0496,8.3815,8.7979,17517264.0
2020-06-12,9.5268,9.5962,8.6808,9.145,15609888.0
2020-06-13,9.5268,9.5962,8.6808,9.145,15609888.0
2020-06-14,9.5268,9.5962,8.6808,9.145,15609888.0
2020-06-15,8.5029,9.2491,8.3554,9.1016,14923968.0
2020-06-16,10.1688,10.1775,9.3706,9.8738,16782157.0
2020-06-17,9.735,9.761,9.2925,9.3359,11644920.0
2020-06-18,9.1103,9.7089,8.9541,9.466,11364993.0
2020-06-19,9.6916,9.761,9.0148,9.2491,17117234.0
2020-06-20,9.6916,9.761,9.0148,9.2491,17117234.0
2020-06-21,9.6916,9.761,9.0148,9.2491,17117234.0
2020-06-22,9.6743,10.1775,9.5701,10.0126,22690293.0
2020-06-23,10.0907,10.1862,9.709,9.9693,11520283.0
2020-06-24,9.7176,9.7523,8.9411,9.0409,10290929.0
2020-06-25,8.7632,9.1016,8.6331,8.8153,10163648.0
2020-06-26,10.8716,12.5358,10.2556,10.4725,135533284.0
2020-06-27,10.8716,12.5358,10.2556,10.4725,135533284.0
2020-06-28,10.8716,12.5358,10.2556,10.4725,135533284.0
2020-06-29,11.184,11.184,10.4855,10.8543,38252500.0
2020-06-30,10.7415,11.1406,10.5071,10.9497,17287985.0
2020-07-01,10.8543,11.4876,10.8022,10.8196,16907125.0
2020-07-02,11.1493,11.2707,10.4378,10.6547,15004038.0
2020-07-03,11.1493,11.2707,10.4378,10.6547,15004038.0
2020-07-04,11.1493,11.2707,10.4378,10.6547,15004038.0
2020-07-05,11.1493,11.2707,10.4378,10.6547,15004038.0
2020-07-06,10.9497,11.0972,10.659,10.8543,14260048.0
2020-07-07,10.6634,10.7068,10.2556,10.3857,16663616.0
2020-07-08,10.2643,10.8022,10.0257,10.6894,14160850.0
2020-07-09,10.6721,10.6721,10.0907,10.2122,13066078.0
2020-07-10,10.1862,10.351,9.9866,10.1081,8517508.0
2020-07-11,10.1862,10.351,9.9866,10.1081,8517508.0
2020-07-12,10.1862,10.351,9.9866,10.1081,8517508.0
2020-07-13,10.1168,10.2816,9.5962,9.7003,14044893.0
2020-07-14,9.5441,9.9129,9.3793,9.6743,11828060.0
2020-07-15,10.3337,10.9497,10.3163,10.9063,16927348.0
2020-07-16,10.646,11.4009,10.5072,11.3401,15551149.0
2020-07-17,11.3315,11.5033,11.1406,11.184,9778313.0
2020-07-18,11.3315,11.5033,11.1406,11.184,9778313.0
2020-07-19,11.3315,11.5033,11.1406,11.184,9778313.0
2020-07-20,10.967,10.967,10.3424,10.7675,12260323.0
2020-07-21,10.8456,11.236,10.8112,11.0798,11484975.0
2020-07-22,10.8629,11.1493,10.8369,11.1319,8157649.0
2020-07-23,10.9584,11.5657,10.941,11.3141,12104880.0
2020-07-24,11.236,11.3575,10.8629,10.9497,8328043.0
2020-07-25,11.236,11.3575,10.8629,10.9497,8328043.0
2020-07-26,11.236,11.3575,10.8629,10.9497,8328043.0
2020-07-27,10.9497,11.197,10.7241,11.1666,10243540.0
2020-07-28,11.1406,11.4963,11.1319,11.3315,10050449.0
2020-07-29,11.5137,12.6156,11.4529,12.2772,17572159.0
2020-07-30,12.0343,12.1818,11.557,11.826,9198979.0
2020-07-31,11.826,12.0343,11.4312,11.6004,7345816.0
2020-08-01,11.826,12.0343,11.4312,11.6004,7345816.0
2020-08-02,11.826,12.0343,11.4312,11.6004,7345816.0
2020-08-03,11.4703,11.505,11.236,11.3748,6775080.0
2020-08-04,11.3228,11.7219,11.3228,11.6698,7460972.0
2020-08-05,11.9301,12.39,11.7826,12.0429,12530353.0
2020-08-06,11.9215,12.1037,11.7176,11.8607,6218978.0
2020-08-07,11.8434,12.2425,11.6872,12.2165,6299755.0
2020-08-08,11.8434,12.2425,11.6872,12.2165,6299755.0
2020-08-09,11.8434,12.2425,11.6872,12.2165,6299755.0
2020-08-10,12.416,12.9279,12.3509,12.7023,10895934.0
2020-08-11,12.9626,13.5613,12.9366,13.032,16282916.0
2020-08-12,13.2229,13.4485,12.7761,13.1448,6770524.0
2020-08-13,12.9887,13.0494,12.659,12.8672,9061580.0
2020-08-14,12.7891,13.2923,12.6416,13.0841,8086263.0
2020-08-15,12.7891,13.2923,12.6416,13.0841,8086263.0
2020-08-16,12.7891,13.2923,12.6416,13.0841,8086263.0
2020-08-17,13.2229,13.6915,13.1752,13.3531,12121724.0
2020-08-18,12.8412,13.1622,12.364,12.98,12229924.0
2020-08-19,12.8238,13.1795,12.6503,12.9106,7475415.0
2020-08-20,12.8498,13.1275,12.6243,12.6503,7082408.0
2020-08-21,12.7023,12.9019,12.4768,12.5201,5941666.0
2020-08-22,12.7023,12.9019,12.4768,12.5201,5941666.0
2020-08-23,12.7023,12.9019,12.4768,12.5201,5941666.0
2020-08-24,12.5722,13.4745,12.5722,13.4485,12058566.0
2020-08-25,14.0559,14.9235,13.9431,14.8454,29694403.0
2020-08-26,14.9756,15.2098,14.7066,14.776,11749830.0
2020-08-27,14.8541,15.5135,14.8454,15.0797,20670605.0
2020-08-28,15.0797,15.5743,14.6372,15.2185,20169523.0
2020-08-29,15.0797,15.5743,14.6372,15.2185,20169523.0
2020-08-30,15.0797,15.5743,14.6372,15.2185,20169523.0
2020-08-31,15.1144,15.4875,15.012,15.0884,8253741.0
2020-09-01,14.9495,15.5612,14.7283,15.4181,8723133.0
2020-09-02,15.5048,16.0168,15.5048,15.956,9311082.0
2020-09-03,15.661,15.7565,15.1881,15.34,8406760.0
2020-09-04,15.609,15.661,14.9062,15.2012,8015986.0
2020-09-05,15.609,15.661,14.9062,15.2012,8015986.0
2020-09-06,15.609,15.661,14.9062,15.2012,8015986.0
2020-09-07,15.609,15.661,14.9062,15.2012,8015986.0
2020-09-08,14.9582,15.3617,14.8368,15.0103,8508351.0
2020-09-09,15.0103,15.2706,14.8372,15.1578,5657738.0
2020-09-10,15.2966,15.6176,14.6806,14.7413,11138526.0
2020-09-11,14.8628,14.8628,14.3595,14.4376,7797280.0
2020-09-12,14.8628,14.8628,14.3595,14.4376,7797280.0
2020-09-13,14.8628,14.8628,14.3595,14.4376,7797280.0
2020-09-14,14.724,15.0537,14.6372,15.019,6379060.0
2020-09-15,15.1751,15.1751,14.6285,14.6372,6288470.0
2020-09-16,14.8194,15.2098,14.6285,14.9582,6710587.0
2020-09-17,14.75,14.9049,14.4723,14.6632,5006744.0
2020-09-18,14.6285,14.8628,14.2988,14.5678,15657330.0
2020-09-19,14.6285,14.8628,14.2988,14.5678,15657330.0
2020-09-20,14.6285,14.8628,14.2988,14.5678,15657330.0
2020-09-21,14.1426,14.5114,13.878,14.2294,8018098.0
2020-09-22,14.3856,14.5851,14.2728,14.4984,7354368.0
2020-09-23,14.6806,15.071,14.3422,14.3595,6560871.0
2020-09-24,14.1687,14.5157,13.6741,14.16,7012519.0
2020-09-25,14.1079,14.2728,13.852,14.134,6060860.0
2020-09-26,14.1079,14.2728,13.852,14.134,6060860.0
2020-09-27,14.1079,14.2728,13.852,14.134,6060860.0
2020-09-28,14.4897,15.1404,14.4376,14.9235,9311544.0
2020-09-29,14.9148,14.9148,14.2554,14.4984,7157705.0
2020-09-30,14.6545,15.1404,14.6285,14.776,9289691.0
2020-10-01,14.8975,15.609,14.8541,15.5048,8088105.0
2020-10-02,15.019,16.0254,14.9495,15.9213,8466715.0
2020-10-03,15.019,16.0254,14.9495,15.9213,8466715.0
2020-10-04,15.019,16.0254,14.9495,15.9213,8466715.0
2020-10-05,16.0948,16.7976,16.0948,16.6848,8847148.0
2020-10-06,16.9365,17.084,16.1122,16.1643,8595846.0
2020-10-07,16.7456,17.2445,16.6675,17.162,10814057.0
2020-10-08,17.3529,17.4137,16.6935,17.2054,11465113.0
2020-10-09,17.3529,17.4006,16.7543,17.1881,13344011.0
2020-10-10,17.3529,17.4006,16.7543,17.1881,13344011.0
2020-10-11,17.3529,17.4006,16.7543,17.1881,13344011.0
2020-10-12,17.2488,17.6479,16.6935,16.7282,8882718.0
2020-10-13,16.7109,16.9798,16.5287,16.7803,6453016.0
2020-10-14,16.9018,17.1968,16.7456,17.0145,5451587.0
2020-10-15,16.7369,17.2358,16.5026,17.2315,5762129.0
2020-10-16,17.379,17.457,16.6762,16.7629,5452469.0
2020-10-17,17.379,17.457,16.6762,16.7629,5452469.0
2020-10-18,17.379,17.457,16.6762,16.7629,5452469.0
2020-10-19,16.9451,17.338,16.5113,16.572,7366170.0
2020-10-20,16.7543,16.9885,16.494,16.5113,6415526.0
2020-10-21,16.6675,16.6762,15.9213,16.1469,9649077.0
2020-10-22,16.1469,18.7845,15.8736,18.3507,47889690.0
2020-10-23,18.611,18.6978,17.5959,18.585,16266479.0
2020-10-24,18.611,18.6978,17.5959,18.585,16266479.0
2020-10-25,18.611,18.6978,17.5959,18.585,16266479.0
2020-10-26,18.29,18.5676,17.752,17.8735,9596595.0
2020-10-27,17.969,18.2206,17.6219,17.6566,6090221.0
2020-10-28,17.1534,17.3139,16.7803,16.8063,9373245.0
2020-10-29,16.867,17.392,16.7976,17.0493,6818757.0
2020-10-30,17.0232,17.1794,16.5807,16.8757,7461586.0
2020-10-31,17.0232,17.1794,16.5807,16.8757,7461586.0
2020-11-01,17.0232,17.1794,16.5807,16.8757,7461586.0
2020-11-02,17.0059,18.1338,16.9625,18.0731,10765006.0
2020-11-03,18.3247,18.4462,18.047,18.1772,6392358.0
2020-11-04,18.0123,18.5329,17.5265,18.1598,5332406.0
2020-11-05,18.316,18.9277,18.2813,18.4809,4609386.0
2020-11-06,18.4982,19.0839,18.4028,18.5937,3906721.0
2020-11-07,18.4982,19.0839,18.4028,18.5937,3906721.0
2020-11-08,18.4982,19.0839,18.4028,18.5937,3906721.0
2020-11-09,20.5632,22.0469,19.8604,20.0079,13688049.0
2020-11-10,19.9559,20.3463,19.6202,20.2509,5977513.0
2020-11-11,20.3029,20.3029,19.6088,19.7823,4418112.0
2020-11-12,19.496,19.5481,18.6891,18.854,7314502.0
2020-11-13,19.0795,19.3832,18.906,19.149,5842954.0
2020-11-14,19.0795,19.3832,18.906,19.149,5842954.0
2020-11-15,19.0795,19.3832,18.906,19.149,5842954.0
2020-11-16,19.7216,20.9623,19.3672,20.9623,13292918.0
2020-11-17,20.6066,21.6044,20.4719,21.3094,7626720.0
2020-11-18,21.3528,21.509,20.5198,20.5372,6304379.0
2020-11-19,20.4591,21.2443,20.4591,21.1706,5229709.0
2020-11-20,21.1706,21.587,21.0578,21.1445,4979906.0
2020-11-21,21.1706,21.587,21.0578,21.1445,4979906.0
2020-11-22,21.1706,21.587,21.0578,21.1445,4979906.0
2020-11-23,22.6629,23.0273,22.2551,22.6109,13234971.0
2020-11-24,23.1922,23.4178,22.3159,23.3137,12295751.0
2020-11-25,19.7129,19.8517,18.4982,18.7412,53934307.0
2020-11-26,19.7129,19.8517,18.4982,18.7412,53934307.0
2020-11-27,19.0535,19.0794,18.6457,18.8713,8898996.0
2020-11-28,19.0535,19.0794,18.6457,18.8713,8898996.0
2020-11-29,19.0535,19.0794,18.6457,18.8713,8898996.0
2020-11-30,18.854,18.9754,17.687,18.1859,20047747.0
2020-12-01,18.4375,18.9537,18.3247,18.7845,12936049.0
2020-12-02,18.559,18.6197,17.9863,18.1512,11925864.0
2020-12-03,18.1859,18.7021,18.0123,18.3941,8900771.0
2020-12-04,18.4028,18.6457,18.1458,18.6284,10047870.0
2020-12-05,18.4028,18.6457,18.1458,18.6284,10047870.0
2020-12-06,18.4028,18.6457,18.1458,18.6284,10047870.0
2020-12-07,18.611,18.7325,18.0123,18.4548,9786959.0
2020-12-08,18.2206,18.8106,18.0644,18.6457,7235005.0
2020-12-09,18.7585,19.1706,18.5416,18.9234,8123968.0
2020-12-10,18.7412,19.188,18.5546,18.7672,6451711.0
2020-12-11,18.6978,18.715,18.0123,18.0904,6214592.0
2020-12-12,18.6978,18.715,18.0123,18.0904,6214592.0
2020-12-13,18.6978,18.715,18.0123,18.0904,6214592.0
2020-12-14,18.2032,18.2466,17.5959,17.6479,9334548.0
2020-12-15,17.726,18.0948,17.6826,17.9516,6010457.0
2020-12-16,17.9256,18.1512,17.3616,17.6393,7516462.0
2020-12-17,17.674,18.034,17.457,18.0037,5985488.0
2020-12-18,17.9082,18.0037,17.3703,17.5351,9393620.0
2020-12-19,17.9082,18.0037,17.3703,17.5351,9393620.0
2020-12-20,17.9082,18.0037,17.3703,17.5351,9393620.0
2020-12-21,17.0059,17.8735,16.9625,17.7,6514713.0
2020-12-22,17.7607,17.9343,17.379,17.4137,5369963.0
2020-12-23,17.3963,18.0818,17.3703,17.9603,7581364.0
2020-12-24,17.9863,17.9863,17.5872,17.726,2149873.0
2020-12-25,17.9863,17.9863,17.5872,17.726,2149873.0
2020-12-26,17.9863,17.9863,17.5872,17.726,2149873.0
2020-12-27,17.9863,17.9863,17.5872,17.726,2149873.0
2020-12-28,17.7868,18.047,17.5742,17.6219,4569291.0
2020-12-29,17.6566,17.6913,17.2835,17.4223,6297095.0
2020-12-30,17.3616,17.8301,17.3182,17.7694,4726074.0
2020-12-31,17.6913,17.7954,17.4874,17.5178,3468595.0
2021-01-01,17.6913,17.7954,17.4874,17.5178,3468595.0
2021-01-02,17.6913,17.7954,17.4874,17.5178,3468595.0
2021-01-03,17.6913,17.7954,17.4874,17.5178,3468595.0
2021-01-04,17.3703,17.457,16.572,16.6762,13382446.0
2021-01-05,16.7022,17.2922,16.6415,17.136,7302587.0
2021-01-06,17.1794,18.7845,17.136,18.5763,12803328.0
2021-01-07,18.7412,19.0015,18.4982,18.6544,7854130.0
2021-01-08,18.7238,19.0058,18.4028,18.585,9575341.0
2021-01-09,18.7238,19.0058,18.4028,18.585,9575341.0
2021-01-10,18.7238,19.0058,18.4028,18.585,9575341.0
2021-01-11,18.2032,19.4353,18.1685,19.4266,8205057.0
2021-01-12,19.3919,20.4634,19.3225,20.2162,11394857.0
2021-01-13,19.7476,19.765,19.0782,19.2878,9731934.0
2021-01-14,19.3485,19.752,19.201,19.4266,8414647.0
2021-01-15,19.2184,19.3659,18.7932,19.1403,8117284.0
2021-01-16,19.2184,19.3659,18.7932,19.1403,8117284.0
2021-01-17,19.2184,19.3659,18.7932,19.1403,8117284.0
2021-01-18,19.2184,19.3659,18.7932,19.1403,8117284.0
2021-01-19,19.1923,19.6175,18.8973,18.9234,5268993.0
2021-01-20,19.0795,19.5105,19.0275,19.2791,4257243.0
2021-01-21,19.2184,19.9298,19.1576,19.6175,6270579.0
2021-01-22,19.4873,19.6522,19.2661,19.6001,4009564.0
2021-01-23,19.4873,19.6522,19.2661,19.6001,4009564.0
2021-01-24,19.4873,19.6522,19.2661,19.6001,4009564.0
2021-01-25,19.5828,19.8431,18.6562,19.2791,7930884.0
2021-01-26,19.5394,19.6262,18.7195,18.932,6798655.0
2021-01-27,18.6544,18.6587,16.789,16.9538,16834533.0
2021-01-28,17.4137,18.3247,16.9625,17.8909,9252223.0
2021-01-29,17.7434,17.9733,17.3963,17.5698,6542003.0
2021-01-30,17.7434,17.9733,17.3963,17.5698,6542003.0
2021-01-31,17.7434,17.9733,17.3963,17.5698,6542003.0
2021-02-01,17.5785,17.8995,17.2401,17.4744,9272124.0
2021-02-02,17.8735,18.1772,17.6306,18.0037,5987466.0
2021-02-03,18.2119,18.598,18.1425,18.5329,4971728.0
2021-02-04,18.5763,19.3919,18.5676,19.2184,5841602.0
2021-02-05,19.522,19.6739,19.3051,19.6522,5042351.0
2021-02-06,19.522,19.6739,19.3051,19.6522,5042351.0
2021-02-07,19.522,19.6739,19.3051,19.6522,5042351.0
2021-02-08,19.6869,19.9472,19.2617,19.3225,3847030.0
2021-02-09,18.9928,19.3138,18.932,19.0101,4596317.0
2021-02-10,19.3312,19.8778,19.2097,19.5134,5219936.0
2021-02-11,19.5654,20.7628,19.4353,20.1901,7815428.0
2021-02-12,19.9298,20.2595,19.6248,20.034,5069086.0
2021-02-13,19.9298,20.2595,19.6248,20.034,5069086.0
2021-02-14,19.9298,20.2595,19.6248,20.034,5069086.0
2021-02-15,19.9298,20.2595,19.6248,20.034,5069086.0
2021-02-16,20.2075,20.7888,19.9255,20.1901,4856231.0
2021-02-17,19.9906,20.1207,19.4613,19.9125,4853656.0
2021-02-18,19.9038,20.3116,19.4787,20.0947,5625592.0
2021-02-19,20.3116,21.0404,20.3029,20.9537,6697390.0
2021-02-20,20.3116,21.0404,20.3029,20.9537,6697390.0
2021-02-21,20.3116,21.0404,20.3029,20.9537,6697390.0
2021-02-22,20.7367,21.7953,20.65,21.4222,8005618.0
2021-02-23,21.3875,21.4569,20.4417,21.3875,6165048.0
2021-02-24,21.7519,22.6369,21.5263,22.5154,6988265.0
2021-02-25,22.7237,23.0855,21.5176,21.8907,7188482.0
2021-02-26,21.6825,22.1857,21.0014,21.6478,6663040.0
2021-02-27,21.6825,22.1857,21.0014,21.6478,6663040.0
2021-02-28,21.6825,22.1857,21.0014,21.6478,6663040.0
2021-03-01,22.1684,22.5154,21.9341,22.2031,8130481.0
2021-03-02,22.1163,22.9883,21.9601,22.3245,8421656.0
2021-03-03,22.3159,22.8451,22.0035,22.3419,7136083.0
2021-03-04,22.3853,22.7757,20.9623,22.0209,9446636.0
2021-03-05,23.0794,24.6325,22.715,23.6954,18850248.0
2021-03-06,23.0794,24.6325,22.715,23.6954,18850248.0
2021-03-07,23.0794,24.6325,22.715,23.6954,18850248.0
2021-03-08,24.1553,25.2832,23.7388,25.0576,11432548.0
2021-03-09,25.2051,25.6606,24.8407,25.1531,8016668.0
2021-03-10,25.1531,26.4198,25.049,26.1595,10202416.0
2021-03-11,25.9773,26.3895,25.6997,25.8992,7563990.0
2021-03-12,26.0294,26.8276,25.9773,26.7322,6260278.0
2021-03-13,26.0294,26.8276,25.9773,26.7322,6260278.0
2021-03-14,26.0294,26.8276,25.9773,26.7322,6260278.0
2021-03-15,27.1313,28.5889,26.8276,27.9816,7946911.0
2021-03-16,27.5651,27.756,26.897,27.0359,5896890.0
2021-03-17,27.0012,27.4784,26.6628,27.4784,4769022.0
2021-03-18,27.3395,27.8471,26.6628,26.7929,5371417.0
2021-03-19,26.6801,27.4176,26.3938,26.8884,6821866.0
2021-03-20,26.6801,27.4176,26.3938,26.8884,6821866.0
2021-03-21,26.6801,27.4176,26.3938,26.8884,6821866.0
2021-03-22,26.8797,26.8884,25.396,26.2029,7705714.0
2021-03-23,25.8819,26.2116,24.0772,24.1813,10404762.0
2021-03-24,24.459,25.1531,23.7301,23.7388,6702624.0
2021-03-25,23.2009,25.0923,23.0854,24.9275,10628267.0
2021-03-26,25.4654,25.7864,24.9188,25.6042,7733466.0
2021-03-27,25.4654,25.7864,24.9188,25.6042,7733466.0
2021-03-28,25.4654,25.7864,24.9188,25.6042,7733466.0
2021-03-29,25.4828,25.7344,24.7843,24.9535,6168634.0
2021-03-30,24.9795,26.1812,24.9638,26.1248,5515077.0
2021-03-31,26.1856,26.4979,25.6216,25.8385,5005475.0
2021-04-01,26.0641,26.2116,25.5478,25.986,6432758.0
2021-04-02,26.0641,26.2116,25.5478,25.986,6432758.0
2021-04-03,26.0641,26.2116,25.5478,25.986,6432758.0
2021-04-04,26.0641,26.2116,25.5478,25.986,6432758.0
2021-04-05,26.1509,26.2984,25.5001,26.255,5121598.0
2021-04-06,26.1697,27.2718,26.1697,26.9044,5075154.0
2021-04-07,27.0356,27.2936,26.6462,26.8519,3867009.0
2021-04-08,27.0269,27.5079,26.2922,27.4729,5520931.0
2021-04-09,27.6041,28.5925,27.4292,28.3738,6991275.0
2021-04-10,27.6041,28.5925,27.4292,28.3738,6991275.0
2021-04-11,27.6041,28.5925,27.4292,28.3738,6991275.0
2021-04-12,28.2689,28.7106,28.0065,28.6537,3147554.0
2021-04-13,28.47,28.4832,27.4292,28.2164,5262044.0
2021-04-14,28.2077,28.9948,28.1639,28.2164,4395495.0
2021-04-15,28.6975,29.0322,28.54,28.8374,4336902.0
2021-04-16,29.0473,29.0736,28.2339,28.5925,3567351.0
2021-04-17,29.0473,29.0736,28.2339,28.5925,3567351.0
2021-04-18,29.0473,29.0736,28.2339,28.5925,3567351.0
2021-04-19,28.6012,28.7237,28.1714,28.3476,3239775.0
2021-04-20,28.1114,28.1377,26.9132,27.7966,5940240.0
2021-04-21,27.7353,28.7412,27.3417,28.6975,2983331.0
2021-04-22,28.9074,29.5371,28.7674,29.0736,5955209.0
2021-04-23,29.301,29.9745,28.7718,29.747,4269740.0
2021-04-24,29.301,29.9745,28.7718,29.747,4269740.0
2021-04-25,29.301,29.9745,28.7718,29.747,4269740.0
2021-04-26,29.8433,30.2019,28.9992,29.2747,4998969.0
2021-04-27,29.266,30.4511,29.1873,30.0882,4051186.0
2021-04-28,29.7645,30.2456,29.6158,29.9657,2671203.0
2021-04-29,30.2631,30.4905,29.266,29.6071,5146791.0
2021-04-30,29.4672,29.7995,28.8636,28.9511,4310477.0
2021-05-01,29.4672,29.7995,28.8636,28.9511,4310477.0
2021-05-02,29.4672,29.7995,28.8636,28.9511,4310477.0
2021-05-03,29.8345,32.3623,29.5896,31.024,17858743.0
