,GPS US Equity,GPS US Equity,GPS US Equity,GPS US Equity,GPS US Equity
2019-03-30,21.5711,21.8186,21.4061,21.5958,4855071.0
2019-03-31,21.5711,21.8186,21.4061,21.5958,4855071.0
2019-04-01,21.6618,21.6701,21.1298,21.5298,4590504.0
2019-04-02,21.4391,21.5628,21.2824,21.2824,3511378.0
2019-04-03,21.5133,21.7856,21.4639,21.5463,3638543.0
2019-04-04,21.5546,22.1155,21.5298,22.0495,2992348.0
2019-04-05,22.066,22.2723,21.6041,21.6453,5022507.0
2019-04-06,22.066,22.2723,21.6041,21.6453,5022507.0
2019-04-07,22.066,22.2723,21.6041,21.6453,5022507.0
2019-04-08,21.6948,22.0413,21.5216,21.8021,4803517.0
2019-04-09,21.7126,21.7459,21.3296,21.3546,2949261.0
2019-04-10,21.3879,21.5794,21.0965,21.5627,3317028.0
2019-04-11,21.6127,21.7292,21.0673,21.2047,3765583.0
2019-04-12,21.3129,21.5128,21.0965,21.4628,3409232.0
2019-04-13,21.3129,21.5128,21.0965,21.4628,3409232.0
2019-04-14,21.3129,21.5128,21.0965,21.4628,3409232.0
2019-04-15,21.4545,21.8541,21.3712,21.7792,3244311.0
2019-04-16,21.8541,22.0539,21.5336,21.6959,3141205.0
2019-04-17,21.7792,22.1288,21.7375,21.7792,3853792.0
2019-04-18,21.7875,21.9124,21.5627,21.621,4402693.0
2019-04-19,21.7875,21.9124,21.5627,21.621,4402693.0
2019-04-20,21.7875,21.9124,21.5627,21.621,4402693.0
2019-04-21,21.7875,21.9124,21.5627,21.621,4402693.0
2019-04-22,21.571,21.646,20.93,20.9883,4829804.0
2019-04-23,21.0465,21.0882,20.3472,20.855,6092218.0
2019-04-24,21.0049,21.7209,20.9383,21.5461,4865308.0
2019-04-25,21.5294,21.954,21.5294,21.6709,3859946.0
2019-04-26,21.6626,21.9956,21.4378,21.7958,5063741.0
2019-04-27,21.6626,21.9956,21.4378,21.7958,5063741.0
2019-04-28,21.6626,21.9956,21.4378,21.7958,5063741.0
2019-04-29,21.8624,22.3578,21.7958,21.8458,3284328.0
2019-04-30,21.8125,21.9457,21.4753,21.7126,2980079.0
2019-05-01,21.6626,21.6626,21.3129,21.4212,2628411.0
2019-05-02,21.4961,21.646,21.2047,21.5461,2729465.0
2019-05-03,21.646,21.7958,21.5128,21.6293,6736790.0
2019-05-04,21.646,21.7958,21.5128,21.6293,6736790.0
2019-05-05,21.646,21.7958,21.5128,21.6293,6736790.0
2019-05-06,21.2547,21.4378,20.955,21.3629,4020247.0
2019-05-07,21.213,21.3379,20.5761,20.7468,4363524.0
2019-05-08,20.7218,21.0299,20.522,20.8634,2909576.0
2019-05-09,20.6469,20.9258,20.4804,20.7968,3146145.0
2019-05-10,20.6719,20.6719,20.0267,20.2806,4157798.0
2019-05-11,20.6719,20.6719,20.0267,20.2806,4157798.0
2019-05-12,20.6719,20.6719,20.0267,20.2806,4157798.0
2019-05-13,19.9809,20.0558,18.7321,18.9319,9065965.0
2019-05-14,18.9735,19.0651,18.1077,19.0151,7808895.0
2019-05-15,18.7987,18.8153,18.3241,18.6405,5554257.0
2019-05-16,18.5905,18.8736,18.449,18.5406,5063747.0
2019-05-17,18.3907,18.6322,18.2326,18.5489,4875067.0
2019-05-18,18.3907,18.6322,18.2326,18.5489,4875067.0
2019-05-19,18.3907,18.6322,18.2326,18.5489,4875067.0
2019-05-20,18.3741,18.449,18.1993,18.3408,4329025.0
2019-05-21,18.3158,18.7654,18.0327,18.6072,4598096.0
2019-05-22,18.3408,18.4324,17.9745,18.0494,5527558.0
2019-05-23,18.0078,18.2742,17.5582,17.6997,5467271.0
2019-05-24,17.7247,17.9661,17.6206,17.8662,4340320.0
2019-05-25,17.7247,17.9661,17.6206,17.8662,4340320.0
2019-05-26,17.7247,17.9661,17.6206,17.8662,4340320.0
2019-05-27,17.7247,17.9661,17.6206,17.8662,4340320.0
2019-05-28,17.9162,18.1701,17.7414,17.7913,7769337.0
2019-05-29,17.5332,17.5998,17.1336,17.3417,7416722.0
2019-05-30,17.4,17.4999,17.067,17.1503,10954140.0
2019-05-31,14.5278,15.5934,14.253,15.5518,32201451.0
2019-06-01,14.5278,15.5934,14.253,15.5518,32201451.0
2019-06-02,14.5278,15.5934,14.253,15.5518,32201451.0
2019-06-03,15.5601,15.9015,15.4103,15.6434,12971789.0
2019-06-04,15.8682,16.1429,15.5851,15.7599,9606381.0
2019-06-05,15.9514,16.0849,15.2437,15.352,6323502.0
2019-06-06,15.2687,15.3104,14.7442,14.969,9091550.0
2019-06-07,14.9857,15.2854,14.6361,15.1605,8798746.0
2019-06-08,14.9857,15.2854,14.6361,15.1605,8798746.0
2019-06-09,14.9857,15.2854,14.6361,15.1605,8798746.0
2019-06-10,15.2854,15.4977,15.0356,15.1022,5128306.0
2019-06-11,15.1355,15.4893,15.1189,15.2271,5095219.0
2019-06-12,15.2188,15.3104,14.7775,14.8441,4557895.0
2019-06-13,14.969,15.2021,14.8358,15.1189,5714231.0
2019-06-14,15.1189,15.2104,14.7401,15.1355,6148384.0
2019-06-15,15.1189,15.2104,14.7401,15.1355,6148384.0
2019-06-16,15.1189,15.2104,14.7401,15.1355,6148384.0
2019-06-17,15.1189,15.2687,15.0106,15.2604,5720012.0
2019-06-18,15.2604,15.6267,14.9274,14.994,7688155.0
2019-06-19,15.0356,15.1522,14.7942,15.0106,4556760.0
2019-06-20,15.1522,15.1938,14.8358,15.0689,4266407.0
2019-06-21,15.0772,15.3437,14.8025,15.1688,6795385.0
2019-06-22,15.0772,15.3437,14.8025,15.1688,6795385.0
2019-06-23,15.0772,15.3437,14.8025,15.1688,6795385.0
2019-06-24,15.0772,15.0856,14.636,14.7193,5036027.0
2019-06-25,14.7359,14.8733,14.5278,14.5611,5477560.0
2019-06-26,14.6277,14.9524,14.5319,14.6859,4713442.0
2019-06-27,14.7942,14.8525,14.6298,14.7526,6966312.0
2019-06-28,14.8025,14.994,14.7692,14.9607,7282099.0
2019-06-29,14.8025,14.994,14.7692,14.9607,7282099.0
2019-06-30,14.8025,14.994,14.7692,14.9607,7282099.0
2019-07-01,15.1855,15.327,14.661,14.9524,5968216.0
2019-07-02,14.9524,15.019,14.7026,14.7109,5605688.0
2019-07-03,14.8108,15.1272,14.7942,15.0856,3518369.0
2019-07-04,14.8108,15.1272,14.7942,15.0856,3518369.0
2019-07-05,15.0772,15.4103,14.994,15.2354,4534233.0
2019-07-06,15.0772,15.4103,14.994,15.2354,4534233.0
2019-07-07,15.0772,15.4103,14.994,15.2354,4534233.0
2019-07-08,15.2604,15.5268,15.1022,15.3853,4738592.0
2019-07-09,15.3368,15.4802,15.0921,15.168,5571519.0
2019-07-10,15.2524,15.303,14.9571,15.0668,5109210.0
2019-07-11,15.1596,15.341,15.0415,15.3283,4494911.0
2019-07-12,15.3705,15.8978,15.3705,15.7417,4894070.0
2019-07-13,15.3705,15.8978,15.3705,15.7417,4894070.0
2019-07-14,15.3705,15.8978,15.3705,15.7417,4894070.0
2019-07-15,15.8176,16.1804,15.7501,15.9526,4574226.0
2019-07-16,15.9442,16.2816,15.8598,16.2226,4315056.0
2019-07-17,16.096,16.1273,15.6742,15.8092,5441028.0
2019-07-18,15.7839,15.8176,15.5983,15.6405,5916384.0
2019-07-19,15.8261,16.0876,15.6911,15.8429,5833115.0
2019-07-20,15.8261,16.0876,15.6911,15.8429,5833115.0
2019-07-21,15.8261,16.0876,15.6911,15.8429,5833115.0
2019-07-22,15.8682,16.1213,15.5983,15.7923,4428270.0
2019-07-23,15.9104,16.0201,15.5477,15.7839,7214758.0
2019-07-24,15.8176,16.3238,15.7839,16.2985,5488820.0
2019-07-25,16.3069,16.5094,16.096,16.2479,5237721.0
2019-07-26,16.3069,16.5431,16.0201,16.4841,4700605.0
2019-07-27,16.3069,16.5431,16.0201,16.4841,4700605.0
2019-07-28,16.3069,16.5431,16.0201,16.4841,4700605.0
2019-07-29,16.5094,16.6022,16.2394,16.4672,4376928.0
2019-07-30,16.4166,16.4166,16.1129,16.366,4200462.0
2019-07-31,16.3575,16.56,16.1972,16.4503,9303033.0
2019-08-01,16.3997,16.425,14.9234,15.1512,10351369.0
2019-08-02,15.1427,15.4338,15.0415,15.2187,5371070.0
2019-08-03,15.1427,15.4338,15.0415,15.2187,5371070.0
2019-08-04,15.1427,15.4338,15.0415,15.2187,5371070.0
2019-08-05,14.915,15.0753,14.5944,15.0415,6152803.0
2019-08-06,15.0837,15.1427,14.7041,15.0415,4847461.0
2019-08-07,14.8812,15.1343,14.7378,15.0584,5606940.0
2019-08-08,15.2018,15.4549,14.8812,15.3536,6545491.0
2019-08-09,15.2608,15.2777,14.8728,15.0246,4747358.0
2019-08-10,15.2608,15.2777,14.8728,15.0246,4747358.0
2019-08-11,15.2608,15.2777,14.8728,15.0246,4747358.0
2019-08-12,14.9234,15.0921,14.4679,14.7294,5756378.0
2019-08-13,14.7462,15.9948,14.4889,15.1427,9871592.0
2019-08-14,14.5775,14.6028,13.9364,13.9448,10025590.0
2019-08-15,14.0123,14.0376,12.8397,12.9578,13635033.0
2019-08-16,13.0759,13.6369,12.8819,13.4724,7907743.0
2019-08-17,13.0759,13.6369,12.8819,13.4724,7907743.0
2019-08-18,13.0759,13.6369,12.8819,13.4724,7907743.0
2019-08-19,13.7508,14.1473,13.658,14.0629,8868100.0
2019-08-20,13.9364,13.987,13.5568,13.7592,8688299.0
2019-08-21,13.987,14.5438,13.8858,14.3076,11520090.0
2019-08-22,14.4679,15.1765,14.4341,14.974,17047512.0
2019-08-23,14.3076,15.1765,14.0123,14.2738,18919356.0
2019-08-24,14.3076,15.1765,14.0123,14.2738,18919356.0
2019-08-25,14.3076,15.1765,14.0123,14.2738,18919356.0
2019-08-26,14.3582,14.448,13.7381,13.8183,8843043.0
2019-08-27,13.8605,13.9026,13.135,13.1434,7434669.0
2019-08-28,13.1265,13.5568,13.0506,13.3796,6279759.0
2019-08-29,13.523,13.7255,13.3627,13.4218,6110593.0
2019-08-30,13.4724,13.5441,13.1518,13.3205,6468199.0
2019-08-31,13.4724,13.5441,13.1518,13.3205,6468199.0
2019-09-01,13.4724,13.5441,13.1518,13.3205,6468199.0
2019-09-02,13.4724,13.5441,13.1518,13.3205,6468199.0
2019-09-03,13.2278,13.2657,12.7469,13.1518,8765506.0
2019-09-04,13.2278,13.6453,13.2024,13.5905,6401029.0
2019-09-05,13.8014,14.5353,13.8014,14.3329,8290208.0
2019-09-06,14.4088,14.6366,14.1051,14.2232,9464482.0
2019-09-07,14.4088,14.6366,14.1051,14.2232,9464482.0
2019-09-08,14.4088,14.6366,14.1051,14.2232,9464482.0
2019-09-09,14.2991,15.2018,14.2401,15.1512,7613960.0
2019-09-10,15.1849,15.7754,15.1174,15.5055,8800136.0
2019-09-11,15.8176,16.3322,15.2271,16.2394,13437787.0
2019-09-12,16.3322,16.754,15.7586,16.1804,13128256.0
2019-09-13,16.4166,16.6697,16.1213,16.231,5593231.0
2019-09-14,16.4166,16.6697,16.1213,16.231,5593231.0
2019-09-15,16.4166,16.6697,16.1213,16.231,5593231.0
2019-09-16,15.9948,16.231,15.5519,15.6489,6377511.0
2019-09-17,15.5308,15.5308,15.0668,15.3621,6969648.0
2019-09-18,15.3115,15.5055,14.9782,15.1343,3911359.0
2019-09-19,15.244,15.2946,14.683,14.7969,5540296.0
2019-09-20,14.839,15.1216,14.4847,14.5016,8858315.0
2019-09-21,14.839,15.1216,14.4847,14.5016,8858315.0
2019-09-22,14.839,15.1216,14.4847,14.5016,8858315.0
2019-09-23,14.3582,14.7631,14.2485,14.7125,4863381.0
2019-09-24,14.8222,15.0162,14.3751,14.4932,5366720.0
2019-09-25,14.4763,14.8812,14.4763,14.5353,3379460.0
2019-09-26,14.4679,14.4679,14.0967,14.3329,6079928.0
2019-09-27,14.4088,14.7252,14.3497,14.4932,3932092.0
2019-09-28,14.4088,14.7252,14.3497,14.4932,3932092.0
2019-09-29,14.4088,14.7252,14.3497,14.4932,3932092.0
2019-09-30,14.5269,14.8306,14.3961,14.645,4050963.0
2019-10-01,14.6703,14.915,14.3666,14.3919,6916368.0
2019-10-02,14.2654,14.316,13.7761,13.8773,7303897.0
2019-10-03,13.8014,13.9364,13.3796,13.9279,6392099.0
2019-10-04,13.8858,13.9997,13.6158,13.6917,5409822.0
2019-10-05,13.8858,13.9997,13.6158,13.6917,5409822.0
2019-10-06,13.8858,13.9997,13.6158,13.6917,5409822.0
2019-10-07,13.6749,14.0714,13.6496,13.9786,6459021.0
2019-10-08,13.7239,13.9079,13.5526,13.7153,7962241.0
2019-10-09,13.8352,14.0492,13.8009,13.9293,4144901.0
2019-10-10,13.9893,14.3858,13.9893,14.2547,4688987.0
2019-10-11,14.5286,14.9225,14.4773,14.6827,8136322.0
2019-10-12,14.5286,14.9225,14.4773,14.6827,8136322.0
2019-10-13,14.5286,14.9225,14.4773,14.6827,8136322.0
2019-10-14,14.5886,14.6228,14.1605,14.58,8781064.0
2019-10-15,14.6314,15.0766,14.5415,14.8283,8992110.0
2019-10-16,14.794,15.1707,14.7512,15.0252,8603775.0
2019-10-17,15.145,15.5366,14.9824,15.0423,9357210.0
2019-10-18,14.3574,14.6571,13.9807,14.4516,13360288.0
2019-10-19,14.3574,14.6571,13.9807,14.4516,13360288.0
2019-10-20,14.3574,14.6571,13.9807,14.4516,13360288.0
2019-10-21,14.6228,14.961,14.5629,14.8625,6392382.0
2019-10-22,14.8968,15.3248,14.7769,15.2906,6893220.0
2019-10-23,15.3248,15.3248,14.9182,15.0338,4088437.0
2019-10-24,15.0252,15.1365,14.4088,14.8283,6752135.0
2019-10-25,14.6913,14.9995,14.5971,14.8368,3780219.0
2019-10-26,14.6913,14.9995,14.5971,14.8368,3780219.0
2019-10-27,14.6913,14.9995,14.5971,14.8368,3780219.0
2019-10-28,14.854,14.9653,14.717,14.7255,4274098.0
2019-10-29,14.6827,14.6827,14.306,14.6228,5030055.0
2019-10-30,14.5629,14.717,14.2804,14.4516,9244162.0
2019-10-31,14.366,14.3745,13.7538,13.9208,6452947.0
2019-11-01,14.0406,14.5543,14.0308,14.5029,5416091.0
2019-11-02,14.0406,14.5543,14.0308,14.5029,5416091.0
2019-11-03,14.0406,14.5543,14.0308,14.5029,5416091.0
2019-11-04,14.6999,15.1108,14.6999,15.0166,7273022.0
2019-11-05,15.3248,15.6844,15.145,15.3505,11290115.0
2019-11-06,15.3676,15.3933,14.9909,15.1793,6523971.0
2019-11-07,15.4105,15.7401,15.3762,15.4618,5178401.0
2019-11-08,14.8454,15.1707,14.1434,14.2804,26452701.0
2019-11-09,14.8454,15.1707,14.1434,14.2804,26452701.0
2019-11-10,14.8454,15.1707,14.1434,14.2804,26452701.0
2019-11-11,14.1605,14.6913,14.0064,14.6314,10792999.0
2019-11-12,14.6314,14.8968,14.473,14.6913,7451336.0
2019-11-13,14.5286,14.5886,14.1348,14.3317,5350909.0
2019-11-14,14.3232,14.7769,14.3146,14.6827,4521942.0
2019-11-15,14.8026,15.3245,14.6442,15.1879,6417890.0
2019-11-16,14.8026,15.3245,14.6442,15.1879,6417890.0
2019-11-17,14.8026,15.3245,14.6442,15.1879,6417890.0
2019-11-18,15.2649,15.2992,14.7512,14.8112,5293193.0
2019-11-19,14.5372,14.58,14.1048,14.366,6062231.0
2019-11-20,14.2975,14.3745,13.8523,13.9379,6037603.0
2019-11-21,13.955,14.0578,13.5698,13.8865,9827942.0
2019-11-22,14.1177,14.5372,13.5954,14.5029,10700138.0
2019-11-23,14.1177,14.5372,13.5954,14.5029,10700138.0
2019-11-24,14.1177,14.5372,13.5954,14.5029,10700138.0
2019-11-25,14.7341,14.794,14.3916,14.6913,6075580.0
2019-11-26,14.6399,14.7855,14.4302,14.5629,5972074.0
2019-11-27,14.5886,14.6827,14.306,14.4773,5809573.0
2019-11-28,14.5886,14.6827,14.306,14.4773,5809573.0
2019-11-29,14.4516,14.4944,14.1862,14.2204,3401131.0
2019-11-30,14.4516,14.4944,14.1862,14.2204,3401131.0
2019-12-01,14.4516,14.4944,14.1862,14.2204,3401131.0
2019-12-02,14.2547,14.3842,13.8523,13.8608,6826823.0
2019-12-03,13.6896,13.6896,13.4328,13.4413,7218636.0
2019-12-04,13.4927,13.7795,13.4585,13.741,5106439.0
2019-12-05,13.8694,14.0834,13.8694,13.955,4479399.0
2019-12-06,14.1434,14.289,13.9208,13.9293,4403140.0
2019-12-07,14.1434,14.289,13.9208,13.9293,4403140.0
2019-12-08,14.1434,14.289,13.9208,13.9293,4403140.0
2019-12-09,13.8694,14.2119,13.8352,14.0235,4448838.0
2019-12-10,14.0663,14.2547,13.9465,14.2375,5674620.0
2019-12-11,13.9122,13.9593,13.7795,13.8437,5892299.0
2019-12-12,13.9037,14.6571,13.8352,14.5714,8637417.0
2019-12-13,14.7255,14.7255,14.1519,14.2889,6071456.0
2019-12-14,14.7255,14.7255,14.1519,14.2889,6071456.0
2019-12-15,14.7255,14.7255,14.1519,14.2889,6071456.0
2019-12-16,14.3831,14.9824,14.3831,14.5971,9818673.0
2019-12-17,14.58,14.9824,14.443,14.8283,4699644.0
2019-12-18,14.8711,15.312,14.854,15.1793,5439039.0
2019-12-19,15.2135,15.2992,15.0509,15.2392,4942963.0
2019-12-20,15.3077,15.419,15.0509,15.0594,14360594.0
2019-12-21,15.3077,15.419,15.0509,15.0594,14360594.0
2019-12-22,15.3077,15.419,15.0509,15.0594,14360594.0
2019-12-23,15.1022,15.1707,14.8796,15.1194,5072441.0
2019-12-24,15.205,15.4276,15.068,15.1022,1814110.0
2019-12-25,15.205,15.4276,15.068,15.1022,1814110.0
2019-12-26,15.1964,15.3848,15.1108,15.3505,3308708.0
2019-12-27,15.4276,15.4438,15.145,15.2649,3811768.0
2019-12-28,15.4276,15.4438,15.145,15.2649,3811768.0
2019-12-29,15.4276,15.4438,15.145,15.2649,3811768.0
2019-12-30,15.2906,15.4704,15.0851,15.2563,2885134.0
2019-12-31,15.1879,15.2906,15.0509,15.1365,3785893.0
2020-01-01,15.1879,15.2906,15.0509,15.1365,3785893.0
2020-01-02,15.1536,15.2392,14.5714,14.794,8181857.0
2020-01-03,14.6999,14.9824,14.5714,14.931,4817265.0
2020-01-04,14.6999,14.9824,14.5714,14.931,4817265.0
2020-01-05,14.6999,14.9824,14.5714,14.931,4817265.0
2020-01-06,14.8454,15.83,14.8197,15.6502,8960431.0
2020-01-07,15.6003,16.0515,15.4875,15.6437,8678648.0
2020-01-08,15.7131,15.982,15.4788,15.6784,4472942.0
2020-01-09,15.5656,15.609,14.9279,15.1231,5468108.0
2020-01-10,15.1318,15.4701,15.071,15.4441,4168798.0
2020-01-11,15.1318,15.4701,15.071,15.4441,4168798.0
2020-01-12,15.1318,15.4701,15.071,15.4441,4168798.0
2020-01-13,15.4441,15.7565,15.2619,15.6003,5116973.0
2020-01-14,15.609,15.8779,15.5482,15.7391,3111838.0
2020-01-15,15.6697,15.7565,15.5222,15.5482,3058422.0
2020-01-16,15.6523,16.1729,15.5482,16.1469,8209370.0
2020-01-17,16.3291,16.4158,15.7912,16.0775,9408084.0
2020-01-18,16.3291,16.4158,15.7912,16.0775,9408084.0
2020-01-19,16.3291,16.4158,15.7912,16.0775,9408084.0
2020-01-20,16.3291,16.4158,15.7912,16.0775,9408084.0
2020-01-21,16.0775,16.0775,15.635,15.7478,6271471.0
2020-01-22,15.8519,15.8779,15.5743,15.5829,3897410.0
2020-01-23,15.4875,15.5309,15.1879,15.4528,3338106.0
2020-01-24,15.4788,15.609,15.1578,15.3226,4700245.0
2020-01-25,15.4788,15.609,15.1578,15.3226,4700245.0
2020-01-26,15.4788,15.609,15.1578,15.3226,4700245.0
2020-01-27,15.045,15.5222,14.9669,15.3487,4148973.0
2020-01-28,15.4788,15.8476,15.3573,15.7304,3929930.0
2020-01-29,15.8779,16.0341,15.687,15.7131,3425908.0
2020-01-30,15.5482,15.7738,15.4875,15.7218,4456689.0
2020-01-31,15.687,15.7218,14.8888,15.1057,7634944.0
2020-02-01,15.687,15.7218,14.8888,15.1057,7634944.0
2020-02-02,15.687,15.7218,14.8888,15.1057,7634944.0
2020-02-03,15.1404,15.6697,14.9495,15.1404,4689468.0
2020-02-04,15.4615,15.6969,15.4007,15.4441,4240333.0
2020-02-05,15.7044,16.251,15.635,16.2076,5776863.0
2020-02-06,16.3812,16.4766,16.0428,16.0428,3829903.0
2020-02-07,15.9473,15.9473,15.3747,15.4875,4743990.0
2020-02-08,15.9473,15.9473,15.3747,15.4875,4743990.0
2020-02-09,15.9473,15.9473,15.3747,15.4875,4743990.0
2020-02-10,15.5048,15.5916,15.2706,15.3226,2258939.0
2020-02-11,15.4615,15.4615,15.1925,15.2966,4361927.0
2020-02-12,15.5656,16.0515,15.4788,16.0168,4102151.0
2020-02-13,15.8693,15.93,15.5092,15.904,6381575.0
2020-02-14,15.8693,15.9951,15.6784,15.7391,4745770.0
2020-02-15,15.8693,15.9951,15.6784,15.7391,4745770.0
2020-02-16,15.8693,15.9951,15.6784,15.7391,4745770.0
2020-02-17,15.8693,15.9951,15.6784,15.7391,4745770.0
2020-02-18,15.6957,15.6957,14.9322,15.097,5164383.0
2020-02-19,15.0797,15.1187,14.7326,14.9062,4774899.0
2020-02-20,14.8628,15.2966,14.7587,15.1578,3831337.0
2020-02-21,15.0363,15.2576,14.737,14.802,4093415.0
2020-02-22,15.0363,15.2576,14.737,14.802,4093415.0
2020-02-23,15.0363,15.2576,14.737,14.802,4093415.0
2020-02-24,14.2381,14.4159,13.9604,14.134,7992517.0
2020-02-25,14.2207,14.2207,13.249,13.3357,9900178.0
2020-02-26,13.5787,13.6481,12.7457,12.7544,7455978.0
2020-02-27,12.3813,12.8759,11.6872,12.3119,11351346.0
2020-02-28,11.9388,12.5722,11.9041,12.4334,11432657.0
2020-02-29,11.9388,12.5722,11.9041,12.4334,11432657.0
