,MAR US Equity,MAR US Equity,MAR US Equity,MAR US Equity,MAR US Equity
2022-05-03,175.3281,175.3673,167.6112,169.8224,4135837.0
2022-05-04,172.7274,178.1938,169.1109,177.8699,4283883.0
2022-05-05,176.3487,180.0977,171.9226,174.3565,3174391.0
2022-05-06,174.8668,175.2152,166.1323,169.3121,2764177.0
2022-05-07,174.8668,175.2152,166.1323,169.3121,2764177.0
2022-05-08,174.8668,175.2152,166.1323,169.3121,2764177.0
2022-05-09,167.8007,167.8007,159.0858,160.8033,4058540.0
2022-05-10,164.935,167.0745,161.8632,164.9644,2594670.0
2022-05-11,164.5032,169.2777,162.7072,163.8555,2973825.0
2022-05-12,162.3932,164.1989,156.9856,160.3028,2619605.0
2022-05-13,163.2131,164.6683,161.0009,163.6064,2772442.0
2022-05-14,163.2131,164.6683,161.0009,163.6064,2772442.0
2022-05-15,163.2131,164.6683,161.0009,163.6064,2772442.0
2022-05-16,162.9182,163.5966,158.6904,159.6047,2367894.0
2022-05-17,163.5376,164.511,159.7719,162.0923,2302548.0
2022-05-18,159.998,161.6203,150.4412,151.4342,3748404.0
2022-05-19,150.7165,156.9107,149.694,154.3052,2228075.0
2022-05-20,156.7436,156.9501,148.8887,152.6239,2105866.0
2022-05-21,156.7436,156.9501,148.8887,152.6239,2105866.0
2022-05-22,156.7436,156.9501,148.8887,152.6239,2105866.0
2022-05-23,153.8431,156.488,150.7491,155.3081,1832336.0
2022-05-24,153.0664,154.0594,147.2465,150.0774,2303637.0
2022-05-25,148.8484,157.658,148.2388,156.8714,3079793.0
2022-05-26,157.658,168.8076,157.658,167.3131,3693136.0
2022-05-27,167.5884,174.0285,167.5884,169.663,2387184.0
2022-05-28,167.5884,174.0285,167.5884,169.663,2387184.0
2022-05-29,167.5884,174.0285,167.5884,169.663,2387184.0
2022-05-30,167.5884,174.0285,167.5884,169.663,2387184.0
2022-05-31,168.1783,169.9875,165.5026,168.6994,2225038.0
2022-06-01,169.6433,171.0788,165.0419,167.7261,1729678.0
2022-06-02,167.8834,171.6491,167.5196,171.4918,1749952.0
2022-06-03,169.8891,172.4553,168.9649,171.7179,1370333.0
2022-06-04,169.8891,172.4553,168.9649,171.7179,1370333.0
2022-06-05,169.8891,172.4553,168.9649,171.7179,1370333.0
2022-06-06,174.0285,176.2259,172.3521,174.6282,1394792.0
2022-06-07,172.8191,174.8445,170.7544,174.2054,1336439.0
2022-06-08,172.3275,172.7306,168.885,170.2824,1693578.0
2022-06-09,170.1743,170.1743,164.8256,164.8354,1449532.0
2022-06-10,162.2594,164.216,157.0779,157.186,2736867.0
2022-06-11,162.2594,164.216,157.0779,157.186,2736867.0
2022-06-12,162.2594,164.216,157.0779,157.186,2736867.0
2022-06-13,151.4146,151.975,147.3539,149.5465,4029935.0
2022-06-14,151.2769,152.1323,147.757,149.6645,2667331.0
2022-06-15,152.1618,154.5215,150.5494,152.2012,2051178.0
2022-06-16,147.3343,148.2683,142.1626,142.723,2610864.0
2022-06-17,143.3916,145.1614,140.4026,142.7918,3277730.0
2022-06-18,143.3916,145.1614,140.4026,142.7918,3277730.0
2022-06-19,143.3916,145.1614,140.4026,142.7918,3277730.0
2022-06-20,143.3916,145.1614,140.4026,142.7918,3277730.0
2022-06-21,145.3482,145.5055,138.8,139.2031,3357092.0
2022-06-22,137.0941,139.2031,133.7069,134.1691,4112937.0
2022-06-23,135.3587,135.3882,128.8106,130.8261,3285920.0
2022-06-24,132.7336,138.7017,131.0277,137.0499,3076109.0
2022-06-25,132.7336,138.7017,131.0277,137.0499,3076109.0
2022-06-26,132.7336,138.7017,131.0277,137.0499,3076109.0
2022-06-27,137.2563,138.7213,136.0175,137.8364,2056474.0
2022-06-28,140.3338,143.6079,136.1819,136.3616,2241569.0
2022-06-29,136.3616,137.276,133.4457,135.4177,2621595.0
2022-06-30,132.8516,135.8208,130.836,133.7266,3379238.0
2022-07-01,133.4611,136.9122,132.3599,136.8434,2039948.0
2022-07-02,133.4611,136.9122,132.3599,136.8434,2039948.0
2022-07-03,133.4611,136.9122,132.3599,136.8434,2039948.0
2022-07-04,133.4611,136.9122,132.3599,136.8434,2039948.0
2022-07-05,133.6381,136.4206,131.7405,136.3616,2367125.0
2022-07-06,136.6173,137.3645,131.2981,133.3727,1880513.0
2022-07-07,135.1621,137.4628,134.6705,136.3518,2017207.0
2022-07-08,136.3518,136.4962,133.2842,135.4866,1631468.0
2022-07-09,136.3518,136.4962,133.2842,135.4866,1631468.0
2022-07-10,136.3518,136.4962,133.2842,135.4866,1631468.0
2022-07-11,134.7983,136.1945,132.881,135.4472,2161695.0
2022-07-12,134.6312,138.8786,134.6312,136.7844,1691720.0
2022-07-13,133.9773,139.7237,133.4218,138.4362,2337111.0
2022-07-14,135.6439,138.8885,135.634,138.4165,2398105.0
2022-07-15,140.2158,142.0151,139.2719,140.9434,2072306.0
2022-07-16,140.2158,142.0151,139.2719,140.9434,2072306.0
2022-07-17,140.2158,142.0151,139.2719,140.9434,2072306.0
2022-07-18,142.7525,146.5182,141.2777,142.1626,2028528.0
2022-07-19,143.6325,148.7189,143.4899,148.3863,2531118.0
2022-07-20,148.2388,150.9426,147.4817,150.0381,1932187.0
2022-07-21,148.465,149.34,145.2793,148.465,1777393.0
2022-07-22,149.9496,152.1422,147.7669,148.3765,2259718.0
2022-07-23,149.9496,152.1422,147.7669,148.3765,2259718.0
2022-07-24,149.9496,152.1422,147.7669,148.3765,2259718.0
2022-07-25,150.2446,150.8247,147.6784,150.4215,1543426.0
2022-07-26,149.5367,150.2347,148.0323,148.5043,2032499.0
2022-07-27,152.4765,156.5666,152.2405,154.9541,2660068.0
2022-07-28,155.4752,156.9304,152.2601,155.4359,1708600.0
2022-07-29,154.8755,157.1467,154.0004,156.1537,1936997.0
2022-07-30,154.8755,157.1467,154.0004,156.1537,1936997.0
2022-07-31,154.8755,157.1467,154.0004,156.1537,1936997.0
2022-08-01,155.3474,157.3335,153.7645,156.8911,2051039.0
2022-08-02,159.4769,159.4929,152.9681,155.5834,3113990.0
2022-08-03,156.6256,158.3659,155.9472,156.6649,1791261.0
2022-08-04,156.7534,157.1007,154.5412,156.3208,1337614.0
2022-08-05,155.082,156.5175,153.3122,154.3741,2146103.0
2022-08-06,155.082,156.5175,153.3122,154.3741,2146103.0
2022-08-07,155.082,156.5175,153.3122,154.3741,2146103.0
2022-08-08,154.9247,158.4691,154.7477,155.6129,1445225.0
2022-08-09,155.4163,156.8911,154.0398,156.1242,1499520.0
2022-08-10,159.1033,160.0668,157.599,158.533,1480640.0
2022-08-11,160.7944,161.581,158.0021,158.4249,1324353.0
2022-08-12,159.2803,161.6007,158.1889,161.3155,1610288.0
2022-08-13,159.2803,161.6007,158.1889,161.3155,1610288.0
2022-08-14,159.2803,161.6007,158.1889,161.3155,1610288.0
2022-08-15,159.3983,161.64,158.9853,160.4405,1305098.0
2022-08-16,160.057,163.7637,159.7522,163.4491,1869729.0
2022-08-17,161.5284,162.2474,159.4501,161.1147,1452119.0
2022-08-18,161.2132,163.0059,160.5828,162.5725,1093220.0
2022-08-19,160.9768,161.7845,158.475,158.9576,1401917.0
2022-08-20,160.9768,161.7845,158.475,158.9576,1401917.0
2022-08-21,160.9768,161.7845,158.475,158.9576,1401917.0
2022-08-22,155.8844,157.3225,155.1063,155.5495,1417908.0
2022-08-23,155.9829,158.1477,155.9731,156.2587,1423884.0
2022-08-24,155.4313,158.1204,155.4313,157.5294,1892354.0
2022-08-25,158.8493,160.7897,158.2386,160.2282,1274210.0
2022-08-26,160.6222,161.4004,153.9046,154.338,1747946.0
2022-08-27,160.6222,161.4004,153.9046,154.338,1747946.0
2022-08-28,160.6222,161.4004,153.9046,154.338,1747946.0
2022-08-29,152.6537,154.4365,152.1415,153.3826,1555541.0
2022-08-30,154.3676,154.929,150.7034,151.0383,1987559.0
2022-08-31,151.9346,153.5697,151.0383,151.4323,2241895.0
2022-09-01,150.1419,151.8558,147.6499,151.6391,2297028.0
2022-09-02,152.6734,155.323,151.1269,151.9149,1855031.0
2022-09-03,152.6734,155.323,151.1269,151.9149,1855031.0
2022-09-04,152.6734,155.323,151.1269,151.9149,1855031.0
2022-09-05,152.6734,155.323,151.1269,151.9149,1855031.0
2022-09-06,152.8802,153.8997,148.2409,150.0829,1680874.0
2022-09-07,150.4079,155.5692,150.0139,155.2343,2240870.0
2022-09-08,154.0327,157.0566,153.1856,157.0073,1690789.0
2022-09-09,157.9825,160.3267,157.7904,159.9229,1392597.0
2022-09-10,157.9825,160.3267,157.7904,159.9229,1392597.0
2022-09-11,157.9825,160.3267,157.7904,159.9229,1392597.0
2022-09-12,161.489,162.5233,160.3563,161.3216,1602109.0
2022-09-13,156.6035,159.3171,154.6828,155.5101,2260998.0
2022-09-14,155.6283,160.2381,154.2937,160.1002,1789987.0
2022-09-15,160.9867,164.05,159.3024,160.0706,1862684.0
2022-09-16,157.9135,157.9135,150.9792,152.5946,3370094.0
2022-09-17,157.9135,157.9135,150.9792,152.5946,3370094.0
2022-09-18,157.9135,157.9135,150.9792,152.5946,3370094.0
2022-09-19,150.6541,155.845,150.3636,154.9979,1972724.0
2022-09-20,154.3676,156.0322,152.5158,154.6532,2102928.0
2022-09-21,153.9637,154.1509,145.9213,145.9459,3281218.0
2022-09-22,144.823,145.2416,137.5636,138.0069,3542469.0
2022-09-23,136.0763,136.2437,133.8601,135.4164,2414647.0
2022-09-24,136.0763,136.2437,133.8601,135.4164,2414647.0
2022-09-25,136.0763,136.2437,133.8601,135.4164,2414647.0
2022-09-26,135.7119,138.1054,133.9783,134.1753,1946866.0
2022-09-27,137.3075,138.9919,134.8352,136.5983,2251293.0
2022-09-28,136.9726,142.3901,136.4309,141.6612,2085080.0
2022-09-29,139.8488,140.1837,136.8938,138.4009,1870989.0
2022-09-30,137.8,141.8188,136.1945,138.0364,2100902.0
2022-10-01,137.8,141.8188,136.1945,138.0364,2100902.0
2022-10-02,137.8,141.8188,136.1945,138.0364,2100902.0
2022-10-03,139.9572,140.5186,136.6279,138.6865,2107014.0
2022-10-04,142.2226,146.4827,141.2475,145.3451,2128578.0
2022-10-05,143.119,145.9853,142.6462,144.9708,1488986.0
2022-10-06,144.5669,146.0444,141.4445,141.9074,1653332.0
2022-10-07,139.7996,140.036,137.2189,139.376,2409116.0
2022-10-08,139.7996,140.036,137.2189,139.376,2409116.0
2022-10-09,139.7996,140.036,137.2189,139.376,2409116.0
2022-10-10,139.9867,141.2573,137.3765,138.391,1509102.0
2022-10-11,138.7259,139.4351,135.1898,136.7067,1873949.0
2022-10-12,136.421,141.0997,135.2292,139.7405,1855585.0
2022-10-13,136.6771,141.9496,135.1997,141.0702,2398525.0
2022-10-14,143.8183,145.6208,140.3807,141.3755,2076119.0
2022-10-15,143.8183,145.6208,140.3807,141.3755,2076119.0
2022-10-16,143.8183,145.6208,140.3807,141.3755,2076119.0
2022-10-17,144.7836,146.202,143.6509,145.6307,2060027.0
2022-10-18,149.2062,151.5702,146.3497,147.7386,1871064.0
2022-10-19,146.4088,149.3934,146.4088,147.7386,1173848.0
2022-10-20,148.3099,150.8708,144.9609,145.3057,1408199.0
2022-10-21,144.5078,151.6982,144.301,151.186,2339520.0
2022-10-22,144.5078,151.6982,144.301,151.186,2339520.0
2022-10-23,144.5078,151.6982,144.301,151.186,2339520.0
2022-10-24,151.9543,154.1164,150.1222,152.6537,1967933.0
2022-10-25,152.043,153.7667,150.8117,153.0969,1697073.0
2022-10-26,154.3183,156.436,151.8361,152.7128,2464610.0
2022-10-27,154.4365,156.0912,153.6584,153.9046,1624726.0
2022-10-28,153.9046,157.6082,152.959,157.2536,1796967.0
2022-10-29,153.9046,157.6082,152.959,157.2536,1796967.0
2022-10-30,153.9046,157.6082,152.959,157.2536,1796967.0
2022-10-31,156.3671,160.1002,155.7662,157.7067,2492983.0
2022-11-01,159.982,160.5533,156.83,157.6673,1573557.0
2022-11-02,156.5739,156.8694,150.0139,150.6935,2596944.0
2022-11-03,147.5416,148.5463,141.7597,144.2813,2929797.0
2022-11-04,147.1968,149.0092,145.1284,146.724,3342959.0
2022-11-05,147.1968,149.0092,145.1284,146.724,3342959.0
2022-11-06,147.1968,149.0092,145.1284,146.724,3342959.0
2022-11-07,147.2953,147.7878,142.8235,146.1232,2039645.0
2022-11-08,146.8324,150.4276,146.2217,148.2409,1760334.0
2022-11-09,146.0542,150.8561,145.8572,147.3249,2136462.0
2022-11-10,153.4712,156.1799,153.4614,155.6086,2421929.0
2022-11-11,157.5983,162.4149,157.4309,161.3216,2634540.0
2022-11-12,157.5983,162.4149,157.4309,161.3216,2634540.0
2022-11-13,157.5983,162.4149,157.4309,161.3216,2634540.0
2022-11-14,159.5683,161.9323,156.8694,157.1354,2082586.0
2022-11-15,158.8788,160.7503,157.1206,159.3418,2003520.0
2022-11-16,159.3319,160.1002,157.9825,159.1743,2063543.0
2022-11-17,155.9238,157.6574,155.1358,157.5688,1647271.0
2022-11-18,159.7259,160.6715,158.0416,159.2827,1864895.0
2022-11-19,159.7259,160.6715,158.0416,159.2827,1864895.0
2022-11-20,159.7259,160.6715,158.0416,159.2827,1864895.0
2022-11-21,158.9182,160.3169,157.5392,158.1204,1322143.0
2022-11-22,158.8807,161.2111,157.5576,160.8951,1508789.0
2022-11-23,160.826,161.4481,159.0684,159.4535,1455727.0
2022-11-24,160.826,161.4481,159.0684,159.4535,1455727.0
2022-11-25,159.5423,161.7838,159.2263,160.4903,918743.0
2022-11-26,159.5423,161.7838,159.2263,160.4903,918743.0
2022-11-27,159.5423,161.7838,159.2263,160.4903,918743.0
2022-11-28,159.7102,159.7596,156.6866,156.896,1856367.0
2022-11-29,157.0046,160.1151,157.0046,159.2362,1824563.0
2022-11-30,158.5845,163.2946,157.5181,163.2749,2662851.0
2022-12-01,163.5514,165.0819,162.1838,163.1169,1874439.0
2022-12-02,160.9544,163.6827,160.4607,163.5514,1419335.0
2022-12-03,160.9544,163.6827,160.4607,163.5514,1419335.0
2022-12-04,160.9544,163.6827,160.4607,163.5514,1419335.0
2022-12-05,162.2479,162.7022,159.6707,160.0064,2180076.0
2022-12-06,159.9077,160.7075,156.8861,158.4561,1898244.0
2022-12-07,157.6859,158.2932,155.1284,155.3062,2199606.0
2022-12-08,156.6689,159.6213,156.0369,158.6438,1849604.0
2022-12-09,158.3673,160.4804,158.0661,159.1375,1264138.0
2022-12-10,158.3673,160.4804,158.0661,159.1375,1264138.0
2022-12-11,158.3673,160.4804,158.0661,159.1375,1264138.0
2022-12-12,158.9894,161.1618,157.4588,161.1223,1554547.0
2022-12-13,166.5434,166.9285,160.1891,161.0729,2177724.0
2022-12-14,159.2263,161.3197,155.4543,157.3304,2464741.0
2022-12-15,154.2891,155.0791,151.2872,153.4596,2517749.0
2022-12-16,152.1365,152.8573,150.5269,151.86,4943541.0
2022-12-17,152.1365,152.8573,150.5269,151.86,4943541.0
2022-12-18,152.1365,152.8573,150.5269,151.86,4943541.0
2022-12-19,152.1365,152.4376,148.631,149.4703,2019632.0
2022-12-20,149.0062,150.3344,148.236,148.5224,1675450.0
2022-12-21,149.4506,150.1813,145.8958,146.8832,2284481.0
2022-12-22,145.3823,146.666,143.5456,145.3724,1837689.0
2022-12-23,144.4837,147.0313,144.4837,146.7154,1067627.0
2022-12-24,144.4837,147.0313,144.4837,146.7154,1067627.0
2022-12-25,144.4837,147.0313,144.4837,146.7154,1067627.0
2022-12-26,144.4837,147.0313,144.4837,146.7154,1067627.0
2022-12-27,147.1498,147.5053,146.0834,146.4882,1349955.0
2022-12-28,146.666,147.4954,143.753,143.7728,1321584.0
2022-12-29,145.0762,146.9326,144.4245,146.113,1431888.0
2022-12-30,145.1651,147.1795,144.5825,147.0215,1542129.0
2022-12-31,145.1651,147.1795,144.5825,147.0215,1542129.0
2023-01-01,145.1651,147.1795,144.5825,147.0215,1542129.0
2023-01-02,145.1651,147.1795,144.5825,147.0215,1542129.0
2023-01-03,147.9694,148.8384,145.2539,145.8958,1686198.0
2023-01-04,147.3671,149.342,147.2288,147.9793,1731266.0
2023-01-05,147.14,148.2064,146.1031,147.0116,1542375.0
2023-01-06,148.6508,151.9785,148.1472,151.4551,1588966.0
2023-01-07,148.6508,151.9785,148.1472,151.4551,1588966.0
2023-01-08,148.6508,151.9785,148.1472,151.4551,1588966.0
2023-01-09,149.8554,153.43,149.7468,150.6158,1864551.0
2023-01-10,150.5269,151.855,149.5987,151.2379,1275249.0
2023-01-11,152.2253,156.5899,151.9982,156.4812,1712693.0
2023-01-12,156.3825,158.5746,155.7012,157.9822,1627054.0
2023-01-13,157.5872,160.0756,157.1823,159.7497,1532615.0
2023-01-14,157.5872,160.0756,157.1823,159.7497,1532615.0
2023-01-15,157.5872,160.0756,157.1823,159.7497,1532615.0
2023-01-16,157.5872,160.0756,157.1823,159.7497,1532615.0
2023-01-17,159.256,160.5298,158.4265,158.9696,2570481.0
2023-01-18,160.2632,161.695,157.6958,157.7847,2188004.0
2023-01-19,156.4516,159.9028,156.264,159.0091,2184894.0
2023-01-20,158.6536,165.0523,158.15,164.8153,2330283.0
2023-01-21,158.6536,165.0523,158.15,164.8153,2330283.0
2023-01-22,158.6536,165.0523,158.15,164.8153,2330283.0
2023-01-23,163.9167,167.669,162.9984,166.8988,2585452.0
2023-01-24,166.4545,167.5703,165.4868,167.5012,1645133.0
2023-01-25,165.5164,170.7696,165.5164,170.1673,1881588.0
2023-01-26,171.2881,172.4779,170.424,172.3891,1620137.0
2023-01-27,172.3101,174.3561,171.8361,172.1422,1637044.0
2023-01-28,172.3101,174.3561,171.8361,172.1422,1637044.0
2023-01-29,172.3101,174.3561,171.8361,172.1422,1637044.0
2023-01-30,170.1969,171.3424,168.8836,169.0515,2041967.0
2023-01-31,169.2983,172.0336,168.6664,171.9941,1329080.0
2023-02-01,170.8486,174.4825,168.8639,173.1593,1456267.0
2023-02-02,174.3837,175.3514,172.8235,173.9591,1145476.0
2023-02-03,171.8065,173.5049,170.7301,172.2409,1504506.0
2023-02-04,171.8065,173.5049,170.7301,172.2409,1504506.0
2023-02-05,171.8065,173.5049,170.7301,172.2409,1504506.0
2023-02-06,170.5524,171.7571,169.565,170.1574,1485882.0
2023-02-07,169.8414,174.3146,168.696,173.2185,1808863.0
2023-02-08,171.5399,172.8234,170.8289,171.8262,1520221.0
2023-02-09,173.3568,175.3613,172.0632,172.705,1525374.0
2023-02-10,170.9671,171.8953,167.9258,169.2193,1544692.0
2023-02-11,170.9671,171.8953,167.9258,169.2193,1544692.0
2023-02-12,170.9671,171.8953,167.9258,169.2193,1544692.0
2023-02-13,169.8711,172.8359,169.5748,172.1817,1995357.0
2023-02-14,173.5148,179.2716,169.3773,178.9951,3366209.0
2023-02-15,178.6495,178.9852,176.9313,178.3236,2563243.0
2023-02-16,175.1737,177.4053,173.2383,173.5839,2277920.0
2023-02-17,172.4384,172.4977,168.9626,170.3549,1890043.0
2023-02-18,172.4384,172.4977,168.9626,170.3549,1890043.0
2023-02-19,172.4384,172.4977,168.9626,170.3549,1890043.0
2023-02-20,172.4384,172.4977,168.9626,170.3549,1890043.0
2023-02-21,168.617,170.1278,167.7135,168.538,1817835.0
2023-02-22,167.906,169.6341,167.0766,168.4491,1250459.0
2023-02-23,169.7755,171.0968,168.1126,170.1813,1382673.0
2023-02-24,167.7365,168.9342,167.2713,168.5877,1642378.0
2023-02-25,167.7365,168.9342,167.2713,168.5877,1642378.0
2023-02-26,167.7365,168.9342,167.2713,168.5877,1642378.0
2023-02-27,170.0031,170.3198,167.5287,167.8751,1543050.0
2023-02-28,167.8256,169.2905,167.1328,167.5089,2709689.0
2023-03-01,167.687,169.043,166.6478,167.7068,1799578.0
2023-03-02,167.6574,169.8151,166.143,169.1519,1254290.0
2023-03-03,170.0922,171.8045,169.3301,171.2997,1406475.0
2023-03-04,170.0922,171.8045,169.3301,171.2997,1406475.0
2023-03-05,170.0922,171.8045,169.3301,171.2997,1406475.0
2023-03-06,171.5175,175.1796,171.5175,173.3287,2136106.0
2023-03-07,173.784,174.9668,171.2601,171.7946,1436244.0
2023-03-08,171.8639,173.1506,170.6514,171.6659,1184562.0
2023-03-09,171.6857,171.9233,165.7273,166.0143,1870970.0
2023-03-10,165.2324,167.0932,162.3225,162.8471,1710771.0
2023-03-11,165.2324,167.0932,162.3225,162.8471,1710771.0
2023-03-12,165.2324,167.0932,162.3225,162.8471,1710771.0
2023-03-13,160.8774,161.0556,157.3093,158.9177,2394711.0
2023-03-14,161.3525,163.2133,159.6303,161.0259,1901294.0
2023-03-15,157.3142,157.6013,153.9391,156.7105,2757734.0
2023-03-16,155.9484,160.0856,155.3941,159.4818,1886979.0
2023-03-17,158.2248,158.7395,155.8246,157.146,2480163.0
2023-03-18,158.2248,158.7395,155.8246,157.146,2480163.0
2023-03-19,158.2248,158.7395,155.8246,157.146,2480163.0
2023-03-20,158.0269,161.7187,157.5716,161.3723,2342738.0
2023-03-21,163.2826,166.6082,163.2479,166.044,2327800.0
2023-03-22,165.5887,165.8461,161.4515,161.5406,2397638.0
2023-03-23,162.1344,164.1567,156.8787,158.3436,2423288.0
2023-03-24,156.3344,156.6511,151.9893,154.9586,2510668.0
2023-03-25,156.3344,156.6511,151.9893,154.9586,2510668.0
2023-03-26,156.3344,156.6511,151.9893,154.9586,2510668.0
2023-03-27,156.5323,157.2153,154.4538,154.9784,1637479.0
2023-03-28,154.2954,157.4429,154.2064,157.3538,1825970.0
2023-03-29,158.5811,161.016,158.5119,160.4716,1752201.0
2023-03-30,162.2384,162.8174,160.7487,161.0061,1175805.0
2023-03-31,162.6095,164.9751,162.6095,164.3416,1514268.0
2023-04-01,162.6095,164.9751,162.6095,164.3416,1514268.0
2023-04-02,162.6095,164.9751,162.6095,164.3416,1514268.0
2023-04-03,163.7379,164.3416,161.6504,162.7778,1533033.0
2023-04-04,163.4607,163.6983,161.8375,162.6986,1200746.0
2023-04-05,161.9464,162.2136,160.4221,160.8972,1380117.0
2023-04-06,161.3327,161.9166,159.7342,161.3822,1092351.0
2023-04-07,161.3327,161.9166,159.7342,161.3822,1092351.0
2023-04-08,161.3327,161.9166,159.7342,161.3822,1092351.0
2023-04-09,161.3327,161.9166,159.7342,161.3822,1092351.0
2023-04-10,160.5706,163.6785,160.5706,161.1249,1256558.0
2023-04-11,161.7781,163.045,161.3228,162.2037,1204103.0
2023-04-12,163.243,163.5993,159.3631,159.8184,1370642.0
2023-04-13,161.3476,163.9358,160.0609,163.8071,1569685.0
2023-04-14,163.8071,166.4696,163.8071,166.3805,1736450.0
2023-04-15,163.8071,166.4696,163.8071,166.3805,1736450.0
2023-04-16,163.8071,166.4696,163.8071,166.3805,1736450.0
2023-04-17,167.0041,168.3502,166.5142,168.0137,1221218.0
2023-04-18,169.8348,172.1509,169.3845,171.8837,1867701.0
2023-04-19,170.6168,172.5963,170.6168,171.9332,1430411.0
2023-04-20,171.1314,172.7571,170.9929,171.9827,2001673.0
2023-04-21,172.1212,173.1506,171.3393,172.626,1321101.0
2023-04-22,172.1212,173.1506,171.3393,172.626,1321101.0
2023-04-23,172.1212,173.1506,171.3393,172.626,1321101.0
2023-04-24,172.9922,173.3188,171.6956,172.5468,1146863.0
2023-04-25,172.0222,172.9229,170.6366,171.0919,2226257.0
2023-04-26,171.1809,172.3489,163.0054,163.431,3087416.0
2023-04-27,164.302,164.5891,161.11,163.6983,2105946.0
2023-04-28,163.4607,168.172,162.6689,167.6079,1646008.0
2023-04-29,163.4607,168.172,162.6689,167.6079,1646008.0
2023-04-30,163.4607,168.172,162.6689,167.6079,1646008.0
2023-05-01,167.2317,171.5175,167.0536,168.3997,1928689.0
2023-05-02,171.9728,177.1196,171.854,176.783,3821345.0
2023-05-03,177.7778,181.3954,175.8081,176.6247,2378525.0
2023-05-04,176.6247,178.1044,174.0958,174.6748,2090078.0
2023-05-05,177.2878,177.3967,172.6359,174.7639,1638349.0
2023-05-06,177.2878,177.3967,172.6359,174.7639,1638349.0
2023-05-07,177.2878,177.3967,172.6359,174.7639,1638349.0
2023-05-08,175.5458,176.595,173.8929,176.1298,1244935.0
2023-05-09,176.7138,177.9064,175.7933,177.1592,1400205.0
2023-05-10,178.1588,178.6488,171.1809,173.8335,2198592.0
2023-05-11,173.398,173.4772,171.2502,172.7052,1447963.0
2023-05-12,172.7052,173.5603,171.0424,172.3192,1053129.0
2023-05-13,172.7052,173.5603,171.0424,172.3192,1053129.0
2023-05-14,172.7052,173.5603,171.0424,172.3192,1053129.0
2023-05-15,172.8438,173.7642,171.0523,173.7049,975755.0
2023-05-16,173.1902,174.5264,172.1212,172.7844,1119036.0
2023-05-17,174.7441,176.8474,173.1902,175.2984,1073794.0
2023-05-18,174.4472,179.5507,174.4472,179.1882,1344527.0
2023-05-19,179.4455,179.594,175.6943,176.6049,1227321.0
2023-05-20,179.4455,179.594,175.6943,176.6049,1227321.0
2023-05-21,179.4455,179.594,175.6943,176.6049,1227321.0
2023-05-22,176.5851,176.7336,172.4379,172.8932,1715395.0
2023-05-23,171.656,171.656,166.8804,167.8058,2605853.0
2023-05-24,167.0239,167.6178,165.4877,166.529,1618983.0
2023-05-25,166.7376,170.8579,165.9135,170.4309,1619172.0
2023-05-26,170.2423,172.8435,170.2423,170.5302,1390016.0
2023-05-27,170.2423,172.8435,170.2423,170.5302,1390016.0
2023-05-28,170.2423,172.8435,170.2423,170.5302,1390016.0
2023-05-29,170.2423,172.8435,170.2423,170.5302,1390016.0
2023-05-30,171.1954,171.8011,167.5418,167.8793,1037450.0
2023-05-31,168.2566,168.619,163.9477,166.5886,2088720.0
2023-06-01,166.5886,170.9174,165.6355,169.9147,1791567.0
2023-06-02,170.5898,176.1298,170.5898,175.9511,1652956.0
2023-06-03,170.5898,176.1298,170.5898,175.9511,1652956.0
2023-06-04,170.5898,176.1298,170.5898,175.9511,1652956.0
2023-06-05,175.4646,176.3085,174.4718,175.9511,1712949.0
2023-06-06,176.1398,180.1608,175.9908,179.6048,1622097.0
2023-06-07,179.6048,181.4664,175.2363,175.9809,1791292.0
2023-06-08,174.6604,177.5297,174.1342,177.2021,1182580.0
2023-06-09,177.4255,178.7112,176.7553,177.7283,1377766.0
2023-06-10,177.4255,178.7112,176.7553,177.7283,1377766.0
2023-06-11,177.4255,178.7112,176.7553,177.7283,1377766.0
2023-06-12,178.5623,179.6842,176.3582,179.6445,1324712.0
2023-06-13,180.6969,182.0174,179.2821,180.1111,1179247.0
2023-06-14,180.6969,181.6289,178.3439,180.1608,1603648.0
2023-06-15,177.2716,177.5595,172.5258,175.415,3526617.0
2023-06-16,176.0008,177.0035,174.3725,175.0973,4719571.0
2023-06-17,176.0008,177.0035,174.3725,175.0973,4719571.0
2023-06-18,176.0008,177.0035,174.3725,175.0973,4719571.0
2023-06-19,176.0008,177.0035,174.3725,175.0973,4719571.0
2023-06-20,174.5611,175.1717,172.0053,172.5457,1529486.0
2023-06-21,172.2478,175.8419,171.528,174.859,1867790.0
2023-06-22,174.998,175.4051,173.0719,174.4271,1163231.0
2023-06-23,172.089,172.1485,169.7757,170.2224,2099414.0
2023-06-24,172.089,172.1485,169.7757,170.2224,2099414.0
2023-06-25,172.089,172.1485,169.7757,170.2224,2099414.0
2023-06-26,169.3239,171.9599,168.8126,170.282,1525757.0
2023-06-27,171.8805,176.2688,171.5628,176.0405,1442151.0
2023-06-28,176.2192,176.7255,175.3554,176.388,1235378.0
2023-06-29,176.6163,180.1062,175.832,179.9721,1716157.0
2023-06-30,181.0047,183.5662,180.8756,182.3748,1696080.0
2023-07-01,181.0047,183.5662,180.8756,182.3748,1696080.0
2023-07-02,181.0047,183.5662,180.8756,182.3748,1696080.0
2023-07-03,182.0968,183.6456,181.1238,182.9109,1154082.0
