,GL US Equity,GL US Equity,GL US Equity,GL US Equity,GL US Equity
2021-03-15,98.5112,98.5502,97.0358,98.5405,254914.0
2021-03-16,97.6737,98.258,96.3199,97.0309,264622.0
2021-03-17,97.9269,98.745,96.8945,97.8879,317384.0
2021-03-18,99.0956,99.5777,97.2841,97.4302,443188.0
2021-03-19,96.6024,97.4107,95.3265,96.3784,985340.0
2021-03-20,96.6024,97.4107,95.3265,96.3784,985340.0
2021-03-21,96.6024,97.4107,95.3265,96.3784,985340.0
2021-03-22,95.6479,96.2664,94.8932,95.609,392180.0
2021-03-23,94.7325,95.7551,93.2716,93.7391,494968.0
2021-03-24,94.4208,95.6869,94.0897,94.1286,391629.0
2021-03-25,94.1968,95.8427,93.0378,95.5798,462953.0
2021-03-26,96.6024,96.6024,94.8688,95.8914,381481.0
2021-03-27,96.6024,96.6024,94.8688,95.8914,381481.0
2021-03-28,96.6024,96.6024,94.8688,95.8914,381481.0
2021-03-29,94.7227,95.7745,93.8657,94.7812,373724.0
2021-03-30,95.1318,96.0424,94.7325,95.7551,291469.0
2021-03-31,95.122,95.9012,94.0799,94.1092,466347.0
2021-04-01,93.648,96.3464,93.6103,96.3123,371683.0
2021-04-02,93.648,96.3464,93.6103,96.3123,371683.0
2021-04-03,93.648,96.3464,93.6103,96.3123,371683.0
2021-04-04,93.648,96.3464,93.6103,96.3123,371683.0
2021-04-05,97.0052,97.6005,95.9951,96.3123,303351.0
2021-04-06,96.2635,96.9369,95.8829,96.5367,510418.0
2021-04-07,96.283,97.2394,95.9122,96.5075,243727.0
2021-04-08,95.8731,96.1561,95.3071,95.6194,227032.0
2021-04-09,96.6441,97.0149,96.0571,97.0149,344997.0
2021-04-10,96.6441,97.0149,96.0571,97.0149,344997.0
2021-04-11,96.6441,97.0149,96.0571,97.0149,344997.0
2021-04-12,97.3858,98.8106,96.7905,98.3714,444597.0
2021-04-13,97.8347,98.5959,97.2394,98.2153,369926.0
2021-04-14,98.0201,99.3961,98.0201,99.3083,371143.0
2021-04-15,99.5328,99.8939,98.6886,99.6401,319274.0
2021-04-16,100.9381,102.0994,100.9186,101.8945,492867.0
2021-04-17,100.9381,102.0994,100.9186,101.8945,492867.0
2021-04-18,100.9381,102.0994,100.9186,101.8945,492867.0
2021-04-19,102.158,102.5142,101.4065,101.7578,320277.0
2021-04-20,101.3284,101.6895,100.333,100.8307,560706.0
2021-04-21,101.182,103.0363,100.7527,102.8313,474918.0
2021-04-22,102.3141,102.3141,98.8204,99.6499,538693.0
2021-04-23,99.6792,101.1528,99.6792,100.5965,344585.0
2021-04-24,99.6792,101.1528,99.6792,100.5965,344585.0
2021-04-25,99.6792,101.1528,99.6792,100.5965,344585.0
2021-04-26,101.0747,102.0994,99.9426,100.0012,295838.0
2021-04-27,99.5913,100.577,99.4352,100.2257,316701.0
2021-04-28,100.6941,100.7039,99.7572,99.8451,250963.0
2021-04-29,100.6648,101.3089,100.1866,100.9381,303802.0
2021-04-30,100.6941,101.0259,99.7084,100.0207,418701.0
2021-05-01,100.6941,101.0259,99.7084,100.0207,418701.0
2021-05-02,100.6941,101.0259,99.7084,100.0207,418701.0
2021-05-03,101.2699,101.6895,100.6697,100.8405,428536.0
2021-05-04,100.4599,101.6017,100.089,101.4553,351277.0
2021-05-05,101.4065,102.724,101.104,102.6947,383913.0
2021-05-06,103.1436,103.856,102.1775,103.7194,393483.0
2021-05-07,102.0896,103.5535,101.8261,103.4364,349878.0
2021-05-08,102.0896,103.5535,101.8261,103.4364,349878.0
2021-05-09,102.0896,103.5535,101.8261,103.4364,349878.0
2021-05-10,104.0512,105.6127,103.2803,103.3095,319004.0
2021-05-11,102.5678,103.1241,101.3284,101.4065,349574.0
2021-05-12,101.9823,101.9823,99.4157,99.6596,328216.0
2021-05-13,99.2302,103.0168,99.2302,102.5678,335589.0
2021-05-14,102.6557,104.2269,102.1775,103.8658,233063.0
2021-05-15,102.6557,104.2269,102.1775,103.8658,233063.0
2021-05-16,102.6557,104.2269,102.1775,103.8658,233063.0
2021-05-17,103.6511,103.9634,102.7435,103.2412,316027.0
2021-05-18,103.007,103.8951,102.5678,102.6459,278897.0
2021-05-19,101.5431,102.5874,100.9088,102.5093,333689.0
2021-05-20,102.5581,102.6947,101.143,102.1677,260604.0
2021-05-21,102.48,103.6121,102.2653,102.9289,266275.0
2021-05-22,102.48,103.6121,102.2653,102.9289,266275.0
2021-05-23,102.48,103.6121,102.2653,102.9289,266275.0
2021-05-24,103.1143,103.1241,102.3824,102.8021,245419.0
2021-05-25,102.5678,103.5242,100.86,101.1918,353595.0
2021-05-26,101.8749,101.9335,100.7136,101.4846,385177.0
2021-05-27,102.441,102.8704,102.0213,102.6557,499178.0
2021-05-28,103.1924,103.251,102.2165,102.8801,285768.0
2021-05-29,103.1924,103.251,102.2165,102.8801,285768.0
2021-05-30,103.1924,103.251,102.2165,102.8801,285768.0
2021-05-31,103.1924,103.251,102.2165,102.8801,285768.0
2021-06-01,103.7584,104.344,102.6849,103.4266,319157.0
2021-06-02,103.5242,103.9731,102.6849,103.534,321814.0
2021-06-03,102.968,104.139,102.5581,103.7584,277779.0
2021-06-04,103.5047,104.0756,102.7777,103.9243,209017.0
2021-06-05,103.5047,104.0756,102.7777,103.9243,209017.0
2021-06-06,103.5047,104.0756,102.7777,103.9243,209017.0
2021-06-07,104.4221,104.4221,103.534,103.9048,276671.0
2021-06-08,103.3486,104.061,102.4215,103.817,305061.0
2021-06-09,103.4266,103.4852,102.2165,102.2946,314749.0
2021-06-10,103.0656,103.0656,100.9283,101.0552,257718.0
2021-06-11,101.3089,101.8749,100.7722,101.6505,274144.0
2021-06-12,101.3089,101.8749,100.7722,101.6505,274144.0
2021-06-13,101.3089,101.8749,100.7722,101.6505,274144.0
2021-06-14,101.5431,101.5968,100.05,100.4892,236316.0
2021-06-15,100.7527,102.1384,100.1866,101.6505,433797.0
2021-06-16,101.5041,101.6554,100.1377,100.577,484381.0
2021-06-17,101.1137,101.2937,95.717,95.7462,541689.0
2021-06-18,93.1601,94.2141,89.6468,90.0274,1855852.0
2021-06-19,93.1601,94.2141,89.6468,90.0274,1855852.0
2021-06-20,93.1601,94.2141,89.6468,90.0274,1855852.0
2021-06-21,90.8374,93.5505,90.8374,93.3943,817015.0
2021-06-22,93.3943,93.4236,91.9695,92.76,486222.0
2021-06-23,93.1406,93.7554,92.5892,92.76,547544.0
2021-06-24,92.9844,94.5459,92.6917,93.9799,630658.0
2021-06-25,94.4776,96.0293,93.9555,95.6584,453488.0
2021-06-26,94.4776,96.0293,93.9555,95.6584,453488.0
2021-06-27,94.4776,96.0293,93.9555,95.6584,453488.0
2021-06-28,95.3852,95.6194,93.7212,93.8725,429599.0
2021-06-29,94.5361,95.0826,92.7892,92.8673,377648.0
2021-06-30,92.3989,93.1211,92.1627,92.9552,700699.0
2021-07-01,93.5101,94.6347,93.0309,94.5271,740752.0
2021-07-02,94.3315,94.7661,93.3536,93.6763,315891.0
2021-07-03,94.3315,94.7661,93.3536,93.6763,315891.0
2021-07-04,94.3315,94.7661,93.3536,93.6763,315891.0
2021-07-05,94.3315,94.7661,93.3536,93.6763,315891.0
2021-07-06,93.5883,93.5883,91.163,91.9943,555190.0
2021-07-07,91.1239,92.7766,91.1239,92.5517,473275.0
2021-07-08,90.5274,90.8599,89.1876,89.7157,649292.0
2021-07-09,90.9186,92.4344,90.7425,92.3757,331518.0
2021-07-10,90.9186,92.4344,90.7425,92.3757,331518.0
2021-07-11,90.9186,92.4344,90.7425,92.3757,331518.0
2021-07-12,91.6031,92.5126,91.0848,92.4148,310713.0
2021-07-13,92.0138,92.3561,91.5444,91.9943,356375.0
2021-07-14,91.8378,92.9705,91.2315,91.7009,280540.0
2021-07-15,90.4785,92.5322,90.4111,92.405,270155.0
2021-07-16,93.2167,93.2167,91.7107,91.9747,324359.0
2021-07-17,93.2167,93.2167,91.7107,91.9747,324359.0
2021-07-18,93.2167,93.2167,91.7107,91.9747,324359.0
2021-07-19,90.1069,90.4687,88.0923,88.6302,492164.0
2021-07-20,88.8845,91.9552,88.8845,91.0457,431407.0
2021-07-21,91.9943,93.3927,91.2315,91.7791,330975.0
2021-07-22,91.8769,92.4148,90.2731,90.8599,615497.0
2021-07-23,91.4564,92.1703,90.9186,91.3,553399.0
2021-07-24,91.4564,92.1703,90.9186,91.3,553399.0
2021-07-25,91.4564,92.1703,90.9186,91.3,553399.0
2021-07-26,91.3391,92.6299,91.0848,91.7889,607098.0
2021-07-27,90.8305,92.229,90.3318,91.3488,316103.0
2021-07-28,91.7302,92.2974,90.6936,91.0848,331635.0
2021-07-29,91.9747,93.0798,91.2316,92.1508,343833.0
2021-07-30,91.6618,92.6006,90.8403,91.0555,472011.0
2021-07-31,91.6618,92.6006,90.8403,91.0555,472011.0
2021-08-01,91.6618,92.6006,90.8403,91.0555,472011.0
2021-08-02,91.7791,92.7962,90.4883,90.6545,399083.0
2021-08-03,91.2119,91.4466,89.5103,90.3122,379064.0
2021-08-04,89.2365,90.6741,89.0116,89.5788,405253.0
2021-08-05,90.3807,91.3684,89.7548,90.5763,251539.0
2021-08-06,91.7987,92.5273,91.4271,92.053,308984.0
2021-08-07,91.7987,92.5273,91.4271,92.053,308984.0
2021-08-08,91.7987,92.5273,91.4271,92.053,308984.0
2021-08-09,91.8867,92.8353,91.344,92.1997,262667.0
2021-08-10,92.317,93.9306,91.8085,93.5199,387875.0
2021-08-11,93.823,95.4366,93.0994,95.3388,371761.0
2021-08-12,95.3388,95.5246,94.3218,94.5467,224172.0
2021-08-13,94.312,94.5369,93.9893,94.2729,204784.0
2021-08-14,94.312,94.5369,93.9893,94.2729,204784.0
2021-08-15,94.312,94.5369,93.9893,94.2729,204784.0
2021-08-16,93.6274,95.0552,93.2656,94.1457,365563.0
2021-08-17,93.5199,94.4782,93.158,94.0382,237822.0
2021-08-18,93.5688,94.5467,93.1189,93.5003,269166.0
2021-08-19,92.7473,93.8426,92.2485,92.7766,251081.0
2021-08-20,92.5713,93.0798,92.0823,92.8842,311544.0
2021-08-21,92.5713,93.0798,92.0823,92.8842,311544.0
2021-08-22,92.5713,93.0798,92.0823,92.8842,311544.0
2021-08-23,93.735,94.4098,93.3732,93.7546,330744.0
2021-08-24,93.9208,94.7129,93.8035,94.4196,172837.0
2021-08-25,94.8107,95.7202,94.1164,95.0063,208198.0
2021-08-26,95.4171,95.4875,93.2949,93.4905,243988.0
2021-08-27,93.6274,95.2312,93.3047,94.8107,179703.0
2021-08-28,93.6274,95.2312,93.3047,94.8107,179703.0
2021-08-29,93.6274,95.2312,93.3047,94.8107,179703.0
2021-08-30,95.1824,95.1824,93.735,93.8621,222145.0
2021-08-31,93.5101,94.889,93.5101,93.9502,400740.0
2021-09-01,94.0871,94.3364,92.8549,93.3927,273039.0
2021-09-02,93.6568,93.8328,92.449,92.7082,255459.0
2021-09-03,92.581,92.7033,91.8183,92.2094,247720.0
2021-09-04,92.581,92.7033,91.8183,92.2094,247720.0
2021-09-05,92.581,92.7033,91.8183,92.2094,247720.0
2021-09-06,92.581,92.7033,91.8183,92.2094,247720.0
2021-09-07,92.0725,92.6788,90.8794,91.0555,407517.0
2021-09-08,91.0261,91.3586,90.2438,90.8501,291288.0
2021-09-09,90.4589,92.141,90.4589,91.0359,223257.0
2021-09-10,91.652,91.9063,89.9308,89.9993,223253.0
2021-09-11,91.652,91.9063,89.9308,89.9993,223253.0
2021-09-12,91.652,91.9063,89.9308,89.9993,223253.0
2021-09-13,90.8208,91.7302,90.41,91.1337,216611.0
2021-09-14,91.5053,91.5151,89.97,90.0873,276347.0
2021-09-15,89.9993,90.7083,89.9211,90.2438,265456.0
2021-09-16,90.2829,91.0164,89.2561,89.8233,258685.0
2021-09-17,89.3539,90.3159,87.3589,87.6914,1514242.0
2021-09-18,89.3539,90.3159,87.3589,87.6914,1514242.0
2021-09-19,89.3539,90.3159,87.3589,87.6914,1514242.0
2021-09-20,85.7355,86.3809,84.3077,85.9018,490058.0
2021-09-21,86.4201,86.4787,84.3371,84.6598,336207.0
2021-09-22,85.5204,86.513,85.0021,85.9702,412440.0
2021-09-23,86.9873,88.2195,86.8141,87.0362,314504.0
2021-09-24,87.0557,88.3173,86.7428,86.8015,281644.0
2021-09-25,87.0557,88.3173,86.7428,86.8015,281644.0
2021-09-26,87.0557,88.3173,86.7428,86.8015,281644.0
2021-09-27,87.5642,89.6375,87.0362,88.9725,307974.0
2021-09-28,89.2952,90.0873,87.7109,87.7501,359737.0
2021-09-29,87.8087,88.6204,87.3002,88.1119,216481.0
2021-09-30,88.6106,88.7867,87.0557,87.0655,523739.0
2021-10-01,87.6217,89.0624,86.9356,88.4744,371988.0
2021-10-02,87.6217,89.0624,86.9356,88.4744,371988.0
2021-10-03,87.6217,89.0624,86.9356,88.4744,371988.0
2021-10-04,88.0529,89.7877,87.6609,88.0725,400163.0
2021-10-05,88.8762,89.9837,87.8863,89.7779,458640.0
2021-10-06,88.8468,90.807,88.3568,90.66,491240.0
2021-10-07,91.6989,93.2279,91.0423,92.0518,400401.0
2021-10-08,91.7773,93.0613,91.7381,92.5418,311319.0
2021-10-09,91.7773,93.0613,91.7381,92.5418,311319.0
2021-10-10,91.7773,93.0613,91.7381,92.5418,311319.0
2021-10-11,93.0613,93.6199,91.6793,91.6891,221683.0
2021-10-12,91.3559,92.4242,91.3559,92.1792,401588.0
2021-10-13,92.1302,92.4046,90.6698,92.1302,308834.0
2021-10-14,93.2965,94.306,92.51,94.2766,228650.0
2021-10-15,95.0509,96.1976,94.801,95.5214,388201.0
2021-10-16,95.0509,96.1976,94.801,95.5214,388201.0
2021-10-17,95.0509,96.1976,94.801,95.5214,388201.0
2021-10-18,95.0999,95.7664,94.6098,95.0999,434956.0
2021-10-19,95.7272,96.4525,95.2665,95.541,387695.0
2021-10-20,95.1881,96.5799,95.1587,96.5211,277954.0
2021-10-21,90.0229,92.581,90.0131,91.5127,790193.0
2021-10-22,91.4392,92.3458,90.8756,91.3461,418728.0
2021-10-23,91.4392,92.3458,90.8756,91.3461,418728.0
2021-10-24,91.4392,92.3458,90.8756,91.3461,418728.0
2021-10-25,91.3167,91.8459,90.1896,90.905,605941.0
2021-10-26,91.1305,91.5323,89.8661,89.8759,484214.0
2021-10-27,89.5231,90.6886,89.033,89.1016,435297.0
2021-10-28,89.4447,89.9935,88.984,89.2389,398824.0
2021-10-29,89.3075,89.5231,87.0336,87.2492,673711.0
2021-10-30,89.3075,89.5231,87.0336,87.2492,673711.0
2021-10-31,89.3075,89.5231,87.0336,87.2492,673711.0
2021-11-01,87.5923,89.8269,87.5923,89.6897,638469.0
2021-11-02,89.6799,90.3856,89.0918,90.1504,398526.0
2021-11-03,90.17,91.3657,89.9053,90.6502,594281.0
2021-11-04,90.4542,90.7972,89.7779,90.7188,479101.0
2021-11-05,91.7381,93.6101,91.547,92.9633,729338.0
2021-11-06,91.7381,93.6101,91.547,92.9633,729338.0
2021-11-07,91.7381,93.6101,91.547,92.9633,729338.0
2021-11-08,93.4435,94.1786,91.7675,92.0028,468573.0
2021-11-09,91.2089,91.6793,90.4346,90.5032,499737.0
2021-11-10,90.9148,91.7479,90.5326,90.9246,384090.0
2021-11-11,90.6698,91.5617,90.6061,91.4931,382656.0
2021-11-12,91.3461,92.679,90.5914,92.5418,356750.0
2021-11-13,91.3461,92.679,90.5914,92.5418,356750.0
2021-11-14,91.3461,92.679,90.5914,92.5418,356750.0
2021-11-15,93.1201,93.1397,91.8557,92.6986,341844.0
2021-11-16,93.0907,93.6101,92.4732,92.777,614241.0
2021-11-17,92.4144,92.9143,91.5617,92.3262,405243.0
2021-11-18,92.0322,92.4536,91.0031,91.2971,452201.0
2021-11-19,90.5032,91.4833,90.1357,90.611,709088.0
2021-11-20,90.5032,91.4833,90.1357,90.611,709088.0
2021-11-21,90.5032,91.4833,90.1357,90.611,709088.0
2021-11-22,91.4441,92.0616,90.3121,90.9638,542200.0
2021-11-23,91.4637,92.8849,90.9736,92.7476,463042.0
2021-11-24,92.5418,92.728,91.5813,91.6989,388756.0
2021-11-25,92.5418,92.728,91.5813,91.6989,388756.0
2021-11-26,87.9843,88.5234,86.2201,87.308,434400.0
2021-11-27,87.9843,88.5234,86.2201,87.308,434400.0
2021-11-28,87.9843,88.5234,86.2201,87.308,434400.0
2021-11-29,88.3372,88.4646,86.3867,86.7102,565175.0
2021-11-30,85.4262,86.5191,84.5637,84.8186,1802312.0
2021-12-01,86.867,87.2296,83.5542,83.564,839837.0
2021-12-02,84.3579,87.8716,83.9365,87.1512,625327.0
2021-12-03,87.1904,87.9157,86.6808,87.1414,499908.0
2021-12-04,87.1904,87.9157,86.6808,87.1414,499908.0
2021-12-05,87.1904,87.9157,86.6808,87.1414,499908.0
2021-12-06,88.8468,90.7678,88.0725,89.6211,652525.0
2021-12-07,90.0131,90.7286,89.8073,90.0131,590596.0
2021-12-08,90.1014,90.9442,90.05,90.2778,251119.0
2021-12-09,89.3075,90.5914,89.231,89.8465,356722.0
2021-12-10,90.4836,90.6453,89.1997,90.0916,291085.0
2021-12-11,90.4836,90.6453,89.1997,90.0916,291085.0
2021-12-12,90.4836,90.6453,89.1997,90.0916,291085.0
2021-12-13,89.8171,89.9935,89.0526,89.4741,318866.0
2021-12-14,89.6015,91.2775,89.1604,89.9739,382852.0
2021-12-15,90.2778,90.8168,89.2291,90.4052,932015.0
2021-12-16,91.2285,91.6156,89.7191,90.0033,922346.0
2021-12-17,89.8759,89.8759,87.8373,87.8961,1409969.0
2021-12-18,89.8759,89.8759,87.8373,87.8961,1409969.0
2021-12-19,89.8759,89.8759,87.8373,87.8961,1409969.0
2021-12-20,86.72,86.7249,83.7404,85.1322,897117.0
2021-12-21,86.2299,89.3369,85.6909,88.9252,857487.0
2021-12-22,88.69,90.0131,88.4156,89.9347,443897.0
2021-12-23,90.709,91.3951,89.9249,90.856,286126.0
2021-12-24,90.709,91.3951,89.9249,90.856,286126.0
2021-12-25,90.709,91.3951,89.9249,90.856,286126.0
2021-12-26,90.709,91.3951,89.9249,90.856,286126.0
2021-12-27,90.6894,91.5127,90.415,91.4441,220170.0
2021-12-28,91.3755,92.8751,91.3755,92.287,219374.0
2021-12-29,92.6104,92.9731,92.3654,92.7966,258605.0
2021-12-30,92.8408,93.8454,92.2576,92.2674,268632.0
2021-12-31,92.1204,92.777,91.8459,91.8557,244715.0
2022-01-01,92.1204,92.777,91.8459,91.8557,244715.0
2022-01-02,92.1204,92.777,91.8459,91.8557,244715.0
2022-01-03,92.679,94.0316,92.679,93.0515,381878.0
2022-01-04,93.963,95.9232,93.8454,95.4527,436976.0
2022-01-05,96.1682,97.1189,95.2959,95.5017,689689.0
2022-01-06,97.1885,97.4537,95.843,97.218,420676.0
2022-01-07,97.4242,99.1527,97.218,98.917,592449.0
2022-01-08,97.4242,99.1527,97.218,98.917,592449.0
2022-01-09,97.4242,99.1527,97.218,98.917,592449.0
2022-01-10,99.7125,99.9777,98.0783,99.2018,641082.0
2022-01-11,99.4866,100.4294,98.3277,100.2723,447469.0
2022-01-12,102.1776,104.0534,100.8959,102.3838,738780.0
2022-01-13,102.8356,103.9061,101.9517,102.2954,639127.0
2022-01-14,101.1071,104.1025,100.3951,104.073,457588.0
2022-01-15,101.1071,104.1025,100.3951,104.073,457588.0
2022-01-16,101.1071,104.1025,100.3951,104.073,457588.0
2022-01-17,101.1071,104.1025,100.3951,104.073,457588.0
2022-01-18,104.1025,104.5837,101.6865,103.2382,483355.0
2022-01-19,103.6409,103.6409,101.5635,102.2365,406438.0
2022-01-20,102.3642,103.8079,101.3133,101.4606,458645.0
2022-01-21,101.3723,101.3723,98.9661,99.1822,504127.0
2022-01-22,101.3723,101.3723,98.9661,99.1822,504127.0
2022-01-23,101.3723,101.3723,98.9661,99.1822,504127.0
2022-01-24,98.0037,100.5277,96.5158,100.233,498147.0
2022-01-25,98.9072,101.7946,96.7171,100.7339,660022.0
2022-01-26,101.3723,102.9338,100.2134,100.8223,507029.0
2022-01-27,101.6963,102.4722,98.4063,99.2902,523687.0
2022-01-28,98.9661,100.2527,97.1689,100.2134,497230.0
2022-01-29,98.9661,100.2527,97.1689,100.2134,497230.0
2022-01-30,98.9661,100.2527,97.1689,100.2134,497230.0
2022-01-31,99.359,100.5866,99.3393,100.4687,516596.0
2022-02-01,100.0366,101.4705,98.9072,100.9107,682349.0
2022-02-02,100.4884,102.4231,100.4491,102.1481,607915.0
2022-02-03,102.4329,102.4526,98.9759,100.5866,732006.0
2022-02-04,100.3607,103.1007,99.9482,102.0106,390427.0
2022-02-05,100.3607,103.1007,99.9482,102.0106,390427.0
2022-02-06,100.3607,103.1007,99.9482,102.0106,390427.0
2022-02-07,102.2169,103.1425,101.8437,101.9321,379395.0
2022-02-08,102.9142,104.4364,102.2365,104.073,607125.0
2022-02-09,104.2203,105.5265,104.2203,104.3382,418677.0
2022-02-10,104.0239,106.6609,103.6311,104.2203,602207.0
2022-02-11,103.9061,105.5069,102.7472,103.3954,580818.0
2022-02-12,103.9061,105.5069,102.7472,103.3954,580818.0
2022-02-13,103.9061,105.5069,102.7472,103.3954,580818.0
2022-02-14,103.3954,103.5427,101.4705,102.1678,631591.0
2022-02-15,103.3757,104.5935,103.2775,103.6507,527461.0
2022-02-16,102.9829,104.4462,102.9829,103.9945,421293.0
2022-02-17,102.7472,103.2186,101.7946,102.7668,718407.0
2022-02-18,102.2954,103.6604,102.2954,103.199,818793.0
2022-02-19,102.2954,103.6604,102.2954,103.199,818793.0
2022-02-20,102.2954,103.6604,102.2954,103.199,818793.0
2022-02-21,102.2954,103.6604,102.2954,103.199,818793.0
2022-02-22,103.199,103.4445,101.2249,102.1383,497569.0
2022-02-23,102.7668,103.415,101.0089,101.3821,444077.0
2022-02-24,98.642,99.0398,96.2359,98.3081,907740.0
2022-02-25,99.0152,102.2807,99.0152,101.7062,729144.0
2022-02-26,99.0152,102.2807,99.0152,101.7062,729144.0
2022-02-27,99.0152,102.2807,99.0152,101.7062,729144.0
2022-02-28,99.2018,99.9482,98.426,99.1527,1080019.0
2022-03-01,97.8956,98.4456,94.9591,95.2636,1129817.0
2022-03-02,96.4028,98.8974,96.0395,98.151,510373.0
2022-03-03,98.426,98.755,97.0707,97.8465,396053.0
2022-03-04,95.4502,96.118,94.2815,95.4502,560069.0
2022-03-05,95.4502,96.118,94.2815,95.4502,560069.0
2022-03-06,95.4502,96.118,94.2815,95.4502,560069.0
2022-03-07,94.3699,94.5411,92.4253,92.553,495077.0
2022-03-08,93.7413,94.2128,91.9932,92.9458,837164.0
2022-03-09,95.9707,97.3358,95.5779,95.7055,665958.0
2022-03-10,94.3208,96.1671,93.761,94.3601,659416.0
2022-03-11,94.969,96.1377,94.7136,95.1163,673200.0
2022-03-12,94.969,96.1377,94.7136,95.1163,673200.0
2022-03-13,94.969,96.1377,94.7136,95.1163,673200.0
2022-03-14,96.9823,97.434,95.0181,95.4011,350916.0
2022-03-15,96.0886,96.8644,95.1065,95.9707,552043.0
2022-03-16,96.9823,97.93,96.2359,97.6796,756254.0
2022-03-17,97.1492,97.1492,95.8244,96.8546,630176.0
2022-03-18,96.7269,96.7269,95.1752,96.4716,1138027.0
2022-03-19,96.7269,96.7269,95.1752,96.4716,1138027.0
2022-03-20,96.7269,96.7269,95.1752,96.4716,1138027.0
2022-03-21,97.2474,97.7385,96.118,97.7287,725463.0
2022-03-22,99.0545,100.4098,98.6911,99.575,984533.0
2022-03-23,99.1724,99.7223,97.8269,97.8563,537420.0
2022-03-24,98.1608,98.8974,98.0233,98.6322,600216.0
2022-03-25,98.809,100.4393,98.4947,100.4393,820474.0
2022-03-26,98.809,100.4393,98.4947,100.4393,820474.0
2022-03-27,98.809,100.4393,98.4947,100.4393,820474.0
2022-03-28,100.4491,100.4491,99.5259,100.2036,752536.0
2022-03-29,101.3428,102.2267,100.6357,101.0482,659027.0
2022-03-30,101.1562,101.4508,99.9138,100.2723,484600.0
2022-03-31,99.7813,101.2348,98.7893,98.7992,775170.0
2022-04-01,99.6628,100.1351,98.4424,98.905,448356.0
2022-04-02,99.6628,100.1351,98.4424,98.905,448356.0
2022-04-03,99.6628,100.1351,98.4424,98.905,448356.0
2022-04-04,98.3342,98.4326,97.0056,97.4386,584192.0
2022-04-05,97.1729,99.8399,97.1729,99.2298,661551.0
2022-04-06,99.0034,100.7256,98.718,99.958,806594.0
2022-04-07,99.7513,100.332,98.332,99.8891,674383.0
2022-04-08,100.4501,101.444,99.5348,100.9028,504455.0
2022-04-09,100.4501,101.444,99.5348,100.9028,504455.0
2022-04-10,100.4501,101.444,99.5348,100.9028,504455.0
2022-04-11,101.3358,103.1663,100.9717,101.1882,560623.0
2022-04-12,100.8437,102.1034,99.3872,99.8301,407928.0
2022-04-13,99.0821,100.7945,98.7967,100.6863,414055.0
2022-04-14,100.824,101.7688,100.6075,101.2964,373223.0
2022-04-15,100.824,101.7688,100.6075,101.2964,373223.0
2022-04-16,100.824,101.7688,100.6075,101.2964,373223.0
2022-04-17,100.824,101.7688,100.6075,101.2964,373223.0
2022-04-18,100.5977,101.818,100.0171,100.2532,341512.0
2022-04-19,100.8831,101.2571,99.958,101.0602,600619.0
2022-04-20,101.6015,103.924,101.5129,103.678,541353.0
2022-04-21,104.3669,104.982,102.8218,104.2291,776134.0
2022-04-22,103.5009,103.9044,101.7393,101.818,715667.0
2022-04-23,103.5009,103.9044,101.7393,101.818,715667.0
2022-04-24,103.5009,103.9044,101.7393,101.818,715667.0
2022-04-25,101.0012,101.2767,97.3403,100.4107,721041.0
2022-04-26,98.9247,100.4304,98.3637,98.4424,526129.0
2022-04-27,98.6786,100.2729,98.4129,98.9542,373576.0
2022-04-28,99.8399,100.2631,98.2259,100.1745,451375.0
2022-04-29,99.6037,99.6923,96.3463,96.5234,479099.0
2022-04-30,99.6037,99.6923,96.3463,96.5234,479099.0
2022-05-01,99.6037,99.6923,96.3463,96.5234,479099.0
2022-05-02,97.1336,97.9209,94.9291,96.5431,353607.0
2022-05-03,97.0056,98.1078,96.4397,97.4682,360839.0
2022-05-04,97.665,100.5386,97.1828,100.4698,437471.0
2022-05-05,99.2002,99.771,97.1336,97.8815,457895.0
2022-05-06,97.8126,99.1018,97.045,98.4424,416042.0
2022-05-07,97.8126,99.1018,97.045,98.4424,416042.0
2022-05-08,97.8126,99.1018,97.045,98.4424,416042.0
2022-05-09,97.5272,98.3736,96.4742,96.9761,333415.0
2022-05-10,97.537,98.3539,94.8602,95.805,378532.0
2022-05-11,96.2872,97.6355,95.5491,95.618,469696.0
2022-05-12,95.6475,95.6475,92.0554,93.6399,658471.0
2022-05-13,94.1615,95.6672,93.9647,94.6535,607233.0
2022-05-14,94.1615,95.6672,93.9647,94.6535,607233.0
2022-05-15,94.1615,95.6672,93.9647,94.6535,607233.0
2022-05-16,94.3682,95.6475,93.4431,94.7421,596808.0
2022-05-17,96.4151,96.9663,95.3498,96.7202,574040.0
2022-05-18,96.2478,96.2478,93.9843,94.2894,405329.0
2022-05-19,93.138,93.9007,91.027,92.3901,517827.0
2022-05-20,92.9018,93.5907,90.3824,92.0751,479424.0
2022-05-21,92.9018,93.5907,90.3824,92.0751,479424.0
2022-05-22,92.9018,93.5907,90.3824,92.0751,479424.0
2022-05-23,93.7186,94.6142,93.0494,94.1418,403343.0
2022-05-24,94.0631,94.0631,91.3567,93.2364,393360.0
2022-05-25,92.6262,93.9843,92.6066,93.6989,507801.0
2022-05-26,94.752,95.7558,94.5355,95.3916,447359.0
2022-05-27,95.5983,96.5775,95.2391,96.5431,339280.0
2022-05-28,95.5983,96.5775,95.2391,96.5431,339280.0
2022-05-29,95.5983,96.5775,95.2391,96.5431,339280.0
2022-05-30,95.5983,96.5775,95.2391,96.5431,339280.0
