,TROW US Equity,TROW US Equity,TROW US Equity,TROW US Equity,TROW US Equity
2020-03-06,98.9897,100.3375,96.54,98.9643,2228735.0
2020-03-07,98.9897,100.3375,96.54,98.9643,2228735.0
2020-03-08,98.9897,100.3375,96.54,98.9643,2228735.0
2020-03-09,89.9791,93.9292,87.7349,87.8515,3009096.0
2020-03-10,91.6575,96.4044,90.0215,95.6076,2795268.0
2020-03-11,92.4627,93.3697,88.1312,89.4451,2359215.0
2020-03-12,82.2908,85.4526,77.7135,77.7558,3494035.0
2020-03-13,83.3373,91.9065,81.3341,91.8808,3063404.0
2020-03-14,83.3373,91.9065,81.3341,91.8808,3063404.0
2020-03-15,83.3373,91.9065,81.3341,91.8808,3063404.0
2020-03-16,78.6204,92.9252,75.59,83.5085,3687442.0
2020-03-17,85.0066,93.2762,83.1233,92.5485,3420632.0
2020-03-18,86.9328,93.7684,84.4159,92.8053,3937207.0
2020-03-19,91.701,93.4474,86.1323,87.8402,3098148.0
2020-03-20,87.6604,87.6604,77.0453,77.3363,3946689.0
2020-03-21,87.6604,87.6604,77.0453,77.3363,3946689.0
2020-03-22,87.6604,87.6604,77.0453,77.3363,3946689.0
2020-03-23,77.0239,77.5118,70.6334,73.1245,3411652.0
2020-03-24,77.1737,79.6391,74.8966,76.6173,3037211.0
2020-03-25,77.5418,81.8991,76.0523,79.6049,4559541.0
2020-03-26,81.0859,87.3437,79.622,86.753,2229902.0
2020-03-27,84.9381,87.2238,81.8906,84.2619,1625885.0
2020-03-28,84.9381,87.2238,81.8906,84.2619,1625885.0
2020-03-29,84.9381,87.2238,81.8906,84.2619,1625885.0
2020-03-30,83.7568,85.8884,81.9419,84.6043,1966356.0
2020-03-31,83.6284,84.7755,82.1816,83.5941,1796928.0
2020-04-01,80.1699,82.2501,79.0656,80.3582,2337488.0
2020-04-02,79.5963,83.851,79.4363,83.1575,1421578.0
2020-04-03,82.3443,84.279,80.5166,81.4882,1159103.0
2020-04-04,82.3443,84.279,80.5166,81.4882,1159103.0
2020-04-05,82.3443,84.279,80.5166,81.4882,1159103.0
2020-04-06,85.8456,88.5507,83.714,87.9172,1623947.0
2020-04-07,91.1103,91.5983,86.967,87.2324,1419106.0
2020-04-08,87.3779,90.7422,86.0938,90.3228,1277996.0
2020-04-09,91.1446,93.0707,89.2955,90.0231,1772829.0
2020-04-10,91.1446,93.0707,89.2955,90.0231,1772829.0
2020-04-11,91.1446,93.0707,89.2955,90.0231,1772829.0
2020-04-12,91.1446,93.0707,89.2955,90.0231,1772829.0
2020-04-13,91.5127,91.5127,85.7343,87.5234,1191989.0
2020-04-14,90.7165,91.0846,87.1125,87.2581,2505915.0
2020-04-15,86.3763,86.3763,83.8852,84.7327,1228756.0
2020-04-16,84.6128,85.5545,82.5412,85.2121,1904959.0
2020-04-17,88.3367,89.2869,87.3308,88.5935,2300100.0
2020-04-18,88.3367,89.2869,87.3308,88.5935,2300100.0
2020-04-19,88.3367,89.2869,87.3308,88.5935,2300100.0
2020-04-20,86.7102,87.8915,85.4347,86.5903,1199962.0
2020-04-21,84.9381,86.0425,84.1506,84.6214,909920.0
2020-04-22,86.5561,86.8386,84.8354,86.1452,746963.0
2020-04-23,86.2822,87.2409,84.7669,84.8868,792315.0
2020-04-24,85.5203,86.3934,84.3389,85.8969,756056.0
2020-04-25,85.5203,86.3934,84.3389,85.8969,756056.0
2020-04-26,85.5203,86.3934,84.3389,85.8969,756056.0
2020-04-27,87.2752,91.3928,86.7707,91.1703,1436684.0
2020-04-28,94.1665,98.4896,93.5073,97.4965,2025363.0
2020-04-29,99.8849,102.299,98.7036,100.0904,1531388.0
2020-04-30,97.8818,100.5869,97.8818,98.9861,1543326.0
2020-05-01,96.7603,96.7603,94.1665,94.5431,1110430.0
2020-05-02,96.7603,96.7603,94.1665,94.5431,1110430.0
2020-05-03,96.7603,96.7603,94.1665,94.5431,1110430.0
2020-05-04,94.2521,94.7914,93.0236,93.7256,972096.0
2020-05-05,93.824,95.4591,93.7727,93.884,909466.0
2020-05-06,93.2162,94.4361,92.2746,92.6256,843979.0
2020-05-07,93.884,95.9299,93.6571,95.3136,993027.0
2020-05-08,97.5993,98.0187,96.3323,97.6421,666791.0
2020-05-09,97.5993,98.0187,96.3323,97.6421,666791.0
2020-05-10,97.5993,98.0187,96.3323,97.6421,666791.0
2020-05-11,95.9727,97.8818,95.3136,96.4521,889450.0
2020-05-12,98.13,100.9549,96.1337,96.5206,2219581.0
2020-05-13,96.9743,97.6164,91.4057,92.403,2819710.0
2020-05-14,91.1959,96.4607,90.3656,96.3665,1741236.0
2020-05-15,95.2965,97.274,94.7571,97.1712,1798817.0
2020-05-16,95.2965,97.274,94.7571,97.1712,1798817.0
2020-05-17,95.2965,97.274,94.7571,97.1712,1798817.0
2020-05-18,100.1589,101.4087,98.7721,100.3472,1348226.0
2020-05-19,99.7908,101.3103,97.6849,97.7533,1024296.0
2020-05-20,98.5495,99.7223,97.8304,98.3098,1172996.0
2020-05-21,97.6164,99.6024,97.381,98.1471,838828.0
2020-05-22,98.4981,98.9176,97.0599,98.5238,851942.0
2020-05-23,98.4981,98.9176,97.0599,98.5238,851942.0
2020-05-24,98.4981,98.9176,97.0599,98.5238,851942.0
2020-05-25,98.4981,98.9176,97.0599,98.5238,851942.0
2020-05-26,101.9309,103.8656,100.5783,102.7698,1642353.0
2020-05-27,106.1256,106.1256,103.2835,104.8329,1085969.0
2020-05-28,105.2695,105.8688,103.0523,103.292,1088114.0
2020-05-29,102.8983,103.6687,101.52,103.4975,2246853.0
2020-05-30,102.8983,103.6687,101.52,103.4975,2246853.0
2020-05-31,102.8983,103.6687,101.52,103.4975,2246853.0
2020-06-01,104.4734,105.2439,103.0823,104.3279,801976.0
2020-06-02,105.0898,106.1427,104.1909,105.261,1109403.0
2020-06-03,106.3824,109.43,105.6719,109.156,1195081.0
2020-06-04,108.1117,109.0191,106.819,108.163,1241564.0
2020-06-05,111.4588,112.9997,109.4471,109.8152,1559964.0
2020-06-06,111.4588,112.9997,109.4471,109.8152,1559964.0
2020-06-07,111.4588,112.9997,109.4471,109.8152,1559964.0
2020-06-08,110.4316,112.0752,110.1576,111.9468,1089818.0
2020-06-09,109.6526,111.0223,109.4985,110.1234,837306.0
2020-06-10,109.9864,110.8553,108.6595,109.4471,1085468.0
2020-06-11,107.0416,107.4311,101.8367,101.9737,1471397.0
2020-06-12,105.4499,105.8725,102.543,104.3113,1053970.0
2020-06-13,105.4499,105.8725,102.543,104.3113,1053970.0
2020-06-14,105.4499,105.8725,102.543,104.3113,1053970.0
2020-06-15,101.5596,107.5373,101.0335,106.5798,1288066.0
2020-06-16,110.0905,110.194,106.0364,107.7098,946480.0
2020-06-17,107.1664,109.7067,107.1664,108.098,1019511.0
2020-06-18,107.0715,109.3573,106.9594,108.3222,885838.0
2020-06-19,108.9347,111.7984,106.9594,110.9358,3489653.0
2020-06-20,108.9347,111.7984,106.9594,110.9358,3489653.0
2020-06-21,108.9347,111.7984,106.9594,110.9358,3489653.0
2020-06-22,110.7202,110.7719,108.0807,108.1756,1305788.0
2020-06-23,110.194,110.194,108.2618,108.3481,1086982.0
2020-06-24,108.1842,108.1842,104.3113,104.4061,1402832.0
2020-06-25,104.1732,106.0321,103.4401,105.6914,1038286.0
2020-06-26,104.8115,104.9582,102.3273,102.5947,1879608.0
2020-06-27,104.8115,104.9582,102.3273,102.5947,1879608.0
2020-06-28,104.8115,104.9582,102.3273,102.5947,1879608.0
2020-06-29,103.6729,104.3026,102.4912,104.2164,967526.0
2020-06-30,104.3199,107.3648,103.6557,106.5281,1485890.0
2020-07-01,106.6747,107.0844,105.1479,105.6741,832132.0
2020-07-02,107.6925,108.4042,105.5534,105.8639,1066192.0
2020-07-03,107.6925,108.4042,105.5534,105.8639,1066192.0
2020-07-04,107.6925,108.4042,105.5534,105.8639,1066192.0
2020-07-05,107.6925,108.4042,105.5534,105.8639,1066192.0
2020-07-06,108.6328,109.1934,107.7271,108.0462,735062.0
2020-07-07,106.6316,107.7443,105.5447,106.0623,1372649.0
2020-07-08,106.5281,107.9082,106.3469,107.1491,1200748.0
2020-07-09,107.1923,107.3216,104.0697,105.9501,1057192.0
2020-07-10,106.3124,109.8749,106.2607,109.78,922269.0
2020-07-11,106.3124,109.8749,106.2607,109.78,922269.0
2020-07-12,106.3124,109.8749,106.2607,109.78,922269.0
2020-07-13,111.0393,111.9105,110.1164,110.5218,1497969.0
2020-07-14,111.0566,112.9068,110.2716,112.6869,1139617.0
2020-07-15,115.4385,115.4385,112.9284,113.9117,898643.0
2020-07-16,112.937,114.8994,112.937,113.9203,986658.0
2020-07-17,113.8513,115.818,113.1009,115.3867,984524.0
2020-07-18,113.8513,115.818,113.1009,115.3867,984524.0
2020-07-19,113.8513,115.818,113.1009,115.3867,984524.0
2020-07-20,114.55,115.9819,114.3085,115.7749,853359.0
2020-07-21,115.4557,117.6208,115.2487,116.4046,1013013.0
2020-07-22,116.2924,117.6294,116.0337,117.4828,850045.0
2020-07-23,117.5345,118.3971,115.3781,115.6455,1208298.0
2020-07-24,116.603,116.8704,114.9387,115.5592,999287.0
2020-07-25,116.603,116.8704,114.9387,115.5592,999287.0
2020-07-26,116.603,116.8704,114.9387,115.5592,999287.0
2020-07-27,113.7392,116.3873,113.257,115.7576,1072005.0
2020-07-28,116.2407,116.3356,114.6018,115.5247,1011386.0
2020-07-29,116.4477,119.1796,116.1975,117.155,1262565.0
2020-07-30,115.4471,116.5943,114.4465,115.9905,984282.0
2020-07-31,115.7404,119.3114,114.8951,119.1217,2523958.0
2020-08-01,115.7404,119.3114,114.8951,119.1217,2523958.0
2020-08-02,115.7404,119.3114,114.8951,119.1217,2523958.0
2020-08-03,119.3287,119.9325,118.078,118.5179,990296.0
2020-08-04,118.63,118.9837,117.6553,118.2505,940378.0
2020-08-05,117.7329,120.7261,117.7329,119.8721,1006485.0
2020-08-06,119.9411,119.9411,117.6467,119.1734,1028881.0
2020-08-07,119.5012,121.1487,118.9319,120.4414,1108804.0
2020-08-08,119.5012,121.1487,118.9319,120.4414,1108804.0
2020-08-09,119.5012,121.1487,118.9319,120.4414,1108804.0
2020-08-10,120.6312,120.6312,118.9923,119.6047,759069.0
2020-08-11,120.6743,121.3385,119.3804,119.8635,782428.0
2020-08-12,120.9127,122.9256,118.7508,119.4236,1116555.0
2020-08-13,118.354,119.2511,117.9658,118.3971,817431.0
2020-08-14,117.6639,118.8802,117.3793,118.1211,698123.0
2020-08-15,117.6639,118.8802,117.3793,118.1211,698123.0
2020-08-16,117.6639,118.8802,117.3793,118.1211,698123.0
2020-08-17,118.2332,119.1734,117.9141,119.0182,1136653.0
2020-08-18,118.837,119.3632,118.216,118.3799,541531.0
2020-08-19,118.4575,119.4322,117.9831,118.2936,665067.0
2020-08-20,117.6467,118.5869,117.4483,117.569,607169.0
2020-08-21,116.8013,117.4051,115.7059,116.2924,763672.0
2020-08-22,116.8013,117.4051,115.7059,116.2924,763672.0
2020-08-23,116.8013,117.4051,115.7059,116.2924,763672.0
2020-08-24,117.2758,117.5,116.4563,117.2499,629798.0
2020-08-25,117.4742,118.1642,116.741,117.0946,586138.0
2020-08-26,117.2671,118.1944,116.2407,117.4742,642666.0
2020-08-27,117.2154,120.312,116.8445,119.1562,1119405.0
2020-08-28,119.4667,120.0015,118.3195,119.9929,738552.0
2020-08-29,119.4667,120.0015,118.3195,119.9929,738552.0
2020-08-30,119.4667,120.0015,118.3195,119.9929,738552.0
2020-08-31,119.8549,120.5708,118.3799,120.0791,1332194.0
2020-09-01,120.0533,120.3897,118.8629,120.0533,765568.0
2020-09-02,120.1309,122.1924,119.5961,121.7439,754240.0
2020-09-03,121.8992,122.1752,115.8784,116.5167,976540.0
2020-09-04,117.9313,118.4359,113.0555,114.0929,1114472.0
2020-09-05,117.9313,118.4359,113.0555,114.0929,1114472.0
2020-09-06,117.9313,118.4359,113.0555,114.0929,1114472.0
2020-09-07,117.9313,118.4359,113.0555,114.0929,1114472.0
2020-09-08,113.4891,114.0842,109.9439,110.3752,1268296.0
2020-09-09,111.3499,112.1866,110.4097,111.4793,925916.0
2020-09-10,111.3671,111.6259,108.098,108.374,915833.0
2020-09-11,108.3826,109.3746,107.658,108.4602,911119.0
2020-09-12,108.3826,109.3746,107.658,108.4602,911119.0
2020-09-13,108.3826,109.3746,107.658,108.4602,911119.0
2020-09-14,109.2943,111.0145,109.2943,110.6931,1083257.0
2020-09-15,110.9972,111.9007,109.9025,110.111,1018055.0
2020-09-16,110.5541,112.2111,109.972,111.3621,1392384.0
2020-09-17,111.197,112.5089,109.5115,110.7365,1654712.0
2020-09-18,110.3456,112.0571,110.3456,111.1796,1638501.0
2020-09-19,110.3456,112.0571,110.3456,111.1796,1638501.0
2020-09-20,110.3456,112.0571,110.3456,111.1796,1638501.0
2020-09-21,109.9025,111.0145,106.6793,108.3734,1649924.0
2020-09-22,108.2431,109.6071,106.8704,109.0163,1408453.0
2020-09-23,109.5636,109.9199,106.628,106.7661,1219906.0
2020-09-24,106.9573,108.1996,105.6238,107.2353,1151638.0
2020-09-25,106.8096,109.366,106.5316,108.7904,768703.0
2020-09-26,106.8096,109.366,106.5316,108.7904,768703.0
2020-09-27,106.8096,109.366,106.5316,108.7904,768703.0
2020-09-28,110.5628,112.144,110.263,111.6835,1127562.0
2020-09-29,110.8842,112.3916,110.3282,110.7626,1086338.0
2020-09-30,112.1613,112.9606,110.4324,111.3968,1598213.0
2020-10-01,111.5532,112.3004,110.7278,111.2404,1007686.0
2020-10-02,110.1892,113.0128,109.3855,112.1527,1295602.0
2020-10-03,110.1892,113.0128,109.3855,112.1527,1295602.0
2020-10-04,110.1892,113.0128,109.3855,112.1527,1295602.0
2020-10-05,113.2386,116.1057,113.1778,115.9927,978245.0
2020-10-06,116.5488,119.114,115.3238,116.3055,934009.0
2020-10-07,117.322,119.6199,117.322,119.2246,845223.0
2020-10-08,120.6234,122.3697,119.2333,122.3523,886948.0
2020-10-09,122.5782,123.8119,122.1959,123.5512,916499.0
2020-10-10,122.5782,123.8119,122.1959,123.5512,916499.0
2020-10-11,122.5782,123.8119,122.1959,123.5512,916499.0
2020-10-12,123.8901,125.5191,123.5512,124.3158,1189787.0
2020-10-13,124.3245,126.0881,123.6034,125.2628,1193154.0
2020-10-14,126.0099,127.4782,125.5495,125.6711,1174546.0
2020-10-15,124.42,127.6867,123.7684,127.6172,1157868.0
2020-10-16,128.0603,129.1897,127.3913,127.7388,2200891.0
2020-10-17,128.0603,129.1897,127.3913,127.7388,2200891.0
2020-10-18,128.0603,129.1897,127.3913,127.7388,2200891.0
2020-10-19,128.5034,129.3461,125.089,125.341,1490690.0
2020-10-20,126.7832,128.9725,126.7832,127.4869,1040743.0
2020-10-21,126.9395,128.7293,126.4784,126.8092,762140.0
2020-10-22,127.0525,127.4521,125.4322,127.1567,598814.0
2020-10-23,128.4339,128.7293,126.9656,128.6684,922115.0
2020-10-24,128.4339,128.7293,126.9656,128.6684,922115.0
2020-10-25,128.4339,128.7293,126.9656,128.6684,922115.0
2020-10-26,126.983,127.3699,124.0638,126.0012,928876.0
2020-10-27,126.5573,126.566,123.5686,123.6294,1045930.0
2020-10-28,121.2663,122.5261,118.3211,119.1464,1321849.0
2020-10-29,118.5991,118.5991,111.8746,114.1943,1986807.0
2020-10-30,112.5262,114.6895,108.5472,110.0415,1768547.0
2020-10-31,112.5262,114.6895,108.5472,110.0415,1768547.0
2020-11-01,112.5262,114.6895,108.5472,110.0415,1768547.0
2020-11-02,111.8746,114.1074,110.9972,112.0484,1271888.0
2020-11-03,114.1248,115.6105,113.4949,114.8112,1089783.0
2020-11-04,114.5679,119.5287,113.7599,117.991,1257857.0
2020-11-05,120.3367,121.6442,118.156,119.355,874061.0
2020-11-06,120.8232,120.8232,115.845,116.1925,885613.0
2020-11-07,120.8232,120.8232,115.845,116.1925,885613.0
2020-11-08,120.8232,120.8232,115.845,116.1925,885613.0
2020-11-09,121.4053,123.5512,118.2863,119.0509,1689834.0
2020-11-10,119.0943,119.3376,115.6018,118.9379,1241006.0
2020-11-11,119.0769,122.4044,118.9293,122.0308,1457282.0
2020-11-12,121.4227,121.9266,118.1473,119.4853,811446.0
2020-11-13,120.1282,122.3957,119.8241,122.0048,649735.0
2020-11-14,120.1282,122.3957,119.8241,122.0048,649735.0
2020-11-15,120.1282,122.3957,119.8241,122.0048,649735.0
2020-11-16,123.7424,125.0456,122.5282,124.9761,842398.0
2020-11-17,124.0291,126.0621,122.1004,122.9605,933366.0
2020-11-18,122.5608,123.7848,121.3358,121.4488,718380.0
2020-11-19,119.0025,121.414,117.2873,121.2229,734754.0
2020-11-20,121.0144,121.3635,119.3115,119.4245,729530.0
2020-11-21,121.0144,121.3635,119.3115,119.4245,729530.0
2020-11-22,121.0144,121.3635,119.3115,119.4245,729530.0
2020-11-23,120.7624,122.1351,120.1977,121.0839,679757.0
2020-11-24,122.2567,125.1759,121.3315,125.0543,1082610.0
2020-11-25,124.3332,126.466,123.5078,126.0099,715855.0
2020-11-26,124.3332,126.466,123.5078,126.0099,715855.0
2020-11-27,126.1229,127.552,125.1064,126.5225,409028.0
2020-11-28,126.1229,127.552,125.1064,126.5225,409028.0
2020-11-29,126.1229,127.552,125.1064,126.5225,409028.0
2020-11-30,125.923,126.4964,123.6294,124.5938,1142631.0
2020-12-01,126.87,127.791,125.4443,126.4096,958837.0
2020-12-02,125.758,127.6433,125.5495,127.2871,1010593.0
2020-12-03,127.0612,131.1793,126.6746,130.38,970645.0
2020-12-04,129.7197,133.134,129.459,132.5172,971249.0
2020-12-05,129.7197,133.134,129.459,132.5172,971249.0
2020-12-06,129.7197,133.134,129.459,132.5172,971249.0
2020-12-07,131.4312,133.3165,130.3539,131.4486,1195642.0
2020-12-08,131.4573,134.081,130.8404,133.0732,749346.0
2020-12-09,133.1949,133.8378,129.9325,131.6832,966620.0
2020-12-10,129.711,131.2922,128.1298,129.7457,1142084.0
2020-12-11,128.5121,131.8569,126.6181,131.6136,1156772.0
2020-12-12,128.5121,131.8569,126.6181,131.6136,1156772.0
2020-12-13,128.5121,131.8569,126.6181,131.6136,1156772.0
2020-12-14,132.0856,133.7025,129.0441,129.2277,1518704.0
2020-12-15,130.1366,132.0157,129.2364,130.9756,1160059.0
2020-12-16,130.2328,132.5488,130.2328,131.4738,1095958.0
2020-12-17,131.7972,132.5838,131.1067,132.2342,934091.0
2020-12-18,132.2429,132.3102,130.2328,131.4826,1962245.0
2020-12-19,132.2429,132.3102,130.2328,131.4826,1962245.0
2020-12-20,132.2429,132.3102,130.2328,131.4826,1962245.0
2020-12-21,129.8395,130.3638,127.2044,129.9269,1012562.0
2020-12-22,129.9269,130.5652,128.0915,128.8431,1071003.0
2020-12-23,130.1891,130.4862,129.1315,129.2102,719775.0
2020-12-24,130.1104,130.1104,128.6771,129.5947,370775.0
2020-12-25,130.1104,130.1104,128.6771,129.5947,370775.0
2020-12-26,130.1104,130.1104,128.6771,129.5947,370775.0
2020-12-27,130.1104,130.1104,128.6771,129.5947,370775.0
2020-12-28,130.1454,130.9582,129.302,129.4025,664515.0
2020-12-29,130.2065,132.6974,128.9043,129.6821,572114.0
2020-12-30,130.1366,131.8453,130.0042,130.7309,564180.0
2020-12-31,130.7571,132.4439,130.1834,132.3128,619749.0
2021-01-01,130.7571,132.4439,130.1834,132.3128,619749.0
2021-01-02,130.7571,132.4439,130.1834,132.3128,619749.0
2021-01-03,130.7571,132.4439,130.1834,132.3128,619749.0
2021-01-04,133.0732,133.3048,127.4447,129.0791,1449831.0
2021-01-05,128.9742,130.8445,128.5197,130.3027,932524.0
2021-01-06,131.535,134.6464,130.626,132.4352,1424690.0
2021-01-07,133.3529,135.4505,132.9858,135.0746,807388.0
2021-01-08,135.4242,137.5681,132.9246,135.0484,1178186.0
2021-01-09,135.4242,137.5681,132.9246,135.0484,1178186.0
2021-01-10,135.4242,137.5681,132.9246,135.0484,1178186.0
2021-01-11,134.996,138.9114,133.1956,135.8,984578.0
2021-01-12,136.7964,139.5582,136.3507,138.3608,944716.0
2021-01-13,138.3958,138.6492,134.6901,137.3907,1198009.0
2021-01-14,137.7228,138.9114,136.5954,138.5531,1039315.0
2021-01-15,137.6791,138.6055,135.8263,136.709,2911013.0
2021-01-16,137.6791,138.6055,135.8263,136.709,2911013.0
2021-01-17,137.6791,138.6055,135.8263,136.709,2911013.0
2021-01-18,137.6791,138.6055,135.8263,136.709,2911013.0
2021-01-19,138.1685,139.0513,136.744,138.5094,1071689.0
2021-01-20,138.8503,140.8255,138.1423,139.4358,914973.0
2021-01-21,139.4358,139.5232,136.8314,136.9013,1130359.0
2021-01-22,136.7964,137.1635,135.2844,136.5255,1080299.0
2021-01-23,136.7964,137.1635,135.2844,136.5255,1080299.0
2021-01-24,136.7964,137.1635,135.2844,136.5255,1080299.0
2021-01-25,136.307,137.8539,135.3019,137.2246,1099843.0
2021-01-26,138.422,140.9828,137.6616,140.3623,1226245.0
2021-01-27,138.7017,140.9478,136.5255,136.7789,1557955.0
2021-01-28,140.773,147.7037,139.733,141.9704,1607587.0
2021-01-29,140.6157,140.7031,134.7687,136.7614,1380465.0
2021-01-30,140.6157,140.7031,134.7687,136.7614,1380465.0
2021-01-31,140.6157,140.7031,134.7687,136.7614,1380465.0
2021-02-01,138.9464,139.0688,135.0921,136.4206,1241710.0
2021-02-02,137.4344,138.1074,136.6041,137.5742,1244841.0
2021-02-03,137.1984,138.7192,135.3718,138.6143,1436088.0
2021-02-04,139.5145,141.5159,138.2734,140.3098,992484.0
2021-02-05,141.0964,142.4773,139.4096,139.7155,861836.0
2021-02-06,141.0964,142.4773,139.4096,139.7155,861836.0
2021-02-07,141.0964,142.4773,139.4096,139.7155,861836.0
2021-02-08,140.5371,143.1153,139.8204,142.8007,946255.0
2021-02-09,142.1386,144.7846,141.8043,144.3302,1292911.0
2021-02-10,145.5974,145.8159,142.7745,143.4474,1378105.0
2021-02-11,143.596,143.9194,141.918,142.6346,842941.0
2021-02-12,143.3688,144.4176,142.0753,142.6259,748862.0
2021-02-13,143.3688,144.4176,142.0753,142.6259,748862.0
2021-02-14,143.3688,144.4176,142.0753,142.6259,748862.0
2021-02-15,143.3688,144.4176,142.0753,142.6259,748862.0
2021-02-16,143.5261,143.6747,142.4336,142.6521,1077605.0
2021-02-17,141.5946,143.2027,141.0877,142.6696,753769.0
2021-02-18,141.8306,142.5734,139.2785,139.8379,1004336.0
2021-02-19,140.17,143.395,140.17,142.2588,811623.0
2021-02-20,140.17,143.395,140.17,142.2588,811623.0
2021-02-21,140.17,143.395,140.17,142.2588,811623.0
2021-02-22,141.6295,142.3637,140.5633,141.5596,945935.0
2021-02-23,141.8306,141.8306,137.9086,141.2362,1205462.0
2021-02-24,141.6558,145.6149,140.7556,145.2828,1333413.0
2021-02-25,145.6499,146.4539,140.4497,140.5895,1148231.0
2021-02-26,140.5982,142.8356,139.7329,141.7082,1562493.0
2021-02-27,140.5982,142.8356,139.7329,141.7082,1562493.0
2021-02-28,140.5982,142.8356,139.7329,141.7082,1562493.0
2021-03-01,143.6921,148.0533,143.395,147.022,1140899.0
2021-03-02,147.5726,152.9914,146.4802,148.2718,1410722.0
2021-03-03,148.1058,151.2172,147.5202,148.2107,1601969.0
2021-03-04,147.7649,148.4292,140.6026,142.9143,1277489.0
2021-03-05,144.9332,151.2783,142.2064,150.9375,1844879.0
2021-03-06,144.9332,151.2783,142.2064,150.9375,1844879.0
2021-03-07,144.9332,151.2783,142.2064,150.9375,1844879.0
2021-03-08,151.6367,154.1363,150.7277,151.6367,1250349.0
2021-03-09,153.1662,156.9855,151.7941,154.1101,1751805.0
2021-03-10,153.6381,154.7044,149.609,153.4808,1419186.0
2021-03-11,153.9265,155.2812,151.392,152.2048,1429690.0
2021-03-12,151.9426,153.5875,150.9637,151.829,905114.0
2021-03-13,151.9426,153.5875,150.9637,151.829,905114.0
2021-03-14,151.9426,153.5875,150.9637,151.829,905114.0
2021-03-15,152.0576,152.682,149.5952,152.5677,1008180.0
2021-03-16,153.025,153.2273,150.501,151.4068,872738.0
2021-03-17,150.8352,153.7638,150.4482,153.6582,1633166.0
2021-03-18,154.3354,154.7136,150.6505,151.1518,1171589.0
2021-03-19,150.9759,152.6557,150.1492,151.1342,2841723.0
2021-03-20,150.9759,152.6557,150.1492,151.1342,2841723.0
2021-03-21,150.9759,152.6557,150.1492,151.1342,2841723.0
2021-03-22,151.2888,152.2775,150.3867,151.4948,1016783.0
2021-03-23,150.5362,151.0199,147.8363,148.2232,1114439.0
2021-03-24,149.1027,150.9803,148.8828,149.7798,1067787.0
2021-03-25,149.9118,151.8642,147.6357,151.3277,1227280.0
2021-03-26,151.8642,156.8067,151.4332,156.6572,1195847.0
2021-03-27,151.8642,156.8067,151.4332,156.6572,1195847.0
2021-03-28,151.8642,156.8067,151.4332,156.6572,1195847.0
2021-03-29,154.4577,156.6924,153.9045,155.637,1115040.0
2021-03-30,154.2299,155.6282,150.9319,151.4596,1162865.0
2021-03-31,151.4244,153.2977,150.5274,150.9143,1411475.0
2021-04-01,151.6883,153.2449,151.3189,152.9899,995485.0
2021-04-02,151.6883,153.2449,151.3189,152.9899,995485.0
2021-04-03,151.6883,153.2449,151.3189,152.9899,995485.0
2021-04-04,151.6883,153.2449,151.3189,152.9899,995485.0
2021-04-05,154.5993,155.7425,152.9547,155.2237,684788.0
2021-04-06,154.1859,155.6722,154.152,155.2764,845235.0
2021-04-07,155.4084,156.4813,154.7927,155.6194,585812.0
2021-04-08,156.4109,156.578,154.9598,155.1621,598392.0
2021-04-09,156.4373,159.4802,155.3204,157.8796,1092794.0
2021-04-10,156.4373,159.4802,155.3204,157.8796,1092794.0
2021-04-11,156.4373,159.4802,155.3204,157.8796,1092794.0
2021-04-12,157.9588,160.9841,157.3168,160.4916,1183670.0
2021-04-13,159.4626,160.0607,154.9862,155.6018,1426833.0
2021-04-14,153.1495,155.5842,152.9548,153.8341,1199053.0
2021-04-15,155.1797,156.1823,154.1903,155.9712,828517.0
2021-04-16,157.1497,157.1497,154.7224,156.3845,1201537.0
2021-04-17,157.1497,157.1497,154.7224,156.3845,1201537.0
2021-04-18,157.1497,157.1497,154.7224,156.3845,1201537.0
2021-04-19,156.235,156.7715,154.7839,155.6986,935674.0
2021-04-20,156.3845,156.8243,154.1287,155.2676,875218.0
2021-04-21,155.5755,157.7653,154.9862,157.5982,993848.0
2021-04-22,157.7037,157.9192,153.9661,154.1507,946064.0
2021-04-23,154.9247,157.6686,154.6432,157.0353,823265.0
2021-04-24,154.9247,157.6686,154.6432,157.0353,823265.0
2021-04-25,154.9247,157.6686,154.6432,157.0353,823265.0
2021-04-26,158.0731,159.8672,156.7671,157.264,725571.0
2021-04-27,156.7187,157.4575,154.9862,157.3168,1033965.0
2021-04-28,158.3457,158.8998,156.1823,158.0467,1385009.0
2021-04-29,159.0493,160.1662,155.9624,159.9024,1340457.0
2021-04-30,159.0757,159.2076,156.3054,157.5982,1324430.0
2021-05-01,159.0757,159.2076,156.3054,157.5982,1324430.0
2021-05-02,159.0757,159.2076,156.3054,157.5982,1324430.0
2021-05-03,158.4777,161.7492,157.6773,160.6675,942505.0
2021-05-04,160.2717,160.6235,158.6447,159.9375,1229879.0
2021-05-05,158.8734,164.093,158.8734,162.9893,1124669.0
2021-05-06,164.3876,165.7331,161.4106,165.7244,964601.0
2021-05-07,165.7244,166.5862,164.8097,166.4191,732545.0
2021-05-08,165.7244,166.5862,164.8097,166.4191,732545.0
2021-05-09,165.7244,166.5862,164.8097,166.4191,732545.0
2021-05-10,166.7445,168.9432,166.3927,167.281,1309641.0
2021-05-11,165.4165,166.2081,161.4238,162.4968,1028689.0
