,PEP US Equity,PEP US Equity,PEP US Equity,PEP US Equity,PEP US Equity
2022-08-17,171.519,172.442,171.157,171.633,2666289.0
2022-08-18,172.204,172.309,171.366,171.804,3010644.0
2022-08-19,171.195,172.385,170.776,171.585,3703971.0
2022-08-20,171.195,172.385,170.776,171.585,3703971.0
2022-08-21,171.195,172.385,170.776,171.585,3703971.0
2022-08-22,171.552,171.871,169.538,169.947,3384988.0
2022-08-23,169.347,170.338,168.842,169.871,2574995.0
2022-08-24,169.871,170.947,169.623,170.719,3340557.0
2022-08-25,170.5,170.804,168.938,170.728,3401795.0
2022-08-26,171.385,171.404,166.347,166.7,5246614.0
2022-08-27,171.385,171.404,166.347,166.7,5246614.0
2022-08-28,171.385,171.404,166.347,166.7,5246614.0
2022-08-29,166.233,166.938,164.957,166.176,4184510.0
2022-08-30,166.033,166.362,164.119,164.747,4026406.0
2022-08-31,165.528,166.1,163.995,164.062,5597882.0
2022-09-01,163.87,165.845,163.218,165.72,4846285.0
2022-09-02,166.554,167.753,162.882,163.621,5801495.0
2022-09-03,166.554,167.753,162.882,163.621,5801495.0
2022-09-04,166.554,167.753,162.882,163.621,5801495.0
2022-09-05,166.554,167.753,162.882,163.621,5801495.0
2022-09-06,163.927,165.471,162.149,162.518,4900124.0
2022-09-07,163.582,166.607,162.921,166.104,6074572.0
2022-09-08,165.653,166.276,163.525,165.548,3888130.0
2022-09-09,165.528,167.35,164.589,166.075,3662160.0
2022-09-10,165.528,167.35,164.589,166.075,3662160.0
2022-09-11,165.528,167.35,164.589,166.075,3662160.0
2022-09-12,166.075,167.245,165.624,166.727,5953266.0
2022-09-13,165.385,165.701,160.064,160.505,6926199.0
2022-09-14,161.185,162.211,160.658,161.722,5156886.0
2022-09-15,161.578,161.607,158.515,159.038,5460988.0
2022-09-16,159.498,160.275,158.434,160.083,12012628.0
2022-09-17,159.498,160.275,158.434,160.083,12012628.0
2022-09-18,159.498,160.275,158.434,160.083,12012628.0
2022-09-19,160.169,161.847,159.632,161.77,3720886.0
2022-09-20,160.668,162.173,159.977,161.952,3872155.0
2022-09-21,162.873,164.934,161.396,161.492,5134461.0
2022-09-22,161.454,162.882,161.118,161.646,4290658.0
2022-09-23,161.444,161.789,159.661,161.569,4565224.0
2022-09-24,161.444,161.789,159.661,161.569,4565224.0
2022-09-25,161.444,161.789,159.661,161.569,4565224.0
2022-09-26,161.387,162.997,160.62,161.502,5326578.0
2022-09-27,161.3,162.988,158.424,159.162,5400774.0
2022-09-28,160.025,162.623,158.424,161.713,5480944.0
2022-09-29,161.837,162.163,158.194,159.738,5167730.0
2022-09-30,160.773,161.3,156.286,156.526,5971934.0
2022-10-01,160.773,161.3,156.286,156.526,5971934.0
2022-10-02,160.773,161.3,156.286,156.526,5971934.0
2022-10-03,156.775,158.856,156.297,158.434,5093370.0
2022-10-04,160.485,161.77,158.721,160.217,4596786.0
2022-10-05,160.083,160.198,156.976,159.153,3538805.0
2022-10-06,158.947,159.172,155.792,156.085,4623429.0
2022-10-07,155.605,156.286,154.34,154.944,4779170.0
2022-10-08,155.605,156.286,154.34,154.944,4779170.0
2022-10-09,155.605,156.286,154.34,154.944,4779170.0
2022-10-10,155.308,156.315,154.541,155.145,4839239.0
2022-10-11,155.548,157.494,154.896,155.883,5222588.0
2022-10-12,161.77,163.658,159.728,162.403,9795304.0
2022-10-13,160.207,167.82,159.939,167.408,8412881.0
2022-10-14,168.721,168.988,162.978,163.17,5939034.0
2022-10-15,168.721,168.988,162.978,163.17,5939034.0
2022-10-16,168.721,168.988,162.978,163.17,5939034.0
2022-10-17,165.164,166.43,164.014,165.605,6401844.0
2022-10-18,167.609,169.613,166.257,167.839,4547398.0
2022-10-19,167.609,168.587,165.222,166.209,5200248.0
2022-10-20,167.015,167.168,164.052,164.388,4313954.0
2022-10-21,164.138,166.521,163.544,165.922,5071500.0
2022-10-22,164.138,166.521,163.544,165.922,5071500.0
2022-10-23,164.138,166.521,163.544,165.922,5071500.0
2022-10-24,167.599,170.639,167.465,170.351,5316608.0
2022-10-25,170.773,171.492,169.325,170.917,5220027.0
2022-10-26,171.866,173.438,170.965,171.684,5138962.0
2022-10-27,172.93,173.467,171.204,171.501,5424089.0
2022-10-28,172.288,175.384,172.077,174.713,6715501.0
2022-10-29,172.288,175.384,172.077,174.713,6715501.0
2022-10-30,172.288,175.384,172.077,174.713,6715501.0
2022-10-31,173.707,175.432,173.093,174.09,4877164.0
2022-11-01,173.477,175.269,172.47,173.304,4084681.0
2022-11-02,173.323,176.008,170.821,170.888,4970857.0
2022-11-03,169.488,171.524,169.248,170.447,3753759.0
2022-11-04,170.581,172.374,169.248,171.406,3922495.0
2022-11-05,170.581,172.374,169.248,171.406,3922495.0
2022-11-06,170.581,172.374,169.248,171.406,3922495.0
2022-11-07,172.115,173.17,171.454,172.777,3246087.0
2022-11-08,172.997,174.598,171.425,173.256,3724937.0
2022-11-09,172.527,173.601,171.041,171.185,4723633.0
2022-11-10,175.116,175.375,171.195,174.205,6704136.0
2022-11-11,173.659,174.196,168.203,170.706,7390702.0
2022-11-12,173.659,174.196,168.203,170.706,7390702.0
2022-11-13,173.659,174.196,168.203,170.706,7390702.0
2022-11-14,171.3,171.789,169.22,169.44,5633044.0
2022-11-15,170.696,171.329,168.184,169.881,5153752.0
2022-11-16,170.945,172.221,170.389,170.974,4701109.0
2022-11-17,170.169,172.729,170.111,172.604,3921298.0
2022-11-18,172.777,174.339,172.594,173.85,4498176.0
2022-11-19,172.777,174.339,172.594,173.85,4498176.0
2022-11-20,172.777,174.339,172.594,173.85,4498176.0
2022-11-21,174.752,177.494,174.579,177.196,4397577.0
2022-11-22,178.146,178.922,176.765,177.216,4109601.0
2022-11-23,177.369,178.405,176.89,177.446,2511122.0
2022-11-24,177.369,178.405,176.89,177.446,2511122.0
2022-11-25,176.966,177.369,176.353,176.516,1836993.0
2022-11-26,176.966,177.369,176.353,176.516,1836993.0
2022-11-27,176.966,177.369,176.353,176.516,1836993.0
2022-11-28,176.794,177.841,175.941,176.305,6411433.0
2022-11-29,175.739,175.854,173.553,175.058,4375521.0
2022-11-30,174.397,178.04,172.805,177.858,7915639.0
2022-12-01,178.938,179.759,177.66,179.344,4683431.0
2022-12-02,177.511,179.739,177.356,179.141,3547756.0
2022-12-03,177.511,179.739,177.356,179.141,3547756.0
2022-12-04,177.511,179.739,177.356,179.141,3547756.0
2022-12-05,176.961,177.453,175.89,176.662,4083270.0
2022-12-06,177.27,177.79,174.322,175.224,5835166.0
2022-12-07,175.398,176.015,174.317,175.755,4241812.0
2022-12-08,175.398,177.491,174.867,177.298,3800879.0
2022-12-09,177.713,177.713,176.594,176.642,3116234.0
2022-12-10,177.713,177.713,176.594,176.642,3116234.0
2022-12-11,177.713,177.713,176.594,176.642,3116234.0
2022-12-12,177.684,177.684,175.924,177.482,4691428.0
2022-12-13,179.903,180.251,176.488,177.385,5634889.0
2022-12-14,177.578,179.324,175.707,176.893,5392483.0
2022-12-15,175.562,176.268,172.099,173.893,6128214.0
2022-12-16,173.729,174.8,172.185,173.98,15708093.0
2022-12-17,173.729,174.8,172.185,173.98,15708093.0
2022-12-18,173.729,174.8,172.185,173.98,15708093.0
2022-12-19,174.481,176.999,173.989,174.945,4447962.0
2022-12-20,175.403,175.822,174.269,174.838,3249006.0
2022-12-21,175.147,177.202,175.002,176.064,4237039.0
2022-12-22,175.446,175.629,172.607,174.703,4305729.0
2022-12-23,174.53,176.112,174.086,175.832,2197807.0
2022-12-24,174.53,176.112,174.086,175.832,2197807.0
2022-12-25,174.53,176.112,174.086,175.832,2197807.0
2022-12-26,174.53,176.112,174.086,175.832,2197807.0
2022-12-27,176.818,177.134,175.842,176.613,3045045.0
2022-12-28,177.607,178.036,175.234,175.34,2694335.0
2022-12-29,175.504,176.411,175.475,175.562,2549240.0
2022-12-30,174.983,175.543,172.967,174.288,3136222.0
2022-12-31,174.983,175.543,172.967,174.288,3136222.0
2023-01-01,174.983,175.543,172.967,174.288,3136222.0
2023-01-02,174.983,175.543,172.967,174.288,3136222.0
2023-01-03,174.221,174.375,170.343,173.083,5137404.0
2023-01-04,173.083,174.173,171.288,172.658,4771321.0
2023-01-05,171.684,172.465,170.623,170.854,3647074.0
2023-01-06,172.504,175.417,172.494,174.713,3713163.0
2023-01-07,172.504,175.417,172.494,174.713,3713163.0
2023-01-08,172.504,175.417,172.494,174.713,3713163.0
2023-01-09,174.076,176.324,172.504,173.005,3319247.0
2023-01-10,172.484,173.198,170.844,171.578,3817303.0
2023-01-11,173.063,173.372,169.484,171.771,4370110.0
2023-01-12,171.394,172.079,169.137,169.581,4246606.0
2023-01-13,169.214,169.532,168.023,169.06,4720397.0
2023-01-14,169.214,169.532,168.023,169.06,4720397.0
2023-01-15,169.214,169.532,168.023,169.06,4720397.0
2023-01-16,169.214,169.532,168.023,169.06,4720397.0
2023-01-17,169.938,171.291,169.301,169.851,5032644.0
2023-01-18,169.06,169.54,165.288,165.567,5032620.0
2023-01-19,165.239,166.098,163.5,163.647,4720383.0
2023-01-20,162.987,163.898,161.554,163.889,5779109.0
2023-01-21,162.987,163.898,161.554,163.889,5779109.0
2023-01-22,162.987,163.898,161.554,163.889,5779109.0
2023-01-23,164.014,164.733,162.765,163.155,5440358.0
2023-01-24,163.628,164.844,162.509,164.67,4125624.0
2023-01-25,164.332,165.915,163.368,165.866,3852843.0
2023-01-26,165.582,165.616,164.043,164.217,4558394.0
2023-01-27,163.783,164.226,162.635,163.638,5451407.0
2023-01-28,163.783,164.226,162.635,163.638,5451407.0
2023-01-29,163.783,164.226,162.635,163.638,5451407.0
2023-01-30,163.792,165.408,163.175,163.503,5191504.0
2023-01-31,164.197,165.037,163.348,164.988,4665460.0
2023-02-01,164.853,166.243,163.532,165.509,4147699.0
2023-02-02,163.483,164.545,162.567,163.976,5653796.0
2023-02-03,164.926,165.249,161.158,163.155,5308238.0
2023-02-04,164.926,165.249,161.158,163.155,5308238.0
2023-02-05,164.926,165.249,161.158,163.155,5308238.0
2023-02-06,163.754,166.301,163.609,165.76,5640124.0
2023-02-07,164.284,165.963,163.291,165.509,6044700.0
2023-02-08,164.969,165.288,164.236,165.124,5687332.0
2023-02-09,169.137,170.266,165.972,166.686,9619391.0
2023-02-10,167.014,170.362,166.561,169.986,6176023.0
2023-02-11,167.014,170.362,166.561,169.986,6176023.0
2023-02-12,167.014,170.362,166.561,169.986,6176023.0
2023-02-13,170.044,171.939,169.831,171.5,5205130.0
2023-02-14,170.854,170.994,168.626,169.571,5203003.0
2023-02-15,168.828,169.841,168.433,169.802,4125761.0
2023-02-16,168.577,170.661,168.384,169.32,4973168.0
2023-02-17,168.978,170.198,168.664,170.063,3952139.0
2023-02-18,168.978,170.198,168.664,170.063,3952139.0
2023-02-19,168.978,170.198,168.664,170.063,3952139.0
2023-02-20,168.978,170.198,168.664,170.063,3952139.0
2023-02-21,169.388,171.153,168.51,169.966,5797271.0
2023-02-22,170.487,171.172,169.571,169.909,5299484.0
2023-02-23,170.43,170.748,168.818,170.092,3801421.0
2023-02-24,169.272,170.111,168.143,169.754,2959174.0
2023-02-25,169.272,170.111,168.143,169.754,2959174.0
2023-02-26,169.272,170.111,168.143,169.754,2959174.0
2023-02-27,170.729,170.999,169.455,169.706,3208625.0
2023-02-28,168.712,168.886,167.087,167.41,4317286.0
2023-03-01,166.243,166.378,163.155,165.288,5359107.0
2023-03-02,165.608,168.765,164.899,168.337,4476403.0
2023-03-03,168.026,168.463,166.404,168.172,3627092.0
2023-03-04,168.026,168.463,166.404,168.172,3627092.0
2023-03-05,168.026,168.463,166.404,168.172,3627092.0
2023-03-06,167.269,168.667,167.269,168.512,3611369.0
2023-03-07,168.677,169.245,166.929,167.677,4095127.0
2023-03-08,167.716,168.376,166.842,168.133,2920414.0
2023-03-09,168.629,169.347,166.278,166.861,4042139.0
2023-03-10,167.57,169.231,166.045,167.084,4129912.0
2023-03-11,167.57,169.231,166.045,167.084,4129912.0
2023-03-12,167.57,169.231,166.045,167.084,4129912.0
2023-03-13,167.793,172.135,167.648,168.716,8265278.0
2023-03-14,167.531,168.813,166.638,168.541,6480773.0
2023-03-15,168.541,171.581,168.206,171.552,7099919.0
2023-03-16,171.533,171.911,170.28,171.436,4734372.0
2023-03-17,171.436,171.61,169.221,170.095,8854570.0
2023-03-18,171.436,171.61,169.221,170.095,8854570.0
2023-03-19,171.436,171.61,169.221,170.095,8854570.0
2023-03-20,171.426,172.572,170.464,172.484,4366983.0
2023-03-21,172.552,173.048,171.212,172.892,3812191.0
2023-03-22,172.727,174.213,171.348,171.436,4380780.0
2023-03-23,170.998,172.125,169.988,170.6,4655692.0
2023-03-24,171.455,174.184,171.319,173.941,3713938.0
2023-03-25,171.455,174.184,171.319,173.941,3713938.0
2023-03-26,171.455,174.184,171.319,173.941,3713938.0
2023-03-27,174.412,175.457,174.155,174.33,4078583.0
2023-03-28,174.174,175.272,174.174,174.272,2850005.0
2023-03-29,175.457,175.709,174.811,175.476,4495971.0
2023-03-30,175.796,176.117,174.898,175.631,2742969.0
2023-03-31,176.923,177.244,176.107,177.059,4480030.0
2023-04-01,176.923,177.244,176.107,177.059,4480030.0
2023-04-02,176.923,177.244,176.107,177.059,4480030.0
2023-04-03,176.671,177.506,175.214,177.253,3902505.0
2023-04-04,176.943,178.089,175.894,176.622,3306483.0
2023-04-05,177.982,179.643,177.798,178.361,3826373.0
2023-04-06,178.032,179.429,177.836,179.06,3389758.0
2023-04-07,178.032,179.429,177.836,179.06,3389758.0
2023-04-08,178.032,179.429,177.836,179.06,3389758.0
2023-04-09,178.032,179.429,177.836,179.06,3389758.0
2023-04-10,178.545,178.608,176.467,177.933,2408256.0
2023-04-11,178.147,178.594,177.506,177.661,3586784.0
2023-04-12,177.438,178.497,177.011,177.312,3620885.0
2023-04-13,177.37,179.303,176.87,179.079,4303630.0
2023-04-14,178.064,178.73,177.661,178.234,2573142.0
2023-04-15,178.064,178.73,177.661,178.234,2573142.0
2023-04-16,178.064,178.73,177.661,178.234,2573142.0
2023-04-17,178.895,179.439,178.206,179.147,3224527.0
2023-04-18,179.458,179.895,178.458,179.516,2438554.0
2023-04-19,179.915,179.992,178.958,179.409,2209904.0
2023-04-20,179.526,180.687,178.904,180.002,3868174.0
2023-04-21,180.643,181.022,179.808,180.08,3781932.0
2023-04-22,180.643,181.022,179.808,180.08,3781932.0
2023-04-23,180.643,181.022,179.808,180.08,3781932.0
2023-04-24,181.138,181.206,179.701,180.167,3540199.0
2023-04-25,181.197,184.713,180.886,184.256,6231626.0
2023-04-26,183.061,183.974,182.469,183.12,4481737.0
2023-04-27,182.77,184.489,182.119,184.237,4574524.0
2023-04-28,184.441,186.111,184.188,185.402,4608944.0
2023-04-29,184.441,186.111,184.188,185.402,4608944.0
2023-04-30,184.441,186.111,184.188,185.402,4608944.0
2023-05-01,184.975,186.796,184.81,186.169,3137839.0
2023-05-02,185.859,186.966,184.295,186.723,3712247.0
2023-05-03,187.044,187.694,186.267,186.655,3389644.0
2023-05-04,187.529,188.374,186.631,187.821,4267611.0
2023-05-05,187.277,188.889,186.859,188.685,4146515.0
2023-05-06,187.277,188.889,186.859,188.685,4146515.0
2023-05-07,187.277,188.889,186.859,188.685,4146515.0
2023-05-08,187.84,188.423,187.112,187.791,2249855.0
2023-05-09,188.287,189.073,187.17,188.559,3087644.0
2023-05-10,188.53,189.957,187.136,188.685,4352899.0
2023-05-11,188.695,189.899,187.449,189.724,3690431.0
2023-05-12,189.724,190.579,189.345,190.482,2740969.0
2023-05-13,189.724,190.579,189.345,190.482,2740969.0
2023-05-14,189.724,190.579,189.345,190.482,2740969.0
2023-05-15,190.919,191.22,188.423,188.685,2946589.0
2023-05-16,188.889,188.889,187.005,187.869,5803757.0
2023-05-17,187.753,188.02,185.354,186.538,4878900.0
2023-05-18,185.82,186.199,184.936,186.053,3709407.0
2023-05-19,186.927,187.315,185.606,186.325,3883181.0
2023-05-20,186.927,187.315,185.606,186.325,3883181.0
2023-05-21,186.927,187.315,185.606,186.325,3883181.0
2023-05-22,185.693,185.888,181.051,181.274,5786972.0
2023-05-23,181.129,181.265,179.283,180.721,6382250.0
2023-05-24,180.915,181.371,179.07,179.575,3721022.0
2023-05-25,177.448,178.924,176.719,178.516,4712884.0
2023-05-26,178.429,178.953,177.151,178.302,4449346.0
2023-05-27,178.429,178.953,177.151,178.302,4449346.0
2023-05-28,178.429,178.953,177.151,178.302,4449346.0
2023-05-29,178.429,178.953,177.151,178.302,4449346.0
2023-05-30,176.821,177.826,175.505,176.389,4331831.0
2023-05-31,177.603,179.312,176.243,177.108,20414801.0
2023-06-01,178.413,178.677,176.829,178.188,5277433.0
2023-06-02,178.022,180.242,177.709,180.017,4288433.0
2023-06-03,178.022,180.242,177.709,180.017,4288433.0
2023-06-04,178.022,180.242,177.709,180.017,4288433.0
2023-06-05,179.812,182.081,179.577,180.144,4311675.0
2023-06-06,180.917,181.054,176.467,177.572,3975572.0
2023-06-07,176.741,177.748,175.753,176.154,5162657.0
2023-06-08,175.753,178.296,175.391,178.1,4036711.0
2023-06-09,177.719,178.814,177.024,178.345,3200319.0
2023-06-10,177.719,178.814,177.024,178.345,3200319.0
2023-06-11,177.719,178.814,177.024,178.345,3200319.0
2023-06-12,178.482,178.716,176.721,177.905,4207398.0
2023-06-13,178.13,178.188,177.103,177.553,2838752.0
2023-06-14,178.002,179.616,177.45,179.147,3559268.0
2023-06-15,180.213,182.081,179.489,181.631,4326317.0
2023-06-16,182.052,183.465,181.621,181.954,8925706.0
2023-06-17,182.052,183.465,181.621,181.954,8925706.0
2023-06-18,182.052,183.465,181.621,181.954,8925706.0
2023-06-19,182.052,183.465,181.621,181.954,8925706.0
2023-06-20,182.443,183.744,181.171,181.24,4155059.0
2023-06-21,181.641,182.775,180.142,181.357,3832395.0
2023-06-22,182.629,183.46,181.787,183.235,3186126.0
2023-06-23,183.871,183.871,181.866,181.983,7592675.0
2023-06-24,183.871,183.871,181.866,181.983,7592675.0
2023-06-25,183.871,183.871,181.866,181.983,7592675.0
2023-06-26,182.071,182.335,180.076,180.829,3706278.0
2023-06-27,180.614,182.511,179.919,182.13,5763039.0
2023-06-28,182.159,182.638,179.352,179.665,5194077.0
2023-06-29,179.225,179.851,177.406,179.841,5770445.0
2023-06-30,179.998,181.445,179.841,181.152,7635186.0
2023-07-01,179.998,181.445,179.841,181.152,7635186.0
2023-07-02,179.998,181.445,179.841,181.152,7635186.0
2023-07-03,180.252,181.563,179.44,181.523,2388969.0
2023-07-04,180.252,181.563,179.44,181.523,2388969.0
2023-07-05,180.937,182.589,180.907,182.482,5277266.0
2023-07-06,181.729,182.648,180.831,182.501,5592489.0
2023-07-07,181.739,181.797,179.01,179.059,6310132.0
2023-07-08,181.739,181.797,179.01,179.059,6310132.0
2023-07-09,181.739,181.797,179.01,179.059,6310132.0
2023-07-10,180.027,181.827,179.739,180.252,5508816.0
2023-07-11,180.33,180.669,178.408,179.939,3915229.0
2023-07-12,179.939,180.555,178.956,179.147,6080078.0
2023-07-13,181.719,183.929,179.235,183.411,8223095.0
2023-07-14,183.734,184.482,182.976,184.076,4467604.0
2023-07-15,183.734,184.482,182.976,184.076,4467604.0
2023-07-16,183.734,184.482,182.976,184.076,4467604.0
2023-07-17,182.247,182.898,181.347,181.553,5637931.0
2023-07-18,181.367,182.717,179.783,180.399,5684103.0
2023-07-19,180.937,182.501,180.373,182.169,4140799.0
2023-07-20,183.382,185.817,182.707,185.142,5056531.0
2023-07-21,185.929,187.264,185.142,185.983,15022092.0
2023-07-22,185.929,187.264,185.142,185.983,15022092.0
2023-07-23,185.929,187.264,185.142,185.983,15022092.0
2023-07-24,186.404,187.225,185.964,186.727,4226701.0
2023-07-25,186.228,187.793,185.885,187.157,3521616.0
2023-07-26,186.922,188.155,185.885,187.392,3898895.0
2023-07-27,187.783,188.069,184.262,184.389,4141834.0
2023-07-28,185.964,187.167,185.621,186.13,5602369.0
2023-07-29,185.964,187.167,185.621,186.13,5602369.0
2023-07-30,185.964,187.167,185.621,186.13,5602369.0
2023-07-31,185.289,185.426,182.746,183.343,5688218.0
2023-08-01,183.372,184.458,182.306,182.717,2854164.0
2023-08-02,182.492,185.797,182.306,184.174,4286293.0
2023-08-03,184.037,185.064,182.863,183.01,2857659.0
2023-08-04,183.01,183.88,180.301,180.545,4651062.0
2023-08-05,183.01,183.88,180.301,180.545,4651062.0
2023-08-06,183.01,183.88,180.301,180.545,4651062.0
2023-08-07,181.21,183.098,181.034,182.785,3323542.0
2023-08-08,183.088,183.362,179.988,180.389,5018032.0
2023-08-09,179.841,180.937,178.614,179.939,4413095.0
2023-08-10,180.174,181.514,179.499,179.714,3727433.0
2023-08-11,179.959,180.232,179.254,179.998,2873848.0
2023-08-12,179.959,180.232,179.254,179.998,2873848.0
2023-08-13,179.959,180.232,179.254,179.998,2873848.0
2023-08-14,180.34,180.8,179.108,179.587,3385717.0
2023-08-15,179.127,179.43,177.152,177.367,3331931.0
2023-08-16,177.611,178.932,176.976,177.23,2633918.0
2023-08-17,177.23,177.425,174.403,174.53,4503030.0
2023-08-18,174.54,175.606,173.376,174.266,6020451.0
2023-08-19,174.54,175.606,173.376,174.266,6020451.0
2023-08-20,174.54,175.606,173.376,174.266,6020451.0
2023-08-21,173.826,174.051,172.359,173.161,4284317.0
2023-08-22,172.31,172.936,171.459,171.841,3491524.0
2023-08-23,173.357,174.364,172.496,174.208,4042732.0
2023-08-24,174.1,176.477,173.21,173.288,5710041.0
2023-08-25,174.149,175.763,173.934,175.479,4710679.0
2023-08-26,174.149,175.763,173.934,175.479,4710679.0
2023-08-27,174.149,175.763,173.934,175.479,4710679.0
2023-08-28,176.848,177.201,175.405,176.291,3189757.0
2023-08-29,176.34,177.24,175.083,176.956,4368626.0
2023-08-30,177.474,178.257,176.751,177.103,3153432.0
2023-08-31,176.635,176.921,175.177,175.236,5566735.0
2023-09-01,176.034,176.113,172.002,172.676,4801361.0
2023-09-02,176.034,176.113,172.002,172.676,4801361.0
2023-09-03,176.034,176.113,172.002,172.676,4801361.0
2023-09-04,176.034,176.113,172.002,172.676,4801361.0
2023-09-05,172.621,173.227,171.026,171.533,5081845.0
2023-09-06,172.282,172.351,170.863,172.094,5933800.0
2023-09-07,173.198,174.384,172.567,173.739,4934402.0
2023-09-08,173.158,174.478,172.961,173.611,2995127.0
2023-09-09,173.158,174.478,172.961,173.611,2995127.0
2023-09-10,173.158,174.478,172.961,173.611,2995127.0
2023-09-11,174.163,176.724,174.163,176.231,4512875.0
2023-09-12,176.044,176.221,175.113,175.581,3331234.0
2023-09-13,175.64,177.423,175.522,176.97,3781554.0
2023-09-14,177.226,178.949,176.625,178.496,4118298.0
2023-09-15,178.674,179.077,176.901,177.127,11661176.0
2023-09-16,178.674,179.077,176.901,177.127,11661176.0
2023-09-17,178.674,179.077,176.901,177.127,11661176.0
2023-09-18,178.27,178.27,175.739,176.674,3182752.0
2023-09-19,176.162,176.428,174.626,175.63,3369556.0
2023-09-20,176.389,176.713,174.882,175.689,3696292.0
2023-09-21,175.414,175.64,172.488,172.735,5351155.0
2023-09-22,172.301,173.729,171.74,172.626,4542456.0
2023-09-23,172.301,173.729,171.74,172.626,4542456.0
2023-09-24,172.301,173.729,171.74,172.626,4542456.0
2023-09-25,172.045,172.794,170.568,171.7,3553687.0
2023-09-26,170.391,171.1,169.05,169.918,5213692.0
2023-09-27,169.711,170.085,166.475,167.012,5729854.0
2023-09-28,167.367,167.613,165.638,166.943,4841646.0
2023-09-29,167.938,168.263,165.509,166.884,5194292.0
2023-09-30,167.938,168.263,165.509,166.884,5194292.0
2023-10-01,167.938,168.263,165.509,166.884,5194292.0
2023-10-02,166.53,166.933,164.796,166.618,3838871.0
2023-10-03,166.313,167.436,164.511,165.17,4873523.0
2023-10-04,165.909,166.579,164.54,166.362,4134136.0
2023-10-05,166.224,166.264,157.459,157.685,10556390.0
2023-10-06,156.385,158.493,153.48,157.872,12774672.0
2023-10-07,156.385,158.493,153.48,157.872,12774672.0
2023-10-08,156.385,158.493,153.48,157.872,12774672.0
2023-10-09,157.587,158.985,156.247,158.926,7244494.0
2023-10-10,161.773,162.688,159.586,161.92,11456363.0
2023-10-11,162.521,162.945,159.162,160.167,7371486.0
2023-10-12,160.147,160.197,155.055,155.696,9024055.0
2023-10-13,156.227,157.823,155.568,157.587,6758821.0
2023-10-14,156.227,157.823,155.568,157.587,6758821.0
2023-10-15,156.227,157.823,155.568,157.587,6758821.0
2023-10-16,158.572,159.507,157.39,158.65,5605021.0
2023-10-17,157.587,159.192,156.759,157.951,6411422.0
2023-10-18,158.591,160.935,158.443,159.586,6650607.0
2023-10-19,159.458,160.268,157.99,158.138,6336801.0
2023-10-20,158.936,159.783,157.301,157.587,5486488.0
2023-10-21,158.936,159.783,157.301,157.587,5486488.0
2023-10-22,158.936,159.783,157.301,157.587,5486488.0
2023-10-23,157.193,159.162,156.661,157.665,5795756.0
2023-10-24,157.99,160.399,157.271,159.744,5265171.0
2023-10-25,159.606,161.034,159.03,159.901,4534609.0
2023-10-26,160.226,160.896,158.867,158.975,5146996.0
2023-10-27,159.576,159.694,156.493,157.212,5078025.0
2023-10-28,159.576,159.694,156.493,157.212,5078025.0
2023-10-29,159.576,159.694,156.493,157.212,5078025.0
2023-10-30,158.865,160.128,158.315,159.832,4626063.0
2023-10-31,160.492,160.886,159.222,160.817,5947523.0
2023-11-01,161.201,162.935,160.305,162.383,6682510.0
2023-11-02,162.255,164.639,162.186,164.314,5413373.0
2023-11-03,166.136,166.264,164.176,164.274,4063294.0
2023-11-04,166.136,166.264,164.176,164.274,4063294.0
2023-11-05,166.136,166.264,164.176,164.274,4063294.0
2023-11-06,162.964,164.973,162.718,164.186,5784687.0
2023-11-07,164.284,165.18,163.614,164.658,4687447.0
2023-11-08,165.633,165.801,164.146,164.865,4926736.0
2023-11-09,165.052,165.328,163.309,163.654,5639290.0
2023-11-10,164.786,165.249,162.373,164.402,5553519.0
2023-11-11,164.786,165.249,162.373,164.402,5553519.0
2023-11-12,164.786,165.249,162.373,164.402,5553519.0
2023-11-13,164.481,166.234,163.949,165.239,5402335.0
2023-11-14,165.417,165.899,164.373,165.574,6238935.0
2023-11-15,166.155,166.243,163.762,164.727,5611162.0
2023-11-16,165.85,167.436,163.89,165.18,5386432.0
2023-11-17,165.515,165.712,163.27,164.245,5583290.0
2023-11-18,165.515,165.712,163.27,164.245,5583290.0
2023-11-19,165.515,165.712,163.27,164.245,5583290.0
2023-11-20,163.496,164.254,163.22,164.008,4887350.0
2023-11-21,164.589,165.328,163.419,165.269,3979988.0
2023-11-22,165.811,167.012,165.758,166.668,3235732.0
2023-11-23,165.811,167.012,165.758,166.668,3235732.0
2023-11-24,166.402,167.455,166.402,166.815,1751667.0
2023-11-25,166.402,167.455,166.402,166.815,1751667.0
2023-11-26,166.402,167.455,166.402,166.815,1751667.0
2023-11-27,167.14,167.14,165.555,165.781,3664714.0
2023-11-28,165.84,167.199,165.486,166.313,4056190.0
2023-11-29,166.549,166.569,164.136,164.639,4722423.0
2023-11-30,164.852,167.085,163.572,167.016,7346920.0
2023-12-01,167.095,167.571,166.112,167.413,4897439.0
2023-12-02,167.095,167.571,166.112,167.413,4897439.0
2023-12-03,167.095,167.571,166.112,167.413,4897439.0
2023-12-04,167.125,168.633,166.916,167.859,5323333.0
2023-12-05,167.869,168.289,166.44,166.668,4553781.0
2023-12-06,166.708,167.045,165.467,166.241,4726646.0
2023-12-07,166.728,167.03,165.438,166.192,4934842.0
2023-12-08,165.775,165.854,164.018,164.425,5115158.0
2023-12-09,165.775,165.854,164.018,164.425,5115158.0
2023-12-10,165.775,165.854,164.018,164.425,5115158.0
