,NGHC US Equity,NGHC US Equity,NGHC US Equity,NGHC US Equity,NGHC US Equity
2020-03-15,15.0178,15.4131,14.3102,15.4131,503686.0
2020-03-16,13.3911,14.3285,12.2192,12.3433,386197.0
2020-03-17,12.5087,13.0878,11.6678,13.0786,459042.0
2020-03-18,12.3157,12.6098,11.3047,12.1411,384611.0
2020-03-19,11.9941,13.097,10.8637,12.6742,637659.0
2020-03-20,12.6466,13.3359,12.1411,12.6282,543327.0
2020-03-21,12.6466,13.3359,12.1411,12.6282,543327.0
2020-03-22,12.6466,13.3359,12.1411,12.6282,543327.0
2020-03-23,12.8304,13.1613,11.608,12.8672,466820.0
2020-03-24,13.4738,14.641,12.6834,14.5583,394601.0
2020-03-25,14.5767,14.9259,13.3451,13.9517,429280.0
2020-03-26,14.0344,14.5307,13.6208,14.3837,333219.0
2020-03-27,13.4922,14.1539,13.177,13.7771,282891.0
2020-03-28,13.4922,14.1539,13.177,13.7771,282891.0
2020-03-29,13.4922,14.1539,13.177,13.7771,282891.0
2020-03-30,13.8874,14.834,13.4278,14.7881,273611.0
2020-03-31,14.7328,15.3689,14.4377,15.2583,469932.0
2020-04-01,14.5852,15.0554,13.8661,14.6682,706589.0
2020-04-02,14.6129,15.3689,14.1335,14.9171,438111.0
2020-04-03,14.7512,15.1707,12.9718,13.1286,477348.0
2020-04-04,14.7512,15.1707,12.9718,13.1286,477348.0
2020-04-05,14.7512,15.1707,12.9718,13.1286,477348.0
2020-04-06,13.7555,14.2533,13.17,14.1611,486720.0
2020-04-07,14.5945,14.8018,13.6264,13.9399,685348.0
2020-04-08,14.0597,15.2951,14.0597,14.8526,513543.0
2020-04-09,15.2767,16.3923,15.0093,16.2263,551614.0
2020-04-10,15.2767,16.3923,15.0093,16.2263,551614.0
2020-04-11,15.2767,16.3923,15.0093,16.2263,551614.0
2020-04-12,15.2767,16.3923,15.0093,16.2263,551614.0
2020-04-13,16.0972,16.1802,14.9171,15.0923,385890.0
2020-04-14,15.5072,15.6731,14.9079,15.3136,460213.0
2020-04-15,14.8434,15.0462,14.4285,14.5391,343189.0
2020-04-16,14.6774,14.7512,13.5895,14.2165,469182.0
2020-04-17,14.9356,15.2306,14.7692,15.1476,309923.0
2020-04-18,14.9356,15.2306,14.7692,15.1476,309923.0
2020-04-19,14.9356,15.2306,14.7692,15.1476,309923.0
2020-04-20,14.8065,15.3873,14.4838,15.3228,352172.0
2020-04-21,14.742,15.5809,14.493,15.3873,394465.0
2020-04-22,15.7469,15.7469,15.0278,15.2214,267568.0
2020-04-23,15.2398,15.6547,15.1337,15.1753,287291.0
2020-04-24,15.2214,15.415,14.9817,15.2306,208542.0
2020-04-25,15.2214,15.415,14.9817,15.2306,208542.0
2020-04-26,15.2214,15.415,14.9817,15.2306,208542.0
2020-04-27,15.4888,16.3646,15.4427,16.2355,235076.0
2020-04-28,16.7518,17.0284,16.5029,16.5767,214437.0
2020-04-29,17.2497,18.144,16.9547,17.7752,282900.0
2020-04-30,17.2036,18.4113,16.6504,17.5447,417137.0
2020-05-01,17.2036,17.8582,16.1376,17.2312,421416.0
2020-05-02,17.2036,17.8582,16.1376,17.2312,421416.0
2020-05-03,17.2036,17.8582,16.1376,17.2312,421416.0
2020-05-04,17.3326,17.3326,16.549,17.01,367237.0
2020-05-05,17.3142,17.789,16.8256,16.9454,433527.0
2020-05-06,17.0468,17.3096,16.632,16.8348,393047.0
2020-05-07,17.0653,17.4986,16.8486,17.0837,387373.0
2020-05-08,17.4986,17.7844,17.1206,17.6185,343244.0
2020-05-09,17.4986,17.7844,17.1206,17.6185,343244.0
2020-05-10,17.4986,17.7844,17.1206,17.6185,343244.0
2020-05-11,17.2773,17.3188,16.8625,16.8809,374150.0
2020-05-12,16.9362,17.0653,16.0511,16.088,370893.0
2020-05-13,15.8944,16.1802,15.2675,15.3689,262495.0
2020-05-14,14.9817,15.5902,14.493,15.5902,385417.0
2020-05-15,15.5256,16.1243,15.2306,15.9589,347794.0
2020-05-16,15.5256,16.1243,15.2306,15.9589,347794.0
2020-05-17,15.5256,16.1243,15.2306,15.9589,347794.0
2020-05-18,16.5767,17.3972,16.5767,17.2497,610198.0
2020-05-19,17.1206,17.2497,16.7242,16.7795,380565.0
2020-05-20,17.0284,17.5078,17.01,17.2866,265589.0
2020-05-21,17.1944,17.7844,17.1944,17.683,166055.0
2020-05-22,17.766,18.0794,17.4645,17.7936,115288.0
2020-05-23,17.766,18.0794,17.4645,17.7936,115288.0
2020-05-24,17.766,18.0794,17.4645,17.7936,115288.0
2020-05-25,17.766,18.0794,17.4645,17.7936,115288.0
2020-05-26,18.439,18.6603,18.2362,18.3883,262202.0
2020-05-27,18.9645,19.2042,18.5496,19.0844,293069.0
2020-05-28,19.3609,19.3609,18.6142,18.6695,242151.0
2020-05-29,18.4021,18.7617,18.0354,18.7156,340854.0
2020-05-30,18.4021,18.7617,18.0354,18.7156,340854.0
2020-05-31,18.4021,18.7617,18.0354,18.7156,340854.0
2020-06-01,18.7156,18.7156,18.2085,18.2546,354662.0
2020-06-02,18.2362,18.9276,18.0911,18.6234,280107.0
2020-06-03,19.0106,19.6099,18.9368,19.3886,279674.0
2020-06-04,19.2134,19.5361,19.0659,19.5361,206323.0
2020-06-05,20.3751,20.8637,20.1815,20.5871,397321.0
2020-06-06,20.3751,20.8637,20.1815,20.5871,397321.0
2020-06-07,20.3751,20.8637,20.1815,20.5871,397321.0
2020-06-08,21.002,21.6658,20.7807,21.6658,522075.0
2020-06-09,21.2509,21.3984,20.6056,20.6424,267178.0
2020-06-10,20.624,20.7715,19.8772,19.9003,292854.0
2020-06-11,19.2872,19.3978,18.356,18.3745,358066.0
2020-06-12,19.0475,19.3056,18.2546,18.6603,277321.0
2020-06-13,19.0475,19.3056,18.2546,18.6603,277321.0
2020-06-14,19.0475,19.3056,18.2546,18.6603,277321.0
2020-06-15,17.9872,19.278,17.9596,19.0751,236899.0
2020-06-16,19.9141,20.0155,19.3978,19.7758,303435.0
2020-06-17,19.8219,19.8219,19.2319,19.2964,179849.0
2020-06-18,19.1489,19.5822,19.0198,19.5177,211629.0
2020-06-19,19.7574,19.7574,19.1397,19.3702,513236.0
2020-06-20,19.7574,19.7574,19.1397,19.3702,513236.0
2020-06-21,19.7574,19.7574,19.1397,19.3702,513236.0
2020-06-22,19.2319,19.573,18.9737,19.5177,245635.0
2020-06-23,19.868,19.868,19.3702,19.4716,171723.0
2020-06-24,19.1858,19.3573,18.5681,18.8723,174607.0
2020-06-25,18.7617,19.3978,18.6971,19.3794,186517.0
2020-06-26,19.1673,19.2319,18.5681,18.9276,726930.0
2020-06-27,19.1673,19.2319,18.5681,18.9276,726930.0
2020-06-28,19.1673,19.2319,18.5681,18.9276,726930.0
2020-06-29,19.1765,19.5822,19.0383,19.4624,220178.0
2020-06-30,19.3977,20.0538,19.3237,19.9706,294532.0
2020-07-01,19.9614,20.0444,19.3468,19.3977,250706.0
2020-07-02,19.8043,19.9522,19.2036,19.2683,185070.0
2020-07-03,19.8043,19.9522,19.2036,19.2683,185070.0
2020-07-04,19.8043,19.9522,19.2036,19.2683,185070.0
2020-07-05,19.8043,19.9522,19.2036,19.2683,185070.0
2020-07-06,19.7304,19.8782,19.1851,19.3145,186400.0
2020-07-07,19.1019,19.1759,18.7693,18.8617,228447.0
2020-07-08,31.0418,31.2729,30.9679,31.2729,39340564.0
2020-07-09,31.2359,31.4762,31.1804,31.1943,5106963.0
2020-07-10,31.2174,31.2821,31.1435,31.1897,2809994.0
2020-07-11,31.2174,31.2821,31.1435,31.1897,2809994.0
2020-07-12,31.2174,31.2821,31.1435,31.1897,2809994.0
2020-07-13,31.2636,31.3468,31.125,31.1435,1742942.0
2020-07-14,31.1897,31.3375,31.1435,31.3375,1400753.0
2020-07-15,31.4762,31.8643,31.2174,31.3006,2427863.0
2020-07-16,31.2451,31.3006,31.1989,31.2174,966339.0
2020-07-17,31.2451,31.2682,31.2266,31.2359,647988.0
2020-07-18,31.2451,31.2682,31.2266,31.2359,647988.0
2020-07-19,31.2451,31.2682,31.2266,31.2359,647988.0
2020-07-20,31.2082,31.3191,31.2082,31.2729,712767.0
2020-07-21,31.3098,31.3838,31.2359,31.2867,836565.0
2020-07-22,31.2451,31.356,31.2451,31.2729,974042.0
2020-07-23,31.2451,31.3468,31.2174,31.296,854086.0
2020-07-24,31.3283,31.393,31.2266,31.2266,593918.0
2020-07-25,31.3283,31.393,31.2266,31.2266,593918.0
2020-07-26,31.3283,31.393,31.2266,31.2266,593918.0
2020-07-27,31.2636,31.3653,31.2451,31.3098,466053.0
2020-07-28,31.3098,31.4854,31.2266,31.2821,586909.0
2020-07-29,31.3283,31.3838,31.2821,31.3375,399698.0
2020-07-30,31.2821,31.3838,31.1713,31.2359,674886.0
2020-07-31,31.2451,31.5131,31.2359,31.4115,1675099.0
2020-08-01,31.2451,31.5131,31.2359,31.4115,1675099.0
2020-08-02,31.2451,31.5131,31.2359,31.4115,1675099.0
2020-08-03,31.4207,31.4253,31.2913,31.3006,848533.0
2020-08-04,31.3468,31.4207,31.3006,31.4207,592475.0
2020-08-05,31.5409,31.5686,31.2913,31.5593,1247520.0
2020-08-06,31.4669,31.5039,31.356,31.3745,618104.0
2020-08-07,31.5224,31.7349,31.5131,31.5686,1854673.0
2020-08-08,31.5224,31.7349,31.5131,31.5686,1854673.0
2020-08-09,31.5224,31.7349,31.5131,31.5686,1854673.0
2020-08-10,31.6702,31.6702,31.4669,31.6148,719060.0
2020-08-11,31.6518,31.6702,31.4207,31.5316,398958.0
2020-08-12,31.6425,31.6518,31.5547,31.5686,598790.0
2020-08-13,31.43,31.6425,31.43,31.5778,429688.0
2020-08-14,31.5131,31.5963,31.4669,31.5224,307029.0
2020-08-15,31.5131,31.5963,31.4669,31.5224,307029.0
2020-08-16,31.5131,31.5963,31.4669,31.5224,307029.0
2020-08-17,31.5131,31.5963,31.4762,31.5778,450679.0
2020-08-18,31.5593,31.5686,31.5039,31.5409,522470.0
2020-08-19,31.5501,31.6148,31.5131,31.5501,527231.0
2020-08-20,31.5131,31.6333,31.4484,31.6333,425600.0
2020-08-21,31.6333,31.6471,31.5686,31.5871,366378.0
2020-08-22,31.6333,31.6471,31.5686,31.5871,366378.0
2020-08-23,31.6333,31.6471,31.5686,31.5871,366378.0
2020-08-24,31.6518,31.6518,31.4762,31.4946,872360.0
2020-08-25,31.5593,31.5593,31.4577,31.4669,491866.0
2020-08-26,31.4946,31.4946,31.4115,31.43,613338.0
2020-08-27,31.4577,31.5085,31.3745,31.3745,483043.0
2020-08-28,31.4577,31.4946,31.393,31.4669,326593.0
2020-08-29,31.4577,31.4946,31.393,31.4669,326593.0
2020-08-30,31.4577,31.4946,31.393,31.4669,326593.0
2020-08-31,31.4577,31.5778,31.4484,31.4669,761679.0
2020-09-01,31.4577,31.5039,31.4392,31.4392,449294.0
2020-09-02,31.4577,31.5131,31.4346,31.4438,585834.0
2020-09-03,31.4484,31.4762,31.4392,31.4484,693302.0
2020-09-04,31.5409,31.5871,31.4438,31.4531,698945.0
2020-09-05,31.5409,31.5871,31.4438,31.4531,698945.0
2020-09-06,31.5409,31.5871,31.4438,31.4531,698945.0
2020-09-07,31.5409,31.5871,31.4438,31.4531,698945.0
2020-09-08,31.4392,31.4854,31.4207,31.4207,387434.0
2020-09-09,31.4762,31.4946,31.393,31.393,407981.0
2020-09-10,31.4577,31.4577,31.3745,31.393,302696.0
2020-09-11,31.43,31.4577,31.3838,31.4022,207077.0
2020-09-12,31.43,31.4577,31.3838,31.4022,207077.0
2020-09-13,31.43,31.4577,31.3838,31.4022,207077.0
2020-09-14,31.4484,31.4484,31.3791,31.4022,468280.0
2020-09-15,31.4207,31.4392,31.3745,31.4022,652152.0
2020-09-16,31.4207,31.4669,31.3745,31.393,400203.0
2020-09-17,31.3745,31.4022,31.3653,31.393,372773.0
2020-09-18,31.3838,31.4392,31.3283,31.3745,974360.0
2020-09-19,31.3838,31.4392,31.3283,31.3745,974360.0
2020-09-20,31.3838,31.4392,31.3283,31.3745,974360.0
2020-09-21,31.3468,31.3976,31.3283,31.3745,577077.0
2020-09-22,31.4207,31.4207,31.3375,31.3653,486399.0
2020-09-23,31.3745,31.3921,31.2821,31.3006,624235.0
2020-09-24,31.3653,31.3653,31.2913,31.3283,532437.0
2020-09-25,31.3098,31.356,31.2913,31.3052,493576.0
2020-09-26,31.3098,31.356,31.2913,31.3052,493576.0
2020-09-27,31.3098,31.356,31.2913,31.3052,493576.0
2020-09-28,31.3375,31.4669,31.3283,31.3283,369802.0
2020-09-29,31.3468,31.3653,31.3283,31.3375,231345.0
2020-09-30,31.4116,31.4208,31.1894,31.2357,812871.0
2020-10-01,31.3283,31.3838,31.3005,31.319,546664.0
2020-10-02,31.282,31.3653,31.2357,31.2357,691619.0
2020-10-03,31.282,31.3653,31.2357,31.2357,691619.0
2020-10-04,31.282,31.3653,31.2357,31.2357,691619.0
2020-10-05,31.282,31.3468,31.245,31.2727,465095.0
2020-10-06,31.282,31.3005,31.2357,31.2542,389171.0
2020-10-07,31.3005,31.356,31.2727,31.2913,1058678.0
2020-10-08,31.3098,31.3283,31.2866,31.319,886304.0
2020-10-09,31.4116,31.4116,31.319,31.356,449151.0
2020-10-10,31.4116,31.4116,31.319,31.356,449151.0
2020-10-11,31.4116,31.4116,31.319,31.356,449151.0
2020-10-12,31.3468,31.4486,31.3283,31.3838,884163.0
2020-10-13,31.3468,31.6429,31.3283,31.5041,676068.0
2020-10-14,31.4671,31.5319,31.4347,31.4671,828763.0
2020-10-15,31.4116,31.5226,31.4116,31.4764,578995.0
2020-10-16,31.4671,31.4949,31.4671,31.4764,338201.0
2020-10-17,31.4671,31.4949,31.4671,31.4764,338201.0
2020-10-18,31.4671,31.4949,31.4671,31.4764,338201.0
2020-10-19,31.5504,31.5504,31.4671,31.4671,338314.0
2020-10-20,31.5134,31.5874,31.4255,31.4486,735521.0
2020-10-21,31.4578,31.4671,31.4301,31.4393,496933.0
2020-10-22,31.5134,31.5226,31.3931,31.3931,1044078.0
2020-10-23,31.5597,31.5597,31.3931,31.4116,831496.0
2020-10-24,31.5597,31.5597,31.3931,31.4116,831496.0
2020-10-25,31.5597,31.5597,31.3931,31.4116,831496.0
2020-10-26,31.4301,31.4949,31.4301,31.4578,841370.0
2020-10-27,31.4486,31.4856,31.4301,31.4578,241481.0
2020-10-28,31.4301,31.4764,31.4208,31.4208,428279.0
2020-10-29,31.4301,31.4578,31.4208,31.4578,412196.0
2020-10-30,31.4393,31.4764,31.4301,31.4393,590736.0
2020-10-31,31.4393,31.4764,31.4301,31.4393,590736.0
2020-11-01,31.4393,31.4764,31.4301,31.4393,590736.0
2020-11-02,31.4764,31.518,31.4301,31.4486,440888.0
2020-11-03,31.5597,31.5597,31.4393,31.4764,371841.0
2020-11-04,31.4486,31.5319,31.4393,31.5319,1231237.0
2020-11-05,31.4856,31.7262,31.4856,31.5782,380263.0
2020-11-06,31.5597,31.6522,31.5041,31.5226,1095081.0
2020-11-07,31.5597,31.6522,31.5041,31.5226,1095081.0
2020-11-08,31.5597,31.6522,31.5041,31.5226,1095081.0
2020-11-09,31.6522,31.6522,31.4671,31.4671,881702.0
2020-11-10,31.5504,31.5504,31.4393,31.4671,2006728.0
2020-11-11,31.4856,31.5967,31.4856,31.5597,754149.0
2020-11-12,31.5319,31.5967,31.4949,31.5504,598528.0
2020-11-13,31.5782,31.5967,31.5226,31.5504,676253.0
2020-11-14,31.5782,31.5967,31.5226,31.5504,676253.0
2020-11-15,31.5782,31.5967,31.5226,31.5504,676253.0
2020-11-16,31.5967,31.6059,31.5411,31.5874,787326.0
2020-11-17,31.5597,31.6059,31.5504,31.5874,595329.0
2020-11-18,31.5782,31.6152,31.5597,31.5689,777129.0
2020-11-19,31.5689,31.5782,31.5504,31.5597,339422.0
2020-11-20,31.5411,31.5689,31.5411,31.5411,345268.0
2020-11-21,31.5411,31.5689,31.5411,31.5411,345268.0
2020-11-22,31.5411,31.5689,31.5411,31.5411,345268.0
2020-11-23,31.5782,31.5782,31.5041,31.5134,709050.0
2020-11-24,31.5597,31.5967,31.5134,31.5226,1162854.0
2020-11-25,31.5134,31.5597,31.5134,31.5504,694924.0
2020-11-26,31.5134,31.5597,31.5134,31.5504,694924.0
2020-11-27,31.5504,31.5782,31.4116,31.5597,90536.0
2020-11-28,31.5504,31.5782,31.4116,31.5597,90536.0
2020-11-29,31.5504,31.5782,31.4116,31.5597,90536.0
2020-11-30,31.5226,31.5967,31.4671,31.5411,708295.0
2020-12-01,31.5689,31.8095,31.5041,31.6522,2396403.0
2020-12-02,31.6522,31.8188,31.6429,31.6522,1674322.0
2020-12-03,31.68,31.68,31.6337,31.6337,357669.0
2020-12-04,31.6337,31.6615,31.6337,31.6522,568259.0
2020-12-05,31.6337,31.6615,31.6337,31.6522,568259.0
2020-12-06,31.6337,31.6615,31.6337,31.6522,568259.0
2020-12-07,31.6615,31.717,31.5874,31.5874,1412485.0
2020-12-08,31.5967,31.6476,31.5874,31.6059,521070.0
2020-12-09,31.6244,31.6707,31.5874,31.5874,664164.0
2020-12-10,31.5967,31.6059,31.4488,31.6059,1006428.0
2020-12-11,31.5597,31.6059,31.5411,31.6059,739054.0
2020-12-12,31.5597,31.6059,31.5411,31.6059,739054.0
2020-12-13,31.5597,31.6059,31.5411,31.6059,739054.0
2020-12-14,31.5597,31.6337,31.5597,31.5689,420466.0
2020-12-15,31.5874,31.6059,31.5689,31.5782,653613.0
2020-12-16,31.5967,31.5967,31.5643,31.5782,480643.0
2020-12-17,31.6059,31.6892,31.5689,31.5967,607471.0
2020-12-18,31.6522,31.6522,31.4486,31.5967,3626093.0
2020-12-19,31.6522,31.6522,31.4486,31.5967,3626093.0
2020-12-20,31.6522,31.6522,31.4486,31.5967,3626093.0
2020-12-21,31.5782,31.6059,31.5319,31.5504,654825.0
2020-12-22,31.5226,31.5411,31.4671,31.4856,941751.0
2020-12-23,31.5411,31.5735,31.4764,31.5411,573372.0
2020-12-24,31.5597,31.5782,31.5134,31.5504,298173.0
2020-12-25,31.5597,31.5782,31.5134,31.5504,298173.0
2020-12-26,31.5597,31.5782,31.5134,31.5504,298173.0
2020-12-27,31.5597,31.5782,31.5134,31.5504,298173.0
2020-12-28,31.5967,31.754,31.5134,31.5967,2308270.0
2020-12-29,31.6522,31.679,31.555,31.6522,6373182.0
2020-12-30,31.6522,31.6985,31.6337,31.6522,3485901.0
2020-12-31,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-01,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-02,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-03,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-04,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-05,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-06,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-07,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-08,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-09,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-10,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-11,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-12,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-13,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-14,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-15,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-16,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-17,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-18,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-19,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-20,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-21,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-22,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-23,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-24,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-25,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-26,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-27,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-28,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-29,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-30,31.6615,31.6985,31.6059,31.68,4683520.0
2021-01-31,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-01,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-02,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-03,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-04,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-05,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-06,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-07,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-08,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-09,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-10,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-11,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-12,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-13,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-14,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-15,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-16,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-17,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-18,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-19,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-20,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-21,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-22,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-23,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-24,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-25,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-26,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-27,31.6615,31.6985,31.6059,31.68,4683520.0
2021-02-28,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-01,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-02,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-03,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-04,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-05,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-06,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-07,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-08,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-09,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-10,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-11,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-12,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-13,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-14,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-15,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-16,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-17,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-18,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-19,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-20,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-21,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-22,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-23,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-24,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-25,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-26,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-27,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-28,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-29,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-30,31.6615,31.6985,31.6059,31.68,4683520.0
2021-03-31,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-01,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-02,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-03,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-04,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-05,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-06,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-07,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-08,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-09,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-10,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-11,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-12,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-13,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-14,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-15,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-16,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-17,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-18,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-19,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-20,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-21,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-22,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-23,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-24,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-25,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-26,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-27,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-28,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-29,31.6615,31.6985,31.6059,31.68,4683520.0
2021-04-30,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-01,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-02,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-03,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-04,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-05,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-06,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-07,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-08,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-09,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-10,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-11,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-12,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-13,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-14,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-15,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-16,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-17,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-18,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-19,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-20,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-21,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-22,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-23,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-24,31.6615,31.6985,31.6059,31.68,4683520.0
2021-05-25,31.6615,31.6985,31.6059,31.68,4683520.0
