,NKE US Equity,NKE US Equity,NKE US Equity,NKE US Equity,NKE US Equity
2022-05-02,121.3802,123.0873,119.7901,122.9897,5428432.0
2022-05-03,121.9557,122.6776,117.2733,119.8486,8201221.0
2022-05-04,119.5365,123.1068,117.1368,122.9702,6923964.0
2022-05-05,121.068,121.6923,113.664,115.7223,8411624.0
2022-05-06,110.9522,113.0592,107.9477,111.6838,11237531.0
2022-05-07,110.9522,113.0592,107.9477,111.6838,11237531.0
2022-05-08,110.9522,113.0592,107.9477,111.6838,11237531.0
2022-05-09,110.201,111.6253,107.8794,108.4842,7505970.0
2022-05-10,110.2596,110.6595,105.6981,106.8063,7527166.0
2022-05-11,107.9868,108.4257,104.9529,105.2748,6611800.0
2022-05-12,102.602,107.1868,102.4264,105.2553,10245381.0
2022-05-13,107.5575,110.3376,106.0064,110.2401,9618832.0
2022-05-14,107.5575,110.3376,106.0064,110.2401,9618832.0
2022-05-15,107.5575,110.3376,106.0064,110.2401,9618832.0
2022-05-16,110.2108,110.6595,108.8256,109.8401,5722480.0
2022-05-17,112.669,114.2298,110.2986,113.0592,6026117.0
2022-05-18,109.7426,110.5815,106.1137,106.6893,8188301.0
2022-05-19,106.2796,106.4357,103.675,103.8311,7701997.0
2022-05-20,106.0064,107.0014,102.4947,105.3529,7621926.0
2022-05-21,106.0064,107.0014,102.4947,105.3529,7621926.0
2022-05-22,106.0064,107.0014,102.4947,105.3529,7621926.0
2022-05-23,104.8359,106.0845,103.2263,105.9674,7136443.0
2022-05-24,104.4847,105.3431,102.163,104.6603,6023398.0
2022-05-25,100.9241,106.2211,100.9241,105.548,7158807.0
2022-05-26,107.3038,110.7181,107.3038,110.1718,6520341.0
2022-05-27,111.4204,113.1665,111.2156,113.147,5043216.0
2022-05-28,111.4204,113.1665,111.2156,113.147,5043216.0
2022-05-29,111.4204,113.1665,111.2156,113.147,5043216.0
2022-05-30,111.4204,113.1665,111.2156,113.147,5043216.0
2022-05-31,114.62,116.8539,111.6448,115.9369,13774634.0
2022-06-01,116.8929,117.7904,114.7273,115.7711,5543295.0
2022-06-02,116.5807,120.551,116.3369,120.3852,5838149.0
2022-06-03,117.5541,119.8326,117.3487,118.2777,5201515.0
2022-06-04,117.5541,119.8326,117.3487,118.2777,5201515.0
2022-06-05,117.5541,119.8326,117.3487,118.2777,5201515.0
2022-06-06,118.8156,119.4414,116.7925,117.5736,3963606.0
2022-06-07,116.0383,119.2752,115.8427,118.9818,5373618.0
2022-06-08,118.2288,121.0843,117.7888,119.6957,4365780.0
2022-06-09,118.6689,119.3339,115.9699,115.9796,3894043.0
2022-06-10,114.503,114.503,111.7355,112.1951,6293093.0
2022-06-11,114.503,114.503,111.7355,112.1951,6293093.0
2022-06-12,114.503,114.503,111.7355,112.1951,6293093.0
2022-06-13,107.951,109.5417,106.8216,107.9999,6423104.0
2022-06-14,107.9315,109.4179,107.5794,108.2737,4548351.0
2022-06-15,109.6819,112.1854,108.7529,110.9336,4828671.0
2022-06-16,107.0905,107.4719,103.3842,104.7533,7384840.0
2022-06-17,103.8047,106.1517,103.5113,104.9684,10256828.0
2022-06-18,103.8047,106.1517,103.5113,104.9684,10256828.0
2022-06-19,103.8047,106.1517,103.5113,104.9684,10256828.0
2022-06-20,103.8047,106.1517,103.5113,104.9684,10256828.0
2022-06-21,106.0637,107.3887,105.6481,106.2788,6211362.0
2022-06-22,103.0713,104.5381,102.2987,102.6019,9894584.0
2022-06-23,102.6899,105.7116,102.1032,105.6138,8898376.0
2022-06-24,107.5012,110.4447,107.1883,110.4154,10463669.0
2022-06-25,107.5012,110.4447,107.1883,110.4154,10463669.0
2022-06-26,107.5012,110.4447,107.1883,110.4154,10463669.0
2022-06-27,109.7602,110.7087,107.4132,108.0586,12644667.0
2022-06-28,105.8094,111.5302,100.2158,100.5092,31373798.0
2022-06-29,100.7145,103.2766,99.2868,100.9688,10326648.0
2022-06-30,99.6877,101.0959,98.5535,99.942,9027352.0
2022-07-01,99.3944,100.2354,97.331,98.9445,7934313.0
2022-07-02,99.3944,100.2354,97.331,98.9445,7934313.0
2022-07-03,99.3944,100.2354,97.331,98.9445,7934313.0
2022-07-04,99.3944,100.2354,97.331,98.9445,7934313.0
2022-07-05,98.2306,102.0738,97.8983,102.0151,9951963.0
2022-07-06,102.5725,103.3842,101.1644,101.9271,6432881.0
2022-07-07,103.3158,105.8877,102.9442,105.741,7633944.0
2022-07-08,104.2252,106.2121,104.1568,105.5454,5938841.0
2022-07-09,104.2252,106.2121,104.1568,105.5454,5938841.0
2022-07-10,104.2252,106.2121,104.1568,105.5454,5938841.0
2022-07-11,104.2448,104.7238,102.553,102.7877,4936666.0
2022-07-12,102.6899,103.5211,100.871,101.4675,6017439.0
2022-07-13,99.6877,103.5407,99.3161,102.7877,5299449.0
2022-07-14,100.8319,101.5066,99.5997,100.9394,6951305.0
2022-07-15,102.4454,103.2815,101.6382,102.3867,7862046.0
2022-07-16,102.4454,103.2815,101.6382,102.3867,7862046.0
2022-07-17,102.4454,103.2815,101.6382,102.3867,7862046.0
2022-07-18,103.8438,104.323,101.3893,101.6435,6834758.0
2022-07-19,103.2669,107.1589,103.1006,106.7775,8973853.0
2022-07-20,106.8069,109.1636,106.4646,108.6551,5884576.0
2022-07-21,107.9315,109.2028,107.6381,109.1539,4291350.0
2022-07-22,109.457,109.457,106.3473,106.7091,6039269.0
2022-07-23,109.457,109.457,106.3473,106.7091,6039269.0
2022-07-24,109.457,109.457,106.3473,106.7091,6039269.0
2022-07-25,107.1883,107.1883,105.3009,106.8656,5079527.0
2022-07-26,105.1053,105.5454,102.2596,102.8757,8459456.0
2022-07-27,103.9514,105.9854,103.4135,105.4769,7437032.0
2022-07-28,107.0122,109.9166,105.6432,109.7504,6773540.0
2022-07-29,110.2687,112.6596,109.0365,112.3809,7559983.0
2022-07-30,110.2687,112.6596,109.0365,112.3809,7559983.0
2022-07-31,110.2687,112.6596,109.0365,112.3809,7559983.0
2022-08-01,111.4813,112.9921,110.7478,111.7746,4802882.0
2022-08-02,111.0608,111.2661,109.2028,109.3005,6334415.0
2022-08-03,110.9141,112.557,110.0926,111.7551,5986544.0
2022-08-04,112.1071,112.8014,111.315,111.9507,4331973.0
2022-08-05,110.298,111.7746,110.0853,111.3541,4162241.0
2022-08-06,110.298,111.7746,110.0853,111.3541,4162241.0
2022-08-07,110.298,111.7746,110.0853,111.3541,4162241.0
2022-08-08,111.4813,113.0264,110.8016,111.4813,6072491.0
2022-08-09,108.8605,109.281,106.4157,107.6772,7377572.0
2022-08-10,110.7381,111.3101,109.3886,110.6403,6951817.0
2022-08-11,112.3418,114.1705,111.2172,111.5791,5582130.0
2022-08-12,111.8627,113.5593,111.2564,113.5055,4407890.0
2022-08-13,111.8627,113.5593,111.2564,113.5055,4407890.0
2022-08-14,111.8627,113.5593,111.2564,113.5055,4407890.0
2022-08-15,112.8992,114.0043,112.3125,113.75,4279010.0
2022-08-16,113.3784,115.8525,113.2513,115.4516,6189786.0
2022-08-17,114.1901,115.3733,113.838,114.4541,5108387.0
2022-08-18,113.4371,114.1021,112.7525,113.4469,4750243.0
2022-08-19,112.9481,113.0948,110.5327,110.6598,5967762.0
2022-08-20,112.9481,113.0948,110.5327,110.6598,5967762.0
2022-08-21,112.9481,113.0948,110.5327,110.6598,5967762.0
2022-08-22,108.5671,109.2125,107.4132,107.9021,5802914.0
2022-08-23,108.3911,110.3371,108.1271,108.2346,4806708.0
2022-08-24,108.2346,109.9411,107.5892,108.9485,4769010.0
2022-08-25,109.4277,110.8359,108.9289,110.7185,5433682.0
2022-08-26,110.8065,111.2172,105.8388,105.8877,6203565.0
2022-08-27,110.8065,111.2172,105.8388,105.8877,6203565.0
2022-08-28,110.8065,111.2172,105.8388,105.8877,6203565.0
2022-08-29,104.4501,106.1419,104.0883,105.4965,4132362.0
2022-08-30,106.5624,107.6479,104.7631,105.4769,5129451.0
2022-08-31,105.5747,105.6236,103.4722,104.0981,8884766.0
2022-09-01,103.4624,104.1959,101.5066,104.1372,5590811.0
2022-09-02,105.3876,106.0643,103.0241,103.7008,7763844.0
2022-09-03,105.3876,106.0643,103.0241,103.7008,7763844.0
2022-09-04,105.3876,106.0643,103.0241,103.7008,7763844.0
2022-09-05,105.3876,106.0643,103.0241,103.7008,7763844.0
2022-09-06,103.4066,104.3578,101.6805,103.1221,9158948.0
2022-09-07,103.0535,106.4664,102.975,106.3879,7238257.0
2022-09-08,104.9365,106.6919,104.0342,106.6331,5628273.0
2022-09-09,107.2706,109.536,107.1921,108.8299,5174479.0
2022-09-10,107.2706,109.536,107.1921,108.8299,5174479.0
2022-09-11,107.2706,109.536,107.1921,108.8299,5174479.0
2022-09-12,109.232,111.1738,109.232,110.2127,4836939.0
2022-09-13,106.741,106.8096,103.4066,103.6812,5955562.0
2022-09-14,104.0832,105.2846,103.1221,104.9365,4888742.0
2022-09-15,104.1029,106.0496,102.8083,103.4654,6598908.0
2022-09-16,102.063,103.2594,101.2588,102.112,8000816.0
2022-09-17,102.063,103.2594,101.2588,102.112,8000816.0
2022-09-18,102.063,103.2594,101.2588,102.112,8000816.0
2022-09-19,101.6903,105.2993,101.3372,105.1424,5162319.0
2022-09-20,101.8178,102.4258,99.7485,100.4448,10006641.0
2022-09-21,100.69,101.6315,97.8459,97.8655,6279318.0
2022-09-22,97.8655,98.2774,95.9433,96.6494,9638827.0
2022-09-23,95.0509,95.6589,93.5013,95.1489,9026452.0
2022-09-24,95.0509,95.6589,93.5013,95.1489,9026452.0
2022-09-25,95.0509,95.6589,93.5013,95.1489,9026452.0
2022-09-26,94.2369,95.8452,93.8642,94.2075,8521632.0
2022-09-27,95.198,95.855,93.1679,94.433,9890328.0
2022-09-28,95.2372,97.5076,94.894,96.7965,9423349.0
2022-09-29,96.2179,96.2179,92.658,93.4915,19339223.0
2022-09-30,81.6935,84.5376,80.909,81.517,48176058.0
2022-10-01,81.6935,84.5376,80.909,81.517,48176058.0
2022-10-02,81.6935,84.5376,80.909,81.517,48176058.0
2022-10-03,81.5268,84.8024,80.6344,83.753,19108186.0
2022-10-04,86.0087,87.3523,85.4301,86.9305,15114770.0
2022-10-05,85.8027,89.9315,85.4693,89.3431,12732729.0
2022-10-06,88.7449,90.8534,88.078,88.431,9951889.0
2022-10-07,86.8325,87.0502,85.0182,85.4791,8554657.0
2022-10-08,86.8325,87.0502,85.0182,85.4791,8554657.0
2022-10-09,86.8325,87.0502,85.0182,85.4791,8554657.0
2022-10-10,86.0675,86.0871,83.4294,85.0182,7991226.0
2022-10-11,84.3807,86.5481,84.0963,86.2931,11903166.0
2022-10-12,86.3029,87.1659,85.6262,86.8031,8772899.0
2022-10-13,84.7239,88.078,84.3905,87.8328,9335034.0
2022-10-14,88.7645,89.1273,85.8027,85.8616,7813872.0
2022-10-15,88.7645,89.1273,85.8027,85.8616,7813872.0
2022-10-16,88.7645,89.1273,85.8027,85.8616,7813872.0
2022-10-17,87.8034,88.941,86.9894,88.2349,8451887.0
2022-10-18,90.8142,91.1182,87.4307,87.9505,7364685.0
2022-10-19,86.5579,88.0093,86.0675,86.8619,5101984.0
2022-10-20,87.7445,88.8331,84.9348,85.1555,13500009.0
2022-10-21,85.3418,87.0678,85.0378,86.7932,7976275.0
2022-10-22,85.3418,87.0678,85.0378,86.7932,7976275.0
2022-10-23,85.3418,87.0678,85.0378,86.7932,7976275.0
2022-10-24,86.0969,87.1267,84.5768,86.3127,8847054.0
2022-10-25,86.3323,90.1571,86.195,89.9511,8639899.0
2022-10-26,89.0293,92.5304,88.9545,90.6082,8648500.0
2022-10-27,91.0888,91.6772,88.4801,88.7939,8617948.0
2022-10-28,89.4412,92.0695,88.7154,92.0205,6022379.0
2022-10-29,89.4412,92.0695,88.7154,92.0205,6022379.0
2022-10-30,89.4412,92.0695,88.7154,92.0205,6022379.0
2022-10-31,91.2065,92.0793,90.8926,90.8926,6426375.0
2022-11-01,93.8446,94.5997,91.177,91.9616,7250651.0
2022-11-02,91.334,92.6187,88.4507,88.5585,7178282.0
2022-11-03,88.2349,89.8433,87.009,88.6566,6550281.0
2022-11-04,92.6285,96.3356,92.1381,93.9427,11511759.0
2022-11-05,92.6285,96.3356,92.1381,93.9427,11511759.0
2022-11-06,92.6285,96.3356,92.1381,93.9427,11511759.0
2022-11-07,94.4526,95.0018,90.8793,91.638,9094460.0
2022-11-08,92.6187,94.1731,91.1427,91.942,7017766.0
2022-11-09,90.8828,92.089,90.1816,90.3238,6550869.0
2022-11-10,94.4722,97.7576,94.3742,97.5713,9361010.0
2022-11-11,98.3755,105.1424,98.2088,104.044,12597481.0
2022-11-12,98.3755,105.1424,98.2088,104.044,12597481.0
2022-11-13,98.3755,105.1424,98.2088,104.044,12597481.0
2022-11-14,103.1712,104.3873,102.3082,102.3768,7134856.0
2022-11-15,105.9074,107.2019,103.4948,104.6521,7242932.0
2022-11-16,103.2202,104.5442,102.7495,103.2006,5998677.0
2022-11-17,102.1022,103.3673,100.9352,103.3281,5259739.0
2022-11-18,105.5543,105.6426,102.161,103.3869,5498949.0
2022-11-19,105.5543,105.6426,102.161,103.3869,5498949.0
2022-11-20,105.5543,105.6426,102.161,103.3869,5498949.0
2022-11-21,102.5926,103.4458,101.602,101.8276,4774775.0
2022-11-22,102.6024,104.1089,101.8374,103.9263,5313228.0
2022-11-23,103.9558,104.9169,103.2006,104.5932,3873501.0
2022-11-24,103.9558,104.9169,103.2006,104.5932,3873501.0
2022-11-25,104.3971,105.113,103.5242,103.9165,3426135.0
2022-11-26,104.3971,105.113,103.5242,103.9165,3426135.0
2022-11-27,104.3971,105.113,103.5242,103.9165,3426135.0
2022-11-28,103.2202,104.25,102.632,102.9358,6967774.0
2022-11-29,103.3379,104.7555,103.0927,104.2009,8494366.0
2022-11-30,105.0149,107.5746,103.4173,107.5746,16250965.0
2022-12-01,107.9669,109.6978,107.4373,108.9672,7822888.0
2022-12-02,106.8817,110.8756,106.5768,110.3739,5891969.0
2022-12-03,106.8817,110.8756,106.5768,110.3739,5891969.0
2022-12-04,106.8817,110.8756,106.5768,110.3739,5891969.0
2022-12-05,109.2131,109.3164,107.4129,107.8359,6220139.0
2022-12-06,107.8654,108.7262,105.0077,106.1734,7086282.0
2022-12-07,105.5734,107.3441,105.3176,106.5669,5751515.0
2022-12-08,106.8325,109.6755,106.6948,109.5476,6192842.0
2022-12-09,108.4262,109.5673,107.4818,107.6392,5677695.0
2022-12-10,108.4262,109.5673,107.4818,107.6392,5677695.0
2022-12-11,108.4262,109.5673,107.4818,107.6392,5677695.0
2022-12-12,108.3081,110.3444,107.9245,110.246,6426036.0
2022-12-13,113.7235,114.5548,109.4394,111.0134,8655306.0
2022-12-14,111.8495,112.2627,108.436,109.6361,7528469.0
2022-12-15,107.4129,107.8359,105.9767,106.744,7502121.0
2022-12-16,105.1307,105.8586,103.4092,104.2256,14083648.0
2022-12-17,105.1307,105.8586,103.4092,104.2256,14083648.0
2022-12-18,105.1307,105.8586,103.4092,104.2256,14083648.0
2022-12-19,103.2813,103.7928,100.7826,101.3728,10620333.0
2022-12-20,101.3237,101.7172,100.0251,101.5302,17147929.0
2022-12-21,114.8597,117.2403,113.4628,113.8957,32777316.0
2022-12-22,112.4299,114.9187,112.2037,114.8105,17150495.0
2022-12-23,114.2203,115.263,113.8957,114.358,6603749.0
2022-12-24,114.2203,115.263,113.8957,114.358,6603749.0
2022-12-25,114.2203,115.263,113.8957,114.358,6603749.0
2022-12-26,114.2203,115.263,113.8957,114.358,6603749.0
2022-12-27,114.5744,116.2746,113.935,115.6467,6661081.0
2022-12-28,115.6664,116.3156,113.0841,113.1087,5437801.0
2022-12-29,114.1908,116.1435,113.9153,115.4401,4588588.0
2022-12-30,114.663,115.3417,113.8858,115.1056,4355450.0
2022-12-31,114.663,115.3417,113.8858,115.1056,4355450.0
2023-01-01,114.663,115.3417,113.8858,115.1056,4355450.0
2023-01-02,114.663,115.3417,113.8858,115.1056,4355450.0
2023-01-03,116.6206,117.5453,115.5286,116.8173,8124770.0
2023-01-04,118.0076,120.2407,117.5846,119.2373,8550659.0
2023-01-05,118.3224,120.3489,118.1257,118.6569,6046737.0
2023-01-06,120.0144,123.3197,119.7882,122.5033,10080654.0
2023-01-07,120.0144,123.3197,119.7882,122.5033,10080654.0
2023-01-08,120.0144,123.3197,119.7882,122.5033,10080654.0
2023-01-09,122.9656,124.5494,122.5229,122.818,9397868.0
2023-01-10,123.1722,124.274,122.3459,123.7919,5899920.0
2023-01-11,124.2641,126.1676,123.9592,125.8578,6989184.0
2023-01-12,126.2611,126.3693,124.4018,125.8086,8366442.0
2023-01-13,124.5986,127.1268,124.5986,126.7529,4856475.0
2023-01-14,124.5986,127.1268,124.5986,126.7529,4856475.0
2023-01-15,124.5986,127.1268,124.5986,126.7529,4856475.0
2023-01-16,124.5986,127.1268,124.5986,126.7529,4856475.0
2023-01-17,125.9168,126.9497,125.7495,126.0545,6172170.0
2023-01-18,125.72,126.4925,123.9493,124.3723,6828808.0
2023-01-19,122.759,123.3984,121.5982,122.5033,5273493.0
2023-01-20,122.6508,124.5789,122.0212,124.5592,5673181.0
2023-01-21,122.6508,124.5789,122.0212,124.5592,5673181.0
2023-01-22,122.6508,124.5789,122.0212,124.5592,5673181.0
2023-01-23,124.8347,126.6497,124.4805,126.2021,5581559.0
2023-01-24,124.7461,125.9217,118.4897,124.7658,5486219.0
2023-01-25,123.8116,124.9429,122.7984,124.756,5933730.0
2023-01-26,126.3693,126.8907,123.9592,125.4544,5838801.0
2023-01-27,125.0019,126.4873,124.633,125.4544,5730012.0
2023-01-28,125.0019,126.4873,124.633,125.4544,5730012.0
2023-01-29,125.0019,126.4873,124.633,125.4544,5730012.0
2023-01-30,124.4412,125.4839,124.151,124.3133,6494692.0
2023-01-31,124.3625,125.7692,123.9592,125.2577,7687083.0
2023-02-01,125.8184,128.1007,124.1658,127.3924,6387919.0
2023-02-02,128.3269,129.1729,125.7791,126.9595,5214452.0
2023-02-03,124.7265,127.3137,124.3822,125.5331,4930209.0
2023-02-04,124.7265,127.3137,124.3822,125.5331,4930209.0
2023-02-05,124.7265,127.3137,124.3822,125.5331,4930209.0
2023-02-06,123.4771,124.0477,122.2967,123.6837,4666535.0
2023-02-07,121.9425,123.8805,121.2441,123.2902,5288935.0
2023-02-08,121.372,122.0803,119.8177,120.9096,5877807.0
2023-02-09,122.6803,122.9853,119.5226,120.1915,5928984.0
2023-02-10,119.5324,120.6391,118.5782,120.2407,5195451.0
2023-02-11,119.5324,120.6391,118.5782,120.2407,5195451.0
2023-02-12,119.5324,120.6391,118.5782,120.2407,5195451.0
2023-02-13,120.8211,123.6739,120.4669,123.1132,5689778.0
2023-02-14,121.9327,124.3035,121.7261,124.1461,4845860.0
2023-02-15,122.8672,125.4249,122.8672,125.4052,5689700.0
2023-02-16,123.3886,125.1396,122.0902,122.3557,4722184.0
2023-02-17,121.6966,122.8574,121.4261,122.8082,5161724.0
2023-02-18,121.6966,122.8574,121.4261,122.8082,5161724.0
2023-02-19,121.6966,122.8574,121.4261,122.8082,5161724.0
2023-02-20,121.6966,122.8574,121.4261,122.8082,5161724.0
2023-02-21,121.2736,121.9819,119.011,119.1291,5110256.0
2023-02-22,119.1291,119.4193,117.6904,117.9486,5021991.0
2023-02-23,118.7946,118.7946,116.6206,118.0076,4101920.0
2023-02-24,116.05,116.8075,115.4303,116.1189,4693002.0
2023-02-25,116.05,116.8075,115.4303,116.1189,4693002.0
2023-02-26,116.05,116.8075,115.4303,116.1189,4693002.0
2023-02-27,117.319,117.8699,116.3943,116.6009,4240017.0
2023-02-28,116.8075,118.4405,115.9271,116.8567,8414063.0
2023-03-01,116.0303,117.8404,115.9123,116.6501,4120488.0
2023-03-02,115.6369,118.0076,115.6369,117.6338,4443207.0
2023-03-03,118.5118,119.4095,117.4167,119.3109,3871822.0
2023-03-04,118.5118,119.4095,117.4167,119.3109,3871822.0
2023-03-05,118.5118,119.4095,117.4167,119.3109,3871822.0
2023-03-06,119.4983,120.3467,118.3392,118.5513,5183814.0
2023-03-07,118.5809,119.3898,117.6239,117.9791,5345746.0
2023-03-08,117.6634,118.423,117.1307,118.2454,4175226.0
2023-03-09,118.4625,120.2185,115.9666,116.2822,5635879.0
2023-03-10,117.2293,117.3872,115.0688,115.9074,5979635.0
2023-03-11,117.2293,117.3872,115.0688,115.9074,5979635.0
2023-03-12,117.2293,117.3872,115.0688,115.9074,5979635.0
2023-03-13,114.2599,116.6966,114.2303,115.2858,6038216.0
2023-03-14,117.397,117.8804,115.6509,117.397,6050822.0
2023-03-15,114.7531,117.0271,114.25,116.5782,6599249.0
2023-03-16,115.2858,119.1826,115.0393,119.0248,5661422.0
2023-03-17,119.5378,120.0902,117.0715,118.7683,12868912.0
2023-03-18,119.5378,120.0902,117.0715,118.7683,12868912.0
2023-03-19,119.5378,120.0902,117.0715,118.7683,12868912.0
2023-03-20,119.3602,121.0274,118.1961,119.5674,7594101.0
2023-03-21,121.8364,124.3619,121.3135,123.918,15078777.0
2023-03-22,121.9942,123.5727,117.7226,117.8903,17625504.0
2023-03-23,118.8472,121.6095,117.8558,119.3405,7628073.0
2023-03-24,118.6104,119.3701,117.7078,119.084,6163391.0
2023-03-25,118.6104,119.3701,117.7078,119.084,6163391.0
2023-03-26,118.6104,119.3701,117.7078,119.084,6163391.0
2023-03-27,119.3898,119.4391,116.0257,116.223,6564242.0
2023-03-28,116.3612,116.8446,115.276,116.2822,4461446.0
2023-03-29,117.0419,118.9459,116.8939,118.8669,5644018.0
2023-03-30,119.3997,119.8042,117.7275,118.4822,4578912.0
2023-03-31,119.2912,121.057,118.9755,120.988,5659422.0
2023-04-01,119.2912,121.057,118.9755,120.988,5659422.0
2023-04-02,119.2912,121.057,118.9755,120.988,5659422.0
2023-04-03,120.8499,121.1952,119.1925,120.0311,4838399.0
2023-04-04,119.745,122.2754,119.7252,122.0238,5895258.0
2023-04-05,121.3431,121.6687,118.936,119.2714,4331407.0
2023-04-06,117.9001,118.8669,116.2625,118.6006,4256901.0
2023-04-07,117.9001,118.8669,116.2625,118.6006,4256901.0
2023-04-08,117.9001,118.8669,116.2625,118.6006,4256901.0
2023-04-09,117.9001,118.8669,116.2625,118.6006,4256901.0
2023-04-10,117.693,120.2678,117.5253,120.2678,3731236.0
2023-04-11,120.3961,122.4086,120.3961,121.6391,4470956.0
2023-04-12,123.0794,123.1805,121.5612,121.9942,4525132.0
2023-04-13,122.961,124.9651,122.7835,124.7269,5355297.0
2023-04-14,125.2893,125.7727,123.7996,124.2534,4828882.0
2023-04-15,125.2893,125.7727,123.7996,124.2534,4828882.0
2023-04-16,125.2893,125.7727,123.7996,124.2534,4828882.0
2023-04-17,124.3323,124.7763,123.4444,124.4902,3917912.0
2023-04-18,125.5162,125.5655,123.331,124.5099,3857914.0
2023-04-19,124.3027,124.3767,123.2373,123.9772,3547598.0
2023-04-20,123.1189,123.6628,122.0421,122.7736,3891706.0
2023-04-21,122.7243,123.987,121.9548,123.8391,3651389.0
2023-04-22,122.7243,123.987,121.9548,123.8391,3651389.0
2023-04-23,122.7243,123.987,121.9548,123.8391,3651389.0
2023-04-24,123.8193,125.4175,123.4592,125.378,3790923.0
2023-04-25,124.8256,125.0624,122.379,122.9808,4383342.0
2023-04-26,122.5368,123.2965,121.6292,122.1718,4003190.0
2023-04-27,122.7637,124.3126,121.4813,124.0068,4252135.0
2023-04-28,123.4642,125.3583,123.2767,125.013,4421419.0
2023-04-29,123.4642,125.3583,123.2767,125.013,4421419.0
2023-04-30,123.4642,125.3583,123.2767,125.013,4421419.0
2023-05-01,125.2103,126.9466,125.1511,126.1969,4112782.0
2023-05-02,125.4372,125.8614,123.479,125.5458,3831644.0
2023-05-03,123.7996,126.6507,122.0041,125.0328,4560081.0
2023-05-04,123.257,123.4987,121.1656,122.0041,6177127.0
2023-05-05,124.2337,125.3172,123.5332,124.8848,4887759.0
2023-05-06,124.2337,125.3172,123.5332,124.8848,4887759.0
2023-05-07,124.2337,125.3172,123.5332,124.8848,4887759.0
2023-05-08,125.5458,125.97,124.2781,125.1709,3892645.0
2023-05-09,123.5826,123.9673,122.4974,123.4148,4082170.0
2023-05-10,124.5888,124.7516,120.5243,121.8463,5052636.0
2023-05-11,121.7871,122.1916,120.258,120.5736,5923069.0
2023-05-12,119.3602,119.5627,117.4266,118.5907,6574233.0
2023-05-13,119.3602,119.5627,117.4266,118.5907,6574233.0
2023-05-14,119.3602,119.5627,117.4266,118.5907,6574233.0
2023-05-15,118.206,118.3737,116.4154,118.2158,5518188.0
2023-05-16,115.9172,116.2519,114.5558,114.911,8307929.0
2023-05-17,114.8123,115.5522,113.6975,115.4042,7765386.0
2023-05-18,115.8482,117.5401,115.276,117.2688,5970500.0
2023-05-19,113.0168,113.9343,111.5765,113.2141,11674272.0
2023-05-20,113.0168,113.9343,111.5765,113.2141,11674272.0
2023-05-21,113.0168,113.9343,111.5765,113.2141,11674272.0
2023-05-22,111.3299,111.3299,108.538,108.6958,12710292.0
2023-05-23,108.2914,109.564,106.7298,107.3147,11790409.0
2023-05-24,107.5317,107.6304,105.7575,106.8313,8503192.0
2023-05-25,106.8905,107.5029,105.973,106.0322,6729847.0
2023-05-26,105.5587,106.9891,105.5587,106.0618,7911202.0
2023-05-27,105.5587,106.9891,105.5587,106.0618,7911202.0
2023-05-28,105.5587,106.9891,105.5587,106.0618,7911202.0
2023-05-29,105.5587,106.9891,105.5587,106.0618,7911202.0
2023-05-30,106.9398,107.4133,104.8362,105.0851,9335188.0
2023-05-31,104.2762,104.7398,103.4179,103.8421,21465163.0
2023-06-01,102.7766,103.191,101.5139,102.2341,12025210.0
2023-06-02,106.5297,107.3116,105.045,106.6782,11838228.0
2023-06-03,106.5297,107.3116,105.045,106.6782,11838228.0
2023-06-04,106.5297,107.3116,105.045,106.6782,11838228.0
2023-06-05,106.7771,106.7771,104.1047,104.1245,7983943.0
2023-06-06,104.4116,105.6587,104.1245,105.1044,7896257.0
2023-06-07,104.956,107.1335,104.3423,105.9952,11123903.0
2023-06-08,106.0645,106.4208,104.5897,105.1143,9139448.0
2023-06-09,104.8273,105.1935,104.273,104.7778,5796002.0
2023-06-10,104.8273,105.1935,104.273,104.7778,5796002.0
2023-06-11,104.8273,105.1935,104.273,104.7778,5796002.0
2023-06-12,105.2034,105.7577,103.5307,105.7379,7965771.0
2023-06-13,106.0447,106.3765,105.2069,105.6884,8460508.0
2023-06-14,106.3812,112.2407,106.3812,111.7062,17415459.0
2023-06-15,110.6868,111.6617,109.0289,111.2608,10374195.0
2023-06-16,112.8346,113.5868,111.9042,112.4288,14445506.0
2023-06-17,112.8346,113.5868,111.9042,112.4288,14445506.0
2023-06-18,112.8346,113.5868,111.9042,112.4288,14445506.0
2023-06-19,112.8346,113.5868,111.9042,112.4288,14445506.0
2023-06-20,110.2711,111.6617,107.8461,108.4202,10606880.0
2023-06-21,108.0144,109.2318,107.5987,108.8557,8377812.0
2023-06-22,109.6871,110.1127,108.6577,109.3308,6003494.0
2023-06-23,106.6485,109.1625,106.2031,108.4004,14329235.0
2023-06-24,106.6485,109.1625,106.2031,108.4004,14329235.0
2023-06-25,106.6485,109.1625,106.2031,108.4004,14329235.0
2023-06-26,108.5488,111.0629,108.5488,110.5977,6887058.0
2023-06-27,111.3796,113.0127,111.2806,112.4486,7138587.0
2023-06-28,112.1813,112.5822,110.9738,111.8745,6765974.0
2023-06-29,112.4387,113.1018,111.4588,112.211,12465528.0
2023-06-30,110.4492,111.1025,108.6765,109.2417,19629590.0
2023-07-01,110.4492,111.1025,108.6765,109.2417,19629590.0
2023-07-02,110.4492,111.1025,108.6765,109.2417,19629590.0
2023-07-03,109.9246,110.1622,107.9946,107.9946,5734199.0
