,FHI US Equity,FHI US Equity,FHI US Equity,FHI US Equity,FHI US Equity
2020-03-12,16.106,16.4027,14.8233,15.0398,1232607.0
2020-03-13,16.082,16.2584,14.6269,16.2183,1287169.0
2020-03-14,16.082,16.2584,14.6269,16.2183,1287169.0
2020-03-15,16.082,16.2584,14.6269,16.2183,1287169.0
2020-03-16,13.6929,14.8394,13.6448,14.2702,1840047.0
2020-03-17,14.6069,15.0398,13.2922,14.6069,1741796.0
2020-03-18,13.3322,14.2902,11.833,12.8672,1660428.0
2020-03-19,12.4583,15.2162,12.322,14.8394,986795.0
2020-03-20,14.663,14.9797,12.6908,12.7469,1392380.0
2020-03-21,14.663,14.9797,12.6908,12.7469,1392380.0
2020-03-22,14.663,14.9797,12.6908,12.7469,1392380.0
2020-03-23,12.6187,12.7469,10.4701,10.4781,1180785.0
2020-03-24,11.1676,12.2499,10.9431,11.9773,1072838.0
2020-03-25,12.0334,13.9014,11.9533,12.8672,1113103.0
2020-03-26,13.3883,15.152,13.0516,15.152,1057261.0
2020-03-27,14.4706,15.136,14.0569,14.5427,1509503.0
2020-03-28,14.4706,15.136,14.0569,14.5427,1509503.0
2020-03-29,14.4706,15.136,14.0569,14.5427,1509503.0
2020-03-30,14.6951,15.609,14.3343,15.4567,802458.0
2020-03-31,15.2562,15.9056,14.671,15.2723,1150937.0
2020-04-01,14.3263,14.8474,13.7571,14.2621,829977.0
2020-04-02,14.0216,15.1841,14.0216,14.9596,785702.0
2020-04-03,14.7111,15.0879,13.7972,14.182,977151.0
2020-04-04,14.7111,15.0879,13.7972,14.182,977151.0
2020-04-05,14.7111,15.0879,13.7972,14.182,977151.0
2020-04-06,15.12,15.4647,14.5748,15.2963,813486.0
2020-04-07,16.2343,16.4909,15.5689,15.7052,978982.0
2020-04-08,15.8736,16.4989,15.4406,15.9537,969168.0
2020-04-09,16.7554,17.4128,16.5149,17.1082,937625.0
2020-04-10,16.7554,17.4128,16.5149,17.1082,937625.0
2020-04-11,16.7554,17.4128,16.5149,17.1082,937625.0
2020-04-12,16.7554,17.4128,16.5149,17.1082,937625.0
2020-04-13,16.8677,17.0721,15.9698,16.2183,492859.0
2020-04-14,16.8276,16.8356,15.7292,16.2022,844555.0
2020-04-15,15.633,15.9537,15.096,15.7533,603627.0
2020-04-16,15.7854,15.8509,15.2562,15.8094,578071.0
2020-04-17,16.5149,17.0841,16.098,16.8596,511243.0
2020-04-18,16.5149,17.0841,16.098,16.8596,511243.0
2020-04-19,16.5149,17.0841,16.098,16.8596,511243.0
2020-04-20,16.3225,16.9318,16.0419,16.563,398253.0
2020-04-21,15.9537,16.4909,15.633,16.1141,620319.0
2020-04-22,16.5309,16.7795,16.0579,16.6512,368060.0
2020-04-23,16.555,17.044,16.2263,16.3706,575542.0
2020-04-24,16.579,16.7995,16.3065,16.6432,510692.0
2020-04-25,16.579,16.7995,16.3065,16.6432,510692.0
2020-04-26,16.579,16.7995,16.3065,16.6432,510692.0
2020-04-27,17.012,18.1664,17.012,17.998,514777.0
2020-04-28,18.6715,19.0242,17.9499,18.1183,629954.0
2020-04-29,19.0322,19.2727,18.2947,18.3187,1064184.0
2020-04-30,17.7255,18.3508,17.493,18.2546,685955.0
2020-05-01,17.1563,17.7335,16.0419,17.1482,852494.0
2020-05-02,17.1563,17.7335,16.0419,17.1482,852494.0
2020-05-03,17.1563,17.7335,16.0419,17.1482,852494.0
2020-05-04,16.8516,18.2706,16.6672,18.2065,734461.0
2020-05-05,18.2225,18.5913,17.5571,17.6934,633672.0
2020-05-06,18.7516,18.7516,17.5331,17.7656,767067.0
2020-05-07,18.0461,18.3187,17.6293,17.6934,588529.0
2020-05-08,18.1804,18.3427,17.7908,17.9207,723163.0
2020-05-09,18.1804,18.3427,17.7908,17.9207,723163.0
2020-05-10,18.1804,18.3427,17.7908,17.9207,723163.0
2020-05-11,17.5879,18.4644,17.4174,18.2047,825965.0
2020-05-12,18.2372,18.3833,16.7357,16.7763,865542.0
2020-05-13,16.5734,17.109,16.2649,17.0685,1187239.0
2020-05-14,16.5896,17.0603,16.2812,16.9954,650992.0
2020-05-15,16.76,16.76,16.2406,16.3948,763010.0
2020-05-16,16.76,16.76,16.2406,16.3948,763010.0
2020-05-17,16.76,16.76,16.2406,16.3948,763010.0
2020-05-18,17.1902,17.6691,16.9629,17.4824,844317.0
2020-05-19,17.4174,17.7796,17.1171,17.1334,436510.0
2020-05-20,17.5392,18.1804,17.4256,18.1479,976775.0
2020-05-21,17.9775,18.2859,17.7421,17.8557,742678.0
2020-05-22,17.8882,17.8882,17.3119,17.6447,463045.0
2020-05-23,17.8882,17.8882,17.3119,17.6447,463045.0
2020-05-24,17.8882,17.8882,17.3119,17.6447,463045.0
2020-05-25,17.8882,17.8882,17.3119,17.6447,463045.0
2020-05-26,18.4969,19.3166,18.2291,19.1219,530293.0
2020-05-27,19.8767,19.9741,19.0529,19.6088,593901.0
2020-05-28,19.9091,19.9091,18.7323,18.8784,445587.0
2020-05-29,18.5862,18.6187,17.8638,17.9694,884473.0
2020-05-30,18.5862,18.6187,17.8638,17.9694,884473.0
2020-05-31,18.5862,18.6187,17.8638,17.9694,884473.0
2020-06-01,18.221,18.8134,18.0586,18.5537,685260.0
2020-06-02,18.9027,18.9027,18.3752,18.8134,470610.0
2020-06-03,19.3816,20.3961,19.0245,20.2744,776665.0
2020-06-04,19.8686,20.2906,19.8361,20.2338,641256.0
2020-06-05,21.3214,21.7353,20.948,21.1103,711986.0
2020-06-06,21.3214,21.7353,20.948,21.1103,711986.0
2020-06-07,21.3214,21.7353,20.948,21.1103,711986.0
2020-06-08,21.7272,21.7272,21.0129,21.4675,1003923.0
2020-06-09,20.8344,21.1996,20.461,20.7613,700541.0
2020-06-10,20.599,21.1672,20.1283,20.1445,842011.0
2020-06-11,18.992,19.7062,18.2697,18.3184,1010469.0
2020-06-12,19.2842,19.414,18.2778,18.992,676227.0
2020-06-13,19.2842,19.414,18.2778,18.992,676227.0
2020-06-14,19.2842,19.414,18.2778,18.992,676227.0
2020-06-15,17.9612,19.341,17.9612,19.1462,572039.0
2020-06-16,20.177,20.1851,19.1381,19.6494,529140.0
2020-06-17,19.6981,19.901,19.4303,19.4465,484612.0
2020-06-18,19.0813,19.6251,19.0813,19.3166,454789.0
2020-06-19,19.5845,19.6413,18.716,19.3897,1494415.0
2020-06-20,19.5845,19.6413,18.716,19.3897,1494415.0
2020-06-21,19.5845,19.6413,18.716,19.3897,1494415.0
2020-06-22,19.1462,19.5155,18.7323,19.3004,566879.0
2020-06-23,19.7549,19.8036,19.2517,19.3653,396308.0
2020-06-24,18.9433,19.065,18.2615,18.4807,580336.0
2020-06-25,18.2697,19.1503,18.2291,19.0245,667418.0
2020-06-26,18.6105,18.8134,17.8679,17.9856,2130576.0
2020-06-27,18.6105,18.8134,17.8679,17.9856,2130576.0
2020-06-28,18.6105,18.8134,17.8679,17.9856,2130576.0
2020-06-29,18.2859,19.0245,18.1317,18.8865,685483.0
2020-06-30,18.6917,19.5926,18.6917,19.2355,898687.0
2020-07-01,19.2842,19.3897,18.6187,18.6592,425247.0
2020-07-02,19.1543,19.3369,18.7891,18.9108,401755.0
2020-07-03,19.1543,19.3369,18.7891,18.9108,401755.0
2020-07-04,19.1543,19.3369,18.7891,18.9108,401755.0
2020-07-05,19.1543,19.3369,18.7891,18.9108,401755.0
2020-07-06,19.3978,19.6494,19.1462,19.3166,396493.0
2020-07-07,19.0163,19.2111,18.4442,18.5537,581545.0
2020-07-08,18.643,18.9271,18.3995,18.5213,634077.0
2020-07-09,18.3833,18.6267,17.4012,17.4824,657699.0
2020-07-10,17.5717,17.9694,17.454,17.9531,943187.0
2020-07-11,17.5717,17.9694,17.454,17.9531,943187.0
2020-07-12,17.5717,17.9694,17.454,17.9531,943187.0
2020-07-13,18.1154,18.1154,17.5311,17.6853,771664.0
2020-07-14,17.7259,18.1723,17.3769,18.1398,969950.0
2020-07-15,18.7566,18.8865,18.3752,18.6836,661502.0
2020-07-16,18.4563,18.6105,18.156,18.4157,402992.0
2020-07-17,18.4563,18.5618,18.1885,18.4239,451653.0
2020-07-18,18.4563,18.5618,18.1885,18.4239,451653.0
2020-07-19,18.4563,18.5618,18.1885,18.4239,451653.0
2020-07-20,18.2047,18.3184,17.9125,18.1479,485437.0
2020-07-21,18.4401,19.0732,18.2534,19.0407,805994.0
2020-07-22,18.8865,19.3085,18.8053,19.3004,856110.0
2020-07-23,19.0975,19.7062,19.0975,19.1706,671642.0
2020-07-24,19.2598,19.69,18.9839,19.0894,493009.0
2020-07-25,19.2598,19.69,18.9839,19.0894,493009.0
2020-07-26,19.2598,19.69,18.9839,19.0894,493009.0
2020-07-27,18.8784,19.6303,18.8621,19.4952,630300.0
2020-07-28,19.3004,19.552,18.6917,19.3004,749435.0
2020-07-29,19.479,20.2013,19.479,20.0309,515167.0
2020-07-30,19.5683,20.2338,19.199,19.9254,870790.0
2020-07-31,19.9822,21.4188,19.479,21.3944,1194362.0
2020-08-01,19.9822,21.4188,19.479,21.3944,1194362.0
2020-08-02,19.9822,21.4188,19.479,21.3944,1194362.0
2020-08-03,21.6054,21.7921,21.1022,21.3538,834487.0
2020-08-04,21.3944,21.3944,20.6558,20.7208,710035.0
2020-08-05,20.8019,21.1915,20.5584,21.0698,436040.0
2020-08-06,20.9467,21.2543,20.8278,20.9303,540774.0
2020-08-07,20.7171,21.6849,20.5449,21.6849,414624.0
2020-08-08,20.7171,21.6849,20.5449,21.6849,414624.0
2020-08-09,20.7171,21.6849,20.5449,21.6849,414624.0
2020-08-10,21.7587,21.9965,21.5126,21.6439,417059.0
2020-08-11,22.136,22.3902,21.7505,21.7915,648660.0
2020-08-12,22.382,22.6363,21.8694,22.177,585554.0
2020-08-13,21.8489,22.2098,21.5455,21.6275,649812.0
2020-08-14,21.3486,21.6849,21.201,21.3732,743863.0
2020-08-15,21.3486,21.6849,21.201,21.3732,743863.0
2020-08-16,21.3486,21.6849,21.201,21.3732,743863.0
2020-08-17,21.2748,21.3814,21.037,21.2584,351592.0
2020-08-18,21.1682,21.3978,20.8647,20.9467,686305.0
2020-08-19,21.0452,21.2912,20.9221,20.9795,423197.0
2020-08-20,20.5859,20.8606,20.43,20.43,446419.0
2020-08-21,20.2578,20.5695,20.1594,20.3644,436906.0
2020-08-22,20.2578,20.5695,20.1594,20.3644,436906.0
2020-08-23,20.2578,20.5695,20.1594,20.3644,436906.0
2020-08-24,20.6433,20.8647,20.4136,20.7499,442172.0
2020-08-25,21.037,21.037,20.3398,20.3972,492885.0
2020-08-26,20.4875,20.4875,19.8477,19.8805,345247.0
2020-08-27,19.9626,20.4464,19.8887,20.3644,530661.0
2020-08-28,20.5941,20.6269,20.0282,20.1348,403780.0
2020-08-29,20.5941,20.6269,20.0282,20.1348,403780.0
2020-08-30,20.5941,20.6269,20.0282,20.1348,403780.0
2020-08-31,20.143,20.143,19.6099,19.6099,557312.0
2020-09-01,19.4623,19.8641,19.2982,19.7903,529481.0
2020-09-02,19.7657,20.2414,19.6509,20.1266,642099.0
2020-09-03,20.2414,20.4875,19.4787,19.5115,454421.0
2020-09-04,19.9462,20.0282,18.9825,19.2736,529671.0
2020-09-05,19.9462,20.0282,18.9825,19.2736,529671.0
2020-09-06,19.9462,20.0282,18.9825,19.2736,529671.0
2020-09-07,19.9462,20.0282,18.9825,19.2736,529671.0
2020-09-08,19.0522,19.0522,18.4617,18.6995,713260.0
2020-09-09,18.8143,19.044,18.4863,18.9374,495926.0
2020-09-10,18.9866,19.1178,18.2484,18.273,552972.0
2020-09-11,18.2894,18.6831,18.1992,18.4371,424850.0
2020-09-12,18.2894,18.6831,18.1992,18.4371,424850.0
2020-09-13,18.2894,18.6831,18.1992,18.4371,424850.0
2020-09-14,18.6175,18.9456,18.5601,18.7979,442487.0
2020-09-15,18.8964,18.9292,18.4207,18.4945,372326.0
2020-09-16,18.5765,19.1137,18.5519,18.8143,607465.0
2020-09-17,18.5355,18.6662,18.2074,18.4207,699533.0
2020-09-18,18.6011,18.962,18.3879,18.4207,1441167.0
2020-09-19,18.6011,18.962,18.3879,18.4207,1441167.0
2020-09-20,18.6011,18.962,18.3879,18.4207,1441167.0
2020-09-21,17.9614,18.0598,17.2642,17.3791,645256.0
2020-09-22,17.5021,17.7891,17.0346,17.3299,642805.0
2020-09-23,17.3873,17.6825,16.969,16.9772,637715.0
2020-09-24,17.0838,17.3955,16.6901,16.969,565744.0
2020-09-25,16.7476,17.1002,16.6819,17.0756,784844.0
2020-09-26,16.7476,17.1002,16.6819,17.0756,784844.0
2020-09-27,16.7476,17.1002,16.6819,17.0756,784844.0
2020-09-28,17.3873,17.9532,17.3873,17.8876,515671.0
2020-09-29,17.7973,17.9532,17.2807,17.4857,479889.0
2020-09-30,17.4775,17.8958,17.4447,17.6415,528872.0
2020-10-01,17.6333,17.8712,17.2807,17.4529,568880.0
2020-10-02,17.2314,18.1582,17.2232,17.9942,612734.0
2020-10-03,17.2314,18.1582,17.2232,17.9942,612734.0
2020-10-04,17.2314,18.1582,17.2232,17.9942,612734.0
2020-10-05,18.2566,18.6585,18.1521,18.4863,681247.0
2020-10-06,18.7323,18.7405,18.0516,18.0926,631981.0
2020-10-07,18.2074,18.8307,18.2074,18.6421,511552.0
2020-10-08,19.126,20.3398,19.0686,20.184,1083516.0
2020-10-09,20.2578,21.078,20.2578,20.9467,1109756.0
2020-10-10,20.2578,21.078,20.2578,20.9467,1109756.0
2020-10-11,20.2578,21.078,20.2578,20.9467,1109756.0
2020-10-12,21.1026,21.6357,20.9877,21.4224,895283.0
2020-10-13,21.1354,21.7915,21.078,21.5126,926492.0
2020-10-14,21.5865,22.0047,21.3568,21.406,492948.0
2020-10-15,21.16,22.0293,21.0211,22.0129,632609.0
2020-10-16,21.4798,22.259,21.4306,21.7915,947348.0
2020-10-17,21.4798,22.259,21.4306,21.7915,947348.0
2020-10-18,21.4798,22.259,21.4306,21.7915,947348.0
2020-10-19,22.0786,22.2918,21.0698,21.0862,575515.0
2020-10-20,21.324,21.4798,20.9385,20.9877,479600.0
2020-10-21,20.8975,21.0124,20.4711,20.5695,797370.0
2020-10-22,20.7253,20.7745,20.225,20.3562,855798.0
2020-10-23,20.5039,20.8401,20.3808,20.4382,621446.0
2020-10-24,20.5039,20.8401,20.3808,20.4382,621446.0
2020-10-25,20.5039,20.8401,20.3808,20.4382,621446.0
2020-10-26,20.0446,20.1594,19.6427,19.9051,515638.0
2020-10-27,19.8887,19.9954,19.2613,19.3064,502012.0
2020-10-28,18.7897,19.0153,18.3961,18.6011,743300.0
2020-10-29,18.3387,18.9292,17.904,18.6503,916320.0
2020-10-30,19.4213,19.8723,18.8718,19.6017,773887.0
2020-10-31,19.4213,19.8723,18.8718,19.6017,773887.0
2020-11-01,19.4213,19.8723,18.8718,19.6017,773887.0
2020-11-02,19.9462,20.0774,19.3269,20.0446,653599.0
2020-11-03,20.389,20.8237,20.1758,20.6679,698543.0
2020-11-04,20.0118,20.7745,19.8067,20.5941,669522.0
2020-11-05,20.8792,21.1642,20.5768,20.9137,720554.0
2020-11-06,21.0692,21.1815,20.7669,20.7755,555221.0
2020-11-07,21.0692,21.1815,20.7669,20.7755,555221.0
2020-11-08,21.0692,21.1815,20.7669,20.7755,555221.0
2020-11-09,22.2268,23.7385,22.2008,22.5982,856263.0
2020-11-10,22.8833,23.2893,22.7105,23.0992,653081.0
2020-11-11,23.3584,23.4621,22.7192,22.961,629821.0
2020-11-12,22.65,23.0906,22.4038,22.7192,972516.0
2020-11-13,23.0042,23.8508,23.0042,23.8076,563028.0
2020-11-14,23.0042,23.8508,23.0042,23.8076,563028.0
2020-11-15,23.0042,23.8508,23.0042,23.8076,563028.0
2020-11-16,24.1877,24.6023,23.8162,24.3345,710389.0
2020-11-17,23.8853,24.5419,23.4793,24.5419,748980.0
2020-11-18,24.5246,24.7665,23.8594,23.8594,621960.0
2020-11-19,23.7299,23.799,23.0129,23.2288,552710.0
2020-11-20,23.0561,23.1079,22.5464,22.8574,632876.0
2020-11-21,23.0561,23.1079,22.5464,22.8574,632876.0
2020-11-22,23.0561,23.1079,22.5464,22.8574,632876.0
2020-11-23,23.2461,23.8465,23.1597,23.7471,506431.0
2020-11-24,24.1704,24.8615,23.8853,24.7578,826534.0
2020-11-25,24.611,24.6973,23.9976,24.1877,527918.0
2020-11-26,24.611,24.6973,23.9976,24.1877,527918.0
2020-11-27,24.2309,24.2309,23.8162,24.0063,264949.0
2020-11-28,24.2309,24.2309,23.8162,24.0063,264949.0
2020-11-29,24.2309,24.2309,23.8162,24.0063,264949.0
2020-11-30,23.7558,23.9976,23.1684,23.1856,617831.0
2020-12-01,23.6607,23.7126,23.3066,23.367,707430.0
2020-12-02,23.3757,23.6953,23.2461,23.5398,807963.0
2020-12-03,24.0668,25.5267,24.0322,25.3107,1007601.0
2020-12-04,25.3107,25.4921,24.8529,25.2934,572161.0
2020-12-05,25.3107,25.4921,24.8529,25.2934,572161.0
2020-12-06,25.3107,25.4921,24.8529,25.2934,572161.0
2020-12-07,25.112,25.2761,24.8529,25.1984,461621.0
2020-12-08,25.2934,26.0795,25.0947,25.9499,773249.0
2020-12-09,25.9413,26.0709,25.4144,25.6217,721810.0
2020-12-10,25.4921,25.5698,25.0602,25.5439,442590.0
2020-12-11,25.0947,25.6908,25.0688,25.5612,563036.0
2020-12-12,25.0947,25.6908,25.0688,25.5612,563036.0
2020-12-13,25.0947,25.6908,25.0688,25.5612,563036.0
2020-12-14,25.7858,25.7858,24.7492,24.7492,579760.0
2020-12-15,25.0861,25.3193,24.9781,25.2589,604617.0
2020-12-16,25.5267,25.5267,25.0775,25.1638,637257.0
2020-12-17,25.2329,25.3712,25.017,25.3452,543896.0
2020-12-18,25.3539,25.5826,25.1293,25.2761,2197867.0
2020-12-19,25.3539,25.5826,25.1293,25.2761,2197867.0
2020-12-20,25.3539,25.5826,25.1293,25.2761,2197867.0
2020-12-21,24.9824,25.2157,24.5591,24.9652,746248.0
2020-12-22,25.0515,25.0602,24.6628,24.8529,429920.0
2020-12-23,24.9565,24.9565,24.4209,24.5591,779071.0
2020-12-24,24.7233,24.8097,24.4037,24.6455,274813.0
2020-12-25,24.7233,24.8097,24.4037,24.6455,274813.0
2020-12-26,24.7233,24.8097,24.4037,24.6455,274813.0
2020-12-27,24.7233,24.8097,24.4037,24.6455,274813.0
2020-12-28,24.8356,25.0343,24.5332,24.5764,369984.0
2020-12-29,24.6542,24.6887,24.1877,24.3086,467491.0
2020-12-30,24.1531,24.8615,24.1531,24.5073,386521.0
2020-12-31,24.5678,25.0602,24.4037,24.9565,565889.0
2021-01-01,24.5678,25.0602,24.4037,24.9565,565889.0
2021-01-02,24.5678,25.0602,24.4037,24.9565,565889.0
2021-01-03,24.5678,25.0602,24.4037,24.9565,565889.0
2021-01-04,24.9997,25.3107,24.1186,24.2222,527423.0
2021-01-05,24.1963,24.7319,24.1618,24.5678,456182.0
2021-01-06,25.1811,26.3559,24.9479,26.019,1133825.0
2021-01-07,26.1313,26.546,26.0622,26.3473,343876.0
2021-01-08,26.5978,26.6497,25.7253,26.1918,320310.0
2021-01-09,26.5978,26.6497,25.7253,26.1918,320310.0
2021-01-10,26.5978,26.6497,25.7253,26.1918,320310.0
2021-01-11,25.9327,26.3128,25.8636,26.1054,410592.0
2021-01-12,26.4251,26.9174,26.33,26.3819,530321.0
2021-01-13,26.451,26.546,26.0018,26.3473,485356.0
2021-01-14,26.5028,27.0902,26.1918,26.8915,398503.0
2021-01-15,26.3559,26.8138,26.0536,26.5546,401594.0
2021-01-16,26.3559,26.8138,26.0536,26.5546,401594.0
2021-01-17,26.3559,26.8138,26.0536,26.5546,401594.0
2021-01-18,26.3559,26.8138,26.0536,26.5546,401594.0
2021-01-19,26.8224,26.8224,26.2868,26.6842,366388.0
2021-01-20,26.7274,26.9952,26.3646,26.6324,488497.0
2021-01-21,26.6324,26.7274,26.0363,26.045,372730.0
2021-01-22,25.7772,26.1486,25.6303,25.8722,393688.0
2021-01-23,25.7772,26.1486,25.6303,25.8722,393688.0
2021-01-24,25.7772,26.1486,25.6303,25.8722,393688.0
2021-01-25,25.6044,26.0882,25.2761,25.6217,496913.0
2021-01-26,25.734,25.9154,25.3539,25.6476,532529.0
2021-01-27,25.7167,25.9067,24.5591,24.7319,1390145.0
2021-01-28,25.0343,25.9154,24.801,25.3107,1080737.0
2021-01-29,24.8701,25.2354,23.1338,23.3238,1141402.0
2021-01-30,24.8701,25.2354,23.1338,23.3238,1141402.0
2021-01-31,24.8701,25.2354,23.1338,23.3238,1141402.0
2021-02-01,23.4966,23.8076,22.7796,23.773,823789.0
2021-02-02,24.0495,24.1791,23.4016,23.5312,839380.0
2021-02-03,23.4275,24.1618,23.3498,23.9717,734757.0
2021-02-04,23.9019,24.8179,23.7798,24.5126,770427.0
2021-02-05,24.6347,24.9226,24.3425,24.7656,578884.0
2021-02-06,24.6347,24.9226,24.3425,24.7656,578884.0
2021-02-07,24.6347,24.9226,24.3425,24.7656,578884.0
2021-02-08,24.9139,25.603,24.6173,25.603,577942.0
2021-02-09,25.4809,25.6466,25.0796,25.3413,576222.0
2021-02-10,25.507,25.5921,24.7656,25.0098,669431.0
2021-02-11,25.0098,25.1712,24.2334,24.5736,554895.0
2021-02-12,24.4428,24.8179,24.3817,24.5736,551944.0
2021-02-13,24.4428,24.8179,24.3817,24.5736,551944.0
2021-02-14,24.4428,24.8179,24.3817,24.5736,551944.0
2021-02-15,24.4428,24.8179,24.3817,24.5736,551944.0
2021-02-16,24.7656,25.1232,24.5475,24.94,533203.0
2021-02-17,24.7481,24.7481,24.0328,24.5388,829522.0
2021-02-18,24.4079,24.4646,23.7013,23.7188,805688.0
2021-02-19,23.8322,24.3992,23.5966,24.0764,556884.0
2021-02-20,23.8322,24.3992,23.5966,24.0764,556884.0
2021-02-21,23.8322,24.3992,23.5966,24.0764,556884.0
2021-02-22,24.0677,24.1942,23.5966,23.9281,522587.0
2021-02-23,23.7537,23.9368,23.1839,23.5356,696555.0
2021-02-24,23.7013,24.7481,23.4571,24.6173,614915.0
2021-02-25,24.7481,24.9662,23.8671,24.0154,689978.0
2021-02-26,24.0851,24.0939,23.2913,23.3088,985198.0
2021-02-27,24.0851,24.0939,23.2913,23.3088,985198.0
2021-02-28,24.0851,24.0939,23.2913,23.3088,985198.0
2021-03-01,23.9979,25.2366,23.7275,25.0622,798246.0
2021-03-02,25.0796,25.0796,24.469,24.5039,518022.0
2021-03-03,24.6958,25.5419,24.626,25.1319,683122.0
2021-03-04,25.1581,25.4896,24.5649,24.9924,827012.0
2021-03-05,25.6117,26.218,25.0098,26.1613,842366.0
2021-03-06,25.6117,26.218,25.0098,26.1613,842366.0
2021-03-07,25.6117,26.218,25.0098,26.1613,842366.0
2021-03-08,26.5102,26.5626,25.9432,26.0828,762706.0
2021-03-09,26.3009,26.3619,25.7338,26.1787,510674.0
2021-03-10,26.2224,27.4785,26.1177,27.3477,827180.0
2021-03-11,27.304,27.3695,26.7196,26.9464,468384.0
2021-03-12,27.1558,27.3826,26.9289,27.1732,805486.0
2021-03-13,27.1558,27.3826,26.9289,27.1732,805486.0
2021-03-14,27.1558,27.3826,26.9289,27.1732,805486.0
2021-03-15,27.1645,27.4349,26.6934,27.4175,493236.0
2021-03-16,27.3302,27.4436,26.6585,26.8504,407049.0
2021-03-17,26.8941,27.1121,26.5713,26.8155,728797.0
2021-03-18,27.0249,27.1034,26.17,26.2224,611784.0
2021-03-19,26.2921,26.7283,25.8996,26.4404,1867047.0
2021-03-20,26.2921,26.7283,25.8996,26.4404,1867047.0
2021-03-21,26.2921,26.7283,25.8996,26.4404,1867047.0
2021-03-22,26.2572,26.7109,26.0828,26.5626,498095.0
2021-03-23,26.266,26.4753,25.4896,25.5856,665190.0
2021-03-24,25.8036,26.3358,25.6379,25.6379,419252.0
2021-03-25,25.5158,26.1526,25.1407,26.0043,743532.0
2021-03-26,26.17,26.9028,26.0653,26.8766,589458.0
2021-03-27,26.17,26.9028,26.0653,26.8766,589458.0
2021-03-28,26.17,26.9028,26.0653,26.8766,589458.0
2021-03-29,26.5451,27.4785,26.5015,27.0947,711238.0
2021-03-30,27.1209,27.6486,27.1034,27.4698,671262.0
2021-03-31,27.3651,27.7838,27.0511,27.304,1032726.0
2021-04-01,27.4087,27.4916,26.7981,27.1383,668791.0
2021-04-02,27.4087,27.4916,26.7981,27.1383,668791.0
2021-04-03,27.4087,27.4916,26.7981,27.1383,668791.0
2021-04-04,27.4087,27.4916,26.7981,27.1383,668791.0
2021-04-05,27.4611,27.6094,27.1296,27.5221,689632.0
2021-04-06,27.6792,27.7926,27.0598,27.086,500784.0
2021-04-07,26.9987,27.1906,26.8504,27.1209,379031.0
2021-04-08,27.1645,27.2517,26.9464,27.147,465015.0
2021-04-09,27.3564,27.4872,27.0075,27.3477,388051.0
2021-04-10,27.3564,27.4872,27.0075,27.3477,388051.0
2021-04-11,27.3564,27.4872,27.0075,27.3477,388051.0
2021-04-12,27.2866,27.5832,27.1994,27.496,817034.0
2021-04-13,27.2343,27.4044,26.7981,26.9638,487400.0
2021-04-14,26.8679,27.4785,26.8679,27.2604,285862.0
2021-04-15,27.5134,27.7664,27.304,27.6617,582974.0
2021-04-16,27.906,27.906,26.737,27.147,655033.0
2021-04-17,27.906,27.906,26.737,27.147,655033.0
2021-04-18,27.906,27.906,26.737,27.147,655033.0
2021-04-19,26.4579,26.7806,25.7687,26.3183,1597142.0
2021-04-20,26.17,26.3358,25.8473,26.0566,780277.0
2021-04-21,25.9694,26.5015,25.7687,26.2049,649214.0
2021-04-22,26.2834,26.3183,25.6815,25.8211,592372.0
2021-04-23,25.856,26.4928,25.856,26.3532,613708.0
2021-04-24,25.856,26.4928,25.856,26.3532,613708.0
2021-04-25,25.856,26.4928,25.856,26.3532,613708.0
2021-04-26,26.5713,26.8243,26.2136,26.3009,467490.0
2021-04-27,26.1875,26.4317,25.856,26.013,835704.0
2021-04-28,26.0304,26.3183,25.9432,26.266,517533.0
2021-04-29,26.5364,26.6062,25.9781,26.3445,936483.0
2021-04-30,25.4983,25.7513,24.3207,25.1232,2550269.0
2021-05-01,25.4983,25.7513,24.3207,25.1232,2550269.0
2021-05-02,25.4983,25.7513,24.3207,25.1232,2550269.0
2021-05-03,25.1145,25.699,24.9313,25.4896,1588757.0
2021-05-04,25.3239,26.7283,25.3239,26.6498,1216645.0
2021-05-05,26.7283,27.9147,26.3881,27.8536,1429514.0
2021-05-06,28.0208,28.4607,27.6865,28.4519,976473.0
2021-05-07,28.1,28.9225,28.0736,28.7862,1246116.0
2021-05-08,28.1,28.9225,28.0736,28.7862,1246116.0
2021-05-09,28.1,28.9225,28.0736,28.7862,1246116.0
2021-05-10,29.0237,29.9387,28.9137,29.3228,1335469.0
2021-05-11,28.8654,29.2173,28.1527,28.2495,1192410.0
2021-05-12,28.3639,29.2173,28.1176,28.4695,1655859.0
2021-05-13,28.4167,29.5472,28.2671,29.2525,1197401.0
2021-05-14,29.5516,29.5516,28.9533,29.2525,816811.0
2021-05-15,29.5516,29.5516,28.9533,29.2525,816811.0
2021-05-16,29.5516,29.5516,28.9533,29.2525,816811.0
2021-05-17,29.0765,29.1469,27.924,28.0296,1174370.0
2021-05-18,27.9592,28.2407,27.4665,27.4665,863721.0
2021-05-19,27.1938,27.8448,26.7715,27.7744,1040482.0
2021-05-20,27.836,27.9768,27.4753,27.7832,884835.0
2021-05-21,27.9856,28.1527,27.7392,28.012,763417.0
2021-05-22,27.9856,28.1527,27.7392,28.012,763417.0
2021-05-23,27.9856,28.1527,27.7392,28.012,763417.0
2021-05-24,28.2935,28.4255,27.9064,28.1791,650638.0
