,HBI US Equity,HBI US Equity,HBI US Equity,HBI US Equity,HBI US Equity
2019-05-26,13.617,13.7532,13.3106,13.4298,3938947.0
2019-05-27,13.617,13.7532,13.3106,13.4298,3938947.0
2019-05-28,13.4638,13.6,13.4042,13.4042,4955196.0
2019-05-29,13.3276,13.3659,12.9787,13.1915,4345865.0
2019-05-30,13.1319,13.2383,12.8723,12.9106,3899728.0
2019-05-31,12.7319,12.8425,12.4255,12.6383,5126135.0
2019-06-01,12.7319,12.8425,12.4255,12.6383,5126135.0
2019-06-02,12.7319,12.8425,12.4255,12.6383,5126135.0
2019-06-03,12.5617,12.9404,12.4596,12.6808,6428739.0
2019-06-04,12.8425,13.4212,12.7915,13.3872,3733718.0
2019-06-05,13.5915,13.7361,13.2085,13.5404,4433647.0
2019-06-06,13.4979,13.7191,13.4051,13.6681,3393281.0
2019-06-07,13.6681,13.8893,13.4893,13.8298,3833042.0
2019-06-08,13.6681,13.8893,13.4893,13.8298,3833042.0
2019-06-09,13.6681,13.8893,13.4893,13.8298,3833042.0
2019-06-10,13.9149,14.1361,13.8468,13.9064,2482191.0
2019-06-11,14.0425,14.1872,13.9659,13.9659,2820041.0
2019-06-12,13.9744,13.983,13.5404,13.6766,3007307.0
2019-06-13,13.7532,13.9915,13.6681,13.9659,2342287.0
2019-06-14,13.8893,14.1787,13.7021,14.1191,3374562.0
2019-06-15,13.8893,14.1787,13.7021,14.1191,3374562.0
2019-06-16,13.8893,14.1787,13.7021,14.1191,3374562.0
2019-06-17,14.0936,14.6025,14.051,14.3404,4328918.0
2019-06-18,14.4681,14.8,14.4,14.7659,3612352.0
2019-06-19,14.7489,14.8042,14.417,14.6638,3878025.0
2019-06-20,14.8085,14.9532,14.7106,14.9361,2865596.0
2019-06-21,14.9447,15.0468,14.6936,14.9957,5968592.0
2019-06-22,14.9447,15.0468,14.6936,14.9957,5968592.0
2019-06-23,14.9447,15.0468,14.6936,14.9957,5968592.0
2019-06-24,14.8681,14.9702,14.1532,14.2127,4368241.0
2019-06-25,14.2808,14.3319,14.0766,14.1702,3047708.0
2019-06-26,14.1787,14.6042,14.1106,14.4,3280264.0
2019-06-27,14.5191,14.5787,14.2383,14.4596,2879244.0
2019-06-28,14.5361,14.7064,14.4681,14.6553,4664472.0
2019-06-29,14.5361,14.7064,14.4681,14.6553,4664472.0
2019-06-30,14.5361,14.7064,14.4681,14.6553,4664472.0
2019-07-01,14.834,15.0553,14.2638,14.4425,4226735.0
2019-07-02,14.4255,14.6298,14.3404,14.3915,2553961.0
2019-07-03,14.4425,14.8042,14.4,14.7915,1544404.0
2019-07-04,14.4425,14.8042,14.4,14.7915,1544404.0
2019-07-05,14.7574,14.851,14.5574,14.7915,1707694.0
2019-07-06,14.7574,14.851,14.5574,14.7915,1707694.0
2019-07-07,14.7574,14.851,14.5574,14.7915,1707694.0
2019-07-08,14.5276,14.8936,14.5276,14.8595,5073575.0
2019-07-09,14.8085,14.8425,14.5399,14.6213,2741057.0
2019-07-10,14.5532,14.5532,13.8766,13.9064,5517962.0
2019-07-11,13.9149,13.9234,13.5319,13.6851,5794681.0
2019-07-12,13.6936,14.0255,13.6681,13.9404,4285913.0
2019-07-13,13.6936,14.0255,13.6681,13.9404,4285913.0
2019-07-14,13.6936,14.0255,13.6681,13.9404,4285913.0
2019-07-15,13.983,14.2213,13.9489,14.1447,3700357.0
2019-07-16,14.1872,14.5404,14.102,14.4085,4732448.0
2019-07-17,14.3404,14.4425,14.0255,14.034,4543775.0
2019-07-18,14.034,14.0979,13.6851,14.0085,12442181.0
2019-07-19,14.0936,14.251,14.0,14.0681,3246130.0
2019-07-20,14.0936,14.251,14.0,14.0681,3246130.0
2019-07-21,14.0936,14.251,14.0,14.0681,3246130.0
2019-07-22,14.1532,14.1702,13.5787,13.5915,2696052.0
2019-07-23,13.6255,13.8127,13.5574,13.7872,2329034.0
2019-07-24,13.8213,14.0936,13.6978,14.0936,3299130.0
2019-07-25,14.0,14.1532,13.6808,13.7276,5080996.0
2019-07-26,13.7276,13.8766,13.5064,13.7532,3602038.0
2019-07-27,13.7276,13.8766,13.5064,13.7532,3602038.0
2019-07-28,13.7276,13.8766,13.5064,13.7532,3602038.0
2019-07-29,13.7276,13.8383,13.3191,13.4723,4530464.0
2019-07-30,13.3787,13.5703,13.0808,13.5234,6072845.0
2019-07-31,13.5234,13.7872,13.3915,13.6936,7722836.0
2019-08-01,13.9574,13.9574,12.3404,12.8085,13793404.0
2019-08-02,12.6893,12.9787,12.6893,12.9021,7077025.0
2019-08-03,12.6893,12.9787,12.6893,12.9021,7077025.0
2019-08-04,12.6893,12.9787,12.6893,12.9021,7077025.0
2019-08-05,12.6893,12.9532,12.5361,12.7659,6560668.0
2019-08-06,12.9276,13.0553,12.6808,12.7915,9462175.0
2019-08-07,12.5787,12.7149,12.2808,12.5532,6454584.0
2019-08-08,12.7574,13.017,12.6553,12.7574,7104493.0
2019-08-09,12.6638,12.8936,12.5191,12.8255,3021442.0
2019-08-10,12.6638,12.8936,12.5191,12.8255,3021442.0
2019-08-11,12.6638,12.8936,12.5191,12.8255,3021442.0
2019-08-12,12.7396,12.7782,12.284,12.4989,5662223.0
2019-08-13,12.4473,13.1178,12.3355,12.5246,9455564.0
2019-08-14,12.2152,12.2754,11.8627,11.9745,7450126.0
2019-08-15,12.0003,12.0347,11.1407,11.2696,10924599.0
2019-08-16,11.4587,11.7682,11.3642,11.708,6071072.0
2019-08-17,11.4587,11.7682,11.3642,11.708,6071072.0
2019-08-18,11.4587,11.7682,11.3642,11.708,6071072.0
2019-08-19,11.9659,12.1292,11.8498,11.8627,4621376.0
2019-08-20,11.8112,11.9573,11.6564,11.8713,4270431.0
2019-08-21,12.0433,12.2238,11.9702,12.0347,5053644.0
2019-08-22,12.1034,12.2496,12.0433,12.1808,4098110.0
2019-08-23,12.0261,12.0862,11.665,11.7338,7760489.0
2019-08-24,12.0261,12.0862,11.665,11.7338,7760489.0
2019-08-25,12.0261,12.0862,11.665,11.7338,7760489.0
2019-08-26,11.794,11.8885,11.6478,11.8026,4604197.0
2019-08-27,11.8713,11.9014,11.4845,11.6049,3939875.0
2019-08-28,11.5361,11.6822,11.4845,11.6564,3201085.0
2019-08-29,11.7252,11.9315,11.6392,11.7424,3326361.0
2019-08-30,11.7768,12.0218,11.6306,11.7424,3799504.0
2019-08-31,11.7768,12.0218,11.6306,11.7424,3799504.0
2019-09-01,11.7768,12.0218,11.6306,11.7424,3799504.0
2019-09-02,11.7768,12.0218,11.6306,11.7424,3799504.0
2019-09-03,11.6392,11.7338,11.0848,11.2782,6121689.0
2019-09-04,11.4329,11.8498,11.4157,11.708,7002436.0
2019-09-05,11.9487,12.4946,11.8885,12.3183,9074699.0
2019-09-06,12.3613,12.559,12.0605,12.1378,4622128.0
2019-09-07,12.3613,12.559,12.0605,12.1378,4622128.0
2019-09-08,12.3613,12.559,12.0605,12.1378,4622128.0
2019-09-09,12.1636,12.9545,12.155,12.9459,10022384.0
2019-09-10,12.8771,13.3585,12.8728,13.3585,9339051.0
2019-09-11,13.3671,13.7711,12.9631,13.6851,7138367.0
2019-09-12,13.7109,13.7453,13.2182,13.6765,4687368.0
2019-09-13,13.7797,13.9,13.5304,13.6078,2820616.0
2019-09-14,13.7797,13.9,13.5304,13.6078,2820616.0
2019-09-15,13.7797,13.9,13.5304,13.6078,2820616.0
2019-09-16,13.4874,13.6765,13.3499,13.4358,4418854.0
2019-09-17,13.4101,13.4101,12.6794,12.7482,7074633.0
2019-09-18,12.7224,12.8771,12.6708,12.7825,4428823.0
2019-09-19,12.7911,12.7997,12.4043,12.4559,3586532.0
2019-09-20,12.5075,12.6708,12.2582,12.3183,6892789.0
2019-09-21,12.5075,12.6708,12.2582,12.3183,6892789.0
2019-09-22,12.5075,12.6708,12.2582,12.3183,6892789.0
2019-09-23,12.155,12.5934,12.1378,12.5161,4889846.0
2019-09-24,12.5934,12.8427,12.5161,12.7997,5905434.0
2019-09-25,12.8943,13.0017,12.7224,12.7911,2731290.0
2019-09-26,12.7911,12.9674,12.6966,12.9287,2891791.0
2019-09-27,13.006,13.2252,12.9287,12.9888,3763394.0
2019-09-28,13.006,13.2252,12.9287,12.9888,3763394.0
2019-09-29,13.006,13.2252,12.9287,12.9888,3763394.0
2019-09-30,12.9631,13.2381,12.8685,13.1694,3619721.0
2019-10-01,13.2381,13.3843,12.7739,12.7911,3428311.0
2019-10-02,12.6536,12.7224,12.2754,12.3441,5040830.0
2019-10-03,12.3355,12.5332,11.9831,12.5332,5660648.0
2019-10-04,12.5161,12.7567,12.4043,12.7396,3070158.0
2019-10-05,12.5161,12.7567,12.4043,12.7396,3070158.0
2019-10-06,12.5161,12.7567,12.4043,12.7396,3070158.0
2019-10-07,12.6622,12.9029,12.602,12.7567,3200320.0
2019-10-08,12.5504,12.7138,12.3699,12.559,2909872.0
2019-10-09,12.645,12.6708,12.3957,12.4387,3338236.0
2019-10-10,12.5246,12.8384,12.4387,12.6794,5191931.0
2019-10-11,12.8083,13.2983,12.731,13.1178,3424832.0
2019-10-12,12.8083,13.2983,12.731,13.1178,3424832.0
2019-10-13,12.8083,13.2983,12.731,13.1178,3424832.0
2019-10-14,13.0318,13.2037,12.7482,13.1694,2946226.0
2019-10-15,13.1694,13.3671,13.0404,13.2897,3215515.0
2019-10-16,13.2725,13.453,13.1866,13.3155,2970723.0
2019-10-17,13.3843,13.6722,13.2897,13.6164,3381496.0
2019-10-18,12.4473,13.3069,12.4387,13.092,8699206.0
2019-10-19,12.4473,13.3069,12.4387,13.092,8699206.0
2019-10-20,12.4473,13.3069,12.4387,13.092,8699206.0
2019-10-21,13.2295,13.4874,13.2037,13.453,3986981.0
2019-10-22,13.4788,14.0462,13.3499,14.0204,3916784.0
2019-10-23,13.9688,13.9955,13.6207,13.9,2356628.0
2019-10-24,13.9344,13.9344,13.496,13.7109,4097709.0
2019-10-25,13.539,13.7023,13.3671,13.6593,3683543.0
2019-10-26,13.539,13.7023,13.3671,13.6593,3683543.0
2019-10-27,13.539,13.7023,13.3671,13.6593,3683543.0
2019-10-28,13.7539,13.8571,13.7281,13.7625,4756299.0
2019-10-29,13.7367,13.8614,13.6636,13.7969,4005683.0
2019-10-30,13.8485,13.8571,13.539,13.7797,6917284.0
2019-10-31,12.4129,13.1178,12.0605,13.0748,15874547.0
2019-11-01,13.2209,13.9,13.1866,13.3069,10706736.0
2019-11-02,13.2209,13.9,13.1866,13.3069,10706736.0
2019-11-03,13.2209,13.9,13.1866,13.3069,10706736.0
2019-11-04,13.3585,13.5992,13.3069,13.5906,6120202.0
2019-11-05,13.6508,13.9774,13.4358,13.6851,5890101.0
2019-11-06,13.7023,13.7367,13.3757,13.6593,3631543.0
2019-11-07,13.8743,13.9645,13.5906,13.7453,5360692.0
2019-11-08,13.728,13.8234,13.4676,13.7627,3966554.0
2019-11-09,13.728,13.8234,13.4676,13.7627,3966554.0
2019-11-10,13.728,13.8234,13.4676,13.7627,3966554.0
2019-11-11,13.7193,14.1098,13.7106,13.8755,4240544.0
2019-11-12,13.8842,13.8991,13.5284,13.5631,3136564.0
2019-11-13,13.4416,13.485,13.1032,13.1726,4948402.0
2019-11-14,13.1205,13.4416,13.0945,13.2333,5299346.0
2019-11-15,13.3548,13.6325,13.2333,13.511,8167401.0
2019-11-16,13.3548,13.6325,13.2333,13.511,8167401.0
2019-11-17,13.3548,13.6325,13.2333,13.511,8167401.0
2019-11-18,13.5891,13.6238,13.268,13.3982,7177144.0
2019-11-19,13.3201,13.3201,12.7995,12.9904,4733933.0
2019-11-20,12.9556,13.1335,12.7995,13.0685,3665280.0
2019-11-21,13.0771,13.1726,12.8168,12.8168,3556643.0
2019-11-22,12.8689,13.1943,12.8255,13.0424,4591192.0
2019-11-23,12.8689,13.1943,12.8255,13.0424,4591192.0
2019-11-24,12.8689,13.1943,12.8255,13.0424,4591192.0
2019-11-25,13.1552,13.2333,12.9817,13.1552,5235896.0
2019-11-26,13.0685,13.0858,12.2788,13.0598,11092580.0
2019-11-27,13.1639,13.4025,13.1552,13.3635,6029168.0
2019-11-28,13.1639,13.4025,13.1552,13.3635,6029168.0
2019-11-29,13.3982,13.4416,13.0554,13.0771,1908749.0
2019-11-30,13.3982,13.4416,13.0554,13.0771,1908749.0
2019-12-01,13.3982,13.4416,13.0554,13.0771,1908749.0
2019-12-02,13.0771,13.4459,13.0424,13.1813,6046188.0
2019-12-03,12.9383,13.0251,12.5304,12.6693,6747767.0
2019-12-04,12.6259,12.8906,12.6259,12.7734,4001135.0
2019-12-05,12.8081,12.9123,12.7821,12.8949,3886018.0
2019-12-06,13.0511,13.1552,12.9513,12.9904,4122939.0
2019-12-07,13.0511,13.1552,12.9513,12.9904,4122939.0
2019-12-08,13.0511,13.1552,12.9513,12.9904,4122939.0
2019-12-09,12.9817,13.2811,12.9556,13.2507,5562276.0
2019-12-10,13.2507,13.2507,12.9556,13.0424,3807404.0
2019-12-11,13.0598,13.1379,12.8906,12.999,4255937.0
2019-12-12,13.0511,13.4242,13.0077,13.1726,7437123.0
2019-12-13,12.7647,12.9817,12.4176,12.4957,10213068.0
2019-12-14,12.7647,12.9817,12.4176,12.4957,10213068.0
2019-12-15,12.7647,12.9817,12.4176,12.4957,10213068.0
2019-12-16,12.6259,12.973,12.6172,12.8949,11011702.0
2019-12-17,12.8776,12.9123,12.5912,12.704,4648072.0
2019-12-18,12.9209,13.1205,12.8255,12.8776,7052426.0
2019-12-19,12.8515,12.947,12.5825,12.5912,5446429.0
2019-12-20,12.6172,12.7821,12.5348,12.6866,8514683.0
2019-12-21,12.6172,12.7821,12.5348,12.6866,8514683.0
2019-12-22,12.6172,12.7821,12.5348,12.6866,8514683.0
2019-12-23,12.7561,12.8602,12.6433,12.7908,3609672.0
2019-12-24,12.8168,12.8602,12.6693,12.7647,1421174.0
2019-12-25,12.8168,12.8602,12.6693,12.7647,1421174.0
2019-12-26,12.8776,12.9904,12.6866,12.7387,3137116.0
2019-12-27,12.7734,12.9036,12.73,12.8689,3220565.0
2019-12-28,12.7734,12.9036,12.73,12.8689,3220565.0
2019-12-29,12.7734,12.9036,12.73,12.8689,3220565.0
2019-12-30,12.8342,12.8819,12.6519,12.7908,4024059.0
2019-12-31,12.7821,12.999,12.7647,12.8862,4344788.0
2020-01-01,12.7821,12.999,12.7647,12.8862,4344788.0
2020-01-02,12.8168,12.8949,12.5044,12.6433,8719182.0
2020-01-03,12.4523,12.5824,12.3569,12.5044,5653554.0
2020-01-04,12.4523,12.5824,12.3569,12.5044,5653554.0
2020-01-05,12.4523,12.5824,12.3569,12.5044,5653554.0
2020-01-06,12.409,12.7561,12.409,12.73,4306182.0
2020-01-07,12.6259,12.7647,12.4003,12.6433,4936096.0
2020-01-08,12.6433,12.7214,12.3265,12.4871,6070412.0
2020-01-09,12.4957,12.5478,12.0879,12.192,5149882.0
2020-01-10,11.9577,12.1443,11.8883,12.0098,7488120.0
2020-01-11,11.9577,12.1443,11.8883,12.0098,7488120.0
2020-01-12,11.9577,12.1443,11.8883,12.0098,7488120.0
2020-01-13,12.0445,12.2701,11.871,12.2701,6234256.0
2020-01-14,12.2441,12.4003,12.2094,12.3829,4345664.0
2020-01-15,12.2614,12.2962,11.949,12.1573,7803907.0
2020-01-16,12.2788,12.4957,12.2614,12.4003,5779910.0
2020-01-17,12.4697,12.5001,12.2788,12.4263,5620398.0
2020-01-18,12.4697,12.5001,12.2788,12.4263,5620398.0
2020-01-19,12.4697,12.5001,12.2788,12.4263,5620398.0
2020-01-20,12.4697,12.5001,12.2788,12.4263,5620398.0
2020-01-21,12.4523,12.461,12.2094,12.3482,4174499.0
2020-01-22,12.3569,12.5391,12.2788,12.435,5136809.0
2020-01-23,12.3048,12.6085,12.0532,12.5304,5245399.0
2020-01-24,12.5565,12.5912,12.2614,12.3656,4289067.0
2020-01-25,12.5565,12.5912,12.2614,12.3656,4289067.0
2020-01-26,12.5565,12.5912,12.2614,12.3656,4289067.0
2020-01-27,12.1052,12.2962,12.0358,12.1833,4425670.0
2020-01-28,12.2788,12.4871,12.2094,12.3482,4322750.0
2020-01-29,12.461,12.6085,12.3873,12.4437,3414575.0
2020-01-30,12.3309,12.4046,12.1833,12.3829,5379238.0
2020-01-31,12.3829,12.4307,11.884,11.9404,7795841.0
2020-02-01,12.3829,12.4307,11.884,11.9404,7795841.0
2020-02-02,12.3829,12.4307,11.884,11.9404,7795841.0
2020-02-03,12.0098,12.0836,11.5933,11.6019,8999158.0
2020-02-04,11.8449,12.1226,11.7538,12.0185,9495376.0
2020-02-05,12.1833,12.7561,12.1226,12.7127,10384078.0
2020-02-06,12.7995,12.9123,12.4957,12.5131,12374972.0
2020-02-07,12.5825,13.3375,12.1877,12.3222,15793430.0
2020-02-08,12.5825,13.3375,12.1877,12.3222,15793430.0
2020-02-09,12.5825,13.3375,12.1877,12.3222,15793430.0
2020-02-10,12.3482,12.3482,12.0011,12.0532,13906361.0
2020-02-11,12.0792,12.5435,12.0271,12.4523,16302491.0
2020-02-12,12.5825,13.0207,12.5451,12.8168,8934262.0
2020-02-13,12.6606,12.7474,12.3829,12.4871,7753757.0
2020-02-14,12.5397,12.7501,12.4783,12.5397,6485642.0
2020-02-15,12.5397,12.7501,12.4783,12.5397,6485642.0
2020-02-16,12.5397,12.7501,12.4783,12.5397,6485642.0
2020-02-17,12.5397,12.7501,12.4783,12.5397,6485642.0
2020-02-18,12.4958,12.7677,12.4432,12.7238,5911464.0
2020-02-19,12.6098,12.6624,12.3994,12.5309,5174275.0
2020-02-20,12.5134,12.9518,12.4958,12.908,6347990.0
2020-02-21,12.8203,12.8904,12.6628,12.7063,4030436.0
2020-02-22,12.8203,12.8904,12.6628,12.7063,4030436.0
2020-02-23,12.8203,12.8904,12.6628,12.7063,4030436.0
2020-02-24,12.2854,12.5572,12.2152,12.3468,6134237.0
2020-02-25,12.4081,12.4432,11.7242,11.768,6996860.0
2020-02-26,11.8732,12.0048,11.1103,11.1103,10444381.0
2020-02-27,10.8473,11.5839,10.6236,11.2769,11874209.0
2020-02-28,10.9349,11.6277,10.9349,11.6102,16157259.0
2020-02-29,10.9349,11.6277,10.9349,11.6102,16157259.0
