,SAVE US Equity,SAVE US Equity,SAVE US Equity,SAVE US Equity,SAVE US Equity
2020-03-08,18.3066,21.5101,17.2298,20.3789,5759779.0
2020-03-09,18.732,19.7907,18.0985,19.3745,3368978.0
2020-03-10,20.397,20.6233,17.7908,20.3427,5673947.0
2020-03-11,19.6731,19.6912,18.2252,18.9401,3564169.0
2020-03-12,16.4787,16.8497,12.669,12.7233,8133259.0
2020-03-13,14.3974,14.4788,12.1622,13.6463,6305238.0
2020-03-14,14.3974,14.4788,12.1622,13.6463,6305238.0
2020-03-15,14.3974,14.4788,12.1622,13.6463,6305238.0
2020-03-16,11.8455,12.2165,9.8818,10.5514,7639081.0
2020-03-17,10.9496,11.1939,9.7732,10.6057,6830485.0
2020-03-18,9.918,9.9542,6.7326,8.1534,6283386.0
2020-03-19,7.9271,8.5787,6.3435,7.5923,6294661.0
2020-03-20,8.3796,10.1804,7.6195,7.8638,6841745.0
2020-03-21,8.3796,10.1804,7.6195,7.8638,6841745.0
2020-03-22,8.3796,10.1804,7.6195,7.8638,6841745.0
2020-03-23,8.4611,9.0402,7.7824,8.8954,6250068.0
2020-03-24,11.3478,13.0219,10.6329,12.2436,8988068.0
2020-03-25,15.8995,16.2434,13.2029,14.4426,11570624.0
2020-03-26,15.5195,16.904,14.5512,14.9403,9925730.0
2020-03-27,14.2616,14.4788,13.0128,13.3839,5784823.0
2020-03-28,14.2616,14.4788,13.0128,13.3839,5784823.0
2020-03-29,14.2616,14.4788,13.0128,13.3839,5784823.0
2020-03-30,12.2165,12.3613,10.5433,11.2392,7175701.0
2020-03-31,11.8455,12.0355,11.3568,11.6645,4850525.0
2020-04-01,10.5514,11.022,10.0809,10.2438,5319374.0
2020-04-02,10.1442,10.4066,9.1578,9.5289,4394685.0
2020-04-03,9.9542,10.0537,9.1217,9.5108,3785763.0
2020-04-04,9.9542,10.0537,9.1217,9.5108,3785763.0
2020-04-05,9.9542,10.0537,9.1217,9.5108,3785763.0
2020-04-06,10.3976,10.651,9.3479,9.4746,8055529.0
2020-04-07,11.1396,12.1803,10.0175,10.3524,8833780.0
2020-04-08,10.8953,11.4654,10.5514,11.3206,5281628.0
2020-04-09,12.1622,13.7458,11.936,12.7414,9878315.0
2020-04-10,12.1622,13.7458,11.936,12.7414,9878315.0
2020-04-11,12.1622,13.7458,11.936,12.7414,9878315.0
2020-04-12,12.1622,13.7458,11.936,12.7414,9878315.0
2020-04-13,13.7096,13.8816,11.3206,12.0536,7983629.0
2020-04-14,12.9495,13.1667,12.307,12.5604,5860587.0
2020-04-15,12.7776,12.8771,12.0627,12.4518,7367582.0
2020-04-16,12.1441,12.2165,11.1943,11.4564,5562034.0
2020-04-17,12.1622,12.3703,11.8002,12.0808,4411687.0
2020-04-18,12.1622,12.3703,11.8002,12.0808,4411687.0
2020-04-19,12.1622,12.3703,11.8002,12.0808,4411687.0
2020-04-20,11.574,12.0562,11.3206,11.7188,5217535.0
2020-04-21,11.3116,11.6735,11.1125,11.5378,3299547.0
2020-04-22,11.7459,11.8002,10.4066,10.7958,6159854.0
2020-04-23,10.8591,11.3025,10.6148,10.6781,5410064.0
2020-04-24,10.832,11.0672,10.5062,10.9948,4392947.0
2020-04-25,10.832,11.0672,10.5062,10.9948,4392947.0
2020-04-26,10.832,11.0672,10.5062,10.9948,4392947.0
2020-04-27,11.2663,11.565,10.9722,11.0853,4958630.0
2020-04-28,11.2935,13.1576,11.2483,12.9766,10119832.0
2020-04-29,14.0716,14.9222,13.6644,13.9178,12656711.0
2020-04-30,13.4924,14.0083,12.6961,13.592,6544848.0
2020-05-01,12.7414,13.1757,11.8545,11.9179,6761523.0
2020-05-02,12.7414,13.1757,11.8545,11.9179,6761523.0
2020-05-03,12.7414,13.1757,11.8545,11.9179,6761523.0
2020-05-04,10.7596,11.755,10.3999,11.6735,8277809.0
2020-05-05,12.2165,12.3825,11.0039,11.1396,4956406.0
2020-05-06,11.1758,11.3659,10.2349,10.4519,7369349.0
2020-05-07,8.9135,9.7008,8.6149,9.5108,39036883.0
2020-05-08,9.2212,9.6737,9.004,9.556,44773971.0
2020-05-09,9.2212,9.6737,9.004,9.556,44773971.0
2020-05-10,9.2212,9.6737,9.004,9.556,44773971.0
2020-05-11,9.3207,9.547,9.1578,9.2212,16022506.0
2020-05-12,9.2302,9.4927,8.5244,8.5515,16551613.0
2020-05-13,8.5244,8.5244,7.2575,7.4204,29060852.0
2020-05-14,7.2666,7.7733,6.5607,7.5109,20139998.0
2020-05-15,7.3389,7.6557,7.167,7.2485,12410156.0
2020-05-16,7.3389,7.6557,7.167,7.2485,12410156.0
2020-05-17,7.3389,7.6557,7.167,7.2485,12410156.0
2020-05-18,7.9724,9.2212,7.9724,9.0402,29016840.0
2020-05-19,9.6013,9.6013,8.6556,8.7687,26109316.0
2020-05-20,9.0312,9.185,8.7144,8.823,18636624.0
2020-05-21,8.814,9.3117,8.7506,9.1126,19266536.0
2020-05-22,9.4565,9.4746,8.9226,9.2031,17173020.0
2020-05-23,9.4565,9.4746,8.9226,9.2031,17173020.0
2020-05-24,9.4565,9.4746,8.9226,9.2031,17173020.0
2020-05-25,9.4565,9.4746,8.9226,9.2031,17173020.0
2020-05-26,10.4338,11.393,10.1895,11.1396,44012566.0
2020-05-27,12.7233,13.1486,11.0129,12.5785,60376471.0
2020-05-28,12.2527,12.4608,11.5106,11.7007,29020087.0
2020-05-29,11.0129,12.0355,10.8591,11.7188,23683315.0
2020-05-30,11.0129,12.0355,10.8591,11.7188,23683315.0
2020-05-31,11.0129,12.0355,10.8591,11.7188,23683315.0
2020-06-01,11.764,13.0309,11.764,12.6328,37437933.0
2020-06-02,13.1667,13.4834,12.6871,13.1124,36648830.0
2020-06-03,13.5648,15.8588,13.3929,15.6643,61737436.0
2020-06-04,17.9899,19.6731,16.7864,19.0215,104649365.0
2020-06-05,22.6774,23.4693,19.2387,20.4694,77891175.0
2020-06-06,22.6774,23.4693,19.2387,20.4694,77891175.0
2020-06-07,22.6774,23.4693,19.2387,20.4694,77891175.0
2020-06-08,22.4422,23.1661,20.6323,23.1299,41082851.0
2020-06-09,21.4286,21.7906,19.6007,20.5961,33689066.0
2020-06-10,18.6415,19.3654,16.2344,17.6189,60714116.0
2020-06-11,14.506,16.37,14.2073,14.5512,51903257.0
2020-06-12,16.7683,17.3022,15.7095,17.0307,49741653.0
2020-06-13,16.7683,17.3022,15.7095,17.0307,49741653.0
2020-06-14,16.7683,17.3022,15.7095,17.0307,49741653.0
2020-06-15,15.4199,18.3971,15.248,17.8542,45681865.0
2020-06-16,20.1708,20.3608,18.4605,18.7501,40883896.0
2020-06-17,18.0985,18.5057,17.4651,18.0261,24826575.0
2020-06-18,17.3293,18.5329,17.1031,18.008,22636995.0
2020-06-19,18.3066,18.551,16.6054,17.0217,28527478.0
2020-06-20,18.3066,18.551,16.6054,17.0217,28527478.0
2020-06-21,18.3066,18.551,16.6054,17.0217,28527478.0
2020-06-22,16.4696,17.1483,16.2977,16.7411,18337805.0
2020-06-23,17.0579,17.1302,16.0986,16.9945,17364384.0
2020-06-24,16.3611,16.6597,15.0308,15.3113,22619936.0
2020-06-25,14.2526,15.8091,14.153,15.7457,24623020.0
2020-06-26,15.6462,15.7367,14.4426,15.0037,21324772.0
2020-06-27,15.6462,15.7367,14.4426,15.0037,21324772.0
2020-06-28,15.6462,15.7367,14.4426,15.0037,21324772.0
2020-06-29,14.877,16.3973,14.4788,16.2887,21356677.0
2020-06-30,15.9719,16.5239,15.6281,16.1077,12380545.0
2020-07-01,16.4968,17.5827,15.8995,16.0443,22493326.0
2020-07-02,16.8316,16.9402,15.7457,15.7457,17850263.0
2020-07-03,16.8316,16.9402,15.7457,15.7457,17850263.0
2020-07-04,16.8316,16.9402,15.7457,15.7457,17850263.0
2020-07-05,16.8316,16.9402,15.7457,15.7457,17850263.0
2020-07-06,16.1982,16.4008,15.1392,16.0534,16527036.0
2020-07-07,15.4833,15.6371,15.1756,15.1756,10971730.0
2020-07-08,14.7141,15.2376,14.3431,15.1213,14589557.0
2020-07-09,14.9675,15.067,14.0625,14.3974,13143117.0
2020-07-10,14.2978,15.9629,14.1711,15.8633,20584909.0
2020-07-11,14.2978,15.9629,14.1711,15.8633,20584909.0
2020-07-12,14.2978,15.9629,14.1711,15.8633,20584909.0
2020-07-13,15.9086,16.1258,14.9041,15.1304,17931131.0
2020-07-14,14.7865,15.6552,14.506,15.6281,11869506.0
2020-07-15,16.533,17.6461,16.3158,17.5194,25489814.0
2020-07-16,16.4696,16.889,16.0896,16.343,14308799.0
2020-07-17,16.2887,16.6398,15.9041,15.9357,10432139.0
2020-07-18,16.2887,16.6398,15.9041,15.9357,10432139.0
2020-07-19,16.2887,16.6398,15.9041,15.9357,10432139.0
2020-07-20,15.9357,16.1801,15.0308,15.067,10734748.0
2020-07-21,15.2932,15.5588,14.9675,15.067,12062425.0
2020-07-22,14.9675,15.61,14.9191,15.0761,9376479.0
2020-07-23,14.9403,16.1258,14.4109,15.239,25061637.0
2020-07-24,15.2118,15.2118,14.6236,14.9041,12735363.0
2020-07-25,15.2118,15.2118,14.6236,14.9041,12735363.0
2020-07-26,15.2118,15.2118,14.6236,14.9041,12735363.0
2020-07-27,14.9222,15.239,14.4879,14.6146,11741090.0
2020-07-28,14.5422,15.3566,14.5331,14.9675,10390067.0
2020-07-29,14.9856,15.1304,14.5965,14.886,8039296.0
2020-07-30,14.5693,14.8227,14.4245,14.696,8206604.0
2020-07-31,14.515,14.7186,13.954,14.3069,11920471.0
2020-08-01,14.515,14.7186,13.954,14.3069,11920471.0
2020-08-02,14.515,14.7186,13.954,14.3069,11920471.0
2020-08-03,14.2435,14.2978,13.2572,13.9087,15842451.0
2020-08-04,13.9902,15.3294,13.9811,14.9313,15034922.0
2020-08-05,15.3385,15.8543,14.8408,15.5195,16143433.0
2020-08-06,15.6552,15.9718,15.2378,15.619,10967269.0
2020-08-07,15.3566,15.6824,15.1756,15.6371,7823813.0
2020-08-08,15.3566,15.6824,15.1756,15.6371,7823813.0
2020-08-09,15.3566,15.6824,15.1756,15.6371,7823813.0
2020-08-10,15.8633,16.8859,15.8441,16.5601,14411391.0
2020-08-11,17.6913,17.6913,16.1891,16.3249,16288501.0
2020-08-12,16.6235,16.7773,15.6652,16.1529,9142151.0
2020-08-13,15.8181,16.603,15.7276,15.8814,7051311.0
2020-08-14,15.7548,16.1801,15.5919,16.0715,5311789.0
2020-08-15,15.7548,16.1801,15.5919,16.0715,5311789.0
2020-08-16,15.7548,16.1801,15.5919,16.0715,5311789.0
2020-08-17,16.0172,16.0805,15.1937,15.438,6854273.0
2020-08-18,15.438,15.7457,15.2118,15.6733,5844253.0
2020-08-19,15.8091,16.4115,15.5285,15.5557,8801594.0
2020-08-20,15.3385,15.6993,15.1394,15.5738,5460031.0
2020-08-21,15.5195,15.7638,15.248,15.3656,5628172.0
2020-08-22,15.5195,15.7638,15.248,15.3656,5628172.0
2020-08-23,15.5195,15.7638,15.248,15.3656,5628172.0
2020-08-24,15.5285,16.7592,15.4154,16.4787,13389728.0
2020-08-25,16.723,16.8678,15.8995,16.2796,8610615.0
2020-08-26,16.1982,16.3973,15.9765,16.0172,4765547.0
2020-08-27,16.5058,17.3655,16.343,16.5692,13763051.0
2020-08-28,16.8769,16.8769,16.3611,16.7321,9456696.0
2020-08-29,16.8769,16.8769,16.3611,16.7321,9456696.0
2020-08-30,16.8769,16.8769,16.3611,16.7321,9456696.0
2020-08-31,16.6778,16.8995,16.1529,16.1801,9822618.0
2020-09-01,15.9267,16.352,15.6552,15.9176,9620491.0
2020-09-02,15.8543,16.0443,15.4335,15.9357,9388425.0
2020-09-03,16.2253,16.9493,15.5557,16.0443,14574653.0
2020-09-04,16.2977,16.5149,15.343,16.1801,12408744.0
2020-09-05,16.2977,16.5149,15.343,16.1801,12408744.0
2020-09-06,16.2977,16.5149,15.343,16.1801,12408744.0
2020-09-07,16.2977,16.5149,15.343,16.1801,12408744.0
2020-09-08,15.8453,17.1393,15.7005,16.6235,11238999.0
2020-09-09,16.352,16.5258,15.6371,15.8724,12997051.0
2020-09-10,15.9176,16.3339,15.7367,15.8181,7950090.0
2020-09-11,15.8543,16.0624,15.429,15.6371,6084088.0
2020-09-12,15.8543,16.0624,15.429,15.6371,6084088.0
2020-09-13,15.8543,16.0624,15.429,15.6371,6084088.0
2020-09-14,15.8633,16.1982,15.619,16.1348,7048336.0
2020-09-15,16.162,16.7366,16.1258,16.3611,6537732.0
2020-09-16,16.3973,17.1031,16.0262,16.7864,8707226.0
2020-09-17,16.5782,16.9945,16.3249,16.3792,5784758.0
2020-09-18,16.3158,16.4516,15.8543,16.0172,7024044.0
2020-09-19,16.3158,16.4516,15.8543,16.0172,7024044.0
2020-09-20,16.3158,16.4516,15.8543,16.0172,7024044.0
2020-09-21,15.619,15.6462,14.3883,14.6869,14242076.0
2020-09-22,14.7774,15.1666,14.6598,14.9765,4972514.0
2020-09-23,15.0942,15.61,14.5512,14.5512,6103044.0
2020-09-24,14.4155,14.4788,13.6237,14.2164,8803497.0
2020-09-25,14.1621,14.7141,14.1349,14.6598,5318559.0
2020-09-26,14.1621,14.7141,14.1349,14.6598,5318559.0
2020-09-27,14.1621,14.7141,14.1349,14.6598,5318559.0
2020-09-28,15.0942,15.4245,14.7322,14.9584,7106164.0
2020-09-29,14.8408,14.8589,14.3521,14.4969,7278223.0
2020-09-30,14.6417,15.239,14.5331,14.5693,8047198.0
2020-10-01,14.7503,14.8951,14.5241,14.8227,5104509.0
2020-10-02,14.0263,15.2209,13.9902,15.1213,13790187.0
2020-10-03,14.0263,15.2209,13.9902,15.1213,13790187.0
2020-10-04,14.0263,15.2209,13.9902,15.1213,13790187.0
2020-10-05,15.0761,15.2299,14.6869,14.8227,8062968.0
2020-10-06,15.0218,15.2209,14.2526,14.2526,11283312.0
2020-10-07,14.9313,15.0308,14.5241,14.9765,10517635.0
2020-10-08,15.3837,15.7005,15.0037,15.4199,10565897.0
2020-10-09,15.3837,15.7005,15.1123,15.6281,7818996.0
2020-10-10,15.3837,15.7005,15.1123,15.6281,7818996.0
2020-10-11,15.3837,15.7005,15.1123,15.6281,7818996.0
2020-10-12,15.4109,15.5285,15.1123,15.1123,5863834.0
2020-10-13,14.8136,14.9106,14.5512,14.6598,8095715.0
2020-10-14,14.705,15.2118,14.705,14.877,5599751.0
2020-10-15,14.7231,14.7774,14.3431,14.5693,8677959.0
2020-10-16,14.6055,14.8498,14.4788,14.6417,5748609.0
2020-10-17,14.6055,14.8498,14.4788,14.6417,5748609.0
2020-10-18,14.6055,14.8498,14.4788,14.6417,5748609.0
2020-10-19,14.8408,15.2661,14.6238,14.8408,6611864.0
2020-10-20,15.1123,15.5848,14.9675,15.4833,7155931.0
2020-10-21,15.3656,15.3747,14.705,14.8498,8862149.0
2020-10-22,14.9584,16.4244,14.9403,16.2525,16419735.0
2020-10-23,16.0443,16.9221,16.0353,16.8135,10883149.0
2020-10-24,16.0443,16.9221,16.0353,16.8135,10883149.0
2020-10-25,16.0443,16.9221,16.0353,16.8135,10883149.0
2020-10-26,16.3701,16.4335,15.1394,15.5014,9267622.0
2020-10-27,15.4742,15.6356,14.9403,14.9584,5557160.0
2020-10-28,14.4788,14.6598,13.9811,14.0806,11594655.0
2020-10-29,14.2526,15.6898,14.144,15.4199,13417401.0
2020-10-30,15.6371,16.2751,15.3475,15.8995,11339877.0
2020-10-31,15.6371,16.2751,15.3475,15.8995,11339877.0
2020-11-01,15.6371,16.2751,15.3475,15.8995,11339877.0
2020-11-02,15.8543,16.0352,15.2043,15.9267,6840129.0
2020-11-03,16.0805,16.4606,15.886,16.0172,6017920.0
2020-11-04,15.6552,16.1529,15.4109,15.5828,5614314.0
2020-11-05,15.7548,16.3339,15.6733,16.2434,7153156.0
2020-11-06,16.0262,16.1439,15.6914,16.0081,5343971.0
2020-11-07,16.0262,16.1439,15.6914,16.0081,5343971.0
2020-11-08,16.0262,16.1439,15.6914,16.0081,5343971.0
2020-11-09,19.4016,20.7952,18.2705,19.284,24303899.0
2020-11-10,19.1211,19.5519,17.827,18.2524,13026563.0
2020-11-11,18.1076,18.154,17.3022,17.5556,8216887.0
2020-11-12,16.9402,17.456,16.2705,16.3882,11611816.0
2020-11-13,16.6416,18.0895,16.6371,17.8542,11697911.0
2020-11-14,16.6416,18.0895,16.6371,17.8542,11697911.0
2020-11-15,16.6416,18.0895,16.6371,17.8542,11697911.0
2020-11-16,19.3247,19.3292,18.0623,18.4876,13841324.0
2020-11-17,17.9809,18.5962,17.7275,18.2705,6579766.0
2020-11-18,18.6958,19.6369,18.379,18.379,9940457.0
2020-11-19,18.3971,19.0034,18.2432,18.9039,6166767.0
2020-11-20,18.7229,18.8551,18.1532,18.3971,6377589.0
2020-11-21,18.7229,18.8551,18.1532,18.3971,6377589.0
2020-11-22,18.7229,18.8551,18.1532,18.3971,6377589.0
2020-11-23,18.732,19.1301,18.6053,19.0668,7780950.0
2020-11-24,19.9084,20.7228,19.7364,20.7047,11418705.0
2020-11-25,20.5961,20.8766,19.7726,20.7952,9100906.0
2020-11-26,20.5961,20.8766,19.7726,20.7952,9100906.0
2020-11-27,21.0395,21.302,20.7047,21.1481,5034723.0
2020-11-28,21.0395,21.302,20.7047,21.1481,5034723.0
2020-11-29,21.0395,21.302,20.7047,21.1481,5034723.0
2020-11-30,21.0938,21.1934,19.7545,20.4785,9461592.0
2020-12-01,20.5599,21.0079,20.3337,20.4242,7985382.0
2020-12-02,20.1889,21.0305,20.0713,20.9219,6213723.0
2020-12-03,21.2658,22.8765,21.2658,22.1978,12405708.0
2020-12-04,22.7227,23.51,22.4603,23.3109,10464668.0
2020-12-05,22.7227,23.51,22.4603,23.3109,10464668.0
2020-12-06,22.7227,23.51,22.4603,23.3109,10464668.0
2020-12-07,23.1661,23.7223,22.7679,22.9942,9366605.0
2020-12-08,22.8856,23.8267,22.7498,23.7995,7096425.0
2020-12-09,24.3787,24.8674,23.3018,23.6548,12366093.0
2020-12-10,22.9851,24.614,22.8739,24.4601,6451558.0
2020-12-11,24.6683,24.8402,23.148,23.7362,16229453.0
2020-12-12,24.6683,24.8402,23.148,23.7362,16229453.0
2020-12-13,24.6683,24.8402,23.148,23.7362,16229453.0
2020-12-14,24.3878,24.433,23.1028,23.519,7026502.0
2020-12-15,23.7995,24.2783,23.1435,24.1434,6220375.0
2020-12-16,23.3561,24.0801,22.777,23.6729,8929249.0
2020-12-17,23.8357,24.3968,23.4669,24.0439,5934483.0
2020-12-18,23.9443,24.1434,23.3652,23.4195,6798564.0
2020-12-19,23.9443,24.1434,23.3652,23.4195,6798564.0
2020-12-20,23.9443,24.1434,23.3652,23.4195,6798564.0
2020-12-21,22.6231,23.0575,22.2069,22.958,7060216.0
2020-12-22,23.0123,23.1118,21.7182,21.7544,6457531.0
2020-12-23,21.8992,22.5598,21.8992,22.2159,3952620.0
2020-12-24,22.4331,22.4693,21.7671,22.0983,2618194.0
2020-12-25,22.4331,22.4693,21.7671,22.0983,2618194.0
2020-12-26,22.4331,22.4693,21.7671,22.0983,2618194.0
2020-12-27,22.4331,22.4693,21.7671,22.0983,2618194.0
2020-12-28,22.5869,23.0485,22.2795,22.6865,4295602.0
2020-12-29,23.0032,23.139,22.1888,22.3336,3917613.0
2020-12-30,22.2793,22.9308,22.225,22.5055,3427572.0
2020-12-31,22.3517,22.5249,21.9083,22.1254,3548551.0
2021-01-01,22.3517,22.5249,21.9083,22.1254,3548551.0
2021-01-02,22.3517,22.5249,21.9083,22.1254,3548551.0
2021-01-03,22.3517,22.5249,21.9083,22.1254,3548551.0
2021-01-04,22.3969,22.406,20.7499,20.8676,5786092.0
2021-01-05,20.7499,21.9897,20.6957,21.5734,3982102.0
2021-01-06,21.1934,22.4614,21.1934,21.9897,4795676.0
2021-01-07,22.1616,22.5688,22.0349,22.1435,3552067.0
2021-01-08,22.4603,22.4784,21.8178,22.1254,4012483.0
2021-01-09,22.4603,22.4784,21.8178,22.1254,4012483.0
2021-01-10,22.4603,22.4784,21.8178,22.1254,4012483.0
2021-01-11,21.5463,22.1164,21.3743,22.1073,3125979.0
2021-01-12,22.1707,22.9851,21.9549,22.777,3399510.0
2021-01-13,22.6231,22.9399,22.1978,22.7679,3092565.0
2021-01-14,23.0756,25.1298,23.0258,24.623,8306121.0
2021-01-15,23.9805,24.4692,23.2656,23.2837,4730624.0
2021-01-16,23.9805,24.4692,23.2656,23.2837,4730624.0
2021-01-17,23.9805,24.4692,23.2656,23.2837,4730624.0
2021-01-18,23.9805,24.4692,23.2656,23.2837,4730624.0
2021-01-19,23.7724,24.243,23.5777,24.1163,3456175.0
2021-01-20,24.3335,25.2474,24.1253,25.1479,5077732.0
2021-01-21,24.7226,25.0664,24.0077,24.8583,5509268.0
2021-01-22,24.252,25.0574,24.1253,25.0393,3078762.0
2021-01-23,24.252,25.0574,24.1253,25.0393,3078762.0
2021-01-24,24.252,25.0574,24.1253,25.0393,3078762.0
2021-01-25,24.7407,25.2384,23.5914,24.6683,5208525.0
2021-01-26,24.804,25.3017,24.243,24.3063,3390666.0
2021-01-27,23.7814,24.4511,22.8042,23.0304,7976574.0
2021-01-28,24.2158,24.8402,23.5824,24.1706,7819099.0
2021-01-29,24.2158,24.4149,23.1751,23.4738,5341036.0
2021-01-30,24.2158,24.4149,23.1751,23.4738,5341036.0
2021-01-31,24.2158,24.4149,23.1751,23.4738,5341036.0
2021-02-01,23.7634,24.6502,23.2351,24.2882,5712241.0
2021-02-02,24.8855,24.8855,24.2185,24.2701,4646224.0
2021-02-03,24.4239,26.6997,24.2701,26.3786,10240311.0
2021-02-04,26.279,27.8446,26.279,27.3469,7024042.0
2021-02-05,27.8265,27.9079,26.7315,27.0482,3847294.0
2021-02-06,27.8265,27.9079,26.7315,27.0482,3847294.0
2021-02-07,27.8265,27.9079,26.7315,27.0482,3847294.0
2021-02-08,27.4193,28.8108,27.2926,28.7676,4634333.0
2021-02-09,28.2518,28.6952,27.8446,28.3604,4638479.0
2021-02-10,28.5959,29.9892,28.5959,29.573,6844835.0
2021-02-11,27.6545,28.7857,26.532,27.1568,13025409.0
2021-02-12,27.2926,27.736,26.7496,27.5912,5497696.0
2021-02-13,27.2926,27.736,26.7496,27.5912,5497696.0
2021-02-14,27.2926,27.736,26.7496,27.5912,5497696.0
2021-02-15,27.2926,27.736,26.7496,27.5912,5497696.0
2021-02-16,28.1703,28.6087,27.8084,28.288,4729180.0
2021-02-17,28.0527,29.9078,27.9894,29.754,6081328.0
2021-02-18,29.3739,30.9304,28.8988,30.8761,5020966.0
2021-02-19,30.9847,32.6587,30.9847,32.0887,6531249.0
2021-02-20,30.9847,32.6587,30.9847,32.0887,6531249.0
2021-02-21,30.9847,32.6587,30.9847,32.0887,6531249.0
2021-02-22,33.1112,34.5501,32.4144,33.2017,6415573.0
2021-02-23,33.3646,34.7265,31.1385,34.6949,7649673.0
2021-02-24,34.5953,35.4188,33.0569,33.2651,9324779.0
2021-02-25,33.7537,33.8659,31.0933,32.0796,5675655.0
2021-02-26,31.8624,33.2651,31.514,32.4687,4320085.0
2021-02-27,31.8624,33.2651,31.514,32.4687,4320085.0
2021-02-28,31.8624,33.2651,31.514,32.4687,4320085.0
2021-03-01,33.7085,34.0705,32.4778,32.704,3509477.0
2021-03-02,32.5773,33.1022,32.3692,32.885,2400623.0
2021-03-03,33.2832,33.6355,32.1611,32.523,3802401.0
2021-03-04,32.1611,32.6226,29.6635,31.5457,5193496.0
2021-03-05,31.7357,31.8534,28.3694,31.1475,6447543.0
2021-03-06,31.7357,31.8534,28.3694,31.1475,6447543.0
2021-03-07,31.7357,31.8534,28.3694,31.1475,6447543.0
2021-03-08,31.9982,33.618,31.4371,33.428,7184938.0
2021-03-09,33.6632,34.1157,32.3149,33.7175,3924307.0
2021-03-10,33.5185,34.2333,32.6045,32.9845,4228066.0
2021-03-11,33.5275,33.799,32.7221,33.0388,3962644.0
2021-03-12,33.1474,35.7083,33.075,34.9482,8594467.0
2021-03-13,33.1474,35.7083,33.075,34.9482,8594467.0
2021-03-14,33.1474,35.7083,33.075,34.9482,8594467.0
2021-03-15,36.2061,36.6585,35.2107,35.5726,6280549.0
2021-03-16,35.3012,35.5093,33.9981,34.4143,3452935.0
2021-03-17,34.1338,35.9618,33.9166,35.9618,3434798.0
2021-03-18,35.3826,36.893,34.8577,34.9663,4365152.0
2021-03-19,34.9663,36.0613,34.1519,35.9527,4301172.0
2021-03-20,34.9663,36.0613,34.1519,35.9527,4301172.0
2021-03-21,34.9663,36.0613,34.1519,35.9527,4301172.0
2021-03-22,35.455,35.5998,33.7537,33.8442,5433176.0
2021-03-23,33.3918,33.98,32.152,32.333,3982262.0
2021-03-24,33.4551,33.8261,31.419,31.4281,3832129.0
2021-03-25,30.3874,33.7628,30.0889,33.3646,5805460.0
2021-03-26,33.9076,34.2053,32.6588,33.4732,3379634.0
2021-03-27,33.9076,34.2053,32.6588,33.4732,3379634.0
2021-03-28,33.9076,34.2053,32.6588,33.4732,3379634.0
2021-03-29,33.6451,33.6904,32.2606,33.0026,3066716.0
2021-03-30,33.2108,34.3148,33.1474,34.0433,3151486.0
2021-03-31,33.8171,34.0343,33.0569,33.3918,3174869.0
2021-04-01,33.0388,34.0613,33.0388,33.808,2302002.0
2021-04-02,33.0388,34.0613,33.0388,33.808,2302002.0
2021-04-03,33.0388,34.0613,33.0388,33.808,2302002.0
2021-04-04,33.0388,34.0613,33.0388,33.808,2302002.0
2021-04-05,34.4415,35.2016,33.8261,33.9257,3117802.0
2021-04-06,34.1157,35.1111,34.0162,34.6496,3172689.0
2021-04-07,34.7582,35.464,33.8094,33.9619,2614888.0
2021-04-08,33.7085,34.0886,32.9212,34.0886,2342136.0
2021-04-09,33.7356,34.2605,33.3284,33.6904,1979279.0
2021-04-10,33.7356,34.2605,33.3284,33.6904,1979279.0
2021-04-11,33.7356,34.2605,33.3284,33.6904,1979279.0
2021-04-12,33.3103,33.3918,32.2697,32.5864,3466134.0
2021-04-13,32.1339,33.5954,31.1249,33.5185,5444389.0
2021-04-14,34.2333,35.0659,33.3918,33.7356,3883299.0
2021-04-15,34.3872,34.3872,33.2379,33.627,2450267.0
2021-04-16,33.8714,34.3872,33.2741,33.3465,2250283.0
2021-04-17,33.8714,34.3872,33.2741,33.3465,2250283.0
2021-04-18,33.8714,34.3872,33.2741,33.3465,2250283.0
2021-04-19,33.3465,33.3556,32.4144,32.6859,3131558.0
2021-04-20,32.1611,32.2244,30.5503,31.3738,4861867.0
2021-04-21,30.8399,32.7312,30.505,32.5954,4160788.0
2021-04-22,33.0931,34.0886,31.7357,32.0887,7100823.0
2021-04-23,32.5321,33.989,32.2516,33.7447,3582297.0
2021-04-24,32.5321,33.989,32.2516,33.7447,3582297.0
2021-04-25,32.5321,33.989,32.2516,33.7447,3582297.0
2021-04-26,34.2514,34.8215,33.6632,34.0343,3473312.0
2021-04-27,34.0795,34.2514,33.3194,33.618,2485580.0
2021-04-28,32.1611,32.6678,31.6634,31.7176,12391406.0
2021-04-29,32.5049,32.8036,31.8715,32.2516,8244590.0
2021-04-30,31.6996,32.5773,31.6996,32.4144,5019101.0
2021-05-01,31.6996,32.5773,31.6996,32.4144,5019101.0
2021-05-02,31.6996,32.5773,31.6996,32.4144,5019101.0
2021-05-03,32.7131,32.7131,31.3647,31.5457,4253825.0
2021-05-04,31.2471,31.4733,30.5141,31.0571,3193648.0
2021-05-05,31.039,31.7176,30.7403,31.229,2677449.0
2021-05-06,31.2652,31.3285,30.6408,31.3195,2535812.0
2021-05-07,31.3376,32.1022,31.1566,31.79,2439159.0
2021-05-08,31.3376,32.1022,31.1566,31.79,2439159.0
